REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam	40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
5_MACS_peak_21382_lociStitched	chr19	48518929	48526068	5	5484	6202.3632	778.8649
5_MACS_peak_17789_lociStitched	chr19	5223677	5230809	5	5629	7006.4768	846.5684
5_MACS_peak_3728_lociStitched	chr1	29708545	29715675	5	5428	7154.242	752.215
4_MACS_peak_19652_lociStitched	chr19	19337481	19344610	4	6528	8108.5246	504.0203
3_MACS_peak_34613_lociStitched	chr8	86800219	86807346	3	6873	8136.1831999999995	2121.7079000000003
2_MACS_peak_14974_lociStitched	chr17	38211630	38218755	2	6955	8982.4875	793.0124999999999
4_MACS_peak_17456_lociStitched	chr19	2901537	2908661	4	5650	7104.0527999999995	827.0964
2_MACS_peak_25599_lociStitched	chr21	44478290	44485413	2	7100	8742.7702	967.3034
6_MACS_peak_19362_lociStitched	chr19	17598907	17606029	6	5822	7135.5318	626.736
7_MACS_peak_34951_lociStitched	chr8	143094679	143101799	7	6519	7255.991999999999	583.84
4_MACS_peak_35406_lociStitched	chr8	144838064	144845183	4	6430	8820.441	661.3551
7_MACS_peak_27282_lociStitched	chr22	42766810	42773924	7	4593	6284.5076	640.9714
6_MACS_peak_5593_lociStitched	chr10	71624276	71631386	6	4504	5861.484	634.923
5_MACS_peak_34185_lociStitched	chr8	1918212	1925321	5	4533	6484.1189	700.9473999999999
8_MACS_peak_14720_lociStitched	chr17	26087595	26094697	8	4770	5717.8202	517.0256
2_MACS_peak_34482_lociStitched	chr8	22532895	22539995	2	7022	8036.49	528.9499999999999
8_MACS_peak_2735_lociStitched	chr1	18731758	18738855	8	5481	6503.6908	708.2806
2_MACS_peak_20816_lociStitched	chr19	42568837	42575930	2	6368	10748.7322	670.9978
4_MACS_peak_32020_lociStitched	chr7	1360880	1367973	4	6351	8711.6226	412.81260000000003
1_MACS_peak_25895_lociStitched	chr21	46976318	46983410	1	7093	14006.7	871.6068
5_MACS_peak_27866_lociStitched	chr22	45476838	45483929	5	6181	7912.8469	587.8439
7_MACS_peak_20755_lociStitched	chr19	42319790	42326874	7	5006	6426.6048	827.4112
3_MACS_peak_23821_lociStitched	chr20	43378114	43385197	3	6954	9702.293399999999	752.9229
5_MACS_peak_26208_lociStitched	chr22	21380052	21387132	5	6568	8377.764000000001	605.34
5_MACS_peak_14839_lociStitched	chr17	34993138	35000214	5	5787	7966.868399999999	627.6412
5_MACS_peak_25616_lociStitched	chr21	44692227	44699302	5	5587	6600.2675	926.1175
4_MACS_peak_5648_lociStitched	chr10	72688562	72695636	4	6522	7307.441999999999	737.8182
3_MACS_peak_28963_lociStitched	chr3	128146994	128154066	3	6225	9495.5744	673.2544
6_MACS_peak_30407_lociStitched	chr5	169040	176104	6	4699	6152.744	553.8176
6_MACS_peak_23233_lociStitched	chr2	241731995	241739057	6	5173	5973.7458	251.4072
10_MACS_peak_25012_lociStitched	chr20	60533281	60540342	10	5408	6007.4988	881.2128
3_MACS_peak_14601_lociStitched	chr17	19133068	19140128	3	6808	7141.896000000001	886.03
6_MACS_peak_23255_lociStitched	chr2	241810482	241817542	6	5634	6431.66	193.44400000000002
8_MACS_peak_21586_lociStitched	chr19	49678353	49685412	8	5290	6633.3423	569.6613
6_MACS_peak_11996_lociStitched	chr16	3126906	3133960	6	4128	5894.3224	847.8908
8_MACS_peak_20404_lociStitched	chr19	39571922	39578976	8	6129	7400.3514	797.102
7_MACS_peak_33525_lociStitched	chr7	155815166	155822219	7	5201	6100.1397	848.4759
2_MACS_peak_34601_lociStitched	chr8	86754199	86761247	2	6945	8424.474400000001	1791.6016
2_MACS_peak_3586_lociStitched	chr1	26367208	26374255	2	6845	9550.0944	683.559
5_MACS_peak_4335_lociStitched	chr1	37155632	37162672	5	5205	6762.624	720.8960000000001
6_MACS_peak_35250_lociStitched	chr8	144157590	144164628	6	6021	7232.9526000000005	582.7464
7_MACS_peak_8773_lociStitched	chr11	117614820	117621855	7	5384	6188.6895	659.1795000000001
2_MACS_peak_35376_lociStitched	chr8	144741723	144748758	2	6982	8589.735	610.638
9_MACS_peak_23992_lociStitched	chr20	48853877	48860909	9	5712	6299.968800000001	698.2776
6_MACS_peak_19921_lociStitched	chr19	34017716	34024747	6	5120	6495.2378	549.1211000000001
4_MACS_peak_7560_lociStitched	chr11	65551768	65558789	4	6222	9371.630799999999	599.5934
9_MACS_peak_36628_lociStitched	chr9	136616001	136623021	9	5298	6103.188	623.376
5_MACS_peak_18457_lociStitched	chr19	9995110	10002124	5	6269	7410.9924	562.5228
2_MACS_peak_28608_lociStitched	chr3	14558582	14565596	2	6471	8192.351999999999	538.6751999999999
4_MACS_peak_14146_lociStitched	chr17	6981337	6988345	4	6254	7651.334400000001	622.3104000000001
9_MACS_peak_9266_lociStitched	chr12	3276129	3283136	9	5141	6276.169900000001	545.8453
7_MACS_peak_14831_lociStitched	chr17	34819266	34826273	7	4109	5832.6268	653.7530999999999
3_MACS_peak_34519_lociStitched	chr8	22957417	22964424	3	6539	10534.3238	1013.9128999999999
5_MACS_peak_18462_lociStitched	chr19	10004622	10011624	5	5170	5974.8066	534.9528
5_MACS_peak_8440_lociStitched	chr11	70974817	70981815	5	5849	7333.2042	659.9114
4_MACS_peak_14563_lociStitched	chr17	19006974	19013971	4	6685	6446.3361	589.1474
4_MACS_peak_18652_lociStitched	chr19	12935616	12942612	4	5705	7285.634400000001	818.532
3_MACS_peak_2145_lociStitched	chr1	16742723	16749715	3	6603	8565.8992	987.2704
5_MACS_peak_1622_lociStitched	chr1	9144623	9151612	5	4622	6384.4515	815.6163
6_MACS_peak_18112_lociStitched	chr19	6876358	6883347	6	5746	6030.1092	996.6314
4_MACS_peak_17727_lociStitched	chr19	4459032	4466020	4	5917	7640.6792	768.68
2_MACS_peak_11081_lociStitched	chr15	45403058	45410042	2	6891	10626.156	546.1488
3_MACS_peak_17101_lociStitched	chr17	81096312	81103296	3	6524	7926.1416	639.036
9_MACS_peak_21710_lociStitched	chr19	50573099	50580080	9	4791	5680.4397	665.2893
2_MACS_peak_16746_lociStitched	chr17	77675616	77682594	2	6445	8790.8844	366.34499999999997
3_MACS_peak_1247_lociStitched	chr1	7208860	7215832	3	6875	7934.833199999999	430.1724
2_MACS_peak_6736_lociStitched	chr11	1119665	1126635	2	6845	12403.115	499.05199999999996
5_MACS_peak_17468_lociStitched	chr19	2941035	2947993	5	6004	6889.1158	909.4106
6_MACS_peak_33747_lociStitched	chr7	157529143	157536099	6	5940	6743.842000000001	794.3752
6_MACS_peak_3902_lociStitched	chr1	30368539	30375494	6	4008	6128.746	712.192
7_MACS_peak_12684_lociStitched	chr16	84327261	84334215	7	4905	6057.6294	389.42400000000004
4_MACS_peak_2968_lociStitched	chr1	19980938	19987887	4	5949	7244.3324999999995	629.5794
3_MACS_peak_9425_lociStitched	chr12	49940002	49946951	3	6172	8959.3457	674.053
3_MACS_peak_12398_lociStitched	chr16	30018601	30025546	3	6115	9957.0465	549.3495
2_MACS_peak_5012_lociStitched	chr1	201251976	201258920	2	6869	8060.595200000001	831.1968
7_MACS_peak_10670_lociStitched	chr14	104836964	104843907	7	4545	5930.710599999999	247.8651
5_MACS_peak_19781_lociStitched	chr19	30368698	30375640	5	6400	6960.0491999999995	591.4584
7_MACS_peak_35928_lociStitched	chr9	132189600	132196540	7	5347	6479.878	626.682
1_MACS_peak_18975_lociStitched	chr19	14583364	14590296	1	6933	10436.8192	540.0028
5_MACS_peak_1294_lociStitched	chr1	7349416	7356341	5	4578	6178.485	590.7025
2_MACS_peak_36544_lociStitched	chr9	136286645	136293566	2	6835	11862.594	433.9467
5_MACS_peak_560_lociStitched	chr1	4077576	4084491	5	5830	7477.1894999999995	582.9345
2_MACS_peak_27125_lociStitched	chr22	38196889	38203804	2	6840	12946.9545	672.8294999999999
5_MACS_peak_25439_lociStitched	chr21	43029981	43036890	5	5016	6631.9491	992.1324000000001
6_MACS_peak_2710_lociStitched	chr1	18686631	18693539	6	5115	6526.6784	508.42879999999997
3_MACS_peak_1631_lociStitched	chr1	9162283	9169190	3	6733	9250.5451	647.8765999999999
5_MACS_peak_9009_lociStitched	chr11	124733014	124739920	5	6393	8264.4102	552.48
2_MACS_peak_29043_lociStitched	chr3	183992491	183999396	2	6722	9879.674	1034.369
5_MACS_peak_22034_lociStitched	chr19	54990762	54997662	5	4995	6245.1900000000005	852.15
4_MACS_peak_27100_lociStitched	chr22	37970253	37977151	4	6519	7198.063000000001	655.9998
6_MACS_peak_5599_lociStitched	chr10	71636151	71643047	6	6276	7582.8416	599.2624000000001
7_MACS_peak_31057_lociStitched	chr5	177808240	177815133	7	3469	5150.4496	485.2672
10_MACS_peak_28055_lociStitched	chr22	46901989	46908881	10	4613	5424.004	536.1976
5_MACS_peak_20762_lociStitched	chr19	42327986	42334876	5	4417	5403.827	621.4780000000001
5_MACS_peak_7001_lociStitched	chr11	2370566	2377455	5	5502	6898.6446000000005	369.9393
5_MACS_peak_33491_lociStitched	chr7	155690243	155697131	5	6030	7060.8888	759.0576000000001
4_MACS_peak_26019_lociStitched	chr22	18833183	18840068	4	5776	5600.9475	1149.1064999999999
5_MACS_peak_20097_lociStitched	chr19	35848593	35855475	5	6561	7903.977000000001	684.0708
3_MACS_peak_6924_lociStitched	chr11	2091787	2098668	3	5627	8290.9169	686.7238
3_MACS_peak_12595_lociStitched	chr16	67424598	67431479	3	6559	10664.1738	679.8428
8_MACS_peak_9052_lociStitched	chr11	133853164	133860043	8	5138	5818.2582	563.3901
6_MACS_peak_22078_lociStitched	chr19	55141623	55148499	6	6162	7523.7192000000005	564.5196000000001
7_MACS_peak_14342_lociStitched	chr17	7931784	7938658	7	4147	5454.519	599.4128
3_MACS_peak_18557_lociStitched	chr19	10398109	10404983	3	6801	11142.754	922.4908000000001
3_MACS_peak_11889_lociStitched	chr16	2074601	2081474	3	6418	11529.4575	608.9478
3_MACS_peak_15156_lociStitched	chr17	41773601	41780471	3	6693	8585.439	616.239
4_MACS_peak_30134_lociStitched	chr4	8349279	8356148	4	6011	7812.1137	580.4305
6_MACS_peak_34227_lociStitched	chr8	7110646	7117507	6	6053	5857.9218	537.2162999999999
6_MACS_peak_18625_lociStitched	chr19	11567784	11574640	6	5625	7207.712799999999	379.1368
4_MACS_peak_612_lociStitched	chr1	4207185	4214038	4	5742	6734.4431	422.83009999999996
5_MACS_peak_3838_lociStitched	chr1	30148007	30154857	5	5052	6278.71	658.9699999999999
6_MACS_peak_1283_lociStitched	chr1	7318472	7325316	6	5681	6872.0604	617.3288
5_MACS_peak_20702_lociStitched	chr19	42186739	42193583	5	5846	6794.0388	648.8112
9_MACS_peak_30654_lociStitched	chr5	1909056	1915899	9	4824	5948.6199	450.9537
3_MACS_peak_8025_lociStitched	chr11	69812176	69819012	3	5834	8048.0228	537.9932
5_MACS_peak_24245_lociStitched	chr20	56443329	56450164	5	5307	6677.1115	520.827
3_MACS_peak_5294_lociStitched	chr1	228777456	228784290	3	6054	6996.649200000001	2244.969
2_MACS_peak_7042_lociStitched	chr11	3186725	3193558	2	6808	9946.7981	760.5129
5_MACS_peak_36880_lociStitched	chr9	137871076	137877908	5	6485	7517.9328000000005	502.8352
2_MACS_peak_26175_lociStitched	chr22	20609492	20616319	2	6777	9389.1731	889.5581
3_MACS_peak_5042_lociStitched	chr1	201377588	201384412	3	5625	8805.0072	849.588
4_MACS_peak_21995_lociStitched	chr19	54797966	54804786	4	4995	6929.12	677.908
6_MACS_peak_6384_lociStitched	chr10	134659358	134666177	6	5952	7021.5243	435.7341
3_MACS_peak_9520_lociStitched	chr12	52563896	52570715	3	6409	8804.692799999999	508.0155
5_MACS_peak_5911_lociStitched	chr10	102379327	102386145	5	4723	6166.880999999999	517.4861999999999
3_MACS_peak_8806_lociStitched	chr11	117742525	117749338	3	6422	8756.067599999998	889.7778
5_MACS_peak_141_lociStitched	chr1	1842569	1849381	5	5677	8008.1872	598.0936
4_MACS_peak_26911_lociStitched	chr22	37031599	37038411	4	5727	6558.5936	595.3688000000001
6_MACS_peak_1226_lociStitched	chr1	7166516	7173319	6	3873	5839.6952	702.0696
5_MACS_peak_27034_lociStitched	chr22	37549319	37556122	5	4864	6483.9393	772.1405
3_MACS_peak_34851_lociStitched	chr8	142838928	142845727	3	6355	8203.6734	601.7115
5_MACS_peak_5001_lociStitched	chr1	201180549	201187330	5	6148	7339.7544	893.0577000000001
4_MACS_peak_18045_lociStitched	chr19	6282745	6289525	4	5242	6809.831999999999	719.358
5_MACS_peak_33049_lociStitched	chr7	128548394	128555171	5	6387	7746.7887	895.9194000000001
5_MACS_peak_4066_lociStitched	chr1	30829624	30836400	5	4892	5674.900000000001	565.1184000000001
6_MACS_peak_32274_lociStitched	chr7	4914964	4921734	6	5744	6694.853	452.236
6_MACS_peak_889_lociStitched	chr1	5505679	5512447	6	4849	5811.6816	485.9424
5_MACS_peak_10995_lociStitched	chr15	23203932	23210698	5	5820	7293.7480000000005	1023.0192
5_MACS_peak_13597_lociStitched	chr16	89239611	89246377	5	6208	7636.7842	384.98539999999997
6_MACS_peak_34233_lociStitched	chr8	7118649	7125405	6	5401	5041.3272	543.8580000000001
2_MACS_peak_1064_lociStitched	chr1	6168734	6175484	2	6504	8931.6	583.2
5_MACS_peak_35806_lociStitched	chr9	129343677	129350426	5	5985	6501.3117	673.5502
7_MACS_peak_17868_lociStitched	chr19	5429364	5436097	7	5757	6350.5656	733.2237
6_MACS_peak_33862_lociStitched	chr7	157981474	157988206	6	5402	6579.8568000000005	858.33
2_MACS_peak_15377_lociStitched	chr17	44893116	44899847	2	6661	12049.1631	565.404
4_MACS_peak_20992_lociStitched	chr19	46160010	46166735	4	5740	7786.205	649.635
5_MACS_peak_12798_lociStitched	chr16	85157997	85164720	5	4648	6098.4333	361.6974
4_MACS_peak_27614_lociStitched	chr22	44928147	44934868	4	5301	7128.9646999999995	506.7634
3_MACS_peak_33682_lociStitched	chr7	157375787	157382502	3	6347	8408.523	766.1814999999999
3_MACS_peak_11921_lociStitched	chr16	2517174	2523888	3	6681	14237.036999999998	583.4466
5_MACS_peak_33318_lociStitched	chr7	155014456	155021168	5	5591	7275.1368	881.9567999999999
3_MACS_peak_33718_lociStitched	chr7	157451354	157458066	3	5973	6210.6136	839.6711999999999
7_MACS_peak_6502_lociStitched	chr10	134881867	134888574	7	5596	6066.4815	303.15639999999996
3_MACS_peak_36927_lociStitched	chr9	137959421	137966118	3	6087	7607.122299999999	446.02020000000005
5_MACS_peak_12309_lociStitched	chr16	29163724	29170418	5	5780	6836.582200000001	629.236
3_MACS_peak_34590_lociStitched	chr8	86564419	86571111	3	5681	7489.6864	1777.3952
3_MACS_peak_31979_lociStitched	chr7	1257204	1263895	3	6261	7562.168200000001	605.5355
5_MACS_peak_1449_lociStitched	chr1	7707464	7714154	5	6304	8568.552	434.181
5_MACS_peak_9348_lociStitched	chr12	3660460	3667150	5	4604	6871.967999999999	520.482
7_MACS_peak_764_lociStitched	chr1	4746602	4753291	7	4302	5357.889	534.4511
4_MACS_peak_10829_lociStitched	chr14	105417763	105424448	4	6455	7697.1089999999995	358.98449999999997
7_MACS_peak_21857_lociStitched	chr19	51214582	51221264	7	4533	6442.7844	408.9384
3_MACS_peak_14240_lociStitched	chr17	7308422	7315101	3	6621	9725.2919	691.2764999999999
4_MACS_peak_7755_lociStitched	chr11	67325553	67332231	4	6424	7379.8578	865.4688
4_MACS_peak_35797_lociStitched	chr9	129307942	129314616	4	6368	7777.2122	583.9749999999999
3_MACS_peak_17210_lociStitched	chr19	71488	78161	3	6496	6133.8216	1068.3473
4_MACS_peak_11402_lociStitched	chr15	77911655	77918325	4	6275	7323.660000000001	499.58299999999997
3_MACS_peak_22815_lociStitched	chr2	128322455	128329122	3	6448	8429.088099999999	678.0339
6_MACS_peak_11566_lociStitched	chr15	82616101	82622766	6	5633	5468.6325	418.56199999999995
5_MACS_peak_34253_lociStitched	chr8	7141687	7148346	5	5870	5413.767	514.7407
6_MACS_peak_7451_lociStitched	chr11	64240322	64246971	6	5382	6313.8904	634.3146
6_MACS_peak_4959_lociStitched	chr1	168690028	168696675	6	4583	5834.0719	1074.8199
5_MACS_peak_6417_lociStitched	chr10	134718251	134724897	5	3782	5871.0764	420.69179999999994
2_MACS_peak_36467_lociStitched	chr9	136028446	136035092	2	6637	8655.7504	663.2708
6_MACS_peak_31747_lociStitched	chr6	44254209	44260854	6	4926	6042.963	646.5585
3_MACS_peak_18080_lociStitched	chr19	6497753	6504394	3	5857	8709.6715	739.8074
3_MACS_peak_33659_lociStitched	chr7	157330582	157337223	3	6351	8217.573400000001	684.6871
5_MACS_peak_21357_lociStitched	chr19	48463483	48470121	5	5290	6207.1938	641.2308
5_MACS_peak_11456_lociStitched	chr15	78021784	78028421	5	5301	6996.7254	461.93519999999995
7_MACS_peak_30615_lociStitched	chr5	1834852	1841483	7	4717	5881.697	565.6243000000001
5_MACS_peak_16416_lociStitched	chr17	75751058	75757683	5	6059	6204.3125	742.0
4_MACS_peak_17014_lociStitched	chr17	79702459	79709079	4	6002	8067.132	632.8720000000001
5_MACS_peak_12197_lociStitched	chr16	5110265	5116878	5	5602	7075.910000000001	515.814
4_MACS_peak_19342_lociStitched	chr19	17546059	17552670	4	6162	7102.8584	738.4486999999999
4_MACS_peak_5539_lociStitched	chr10	71469861	71476471	4	5386	7243.899	552.596
5_MACS_peak_24023_lociStitched	chr20	48933278	48939888	5	5068	6428.225	629.272
4_MACS_peak_1060_lociStitched	chr1	6160076	6166683	4	5684	7902.632699999999	430.11570000000006
4_MACS_peak_17901_lociStitched	chr19	5507116	5513723	4	6486	7915.186	691.0921999999999
3_MACS_peak_5842_lociStitched	chr10	94822724	94829323	3	5686	8067.277499999999	750.9662
3_MACS_peak_11001_lociStitched	chr15	28981205	28987802	3	5639	5914.870199999999	587.7927
1_MACS_peak_17220_lociStitched	chr19	275120	281717	1	6598	8876.9232	817.3683
3_MACS_peak_14034_lociStitched	chr17	4539916	4546508	3	6187	9688.2624	744.8960000000001
6_MACS_peak_10506_lociStitched	chr14	103550322	103556913	6	5358	5719.0107	288.0267
2_MACS_peak_29476_lociStitched	chr4	4867768	4874359	2	6562	10759.1484	805.4202
4_MACS_peak_25752_lociStitched	chr21	46054608	46061197	4	5481	6857.8312	860.5233999999999
5_MACS_peak_20079_lociStitched	chr19	35798966	35805551	5	6014	7165.1385	597.918
7_MACS_peak_8240_lociStitched	chr11	70482377	70488959	7	3594	5193.8562	446.2596
2_MACS_peak_26721_lociStitched	chr22	29707102	29713684	2	6065	9963.8316	504.8394
6_MACS_peak_3885_lociStitched	chr1	30300109	30306677	6	5505	6614.6328	497.1976
8_MACS_peak_10443_lociStitched	chr14	101532411	101538974	8	4466	5148.0172	317.6492
5_MACS_peak_4587_lociStitched	chr1	41827601	41834161	5	5711	8537.84	610.736
2_MACS_peak_7994_lociStitched	chr11	69704046	69710604	2	6545	8539.8276	618.4194
5_MACS_peak_8887_lociStitched	chr11	119381962	119388514	5	5916	6756.4223999999995	564.1272
3_MACS_peak_19061_lociStitched	chr19	15216287	15222836	3	5690	8377.4808	434.1987
5_MACS_peak_14689_lociStitched	chr17	21365745	21372290	5	4844	6143.137	494.1475
2_MACS_peak_5115_lociStitched	chr1	203092831	203099373	2	6543	8332.5454	1070.9254
5_MACS_peak_14280_lociStitched	chr17	7656241	7662779	5	4883	6056.8032	692.3742
3_MACS_peak_23687_lociStitched	chr20	31914736	31921273	3	5822	6682.7751	512.5008
2_MACS_peak_31449_lociStitched	chr6	33140347	33146883	2	6323	8737.3248	677.1296
1_MACS_peak_19469_lociStitched	chr19	17978463	17984996	1	6534	9541.4465	533.7461
5_MACS_peak_23812_lociStitched	chr20	43342503	43349036	5	6060	6864.8764	761.7478
6_MACS_peak_32329_lociStitched	chr7	5584537	5591067	6	4975	5611.8820000000005	587.6999999999999
4_MACS_peak_6528_lociStitched	chr10	134952999	134959527	4	6136	8911.3728	659.9807999999999
7_MACS_peak_672_lociStitched	chr1	4415493	4422018	7	4831	5847.0525	478.2825
6_MACS_peak_6123_lociStitched	chr10	124898820	124905345	6	4491	5334.1875	537.0074999999999
5_MACS_peak_5520_lociStitched	chr10	71400312	71406834	5	5665	6027.6324	712.8546
6_MACS_peak_14956_lociStitched	chr17	37769480	37775993	6	3872	5013.056100000001	745.7385
4_MACS_peak_9724_lociStitched	chr12	53337271	53343782	4	5001	5869.0154	569.7125
7_MACS_peak_10876_lociStitched	chr14	105606878	105613383	7	4902	6073.068	285.5695
5_MACS_peak_13746_lociStitched	chr17	402334	408839	5	4828	6447.1055	653.102
5_MACS_peak_1965_lociStitched	chr1	11666799	11673302	5	5780	6413.2586	518.9394
5_MACS_peak_27884_lociStitched	chr22	45665187	45671684	5	5331	6142.9135	643.203
2_MACS_peak_5101_lociStitched	chr1	202654348	202660834	2	6460	8570.6004	913.8774
6_MACS_peak_22805_lociStitched	chr2	127808368	127814846	6	3815	5341.111	489.089
3_MACS_peak_15942_lociStitched	chr17	71733287	71739764	3	5668	6891.528	586.1685
3_MACS_peak_8365_lociStitched	chr11	70816627	70823100	3	6229	7603.833100000001	553.4415
3_MACS_peak_15560_lociStitched	chr17	47621645	47628106	3	6370	8371.5177	775.9661
6_MACS_peak_34864_lociStitched	chr8	142866591	142873050	6	5862	6750.9468	504.4479
2_MACS_peak_3305_lociStitched	chr1	22533140	22539596	2	6278	7474.756799999999	677.88
3_MACS_peak_23513_lociStitched	chr20	30557035	30563491	3	4937	6179.0376	564.2544
3_MACS_peak_7908_lociStitched	chr11	69450844	69457293	3	6340	10538.3109	647.4796
3_MACS_peak_26089_lociStitched	chr22	19673234	19679683	3	5293	7636.9057999999995	587.5039
3_MACS_peak_6010_lociStitched	chr10	102786299	102792743	3	5593	9003.5568	742.3488
5_MACS_peak_933_lociStitched	chr1	5582501	5588944	5	5466	7193.6095000000005	476.13769999999994
6_MACS_peak_26338_lociStitched	chr22	23851630	23858071	6	4862	5713.167	645.3882
5_MACS_peak_8892_lociStitched	chr11	119389939	119396379	5	4460	6316.352	439.852
5_MACS_peak_33686_lociStitched	chr7	157386035	157392467	5	5782	6540.7008	897.9072
7_MACS_peak_13349_lociStitched	chr16	87910358	87916775	7	4413	5463.433800000001	339.45930000000004
4_MACS_peak_11038_lociStitched	chr15	40570472	40576888	4	5621	6906.8240000000005	809.0576
6_MACS_peak_12757_lociStitched	chr16	84916641	84923051	6	4390	5472.217	417.29100000000005
6_MACS_peak_27948_lociStitched	chr22	45998221	46004628	6	4882	5609.3285	767.5586000000001
4_MACS_peak_19901_lociStitched	chr19	33772927	33779329	4	5650	6381.5136	581.9418
5_MACS_peak_37112_lociStitched	chr9	138425861	138432263	5	4862	5670.8916	569.778
1_MACS_peak_22610_lociStitched	chr2	71122809	71129209	1	6401	8219.52	520.96
4_MACS_peak_17576_lociStitched	chr19	3237195	3243594	4	5427	6306.2145	698.1309
6_MACS_peak_8526_lociStitched	chr11	72305147	72311544	6	5132	6702.7766	609.6341
1_MACS_peak_8524_lociStitched	chr11	72290469	72296863	1	6395	8879.3478	590.1662
5_MACS_peak_19657_lociStitched	chr19	19363158	19369548	5	4749	6378.498	602.577
4_MACS_peak_1012_lociStitched	chr1	5775219	5781605	4	5979	8037.419599999999	468.73240000000004
4_MACS_peak_14187_lociStitched	chr17	7080559	7086938	4	5535	8186.170700000001	690.2078
7_MACS_peak_32044_lociStitched	chr7	1409985	1416361	7	5069	6150.9272	521.5568
2_MACS_peak_36384_lociStitched	chr9	135458591	135464967	2	6132	7184.4768	402.96320000000003
2_MACS_peak_6895_lociStitched	chr11	1862114	1868486	2	5776	7518.96	461.3328
5_MACS_peak_5125_lociStitched	chr1	204119257	204125628	5	5388	6979.4304999999995	886.2061
4_MACS_peak_12858_lociStitched	chr16	85269778	85276144	4	5525	6347.5386	296.019
3_MACS_peak_17723_lociStitched	chr19	4313177	4319543	3	6108	8262.4314	741.639
1_MACS_peak_4806_lociStitched	chr1	155050633	155056997	1	6365	25963.2108	1298.8924
3_MACS_peak_21410_lociStitched	chr19	48788274	48794632	3	5870	7511.977	694.2936000000001
4_MACS_peak_14170_lociStitched	chr17	7048270	7054625	4	5524	6865.942	542.717
5_MACS_peak_25211_lociStitched	chr20	62159012	62165366	5	5537	7556.1768	386.9586
6_MACS_peak_22006_lociStitched	chr19	54825926	54832278	6	4431	6010.8976	508.7952
1_MACS_peak_4948_lociStitched	chr1	161433339	161439689	1	6351	11491.595000000001	2794.0
7_MACS_peak_23825_lociStitched	chr20	43398053	43404402	7	5332	6077.2628	612.0436
5_MACS_peak_8122_lociStitched	chr11	70093332	70099680	5	5626	6392.436	685.584
4_MACS_peak_25720_lociStitched	chr21	45955217	45961564	4	5163	7698.911	729.2703
6_MACS_peak_2572_lociStitched	chr1	18353756	18360102	6	4572	5695.535	602.87
6_MACS_peak_6795_lociStitched	chr11	1443279	1449623	6	4890	5347.3576	324.81280000000004
2_MACS_peak_23717_lociStitched	chr20	34976753	34983095	2	5853	8626.3884	591.0744000000001
5_MACS_peak_24340_lociStitched	chr20	56663612	56669952	5	4571	5935.508	441.89799999999997
5_MACS_peak_13546_lociStitched	chr16	88932129	88938466	5	4685	5954.8789	371.3482
2_MACS_peak_11892_lociStitched	chr16	2082598	2088932	2	5842	9960.215	292.63079999999997
7_MACS_peak_28698_lociStitched	chr3	48447977	48454306	7	3788	4941.6832	457.5867
6_MACS_peak_12379_lociStitched	chr16	29882554	29888881	6	5419	5920.1739	625.1076
7_MACS_peak_16598_lociStitched	chr17	77049495	77055817	7	3655	4810.4098	484.2652
3_MACS_peak_17564_lociStitched	chr19	3175941	3182263	3	6106	8392.455	706.7995999999999
2_MACS_peak_35582_lociStitched	chr9	36767252	36773573	2	5918	7542.8493	417.8181
6_MACS_peak_12125_lociStitched	chr16	4279715	4286024	6	4395	5452.2378	751.4019
1_MACS_peak_6638_lociStitched	chr11	306144	312448	1	6305	8794.08	598.88
4_MACS_peak_3061_lociStitched	chr1	20616267	20622570	4	5913	6749.252399999999	448.7736
5_MACS_peak_7644_lociStitched	chr11	66642325	66648627	5	5424	5649.1128	566.5498
4_MACS_peak_22982_lociStitched	chr2	219904843	219911143	4	4893	6503.49	699.9300000000001
4_MACS_peak_13842_lociStitched	chr17	1141095	1147394	4	5026	6902.444200000001	592.106
5_MACS_peak_20243_lociStitched	chr19	38717573	38723871	5	4897	6945.4344	421.3362
4_MACS_peak_26325_lociStitched	chr22	23789497	23795794	4	6082	8253.4779	368.3745
6_MACS_peak_21687_lociStitched	chr19	50225391	50231687	6	5216	6743.016	543.9744000000001
3_MACS_peak_19662_lociStitched	chr19	19371210	19377504	3	6010	7485.4542	473.3088
7_MACS_peak_6251_lociStitched	chr10	131998428	132004719	7	3688	4805.6949	555.4953
3_MACS_peak_35850_lociStitched	chr9	130965655	130971946	3	5389	9832.833	513.9747
1_MACS_peak_4947_lociStitched	chr1	161426020	161432308	1	6289	9853.296	2546.0112
4_MACS_peak_28686_lociStitched	chr3	46921638	46927926	4	5612	8132.899200000001	536.3664
5_MACS_peak_24869_lociStitched	chr20	60209811	60216097	5	5675	6451.9504	409.21860000000004
5_MACS_peak_33854_lociStitched	chr7	157955086	157961369	5	4981	7177.070900000001	845.6918
6_MACS_peak_24487_lociStitched	chr20	57335724	57342005	6	4862	6278.4876	630.6124
2_MACS_peak_20778_lociStitched	chr19	42415238	42421510	2	6242	11931.8528	574.5152
7_MACS_peak_1309_lociStitched	chr1	7391102	7397368	7	5535	6244.6956	563.9399999999999
