#26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_ROSE/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam
#Using cutoff of 22166.066 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
4_MACS_peak_17106_lociStitched	chr17	81118561	81128875	4	9370	12513.9762	698.2578	1402	0
3_MACS_peak_4135_lociStitched	chr1	31129373	31139151	3	9350	11022.7394	970.9554	1403	0
6_MACS_peak_30601_lociStitched	chr5	1743849	1753973	6	9349	11225.4912	688.432	1404	0
2_MACS_peak_7601_lociStitched	chr11	66132295	66141641	2	9307	15167.6234	914.0388	1405	0
5_MACS_peak_29515_lociStitched	chr4	6333929	6344584	5	9302	12850.9955	1061.238	1406	0
4_MACS_peak_11579_lociStitched	chr15	82909564	82920358	4	9302	9581.8338	642.243	1407	0
2_MACS_peak_17646_lociStitched	chr19	3560070	3569583	2	9299	13735.8207	1120.6314	1408	0
4_MACS_peak_30856_lociStitched	chr5	172655951	172665527	4	9299	10862.0568	857.052	1409	0
6_MACS_peak_24968_lociStitched	chr20	60418623	60428755	6	9297	11717.658	701.1344	1410	0
6_MACS_peak_571_lociStitched	chr1	4113477	4123483	6	9280	11595.9534	863.5178	1411	0
8_MACS_peak_34403_lociStitched	chr8	11550624	11561607	8	9278	11024.7354	890.7213	1412	0
4_MACS_peak_31206_lociStitched	chr5	180065155	180075631	4	9276	13433.3748	883.1268	1413	0
2_MACS_peak_27212_lociStitched	chr22	40019024	40028318	2	9274	17501.5314	1151.5266	1414	0
2_MACS_peak_7636_lociStitched	chr11	66327868	66337190	2	9273	13376.1378	857.624	1415	0
3_MACS_peak_11842_lociStitched	chr16	1382147	1391640	3	9272	17788.9327	822.0938	1416	0
7_MACS_peak_2282_lociStitched	chr1	17515362	17526848	7	9265	12388.7996	1029.1456	1417	0
3_MACS_peak_16225_lociStitched	chr17	72849498	72859166	3	9261	16072.0832	948.4308	1418	0
5_MACS_peak_4653_lociStitched	chr1	47688504	47699076	5	9255	13139.9388	892.2768	1419	0
4_MACS_peak_2451_lociStitched	chr1	18055652	18065171	4	9245	11715.0333	689.1756	1420	0
4_MACS_peak_34620_lociStitched	chr8	86821743	86831660	4	9221	10373.182	3035.5937	1421	0
2_MACS_peak_7465_lociStitched	chr11	64271056	64280394	2	9219	10831.1462	902.9846	1422	0
5_MACS_peak_9120_lociStitched	chr12	146570	157213	5	9210	12454.4386	2050.9061	1423	0
4_MACS_peak_34718_lociStitched	chr8	142453192	142462642	4	9199	11674.53	761.67	1424	0
5_MACS_peak_19351_lociStitched	chr19	17566973	17577198	5	9198	11714.7825	1125.7725	1425	0
5_MACS_peak_15208_lociStitched	chr17	42330400	42340417	5	9197	10744.2342	1013.7204	1426	0
3_MACS_peak_15607_lociStitched	chr17	48278232	48287998	3	9193	14980.0674	861.3612	1427	0
4_MACS_peak_25652_lociStitched	chr21	45584404	45594514	4	9193	11484.96	1352.718	1428	0
5_MACS_peak_16215_lociStitched	chr17	72640759	72650872	5	9176	11437.803	1243.899	1429	0
1_MACS_peak_33006_lociStitched	chr7	102158299	102167466	1	9168	19095.7777	2751.0167	1430	0
5_MACS_peak_26741_lociStitched	chr22	30637876	30649108	5	9164	14626.3104	958.0896	1431	0
2_MACS_peak_36088_lociStitched	chr9	133063814	133073055	2	9160	13497.4046	829.8418	1432	0
5_MACS_peak_1864_lociStitched	chr1	11415692	11426372	5	9157	11149.92	928.092	1433	0
8_MACS_peak_35917_lociStitched	chr9	132158593	132169054	8	9152	11051.0004	969.7347	1434	0
9_MACS_peak_4252_lociStitched	chr1	33348962	33360014	9	9145	10809.9612	1004.6268	1435	0
1_MACS_peak_15619_lociStitched	chr17	48608405	48617546	1	9142	15483.9399	1100.5764	1436	0
7_MACS_peak_34834_lociStitched	chr8	142741074	142750727	7	9134	11030.4831	696.9466	1437	0
4_MACS_peak_20964_lociStitched	chr19	45814802	45824577	4	9121	11688.945	1065.475	1438	0
2_MACS_peak_33628_lociStitched	chr7	157215765	157225619	2	9117	16389.1728	1022.8452	1439	0
7_MACS_peak_3876_lociStitched	chr1	30274260	30285579	7	9109	11618.9535	862.5078	1440	0
4_MACS_peak_12337_lociStitched	chr16	29240290	29250805	4	9102	11631.693	861.1785	1441	0
5_MACS_peak_16507_lociStitched	chr17	76330591	76340021	5	9100	12390.077	1026.927	1442	0
4_MACS_peak_25987_lociStitched	chr21	47566041	47575659	4	9089	15863.9292	1264.767	1443	0
7_MACS_peak_5711_lociStitched	chr10	73235092	73245530	7	9079	11381.5952	949.858	1444	0
4_MACS_peak_1878_lociStitched	chr1	11451124	11460803	4	9077	13272.8127	941.7667	1445	0
7_MACS_peak_36892_lociStitched	chr9	137898768	137909102	7	9077	10566.515	730.6138	1446	0
6_MACS_peak_13723_lociStitched	chr17	231924	242471	6	9062	11622.794	913.3702	1447	0
3_MACS_peak_8534_lociStitched	chr11	72320832	72330261	3	9050	12811.1823	1022.1036	1448	0
7_MACS_peak_15719_lociStitched	chr17	60342385	60352019	7	9048	12392.2142	1447.0268	1449	0
6_MACS_peak_5939_lociStitched	chr10	102465777	102475747	6	9046	12758.609	1066.79	1450	0
4_MACS_peak_6660_lociStitched	chr11	358566	369056	4	9046	13386.289	939.904	1451	0
2_MACS_peak_33803_lociStitched	chr7	157689694	157699373	2	9022	10827.8973	1245.6873	1452	0
3_MACS_peak_14243_lociStitched	chr17	7316211	7326140	3	9019	17691.4922	890.6313	1453	0
6_MACS_peak_35420_lociStitched	chr8	144927227	144937054	6	9015	11657.7701	750.7828	1454	0
8_MACS_peak_16691_lociStitched	chr17	77508444	77518972	8	9013	8770.8768	460.0736	1455	0
9_MACS_peak_37639_lociStitched	chrX	153031135	153041106	9	9001	10439.637	332.0343	1456	0
7_MACS_peak_35162_lociStitched	chr8	143862371	143872999	7	8998	12212.6348	617.4868	1457	0
9_MACS_peak_12840_lociStitched	chr16	85238742	85250285	9	8991	11338.6889	384.3819	1458	0
7_MACS_peak_33961_lociStitched	chr7	158317366	158326977	7	8988	10851.7801	931.3059	1459	0
11_MACS_peak_11598_lociStitched	chr15	85802525	85814550	11	8984	10094.9875	698.6525	1460	0
7_MACS_peak_1319_lociStitched	chr1	7406442	7416551	7	8977	11683.9822	774.3494	1461	0
4_MACS_peak_30937_lociStitched	chr5	176200523	176209619	4	8976	10523.1624	792.2616	1462	0
1_MACS_peak_11172_lociStitched	chr15	72950639	72959605	1	8967	11843.1894	1388.8334	1463	0
3_MACS_peak_17351_lociStitched	chr19	1231439	1240507	3	8966	26548.3836	1054.6084	1464	0
10_MACS_peak_31523_lociStitched	chr6	33878002	33890021	10	8964	10570.7105	1092.5271	1465	0
4_MACS_peak_33795_lociStitched	chr7	157652510	157661996	4	8963	13264.2738	904.0158	1466	0
8_MACS_peak_15326_lociStitched	chr17	43844571	43856174	8	8962	12024.1889	765.798	1467	0
4_MACS_peak_7196_lociStitched	chr11	46348542	46358086	4	8956	13757.676	1079.4264	1468	0
12_MACS_peak_586_lociStitched	chr1	4142072	4155201	12	8949	11275.1852	929.5332	1469	0
2_MACS_peak_25976_lociStitched	chr21	47512158	47521172	2	8939	12602.4734	1233.1152	1470	0
7_MACS_peak_20272_lociStitched	chr19	38902740	38914054	7	8919	11250.6416	1320.3438	1471	0
11_MACS_peak_33913_lociStitched	chr7	158206439	158218399	11	8905	11705.252	1734.2	1472	0
1_MACS_peak_19214_lociStitched	chr19	16129010	16137904	1	8895	14290.8792	673.2758	1473	0
3_MACS_peak_17297_lociStitched	chr19	520099	530062	3	8894	13731.0066	1422.7164	1474	0
6_MACS_peak_26201_lociStitched	chr22	21364904	21374992	6	8879	10329.1032	980.5536	1475	0
8_MACS_peak_20554_lociStitched	chr19	41380377	41391312	8	8860	10801.593	958.9995	1476	0
9_MACS_peak_21020_lociStitched	chr19	46413425	46424001	9	8849	11216.9056	842.9072	1477	0
6_MACS_peak_20818_lociStitched	chr19	42649751	42659591	6	8845	13218.072	743.904	1478	0
4_MACS_peak_3980_lociStitched	chr1	30584528	30594335	4	8844	10664.1318	914.0124	1479	0
4_MACS_peak_14369_lociStitched	chr17	8011829	8021617	4	8836	14810.2228	1224.4788	1480	0
7_MACS_peak_2928_lociStitched	chr1	19171664	19183190	7	8834	12346.6512	1062.6972	1481	0
10_MACS_peak_21631_lociStitched	chr19	49891389	49903000	10	8829	12083.5677	1273.7267	1482	0
3_MACS_peak_27324_lociStitched	chr22	42896570	42905527	3	8827	15998.0977	1125.8949	1483	0
4_MACS_peak_24239_lociStitched	chr20	56408327	56417596	4	8821	10595.3939	754.4966	1484	0
4_MACS_peak_34745_lociStitched	chr8	142526757	142537391	4	8818	12296.0942	652.9276	1485	0
6_MACS_peak_13343_lociStitched	chr16	87716190	87725807	6	8816	9718.9402	317.361	1486	0
12_MACS_peak_786_lociStitched	chr1	4785480	4797307	12	8813	10796.8683	667.0428	1487	0
3_MACS_peak_13643_lociStitched	chr17	20194	30027	3	8805	10094.5578	734.5251	1488	0
1_MACS_peak_4935_lociStitched	chr1	158145470	158154265	1	8796	16189.836	1737.0125	1489	0
6_MACS_peak_34735_lociStitched	chr8	142496891	142507041	6	8792	10616.9	749.07	1490	0
3_MACS_peak_1809_lociStitched	chr1	11002060	11011490	3	8788	11679.998	778.918	1491	0
14_MACS_peak_7682_lociStitched	chr11	66750635	66762068	14	8786	10465.7682	1022.1102	1492	0
4_MACS_peak_25556_lociStitched	chr21	43998409	44007436	4	8784	15550.8129	962.2782	1493	0
6_MACS_peak_16149_lociStitched	chr17	72440273	72450031	6	8783	11538.835	900.6634	1494	0
6_MACS_peak_371_lociStitched	chr1	2895377	2905691	6	8780	13169.9466	740.5452	1495	0
3_MACS_peak_11232_lociStitched	chr15	74362452	74371358	3	8774	13300.2204	1458.8028	1496	0
10_MACS_peak_10323_lociStitched	chr14	101031777	101042853	10	8767	9707.0064	387.66	1497	0
9_MACS_peak_13564_lociStitched	chr16	89101861	89112421	9	8766	10142.88	507.936	1498	0
5_MACS_peak_28413_lociStitched	chr3	10541858	10551260	5	8764	13463.664	684.4656	1499	0
8_MACS_peak_33323_lociStitched	chr7	155022473	155032333	8	8762	11058.976	1292.646	1500	0
3_MACS_peak_5301_lociStitched	chr1	234912038	234922320	3	8761	21142.8766	3028.049	1501	0
2_MACS_peak_29424_lociStitched	chr4	3799397	3808604	2	8753	11203.9983	690.525	1502	0
5_MACS_peak_35153_lociStitched	chr8	143831067	143840566	5	8748	11354.1547	729.5232	1503	0
10_MACS_peak_12902_lociStitched	chr16	85340204	85351088	10	8747	10092.7332	486.5148	1504	0
6_MACS_peak_11970_lociStitched	chr16	3003704	3015179	6	8743	15553.215	1396.5075	1505	0
8_MACS_peak_2987_lociStitched	chr1	20485170	20495165	8	8741	10560.717	1045.477	1506	0
7_MACS_peak_27674_lociStitched	chr22	45081933	45091805	7	8739	10453.4608	765.08	1507	0
7_MACS_peak_24956_lociStitched	chr20	60403350	60413690	7	8735	10495.1	910.954	1508	0
4_MACS_peak_31975_lociStitched	chr7	1247310	1256169	4	8733	11957.8782	724.6662	1509	0
8_MACS_peak_20156_lociStitched	chr19	36195728	36205863	8	8731	9643.4525	1065.1885	1510	0
3_MACS_peak_34893_lociStitched	chr8	142941212	142950350	3	8730	11563.2252	820.5924	1511	0
6_MACS_peak_24863_lociStitched	chr20	60195758	60205868	6	8730	10060.461	668.271	1512	0
6_MACS_peak_18851_lociStitched	chr19	14164076	14174035	6	8729	11076.3998	921.2075	1513	0
8_MACS_peak_2064_lociStitched	chr1	16079772	16091335	8	8727	12457.9762	965.5105	1514	0
4_MACS_peak_16479_lociStitched	chr17	75944641	75953748	4	8703	11524.9085	1162.0532	1515	0
10_MACS_peak_3129_lociStitched	chr1	20752205	20765016	10	8699	11681.0698	1240.1048	1516	0
1_MACS_peak_35744_lociStitched	chr9	126130611	126139306	1	8696	18097.773	973.84	1517	0
11_MACS_peak_31509_lociStitched	chr6	33857283	33868927	11	8670	10846.386	900.0812	1518	0
8_MACS_peak_25257_lociStitched	chr20	62430216	62439656	8	8658	10388.72	792.96	1519	0
3_MACS_peak_7425_lociStitched	chr11	64167142	64176076	3	8657	10107.0342	796.0194	1520	0
5_MACS_peak_22575_lociStitched	chr2	27477886	27488433	5	8657	14463.1011	1348.9613	1521	0
4_MACS_peak_27153_lociStitched	chr22	39191407	39200383	4	8641	10728.1152	892.2144	1522	0
3_MACS_peak_12153_lociStitched	chr16	4947350	4956397	3	8630	10191.4455	594.3879	1523	0
1_MACS_peak_12540_lociStitched	chr16	56665197	56673824	1	8628	16232.5632	873.9151	1524	0
4_MACS_peak_8587_lociStitched	chr11	75234090	75243348	4	8627	11868.756	1160.9532	1525	0
7_MACS_peak_29741_lociStitched	chr4	7390747	7401391	7	8624	11487.0048	862.164	1526	0
5_MACS_peak_36422_lociStitched	chr9	135677270	135686594	5	8621	11021.9004	858.7404	1527	0
8_MACS_peak_7733_lociStitched	chr11	67263062	67273547	8	8612	11648.835	1146.0105	1528	0
7_MACS_peak_10777_lociStitched	chr14	105121867	105132912	7	8609	9794.706	455.054	1529	0
4_MACS_peak_11696_lociStitched	chr16	213800	223381	4	8608	12716.8613	698.4549	1530	0
1_MACS_peak_33008_lociStitched	chr7	102257360	102265965	1	8606	19922.296	2627.967	1531	0
10_MACS_peak_1182_lociStitched	chr1	7062944	7074405	10	8606	11713.142	940.9481	1532	0
5_MACS_peak_35975_lociStitched	chr9	132316267	132325341	5	8595	10204.6204	538.9956	1533	0
8_MACS_peak_20633_lociStitched	chr19	41637046	41647431	8	8593	9917.675	781.9905	1534	0
2_MACS_peak_17348_lociStitched	chr19	996114	1004731	2	8585	15329.643	1486.4325	1535	0
4_MACS_peak_27532_lociStitched	chr22	44612098	44621786	4	8584	10898.0312	845.7624	1536	0
6_MACS_peak_8065_lociStitched	chr11	69930814	69940760	6	8560	10731.734	712.1336	1537	0
7_MACS_peak_34702_lociStitched	chr8	142414028	142424870	7	8559	11315.7954	863.0232	1538	0
7_MACS_peak_23616_lociStitched	chr20	31641073	31652723	7	8555	10748.29	999.57	1539	0
2_MACS_peak_11718_lociStitched	chr16	606079	615125	2	8549	19010.169	741.772	1540	0
10_MACS_peak_33439_lociStitched	chr7	155373910	155385604	10	8548	11285.8794	1462.9194	1541	0
10_MACS_peak_13403_lociStitched	chr16	88229083	88240421	10	8545	10152.0452	560.0972	1542	0
1_MACS_peak_34576_lociStitched	chr8	58118158	58126698	1	8541	18103.946	3419.416	1543	0
1_MACS_peak_19586_lociStitched	chr19	18521597	18530137	1	8541	17120.138	1052.982	1544	0
2_MACS_peak_110_lociStitched	chr1	1292043	1300584	2	8540	11996.6886	819.0819	1545	0
5_MACS_peak_32314_lociStitched	chr7	5322963	5332141	5	8537	11399.076	880.1702	1546	0
4_MACS_peak_22699_lociStitched	chr2	96780599	96790272	4	8529	11988.7162	1364.8603	1547	0
5_MACS_peak_25189_lociStitched	chr20	62064488	62073754	5	8525	12309.881	799.6558	1548	0
6_MACS_peak_18372_lociStitched	chr19	8580094	8590007	6	8508	10819.0482	1271.8379	1549	0
8_MACS_peak_32501_lociStitched	chr7	73057950	73067666	8	8505	10742.9812	837.5192	1550	0
7_MACS_peak_2586_lociStitched	chr1	18396789	18407228	7	8505	9849.1965	721.3349	1551	0
7_MACS_peak_10176_lociStitched	chr13	114012968	114023858	7	8502	10251.846	792.792	1552	0
8_MACS_peak_25431_lociStitched	chr21	43018637	43028595	8	8501	10048.6178	1334.372	1553	0
4_MACS_peak_35787_lociStitched	chr9	129268238	129278663	4	8487	12217.0575	1022.6925	1554	0
6_MACS_peak_10556_lociStitched	chr14	104565269	104575756	6	8470	10923.2592	364.9476	1555	0
3_MACS_peak_14379_lociStitched	chr17	8213620	8223651	3	8463	13375.3354	909.8117	1556	0
5_MACS_peak_18099_lociStitched	chr19	6689678	6699319	5	8459	10921.3248	1512.6729	1557	0
6_MACS_peak_16043_lociStitched	chr17	72169715	72179945	6	8458	10066.32	1057.782	1558	0
6_MACS_peak_20529_lociStitched	chr19	41100199	41109100	6	8457	12145.4145	845.595	1559	0
4_MACS_peak_18621_lociStitched	chr19	11525327	11534141	4	8452	12730.9416	854.0766	1560	0
4_MACS_peak_34616_lociStitched	chr8	86811205	86820353	4	8446	10170.7464	2872.472	1561	0
3_MACS_peak_9125_lociStitched	chr12	158222	167024	3	8444	12368.5704	2182.0158	1562	0
4_MACS_peak_7229_lociStitched	chr11	47922540	47931838	4	8444	9871.6866	1084.1468	1563	0
4_MACS_peak_15450_lociStitched	chr17	46799351	46808301	4	8441	16031.24	1089.215	1564	0
2_MACS_peak_17600_lociStitched	chr19	3287447	3296110	2	8439	13689.2726	958.9941	1565	0
4_MACS_peak_34741_lociStitched	chr8	142515076	142523732	4	8438	10579.3632	640.544	1566	0
1_MACS_peak_6970_lociStitched	chr11	2277102	2285533	1	8432	14033.3995	626.4233	1567	0
3_MACS_peak_25400_lociStitched	chr21	40139994	40149291	3	8432	13392.3285	1793.3913	1568	0
4_MACS_peak_31389_lociStitched	chr6	31541254	31550235	4	8421	8968.4266	1101.9687	1569	0
4_MACS_peak_35674_lociStitched	chr9	115823722	115833032	4	8417	8951.565	1246.609	1570	0
3_MACS_peak_20970_lociStitched	chr19	45843946	45852422	3	8410	11512.1032	888.2848	1571	0
4_MACS_peak_11237_lociStitched	chr15	74379895	74389584	4	8400	8567.9827	1042.5364	1572	0
4_MACS_peak_33732_lociStitched	chr7	157492001	157501392	4	8389	11503.975	1095.9297	1573	0
4_MACS_peak_25253_lociStitched	chr20	62418527	62427221	4	8384	10337.166	985.0302	1574	0
7_MACS_peak_26025_lociStitched	chr22	18902831	18913924	7	8382	11199.4928	986.1677	1575	0
6_MACS_peak_5933_lociStitched	chr10	102440633	102450641	6	8381	11413.1232	1026.8208	1576	0
3_MACS_peak_6696_lociStitched	chr11	705528	714147	3	8375	11769.2445	644.7012	1577	0
7_MACS_peak_30208_lociStitched	chr4	8724714	8734850	7	8375	10625.5688	622.3504	1578	0
9_MACS_peak_33280_lociStitched	chr7	154662449	154672899	9	8371	9956.76	1377.31	1579	0
9_MACS_peak_29595_lociStitched	chr4	6554651	6565206	9	8364	9542.7755	887.6755	1580	0
5_MACS_peak_35064_lociStitched	chr8	143485489	143494402	5	8360	11480.8353	631.0404	1581	0
6_MACS_peak_8463_lociStitched	chr11	71048253	71057305	6	8358	9243.9024	806.5332	1582	0
6_MACS_peak_24974_lociStitched	chr20	60430627	60440186	6	8358	9797.0191	785.7498	1583	0
5_MACS_peak_29137_lociStitched	chr3	195484681	195494236	5	8353	13467.7725	1235.4615	1584	0
6_MACS_peak_11958_lociStitched	chr16	2906888	2916962	6	8353	10874.883	956.0226	1585	0
2_MACS_peak_6769_lociStitched	chr11	1364428	1373136	2	8346	13041.9716	795.0404	1586	0
8_MACS_peak_20683_lociStitched	chr19	41755964	41767863	8	8338	10662.6939	1225.597	1587	0
6_MACS_peak_20039_lociStitched	chr19	35587176	35597068	6	8322	10835.6968	993.1568	1588	0
8_MACS_peak_3707_lociStitched	chr1	29663897	29673338	8	8321	9672.3045	1061.1684	1589	0
10_MACS_peak_33366_lociStitched	chr7	155187697	155199203	10	8319	11180.3802	990.6666	1590	0
4_MACS_peak_29965_lociStitched	chr4	7979855	7988559	4	8315	9638.8096	727.6544	1591	0
4_MACS_peak_11344_lociStitched	chr15	75578805	75587423	4	8307	10806.972	1302.1798	1592	0
9_MACS_peak_1232_lociStitched	chr1	7174327	7185205	9	8276	10461.3726	1063.8684	1593	0
5_MACS_peak_4341_lociStitched	chr1	37169459	37178851	5	8274	10510.5872	844.3408	1594	0
5_MACS_peak_5671_lociStitched	chr10	72968971	72978763	5	8262	11667.168	1052.64	1595	0
7_MACS_peak_25030_lociStitched	chr20	60671216	60680581	7	8240	9824.8215	586.249	1596	0
6_MACS_peak_31461_lociStitched	chr6	33691328	33700282	6	8232	9895.0654	823.768	1597	0
3_MACS_peak_28289_lociStitched	chr22	50340119	50348572	3	8228	12261.0765	699.0631	1598	0
2_MACS_peak_607_lociStitched	chr1	4186731	4195432	2	8214	11142.5006	841.3867	1599	0
5_MACS_peak_20546_lociStitched	chr19	41349253	41358812	5	8212	11549.1838	878.4721	1600	0
4_MACS_peak_6559_lociStitched	chr10	135034327	135043316	4	8196	10309.4841	561.8125	1601	0
5_MACS_peak_36674_lociStitched	chr9	136988251	136997066	5	8190	10141.6575	585.316	1602	0
6_MACS_peak_26059_lociStitched	chr22	19009510	19020240	6	8189	10823.351	659.895	1603	0
6_MACS_peak_26926_lociStitched	chr22	37066712	37075263	6	8187	9354.794	769.59	1604	0
4_MACS_peak_5643_lociStitched	chr10	72670657	72680325	4	8187	11638.3384	861.4188	1605	0
7_MACS_peak_14896_lociStitched	chr17	36683684	36693524	7	8178	8739.888	847.224	1606	0
1_MACS_peak_14196_lociStitched	chr17	7094809	7102985	1	8177	14680.008	580.496	1607	0
3_MACS_peak_27249_lociStitched	chr22	42305034	42314154	3	8177	14397.744	662.112	1608	0
5_MACS_peak_18089_lociStitched	chr19	6654521	6663726	5	8160	13725.5755	1395.478	1609	0
3_MACS_peak_33970_lociStitched	chr7	158334279	158343317	3	8155	10110.8106	958.9318	1610	0
2_MACS_peak_23408_lociStitched	chr20	2774304	2782532	2	8150	11352.1716	682.1012	1611	0
11_MACS_peak_28018_lociStitched	chr22	46802661	46813320	11	8149	9405.5016	1072.2954	1612	0
6_MACS_peak_3213_lociStitched	chr1	21020391	21030015	6	8145	10056.1176	1418.5776	1613	0
5_MACS_peak_24044_lociStitched	chr20	48983884	48993401	5	8143	10434.4388	934.5694	1614	0
5_MACS_peak_20452_lociStitched	chr19	39753752	39763400	5	8134	11069.1504	904.0176	1615	0
3_MACS_peak_25056_lociStitched	chr20	61074236	61082785	3	8131	10257.9451	877.9823	1616	0
6_MACS_peak_11491_lociStitched	chr15	78108227	78117704	6	8115	11680.4025	854.8254	1617	0
3_MACS_peak_18275_lociStitched	chr19	8105581	8114721	3	8102	10613.368	1322.558	1618	0
3_MACS_peak_34831_lociStitched	chr8	142731577	142740057	3	8098	9614.624	523.216	1619	0
2_MACS_peak_7016_lociStitched	chr11	2410322	2418437	2	8093	10848.9435	629.724	1620	0
9_MACS_peak_18822_lociStitched	chr19	13819568	13830028	9	8090	10057.29	1014.62	1621	0
3_MACS_peak_32153_lociStitched	chr7	1771671	1779902	3	8086	8896.8879	524.3147	1622	0
2_MACS_peak_33940_lociStitched	chr7	158265830	158274091	2	8081	11465.4419	926.0581	1623	0
4_MACS_peak_37239_lociStitched	chr9	139259327	139267764	4	8081	11151.1829	683.397	1624	0
5_MACS_peak_29510_lociStitched	chr4	6323907	6332721	5	8078	9505.899	836.4486	1625	0
2_MACS_peak_29357_lociStitched	chr4	3571147	3579405	2	8076	11970.7968	1041.3338	1626	0
9_MACS_peak_25244_lociStitched	chr20	62406813	62416913	9	8076	9447.54	802.95	1627	0
3_MACS_peak_6733_lociStitched	chr11	1109223	1117716	3	8065	12022.6908	772.863	1628	0
3_MACS_peak_15215_lociStitched	chr17	42386762	42395118	3	8062	10980.6196	729.4788	1629	0
6_MACS_peak_19254_lociStitched	chr19	17025294	17035082	6	8056	9394.5224	793.8068	1630	0
7_MACS_peak_8667_lociStitched	chr11	117306681	117316238	7	8046	10298.6232	742.5789	1631	0
2_MACS_peak_16798_lociStitched	chr17	77858865	77866929	2	8036	12646.7712	707.2128	1632	0
2_MACS_peak_4915_lociStitched	chr1	158057315	158065853	2	8032	13007.643	1284.969	1633	0
4_MACS_peak_20942_lociStitched	chr19	45658998	45668152	4	8030	11889.2152	659.088	1634	0
5_MACS_peak_33163_lociStitched	chr7	151100778	151109365	5	8027	10257.1715	973.7658	1635	0
5_MACS_peak_4374_lociStitched	chr1	37263827	37273259	5	8026	9552.7296	1008.2808	1636	0
9_MACS_peak_19456_lociStitched	chr19	17915969	17926277	9	8017	10668.78	825.6708	1637	0
8_MACS_peak_34727_lociStitched	chr8	142482314	142492364	8	8015	9170.625	788.925	1638	0
3_MACS_peak_7596_lociStitched	chr11	66096025	66104046	3	8007	14301.443	816.5378	1639	0
6_MACS_peak_25022_lociStitched	chr20	60654457	60663888	6	8006	9152.7855	793.1471	1640	0
5_MACS_peak_2972_lociStitched	chr1	19989172	19997442	5	8004	10285.399	838.578	1641	0
2_MACS_peak_22882_lociStitched	chr2	172959192	172967288	2	8003	11439.648	941.5648	1642	0
8_MACS_peak_30245_lociStitched	chr4	8831672	8841816	8	7998	9541.4464	881.5136	1643	0
8_MACS_peak_1571_lociStitched	chr1	8392942	8404237	8	7998	11637.2385	963.4635	1644	0
5_MACS_peak_28761_lociStitched	chr3	49902172	49911230	5	7993	9277.2036	952.9016	1645	0
8_MACS_peak_37394_lociStitched	chr9	140386402	140396203	8	7981	10964.3787	886.0104	1646	0
7_MACS_peak_26422_lociStitched	chr22	25258035	25267740	7	7975	9325.5345	1034.553	1647	0
8_MACS_peak_13285_lociStitched	chr16	87618708	87628762	8	7973	9365.301	564.0294	1648	0
4_MACS_peak_8284_lociStitched	chr11	70577854	70586887	4	7972	10081.7313	610.6308	1649	0
4_MACS_peak_20723_lociStitched	chr19	42248892	42257144	4	7967	10003.0744	914.3216	1650	0
3_MACS_peak_28692_lociStitched	chr3	46937428	46945845	3	7966	9795.7046	659.0511	1651	0
4_MACS_peak_32324_lociStitched	chr7	5464317	5472982	4	7965	11103.331	894.228	1652	0
3_MACS_peak_25375_lociStitched	chr21	34391642	34399844	3	7959	14549.5278	1347.5886	1653	0
6_MACS_peak_32089_lociStitched	chr7	1561352	1569938	6	7952	10193.2992	735.8202	1654	0
5_MACS_peak_11189_lociStitched	chr15	74038816	74047277	5	7950	10044.8992	703.1091	1655	0
8_MACS_peak_32985_lociStitched	chr7	101197041	101207313	8	7944	10071.696	962.4864	1656	0
8_MACS_peak_13422_lociStitched	chr16	88263591	88272892	8	7943	9268.4465	455.749	1657	0
7_MACS_peak_19404_lociStitched	chr19	17747981	17757311	7	7934	8424.057	796.782	1658	0
4_MACS_peak_2964_lociStitched	chr1	19967374	19977462	4	7923	12384.0288	1092.5304	1659	0
5_MACS_peak_6472_lociStitched	chr10	134815177	134823970	5	7918	8927.5329	725.4225	1660	0
5_MACS_peak_27303_lociStitched	chr22	42841377	42849877	5	7913	10136.25	789.65	1661	0
3_MACS_peak_10884_lociStitched	chr14	105616599	105624889	3	7909	10166.856	409.526	1662	0
8_MACS_peak_4418_lociStitched	chr1	37396667	37406445	8	7908	8894.0688	1040.3792	1663	0
4_MACS_peak_9754_lociStitched	chr12	54327457	54335946	4	7906	10449.1101	614.6036	1664	0
1_MACS_peak_36433_lociStitched	chr9	135745579	135753475	1	7897	10586.9568	661.6848	1665	0
5_MACS_peak_13816_lociStitched	chr17	887506	896491	5	7894	10578.939	647.8185	1666	0
3_MACS_peak_25219_lociStitched	chr20	62207953	62216993	3	7878	10424.928	923.888	1667	0
8_MACS_peak_8878_lociStitched	chr11	119360229	119370040	8	7876	9622.6288	887.8955	1668	0
