GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
NM_001193283	chr3(.):156539147-156648045	0.1451
NM_001004316	chr3(.):156539095-156768918	0.1487
NM_001190242	chr3(.):159969773-160106554	0.1469
NM_001190241	chr3(.):159969773-160122320	0.156
NM_024665	chr3(.):176733541-176920048	0.1964
NM_005832	chr3(.):178271617-178567217	0.144
NM_130446	chr3(.):183200318-183278499	0.2576
NM_015078	chr3(.):182890830-183150855	0.1562
NM_173216	chr3(.):186643314-186801341	0.2085
NM_003032	chr3(.):186734664-186801341	0.2126
NM_174908	chr3(.):191041873-191121459	0.1766
NM_005524	chr3(.):193848933-193861396	0.2042
NM_152531	chr3(.):194784012-194996895	0.1459
NM_018184	chr3(.):5158929-5227601	0.1217
NM_015931	chr3(.):8656319-8698737	0.1058
NM_016474	chr3(.):14688252-14719166	0.1337
NR_027694	chr3(.):20016452-20058765	0.0959
NR_034055	chr3(.):25895022-25920186	0.1176
NR_026937	chr3(.):25826562-25841025	0.1351
NM_194293	chr3(.):39219706-39239077	0.1135
NM_001337	chr3(.):39299984-39326527	0.1161
NM_001198621	chr3(.):39219705-39239085	0.1136
NM_014240	chr3(.):45631322-45727755	0.1325
NM_005283	chr3(.):46057290-46073979	0.138
NM_001295	chr3(.):46238199-46254832	0.227
NM_001837	chr3(.):46278871-46313197	0.1055
NM_003965	chr3(.):46443720-46456014	0.1234
NM_001199149	chr3(.):46472495-46510161	0.1102
NM_002343	chr3(.):46472495-46511598	0.1103
NM_001100168	chr3(.):46406632-46422697	0.1682
NM_001130910	chr3(.):46444048-46456014	0.1253
NM_003212	chr3(.):46614075-46628952	0.0928
NM_001174136	chr3(.):46611044-46628952	0.093
NM_024512	chr3(.):46551877-46613011	0.1343
NM_031440	chr3(.):46534484-46547439	0.1184
NM_001010983	chr3(.):52723503-52745048	0.1711
NM_206825	chr3(.):52714935-52733510	0.1476
NR_003687	chr3(.):52719753-52729846	0.1585
NM_014041	chr3(.):52734856-52747197	0.1932
NR_003057	chr3(.):52721751-52731828	0.1512
NM_152932	chr3(.):52723503-52742622	0.165
NR_003047	chr3(.):52718255-52728331	0.1548
NM_001193533	chr3(.):52739795-52809965	0.1281
NM_052859	chr3(.):53117500-53169470	0.1223
NM_198195	chr3(.):69098880-69134524	0.1477
NM_006407	chr3(.):69129089-69160239	0.1629
NM_198271	chr3(.):69151038-69176746	0.1225
NR_036087	chr3(.):69093108-69103186	0.1701
NM_006100	chr3(.):98446571-98518236	0.1729
NM_145037	chr3(.):101493028-101552075	0.1489
NM_001134456	chr3(.):101493285-101552075	0.1493
NM_001005474	chr3(.):101541833-101584869	0.1252
NM_001190259	chr3(.):111834687-111857152	0.1782
NM_024616	chr3(.):111800181-111842044	0.1456
NR_030292	chr3(.):111826647-111836745	0.1312
NM_025146	chr3(.):113432840-113470096	0.1523
NM_022135	chr3(.):119355907-119384404	0.1305
NM_005694	chr3(.):119383371-119401243	0.1386
NM_015900	chr3(.):119311721-119353658	0.0948
NM_175924	chr3(.):121701169-121746030	0.1399
NM_175862	chr3(.):121769220-121844983	0.1169
NM_006889	chr3(.):121791749-121844983	0.1234
NR_033434	chr3(.):124444212-124473119	0.1027
NR_031687	chr3(.):125504246-125514395	0.1178
NM_020187	chr3(.):128992683-129029135	0.1216
NM_001006109	chr3(.):128992816-129029135	0.1214
NM_006026	chr3(.):129028613-129040120	0.1858
NR_026991	chr3(.):129030113-129048412	0.1658
NR_027898	chr3(.):129926662-129997649	0.1023
NM_016557	chr3(.):132311093-132326382	0.0992
NM_178445	chr3(.):132313980-132326382	0.0928
NM_032169	chr3(.):132271981-132383975	0.1123
NM_032025	chr3(.):150259573-150308803	0.1335
NM_014445	chr3(.):150254779-150269428	0.1637
NR_027037	chr3(.):151975404-151992415	0.1567
NR_027954	chr3(.):156385959-156398502	0.2401
NM_001184718	chr3(.):156389452-156429557	0.2219
NM_001184717	chr3(.):156387714-156429557	0.2182
NM_015508	chr3(.):156387204-156429557	0.2172
NR_003284	chr3(.):156522059-156534810	0.1549
NR_034008	chr3(.):156802669-156823924	0.2918
NR_034007	chr3(.):156794455-156845791	0.2217
NM_173084	chr3(.):160148290-160172626	0.1953
NR_029663	chr3(.):160117375-160127473	0.241
NM_005496	chr3(.):160113346-160157741	0.2127
NM_001002800	chr3(.):160112429-160157741	0.2125
NR_029525	chr3(.):160117532-160127613	0.2337
NR_027622	chr3(.):169656771-169689522	0.2334
NM_182610	chr3(.):169624481-169661948	0.1778
NM_003262	chr3(.):169679579-169721161	0.1858
NM_003106	chr3(.):181424721-181437223	0.1906
NM_004593	chr3(.):185627357-185660924	0.2284
NR_033752	chr3(.):185681266-185702578	0.1533
NM_198152	chr3(.):190979943-191053325	0.1691
NM_198565	chr3(.):196361655-196393874	0.1877
NM_014687	chr3(.):197393258-197468773	0.1802
NM_001145642	chr3(.):197393313-197481568	0.1848
NR_027840	chr3(.):197472260-197516317	0.1682
NM_032288	chr3(.):197471623-197516317	0.1672
NR_030627	chr3(.):197396366-197406447	0.1664
NM_001011537	chr3(.):197471423-197516317	0.1665
NM_003215	chr4(.):48132799-48276814	0.128
NM_201431	chr4(.):74433861-74491340	0.1358
NM_177532	chr4(.):74433861-74491134	0.136
NM_020859	chr4(.):77351252-77709405	0.1123
NM_144571	chr4(.):78629540-78745544	0.121
NM_198281	chr4(.):90160428-90234161	0.185
NM_018699	chr4(.):121610928-121849013	0.1117
NM_001034845	chr4(.):172729574-173966558	0.0926
NM_016531	chr4(.):38660789-38708129	0.1252
NM_015173	chr4(.):37887719-38145794	0.1181
NR_026804	chr4(.):38609321-38671249	0.107
NM_001007075	chr4(.):39041450-39132853	0.1051
NM_001098634	chr4(.):40420271-40636883	0.1137
NM_004310	chr4(.):40193526-40251281	0.1737
NM_003328	chr4(.):48063409-48141273	0.1109
NM_001136570	chr4(.):77167852-77209929	0.1075
NM_001130017	chr4(.):76927336-77038955	0.1119
NM_001166693	chr4(.):87851153-88067206	0.127
NM_005327	chr4(.):108905869-108961331	0.1445
NM_024900	chr4(.):129725778-129790787	0.1259
NM_199320	chr4(.):129725778-129801379	0.1229
NM_002039	chr4(.):144252982-144400718	0.1417
NM_153343	chr4(.):185004858-185144114	0.0979
NM_002199	chr4(.):185303875-185400726	0.1695
NM_031953	chr4(.):186126283-186290120	0.1273
NR_031688	chr4(.):9552788-9562937	0.1102
NM_024943	chr4(.):38963440-39039041	0.1107
NM_017581	chr4(.):40332468-40361973	0.0909
NM_001076	chr4(.):69398132-69439240	0.1169
NM_001077	chr4(.):69397902-69439245	0.1165
NM_001076	chr4(.):69507314-69541374	0.1101
NM_031889	chr4(.):71489460-71517536	0.1173
NM_144646	chr4(.):71516257-71537348	0.2011
NM_020368	chr4(.):71549195-71561268	0.1656
NM_014961	chr4(.):71582695-71664274	0.1102
NM_001130709	chr4(.):71565653-71660614	0.114
NM_018115	chr4(.):76866067-76917113	0.109
NM_002416	chr4(.):76917622-76933641	0.1109
NM_001565	chr4(.):76937270-76949650	0.1311
NM_001179	chr4(.):76990862-77038955	0.0979
NM_005409	chr4(.):76949839-76962350	0.1136
NM_017426	chr4(.):77030816-77074655	0.0984
NM_005506	chr4(.):77074893-77140035	0.1335
NM_004354	chr4(.):78073356-78096213	0.143
NM_020236	chr4(.):78778804-78878944	0.1101
NM_015697	chr4(.):84179976-84211067	0.1385
NM_144645	chr4(.):87792357-87818575	0.0962
NM_014395	chr4(.):100732980-100796346	0.1416
NM_021970	chr4(.):100794494-100820703	0.13
NM_003998	chr4(.):103417485-103543459	0.1268
NM_025212	chr4(.):105388342-105417467	0.1576
NM_017700	chr4(.):106468776-106557837	0.1243
NM_005841	chr4(.):124315682-124329909	0.1636
NM_199327	chr4(.):124312955-124329907	0.1583
NM_032623	chr4(.):140182316-140206492	0.1102
NM_152680	chr4(.):153542265-153606317	0.1367
NM_001104631	chr5(.):58259865-59194621	0.1022
NM_006203	chr5(.):58259865-58887324	0.1016
NM_001165899	chr5(.):58259865-59788925	0.0977
NM_001197218	chr5(.):58259865-59069438	0.1032
NM_002372	chr5(.):109020155-109208429	0.1312
NM_014979	chr5(.):75374304-75626416	0.0995
NM_015071	chr5(.):142145291-142613572	0.1112
NM_012304	chr5(.):15495304-15944900	0.1068
NM_016338	chr5(.):61703572-61929416	0.1125
NM_001134779	chr5(.):61709710-61929416	0.1121
NM_001131005	chr5(.):88009057-88204922	0.1568
NM_002397	chr5(.):88009057-88184283	0.1608
NM_001193349	chr5(.):88009057-88124744	0.1516
NM_001131055	chr5(.):175080039-175118245	0.1223
NM_001040446	chr5(.):32222110-32318114	0.1265
NM_024669	chr5(.):55390506-55534186	0.1234
NR_015436	chr5(.):87831596-87985620	0.1101
NM_152624	chr5(.):112307432-112361667	0.1212
NM_001077654	chr5(.):118599417-118735294	0.145
NM_005460	chr5(.):121642819-121804794	0.1034
NM_001038702	chr5(.):130594701-130735382	0.1275
NM_003060	chr5(.):131700400-131736306	0.119
NM_018924	chr5(.):140744961-140897546	0.1091
NM_018922	chr5(.):140724827-140897546	0.1079
NM_018915	chr5(.):140713353-140897546	0.1068
NM_018916	chr5(.):140718600-140897546	0.1069
NM_018912	chr5(.):140705251-140897546	0.1067
NM_003736	chr5(.):140762451-140897546	0.1072
NM_018923	chr5(.):140734702-140897546	0.108
NM_001079812	chr5(.):140889587-141003622	0.1241
NM_018920	chr5(.):140757466-140897546	0.1076
NM_018918	chr5(.):140738897-140897546	0.1084
NM_018917	chr5(.):140729767-140897546	0.108
NM_018919	chr5(.):140748650-140897546	0.1092
NM_001020825	chr5(.):142652495-142788254	0.1294
NM_001018076	chr5(.):142652495-142789045	0.1297
NM_001018075	chr5(.):142652495-142820077	0.1265
NM_015621	chr5(.):150555612-150608654	0.1314
NM_004045	chr5(.):151117382-151143210	0.1468
NM_198321	chr5(.):153565294-153805543	0.1152
NM_138379	chr5(.):156341292-156395266	0.1233
NM_005990	chr5(.):171464073-171620346	0.1175
NM_001167579	chr5(.):176806431-176822514	0.1068
NM_022455	chr5(.):176555832-176732214	0.109
NM_172349	chr5(.):176555079-176732214	0.1091
NM_002406	chr5(.):180212540-180235048	0.1437
NM_001114619	chr5(.):180212540-180235902	0.1462
NM_001114618	chr5(.):180212540-180241817	0.1535
NM_001114617	chr5(.):180212540-180242137	0.1521
NM_001193376	chr5(.):1248286-1300162	0.0756
NM_030782	chr5(.):1312999-1350002	0.1779
NM_001145161	chr5(.):6443735-6501834	0.1387
NM_001171805	chr5(.):6709717-6762161	0.1227
NM_001171806	chr5(.):6741100-6762161	0.0949
NM_006713	chr5(.):32580604-32609185	0.1776
NM_001190469	chr5(.):37807778-37840929	0.1249
NM_199231	chr5(.):37807778-37840593	0.1236
NM_000514	chr5(.):37807778-37844782	0.1214
NR_034127	chr5(.):43060288-43072073	0.1596
NM_001014279	chr5(.):43034181-43045447	0.2432
NR_034085	chr5(.):43011149-43023913	0.1654
NR_015447	chr5(.):43037235-43050370	0.226
NR_034086	chr5(.):43009830-43023913	0.1754
NM_181506	chr5(.):61869561-61882275	0.132
NM_020726	chr5(.):65013022-65130111	0.1238
NR_036243	chr5(.):86405695-86415771	0.1784
NR_024384	chr5(.):87955262-87974146	0.1812
NR_024383	chr5(.):87955262-87979262	0.1751
NR_030741	chr5(.):87957670-87967757	0.1589
NR_033175	chr5(.):109213882-109226200	0.0872
NM_005669	chr5(.):112207080-112263031	0.1415
NR_036052	chr5(.):118305280-118315362	0.1039
NM_014350	chr5(.):118686595-118735294	0.1288
NM_000588	chr5(.):131391346-131403896	0.1275
NM_000758	chr5(.):131404484-131416859	0.1069
NR_037500	chr5(.):131696181-131706291	0.1252
NM_002198	chr5(.):131812300-131831465	0.1823
NM_001013717	chr5(.):131741672-131803059	0.2002
NM_005732	chr5(.):131887615-131985313	0.1102
NM_000879	chr5(.):131872135-131884214	0.0997
NM_016480	chr5(.):138672518-138710409	0.1134
NM_194296	chr5(.):138727455-138744776	0.1468
NM_152686	chr5(.):138740891-138780214	0.1294
NM_152685	chr5(.):138697884-138724039	0.1276
NM_001033112	chr5(.):138673133-138710409	0.1141
NM_001161546	chr5(.):138722634-138735885	0.1852
NM_016459	chr5(.):138718256-138730605	0.2408
NM_032088	chr5(.):140766482-140897546	0.1074
NM_032406	chr5(.):140859740-140872356	0.1083
NM_032407	chr5(.):140863807-140876444	0.0961
NM_018925	chr5(.):140772694-140897546	0.1068
NM_032092	chr5(.):140795536-140897546	0.1095
NM_003735	chr5(.):140805157-140897546	0.105
NM_018921	chr5(.):140777519-140897546	0.1068
NM_018929	chr5(.):140863807-140897546	0.1177
NM_018913	chr5(.):140787742-140897546	0.1089
NM_002588	chr5(.):140850568-140897546	0.1191
NM_018926	chr5(.):140782769-140897546	0.1082
NM_018928	chr5(.):140859740-140897546	0.1164
NM_018927	chr5(.):140792281-140897546	0.1099
NM_000024	chr5(.):148201155-148213197	0.2544
NM_001025071	chr5(.):149818791-149834319	0.1252
NM_001543	chr5(.):149882673-149942773	0.1005
NM_006058	chr5(.):150404505-150465997	0.1201
NM_001155	chr5(.):150475266-150542443	0.1461
NM_001193544	chr5(.):150475266-150526216	0.1376
NM_000405	chr5(.):150627612-150654953	0.1509
NM_005754	chr5(.):151146475-151189915	0.1279
NR_002168	chr5(.):156272548-156284539	0.0918
NR_028472	chr5(.):156346099-156357013	0.1481
NM_001171183	chr5(.):171616175-171635458	0.0908
NM_004417	chr5(.):172190092-172203203	0.1769
NM_030627	chr5(.):173310330-173392313	0.1453
NM_022304	chr5(.):175103463-175116558	0.098
NM_001031677	chr5(.):176723198-176735744	0.1978
NM_006480	chr5(.):176779843-176804599	0.115
NM_006816	chr5(.):176753562-176783885	0.1101
NM_031300	chr5(.):176729205-176744292	0.166
NM_001142935	chr5(.):176727500-176744292	0.1764
NM_013237	chr5(.):176725834-176738950	0.2067
NM_000505	chr5(.):176824138-176841577	0.1371
NM_001029886	chr5(.):176822107-176832637	0.1355
NR_027183	chr5(.):180251958-180267726	0.1323
NM_152283	chr5(.):180269610-180293286	0.1054
NR_027908	chr6(.):33548882-33566115	0.1177
NR_028361	chr6(.):33546475-33561803	0.1355
NM_181356	chr6(.):44791469-45350670	0.0976
NM_003599	chr6(.):44792449-45350575	0.0976
NM_012288	chr6(.):52357199-52446862	0.1728
NM_033515	chr6(.):129893239-130036370	0.1289
NM_001195286	chr6(.):386738-416443	0.1584
NM_001168344	chr6(.):7102829-7257213	0.1232
NM_001003699	chr6(.):7103085-7257213	0.1232
NR_037616	chr6(.):7876482-8069647	0.1435
NM_004973	chr6(.):15241526-15527253	0.1148
NM_001080480	chr6(.):20095934-20217670	0.114
NM_001173977	chr6(.):25274655-25625758	0.1291
NM_014641	chr6(.):30662583-30690458	0.1357
NM_172166	chr6(.):31702724-31735455	0.1303
NM_152735	chr6(.):33417355-33430320	0.1022
NM_004348	chr6(.):45384913-45523819	0.1272
NM_001024630	chr6(.):45291053-45523819	0.1173
NM_016021	chr6(.):90031343-90067619	0.1565
NM_001455	chr6(.):108877068-109010971	0.1542
NM_201559	chr6(.):108876025-109010971	0.1539
NM_032131	chr6(.):109164618-109300352	0.1309
NM_014454	chr6(.):109302644-109420277	0.1322
NM_001083535	chr6(.):109411355-109490115	0.115
NM_173674	chr6(.):117798819-117896020	0.1353
NM_001079823	chr6(.):129199285-129842710	0.0974
NM_153235	chr6(.):139556198-139618208	0.1245
NM_006734	chr6(.):143067603-143271338	0.0634
NM_024630	chr6(.):157797556-158099977	0.058
NM_020185	chr6(.):287100-356355	0.2871
NM_001145549	chr6(.):7876482-7915310	0.2311
NM_030810	chr6(.):7876482-7916047	0.23
NR_033910	chr6(.):10407550-10421402	0.1271
NM_001032280	chr6(.):10391915-10417607	0.1226
NM_001042425	chr6(.):10391915-10424797	0.1168
NR_027793	chr6(.):10423017-10440055	0.1262
NM_003220	chr6(.):10391915-10420470	0.1215
NM_032744	chr6(.):11708887-11784280	0.125
NR_002174	chr6(.):25076294-25143051	0.1228
NR_027626	chr6(.):25103200-25143620	0.1336
NM_005319	chr6(.):26050967-26061699	0.1946
NM_003537	chr6(.):26026816-26037288	0.1914
NM_003544	chr6(.):26022123-26032480	0.1685
NM_021062	chr6(.):26038454-26048885	0.1703
NM_003531	chr6(.):26040638-26051097	0.1789
NM_005325	chr6(.):26012259-26023040	0.1306
NM_003538	chr6(.):26016906-26027278	0.1529
NM_003513	chr6(.):26028319-26038796	0.1601
NM_003529	chr6(.):26015717-26026186	0.1263
NM_021065	chr6(.):26194011-26204471	0.2196
NM_003530	chr6(.):26192011-26204464	0.1979
NM_138720	chr6(.):26153348-26176576	0.1855
NM_003523	chr6(.):26179023-26189458	0.1428
NM_003539	chr6(.):26183937-26194304	0.1424
NM_003545	chr6(.):26199872-26210249	0.1744
NM_005321	chr6(.):26151558-26162343	0.2167
NM_003522	chr6(.):26194786-26205216	0.2329
NM_003518	chr6(.):26211427-26221872	0.1616
NM_021052	chr6(.):26212147-26222711	0.1648
NM_003532	chr6(.):26220382-26230844	0.1429
NM_003524	chr6(.):26246878-26257303	0.1925
NM_003547	chr6(.):26241838-26252205	0.1744
NM_003540	chr6(.):26235653-26246021	0.1168
NM_021018	chr6(.):26245369-26255835	0.1912
NM_005320	chr6(.):26229439-26240216	0.1352
NM_001145008	chr6(.):26397464-26420444	0.1267
NM_001197240	chr6(.):26378328-26400100	0.1302
NM_001197247	chr6(.):26360397-26383540	0.1425
NM_001197238	chr6(.):26378323-26400100	0.1302
NM_007047	chr6(.):26360397-26383548	0.1425
NM_001197237	chr6(.):26378438-26400100	0.1297
NM_001197248	chr6(.):26360469-26383540	0.1419
NM_001197246	chr6(.):26363405-26383540	0.1242
NM_021064	chr6(.):27095816-27106314	0.1649
NM_080593	chr6(.):27101071-27119637	0.171
NM_080596	chr6(.):27109907-27120346	0.1708
NR_036096	chr6(.):27110404-27120467	0.171
NM_021058	chr6(.):27095094-27105575	0.1698
NM_003495	chr6(.):27102087-27112457	0.1403
NM_021066	chr6(.):27777079-27787518	0.2058
NM_003536	chr6(.):27772841-27783314	0.2326
NM_003509	chr6(.):27770976-27781445	0.1966
NM_003519	chr6(.):27770256-27780709	0.1816
NM_003521	chr6(.):27777821-27788267	0.2005
NM_003520	chr6(.):27801439-27811888	0.1887
NM_003511	chr6(.):27828106-27838576	0.1302
NM_003533	chr6(.):27834622-27845099	0.1119
NM_003510	chr6(.):27800657-27811117	0.1905
NM_003541	chr6(.):27793951-27804305	0.14
NM_005322	chr6(.):27829569-27840359	0.1384
NM_021968	chr6(.):27786902-27797258	0.1298
NM_003546	chr6(.):27835925-27846289	0.1082
NM_003587	chr6(.):30615895-30645830	0.1126
NM_001161376	chr6(.):30609815-30625987	0.1319
NM_133471	chr6(.):30639165-30660672	0.1789
NM_001134870	chr6(.):30639165-30660093	0.1812
NM_007243	chr6(.):30650825-30663769	0.1685
NM_178014	chr6(.):30683156-30698195	0.1981
NM_004847	chr6(.):31577993-31589798	0.1403
NM_001623	chr6(.):31578032-31589798	0.1405
NM_032955	chr6(.):31578788-31589798	0.1405
NM_080702	chr6(.):31601804-31625477	0.1219
NM_001098534	chr6(.):31601804-31625170	0.1225
NM_021246	chr6(.):31678132-31690581	0.1015
NM_138275	chr6(.):31686160-31697851	0.1128
NR_033488	chr6(.):31649725-31675850	0.1091
NM_001320	chr6(.):31628656-31642843	0.1383
NM_013974	chr6(.):31689816-31703039	0.1542
NM_025262	chr6(.):31639460-31653150	0.1156
NM_001288	chr6(.):31693357-31709341	0.2232
NM_019101	chr6(.):31618670-31630987	0.1773
NM_021184	chr6(.):31621074-31633549	0.1515
NM_001003693	chr6(.):31669683-31683372	0.1318
NM_021221	chr6(.):31633727-31645227	0.1213
NM_021160	chr6(.):31649725-31676137	0.11
NR_002971	chr6(.):31585855-31595987	0.133
NR_024541	chr6(.):31674752-31686842	0.1017
NM_080686	chr6(.):31583449-31610554	0.1065
NM_025261	chr6(.):31681424-31694510	0.0895
NM_033177	chr6(.):31624005-31638179	0.1616
NM_001199240	chr6(.):31624005-31638407	0.1615
NM_001199238	chr6(.):31624005-31638639	0.1594
NM_001199237	chr6(.):31624005-31639060	0.1586
NM_001039651	chr6(.):31725772-31737624	0.0963
NM_025258	chr6(.):31728370-31750108	0.1303
NR_002742	chr6(.):31799852-31809916	0.1745
NM_000434	chr6(.):31821828-31835709	0.1202
NM_021177	chr6(.):31760173-31779743	0.1339
NR_002745	chr6(.):31798039-31808103	0.1884
NM_001178045	chr6(.):31825969-31850448	0.1093
NM_001040438	chr6(.):31797692-31812541	0.168
NM_005345	chr6(.):31778290-31790719	0.1489
NM_005527	chr6(.):31772395-31787835	0.1251
NM_001178044	chr6(.):31825969-31851823	0.1077
NM_006295	chr6(.):31740296-31768712	0.1509
NM_005346	chr6(.):31790511-31803031	0.1821
NM_022107	chr6(.):32153542-32168300	0.165
NM_138717	chr6(.):32116300-32136452	0.0891
NM_001136	chr6(.):32143745-32157023	0.1489
NM_004557	chr6(.):32157619-32196844	0.1145
NM_032741	chr6(.):32130982-32150888	0.1376
NM_002586	chr6(.):32147509-32162963	0.1262
NM_006913	chr6(.):32141161-32153570	0.1665
NR_003129	chr6(.):32141231-32153567	0.1672
NM_030651	chr6(.):32111139-32124720	0.1026
NM_005155	chr6(.):32116621-32136452	0.0893
NM_006411	chr6(.):32130982-32148916	0.1423
NR_037169	chr6(.):32115578-32127142	0.0949
NM_030652	chr6(.):32127404-32141062	0.077
NM_002800	chr6(.):32816937-32832628	0.1463
NM_000544	chr6(.):32788186-32811547	0.1127
NM_018833	chr6(.):32784609-32811547	0.1147
NM_002120	chr6(.):32775539-32789825	0.1136
NM_000593	chr6(.):32807985-32826748	0.1658
NR_027771	chr6(.):32839254-32852851	0.1067
NM_004159	chr6(.):32803493-32817712	0.15
NM_148919	chr6(.):32803493-32816816	0.1533
NR_037178	chr6(.):32856952-32876535	0.117
NR_037174	chr6(.):32806862-32819277	0.147
NM_001164267	chr6(.):33241879-33262304	0.1278
NM_022551	chr6(.):33234851-33249281	0.133
NM_172209	chr6(.):33262471-33287164	0.1471
NM_004761	chr6(.):33254430-33272176	0.146
NM_172208	chr6(.):33266409-33287164	0.1527
NM_003782	chr6(.):33239916-33251602	0.1208
NR_024517	chr6(.):33281334-33295793	0.1534
NM_014260	chr6(.):33252377-33263711	0.1401
NM_005453	chr6(.):33277181-33290512	0.1628
NM_001145338	chr6(.):33277181-33290719	0.1633
NM_022553	chr6(.):33213048-33244662	0.133
NM_001185181	chr6(.):33252411-33263709	0.1397
NM_006772	chr6(.):33382846-33426466	0.1176
NM_015921	chr6(.):33379318-33391065	0.1398
NR_001444	chr6(.):33327513-33339139	0.0966
NM_002263	chr6(.):33354312-33382699	0.1448
NM_002636	chr6(.):33373772-33389230	0.1486
NM_001188	chr6(.):33535322-33553070	0.1482
NM_002224	chr6(.):33584155-33669348	0.1002
NR_037152	chr6(.):36639236-36660116	0.1469
NM_078467	chr6(.):36639266-36660116	0.1472
NR_037150	chr6(.):36639313-36660116	0.1474
NM_000389	chr6(.):36641455-36660116	0.1495
NR_037151	chr6(.):36641486-36660116	0.1493
NM_000322	chr6(.):42659332-42695358	0.0973
NM_003192	chr6(.):42707233-42718884	0.1365
NR_037141	chr6(.):42690313-42700932	0.1319
NM_015349	chr6(.):42783793-42841296	0.1045
NM_018426	chr6(.):44090375-44128256	0.1068
NM_007058	chr6(.):44121547-44157139	0.0941
NM_032111	chr6(.):44076372-44100191	0.1524
NM_002388	chr6(.):52123811-52154582	0.1389
NM_052872	chr6(.):52096483-52114298	0.1286
NM_014051	chr6(.):52530883-52556385	0.1505
NR_024403	chr6(.):52524198-52538951	0.2277
NM_001402	chr6(.):74220472-74235755	0.1907
NM_000735	chr6(.):87790221-87809824	0.1044
NM_002043	chr6(.):89962238-90029967	0.1199
NM_021244	chr6(.):90069334-90126995	0.1437
NM_182907	chr6(.):106541814-106562811	0.2014
NM_001198	chr6(.):106529194-106562814	0.2139
NM_173830	chr6(.):109445506-109490115	0.0948
NM_020399	chr6(.):117876432-117928705	0.1378
NM_006290	chr6(.):138183580-138209449	0.1885
NM_006079	chr6(.):139688396-139700785	0.1958
NM_001168389	chr6(.):139688396-139700350	0.2
NM_001168388	chr6(.):139688396-139700499	0.1979
NR_037463	chr6(.):157945163-157955232	0.0521
NM_001259	chr7(.):92229234-92468231	0.1286
NM_001145306	chr7(.):92229234-92470941	0.1282
NM_178425	chr7(.):18530884-19041992	0.1
NM_058176	chr7(.):18530884-18998939	0.1013
NM_178423	chr7(.):18530368-19041992	0.1001
NM_004289	chr7(.):26186846-26231756	0.1514
NR_033664	chr7(.):34381123-34802884	0.0968
NM_030796	chr7(.):55533305-55645200	0.1631
NM_012301	chr7(.):77641373-79087890	0.1001
NM_001913	chr7(.):101454291-101932250	0.0998
NM_181500	chr7(.):101454302-101932250	0.0998
NM_032549	chr7(.):110298109-111207347	0.1385
NM_001145354	chr7(.):130789854-131186398	0.1612
NM_001164458	chr7(.):149939300-150025758	0.1694
NM_001136020	chr7(.):8148403-8306780	0.1171
NR_034084	chr7(.):7675341-7923851	0.1189
NM_138426	chr7(.):8003422-8133709	0.1281
NM_022307	chr7(.):8147814-8306682	0.1171
NM_004968	chr7(.):8147814-8307185	0.1171
NM_014707	chr7(.):18530368-18713465	0.1141
NM_182762	chr7(.):20169278-20262013	0.1336
NR_036554	chr7(.):29720687-29787019	0.1095
NR_015356	chr7(.):34753473-34878943	0.1086
NM_207173	chr7(.):34692896-34922944	0.101
NM_207172	chr7(.):34692896-34894590	0.1033
NM_130442	chr7(.):36888960-37030721	0.1082
NM_014800	chr7(.):36888960-37493511	0.1101
NM_001039459	chr7(.):36888960-37029665	0.1085
NM_002541	chr7(.):44641120-44753669	0.1262
NM_001003941	chr7(.):44641120-44721195	0.1387
NM_022748	chr7(.):47309751-47584199	0.1193
NM_006060	chr7(.):50339377-50477798	0.0927
NM_012395	chr7(.):90333711-90844904	0.1225
NM_017621	chr7(.):102091666-102110321	0.1348
NM_182931	chr7(.):104649636-104759532	0.1348
NM_001099660	chr7(.):110726061-110770509	0.149
NM_014705	chr7(.):111361163-111851462	0.1566
NM_024913	chr7(.):120623750-120942498	0.1497
NM_001105533	chr7(.):120624444-120906972	0.1492
NM_022444	chr7(.):122748587-122845025	0.1527
NM_001098627	chr7(.):128575771-128595088	0.2431
NM_001098630	chr7(.):128572993-128595088	0.2502
NM_032643	chr7(.):128573270-128595088	0.2461
NM_014149	chr7(.):134863589-134901316	0.1446
NM_178563	chr7(.):134666258-134825530	0.1524
NM_194071	chr7(.):137554724-137691846	0.1828
NM_173680	chr7(.):150071405-150100719	0.2068
NR_029597	chr7(.):25984538-25994606	0.2165
NM_031243	chr7(.):26224555-26245413	0.1744
NM_016587	chr7(.):26236323-26257976	0.1501
NM_007276	chr7(.):26236098-26257976	0.15
NR_036482	chr7(.):29719769-29732859	0.1339
NR_024278	chr7(.):29680537-29729754	0.1422
NR_027347	chr7(.):29719387-29730437	0.1498
NM_022373	chr7(.):35667269-35739772	0.1112
NR_031604	chr7(.):36953961-36964037	0.0861
NM_018224	chr7(.):43673858-43774083	0.1223
NM_019082	chr7(.):44600402-44619137	0.1359
NM_182547	chr7(.):44613761-44626827	0.1558
NM_001163636	chr7(.):74067029-74180022	0.1148
NM_017439	chr7(.):76935067-77050717	0.1158
NM_020979	chr7(.):101923404-101967178	0.1233
NR_036245	chr7(.):101931368-101941453	0.1522
NM_032831	chr7(.):102068995-102102268	0.16
NM_024653	chr7(.):102031803-102072129	0.1435
NM_006234	chr7(.):102108547-102124381	0.1619
NM_152892	chr7(.):102100389-102118612	0.1393
