GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_019052	chr6(.):31105215-31131015	0.1208
NM_001105563	chr6(.):31105215-31130566	0.1202
NR_026816	chr6(.):31136511-31150676	0.0985
NM_002701	chr6(.):31127113-31143451	0.1346
NM_004847	chr6(.):31577993-31589798	0.14
NM_001623	chr6(.):31578032-31589798	0.1404
NM_032955	chr6(.):31578788-31589798	0.1473
NM_080702	chr6(.):31601804-31625477	0.139
NM_001098534	chr6(.):31601804-31625170	0.1397
NM_021246	chr6(.):31678132-31690581	0.1157
NM_138275	chr6(.):31686160-31697851	0.1576
NR_033488	chr6(.):31649725-31675850	0.1181
NM_001320	chr6(.):31628656-31642843	0.1471
NM_013974	chr6(.):31689816-31703039	0.1774
NM_025262	chr6(.):31639460-31653150	0.126
NM_001288	chr6(.):31693357-31709341	0.2282
NM_019101	chr6(.):31618670-31630987	0.1804
NM_021184	chr6(.):31621074-31633549	0.1629
NM_001003693	chr6(.):31669683-31683372	0.1323
NM_021221	chr6(.):31633727-31645227	0.124
NM_021160	chr6(.):31649725-31676137	0.1175
NR_002971	chr6(.):31585855-31595987	0.151
NR_024541	chr6(.):31674752-31686842	0.1126
NM_080686	chr6(.):31583449-31610554	0.1164
NM_025261	chr6(.):31681424-31694510	0.114
NM_033177	chr6(.):31624005-31638179	0.165
NM_001199240	chr6(.):31624005-31638407	0.164
NM_001199238	chr6(.):31624005-31638639	0.1624
NM_001199237	chr6(.):31624005-31639060	0.1616
NM_001039651	chr6(.):31725772-31737624	0.1257
NM_025258	chr6(.):31728370-31750108	0.1526
NR_002742	chr6(.):31799852-31809916	0.1622
NM_000434	chr6(.):31821828-31835709	0.1269
NM_021177	chr6(.):31760173-31779743	0.1401
NR_002745	chr6(.):31798039-31808103	0.1709
NM_001178045	chr6(.):31825969-31850448	0.1311
NM_001040438	chr6(.):31797692-31812541	0.1525
NM_005345	chr6(.):31778290-31790719	0.1844
NM_005527	chr6(.):31772395-31787835	0.1687
NM_001178044	chr6(.):31825969-31851823	0.1295
NM_006295	chr6(.):31740296-31768712	0.1413
NM_005346	chr6(.):31790511-31803031	0.1866
NM_002800	chr6(.):32816937-32832628	0.1504
NM_000544	chr6(.):32788186-32811547	0.1334
NM_018833	chr6(.):32784609-32811547	0.1373
NM_002120	chr6(.):32775539-32789825	0.1525
NM_000593	chr6(.):32807985-32826748	0.1858
NR_027771	chr6(.):32839254-32852851	0.1152
NM_004159	chr6(.):32803493-32817712	0.1893
NM_148919	chr6(.):32803493-32816816	0.1926
NR_037178	chr6(.):32856952-32876535	0.1264
NR_037174	chr6(.):32806862-32819277	0.1866
NM_001164267	chr6(.):33241879-33262304	0.1452
NM_022551	chr6(.):33234851-33249281	0.1601
NM_172209	chr6(.):33262471-33287164	0.1566
NM_004761	chr6(.):33254430-33272176	0.156
NM_172208	chr6(.):33266409-33287164	0.1611
NM_003782	chr6(.):33239916-33251602	0.1441
NR_024517	chr6(.):33281334-33295793	0.1735
NM_014260	chr6(.):33252377-33263711	0.1465
NM_005453	chr6(.):33277181-33290512	0.1562
NM_001145338	chr6(.):33277181-33290719	0.1564
NM_022553	chr6(.):33213048-33244662	0.1566
NM_001185181	chr6(.):33252411-33263709	0.1468
NR_001444	chr6(.):33327513-33339139	0.1278
NM_007271	chr6(.):36456668-36520247	0.1231
NR_037491	chr6(.):36585212-36595289	0.1537
NM_002648	chr6(.):37132921-37148204	0.1489
NM_000322	chr6(.):42659332-42695358	0.122
NM_003192	chr6(.):42707233-42718884	0.1444
NR_037141	chr6(.):42690313-42700932	0.118
NM_015349	chr6(.):42783793-42841296	0.1075
NM_001078177	chr6(.):44186362-44206888	0.1249
NM_178148	chr6(.):44216837-44230283	0.1768
NM_001078174	chr6(.):44182241-44206888	0.1214
NM_020745	chr6(.):44261462-44286063	0.1145
NM_182539	chr6(.):44242896-44270458	0.0944
NM_001137560	chr6(.):44233479-44252182	0.1196
NM_001078175	chr6(.):44186295-44206888	0.1249
NM_004556	chr6(.):44220902-44238525	0.1934
NM_007355	chr6(.):44209848-44226614	0.2013
NM_002388	chr6(.):52123811-52154582	0.1681
NM_001402	chr6(.):74220472-74235755	0.238
NM_002043	chr6(.):89962238-90029967	0.1368
NM_021244	chr6(.):90069334-90126995	0.1465
NM_182907	chr6(.):106541814-106562811	0.2281
NM_001198	chr6(.):106529194-106562814	0.2269
NM_001145207	chr6(.):135351994-135381036	0.1371
NM_006620	chr6(.):135276516-135381036	0.1418
NR_037435	chr6(.):135295475-135305570	0.1025
NM_006290	chr6(.):138183580-138209449	0.1873
NR_037463	chr6(.):157945163-157955232	0.0604
NM_001259	chr7(.):92229234-92468231	0.1388
NM_001145306	chr7(.):92229234-92470941	0.1388
NM_001029835	chr7(.):45062232-45121069	0.1279
NM_001167935	chr7(.):45034786-45121069	0.1352
NR_030770	chr7(.):45034344-45121069	0.1351
NM_030796	chr7(.):55533305-55645200	0.1677
NM_012301	chr7(.):77641373-79087890	0.0983
NM_001164458	chr7(.):149939300-150025758	0.1581
NM_002541	chr7(.):44641120-44753669	0.1364
NM_001003941	chr7(.):44641120-44721195	0.1492
NM_022748	chr7(.):47309751-47584199	0.1238
NM_006060	chr7(.):50339377-50477798	0.0847
NM_017984	chr7(.):99993494-100031302	0.1477
NM_017621	chr7(.):102091666-102110321	0.1242
NM_182931	chr7(.):104649636-104759532	0.1299
NM_178563	chr7(.):134666258-134825530	0.1625
NM_173680	chr7(.):150071405-150100719	0.2247
NR_029597	chr7(.):25984538-25994606	0.218
NM_019082	chr7(.):44600402-44619137	0.1543
NM_182547	chr7(.):44613761-44626827	0.1607
NR_003697	chr7(.):45017626-45031259	0.1508
NR_002952	chr7(.):45019976-45030109	0.1712
NM_033054	chr7(.):44997259-45023704	0.1133
NM_001163636	chr7(.):74067029-74180022	0.1077
NM_013439	chr7(.):99966067-100002722	0.1302
NM_173564	chr7(.):100076549-100097422	0.1064
NM_030935	chr7(.):100059141-100081902	0.1097
NM_145030	chr7(.):100027911-100039094	0.1368
NM_019606	chr7(.):100022253-100036749	0.1632
NM_001194992	chr7(.):100021412-100036749	0.1624
NM_001004323	chr7(.):100049237-100066894	0.104
NM_032831	chr7(.):102068995-102102268	0.1661
NM_024653	chr7(.):102031803-102072129	0.1644
NM_006234	chr7(.):102108547-102124381	0.172
NM_152892	chr7(.):102100389-102118612	0.1402
NR_027374	chr7(.):104530074-104572092	0.1515
NR_024586	chr7(.):104645988-104659588	0.2071
NM_002649	chr7(.):106500923-106552592	0.2344
NM_001166346	chr7(.):114557208-114568720	0.2275
NM_199072	chr7(.):114557208-114664970	0.2018
NM_003592	chr7(.):148390932-148503202	0.1874
NM_013400	chr7(.):150060878-150076133	0.2922
NM_014374	chr7(.):150063257-150076133	0.2918
NM_001142928	chr7(.):150015295-150040245	0.2019
NM_002889	chr7(.):150030406-150043763	0.1483
NM_138434	chr7(.):150021937-150034811	0.1536
NR_027237	chr7(.):150097839-150114558	0.2424
NM_175571	chr7(.):150142961-150181483	0.1627
NR_034033	chr7(.):150125741-150150228	0.2484
NM_004103	chr8(.):27163998-27321903	0.1567
NM_173176	chr8(.):27178053-27321903	0.1542
NM_173175	chr8(.):27178080-27321903	0.1542
NM_021623	chr8(.):38753752-38836430	0.1434
NM_001024678	chr8(.):145742760-145757416	0.1039
NM_001001795	chr8(.):145746602-145759458	0.1004
NM_018371	chr8(.):19256671-19545094	0.1214
NR_024040	chr8(.):19256671-19545261	0.1214
NM_001386	chr8(.):26430420-26520693	0.1167
NM_001197293	chr8(.):26366708-26520693	0.1128
NM_006228	chr8(.):28169648-28205868	0.1297
NM_001010906	chr8(.):27874480-27946388	0.142
NM_024787	chr8(.):33400272-33429643	0.1713
NM_023034	chr8(.):38127560-38244790	0.1222
NR_027638	chr8(.):38849504-38967779	0.1053
NM_005079	chr8(.):80942104-81088836	0.1546
NM_024094	chr8(.):120841180-120873170	0.1217
NM_022783	chr8(.):120880899-121068157	0.1539
NM_173685	chr8(.):126099082-126384367	0.1415
NM_003970	chr8(.):1988157-2098380	0.1418
NM_171982	chr8(.):27137403-27173834	0.1284
NM_018091	chr8(.):27945583-28053669	0.1165
NM_018660	chr8(.):28198101-28248977	0.1366
NM_025115	chr8(.):33351235-33375656	0.121
NM_001102401	chr8(.):33351235-33375703	0.1214
NM_024025	chr8(.):33443853-33462439	0.1038
NM_144652	chr8(.):38239019-38271061	0.1319
NM_017778	chr8(.):38168934-38244790	0.1279
NM_001024381	chr8(.):38841326-38859041	0.1234
NM_153692	chr8(.):38826667-38851181	0.1008
NM_148174	chr8(.):103833535-103881397	0.0717
NM_025195	chr8(.):126437562-126455644	0.1681
NM_201378	chr8(.):144984320-145052697	0.1079
NM_032789	chr8(.):145046319-145065635	0.138
NM_000445	chr8(.):144984320-145055913	0.111
NM_201381	chr8(.):144984320-145023905	0.1107
NM_201382	chr8(.):144984320-145023110	0.1121
NM_201383	chr8(.):144984320-145021692	0.1126
NM_201379	chr8(.):144984320-145033088	0.1058
NM_001009184	chr8(.):145059225-145072583	0.1193
NM_201384	chr8(.):144984320-145018758	0.1138
NR_030383	chr8(.):145014358-145024447	0.1354
NM_201380	chr8(.):144984320-145030044	0.1092
NM_001129888	chr8(.):145684199-145696031	0.1543
NM_032687	chr8(.):145684199-145695849	0.1523
NM_003923	chr8(.):145694114-145706718	0.1423
NM_032902	chr8(.):145717108-145732504	0.0805
NM_138496	chr8(.):145670314-145695418	0.1284
NM_005309	chr8(.):145724464-145737555	0.1125
NM_145754	chr8(.):145686737-145704499	0.154
NM_138431	chr8(.):145729551-145741589	0.1243
NM_004260	chr8(.):145731666-145748210	0.1309
NM_014665	chr8(.):145738362-145755559	0.1125
NM_025251	chr8(.):145749562-145843888	0.083
NM_147133	chr9(.):33285417-33370168	0.1318
NM_002504	chr9(.):33285417-33376155	0.1326
NM_147134	chr9(.):33285417-33353721	0.1417
NM_053016	chr9(.):112537576-112718756	0.1242
NM_001037293	chr9(.):112398067-112718756	0.1137
NM_007203	chr9(.):112537576-112939791	0.1363
NM_001004065	chr9(.):112805877-112939791	0.1566
NM_005047	chr9(.):123573331-123610206	0.1245
NM_175039	chr9(.):130665164-130684305	0.1537
NM_015033	chr9(.):132644465-132810473	0.1172
NM_198679	chr9(.):134447156-134590229	0.1218
NM_005312	chr9(.):134447156-134617925	0.1265
NM_001172415	chr9(.):33247469-33269759	0.1531
NM_001195536	chr9(.):33259876-33287067	0.1332
NM_014471	chr9(.):33235195-33253565	0.1168
NM_024077	chr9(.):91928411-91979561	0.135
NR_036108	chr9(.):91922139-91932221	0.1695
NM_001827	chr9(.):91921112-91936618	0.1704
NM_005384	chr9(.):94166326-94191144	0.1739
NM_001012993	chr9(.):112956845-112975413	0.1022
NM_001136562	chr9(.):112882780-112939791	0.1694
NM_000608	chr9(.):117087068-117100536	0.1112
NM_030767	chr9(.):117091432-117161685	0.1472
NM_000607	chr9(.):117080302-117093759	0.1079
NM_005658	chr9(.):123659670-123694173	0.1445
NM_015651	chr9(.):123612930-123644606	0.1567
NM_001190945	chr9(.):123659670-123696451	0.1452
NM_001190947	chr9(.):123659670-123681850	0.1435
NM_001009936	chr9(.):123626852-123644606	0.1812
NR_024408	chr9(.):123600319-123621651	0.1499
NM_001045476	chr9(.):127610754-127625160	0.1492
NM_030978	chr9(.):127626483-127644696	0.1562
NM_007209	chr9(.):127615157-127629240	0.1568
NM_005489	chr9(.):130495595-130538621	0.1243
NM_001142532	chr9(.):130495595-130529697	0.1174
NM_001142533	chr9(.):130495595-130522583	0.1161
NM_001142531	chr9(.):130495595-130529719	0.1174
NM_001142534	chr9(.):130495595-130522561	0.1162
NM_170600	chr9(.):130495595-130546048	0.1361
NM_001085347	chr9(.):130488802-130502604	0.1433
NM_001018078	chr9(.):130560507-130581556	0.14
NM_001261	chr9(.):130543304-130558052	0.1361
NM_004957	chr9(.):130560153-130581556	0.1412
NM_013443	chr9(.):130642600-130666871	0.1121
NM_000476	chr9(.):130623758-130645022	0.0956
NR_036055	chr9(.):130543196-130553286	0.1438
NM_001035254	chr9(.):130697860-130747812	0.1511
NM_003863	chr9(.):130692373-130705763	0.1602
NM_203305	chr9(.):130697860-130717993	0.1415
NM_001135219	chr9(.):130678807-130698076	0.1844
NM_173492	chr9(.):130678807-130694770	0.1959
NR_024425	chr9(.):130885807-130897913	0.1649
NR_027812	chr9(.):130877971-130895712	0.1528
NM_001006641	chr9(.):130825478-130876524	0.1512
NM_197956	chr9(.):130818511-130834599	0.1629
NM_001006643	chr9(.):130855835-130876524	0.1272
NM_001006642	chr9(.):130849127-130876524	0.1247
NM_052901	chr9(.):130855816-130876524	0.1272
NM_025072	chr9(.):130877971-130895474	0.1507
NR_033374	chr9(.):130868449-130886013	0.1228
NM_016520	chr9(.):132584563-132602572	0.1232
NM_006676	chr9(.):132592695-132649107	0.1071
NM_001008563	chr9(.):132592756-132649107	0.1071
NM_032728	chr9(.):134160080-134189649	0.0888
NM_033387	chr9(.):134128464-134156906	0.1589
NM_015691	chrX(.):9978794-10117518	0.0707
NM_001123384	chrX(.):39905498-40041582	0.059
NM_144495	chrX(.):48750194-48765420	0.0865
NM_001167990	chrX(.):48750212-48765420	0.0866
NM_001032384	chrX(.):48750538-48765420	0.0871
NM_001167992	chrX(.):48750774-48765420	0.0882
NM_005334	chrX(.):153208007-153241819	0.0736
NM_001830	chrX(.):10119984-10210699	0.0569
NM_017745	chrX(.):39905498-39961719	0.0607
NM_001167947	chrX(.):48745729-48760426	0.0833
NM_001042498	chrX(.):48755888-48774235	0.1064
NM_001136158	chrX(.):48774302-48819893	0.1076
NM_001136159	chrX(.):48774302-48820648	0.1059
NM_006875	chrX(.):48765458-48781413	0.138
NM_004979	chrX(.):48813638-48833251	0.0734
NM_005660	chrX(.):48755458-48773917	0.1083
NM_001032289	chrX(.):48755889-48773933	0.1059
NM_003399	chrX(.):128867945-128908525	0.067
NM_018990	chrX(.):128908891-128934176	0.0902
NM_003491	chrX(.):153190376-153205468	0.1071
NM_001666	chrX(.):153167829-153196714	0.0755
NM_002910	chrX(.):153195721-153215232	0.0683
NM_001025243	chrX(.):153270956-153290342	0.0736
NM_003492	chrX(.):153232990-153253646	0.1143
NR_031757	chrX(.):153280370-153290440	0.0743
NR_036175	chrX(.):153241548-153251627	0.1304
NR_036174	chrX(.):153241547-153251628	0.1304
NM_015892	chr10(.):125762181-125856930	0.1487
NM_014863	chr10(.):125774168-125856930	0.1529
NM_001083591	chr10(.):11201992-11383672	0.1692
NM_001025077	chr10(.):11042258-11383672	0.141
NM_006561	chr10(.):11054892-11383672	0.1428
NM_000698	chr10(.):45864628-45946563	0.1236
NM_032199	chr10(.):63656012-63861707	0.1324
NM_001198798	chr10(.):73851273-73980751	0.1152
NM_001198799	chr10(.):73851273-73981183	0.1151
NM_020338	chr10(.):80823791-81081285	0.1118
NM_145868	chr10(.):81909879-81970328	0.1393
NM_007373	chr10(.):112674300-112778425	0.1109
NM_014661	chr10(.):126302862-126437930	0.1172
NM_001098207	chr10(.):43876064-43897794	0.1263
NM_004966	chr10(.):43876064-43909656	0.141
NM_173160	chr10(.):43862091-43876783	0.0815
NM_001098204	chr10(.):43876064-43909696	0.1408
NM_001098208	chr10(.):43876064-43897279	0.1279
NM_001098205	chr10(.):43876064-43909332	0.1421
NM_001098206	chr10(.):43876064-43908299	0.1438
NR_026693	chr10(.):43927573-43983007	0.1031
NM_173473	chr10(.):73970805-74000618	0.125
NM_019058	chr10(.):74028676-74040797	0.1668
NM_030912	chr10(.):104399251-104423076	0.1434
NM_001083913	chr10(.):104498726-104581021	0.15
NM_017787	chr10(.):104530887-104581021	0.1537
NR_024552	chr10(.):105201542-105217162	0.1234
NM_001129742	chr10(.):105227560-105243997	0.1647
NM_001001412	chr10(.):105208143-105223648	0.1399
NM_004210	chr10(.):105248734-105357309	0.1439
NM_005962	chr10(.):111980761-112052123	0.1261
NM_001008541	chr10(.):111964988-112052123	0.1414
NM_005871	chr10(.):112047797-112069707	0.1293
NM_130439	chr10(.):111962362-112052123	0.1401
NM_004419	chr10(.):112252624-112276302	0.2159
NM_145341	chr10(.):112626595-112664764	0.1482
NM_001195307	chr10(.):112653487-112684124	0.1438
NM_001195306	chr10(.):112653487-112683694	0.1432
NR_026932	chr10(.):112623647-112635662	0.1986
NM_212554	chr10(.):126442405-126485439	0.101
NR_024469	chr11(.):67080309-67164158	0.14
NM_001111018	chr11(.):19367270-20148147	0.1134
NM_001098517	chr11(.):115039344-115380241	0.1243
NM_030962	chr11(.):9795213-10320754	0.1047
NM_175058	chr11(.):16804206-17040963	0.1301
NM_001143830	chr11(.):22683159-22839547	0.1252
NM_177553	chr11(.):22684653-22839547	0.125
NM_005256	chr11(.):22691318-22839547	0.1217
NM_004811	chr11(.):58289343-58348390	0.1447
NM_001143995	chr11(.):58289343-58350639	0.1436
NM_024092	chr11(.):60676370-60695915	0.1773
NM_001012662	chr11(.):62618483-62661355	0.1545
NM_001013251	chr11(.):62643343-62661355	0.1673
NM_001012661	chr11(.):62618517-62661353	0.1544
NM_024060	chr11(.):62196015-62319332	0.1212
NR_037193	chr11(.):62644170-62661355	0.1708
NM_003273	chr11(.):64874340-64888707	0.1787
NM_001077241	chr11(.):65137662-65155142	0.148
NR_002819	chr11(.):65260232-65278939	0.2254
NM_030930	chr11(.):67753574-67776593	0.1674
NM_014824	chr11(.):72542789-72858143	0.1226
NM_014488	chr11(.):82687477-82787884	0.1594
NM_198489	chr11(.):118863851-118891455	0.1518
NM_024556	chr11(.):126076618-126137879	0.112
NR_033839	chr11(.):126206611-126230482	0.1008
NM_002017	chr11(.):128558812-128688162	0.1585
NM_001167681	chr11(.):128557388-128688162	0.1577
NM_001124	chr11(.):10321641-10333923	0.1977
NM_022725	chr11(.):22639078-22652387	0.1607
NM_000610	chr11(.):35155416-35258949	0.1634
NM_000614	chr11(.):58385145-58398205	0.144
NR_024091	chr11(.):58341586-58398205	0.1386
NM_053023	chr11(.):58341586-58394023	0.137
NM_004778	chr11(.):60613397-60628444	0.1014
NM_207341	chr11(.):60630014-60648164	0.1624
NM_024098	chr11(.):60604428-60623561	0.1543
NM_014502	chr11(.):60653019-60679061	0.172
NM_016582	chr11(.):60699554-60724257	0.1071
NM_178031	chr11(.):60686912-60709631	0.1137
NM_022830	chr11(.):62337516-62364109	0.1354
NM_004739	chr11(.):62355674-62374303	0.1748
NM_001404	chr11(.):62322072-62346460	0.1357
NM_001620	chr11(.):62278373-62319332	0.1239
NR_002565	chr11(.):62618036-62628103	0.1793
NM_199337	chr11(.):62549873-62562872	0.1393
NM_003164	chr11(.):62569368-62604560	0.1518
NM_018093	chr11(.):62595382-62612628	0.1997
NR_003098	chr11(.):62614459-62628360	0.1618
NR_002561	chr11(.):62616134-62626204	0.1858
NR_002560	chr11(.):62615797-62625865	0.1883
NR_002559	chr11(.):62616375-62626440	0.1866
NR_000008	chr11(.):62615381-62625507	0.187
NR_002564	chr11(.):62617763-62627838	0.1824
NR_002563	chr11(.):62617483-62627555	0.1805
NR_002562	chr11(.):62617092-62627167	0.1827
NM_001081491	chr11(.):62554597-62577964	0.1652
NM_001080501	chr11(.):62552786-62564486	0.1533
NM_000244	chr11(.):64565985-64583188	0.1083
NM_130803	chr11(.):64565985-64583766	0.1072
NM_004579	chr11(.):64551608-64575713	0.0975
NM_017525	chr11(.):64586661-64617041	0.1126
NM_130800	chr11(.):64565985-64583035	0.1079
NM_130802	chr11(.):64565985-64583213	0.1083
NR_029829	chr11(.):64653826-64663911	0.1142
NM_006795	chr11(.):64615207-64651191	0.1465
NR_029578	chr11(.):64653608-64663718	0.116
NM_147777	chr11(.):64789909-64813044	0.1306
NM_013299	chr11(.):64803375-64817300	0.1094
NM_005468	chr11(.):64807294-64831009	0.1384
NM_080668	chr11(.):64839926-64856615	0.1619
NM_006782	chr11(.):64846693-64860874	0.1831
NM_013265	chr11(.):64858682-64884180	0.1587
NR_037567	chr11(.):64884654-64899841	0.1562
NM_172230	chr11(.):64889750-64907003	0.1591
NM_001997	chr11(.):64883098-64894672	0.1887
NM_004927	chr11(.):64884715-64899841	0.1564
NM_014205	chr11(.):64878874-64890170	0.2083
NR_028272	chr11(.):65185268-65199003	0.3244
NR_030343	chr11(.):65206928-65217028	0.195
NM_031904	chr11(.):65149040-65185995	0.1306
NM_021070	chr11(.):65301029-65330699	0.1408
NM_001048218	chr11(.):65287547-65311182	0.1384
NM_207354	chr11(.):67051761-67074955	0.1198
NM_017857	chr11(.):67065918-67085078	0.1084
NR_030767	chr11(.):67051815-67074955	0.1201
NM_001619	chr11(.):67028904-67059029	0.1505
NM_001161473	chr11(.):67771047-67801743	0.1657
NM_006053	chr11(.):67805446-67823366	0.1034
NM_006019	chr11(.):67801482-67823366	0.1063
NM_002496	chr11(.):67793083-67809114	0.1611
NM_000694	chr11(.):67772789-67801743	0.1667
NR_033347	chr11(.):82747505-82757640	0.1391
NM_006235	chr11(.):111217980-111255157	0.1744
NR_003040	chr11(.):118868670-118879303	0.1194
NM_181721	chr11(.):118837416-118856995	0.1187
NM_000190	chr11(.):118950586-118969259	0.1583
NM_001028	chr11(.):118881421-118894057	0.1725
NM_002105	chr11(.):118959584-118971177	0.1646
NM_016146	chr11(.):118884240-118899385	0.1571
NM_001024382	chr11(.):118953696-118969259	0.1688
NM_001164278	chr11(.):118890060-118906616	0.1552
NM_001130991	chr11(.):118909895-118932925	0.1304
NM_015517	chr11(.):118987287-119010765	0.1357
NM_006389	chr11(.):118909895-118932916	0.1304
NM_014807	chr11(.):118973092-118992827	0.1539
NM_021729	chr11(.):118933492-118957688	0.1364
NM_001382	chr11(.):118962212-118977785	0.2031
NM_001164280	chr11(.):118890060-118905278	0.1573
NR_037429	chr11(.):118884653-118894722	0.1877
NM_001142505	chr11(.):119015298-119038374	0.1302
NM_022169	chr11(.):119014749-119038374	0.1305
NR_027288	chr11(.):122883273-122895319	0.1096
NM_006597	chr11(.):122923199-122937844	0.2095
NM_032795	chr11(.):126066988-126086587	0.1555
NM_017547	chr11(.):126134054-126153027	0.14
NM_014026	chr11(.):126168646-126220644	0.132
NM_148910	chr11(.):126147981-126168071	0.1417
NM_001177842	chr11(.):126127813-126143877	0.1399
NM_006278	chr11(.):126221095-126289533	0.0963
NM_003658	chr11(.):129240880-129327174	0.1512
NM_014325	chr12(.):109033886-109130295	0.1541
NM_152641	chr12(.):46118619-46306819	0.1122
NM_002392	chr12(.):69196970-69244212	0.1619
NM_020375	chr12(.):4425358-4474190	0.1134
NM_007273	chr12(.):7069516-7084891	0.1744
NR_015382	chr12(.):6543166-6565683	0.1587
NM_001144831	chr12(.):7069514-7084916	0.1746
NM_001987	chr12(.):11797787-12053325	0.1271
NM_031289	chr12(.):13232041-13253709	0.1436
NM_006143	chr12(.):12808994-12854121	0.1279
NM_001080555	chr12(.):13232041-13261619	0.1467
NM_152321	chr12(.):15061975-15096463	0.112
NM_001033873	chr12(.):51634132-51668994	0.1161
NM_001031628	chr12(.):51634132-51669202	0.1157
NM_001128914	chr12(.):53840885-53879946	0.1951
NM_000966	chr12(.):53599352-53631036	0.1626
NM_001042728	chr12(.):53599352-53619150	0.1796
NM_001982	chr12(.):56468891-56502128	0.1365
NM_013449	chr12(.):56984379-57035163	0.1443
NM_018279	chr12(.):72074877-72102839	0.1526
NM_020244	chr12(.):102086416-102127846	0.1201
NM_014706	chr12(.):108910990-108960165	0.1622
NM_018984	chr12(.):109171465-109256359	0.134
NM_003959	chr12(.):123315038-123352507	0.0618
NM_001082959	chr12(.):125257173-125353519	0.0545
NM_001759	chr12(.):4377901-4419522	0.1693
NM_014231	chr12(.):6566403-6584843	0.163
NM_001242	chr12(.):6549050-6565884	0.1692
NM_014865	chr12(.):6598297-6646132	0.1371
NM_016497	chr12(.):6596315-6607471	0.1442
NR_004387	chr12(.):6614387-6624717	0.1075
NM_018009	chr12(.):6556176-6576488	0.1761
NR_027483	chr12(.):6972277-6985110	0.1781
NM_001975	chr12(.):7018613-7037859	0.1867
NM_002831	chr12(.):7055433-7075479	0.2077
NM_001159287	chr12(.):6971583-6985110	0.1742
NR_029779	chr12(.):7067861-7077929	0.1894
NM_080548	chr12(.):7050739-7075479	0.2076
NM_001146316	chr12(.):6975099-6987449	0.1775
NM_000365	chr12(.):6971692-6985110	0.1753
NM_001007026	chr12(.):7028625-7056484	0.1934
NM_006992	chr12(.):7008896-7028406	0.1435
NM_001940	chr12(.):7032479-7056484	0.1794
NM_032641	chr12(.):6975099-6987521	0.1786
NR_003010	chr12(.):7071499-7081769	0.1718
NR_033796	chr12(.):6988845-6999902	0.1024
NR_002803	chr12(.):6988144-6998768	0.0981
NM_138425	chr12(.):7048202-7060165	0.1928
NR_029682	chr12(.):7068259-7078354	0.1863
NM_005768	chr12(.):7080346-7130842	0.1133
NM_006331	chr12(.):7074943-7090165	0.1574
NR_036052	chr12(.):9387065-9397147	0.0941
NR_036052	chr12(.):12259885-12269967	0.0847
NM_004064	chr12(.):12865301-12880305	0.2389
NR_030344	chr12(.):12912582-12922677	0.094
NM_001130415	chr12(.):12873850-12949399	0.1298
NM_020853	chr12(.):13192314-13241383	0.118
NM_006205	chr12(.):15120955-15139799	0.1172
NM_001175	chr12(.):15089949-15119562	0.1916
NM_030762	chr12(.):26267958-26283003	0.2256
NR_028408	chr12(.):46114502-46126704	0.1391
NM_018976	chr12(.):46746970-46771645	0.1693
NM_001098532	chr12(.):48123452-48157181	0.1522
NM_017842	chr12(.):48161966-48181536	0.1506
NM_006105	chr12(.):48123452-48157244	0.152
NM_001098531	chr12(.):48123452-48157889	0.151
NM_001098416	chr12(.):48171506-48218763	0.1561
NM_001971	chr12(.):51717226-51745463	0.1456
NM_016293	chr12(.):51669821-51722938	0.1404
NM_001004304	chr12(.):53569534-53589654	0.1722
NM_000889	chr12(.):53580106-53606000	0.2521
NM_015989	chr12(.):53546446-53579430	0.1296
NM_001170790	chr12(.):53640369-53653190	0.1188
NM_032889	chr12(.):53640875-53653190	0.1167
NM_001164691	chr12(.):53812638-53830318	0.1289
NM_001005354	chr12(.):53830432-53845427	0.1463
NM_134324	chr12(.):53890376-53905215	0.1843
NM_006301	chr12(.):53869275-53898444	0.1824
NM_134323	chr12(.):53889704-53905215	0.183
NM_003717	chr12(.):53895473-53906422	0.1326
NM_032786	chr12(.):56507029-56521278	0.2063
NM_006191	chr12(.):56493102-56512694	0.1703
NM_079423	chr12(.):56547099-56560366	0.1531
NM_002475	chr12(.):56541334-56556771	0.1789
NM_001035267	chr12(.):56505373-56516616	0.1833
NM_015292	chr12(.):56516985-56543460	0.1571
NM_001127460	chr12(.):56705006-56732533	0.165
NM_014255	chr12(.):56699212-56715128	0.1414
NM_005419	chr12(.):56730381-56759037	0.1586
NM_014871	chr12(.):56705006-56732837	0.1669
NM_004077	chr12(.):56660482-56699175	0.1424
NM_016584	chr12(.):56727662-56739194	0.185
NM_001638	chr12(.):56749354-56761583	0.184
NM_000946	chr12(.):57120363-57151146	0.1162
NR_003046	chr12(.):57032463-57042538	0.2119
NM_001686	chr12(.):57026958-57044852	0.2056
NM_005594	chr12(.):57101210-57124066	0.1756
NR_002737	chr12(.):57033810-57043885	0.2162
NM_001113203	chr12(.):57101210-57124326	0.1743
NM_006601	chr12(.):57052124-57087078	0.1475
NM_003725	chr12(.):57152107-57186574	0.1027
NM_017440	chr12(.):68683345-68731161	0.1265
NM_031435	chr12(.):72052676-72079428	0.1427
NM_144982	chr12(.):71998378-72062749	0.1215
NM_001946	chr12(.):89736836-89751296	0.2273
NM_153694	chr12(.):102117425-102138250	0.1389
NM_024312	chr12(.):102134274-102229645	0.1389
