#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isSuperStretch
2_MACS_peak_18547_lociStitched	chr3	3214136	3222321	2	3235	3368.1275	1143.4445	6460	0
1_MACS_peak_29432_lociStitched	chr9	137028223	137031000	1	2778	7951.6618	722.02	6461	0
1_MACS_peak_15581_lociStitched	chr2	132284691	132287910	1	3220	3089.5962	538.5387	6462	0
1_MACS_peak_11889_lociStitched	chr17	54909995	54913206	1	3212	3379.2564	660.1816	6463	0
1_MACS_peak_1514_lociStitched	chr1	146555262	146557470	1	2209	10723.8144	664.8288	6464	0
2_MACS_peak_22365_lociStitched	chr5	63456604	63462642	2	3259	2290.2134	833.244	6465	0
2_MACS_peak_20850_lociStitched	chr4	41215763	41219510	2	3100	4954.6581	532.8234	6466	0
1_MACS_peak_17072_lociStitched	chr20	36660625	36663537	1	2913	6911.9232	670.9248	6467	0
1_MACS_peak_21696_lociStitched	chr4	159746081	159749320	1	3240	2575.3289	519.2117	6468	0
1_MACS_peak_30235_lociStitched	chrX	119829125	119832202	1	3078	4901.0456	227.3903	6469	0
1_MACS_peak_335_lociStitched	chr1	24827356	24830525	1	3170	3998.0104	546.0187	6470	0
1_MACS_peak_26385_lociStitched	chr7	102133038	102136269	1	3232	3041.0172	793.5336	6471	0
2_MACS_peak_23545_lociStitched	chr6	684665	693911	2	3250	3069.672	1328.6502	6472	0
1_MACS_peak_184_lociStitched	chr1	14292275	14295514	1	3240	2439.2909	402.6077	6473	0
2_MACS_peak_8217_lociStitched	chr14	50064385	50067357	2	2875	6831.7364	307.8992	6474	0
1_MACS_peak_30064_lociStitched	chrX	78177511	78180511	1	3001	5829.9	374.7	6475	0
1_MACS_peak_30232_lociStitched	chrX	119693457	119696436	1	2980	5895.1431	245.1717	6476	0
2_MACS_peak_13343_lociStitched	chr19	11449564	11458014	2	3244	3008.2	1133.145	6477	0
2_MACS_peak_1162_lociStitched	chr1	89529607	89536318	2	3234	2919.285	771.0939	6478	0
1_MACS_peak_24390_lociStitched	chr6	56457462	56460670	1	3209	3287.2376	591.5552	6479	0
2_MACS_peak_17005_lociStitched	chr20	33538954	33544523	2	3156	4467.4518	851.5001	6480	0
2_MACS_peak_28163_lociStitched	chr8	142248322	142256502	2	3213	3660.55	1064.218	6481	0
2_MACS_peak_3673_lociStitched	chr10	77365348	77372106	2	3237	2940.4058	933.2798	6482	0
1_MACS_peak_25218_lociStitched	chr6	151710465	151713662	1	3198	3066.5624	179.9911	6483	0
1_MACS_peak_6590_lociStitched	chr12	57503722	57506655	1	2934	6729.1819	709.786	6484	0
2_MACS_peak_12156_lociStitched	chr17	73060963	73064678	2	3245	2281.3815	539.0465	6485	0
1_MACS_peak_28241_lociStitched	chr8	146102475	146105521	1	3047	5633.577	681.3902	6486	0
1_MACS_peak_14174_lociStitched	chr2	675844	678459	1	2616	8708.7345	549.15	6487	0
1_MACS_peak_989_lociStitched	chr1	66276848	66280082	1	3235	2555.8302	539.1078	6488	0
2_MACS_peak_2399_lociStitched	chr1	205818186	205828351	2	3203	4625.075	1868.327	6489	0
1_MACS_peak_9318_lociStitched	chr15	60688475	60691564	1	3090	4938.6932	491.151	6490	0
1_MACS_peak_22465_lociStitched	chr5	73935227	73938434	1	3208	3186.4752	557.6973	6491	0
1_MACS_peak_26387_lociStitched	chr7	102211846	102215066	1	3221	3878.168	1549.786	6492	0
1_MACS_peak_8312_lociStitched	chr14	57357532	57360698	1	3167	3731.7642	360.6074	6493	0
1_MACS_peak_3689_lociStitched	chr10	79560062	79563243	1	3182	3654.969	542.3605	6494	0
2_MACS_peak_20549_lociStitched	chr4	4146783	4152546	2	3234	2687.2869	708.2727	6495	0
2_MACS_peak_7250_lociStitched	chr12	121285070	121290197	2	3241	2276.9007	508.0857	6496	0
1_MACS_peak_19966_lociStitched	chr3	156271130	156274097	1	2968	6763.5732	1076.7243	6497	0
1_MACS_peak_9482_lociStitched	chr15	73074507	73077599	1	3093	5086.34	707.7588	6498	0
1_MACS_peak_4486_lociStitched	chr11	11862482	11865333	1	2852	7152.8739	528.0052	6499	0
2_MACS_peak_5672_lociStitched	chr11	120930313	120940041	2	3240	2851.2768	1108.0192	6500	0
1_MACS_peak_5404_lociStitched	chr11	95432026	95435113	1	3088	4874.373	443.9106	6501	0
1_MACS_peak_5719_lociStitched	chr11	125382318	125385545	1	3228	2697.4493	607.6441	6502	0
1_MACS_peak_25529_lociStitched	chr7	14668776	14671992	1	3217	2832.0096	471.4656	6503	0
1_MACS_peak_14787_lociStitched	chr2	59091503	59094653	1	3151	4114.845	537.39	6504	0
1_MACS_peak_15378_lociStitched	chr2	111414312	111417449	1	3138	4354.4697	585.0505	6505	0
1_MACS_peak_13186_lociStitched	chr19	5621485	5624571	1	3087	5118.4396	682.6232	6506	0
1_MACS_peak_26962_lociStitched	chr7	154996288	154999163	1	2876	7053.525	622.725	6507	0
1_MACS_peak_13813_lociStitched	chr19	42363198	42365928	1	2731	8018.01	578.76	6508	0
2_MACS_peak_25629_lociStitched	chr7	24927983	24936727	2	3248	2380.9912	965.3376	6509	0
1_MACS_peak_13989_lociStitched	chr19	49313292	49316479	1	3188	3620.432	682.3367	6510	0
1_MACS_peak_14381_lociStitched	chr2	25015065	25017633	1	2569	8948.196	579.084	6511	0
1_MACS_peak_9862_lociStitched	chr15	100104675	100107705	1	3031	5698.521	667.812	6512	0
1_MACS_peak_19526_lociStitched	chr3	113324529	113327584	1	3056	5309.8955	558.454	6513	0
1_MACS_peak_9742_lociStitched	chr15	89786148	89789028	1	2881	6878.88	517.248	6514	0
1_MACS_peak_17155_lociStitched	chr20	42838025	42841012	1	2988	5972.2078	534.3743	6515	0
2_MACS_peak_1372_lociStitched	chr1	116323036	116326305	2	3248	1579.2539	316.1123	6516	0
1_MACS_peak_17729_lociStitched	chr21	41646646	41649780	1	3135	4331.5014	588.2518	6517	0
2_MACS_peak_8663_lociStitched	chr14	95999461	96002762	2	3235	2014.6003	291.1482	6518	0
2_MACS_peak_4285_lociStitched	chr10	135072215	135075945	2	3207	2841.887	376.73	6519	0
1_MACS_peak_4267_lociStitched	chr10	131907826	131910523	1	2698	8116.6215	510.5421	6520	0
2_MACS_peak_11302_lociStitched	chr17	25675517	25681857	2	3115	4928.082	929.444	6521	0
1_MACS_peak_29337_lociStitched	chr9	131642638	131645823	1	3186	3462.732	592.7285	6522	0
1_MACS_peak_4776_lociStitched	chr11	45938499	45941615	1	3117	4619.7816	654.36	6523	0
1_MACS_peak_8453_lociStitched	chr14	71352173	71355316	1	3144	3989.4099	412.6759	6524	0
1_MACS_peak_27973_lociStitched	chr8	124407236	124409864	1	2629	8551.7748	548.4636	6525	0
1_MACS_peak_4804_lociStitched	chr11	47446563	47449283	1	2721	8103.152	650.352	6526	0
1_MACS_peak_23920_lociStitched	chr6	27217698	27220521	1	2824	7222.6455	464.3835	6527	0
1_MACS_peak_12504_lociStitched	chr18	9912997	9915899	1	2903	6710.5848	557.7644	6528	0
1_MACS_peak_27118_lociStitched	chr8	13513304	13516519	1	3216	2666.1995	485.7865	6529	0
1_MACS_peak_13554_lociStitched	chr19	18941883	18945079	1	3197	3099.4808	488.3488	6530	0
1_MACS_peak_25625_lociStitched	chr7	24859572	24862435	1	2864	7097.377	645.3202	6531	0
1_MACS_peak_2878_lociStitched	chr1	241801547	241804725	1	3179	3858.4098	899.6918	6532	0
2_MACS_peak_29997_lociStitched	chrX	69671689	69675620	2	3224	2321.2555	378.9484	6533	0
1_MACS_peak_22990_lociStitched	chr5	134239566	134242376	1	2811	7337.753	501.023	6534	0
2_MACS_peak_27481_lociStitched	chr8	52899434	52908181	2	3242	2199.8705	920.1844	6535	0
2_MACS_peak_16810_lociStitched	chr20	16553115	16556827	2	3229	2638.4896	883.456	6536	0
1_MACS_peak_19297_lociStitched	chr3	73532402	73535617	1	3216	2648.1955	552.0155	6537	0
1_MACS_peak_26236_lociStitched	chr7	92262185	92265409	1	3225	2408.6504	571.2928	6538	0
1_MACS_peak_21006_lociStitched	chr4	71569163	71572311	1	3149	3917.3712	493.2916	6539	0
2_MACS_peak_1023_lociStitched	chr1	68027178	68030884	2	3211	2830.6428	616.6784	6540	0
1_MACS_peak_2488_lociStitched	chr1	209857997	209861175	1	3179	3505.9696	602.8666	6541	0
1_MACS_peak_19667_lociStitched	chr3	126074368	126077582	1	3215	2526.5254	415.8916	6542	0
1_MACS_peak_29645_lociStitched	chrX	17564963	17568184	1	3222	2293.0299	393.9283	6543	0
1_MACS_peak_5568_lociStitched	chr11	114269983	114272529	1	2547	9030.1528	616.6412	6544	0
1_MACS_peak_7612_lociStitched	chr13	45008692	45011893	1	3202	2661.3114	266.6433	6545	0
1_MACS_peak_13448_lociStitched	chr19	15396479	15399715	1	3237	1922.8312	612.2512	6546	0
1_MACS_peak_7031_lociStitched	chr12	103981330	103984513	1	3184	3333.2376	580.5792	6547	0
1_MACS_peak_18858_lociStitched	chr3	39147978	39151140	1	3163	3751.0806	613.428	6548	0
1_MACS_peak_14080_lociStitched	chr19	55448146	55451207	1	3062	4932.4954	397.6239	6549	0
1_MACS_peak_3887_lociStitched	chr10	97848564	97850914	1	2351	9697.98	374.59	6550	0
1_MACS_peak_8192_lociStitched	chr14	39734645	39737514	1	2870	6648.3337	316.1638	6551	0
1_MACS_peak_7108_lociStitched	chr12	109489529	109492648	1	3120	4730.2754	955.0378	6552	0
2_MACS_peak_28814_lociStitched	chr9	88710953	88715474	2	3206	2746.0554	554.7267	6553	0
2_MACS_peak_17555_lociStitched	chr21	27332564	27340896	2	3217	2911.2008	1026.5024	6554	0
1_MACS_peak_16375_lociStitched	chr2	220142111	220145147	1	3037	5377.0596	584.7336	6555	0
2_MACS_peak_29333_lociStitched	chr9	131543056	131550308	2	3226	2348.1976	767.2616	6556	0
2_MACS_peak_14755_lociStitched	chr2	54899526	54905469	2	3216	2686.236	802.305	6557	0
1_MACS_peak_29955_lociStitched	chrX	63424372	63427515	1	3144	3793.601	410.1615	6558	0
1_MACS_peak_20871_lociStitched	chr4	45120641	45123714	1	3074	4823.3808	472.0128	6559	0
1_MACS_peak_1131_lociStitched	chr1	86518042	86521221	1	3180	3150.0711	421.8533	6560	0
2_MACS_peak_9493_lociStitched	chr15	74251122	74258958	2	3236	2297.5152	1209.8784	6561	0
2_MACS_peak_22638_lociStitched	chr5	90624814	90629185	2	3211	2597.2482	610.6287	6562	0
1_MACS_peak_21497_lociStitched	chr4	129437368	129440567	1	3200	2989.1456	722.974	6563	0
1_MACS_peak_19527_lociStitched	chr3	113413857	113416998	1	3142	4047.1785	664.6356	6564	0
2_MACS_peak_5618_lociStitched	chr11	118436197	118444433	2	3093	5457.9972	1375.412	6565	0
1_MACS_peak_26844_lociStitched	chr7	143076471	143079516	1	3046	5305.9125	654.066	6566	0
1_MACS_peak_5617_lociStitched	chr11	118305436	118308554	1	3119	4147.2518	433.0902	6567	0
2_MACS_peak_23486_lociStitched	chr5	177294177	177303434	2	3227	2523.4582	1146.9423	6568	0
1_MACS_peak_30398_lociStitched	chrX	152599241	152602449	1	3209	2158.0216	222.3144	6569	0
1_MACS_peak_27848_lociStitched	chr8	103595378	103598596	1	3219	2008.3538	388.4126	6570	0
1_MACS_peak_22504_lociStitched	chr5	76168964	76172057	1	3094	4547.6379	519.0054	6571	0
1_MACS_peak_15210_lociStitched	chr2	96872879	96875949	1	3071	4896.343	579.923	6572	0
2_MACS_peak_18270_lociStitched	chr22	39331761	39338700	2	3191	3323.781	956.1942	6573	0
2_MACS_peak_27854_lociStitched	chr8	103794313	103802019	2	3205	2440.4902	440.0126	6574	0
1_MACS_peak_11463_lociStitched	chr17	34444261	34447368	1	3108	4650.2469	839.5114	6575	0
1_MACS_peak_1142_lociStitched	chr1	87378923	87381929	1	3007	5635.9494	622.5426	6576	0
1_MACS_peak_18486_lociStitched	chr22	50352784	50355854	1	3071	4711.222	420.283	6577	0
1_MACS_peak_22702_lociStitched	chr5	100187664	100190787	1	3124	4216.9869	647.7102	6578	0
1_MACS_peak_20210_lociStitched	chr3	179039486	179042506	1	3021	5639.548	775.536	6579	0
2_MACS_peak_3650_lociStitched	chr10	75923977	75927231	2	3227	1739.9138	545.045	6580	0
2_MACS_peak_27040_lociStitched	chr8	8087447	8097179	2	3214	2825.1996	1131.8316	6581	0
1_MACS_peak_15612_lociStitched	chr2	134910852	134913935	1	3084	4716.6817	600.5684	6582	0
1_MACS_peak_10196_lociStitched	chr16	18936338	18939245	1	2908	6352.0857	425.8755	6583	0
1_MACS_peak_8586_lociStitched	chr14	90848234	90851214	1	2981	5544.886	286.676	6584	0
1_MACS_peak_9962_lociStitched	chr16	2316848	2319933	1	3086	4702.774	625.9465	6585	0
2_MACS_peak_23605_lociStitched	chr6	5846418	5852359	2	3215	2540.3716	963.0361	6586	0
1_MACS_peak_4108_lociStitched	chr10	115612979	115615583	1	2605	8475.4992	492.6768	6587	0
2_MACS_peak_26717_lociStitched	chr7	131206356	131213093	2	3155	4250.3733	1249.0398	6588	0
2_MACS_peak_21345_lociStitched	chr4	108739232	108746958	2	3216	2466.9118	954.9336	6589	0
1_MACS_peak_25843_lociStitched	chr7	44644793	44647766	1	2974	5943.3243	639.7896	6590	0
1_MACS_peak_16309_lociStitched	chr2	214014719	214017867	1	3149	3533.9448	432.2204	6591	0
1_MACS_peak_16938_lociStitched	chr20	30944861	30947779	1	2919	6255.9002	453.4572	6592	0
1_MACS_peak_8168_lociStitched	chr14	35342096	35345268	1	3173	2925.5356	291.1896	6593	0
1_MACS_peak_9578_lociStitched	chr15	77711100	77714232	1	3133	3864.888	506.7576	6594	0
1_MACS_peak_28306_lociStitched	chr9	4983679	4986635	1	2957	6019.894	566.9608	6595	0
2_MACS_peak_7520_lociStitched	chr13	33159272	33162558	2	3182	2671.8466	247.7644	6596	0
1_MACS_peak_23052_lociStitched	chr5	139644476	139647692	1	3217	1982.0208	571.1616	6597	0
2_MACS_peak_18675_lociStitched	chr3	15325005	15334722	2	3215	2830.5621	1356.4932	6598	0
2_MACS_peak_15803_lociStitched	chr2	162915039	162921065	2	3212	2304.945	723.12	6599	0
1_MACS_peak_14454_lociStitched	chr2	27650548	27653676	1	3129	3957.2328	560.2248	6600	0
1_MACS_peak_18166_lociStitched	chr22	36043606	36046305	1	2700	7904.2914	510.6508	6601	0
1_MACS_peak_15239_lociStitched	chr2	98205416	98207857	1	2442	9254.3192	447.9235	6602	0
2_MACS_peak_12913_lociStitched	chr18	60765254	60775128	2	3220	2441.8402	1198.7036	6603	0
1_MACS_peak_26727_lociStitched	chr7	133755173	133758158	1	2986	6005.223	851.919	6604	0
1_MACS_peak_28563_lociStitched	chr9	37196756	37199945	1	3190	2751.1503	579.1224	6605	0
1_MACS_peak_12314_lociStitched	chr17	78119189	78122307	1	3119	4128.232	605.5156	6606	0
1_MACS_peak_12515_lociStitched	chr18	10877307	10880424	1	3118	4086.387	549.8388	6607	0
1_MACS_peak_18251_lociStitched	chr22	38638746	38641780	1	3035	5166.5986	553.0982	6608	0
1_MACS_peak_10427_lociStitched	chr16	32181624	32184795	1	3172	3087.9198	526.386	6609	0
1_MACS_peak_17697_lociStitched	chr21	38444168	38446968	1	2801	7351.4	661.92	6610	0
1_MACS_peak_28210_lociStitched	chr8	145201692	145204899	1	3208	1943.1213	355.977	6611	0
1_MACS_peak_4631_lociStitched	chr11	26153725	26156943	1	3219	1639.2492	500.7208	6612	0
1_MACS_peak_10112_lociStitched	chr16	11875525	11878626	1	3102	4447.4542	701.4462	6613	0
1_MACS_peak_20315_lociStitched	chr3	185263820	185266548	1	2729	7921.2936	747.472	6614	0
1_MACS_peak_6865_lociStitched	chr12	92010665	92013770	1	3106	4215.348	541.512	6615	0
1_MACS_peak_2090_lociStitched	chr1	181001523	181004256	1	2734	8206.3791	1067.5098	6616	0
1_MACS_peak_22308_lociStitched	chr5	56325817	56328993	1	3177	2987.9808	584.0664	6617	0
1_MACS_peak_18109_lociStitched	chr22	31606384	31609488	1	3105	4110.0064	428.9728	6618	0
2_MACS_peak_672_lociStitched	chr1	41174163	41178038	2	3191	2852.3875	806	6619	0
1_MACS_peak_18339_lociStitched	chr22	41416672	41419453	1	2782	7308.7461	505.0296	6620	0
1_MACS_peak_1772_lociStitched	chr1	156389167	156392324	1	3158	3676.3265	892.4839	6621	0
1_MACS_peak_2833_lociStitched	chr1	235182379	235185514	1	3136	3819.9975	654.9015	6622	0
2_MACS_peak_13097_lociStitched	chr19	1922783	1930448	2	3209	2617.5975	1208.7705	6623	0
2_MACS_peak_14190_lociStitched	chr2	3380875	3384428	2	3179	2820.7267	589.4427	6624	0
1_MACS_peak_12973_lociStitched	chr18	70208613	70211810	1	3198	2053.7528	377.246	6625	0
2_MACS_peak_18813_lociStitched	chr3	33174772	33181651	2	3204	2389.0767	965.8116	6626	0
2_MACS_peak_23673_lociStitched	chr6	10297474	10301372	2	3202	1858.1766	376.5468	6627	0
2_MACS_peak_15025_lociStitched	chr2	74258795	74265264	2	3196	2812.0743	1126.8998	6628	0
2_MACS_peak_17611_lociStitched	chr21	34571958	34578364	2	3184	3341.3696	1301.6992	6629	0
1_MACS_peak_27587_lociStitched	chr8	67024605	67027385	1	2781	7510.17	756.716	6630	0
1_MACS_peak_24446_lociStitched	chr6	71121920	71124974	1	3055	5068.113	836.796	6631	0
1_MACS_peak_28313_lociStitched	chr9	5492342	5495205	1	2864	6647.0271	531.0865	6632	0
1_MACS_peak_454_lociStitched	chr1	28878377	28881299	1	2923	6297.2022	684.9168	6633	0
1_MACS_peak_11392_lociStitched	chr17	30262962	30265811	1	2850	6857.543	641.025	6634	0
2_MACS_peak_7501_lociStitched	chr13	31311082	31319770	2	3196	2311.8768	715.0224	6635	0
1_MACS_peak_6174_lociStitched	chr12	26984747	26987780	1	3034	4949.2494	490.7394	6636	0
1_MACS_peak_19119_lociStitched	chr3	52320762	52323108	1	2347	9693.9066	548.4948	6637	0
2_MACS_peak_10233_lociStitched	chr16	22181664	22187018	2	3187	2524.9464	670.8562	6638	0
1_MACS_peak_12844_lociStitched	chr18	53254781	53257885	1	3105	4058.48	550.0288	6639	0
1_MACS_peak_17713_lociStitched	chr21	40553844	40556757	1	2914	6546.6762	877.6869	6640	0
1_MACS_peak_28295_lociStitched	chr9	4296834	4299961	1	3128	3744.2698	626.3381	6641	0
1_MACS_peak_13672_lociStitched	chr19	35644413	35647391	1	2979	5556.6502	514.8962	6642	0
1_MACS_peak_9984_lociStitched	chr16	3018265	3021323	1	3059	4686.6908	553.498	6643	0
1_MACS_peak_25905_lociStitched	chr7	49371647	49374741	1	3095	4215.8844	574.5558	6644	0
2_MACS_peak_27036_lociStitched	chr8	7922592	7932588	2	3085	4806.0768	1022.5908	6645	0
1_MACS_peak_26557_lociStitched	chr7	116649652	116652861	1	3210	1834.2644	993.5064	6646	0
1_MACS_peak_579_lociStitched	chr1	36688279	36691200	1	2922	6081.8141	499.491	6647	0
1_MACS_peak_12337_lociStitched	chr17	79267626	79270464	1	2839	6873.9198	596.5476	6648	0
1_MACS_peak_5850_lociStitched	chr12	1661912	1664969	1	3058	4855.7388	719.3121	6649	0
1_MACS_peak_23279_lociStitched	chr5	157022991	157026186	1	3196	2111.5755	632.61	6650	0
2_MACS_peak_14407_lociStitched	chr2	25814253	25821410	2	3185	2765.4648	942.5769	6651	0
1_MACS_peak_24531_lociStitched	chr6	82461096	82464160	1	3065	4533.4944	506.4792	6652	0
1_MACS_peak_22117_lociStitched	chr5	34243881	34246910	1	3030	4860.9392	401.9483	6653	0
1_MACS_peak_26468_lociStitched	chr7	106554587	106557752	1	3166	3059.922	765.6135	6654	0
1_MACS_peak_10394_lociStitched	chr16	30708806	30711226	1	2421	9332.73	554.906	6655	0
1_MACS_peak_22554_lociStitched	chr5	81266399	81268999	1	2601	8298.94	462.54	6656	0
1_MACS_peak_3199_lociStitched	chr10	24939654	24942832	1	3179	2432.1234	503.0774	6657	0
1_MACS_peak_22029_lociStitched	chr5	14663108	14666109	1	3002	5252.3502	499.0663	6658	0
1_MACS_peak_104_lociStitched	chr1	8875821	8878906	1	3086	4200.536	492.0575	6659	0
1_MACS_peak_19542_lociStitched	chr3	114904087	114907118	1	3032	4867.1798	457.9841	6660	0
1_MACS_peak_13698_lociStitched	chr19	36544023	36546971	1	2949	5906.318	614.3632	6661	0
1_MACS_peak_15825_lociStitched	chr2	165696690	165699481	1	2792	7010.1547	410.8352	6662	0
1_MACS_peak_20553_lociStitched	chr4	4345253	4348341	1	3089	4186.7104	524.3424	6663	0
1_MACS_peak_21636_lociStitched	chr4	151935207	151938052	1	2846	6800.4035	613.382	6664	0
2_MACS_peak_23566_lociStitched	chr6	2931573	2938104	2	3191	2354.4255	839.2335	6665	0
1_MACS_peak_19933_lociStitched	chr3	152854969	152858066	1	3098	4100.7377	590.2882	6666	0
2_MACS_peak_2322_lociStitched	chr1	202776586	202781064	2	3175	2790.2418	800.2186	6667	0
2_MACS_peak_6603_lociStitched	chr12	57997758	58006042	2	3151	3341.7656	801.0628	6668	0
2_MACS_peak_17118_lociStitched	chr20	40292605	40299403	2	3148	3549.2358	946.9614	6669	0
1_MACS_peak_2580_lociStitched	chr1	214611174	214614266	1	3093	4270.052	709.3048	6670	0
1_MACS_peak_17752_lociStitched	chr21	43497080	43500148	1	3069	4492.4724	596.4192	6671	0
2_MACS_peak_12949_lociStitched	chr18	66381188	66389817	2	3179	2862.2393	1066.5444	6672	0
2_MACS_peak_14004_lociStitched	chr19	49836354	49839608	2	3169	2688.7802	610.7758	6673	0
1_MACS_peak_28298_lociStitched	chr9	4678095	4681095	1	3001	5329.8	618.9	6674	0
1_MACS_peak_3255_lociStitched	chr10	30963038	30966178	1	3141	3261.518	554.838	6675	0
1_MACS_peak_25581_lociStitched	chr7	21465782	21468858	1	3077	4365.4592	602.5884	6676	0
1_MACS_peak_10086_lociStitched	chr16	11170586	11173748	1	3163	2635.527	457.2252	6677	0
1_MACS_peak_25940_lociStitched	chr7	54825553	54828160	1	2608	8307.7269	561.8085	6678	0
1_MACS_peak_26771_lociStitched	chr7	138144089	138147125	1	3037	4835.4372	567.4284	6679	0
1_MACS_peak_23497_lociStitched	chr5	179049230	179051840	1	2611	8269.263	544.446	6680	0
2_MACS_peak_8005_lociStitched	chr14	19065692	19069305	2	3191	1777.2347	510.1556	6681	0
2_MACS_peak_11819_lociStitched	chr17	47837724	47842469	2	3192	1958.2615	738.322	6682	0
2_MACS_peak_24108_lociStitched	chr6	34203978	34207090	2	3049	4385.7416	278.524	6683	0
1_MACS_peak_24007_lociStitched	chr6	31125146	31128168	1	3023	5097.5096	672.395	6684	0
1_MACS_peak_10716_lociStitched	chr16	70413452	70416373	1	2922	6046.7621	577.1896	6685	0
1_MACS_peak_28083_lociStitched	chr8	131455031	131458165	1	3135	3323.9204	557.5386	6686	0
2_MACS_peak_6472_lociStitched	chr12	53267028	53273694	2	2979	5662.1004	756.591	6687	0
1_MACS_peak_16641_lociStitched	chr20	1479581	1482571	1	2991	5274.958	506.506	6688	0
1_MACS_peak_6019_lociStitched	chr12	11698140	11701169	1	3030	5074.7866	762.0964	6689	0
2_MACS_peak_1843_lociStitched	chr1	160489851	160493420	2	3179	2413.0009	802.6681	6690	0
2_MACS_peak_7118_lociStitched	chr12	110312726	110318605	2	3178	2208.7403	564.9719	6691	0
1_MACS_peak_10661_lociStitched	chr16	67968811	67971767	1	2957	5801.4456	694.3644	6692	0
2_MACS_peak_13529_lociStitched	chr19	18196888	18202756	2	3095	4334.6916	919.5156	6693	0
1_MACS_peak_24080_lociStitched	chr6	33215412	33218460	1	3049	4720.1328	653.4912	6694	0
1_MACS_peak_13762_lociStitched	chr19	40248901	40251887	1	2987	5328.517	533.5982	6695	0
1_MACS_peak_18950_lociStitched	chr3	45729317	45732430	1	3114	3842.6872	744.6296	6696	0
1_MACS_peak_1735_lociStitched	chr1	155277366	155280139	1	2774	7745.5436	1105.8724	6697	0
1_MACS_peak_11977_lociStitched	chr17	59394508	59397527	1	3020	4987.9918	576.629	6698	0
1_MACS_peak_24923_lociStitched	chr6	126110376	126113350	1	2975	5545.023	646.845	6699	0
1_MACS_peak_2950_lociStitched	chr10	704795	707873	1	3079	4173.768	550.962	6700	0
1_MACS_peak_17913_lociStitched	chr22	20861178	20864218	1	3041	4913.856	783.712	6701	0
1_MACS_peak_9196_lociStitched	chr15	51198825	51201795	1	2971	5524.497	593.109	6702	0
1_MACS_peak_17902_lociStitched	chr22	20103396	20106440	1	3045	4509.3816	435.5964	6703	0
1_MACS_peak_20797_lociStitched	chr4	37891813	37894902	1	3090	3883.1819	444.816	6704	0
3_MACS_peak_8159_lociStitched	chr14	34930615	34935384	3	3182	1732.1008	406.3188	6705	0
1_MACS_peak_25803_lociStitched	chr7	41243756	41246895	1	3140	2944.382	432.2403	6706	0
2_MACS_peak_25045_lociStitched	chr6	135856837	135860136	2	3179	2000.8435	568.7476	6707	0
2_MACS_peak_10006_lociStitched	chr16	3550522	3554754	2	3156	2661.0816	524.768	6708	0
1_MACS_peak_25438_lociStitched	chr7	6200731	6203757	1	3027	4972.3232	692.0462	6709	0
1_MACS_peak_7938_lociStitched	chr13	111176259	111179335	1	3077	4164.2888	565.0612	6710	0
1_MACS_peak_25200_lociStitched	chr6	149637529	149640657	1	3129	2932.5	225.5288	6711	0
1_MACS_peak_7988_lociStitched	chr13	114895601	114898692	1	3092	3837.4765	480.3414	6712	0
1_MACS_peak_22555_lociStitched	chr5	81468555	81471657	1	3103	3762.1056	593.7228	6713	0
1_MACS_peak_13248_lociStitched	chr19	7598302	7601430	1	3129	3653.8168	964.6752	6714	0
1_MACS_peak_25129_lociStitched	chr6	140202569	140205539	1	2971	5442.525	558.36	6715	0
1_MACS_peak_3743_lociStitched	chr10	83437711	83440828	1	3118	3278.1489	385.5729	6716	0
1_MACS_peak_2133_lociStitched	chr1	183622287	183625474	1	3188	1633.3375	779.5402	6717	0
1_MACS_peak_10033_lociStitched	chr16	4816082	4819245	1	3164	2453.8554	628.8044	6718	0
1_MACS_peak_15238_lociStitched	chr2	97777746	97780222	1	2477	8961.3868	590.7736	6719	0
1_MACS_peak_8460_lociStitched	chr14	72917032	72919986	1	2955	5252.8028	230.7074	6720	0
1_MACS_peak_13451_lociStitched	chr19	15488826	15491869	1	3044	4603.4504	618.3376	6721	0
1_MACS_peak_23668_lociStitched	chr6	9387588	9390653	1	3066	4121.812	444.425	6722	0
1_MACS_peak_11109_lociStitched	chr17	7788641	7791812	1	3172	1871.8413	425.8653	6723	0
1_MACS_peak_17057_lociStitched	chr20	35699328	35702467	1	3140	2766.7146	424.3928	6724	0
1_MACS_peak_354_lociStitched	chr1	25592438	25595403	1	2966	5544.8465	674.834	6725	0
1_MACS_peak_17288_lociStitched	chr20	50029541	50032589	1	3049	4444.8984	573.3288	6726	0
1_MACS_peak_3296_lociStitched	chr10	35437163	35440298	1	3136	2982.9525	600.039	6727	0
