#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
2_MACS_peak_16194_lociStitched	chr2	202115623	202129211	2	13509	44735.7724	2958.1076	260	1
2_MACS_peak_25573_lociStitched	chr7	20476220	20490722	2	13498	27732.1746	2334.822	261	1
6_MACS_peak_923_lociStitched	chr1	59461969	59487250	6	13456	16296.1326	3597.4863	262	1
1_MACS_peak_11547_lociStitched	chr17	37924928	37938374	1	13447	26516.8566	2546.6724	263	1
3_MACS_peak_26529_lociStitched	chr7	114556538	114574782	3	13433	49601.7872	4367.6136	264	1
5_MACS_peak_19225_lociStitched	chr3	66530506	66552390	5	13428	11948.664	3302.2956	265	1
3_MACS_peak_1851_lociStitched	chr1	160694375	160715636	3	13365	38875.7385	5370.5286	266	1
3_MACS_peak_3989_lociStitched	chr10	104401107	104422189	3	13363	24931.5732	3204.464	267	1
2_MACS_peak_16976_lociStitched	chr20	32460527	32473866	2	13310	52260.8681	2546.4151	268	1
5_MACS_peak_6270_lociStitched	chr12	33037745	33060689	5	13248	15120.096	3551.7312	269	1
3_MACS_peak_14612_lociStitched	chr2	42343390	42361146	3	13246	20802.9296	3103.7488	270	1
1_MACS_peak_23857_lociStitched	chr6	25402649	25415885	1	13237	90363.4956	3424.1532	271	1
5_MACS_peak_12192_lociStitched	chr17	73850495	73875869	5	13207	35531.2122	3884.7594	272	1
5_MACS_peak_4226_lociStitched	chr10	126407312	126433816	5	13205	18375.2232	3628.3976	273	1
4_MACS_peak_11105_lociStitched	chr17	7736775	7762301	4	13203	17569.5458	4127.5542	274	1
2_MACS_peak_17968_lociStitched	chr22	23087927	23101953	2	13170	21597.2348	2300.264	275	1
1_MACS_peak_398_lociStitched	chr1	27018204	27031365	1	13162	31367.9274	2720.3787	276	1
3_MACS_peak_16186_lociStitched	chr2	202039845	202060497	3	13153	15992.9088	3568.6656	277	1
4_MACS_peak_13121_lociStitched	chr19	2455300	2480730	4	13129	23990.662	5134.317	278	1
3_MACS_peak_4711_lociStitched	chr11	35183308	35205182	3	13124	18846.6384	3792.9516	279	1
3_MACS_peak_2821_lociStitched	chr1	234733762	234749926	3	13121	47675.718	4283.46	280	1
6_MACS_peak_1029_lociStitched	chr1	68201056	68232688	6	13105	21177.624	4175.424	281	1
4_MACS_peak_11826_lociStitched	chr17	48225149	48249463	4	13088	16387.636	3357.7634	282	1
2_MACS_peak_15418_lociStitched	chr2	112455271	112468432	2	13086	68920.2087	2740.1202	283	1
2_MACS_peak_5662_lociStitched	chr11	120367887	120383235	2	13069	24908.2692	1992.1704	284	1
4_MACS_peak_18274_lociStitched	chr22	39362281	39386504	4	13066	28910.1505	3192.5914	285	1
1_MACS_peak_23892_lociStitched	chr6	26355045	26368081	1	13037	41655.2344	2543.3236	286	1
2_MACS_peak_8901_lociStitched	chr15	31546325	31561330	2	13012	54252.078	2750.4165	287	1
1_MACS_peak_28137_lociStitched	chr8	137188710	137201718	1	13009	33252.3504	2415.5856	288	1
5_MACS_peak_16118_lociStitched	chr2	197074896	197105984	5	12998	15857.9888	5036.256	289	1
4_MACS_peak_21890_lociStitched	chr4	187748019	187775790	4	12995	30945.2253	3457.4895	290	1
3_MACS_peak_2381_lociStitched	chr1	205242328	205258827	3	12990	38751.2013	4236.9432	291	1
2_MACS_peak_25911_lociStitched	chr7	50343243	50357873	2	12982	28418.775	2743.125	292	1
1_MACS_peak_14628_lociStitched	chr2	43444097	43457066	1	12970	36645.2064	2552.2992	293	1
5_MACS_peak_12703_lociStitched	chr18	42288615	42307633	5	12968	12652.6754	3136.0682	294	1
4_MACS_peak_4917_lociStitched	chr11	62308018	62325926	4	12954	17505.07	3074.8036	295	1
6_MACS_peak_15157_lociStitched	chr2	87795364	87821464	6	12947	13934.79	3807.99	296	1
3_MACS_peak_18285_lociStitched	chr22	39458961	39474534	3	12921	27232.5051	2508.8103	297	1
2_MACS_peak_9145_lociStitched	chr15	46994247	47008771	2	12904	22340.8168	2460.3656	298	1
2_MACS_peak_29861_lociStitched	chrX	48790480	48805126	2	12904	42231.741	1546.6176	299	1
2_MACS_peak_13809_lociStitched	chr19	42051268	42070503	2	12903	27025.175	3239.174	300	1
2_MACS_peak_9261_lociStitched	chr15	56647467	56666251	2	12884	48667.4656	3416.8096	301	1
3_MACS_peak_2527_lociStitched	chr1	211743185	211756533	3	12875	15093.9184	3397.066	302	1
1_MACS_peak_12604_lociStitched	chr18	22928717	22941556	1	12840	19476.763	1783.3371	303	1
2_MACS_peak_23432_lociStitched	chr5	173696145	173710319	2	12819	34078.5482	2371.3102	304	1
1_MACS_peak_10543_lociStitched	chr16	56962936	56975749	1	12814	37308.8934	2768.8893	305	1
4_MACS_peak_18296_lociStitched	chr22	39631440	39653679	4	12804	17806.7673	2755.4121	306	1
2_MACS_peak_22942_lociStitched	chr5	131789887	131804149	2	12763	33267.5412	3121.9518	307	1
2_MACS_peak_12276_lociStitched	chr17	76137206	76152870	2	12758	29561.1008	2431.0528	308	1
3_MACS_peak_2211_lociStitched	chr1	192561138	192579454	3	12717	14890.908	3882.992	309	1
6_MACS_peak_10643_lociStitched	chr16	67554669	67587536	6	12712	22027.4634	4926.7633	310	1
2_MACS_peak_22104_lociStitched	chr5	32530354	32544242	2	12674	27019.104	2520.672	311	1
4_MACS_peak_26503_lociStitched	chr7	111711602	111733084	4	12655	19327.3554	4401.6618	312	1
4_MACS_peak_29308_lociStitched	chr9	130828650	130845654	4	12631	20982.936	2987.6028	313	1
3_MACS_peak_16267_lociStitched	chr2	207995879	208015652	3	12625	24249.6072	2906.631	314	1
3_MACS_peak_14112_lociStitched	chr19	56328940	56351885	3	12624	38559.0725	3271.957	315	1
4_MACS_peak_3605_lociStitched	chr10	74006484	74024488	4	12613	22812.8684	3157.9016	316	1
4_MACS_peak_18721_lociStitched	chr3	20080130	20098379	4	12574	19869.5112	2708.1516	317	1
4_MACS_peak_14394_lociStitched	chr2	25623861	25645606	4	12569	23023.606	3653.16	318	1
4_MACS_peak_16561_lociStitched	chr2	238599715	238613359	4	12560	13762.7028	1298.9088	319	1
5_MACS_peak_25548_lociStitched	chr7	18533915	18561303	5	12519	17290.0444	3960.3048	320	1
5_MACS_peak_5913_lociStitched	chr12	6551970	6581041	5	12494	32983.9566	4814.1576	321	1
4_MACS_peak_25152_lociStitched	chr6	143162900	143180026	4	12465	20746.4364	1666.3598	322	1
2_MACS_peak_18046_lociStitched	chr22	26974716	26992527	2	12427	24664.6728	2969.0937	323	1
1_MACS_peak_14611_lociStitched	chr2	42322882	42335303	1	12422	38846.6775	2514.0104	324	1
1_MACS_peak_3485_lociStitched	chr10	63802696	63815106	1	12411	29231.755	2776.117	325	1
4_MACS_peak_25029_lociStitched	chr6	135322839	135344037	4	12408	22463.5206	3652.4154	326	1
2_MACS_peak_18966_lociStitched	chr3	46245242	46257718	2	12404	52714.8428	2567.5608	327	1
3_MACS_peak_13806_lociStitched	chr19	42027190	42044131	3	12401	16949.4705	2927.4048	328	1
3_MACS_peak_9374_lociStitched	chr15	65169117	65189983	3	12401	48306.8766	3449.1498	329	1
3_MACS_peak_29757_lociStitched	chrX	39953293	39969610	3	12374	16449.1677	1027.971	330	1
1_MACS_peak_18048_lociStitched	chr22	27003532	27015904	1	12373	29136.06	2465.7396	331	1
2_MACS_peak_3995_lociStitched	chr10	104531182	104544040	2	12351	27032.6592	2246.2926	332	1
2_MACS_peak_20837_lociStitched	chr4	40302433	40320076	2	12344	23650.4415	3147.5112	333	1
3_MACS_peak_595_lociStitched	chr1	37930472	37946402	3	12341	18563.229	2666.682	334	1
2_MACS_peak_20079_lociStitched	chr3	169656137	169668571	2	12339	37929.917	3102.283	335	1
2_MACS_peak_5572_lociStitched	chr11	115088882	115102586	2	12337	50884.3224	2583.204	336	1
4_MACS_peak_6065_lociStitched	chr12	13241956	13256125	4	12334	21130.2297	2711.9466	337	1
3_MACS_peak_10500_lociStitched	chr16	50713941	50732833	3	12333	18961.9004	2841.3568	338	1
2_MACS_peak_17027_lociStitched	chr20	34677156	34690980	2	12330	16056.576	2413.6704	339	1
4_MACS_peak_22269_lociStitched	chr5	55272541	55292219	4	12329	22830.4156	3540.0722	340	1
2_MACS_peak_24032_lociStitched	chr6	31694084	31709439	2	12326	39142.966	3176.9495	341	1
3_MACS_peak_20183_lociStitched	chr3	177062288	177079977	3	12324	40980.1063	4388.6409	342	1
4_MACS_peak_23799_lociStitched	chr6	20197257	20214335	4	12320	15612.7076	2602.6872	343	1
3_MACS_peak_13485_lociStitched	chr19	16694111	16711752	3	12308	30986.4165	3081.8827	344	1
2_MACS_peak_16467_lociStitched	chr2	231725829	231739876	2	12297	27251.18	1300.7522	345	1
4_MACS_peak_15640_lociStitched	chr2	137132607	137153064	4	12275	28809.5931	2970.3564	346	1
5_MACS_peak_21978_lociStitched	chr5	6711482	6738406	5	12214	15050.516	3785.5144	347	1
4_MACS_peak_7101_lociStitched	chr12	109161683	109181131	4	12186	26011.7	3131.128	348	1
3_MACS_peak_17430_lociStitched	chr20	61272901	61291250	3	12184	23558.2811	2387.2049	349	1
6_MACS_peak_5266_lociStitched	chr11	77146760	77171609	6	12170	14263.326	4010.6286	350	1
5_MACS_peak_13082_lociStitched	chr19	1647913	1672864	5	12159	27920.169	4209.2337	351	1
3_MACS_peak_17793_lociStitched	chr21	45194635	45210483	3	12155	30426.5752	3754.3912	352	1
2_MACS_peak_15753_lociStitched	chr2	158293517	158311386	2	12133	46284.2838	3109.206	353	1
3_MACS_peak_20084_lociStitched	chr3	169754927	169776818	3	12132	20813.9628	5389.5642	354	1
5_MACS_peak_5315_lociStitched	chr11	82666394	82690167	5	12114	17656.2071	3603.9868	355	1
2_MACS_peak_23204_lociStitched	chr5	150459359	150475980	2	12111	21806.752	3018.3736	356	1
3_MACS_peak_633_lociStitched	chr1	40029876	40042868	3	12095	14269.1136	2439.8976	357	1
5_MACS_peak_8792_lociStitched	chr15	20969034	20996091	5	12089	19965.3603	3417.2991	358	1
3_MACS_peak_5879_lociStitched	chr12	4216235	4231616	3	12075	73016.6832	2839.3326	359	1
4_MACS_peak_17626_lociStitched	chr21	34732936	34757756	4	12075	27195.274	5246.948	360	1
4_MACS_peak_5639_lociStitched	chr11	118954856	118979806	4	12069	21404.605	4006.97	361	1
2_MACS_peak_10612_lociStitched	chr16	66549011	66561321	2	12063	55579.65	2731.589	362	1
3_MACS_peak_14441_lociStitched	chr2	27374667	27389984	3	12036	21509.6631	2591.6364	363	1
2_MACS_peak_5882_lociStitched	chr12	4250080	4264748	2	12032	17325.8416	2760.5176	364	1
2_MACS_peak_10791_lociStitched	chr16	79628727	79640936	2	12030	16349.0719	886.3734	365	1
3_MACS_peak_1334_lociStitched	chr1	112134463	112148612	3	12025	24466.4508	1467.2513	366	1
1_MACS_peak_2420_lociStitched	chr1	206727716	206739707	1	11992	39724.9839	3510.9648	367	1
4_MACS_peak_27139_lociStitched	chr8	18587640	18614469	4	11992	17623.9701	3418.0146	368	1
5_MACS_peak_22597_lociStitched	chr5	87954442	87976765	5	11976	34006.8582	3426.5805	369	1
4_MACS_peak_4062_lociStitched	chr10	111966865	111986492	4	11974	14520.0546	2997.0429	370	1
5_MACS_peak_10628_lociStitched	chr16	67183977	67209061	5	11958	22324.76	3336.172	371	1
4_MACS_peak_13965_lociStitched	chr19	48823409	48837996	4	11951	23094.1384	2895.5195	372	1
1_MACS_peak_7978_lociStitched	chr13	114556359	114568304	1	11946	42936.3025	2569.3695	373	1
3_MACS_peak_5937_lociStitched	chr12	7022748	7038586	3	11939	18907.4044	2602.1834	374	1
3_MACS_peak_26833_lociStitched	chr7	142490489	142511493	3	11931	44364.6488	4362.5308	375	1
4_MACS_peak_4188_lociStitched	chr10	124332909	124356029	4	11916	8875.768	2332.808	376	1
2_MACS_peak_17167_lociStitched	chr20	43270067	43282286	2	11877	24743.475	2436.4686	377	1
2_MACS_peak_1583_lociStitched	chr1	150120754	150139383	2	11876	24120.8292	3869.2433	378	1
3_MACS_peak_14874_lociStitched	chr2	64862674	64883604	3	11873	24940.188	3158.337	379	1
3_MACS_peak_19918_lociStitched	chr3	151985219	152001859	3	11862	20147.712	2908.672	380	1
2_MACS_peak_11277_lociStitched	chr17	20204548	20221754	2	11861	21328.5576	2147.3088	381	1
3_MACS_peak_13112_lociStitched	chr19	2254653	2271802	3	11849	25188.4512	3719.6181	382	1
2_MACS_peak_9273_lociStitched	chr15	58581815	58595806	2	11840	36149.9458	2150.4167	383	1
2_MACS_peak_24953_lociStitched	chr6	129992787	130011209	2	11809	24464.416	3028.5768	384	1
4_MACS_peak_22037_lociStitched	chr5	15426984	15448907	4	11808	15028.2165	2687.7598	385	1
4_MACS_peak_12032_lociStitched	chr17	62961133	62986810	4	11782	34389.2061	3941.4195	386	1
5_MACS_peak_14434_lociStitched	chr2	27293323	27311126	5	11780	14571.7555	2611.7001	387	1
4_MACS_peak_9344_lociStitched	chr15	63758563	63780304	4	11755	16240.527	3280.7169	388	1
3_MACS_peak_20883_lociStitched	chr4	48191532	48206889	3	11744	22060.3305	2552.3334	389	1
4_MACS_peak_6572_lociStitched	chr12	57021894	57040979	4	11731	17766.2265	3444.8425	390	1
5_MACS_peak_18506_lociStitched	chr22	50962590	50983493	5	11723	19997.9001	3056.0186	391	1
1_MACS_peak_15999_lociStitched	chr2	182168369	182180078	1	11710	35451.3393	2279.7423	392	1
4_MACS_peak_5658_lociStitched	chr11	120195354	120216663	4	11703	13656.9381	3699.2424	393	1
2_MACS_peak_22614_lociStitched	chr5	88634814	88652746	2	11699	33726.5056	2913.95	394	1
3_MACS_peak_300_lociStitched	chr1	23849828	23866973	3	11687	48100.2975	3243.834	395	1
3_MACS_peak_26069_lociStitched	chr7	74057099	74076987	3	11671	20222.1184	2822.1072	396	1
4_MACS_peak_14072_lociStitched	chr19	54872515	54900983	4	11671	12850.4552	3438.9344	397	1
2_MACS_peak_17724_lociStitched	chr21	41295561	41310681	2	11651	34570.368	3981.096	398	1
4_MACS_peak_14687_lociStitched	chr2	46789008	46803210	4	11637	15914.7612	2722.5234	399	1
3_MACS_peak_12839_lociStitched	chr18	52929982	52948393	3	11629	23402.2221	2688.006	400	1
3_MACS_peak_17757_lociStitched	chr21	43638921	43657922	3	11619	25681.7516	4404.4318	401	1
3_MACS_peak_23637_lociStitched	chr6	7134927	7148243	3	11590	22313.6212	2612.5992	402	1
2_MACS_peak_6351_lociStitched	chr12	46776085	46794003	2	11577	22112.6038	3080.1042	403	1
3_MACS_peak_24868_lociStitched	chr6	117858834	117877468	3	11563	19215.3808	2761.5588	404	1
4_MACS_peak_12608_lociStitched	chr18	23745901	23771927	4	11551	16971.5546	3323.5202	405	1
1_MACS_peak_4079_lociStitched	chr10	112214706	112226236	1	11531	54352.42	2181.476	406	1
2_MACS_peak_15733_lociStitched	chr2	153913730	153928943	2	11530	25253.58	2017.2438	407	1
2_MACS_peak_7623_lociStitched	chr13	46269044	46281218	2	11526	28566.291	1341.5748	408	1
3_MACS_peak_26371_lociStitched	chr7	101921188	101936001	3	11513	16476.4999	2061.9696	409	1
3_MACS_peak_20406_lociStitched	chr3	193847696	193860576	3	11509	17815.616	2787.232	410	1
3_MACS_peak_25677_lociStitched	chr7	29706170	29726315	3	11487	14885.1405	2971.3875	411	1
2_MACS_peak_17319_lociStitched	chr20	52267929	52279801	2	11469	30799.5296	2107.28	412	1
1_MACS_peak_23703_lociStitched	chr6	11826657	11838123	1	11467	67565.6982	2199.1788	413	1
1_MACS_peak_2095_lociStitched	chr1	181095120	181106586	1	11467	29119.0536	2773.6254	414	1
1_MACS_peak_4881_lociStitched	chr11	60601905	60613367	1	11463	26041.664	2016.1658	415	1
2_MACS_peak_13673_lociStitched	chr19	35694343	35708342	2	11449	34483.7367	2896.3931	416	1
4_MACS_peak_27348_lociStitched	chr8	33410185	33428092	4	11441	23008.7043	2755.8873	417	1
1_MACS_peak_23163_lociStitched	chr5	148204601	148216036	1	11436	25520.633	2716.956	418	1
1_MACS_peak_10542_lociStitched	chr16	56943210	56954632	1	11423	52778.7776	2298.1064	419	1
4_MACS_peak_17375_lociStitched	chr20	55957867	55975560	4	11421	18864.2766	2924.6529	420	1
3_MACS_peak_13300_lociStitched	chr19	10329332	10348038	3	11419	23868.856	2525.31	421	1
4_MACS_peak_2186_lociStitched	chr1	187000872	187021994	4	11416	16261.8278	4321.5612	422	1
3_MACS_peak_6707_lociStitched	chr12	68751884	68770745	3	11398	31446.9453	3164.8758	423	1
1_MACS_peak_6445_lociStitched	chr12	51311774	51323155	1	11382	22719.8903	2478.7818	424	1
1_MACS_peak_21309_lociStitched	chr4	105406407	105417778	1	11372	33528.5306	1793.2067	425	1
2_MACS_peak_1870_lociStitched	chr1	161144704	161158161	2	11361	36741.6471	3796.2197	426	1
2_MACS_peak_24296_lociStitched	chr6	45386614	45402263	2	11358	25179.241	2255.0209	427	1
3_MACS_peak_23914_lociStitched	chr6	27098276	27116086	3	11322	26909.129	2920.84	428	1
5_MACS_peak_2434_lociStitched	chr1	206987236	207007761	5	11311	11990.705	4770.01	429	1
2_MACS_peak_29161_lociStitched	chr9	117659660	117673429	2	11307	15930.733	2441.2437	430	1
4_MACS_peak_21052_lociStitched	chr4	76022941	76044176	4	11300	28620.533	3253.202	431	1
3_MACS_peak_5320_lociStitched	chr11	82704021	82719977	3	11294	22505.938	2399.7824	432	1
1_MACS_peak_20198_lociStitched	chr3	178230153	178241440	1	11288	27863.0882	2904.1451	433	1
4_MACS_peak_11073_lociStitched	chr17	6914816	6940405	4	11273	39911.1633	3357.2768	434	1
4_MACS_peak_13970_lociStitched	chr19	48879966	48902460	4	11269	27300.9678	3227.889	435	1
5_MACS_peak_4984_lociStitched	chr11	64611212	64634324	5	11262	18103.6296	3293.46	436	1
4_MACS_peak_24782_lociStitched	chr6	109186454	109207068	4	11260	13650.5908	3112.714	437	1
3_MACS_peak_8598_lociStitched	chr14	91781614	91801829	3	11254	14938.885	1829.4575	438	1
3_MACS_peak_19969_lociStitched	chr3	156381220	156405479	3	11234	17857.0499	5540.7556	439	1
3_MACS_peak_5734_lociStitched	chr11	126172997	126189778	3	11227	19606.9204	2882.9758	440	1
3_MACS_peak_27554_lociStitched	chr8	61811615	61830335	3	11213	13783.536	2933.424	441	1
3_MACS_peak_7067_lociStitched	chr12	106528492	106544069	3	11198	22413.7453	2989.2263	442	1
3_MACS_peak_5122_lociStitched	chr11	67644642	67659860	3	11195	30618.616	2465.316	443	1
3_MACS_peak_17322_lociStitched	chr20	52336823	52358683	3	11173	23534.476	3023.238	444	1
1_MACS_peak_24769_lociStitched	chr6	108986325	108997495	1	11171	25040.906	1881.028	445	1
5_MACS_peak_15427_lociStitched	chr2	112687426	112712177	5	11166	11699.7977	3024.5722	446	1
4_MACS_peak_29145_lociStitched	chr9	117259033	117281830	4	11148	15059.6982	3501.6192	447	1
4_MACS_peak_1363_lociStitched	chr1	115236695	115260184	4	11146	16496.3247	1406.9911	448	1
3_MACS_peak_23237_lociStitched	chr5	153651336	153665869	3	11143	12528.8993	2073.8591	449	1
4_MACS_peak_1003_lociStitched	chr1	66896514	66912835	4	11143	18561.8733	2993.2714	450	1
4_MACS_peak_27783_lociStitched	chr8	95987155	96006018	4	11140	10527.4403	1537.3345	451	1
1_MACS_peak_5886_lociStitched	chr12	4377277	4388413	1	11137	30453.6192	1988.8896	452	1
4_MACS_peak_11081_lociStitched	chr17	7136576	7156724	4	11105	23996.268	3014.1408	453	1
2_MACS_peak_16820_lociStitched	chr20	17826235	17840369	2	11100	21305.5916	1971.693	454	1
2_MACS_peak_11039_lociStitched	chr17	4841917	4855123	2	11099	29022.8262	2108.9982	455	1
6_MACS_peak_28985_lociStitched	chr9	101996714	102029499	6	11095	16802.3125	4566.9505	456	1
3_MACS_peak_25854_lociStitched	chr7	45024884	45042160	3	11084	15690.0632	2563.7584	457	1
4_MACS_peak_14106_lociStitched	chr19	56145555	56168044	4	11080	21438.7637	3092.2375	458	1
3_MACS_peak_22846_lociStitched	chr5	121647013	121661351	3	11077	11013.0178	1828.095	459	1
4_MACS_peak_11122_lociStitched	chr17	8088566	8104391	4	11073	12761.28	3022.575	460	1
4_MACS_peak_9760_lociStitched	chr15	90573901	90591951	4	11061	17669.145	2638.91	461	1
3_MACS_peak_23392_lociStitched	chr5	171601041	171616219	3	11056	19207.759	2548.3862	462	1
3_MACS_peak_24179_lociStitched	chr6	37121642	37141050	3	11041	24915.9904	3120.8064	463	1
5_MACS_peak_5084_lociStitched	chr11	66861817	66889401	5	11031	12837.5936	3489.376	464	1
4_MACS_peak_8980_lociStitched	chr15	38360712	38380439	4	11030	23453.4303	3300.3271	465	1
2_MACS_peak_4080_lociStitched	chr10	112255851	112273164	2	11028	24783.5595	2946.6726	466	1
3_MACS_peak_734_lociStitched	chr1	44289746	44306084	3	11027	14186.2854	2720.277	467	1
5_MACS_peak_22095_lociStitched	chr5	32275830	32295807	5	11002	12040.1379	2834.7363	468	1
4_MACS_peak_14902_lociStitched	chr2	65601207	65623107	4	10992	14738.7	3534.66	469	1
4_MACS_peak_10331_lociStitched	chr16	29464395	29484618	4	10975	14038.8066	3611.8278	470	1
1_MACS_peak_17778_lociStitched	chr21	44723884	44734855	1	10972	36071.5509	2693.3805	471	1
3_MACS_peak_22583_lociStitched	chr5	86408063	86420197	3	10967	20398.4674	2374.6238	472	1
1_MACS_peak_2476_lociStitched	chr1	209274216	209285178	1	10963	51035.7834	3124.17	473	1
2_MACS_peak_1747_lociStitched	chr1	155902976	155918819	2	10947	19109.8266	3932.2326	474	1
3_MACS_peak_9815_lociStitched	chr15	93346012	93364538	3	10941	31053.2812	2873.3826	475	1
2_MACS_peak_26756_lociStitched	chr7	136034835	136047431	2	10919	17903.9544	3060.828	476	1
3_MACS_peak_28098_lociStitched	chr8	133958346	133973205	3	10915	8740.0638	1925.7264	477	1
3_MACS_peak_242_lociStitched	chr1	17221178	17241782	3	10914	64651.2312	5431.2144	478	1
4_MACS_peak_21835_lociStitched	chr4	185366640	185381780	4	10882	21877.3	2738.826	479	1
3_MACS_peak_2653_lociStitched	chr1	223899452	223915882	3	10858	19525.412	4054.924	480	1
3_MACS_peak_445_lociStitched	chr1	28558647	28577270	3	10852	17865.0439	3137.9755	481	1
6_MACS_peak_17949_lociStitched	chr22	22549325	22573289	6	10851	19636.1016	3709.6272	482	1
4_MACS_peak_30012_lociStitched	chrX	70837282	70857772	4	10839	11347.362	1633.053	483	1
3_MACS_peak_17315_lociStitched	chr20	52224963	52244752	3	10829	31201.3163	2406.3424	484	1
2_MACS_peak_6184_lociStitched	chr12	27329556	27340879	2	10827	20434.6181	2174.016	485	1
5_MACS_peak_23675_lociStitched	chr6	10403365	10431039	5	10801	21718.5552	3392.8324	486	1
2_MACS_peak_29076_lociStitched	chr9	112668712	112683236	2	10797	36752.982	2702.9164	487	1
2_MACS_peak_17614_lociStitched	chr21	34600757	34613240	2	10793	34747.6788	3007.1547	488	1
2_MACS_peak_2525_lociStitched	chr1	211686665	211702559	2	10782	19745.1162	3345.687	489	1
3_MACS_peak_20577_lociStitched	chr4	6168563	6187159	3	10780	12001.8584	2532.7752	490	1
4_MACS_peak_8641_lociStitched	chr14	94424558	94445734	4	10775	11737.8568	1806.3128	491	1
2_MACS_peak_3323_lociStitched	chr10	43890676	43906146	2	10762	23828.441	2566.473	492	1
2_MACS_peak_7979_lociStitched	chr13	114581582	114595135	2	10758	23606.6154	2000.4228	493	1
1_MACS_peak_27780_lociStitched	chr8	95952593	95963337	1	10745	14995.4008	978.7784	494	1
3_MACS_peak_18689_lociStitched	chr3	15835295	15851656	3	10744	15734.3737	2679.9318	495	1
2_MACS_peak_15420_lociStitched	chr2	112481694	112494682	2	10737	14146.5296	1935.212	496	1
2_MACS_peak_17381_lociStitched	chr20	56047338	56058248	2	10733	28601.656	1837.244	497	1
1_MACS_peak_28354_lociStitched	chr9	9604919	9615650	1	10732	20118.4788	1488.3897	498	1
4_MACS_peak_29189_lociStitched	chr9	123688964	123707708	4	10726	17143.2624	3353.3016	499	1
3_MACS_peak_20238_lociStitched	chr3	182098024	182113229	3	10717	12440.731	3346.6205	500	1
3_MACS_peak_5772_lociStitched	chr11	129233422	129249607	3	10713	22607.208	2738.502	501	1
4_MACS_peak_5283_lociStitched	chr11	78127082	78140188	4	10712	12541.1314	2031.43	502	1
4_MACS_peak_9638_lociStitched	chr15	81608650	81624591	4	10698	13019.0147	2631.8591	503	1
3_MACS_peak_22485_lociStitched	chr5	75585577	75601000	3	10694	11824.8141	2375.142	504	1
2_MACS_peak_26410_lociStitched	chr7	104576068	104587095	2	10687	32376.3747	1989.2708	505	1
4_MACS_peak_19495_lociStitched	chr3	111791309	111812389	4	10680	12620.596	3520.36	506	1
4_MACS_peak_7239_lociStitched	chr12	120966062	120978736	4	10670	9443.3974	1372.5942	507	1
2_MACS_peak_24972_lociStitched	chr6	130833390	130848234	2	10670	13635.6984	2189.49	508	1
4_MACS_peak_24094_lociStitched	chr6	33537582	33559223	4	10641	20784.0164	3421.4421	509	1
1_MACS_peak_2761_lociStitched	chr1	230238256	230248861	1	10606	19639.3995	2983.1865	510	1
4_MACS_peak_16967_lociStitched	chr20	32360424	32381311	4	10594	18088.142	3030.7037	511	1
2_MACS_peak_30227_lociStitched	chrX	119434575	119445682	2	10593	23000.3756	1125.1391	512	1
3_MACS_peak_5129_lociStitched	chr11	67760370	67778776	3	10550	23322.2426	2672.5512	513	1
2_MACS_peak_6849_lociStitched	chr12	89737920	89749611	2	10548	22468.9329	2438.7426	514	1
3_MACS_peak_20800_lociStitched	chr4	38063195	38078260	3	10541	8980.2465	2428.478	515	1
1_MACS_peak_23030_lociStitched	chr5	138719899	138730438	1	10540	32249.34	2199.4893	516	1
2_MACS_peak_29589_lociStitched	chrX	11439771	11454416	2	10538	15186.865	1471.8225	517	1
1_MACS_peak_11715_lociStitched	chr17	43297947	43308474	1	10528	54723.5568	2203.3011	518	1
4_MACS_peak_8353_lociStitched	chr14	63934247	63951907	4	10513	9073.708	1469.312	519	1
2_MACS_peak_14891_lociStitched	chr2	65204530	65221148	2	10501	21187.95	2514.3034	520	1
3_MACS_peak_23119_lociStitched	chr5	142952380	142975506	3	10490	19187.6422	3344.0196	521	1
4_MACS_peak_18314_lociStitched	chr22	39911047	39929756	4	10476	21320.7764	3479.874	522	1
4_MACS_peak_306_lociStitched	chr1	23937076	23954726	4	10471	14382.985	2961.67	523	1
1_MACS_peak_1147_lociStitched	chr1	87792749	87803210	1	10462	14721.7653	1785.6927	524	1
5_MACS_peak_20113_lociStitched	chr3	171851101	171872264	5	10462	10742.3388	4378.6247	525	1
2_MACS_peak_14941_lociStitched	chr2	68989007	69004002	2	10460	24048.981	2688.6035	526	1
5_MACS_peak_23088_lociStitched	chr5	141385644	141405461	5	10451	17066.4004	3358.9815	527	1
