REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
4_MACS_peak_19390_lociStitched	chr3	98472196	98496142	4	19125	43191.4002	3998.982	163	ST3GAL6		ST3GAL6	ST3GAL6	0.8551000000000001	163	1
3_MACS_peak_19981_lociStitched	chr3	156804214	156825014	3	15826	44516.16	5328.96	164	LOC100498859,LOC339894		LOC100498859	LOC100498859	1.8258	164	1
1_MACS_peak_26415_lociStitched	chr7	104651602	104657788	1	6187	40552.323	1380.0966	165	MLL5,LOC100216545		MLL5	MLL5	0.3453	165	1
2_MACS_peak_1774_lociStitched	chr1	156450323	156476346	2	21820	45693.7857	6573.4098	166	MEF2D		MEF2D	MEF2D	0.7833	166	1
1_MACS_peak_23892_lociStitched	chr6	26355045	26368081	1	13037	41655.2344	2543.3236	167	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.2694	167	1
3_MACS_peak_21003_lociStitched	chr4	71525352	71555397	3	20364	43952.8305	5206.7985	168	UTP3,IGJ	ENAM,RUFY3	IGJ	IGJ	0.6927000000000001	168	1
2_MACS_peak_240_lociStitched	chr1	17065542	17075562	2	4122	41596.026	3052.092	169		ESPNP,MST1P9	MST1P9	NONE	NONE	169	1
4_MACS_peak_2364_lociStitched	chr1	204474562	204493954	4	15235	43441.9584	4993.44	170	MDM4	PIK3C2B	MDM4	MDM4	0.6353	170	1
2_MACS_peak_12292_lociStitched	chr17	76710974	76733683	2	19218	42845.0703	4534.9873	171	CYTH1		CYTH1	CYTH1	0.6075999999999999	171	1
5_MACS_peak_23931_lociStitched	chr6	27774501	27808122	5	18012	43640.058	5527.2924	172	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4J	HIST1H1B	0.5609	172	1
4_MACS_peak_6378_lociStitched	chr12	48196040	48218967	4	16992	41894.5071	3794.4185	173	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.7972	173	1
1_MACS_peak_238_lociStitched	chr1	16991956	16994907	1	2952	39571.4345	1583.5066	174		MST1P2,CROCCP2	MST1P2	MST1P2	0.7748000000000002	174	1
1_MACS_peak_20175_lociStitched	chr3	176911547	176921184	1	9638	40492.7466	2590.4256	175	TBL1XR1		TBL1XR1	TBL1XR1	0.2925	175	1
1_MACS_peak_22284_lociStitched	chr5	55436859	55453866	1	17008	40335.5019	2894.5914	176	ANKRD55		ANKRD55	ANKRD55	0.3234	176	1
2_MACS_peak_17122_lociStitched	chr20	40709726	40727485	2	13620	39908.0248	2514.6744	177	PTPRT		CHD6	CHD6	NONE	177	1
2_MACS_peak_20404_lociStitched	chr3	193815260	193823445	2	8138	40125.3255	2744.4305	178		HES1	HES1	HES1	1.0764	178	1
3_MACS_peak_26213_lociStitched	chr7	90337276	90367846	3	18939	42201.885	5068.506	179	CDK14		CDK14	CDK14	0.08839999999999999	179	1
1_MACS_peak_17215_lociStitched	chr20	45978083	45987373	1	9291	38837.774	1908.166	180	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.22609999999999997	180	1
3_MACS_peak_11460_lociStitched	chr17	34408668	34432975	3	22279	40930.5573	4212.4031	181	CCL4,CCL3	CCL18	CCL3	CCL3	2.1098	181	1
3_MACS_peak_20183_lociStitched	chr3	177062288	177079977	3	12324	40980.1063	4388.6409	182			TBL1XR1	TBL1XR1	0.2925	182	1
4_MACS_peak_11073_lociStitched	chr17	6914816	6940405	4	11273	39911.1633	3357.2768	183	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	ALOX12	0.9345	183	1
4_MACS_peak_18567_lociStitched	chr3	5222526	5256500	4	24189	41410.9086	5048.5364	184	ARL8B,EDEM1		EDEM1	EDEM1	0.7936000000000001	184	1
1_MACS_peak_11546_lociStitched	chr17	37909227	37916198	1	6972	37947.3356	1585.2054	185		GRB7,C17orf37	GRB7	C17orf37	0.2064	185	1
1_MACS_peak_14611_lociStitched	chr2	42322882	42335303	1	12422	38846.6775	2514.0104	186		PKDCC	PKDCC	PKDCC	0.011700000000000002	186	1
1_MACS_peak_2420_lociStitched	chr1	206727716	206739707	1	11992	39724.9839	3510.9648	187	RASSF5	LGTN	RASSF5	RASSF5	0.46270000000000006	187	1
7_MACS_peak_10669_lociStitched	chr16	68269754	68320257	7	26814	43619.4411	7625.953	188	PLA2G15,SLC7A6,ESRP2	PRMT7,SLC7A6OS	SLC7A6	SLC7A6	0.321	188	1
2_MACS_peak_24032_lociStitched	chr6	31694084	31709439	2	12326	39142.966	3176.9495	189	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.2527999999999997	189	1
1_MACS_peak_8774_lociStitched	chr14	106323757	106329621	1	5865	36438.3096	640.9352	190			KIAA0125	KIAA0125	NONE	190	1
5_MACS_peak_14853_lociStitched	chr2	64430299	64456679	5	19243	40213.672	4431.84	191	LOC150992		LOC150992	LOC150992	0.3546	191	1
2_MACS_peak_2350_lociStitched	chr1	203721939	203736610	2	8611	39095.2808	3343.5209	192	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.2697	192	1
2_MACS_peak_14279_lociStitched	chr2	11883300	11898307	2	15005	38704.5537	3182.9847	193	LPIN1		LPIN1	LPIN1	0.36629999999999996	193	1
2_MACS_peak_22106_lociStitched	chr5	32570707	32590140	2	14591	38992.3145	3511.5431	194	SUB1		SUB1	SUB1	0.8965	194	1
3_MACS_peak_14112_lociStitched	chr19	56328940	56351885	3	12624	38559.0725	3271.957	195	NLRP4,NLRP11		NLRP4	NLRP4	0.1396	195	1
1_MACS_peak_9533_lociStitched	chr15	75334082	75341824	1	7743	37162.3742	1961.0486	196	PPCDC	SCAMP5	PPCDC	PPCDC	1.3010000000000002	196	1
3_MACS_peak_23854_lociStitched	chr6	25365855	25390602	3	20391	39342.7806	4328.2503	197	LRRC16A		LRRC16A	LRRC16A	0.3782	197	1
3_MACS_peak_1847_lociStitched	chr1	160633446	160655998	3	14392	40158.3464	5182.4496	198	CD48	SLAMF1	SLAMF1	SLAMF1	0.027100000000000013	198	1
7_MACS_peak_14967_lociStitched	chr2	70331393	70360987	7	15114	39505.0306	4533.8008	199	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	5.035	199	1
2_MACS_peak_20079_lociStitched	chr3	169656137	169668571	2	12339	37929.917	3102.283	200	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	1.2859	200	1
3_MACS_peak_9515_lociStitched	chr15	75063180	75083657	3	19279	38322.7055	3780.0542	201	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	CSK	1.0256	201	1
1_MACS_peak_10543_lociStitched	chr16	56962936	56975749	1	12814	37308.8934	2768.8893	202	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.6183999999999998	202	1
3_MACS_peak_2381_lociStitched	chr1	205242328	205258827	3	12990	38751.2013	4236.9432	203	TMCC2	NUAK2	NUAK2	NUAK2	0.32530000000000003	203	1
3_MACS_peak_23698_lociStitched	chr6	11713277	11736193	3	15582	37680.7788	3290.7376	204	C6orf105		C6orf105	C6orf105	0.5017	204	1
2_MACS_peak_1556_lociStitched	chr1	149213977	149225932	2	6586	38407.8285	4040.79	205			LOC388692	LOC388692	NONE	205	1
3_MACS_peak_1749_lociStitched	chr1	155938500	155954206	3	13990	38572.3654	4309.7264	206	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	1.0288	206	1
1_MACS_peak_11063_lociStitched	chr17	6062091	6071728	1	9638	36013.469	1840.667	207			WSCD1	WSCD1	NONE	207	1
3_MACS_peak_15755_lociStitched	chr2	158323464	158337889	3	9796	36697.2	2533.03	208		CYTIP	CYTIP	CYTIP	1.0069	208	1
1_MACS_peak_14628_lociStitched	chr2	43444097	43457066	1	12970	36645.2064	2552.2992	209	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.3962000000000003	209	1
1_MACS_peak_3256_lociStitched	chr10	30988635	30997112	1	8478	35756.8337	1704.7247	210			LYZL2	LYZL2	NONE	210	1
2_MACS_peak_29076_lociStitched	chr9	112668712	112683236	2	10797	36752.982	2702.9164	211	PALM2,PALM2-AKAP2		PALM2	PALM2	0.1727	211	1
2_MACS_peak_9273_lociStitched	chr15	58581815	58595806	2	11840	36149.9458	2150.4167	212			LIPC	LIPC	NONE	212	1
1_MACS_peak_20993_lociStitched	chr4	69434269	69444218	1	9950	35452.2666	1700.2841	213		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.3371	213	1
2_MACS_peak_29086_lociStitched	chr9	112903979	112925525	2	21538	38285.0874	4645.3176	214	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.35829999999999995	214	1
3_MACS_peak_1851_lociStitched	chr1	160694375	160715636	3	13365	38875.7385	5370.5286	215	SLAMF7	CD48	SLAMF7	CD48	1.0657	215	1
3_MACS_peak_21029_lociStitched	chr4	74453966	74475679	3	13598	36462.6409	3015.9357	216	RASSF6		RASSF6	RASSF6	0.6168	216	1
1_MACS_peak_17778_lociStitched	chr21	44723884	44734855	1	10972	36071.5509	2693.3805	217			SIK1	SIK1	NONE	217	1
1_MACS_peak_11382_lociStitched	chr17	29634929	29649526	1	14598	36021.0169	2653.7346	218	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	1.2453	218	1
1_MACS_peak_15999_lociStitched	chr2	182168369	182180078	1	11710	35451.3393	2279.7423	219			ITGA4	ITGA4	NONE	219	1
1_MACS_peak_2137_lociStitched	chr1	183809045	183816024	1	6980	34753.3263	1678.4495	220	RGL1		APOBEC4	APOBEC4	NONE	220	1
2_MACS_peak_9636_lociStitched	chr15	81576119	81596103	2	14877	37002.3744	3974.8176	221	IL16	STARD5	IL16	STARD5	0.42250000000000004	221	1
2_MACS_peak_27298_lociStitched	chr8	29404316	29416975	2	10084	35071.7595	2102.6599	222			C8orf75	C8orf75	0.4264	222	1
2_MACS_peak_1870_lociStitched	chr1	161144704	161158161	2	11361	36741.6471	3796.2197	223	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2,NR1I3	B4GALT3	B4GALT3	1.1341999999999999	223	1
4_MACS_peak_17659_lociStitched	chr21	36235800	36262894	4	14422	38251.3092	5424.2188	224	RUNX1		RUNX1	RUNX1	0.1429	224	1
2_MACS_peak_9534_lociStitched	chr15	75352675	75371294	2	14519	35644.2136	2835.6737	225		PPCDC	PPCDC	PPCDC	1.3010000000000002	225	1
5_MACS_peak_18969_lociStitched	chr3	46317815	46347617	5	26520	37619.0646	4854.7458	226		CCR3,CCR2	CCR3	CCR2	0.6678	226	1
4_MACS_peak_5324_lociStitched	chr11	82764384	82790516	4	15087	37256.3924	4541.7416	227	RAB30	SNORA70E	RAB30	RAB30	0.5584	227	1
3_MACS_peak_19243_lociStitched	chr3	69128082	69155609	3	20034	37103.6433	4453.8686	228	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	1.0224000000000002	228	1
5_MACS_peak_23420_lociStitched	chr5	173310016	173344017	5	28221	38274.9257	5701.9677	229	CPEB4		CPEB4	CPEB4	0.43029999999999996	229	1
4_MACS_peak_3031_lociStitched	chr10	7510989	7536582	4	18546	36462.3471	3913.1697	230			SFMBT2	SFMBT2	NONE	230	1
2_MACS_peak_25027_lociStitched	chr6	135190401	135204208	2	8415	34728.7471	2309.9111	231			ALDH8A1	ALDH8A1	NONE	231	1
1_MACS_peak_1684_lociStitched	chr1	154296487	154303144	1	6658	34380.7422	1972.4691	232	AQP10,ATP8B2		ATP8B2	ATP8B2	1.4458	232	1
3_MACS_peak_10254_lociStitched	chr16	23404589	23419410	3	10245	34575.9109	2184.6154	233	COG7		COG7	COG7	0.47479999999999994	233	1
1_MACS_peak_25648_lociStitched	chr7	26002405	26012402	1	9998	34572.6251	2187.3436	234		MIR148A	MIR148A	MIR148A	1.5791	234	1
1_MACS_peak_1491_lociStitched	chr1	145448200	145457970	1	9771	35914.52	3555.303	235	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	1.7594	235	1
1_MACS_peak_25563_lociStitched	chr7	20254555	20263533	1	8979	33845.2644	2090.0784	236	MACC1		MACC1	MACC1	0.40070000000000006	236	1
2_MACS_peak_17614_lociStitched	chr21	34600757	34613240	2	10793	34747.6788	3007.1547	237	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.8886999999999999	237	1
1_MACS_peak_21309_lociStitched	chr4	105406407	105417778	1	11372	33528.5306	1793.2067	238	CXXC4		CXXC4	CXXC4	1.0705	238	1
1_MACS_peak_24722_lociStitched	chr6	106439033	106447560	1	8528	33200.7272	1481.9926	239			PRDM1	PRDM1	3.3579999999999997	239	1
2_MACS_peak_23432_lociStitched	chr5	173696145	173710319	2	12819	34078.5482	2371.3102	240			HMP19	HMP19	NONE	240	1
5_MACS_peak_12192_lociStitched	chr17	73850495	73875869	5	13207	35531.2122	3884.7594	241	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.4552	241	1
2_MACS_peak_13673_lociStitched	chr19	35694343	35708342	2	11449	34483.7367	2896.3931	242		FXYD5,LSR,FAM187B	FAM187B	LSR	0.4978	242	1
1_MACS_peak_1319_lociStitched	chr1	111172604	111181638	1	9035	32774.4486	1235.8512	243		KCNA2,KCNA3	KCNA2	KCNA3	0.741	243	1
3_MACS_peak_3709_lociStitched	chr10	81001125	81020623	3	16735	34667.444	3195.7222	244	ZMIZ1		PPIF	PPIF	NONE	244	1
3_MACS_peak_24237_lociStitched	chr6	42737679	42752635	3	9911	33501.44	2135.7168	245		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.45720000000000005	245	1
1_MACS_peak_15122_lociStitched	chr2	86219412	86229245	1	9834	33404.6676	2060.0135	246		LOC90784	LOC90784	LOC90784	0.06009999999999999	246	1
3_MACS_peak_8550_lociStitched	chr14	81930585	81953513	3	17173	33289.1632	2207.9664	247	SEL1L		SEL1L	SEL1L	0.47959999999999997	247	1
2_MACS_peak_7035_lociStitched	chr12	104318254	104326076	2	7696	32598.185	1570.6576	248	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.4038	248	1
4_MACS_peak_2138_lociStitched	chr1	183856419	183885931	4	15382	37046.4136	6076.5208	249	RGL1		GLT25D2	GLT25D2	NONE	249	1
1_MACS_peak_28137_lociStitched	chr8	137188710	137201718	1	13009	33252.3504	2415.5856	250			KHDRBS3	KHDRBS3	NONE	250	1
2_MACS_peak_22614_lociStitched	chr5	88634814	88652746	2	11699	33726.5056	2913.95	251			MEF2C	MEF2C	0.47440000000000004	251	1
3_MACS_peak_24592_lociStitched	chr6	88612473	88640590	3	20221	35016.9118	4248.4787	252			SPACA1	SPACA1	NONE	252	1
11_MACS_peak_25086_lociStitched	chr6	138246188	138297590	11	29008	38351.0322	7725.7206	253			TNFAIP3	TNFAIP3	0.8521000000000001	253	1
6_MACS_peak_9873_lociStitched	chr15	101661135	101692527	6	20495	35425.872	4834.368	254			CHSY1	CHSY1	0.24300000000000002	254	1
2_MACS_peak_17724_lociStitched	chr21	41295561	41310681	2	11651	34570.368	3981.096	255	PCP4		PCP4	PCP4	0.22219999999999998	255	1
5_MACS_peak_22597_lociStitched	chr5	87954442	87976765	5	11976	34006.8582	3426.5805	256	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.2448	256	1
2_MACS_peak_24613_lociStitched	chr6	90055612	90071354	2	15724	33591.8538	3104.3224	257	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.7215	257	1
2_MACS_peak_26463_lociStitched	chr7	106503667	106513866	2	9961	33435.3817	2974.0284	258	PIK3CG		PIK3CG	PIK3CG	0.7033	258	1
4_MACS_peak_12032_lociStitched	chr17	62961133	62986810	4	11782	34389.2061	3941.4195	259	AMZ2P1	LRRC37A3	AMZ2P1	AMZ2P1	0.4606	259	1
2_MACS_peak_26410_lociStitched	chr7	104576068	104587095	2	10687	32376.3747	1989.2708	260		LOC723809	LOC723809	LOC723809	0.2415	260	1
4_MACS_peak_23466_lociStitched	chr5	176717110	176740733	4	14333	34633.6803	4292.2991	261	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.5567	261	1
6_MACS_peak_28013_lociStitched	chr8	126285062	126322918	6	24792	35842.0608	5572.4032	262	NSMCE2		TRIB1	TRIB1	NONE	262	1
3_MACS_peak_25844_lociStitched	chr7	44656567	44680443	3	16006	34190.432	3963.416	263	OGDH	DDX56,TMED4	OGDH	TMED4	0.3759	263	1
2_MACS_peak_22942_lociStitched	chr5	131789887	131804149	2	12763	33267.5412	3121.9518	264	C5orf56	IRF1	IRF1	IRF1	0.42310000000000003	264	1
1_MACS_peak_23030_lociStitched	chr5	138719899	138730438	1	10540	32249.34	2199.4893	265	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.4368	265	1
1_MACS_peak_3121_lociStitched	chr10	15824463	15834318	1	9856	31659.1875	1672.3935	266	FAM188A		ITGA8	ITGA8	NONE	266	1
2_MACS_peak_12077_lociStitched	chr17	66229887	66245561	2	9751	32547.061	2605.0188	267	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	AMZ2	0.5285	267	1
3_MACS_peak_22829_lociStitched	chr5	118657534	118678812	3	16151	33802.2308	3902.3852	268	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.29159999999999997	268	1
1_MACS_peak_20024_lociStitched	chr3	160115961	160123869	1	7909	31815.4656	2003.8872	269	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.6371	269	1
1_MACS_peak_13940_lociStitched	chr19	47613698	47617895	1	4198	30770.7252	982.5177	270	ZC3H4	SAE1	ZC3H4	ZC3H4	0.46710000000000007	270	1
4_MACS_peak_12237_lociStitched	chr17	75078953	75093468	4	13636	32606.496	2860.9065	271	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	2.0044	271	1
1_MACS_peak_15124_lociStitched	chr2	86261449	86267400	1	5952	30929.7274	1246.7345	272	POLR1A	LOC90784	LOC90784	LOC90784	0.06009999999999999	272	1
2_MACS_peak_1069_lociStitched	chr1	75595376	75612819	2	16963	32266.0614	2621.6829	273	LHX8		LHX8	LHX8	0.6917000000000001	273	1
4_MACS_peak_14291_lociStitched	chr2	13680324	13702478	4	15625	32821.151	3267.715	274			MIR3125	MIR3125	NONE	274	1
1_MACS_peak_25883_lociStitched	chr7	47512692	47522998	1	10307	31911.4984	2403.3592	275	TNS3		TNS3	TNS3	0.1241	275	1
1_MACS_peak_7017_lociStitched	chr12	102870270	102879519	1	9250	31197.8019	1812.804	276	IGF1		IGF1	IGF1	0.30970000000000003	276	1
1_MACS_peak_7787_lociStitched	chr13	78688391	78696839	1	8449	30798.8736	1506.2784	277			EDNRB	EDNRB	NONE	277	1
4_MACS_peak_28858_lociStitched	chr9	93670948	93690443	4	15540	32523.5085	3296.6045	278			SYK	SYK	NONE	278	1
3_MACS_peak_19643_lociStitched	chr3	124479957	124512571	3	20321	33944.6512	4725.7686	279	ITGB5	UMPS	UMPS	UMPS	0.0228	279	1
2_MACS_peak_2285_lociStitched	chr1	200850523	200864813	2	10276	32135.352	3020.906	280	C1orf106	GPR25	C1orf106	C1orf106	0.7908	280	1
2_MACS_peak_20411_lociStitched	chr3	194022115	194034163	2	7625	31703.1072	2608.392	281	LOC100131551	CPN2	LOC100131551	LOC100131551	1.3567	281	1
1_MACS_peak_27927_lociStitched	chr8	118449260	118457936	1	8677	30777.2424	1741.2732	282			MED30	MED30	NONE	282	1
4_MACS_peak_23875_lociStitched	chr6	26183519	26207198	4	13687	32809.6224	3862.0449	283	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	1.4388	283	1
3_MACS_peak_5208_lociStitched	chr11	72977727	73001828	3	14594	32312.2107	3439.2127	284	P2RY6	P2RY2,ARHGEF17	P2RY6	P2RY6	0.6693	284	1
1_MACS_peak_15933_lociStitched	chr2	175456309	175464554	1	8246	30268.2195	1416.491	285	WIPF1		WIPF1	WIPF1	0.3209	285	1
1_MACS_peak_14697_lociStitched	chr2	47208305	47215099	1	6795	30422.8526	1606.781	286	TTC7A	MCFD2	MCFD2	MCFD2	0.2563	286	1
3_MACS_peak_17315_lociStitched	chr20	52224963	52244752	3	10829	31201.3163	2406.3424	287		ZNF217	ZNF217	ZNF217	0.788	287	1
2_MACS_peak_17319_lociStitched	chr20	52267929	52279801	2	11469	30799.5296	2107.28	288			ZNF217	ZNF217	0.788	288	1
3_MACS_peak_3026_lociStitched	chr10	6953870	6973172	3	10226	31755.6504	3105.6918	289			LOC439949	LOC439949	NONE	289	1
1_MACS_peak_398_lociStitched	chr1	27018204	27031365	1	13162	31367.9274	2720.3787	290	ARID1A		ARID1A	ARID1A	0.4102	290	1
4_MACS_peak_6024_lociStitched	chr12	11901283	11920486	4	16860	31838.574	3222.2634	291	ETV6		ETV6	ETV6	0.25129999999999997	291	1
1_MACS_peak_998_lociStitched	chr1	66795235	66803909	1	8675	30416.2484	1942.1086	292	PDE4B		PDE4B	PDE4B	0.1567	292	1
1_MACS_peak_5886_lociStitched	chr12	4377277	4388413	1	11137	30453.6192	1988.8896	293	CCND2	C12orf5	CCND2	CCND2	0.6728000000000001	293	1
4_MACS_peak_16114_lociStitched	chr2	197023672	197049408	4	21770	32713.0296	4274.7496	294	STK17B		STK17B	STK17B	0.3353	294	1
1_MACS_peak_21582_lociStitched	chr4	144272683	144282373	1	9691	30437.259	2038.776	295	GAB1		GAB1	GAB1	0.28659999999999997	295	1
4_MACS_peak_14858_lociStitched	chr2	64486045	64511823	4	15291	32209.611	3815.144	296			LOC150992	LOC150992	0.3546	296	1
3_MACS_peak_18961_lociStitched	chr3	46129539	46153918	3	17649	32843.3888	4449.1675	297			XCR1	XCR1	NONE	297	1
6_MACS_peak_7289_lociStitched	chr12	123355089	123387368	6	24049	31187.9698	2872.831	298	VPS37B	HIP1R	VPS37B	VPS37B	0.6456000000000001	298	1
3_MACS_peak_6707_lociStitched	chr12	68751884	68770745	3	11398	31446.9453	3164.8758	299		MDM1	MDM1	MDM1	0.0011999999999999927	299	1
2_MACS_peak_1644_lociStitched	chr1	152006280	152022052	2	9810	31987.1932	3715.8832	300	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.1945000000000001	300	1
1_MACS_peak_16333_lociStitched	chr2	217079279	217089242	1	9964	30410.0649	2211.786	301			XRCC5	XRCC5	NONE	301	1
3_MACS_peak_1701_lociStitched	chr1	154821343	154844656	3	9845	33092.8035	4898.0613	302	KCNN3		KCNN3	KCNN3	0.3585	302	1
3_MACS_peak_9815_lociStitched	chr15	93346012	93364538	3	10941	31053.2812	2873.3826	303		ASB9P1	ASB9P1	ASB9P1	0.010999999999999996	303	1
5_MACS_peak_5913_lociStitched	chr12	6551970	6581041	5	12494	32983.9566	4814.1576	304	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.1412	304	1
3_MACS_peak_5122_lociStitched	chr11	67644642	67659860	3	11195	30618.616	2465.316	305			LOC645332	LOC645332	NONE	305	1
2_MACS_peak_2057_lociStitched	chr1	178544438	178552572	2	7990	30438.2414	2332.8312	306		C1orf220	C1orf220	C1orf220	0.22719999999999999	306	1
3_MACS_peak_12120_lociStitched	chr17	70582484	70602271	3	14882	31225.8647	3320.2586	307	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.188	307	1
3_MACS_peak_13485_lociStitched	chr19	16694111	16711752	3	12308	30986.4165	3081.8827	308	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.0471	308	1
4_MACS_peak_25773_lociStitched	chr7	38383574	38408551	4	18746	33201.9261	5335.0872	309			TARP	TARP	NONE	309	1
1_MACS_peak_22642_lociStitched	chr5	90674599	90681256	1	6658	29063.1306	1210.2426	310	LOC100129716,ARRDC3		ARRDC3	ARRDC3	1.1135000000000002	310	1
7_MACS_peak_22754_lociStitched	chr5	109247608	109286567	7	20731	33594.3457	5832.1623	311		LOC100289673	LOC100289673	NONE	NONE	311	1
2_MACS_peak_12327_lociStitched	chr17	78873408	78887210	2	8612	29630.1336	1926.7592	312	RPTOR		CHMP6	CHMP6	NONE	312	1
1_MACS_peak_23415_lociStitched	chr5	173168761	173174938	1	6178	29020.1637	1386.7365	313			BOD1	BOD1	NONE	313	1
4_MACS_peak_3726_lociStitched	chr10	81946260	81966685	4	15858	31119.53	3570.29	314	ANXA11		ANXA11	ANXA11	0.4394	314	1
4_MACS_peak_21890_lociStitched	chr4	187748019	187775790	4	12995	30945.2253	3457.4895	315			FAT1	FAT1	NONE	315	1
3_MACS_peak_9725_lociStitched	chr15	89163621	89185174	3	15687	31090.2025	3797.6386	316	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.6107	316	1
2_MACS_peak_7623_lociStitched	chr13	46269044	46281218	2	11526	28566.291	1341.5748	317	SPERT		SPERT	SPERT	1.2248999999999999	317	1
1_MACS_peak_14290_lociStitched	chr2	13661625	13666588	1	4964	28006.7053	795.0726	318			MIR3125	MIR3125	NONE	318	1
2_MACS_peak_25892_lociStitched	chr7	47700455	47712722	2	6156	29034.7623	1854.7704	319	C7orf65		C7orf65	C7orf65	0.05230000000000001	319	1
2_MACS_peak_12276_lociStitched	chr17	76137206	76152870	2	12758	29561.1008	2431.0528	320	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	C17orf99	1.1284	320	1
2_MACS_peak_2439_lociStitched	chr1	207092762	207105052	2	7605	30135.08	3074.958	321	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	0.9171000000000001	321	1
5_MACS_peak_10235_lociStitched	chr16	22194814	22219342	5	18136	31619.0448	4586.736	322	EEF2K		EEF2K	EEF2K	0.020599999999999993	322	1
1_MACS_peak_22932_lociStitched	chr5	131434586	131442003	1	7418	28330.7149	1346.9272	323		IL3,CSF2	CSF2	CSF2	0.07580000000000002	323	1
2_MACS_peak_11039_lociStitched	chr17	4841917	4855123	2	11099	29022.8262	2108.9982	324	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.7541	324	1
1_MACS_peak_28862_lociStitched	chr9	93702071	93709048	1	6978	28366.3889	1455.4022	325			SYK	SYK	NONE	325	1
2_MACS_peak_1860_lociStitched	chr1	161007776	161018542	2	6483	29588.1978	2748.5598	326	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	1.5893000000000002	326	1
1_MACS_peak_2905_lociStitched	chr1	245132366	245136237	1	3872	27755.4571	956.137	327	EFCAB2		EFCAB2	EFCAB2	0.153	327	1
