REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
5_MACS_peak_9009_lociStitched	chr15	40329919	40358696	5	17696	29507.9358	4471.9458	161	SRP14	BMF	SRP14	BMF	1.4621	161	1
3_MACS_peak_20341_lociStitched	chr3	186703069	186720452	3	15031	50714.9025	4583.8971	162	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.6097999999999999	162	1
5_MACS_peak_16360_lociStitched	chr2	219741250	219763451	5	17607	28326.2559	3696.4665	163	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.0533	163	1
6_MACS_peak_10363_lociStitched	chr16	30193683	30227703	6	17668	29471.526	6426.378	164	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	CORO1A	0.9350999999999999	164	1
1_MACS_peak_21935_lociStitched	chr5	1311155	1320530	1	9376	68004.375	1981.875	165	CLPTM1L	TERT	TERT	NONE	NONE	165	1
3_MACS_peak_19981_lociStitched	chr3	156804214	156825014	3	15826	44516.16	5328.96	166	LOC100498859,LOC339894		LOC100498859	LOC100498859	1.8258	166	1
2_MACS_peak_1069_lociStitched	chr1	75595376	75612819	2	16963	32266.0614	2621.6829	167	LHX8		LHX8	LHX8	0.6917000000000001	167	1
5_MACS_peak_14935_lociStitched	chr2	68936008	68965713	5	17321	30397.1265	4776.564	168	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.2931	168	1
3_MACS_peak_3709_lociStitched	chr10	81001125	81020623	3	16735	34667.444	3195.7222	169	ZMIZ1		PPIF	PPIF	NONE	169	1
4_MACS_peak_15402_lociStitched	chr2	112208353	112241917	4	17340	29657.1504	5323.2504	170	LOC541471		LOC541471	LOC541471	0.38070000000000004	170	1
4_MACS_peak_22610_lociStitched	chr5	88595447	88617706	4	15192	45904.7357	3777.3523	171			MEF2C	MEF2C	0.47440000000000004	171	1
4_MACS_peak_6024_lociStitched	chr12	11901283	11920486	4	16860	31838.574	3222.2634	172	ETV6		ETV6	ETV6	0.25129999999999997	172	1
5_MACS_peak_23262_lociStitched	chr5	156339256	156370053	5	17070	30085.5893	4243.8266	173	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.5382	173	1
1_MACS_peak_6163_lociStitched	chr12	26265617	26280573	1	14957	44803.6892	2961.288	174	BHLHE41		BHLHE41	BHLHE41	2.3556	174	1
2_MACS_peak_8901_lociStitched	chr15	31546325	31561330	2	13012	54252.078	2750.4165	175			KLF13	KLF13	0.7949	175	1
3_MACS_peak_242_lociStitched	chr1	17221178	17241782	3	10914	64651.2312	5431.2144	176		CROCC	CROCC	NONE	NONE	176	1
6_MACS_peak_30250_lociStitched	chrX	128892765	128921527	6	16922	27208.852	2579.9514	177	XPNPEP2,SASH3		SASH3	SASH3	0.5424	177	1
2_MACS_peak_16976_lociStitched	chr20	32460527	32473866	2	13310	52260.8681	2546.4151	178			CHMP4B	CHMP4B	1.3824999999999998	178	1
4_MACS_peak_2364_lociStitched	chr1	204474562	204493954	4	15235	43441.9584	4993.44	179	MDM4	PIK3C2B	MDM4	MDM4	0.6353	179	1
2_MACS_peak_6925_lociStitched	chr12	94583053	94603869	2	13852	49860.5648	3449.2112	180	PLXNC1		PLXNC1	PLXNC1	0.512	180	1
5_MACS_peak_11562_lociStitched	chr17	38251237	38280765	5	17072	23533.816	4305.1824	181	MSL1,NR1D1	THRA,CASC3,MED24	NR1D1	NR1D1	0.6545	181	1
3_MACS_peak_22829_lociStitched	chr5	118657534	118678812	3	16151	33802.2308	3902.3852	182	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.29159999999999997	182	1
1_MACS_peak_21824_lociStitched	chr4	185200850	185211156	1	10307	62173.0062	2592.9896	183			ENPP6	ENPP6	NONE	183	1
4_MACS_peak_3357_lociStitched	chr10	45913688	45933612	4	14392	45691.7092	3169.9084	184	ALOX5		ALOX5	ALOX5	0.5555000000000001	184	1
3_MACS_peak_23698_lociStitched	chr6	11713277	11736193	3	15582	37680.7788	3290.7376	185	C6orf105		C6orf105	C6orf105	0.5017	185	1
1_MACS_peak_25946_lociStitched	chr7	55597122	55605748	1	8627	65983.7244	2183.2406	186	VOPP1		VOPP1	VOPP1	1.3842	186	1
2_MACS_peak_14965_lociStitched	chr2	70309934	70323415	2	9551	63868.9337	2418.4914	187	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	5.035	187	1
5_MACS_peak_11720_lociStitched	chr17	43505040	43531608	5	16766	26350.1424	4070.2176	188	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.4502	188	1
3_MACS_peak_25844_lociStitched	chr7	44656567	44680443	3	16006	34190.432	3963.416	189	OGDH	DDX56,TMED4	OGDH	TMED4	0.3759	189	1
6_MACS_peak_24037_lociStitched	chr6	31773611	31805046	6	16610	28533.5495	5133.3355	190	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1A	VARS	0.6819999999999999	190	1
2_MACS_peak_10612_lociStitched	chr16	66549011	66561321	2	12063	55579.65	2731.589	191	TK2	CKLF,CMTM1	TK2	TK2	1.3347	191	1
2_MACS_peak_5173_lociStitched	chr11	71411811	71426867	2	14720	42040.8688	2744.7088	192			FAM86C	FAM86C	NONE	192	1
2_MACS_peak_20810_lociStitched	chr4	38306931	38323017	2	14259	44592.0006	2716.9254	193			KLF3	KLF3	NONE	193	1
2_MACS_peak_24613_lociStitched	chr6	90055612	90071354	2	15724	33591.8538	3104.3224	194	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.7215	194	1
1_MACS_peak_2709_lociStitched	chr1	226838925	226852683	1	13759	48018.1716	4130.1516	195	ITPKB		ITPKB	ITPKB	0.5676000000000001	195	1
4_MACS_peak_23206_lociStitched	chr5	150512532	150538139	4	16457	26649.2049	4025.4204	196	ANXA6		ANXA6	ANXA6	0.3355	196	1
2_MACS_peak_18966_lociStitched	chr3	46245242	46257718	2	12404	52714.8428	2567.5608	197	CCR1	CCR3	CCR1	CCR1	2.5318	197	1
7_MACS_peak_14967_lociStitched	chr2	70331393	70360987	7	15114	39505.0306	4533.8008	198	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	5.035	198	1
3_MACS_peak_26529_lociStitched	chr7	114556538	114574782	3	13433	49601.7872	4367.6136	199	MDFIC		MDFIC	MDFIC	1.7437	199	1
3_MACS_peak_20805_lociStitched	chr4	38121793	38136848	3	14382	42437.034	2684.3065	200	TBC1D1		PTTG2	PTTG2	NONE	200	1
2_MACS_peak_14279_lociStitched	chr2	11883300	11898307	2	15005	38704.5537	3182.9847	201	LPIN1		LPIN1	LPIN1	0.36629999999999996	201	1
1_MACS_peak_21083_lociStitched	chr4	77608500	77625064	1	16565	22704.2748	3160.4112	202	SHROOM3		ANKRD56	ANKRD56	NONE	202	1
4_MACS_peak_22944_lociStitched	chr5	131813216	131842364	4	16242	28547.5512	4984.308	203	IRF1	IL5	IRF1	IRF1	0.42310000000000003	203	1
4_MACS_peak_3726_lociStitched	chr10	81946260	81966685	4	15858	31119.53	3570.29	204	ANXA11		ANXA11	ANXA11	0.4394	204	1
4_MACS_peak_14291_lociStitched	chr2	13680324	13702478	4	15625	32821.151	3267.715	205			MIR3125	MIR3125	NONE	205	1
4_MACS_peak_2138_lociStitched	chr1	183856419	183885931	4	15382	37046.4136	6076.5208	206	RGL1		GLT25D2	GLT25D2	NONE	206	1
4_MACS_peak_28858_lociStitched	chr9	93670948	93690443	4	15540	32523.5085	3296.6045	208			SYK	SYK	NONE	208	1
1_MACS_peak_4079_lociStitched	chr10	112214706	112226236	1	11531	54352.42	2181.476	209		DUSP5	DUSP5	DUSP5	0.9367	209	1
4_MACS_peak_15180_lociStitched	chr2	89047136	89067046	4	14063	42955.825	3040.257	210	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.019700000000000023	210	1
4_MACS_peak_5324_lociStitched	chr11	82764384	82790516	4	15087	37256.3924	4541.7416	211	RAB30	SNORA70E	RAB30	RAB30	0.5584	211	1
3_MACS_peak_9725_lociStitched	chr15	89163621	89185174	3	15687	31090.2025	3797.6386	212	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.6107	212	1
2_MACS_peak_5572_lociStitched	chr11	115088882	115102586	2	12337	50884.3224	2583.204	213	CADM1		CADM1	CADM1	0.2345	213	1
2_MACS_peak_22106_lociStitched	chr5	32570707	32590140	2	14591	38992.3145	3511.5431	214	SUB1		SUB1	SUB1	0.8965	214	1
2_MACS_peak_9261_lociStitched	chr15	56647467	56666251	2	12884	48667.4656	3416.8096	215	TEX9		TEX9	TEX9	0.46119999999999994	215	1
2_MACS_peak_9636_lociStitched	chr15	81576119	81596103	2	14877	37002.3744	3974.8176	216	IL16	STARD5	IL16	STARD5	0.42250000000000004	216	1
2_MACS_peak_16194_lociStitched	chr2	202115623	202129211	2	13509	44735.7724	2958.1076	217	CASP8		CASP8	CASP8	0.8237	217	1
3_MACS_peak_2821_lociStitched	chr1	234733762	234749926	3	13121	47675.718	4283.46	218	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	2.7848	218	1
4_MACS_peak_14858_lociStitched	chr2	64486045	64511823	4	15291	32209.611	3815.144	220			LOC150992	LOC150992	0.3546	220	1
1_MACS_peak_10542_lociStitched	chr16	56943210	56954632	1	11423	52778.7776	2298.1064	221	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	1.6183999999999998	221	1
3_MACS_peak_1847_lociStitched	chr1	160633446	160655998	3	14392	40158.3464	5182.4496	222	CD48	SLAMF1	SLAMF1	SLAMF1	0.027100000000000013	222	1
6_MACS_peak_8516_lociStitched	chr14	77487823	77510116	6	15509	27300.0078	1863.6948	223	C14orf4		C14orf4	C14orf4	1.207	223	1
5_MACS_peak_1757_lociStitched	chr1	156065190	156100708	5	16169	24326.2782	7554.6786	224	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	SEMA4A	2.0094000000000003	224	1
1_MACS_peak_11382_lociStitched	chr17	29634929	29649526	1	14598	36021.0169	2653.7346	225	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	1.2453	225	1
5_MACS_peak_16189_lociStitched	chr2	202081047	202102267	5	15933	23751.546	4210.048	228	CASP10,CASP8	CASP8	CASP8	CASP8	0.8237	228	1
5_MACS_peak_29385_lociStitched	chr9	134127087	134153439	5	15474	29060.9856	4131.9936	229	FAM78A	PPAPDC3	FAM78A	FAM78A	0.7743	229	1
2_MACS_peak_9534_lociStitched	chr15	75352675	75371294	2	14519	35644.2136	2835.6737	230		PPCDC	PPCDC	PPCDC	1.3010000000000002	230	1
2_MACS_peak_6090_lociStitched	chr12	15100709	15116372	2	15470	26443.8429	3131.0337	231	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.79	231	1
1_MACS_peak_11715_lociStitched	chr17	43297947	43308474	1	10528	54723.5568	2203.3011	232	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.5951	232	1
4_MACS_peak_17659_lociStitched	chr21	36235800	36262894	4	14422	38251.3092	5424.2188	233	RUNX1		RUNX1	RUNX1	0.1429	233	1
3_MACS_peak_9374_lociStitched	chr15	65169117	65189983	3	12401	48306.8766	3449.1498	234		PLEKHO2,ANKDD1A	ANKDD1A	ANKDD1A	0.0547	234	1
4_MACS_peak_21758_lociStitched	chr4	173896270	173920285	4	15460	25587.9825	3294.858	235	GALNTL6		GALNT7	GALNT7	NONE	235	1
3_MACS_peak_12120_lociStitched	chr17	70582484	70602271	3	14882	31225.8647	3320.2586	236	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.188	236	1
2_MACS_peak_17122_lociStitched	chr20	40709726	40727485	2	13620	39908.0248	2514.6744	237	PTPRT		CHD6	CHD6	NONE	237	1
3_MACS_peak_23114_lociStitched	chr5	142772398	142794686	3	14941	29783.4544	3216.1584	238	NR3C1		NR3C1	NR3C1	0.17810000000000004	238	1
3_MACS_peak_1749_lociStitched	chr1	155938500	155954206	3	13990	38572.3654	4309.7264	239	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	1.0288	239	1
2_MACS_peak_29861_lociStitched	chrX	48790480	48805126	2	12904	42231.741	1546.6176	240	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	1.1543999999999999	240	1
3_MACS_peak_5208_lociStitched	chr11	72977727	73001828	3	14594	32312.2107	3439.2127	241	P2RY6	P2RY2,ARHGEF17	P2RY6	P2RY6	0.6693	241	1
4_MACS_peak_23466_lociStitched	chr5	176717110	176740733	4	14333	34633.6803	4292.2991	242	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.5567	242	1
1_MACS_peak_23892_lociStitched	chr6	26355045	26368081	1	13037	41655.2344	2543.3236	243	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.2694	243	1
2_MACS_peak_15344_lociStitched	chr2	109828807	109844325	2	14997	26812.0004	2759.1004	244	SH3RF3		MIR4265	MIR4265	NONE	244	1
3_MACS_peak_17513_lociStitched	chr21	19151491	19169325	3	15135	25106.7052	3511.5146	245	C21orf91		C21orf91	C21orf91	0.49	245	1
4_MACS_peak_28197_lociStitched	chr8	145002089	145028017	4	15178	24291.9432	3362.8616	246	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.3407	246	1
2_MACS_peak_15753_lociStitched	chr2	158293517	158311386	2	12133	46284.2838	3109.206	247	CYTIP		CYTIP	CYTIP	1.0069	247	1
1_MACS_peak_2476_lociStitched	chr1	209274216	209285178	1	10963	51035.7834	3124.17	248			LOC642587	LOC642587	NONE	248	1
3_MACS_peak_300_lociStitched	chr1	23849828	23866973	3	11687	48100.2975	3243.834	249	E2F2	ASAP3,ID3	E2F2	E2F2	1.2479	249	1
5_MACS_peak_10824_lociStitched	chr16	81841614	81871609	5	15020	24178.9695	2678.5535	250	PLCG2		PLCG2	PLCG2	0.1145	250	1
1_MACS_peak_18258_lociStitched	chr22	38782125	38797268	1	15144	22390.4398	2524.3381	251	LOC400927	KCNJ4	LOC400927	LOC400927	0.3583	251	1
3_MACS_peak_19715_lociStitched	chr3	129026500	129048706	3	14494	30559.8972	3874.947	252	C3orf47,H1FX	C3orf37	H1FX	H1FX	1.8668999999999998	252	1
5_MACS_peak_14749_lociStitched	chr2	54776836	54809301	5	15203	23251.433	5012.596	253	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.4373	253	1
3_MACS_peak_21029_lociStitched	chr4	74453966	74475679	3	13598	36462.6409	3015.9357	254	RASSF6		RASSF6	RASSF6	0.6168	254	1
2_MACS_peak_14348_lociStitched	chr2	20615070	20631109	2	14400	27641.6126	2415.4734	255		RHOB	RHOB	RHOB	0.37700000000000006	255	1
3_MACS_peak_1851_lociStitched	chr1	160694375	160715636	3	13365	38875.7385	5370.5286	256	SLAMF7	CD48	SLAMF7	CD48	1.0657	256	1
5_MACS_peak_5980_lociStitched	chr12	9573401	9602081	5	14722	25006.092	4709.256	258	DDX12		DDX12	DDX12	0.49970000000000003	258	1
3_MACS_peak_2381_lociStitched	chr1	205242328	205258827	3	12990	38751.2013	4236.9432	259	TMCC2	NUAK2	NUAK2	NUAK2	0.32530000000000003	259	1
4_MACS_peak_12237_lociStitched	chr17	75078953	75093468	4	13636	32606.496	2860.9065	260	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	2.0044	260	1
1_MACS_peak_7978_lociStitched	chr13	114556359	114568304	1	11946	42936.3025	2569.3695	261	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.7787	261	1
6_MACS_peak_10343_lociStitched	chr16	29815475	29837594	6	14143	28606.5027	3466.0473	262	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	0.754	262	1
4_MACS_peak_23875_lociStitched	chr6	26183519	26207198	4	13687	32809.6224	3862.0449	263	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	1.4388	263	1
1_MACS_peak_14628_lociStitched	chr2	43444097	43457066	1	12970	36645.2064	2552.2992	264	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.3962000000000003	264	1
3_MACS_peak_26833_lociStitched	chr7	142490489	142511493	3	11931	44364.6488	4362.5308	265		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	EPHB6	0.008500000000000008	265	1
5_MACS_peak_21862_lociStitched	chr4	186252469	186284933	5	14592	24114.2592	4730.0048	267	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.4645	267	1
1_MACS_peak_10543_lociStitched	chr16	56962936	56975749	1	12814	37308.8934	2768.8893	268	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.6183999999999998	268	1
5_MACS_peak_12192_lociStitched	chr17	73850495	73875869	5	13207	35531.2122	3884.7594	269	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.4552	269	1
3_MACS_peak_27301_lociStitched	chr8	29462941	29478109	3	14296	24443.232	2508.7872	270			C8orf75	C8orf75	0.4264	270	1
6_MACS_peak_13385_lociStitched	chr19	12885564	12918381	6	14580	22811.0967	4676.4225	272	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	0.9078999999999999	272	1
3_MACS_peak_14112_lociStitched	chr19	56328940	56351885	3	12624	38559.0725	3271.957	273	NLRP4,NLRP11		NLRP4	NLRP4	0.1396	273	1
1_MACS_peak_14611_lociStitched	chr2	42322882	42335303	1	12422	38846.6775	2514.0104	274		PKDCC	PKDCC	PKDCC	0.011700000000000002	274	1
3_MACS_peak_20183_lociStitched	chr3	177062288	177079977	3	12324	40980.1063	4388.6409	275			TBL1XR1	TBL1XR1	0.2925	275	1
2_MACS_peak_24032_lociStitched	chr6	31694084	31709439	2	12326	39142.966	3176.9495	277	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.2527999999999997	277	1
4_MACS_peak_6966_lociStitched	chr12	96878260	96902073	4	14166	24151.1446	3429.072	278			CDK17	CDK17	NONE	278	1
3_MACS_peak_28875_lociStitched	chr9	94180851	94196060	3	14112	24399.7987	3269.935	279	NFIL3		NFIL3	NFIL3	0.6585	279	1
1_MACS_peak_28137_lociStitched	chr8	137188710	137201718	1	13009	33252.3504	2415.5856	280			KHDRBS3	KHDRBS3	NONE	280	1
2_MACS_peak_23432_lociStitched	chr5	173696145	173710319	2	12819	34078.5482	2371.3102	282			HMP19	HMP19	NONE	282	1
2_MACS_peak_20079_lociStitched	chr3	169656137	169668571	2	12339	37929.917	3102.283	283	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	1.2859	283	1
3_MACS_peak_6893_lociStitched	chr12	92930783	92950953	3	14215	21009.072	2845.987	284			CLLU1OS	CLLU1OS	NONE	284	1
1_MACS_peak_398_lociStitched	chr1	27018204	27031365	1	13162	31367.9274	2720.3787	285	ARID1A		ARID1A	ARID1A	0.4102	285	1
1_MACS_peak_2420_lociStitched	chr1	206727716	206739707	1	11992	39724.9839	3510.9648	286	RASSF5	LGTN	RASSF5	RASSF5	0.46270000000000006	286	1
2_MACS_peak_25573_lociStitched	chr7	20476220	20490722	2	13498	27732.1746	2334.822	287			ITGB8	ITGB8	NONE	287	1
2_MACS_peak_20346_lociStitched	chr3	186779368	186792588	2	10196	47573.492	3587.908	288	ST6GAL1		ST6GAL1	ST6GAL1	0.6097999999999999	288	1
2_MACS_peak_22942_lociStitched	chr5	131789887	131804149	2	12763	33267.5412	3121.9518	289	C5orf56	IRF1	IRF1	IRF1	0.42310000000000003	289	1
1_MACS_peak_11547_lociStitched	chr17	37924928	37938374	1	13447	26516.8566	2546.6724	290	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2064	290	1
4_MACS_peak_21890_lociStitched	chr4	187748019	187775790	4	12995	30945.2253	3457.4895	291			FAT1	FAT1	NONE	291	1
4_MACS_peak_19430_lociStitched	chr3	101487011	101513775	4	13713	24542.588	4110.9504	292	FAM55C	CEP97,NFKBIZ	FAM55C	FAM55C	0.40359999999999996	292	1
1_MACS_peak_12017_lociStitched	chr17	62196616	62210611	1	13996	19450.251	2741.6205	293	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.7398	293	1
3_MACS_peak_17172_lociStitched	chr20	43587218	43609443	3	13621	25674.32	4362.7675	295	STK4,TOMM34	PABPC1L	STK4	STK4	0.24529999999999996	295	1
4_MACS_peak_662_lociStitched	chr1	40839066	40858577	4	13894	20102.1833	3410.5228	297	SMAP2	SMAP2	SMAP2	SMAP2	0.25470000000000004	297	1
4_MACS_peak_18274_lociStitched	chr22	39362281	39386504	4	13066	28910.1505	3192.5914	298	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	1.0211	298	1
3_MACS_peak_3347_lociStitched	chr10	45453943	45475357	3	13557	24148.5678	3321.3114	299	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	C10orf25	0.4978	299	1
3_MACS_peak_27312_lociStitched	chr8	29621963	29635665	3	10323	44175.248	2278.6426	300		C8orf75	C8orf75	C8orf75	0.4264	300	1
6_MACS_peak_4967_lociStitched	chr11	63992597	64019976	6	13638	23395.3555	4002.8098	302	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.9028	302	1
2_MACS_peak_9273_lociStitched	chr15	58581815	58595806	2	11840	36149.9458	2150.4167	303			LIPC	LIPC	NONE	303	1
5_MACS_peak_29573_lociStitched	chrX	10065248	10091263	5	13692	20603.88	2286.7185	304	WWC3	CLCN4	CLCN4	NONE	NONE	304	1
2_MACS_peak_25911_lociStitched	chr7	50343243	50357873	2	12982	28418.775	2743.125	306	IKZF1		IKZF1	IKZF1	0.1789	306	1
3_MACS_peak_3989_lociStitched	chr10	104401107	104422189	3	13363	24931.5732	3204.464	307	TRIM8		TRIM8	TRIM8	0.9091	307	1
2_MACS_peak_5532_lociStitched	chr11	111279464	111294415	2	13535	22124.4898	2519.2435	308		POU2AF1	POU2AF1	POU2AF1	1.1838	308	1
2_MACS_peak_12276_lociStitched	chr17	76137206	76152870	2	12758	29561.1008	2431.0528	309	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	C17orf99	1.1284	309	1
4_MACS_peak_11073_lociStitched	chr17	6914816	6940405	4	11273	39911.1633	3357.2768	310	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	ALOX12	0.9345	310	1
4_MACS_peak_27266_lociStitched	chr8	27933752	27951606	4	13694	20510.6752	3449.3928	311	ELP3,C8orf80		C8orf80	C8orf80	0.29189999999999994	311	1
3_MACS_peak_18285_lociStitched	chr22	39458961	39474534	3	12921	27232.5051	2508.8103	314	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.0157	314	1
5_MACS_peak_5913_lociStitched	chr12	6551970	6581041	5	12494	32983.9566	4814.1576	315	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.1412	315	1
2_MACS_peak_5662_lociStitched	chr11	120367887	120383235	2	13069	24908.2692	1992.1704	318			GRIK4	GRIK4	NONE	318	1
1_MACS_peak_4842_lociStitched	chr11	58339951	58348552	1	8602	48493.2981	1656.5526	319	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.7912999999999999	319	1
1_MACS_peak_15999_lociStitched	chr2	182168369	182180078	1	11710	35451.3393	2279.7423	320			ITGA4	ITGA4	NONE	320	1
2_MACS_peak_13809_lociStitched	chr19	42051268	42070503	2	12903	27025.175	3239.174	321		CEACAM21	CEACAM21	CEACAM21	0.0040999999999999925	321	1
2_MACS_peak_23542_lociStitched	chr6	381290	400882	2	13523	19766.3688	3130.8016	322	IRF4		IRF4	IRF4	0.5350999999999999	322	1
5_MACS_peak_22597_lociStitched	chr5	87954442	87976765	5	11976	34006.8582	3426.5805	324	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.2448	324	1
3_MACS_peak_13485_lociStitched	chr19	16694111	16711752	3	12308	30986.4165	3081.8827	326	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.0471	326	1
2_MACS_peak_22104_lociStitched	chr5	32530354	32544242	2	12674	27019.104	2520.672	327		SUB1	SUB1	SUB1	0.8965	327	1
2_MACS_peak_17968_lociStitched	chr22	23087927	23101953	2	13170	21597.2348	2300.264	328			MIR650	MIR650	1.0304	328	1
1_MACS_peak_3485_lociStitched	chr10	63802696	63815106	1	12411	29231.755	2776.117	329	ARID5B		ARID5B	ARID5B	0.22179999999999997	329	1
1_MACS_peak_18048_lociStitched	chr22	27003532	27015904	1	12373	29136.06	2465.7396	330	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.0985999999999998	330	1
3_MACS_peak_14612_lociStitched	chr2	42343390	42361146	3	13246	20802.9296	3103.7488	331		EML4	EML4	NONE	NONE	331	1
4_MACS_peak_13121_lociStitched	chr19	2455300	2480730	4	13129	23990.662	5134.317	332	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	0.8778999999999999	332	1
4_MACS_peak_12032_lociStitched	chr17	62961133	62986810	4	11782	34389.2061	3941.4195	333	AMZ2P1	LRRC37A3	AMZ2P1	AMZ2P1	0.4606	333	1
2_MACS_peak_1870_lociStitched	chr1	161144704	161158161	2	11361	36741.6471	3796.2197	334	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2,NR1I3	B4GALT3	B4GALT3	1.1341999999999999	334	1
2_MACS_peak_22614_lociStitched	chr5	88634814	88652746	2	11699	33726.5056	2913.95	335			MEF2C	MEF2C	0.47440000000000004	335	1
2_MACS_peak_16467_lociStitched	chr2	231725829	231739876	2	12297	27251.18	1300.7522	338	ITM2C		ITM2C	ITM2C	1.0756999999999999	338	1
2_MACS_peak_17724_lociStitched	chr21	41295561	41310681	2	11651	34570.368	3981.096	339	PCP4		PCP4	PCP4	0.22219999999999998	339	1
2_MACS_peak_9145_lociStitched	chr15	46994247	47008771	2	12904	22340.8168	2460.3656	341			SEMA6D	SEMA6D	NONE	341	1
4_MACS_peak_15640_lociStitched	chr2	137132607	137153064	4	12275	28809.5931	2970.3564	342			CXCR4	CXCR4	NONE	342	1
3_MACS_peak_17793_lociStitched	chr21	45194635	45210483	3	12155	30426.5752	3754.3912	343	RRP1,CSTB	LOC284837	CSTB	CSTB	0.7669	343	1
