#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isSuper
2_MACS_peak_26410_lociStitched	chr7	104576068	104587095	2	10687	32376.3747	1989.2708	260	1
4_MACS_peak_23466_lociStitched	chr5	176717110	176740733	4	14333	34633.6803	4292.2991	261	1
6_MACS_peak_28013_lociStitched	chr8	126285062	126322918	6	24792	35842.0608	5572.4032	262	1
3_MACS_peak_25844_lociStitched	chr7	44656567	44680443	3	16006	34190.432	3963.416	263	1
2_MACS_peak_22942_lociStitched	chr5	131789887	131804149	2	12763	33267.5412	3121.9518	264	1
1_MACS_peak_23030_lociStitched	chr5	138719899	138730438	1	10540	32249.34	2199.4893	265	1
1_MACS_peak_3121_lociStitched	chr10	15824463	15834318	1	9856	31659.1875	1672.3935	266	1
2_MACS_peak_12077_lociStitched	chr17	66229887	66245561	2	9751	32547.061	2605.0188	267	1
3_MACS_peak_22829_lociStitched	chr5	118657534	118678812	3	16151	33802.2308	3902.3852	268	1
1_MACS_peak_20024_lociStitched	chr3	160115961	160123869	1	7909	31815.4656	2003.8872	269	1
1_MACS_peak_13940_lociStitched	chr19	47613698	47617895	1	4198	30770.7252	982.5177	270	1
4_MACS_peak_12237_lociStitched	chr17	75078953	75093468	4	13636	32606.496	2860.9065	271	1
1_MACS_peak_15124_lociStitched	chr2	86261449	86267400	1	5952	30929.7274	1246.7345	272	1
2_MACS_peak_1069_lociStitched	chr1	75595376	75612819	2	16963	32266.0614	2621.6829	273	1
4_MACS_peak_14291_lociStitched	chr2	13680324	13702478	4	15625	32821.151	3267.715	274	1
1_MACS_peak_25883_lociStitched	chr7	47512692	47522998	1	10307	31911.4984	2403.3592	275	1
1_MACS_peak_7017_lociStitched	chr12	102870270	102879519	1	9250	31197.8019	1812.804	276	1
1_MACS_peak_7787_lociStitched	chr13	78688391	78696839	1	8449	30798.8736	1506.2784	277	1
4_MACS_peak_28858_lociStitched	chr9	93670948	93690443	4	15540	32523.5085	3296.6045	278	1
3_MACS_peak_19643_lociStitched	chr3	124479957	124512571	3	20321	33944.6512	4725.7686	279	1
2_MACS_peak_2285_lociStitched	chr1	200850523	200864813	2	10276	32135.352	3020.906	280	1
2_MACS_peak_20411_lociStitched	chr3	194022115	194034163	2	7625	31703.1072	2608.392	281	1
1_MACS_peak_27927_lociStitched	chr8	118449260	118457936	1	8677	30777.2424	1741.2732	282	1
4_MACS_peak_23875_lociStitched	chr6	26183519	26207198	4	13687	32809.6224	3862.0449	283	1
3_MACS_peak_5208_lociStitched	chr11	72977727	73001828	3	14594	32312.2107	3439.2127	284	1
1_MACS_peak_15933_lociStitched	chr2	175456309	175464554	1	8246	30268.2195	1416.491	285	1
1_MACS_peak_14697_lociStitched	chr2	47208305	47215099	1	6795	30422.8526	1606.781	286	1
3_MACS_peak_17315_lociStitched	chr20	52224963	52244752	3	10829	31201.3163	2406.3424	287	1
2_MACS_peak_17319_lociStitched	chr20	52267929	52279801	2	11469	30799.5296	2107.28	288	1
3_MACS_peak_3026_lociStitched	chr10	6953870	6973172	3	10226	31755.6504	3105.6918	289	1
1_MACS_peak_398_lociStitched	chr1	27018204	27031365	1	13162	31367.9274	2720.3787	290	1
4_MACS_peak_6024_lociStitched	chr12	11901283	11920486	4	16860	31838.574	3222.2634	291	1
1_MACS_peak_998_lociStitched	chr1	66795235	66803909	1	8675	30416.2484	1942.1086	292	1
1_MACS_peak_5886_lociStitched	chr12	4377277	4388413	1	11137	30453.6192	1988.8896	293	1
4_MACS_peak_16114_lociStitched	chr2	197023672	197049408	4	21770	32713.0296	4274.7496	294	1
1_MACS_peak_21582_lociStitched	chr4	144272683	144282373	1	9691	30437.259	2038.776	295	1
4_MACS_peak_14858_lociStitched	chr2	64486045	64511823	4	15291	32209.611	3815.144	296	1
3_MACS_peak_18961_lociStitched	chr3	46129539	46153918	3	17649	32843.3888	4449.1675	297	1
6_MACS_peak_7289_lociStitched	chr12	123355089	123387368	6	24049	31187.9698	2872.831	298	1
3_MACS_peak_6707_lociStitched	chr12	68751884	68770745	3	11398	31446.9453	3164.8758	299	1
2_MACS_peak_1644_lociStitched	chr1	152006280	152022052	2	9810	31987.1932	3715.8832	300	1
1_MACS_peak_16333_lociStitched	chr2	217079279	217089242	1	9964	30410.0649	2211.786	301	1
3_MACS_peak_1701_lociStitched	chr1	154821343	154844656	3	9845	33092.8035	4898.0613	302	1
3_MACS_peak_9815_lociStitched	chr15	93346012	93364538	3	10941	31053.2812	2873.3826	303	1
5_MACS_peak_5913_lociStitched	chr12	6551970	6581041	5	12494	32983.9566	4814.1576	304	1
3_MACS_peak_5122_lociStitched	chr11	67644642	67659860	3	11195	30618.616	2465.316	305	1
2_MACS_peak_2057_lociStitched	chr1	178544438	178552572	2	7990	30438.2414	2332.8312	306	1
3_MACS_peak_12120_lociStitched	chr17	70582484	70602271	3	14882	31225.8647	3320.2586	307	1
3_MACS_peak_13485_lociStitched	chr19	16694111	16711752	3	12308	30986.4165	3081.8827	308	1
4_MACS_peak_25773_lociStitched	chr7	38383574	38408551	4	18746	33201.9261	5335.0872	309	1
1_MACS_peak_22642_lociStitched	chr5	90674599	90681256	1	6658	29063.1306	1210.2426	310	1
7_MACS_peak_22754_lociStitched	chr5	109247608	109286567	7	20731	33594.3457	5832.1623	311	1
2_MACS_peak_12327_lociStitched	chr17	78873408	78887210	2	8612	29630.1336	1926.7592	312	1
1_MACS_peak_23415_lociStitched	chr5	173168761	173174938	1	6178	29020.1637	1386.7365	313	1
4_MACS_peak_3726_lociStitched	chr10	81946260	81966685	4	15858	31119.53	3570.29	314	1
4_MACS_peak_21890_lociStitched	chr4	187748019	187775790	4	12995	30945.2253	3457.4895	315	1
3_MACS_peak_9725_lociStitched	chr15	89163621	89185174	3	15687	31090.2025	3797.6386	316	1
2_MACS_peak_7623_lociStitched	chr13	46269044	46281218	2	11526	28566.291	1341.5748	317	1
1_MACS_peak_14290_lociStitched	chr2	13661625	13666588	1	4964	28006.7053	795.0726	318	1
2_MACS_peak_25892_lociStitched	chr7	47700455	47712722	2	6156	29034.7623	1854.7704	319	1
2_MACS_peak_12276_lociStitched	chr17	76137206	76152870	2	12758	29561.1008	2431.0528	320	1
2_MACS_peak_2439_lociStitched	chr1	207092762	207105052	2	7605	30135.08	3074.958	321	1
5_MACS_peak_10235_lociStitched	chr16	22194814	22219342	5	18136	31619.0448	4586.736	322	1
1_MACS_peak_22932_lociStitched	chr5	131434586	131442003	1	7418	28330.7149	1346.9272	323	1
2_MACS_peak_11039_lociStitched	chr17	4841917	4855123	2	11099	29022.8262	2108.9982	324	1
1_MACS_peak_28862_lociStitched	chr9	93702071	93709048	1	6978	28366.3889	1455.4022	325	1
2_MACS_peak_1860_lociStitched	chr1	161007776	161018542	2	6483	29588.1978	2748.5598	326	1
1_MACS_peak_2905_lociStitched	chr1	245132366	245136237	1	3872	27755.4571	956.137	327	1
2_MACS_peak_17381_lociStitched	chr20	56047338	56058248	2	10733	28601.656	1837.244	328	1
6_MACS_peak_17334_lociStitched	chr20	52530930	52567315	6	18526	32182.5325	5432.2805	329	1
1_MACS_peak_18654_lociStitched	chr3	14160420	14168450	1	8031	28405.322	1691.921	330	1
3_MACS_peak_19715_lociStitched	chr3	129026500	129048706	3	14494	30559.8972	3874.947	331	1
3_MACS_peak_17793_lociStitched	chr21	45194635	45210483	3	12155	30426.5752	3754.3912	332	1
1_MACS_peak_18048_lociStitched	chr22	27003532	27015904	1	12373	29136.06	2465.7396	333	1
5_MACS_peak_25266_lociStitched	chr6	157976430	158007391	5	18473	28942.3428	2325.1711	334	1
1_MACS_peak_21823_lociStitched	chr4	185184438	185191753	1	7316	28309.05	1708.0525	335	1
3_MACS_peak_23114_lociStitched	chr5	142772398	142794686	3	14941	29783.4544	3216.1584	336	1
3_MACS_peak_10136_lociStitched	chr16	14486348	14503542	3	10448	29063.0182	2513.7628	337	1
5_MACS_peak_1478_lociStitched	chr1	145127612	145161684	5	20797	37932.3576	11417.5272	338	1
1_MACS_peak_3485_lociStitched	chr10	63802696	63815106	1	12411	29231.755	2776.117	339	1
1_MACS_peak_12065_lociStitched	chr17	65642336	65649014	1	6679	27688.3236	1243.4436	340	1
1_MACS_peak_2095_lociStitched	chr1	181095120	181106586	1	11467	29119.0536	2773.6254	341	1
7_MACS_peak_18979_lociStitched	chr3	46419707	46459680	7	23369	31910.4459	5656.1795	342	1
2_MACS_peak_1489_lociStitched	chr1	145427170	145441195	2	8448	29481.9525	3336.5475	343	1
1_MACS_peak_2246_lociStitched	chr1	197739959	197749034	1	9076	28465.5525	2395.8	344	1
2_MACS_peak_16467_lociStitched	chr2	231725829	231739876	2	12297	27251.18	1300.7522	345	1
3_MACS_peak_6879_lociStitched	chr12	92754386	92770280	3	9525	28534.4982	2620.9206	346	1
5_MACS_peak_23262_lociStitched	chr5	156339256	156370053	5	17070	30085.5893	4243.8266	347	1
4_MACS_peak_15640_lociStitched	chr2	137132607	137153064	4	12275	28809.5931	2970.3564	348	1
2_MACS_peak_28114_lociStitched	chr8	134576672	134586315	2	9324	27572.2299	1736.7043	349	1
4_MACS_peak_18274_lociStitched	chr22	39362281	39386504	4	13066	28910.1505	3192.5914	350	1
2_MACS_peak_25911_lociStitched	chr7	50343243	50357873	2	12982	28418.775	2743.125	351	1
2_MACS_peak_6701_lociStitched	chr12	68376354	68387498	2	8781	27658.2936	2021.5216	352	1
5_MACS_peak_14935_lociStitched	chr2	68936008	68965713	5	17321	30397.1265	4776.564	353	1
1_MACS_peak_2698_lociStitched	chr1	226308553	226317171	1	8619	27873.1974	2270.843	354	1
1_MACS_peak_26526_lociStitched	chr7	113723501	113728576	1	5076	26974.64	1373.295	355	1
1_MACS_peak_11001_lociStitched	chr17	3459422	3463619	1	4198	26496.0807	908.2308	356	1
1_MACS_peak_28058_lociStitched	chr8	129664591	129673406	1	8816	27170.4745	1629.8935	357	1
6_MACS_peak_8516_lociStitched	chr14	77487823	77510116	6	15509	27300.0078	1863.6948	358	1
2_MACS_peak_25573_lociStitched	chr7	20476220	20490722	2	13498	27732.1746	2334.822	359	1
4_MACS_peak_21052_lociStitched	chr4	76022941	76044176	4	11300	28620.533	3253.202	360	1
2_MACS_peak_7998_lociStitched	chr13	115038967	115048895	2	9655	26955.5128	1634.1488	361	1
1_MACS_peak_25569_lociStitched	chr7	20366968	20373611	1	6644	26539.4493	1247.5554	362	1
2_MACS_peak_14348_lociStitched	chr2	20615070	20631109	2	14400	27641.6126	2415.4734	363	1
6_MACS_peak_11782_lociStitched	chr17	46516076	46556882	6	26602	31343.0886	6157.6254	364	1
6_MACS_peak_10343_lociStitched	chr16	29815475	29837594	6	14143	28606.5027	3466.0473	365	1
1_MACS_peak_26710_lociStitched	chr7	130789691	130797209	1	7519	27044.5014	1929.8706	366	1
4_MACS_peak_12295_lociStitched	chr17	76753797	76779850	4	17898	29153.307	4082.5051	367	1
2_MACS_peak_16494_lociStitched	chr2	232687086	232714787	2	26670	28158.0665	3105.2821	368	1
5_MACS_peak_9009_lociStitched	chr15	40329919	40358696	5	17696	29507.9358	4471.9458	369	1
1_MACS_peak_20198_lociStitched	chr3	178230153	178241440	1	11288	27863.0882	2904.1451	370	1
5_MACS_peak_29385_lociStitched	chr9	134127087	134153439	5	15474	29060.9856	4131.9936	371	1
2_MACS_peak_3995_lociStitched	chr10	104531182	104544040	2	12351	27032.6592	2246.2926	372	1
1_MACS_peak_25384_lociStitched	chr7	2393000	2395766	1	2767	25336.0068	552.3702	373	1
7_MACS_peak_17142_lociStitched	chr20	42564654	42593773	7	18640	29005.4359	4274.6692	374	1
1_MACS_peak_11553_lociStitched	chr17	38016217	38025226	1	9010	26289.1629	1564.8633	375	1
3_MACS_peak_18285_lociStitched	chr22	39458961	39474534	3	12921	27232.5051	2508.8103	376	1
1_MACS_peak_1850_lociStitched	chr1	160675537	160685360	1	9824	27915.9837	3198.3688	377	1
5_MACS_peak_16360_lociStitched	chr2	219741250	219763451	5	17607	28326.2559	3696.4665	378	1
6_MACS_peak_30250_lociStitched	chrX	128892765	128921527	6	16922	27208.852	2579.9514	379	1
1_MACS_peak_14887_lociStitched	chr2	65139716	65147047	1	7332	26385.7352	1836.4155	380	1
2_MACS_peak_5607_lociStitched	chr11	117873375	117885043	2	9766	26370.8468	1837.71	381	1
2_MACS_peak_22104_lociStitched	chr5	32530354	32544242	2	12674	27019.104	2520.672	382	1
1_MACS_peak_28568_lociStitched	chr9	37527061	37533286	1	6226	25970.0775	1472.835	383	1
2_MACS_peak_8231_lociStitched	chr14	50465292	50476639	2	8413	25543.2317	1050.7322	384	1
2_MACS_peak_6564_lociStitched	chr12	56726253	56734466	2	8148	26163.3328	1703.3762	385	1
1_MACS_peak_2901_lociStitched	chr1	244996221	245000465	1	4245	25664.3168	1253.2532	386	1
1_MACS_peak_22609_lociStitched	chr5	88563897	88571000	1	7104	25639.6991	1246.5765	387	1
2_MACS_peak_10897_lociStitched	chr16	89033192	89046301	2	9283	25443.2581	1084.1143	388	1
4_MACS_peak_15402_lociStitched	chr2	112208353	112241917	4	17340	29657.1504	5323.2504	389	1
2_MACS_peak_19572_lociStitched	chr3	119354599	119362971	2	7902	25890.41	1591.5172	390	1
3_MACS_peak_13418_lociStitched	chr19	13948928	13962206	3	10322	26233.3446	2036.8452	391	1
2_MACS_peak_13851_lociStitched	chr19	44257272	44271761	2	9912	26317.8196	2211.0214	392	1
4_MACS_peak_13970_lociStitched	chr19	48879966	48902460	4	11269	27300.9678	3227.889	393	1
2_MACS_peak_15344_lociStitched	chr2	109828807	109844325	2	14997	26812.0004	2759.1004	394	1
1_MACS_peak_4881_lociStitched	chr11	60601905	60613367	1	11463	26041.664	2016.1658	395	1
2_MACS_peak_17692_lociStitched	chr21	37905349	37916655	2	9774	26556.6634	2539.3276	396	1
1_MACS_peak_14514_lociStitched	chr2	33699445	33705444	1	6000	25324.1786	1334.7775	397	1
3_MACS_peak_23914_lociStitched	chr6	27098276	27116086	3	11322	26909.129	2920.84	398	1
1_MACS_peak_11547_lociStitched	chr17	37924928	37938374	1	13447	26516.8566	2546.6724	399	1
2_MACS_peak_16092_lociStitched	chr2	192530537	192546247	2	10389	26854.674	2893.782	400	1
3_MACS_peak_13457_lociStitched	chr19	16180455	16197903	3	8630	26803.6176	2959.1808	401	1
1_MACS_peak_17385_lociStitched	chr20	56191868	56197961	1	6094	25184.1969	1355.0832	402	1
2_MACS_peak_13809_lociStitched	chr19	42051268	42070503	2	12903	27025.175	3239.174	403	1
2_MACS_peak_8462_lociStitched	chr14	72980152	72990311	2	9537	24817.4211	1044.3452	404	1
2_MACS_peak_2762_lociStitched	chr1	230256188	230270013	2	8064	26456.9025	2698.64	405	1
5_MACS_peak_13082_lociStitched	chr19	1647913	1672864	5	12159	27920.169	4209.2337	406	1
2_MACS_peak_26744_lociStitched	chr7	134842634	134857510	2	9004	26937.4608	3289.0836	407	1
3_MACS_peak_12801_lociStitched	chr18	48677287	48696753	3	9899	26438.7212	2805.0506	408	1
1_MACS_peak_15406_lociStitched	chr2	112249409	112253862	1	4454	24709.697	1084.3055	409	1
4_MACS_peak_22944_lociStitched	chr5	131813216	131842364	4	16242	28547.5512	4984.308	410	1
1_MACS_peak_1574_lociStitched	chr1	149855294	149861356	1	6063	25522.2324	2046.5312	411	1
1_MACS_peak_26446_lociStitched	chr7	105984533	105991649	1	7117	25448.2392	2012.4048	412	1
1_MACS_peak_13621_lociStitched	chr19	29120776	29126315	1	5540	24700.0627	1277.8473	413	1
6_MACS_peak_24037_lociStitched	chr6	31773611	31805046	6	16610	28533.5495	5133.3355	414	1
1_MACS_peak_29472_lociStitched	chr9	139792716	139798366	1	5651	24345.285	968.41	415	1
2_MACS_peak_6090_lociStitched	chr12	15100709	15116372	2	15470	26443.8429	3131.0337	416	1
2_MACS_peak_15733_lociStitched	chr2	153913730	153928943	2	11530	25253.58	2017.2438	417	1
1_MACS_peak_5783_lociStitched	chr11	129870965	129874700	1	3736	23887.9395	708.5295	418	1
1_MACS_peak_24769_lociStitched	chr6	108986325	108997495	1	11171	25040.906	1881.028	419	1
6_MACS_peak_10363_lociStitched	chr16	30193683	30227703	6	17668	29471.526	6426.378	420	1
3_MACS_peak_1334_lociStitched	chr1	112134463	112148612	3	12025	24466.4508	1467.2513	421	1
1_MACS_peak_2974_lociStitched	chr10	3824022	3828904	1	4883	24001.3766	1030.5902	422	1
2_MACS_peak_24296_lociStitched	chr6	45386614	45402263	2	11358	25179.241	2255.0209	423	1
2_MACS_peak_5662_lociStitched	chr11	120367887	120383235	2	13069	24908.2692	1992.1704	424	1
4_MACS_peak_7101_lociStitched	chr12	109161683	109181131	4	12186	26011.7	3131.128	425	1
1_MACS_peak_23163_lociStitched	chr5	148204601	148216036	1	11436	25520.633	2716.956	426	1
1_MACS_peak_278_lociStitched	chr1	21615348	21623723	1	8376	24496.0375	1708.5	427	1
2_MACS_peak_1696_lociStitched	chr1	154755395	154766347	2	9689	25693.392	2926.3744	428	1
1_MACS_peak_4301_lociStitched	chr11	267108	271221	1	4114	23706.5094	956.6838	429	1
6_MACS_peak_8657_lociStitched	chr14	95945775	95986118	6	21134	25851.7944	3154.8226	430	1
2_MACS_peak_18259_lociStitched	chr22	38900312	38909626	2	4714	24117.6716	1422.2478	431	1
4_MACS_peak_23206_lociStitched	chr5	150512532	150538139	4	16457	26649.2049	4025.4204	432	1
2_MACS_peak_26670_lociStitched	chr7	128572248	128582332	2	7741	25266.4704	2648.0584	433	1
3_MACS_peak_7273_lociStitched	chr12	122227204	122243240	3	8544	23858.3608	1281.2764	434	1
3_MACS_peak_14025_lociStitched	chr19	50369313	50382092	3	7728	25146.5162	2573.6906	435	1
1_MACS_peak_3344_lociStitched	chr10	45389523	45395904	1	6382	23506.9659	1003.0932	436	1
3_MACS_peak_6498_lociStitched	chr12	53845144	53874897	3	29549	27503.6732	5075.8618	437	1
1_MACS_peak_28866_lociStitched	chr9	93795271	93800054	1	4784	23328.1259	968.0792	438	1
2_MACS_peak_17167_lociStitched	chr20	43270067	43282286	2	11877	24743.475	2436.4686	439	1
4_MACS_peak_21758_lociStitched	chr4	173896270	173920285	4	15460	25587.9825	3294.858	440	1
5_MACS_peak_11720_lociStitched	chr17	43505040	43531608	5	16766	26350.1424	4070.2176	441	1
2_MACS_peak_20455_lociStitched	chr3	196357819	196371457	2	10443	25355.7696	3124.4658	442	1
2_MACS_peak_1783_lociStitched	chr1	156709221	156722878	2	10171	25849.9696	3672.3673	443	1
1_MACS_peak_26601_lociStitched	chr7	121944733	121952091	1	7359	23845.8064	1723.2436	444	1
1_MACS_peak_21839_lociStitched	chr4	185391550	185397502	1	5953	23377.6704	1272.5376	445	1
2_MACS_peak_7004_lociStitched	chr12	102129347	102140107	2	8410	23711.812	1675.332	446	1
2_MACS_peak_5691_lociStitched	chr11	122929947	122941984	2	8287	24385.7583	2395.363	447	1
4_MACS_peak_17626_lociStitched	chr21	34732936	34757756	4	12075	27195.274	5246.948	448	1
3_MACS_peak_27301_lociStitched	chr8	29462941	29478109	3	14296	24443.232	2508.7872	449	1
1_MACS_peak_26374_lociStitched	chr7	101946253	101952565	1	6313	23169.4584	1250.4072	450	1
2_MACS_peak_5574_lociStitched	chr11	115125135	115137188	2	9820	23936.0527	2024.904	451	1
2_MACS_peak_30227_lociStitched	chrX	119434575	119445682	2	10593	23000.3756	1125.1391	452	1
2_MACS_peak_4080_lociStitched	chr10	112255851	112273164	2	11028	24783.5595	2946.6726	453	1
1_MACS_peak_2210_lociStitched	chr1	192542414	192551488	1	9075	24540.633	2714.9408	454	1
1_MACS_peak_25082_lociStitched	chr6	138186786	138196070	1	9285	23584.1452	1780.6712	455	1
3_MACS_peak_24179_lociStitched	chr6	37121642	37141050	3	11041	24915.9904	3120.8064	456	1
1_MACS_peak_28107_lociStitched	chr8	134244427	134248998	1	4572	22818.432	1033.5031	457	1
3_MACS_peak_14874_lociStitched	chr2	64862674	64883604	3	11873	24940.188	3158.337	458	1
1_MACS_peak_9766_lociStitched	chr15	90637203	90646618	1	9416	23565.745	1812.3875	459	1
1_MACS_peak_15601_lociStitched	chr2	134707431	134714879	1	7449	23382.996	1634.836	460	1
1_MACS_peak_17728_lociStitched	chr21	41383522	41389861	1	6340	23742.7245	2005.6596	461	1
3_MACS_peak_3989_lociStitched	chr10	104401107	104422189	3	13363	24931.5732	3204.464	462	1
2_MACS_peak_6455_lociStitched	chr12	51711845	51722217	2	9987	23902.274	2181.2316	463	1
2_MACS_peak_18046_lociStitched	chr22	26974716	26992527	2	12427	24664.6728	2969.0937	464	1
1_MACS_peak_26786_lociStitched	chr7	139613501	139618839	1	5339	23029.1996	1381.4744	465	1
1_MACS_peak_4710_lociStitched	chr11	35159510	35169230	1	9721	23625.432	2015.928	466	1
2_MACS_peak_7979_lociStitched	chr13	114581582	114595135	2	10758	23606.6154	2000.4228	467	1
3_MACS_peak_17513_lociStitched	chr21	19151491	19169325	3	15135	25106.7052	3511.5146	468	1
1_MACS_peak_17134_lociStitched	chr20	42308258	42312442	1	4185	22655.1048	1066.5016	469	1
5_MACS_peak_10824_lociStitched	chr16	81841614	81871609	5	15020	24178.9695	2678.5535	470	1
3_MACS_peak_17623_lociStitched	chr21	34696114	34712688	3	9397	25527.2748	4029.1394	471	1
3_MACS_peak_13112_lociStitched	chr19	2254653	2271802	3	11849	25188.4512	3719.6181	472	1
1_MACS_peak_7982_lociStitched	chr13	114789313	114794512	1	5200	22519.9884	1073.0736	473	1
4_MACS_peak_4012_lociStitched	chr10	105244857	105268392	4	18579	25478.991	4036.2525	474	1
2_MACS_peak_24953_lociStitched	chr6	129992787	130011209	2	11809	24464.416	3028.5768	475	1
2_MACS_peak_5016_lociStitched	chr11	65237778	65246286	2	6532	22896.7296	1478.6904	476	1
2_MACS_peak_2074_lociStitched	chr1	179845997	179853897	2	5483	23587.82	2200.94	477	1
2_MACS_peak_14941_lociStitched	chr2	68989007	69004002	2	10460	24048.981	2688.6035	478	1
3_MACS_peak_13300_lociStitched	chr19	10329332	10348038	3	11419	23868.856	2525.31	479	1
3_MACS_peak_16267_lociStitched	chr2	207995879	208015652	3	12625	24249.6072	2906.631	480	1
3_MACS_peak_17172_lociStitched	chr20	43587218	43609443	3	13621	25674.32	4362.7675	481	1
3_MACS_peak_17757_lociStitched	chr21	43638921	43657922	3	11619	25681.7516	4404.4318	482	1
2_MACS_peak_3323_lociStitched	chr10	43890676	43906146	2	10762	23828.441	2566.473	483	1
1_MACS_peak_6642_lociStitched	chr12	62995163	62998356	1	3194	21824.155	585.2769	484	1
1_MACS_peak_24000_lociStitched	chr6	30683656	30691027	1	7372	22905.3825	1691.6445	485	1
2_MACS_peak_5809_lociStitched	chr11	132218213	132231691	2	10121	23318.2878	2126.8284	486	1
3_MACS_peak_17430_lociStitched	chr20	61272901	61291250	3	12184	23558.2811	2387.2049	487	1
2_MACS_peak_29370_lociStitched	chr9	132646090	132657779	2	8116	23138.3755	1975.441	488	1
3_MACS_peak_28875_lociStitched	chr9	94180851	94196060	3	14112	24399.7987	3269.935	489	1
2_MACS_peak_12189_lociStitched	chr17	73774299	73782422	2	6090	22525.8913	1466.2015	490	1
4_MACS_peak_11081_lociStitched	chr17	7136576	7156724	4	11105	23996.268	3014.1408	491	1
3_MACS_peak_8950_lociStitched	chr15	34619216	34635787	3	10203	23555.6765	2611.5896	492	1
3_MACS_peak_24473_lociStitched	chr6	74220307	74234461	3	9851	23693.796	2762.8608	493	1
4_MACS_peak_28197_lociStitched	chr8	145002089	145028017	4	15178	24291.9432	3362.8616	494	1
7_MACS_peak_10781_lociStitched	chr16	78768872	78805124	7	27138	24415.722	3498.318	495	1
1_MACS_peak_27242_lociStitched	chr8	26428121	26437576	1	9456	22869.754	1962.858	496	1
2_MACS_peak_2035_lociStitched	chr1	174957365	174970941	2	7193	23660.2528	2825.1656	497	1
3_MACS_peak_3347_lociStitched	chr10	45453943	45475357	3	13557	24148.5678	3321.3114	498	1
1_MACS_peak_856_lociStitched	chr1	53100596	53105204	1	4609	21701.376	974.592	499	1
4_MACS_peak_6966_lociStitched	chr12	96878260	96902073	4	14166	24151.1446	3429.072	500	1
1_MACS_peak_3818_lociStitched	chr10	91645514	91651556	1	6043	21824.9124	1109.3112	501	1
3_MACS_peak_12839_lociStitched	chr18	52929982	52948393	3	11629	23402.2221	2688.006	502	1
2_MACS_peak_9500_lociStitched	chr15	74665550	74679232	2	7087	22959.7642	2291.735	503	1
2_MACS_peak_7330_lociStitched	chr12	125398046	125412837	2	9881	21974.9887	1310.4826	504	1
3_MACS_peak_5129_lociStitched	chr11	67760370	67778776	3	10550	23322.2426	2672.5512	505	1
3_MACS_peak_18645_lociStitched	chr3	13455238	13470853	3	8147	22721.3865	2161.116	506	1
4_MACS_peak_30409_lociStitched	chrX	153233771	153252586	4	10435	22049.2985	1520.252	507	1
3_MACS_peak_17322_lociStitched	chr20	52336823	52358683	3	11173	23534.476	3023.238	508	1
2_MACS_peak_20837_lociStitched	chr4	40302433	40320076	2	12344	23650.4415	3147.5112	509	1
2_MACS_peak_19388_lociStitched	chr3	98448399	98464952	2	9618	23407.5973	2905.0515	510	1
2_MACS_peak_12249_lociStitched	chr17	75229203	75244301	2	8630	22589.6276	2092.5828	511	1
2_MACS_peak_20438_lociStitched	chr3	195631846	195642758	2	7381	22870.4608	2406.096	512	1
1_MACS_peak_5195_lociStitched	chr11	72523224	72527730	1	4507	21527.415	1078.2858	513	1
4_MACS_peak_19430_lociStitched	chr3	101487011	101513775	4	13713	24542.588	4110.9504	514	1
1_MACS_peak_16048_lociStitched	chr2	188730194	188736098	1	5905	21413.808	1005.4512	515	1
3_MACS_peak_22750_lociStitched	chr5	109187902	109202444	3	10298	22537.1916	2214.7466	516	1
5_MACS_peak_5980_lociStitched	chr12	9573401	9602081	5	14722	25006.092	4709.256	517	1
4_MACS_peak_27348_lociStitched	chr8	33410185	33428092	4	11441	23008.7043	2755.8873	518	1
2_MACS_peak_1583_lociStitched	chr1	150120754	150139383	2	11876	24120.8292	3869.2433	519	1
1_MACS_peak_6445_lociStitched	chr12	51311774	51323155	1	11382	22719.8903	2478.7818	520	1
3_MACS_peak_29217_lociStitched	chr9	126083302	126103754	3	9255	23577.0656	3337.7664	521	1
4_MACS_peak_13965_lociStitched	chr19	48823409	48837996	4	11951	23094.1384	2895.5195	522	1
1_MACS_peak_28113_lociStitched	chr8	134508065	134515646	1	7582	21645.2712	1459.3425	523	1
4_MACS_peak_8980_lociStitched	chr15	38360712	38380439	4	11030	23453.4303	3300.3271	524	1
1_MACS_peak_13796_lociStitched	chr19	41767587	41772206	1	4620	21179.0388	1027.2656	525	1
1_MACS_peak_12248_lociStitched	chr17	75203585	75210390	1	6806	21615.402	1495.0585	526	1
3_MACS_peak_5320_lociStitched	chr11	82704021	82719977	3	11294	22505.938	2399.7824	527	1
