#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isSuperStretch
3_MACS_peak_26833_lociStitched	chr7	142490489	142511493	3	11931	44364.6488	4362.5308	265	1
5_MACS_peak_21862_lociStitched	chr4	186252469	186284933	5	14592	24114.2592	4730.0048	267	1
1_MACS_peak_10543_lociStitched	chr16	56962936	56975749	1	12814	37308.8934	2768.8893	268	1
5_MACS_peak_12192_lociStitched	chr17	73850495	73875869	5	13207	35531.2122	3884.7594	269	1
3_MACS_peak_27301_lociStitched	chr8	29462941	29478109	3	14296	24443.232	2508.7872	270	1
6_MACS_peak_13385_lociStitched	chr19	12885564	12918381	6	14580	22811.0967	4676.4225	272	1
3_MACS_peak_14112_lociStitched	chr19	56328940	56351885	3	12624	38559.0725	3271.957	273	1
1_MACS_peak_14611_lociStitched	chr2	42322882	42335303	1	12422	38846.6775	2514.0104	274	1
3_MACS_peak_20183_lociStitched	chr3	177062288	177079977	3	12324	40980.1063	4388.6409	275	1
2_MACS_peak_24032_lociStitched	chr6	31694084	31709439	2	12326	39142.966	3176.9495	277	1
4_MACS_peak_6966_lociStitched	chr12	96878260	96902073	4	14166	24151.1446	3429.072	278	1
3_MACS_peak_28875_lociStitched	chr9	94180851	94196060	3	14112	24399.7987	3269.935	279	1
1_MACS_peak_28137_lociStitched	chr8	137188710	137201718	1	13009	33252.3504	2415.5856	280	1
2_MACS_peak_23432_lociStitched	chr5	173696145	173710319	2	12819	34078.5482	2371.3102	282	1
2_MACS_peak_20079_lociStitched	chr3	169656137	169668571	2	12339	37929.917	3102.283	283	1
3_MACS_peak_6893_lociStitched	chr12	92930783	92950953	3	14215	21009.072	2845.987	284	1
1_MACS_peak_398_lociStitched	chr1	27018204	27031365	1	13162	31367.9274	2720.3787	285	1
1_MACS_peak_2420_lociStitched	chr1	206727716	206739707	1	11992	39724.9839	3510.9648	286	1
2_MACS_peak_25573_lociStitched	chr7	20476220	20490722	2	13498	27732.1746	2334.822	287	1
2_MACS_peak_20346_lociStitched	chr3	186779368	186792588	2	10196	47573.492	3587.908	288	1
2_MACS_peak_22942_lociStitched	chr5	131789887	131804149	2	12763	33267.5412	3121.9518	289	1
1_MACS_peak_11547_lociStitched	chr17	37924928	37938374	1	13447	26516.8566	2546.6724	290	1
4_MACS_peak_21890_lociStitched	chr4	187748019	187775790	4	12995	30945.2253	3457.4895	291	1
4_MACS_peak_19430_lociStitched	chr3	101487011	101513775	4	13713	24542.588	4110.9504	292	1
1_MACS_peak_12017_lociStitched	chr17	62196616	62210611	1	13996	19450.251	2741.6205	293	1
3_MACS_peak_17172_lociStitched	chr20	43587218	43609443	3	13621	25674.32	4362.7675	295	1
4_MACS_peak_662_lociStitched	chr1	40839066	40858577	4	13894	20102.1833	3410.5228	297	1
4_MACS_peak_18274_lociStitched	chr22	39362281	39386504	4	13066	28910.1505	3192.5914	298	1
3_MACS_peak_3347_lociStitched	chr10	45453943	45475357	3	13557	24148.5678	3321.3114	299	1
3_MACS_peak_27312_lociStitched	chr8	29621963	29635665	3	10323	44175.248	2278.6426	300	1
6_MACS_peak_4967_lociStitched	chr11	63992597	64019976	6	13638	23395.3555	4002.8098	302	1
2_MACS_peak_9273_lociStitched	chr15	58581815	58595806	2	11840	36149.9458	2150.4167	303	1
5_MACS_peak_29573_lociStitched	chrX	10065248	10091263	5	13692	20603.88	2286.7185	304	1
2_MACS_peak_25911_lociStitched	chr7	50343243	50357873	2	12982	28418.775	2743.125	306	1
3_MACS_peak_3989_lociStitched	chr10	104401107	104422189	3	13363	24931.5732	3204.464	307	1
2_MACS_peak_5532_lociStitched	chr11	111279464	111294415	2	13535	22124.4898	2519.2435	308	1
2_MACS_peak_12276_lociStitched	chr17	76137206	76152870	2	12758	29561.1008	2431.0528	309	1
4_MACS_peak_11073_lociStitched	chr17	6914816	6940405	4	11273	39911.1633	3357.2768	310	1
4_MACS_peak_27266_lociStitched	chr8	27933752	27951606	4	13694	20510.6752	3449.3928	311	1
3_MACS_peak_18285_lociStitched	chr22	39458961	39474534	3	12921	27232.5051	2508.8103	314	1
5_MACS_peak_5913_lociStitched	chr12	6551970	6581041	5	12494	32983.9566	4814.1576	315	1
2_MACS_peak_5662_lociStitched	chr11	120367887	120383235	2	13069	24908.2692	1992.1704	318	1
1_MACS_peak_4842_lociStitched	chr11	58339951	58348552	1	8602	48493.2981	1656.5526	319	1
1_MACS_peak_15999_lociStitched	chr2	182168369	182180078	1	11710	35451.3393	2279.7423	320	1
2_MACS_peak_13809_lociStitched	chr19	42051268	42070503	2	12903	27025.175	3239.174	321	1
2_MACS_peak_23542_lociStitched	chr6	381290	400882	2	13523	19766.3688	3130.8016	322	1
5_MACS_peak_22597_lociStitched	chr5	87954442	87976765	5	11976	34006.8582	3426.5805	324	1
3_MACS_peak_13485_lociStitched	chr19	16694111	16711752	3	12308	30986.4165	3081.8827	326	1
2_MACS_peak_22104_lociStitched	chr5	32530354	32544242	2	12674	27019.104	2520.672	327	1
2_MACS_peak_17968_lociStitched	chr22	23087927	23101953	2	13170	21597.2348	2300.264	328	1
1_MACS_peak_3485_lociStitched	chr10	63802696	63815106	1	12411	29231.755	2776.117	329	1
1_MACS_peak_18048_lociStitched	chr22	27003532	27015904	1	12373	29136.06	2465.7396	330	1
3_MACS_peak_14612_lociStitched	chr2	42343390	42361146	3	13246	20802.9296	3103.7488	331	1
4_MACS_peak_13121_lociStitched	chr19	2455300	2480730	4	13129	23990.662	5134.317	332	1
4_MACS_peak_12032_lociStitched	chr17	62961133	62986810	4	11782	34389.2061	3941.4195	333	1
2_MACS_peak_1870_lociStitched	chr1	161144704	161158161	2	11361	36741.6471	3796.2197	334	1
2_MACS_peak_22614_lociStitched	chr5	88634814	88652746	2	11699	33726.5056	2913.95	335	1
2_MACS_peak_16467_lociStitched	chr2	231725829	231739876	2	12297	27251.18	1300.7522	338	1
2_MACS_peak_17724_lociStitched	chr21	41295561	41310681	2	11651	34570.368	3981.096	339	1
2_MACS_peak_9145_lociStitched	chr15	46994247	47008771	2	12904	22340.8168	2460.3656	341	1
4_MACS_peak_15640_lociStitched	chr2	137132607	137153064	4	12275	28809.5931	2970.3564	342	1
3_MACS_peak_17793_lociStitched	chr21	45194635	45210483	3	12155	30426.5752	3754.3912	343	1
2_MACS_peak_13673_lociStitched	chr19	35694343	35708342	2	11449	34483.7367	2896.3931	344	1
6_MACS_peak_1029_lociStitched	chr1	68201056	68232688	6	13105	21177.624	4175.424	345	1
2_MACS_peak_3995_lociStitched	chr10	104531182	104544040	2	12351	27032.6592	2246.2926	346	1
1_MACS_peak_21309_lociStitched	chr4	105406407	105417778	1	11372	33528.5306	1793.2067	347	1
3_MACS_peak_16267_lociStitched	chr2	207995879	208015652	3	12625	24249.6072	2906.631	349	1
1_MACS_peak_17778_lociStitched	chr21	44723884	44734855	1	10972	36071.5509	2693.3805	351	1
2_MACS_peak_29076_lociStitched	chr9	112668712	112683236	2	10797	36752.982	2702.9164	354	1
1_MACS_peak_12604_lociStitched	chr18	22928717	22941556	1	12840	19476.763	1783.3371	356	1
2_MACS_peak_18046_lociStitched	chr22	26974716	26992527	2	12427	24664.6728	2969.0937	358	1
4_MACS_peak_3605_lociStitched	chr10	74006484	74024488	4	12613	22812.8684	3157.9016	359	1
2_MACS_peak_5729_lociStitched	chr11	126056473	126069044	2	8887	44159.4088	2178.5543	361	1
5_MACS_peak_13082_lociStitched	chr19	1647913	1672864	5	12159	27920.169	4209.2337	362	1
4_MACS_peak_14394_lociStitched	chr2	25623861	25645606	4	12569	23023.606	3653.16	364	1
2_MACS_peak_17319_lociStitched	chr20	52267929	52279801	2	11469	30799.5296	2107.28	365	1
4_MACS_peak_7101_lociStitched	chr12	109161683	109181131	4	12186	26011.7	3131.128	366	1
6_MACS_peak_10643_lociStitched	chr16	67554669	67587536	6	12712	22027.4634	4926.7633	367	1
4_MACS_peak_29308_lociStitched	chr9	130828650	130845654	4	12631	20982.936	2987.6028	368	1
2_MACS_peak_20837_lociStitched	chr4	40302433	40320076	2	12344	23650.4415	3147.5112	370	1
4_MACS_peak_25152_lociStitched	chr6	143162900	143180026	4	12465	20746.4364	1666.3598	371	1
3_MACS_peak_6707_lociStitched	chr12	68751884	68770745	3	11398	31446.9453	3164.8758	373	1
1_MACS_peak_20175_lociStitched	chr3	176911547	176921184	1	9638	40492.7466	2590.4256	374	1
2_MACS_peak_7623_lociStitched	chr13	46269044	46281218	2	11526	28566.291	1341.5748	375	1
3_MACS_peak_1334_lociStitched	chr1	112134463	112148612	3	12025	24466.4508	1467.2513	377	1
4_MACS_peak_18721_lociStitched	chr3	20080130	20098379	4	12574	19869.5112	2708.1516	378	1
2_MACS_peak_17614_lociStitched	chr21	34600757	34613240	2	10793	34747.6788	3007.1547	379	1
4_MACS_peak_25029_lociStitched	chr6	135322839	135344037	4	12408	22463.5206	3652.4154	380	1
3_MACS_peak_17430_lociStitched	chr20	61272901	61291250	3	12184	23558.2811	2387.2049	381	1
4_MACS_peak_17626_lociStitched	chr21	34732936	34757756	4	12075	27195.274	5246.948	382	1
4_MACS_peak_22269_lociStitched	chr5	55272541	55292219	4	12329	22830.4156	3540.0722	384	1
4_MACS_peak_6065_lociStitched	chr12	13241956	13256125	4	12334	21130.2297	2711.9466	389	1
1_MACS_peak_2095_lociStitched	chr1	181095120	181106586	1	11467	29119.0536	2773.6254	390	1
2_MACS_peak_17152_lociStitched	chr20	42695558	42710419	2	8831	42740.236	2559.0642	391	1
3_MACS_peak_5122_lociStitched	chr11	67644642	67659860	3	11195	30618.616	2465.316	392	1
1_MACS_peak_5886_lociStitched	chr12	4377277	4388413	1	11137	30453.6192	1988.8896	393	1
2_MACS_peak_17167_lociStitched	chr20	43270067	43282286	2	11877	24743.475	2436.4686	394	1
3_MACS_peak_14874_lociStitched	chr2	64862674	64883604	3	11873	24940.188	3158.337	396	1
2_MACS_peak_26410_lociStitched	chr7	104576068	104587095	2	10687	32376.3747	1989.2708	397	1
2_MACS_peak_23204_lociStitched	chr5	150459359	150475980	2	12111	21806.752	3018.3736	399	1
3_MACS_peak_13112_lociStitched	chr19	2254653	2271802	3	11849	25188.4512	3719.6181	400	1
4_MACS_peak_13965_lociStitched	chr19	48823409	48837996	4	11951	23094.1384	2895.5195	405	1
2_MACS_peak_24953_lociStitched	chr6	129992787	130011209	2	11809	24464.416	3028.5768	406	1
3_MACS_peak_10254_lociStitched	chr16	23404589	23419410	3	10245	34575.9109	2184.6154	407	1
3_MACS_peak_9815_lociStitched	chr15	93346012	93364538	3	10941	31053.2812	2873.3826	408	1
3_MACS_peak_14441_lociStitched	chr2	27374667	27389984	3	12036	21509.6631	2591.6364	409	1
1_MACS_peak_17215_lociStitched	chr20	45978083	45987373	1	9291	38837.774	1908.166	410	1
3_MACS_peak_17315_lociStitched	chr20	52224963	52244752	3	10829	31201.3163	2406.3424	411	1
2_MACS_peak_11039_lociStitched	chr17	4841917	4855123	2	11099	29022.8262	2108.9982	413	1
1_MACS_peak_20993_lociStitched	chr4	69434269	69444218	1	9950	35452.2666	1700.2841	414	1
4_MACS_peak_21052_lociStitched	chr4	76022941	76044176	4	11300	28620.533	3253.202	415	1
1_MACS_peak_4881_lociStitched	chr11	60601905	60613367	1	11463	26041.664	2016.1658	416	1
2_MACS_peak_1583_lociStitched	chr1	150120754	150139383	2	11876	24120.8292	3869.2433	417	1
2_MACS_peak_27298_lociStitched	chr8	29404316	29416975	2	10084	35071.7595	2102.6599	418	1
2_MACS_peak_15733_lociStitched	chr2	153913730	153928943	2	11530	25253.58	2017.2438	419	1
5_MACS_peak_10628_lociStitched	chr16	67183977	67209061	5	11958	22324.76	3336.172	420	1
3_MACS_peak_15755_lociStitched	chr2	158323464	158337889	3	9796	36697.2	2533.03	421	1
1_MACS_peak_20198_lociStitched	chr3	178230153	178241440	1	11288	27863.0882	2904.1451	422	1
1_MACS_peak_23030_lociStitched	chr5	138719899	138730438	1	10540	32249.34	2199.4893	423	1
4_MACS_peak_5639_lociStitched	chr11	118954856	118979806	4	12069	21404.605	4006.97	424	1
5_MACS_peak_8792_lociStitched	chr15	20969034	20996091	5	12089	19965.3603	3417.2991	426	1
2_MACS_peak_11277_lociStitched	chr17	20204548	20221754	2	11861	21328.5576	2147.3088	427	1
3_MACS_peak_23914_lociStitched	chr6	27098276	27116086	3	11322	26909.129	2920.84	429	1
3_MACS_peak_17757_lociStitched	chr21	43638921	43657922	3	11619	25681.7516	4404.4318	430	1
1_MACS_peak_23163_lociStitched	chr5	148204601	148216036	1	11436	25520.633	2716.956	432	1
1_MACS_peak_25648_lociStitched	chr7	26002405	26012402	1	9998	34572.6251	2187.3436	433	1
4_MACS_peak_13970_lociStitched	chr19	48879966	48902460	4	11269	27300.9678	3227.889	434	1
1_MACS_peak_11063_lociStitched	chr17	6062091	6071728	1	9638	36013.469	1840.667	435	1
3_MACS_peak_12839_lociStitched	chr18	52929982	52948393	3	11629	23402.2221	2688.006	436	1
3_MACS_peak_20883_lociStitched	chr4	48191532	48206889	3	11744	22060.3305	2552.3334	437	1
2_MACS_peak_24296_lociStitched	chr6	45386614	45402263	2	11358	25179.241	2255.0209	438	1
3_MACS_peak_19918_lociStitched	chr3	151985219	152001859	3	11862	20147.712	2908.672	442	1
3_MACS_peak_23637_lociStitched	chr6	7134927	7148243	3	11590	22313.6212	2612.5992	444	1
3_MACS_peak_13300_lociStitched	chr19	10329332	10348038	3	11419	23868.856	2525.31	445	1
2_MACS_peak_17381_lociStitched	chr20	56047338	56058248	2	10733	28601.656	1837.244	446	1
1_MACS_peak_25883_lociStitched	chr7	47512692	47522998	1	10307	31911.4984	2403.3592	447	1
1_MACS_peak_1491_lociStitched	chr1	145448200	145457970	1	9771	35914.52	3555.303	449	1
1_MACS_peak_24769_lociStitched	chr6	108986325	108997495	1	11171	25040.906	1881.028	450	1
3_MACS_peak_24237_lociStitched	chr6	42737679	42752635	3	9911	33501.44	2135.7168	452	1
2_MACS_peak_6351_lociStitched	chr12	46776085	46794003	2	11577	22112.6038	3080.1042	453	1
2_MACS_peak_2285_lociStitched	chr1	200850523	200864813	2	10276	32135.352	3020.906	454	1
4_MACS_peak_27348_lociStitched	chr8	33410185	33428092	4	11441	23008.7043	2755.8873	455	1
5_MACS_peak_18506_lociStitched	chr22	50962590	50983493	5	11723	19997.9001	3056.0186	458	1
3_MACS_peak_26069_lociStitched	chr7	74057099	74076987	3	11671	20222.1184	2822.1072	459	1
1_MACS_peak_15122_lociStitched	chr2	86219412	86229245	1	9834	33404.6676	2060.0135	460	1
1_MACS_peak_6445_lociStitched	chr12	51311774	51323155	1	11382	22719.8903	2478.7818	461	1
2_MACS_peak_26463_lociStitched	chr7	106503667	106513866	2	9961	33435.3817	2974.0284	462	1
3_MACS_peak_3026_lociStitched	chr10	6953870	6973172	3	10226	31755.6504	3105.6918	463	1
3_MACS_peak_5320_lociStitched	chr11	82704021	82719977	3	11294	22505.938	2399.7824	465	1
3_MACS_peak_10136_lociStitched	chr16	14486348	14503542	3	10448	29063.0182	2513.7628	466	1
3_MACS_peak_24179_lociStitched	chr6	37121642	37141050	3	11041	24915.9904	3120.8064	468	1
1_MACS_peak_3121_lociStitched	chr10	15824463	15834318	1	9856	31659.1875	1672.3935	470	1
2_MACS_peak_4080_lociStitched	chr10	112255851	112273164	2	11028	24783.5595	2946.6726	471	1
3_MACS_peak_17322_lociStitched	chr20	52336823	52358683	3	11173	23534.476	3023.238	472	1
1_MACS_peak_11517_lociStitched	chr17	36856094	36863799	1	7706	40699.351	1363.0145	473	1
4_MACS_peak_11081_lociStitched	chr17	7136576	7156724	4	11105	23996.268	3014.1408	474	1
2_MACS_peak_2350_lociStitched	chr1	203721939	203736610	2	8611	39095.2808	3343.5209	476	1
3_MACS_peak_7067_lociStitched	chr12	106528492	106544069	3	11198	22413.7453	2989.2263	478	1
2_MACS_peak_20404_lociStitched	chr3	193815260	193823445	2	8138	40125.3255	2744.4305	479	1
2_MACS_peak_12077_lociStitched	chr17	66229887	66245561	2	9751	32547.061	2605.0188	481	1
1_MACS_peak_16333_lociStitched	chr2	217079279	217089242	1	9964	30410.0649	2211.786	484	1
4_MACS_peak_8980_lociStitched	chr15	38360712	38380439	4	11030	23453.4303	3300.3271	485	1
2_MACS_peak_16820_lociStitched	chr20	17826235	17840369	2	11100	21305.5916	1971.693	487	1
3_MACS_peak_1701_lociStitched	chr1	154821343	154844656	3	9845	33092.8035	4898.0613	491	1
2_MACS_peak_7979_lociStitched	chr13	114581582	114595135	2	10758	23606.6154	2000.4228	492	1
2_MACS_peak_1644_lociStitched	chr1	152006280	152022052	2	9810	31987.1932	3715.8832	494	1
4_MACS_peak_14106_lociStitched	chr19	56145555	56168044	4	11080	21438.7637	3092.2375	495	1
3_MACS_peak_5734_lociStitched	chr11	126172997	126189778	3	11227	19606.9204	2882.9758	496	1
2_MACS_peak_3323_lociStitched	chr10	43890676	43906146	2	10762	23828.441	2566.473	497	1
2_MACS_peak_16092_lociStitched	chr2	192530537	192546247	2	10389	26854.674	2893.782	499	1
1_MACS_peak_21582_lociStitched	chr4	144272683	144282373	1	9691	30437.259	2038.776	500	1
3_MACS_peak_13418_lociStitched	chr19	13948928	13962206	3	10322	26233.3446	2036.8452	501	1
2_MACS_peak_30227_lociStitched	chrX	119434575	119445682	2	10593	23000.3756	1125.1391	503	1
4_MACS_peak_21835_lociStitched	chr4	185366640	185381780	4	10882	21877.3	2738.826	504	1
1_MACS_peak_1319_lociStitched	chr1	111172604	111181638	1	9035	32774.4486	1235.8512	506	1
3_MACS_peak_22583_lociStitched	chr5	86408063	86420197	3	10967	20398.4674	2374.6238	507	1
1_MACS_peak_3256_lociStitched	chr10	30988635	30997112	1	8478	35756.8337	1704.7247	508	1
1_MACS_peak_25563_lociStitched	chr7	20254555	20263533	1	8979	33845.2644	2090.0784	509	1
3_MACS_peak_23392_lociStitched	chr5	171601041	171616219	3	11056	19207.759	2548.3862	512	1
2_MACS_peak_20455_lociStitched	chr3	196357819	196371457	2	10443	25355.7696	3124.4658	514	1
3_MACS_peak_5772_lociStitched	chr11	129233422	129249607	3	10713	22607.208	2738.502	515	1
2_MACS_peak_6184_lociStitched	chr12	27329556	27340879	2	10827	20434.6181	2174.016	518	1
5_MACS_peak_23675_lociStitched	chr6	10403365	10431039	5	10801	21718.5552	3392.8324	519	1
3_MACS_peak_5129_lociStitched	chr11	67760370	67778776	3	10550	23322.2426	2672.5512	520	1
2_MACS_peak_14941_lociStitched	chr2	68989007	69004002	2	10460	24048.981	2688.6035	521	1
1_MACS_peak_7017_lociStitched	chr12	102870270	102879519	1	9250	31197.8019	1812.804	522	1
1_MACS_peak_28354_lociStitched	chr9	9604919	9615650	1	10732	20118.4788	1488.3897	524	1
2_MACS_peak_6849_lociStitched	chr12	89737920	89749611	2	10548	22468.9329	2438.7426	526	1
4_MACS_peak_30409_lociStitched	chrX	153233771	153252586	4	10435	22049.2985	1520.252	527	1
2_MACS_peak_1783_lociStitched	chr1	156709221	156722878	2	10171	25849.9696	3672.3673	535	1
2_MACS_peak_13851_lociStitched	chr19	44257272	44271761	2	9912	26317.8196	2211.0214	536	1
1_MACS_peak_1850_lociStitched	chr1	160675537	160685360	1	9824	27915.9837	3198.3688	537	1
1_MACS_peak_9533_lociStitched	chr15	75334082	75341824	1	7743	37162.3742	1961.0486	539	1
2_MACS_peak_25027_lociStitched	chr6	135190401	135204208	2	8415	34728.7471	2309.9111	542	1
1_MACS_peak_24722_lociStitched	chr6	106439033	106447560	1	8528	33200.7272	1481.9926	543	1
4_MACS_peak_24094_lociStitched	chr6	33537582	33559223	4	10641	20784.0164	3421.4421	545	1
2_MACS_peak_14891_lociStitched	chr2	65204530	65221148	2	10501	21187.95	2514.3034	547	1
2_MACS_peak_7998_lociStitched	chr13	115038967	115048895	2	9655	26955.5128	1634.1488	548	1
3_MACS_peak_12801_lociStitched	chr18	48677287	48696753	3	9899	26438.7212	2805.0506	549	1
2_MACS_peak_5607_lociStitched	chr11	117873375	117885043	2	9766	26370.8468	1837.71	551	1
3_MACS_peak_22750_lociStitched	chr5	109187902	109202444	3	10298	22537.1916	2214.7466	552	1
3_MACS_peak_6879_lociStitched	chr12	92754386	92770280	3	9525	28534.4982	2620.9206	553	1
3_MACS_peak_8950_lociStitched	chr15	34619216	34635787	3	10203	23555.6765	2611.5896	554	1
2_MACS_peak_17692_lociStitched	chr21	37905349	37916655	2	9774	26556.6634	2539.3276	557	1
1_MACS_peak_2761_lociStitched	chr1	230238256	230248861	1	10606	19639.3995	2983.1865	559	1
2_MACS_peak_5809_lociStitched	chr11	132218213	132231691	2	10121	23318.2878	2126.8284	560	1
4_MACS_peak_18314_lociStitched	chr22	39911047	39929756	4	10476	21320.7764	3479.874	561	1
2_MACS_peak_6455_lociStitched	chr12	51711845	51722217	2	9987	23902.274	2181.2316	566	1
2_MACS_peak_28114_lociStitched	chr8	134576672	134586315	2	9324	27572.2299	1736.7043	572	1
2_MACS_peak_5574_lociStitched	chr11	115125135	115137188	2	9820	23936.0527	2024.904	577	1
2_MACS_peak_11817_lociStitched	chr17	47816050	47827641	2	10279	20308.5911	2419.0417	578	1
1_MACS_peak_27927_lociStitched	chr8	118449260	118457936	1	8677	30777.2424	1741.2732	579	1
2_MACS_peak_1696_lociStitched	chr1	154755395	154766347	2	9689	25693.392	2926.3744	581	1
2_MACS_peak_8462_lociStitched	chr14	72980152	72990311	2	9537	24817.4211	1044.3452	582	1
3_MACS_peak_23863_lociStitched	chr6	26020203	26034967	3	10209	20964.88	2698.8592	584	1
3_MACS_peak_24473_lociStitched	chr6	74220307	74234461	3	9851	23693.796	2762.8608	587	1
2_MACS_peak_7330_lociStitched	chr12	125398046	125412837	2	9881	21974.9887	1310.4826	588	1
1_MACS_peak_998_lociStitched	chr1	66795235	66803909	1	8675	30416.2484	1942.1086	589	1
1_MACS_peak_2246_lociStitched	chr1	197739959	197749034	1	9076	28465.5525	2395.8	593	1
1_MACS_peak_4710_lociStitched	chr11	35159510	35169230	1	9721	23625.432	2015.928	594	1
4_MACS_peak_13102_lociStitched	chr19	2040954	2062820	4	10056	22718.774	3951.1862	595	1
1_MACS_peak_7787_lociStitched	chr13	78688391	78696839	1	8449	30798.8736	1506.2784	599	1
2_MACS_peak_10897_lociStitched	chr16	89033192	89046301	2	9283	25443.2581	1084.1143	601	1
1_MACS_peak_29139_lociStitched	chr9	117126920	117136927	1	10008	20171.1099	1491.043	602	1
2_MACS_peak_12327_lociStitched	chr17	78873408	78887210	2	8612	29630.1336	1926.7592	610	1
2_MACS_peak_2154_lociStitched	chr1	184711231	184725806	2	10074	20199.4925	3528.6075	614	1
2_MACS_peak_21156_lociStitched	chr4	84132408	84144349	2	9809	21676.4973	2481.3398	615	1
2_MACS_peak_19388_lociStitched	chr3	98448399	98464952	2	9618	23407.5973	2905.0515	618	1
2_MACS_peak_24824_lociStitched	chr6	113946210	113957227	2	9982	18898.5618	1703.2282	619	1
1_MACS_peak_11553_lociStitched	chr17	38016217	38025226	1	9010	26289.1629	1564.8633	620	1
2_MACS_peak_7771_lociStitched	chr13	77898943	77914800	2	9886	20557.0148	2649.7047	621	1
1_MACS_peak_15933_lociStitched	chr2	175456309	175464554	1	8246	30268.2195	1416.491	622	1
1_MACS_peak_9766_lociStitched	chr15	90637203	90646618	1	9416	23565.745	1812.3875	623	1
2_MACS_peak_18361_lociStitched	chr22	42141150	42151296	2	9683	21133.1034	1615.2432	624	1
2_MACS_peak_6343_lociStitched	chr12	46119291	46132542	2	9950	19032.4113	2093.658	625	1
1_MACS_peak_28058_lociStitched	chr8	129664591	129673406	1	8816	27170.4745	1629.8935	626	1
2_MACS_peak_17988_lociStitched	chr22	23477849	23488778	2	9761	20674.3893	2063.3952	627	1
2_MACS_peak_6701_lociStitched	chr12	68376354	68387498	2	8781	27658.2936	2021.5216	629	1
3_MACS_peak_17623_lociStitched	chr21	34696114	34712688	3	9397	25527.2748	4029.1394	630	1
2_MACS_peak_7035_lociStitched	chr12	104318254	104326076	2	7696	32598.185	1570.6576	631	1
1_MACS_peak_27242_lociStitched	chr8	26428121	26437576	1	9456	22869.754	1962.858	632	1
4_MACS_peak_346_lociStitched	chr1	25347290	25364650	4	9630	21877.072	2452.968	633	1
1_MACS_peak_20024_lociStitched	chr3	160115961	160123869	1	7909	31815.4656	2003.8872	635	1
1_MACS_peak_25082_lociStitched	chr6	138186786	138196070	1	9285	23584.1452	1780.6712	637	1
2_MACS_peak_26744_lociStitched	chr7	134842634	134857510	2	9004	26937.4608	3289.0836	641	1
3_MACS_peak_4884_lociStitched	chr11	60672379	60684085	3	9723	20137.8318	2342.3706	644	1
1_MACS_peak_2698_lociStitched	chr1	226308553	226317171	1	8619	27873.1974	2270.843	645	1
2_MACS_peak_23998_lociStitched	chr6	30649112	30659680	2	9570	20923.5832	2117.8272	647	1
2_MACS_peak_1489_lociStitched	chr1	145427170	145441195	2	8448	29481.9525	3336.5475	657	1
1_MACS_peak_2210_lociStitched	chr1	192542414	192551488	1	9075	24540.633	2714.9408	664	1
3_MACS_peak_5752_lociStitched	chr11	128273944	128286795	3	9485	20690.11	2212.9422	665	1
2_MACS_peak_2057_lociStitched	chr1	178544438	178552572	2	7990	30438.2414	2332.8312	666	1
3_MACS_peak_29217_lociStitched	chr9	126083302	126103754	3	9255	23577.0656	3337.7664	667	1
3_MACS_peak_20619_lociStitched	chr4	9598995	9610994	3	9464	20101.9247	1977.4352	671	1
2_MACS_peak_12274_lociStitched	chr17	76116383	76129575	2	9320	21185.0328	2073.7824	677	1
3_MACS_peak_13457_lociStitched	chr19	16180455	16197903	3	8630	26803.6176	2959.1808	680	1
4_MACS_peak_13088_lociStitched	chr19	1847199	1865744	4	9375	21393.512	3189.74	682	1
1_MACS_peak_18654_lociStitched	chr3	14160420	14168450	1	8031	28405.322	1691.921	687	1
2_MACS_peak_8231_lociStitched	chr14	50465292	50476639	2	8413	25543.2317	1050.7322	689	1
3_MACS_peak_8932_lociStitched	chr15	33296513	33313566	3	9309	19650.1719	2517.0228	697	1
2_MACS_peak_19728_lociStitched	chr3	129890376	129900645	2	9101	20534.9193	1826.8551	704	1
1_MACS_peak_16763_lociStitched	chr20	9489713	9498885	1	9173	19653.7616	1773.8648	707	1
3_MACS_peak_7273_lociStitched	chr12	122227204	122243240	3	8544	23858.3608	1281.2764	708	1
2_MACS_peak_25926_lociStitched	chr7	52774339	52788486	2	9213	19133.8175	1844.7688	713	1
2_MACS_peak_6564_lociStitched	chr12	56726253	56734466	2	8148	26163.3328	1703.3762	721	1
1_MACS_peak_278_lociStitched	chr1	21615348	21623723	1	8376	24496.0375	1708.5	725	1
3_MACS_peak_20401_lociStitched	chr3	193787658	193804677	3	8993	21595.4091	3786.7275	733	1
3_MACS_peak_11324_lociStitched	chr17	27037411	27056615	3	9030	20306.3096	2828.7492	734	1
