GENE_ID	locusLine	bin_1_25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam
6_MACS_peak_9760_lociStitched	chr12(.):54137522-54154487	1.1602
3_MACS_peak_9766_lociStitched	chr12(.):54319859-54323230	1.0453
2_MACS_peak_9769_lociStitched	chr12(.):54327562-54334898	1.2442
23_MACS_peak_9771_lociStitched	chr12(.):54337741-54435765	1.7328
1_MACS_peak_9794_lociStitched	chr12(.):54439508-54442599	1.4579
1_MACS_peak_9795_lociStitched	chr12(.):54446455-54448085	1.0146
3_MACS_peak_9796_lociStitched	chr12(.):54453338-54455784	0.8585
1_MACS_peak_9799_lociStitched	chr12(.):54499898-54501356	1.1002
2_MACS_peak_9800_lociStitched	chr12(.):54519660-54521588	1.0126
10_MACS_peak_9802_lociStitched	chr12(.):54585986-54613380	1.2957
3_MACS_peak_9812_lociStitched	chr12(.):54693193-54696395	0.9864
2_MACS_peak_9815_lociStitched	chr12(.):54755650-54757909	1.1558
6_MACS_peak_9817_lociStitched	chr12(.):54759218-54772961	1.0973
2_MACS_peak_9823_lociStitched	chr12(.):54785750-54787441	0.9201
1_MACS_peak_9825_lociStitched	chr12(.):54797071-54797493	0.9786
3_MACS_peak_9826_lociStitched	chr12(.):54811730-54815651	1.2147
1_MACS_peak_9829_lociStitched	chr12(.):54981553-54981951	0.6943
1_MACS_peak_9830_lociStitched	chr12(.):56091729-56092092	0.6622
2_MACS_peak_9831_lociStitched	chr12(.):56100382-56101311	0.8092
1_MACS_peak_9833_lociStitched	chr12(.):56102430-56102958	0.9604
1_MACS_peak_9834_lociStitched	chr12(.):56474077-56476363	1.1615
3_MACS_peak_9835_lociStitched	chr12(.):57522664-57527137	1.0695
1_MACS_peak_9838_lociStitched	chr12(.):57531815-57532135	0.5197
3_MACS_peak_9839_lociStitched	chr12(.):57568332-57575656	1.4555
2_MACS_peak_9842_lociStitched	chr12(.):57576961-57584616	1.5573
4_MACS_peak_9844_lociStitched	chr12(.):57585750-57620088	2.026
2_MACS_peak_9848_lociStitched	chr12(.):57630152-57636798	1.6368
1_MACS_peak_9850_lociStitched	chr12(.):57637897-57639026	0.9298
1_MACS_peak_9851_lociStitched	chr12(.):57854017-57855506	1.8045
1_MACS_peak_9852_lociStitched	chr12(.):57858062-57858448	0.8751
1_MACS_peak_9853_lociStitched	chr12(.):57860985-57861624	0.9646
1_MACS_peak_9854_lociStitched	chr12(.):57942475-57943471	0.9491
1_MACS_peak_9855_lociStitched	chr12(.):58006723-58007013	0.8148
2_MACS_peak_9856_lociStitched	chr12(.):58012271-58018017	1.7743
1_MACS_peak_9858_lociStitched	chr12(.):58158307-58161149	1.8153
1_MACS_peak_9859_lociStitched	chr12(.):66219446-66219772	0.8176
2_MACS_peak_9860_lociStitched	chr12(.):68093554-68095169	0.8628
1_MACS_peak_9862_lociStitched	chr12(.):80378880-80379073	1.0447
1_MACS_peak_9863_lociStitched	chr12(.):91400069-91401482	1.0287
1_MACS_peak_9864_lociStitched	chr12(.):91404504-91405364	0.766
2_MACS_peak_9865_lociStitched	chr12(.):93454694-93456358	0.8923
2_MACS_peak_9867_lociStitched	chr12(.):96183220-96185545	0.7945
6_MACS_peak_9869_lociStitched	chr12(.):101386491-101393856	1.0184
1_MACS_peak_9875_lociStitched	chr12(.):103352246-103352632	0.814
2_MACS_peak_9876_lociStitched	chr12(.):106975745-106981259	1.4552
2_MACS_peak_9878_lociStitched	chr12(.):107712858-107714559	1.0156
1_MACS_peak_9880_lociStitched	chr12(.):108523370-108524124	1.5045
6_MACS_peak_9881_lociStitched	chr12(.):109730658-109735235	0.8604
1_MACS_peak_9887_lociStitched	chr12(.):109746717-109747155	0.7636
1_MACS_peak_9888_lociStitched	chr12(.):110054222-110054660	0.7353
1_MACS_peak_9889_lociStitched	chr12(.):110221125-110221596	0.9005
1_MACS_peak_9890_lociStitched	chr12(.):110270756-110271114	0.7753
1_MACS_peak_9891_lociStitched	chr12(.):111471138-111471544	1.0219
1_MACS_peak_9892_lociStitched	chr12(.):111605844-111606192	0.8148
2_MACS_peak_9893_lociStitched	chr12(.):111638688-111639577	0.7631
1_MACS_peak_9895_lociStitched	chr12(.):111653079-111653566	0.8121
3_MACS_peak_9896_lociStitched	chr12(.):113493314-113496256	0.6864
1_MACS_peak_9899_lociStitched	chr12(.):113534809-113535182	0.7611
2_MACS_peak_9900_lociStitched	chr12(.):113589238-113590672	0.7757
11_MACS_peak_9902_lociStitched	chr12(.):113901010-113913282	1.0276
1_MACS_peak_9913_lociStitched	chr12(.):113915559-113916124	0.8471
1_MACS_peak_9914_lociStitched	chr12(.):113957617-113958016	0.702
1_MACS_peak_9915_lociStitched	chr12(.):114105311-114105691	0.5553
1_MACS_peak_9916_lociStitched	chr12(.):114838434-114838767	0.5817
3_MACS_peak_9917_lociStitched	chr12(.):114841279-114844011	0.8045
1_MACS_peak_9920_lociStitched	chr12(.):114846023-114846320	0.5403
1_MACS_peak_9921_lociStitched	chr12(.):115104941-115105248	0.6002
1_MACS_peak_9922_lociStitched	chr12(.):115107165-115107523	0.8745
1_MACS_peak_9923_lociStitched	chr12(.):115109635-115109936	0.7798
1_MACS_peak_9924_lociStitched	chr12(.):115133070-115133514	0.6319
2_MACS_peak_9925_lociStitched	chr12(.):115134786-115136476	0.7267
1_MACS_peak_9927_lociStitched	chr12(.):115312222-115312658	2.4288
1_MACS_peak_9928_lociStitched	chr12(.):115647303-115647609	0.7763
3_MACS_peak_9929_lociStitched	chr12(.):117316579-117318439	0.8069
1_MACS_peak_9932_lociStitched	chr12(.):117657400-117657709	0.6566
1_MACS_peak_9933_lociStitched	chr12(.):120032570-120032889	0.4936
1_MACS_peak_9934_lociStitched	chr12(.):120785713-120786110	0.6612
1_MACS_peak_9935_lociStitched	chr12(.):120796573-120797044	0.8196
1_MACS_peak_9936_lociStitched	chr12(.):120798855-120799170	0.9537
1_MACS_peak_9937_lociStitched	chr12(.):120800330-120800898	0.6534
1_MACS_peak_9938_lociStitched	chr12(.):120803660-120804269	0.9612
1_MACS_peak_9939_lociStitched	chr12(.):120805304-120806127	1.2428
2_MACS_peak_9940_lociStitched	chr12(.):120807178-120809629	1.0405
1_MACS_peak_9942_lociStitched	chr12(.):121077678-121078207	0.7559
3_MACS_peak_9943_lociStitched	chr12(.):121079257-121080285	0.8436
1_MACS_peak_9946_lociStitched	chr12(.):121087244-121087831	0.9491
1_MACS_peak_9947_lociStitched	chr12(.):122459206-122459623	0.8997
1_MACS_peak_9948_lociStitched	chr12(.):122460846-122461713	1.1249
1_MACS_peak_9949_lociStitched	chr12(.):124780108-124780467	0.7928
2_MACS_peak_9950_lociStitched	chr12(.):125671430-125672983	0.9973
1_MACS_peak_9952_lociStitched	chr12(.):130492954-130493287	0.7027
1_MACS_peak_9953_lociStitched	chr12(.):130495092-130495419	0.7034
1_MACS_peak_9954_lociStitched	chr12(.):130503160-130503548	0.5641
1_MACS_peak_9955_lociStitched	chr12(.):130908855-130909294	0.645
1_MACS_peak_9956_lociStitched	chr12(.):131200994-131201526	0.6475
1_MACS_peak_9957_lociStitched	chr12(.):131434317-131434621	0.7115
1_MACS_peak_9958_lociStitched	chr12(.):131438840-131439221	0.793
1_MACS_peak_9959_lociStitched	chr12(.):131466428-131466804	0.8932
1_MACS_peak_9960_lociStitched	chr12(.):131503703-131504083	0.5668
1_MACS_peak_9961_lociStitched	chr12(.):131509271-131509663	0.797
2_MACS_peak_9962_lociStitched	chr12(.):131532434-131533905	0.5981
1_MACS_peak_9964_lociStitched	chr12(.):131572320-131572725	0.9941
1_MACS_peak_9965_lociStitched	chr12(.):131590094-131590483	0.608
1_MACS_peak_9966_lociStitched	chr12(.):131614784-131615760	1.0125
2_MACS_peak_9967_lociStitched	chr12(.):131620359-131621584	0.7689
1_MACS_peak_9969_lociStitched	chr12(.):131795150-131795520	0.6299
1_MACS_peak_9970_lociStitched	chr12(.):131817267-131817573	0.7064
1_MACS_peak_9971_lociStitched	chr12(.):131865631-131865959	0.6864
1_MACS_peak_9972_lociStitched	chr12(.):131868970-131869281	0.8342
2_MACS_peak_9973_lociStitched	chr12(.):132101839-132103172	0.7981
1_MACS_peak_9975_lociStitched	chr12(.):132145263-132145778	0.7266
1_MACS_peak_9976_lociStitched	chr12(.):132157221-132157525	0.6886
1_MACS_peak_9977_lociStitched	chr12(.):132164814-132165134	0.5664
1_MACS_peak_9978_lociStitched	chr12(.):132178373-132178864	0.6957
3_MACS_peak_9979_lociStitched	chr12(.):132313178-132318092	1.0755
1_MACS_peak_9982_lociStitched	chr12(.):132323155-132323456	0.6044
1_MACS_peak_9983_lociStitched	chr12(.):132327306-132327671	0.7358
2_MACS_peak_9984_lociStitched	chr12(.):132329461-132331090	0.7951
5_MACS_peak_9986_lociStitched	chr12(.):132335556-132339185	0.8004
1_MACS_peak_9991_lociStitched	chr12(.):132357876-132358185	0.4787
1_MACS_peak_9992_lociStitched	chr12(.):132368440-132368745	0.7745
5_MACS_peak_9993_lociStitched	chr12(.):132655042-132659027	0.8398
2_MACS_peak_9998_lociStitched	chr12(.):132663386-132664074	0.6752
1_MACS_peak_10000_lociStitched	chr12(.):132669504-132669929	0.8294
1_MACS_peak_10001_lociStitched	chr12(.):132671162-132673755	1.2228
1_MACS_peak_10002_lociStitched	chr12(.):132674787-132675097	0.5637
1_MACS_peak_10003_lociStitched	chr12(.):132680922-132681525	0.7481
4_MACS_peak_10004_lociStitched	chr12(.):132685516-132687720	0.8061
1_MACS_peak_10008_lociStitched	chr12(.):132691777-132692406	0.7688
1_MACS_peak_10009_lociStitched	chr12(.):132695044-132695341	1.0595
1_MACS_peak_10010_lociStitched	chr12(.):132807070-132807510	0.7743
2_MACS_peak_10011_lociStitched	chr12(.):132824213-132825457	0.6499
2_MACS_peak_10013_lociStitched	chr12(.):132864424-132865188	0.7938
1_MACS_peak_10015_lociStitched	chr12(.):132897460-132897772	0.6282
1_MACS_peak_10016_lociStitched	chr12(.):132913634-132913976	0.6708
1_MACS_peak_10017_lociStitched	chr12(.):132915669-132916004	0.7659
1_MACS_peak_10018_lociStitched	chr12(.):132923128-132923684	0.8437
1_MACS_peak_10019_lociStitched	chr12(.):132930740-132931167	1.0529
1_MACS_peak_10020_lociStitched	chr12(.):132933064-132933395	0.7185
1_MACS_peak_10021_lociStitched	chr12(.):132958581-132959115	0.8053
5_MACS_peak_10022_lociStitched	chr12(.):132961220-132965327	0.7305
4_MACS_peak_10027_lociStitched	chr12(.):132973097-132976344	0.8584
1_MACS_peak_10031_lociStitched	chr12(.):132979715-132980015	0.6237
1_MACS_peak_10032_lociStitched	chr12(.):132998318-132998723	0.8458
3_MACS_peak_10033_lociStitched	chr12(.):133012056-133015352	0.8735
3_MACS_peak_10036_lociStitched	chr12(.):133056596-133059163	0.8173
3_MACS_peak_10039_lociStitched	chr12(.):133060168-133062932	0.8353
1_MACS_peak_10042_lociStitched	chr12(.):133165525-133165948	0.638
5_MACS_peak_10043_lociStitched	chr12(.):133176931-133180750	0.7832
1_MACS_peak_10048_lociStitched	chr12(.):133182462-133182893	0.6484
1_MACS_peak_10049_lociStitched	chr12(.):133343916-133344184	1.0433
1_MACS_peak_10050_lociStitched	chr12(.):133467855-133468207	0.6833
1_MACS_peak_10051_lociStitched	chr13(.):20735096-20736248	1.1279
1_MACS_peak_10052_lociStitched	chr13(.):28033900-28034241	1.4231
1_MACS_peak_10053_lociStitched	chr13(.):28395921-28396265	0.7591
4_MACS_peak_10054_lociStitched	chr13(.):28494363-28498026	0.8489
3_MACS_peak_10058_lociStitched	chr13(.):28540500-28542947	0.9064
1_MACS_peak_10061_lociStitched	chr13(.):29067925-29069071	1.0322
1_MACS_peak_10062_lociStitched	chr13(.):31610460-31610786	0.7349
2_MACS_peak_10063_lociStitched	chr13(.):31616296-31617613	0.6486
1_MACS_peak_10065_lociStitched	chr13(.):34374006-34374363	0.6834
1_MACS_peak_10066_lociStitched	chr13(.):46948444-46948697	0.6062
1_MACS_peak_10067_lociStitched	chr13(.):49151159-49151470	0.5719
1_MACS_peak_10068_lociStitched	chr13(.):96205070-96205428	0.874
1_MACS_peak_10069_lociStitched	chr13(.):96295999-96296501	0.7159
1_MACS_peak_10070_lociStitched	chr13(.):100060995-100061451	0.7557
2_MACS_peak_10071_lociStitched	chr13(.):100068028-100072126	1.3875
1_MACS_peak_10073_lociStitched	chr13(.):100073461-100076800	1.6754
2_MACS_peak_10074_lociStitched	chr13(.):100078131-100083798	1.2413
1_MACS_peak_10076_lociStitched	chr13(.):100631768-100632216	0.9692
1_MACS_peak_10077_lociStitched	chr13(.):107186519-107186867	0.6722
2_MACS_peak_10078_lociStitched	chr13(.):111133149-111134455	0.9025
1_MACS_peak_10080_lociStitched	chr13(.):111768292-111768626	0.8693
1_MACS_peak_10081_lociStitched	chr13(.):112715911-112716242	0.61
1_MACS_peak_10082_lociStitched	chr13(.):112771086-112772042	0.9873
2_MACS_peak_10083_lociStitched	chr13(.):112773170-112774070	0.9149
2_MACS_peak_10085_lociStitched	chr13(.):112785069-112786694	0.8386
1_MACS_peak_10087_lociStitched	chr13(.):112797851-112798537	0.9071
2_MACS_peak_10088_lociStitched	chr13(.):112824472-112827808	1.2539
2_MACS_peak_10090_lociStitched	chr13(.):112830140-112832628	0.8288
1_MACS_peak_10092_lociStitched	chr13(.):112834294-112834904	0.9046
1_MACS_peak_10093_lociStitched	chr13(.):112836394-112837603	0.9056
1_MACS_peak_10094_lociStitched	chr13(.):112887789-112888183	0.7963
1_MACS_peak_10095_lociStitched	chr13(.):112890154-112890481	0.6111
2_MACS_peak_10096_lociStitched	chr13(.):112899883-112900788	0.7483
1_MACS_peak_10098_lociStitched	chr13(.):112905196-112905713	0.7637
2_MACS_peak_10099_lociStitched	chr13(.):112906761-112910395	1.2068
1_MACS_peak_10101_lociStitched	chr13(.):112977277-112977662	0.7471
3_MACS_peak_10102_lociStitched	chr13(.):112979637-112980989	0.8674
1_MACS_peak_10105_lociStitched	chr13(.):112987066-112987901	0.8763
2_MACS_peak_10106_lociStitched	chr13(.):112996660-112998771	0.8368
1_MACS_peak_10108_lociStitched	chr13(.):113002912-113003208	0.5764
1_MACS_peak_10109_lociStitched	chr13(.):113008528-113008817	0.743
1_MACS_peak_10110_lociStitched	chr13(.):113049349-113049726	0.5655
7_MACS_peak_10111_lociStitched	chr13(.):113095743-113108877	1.0975
1_MACS_peak_10118_lociStitched	chr13(.):113110029-113110603	0.6545
1_MACS_peak_10119_lociStitched	chr13(.):113290718-113291064	0.5815
3_MACS_peak_10120_lociStitched	chr13(.):113543009-113554044	1.35
1_MACS_peak_10123_lociStitched	chr13(.):113565498-113565974	0.8628
1_MACS_peak_10124_lociStitched	chr13(.):113570924-113571219	0.7794
1_MACS_peak_10125_lociStitched	chr13(.):113588145-113588720	0.7855
2_MACS_peak_10126_lociStitched	chr13(.):113597990-113599597	0.6775
1_MACS_peak_10128_lociStitched	chr13(.):113602148-113602698	0.8591
17_MACS_peak_10129_lociStitched	chr13(.):113606847-113665411	1.554
8_MACS_peak_10146_lociStitched	chr13(.):113667311-113693510	1.58
5_MACS_peak_10154_lociStitched	chr13(.):113694643-113710194	1.3356
1_MACS_peak_10159_lociStitched	chr13(.):113712235-113712537	0.6968
4_MACS_peak_10160_lociStitched	chr13(.):113713773-113721543	1.468
1_MACS_peak_10164_lociStitched	chr13(.):113724383-113724760	0.6476
11_MACS_peak_10165_lociStitched	chr13(.):113728307-113753682	1.3834
3_MACS_peak_10176_lociStitched	chr13(.):113755293-113759300	1.063
1_MACS_peak_10179_lociStitched	chr13(.):113767740-113768144	0.8274
7_MACS_peak_10180_lociStitched	chr13(.):113769310-113781400	1.1435
1_MACS_peak_10187_lociStitched	chr13(.):113782512-113782817	0.6482
8_MACS_peak_10188_lociStitched	chr13(.):113797328-113807703	0.8698
3_MACS_peak_10196_lociStitched	chr13(.):113810604-113817794	1.1472
1_MACS_peak_10199_lociStitched	chr13(.):113944810-113948722	1.235
1_MACS_peak_10200_lociStitched	chr13(.):113949953-113950423	0.8374
2_MACS_peak_10201_lociStitched	chr13(.):113985493-113987307	0.7713
1_MACS_peak_10203_lociStitched	chr13(.):113988914-113989298	0.8664
5_MACS_peak_10204_lociStitched	chr13(.):113999914-114007473	0.9859
3_MACS_peak_10209_lociStitched	chr13(.):114008476-114009904	0.837
3_MACS_peak_10212_lociStitched	chr13(.):114013349-114021746	1.0846
4_MACS_peak_10215_lociStitched	chr13(.):114023136-114025205	0.7317
6_MACS_peak_10219_lociStitched	chr13(.):114027325-114035037	1.2089
1_MACS_peak_10225_lociStitched	chr13(.):114036191-114037049	0.9221
1_MACS_peak_10226_lociStitched	chr13(.):114045267-114045552	0.7428
1_MACS_peak_10227_lociStitched	chr13(.):114047364-114047989	0.8187
8_MACS_peak_10228_lociStitched	chr13(.):114049360-114074642	1.5607
2_MACS_peak_10236_lociStitched	chr13(.):114076325-114078991	1.2679
1_MACS_peak_10238_lociStitched	chr13(.):114083499-114083872	0.7639
2_MACS_peak_10239_lociStitched	chr13(.):114309975-114312347	0.9671
2_MACS_peak_10241_lociStitched	chr13(.):114321484-114324789	1.0362
1_MACS_peak_10243_lociStitched	chr13(.):114431208-114434123	1.5631
1_MACS_peak_10244_lociStitched	chr13(.):114454705-114456864	0.9544
1_MACS_peak_10245_lociStitched	chr13(.):114511222-114511851	0.7837
1_MACS_peak_10246_lociStitched	chr14(.):21536952-21538077	0.9324
1_MACS_peak_10247_lociStitched	chr14(.):23305816-23306377	0.5808
2_MACS_peak_10248_lociStitched	chr14(.):23450421-23451618	0.9065
1_MACS_peak_10250_lociStitched	chr14(.):23818447-23818822	0.5114
2_MACS_peak_10251_lociStitched	chr14(.):23821263-23821995	0.7189
4_MACS_peak_10253_lociStitched	chr14(.):23832872-23836364	0.9065
2_MACS_peak_10257_lociStitched	chr14(.):23846679-23847886	0.6571
1_MACS_peak_10259_lociStitched	chr14(.):23849594-23849950	0.6812
1_MACS_peak_10260_lociStitched	chr14(.):23853645-23853933	0.6481
6_MACS_peak_10261_lociStitched	chr14(.):23854947-23859620	0.6965
1_MACS_peak_10267_lociStitched	chr14(.):23860682-23861013	0.5316
6_MACS_peak_10268_lociStitched	chr14(.):23871206-23876943	0.9854
5_MACS_peak_10274_lociStitched	chr14(.):23878103-23882350	0.8447
5_MACS_peak_10279_lociStitched	chr14(.):23883916-23887375	0.9186
1_MACS_peak_10284_lociStitched	chr14(.):23888452-23888894	0.7273
1_MACS_peak_10285_lociStitched	chr14(.):24046176-24047031	0.8563
3_MACS_peak_10286_lociStitched	chr14(.):24522740-24524715	0.7818
1_MACS_peak_10289_lociStitched	chr14(.):24791866-24792257	0.6825
1_MACS_peak_10290_lociStitched	chr14(.):52781157-52781476	0.6791
1_MACS_peak_10291_lociStitched	chr14(.):55382178-55382336	0.6949
1_MACS_peak_10292_lociStitched	chr14(.):69965145-69965417	0.7202
2_MACS_peak_10293_lociStitched	chr14(.):73703001-73705462	0.9781
2_MACS_peak_10295_lociStitched	chr14(.):74707160-74709627	0.9517
1_MACS_peak_10297_lociStitched	chr14(.):74724740-74725798	1.0467
1_MACS_peak_10298_lociStitched	chr14(.):74823962-74824270	0.6093
1_MACS_peak_10299_lociStitched	chr14(.):74973814-74974120	0.7847
3_MACS_peak_10300_lociStitched	chr14(.):74975306-74981127	1.0903
2_MACS_peak_10303_lociStitched	chr14(.):74982361-74984760	0.8557
4_MACS_peak_10305_lociStitched	chr14(.):74987819-74990580	0.7442
3_MACS_peak_10309_lociStitched	chr14(.):75077387-75079096	0.9775
1_MACS_peak_10312_lociStitched	chr14(.):75415155-75415853	0.9578
1_MACS_peak_10313_lociStitched	chr14(.):75418250-75418550	0.7147
2_MACS_peak_10314_lociStitched	chr14(.):76842439-76843674	0.6064
1_MACS_peak_10316_lociStitched	chr14(.):76905726-76906041	0.6814
1_MACS_peak_10317_lociStitched	chr14(.):77590720-77591024	0.5745
1_MACS_peak_10318_lociStitched	chr14(.):77595811-77596131	0.5329
2_MACS_peak_10319_lociStitched	chr14(.):77605091-77608634	1.1788
1_MACS_peak_10321_lociStitched	chr14(.):77736626-77737536	0.9951
1_MACS_peak_10322_lociStitched	chr14(.):77965763-77966280	0.7352
1_MACS_peak_10323_lociStitched	chr14(.):88237551-88237853	4.6281
1_MACS_peak_10324_lociStitched	chr14(.):92980449-92981244	0.7693
2_MACS_peak_10325_lociStitched	chr14(.):95233861-95235051	0.716
1_MACS_peak_10327_lociStitched	chr14(.):95236217-95236565	0.7547
1_MACS_peak_10328_lociStitched	chr14(.):96504553-96504872	0.5639
2_MACS_peak_10329_lociStitched	chr14(.):100143580-100145290	0.6845
1_MACS_peak_10331_lociStitched	chr14(.):100192816-100193239	0.7201
4_MACS_peak_10332_lociStitched	chr14(.):100196888-100205331	1.1138
1_MACS_peak_10336_lociStitched	chr14(.):100209364-100209729	0.7048
3_MACS_peak_10337_lociStitched	chr14(.):100215931-100218729	0.7574
2_MACS_peak_10340_lociStitched	chr14(.):100219748-100221912	0.9622
3_MACS_peak_10342_lociStitched	chr14(.):100611672-100613270	0.7132
2_MACS_peak_10345_lociStitched	chr14(.):100614583-100616478	1.0167
1_MACS_peak_10347_lociStitched	chr14(.):100622151-100622386	0.4105
3_MACS_peak_10348_lociStitched	chr14(.):100625537-100627190	0.7602
3_MACS_peak_10351_lociStitched	chr14(.):100771022-100774190	0.8748
5_MACS_peak_10354_lociStitched	chr14(.):100775329-100780709	0.7769
2_MACS_peak_10359_lociStitched	chr14(.):100787496-100789091	0.7898
4_MACS_peak_10361_lociStitched	chr14(.):100791399-100795357	0.833
2_MACS_peak_10365_lociStitched	chr14(.):101007612-101009182	0.7279
1_MACS_peak_10367_lociStitched	chr14(.):101011140-101011492	0.5677
20_MACS_peak_10368_lociStitched	chr14(.):101014068-101044901	0.9605
1_MACS_peak_10388_lociStitched	chr14(.):101047055-101048385	1.0347
1_MACS_peak_10389_lociStitched	chr14(.):101049718-101049999	0.527
1_MACS_peak_10390_lociStitched	chr14(.):101052067-101052656	0.6159
1_MACS_peak_10391_lociStitched	chr14(.):101054043-101054768	0.9891
1_MACS_peak_10392_lociStitched	chr14(.):101056937-101057308	0.5985
2_MACS_peak_10393_lociStitched	chr14(.):101058722-101060152	0.8575
1_MACS_peak_10395_lociStitched	chr14(.):101062385-101062761	0.8398
2_MACS_peak_10396_lociStitched	chr14(.):101069691-101070545	0.7864
1_MACS_peak_10398_lociStitched	chr14(.):101074056-101074418	0.8173
1_MACS_peak_10399_lociStitched	chr14(.):101076480-101076845	0.6201
2_MACS_peak_10400_lociStitched	chr14(.):101078241-101079518	0.9001
2_MACS_peak_10402_lociStitched	chr14(.):101082768-101084210	0.7343
1_MACS_peak_10404_lociStitched	chr14(.):101087211-101087579	0.805
2_MACS_peak_10405_lociStitched	chr14(.):101090066-101090927	0.8863
2_MACS_peak_10407_lociStitched	chr14(.):101095556-101096847	0.8594
5_MACS_peak_10409_lociStitched	chr14(.):101099920-101104714	0.9096
3_MACS_peak_10414_lociStitched	chr14(.):101107332-101108580	0.7074
1_MACS_peak_10417_lociStitched	chr14(.):101109628-101109929	0.5825
1_MACS_peak_10418_lociStitched	chr14(.):101121501-101122769	1.1039
1_MACS_peak_10419_lociStitched	chr14(.):101125033-101125333	0.5649
1_MACS_peak_10420_lociStitched	chr14(.):101130226-101130527	0.7273
1_MACS_peak_10421_lociStitched	chr14(.):101131709-101132108	0.8365
3_MACS_peak_10422_lociStitched	chr14(.):101133584-101135719	0.9182
1_MACS_peak_10425_lociStitched	chr14(.):101137249-101137620	0.7348
11_MACS_peak_10426_lociStitched	chr14(.):101138900-101147371	0.8858
1_MACS_peak_10437_lociStitched	chr14(.):101148629-101148964	0.7442
7_MACS_peak_10438_lociStitched	chr14(.):101156410-101162210	0.8115
1_MACS_peak_10445_lociStitched	chr14(.):101163447-101163746	0.4938
3_MACS_peak_10446_lociStitched	chr14(.):101170376-101172298	0.8713
1_MACS_peak_10449_lociStitched	chr14(.):101174883-101175380	0.782
3_MACS_peak_10450_lociStitched	chr14(.):101177086-101182191	1.0624
2_MACS_peak_10453_lociStitched	chr14(.):101183862-101185083	0.8623
1_MACS_peak_10455_lociStitched	chr14(.):101188684-101189263	0.8245
1_MACS_peak_10456_lociStitched	chr14(.):101198310-101198703	0.8347
1_MACS_peak_10457_lociStitched	chr14(.):101200413-101200889	0.9565
2_MACS_peak_10458_lociStitched	chr14(.):101203861-101205293	0.8196
1_MACS_peak_10460_lociStitched	chr14(.):101209582-101209915	0.802
1_MACS_peak_10461_lociStitched	chr14(.):101240134-101240399	0.4902
2_MACS_peak_10462_lociStitched	chr14(.):101242612-101244176	1.011
2_MACS_peak_10464_lociStitched	chr14(.):101245361-101246304	0.7056
1_MACS_peak_10466_lociStitched	chr14(.):101249749-101250114	0.7216
1_MACS_peak_10467_lociStitched	chr14(.):101253199-101253724	0.6742
1_MACS_peak_10468_lociStitched	chr14(.):101259195-101259504	0.6291
1_MACS_peak_10469_lociStitched	chr14(.):101270878-101271091	0.6217
2_MACS_peak_10470_lociStitched	chr14(.):101278265-101278905	0.5964
1_MACS_peak_10472_lociStitched	chr14(.):101286881-101287208	0.5905
3_MACS_peak_10473_lociStitched	chr14(.):101300267-101301634	0.7908
2_MACS_peak_10476_lociStitched	chr14(.):101303036-101304666	0.7641
1_MACS_peak_10478_lociStitched	chr14(.):101306360-101306723	0.5439
2_MACS_peak_10479_lociStitched	chr14(.):101310204-101311873	0.6806
1_MACS_peak_10481_lociStitched	chr14(.):101318577-101318920	0.889
1_MACS_peak_10482_lociStitched	chr14(.):101327580-101328030	0.7699
1_MACS_peak_10483_lociStitched	chr14(.):101349817-101350241	0.7291
1_MACS_peak_10484_lociStitched	chr14(.):101360687-101360993	0.7242
1_MACS_peak_10485_lociStitched	chr14(.):101362418-101362863	0.7785
5_MACS_peak_10486_lociStitched	chr14(.):101365016-101370102	0.985
1_MACS_peak_10491_lociStitched	chr14(.):101371500-101371995	0.8598
1_MACS_peak_10492_lociStitched	chr14(.):101491326-101491651	0.6809
1_MACS_peak_10493_lociStitched	chr14(.):101499271-101499944	0.7892
1_MACS_peak_10494_lociStitched	chr14(.):101513770-101514109	0.7059
3_MACS_peak_10495_lociStitched	chr14(.):101515301-101517220	0.7317
1_MACS_peak_10498_lociStitched	chr14(.):101521060-101521329	0.6333
1_MACS_peak_10499_lociStitched	chr14(.):101527865-101528191	0.8073
8_MACS_peak_10500_lociStitched	chr14(.):101530631-101538805	0.855
3_MACS_peak_10508_lociStitched	chr14(.):101541671-101544572	1.0197
1_MACS_peak_10511_lociStitched	chr14(.):101579288-101579586	0.6236
1_MACS_peak_10512_lociStitched	chr14(.):101581024-101581275	0.7143
3_MACS_peak_10513_lociStitched	chr14(.):101586000-101587922	0.8509
2_MACS_peak_10516_lociStitched	chr14(.):101594419-101595815	0.595
1_MACS_peak_10518_lociStitched	chr14(.):101598456-101598824	0.6222
2_MACS_peak_10519_lociStitched	chr14(.):101658626-101659809	0.6892
1_MACS_peak_10521_lociStitched	chr14(.):101683375-101683742	0.6335
2_MACS_peak_10522_lociStitched	chr14(.):101690099-101691555	0.9321
3_MACS_peak_10524_lociStitched	chr14(.):101693339-101694856	0.7299
1_MACS_peak_10527_lociStitched	chr14(.):101719668-101720028	0.7409
1_MACS_peak_10528_lociStitched	chr14(.):101752968-101753356	0.7571
1_MACS_peak_10529_lociStitched	chr14(.):101797877-101798210	0.6126
1_MACS_peak_10530_lociStitched	chr14(.):101824285-101824579	0.5587
3_MACS_peak_10531_lociStitched	chr14(.):101825581-101828324	0.7094
2_MACS_peak_10534_lociStitched	chr14(.):101830494-101832049	0.9422
