GENE_ID	locusLine	bin_1_13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam
NM_181889	chr4(.):103712132-103754307	0.6866
NM_025212	chr4(.):105388342-105417467	0.8649
NR_028085	chr4(.):186315693-186352139	1.3534
NM_018409	chr4(.):186280031-186305152	0.1979
NM_181726	chr4(.):186312839-186326390	0.9562
NM_001114357	chr4(.):186345544-186375821	1.0361
NM_001131005	chr5(.):88009057-88204922	0.4411
NM_002397	chr5(.):88009057-88184283	0.4419
NM_001193349	chr5(.):88009057-88124744	0.3532
NM_024669	chr5(.):55390506-55534186	0.322
NM_006633	chr5(.):75694148-76008957	0.2376
NR_015436	chr5(.):87831596-87985620	0.3083
NR_027435	chr5(.):90671163-90721532	0.7836
NM_152624	chr5(.):112307432-112361667	0.1832
NM_001077654	chr5(.):118599417-118735294	0.3252
NM_003060	chr5(.):131700400-131736306	0.1793
NM_017415	chr5(.):136948188-137076779	0.0955
NM_022809	chr5(.):137615958-137672516	0.1004
NM_016604	chr5(.):137683284-137777716	0.1403
NM_001020825	chr5(.):142652495-142788254	0.3036
NM_001018076	chr5(.):142652495-142789045	0.3023
NM_001018075	chr5(.):142652495-142820077	0.2649
NM_005990	chr5(.):171464073-171620346	0.2744
NM_153607	chr5(.):172478354-172571291	0.1186
NM_022455	chr5(.):176555832-176732214	0.2772
NM_172349	chr5(.):176555079-176732214	0.2769
NM_014757	chr5(.):179154850-179209287	0.1962
NM_002406	chr5(.):180212540-180235048	0.8332
NM_001114619	chr5(.):180212540-180235902	0.8307
NM_001114618	chr5(.):180212540-180241817	1.1621
NM_001114617	chr5(.):180212540-180242137	1.1509
NM_001193376	chr5(.):1248286-1300162	0.0683
NM_030782	chr5(.):1312999-1350002	6.0081
NM_001145161	chr5(.):6443735-6501834	1.7333
NM_001171805	chr5(.):6709717-6762161	0.5128
NM_001171806	chr5(.):6741100-6762161	0.083
NM_012073	chr5(.):10245281-10271501	0.9575
NM_199133	chr5(.):10221437-10255014	0.7441
NM_006713	chr5(.):32580604-32609185	1.4582
NR_024384	chr5(.):87955262-87974146	2.0232
NR_024383	chr5(.):87955262-87979262	1.6327
NR_030741	chr5(.):87957670-87967757	0.3045
NM_020801	chr5(.):90659540-90684149	1.5393
NM_005669	chr5(.):112207080-112263031	0.3186
NR_036052	chr5(.):118305280-118315362	0.0433
NM_014350	chr5(.):118686595-118735294	0.1281
NM_005573	chr5(.):126107314-126177712	0.4078
NM_001198557	chr5(.):126107844-126177712	0.4106
NM_000588	chr5(.):131391346-131403896	0.124
NM_000758	chr5(.):131404484-131416859	0.1061
NR_037500	chr5(.):131696181-131706291	0.3827
NM_002198	chr5(.):131812300-131831465	0.6618
NM_001013717	chr5(.):131741672-131803059	1.6249
NM_000879	chr5(.):131872135-131884214	0.0716
NM_006805	chr5(.):137082072-137095039	2.0308
NR_002713	chr5(.):137131881-137151439	0.0502
NM_001135647	chr5(.):137668223-137690418	1.8879
NM_016605	chr5(.):137668703-137690418	1.9283
NM_004730	chr5(.):137836783-137883932	0.4653
NM_004134	chr5(.):137885570-137916318	1.1471
NR_002913	chr5(.):137891731-137901799	0.1622
NM_016480	chr5(.):138672518-138710409	0.1738
NM_194296	chr5(.):138727455-138744776	0.9633
NM_152686	chr5(.):138740891-138780214	0.487
NM_152685	chr5(.):138697884-138724039	0.2739
NM_001033112	chr5(.):138673133-138710409	0.1756
NM_001161546	chr5(.):138722634-138735885	2.5007
NM_016459	chr5(.):138718256-138730605	2.8633
NM_016463	chr5(.):139023300-139067680	0.7365
NM_000024	chr5(.):148201155-148213197	1.3748
NM_001155	chr5(.):150475266-150542443	0.4728
NM_001193544	chr5(.):150475266-150526216	0.3776
NM_001171183	chr5(.):171616175-171635458	0.0561
NM_003945	chr5(.):172405762-172466900	0.713
NR_002988	chr5(.):172442728-172452932	0.0885
NM_001031677	chr5(.):176723198-176735744	2.2145
NM_006480	chr5(.):176779843-176804599	0.3164
NM_006816	chr5(.):176753562-176783885	0.5269
NM_031300	chr5(.):176729205-176744292	1.7708
NM_001142935	chr5(.):176727500-176744292	2.0355
NM_013237	chr5(.):176725834-176738950	2.2686
NM_001164444	chr5(.):179100558-179112975	0.3616
NM_001746	chr5(.):179120929-179163639	0.715
NR_027183	chr5(.):180251958-180267726	1.1351
NM_152283	chr5(.):180269610-180293286	0.3912
NR_027908	chr6(.):33548882-33566115	0.1932
NR_028361	chr6(.):33546475-33561803	0.6743
NM_181356	chr6(.):44791469-45350670	0.074
NM_003599	chr6(.):44792449-45350575	0.074
NM_012288	chr6(.):52357199-52446862	1.1383
NM_033515	chr6(.):129893239-130036370	0.3142
NM_001195286	chr6(.):386738-416443	0.9827
NM_001718	chr6(.):7722010-7886961	0.1537
NR_037616	chr6(.):7876482-8069647	1.5102
NM_002114	chr6(.):12007723-12170232	0.2949
NM_001173977	chr6(.):25274655-25625758	0.4333
NM_014641	chr6(.):30662583-30690458	0.9112
NM_001090	chr6(.):30534169-30564309	0.2049
NM_172166	chr6(.):31702724-31735455	1.1157
NM_004348	chr6(.):45384913-45523819	0.4058
NM_001024630	chr6(.):45291053-45523819	0.2946
NM_001123226	chr6(.):74166453-74216179	0.3217
NM_016021	chr6(.):90031343-90067619	1.1608
NM_001455	chr6(.):108877068-109010971	0.7752
NM_201559	chr6(.):108876025-109010971	0.7701
NM_024630	chr6(.):157797556-158099977	0.1886
NM_020185	chr6(.):287100-356355	2.2097
NM_001145549	chr6(.):7876482-7915310	5.648
NM_030810	chr6(.):7876482-7916047	5.5564
NM_032744	chr6(.):11708887-11784280	0.2859
NM_030939	chr6(.):24700089-24724403	1.3801
NM_021065	chr6(.):26194011-26204471	1.8385
NM_003530	chr6(.):26192011-26204464	1.573
NM_138720	chr6(.):26153348-26176576	0.8283
NM_003523	chr6(.):26179023-26189458	0.5867
NM_003539	chr6(.):26183937-26194304	0.6454
NM_003545	chr6(.):26199872-26210249	0.9997
NM_005321	chr6(.):26151558-26162343	1.098
NM_003522	chr6(.):26194786-26205216	2.075
NM_003518	chr6(.):26211427-26221872	0.6145
NM_021052	chr6(.):26212147-26222711	0.608
NM_003532	chr6(.):26220382-26230844	0.412
NM_003524	chr6(.):26246878-26257303	1.2487
NM_003547	chr6(.):26241838-26252205	1.0702
NM_003540	chr6(.):26235653-26246021	0.0992
NM_021018	chr6(.):26245369-26255835	1.2437
NM_005320	chr6(.):26229439-26240216	0.6954
NM_001145008	chr6(.):26397464-26420444	0.2184
NM_001197240	chr6(.):26378328-26400100	0.2881
NM_001197247	chr6(.):26360397-26383540	1.2149
NM_001197238	chr6(.):26378323-26400100	0.2881
NM_007047	chr6(.):26360397-26383548	1.2155
NM_001197237	chr6(.):26378438-26400100	0.2878
NM_001197248	chr6(.):26360469-26383540	1.1923
NM_001197246	chr6(.):26363405-26383540	0.4448
NM_021064	chr6(.):27095816-27106314	1.12
NM_080593	chr6(.):27101071-27119637	1.109
NM_080596	chr6(.):27109907-27120346	1.0279
NR_036096	chr6(.):27110404-27120467	1.0622
NM_021058	chr6(.):27095094-27105575	1.1209
NM_003495	chr6(.):27102087-27112457	0.6378
NM_021066	chr6(.):27777079-27787518	0.898
NM_003536	chr6(.):27772841-27783314	1.3658
NM_003509	chr6(.):27770976-27781445	0.9709
NM_003519	chr6(.):27770256-27780709	0.9596
NM_003521	chr6(.):27777821-27788267	0.8548
NM_003520	chr6(.):27801439-27811888	1.9149
NM_003511	chr6(.):27828106-27838576	0.5311
NM_003533	chr6(.):27834622-27845099	0.1984
NM_003510	chr6(.):27800657-27811117	1.9085
NM_003541	chr6(.):27793951-27804305	0.6348
NM_005322	chr6(.):27829569-27840359	0.5529
NM_021968	chr6(.):27786902-27797258	0.5665
NM_003546	chr6(.):27835925-27846289	0.1012
NM_003587	chr6(.):30615895-30645830	0.1605
NM_001031722	chr6(.):30589662-30619598	0.3326
NR_033823	chr6(.):30589612-30619598	0.3325
NM_001161376	chr6(.):30609815-30625987	0.4662
NM_002714	chr6(.):30563181-30590020	1.4631
NM_014046	chr6(.):30580485-30599174	2.0413
NM_133471	chr6(.):30639165-30660672	1.0371
NM_001134870	chr6(.):30639165-30660093	1.0641
NM_007243	chr6(.):30650825-30663769	1.0874
NR_030615	chr6(.):30547108-30557194	0.0944
NM_005803	chr6(.):30690510-30715453	0.2847
NM_003897	chr6(.):30705975-30717327	0.3313
NM_178014	chr6(.):30683156-30698195	1.7044
NM_004847	chr6(.):31577993-31589798	0.8931
NM_001623	chr6(.):31578032-31589798	0.896
NM_032955	chr6(.):31578788-31589798	0.9529
NM_080702	chr6(.):31601804-31625477	0.6875
NM_001098534	chr6(.):31601804-31625170	0.6957
NM_021246	chr6(.):31678132-31690581	0.0801
NM_138275	chr6(.):31686160-31697851	0.522
NR_033488	chr6(.):31649725-31675850	0.4377
NM_001320	chr6(.):31628656-31642843	0.9133
NM_013974	chr6(.):31689816-31703039	0.9653
NM_025262	chr6(.):31639460-31653150	0.1494
NM_001288	chr6(.):31693357-31709341	2.8158
NM_019101	chr6(.):31618670-31630987	1.415
NM_021184	chr6(.):31621074-31633549	0.974
NM_001003693	chr6(.):31669683-31683372	0.6988
NM_021221	chr6(.):31633727-31645227	0.2799
NM_021160	chr6(.):31649725-31676137	0.4339
NR_002971	chr6(.):31585855-31595987	1.0314
NR_024541	chr6(.):31674752-31686842	0.0794
NM_080686	chr6(.):31583449-31610554	0.475
NM_025261	chr6(.):31681424-31694510	0.0846
NM_033177	chr6(.):31624005-31638179	1.0686
NM_001199240	chr6(.):31624005-31638407	1.0528
NM_001199238	chr6(.):31624005-31638639	1.0388
NM_001199237	chr6(.):31624005-31639060	1.012
NM_001039651	chr6(.):31725772-31737624	0.1145
NM_025258	chr6(.):31728370-31750108	0.541
NR_002742	chr6(.):31799852-31809916	1.2399
NM_000434	chr6(.):31821828-31835709	0.4491
NM_021177	chr6(.):31760173-31779743	1.1657
NR_002745	chr6(.):31798039-31808103	1.3167
NM_001178045	chr6(.):31825969-31850448	0.303
NM_001040438	chr6(.):31797692-31812541	0.956
NM_005345	chr6(.):31778290-31790719	0.6531
NM_005527	chr6(.):31772395-31787835	0.4508
NM_001178044	chr6(.):31825969-31851823	0.2916
NM_006295	chr6(.):31740296-31768712	1.2871
NM_005346	chr6(.):31790511-31803031	1.4278
NM_006120	chr6(.):32911390-32925899	0.2199
NM_002119	chr6(.):32966959-32982389	0.0783
NM_002118	chr6(.):32897405-32913847	0.2291
NM_005104	chr6(.):32931436-32954282	2.8836
NM_001113182	chr6(.):32933664-32954282	3.1845
NM_001199455	chr6(.):32934371-32954282	3.293
NM_001199456	chr6(.):32935860-32954282	3.4667
NM_001188	chr6(.):33535322-33553070	1.4145
NM_002224	chr6(.):33584155-33669348	0.2186
NM_000322	chr6(.):42659332-42695358	0.1139
NM_003192	chr6(.):42707233-42718884	0.8805
NR_037141	chr6(.):42690313-42700932	0.1583
NM_015349	chr6(.):42783793-42841296	0.0924
NM_001402	chr6(.):74220472-74235755	1.8902
NM_002043	chr6(.):89962238-90029967	0.2597
NM_182907	chr6(.):106541814-106562811	3.1387
NM_001198	chr6(.):106529194-106562814	3.1864
NM_001142403	chr6(.):109682716-109708762	1.4248
NM_001145207	chr6(.):135351994-135381036	0.27
NM_006620	chr6(.):135276516-135381036	0.4306
NR_037435	chr6(.):135295475-135305570	0.0896
NR_037463	chr6(.):157945163-157955232	0.0446
NM_030796	chr7(.):55533305-55645200	1.4932
NM_012301	chr7(.):77641373-79087890	0.0809
NM_001913	chr7(.):101454291-101932250	0.1327
NM_181500	chr7(.):101454302-101932250	0.1327
NR_033766	chr7(.):113721364-114338827	0.1219
NM_001145354	chr7(.):130789854-131186398	0.1857
NM_001164458	chr7(.):149939300-150025758	0.2211
NM_001100390	chr7(.):2593631-2659368	0.449
NR_033436	chr7(.):11008498-11214250	0.0782
NM_182762	chr7(.):20169278-20262013	0.4446
NM_002214	chr7(.):20365724-20460382	0.3851
NM_002541	chr7(.):44641120-44753669	0.5294
NM_001003941	chr7(.):44641120-44721195	0.7091
NM_017984	chr7(.):99993494-100031302	0.6537
NM_017621	chr7(.):102091666-102110321	0.6736
NM_182931	chr7(.):104649636-104759532	0.6905
NM_015723	chr7(.):108107070-108171638	0.2273
NM_015641	chr7(.):115845580-115903837	0.4988
NM_152829	chr7(.):115858034-115903837	0.14
NM_001098627	chr7(.):128575771-128595088	1.5696
NM_001098630	chr7(.):128572993-128595088	1.4716
NM_032643	chr7(.):128573270-128595088	1.4601
NM_003344	chr7(.):129467994-129597789	0.31
NR_015431	chr7(.):130623918-130798562	0.3049
NR_024153	chr7(.):130623918-130796789	0.3067
NM_014149	chr7(.):134863589-134901316	0.1809
NM_016019	chr7(.):139039633-139113200	0.491
NM_152998	chr7(.):148499474-148586414	0.3819
NM_173680	chr7(.):150071405-150100719	2.0352
NR_028090	chr7(.):154790142-154802413	2.336
NM_013321	chr7(.):2286404-2359099	0.0913
NM_003751	chr7(.):2389473-2425377	1.8407
NM_018641	chr7(.):2438258-2479216	0.6525
NM_002304	chr7(.):2552496-2573063	0.0744
NM_152743	chr7(.):2572443-2600392	0.9337
NM_001166355	chr7(.):2547162-2573063	0.0825
NM_001040168	chr7(.):2554478-2573810	0.0721
NM_002489	chr7(.):10967814-10984813	1.3766
NR_029597	chr7(.):25984538-25994606	2.1157
NM_019082	chr7(.):44600402-44619137	0.3616
NM_182547	chr7(.):44613761-44626827	0.8339
NM_001100159	chr7(.):48070116-48105894	0.0578
NM_181597	chr7(.):48123354-48153330	0.7657
NM_003364	chr7(.):48123745-48153330	0.7746
NM_001163636	chr7(.):74067029-74180022	0.2623
NM_173564	chr7(.):100076549-100097422	0.1436
NM_030935	chr7(.):100059141-100081902	0.2129
NM_145030	chr7(.):100027911-100039094	0.7135
NM_019606	chr7(.):100022253-100036749	1.809
NM_001194992	chr7(.):100021412-100036749	1.7141
NM_001004323	chr7(.):100049237-100066894	0.0964
NM_020979	chr7(.):101923404-101967178	1.2666
NR_036245	chr7(.):101931368-101941453	1.0197
NM_032831	chr7(.):102068995-102102268	2.0291
NM_024653	chr7(.):102031803-102072129	1.516
NM_001146210	chr7(.):101981191-102001889	0.1536
NM_006234	chr7(.):102108547-102124381	0.429
NM_152892	chr7(.):102100389-102118612	0.4715
NR_027374	chr7(.):104530074-104572092	0.3001
NR_024586	chr7(.):104645988-104659588	4.7842
NM_001130475	chr7(.):108197670-108215167	1.5149
NM_182529	chr7(.):108197670-108214897	1.5333
NM_012328	chr7(.):108205188-108220294	1.744
NM_001166346	chr7(.):114557208-114568720	1.3612
NM_199072	chr7(.):114557208-114664970	0.6091
NM_018396	chr7(.):128111782-128147978	0.7972
NM_199349	chr7(.):128525000-128555773	0.1148
NM_018295	chr7(.):134827765-134855967	1.1676
NR_024185	chr7(.):134845531-134860532	1.7472
NM_197964	chr7(.):139020896-139035541	1.6297
NM_003592	chr7(.):148390932-148503202	0.44
NM_013400	chr7(.):150060878-150076133	4.5553
NM_014374	chr7(.):150063257-150076133	5.3491
NM_001142928	chr7(.):150015295-150040245	0.4755
NM_002889	chr7(.):150030406-150043763	0.0856
NM_138434	chr7(.):150021937-150034811	0.0998
NR_027237	chr7(.):150097839-150114558	2.9075
NM_175571	chr7(.):150142961-150181483	0.0942
NR_034033	chr7(.):150125741-150150228	1.018
NM_007349	chr7(.):154730399-154799682	0.4908
NM_080838	chr8(.):134198311-134245053	0.4755
NM_004103	chr8(.):27163998-27321903	0.5777
NM_173176	chr8(.):27178053-27321903	0.5739
NM_172366	chr8(.):28280928-28352784	0.4529
NM_173175	chr8(.):27178080-27321903	0.574
NM_021623	chr8(.):38753752-38836430	0.827
NM_001024678	chr8(.):145742760-145757416	0.8303
NM_001001795	chr8(.):145746602-145759458	0.6624
NM_173683	chr8(.):10748656-11063875	0.2609
NM_001386	chr8(.):26430420-26520693	0.3579
NM_001197293	chr8(.):26366708-26520693	0.3005
NM_024787	chr8(.):33400272-33429643	1.359
NM_023034	chr8(.):38127560-38244790	0.3572
NM_024094	chr8(.):120841180-120873170	0.2578
NM_022783	chr8(.):120880899-121068157	0.4814
NM_173685	chr8(.):126099082-126384367	0.2665
NM_003033	chr8(.):134462090-134589183	0.5446
NM_003970	chr8(.):1988157-2098380	1.9501
NM_177924	chr8(.):17908924-17946879	0.717
NM_004315	chr8(.):17908924-17947507	0.7054
NM_171982	chr8(.):27137403-27173834	0.2941
NM_017412	chr8(.):28346772-28426961	0.3975
NR_036250	chr8(.):28357632-28367699	0.0614
NR_026765	chr8(.):29573775-29610625	0.2959
NM_025115	chr8(.):33351235-33375656	0.6668
NM_001102401	chr8(.):33351235-33375703	0.6656
NM_024025	chr8(.):33443853-33462439	0.098
NM_144652	chr8(.):38239019-38271061	0.6838
NM_017778	chr8(.):38168934-38244790	0.4987
NM_153692	chr8(.):38826667-38851181	0.0685
NM_201378	chr8(.):144984320-145052697	0.5453
NM_032789	chr8(.):145046319-145065635	0.6679
NM_000445	chr8(.):144984320-145055913	0.5515
NM_201381	chr8(.):144984320-145023905	0.6851
NM_201382	chr8(.):144984320-145023110	0.6914
NM_201383	chr8(.):144984320-145021692	0.7049
NM_201379	chr8(.):144984320-145033088	0.6318
NM_001009184	chr8(.):145059225-145072583	0.4225
NM_201384	chr8(.):144984320-145018758	0.7617
NR_030383	chr8(.):145014358-145024447	0.9463
NM_201380	chr8(.):144984320-145030044	0.668
NM_001129888	chr8(.):145684199-145696031	0.335
NM_032687	chr8(.):145684199-145695849	0.3376
NM_003923	chr8(.):145694114-145706718	0.3314
NM_032902	chr8(.):145717108-145732504	0.0714
NM_138496	chr8(.):145670314-145695418	0.2104
NM_005309	chr8(.):145724464-145737555	1.1656
NM_145754	chr8(.):145686737-145704499	0.4035
NM_138431	chr8(.):145729551-145741589	1.2828
NM_004260	chr8(.):145731666-145748210	1.5053
NM_014665	chr8(.):145738362-145755559	0.797
NM_025251	chr8(.):145749562-145843888	0.0512
NM_002919	chr9(.):3242036-3530983	0.1288
NM_134428	chr9(.):3219646-3530983	0.1237
NM_001146696	chr9(.):6715862-7082264	0.0964
NM_000170	chr9(.):6527463-6650692	0.1963
NM_147133	chr9(.):33285417-33370168	0.478
NM_002504	chr9(.):33285417-33376155	0.4563
NM_147134	chr9(.):33285417-33353721	0.5679
NM_022490	chr9(.):37480944-37508693	0.2168
NM_002161	chr9(.):94967624-95061038	0.1589
NM_013417	chr9(.):94967624-95060972	0.159
NM_001012267	chr9(.):95082740-95382437	0.1617
NM_053016	chr9(.):112537576-112718756	0.2211
NM_001037293	chr9(.):112398067-112718756	0.1505
NM_007203	chr9(.):112537576-112939791	0.2523
NM_001004065	chr9(.):112805877-112939791	0.3763
NM_015404	chr9(.):117159359-117272736	0.4654
NM_001083885	chr9(.):117159359-117270495	0.4732
NM_013355	chr9(.):131459801-131488199	0.2832
NM_015033	chr9(.):132644465-132810473	0.3713
NM_001172415	chr9(.):33247469-33269759	0.4493
NM_001195536	chr9(.):33259876-33287067	0.3295
NM_014471	chr9(.):33235195-33253565	0.1459
NM_152850	chr9(.):35083687-35101579	0.4283
NM_001040411	chr9(.):35036101-35050988	0.121
NM_025182	chr9(.):35099117-35120893	0.4923
NM_013442	chr9(.):35094888-35108154	0.9315
NM_004629	chr9(.):35068834-35085013	1.2789
NM_001040410	chr9(.):35037222-35050988	0.1244
NM_032634	chr9(.):35083687-35101546	0.4291
NM_007126	chr9(.):35051064-35077739	0.6758
NM_012166	chr9(.):37505888-37581250	0.5214
NM_032307	chr9(.):86548226-86576663	0.0925
NM_031263	chr9(.):86577997-86600184	1.0625
NM_031262	chr9(.):86577997-86600569	1.0452
NM_024945	chr9(.):86590636-86623987	0.7136
NR_029605	chr9(.):86579662-86589772	0.1278
NM_024077	chr9(.):91928411-91979561	0.4707
NR_036108	chr9(.):91922139-91932221	1.2762
NM_001827	chr9(.):91921112-91936618	1.8652
NR_033912	chr9(.):93820575-93842414	0.0682
NM_005384	chr9(.):94166326-94191144	1.0798
NR_024020	chr9(.):95054639-95092876	0.9021
NR_003704	chr9(.):95049742-95059875	0.618
NR_037424	chr9(.):95049739-95059829	0.6191
NM_006401	chr9(.):100740488-100783224	0.6187
NM_197978	chr9(.):100684072-100705526	0.7736
NM_018437	chr9(.):100684072-100712134	0.6093
NM_033087	chr9(.):101973706-101989246	1.711
NM_006808	chr9(.):101979569-101997901	1.5283
NM_001012993	chr9(.):112956845-112975413	0.0747
NM_001136562	chr9(.):112882780-112939791	0.516
NM_030767	chr9(.):117091432-117161685	0.7711
NM_173689	chr9(.):126113447-126146032	0.0669
NM_001166170	chr9(.):127049249-127119719	0.1408
NM_001145001	chr9(.):127015195-127119719	0.3096
NM_001166169	chr9(.):127049698-127119719	0.1133
NM_001166168	chr9(.):127015529-127119719	0.3106
NM_001166167	chr9(.):127014884-127119719	0.3089
NM_001045476	chr9(.):127610754-127625160	0.7766
NM_030978	chr9(.):127626483-127644696	1.0268
NM_007209	chr9(.):127615157-127629240	0.7986
NM_005489	chr9(.):130495595-130538621	0.308
NM_001142532	chr9(.):130495595-130529697	0.2948
NM_001142533	chr9(.):130495595-130522583	0.3422
NM_001142531	chr9(.):130495595-130529719	0.2947
NM_001142534	chr9(.):130495595-130522561	0.3425
NM_170600	chr9(.):130495595-130546048	0.5583
NM_001085347	chr9(.):130488802-130502604	0.6018
NM_001018078	chr9(.):130560507-130581556	0.3566
NM_001261	chr9(.):130543304-130558052	0.6908
NM_004957	chr9(.):130560153-130581556	0.3524
NR_036055	chr9(.):130543196-130553286	0.9005
NM_001035254	chr9(.):130697860-130747812	0.6836
NM_003863	chr9(.):130692373-130705763	0.396
NM_203305	chr9(.):130697860-130717993	0.2609
NM_001135219	chr9(.):130678807-130698076	0.7192
NM_173492	chr9(.):130678807-130694770	0.8392
NR_024425	chr9(.):130885807-130897913	1.0656
NR_027812	chr9(.):130877971-130895712	0.7658
NM_001006641	chr9(.):130825478-130876524	0.6035
NM_197956	chr9(.):130818511-130834599	0.7332
NM_001006643	chr9(.):130855835-130876524	0.1735
NM_001006642	chr9(.):130849127-130876524	0.1781
NM_052901	chr9(.):130855816-130876524	0.1736
NM_025072	chr9(.):130877971-130895474	0.7762
NR_033374	chr9(.):130868449-130886013	0.1458
NM_001122821	chr9(.):131440933-131463675	0.7471
NM_052844	chr9(.):131390939-131424129	0.8279
NM_003011	chr9(.):131446508-131463675	0.7941
NM_016520	chr9(.):132584563-132602572	0.4418
NM_006676	chr9(.):132592695-132649107	0.382
NM_001008563	chr9(.):132592756-132649107	0.3824
NM_032728	chr9(.):134160080-134189649	0.0761
NM_033387	chr9(.):134128464-134156906	0.9112
NM_178536	chr9(.):139841767-139854949	0.2017
NM_153200	chr9(.):139752232-139765738	0.2457
NM_000606	chr9(.):139834697-139846426	0.6007
NM_021138	chr9(.):139775964-139826067	0.973
NM_018998	chr9(.):139829886-139844173	0.3863
NM_206920	chr9(.):139741818-139760251	0.4356
NM_014172	chr9(.):139738255-139750490	0.5749
NM_001001671	chrX(.):19373175-19538379	0.8262
NM_001123384	chrX(.):39905498-40041582	0.4
NM_144495	chrX(.):48750194-48765420	0.5331
NM_001167990	chrX(.):48750212-48765420	0.5326
NM_001032384	chrX(.):48750538-48765420	0.5427
NM_001167992	chrX(.):48750774-48765420	0.55
NM_005334	chrX(.):153208007-153241819	0.9688
NM_017745	chrX(.):39905498-39961719	0.2889
NM_001167947	chrX(.):48745729-48760426	0.6059
NM_001042498	chrX(.):48755888-48774235	0.481
NM_001136158	chrX(.):48774302-48819893	1.1983
NM_001136159	chrX(.):48774302-48820648	1.1794
NM_006875	chrX(.):48765458-48781413	1.128
NM_004979	chrX(.):48813638-48833251	0.3554
NM_005660	chrX(.):48755458-48773917	0.4962
NM_001032289	chrX(.):48755889-48773933	0.4538
NM_016500	chrX(.):75387770-75403033	0.1999
NM_003399	chrX(.):128867945-128908525	0.3039
NM_018990	chrX(.):128908891-128934176	0.6743
NM_000054	chrX(.):153165528-153177620	0.0689
NM_000425	chrX(.):153121970-153146399	0.0296
NM_003491	chrX(.):153190376-153205468	1.4114
NM_001666	chrX(.):153167829-153196714	0.7611
NM_002910	chrX(.):153195721-153215232	0.1986
NR_027419	chrX(.):153162984-153177620	0.0634
NM_001025243	chrX(.):153270956-153290342	0.6957
NM_003492	chrX(.):153232990-153253646	1.7294
NR_031757	chrX(.):153280370-153290440	0.9981
NR_036175	chrX(.):153241548-153251627	0.5273
NR_036174	chrX(.):153241547-153251628	0.5275
NM_015892	chr10(.):125762181-125856930	0.8317
NM_014863	chr10(.):125774168-125856930	0.937
NM_001083591	chr10(.):11201992-11383672	1.2975
NM_001025077	chr10(.):11042258-11383672	0.7412
NM_006561	chr10(.):11054892-11383672	0.7674
NM_080599	chr10(.):11957021-12090023	0.2588
NM_015542	chr10(.):11957020-12089808	0.2591
NM_024948	chr10(.):15815174-15907519	0.5183
NM_000698	chr10(.):45864628-45946563	0.5781
NM_032199	chr10(.):63656012-63861707	0.3469
NM_001198798	chr10(.):73851273-73980751	0.1122
NM_001198799	chr10(.):73851273-73981183	0.1121
NM_020338	chr10(.):80823791-81081285	0.2812
NM_145868	chr10(.):81909879-81970328	0.6409
NM_007373	chr10(.):112674300-112778425	0.1517
NR_027708	chr10(.):1063576-1095141	0.2736
NM_014023	chr10(.):1097775-1183237	0.1949
NM_033261	chr10(.):1059846-1076799	0.0667
NM_004508	chr10(.):1080963-1100061	0.7806
NR_027653	chr10(.):3813187-3832473	1.1975
NM_018706	chr10(.):12105933-12170224	0.1298
NM_022487	chr10(.):14943870-15001094	0.6012
NM_001080836	chr10(.):14996437-15019850	0.4752
NM_004412	chr10(.):17179981-17249070	0.2069
NM_003380	chr10(.):17265257-17284592	1.2324
NM_025209	chr10(.):32552858-32641113	0.4313
NM_001098207	chr10(.):43876064-43897794	0.871
NM_004966	chr10(.):43876064-43909656	1.2565
NM_173160	chr10(.):43862091-43876783	0.044
NM_001098204	chr10(.):43876064-43909696	1.2551
NM_001098208	chr10(.):43876064-43897279	0.8862
NM_001098205	chr10(.):43876064-43909332	1.2679
NM_001098206	chr10(.):43876064-43908299	1.3078
NR_026693	chr10(.):43927573-43983007	0.3198
NM_173473	chr10(.):73970805-74000618	0.2414
NM_019058	chr10(.):74028676-74040797	0.2922
NM_017626	chr10(.):74087587-74119907	0.5881
NM_024326	chr10(.):104174570-104187893	0.761
NM_002779	chr10(.):104157375-104183901	0.4822
NM_024040	chr10(.):104178001-104197423	0.7451
NM_002502	chr10(.):104150431-104167281	1.7851
NM_001077494	chr10(.):104149338-104167281	1.6797
NM_001077493	chr10(.):104149228-104167281	1.6695
NR_030169	chr10(.):104191268-104201341	0.4395
NM_030912	chr10(.):104399251-104423076	1.168
NM_001083913	chr10(.):104498726-104581021	0.9801
NM_017787	chr10(.):104530887-104581021	1.4408
NM_005871	chr10(.):112047797-112069707	0.2802
NM_004419	chr10(.):112252624-112276302	1.2875
NM_145341	chr10(.):112626595-112664764	0.2085
NM_001195307	chr10(.):112653487-112684124	0.3591
NM_001195306	chr10(.):112653487-112683694	0.3593
NR_026932	chr10(.):112623647-112635662	0.9964
NR_024469	chr11(.):67080309-67164158	0.3473
NM_016952	chr11(.):125821712-125938187	0.3421
NM_001111018	chr11(.):19367270-20148147	0.1195
NM_006819	chr11(.):63948586-63977020	0.5714
NM_001098517	chr11(.):115039344-115380241	0.3931
NM_021008	chr11(.):639224-700740	0.4551
NM_181798	chr11(.):2477683-2875340	0.2005
NM_000218	chr11(.):2461220-2875340	0.198
NM_030962	chr11(.):9795213-10320754	0.0688
NM_001143830	chr11(.):22683159-22839547	0.4871
NM_177553	chr11(.):22684653-22839547	0.4891
