GENE_ID	locusLine	bin_1_34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam
NM_024948	chr10(.):15815174-15907519	0.2349
NM_032199	chr10(.):63656012-63861707	0.1973
NR_027653	chr10(.):3813187-3832473	0.3093
NM_005041	chr10(.):72352103-72367531	0.0664
NM_019058	chr10(.):74028676-74040797	0.2128
NM_057157	chr10(.):94828231-94842641	0.3027
NM_183374	chr10(.):94816020-94833454	0.1573
NM_000783	chr10(.):94828646-94842641	0.3117
NM_001083913	chr10(.):104498726-104581021	0.2556
NM_017787	chr10(.):104530887-104581021	0.3094
NR_024552	chr10(.):105201542-105217162	0.1277
NM_001129742	chr10(.):105227560-105243997	0.2429
NM_001001412	chr10(.):105208143-105223648	0.1356
NM_004210	chr10(.):105248734-105357309	0.2428
NM_005871	chr10(.):112047797-112069707	0.1556
NM_004419	chr10(.):112252624-112276302	0.4121
NM_006157	chr11(.):20686116-21602229	0.0946
NM_001111018	chr11(.):19367270-20148147	0.1051
NM_001098517	chr11(.):115039344-115380241	0.1917
NM_030962	chr11(.):9795213-10320754	0.097
NM_001143830	chr11(.):22683159-22839547	0.1911
NM_177553	chr11(.):22684653-22839547	0.1915
NM_005256	chr11(.):22691318-22839547	0.1628
NM_001127457	chr11(.):45863668-45909796	0.1472
NM_021117	chr11(.):45863956-45909799	0.1479
NM_004811	chr11(.):58289343-58348390	0.2551
NM_001143995	chr11(.):58289343-58350639	0.2487
NM_024092	chr11(.):60676370-60695915	0.3663
NM_024060	chr11(.):62196015-62319332	0.1292
NM_001077241	chr11(.):65137662-65155142	0.2016
NR_002819	chr11(.):65260232-65278939	0.7849
NM_014824	chr11(.):72542789-72858143	0.1225
NM_176796	chr11(.):72970569-73013850	0.201
NM_176798	chr11(.):72975938-73013850	0.2171
NM_004154	chr11(.):72978246-73014664	0.2216
NM_080491	chr11(.):77921335-78133868	0.1327
NM_001166	chr11(.):102212965-102254401	0.1538
NM_004397	chr11(.):118613472-118666972	0.1507
NM_024556	chr11(.):126076618-126137879	0.1089
NM_002017	chr11(.):128558812-128688162	0.2363
NM_001167681	chr11(.):128557388-128688162	0.2348
NM_012239	chr11(.):210029-241362	0.1388
NM_002817	chr11(.):231807-257984	0.1302
NM_138329	chr11(.):273569-290304	0.1013
NM_006435	chr11(.):303106-314410	0.1071
NM_025092	chr11(.):284137-300688	0.0976
NM_003641	chr11(.):308990-320272	0.1203
NM_001025295	chr11(.):293202-304526	0.0777
NM_001124	chr11(.):10321641-10333923	0.7012
NM_022725	chr11(.):22639078-22652387	0.2255
NM_000610	chr11(.):35155416-35258949	0.2398
NM_018389	chr11(.):45821640-45839567	0.2
NR_027134	chr11(.):45787982-45798909	0.1361
NM_001145266	chr11(.):45820622-45839567	0.2007
NM_000614	chr11(.):58385145-58398205	0.1653
NR_024091	chr11(.):58341586-58398205	0.2344
NM_004778	chr11(.):60613397-60628444	0.1031
NM_207341	chr11(.):60630014-60648164	0.2398
NM_024098	chr11(.):60604428-60623561	0.3805
NM_014502	chr11(.):60653019-60679061	0.3075
NM_016582	chr11(.):60699554-60724257	0.1224
NM_178031	chr11(.):60686912-60709631	0.096
NM_022830	chr11(.):62337516-62364109	0.1903
NM_004739	chr11(.):62355674-62374303	0.2587
NM_001404	chr11(.):62322072-62346460	0.2554
NR_028272	chr11(.):65185268-65199003	0.9999
NR_030343	chr11(.):65206928-65217028	0.3271
NM_031904	chr11(.):65149040-65185995	0.1889
NM_021070	chr11(.):65301029-65330699	0.2032
NM_001048218	chr11(.):65287547-65311182	0.1508
NM_138768	chr11(.):69056621-69069754	0.4909
NM_002564	chr11(.):72924343-72952395	0.127
NM_176071	chr11(.):72924501-72952395	0.1268
NM_001165	chr11(.):102183193-102213465	0.3184
NM_006235	chr11(.):111217980-111255157	0.3466
NR_026691	chr11(.):117852105-117877199	0.2559
NM_032966	chr11(.):118759100-118771971	0.2049
NM_001716	chr11(.):118749540-118771971	0.164
NM_182557	chr11(.):118761850-118786613	0.1405
NM_032795	chr11(.):126066988-126086587	0.2472
NM_003658	chr11(.):129240880-129327174	0.2595
NM_173591	chr12(.):80598232-80777870	0.1557
NR_027946	chr12(.):1095403-1610099	0.1271
NM_020375	chr12(.):4425358-4474190	0.1034
NM_007273	chr12(.):7069516-7084891	0.2655
NM_001144831	chr12(.):7069514-7084916	0.2655
NM_001987	chr12(.):11797787-12053325	0.1731
NM_006143	chr12(.):12808994-12854121	0.1371
NM_001077484	chr12(.):46571840-46668208	0.2168
NM_001128914	chr12(.):53840885-53879946	0.4374
NM_000966	chr12(.):53599352-53631036	0.226
NM_001042728	chr12(.):53599352-53619150	0.2894
NM_005761	chr12(.):94537498-94704225	0.2397
NM_020244	chr12(.):102086416-102127846	0.1318
NM_014706	chr12(.):108910990-108960165	0.2138
NM_001759	chr12(.):4377901-4419522	0.318
NM_001975	chr12(.):7018613-7037859	0.2961
NM_002831	chr12(.):7055433-7075479	0.5324
NR_029779	chr12(.):7067861-7077929	0.451
NM_080548	chr12(.):7050739-7075479	0.5503
NM_001007026	chr12(.):7028625-7056484	0.3529
NM_006992	chr12(.):7008896-7028406	0.1841
NM_001940	chr12(.):7032479-7056484	0.3075
NR_003010	chr12(.):7071499-7081769	0.2662
NM_138425	chr12(.):7048202-7060165	0.4373
NR_029682	chr12(.):7068259-7078354	0.4241
NM_006331	chr12(.):7074943-7090165	0.2321
NM_004064	chr12(.):12865301-12880305	0.648
NR_030344	chr12(.):12912582-12922677	0.1041
NM_001130415	chr12(.):12873850-12949399	0.1669
NM_030762	chr12(.):26267958-26283003	0.5735
NM_005086	chr12(.):26343505-26392708	0.1223
NM_001135823	chr12(.):26343268-26392708	0.1226
NM_001004304	chr12(.):53569534-53589654	0.328
NM_000889	chr12(.):53580106-53606000	0.6951
NM_015989	chr12(.):53546446-53579430	0.1469
NM_001170790	chr12(.):53640369-53653190	0.1306
NM_032889	chr12(.):53640875-53653190	0.1335
NM_001164691	chr12(.):53812638-53830318	0.1249
NM_001005354	chr12(.):53830432-53845427	0.1376
NM_134324	chr12(.):53890376-53905215	0.2012
NM_006301	chr12(.):53869275-53898444	0.2182
NM_134323	chr12(.):53889704-53905215	0.199
NM_003717	chr12(.):53895473-53906422	0.1307
NM_017440	chr12(.):68683345-68731161	0.1298
NM_203394	chr12(.):77410025-77464360	0.2074
NM_001946	chr12(.):89736836-89751296	0.5437
NM_001025233	chr12(.):92812734-92829730	0.1986
NR_027933	chr12(.):92810306-92829778	0.186
NM_001025232	chr12(.):92808869-92826924	0.1784
NM_153694	chr12(.):102117425-102138250	0.3895
NM_001111283	chr12(.):102784644-102879378	0.1833
NM_001111284	chr12(.):102784644-102877429	0.1637
NM_001111285	chr12(.):102806453-102879378	0.2124
NM_007076	chr12(.):108904050-108918380	0.149
NM_213595	chr12(.):108951293-108968160	0.6562
NM_181724	chr12(.):108978621-108996894	0.108
NM_003006	chr12(.):109010679-109032670	0.8853
NM_024667	chr12(.):123344874-123385712	0.3221
NM_021009	chr12(.):125391191-125404587	0.4052
NM_015011	chr13(.):109243499-109865355	0.0996
NM_001198950	chr13(.):109276570-109865355	0.1009
NM_032436	chr13(.):115074964-115097803	0.1891
NM_000820	chr13(.):114518521-114572046	0.2474
NM_007368	chr13(.):114742193-114903095	0.1979
NM_001143945	chr13(.):114518521-114544017	0.1218
NM_001143946	chr13(.):114518521-114541714	0.1235
NR_024609	chr13(.):114581609-114631485	0.1966
NM_023011	chr13(.):115042077-115076283	0.2582
NM_003903	chr13(.):114995361-115043150	0.298
NM_022060	chr14(.):23062146-23086265	0.1589
NM_001080414	chr14(.):91732666-91889133	0.2086
NM_001344	chr14(.):23028806-23063143	0.1184
NM_024496	chr14(.):77485885-77500034	0.2901
NM_005065	chr14(.):81934238-82005205	0.1823
NM_025268	chr14(.):105987952-106001539	0.1236
NM_144508	chr15(.):40881446-40959881	0.12
NM_002420	chr15(.):31288550-31398924	0.2451
NR_027410	chr15(.):34812483-34880771	0.1028
NM_006537	chr15(.):63791809-63888663	0.1486
NM_005902	chr15(.):67353194-67492533	0.1812
NM_006465	chr15(.):74828547-74895472	0.2132
NM_024776	chr15(.):77395470-77582333	0.1398
NM_172217	chr15(.):81512639-81610104	0.2015
NM_001172128	chr15(.):81484218-81610104	0.1722
NM_014630	chr15(.):85286817-85354663	0.1195
NM_007011	chr15(.):89626380-89750591	0.2067
NR_027053	chr15(.):21927513-21945739	0.2577
NR_029624	chr15(.):31352234-31362344	0.1498
NM_015995	chr15(.):31614082-31675102	0.3233
NM_001003942	chr15(.):40375091-40403287	0.4541
NM_033503	chr15(.):40375091-40403639	0.4507
NM_001003940	chr15(.):40375091-40406075	0.4283
NM_001080791	chr15(.):40840297-40862252	0.3605
NM_152260	chr15(.):40856536-40871661	0.2204
NR_002208	chr15(.):40819082-40829749	0.1118
NM_198524	chr15(.):56652643-56743072	0.2092
NM_001145103	chr15(.):67425358-67492533	0.112
NM_001145102	chr15(.):67413053-67492533	0.1094
NM_001127190	chr15(.):75069424-75100539	0.3697
NM_000761	chr15(.):75036183-75053941	0.0829
NM_021819	chr15(.):75100193-75123099	0.0997
NM_001030005	chr15(.):75113950-75129136	0.0878
NM_021823	chr15(.):75310926-75348067	0.3566
NM_138967	chr15(.):75282875-75318836	0.2619
NR_026813	chr15(.):77511249-77522746	0.1026
NM_004513	chr15(.):81584253-81610104	0.4175
NM_181900	chr15(.):81600006-81621524	0.2606
NM_014300	chr15(.):85207774-85264674	0.1252
NM_002168	chr15(.):90622211-90650708	0.3772
NM_014918	chr15(.):101710927-101797137	0.2115
NM_015226	chr16(.):11033344-11281046	0.1306
NM_015914	chr16(.):11767942-11841648	0.5191
NM_000336	chr16(.):23308590-23397620	0.2865
NM_000078	chr16(.):56990834-57022756	0.1365
NM_012320	chr16(.):68274246-68299961	0.392
NM_004360	chr16(.):68766194-68874444	0.1396
NM_032821	chr16(.):70836288-71269569	0.1811
NM_018052	chr16(.):70716341-70840061	0.1409
NM_002661	chr16(.):81807929-81996899	0.0902
NR_003226	chr16(.):90033987-90068028	0.176
NR_003228	chr16(.):90033987-90072195	0.1598
NM_014015	chr16(.):11017747-11041257	0.1729
NM_003498	chr16(.):11757288-11778015	0.4704
NM_001130007	chr16(.):11956984-12015519	0.123
NM_001130006	chr16(.):11956984-12014825	0.1216
NM_001192	chr16(.):12053963-12066925	0.6341
NM_032167	chr16(.):12065601-12152141	0.1369
NM_001126108	chr16(.):56894118-56954762	0.2923
NM_001010989	chr16(.):56960747-56982793	0.5752
NM_032206	chr16(.):57018409-57122436	0.1282
NM_001172643	chr16(.):66536905-66589194	0.3338
NM_001172644	chr16(.):66536905-66589315	0.3331
NM_052999	chr16(.):66595349-66618038	0.1078
NM_181641	chr16(.):66581471-66604971	0.2244
NM_181271	chr16(.):66595293-66618038	0.1088
NM_001040138	chr16(.):66581465-66605154	0.2231
NM_024939	chr16(.):68257449-68275136	0.2126
NM_001184824	chr16(.):68339876-68396169	0.1742
NM_003983	chr16(.):68293422-68340722	0.2371
NM_032178	chr16(.):68329517-68349868	0.1432
NR_034083	chr16(.):70783962-70812154	0.0892
NM_017702	chr16(.):90010150-90030774	0.065
NM_145039	chr16(.):90031200-90043942	0.0766
NM_207514	chr16(.):90010182-90039467	0.0662
NM_001214	chr16(.):90090315-90101309	0.0558
NM_024043	chr16(.):90066278-90081529	0.0295
NR_023348	chr16(.):90084007-90116352	0.0595
NM_001042610	chr16(.):90066278-90090937	0.0539
NM_003342	chr17(.):4167511-4274969	0.1322
NM_183232	chr17(.):37916198-38025441	0.281
NM_001070	chr17(.):40756357-40772256	0.3474
NM_003726	chr17(.):46205801-46512594	0.121
NM_030802	chr17(.):47782686-47846518	0.2241
NM_003647	chr17(.):54906459-54951036	0.2075
NM_198393	chr17(.):56629038-56774416	0.1899
NM_001433	chr17(.):62115389-62212502	0.413
NM_014960	chr17(.):66250322-66422000	0.1122
NM_001163075	chr17(.):76137433-76167364	0.3492
NM_017456	chr17(.):76665129-76783376	0.3134
NM_080705	chr17(.):3463739-3504125	0.0896
NM_145068	chr17(.):3411485-3466289	0.1627
NM_080704	chr17(.):3463739-3517705	0.0837
NM_080706	chr17(.):3463739-3501171	0.0894
NM_018727	chr17(.):3463739-3505336	0.09
NM_012452	chr17(.):16837397-16880402	0.3125
NM_006613	chr17(.):18918989-18955336	0.1363
NM_001102664	chr17(.):19135689-19245028	0.1671
NR_031591	chr17(.):19242818-19252887	0.0744
NM_002981	chr17(.):32682398-32695252	0.5401
NM_005408	chr17(.):32678470-32690629	0.1478
NM_005623	chr17(.):32641065-32653421	0.1113
NM_002983	chr17(.):34410602-34422506	1.2392
NM_002988	chr17(.):34386642-34403841	0.1222
NM_002984	chr17(.):34426219-34438014	0.5424
NM_021006	chr17(.):34517267-34529156	1.1822
NM_001001418	chr17(.):34576084-34597027	0.2084
NM_001001435	chr17(.):34533467-34545274	0.7187
NM_001001437	chr17(.):34517267-34529147	1.1826
NM_001001417	chr17(.):34488060-34508988	0.2038
NM_021006	chr17(.):34618841-34630730	1.1089
NM_001001437	chr17(.):34618841-34630721	1.1092
NM_001001435	chr17(.):34635033-34646840	0.7436
NM_001001418	chr17(.):34741118-34813091	0.1725
NM_005310	chr17(.):37889186-37908538	0.1301
NM_001030002	chr17(.):37889589-37908538	0.1317
NM_032339	chr17(.):37880408-37891788	0.178
NM_001145301	chr17(.):38469472-38518895	0.3327
NM_152219	chr17(.):38511904-38525945	0.1129
NM_000964	chr17(.):38460422-38518895	0.3133
NM_001024809	chr17(.):38493270-38518895	0.0958
NM_001254	chr17(.):38439145-38464413	0.1745
NM_001042531	chr17(.):40709091-40723295	0.2064
NR_026697	chr17(.):40726525-40766445	0.2726
NM_198204	chr17(.):40714077-40730221	0.2215
NM_013290	chr17(.):40719328-40734747	0.4218
NM_000413	chr17(.):40698983-40712232	0.1327
NM_000263	chr17(.):40682950-40701466	0.1714
NM_005827	chr17(.):47773689-47790282	0.1529
NM_001199155	chr17(.):47860980-47911458	0.1286
NM_001085430	chr17(.):54864273-54898250	0.2121
NM_000250	chr17(.):56342216-56363296	0.0885
NM_004758	chr17(.):56373593-56411152	0.2378
NM_003168	chr17(.):56417538-56434563	0.4273
NR_029683	chr17(.):56403592-56413679	0.5313
NR_004380	chr17(.):62218437-62228517	0.217
NR_002995	chr17(.):62218698-62228831	0.2221
NR_026903	chr17(.):62957667-62976703	0.351
NR_027283	chr17(.):66189800-66201443	0.1287
NM_016627	chr17(.):66239144-66258305	0.2711
NR_027058	chr17(.):75079724-75096068	0.5657
NR_003013	chr17(.):75080388-75090575	0.5154
NM_001143998	chr17(.):75132004-75218181	0.3223
NM_001144001	chr17(.):75176294-75218181	0.275
NM_152468	chr17(.):76121858-76144049	0.2877
NM_007267	chr17(.):76103998-76133488	0.1802
NM_001127198	chr17(.):76103998-76129861	0.1803
NM_001010982	chr17(.):76178436-76208782	0.102
NM_003258	chr17(.):76165159-76188285	0.2421
NM_004710	chr17(.):76159670-76174009	0.331
NM_001145526	chr17(.):76178442-76208782	0.102
NR_027083	chr17(.):76178397-76198641	0.1135
NM_181482	chr18(.):13213785-13657753	0.1
NM_004338	chr18(.):13615866-13657753	0.0743
NM_001003675	chr18(.):13606664-13657753	0.2103
NM_000633	chr18(.):60785578-60991613	0.2401
NM_004746	chr18(.):3493836-3885135	0.103
NM_001003809	chr18(.):3493836-3850296	0.1057
NM_001130110	chr18(.):42255137-42462379	0.2036
NM_015559	chr18(.):42255862-42653475	0.1656
NM_003199	chr18(.):52884561-53260860	0.1328
NM_021074	chr18(.):9097627-9139343	0.393
NM_001100619	chr18(.):20710726-20845434	0.2201
NR_023359	chr18(.):20709527-20845434	0.2193
NM_138375	chr18(.):20730788-20845434	0.2192
NM_016626	chr18(.):48695919-48729051	0.2017
NM_001039846	chr19(.):2091867-2104583	0.3849
NM_001164605	chr19(.):35640844-35665788	0.1116
NR_028406	chr19(.):35640671-35665788	0.1126
NM_052847	chr19(.):2506217-2707746	0.3008
NM_020714	chr19(.):12681919-12726623	0.2159
NM_032855	chr19(.):16239837-16274377	0.5631
NM_021235	chr19(.):16467407-16587762	0.2262
NM_006387	chr19(.):16623699-16658263	0.108
NM_001001563	chr19(.):39966051-39986528	0.1164
NM_006801	chr19(.):48880826-48899810	0.4061
NM_006184	chr19(.):49398306-49431540	0.1074
NM_017572	chr19(.):2032469-2056243	0.2747
NM_130807	chr19(.):2066034-2101269	0.602
NM_003811	chr19(.):6526009-6540939	0.3087
NM_001252	chr19(.):6580849-6596163	0.287
NM_001379	chr19(.):10239021-10310755	0.1678
NM_004230	chr19(.):10327108-10346948	0.4065
NR_036206	chr19(.):10336088-10346161	0.2006
NM_015956	chr19(.):10357639-10375721	0.1888
NM_000201	chr19(.):10376516-10402291	0.1628
NM_153358	chr19(.):12716731-12745676	0.2829
NM_005370	chr19(.):16217489-16249445	0.3107
NM_032493	chr19(.):16303664-16351156	0.0896
NM_054113	chr19(.):16267178-16289286	0.2009
NM_014077	chr19(.):16291234-16307857	0.1665
NM_016270	chr19(.):16430650-16443339	0.4281
NM_032207	chr19(.):16602204-16637163	0.0939
NM_145046	chr19(.):16584874-16612003	0.1131
NM_024881	chr19(.):16655647-16688193	0.132
NM_004831	chr19(.):16680717-16744015	0.3267
NM_015925	chr19(.):35734558-35763867	0.1598
NM_152481	chr19(.):35710703-35724628	0.0898
NM_003407	chr19(.):39892486-39905045	0.7123
NM_003169	chr19(.):39931287-39972308	0.1597
NM_001130825	chr19(.):39931185-39972308	0.1614
NM_019088	chr19(.):39871269-39886679	0.1577
NM_017592	chr19(.):39876962-39896203	0.4236
NM_001020	chr19(.):39918846-39931618	0.4753
NM_022835	chr19(.):39898749-39924055	0.3498
NM_001098506	chr19(.):42077530-42098197	0.1014
NM_018273	chr19(.):48830615-48872186	0.1994
NM_012451	chr19(.):48862650-48884634	0.2903
NM_000836	chr19(.):48893131-48953188	0.1445
NM_016246	chr19(.):49311273-49344934	0.1599
NM_014330	chr19(.):49370648-49384319	0.5022
NM_001161354	chr19(.):49335353-49376884	0.1576
NM_003323	chr19(.):49379221-49406996	0.1826
NM_007050	chr20(.):40696391-41823557	0.0796
NM_001042472	chr20(.):25275849-25376477	0.207
NM_015600	chr20(.):25270378-25376477	0.2169
NM_001191	chr20(.):30247260-30315656	0.4668
NM_031483	chr20(.):32946061-33104197	0.1832
NM_015568	chr20(.):37429347-37556667	0.2454
NM_032883	chr20(.):42539781-42703254	0.2279
NM_002466	chr20(.):42290708-42350122	0.1923
NM_001098798	chr20(.):42569535-42703254	0.2427
NM_001098797	chr20(.):42538491-42703254	0.2284
NM_001161841	chr20(.):46281149-46420360	0.1555
NM_018837	chr20(.):46281149-46419808	0.1556
NM_183425	chr20(.):55961462-55989386	0.3197
NM_080618	chr20(.):56067223-56105154	0.1668
NM_002862	chr20(.):25223705-25283648	0.2482
NM_012112	chr20(.):30321903-30394603	0.124
NM_176812	chr20(.):32394109-32447173	0.329
NR_030374	chr20(.):33049129-33059223	0.155
NM_030919	chr20(.):37549954-37586703	0.1274
NM_001008901	chr20(.):42349800-42360642	0.1841
NM_001015885	chr20(.):55921617-55958519	0.1302
NM_003610	chr20(.):55921144-55958519	0.1317
NM_001190472	chr20(.):55928495-55939878	0.1263
NM_001160419	chr20(.):56182946-56200632	0.3468
NM_001160418	chr20(.):56173901-56200632	0.2679
NM_175573	chr20(.):60873026-60888918	0.1482
NM_005560	chr20(.):60879120-60947368	0.1833
NM_001024	chr20(.):60957120-60968576	0.1968
NR_024470	chr20(.):61289378-61302973	0.1148
NM_016354	chr20(.):61268796-61308647	0.2636
NM_001389	chr21(.):41379342-42224039	0.138
NM_001033515	chr21(.):9902193-9973585	0.3309
NM_001754	chr21(.):36155097-36426595	0.2194
NM_001001890	chr21(.):36155097-36265987	0.2654
NM_001146078	chr21(.):37827919-37919898	0.2212
NM_001146077	chr21(.):37827919-37953867	0.1932
NM_016818	chr21(.):43634266-43722354	0.2232
NM_173568	chr21(.):43486425-43568105	0.2138
NM_080860	chr21(.):43887596-43921401	0.2357
NM_207174	chr21(.):43635007-43722354	0.2235
NM_207629	chr21(.):43631186-43722354	0.2205
NM_207627	chr21(.):43614798-43722354	0.2141
NM_207628	chr21(.):43614921-43722354	0.2143
NM_001199527	chr21(.):43478067-43568105	0.2761
NM_003683	chr21(.):45204417-45228983	0.1995
NM_001100421	chr21(.):19156283-19196703	0.2453
NM_000629	chr21(.):34692213-34737128	0.324
NM_005534	chr21(.):34770201-34814828	0.2343
NM_001122607	chr21(.):36188573-36265987	0.3163
NR_026812	chr21(.):36405232-36416723	0.1329
NR_027273	chr21(.):43437112-43450060	0.1628
NR_027243	chr21(.):43517243-43533644	0.2089
NM_018964	chr21(.):43914741-44006550	0.2059
NM_000394	chr21(.):44584140-44597913	0.4721
NM_003681	chr21(.):45133977-45187188	0.2265
NM_000100	chr21(.):45188830-45201259	0.3556
NR_026961	chr21(.):45220638-45237448	0.1131
NM_005049	chr21(.):45522207-45556063	0.1854
NM_198155	chr21(.):45548493-45570605	0.4024
NM_004327	chr22(.):23517551-23665224	0.1269
NM_014433	chr22(.):23396592-23489241	0.156
NM_001887	chr22(.):26990361-27018991	0.5044
NM_007194	chr22(.):29078730-29142822	0.0908
NM_001178126	chr22(.):23224959-23243013	0.7044
NM_004914	chr22(.):23482512-23511531	0.2461
NM_001024938	chr22(.):24194058-24232725	0.1142
NM_002415	chr22(.):24231564-24242409	0.2011
NM_001024939	chr22(.):24195040-24232725	0.1138
NM_001002862	chr22(.):24171689-24186199	0.2504
NM_000675	chr22(.):24818529-24843325	0.3306
NR_028484	chr22(.):24820177-24895783	0.1863
NM_001008566	chr22(.):26916713-26966370	0.1499
NM_003595	chr22(.):26916713-26991089	0.207
NR_003491	chr22(.):27048445-27077440	0.2111
NM_001886	chr22(.):27012927-27031636	0.1874
NM_172002	chr22(.):29133042-29158496	0.1788
NM_173510	chr22(.):29163661-29190283	0.3222
NM_001079539	chr22(.):29185547-29201560	0.746
NM_005488	chr22(.):35690796-35748987	0.2214
NM_001135729	chr22(.):35690267-35748987	0.2203
NR_037471	chr22(.):35726632-35736751	0.0768
NR_002821	chr22(.):38735669-38799931	0.2551
NM_004981	chr22(.):38817332-38845033	0.0852
NM_004900	chr22(.):39373404-39393783	0.3965
NM_001193289	chr22(.):39348526-39393783	0.2858
NM_152426	chr22(.):39412117-39434256	0.1708
NM_014508	chr22(.):39405264-39419825	0.2365
NM_006116	chr22(.):39790758-39832887	0.1685
NM_002409	chr22(.):39848324-39893199	0.1485
NM_001098270	chr22(.):39878228-39893199	0.1365
NM_015703	chr22(.):42899340-42920829	0.1802
NR_027786	chr22(.):42891584-42913566	0.126
NM_014509	chr22(.):42944924-42975388	0.182
NR_002184	chr22(.):42964265-42983017	0.1298
