GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
NM_001185119	chr3(.):169487052-169512504	0.2698
NM_014373	chr3(.):169750734-169808183	0.3367
NM_020390	chr3(.):170601203-170631426	0.1633
NM_001099645	chr3(.):170577664-170593045	0.427
NM_001163677	chr3(.):178952536-178989838	0.1501
NM_033540	chr3(.):179060479-179116008	0.1626
NM_004593	chr3(.):185627357-185660924	0.3641
NR_033752	chr3(.):185681266-185702578	0.1355
NM_001134415	chr3(.):186258855-186293332	0.2517
NM_001622	chr3(.):186325849-186344107	0.3051
NM_017541	chr3(.):186251231-186267167	0.1602
NM_018138	chr3(.):186258855-186290141	0.261
NM_016306	chr3(.):186283466-186308589	0.3073
NR_002989	chr3(.):186499463-186509641	0.7637
NM_001967	chr3(.):186496360-186512685	0.5506
NR_031650	chr3(.):186499460-186509566	0.7662
NR_002588	chr3(.):186500401-186510538	0.7381
NR_002587	chr3(.):186497584-186507654	0.6942
NR_002586	chr3(.):186500087-186510222	0.7484
NM_001004312	chr3(.):187411046-187425345	0.1177
NM_001706	chr3(.):187434164-187468513	0.2615
NM_001134738	chr3(.):187434164-187457695	0.1722
NM_001130845	chr3(.):187434164-187459285	0.2108
NM_198152	chr3(.):190979943-191053325	0.242
NM_005781	chr3(.):195585235-195640880	0.2479
NM_001010938	chr3(.):195585235-195627432	0.1626
NM_198565	chr3(.):196361655-196393874	0.274
NM_014687	chr3(.):197393258-197468773	0.3002
NM_001145642	chr3(.):197393313-197481568	0.3133
NR_027840	chr3(.):197472260-197516317	0.2204
NM_032288	chr3(.):197471623-197516317	0.219
NM_001011537	chr3(.):197471423-197516317	0.2189
NM_001130713	chr4(.):108963700-109095112	0.1535
NM_001166119	chr4(.):108963700-109092953	0.1485
NM_002111	chr4(.):3071407-3250687	0.0903
NM_144571	chr4(.):78629540-78745544	0.1463
NM_198281	chr4(.):90160428-90234161	0.325
NM_001008388	chr4(.):103785134-103818963	0.1619
NM_152683	chr4(.):185565766-185621112	0.2042
NM_001113361	chr4(.):6906170-7039845	0.144
NM_020773	chr4(.):6906494-7039845	0.1441
NM_004310	chr4(.):40193526-40251281	0.3546
NM_018177	chr4(.):40053523-40162019	0.1278
NM_001136570	chr4(.):77167852-77209929	0.1182
NM_001166693	chr4(.):87851153-88067206	0.1632
NM_014278	chr4(.):128698452-128759526	0.1395
NM_024900	chr4(.):129725778-129790787	0.1929
NM_199320	chr4(.):129725778-129801379	0.1811
NM_057175	chr4(.):140217675-140316935	0.1446
NM_018717	chr4(.):140632545-141080233	0.1139
NM_002039	chr4(.):144252982-144400718	0.2189
NM_001003688	chr4(.):146398956-146485325	0.1731
NM_005900	chr4(.):146397950-146485325	0.1719
NM_153343	chr4(.):185004858-185144114	0.0858
NM_002199	chr4(.):185303875-185400726	0.3533
NM_020827	chr4(.):186075818-186130182	0.166
NM_031953	chr4(.):186126283-186290120	0.2087
NM_153376	chr4(.):7037575-7049728	0.1473
NM_001113363	chr4(.):6983888-7039845	0.1746
NM_182485	chr4(.):14999297-15076777	0.1255
NM_001775	chr4(.):15774930-15855706	0.1782
NM_025205	chr4(.):17611272-17631160	0.1623
NM_015907	chr4(.):17573926-17614590	0.2196
NR_027277	chr4(.):40039536-40063819	0.2018
NM_017581	chr4(.):40332468-40361973	0.0871
NM_000938	chr4(.):57840108-57902334	0.155
NM_032313	chr4(.):57824515-57848826	0.2684
NM_003943	chr4(.):77222676-77237283	0.3099
NM_020236	chr4(.):78778804-78878944	0.1585
NM_152545	chr4(.):82343218-82398061	0.1964
NM_144645	chr4(.):87792357-87818575	0.1045
NR_002799	chr4(.):100866635-100878620	0.4298
NM_002106	chr4(.):100864243-100876512	0.5018
NM_001031723	chr4(.):100815709-100872879	0.1754
NM_021970	chr4(.):100794494-100820703	0.1942
NM_181891	chr4(.):103712132-103753708	0.2272
NM_181890	chr4(.):103712132-103795032	0.1898
NM_181892	chr4(.):103712132-103753340	0.2284
NM_003340	chr4(.):103712132-103754105	0.2254
NM_181893	chr4(.):103712132-103795003	0.1899
NM_181889	chr4(.):103712132-103754307	0.2244
NM_025212	chr4(.):105388342-105417467	0.2444
NR_029374	chr4(.):109083680-109102586	0.2369
NR_029373	chr4(.):109088275-109102586	0.2426
NM_005841	chr4(.):124315682-124329909	0.2925
NM_199327	chr4(.):124312955-124329907	0.2664
NM_031291	chr4(.):128646554-128700447	0.1798
NM_001184988	chr4(.):140206070-140228705	0.2613
NM_001184986	chr4(.):140206070-140227364	0.2688
NM_002494	chr4(.):140206070-140227388	0.2686
NM_032623	chr4(.):140182316-140206492	0.1976
NM_152680	chr4(.):153542265-153606317	0.2362
NM_032991	chr4(.):185543849-185575629	0.2217
NR_028085	chr4(.):186315693-186352139	0.3135
NM_018409	chr4(.):186280031-186305152	0.1613
NM_181726	chr4(.):186312839-186326390	0.3673
NM_001114357	chr4(.):186345544-186375821	0.1605
NM_002372	chr5(.):109020155-109208429	0.184
NM_001131005	chr5(.):88009057-88204922	0.2377
NM_002397	chr5(.):88009057-88184283	0.246
NM_001193349	chr5(.):88009057-88124744	0.2173
NM_001131055	chr5(.):175080039-175118245	0.1756
NM_024091	chr5(.):7854271-7874150	0.2591
NM_152756	chr5(.):38933021-39079501	0.1198
NM_001178055	chr5(.):49956732-50147356	0.1093
NM_024615	chr5(.):49957771-50147356	0.1094
NM_024669	chr5(.):55390506-55534186	0.2109
NM_022913	chr5(.):56464774-56565506	0.1558
NM_001127235	chr5(.):56466274-56565506	0.1553
NM_001992	chr5(.):76006867-76036595	0.3244
NM_006633	chr5(.):75694148-76008957	0.1381
NR_015436	chr5(.):87831596-87985620	0.1371
NR_027435	chr5(.):90671163-90721532	0.2147
NM_173060	chr5(.):96033492-96115385	0.1169
NM_001042440	chr5(.):95992906-96115385	0.13
NM_001190442	chr5(.):95992740-96115385	0.131
NM_001077654	chr5(.):118599417-118735294	0.21
NM_001038702	chr5(.):130594701-130735382	0.1738
NM_003060	chr5(.):131700400-131736306	0.1506
NM_001020825	chr5(.):142652495-142788254	0.1759
NM_001018076	chr5(.):142652495-142789045	0.1755
NM_001018075	chr5(.):142652495-142820077	0.1731
NM_004045	chr5(.):151117382-151143210	0.2825
NM_005990	chr5(.):171464073-171620346	0.1494
NM_001167579	chr5(.):176806431-176822514	0.1347
NM_022455	chr5(.):176555832-176732214	0.1375
NM_172349	chr5(.):176555079-176732214	0.1376
NM_002406	chr5(.):180212540-180235048	0.2715
NM_001114619	chr5(.):180212540-180235902	0.2741
NM_001114618	chr5(.):180212540-180241817	0.3111
NM_001114617	chr5(.):180212540-180242137	0.31
NM_001193376	chr5(.):1248286-1300162	0.0796
NM_030782	chr5(.):1312999-1350002	0.4864
NM_001145161	chr5(.):6443735-6501834	0.2612
NM_001089584	chr5(.):7826510-7856264	0.075
NM_024010	chr5(.):7864216-7906235	0.2027
NM_006713	chr5(.):32580604-32609185	0.3681
NR_034127	chr5(.):43060288-43072073	0.3886
NM_001014279	chr5(.):43034181-43045447	0.6199
NR_034085	chr5(.):43011149-43023913	0.3589
NR_015447	chr5(.):43037235-43050370	0.5399
NR_034086	chr5(.):43009830-43023913	0.3871
NM_001190787	chr5(.):54510424-54528143	0.158
NM_021147	chr5(.):54521980-54534508	0.2688
NM_002184	chr5(.):55225924-55295821	0.2484
NM_001127236	chr5(.):56504900-56565506	0.1098
NR_028375	chr5(.):76002762-76013686	0.1796
NM_152405	chr5(.):78526924-78628038	0.1161
NR_036243	chr5(.):86405695-86415771	0.2884
NR_024384	chr5(.):87955262-87974146	0.4766
NR_024383	chr5(.):87955262-87979262	0.4171
NR_030741	chr5(.):87957670-87967757	0.2736
NM_020801	chr5(.):90659540-90684149	0.3497
NR_033932	chr5(.):98100321-98113788	0.3542
NM_001012761	chr5(.):98099998-98137198	0.185
NM_005668	chr5(.):100137638-100243987	0.2032
NM_175052	chr5(.):100216014-100243970	0.3077
NR_036052	chr5(.):118305280-118315362	0.0808
NM_014350	chr5(.):118686595-118735294	0.1517
NM_005573	chr5(.):126107314-126177712	0.1773
NM_001198557	chr5(.):126107844-126177712	0.1778
NM_000588	chr5(.):131391346-131403896	0.1505
NM_000758	chr5(.):131404484-131416859	0.1047
NR_037500	chr5(.):131696181-131706291	0.1787
NM_002198	chr5(.):131812300-131831465	0.3188
NM_001013717	chr5(.):131741672-131803059	0.4266
NM_000879	chr5(.):131872135-131884214	0.1075
NM_017665	chr5(.):132327677-132367240	0.1125
NM_002154	chr5(.):132382661-132445709	0.1615
NM_016480	chr5(.):138672518-138710409	0.1429
NM_194296	chr5(.):138727455-138744776	0.3151
NM_152686	chr5(.):138740891-138780214	0.196
NM_152685	chr5(.):138697884-138724039	0.1909
NM_001033112	chr5(.):138673133-138710409	0.1444
NM_001161546	chr5(.):138722634-138735885	0.5285
NM_016459	chr5(.):138718256-138730605	0.685
NM_016463	chr5(.):139023300-139067680	0.2155
NM_000024	chr5(.):148201155-148213197	0.5331
NM_005754	chr5(.):151146475-151189915	0.1638
NM_001195556	chr5(.):157207750-157291183	0.1545
NM_001171183	chr5(.):171616175-171635458	0.11
NM_004417	chr5(.):172190092-172203203	0.4855
NM_030627	chr5(.):173310330-173392313	0.2654
NM_022304	chr5(.):175103463-175116558	0.0806
NM_001031677	chr5(.):176723198-176735744	0.4769
NM_006816	chr5(.):176753562-176783885	0.1419
NM_031300	chr5(.):176729205-176744292	0.3389
NM_013237	chr5(.):176725834-176738950	0.4774
NM_002082	chr5(.):176848686-176874850	0.3116
NM_030567	chr5(.):176868795-176888287	0.246
NM_000505	chr5(.):176824138-176841577	0.3397
NM_080881	chr5(.):176878613-176904871	0.1547
NM_004395	chr5(.):176878613-176905694	0.1511
NM_001004105	chr5(.):176848686-176873354	0.3105
NM_001174102	chr5(.):176870325-176888283	0.256
NM_001029886	chr5(.):176822107-176832637	0.2602
NR_031598	chr5(.):179220277-179230346	0.1638
NM_145867	chr5(.):179215985-179228513	0.1574
NM_003900	chr5(.):179242841-179270077	0.2195
NM_016175	chr5(.):179259265-179290840	0.1351
NM_054013	chr5(.):179219597-179234875	0.1808
NM_014275	chr5(.):179219597-179238952	0.1771
NM_001142298	chr5(.):179228387-179270077	0.1965
NM_001142299	chr5(.):179229002-179270077	0.1986
NR_027183	chr5(.):180251958-180267726	0.2333
NM_152283	chr5(.):180269610-180293286	0.1582
NM_206880	chr5(.):180576942-180587890	0.1334
NM_006098	chr5(.):180658927-180675906	0.3096
NM_033342	chr5(.):180625119-180637177	0.2311
NR_002591	chr5(.):180665313-180675376	0.4235
NR_002592	chr5(.):180663817-180673889	0.4209
NM_032765	chr5(.):180678385-180693119	0.2206
NM_203297	chr5(.):180615923-180632930	0.2452
NM_203296	chr5(.):180615923-180636340	0.293
NM_033549	chr5(.):180645305-180667808	0.2872
NM_181356	chr6(.):44791469-45350670	0.1126
NM_003599	chr6(.):44792449-45350575	0.1127
NM_012288	chr6(.):52357199-52446862	0.335
NM_005907	chr6(.):119494266-119675926	0.1274
NM_001195286	chr6(.):386738-416443	0.4599
NM_001168344	chr6(.):7102829-7257213	0.1824
NM_001003699	chr6(.):7103085-7257213	0.1825
NM_001718	chr6(.):7722010-7886961	0.1653
NR_037616	chr6(.):7876482-8069647	0.3024
NM_002114	chr6(.):12007723-12170232	0.1653
NM_030948	chr6(.):12712832-13292528	0.0991
NM_000332	chr6(.):16294342-16766721	0.1254
NM_001173977	chr6(.):25274655-25625758	0.1745
NM_014641	chr6(.):30662583-30690458	0.2415
NM_172166	chr6(.):31702724-31735455	0.2284
NM_003017	chr6(.):36557089-36577244	0.3756
NR_036610	chr6(.):36557089-36577243	0.3756
NM_004348	chr6(.):45384913-45523819	0.1859
NM_001024630	chr6(.):45291053-45523819	0.1547
NM_001123226	chr6(.):74166453-74216179	0.1896
NM_016021	chr6(.):90031343-90067619	0.3527
NM_001170794	chr6(.):90631246-91011627	0.1401
NM_021813	chr6(.):90631246-91011562	0.1401
NM_001455	chr6(.):108877068-109010971	0.3767
NM_201559	chr6(.):108876025-109010971	0.3743
NM_173674	chr6(.):117798819-117896020	0.1802
NM_001122842	chr6(.):126107000-126257266	0.1201
NM_024630	chr6(.):157797556-158099977	0.0827
NM_020185	chr6(.):287100-356355	0.5375
NR_027712	chr6(.):7981334-7995577	0.1962
NM_001145549	chr6(.):7876482-7915310	0.6871
NM_030810	chr6(.):7876482-7916047	0.6785
NM_032744	chr6(.):11708887-11784280	0.1751
NM_001143964	chr6(.):13300183-13333787	0.1643
NM_005319	chr6(.):26050967-26061699	0.3342
NM_003537	chr6(.):26026816-26037288	0.4913
NM_003544	chr6(.):26022123-26032480	0.4665
NM_021062	chr6(.):26038454-26048885	0.4042
NM_003531	chr6(.):26040638-26051097	0.401
NM_005325	chr6(.):26012259-26023040	0.2405
NM_003538	chr6(.):26016906-26027278	0.3996
NM_003513	chr6(.):26028319-26038796	0.358
NM_003529	chr6(.):26015717-26026186	0.2832
NM_003526	chr6(.):26118694-26129132	0.4957
NM_139006	chr6(.):26082508-26100469	0.1431
NM_021065	chr6(.):26194011-26204471	0.5577
NM_003530	chr6(.):26192011-26204464	0.4897
NM_138720	chr6(.):26153348-26176576	0.4067
NM_003523	chr6(.):26179023-26189458	0.2855
NM_003539	chr6(.):26183937-26194304	0.3214
NM_003545	chr6(.):26199872-26210249	0.4289
NM_021063	chr6(.):26153348-26163871	0.5282
NM_005321	chr6(.):26151558-26162343	0.5226
NM_003512	chr6(.):26119372-26129918	0.4851
NM_003542	chr6(.):26099175-26109565	0.2255
NM_005323	chr6(.):26102639-26113364	0.2077
NM_003522	chr6(.):26194786-26205216	0.6467
NM_003518	chr6(.):26211427-26221872	0.3486
NM_021052	chr6(.):26212147-26222711	0.339
NM_003543	chr6(.):26280353-26290727	0.3435
NM_003532	chr6(.):26220382-26230844	0.2228
NM_003524	chr6(.):26246878-26257303	0.3866
NM_003534	chr6(.):26266145-26276612	0.469
NM_003547	chr6(.):26241838-26252205	0.3529
NM_003540	chr6(.):26235653-26246021	0.1643
NM_021018	chr6(.):26245369-26255835	0.3912
NM_005320	chr6(.):26229439-26240216	0.2786
NM_003525	chr6(.):26268203-26278640	0.4719
NM_001145008	chr6(.):26397464-26420444	0.1572
NM_001197240	chr6(.):26378328-26400100	0.1965
NM_001197247	chr6(.):26360397-26383540	0.3327
NM_001197238	chr6(.):26378323-26400100	0.1965
NM_007047	chr6(.):26360397-26383548	0.3327
NM_001197237	chr6(.):26378438-26400100	0.1962
NM_001197248	chr6(.):26360469-26383540	0.3314
NM_001197246	chr6(.):26363405-26383540	0.2168
NR_026790	chr6(.):26516933-26532612	0.2658
NM_001732	chr6(.):26496494-26515652	0.1074
NM_006353	chr6(.):26533571-26552164	0.3299
NM_021064	chr6(.):27095816-27106314	0.391
NM_080593	chr6(.):27101071-27119637	0.3555
NM_080596	chr6(.):27109907-27120346	0.3293
NR_036096	chr6(.):27110404-27120467	0.3368
NM_021058	chr6(.):27095094-27105575	0.403
NM_003495	chr6(.):27102087-27112457	0.2479
NM_007149	chr6(.):27413520-27445897	0.159
NM_021066	chr6(.):27777079-27787518	0.4204
NM_003536	chr6(.):27772841-27783314	0.5361
NM_003509	chr6(.):27770976-27781445	0.4259
NM_003519	chr6(.):27770256-27780709	0.412
NM_003521	chr6(.):27777821-27788267	0.394
NM_003535	chr6(.):27853092-27863570	0.5441
NM_003527	chr6(.):27856202-27866669	0.5599
NM_003520	chr6(.):27801439-27811888	0.432
NM_003511	chr6(.):27828106-27838576	0.2777
NM_003533	chr6(.):27834622-27845099	0.2579
NM_003510	chr6(.):27800657-27811117	0.4432
NM_003541	chr6(.):27793951-27804305	0.3176
NM_005322	chr6(.):27829569-27840359	0.349
NM_033057	chr6(.):27873962-27885174	0.0811
NM_021968	chr6(.):27786902-27797258	0.2605
NM_003514	chr6(.):27855476-27865963	0.5564
NM_003546	chr6(.):27835925-27846289	0.2311
NM_003587	chr6(.):30615895-30645830	0.1415
NM_001161376	chr6(.):30609815-30625987	0.1517
NM_133471	chr6(.):30639165-30660672	0.3421
NM_001134870	chr6(.):30639165-30660093	0.3473
NM_007243	chr6(.):30650825-30663769	0.3014
NM_005803	chr6(.):30690510-30715453	0.2361
NM_003897	chr6(.):30705975-30717327	0.2448
NM_178014	chr6(.):30683156-30698195	0.4418
NM_007109	chr6(.):31121302-31136992	0.2107
NM_001173531	chr6(.):31127113-31139615	0.1754
NR_026791	chr6(.):31160536-31176745	0.3851
NM_019052	chr6(.):31105215-31131015	0.1367
NM_001105563	chr6(.):31105215-31130566	0.1371
NR_026816	chr6(.):31136511-31150676	0.1224
NM_002701	chr6(.):31127113-31143451	0.1545
NM_205838	chr6(.):31548955-31561686	0.1884
NM_205837	chr6(.):31549475-31561686	0.1864
NM_009588	chr6(.):31543335-31555202	0.1698
NM_001159740	chr6(.):31534875-31547098	0.2566
NM_001145466	chr6(.):31551659-31565762	0.1785
NM_080598	chr6(.):31492995-31515225	0.2402
NM_138282	chr6(.):31507239-31519627	0.4119
NM_000595	chr6(.):31535092-31547098	0.2599
NM_000594	chr6(.):31538349-31551112	0.1911
NM_001144961	chr6(.):31510352-31531606	0.2587
NM_001144963	chr6(.):31509627-31531606	0.3007
NM_205840	chr6(.):31549976-31561686	0.1862
NR_003065	chr6(.):31503877-31513955	0.3384
NM_005931	chr6(.):31460854-31483901	0.2103
NR_003140	chr6(.):31499150-31509226	0.1574
NM_001011700	chr6(.):31491738-31503008	0.1017
NM_021246	chr6(.):31678132-31690581	0.1124
NM_138275	chr6(.):31686160-31697851	0.3402
NR_033488	chr6(.):31649725-31675850	0.1493
NM_013974	chr6(.):31689816-31703039	0.3961
NM_025262	chr6(.):31639460-31653150	0.1541
NM_001288	chr6(.):31693357-31709341	0.584
NM_001003693	chr6(.):31669683-31683372	0.2002
NM_021160	chr6(.):31649725-31676137	0.1499
NR_024541	chr6(.):31674752-31686842	0.1146
NM_025261	chr6(.):31681424-31694510	0.1015
NM_001039651	chr6(.):31725772-31737624	0.1217
NM_025258	chr6(.):31728370-31750108	0.1985
NR_002742	chr6(.):31799852-31809916	0.3874
NM_021177	chr6(.):31760173-31779743	0.2437
NR_002745	chr6(.):31798039-31808103	0.4199
NM_001040438	chr6(.):31797692-31812541	0.3622
NM_005345	chr6(.):31778290-31790719	0.2384
NM_005527	chr6(.):31772395-31787835	0.2113
NM_006295	chr6(.):31740296-31768712	0.2985
NM_005346	chr6(.):31790511-31803031	0.4739
NM_022107	chr6(.):32153542-32168300	0.3277
NM_138717	chr6(.):32116300-32136452	0.1172
NM_001136	chr6(.):32143745-32157023	0.2021
NM_004557	chr6(.):32157619-32196844	0.1661
NM_032741	chr6(.):32130982-32150888	0.1607
NM_002586	chr6(.):32147509-32162963	0.2237
NM_006913	chr6(.):32141161-32153570	0.2082
NR_003129	chr6(.):32141231-32153567	0.2089
NM_030651	chr6(.):32111139-32124720	0.1361
NM_005155	chr6(.):32116621-32136452	0.1168
NM_006411	chr6(.):32130982-32148916	0.1651
NR_037169	chr6(.):32115578-32127142	0.1418
NM_030652	chr6(.):32127404-32141062	0.0868
NM_002800	chr6(.):32816937-32832628	0.2111
NM_000544	chr6(.):32788186-32811547	0.158
NM_018833	chr6(.):32784609-32811547	0.1531
NM_002120	chr6(.):32775539-32789825	0.1565
NM_000593	chr6(.):32807985-32826748	0.3183
NR_027771	chr6(.):32839254-32852851	0.126
NM_004159	chr6(.):32803493-32817712	0.338
NM_148919	chr6(.):32803493-32816816	0.3553
NR_037178	chr6(.):32856952-32876535	0.152
NR_037174	chr6(.):32806862-32819277	0.2935
NM_006120	chr6(.):32911390-32925899	0.3332
NM_002119	chr6(.):32966959-32982389	0.0973
NM_002118	chr6(.):32897405-32913847	0.2578
NM_005104	chr6(.):32931436-32954282	0.4181
NM_001113182	chr6(.):32933664-32954282	0.4513
NM_001199455	chr6(.):32934371-32954282	0.4632
NM_001199456	chr6(.):32935860-32954282	0.4606
NM_007271	chr6(.):36456668-36520247	0.1481
NR_037152	chr6(.):36639236-36660116	0.298
NM_078467	chr6(.):36639266-36660116	0.2983
NR_037150	chr6(.):36639313-36660116	0.2989
NM_000389	chr6(.):36641455-36660116	0.3196
NR_037151	chr6(.):36641486-36660116	0.3199
NR_037491	chr6(.):36585212-36595289	0.1494
NM_002648	chr6(.):37132921-37148204	0.3825
NM_000322	chr6(.):42659332-42695358	0.119
NM_003192	chr6(.):42707233-42718884	0.2735
NR_037141	chr6(.):42690313-42700932	0.1588
NM_015349	chr6(.):42783793-42841296	0.1004
NM_001171629	chr6(.):43732945-43759223	0.199
NM_014051	chr6(.):52530883-52556385	0.1951
NR_024403	chr6(.):52524198-52538951	0.4087
NM_003463	chr6(.):64276919-64298489	0.227
NM_001402	chr6(.):74220472-74235755	0.6126
NM_002043	chr6(.):89962238-90029967	0.1711
NM_024641	chr6(.):96020412-96062326	0.1905
NM_182907	chr6(.):106541814-106562811	0.6191
NM_001198	chr6(.):106529194-106562814	0.599
NM_002356	chr6(.):114173526-114189652	0.3103
NR_027060	chr6(.):114220550-114247806	0.0891
NM_012259	chr6(.):126065731-126087415	0.247
NM_006290	chr6(.):138183580-138209449	0.3371
NM_006079	chr6(.):139688396-139700785	0.4394
NM_001168389	chr6(.):139688396-139700350	0.4482
NM_001168388	chr6(.):139688396-139700499	0.447
NR_037463	chr6(.):157945163-157955232	0.071
NM_001259	chr7(.):92229234-92468231	0.188
NM_001145306	chr7(.):92229234-92470941	0.1872
NM_004289	chr7(.):26186846-26231756	0.2404
NM_001029835	chr7(.):45062232-45121069	0.1298
NM_001167935	chr7(.):45034786-45121069	0.1709
NR_030770	chr7(.):45034344-45121069	0.1727
NM_030796	chr7(.):55533305-55645200	0.3116
NM_012301	chr7(.):77641373-79087890	0.0927
NM_003496	chr7(.):98471112-98615864	0.125
NR_033766	chr7(.):113721364-114338827	0.1321
NM_001130720	chr7(.):128859854-129075052	0.1797
NM_001145354	chr7(.):130789854-131186398	0.1856
NM_001164458	chr7(.):149939300-150025758	0.1745
NM_182762	chr7(.):20169278-20262013	0.2517
NM_002214	chr7(.):20365724-20460382	0.1909
NM_014766	chr7(.):29954718-30034425	0.0966
NM_001145514	chr7(.):29954718-30034905	0.0968
NM_001145513	chr7(.):29954718-30034734	0.0966
NM_001197027	chr7(.):30062976-30162961	0.1519
NM_003718	chr7(.):39984958-40141733	0.1049
NM_002541	chr7(.):44641120-44753669	0.1924
NM_001003941	chr7(.):44641120-44721195	0.235
NM_022748	chr7(.):47309751-47584199	0.1327
NM_017621	chr7(.):102091666-102110321	0.221
NM_006989	chr7(.):102215092-102262205	0.3381
NM_182931	chr7(.):104649636-104759532	0.1842
NM_012257	chr7(.):106804459-106847974	0.2299
NM_014705	chr7(.):111361163-111851462	0.1697
NM_021994	chr7(.):111841642-111988989	0.1771
NM_024913	chr7(.):120623750-120942498	0.1687
NM_001105533	chr7(.):120624444-120906972	0.1628
NM_003117	chr7(.):123560285-123616461	0.1961
NM_001098627	chr7(.):128575771-128595088	0.418
NM_001098630	chr7(.):128572993-128595088	0.423
NM_005631	chr7(.):128823712-128858385	0.1468
NM_032643	chr7(.):128573270-128595088	0.4175
NM_003344	chr7(.):129467994-129597789	0.2111
NR_015431	chr7(.):130623918-130798562	0.2214
NR_024153	chr7(.):130623918-130796789	0.2219
NM_014149	chr7(.):134863589-134901316	0.1689
NM_178563	chr7(.):134666258-134825530	0.1761
NM_194071	chr7(.):137554724-137691846	0.2264
NM_030647	chr7(.):139779545-139881741	0.1394
NM_001195278	chr7(.):140769031-141185179	0.1603
NM_173680	chr7(.):150071405-150100719	0.3887
NM_053043	chr7(.):155432202-155579179	0.1882
NM_003751	chr7(.):2389473-2425377	0.1488
NM_018641	chr7(.):2438258-2479216	0.2121
NM_207342	chr7(.):22454062-22544901	0.199
NM_001164460	chr7(.):22473037-22544901	0.2242
NR_029597	chr7(.):25984538-25994606	0.449
NM_031243	chr7(.):26224555-26245413	0.4073
NM_016587	chr7(.):26236323-26257976	0.281
NM_007276	chr7(.):26236098-26257976	0.2809
NM_017946	chr7(.):30047883-30071268	0.2512
NM_001197026	chr7(.):30062976-30129278	0.1895
NM_032639	chr7(.):30062976-30135359	0.1826
NM_022373	chr7(.):35667269-35739772	0.1371
NM_182547	chr7(.):44613761-44626827	0.182
NR_003697	chr7(.):45017626-45031259	0.1907
NR_002952	chr7(.):45019976-45030109	0.217
NM_033054	chr7(.):44997259-45023704	0.1442
NM_004603	chr7(.):73108534-73139017	0.0905
NR_036247	chr7(.):73120646-73130727	0.0805
NR_026912	chr7(.):73145426-73158190	0.3624
NR_026910	chr7(.):73145426-73158184	0.3626
NM_001145364	chr7(.):73145424-73158184	0.3625
NR_026690	chr7(.):73144398-73155330	0.2399
NM_001306	chr7(.):73178326-73189600	0.2704
NM_024315	chr7(.):86820477-86854031	0.2382
NM_001134450	chr7(.):98439110-98472673	0.0801
NR_037403	chr7(.):98474272-98484352	0.4571
NM_001013258	chr7(.):99065514-99084948	0.1746
NM_001081559	chr7(.):99031562-99059996	0.1283
NM_001190354	chr7(.):99052211-99068808	0.1604
NM_213603	chr7(.):99065514-99090217	0.1673
NM_015545	chr7(.):99009361-99041462	0.1295
NM_001198879	chr7(.):99009361-99068824	0.1298
NM_001003713	chr7(.):99050783-99068824	0.1514
NM_032164	chr7(.):99085853-99102877	0.2985
NM_145102	chr7(.):99097272-99136445	0.177
NM_014569	chr7(.):99097572-99136445	0.1711
NM_145111	chr7(.):99138922-99154757	0.1335
NM_032831	chr7(.):102068995-102102268	0.3356
NM_024653	chr7(.):102031803-102072129	0.2483
NM_006234	chr7(.):102108547-102124381	0.2001
NM_001031618	chr7(.):102186678-102207757	0.1838
NM_001097615	chr7(.):102173365-102218068	0.2646
NM_152892	chr7(.):102100389-102118612	0.1904
NM_001114403	chr7(.):102272471-102288238	0.2385
NM_032959	chr7(.):102272471-102317182	0.2514
NM_001031618	chr7(.):102285771-102306847	0.1719
NR_027374	chr7(.):104530074-104572092	0.2098
NR_024586	chr7(.):104645988-104659588	0.5255
NM_002649	chr7(.):106500923-106552592	0.3149
NM_001166346	chr7(.):114557208-114568720	0.4266
NM_199072	chr7(.):114557208-114664970	0.2559
NM_001172897	chr7(.):116161411-116206239	0.2544
NM_001172896	chr7(.):116161346-116206239	0.2543
NM_001233	chr7(.):116134443-116153595	0.4906
NM_001172895	chr7(.):116160062-116206239	0.2513
NM_001753	chr7(.):116159838-116206239	0.2509
NM_019071	chr7(.):120585816-120620711	0.196
NM_001174045	chr7(.):123560908-123605100	0.128
NM_018396	chr7(.):128111782-128147978	0.2984
NM_199349	chr7(.):128525000-128555773	0.1486
NM_018295	chr7(.):134827765-134855967	0.4176
NR_024185	chr7(.):134845531-134860532	0.4578
NR_024451	chr7(.):139872060-139884440	0.2963
NM_013446	chr7(.):140147839-140184369	0.2014
NM_001145125	chr7(.):140150982-140184369	0.2133
NM_003592	chr7(.):148390932-148503202	0.2339
NM_013400	chr7(.):150060878-150076133	0.631
NM_014374	chr7(.):150063257-150076133	0.6938
NM_001142928	chr7(.):150015295-150040245	0.2576
NM_002889	chr7(.):150030406-150043763	0.1175
NM_138434	chr7(.):150021937-150034811	0.1296
NR_027237	chr7(.):150097839-150114558	0.5649
NM_175571	chr7(.):150142961-150181483	0.152
NR_034033	chr7(.):150125741-150150228	0.505
NM_198337	chr7(.):155084485-155106945	0.3129
NM_001002814	chr8(.):37711464-37762015	0.2959
NM_021623	chr8(.):38753752-38836430	0.2339
NM_001386	chr8(.):26430420-26520693	0.152
NM_001197293	chr8(.):26366708-26520693	0.1393
NM_001010906	chr8(.):27874480-27946388	0.2134
NM_024787	chr8(.):33400272-33429643	0.4147
