GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_133471	chr6(.):30639165-30660672	0.1813
NM_001134870	chr6(.):30639165-30660093	0.184
NM_007243	chr6(.):30650825-30663769	0.1614
NM_005803	chr6(.):30690510-30715453	0.1624
NM_003897	chr6(.):30705975-30717327	0.1724
NM_178014	chr6(.):30683156-30698195	0.2001
NM_007109	chr6(.):31121302-31136992	0.1613
NM_001173531	chr6(.):31127113-31139615	0.1436
NR_026791	chr6(.):31160536-31176745	0.1638
NM_019052	chr6(.):31105215-31131015	0.1208
NM_001105563	chr6(.):31105215-31130566	0.1202
NR_026816	chr6(.):31136511-31150676	0.0985
NM_002701	chr6(.):31127113-31143451	0.1346
NM_021246	chr6(.):31678132-31690581	0.1157
NM_138275	chr6(.):31686160-31697851	0.1576
NR_033488	chr6(.):31649725-31675850	0.1181
NM_013974	chr6(.):31689816-31703039	0.1774
NM_001288	chr6(.):31693357-31709341	0.2282
NM_001003693	chr6(.):31669683-31683372	0.1323
NM_021160	chr6(.):31649725-31676137	0.1175
NR_024541	chr6(.):31674752-31686842	0.1126
NM_025261	chr6(.):31681424-31694510	0.114
NM_001039651	chr6(.):31725772-31737624	0.1257
NM_025258	chr6(.):31728370-31750108	0.1526
NM_006120	chr6(.):32911390-32925899	0.179
NM_002119	chr6(.):32966959-32982389	0.1211
NM_002118	chr6(.):32897405-32913847	0.1546
NM_005104	chr6(.):32931436-32954282	0.1887
NM_001113182	chr6(.):32933664-32954282	0.1942
NM_001199455	chr6(.):32934371-32954282	0.1959
NM_001199456	chr6(.):32935860-32954282	0.1918
NM_002648	chr6(.):37132921-37148204	0.1489
NM_018426	chr6(.):44090375-44128256	0.1198
NM_007058	chr6(.):44121547-44157139	0.1211
NM_032111	chr6(.):44076372-44100191	0.157
NM_001402	chr6(.):74220472-74235755	0.238
NM_002043	chr6(.):89962238-90029967	0.1368
NM_182907	chr6(.):106541814-106562811	0.2281
NM_001198	chr6(.):106529194-106562814	0.2269
NM_002356	chr6(.):114173526-114189652	0.1375
NR_027060	chr6(.):114220550-114247806	0.1057
NR_037463	chr6(.):157945163-157955232	0.0604
NM_001259	chr7(.):92229234-92468231	0.1388
NM_001145306	chr7(.):92229234-92470941	0.1388
NM_001029835	chr7(.):45062232-45121069	0.1279
NM_001167935	chr7(.):45034786-45121069	0.1352
NR_030770	chr7(.):45034344-45121069	0.1351
NM_030796	chr7(.):55533305-55645200	0.1677
NM_012301	chr7(.):77641373-79087890	0.0983
NM_003496	chr7(.):98471112-98615864	0.108
NR_033766	chr7(.):113721364-114338827	0.1491
NM_001145354	chr7(.):130789854-131186398	0.1696
NM_022740	chr7(.):139241315-139482693	0.1434
NM_001164459	chr7(.):149939300-150005069	0.1369
NM_001164458	chr7(.):149939300-150025758	0.1581
NR_034084	chr7(.):7675341-7923851	0.1348
NM_182762	chr7(.):20169278-20262013	0.1464
NM_002214	chr7(.):20365724-20460382	0.1322
NM_002541	chr7(.):44641120-44753669	0.1364
NM_001003941	chr7(.):44641120-44721195	0.1492
NM_022748	chr7(.):47309751-47584199	0.1238
NM_017621	chr7(.):102091666-102110321	0.1242
NM_006989	chr7(.):102215092-102262205	0.3184
NM_182931	chr7(.):104649636-104759532	0.1299
NM_014705	chr7(.):111361163-111851462	0.1698
NM_003941	chr7(.):123316996-123394116	0.1665
NM_001098627	chr7(.):128575771-128595088	0.2293
NM_001098630	chr7(.):128572993-128595088	0.2383
NM_032643	chr7(.):128573270-128595088	0.2328
NM_003344	chr7(.):129467994-129597789	0.1891
NR_015431	chr7(.):130623918-130798562	0.189
NR_024153	chr7(.):130623918-130796789	0.1889
NM_014149	chr7(.):134863589-134901316	0.1647
NM_178563	chr7(.):134666258-134825530	0.1625
NM_194071	chr7(.):137554724-137691846	0.1932
NM_001166254	chr7(.):139473046-139725125	0.1758
NM_173680	chr7(.):150071405-150100719	0.2247
NM_053043	chr7(.):155432202-155579179	0.1546
NM_003751	chr7(.):2389473-2425377	0.1112
NM_018641	chr7(.):2438258-2479216	0.1229
NM_207342	chr7(.):22454062-22544901	0.1408
NM_001164460	chr7(.):22473037-22544901	0.1459
NR_029597	chr7(.):25984538-25994606	0.218
NM_022373	chr7(.):35667269-35739772	0.1183
NM_182547	chr7(.):44613761-44626827	0.1607
NR_003697	chr7(.):45017626-45031259	0.1508
NR_002952	chr7(.):45019976-45030109	0.1712
NM_033054	chr7(.):44997259-45023704	0.1133
NM_001134450	chr7(.):98439110-98472673	0.076
NR_037403	chr7(.):98474272-98484352	0.1745
NM_032831	chr7(.):102068995-102102268	0.1661
NM_024653	chr7(.):102031803-102072129	0.1644
NM_006234	chr7(.):102108547-102124381	0.172
NM_001031618	chr7(.):102186678-102207757	0.2271
NM_001097615	chr7(.):102173365-102218068	0.2643
NM_152892	chr7(.):102100389-102118612	0.1402
NM_001114403	chr7(.):102272471-102288238	0.2352
NM_001031618	chr7(.):102285771-102306847	0.2172
NR_027374	chr7(.):104530074-104572092	0.1515
NR_024586	chr7(.):104645988-104659588	0.2071
NM_002649	chr7(.):106500923-106552592	0.2344
NM_001166346	chr7(.):114557208-114568720	0.2275
NM_199072	chr7(.):114557208-114664970	0.2018
NM_199349	chr7(.):128525000-128555773	0.1652
NM_018295	chr7(.):134827765-134855967	0.2271
NR_024185	chr7(.):134845531-134860532	0.2173
NM_005989	chr7(.):137756177-137808050	0.1539
NM_013400	chr7(.):150060878-150076133	0.2922
NM_014374	chr7(.):150063257-150076133	0.2918
NM_001142928	chr7(.):150015295-150040245	0.2019
NM_002889	chr7(.):150030406-150043763	0.1483
NM_138434	chr7(.):150021937-150034811	0.1536
NR_027237	chr7(.):150097839-150114558	0.2424
NM_175571	chr7(.):150142961-150181483	0.1627
NR_034033	chr7(.):150125741-150150228	0.2484
NM_198337	chr7(.):155084485-155106945	0.1703
NM_003844	chr8(.):23043969-23087680	0.122
NM_004103	chr8(.):27163998-27321903	0.1567
NM_173176	chr8(.):27178053-27321903	0.1542
NM_172366	chr8(.):28280928-28352784	0.121
NM_173175	chr8(.):27178080-27321903	0.1542
NM_001386	chr8(.):26430420-26520693	0.1167
NM_001197293	chr8(.):26366708-26520693	0.1128
NM_006228	chr8(.):28169648-28205868	0.1297
NM_024787	chr8(.):33400272-33429643	0.1713
NM_023034	chr8(.):38127560-38244790	0.1222
NM_006756	chr8(.):54874115-54940008	0.1179
NM_005079	chr8(.):80942104-81088836	0.1546
NM_022783	chr8(.):120880899-121068157	0.1539
NM_173685	chr8(.):126099082-126384367	0.1415
NM_003033	chr8(.):134462090-134589183	0.1369
NM_031466	chr8(.):140737585-141473678	0.0808
NM_001160372	chr8(.):140737585-141472861	0.0807
NM_003970	chr8(.):1988157-2098380	0.1418
NM_022071	chr8(.):19166080-19258729	0.1282
NM_001174159	chr8(.):19166486-19258729	0.1284
NM_152272	chr8(.):23096149-23124512	0.1103
NR_033928	chr8(.):23077733-23093439	0.1159
NM_018660	chr8(.):28198101-28248977	0.1366
NM_017412	chr8(.):28346772-28426961	0.1311
NR_036250	chr8(.):28357632-28367699	0.1499
NM_025115	chr8(.):33351235-33375656	0.121
NM_001102401	chr8(.):33351235-33375703	0.1214
NM_024025	chr8(.):33443853-33462439	0.1038
NM_144652	chr8(.):38239019-38271061	0.1319
NM_017778	chr8(.):38168934-38244790	0.1279
NM_024410	chr8(.):103558847-103578245	0.0596
NM_025195	chr8(.):126437562-126455644	0.1681
NM_017444	chr8(.):141516400-141532252	0.1482
NR_023360	chr8(.):141516414-141532252	0.1483
NM_001145356	chr9(.):116037-184075	0.1054
NM_203447	chr9(.):209864-470259	0.1138
NM_001135920	chr9(.):5624326-5774454	0.1253
NM_020829	chr9(.):5651582-5781556	0.1202
NM_001497	chr9(.):33105638-33172356	0.1281
NM_022490	chr9(.):37480944-37508693	0.1175
NM_201453	chr9(.):70851838-70919932	0.1085
NM_001206	chr9(.):72994512-73034573	0.1158
NM_007203	chr9(.):112537576-112939791	0.1363
NM_001004065	chr9(.):112805877-112939791	0.1566
NM_015404	chr9(.):117159359-117272736	0.1508
NM_001083885	chr9(.):117159359-117270495	0.1512
NM_005047	chr9(.):123573331-123610206	0.1245
NM_175039	chr9(.):130665164-130684305	0.1537
NM_015033	chr9(.):132644465-132810473	0.1172
NM_152569	chr9(.):208107-220893	0.1207
NR_029400	chr9(.):163876-175508	0.1099
NM_012166	chr9(.):37505888-37581250	0.1362
NM_001024916	chr9(.):70427003-70495171	0.096
NM_201453	chr9(.):70426999-70495177	0.096
NM_005384	chr9(.):94166326-94191144	0.1739
NM_173200	chr9(.):102584008-102634173	0.133
NM_006981	chr9(.):102579136-102634173	0.1362
NM_173199	chr9(.):102579136-102601341	0.1387
NM_001012993	chr9(.):112956845-112975413	0.1022
NM_001136562	chr9(.):112882780-112939791	0.1694
NM_030767	chr9(.):117091432-117161685	0.1472
NM_005658	chr9(.):123659670-123694173	0.1445
NM_015651	chr9(.):123612930-123644606	0.1567
NM_001190947	chr9(.):123659670-123681850	0.1435
NM_001009936	chr9(.):123626852-123644606	0.1812
NR_024408	chr9(.):123600319-123621651	0.1499
NM_005489	chr9(.):130495595-130538621	0.1243
NM_001142532	chr9(.):130495595-130529697	0.1174
NM_001142533	chr9(.):130495595-130522583	0.1161
NM_001142531	chr9(.):130495595-130529719	0.1174
NM_001142534	chr9(.):130495595-130522561	0.1162
NM_170600	chr9(.):130495595-130546048	0.1361
NM_001085347	chr9(.):130488802-130502604	0.1433
NM_001018078	chr9(.):130560507-130581556	0.14
NM_001261	chr9(.):130543304-130558052	0.1361
NM_004957	chr9(.):130560153-130581556	0.1412
NM_013443	chr9(.):130642600-130666871	0.1121
NM_000476	chr9(.):130623758-130645022	0.0956
NR_036055	chr9(.):130543196-130553286	0.1438
NM_003863	chr9(.):130692373-130705763	0.1602
NM_203305	chr9(.):130697860-130717993	0.1415
NM_001135219	chr9(.):130678807-130698076	0.1844
NM_173492	chr9(.):130678807-130694770	0.1959
NR_024425	chr9(.):130885807-130897913	0.1649
NR_027812	chr9(.):130877971-130895712	0.1528
NM_001006641	chr9(.):130825478-130876524	0.1512
NM_197956	chr9(.):130818511-130834599	0.1629
NM_001006643	chr9(.):130855835-130876524	0.1272
NM_001006642	chr9(.):130849127-130876524	0.1247
NM_052901	chr9(.):130855816-130876524	0.1272
NM_025072	chr9(.):130877971-130895474	0.1507
NR_033374	chr9(.):130868449-130886013	0.1228
NM_016520	chr9(.):132584563-132602572	0.1232
NM_006676	chr9(.):132592695-132649107	0.1071
NM_001008563	chr9(.):132592756-132649107	0.1071
NM_001136557	chr9(.):132810984-132907448	0.1011
NM_032728	chr9(.):134160080-134189649	0.0888
NM_033387	chr9(.):134128464-134156906	0.1589
NM_144495	chrX(.):48750194-48765420	0.0865
NM_001167990	chrX(.):48750212-48765420	0.0866
NM_001032384	chrX(.):48750538-48765420	0.0871
NM_001167992	chrX(.):48750774-48765420	0.0882
NM_001167947	chrX(.):48745729-48760426	0.0833
NM_001042498	chrX(.):48755888-48774235	0.1064
NM_001136158	chrX(.):48774302-48819893	0.1076
NM_001136159	chrX(.):48774302-48820648	0.1059
NM_006875	chrX(.):48765458-48781413	0.138
NM_004979	chrX(.):48813638-48833251	0.0734
NM_005660	chrX(.):48755458-48773917	0.1083
NM_001032289	chrX(.):48755889-48773933	0.1059
NM_002764	chrX(.):106866653-106899256	0.0654
NM_004089	chrX(.):106951451-106965291	0.1222
NM_001015881	chrX(.):106951451-106964711	0.1213
NM_003399	chrX(.):128867945-128908525	0.067
NM_018990	chrX(.):128908891-128934176	0.0902
NM_015892	chr10(.):125762181-125856930	0.1487
NM_014863	chr10(.):125774168-125856930	0.1529
NM_031453	chr10(.):14555558-14821896	0.1282
NM_001083591	chr10(.):11201992-11383672	0.1692
NM_001025077	chr10(.):11042258-11383672	0.141
NM_006561	chr10(.):11054892-11383672	0.1428
NM_001042473	chr10(.):27479142-27536068	0.1066
NM_145698	chr10(.):27479142-27534808	0.1071
NM_032199	chr10(.):63656012-63861707	0.1324
NM_001035260	chr10(.):70878907-70937616	0.1044
NM_020338	chr10(.):80823791-81081285	0.1118
NM_145868	chr10(.):81909879-81970328	0.1393
NM_006504	chr10(.):129700324-129889164	0.1051
NR_027653	chr10(.):3813187-3832473	0.1564
NM_022487	chr10(.):14943870-15001094	0.1429
NM_001080836	chr10(.):14996437-15019850	0.126
NM_004412	chr10(.):17179981-17249070	0.1059
NM_003380	chr10(.):17265257-17284592	0.1443
NR_003525	chr10(.):27529781-27546235	0.1224
NM_005204	chr10(.):30717865-30755761	0.1298
NR_036430	chr10(.):70842827-70869567	0.1549
NM_018055	chr10(.):72186691-72206465	0.1046
NM_014431	chr10(.):72233563-72333206	0.1338
NM_016112	chr10(.):102042902-102095243	0.1349
NM_005063	chr10(.):102101771-102129588	0.1422
NR_026762	chr10(.):102128332-102153111	0.15
NM_001083913	chr10(.):104498726-104581021	0.15
NM_017787	chr10(.):104530887-104581021	0.1537
NR_024552	chr10(.):105201542-105217162	0.1234
NM_001129742	chr10(.):105227560-105243997	0.1647
NM_001001412	chr10(.):105208143-105223648	0.1399
NM_004210	chr10(.):105248734-105357309	0.1439
NM_005962	chr10(.):111980761-112052123	0.1261
NM_001008541	chr10(.):111964988-112052123	0.1414
NM_005871	chr10(.):112047797-112069707	0.1293
NM_130439	chr10(.):111962362-112052123	0.1401
NM_004419	chr10(.):112252624-112276302	0.2159
NM_130435	chr10(.):129840812-129889164	0.1366
NR_033853	chr11(.):58696115-58830925	0.1226
NM_006157	chr11(.):20686116-21602229	0.0968
NM_001111018	chr11(.):19367270-20148147	0.1134
NM_001098517	chr11(.):115039344-115380241	0.1243
NM_032873	chr11(.):122521397-122690187	0.1161
NM_181798	chr11(.):2477683-2875340	0.1022
NM_000218	chr11(.):2461220-2875340	0.1025
NM_030962	chr11(.):9795213-10320754	0.1047
NM_175058	chr11(.):16804206-17040963	0.1301
NM_001143830	chr11(.):22683159-22839547	0.1252
NM_177553	chr11(.):22684653-22839547	0.125
NM_005256	chr11(.):22691318-22839547	0.1217
NM_004811	chr11(.):58289343-58348390	0.1447
NM_001143995	chr11(.):58289343-58350639	0.1436
NM_024092	chr11(.):60676370-60695915	0.1773
NM_001012662	chr11(.):62618483-62661355	0.1545
NM_001013251	chr11(.):62643343-62661355	0.1673
NM_001012661	chr11(.):62618517-62661353	0.1544
NM_024060	chr11(.):62196015-62319332	0.1212
NR_037193	chr11(.):62644170-62661355	0.1708
NM_003273	chr11(.):64874340-64888707	0.1787
NM_001077241	chr11(.):65137662-65155142	0.148
NR_002819	chr11(.):65260232-65278939	0.2254
NM_006645	chr11(.):72460773-72509750	0.1151
NM_080491	chr11(.):77921335-78133868	0.1147
NM_002017	chr11(.):128558812-128688162	0.1585
NM_001167681	chr11(.):128557388-128688162	0.1577
NM_003390	chr11(.):9590227-9616313	0.13
NM_001143976	chr11(.):9591233-9616313	0.1264
NM_001124	chr11(.):10321641-10333923	0.1977
NM_022725	chr11(.):22639078-22652387	0.1607
NM_000610	chr11(.):35155416-35258949	0.1634
NM_000614	chr11(.):58385145-58398205	0.144
NR_024091	chr11(.):58341586-58398205	0.1386
NM_022074	chr11(.):58907251-58927511	0.1455
NM_001142520	chr11(.):58905317-58927511	0.1446
NM_001142704	chr11(.):58869657-58899888	0.1498
NM_004778	chr11(.):60613397-60628444	0.1014
NM_207341	chr11(.):60630014-60648164	0.1624
NM_024098	chr11(.):60604428-60623561	0.1543
NM_014502	chr11(.):60653019-60679061	0.172
NM_016582	chr11(.):60699554-60724257	0.1071
NM_178031	chr11(.):60686912-60709631	0.1137
NM_022830	chr11(.):62337516-62364109	0.1354
NM_004739	chr11(.):62355674-62374303	0.1748
NM_001404	chr11(.):62322072-62346460	0.1357
NR_002565	chr11(.):62618036-62628103	0.1793
NM_003164	chr11(.):62569368-62604560	0.1518
NM_018093	chr11(.):62595382-62612628	0.1997
NR_003098	chr11(.):62614459-62628360	0.1618
NR_002561	chr11(.):62616134-62626204	0.1858
NR_002560	chr11(.):62615797-62625865	0.1883
NR_002559	chr11(.):62616375-62626440	0.1866
NR_000008	chr11(.):62615381-62625507	0.187
NR_002564	chr11(.):62617763-62627838	0.1824
NR_002563	chr11(.):62617483-62627555	0.1805
NR_002562	chr11(.):62617092-62627167	0.1827
NM_001081491	chr11(.):62554597-62577964	0.1652
NM_001080501	chr11(.):62552786-62564486	0.1533
NM_013299	chr11(.):64803375-64817300	0.1094
NM_005468	chr11(.):64807294-64831009	0.1384
NM_080668	chr11(.):64839926-64856615	0.1619
NM_006782	chr11(.):64846693-64860874	0.1831
NM_013265	chr11(.):64858682-64884180	0.1587
NR_037567	chr11(.):64884654-64899841	0.1562
NM_172230	chr11(.):64889750-64907003	0.1591
NM_001997	chr11(.):64883098-64894672	0.1887
NM_004927	chr11(.):64884715-64899841	0.1564
NM_014205	chr11(.):64878874-64890170	0.2083
NR_028272	chr11(.):65185268-65199003	0.3244
NR_030343	chr11(.):65206928-65217028	0.195
NM_031904	chr11(.):65149040-65185995	0.1306
NM_021070	chr11(.):65301029-65330699	0.1408
NM_001048218	chr11(.):65287547-65311182	0.1384
NM_033388	chr11(.):72520450-72545680	0.166
NM_006235	chr11(.):111217980-111255157	0.1744
NR_026691	chr11(.):117852105-117877199	0.1714
NM_032966	chr11(.):118759100-118771971	0.1499
NM_001716	chr11(.):118749540-118771971	0.136
NM_182557	chr11(.):118761850-118786613	0.1375
NR_027288	chr11(.):122883273-122895319	0.1096
NM_006597	chr11(.):122923199-122937844	0.2095
NM_003658	chr11(.):129240880-129327174	0.1512
NM_021978	chr11(.):130024681-130085257	0.1378
NM_014325	chr12(.):109033886-109130295	0.1541
NM_020375	chr12(.):4425358-4474190	0.1134
NM_007273	chr12(.):7069516-7084891	0.1744
NM_001144831	chr12(.):7069514-7084916	0.1746
NM_001987	chr12(.):11797787-12053325	0.1271
NM_031289	chr12(.):13232041-13253709	0.1436
NM_006143	chr12(.):12808994-12854121	0.1279
NM_001080555	chr12(.):13232041-13261619	0.1467
NM_001077484	chr12(.):46571840-46668208	0.1349
NM_001128914	chr12(.):53840885-53879946	0.1951
NM_000966	chr12(.):53599352-53631036	0.1626
NM_001042728	chr12(.):53599352-53619150	0.1796
NM_013449	chr12(.):56984379-57035163	0.1443
NM_005761	chr12(.):94537498-94704225	0.1519
NM_003299	chr12(.):104319188-104346703	0.1718
NM_014706	chr12(.):108910990-108960165	0.1622
NM_018984	chr12(.):109171465-109256359	0.134
NM_001759	chr12(.):4377901-4419522	0.1693
NM_001193457	chr12(.):6643693-6670249	0.1384
NM_006170	chr12(.):6661036-6682480	0.1424
NM_002046	chr12(.):6638656-6652536	0.1879
NM_014865	chr12(.):6598297-6646132	0.1371
NM_016497	chr12(.):6596315-6607471	0.1442
NR_004387	chr12(.):6614387-6624717	0.1075
NR_003012	chr12(.):6685638-6695775	0.1041
NM_001975	chr12(.):7018613-7037859	0.1867
NM_002831	chr12(.):7055433-7075479	0.2077
NR_029779	chr12(.):7067861-7077929	0.1894
NM_080548	chr12(.):7050739-7075479	0.2076
NM_001007026	chr12(.):7028625-7056484	0.1934
NM_006992	chr12(.):7008896-7028406	0.1435
NM_001940	chr12(.):7032479-7056484	0.1794
NR_003010	chr12(.):7071499-7081769	0.1718
NM_138425	chr12(.):7048202-7060165	0.1928
NR_029682	chr12(.):7068259-7078354	0.1863
NM_006331	chr12(.):7074943-7090165	0.1574
NR_033399	chr12(.):9565286-9605768	0.1569
NM_004064	chr12(.):12865301-12880305	0.2389
NR_030344	chr12(.):12912582-12922677	0.094
NM_001130415	chr12(.):12873850-12949399	0.1298
NM_020853	chr12(.):13192314-13241383	0.118
NM_030762	chr12(.):26267958-26283003	0.2256
NM_005086	chr12(.):26343505-26392708	0.1136
NM_001135823	chr12(.):26343268-26392708	0.1135
NM_030653	chr12(.):31221778-31262725	0.1538
NM_018976	chr12(.):46746970-46771645	0.1693
NM_001098532	chr12(.):48123452-48157181	0.1522
NM_017842	chr12(.):48161966-48181536	0.1506
NM_006105	chr12(.):48123452-48157244	0.152
NM_001098531	chr12(.):48123452-48157889	0.151
NM_001098416	chr12(.):48171506-48218763	0.1561
NM_001971	chr12(.):51717226-51745463	0.1456
NM_016293	chr12(.):51669821-51722938	0.1404
NM_001004304	chr12(.):53569534-53589654	0.1722
NM_000889	chr12(.):53580106-53606000	0.2521
NM_015989	chr12(.):53546446-53579430	0.1296
NM_001170790	chr12(.):53640369-53653190	0.1188
NM_032889	chr12(.):53640875-53653190	0.1167
NM_001164691	chr12(.):53812638-53830318	0.1289
NM_001005354	chr12(.):53830432-53845427	0.1463
NM_134324	chr12(.):53890376-53905215	0.1843
NM_006301	chr12(.):53869275-53898444	0.1824
NM_134323	chr12(.):53889704-53905215	0.183
NM_003717	chr12(.):53895473-53906422	0.1326
NM_001127460	chr12(.):56705006-56732533	0.165
NM_014255	chr12(.):56699212-56715128	0.1414
NM_005419	chr12(.):56730381-56759037	0.1586
NM_014871	chr12(.):56705006-56732837	0.1669
NM_004077	chr12(.):56660482-56699175	0.1424
NM_016584	chr12(.):56727662-56739194	0.185
NM_001638	chr12(.):56749354-56761583	0.184
NR_003046	chr12(.):57032463-57042538	0.2119
NM_001686	chr12(.):57026958-57044852	0.2056
NM_005594	chr12(.):57101210-57124066	0.1756
NR_002737	chr12(.):57033810-57043885	0.2162
NM_001113203	chr12(.):57101210-57124326	0.1743
NM_006601	chr12(.):57052124-57087078	0.1475
NM_203394	chr12(.):77410025-77464360	0.1331
NM_001946	chr12(.):89736836-89751296	0.2273
NM_001025233	chr12(.):92812734-92829730	0.1354
NR_027933	chr12(.):92810306-92829778	0.1295
NM_001025232	chr12(.):92808869-92826924	0.1183
NM_001111283	chr12(.):102784644-102879378	0.1175
NM_001111284	chr12(.):102784644-102877429	0.116
NM_001111285	chr12(.):102806453-102879378	0.1289
NR_027249	chr12(.):104232526-104328989	0.1414
NR_037425	chr12(.):104319202-104329333	0.2501
NM_003211	chr12(.):104354592-104387656	0.1182
NM_001135570	chr12(.):104338980-104355993	0.1204
NM_007076	chr12(.):108904050-108918380	0.1636
NM_213595	chr12(.):108951293-108968160	0.2637
NM_181724	chr12(.):108978621-108996894	0.1077
NM_003006	chr12(.):109010679-109032670	0.253
NM_001161331	chr12(.):109180694-109226327	0.1194
NM_024667	chr12(.):123344874-123385712	0.1235
NM_021009	chr12(.):125391191-125404587	0.1265
NM_015057	chr13(.):77613791-77906177	0.1186
NM_032436	chr13(.):115074964-115097803	0.1582
NM_000820	chr13(.):114518521-114572046	0.1533
NM_007368	chr13(.):114742193-114903095	0.1184
NM_001143945	chr13(.):114518521-114544017	0.1126
NM_001143946	chr13(.):114518521-114541714	0.1152
NR_024609	chr13(.):114581609-114631485	0.1416
NM_023011	chr13(.):115042077-115076283	0.148
NM_003903	chr13(.):114995361-115043150	0.1477
NM_001012706	chr14(.):50443429-50479238	0.0789
NM_001080414	chr14(.):91732666-91889133	0.0922
NM_207442	chr14(.):69256463-69268190	0.0997
NM_004926	chr14(.):69249374-69264785	0.0789
NM_024496	chr14(.):77485885-77500034	0.1015
NM_005065	chr14(.):81934238-82005205	0.0895
NM_025268	chr14(.):105987952-106001539	0.0957
NM_144508	chr15(.):40881446-40959881	0.114
NM_020759	chr15(.):42862856-43018196	0.1169
NM_002420	chr15(.):31288550-31398924	0.1462
NM_001103184	chr15(.):33052746-33365085	0.1156
NM_019600	chr15(.):52868517-52975820	0.133
NM_000259	chr15(.):52594479-52826247	0.1346
NM_001198784	chr15(.):55695722-55715910	0.1222
NM_006537	chr15(.):63791809-63888663	0.1118
NM_025201	chr15(.):65129081-65165201	0.1174
NM_005902	chr15(.):67353194-67492533	0.1256
NM_016166	chr15(.):68341571-68485404	0.1149
NM_020908	chr15(.):70335542-70395256	0.1359
NM_006465	chr15(.):74828547-74895472	0.146
NM_024776	chr15(.):77395470-77582333	0.1109
NM_172217	chr15(.):81512639-81610104	0.1463
NM_001172128	chr15(.):81484218-81610104	0.134
NM_001080435	chr15(.):83472972-83508613	0.1154
NM_007011	chr15(.):89626380-89750591	0.1347
NR_029624	chr15(.):31352234-31362344	0.1262
NM_015995	chr15(.):31614082-31675102	0.1489
NM_001003942	chr15(.):40375091-40403287	0.184
NM_033503	chr15(.):40375091-40403639	0.184
NM_001003940	chr15(.):40375091-40406075	0.1823
NM_001080791	chr15(.):40840297-40862252	0.1919
NM_152260	chr15(.):40856536-40871661	0.156
NR_002208	chr15(.):40819082-40829749	0.1074
NM_001145112	chr15(.):44952929-44974086	0.1858
NM_182985	chr15(.):45023559-45065025	0.1034
NM_004048	chr15(.):44998684-45015357	0.1952
NM_004748	chr15(.):55642437-55705542	0.1115
NM_020739	chr15(.):55642437-55705574	0.1116
NR_030358	chr15(.):55660137-55670232	0.1176
NM_182703	chr15(.):65199100-65256041	0.1186
NM_001145103	chr15(.):67425358-67492533	0.101
NM_001145102	chr15(.):67413053-67492533	0.1019
NM_017882	chr15(.):68494329-68527080	0.1396
NM_033429	chr15(.):68478042-68503448	0.148
NR_030714	chr15(.):70366710-70376807	0.1343
NM_001127190	chr15(.):75069424-75100539	0.1939
NM_000761	chr15(.):75036183-75053941	0.1075
NM_021819	chr15(.):75100193-75123099	0.1057
NM_001030005	chr15(.):75113950-75129136	0.1016
NM_021823	chr15(.):75310926-75348067	0.1729
NM_138967	chr15(.):75282875-75318836	0.1413
NR_026813	chr15(.):77511249-77522746	0.1035
NM_004513	chr15(.):81584253-81610104	0.2181
NM_181900	chr15(.):81600006-81621524	0.1811
NR_003011	chr15(.):83419696-83429823	0.1154
NM_001007122	chr15(.):83423023-83479806	0.1054
NM_002168	chr15(.):90622211-90650708	0.1645
NM_198925	chr15(.):90739561-90777892	0.1218
NM_001013657	chr15(.):90772486-90790312	0.1176
NM_020210	chr15(.):90723151-90777892	0.1428
NM_006384	chr15(.):90768476-90782279	0.1196
NR_033769	chr15(.):93333713-93345338	0.1132
NM_001134477	chr16(.):14524557-14729120	0.1097
NM_002582	chr16(.):14524557-14729124	0.1097
NM_015914	chr16(.):11767942-11841648	0.2166
NM_013302	chr16(.):22212591-22305066	0.1067
NM_000336	chr16(.):23308590-23397620	0.1525
NM_153603	chr16(.):23394813-23469512	0.1342
NM_153029	chr16(.):48567636-48649120	0.1106
NM_000078	chr16(.):56990834-57022756	0.1294
NM_012320	chr16(.):68274246-68299961	0.1909
NM_032821	chr16(.):70836288-71269569	0.189
NM_018052	chr16(.):70716341-70840061	0.119
NM_002661	chr16(.):81807929-81996899	0.0617
NM_005425	chr16(.):11356713-11368160	0.093
NM_002762	chr16(.):11364492-11375337	0.1151
NM_002761	chr16(.):11369692-11380192	0.1161
NM_021247	chr16(.):11362143-11372452	0.1113
NM_152308	chr16(.):11434310-11450617	0.1254
NM_003498	chr16(.):11757288-11778015	0.2008
NM_001130007	chr16(.):11956984-12015519	0.1177
NM_001130006	chr16(.):11956984-12014825	0.1171
NM_001192	chr16(.):12053963-12066925	0.2392
NM_032167	chr16(.):12065601-12152141	0.127
NM_003414	chr16(.):31880078-31933627	0.1054
NM_001126108	chr16(.):56894118-56954762	0.1652
NM_001010989	chr16(.):56960747-56982793	0.2319
NM_032206	chr16(.):57018409-57122436	0.1241
NM_018110	chr16(.):57500869-57525385	0.1163
NM_153837	chr16(.):57571600-57616100	0.1301
NM_033212	chr16(.):57541089-57575477	0.1072
NM_001172643	chr16(.):66536905-66589194	0.1625
NM_001172644	chr16(.):66536905-66589315	0.1626
NM_052999	chr16(.):66595349-66618038	0.1014
NM_181641	chr16(.):66581471-66604971	0.144
NM_181271	chr16(.):66595293-66618038	0.1013
