REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_4365_lociStitched	chr11	72523517	72527785	1	4269	30416.7556	892.4388	163	ATG16L2	STARD10	ATG16L2	ATG16L2	1.3014000000000001	163	1
5_MACS_peak_10373_lociStitched	chr17	73850643	73875789	5	12270	33398.9172	3940.3782	164	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.4399	164	1
4_MACS_peak_1982_lociStitched	chr1	204474810	204492096	4	11189	33814.8732	4382.001	165	MDM4	PIK3C2B	MDM4	MDM4	0.48800000000000004	165	1
1_MACS_peak_17197_lociStitched	chr3	174865851	174871599	1	5749	31030.0032	1694.5104	166	NAALADL2		NAALADL2	NAALADL2	0.04490000000000002	166	1
1_MACS_peak_6620_lociStitched	chr13	114789235	114794545	1	5311	30613.212	1297.233	167	RASA3		RASA3	RASA3	1.0796999999999999	167	1
3_MACS_peak_13503_lociStitched	chr2	157188153	157207753	3	8679	31673.6	2399.04	168	NR4A2		NR4A2	NR4A2	0.7853000000000001	168	1
2_MACS_peak_17411_lociStitched	chr3	194022337	194034282	2	6746	31767.7275	2675.68	169	LOC100131551	CPN2	LOC100131551	LOC100131551	1.3466	169	1
1_MACS_peak_14706_lociStitched	chr20	44599400	44601825	1	2426	29538.1975	483.7875	170	ZNF335	PCIF1,MMP9,SLC12A5	ZNF335	ZNF335	0.8311	170	1
6_MACS_peak_21836_lociStitched	chr7	55616219	55642767	6	22443	33875.248	4890.1416	171	VOPP1		VOPP1	VOPP1	0.9103999999999999	171	1
2_MACS_peak_22323_lociStitched	chr7	114561724	114574079	2	8444	32056.283	3130.757	172	MDFIC		MDFIC	MDFIC	0.9593	172	1
8_MACS_peak_8998_lociStitched	chr16	68269818	68320752	8	25059	37171.6332	8327.709	173	PLA2G15,SLC7A6,ESRP2	PRMT7,SLC7A6OS	SLC7A6	SLC7A6	0.2693	173	1
3_MACS_peak_20477_lociStitched	chr6	42737757	42752387	3	8372	30856.133	2134.517	174		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.4259	174	1
2_MACS_peak_22633_lociStitched	chr7	150101089	150113764	2	7547	31755.945	3325.92	175	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	3.0302000000000002	175	1
1_MACS_peak_2730_lociStitched	chr10	30989205	30996926	1	7722	29886.4468	1516.4044	176			LYZL2	LYZL2	NONE	176	1
3_MACS_peak_16864_lociStitched	chr3	129026413	129048573	3	13852	32047.792	3780.496	177	C3orf47,H1FX	C3orf37	H1FX	H1FX	2.0608	177	1
1_MACS_peak_4846_lociStitched	chr11	129870973	129874370	1	3398	29009.3609	789.8025	178	NCRNA00167,PRDM10		PRDM10	PRDM10	0.22149999999999997	178	1
1_MACS_peak_7952_lociStitched	chr15	75334422	75341714	1	7293	29927.0972	1865.2936	179	PPCDC	SCAMP5	PPCDC	PPCDC	1.0359	179	1
1_MACS_peak_20861_lociStitched	chr6	106609473	106617547	1	8075	29739.7716	1843.2942	180			PRDM1	PRDM1	1.6933	180	1
2_MACS_peak_17361_lociStitched	chr3	186779967	186792389	2	8734	31560.5754	3746.4752	181	ST6GAL1		ST6GAL1	ST6GAL1	0.3562	181	1
2_MACS_peak_10513_lociStitched	chr17	78873546	78887055	2	7893	29506.3578	1712.9412	182	RPTOR		CHMP6	CHMP6	NONE	182	1
1_MACS_peak_17167_lociStitched	chr3	170072477	170076867	1	4391	28708.844	1053.161	183	SKIL	SKIL	SKIL	SKIL	0.5726	183	1
4_MACS_peak_3097_lociStitched	chr10	81001303	81020655	4	15330	30686.4664	3109.8664	184	ZMIZ1		PPIF	PPIF	NONE	184	1
2_MACS_peak_9390_lociStitched	chr17	6915028	6926338	2	7136	29487.432	1976.988	185	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	1.7153999999999998	185	1
1_MACS_peak_12964_lociStitched	chr2	86261853	86267159	1	5307	28634.8902	1191.7276	186	POLR1A	LOC90784	LOC90784	LOC90784	0.028499999999999998	186	1
3_MACS_peak_1907_lociStitched	chr1	200850685	200864864	3	10040	30490.5216	3115.1263	187	C1orf106	GPR25	C1orf106	C1orf106	0.7808999999999999	187	1
4_MACS_peak_11989_lociStitched	chr19	48879975	48902475	4	10391	30721.5	3372.75	188	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.3048	188	1
2_MACS_peak_17407_lociStitched	chr3	193847788	193860504	2	12399	30050.4512	2761.9152	189	HES1		HES1	HES1	2.0221	189	1
4_MACS_peak_11148_lociStitched	chr19	1847245	1865698	4	10239	30654.1236	3391.6614	190	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.2831000000000001	190	1
6_MACS_peak_6077_lociStitched	chr12	123355306	123387146	6	21655	29814.976	2671.376	191	VPS37B	HIP1R	VPS37B	VPS37B	0.6299	191	1
4_MACS_peak_18564_lociStitched	chr4	187749124	187776016	4	11234	30729.4884	3598.1496	192			FAT1	FAT1	NONE	192	1
2_MACS_peak_14853_lociStitched	chr20	56047515	56058224	2	9908	29082.4313	1957.6052	193		CTCFL	CTCFL	CTCFL	0.0652	193	1
2_MACS_peak_7807_lociStitched	chr15	65173728	65189018	2	8969	29537.222	2428.052	194		PLEKHO2,ANKDD1A	ANKDD1A	ANKDD1A	0.0528	194	1
3_MACS_peak_21740_lociStitched	chr7	44661885	44680256	3	13651	30383.7969	3494.1642	195	OGDH	DDX56,TMED4	OGDH	TMED4	0.37870000000000004	195	1
2_MACS_peak_2315_lociStitched	chr1	230256520	230270036	2	7766	29756.8256	2903.2368	196	GALNT2		GALNT2	GALNT2	0.2674	196	1
2_MACS_peak_10661_lociStitched	chr18	9101875	9122100	2	17634	30458.85	3646.5675	197	NDUFV2	ANKRD12	NDUFV2	NDUFV2	0.8943000000000001	197	1
4_MACS_peak_2815_lociStitched	chr10	45913733	45932082	4	11544	29501.5222	2710.1473	198	ALOX5		ALOX5	ALOX5	0.35240000000000005	198	1
6_MACS_peak_3430_lociStitched	chr10	112600008	112633010	6	20509	31685.2202	4953.6002	199	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	0.5317000000000001	199	1
2_MACS_peak_15646_lociStitched	chr22	39095231	39103968	2	7694	28503.5888	1802.4431	200	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	CBY1	0.5396000000000001	200	1
6_MACS_peak_8252_lociStitched	chr15	101661258	101692508	6	17863	31640.625	4965.625	201			CHSY1	CHSY1	0.2476	201	1
2_MACS_peak_1749_lociStitched	chr1	179049101	179059030	2	6287	29416.6483	2868.4881	202	TOR3A		TOR3A	TOR3A	1.0905	202	1
1_MACS_peak_278_lociStitched	chr1	23850479	23858629	1	8151	28310.655	1854.125	203	E2F2	ASAP3,ID3	E2F2	E2F2	0.7574	203	1
4_MACS_peak_13427_lociStitched	chr2	137132573	137152600	4	10590	29255.4416	2917.9339	204			CXCR4	CXCR4	NONE	204	1
2_MACS_peak_24675_lociStitched	chr9	132646258	132657704	2	7722	28189.2088	1998.4716	205	FNBP1	USP20,C9orf78	USP20	C9orf78	0.2107	205	1
3_MACS_peak_7515_lociStitched	chr15	40387154	40409155	3	15327	30403.1819	4232.9924	206	BMF	BUB1B	BMF	BMF	0.8775	206	1
3_MACS_peak_20299_lociStitched	chr6	31694405	31709200	3	11417	29234.92	3065.524	207	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	1.6397	207	1
1_MACS_peak_12564_lociStitched	chr2	43444364	43456832	1	12469	28611.5664	2526.0168	208	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.8201999999999998	208	1
6_MACS_peak_23536_lociStitched	chr8	126285525	126316145	6	18348	30613.876	4599.124	209	NSMCE2		TRIB1	TRIB1	0.7961	209	1
4_MACS_peak_17356_lociStitched	chr3	186703125	186719886	4	12452	29913.3567	4072.923	210	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.3562	210	1
1_MACS_peak_22203_lociStitched	chr7	101946592	101951932	1	5341	26821.218	1067.466	211	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.6487	211	1
2_MACS_peak_11210_lociStitched	chr19	3499704	3507372	2	4089	27457.5744	1807.3476	212	FZR1,DOHH	FZR1,C19orf71,C19orf77	DOHH	DOHH	1.0587	212	1
1_MACS_peak_2370_lociStitched	chr1	235242075	235247913	1	5839	27299.0718	1676.0898	213		SNORA14B,TOMM20	SNORA14B	SNORA14B	0.28690000000000004	213	1
2_MACS_peak_9318_lociStitched	chr17	3459489	3466992	2	4912	26960.5299	1405.3119	214	TRPV3	TRPV1	TRPV3	TRPV3	0.4256	214	1
1_MACS_peak_20534_lociStitched	chr6	45386651	45395738	1	9088	27066.5382	1524.7986	215	RUNX2	SUPT3H	RUNX2	RUNX2	0.1171	215	1
1_MACS_peak_15470_lociStitched	chr22	29662691	29666248	1	3558	26161.3793	673.6958	216	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	EWSR1	0.5542	216	1
5_MACS_peak_15920_lociStitched	chr3	5222678	5256260	5	21561	30939.0966	5520.8808	217	EDEM1		EDEM1	EDEM1	0.5614999999999999	217	1
2_MACS_peak_52_lociStitched	chr1	2220858	2234030	2	6218	27010.5032	1618.8388	218	SKI		LOC100129534	LOC100129534	NONE	218	1
1_MACS_peak_12963_lociStitched	chr2	86220131	86228957	1	8827	26897.235	1721.9526	219		LOC90784	LOC90784	LOC90784	0.028499999999999998	219	1
2_MACS_peak_7725_lociStitched	chr15	56648150	56666278	2	11658	28083.8976	2918.608	220	TEX9		TEX9	TEX9	0.24089999999999998	220	1
1_MACS_peak_20770_lociStitched	chr6	90059141	90071119	1	11979	27164.9062	2021.8864	221	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.6142	221	1
3_MACS_peak_14848_lociStitched	chr20	55958071	55975703	3	11434	27906.1664	2903.9904	222	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8551	222	1
1_MACS_peak_11825_lociStitched	chr19	41767715	41772261	1	4547	26168.5944	1168.7766	223	HNRNPUL1	AXL,CCDC97	HNRNPUL1	HNRNPUL1	0.7403	223	1
1_MACS_peak_15642_lociStitched	chr22	38900391	38903750	1	3360	25700.3808	704.7182	224	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.7196	224	1
4_MACS_peak_5904_lociStitched	chr12	109161913	109181006	4	11210	28511.5769	3740.3187	225	SSH1	CORO1C,SSH1	CORO1C	SSH1	0.29810000000000003	225	1
1_MACS_peak_5557_lociStitched	chr12	62995335	62998171	1	2837	25309.882	611.4416	226	MIRLET7I,C12orf61		C12orf61	C12orf61	2.0963	226	1
1_MACS_peak_19358_lociStitched	chr5	131435032	131441916	1	6885	26164.0188	1586.762	227		IL3,CSF2	CSF2	CSF2	0.1587	227	1
2_MACS_peak_17501_lociStitched	chr4	1712520	1724653	2	6928	26388.0617	1843.0027	228	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	1.5784	228	1
4_MACS_peak_15598_lociStitched	chr22	37611025	37628618	4	13678	27789.9028	3307.484	229	RAC2	CYTH4,C1QTNF6,SSTR3	SSTR3	SSTR3	0.20099999999999998	229	1
1_MACS_peak_22777_lociStitched	chr8	10820847	10827196	1	6350	25821.383	1367.5746	230	XKR6		MIR598	MIR598	NONE	230	1
4_MACS_peak_13986_lociStitched	chr2	219743249	219763375	4	13984	27912.7494	3483.8106	231	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.0627	231	1
3_MACS_peak_21832_lociStitched	chr7	55569514	55585806	3	13390	27147.3596	2727.2808	232	VOPP1		VOPP1	VOPP1	0.9103999999999999	232	1
4_MACS_peak_24213_lociStitched	chr9	93670890	93690271	4	14234	27530.7105	3118.4029	233			SYK	SYK	NONE	233	1
3_MACS_peak_16604_lociStitched	chr3	98479825	98495893	3	14380	27203.124	2819.934	234	ST3GAL6		ST3GAL6	ST3GAL6	0.5073000000000001	234	1
1_MACS_peak_9497_lociStitched	chr17	17139173	17141764	1	2592	24880.8548	562.7652	235	FLCN	PLD6,COPS3	FLCN	FLCN	0.6773	235	1
2_MACS_peak_22930_lociStitched	chr8	26428255	26437465	2	8184	26172.057	1880.682	236	DPYSL2		DPYSL2	DPYSL2	0.1367	236	1
2_MACS_peak_2252_lociStitched	chr1	226308722	226316955	2	5572	26716.9083	2434.4981	237			ACBD3	ACBD3	NONE	237	1
4_MACS_peak_3751_lociStitched	chr11	10314536	10341083	4	16624	28784.9121	4512.99	238	ADM,SBF2		ADM	ADM	1.4380000000000002	238	1
3_MACS_peak_2789_lociStitched	chr10	43890709	43905812	3	9167	26381.9204	2111.3994	239	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.4196	239	1
1_MACS_peak_23465_lociStitched	chr8	118450195	118457608	1	7414	25763.8815	1524.1128	240			MED30	MED30	NONE	240	1
1_MACS_peak_23990_lociStitched	chr9	37527286	37533129	1	5844	25660.7031	1472.436	241	FBXO10	POLR1E	POLR1E	POLR1E	0.02429999999999999	241	1
1_MACS_peak_14233_lociStitched	chr20	2081622	2084703	1	3082	24761.0727	603.2598	242	STK35		STK35	STK35	0.3809	242	1
3_MACS_peak_20172_lociStitched	chr6	26355018	26367880	3	12107	26300.2176	2207.1192	243	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.6764	243	1
2_MACS_peak_15461_lociStitched	chr22	29207139	29221161	2	10826	26671.2462	2636.136	244		CCDC117,XBP1	XBP1	XBP1	2.8499999999999996	244	1
7_MACS_peak_18505_lociStitched	chr4	185317550	185349889	7	17079	28865.7914	4831.4466	245	IRF2		IRF2	IRF2	0.7717	245	1
1_MACS_peak_1283_lociStitched	chr1	145967892	145970682	1	2791	24909.12	946.368	246		PDZK1P1	PDZK1P1	NONE	NONE	246	1
2_MACS_peak_16245_lociStitched	chr3	46245890	46257129	2	10004	26123.9316	2200.5962	247	CCR1	CCR3	CCR1	CCR1	1.1958000000000002	247	1
1_MACS_peak_11947_lociStitched	chr19	47103298	47105546	1	2249	24310.0968	417.2288	248	CALM3	PTGIR,GNG8	CALM3	CALM3	1.1888	248	1
4_MACS_peak_10418_lociStitched	chr17	75078896	75093128	4	12381	26831.5896	3022.8768	249	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.5692000000000002	249	1
1_MACS_peak_4090_lociStitched	chr11	61558985	61561582	1	2598	24413.0985	725.3421	250	FEN1,C11orf10,MIR611	C11orf9,FADS2,DKFZP434K028,MIR1908,FADS1	FEN1	FEN1	1.5740999999999998	250	1
1_MACS_peak_19436_lociStitched	chr5	137909987	137912344	1	2358	24180.9344	516.6544	251	HSPA9	ETF1,SNORD63	HSPA9	HSPA9	0.7378	251	1
4_MACS_peak_3368_lociStitched	chr10	105244606	105268572	4	17484	27565.6932	3961.5798	252	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	0.6702	252	1
1_MACS_peak_1743_lociStitched	chr1	178546266	178552586	1	6321	25375.432	1877.04	253		C1orf220	C1orf220	C1orf220	0.0996	253	1
1_MACS_peak_13018_lociStitched	chr2	89048937	89057540	1	8604	25148.2896	1703.394	254	RPIA	ANKRD36BP2	ANKRD36BP2	NONE	NONE	254	1
1_MACS_peak_1298_lociStitched	chr1	147509525	147512292	1	2768	24323.5902	935.5227	255			GPR89C	GPR89C	NONE	255	1
2_MACS_peak_5843_lociStitched	chr12	104318523	104325963	2	6079	24741.72	1380.864	256	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.29369999999999996	256	1
5_MACS_peak_17180_lociStitched	chr3	171802366	171827105	5	16046	29152.4376	5806.2433	257	FNDC3B		FNDC3B	FNDC3B	0.06920000000000001	257	1
2_MACS_peak_13848_lociStitched	chr2	202116329	202128230	2	9405	25714.4907	2413.5228	258	CASP8		CASP8	CASP8	0.42550000000000004	258	1
2_MACS_peak_9355_lociStitched	chr17	4842363	4854493	2	7441	25491.195	2242.837	259	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.5596	259	1
1_MACS_peak_2623_lociStitched	chr10	15826051	15832678	1	6628	24568.2771	1351.2453	260	FAM188A		ITGA8	ITGA8	NONE	260	1
4_MACS_peak_1859_lociStitched	chr1	192497903	192521009	4	16057	28492.0086	5344.4178	261		RGS1	RGS1	RGS1	1.0274	261	1
1_MACS_peak_18544_lociStitched	chr4	186345498	186348110	1	2613	23816.9996	690.874	262	UFSP2	ANKRD37,C4orf47,LRP2BP,CCDC110	UFSP2	UFSP2	0.9662999999999999	262	1
6_MACS_peak_15681_lociStitched	chr22	39631671	39664011	6	16473	27456.66	4359.432	263	PDGFB	SNORD83B,SNORD83A,RNU86	PDGFB	RNU86	0.6968	263	1
2_MACS_peak_2540_lociStitched	chr10	6961759	6973211	2	7257	24873.744	1778.4956	264			LOC439949	LOC439949	NONE	264	1
1_MACS_peak_3018_lociStitched	chr10	74077941	74083554	1	5614	23858.6178	779.0844	265		DDIT4,DNAJB12	DNAJB12	DNAJB12	0.3979	265	1
2_MACS_peak_19448_lociStitched	chr5	138719847	138730374	2	9668	25664.826	2605.4325	266	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	1.8734	266	1
1_MACS_peak_8154_lociStitched	chr15	90637206	90646597	1	9392	24871.1244	1894.1647	267	IDH2		IDH2	IDH2	0.8313999999999999	267	1
2_MACS_peak_17438_lociStitched	chr3	195631950	195642590	2	6930	25758.376	2836.624	268	TNK2	TNK2	TNK2	TNK2	0.45409999999999995	268	1
1_MACS_peak_2436_lociStitched	chr1	245132484	245135717	1	3234	23805.5489	888.1051	269	EFCAB2		EFCAB2	EFCAB2	0.1324	269	1
2_MACS_peak_15117_lociStitched	chr21	37905187	37917072	2	8571	25754.795	2898.7515	270	CLDN14		CLDN14	CLDN14	0.2743	270	1
1_MACS_peak_18578_lociStitched	chr5	9857	12057	1	2201	27709.44	4970.68	271			PLEKHG4B	PLEKHG4B	0.2423	271	1
4_MACS_peak_11128_lociStitched	chr19	1258600	1277364	4	10123	26359.6672	3673.9912	272	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.2159	272	1
4_MACS_peak_11181_lociStitched	chr19	2455304	2480531	4	12469	27618.5196	4989.9006	273	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	1.1334	273	1
5_MACS_peak_23690_lociStitched	chr8	145001963	145027943	5	14241	25727.994	3179.952	274	PLEC,MIR661	GRINA,PARP10	PLEC	PLEC	0.3639	274	1
1_MACS_peak_10712_lociStitched	chr18	13609933	13615179	1	5247	23588.639	1089.5942	275	C18orf1	C18orf1	C18orf1	C18orf1	0.065	275	1
2_MACS_peak_15229_lociStitched	chr21	45659653	45668038	2	7147	24365.9715	1966.2825	276	ICOSLG,DNMT3L	AIRE	ICOSLG	ICOSLG	0.9032	276	1
2_MACS_peak_10562_lociStitched	chr17	80249735	80257408	2	4958	23942.8292	1559.1536	277		CSNK1D,CD7,SECTM1	CD7	SECTM1	0.3323	277	1
2_MACS_peak_10572_lociStitched	chr17	80405744	80417907	2	6983	24248.1568	1905.9421	278	NARF,C17orf62	HEXDC,C17orf101	C17orf62	C17orf62	0.7964	278	1
1_MACS_peak_21518_lociStitched	chr7	20368303	20372884	1	4582	23172.0723	851.1498	279	ITGB8		ITGB8	ITGB8	0.2959	279	1
4_MACS_peak_8597_lociStitched	chr16	22195049	22219229	4	12316	26876.07	4555.512	280	EEF2K		EEF2K	EEF2K	0.023200000000000012	280	1
2_MACS_peak_4193_lociStitched	chr11	65238016	65246360	2	5842	23901.388	1583.6912	281		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	5.9219	281	1
1_MACS_peak_10173_lociStitched	chr17	57695359	57698721	1	3363	22805.4546	540.9458	282	CLTC		CLTC	CLTC	0.2163	282	1
1_MACS_peak_12433_lociStitched	chr2	28612420	28617151	1	4732	23250.9726	1032.3042	283	FOSL2		FOSL2	FOSL2	0.6777	283	1
2_MACS_peak_1440_lociStitched	chr1	154755641	154766029	2	9258	25042.3516	2862.9328	284	KCNN3		KCNN3	KCNN3	0.29300000000000004	284	1
1_MACS_peak_11756_lociStitched	chr19	38537130	38541188	1	4059	23060.3966	895.1948	285	SIPA1L3		SIPA1L3	SIPA1L3	0.0843	285	1
2_MACS_peak_9217_lociStitched	chr16	89033504	89046053	2	8507	23119.0227	1025.2533	286	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.1898	286	1
3_MACS_peak_10455_lociStitched	chr17	76139640	76152461	3	9106	24190.6628	2098.7977	287	C17orf99	TMC8,SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.0223	287	1
1_MACS_peak_20538_lociStitched	chr6	45673950	45683988	1	10039	23704.737	1744.6044	288			RUNX2	RUNX2	0.1171	288	1
2_MACS_peak_4662_lociStitched	chr11	115125174	115137372	2	10063	23792.199	1900.4484	289	CADM1		CADM1	CADM1	0.22829999999999998	289	1
5_MACS_peak_19114_lociStitched	chr5	87954731	87976691	5	9923	25034.4	3179.808	290	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.1156	290	1
4_MACS_peak_19818_lociStitched	chr5	176717358	176740561	4	12287	26010.563	4174.2197	291	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.1762000000000001	291	1
1_MACS_peak_22976_lociStitched	chr8	29409719	29417097	1	7379	23238.4866	1589.2212	292			C8orf75	C8orf75	0.2712	292	1
3_MACS_peak_10436_lociStitched	chr17	75435095	75447516	3	8319	23242.1752	1659.4456	293	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2356	293	1
1_MACS_peak_20914_lociStitched	chr6	109702044	109705159	1	3116	22384.7015	802.1125	294	CD164		CD164	CD164	0.7849999999999999	294	1
4_MACS_peak_12828_lociStitched	chr2	70335194	70360814	4	8958	25386.858	3807.132	295	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	4.750100000000001	295	1
1_MACS_peak_2742_lociStitched	chr10	32634664	32637065	1	2402	22025.0933	450.1875	296	EPC1		EPC1	EPC1	0.20629999999999998	296	1
2_MACS_peak_1999_lociStitched	chr1	205248270	205258843	2	8779	24435.2603	3002.732	297		NUAK2	NUAK2	NUAK2	0.16090000000000002	297	1
1_MACS_peak_4325_lociStitched	chr11	69060780	69067285	1	6506	22985.4175	1578.113	298	MYEOV		MYEOV	MYEOV	1.6521	298	1
3_MACS_peak_12375_lociStitched	chr2	25623656	25645465	3	10652	24818.642	3456.7265	299	DTNB		DNMT3A	DNMT3A	NONE	299	1
3_MACS_peak_25545_lociStitched	chrX	153233745	153252437	3	9407	22899.5692	1538.3516	300	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	0.8635	300	1
2_MACS_peak_6813_lociStitched	chr14	50465596	50476604	2	7441	22433.2032	1073.28	301	C14orf182		C14orf182	C14orf182	0.6152	301	1
4_MACS_peak_13877_lociStitched	chr2	204552971	204573792	4	11085	25318.336	4008.0425	302	CD28		CD28	CD28	0.49440000000000006	302	1
4_MACS_peak_19861_lociStitched	chr5	180228655	180249385	4	12355	24672.846	3364.479	303	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.756	303	1
1_MACS_peak_24220_lociStitched	chr9	93794827	93799759	1	4933	22490.4132	1212.2856	304		LOC100129316	LOC100129316	LOC100129316	0.0513	304	1
3_MACS_peak_11595_lociStitched	chr19	19050291	19062817	3	11235	23273.308	2034.2224	305	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	DDX49	0.2575	305	1
3_MACS_peak_5329_lociStitched	chr12	48200519	48219051	3	13860	24271.3604	3107.8164	306	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.4512	306	1
1_MACS_peak_10989_lociStitched	chr18	56806235	56811871	1	5637	22284.744	1142.4172	307	SEC11C		SEC11C	SEC11C	0.7050000000000001	307	1
1_MACS_peak_23616_lociStitched	chr8	134244497	134248956	1	4460	22217.4134	1091.1173	308		WISP1	WISP1	WISP1	0.36739999999999995	308	1
4_MACS_peak_8195_lociStitched	chr15	93346246	93364341	4	8698	23997.589	2893.3905	309		ASB9P1	ASB9P1	NONE	NONE	309	1
3_MACS_peak_17472_lociStitched	chr3	197450217	197464921	3	8332	24442.4592	3346.6304	310	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.36879999999999996	310	1
4_MACS_peak_4475_lociStitched	chr11	82764520	82790259	4	12667	25443.0015	4432.2558	311	RAB30	SNORA70E	RAB30	RAB30	0.34199999999999997	311	1
1_MACS_peak_14652_lociStitched	chr20	42377886	42383067	1	5182	22352.9064	1347.5781	312		GTSF1L	GTSF1L	GTSF1L	0.0662	312	1
3_MACS_peak_321_lociStitched	chr1	25346939	25364367	3	9011	23440.66	2462.5764	313			RUNX3	RUNX3	NONE	313	1
2_MACS_peak_9789_lociStitched	chr17	36856187	36863157	2	6964	22211.299	1250.418	314	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.6362	314	1
1_MACS_peak_1479_lociStitched	chr1	155657027	155659779	1	2753	22016.5504	1065.024	315	DAP3,YY1AP1	YY1AP1	YY1AP1	YY1AP1	0.4749	315	1
1_MACS_peak_1689_lociStitched	chr1	169861774	169864312	1	2539	21589.7508	699.9804	316	SCYL3		SCYL3	SCYL3	0.35159999999999997	316	1
2_MACS_peak_362_lociStitched	chr1	27018397	27031257	2	12442	23286.888	2412.536	317	ARID1A		ARID1A	ARID1A	0.26580000000000004	317	1
2_MACS_peak_25105_lociStitched	chrX	48793543	48804748	2	7241	22041.3555	1294.1775	318	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	0.6515000000000001	318	1
3_MACS_peak_1488_lociStitched	chr1	155939671	155954274	3	12004	24645.4831	3909.2231	319	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	0.6743999999999999	319	1
3_MACS_peak_1497_lociStitched	chr1	156065142	156085981	3	11554	24917.1923	4232.4009	320	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	SEMA4A	1.985	320	1
2_MACS_peak_20859_lociStitched	chr6	106585320	106595894	2	9171	22812.3476	2128.5462	321		PRDM1	PRDM1	PRDM1	1.6933	321	1
1_MACS_peak_19432_lociStitched	chr5	137672711	137674860	1	2150	21181.6185	498.3531	322	FAM53C	KDM3B,CDC25C	FAM53C	FAM53C	1.011	322	1
1_MACS_peak_5767_lociStitched	chr12	94597585	94603628	1	6044	21922.7954	1250.2967	323	PLXNC1		PLXNC1	PLXNC1	0.2803	323	1
2_MACS_peak_11500_lociStitched	chr19	16180567	16191467	2	6955	22293.77	1624.1	324	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.7538	324	1
