#03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_ROSE/03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam
#Using cutoff of 13641.8886 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isSuperStretch
1_MACS_peak_2635_lociStitched	chr10	17268851	17273585	1	4735	17081.6922	921.7098	1337	0
1_MACS_peak_20914_lociStitched	chr6	109702044	109705159	1	3116	22384.7015	802.1125	1338	0
1_MACS_peak_2433_lociStitched	chr1	244996371	245000090	1	3720	21180.8207	1208.675	1339	0
2_MACS_peak_21931_lociStitched	chr7	73152120	73158988	2	5435	13150.8464	1129.0992	1340	0
2_MACS_peak_2613_lociStitched	chr10	14994499	15003123	2	5276	14657.3504	1557.4944	1341	0
2_MACS_peak_1543_lociStitched	chr1	158978611	158986352	2	6107	6421.9336	2172.8987	1342	0
3_MACS_peak_13976_lociStitched	chr2	219260095	219272245	3	5933	8823.33	1631.745	1343	0
3_MACS_peak_3975_lociStitched	chr11	45092219	45102761	3	6097	5962.5552	1582.3542	1344	0
2_MACS_peak_17762_lociStitched	chr4	38986248	38999234	2	6003	8312.3386	2194.634	1345	0
2_MACS_peak_1245_lociStitched	chr1	143991926	144001693	2	6079	7280.3218	2555.0472	1346	0
2_MACS_peak_9402_lociStitched	chr17	7209716	7219568	2	5221	15115.9236	1748.73	1347	0
1_MACS_peak_22852_lociStitched	chr8	19242305	19247995	1	5691	10845.709	1063.461	1348	0
3_MACS_peak_10905_lociStitched	chr18	47617469	47627593	3	6126	5360.658	1852.692	1349	0
2_MACS_peak_9286_lociStitched	chr17	1618330	1628897	2	5306	14500.0374	1706.5705	1350	0
1_MACS_peak_11948_lociStitched	chr19	47216720	47222620	1	5901	8513.11	1047.25	1351	0
1_MACS_peak_19767_lociStitched	chr5	172460608	172464723	1	4116	19470.534	928.344	1352	0
2_MACS_peak_20938_lociStitched	chr6	113950598	113956962	2	5970	7469.4268	1051.9692	1353	0
2_MACS_peak_8212_lociStitched	chr15	96405601	96414436	2	6050	6396.54	1395.0465	1354	0
1_MACS_peak_4182_lociStitched	chr11	64899429	64903660	1	4232	19415.6359	1342.0732	1355	0
2_MACS_peak_17581_lociStitched	chr4	6987725	6995825	2	5883	8786.07	1274.13	1356	0
1_MACS_peak_7576_lociStitched	chr15	42895725	42901696	1	5972	7334.1793	1085.5278	1357	0
1_MACS_peak_22322_lociStitched	chr7	113723774	113728781	1	5008	15810.6039	1326.3543	1358	0
1_MACS_peak_16666_lociStitched	chr3	108787851	108792938	1	5088	15226.9171	1201.0407	1359	0
1_MACS_peak_18935_lociStitched	chr5	61985105	61990898	1	5794	9607.1112	1133.1108	1360	0
1_MACS_peak_13274_lociStitched	chr2	114643481	114649336	1	5856	9064.1255	1329.085	1361	0
3_MACS_peak_21999_lociStitched	chr7	76008695	76023557	3	5896	9131.2128	1906.7946	1362	0
2_MACS_peak_398_lociStitched	chr1	28352768	28362928	2	6031	6793.992	1697.736	1363	0
2_MACS_peak_8737_lociStitched	chr16	30537199	30547316	2	5405	13416.1537	1536.7723	1364	0
2_MACS_peak_22981_lociStitched	chr8	29490775	29500865	2	5957	8100.252	1812.164	1365	0
2_MACS_peak_17080_lociStitched	chr3	156845857	156855811	2	5823	10527.3504	2462.6196	1366	0
1_MACS_peak_5731_lociStitched	chr12	92754849	92760101	1	5253	14110.5484	1193.2544	1367	0
2_MACS_peak_846_lociStitched	chr1	61541202	61549695	2	6034	5963.7846	1085.4054	1368	0
2_MACS_peak_19573_lociStitched	chr5	149155938	149161963	2	6007	6411.2025	1039.915	1369	0
2_MACS_peak_10257_lociStitched	chr17	64432785	64439345	2	5701	10382.512	1083.712	1370	0
3_MACS_peak_21853_lociStitched	chr7	63764303	63775314	3	5905	8449.8414	1525.0235	1371	0
1_MACS_peak_9339_lociStitched	chr17	4294936	4300965	1	6030	5981.9738	1124.4085	1372	0
2_MACS_peak_19965_lociStitched	chr6	6609112	6618235	2	5842	9184.1241	1473.3645	1373	0
2_MACS_peak_10552_lociStitched	chr17	80054620	80065306	2	5442	12997.3818	1498.1772	1374	0
3_MACS_peak_3167_lociStitched	chr10	89839655	89853205	3	6067	6043.3	2116.51	1375	0
2_MACS_peak_9895_lociStitched	chr17	40760262	40772161	2	5522	12825.9321	1991.8926	1376	0
1_MACS_peak_18495_lociStitched	chr4	185184760	185190516	1	5757	9846.2136	1226.6036	1377	0
2_MACS_peak_11117_lociStitched	chr19	1066296	1078179	2	5785	10585.3764	2294.6073	1378	0
2_MACS_peak_21728_lociStitched	chr7	44078388	44086769	2	5966	7590.6717	1760.01	1379	0
2_MACS_peak_15696_lociStitched	chr22	39862451	39869909	2	5921	7785.4062	1273.8264	1380	0
3_MACS_peak_16420_lociStitched	chr3	55687497	55695996	3	6096	4008.1284	1320.7446	1381	0
3_MACS_peak_15282_lociStitched	chr22	18255917	18264983	3	5694	10423.1802	1344.4878	1382	0
3_MACS_peak_2630_lociStitched	chr10	17060498	17072571	3	5974	7030.1079	1598.4652	1383	0
3_MACS_peak_11918_lociStitched	chr19	45942584	45955364	3	5877	8823.312	1919.556	1384	0
3_MACS_peak_22532_lociStitched	chr7	139466382	139478941	3	5868	9726.9455	2708.9763	1385	0
2_MACS_peak_13822_lociStitched	chr2	201286767	201292868	2	5821	8526.1475	916.9803	1386	0
2_MACS_peak_14723_lociStitched	chr20	46040605	46046802	2	5801	9070.5489	1235.0621	1387	0
2_MACS_peak_18611_lociStitched	chr5	1488373	1499808	2	5376	13620.2285	1873.053	1388	0
3_MACS_peak_10481_lociStitched	chr17	76918614	76931189	3	5857	8815.075	1711.4575	1389	0
3_MACS_peak_17527_lociStitched	chr4	3041702	3050612	3	5701	10563.696	1662.606	1390	0
3_MACS_peak_9951_lociStitched	chr17	43127465	43139469	3	5197	14928.1744	1978.2592	1391	0
2_MACS_peak_19043_lociStitched	chr5	76032296	76038358	2	5763	9322.1436	1125.7134	1392	0
3_MACS_peak_4510_lociStitched	chr11	87063584	87071649	3	6028	5522.1055	1462.991	1393	0
2_MACS_peak_21293_lociStitched	chr6	160398616	160404534	2	5799	8272.7722	548.5986	1394	0
2_MACS_peak_8820_lociStitched	chr16	48641693	48647868	2	5848	8235.5975	1135.5825	1395	0
1_MACS_peak_19513_lociStitched	chr5	142432519	142438476	1	5958	6608.6958	1221.7807	1396	0
3_MACS_peak_345_lociStitched	chr1	26436660	26453780	3	5853	9184.88	2234.16	1397	0
3_MACS_peak_19609_lociStitched	chr5	150631425	150637734	3	6054	4282.5492	1241.6112	1398	0
3_MACS_peak_11436_lociStitched	chr19	12991311	13003168	3	5869	8404.2416	1738.2362	1399	0
3_MACS_peak_10378_lociStitched	chr17	73891444	73906960	3	5807	9557.856	2071.386	1400	0
2_MACS_peak_19875_lociStitched	chr5	180668398	180674342	2	5615	10720.5984	1203.0656	1401	0
3_MACS_peak_16279_lociStitched	chr3	47017208	47030465	3	5896	8211.3858	2060.1378	1402	0
3_MACS_peak_16520_lociStitched	chr3	71492136	71506158	3	5959	6687.0918	1699.4664	1403	0
3_MACS_peak_23493_lociStitched	chr8	124046516	124055409	3	5970	6536.355	1783.9358	1404	0
2_MACS_peak_17162_lociStitched	chr3	169888645	169900141	2	5445	13497.4536	2611.8912	1405	0
4_MACS_peak_8951_lociStitched	chr16	66906518	66915482	4	5973	5882.1768	1308.744	1406	0
3_MACS_peak_17737_lociStitched	chr4	37676940	37689110	3	5939	7081.723	1875.397	1407	0
2_MACS_peak_17992_lociStitched	chr4	82424979	82432244	2	5946	6141.831	1225.6055	1408	0
2_MACS_peak_13634_lociStitched	chr2	174853181	174863136	2	5952	6405.047	1611.7145	1409	0
2_MACS_peak_5226_lociStitched	chr12	32039336	32051452	2	5607	10934.69	1599.312	1410	0
1_MACS_peak_18578_lociStitched	chr5	9857	12057	1	2201	27709.44	4970.68	1411	0
2_MACS_peak_2355_lociStitched	chr1	234652118	234660017	2	5556	11551.4976	1761.477	1412	0
3_MACS_peak_21206_lociStitched	chr6	149555888	149569246	3	5924	6294.2896	1107.3782	1413	0
1_MACS_peak_7868_lociStitched	chr15	69957993	69963595	1	5603	10361.4592	1056.5372	1414	0
4_MACS_peak_3270_lociStitched	chr10	99171923	99187128	4	5863	8102.7445	1911.2685	1415	0
2_MACS_peak_11170_lociStitched	chr19	2234903	2240926	2	4614	17389.0033	1587.0605	1416	0
3_MACS_peak_3710_lociStitched	chr11	6623967	6641382	3	5855	9151.5825	2910.0465	1417	0
1_MACS_peak_18300_lociStitched	chr4	141746513	141752392	1	5880	6716.7575	887.729	1418	0
1_MACS_peak_20128_lociStitched	chr6	24719005	24722738	1	3734	19935.7132	771.2378	1419	0
1_MACS_peak_15094_lociStitched	chr21	36257971	36263060	1	5090	14394.2365	1215.7621	1420	0
2_MACS_peak_13636_lociStitched	chr2	174896095	174905084	2	5951	5857.2324	1478.6905	1421	0
2_MACS_peak_413_lociStitched	chr1	28906310	28914616	2	5756	8663.9886	1180.2826	1422	0
3_MACS_peak_5234_lociStitched	chr12	32608577	32622393	3	5925	6966.0272	2117.9928	1423	0
1_MACS_peak_24587_lociStitched	chr9	129765815	129771478	1	5664	9649.1857	1151.8542	1424	0
3_MACS_peak_20361_lociStitched	chr6	33587569	33601562	3	5785	8975.1102	1921.2389	1425	0
2_MACS_peak_12688_lociStitched	chr2	60776203	60783310	2	5957	5080.7943	972.2376	1426	0
3_MACS_peak_19383_lociStitched	chr5	132386369	132400460	3	5632	10941.6615	2136.1956	1427	0
2_MACS_peak_9106_lociStitched	chr16	78798911	78805020	2	5930	5302.612	665.2701	1428	0
1_MACS_peak_1529_lociStitched	chr1	157104960	157109927	1	4968	15408.1307	1598.3806	1429	0
2_MACS_peak_5406_lociStitched	chr12	52425925	52432177	2	5624	9791.2572	947.8032	1430	0
1_MACS_peak_24321_lociStitched	chr9	100744436	100748144	1	3709	19569.3408	412.7004	1431	0
2_MACS_peak_25344_lociStitched	chrX	106953748	106962336	2	5656	9220.9356	729.1212	1432	0
2_MACS_peak_18447_lociStitched	chr4	173902712	173909146	2	5823	7444.7814	1099.5706	1433	0
2_MACS_peak_18619_lociStitched	chr5	1792225	1802526	2	5639	10222.7124	1611.0764	1434	0
3_MACS_peak_5060_lociStitched	chr12	11974445	11990632	3	5930	6952.3165	2510.6037	1435	0
1_MACS_peak_21407_lociStitched	chr7	5461106	5466889	1	5784	7405.7098	549.385	1436	0
4_MACS_peak_8851_lociStitched	chr16	53086323	53103076	4	5888	7453.4097	2320.2905	1437	0
2_MACS_peak_20277_lociStitched	chr6	31164508	31172905	2	5493	11486.2563	1579.4757	1438	0
2_MACS_peak_5498_lociStitched	chr12	57022088	57031303	2	5836	7693.6035	1760.065	1439	0
3_MACS_peak_6660_lociStitched	chr14	21571241	21578124	3	5011	14024.8008	622.9115	1440	0
3_MACS_peak_3786_lociStitched	chr11	12829507	12838565	3	5896	6052.5556	1225.5474	1441	0
1_MACS_peak_20893_lociStitched	chr6	108990483	108996251	1	5769	8000.216	1161.0984	1442	0
2_MACS_peak_12509_lociStitched	chr2	37872199	37883361	2	5878	6765.2882	1668.719	1443	0
3_MACS_peak_23934_lociStitched	chr9	35066315	35080628	3	5134	15091.6272	2517.6567	1444	0
2_MACS_peak_21891_lociStitched	chr7	67587330	67599394	2	5735	8570.2656	1337.8976	1445	0
3_MACS_peak_11154_lociStitched	chr19	1895120	1906382	3	5948	5765.0178	2303.079	1446	0
1_MACS_peak_14650_lociStitched	chr20	42308809	42312262	1	3454	20765.3061	1002.0606	1447	0
2_MACS_peak_19665_lociStitched	chr5	157285074	157290992	2	5722	8443.2106	1087.7284	1448	0
3_MACS_peak_12849_lociStitched	chr2	71291187	71300130	3	5726	9107.5512	1834.2093	1449	0
2_MACS_peak_16882_lociStitched	chr3	130566978	130573970	2	5888	6026.4048	1285.8288	1450	0
2_MACS_peak_14432_lociStitched	chr20	24441704	24452361	2	5872	6236.4764	1214.898	1451	0
1_MACS_peak_22215_lociStitched	chr7	102153171	102159099	1	5929	6498.2736	2732.808	1452	0
3_MACS_peak_16373_lociStitched	chr3	52000720	52018075	3	5901	6999.2715	2587.6305	1453	0
3_MACS_peak_7746_lociStitched	chr15	59266918	59281143	3	5820	8011.52	2190.65	1454	0
1_MACS_peak_15651_lociStitched	chr22	39265665	39271051	1	5387	11592.2878	1022.2628	1455	0
3_MACS_peak_9890_lociStitched	chr17	40705961	40720286	3	5657	10348.38	2379.3825	1456	0
1_MACS_peak_12771_lociStitched	chr2	65256664	65261086	1	4423	17276.754	1033.8636	1457	0
1_MACS_peak_17293_lociStitched	chr3	183268880	183274451	1	5572	10578.7719	1759.8789	1458	0
1_MACS_peak_22676_lociStitched	chr7	155087987	155092173	1	4187	18437.237	1228.591	1459	0
2_MACS_peak_12973_lociStitched	chr2	86469787	86478710	2	5585	10082.99	1423.2185	1460	0
1_MACS_peak_1337_lociStitched	chr1	149855932	149861101	1	5170	14260.7541	2140.9998	1461	0
3_MACS_peak_17430_lociStitched	chr3	195268720	195277847	3	5784	8496.3243	2372.1073	1462	0
2_MACS_peak_12783_lociStitched	chr2	65657391	65664907	2	5806	6741.1004	1009.3988	1463	0
3_MACS_peak_21462_lociStitched	chr7	8164756	8174884	3	5875	5871.2016	1433.112	1464	0
1_MACS_peak_13191_lociStitched	chr2	111431815	111437326	1	5512	10463.7357	1198.0914	1465	0
1_MACS_peak_2197_lociStitched	chr1	222010766	222015839	1	5074	14110.5495	1439.7174	1466	0
2_MACS_peak_12129_lociStitched	chr19	56340402	56351321	2	5595	9829.2838	1441.308	1467	0
2_MACS_peak_11097_lociStitched	chr19	506007	512344	2	4573	17177.7059	1753.4479	1468	0
2_MACS_peak_17626_lociStitched	chr4	12698942	12704847	2	5879	4959.6095	856.225	1469	0
1_MACS_peak_11018_lociStitched	chr18	60983298	60988693	1	5396	11090.5015	860.5025	1470	0
3_MACS_peak_11905_lociStitched	chr19	45541808	45553919	3	5768	7988.4156	1871.1495	1471	0
2_MACS_peak_13198_lociStitched	chr2	111615052	111624331	2	5814	6929.5572	1697.1291	1472	0
2_MACS_peak_24820_lociStitched	chrX	1324928	1335463	2	5734	6983.6515	481.4495	1473	0
1_MACS_peak_9213_lociStitched	chr16	88846851	88852493	1	5643	8149.869	486.9046	1474	0
1_MACS_peak_16228_lociStitched	chr3	45634431	45639742	1	5312	11917.3529	1108.9368	1475	0
2_MACS_peak_12396_lociStitched	chr2	26463495	26468908	2	4792	15394.572	1192.4839	1476	0
3_MACS_peak_7548_lociStitched	chr15	41233086	41246362	3	5457	11396.1184	1867.9332	1477	0
2_MACS_peak_12102_lociStitched	chr19	55573457	55583964	2	5428	11461.0356	1686.3735	1478	0
2_MACS_peak_15886_lociStitched	chr22	51058172	51067475	2	5886	4827.3267	1404.753	1479	0
1_MACS_peak_18660_lociStitched	chr5	7868378	7874013	1	5636	8560.692	1006.9745	1480	0
2_MACS_peak_13046_lociStitched	chr2	96906311	96912789	2	5826	5690.2752	1133.65	1481	0
1_MACS_peak_17950_lociStitched	chr4	77117747	77122811	1	5065	13449.4776	1010.268	1482	0
1_MACS_peak_10620_lociStitched	chr18	3245513	3249556	1	4044	18418.6951	954.148	1483	0
3_MACS_peak_15543_lociStitched	chr22	35739920	35749571	3	5764	7083.834	1576.9734	1484	0
2_MACS_peak_12562_lociStitched	chr2	43400431	43407029	2	5755	6605.2578	954.0708	1485	0
2_MACS_peak_5852_lociStitched	chr12	104849695	104857702	2	5694	7877.2866	1309.1445	1486	0
2_MACS_peak_23899_lociStitched	chr9	33158097	33168392	2	5613	9204.7595	1641.023	1487	0
2_MACS_peak_20507_lociStitched	chr6	43671818	43684317	2	5829	6062.015	1956.0935	1488	0
2_MACS_peak_22389_lociStitched	chr7	122822935	122832185	2	5497	10452.5	1646.5	1489	0
2_MACS_peak_3072_lociStitched	chr10	78983208	78992516	2	5679	8275.7428	1629.8308	1490	0
3_MACS_peak_577_lociStitched	chr1	40054890	40072708	3	5635	9598.5566	2382.2666	1491	0
2_MACS_peak_14880_lociStitched	chr20	58675230	58682394	2	5753	6759.234	1318.176	1492	0
2_MACS_peak_20909_lociStitched	chr6	109275895	109281998	2	5818	5241.2564	1100.3709	1493	0
2_MACS_peak_3721_lociStitched	chr11	7532109	7543084	2	5587	9524.105	1809.7775	1494	0
3_MACS_peak_2800_lociStitched	chr10	44503588	44513412	3	5683	7874.9184	1422.5152	1495	0
3_MACS_peak_8199_lociStitched	chr15	93373737	93388950	3	5622	9108.0231	1849.9008	1496	0
3_MACS_peak_4179_lociStitched	chr11	64879305	64890717	3	5658	8877.3948	2126.0556	1497	0
1_MACS_peak_15074_lociStitched	chr21	34913018	34916739	1	3722	19614.8794	1214.5344	1498	0
3_MACS_peak_17997_lociStitched	chr4	82545469	82557872	3	5822	5609.8769	1799.6753	1499	0
3_MACS_peak_5040_lociStitched	chr12	10295065	10306821	3	5782	6509.2972	1826.8824	1500	0
3_MACS_peak_16359_lociStitched	chr3	50641712	50655819	3	5805	6484.9879	2290.9768	1501	0
1_MACS_peak_1479_lociStitched	chr1	155657027	155659779	1	2753	22016.5504	1065.024	1502	0
2_MACS_peak_21380_lociStitched	chr7	2748550	2756481	2	5482	9868.5433	1203.1327	1503	0
1_MACS_peak_13217_lociStitched	chr2	112249847	112253662	1	3816	18826.262	796.572	1504	0
1_MACS_peak_7299_lociStitched	chr14	106207523	106212068	1	4546	15434.82	415.8675	1505	0
2_MACS_peak_9689_lociStitched	chr17	31154572	31163947	2	5761	6338.4375	1560	1506	0
2_MACS_peak_10981_lociStitched	chr18	56316338	56326803	2	5646	8177.351	1584.401	1507	0
2_MACS_peak_2484_lociStitched	chr10	1093717	1103675	2	4874	14569.5498	1352.2964	1508	0
1_MACS_peak_2742_lociStitched	chr10	32634664	32637065	1	2402	22025.0933	450.1875	1509	0
3_MACS_peak_5503_lociStitched	chr12	57093739	57109184	3	5776	6544.0465	2168.478	1510	0
1_MACS_peak_1358_lociStitched	chr1	150582548	150587502	1	4955	13848.4116	1149.328	1511	0
2_MACS_peak_17783_lociStitched	chr4	40622655	40633933	2	5589	9095.707	1810.119	1512	0
2_MACS_peak_14180_lociStitched	chr2	241518312	241527168	2	5456	9569.7936	826.2648	1513	0
2_MACS_peak_15181_lociStitched	chr21	43942776	43949094	2	5626	8301.2202	1595.9268	1514	0
1_MACS_peak_25477_lociStitched	chrX	135110692	135115728	1	5037	12712.3748	614.8956	1515	0
1_MACS_peak_22673_lociStitched	chr7	154793416	154796409	1	2994	20900.7176	615.0615	1516	0
1_MACS_peak_19192_lociStitched	chr5	100235338	100241065	1	5728	6206.9226	1192.3614	1517	0
1_MACS_peak_18515_lociStitched	chr4	185392387	185397309	1	4923	13692.5118	974.0638	1518	0
1_MACS_peak_5296_lociStitched	chr12	46120248	46125633	1	5386	9988.098	844.368	1519	0
1_MACS_peak_22463_lociStitched	chr7	129588316	129593305	1	4990	13637.9304	1394.4255	1520	0
2_MACS_peak_17596_lociStitched	chr4	9072834	9079833	2	5515	8965.719	1193.3295	1521	0
1_MACS_peak_24369_lociStitched	chr9	108005913	108010645	1	4733	14530.5524	776.048	1522	0
1_MACS_peak_15791_lociStitched	chr22	44419126	44423860	1	4735	14504.976	768.8016	1523	0
4_MACS_peak_21324_lociStitched	chr6	167039626	167048689	4	5748	4721.823	601.7832	1524	0
1_MACS_peak_8866_lociStitched	chr16	54960308	54965923	1	5616	7307.361	929.844	1525	0
3_MACS_peak_15873_lociStitched	chr22	50764788	50782458	3	5608	8624.727	2141.604	1526	0
1_MACS_peak_9584_lociStitched	chr17	21187126	21192627	1	5502	8808.7513	1023.186	1527	0
3_MACS_peak_5885_lociStitched	chr12	108064193	108080710	3	5611	8526.0754	2155.4685	1528	0
2_MACS_peak_10535_lociStitched	chr17	79668938	79680492	2	5086	13203.9112	1805.8902	1529	0
2_MACS_peak_18275_lociStitched	chr4	140128085	140136418	2	5773	4362.3255	1364.9454	1530	0
2_MACS_peak_4361_lociStitched	chr11	72427439	72434357	2	5686	6314.0586	1305.4266	1531	0
2_MACS_peak_10611_lociStitched	chr18	2635863	2642464	2	5680	6022.7524	908.2976	1532	0
3_MACS_peak_1361_lociStitched	chr1	150847928	150863625	3	5634	8925.3142	3206.8971	1533	0
2_MACS_peak_19407_lociStitched	chr5	133978050	133985693	2	5243	11287.1824	1251.1591	1534	0
3_MACS_peak_11347_lociStitched	chr19	10304120	10316068	3	5246	11715.014	1730.0704	1535	0
1_MACS_peak_15735_lociStitched	chr22	41839794	41844996	1	5203	11686.8132	1349.919	1536	0
2_MACS_peak_5442_lociStitched	chr12	53886277	53896019	2	5590	8003.053	1759.4052	1537	0
1_MACS_peak_14958_lociStitched	chr21	11167940	11172280	1	4341	17806.586	2333.184	1538	0
1_MACS_peak_14839_lociStitched	chr20	55126406	55131716	1	5311	10172.898	790.128	1539	0
2_MACS_peak_8967_lociStitched	chr16	67277329	67283021	2	5607	6977.2536	1004.638	1540	0
3_MACS_peak_15763_lociStitched	chr22	42928216	42936195	3	5713	5802.3288	1791.2855	1541	0
2_MACS_peak_23505_lociStitched	chr8	124552237	124560699	2	5530	8263.143	1333.6112	1542	0
1_MACS_peak_15026_lociStitched	chr21	30604685	30610275	1	5591	7289.919	1229.8	1543	0
3_MACS_peak_11136_lociStitched	chr19	1437840	1445946	3	5272	11423.7858	1859.5164	1544	0
3_MACS_peak_24678_lociStitched	chr9	132769132	132779282	3	5601	7411.53	1624	1545	0
1_MACS_peak_1689_lociStitched	chr1	169861774	169864312	1	2539	21589.7508	699.9804	1546	0
2_MACS_peak_8982_lociStitched	chr16	67693068	67702203	2	5574	7851.5325	1697.283	1547	0
1_MACS_peak_13382_lociStitched	chr2	133022205	133027446	1	5242	15020.1819	5241	1548	0
1_MACS_peak_4696_lociStitched	chr11	118659231	118663639	1	4409	15725.0992	725.9976	1549	0
2_MACS_peak_19656_lociStitched	chr5	156692147	156700759	2	5456	9449.9476	1836.9396	1550	0
2_MACS_peak_23411_lociStitched	chr8	103542127	103549558	2	5548	7289.811	856.0512	1551	0
3_MACS_peak_21670_lociStitched	chr7	37244100	37252886	3	5721	4614.4072	1516.4636	1552	0
1_MACS_peak_19126_lociStitched	chr5	88565230	88569847	1	4618	14961.3885	1052.2143	1553	0
2_MACS_peak_14046_lociStitched	chr2	228274688	228280858	2	5090	11876.016	958.818	1554	0
1_MACS_peak_5766_lociStitched	chr12	94583422	94588878	1	5457	8579.56	1107.568	1555	0
1_MACS_peak_23573_lociStitched	chr8	129668078	129673029	1	4952	12856.7568	1017.4305	1556	0
2_MACS_peak_12527_lociStitched	chr2	39320382	39328320	2	5573	7184.6838	1359.7794	1557	0
1_MACS_peak_18116_lociStitched	chr4	103746434	103750762	1	4329	16412.6416	1160.3368	1558	0
1_MACS_peak_22122_lociStitched	chr7	98475566	98480869	1	5304	9922.4433	939.6916	1559	0
1_MACS_peak_19856_lociStitched	chr5	179244934	179249243	1	4310	16108.3347	776.4818	1560	0
2_MACS_peak_11134_lociStitched	chr19	1400449	1409736	2	5285	10840.7151	1715.3089	1561	0
2_MACS_peak_22289_lociStitched	chr7	107842862	107853705	2	5490	9205.707	2320.402	1562	0
2_MACS_peak_24703_lociStitched	chr9	134594956	134606056	2	5493	8467.08	1623.93	1563	0
2_MACS_peak_5472_lociStitched	chr12	56320101	56326224	2	5616	6220.968	1271.7471	1564	0
2_MACS_peak_10119_lociStitched	chr17	54985142	54992470	2	5457	8710.7936	1436.288	1565	0
3_MACS_peak_8344_lociStitched	chr16	2556783	2571649	3	5052	12649.4794	1620.394	1566	0
1_MACS_peak_11950_lociStitched	chr19	47287157	47292337	1	5181	11181.03	1197.098	1567	0
2_MACS_peak_4319_lociStitched	chr11	68605805	68612200	2	5587	6394.3605	1028.316	1568	0
3_MACS_peak_17380_lociStitched	chr3	191007984	191019425	3	5693	5209.0873	2299.641	1569	0
3_MACS_peak_23385_lociStitched	chr8	101440689	101452337	3	5510	7341.7344	899.2256	1570	0
1_MACS_peak_12995_lociStitched	chr2	87783011	87788198	1	5188	10604.3028	783.7557	1571	0
1_MACS_peak_13725_lociStitched	chr2	188731261	188736000	1	4740	13691.9188	718.9063	1572	0
2_MACS_peak_8401_lociStitched	chr16	4554474	4566963	2	5491	8687.3484	2100.6498	1573	0
1_MACS_peak_410_lociStitched	chr1	28831531	28836761	1	5231	10534.266	1193.486	1574	0
1_MACS_peak_12269_lociStitched	chr2	10584289	10589625	1	5337	9297.98	984.492	1575	0
1_MACS_peak_12142_lociStitched	chr19	57790675	57795684	1	5010	12137.3079	1032.3549	1576	0
2_MACS_peak_22100_lociStitched	chr7	95495781	95505672	2	5406	9274.7907	1796.2056	1577	0
1_MACS_peak_415_lociStitched	chr1	28924371	28929678	1	5308	9498.4686	961.0977	1578	0
3_MACS_peak_15270_lociStitched	chr22	17697123	17702968	3	5624	5038.39	940.4605	1579	0
3_MACS_peak_23177_lociStitched	chr8	61821116	61830013	3	5587	5978.784	1148.6027	1580	0
2_MACS_peak_16631_lociStitched	chr3	101438856	101444896	2	5493	7434.636	1101.696	1581	0
1_MACS_peak_23748_lociStitched	chr9	624915	630308	1	5394	8511.7719	936.2248	1582	0
3_MACS_peak_8271_lociStitched	chr16	122374	135932	3	5564	7090.834	1872.3598	1583	0
1_MACS_peak_5367_lociStitched	chr12	49759681	49764895	1	5215	10152.1794	813.9054	1584	0
2_MACS_peak_12373_lociStitched	chr2	25598927	25604573	2	5592	5604.7842	994.8252	1585	0
3_MACS_peak_25230_lociStitched	chrX	70837493	70850195	3	5499	7306.1904	1174.935	1586	0
2_MACS_peak_2366_lociStitched	chr1	235146536	235152447	2	5332	9757.8788	1588.8768	1587	0
3_MACS_peak_24613_lociStitched	chr9	130689100	130700588	3	5605	6301.168	2024.1856	1588	0
3_MACS_peak_25438_lociStitched	chrX	129299017	129308522	3	5626	4562.4	762.301	1589	0
1_MACS_peak_8036_lociStitched	chr15	81291418	81295066	1	3649	18177.6192	550.4832	1590	0
3_MACS_peak_24406_lociStitched	chr9	112730105	112738069	3	5638	4951.2188	1591.2072	1591	0
2_MACS_peak_4310_lociStitched	chr11	68033032	68041020	2	5285	9975.4144	1406.6868	1592	0
2_MACS_peak_18213_lociStitched	chr4	122058912	122066700	2	5521	6812.1636	1138.6056	1593	0
4_MACS_peak_11509_lociStitched	chr19	16284057	16297062	4	5627	5272.227	1655.5365	1594	0
1_MACS_peak_15570_lociStitched	chr22	36726083	36730171	1	4089	16794.3216	838.04	1595	0
2_MACS_peak_13171_lociStitched	chr2	110394096	110403083	2	5509	6976.6081	1133.2607	1596	0
1_MACS_peak_5616_lociStitched	chr12	69200544	69205133	1	4590	14318.5978	748.9248	1597	0
1_MACS_peak_15985_lociStitched	chr3	13371835	13376763	1	4929	12303.2448	817.5552	1598	0
1_MACS_peak_10923_lociStitched	chr18	48677413	48681672	1	4260	15987.0083	804.5251	1599	0
2_MACS_peak_18702_lociStitched	chr5	15440540	15448508	2	5574	5893.9296	1258.1472	1600	0
