#03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_ROSE/03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam
#Using cutoff of 13641.8886 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isSuper
4_MACS_peak_1859_lociStitched	chr1	192497903	192521009	4	16057	28492.0086	5344.4178	261	1
1_MACS_peak_18544_lociStitched	chr4	186345498	186348110	1	2613	23816.9996	690.874	262	1
6_MACS_peak_15681_lociStitched	chr22	39631671	39664011	6	16473	27456.66	4359.432	263	1
2_MACS_peak_2540_lociStitched	chr10	6961759	6973211	2	7257	24873.744	1778.4956	264	1
1_MACS_peak_3018_lociStitched	chr10	74077941	74083554	1	5614	23858.6178	779.0844	265	1
2_MACS_peak_19448_lociStitched	chr5	138719847	138730374	2	9668	25664.826	2605.4325	266	1
1_MACS_peak_8154_lociStitched	chr15	90637206	90646597	1	9392	24871.1244	1894.1647	267	1
2_MACS_peak_17438_lociStitched	chr3	195631950	195642590	2	6930	25758.376	2836.624	268	1
1_MACS_peak_2436_lociStitched	chr1	245132484	245135717	1	3234	23805.5489	888.1051	269	1
2_MACS_peak_15117_lociStitched	chr21	37905187	37917072	2	8571	25754.795	2898.7515	270	1
1_MACS_peak_18578_lociStitched	chr5	9857	12057	1	2201	27709.44	4970.68	271	1
4_MACS_peak_11128_lociStitched	chr19	1258600	1277364	4	10123	26359.6672	3673.9912	272	1
4_MACS_peak_11181_lociStitched	chr19	2455304	2480531	4	12469	27618.5196	4989.9006	273	1
5_MACS_peak_23690_lociStitched	chr8	145001963	145027943	5	14241	25727.994	3179.952	274	1
1_MACS_peak_10712_lociStitched	chr18	13609933	13615179	1	5247	23588.639	1089.5942	275	1
2_MACS_peak_15229_lociStitched	chr21	45659653	45668038	2	7147	24365.9715	1966.2825	276	1
2_MACS_peak_10562_lociStitched	chr17	80249735	80257408	2	4958	23942.8292	1559.1536	277	1
2_MACS_peak_10572_lociStitched	chr17	80405744	80417907	2	6983	24248.1568	1905.9421	278	1
1_MACS_peak_21518_lociStitched	chr7	20368303	20372884	1	4582	23172.0723	851.1498	279	1
4_MACS_peak_8597_lociStitched	chr16	22195049	22219229	4	12316	26876.07	4555.512	280	1
2_MACS_peak_4193_lociStitched	chr11	65238016	65246360	2	5842	23901.388	1583.6912	281	1
1_MACS_peak_10173_lociStitched	chr17	57695359	57698721	1	3363	22805.4546	540.9458	282	1
1_MACS_peak_12433_lociStitched	chr2	28612420	28617151	1	4732	23250.9726	1032.3042	283	1
2_MACS_peak_1440_lociStitched	chr1	154755641	154766029	2	9258	25042.3516	2862.9328	284	1
1_MACS_peak_11756_lociStitched	chr19	38537130	38541188	1	4059	23060.3966	895.1948	285	1
2_MACS_peak_9217_lociStitched	chr16	89033504	89046053	2	8507	23119.0227	1025.2533	286	1
3_MACS_peak_10455_lociStitched	chr17	76139640	76152461	3	9106	24190.6628	2098.7977	287	1
1_MACS_peak_20538_lociStitched	chr6	45673950	45683988	1	10039	23704.737	1744.6044	288	1
2_MACS_peak_4662_lociStitched	chr11	115125174	115137372	2	10063	23792.199	1900.4484	289	1
5_MACS_peak_19114_lociStitched	chr5	87954731	87976691	5	9923	25034.4	3179.808	290	1
4_MACS_peak_19818_lociStitched	chr5	176717358	176740561	4	12287	26010.563	4174.2197	291	1
1_MACS_peak_22976_lociStitched	chr8	29409719	29417097	1	7379	23238.4866	1589.2212	292	1
3_MACS_peak_10436_lociStitched	chr17	75435095	75447516	3	8319	23242.1752	1659.4456	293	1
1_MACS_peak_20914_lociStitched	chr6	109702044	109705159	1	3116	22384.7015	802.1125	294	1
4_MACS_peak_12828_lociStitched	chr2	70335194	70360814	4	8958	25386.858	3807.132	295	1
1_MACS_peak_2742_lociStitched	chr10	32634664	32637065	1	2402	22025.0933	450.1875	296	1
2_MACS_peak_1999_lociStitched	chr1	205248270	205258843	2	8779	24435.2603	3002.732	297	1
1_MACS_peak_4325_lociStitched	chr11	69060780	69067285	1	6506	22985.4175	1578.113	298	1
3_MACS_peak_12375_lociStitched	chr2	25623656	25645465	3	10652	24818.642	3456.7265	299	1
3_MACS_peak_25545_lociStitched	chrX	153233745	153252437	3	9407	22899.5692	1538.3516	300	1
2_MACS_peak_6813_lociStitched	chr14	50465596	50476604	2	7441	22433.2032	1073.28	301	1
4_MACS_peak_13877_lociStitched	chr2	204552971	204573792	4	11085	25318.336	4008.0425	302	1
4_MACS_peak_19861_lociStitched	chr5	180228655	180249385	4	12355	24672.846	3364.479	303	1
1_MACS_peak_24220_lociStitched	chr9	93794827	93799759	1	4933	22490.4132	1212.2856	304	1
3_MACS_peak_11595_lociStitched	chr19	19050291	19062817	3	11235	23273.308	2034.2224	305	1
3_MACS_peak_5329_lociStitched	chr12	48200519	48219051	3	13860	24271.3604	3107.8164	306	1
1_MACS_peak_10989_lociStitched	chr18	56806235	56811871	1	5637	22284.744	1142.4172	307	1
1_MACS_peak_23616_lociStitched	chr8	134244497	134248956	1	4460	22217.4134	1091.1173	308	1
4_MACS_peak_8195_lociStitched	chr15	93346246	93364341	4	8698	23997.589	2893.3905	309	1
3_MACS_peak_17472_lociStitched	chr3	197450217	197464921	3	8332	24442.4592	3346.6304	310	1
4_MACS_peak_4475_lociStitched	chr11	82764520	82790259	4	12667	25443.0015	4432.2558	311	1
1_MACS_peak_14652_lociStitched	chr20	42377886	42383067	1	5182	22352.9064	1347.5781	312	1
3_MACS_peak_321_lociStitched	chr1	25346939	25364367	3	9011	23440.66	2462.5764	313	1
2_MACS_peak_9789_lociStitched	chr17	36856187	36863157	2	6964	22211.299	1250.418	314	1
1_MACS_peak_1479_lociStitched	chr1	155657027	155659779	1	2753	22016.5504	1065.024	315	1
1_MACS_peak_1689_lociStitched	chr1	169861774	169864312	1	2539	21589.7508	699.9804	316	1
2_MACS_peak_362_lociStitched	chr1	27018397	27031257	2	12442	23286.888	2412.536	317	1
2_MACS_peak_25105_lociStitched	chrX	48793543	48804748	2	7241	22041.3555	1294.1775	318	1
3_MACS_peak_1488_lociStitched	chr1	155939671	155954274	3	12004	24645.4831	3909.2231	319	1
3_MACS_peak_1497_lociStitched	chr1	156065142	156085981	3	11554	24917.1923	4232.4009	320	1
2_MACS_peak_20859_lociStitched	chr6	106585320	106595894	2	9171	22812.3476	2128.5462	321	1
1_MACS_peak_19432_lociStitched	chr5	137672711	137674860	1	2150	21181.6185	498.3531	322	1
1_MACS_peak_5767_lociStitched	chr12	94597585	94603628	1	6044	21922.7954	1250.2967	323	1
2_MACS_peak_11500_lociStitched	chr19	16180567	16191467	2	6955	22293.77	1624.1	324	1
1_MACS_peak_19151_lociStitched	chr5	90674598	90681075	1	6478	21903.9186	1272.7305	325	1
2_MACS_peak_15445_lociStitched	chr22	27004574	27015135	2	10426	22412.5542	1830.2213	326	1
2_MACS_peak_9539_lociStitched	chr17	18964184	18974494	2	5386	22215.988	1648.569	327	1
3_MACS_peak_4294_lociStitched	chr11	67647079	67659987	3	7868	22494.7716	1956.8528	328	1
1_MACS_peak_12503_lociStitched	chr2	37601660	37606367	1	4708	21557.5893	1044.0126	329	1
5_MACS_peak_4825_lociStitched	chr11	128585980	128609699	5	18140	24800.5864	4304.9985	330	1
2_MACS_peak_18549_lociStitched	chr4	186507039	186515089	2	6645	22139.11	1652.665	331	1
3_MACS_peak_20754_lociStitched	chr6	88625606	88640464	3	13677	23239.3978	2757.6448	332	1
3_MACS_peak_15986_lociStitched	chr3	13455167	13470835	3	7668	23100.8992	2619.6896	333	1
2_MACS_peak_10371_lociStitched	chr17	73774218	73782439	2	5923	22260.8238	1829.1725	334	1
2_MACS_peak_331_lociStitched	chr1	25869662	25879268	2	8204	22222.5204	1895.2638	335	1
2_MACS_peak_4625_lociStitched	chr11	111237775	111251445	2	12828	22582.84	2265.119	336	1
1_MACS_peak_22673_lociStitched	chr7	154793416	154796409	1	2994	20900.7176	615.0615	337	1
2_MACS_peak_3848_lociStitched	chr11	19450173	19465317	2	13015	23176.3776	2986.3968	338	1
1_MACS_peak_15374_lociStitched	chr22	23198568	23210581	1	12014	21321.8737	1144.8389	339	1
1_MACS_peak_12615_lociStitched	chr2	47208500	47214739	1	6240	21690.5074	1530.4267	340	1
1_MACS_peak_15994_lociStitched	chr3	14161126	14168242	1	7117	21575.712	1490.0904	341	1
2_MACS_peak_9305_lociStitched	chr17	2294502	2306110	2	7311	21820.7184	1753.9688	342	1
1_MACS_peak_1240_lociStitched	chr1	143741964	143746131	1	4168	21553.3908	1491.3693	343	1
1_MACS_peak_21514_lociStitched	chr7	20254879	20262658	1	7780	21681.6288	1663.1502	344	1
1_MACS_peak_15306_lociStitched	chr22	19465737	19468176	1	2440	20583.9405	592.677	345	1
1_MACS_peak_2433_lociStitched	chr1	244996371	245000090	1	3720	21180.8207	1208.675	346	1
3_MACS_peak_11172_lociStitched	chr19	2254585	2271865	3	11245	23860.224	3908.736	347	1
1_MACS_peak_258_lociStitched	chr1	21615572	21622786	1	7215	21561.9246	1638.2994	348	1
4_MACS_peak_18881_lociStitched	chr5	55437246	55453546	4	14069	22795.55	2901.4	349	1
1_MACS_peak_3517_lociStitched	chr10	125155752	125163738	1	7987	21686.7816	1795.2528	350	1
2_MACS_peak_11502_lociStitched	chr19	16221287	16231956	2	7423	21894.9218	2020.7086	351	1
2_MACS_peak_14676_lociStitched	chr20	43270428	43282197	2	10577	22296.3705	2439.7137	352	1
1_MACS_peak_14650_lociStitched	chr20	42308809	42312262	1	3454	20765.3061	1002.0606	353	1
3_MACS_peak_22936_lociStitched	chr8	27208587	27239163	3	17519	24821.5968	5072.5584	354	1
3_MACS_peak_10469_lociStitched	chr17	76711284	76733796	3	16961	23594.8272	3847.3008	355	1
6_MACS_peak_8696_lociStitched	chr16	29815811	29837298	6	11530	23087.7815	3347.6746	356	1
1_MACS_peak_9822_lociStitched	chr17	38016966	38025056	1	8091	21444.163	1707.799	357	1
2_MACS_peak_13159_lociStitched	chr2	109829223	109843651	2	12365	22406.684	2686.4936	358	1
5_MACS_peak_9963_lociStitched	chr17	43505067	43531544	5	15639	23479.8036	3762.3817	359	1
1_MACS_peak_1429_lociStitched	chr1	154296819	154302504	1	5686	21485.889	1788.501	360	1
1_MACS_peak_24217_lociStitched	chr9	93702109	93708122	1	6014	20624.59	971.7008	361	1
2_MACS_peak_13691_lociStitched	chr2	182168526	182180019	2	11449	21519.4932	1879.1055	362	1
2_MACS_peak_1578_lociStitched	chr1	161007831	161017820	2	5419	22518.2027	2889.8177	363	1
3_MACS_peak_6623_lociStitched	chr13	114863289	114877625	3	7825	21472.4608	1873.7152	364	1
2_MACS_peak_17749_lociStitched	chr4	38124207	38136348	2	8971	21455.5752	1901.2806	365	1
1_MACS_peak_22475_lociStitched	chr7	130790115	130797046	1	6932	21267.0804	1733.4431	366	1
1_MACS_peak_15191_lociStitched	chr21	44580456	44587498	1	7043	21230.2216	1725.9942	367	1
4_MACS_peak_2544_lociStitched	chr10	7511439	7535565	4	12277	23344.3176	3864.9852	368	1
1_MACS_peak_20261_lociStitched	chr6	30582430	30587011	1	4582	20815.1478	1350.0207	369	1
2_MACS_peak_17452_lociStitched	chr3	196358099	196371332	2	10172	22489.4835	3051.5298	370	1
2_MACS_peak_25176_lociStitched	chrX	58149562	58159731	2	9509	20284.1043	854.196	371	1
2_MACS_peak_10363_lociStitched	chr17	73628679	73643880	2	8392	21738.9501	2313.5922	372	1
5_MACS_peak_25557_lociStitched	chrX	153596715	153627908	5	13879	21863.1737	2442.4119	373	1
3_MACS_peak_12040_lociStitched	chr19	50369517	50382092	3	6443	21966.01	2553.9825	374	1
3_MACS_peak_24403_lociStitched	chr9	112669058	112683122	3	9212	21630.432	2264.304	375	1
1_MACS_peak_14857_lociStitched	chr20	56192082	56197387	1	5306	20554.2225	1228.1075	376	1
2_MACS_peak_6616_lociStitched	chr13	114581508	114594694	2	9050	21427.25	2136.132	377	1
2_MACS_peak_3339_lociStitched	chr10	104153091	104160100	2	5540	20596.6474	1395.4919	378	1
1_MACS_peak_20128_lociStitched	chr6	24719005	24722738	1	3734	19935.7132	771.2378	379	1
1_MACS_peak_24321_lociStitched	chr9	100744436	100748144	1	3709	19569.3408	412.7004	380	1
2_MACS_peak_15418_lociStitched	chr22	24822321	24831886	2	7008	20843.0915	1688.2225	381	1
5_MACS_peak_4374_lociStitched	chr11	72950436	72964427	5	8974	20926.3387	1775.4579	382	1
1_MACS_peak_12770_lociStitched	chr2	65214505	65219637	1	5133	19960.4008	819.0672	383	1
3_MACS_peak_16810_lociStitched	chr3	125548289	125560797	3	10102	21343.6512	2222.6716	384	1
2_MACS_peak_11770_lociStitched	chr19	39338896	39348883	2	7458	20708.0445	1587.933	385	1
1_MACS_peak_888_lociStitched	chr1	66795825	66803464	1	7640	20568.0075	1467.4519	386	1
2_MACS_peak_21083_lociStitched	chr6	135190564	135204125	2	7356	21606.7413	2507.4289	387	1
3_MACS_peak_21522_lociStitched	chr7	20476457	20490753	3	12159	21129.488	2098.6528	388	1
1_MACS_peak_14009_lociStitched	chr2	223519173	223522014	1	2842	19523.6361	496.0386	389	1
4_MACS_peak_19787_lociStitched	chr5	173696387	173710070	4	11431	21038.9808	2056.5549	390	1
2_MACS_peak_1398_lociStitched	chr1	152006526	152021751	2	9406	22842.0675	3937.185	391	1
1_MACS_peak_22022_lociStitched	chr7	78114698	78128354	1	13657	21196.8432	2303.7672	392	1
4_MACS_peak_15699_lociStitched	chr22	39910788	39929654	4	10232	22578.8288	3695.8494	393	1
1_MACS_peak_4685_lociStitched	chr11	117877480	117884580	1	7101	19990.76	1150.91	394	1
2_MACS_peak_8041_lociStitched	chr15	81576176	81596115	2	13551	22233.9789	3397.6056	395	1
2_MACS_peak_23067_lociStitched	chr8	38793099	38802239	2	6276	20385.856	1551.972	396	1
3_MACS_peak_15211_lociStitched	chr21	45194974	45210610	3	11182	22253.1552	3444.6108	397	1
1_MACS_peak_2246_lociStitched	chr1	226127436	226134761	1	7326	20722.425	1998.9925	398	1
4_MACS_peak_7935_lociStitched	chr15	75065396	75083587	4	16373	21927.4314	3214.3497	399	1
4_MACS_peak_20139_lociStitched	chr6	25366706	25390092	4	16742	23016.5012	4338.103	400	1
4_MACS_peak_15880_lociStitched	chr22	50962755	50983647	4	9283	21209.5584	2536.2888	401	1
1_MACS_peak_2498_lociStitched	chr10	3824225	3828921	1	4697	19384.6184	751.36	402	1
1_MACS_peak_24227_lociStitched	chr9	93952825	93957418	1	4594	19718.2083	1089.4596	403	1
1_MACS_peak_9443_lociStitched	chr17	8149533	8153839	1	4307	19358.4842	792.304	404	1
2_MACS_peak_16739_lociStitched	chr3	119354676	119362841	2	6863	20325.1345	1766.0895	405	1
1_MACS_peak_19767_lociStitched	chr5	172460608	172464723	1	4116	19470.534	928.344	406	1
2_MACS_peak_15384_lociStitched	chr22	23477970	23488808	2	9609	20608.457	2068.9742	407	1
1_MACS_peak_1803_lociStitched	chr1	183809094	183815577	1	6484	20338.4676	1800.3291	408	1
2_MACS_peak_15197_lociStitched	chr21	44771953	44783298	2	4906	20912.2385	2384.719	409	1
1_MACS_peak_11711_lociStitched	chr19	35738010	35740719	1	2710	19072.1727	572.6826	410	1
1_MACS_peak_23621_lociStitched	chr8	134508440	134515546	1	7107	20187.4354	1708.2824	411	1
1_MACS_peak_4788_lociStitched	chr11	125931479	125933733	1	2255	18851.7798	440.8824	412	1
1_MACS_peak_15074_lociStitched	chr21	34913018	34916739	1	3722	19614.8794	1214.5344	413	1
2_MACS_peak_17077_lociStitched	chr3	156804573	156811930	2	6445	20771.7538	2385.1394	414	1
1_MACS_peak_2573_lociStitched	chr10	12083478	12086450	1	2973	19084.1036	707.9304	415	1
3_MACS_peak_10306_lociStitched	chr17	70582472	70602142	3	14319	22172.024	3812.046	416	1
2_MACS_peak_17229_lociStitched	chr3	178230328	178241121	2	10553	20780.8422	2438.1387	417	1
1_MACS_peak_17111_lociStitched	chr3	160116285	160123441	1	7157	20233.59	1907.074	418	1
1_MACS_peak_22236_lociStitched	chr7	104621254	104625787	1	4534	19423.905	1147.3023	419	1
3_MACS_peak_22200_lociStitched	chr7	101921934	101935690	3	10304	20508.8204	2232.5988	420	1
3_MACS_peak_17753_lociStitched	chr4	38307113	38322490	3	12324	20906.5692	2640.2309	421	1
3_MACS_peak_1588_lociStitched	chr1	161144581	161163281	3	11805	22933.68	4675	422	1
1_MACS_peak_3610_lociStitched	chr11	267157	271427	1	4271	19122.768	872.361	423	1
1_MACS_peak_14381_lociStitched	chr20	17946110	17951366	1	5257	19427.2272	1206.7776	424	1
1_MACS_peak_10480_lociStitched	chr17	76884446	76889197	1	4752	19426.3639	1262.8158	425	1
4_MACS_peak_15655_lociStitched	chr22	39362539	39386428	4	11853	21899.0463	3805.5177	426	1
1_MACS_peak_4182_lociStitched	chr11	64899429	64903660	1	4232	19415.6359	1342.0732	427	1
3_MACS_peak_17156_lociStitched	chr3	169755029	169776690	3	11951	22436.4638	4371.1898	428	1
1_MACS_peak_13217_lociStitched	chr2	112249847	112253662	1	3816	18826.262	796.572	429	1
3_MACS_peak_5606_lociStitched	chr12	68752083	68770562	3	9967	21023.5583	3043.4913	430	1
2_MACS_peak_21578_lociStitched	chr7	25979807	25992272	2	7070	19939.014	1984.428	431	1
1_MACS_peak_6968_lociStitched	chr14	69258317	69263825	1	5509	18433.6236	489.6612	432	1
1_MACS_peak_12260_lociStitched	chr2	10259763	10265049	1	5287	19089.3318	1155.5196	433	1
1_MACS_peak_21040_lociStitched	chr6	130003847	130010520	1	6674	19323.6734	1426.0201	434	1
2_MACS_peak_14066_lociStitched	chr2	231729574	231739480	2	9853	18970.9806	1095.6036	435	1
2_MACS_peak_25025_lociStitched	chrX	40028636	40037047	2	5778	18593.3566	748.579	436	1
2_MACS_peak_9337_lociStitched	chr17	4268168	4281399	2	9281	19816.0687	1979.3576	437	1
2_MACS_peak_20416_lociStitched	chr6	36643543	36652025	2	7589	19240.5688	1417.3422	438	1
2_MACS_peak_10409_lociStitched	chr17	74721516	74734998	2	6573	20198.7324	2383.6176	439	1
2_MACS_peak_263_lociStitched	chr1	22106986	22119550	2	5980	19890.0684	2095.6752	440	1
2_MACS_peak_10010_lociStitched	chr17	46124272	46134555	2	5609	19400.9361	1640.1385	441	1
2_MACS_peak_2313_lociStitched	chr1	230238427	230249394	2	10939	20446.8748	2692.3985	442	1
2_MACS_peak_23655_lociStitched	chr8	142126366	142140685	2	9020	20069.5104	2325.4056	443	1
1_MACS_peak_852_lociStitched	chr1	62900968	62903971	1	3004	18426.7083	716.2155	444	1
6_MACS_peak_19776_lociStitched	chr5	173310102	173343560	6	20434	23283.4222	5604.215	445	1
3_MACS_peak_8303_lociStitched	chr16	1345932	1360841	3	5844	19402.5726	1723.4804	446	1
2_MACS_peak_40_lociStitched	chr1	1668872	1678983	2	5574	19369.6427	1711.7923	447	1
4_MACS_peak_21085_lociStitched	chr6	135323100	135343842	4	10681	20876.823	3221.2326	448	1
3_MACS_peak_21375_lociStitched	chr7	2594396	2606848	3	4667	19128.7624	1478.0524	449	1
2_MACS_peak_22163_lociStitched	chr7	100025339	100034972	2	5485	19389.3024	1741.6464	450	1
6_MACS_peak_8716_lociStitched	chr16	30193848	30227644	6	16148	24302.7036	6657.812	451	1
1_MACS_peak_14732_lociStitched	chr20	46386140	46392760	1	6621	19204.62	1561.658	452	1
1_MACS_peak_17164_lociStitched	chr3	169939234	169941515	1	2282	18422.2684	784.4359	453	1
1_MACS_peak_8616_lociStitched	chr16	23413494	23419470	1	5977	18733.5648	1105.56	454	1
1_MACS_peak_8036_lociStitched	chr15	81291418	81295066	1	3649	18177.6192	550.4832	455	1
1_MACS_peak_24637_lociStitched	chr9	131417769	131419982	1	2214	17975.3138	407.6346	456	1
2_MACS_peak_2046_lociStitched	chr1	207093032	207104856	2	7115	20566.6656	3044.68	457	1
4_MACS_peak_21951_lociStitched	chr7	74057294	74076811	4	10474	20543.5942	3030.9901	458	1
4_MACS_peak_13776_lociStitched	chr2	197023917	197048429	4	13974	21744.5952	4250.3808	459	1
1_MACS_peak_1408_lociStitched	chr1	153605987	153607990	1	2004	18123.9452	638.957	460	1
1_MACS_peak_10620_lociStitched	chr18	3245513	3249556	1	4044	18418.6951	954.148	461	1
5_MACS_peak_7322_lociStitched	chr15	20969432	20995785	5	11915	21087.6706	3639.3493	462	1
1_MACS_peak_14721_lociStitched	chr20	45979582	45987283	1	7702	18852.8181	1540.9701	463	1
1_MACS_peak_12472_lociStitched	chr2	33699968	33705434	1	5467	18519.3546	1209.6258	464	1
1_MACS_peak_23055_lociStitched	chr8	38237373	38245042	1	7670	18769.1106	1483.1846	465	1
1_MACS_peak_7855_lociStitched	chr15	68568753	68578715	1	9963	19188.8044	1915.6926	466	1
2_MACS_peak_19366_lociStitched	chr5	131790522	131804246	2	10691	20310.1476	3060.452	467	1
1_MACS_peak_17405_lociStitched	chr3	193799245	193804693	1	5449	18711.156	1468.236	468	1
7_MACS_peak_4147_lociStitched	chr11	63992793	64019785	7	12994	21607.096	4372.704	469	1
4_MACS_peak_12122_lociStitched	chr19	56145986	56167702	4	9638	20871.2476	3641.7732	470	1
1_MACS_peak_22676_lociStitched	chr7	155087987	155092173	1	4187	18437.237	1228.591	471	1
4_MACS_peak_20357_lociStitched	chr6	33537619	33558808	4	9574	20568.1623	3386.0022	472	1
2_MACS_peak_2026_lociStitched	chr1	206727916	206738849	2	10669	20022.6962	2841.4867	473	1
3_MACS_peak_20020_lociStitched	chr6	11713967	11733934	3	10858	20006.934	2831.3206	474	1
2_MACS_peak_24774_lociStitched	chr9	139793176	139798205	2	4536	18336.2369	1168.2367	475	1
2_MACS_peak_1235_lociStitched	chr1	143461200	143469148	2	7820	21202.0848	4043.1476	476	1
1_MACS_peak_5502_lociStitched	chr12	57076638	57083862	1	7225	18512.2224	1359.5568	477	1
1_MACS_peak_13959_lociStitched	chr2	217080571	217088876	1	8306	18993.535	1867.7945	478	1
1_MACS_peak_1445_lociStitched	chr1	154830356	154835501	1	5146	18582.1965	1477.644	479	1
1_MACS_peak_14827_lociStitched	chr20	52824015	52825929	1	1915	17529.1776	435.2436	480	1
6_MACS_peak_7508_lociStitched	chr15	40330041	40358379	6	14354	21783.4206	4695.6066	481	1
1_MACS_peak_19122_lociStitched	chr5	88175328	88186640	1	11313	19017.7344	1978.4688	482	1
1_MACS_peak_19522_lociStitched	chr5	142777646	142785986	1	8341	18645.738	1634.64	483	1
6_MACS_peak_9829_lociStitched	chr17	38251385	38280321	6	15175	21496.5544	4487.9736	484	1
1_MACS_peak_17082_lociStitched	chr3	156876108	156879525	1	3418	17968.9779	963.594	485	1
5_MACS_peak_10329_lociStitched	chr17	72733361	72756614	5	16301	21116.0493	4113.4557	486	1
1_MACS_peak_24219_lociStitched	chr9	93733102	93738161	1	5060	17911.8954	910.1141	487	1
2_MACS_peak_1725_lociStitched	chr1	174959040	174970575	2	4815	19486.0755	2510.016	488	1
1_MACS_peak_15149_lociStitched	chr21	41384562	41389870	1	5309	18642.7576	1666.712	489	1
1_MACS_peak_22960_lociStitched	chr8	28347022	28353204	1	6183	18096.5686	1167.1616	490	1
1_MACS_peak_7962_lociStitched	chr15	75491299	75497612	1	6314	18267.2968	1342.1438	491	1
3_MACS_peak_24229_lociStitched	chr9	94181081	94195301	3	12869	19509.84	2599.416	492	1
1_MACS_peak_1290_lociStitched	chr1	146555535	146557409	1	1875	17442.0676	535.2144	493	1
1_MACS_peak_24332_lociStitched	chr9	101983060	101985992	1	2933	17579.0992	678.4648	494	1
2_MACS_peak_25016_lociStitched	chrX	39712605	39720911	2	5817	17731.6488	831.4306	495	1
1_MACS_peak_6475_lociStitched	chr13	78688986	78696715	1	7730	18318.5029	1453.8249	496	1
4_MACS_peak_3116_lociStitched	chr10	81946483	81966250	4	10776	20085.2487	3225.9744	497	1
3_MACS_peak_9610_lociStitched	chr17	27037648	27056500	3	8177	20017.0536	3185.988	498	1
1_MACS_peak_2434_lociStitched	chr1	245025436	245028983	1	3548	17889.2945	1064.8094	499	1
3_MACS_peak_4074_lociStitched	chr11	60672700	60684139	3	8702	19339.9173	2529.1629	500	1
5_MACS_peak_9397_lociStitched	chr17	7136543	7156602	5	9754	20255.5782	3472.2129	501	1
2_MACS_peak_17539_lociStitched	chr4	4029595	4037240	2	6760	18257.789	1501.478	502	1
5_MACS_peak_7331_lociStitched	chr15	21975949	22002654	5	14038	20733.762	3989.727	503	1
1_MACS_peak_8258_lociStitched	chr15	101737960	101743429	1	5470	17818.5489	1080.6744	504	1
1_MACS_peak_13178_lociStitched	chr2	110754388	110760126	1	5739	17829.6874	1094.8104	505	1
7_MACS_peak_16247_lociStitched	chr3	46317785	46347195	7	18331	21639.878	4926.175	506	1
2_MACS_peak_10567_lociStitched	chr17	80307437	80316041	2	5161	18317.0556	1623.5748	507	1
3_MACS_peak_14658_lociStitched	chr20	42568839	42585652	3	12567	19575.3759	2885.1108	508	1
1_MACS_peak_22603_lociStitched	chr7	148579639	148582941	1	3303	17526.3556	845.312	509	1
3_MACS_peak_3013_lociStitched	chr10	74006840	74024538	3	9520	19428.8644	2748.4994	510	1
3_MACS_peak_4301_lociStitched	chr11	67760369	67778614	3	9538	19879.752	3203.822	511	1
2_MACS_peak_3655_lociStitched	chr11	2479703	2489790	2	6082	18209.0524	1561.4676	512	1
3_MACS_peak_20430_lociStitched	chr6	37121924	37140494	3	8995	19095.531	2453.097	513	1
4_MACS_peak_11162_lociStitched	chr19	2041034	2062882	4	8930	20644.1752	4006.9232	514	1
5_MACS_peak_7054_lociStitched	chr14	77487992	77510095	5	12261	18469.2668	1834.549	515	1
2_MACS_peak_16878_lociStitched	chr3	129893084	129900412	2	6473	17905.2352	1316.8416	516	1
4_MACS_peak_9569_lociStitched	chr17	20204689	20221787	4	10530	18648.7886	2062.0188	517	1
2_MACS_peak_17899_lociStitched	chr4	71542032	71555123	2	9348	18750.2393	2190.1243	518	1
2_MACS_peak_23904_lociStitched	chr9	33288760	33298546	2	5407	18592.4214	2042.3382	519	1
3_MACS_peak_11350_lociStitched	chr19	10329594	10347968	3	9349	19478.2774	2983.9376	520	1
3_MACS_peak_17147_lociStitched	chr3	169481537	169492324	3	6132	18483.5245	2009.6181	521	1
1_MACS_peak_24339_lociStitched	chr9	102580651	102587595	1	6945	17596.7904	1131.872	522	1
2_MACS_peak_24110_lociStitched	chr9	73026751	73036530	2	6800	17819.2938	1395.4633	523	1
4_MACS_peak_7080_lociStitched	chr14	81930688	81952801	4	14798	18678.8511	2262.1599	524	1
1_MACS_peak_1134_lociStitched	chr1	111172969	111181184	1	8216	17479.877	1066.307	525	1
4_MACS_peak_9512_lociStitched	chr17	17725460	17744747	4	8670	19248.426	2839.0464	526	1
1_MACS_peak_3661_lociStitched	chr11	2792881	2801389	1	8509	17988.4644	1597.8024	527	1
2_MACS_peak_15648_lociStitched	chr22	39146400	39152965	2	6510	17680.858	1291.3355	528	1
2_MACS_peak_4755_lociStitched	chr11	122930799	122941610	2	6858	18318.1584	1938.4123	529	1
