REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_10663_lociStitched	chr18	9134489	9151997	2	12844	19705.254	3335.274	158	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.8943000000000001	158	1
2_MACS_peak_4625_lociStitched	chr11	111237775	111251445	2	12828	22582.84	2265.119	159	POU2AF1		POU2AF1	POU2AF1	0.5820000000000001	159	1
3_MACS_peak_7420_lociStitched	chr15	31546218	31562599	3	12810	48531.9887	2953.4943	160			KLF13	KLF13	0.651	160	1
3_MACS_peak_15173_lociStitched	chr21	43638659	43657861	3	12784	41430.2352	4485.5872	161	ABCG1		ABCG1	ABCG1	0.41300000000000003	161	1
5_MACS_peak_19599_lociStitched	chr5	150513742	150537937	5	12750	16670.355	3992.175	162	ANXA6		ANXA6	ANXA6	0.1826	162	1
4_MACS_peak_10474_lociStitched	chr17	76763432	76779741	4	12688	16809.6863	2656.7361	163	CYTH1		CYTH1	CYTH1	0.3386	163	1
4_MACS_peak_12549_lociStitched	chr2	42343213	42360909	4	12672	17927.8176	2659.7088	164		EML4	EML4	NONE	NONE	164	1
4_MACS_peak_4475_lociStitched	chr11	82764520	82790259	4	12667	25443.0015	4432.2558	165	RAB30	SNORA70E	RAB30	RAB30	0.34199999999999997	165	1
4_MACS_peak_2038_lociStitched	chr1	206955598	206978900	4	12596	20200.5038	4860.7972	166	IL19	IL19,IL10	IL19	IL19	0.3016	166	1
3_MACS_peak_14899_lociStitched	chr20	61272840	61291076	3	12574	37002.6676	2593.1592	167	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.8602	167	1
1_MACS_peak_20143_lociStitched	chr6	25403090	25415656	1	12567	59873.2202	2775.8294	168	LRRC16A		LRRC16A	LRRC16A	0.2355	168	1
3_MACS_peak_14658_lociStitched	chr20	42568839	42585652	3	12567	19575.3759	2885.1108	169	TOX2		TOX2	TOX2	0.5519999999999999	169	1
1_MACS_peak_22233_lociStitched	chr7	104574512	104587060	1	12549	45751.2628	2651.3924	170		LOC723809	LOC723809	LOC723809	0.2131	170	1
2_MACS_peak_10423_lociStitched	chr17	75130851	75145775	2	12525	44383.976	2980.3228	171	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	1.5692000000000002	171	1
1_MACS_peak_12564_lociStitched	chr2	43444364	43456832	1	12469	28611.5664	2526.0168	172	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.8201999999999998	172	1
4_MACS_peak_11181_lociStitched	chr19	2455304	2480531	4	12469	27618.5196	4989.9006	173	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	1.1334	173	1
4_MACS_peak_17356_lociStitched	chr3	186703125	186719886	4	12452	29913.3567	4072.923	174	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.3562	174	1
2_MACS_peak_362_lociStitched	chr1	27018397	27031257	2	12442	23286.888	2412.536	175	ARID1A		ARID1A	ARID1A	0.26580000000000004	175	1
2_MACS_peak_17407_lociStitched	chr3	193847788	193860504	2	12399	30050.4512	2761.9152	176	HES1		HES1	HES1	2.0221	176	1
4_MACS_peak_10418_lociStitched	chr17	75078896	75093128	4	12381	26831.5896	3022.8768	177	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.5692000000000002	177	1
2_MACS_peak_13224_lociStitched	chr2	112455492	112468027	2	12380	68278.145	2499.479	178			ANAPC1	ANAPC1	0.0030000000000000027	178	1
2_MACS_peak_13159_lociStitched	chr2	109829223	109843651	2	12365	22406.684	2686.4936	179	SH3RF3		MIR4265	MIR4265	NONE	179	1
4_MACS_peak_19861_lociStitched	chr5	180228655	180249385	4	12355	24672.846	3364.479	180	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.756	180	1
3_MACS_peak_21178_lociStitched	chr6	143162967	143179952	3	12338	17783.295	1430.137	181	HIVEP2		HIVEP2	HIVEP2	0.14700000000000002	181	1
3_MACS_peak_17753_lociStitched	chr4	38307113	38322490	3	12324	20906.5692	2640.2309	182			KLF3	KLF3	0.1895	182	1
4_MACS_peak_8597_lociStitched	chr16	22195049	22219229	4	12316	26876.07	4555.512	183	EEF2K		EEF2K	EEF2K	0.023200000000000012	183	1
4_MACS_peak_7873_lociStitched	chr15	70306297	70330153	4	12314	18765.1296	3671.4384	184		MIR629	MIR629	MIR629	0.019099999999999992	184	1
2_MACS_peak_3352_lociStitched	chr10	104531090	104543889	2	12296	42794.7364	2634.0342	185	C10orf26		C10orf26	C10orf26	0.6328	185	1
4_MACS_peak_19818_lociStitched	chr5	176717358	176740561	4	12287	26010.563	4174.2197	186	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.1762000000000001	186	1
4_MACS_peak_2544_lociStitched	chr10	7511439	7535565	4	12277	23344.3176	3864.9852	187			SFMBT2	SFMBT2	NONE	187	1
5_MACS_peak_10373_lociStitched	chr17	73850643	73875789	5	12270	33398.9172	3940.3782	188	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.4399	188	1
5_MACS_peak_7054_lociStitched	chr14	77487992	77510095	5	12261	18469.2668	1834.549	189	C14orf4		C14orf4	C14orf4	0.8991	189	1
2_MACS_peak_10222_lociStitched	chr17	62197084	62210307	2	12222	13765.143	2488.5686	190	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.4505	190	1
4_MACS_peak_20158_lociStitched	chr6	26183805	26207161	4	12216	18392.85	4187.7308	191	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	0.6671	191	1
3_MACS_peak_21522_lociStitched	chr7	20476457	20490753	3	12159	21129.488	2098.6528	192			ITGB8	ITGB8	NONE	192	1
4_MACS_peak_3410_lociStitched	chr10	112103932	112128837	4	12127	82203.9335	4475.4285	193		SMNDC1	SMNDC1	SMNDC1	0.11629999999999999	193	1
3_MACS_peak_20172_lociStitched	chr6	26355018	26367880	3	12107	26300.2176	2207.1192	194	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.6764	194	1
1_MACS_peak_8884_lociStitched	chr16	56963538	56975641	1	12104	39213.72	2784.9003	195	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.7109	195	1
4_MACS_peak_11144_lociStitched	chr19	1647789	1672852	4	12033	35098.2252	4085.269	196	TCF3	UQCR11	TCF3	TCF3	0.5428999999999999	196	1
1_MACS_peak_15374_lociStitched	chr22	23198568	23210581	1	12014	21321.8737	1144.8389	197		MIR650,IGLL5	IGLL5	IGLL5	5.7857	197	1
3_MACS_peak_1488_lociStitched	chr1	155939671	155954274	3	12004	24645.4831	3909.2231	198	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	0.6743999999999999	198	1
1_MACS_peak_20770_lociStitched	chr6	90059141	90071119	1	11979	27164.9062	2021.8864	199	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.6142	199	1
3_MACS_peak_17156_lociStitched	chr3	169755029	169776690	3	11951	22436.4638	4371.1898	200	GPR160		GPR160	GPR160	0.28600000000000003	200	1
2_MACS_peak_8495_lociStitched	chr16	12055500	12071550	2	11950	55300.275	3235.68	201	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	3.8861000000000003	201	1
3_MACS_peak_7134_lociStitched	chr14	91853882	91867130	3	11946	10577.2032	1360.5696	202	CCDC88C		CCDC88C	CCDC88C	0.47829999999999995	202	1
1_MACS_peak_6615_lociStitched	chr13	114556380	114568297	1	11918	56829.7896	3025.7263	203	GAS6	FLJ44054,GAS6	GAS6	GAS6	1.0170000000000001	203	1
5_MACS_peak_7322_lociStitched	chr15	20969432	20995785	5	11915	21087.6706	3639.3493	204		BCL8	BCL8	NONE	NONE	204	1
4_MACS_peak_14149_lociStitched	chr2	238599872	238613539	4	11911	12974.0831	1337.9993	205	LRRFIP1		LRRFIP1	LRRFIP1	0.07799999999999999	205	1
4_MACS_peak_24533_lociStitched	chr9	126082776	126103942	4	11874	39502.1058	3261.6806	206		CRB2	CRB2	CRB2	0.011400000000000007	206	1
3_MACS_peak_2357_lociStitched	chr1	234733866	234750020	3	11867	61950.59	4180.6552	207	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.7215	207	1
4_MACS_peak_15655_lociStitched	chr22	39362539	39386428	4	11853	21899.0463	3805.5177	208	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.7357	208	1
4_MACS_peak_8147_lociStitched	chr15	90574007	90591808	4	11843	18587.8042	2647.0087	209	ZNF710		ZNF710	ZNF710	0.3752	209	1
3_MACS_peak_1588_lociStitched	chr1	161144581	161163281	3	11805	22933.68	4675	210	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	UFC1	0.7564	210	1
5_MACS_peak_25421_lociStitched	chrX	128902431	128921318	5	11791	15504.3383	2100.2344	211	XPNPEP2,SASH3		SASH3	SASH3	0.33099999999999996	211	1
1_MACS_peak_15982_lociStitched	chr3	13049897	13061664	1	11768	45237.0548	2640.5148	212	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.26789999999999997	212	1
5_MACS_peak_5052_lociStitched	chr12	11901782	11920321	5	11754	16940.9382	2790.1195	213	ETV6		ETV6	ETV6	0.1244	213	1
3_MACS_peak_25021_lociStitched	chrX	39953231	39969396	3	11733	16680.6635	801.784	214	BCOR		BCOR	BCOR	0.24730000000000002	214	1
2_MACS_peak_10760_lociStitched	chr18	22929273	22941207	2	11718	9047.1654	1454.7546	215	ZNF521		ZNF521	NONE	NONE	215	1
5_MACS_peak_19223_lociStitched	chr5	109251883	109282290	5	11672	14154.4585	4773.899	216		LOC100289673	LOC100289673	LOC100289673	0.0063	216	1
3_MACS_peak_19368_lociStitched	chr5	131824203	131842729	3	11667	16953.1426	2945.634	217	IRF1	RAD50,IL5	IRF1	IRF1	0.3137	217	1
2_MACS_peak_7725_lociStitched	chr15	56648150	56666278	2	11658	28083.8976	2918.608	218	TEX9		TEX9	TEX9	0.24089999999999998	218	1
1_MACS_peak_20024_lociStitched	chr6	11826934	11838576	1	11643	49060.5522	2370.3112	219		C6orf105	C6orf105	C6orf105	0.2811	219	1
4_MACS_peak_5108_lociStitched	chr12	15101126	15115728	4	11617	9504.4418	2597.6958	220	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.22240000000000001	220	1
4_MACS_peak_12333_lociStitched	chr2	20615215	20631201	4	11565	17045.8718	2450.6538	221		RHOB	RHOB	RHOB	0.4696	221	1
3_MACS_peak_1497_lociStitched	chr1	156065142	156085981	3	11554	24917.1923	4232.4009	222	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	SEMA4A	1.985	222	1
2_MACS_peak_8882_lociStitched	chr16	56942871	56954724	2	11546	55652.2056	2289.9996	223	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	1.7109	223	1
4_MACS_peak_2815_lociStitched	chr10	45913733	45932082	4	11544	29501.5222	2710.1473	224	ALOX5		ALOX5	ALOX5	0.35240000000000005	224	1
6_MACS_peak_8696_lociStitched	chr16	29815811	29837298	6	11530	23087.7815	3347.6746	225	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	LOC440356	0.5551	225	1
2_MACS_peak_8942_lociStitched	chr16	66549006	66561262	2	11494	41845.6608	2641.168	226	TK2	CKLF,CMTM1	TK2	TK2	0.9532999999999999	226	1
4_MACS_peak_14681_lociStitched	chr20	43587791	43609003	4	11472	12655.0792	3536.0404	227	STK4,TOMM34	PABPC1L	STK4	STK4	0.1094	227	1
2_MACS_peak_13691_lociStitched	chr2	182168526	182180019	2	11449	21519.4932	1879.1055	228			ITGA4	ITGA4	NONE	228	1
3_MACS_peak_14848_lociStitched	chr20	55958071	55975703	3	11434	27906.1664	2903.9904	229	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8551	229	1
4_MACS_peak_19787_lociStitched	chr5	173696387	173710070	4	11431	21038.9808	2056.5549	230			HMP19	HMP19	NONE	230	1
4_MACS_peak_14608_lociStitched	chr20	37486999	37510340	4	11419	57481.8807	3848.9309	231	PPP1R16B	FAM83D	FAM83D	FAM83D	0.004199999999999995	231	1
3_MACS_peak_20299_lociStitched	chr6	31694405	31709200	3	11417	29234.92	3065.524	232	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	1.6397	232	1
4_MACS_peak_14711_lociStitched	chr20	45172358	45191626	4	11378	16614.7964	3017.3688	233	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	0.6043000000000001	233	1
1_MACS_peak_19122_lociStitched	chr5	88175328	88186640	1	11313	19017.7344	1978.4688	234	MEF2C		MEF2C	MEF2C	0.1422	234	1
4_MACS_peak_15666_lociStitched	chr22	39459116	39474331	4	11276	19011.1425	2721.9635	235	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3G	0.5495	235	1
3_MACS_peak_11172_lociStitched	chr19	2254585	2271865	3	11245	23860.224	3908.736	236	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.4877	236	1
3_MACS_peak_20906_lociStitched	chr6	109216274	109228322	3	11242	12490.1616	2173.4592	237	ARMC2		ARMC2	ARMC2	0.1834	237	1
3_MACS_peak_11595_lociStitched	chr19	19050291	19062817	3	11235	23273.308	2034.2224	238	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	DDX49	0.2575	238	1
4_MACS_peak_18564_lociStitched	chr4	187749124	187776016	4	11234	30729.4884	3598.1496	239			FAT1	FAT1	NONE	239	1
3_MACS_peak_17151_lociStitched	chr3	169655421	169668098	3	11232	17897.3886	2991.772	240	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	0.5926	240	1
4_MACS_peak_5904_lociStitched	chr12	109161913	109181006	4	11210	28511.5769	3740.3187	241	SSH1	CORO1C,SSH1	CORO1C	SSH1	0.29810000000000003	241	1
4_MACS_peak_20884_lociStitched	chr6	108908160	108920774	4	11208	11480.0014	1695.3216	242	FOXO3		FOXO3	FOXO3	0.3413	242	1
3_MACS_peak_18748_lociStitched	chr5	32530536	32544143	3	11196	18663.3612	2775.828	243		SUB1	SUB1	SUB1	0.8645999999999999	243	1
4_MACS_peak_1982_lociStitched	chr1	204474810	204492096	4	11189	33814.8732	4382.001	244	MDM4	PIK3C2B	MDM4	MDM4	0.48800000000000004	244	1
3_MACS_peak_15211_lociStitched	chr21	45194974	45210610	3	11182	22253.1552	3444.6108	245	RRP1,CSTB	LOC284837	CSTB	CSTB	0.7728999999999999	245	1
1_MACS_peak_12548_lociStitched	chr2	42323420	42334555	1	11136	38292.1515	1929.6955	246		PKDCC	PKDCC	PKDCC	0.018000000000000002	246	1
4_MACS_peak_13877_lociStitched	chr2	204552971	204573792	4	11085	25318.336	4008.0425	247	CD28		CD28	CD28	0.49440000000000006	247	1
3_MACS_peak_538_lociStitched	chr1	37930734	37946069	3	11081	10667.026	2525.6745	248	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.325	248	1
4_MACS_peak_5740_lociStitched	chr12	92931049	92950876	4	11047	15124.0356	3079.1331	249			CLLU1OS	CLLU1OS	NONE	249	1
6_MACS_peak_5244_lociStitched	chr12	33037876	33060551	6	11027	12328.3975	3276.5375	250	PKP2		PKP2	PKP2	0.04090000000000002	250	1
6_MACS_peak_8973_lociStitched	chr16	67554728	67587348	6	10967	17357.102	4831.022	251	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	0.36819999999999997	251	1
2_MACS_peak_2313_lociStitched	chr1	230238427	230249394	2	10939	20446.8748	2692.3985	252	GALNT2		GALNT2	GALNT2	0.2674	252	1
3_MACS_peak_17777_lociStitched	chr4	40302549	40319697	3	10878	14143.6704	2992.326	253		CHRNA9	CHRNA9	NONE	NONE	253	1
2_MACS_peak_23640_lociStitched	chr8	137189277	137201302	2	10876	18051.93	2227.03	254			KHDRBS3	KHDRBS3	NONE	254	1
4_MACS_peak_14817_lociStitched	chr20	52545611	52567109	4	10873	13470.6468	3652.5102	255	BCAS1		SUMO1P1	SUMO1P1	NONE	255	1
3_MACS_peak_22978_lociStitched	chr8	29465171	29482530	3	10869	17376.359	2357.3522	256			C8orf75	C8orf75	NONE	256	1
3_MACS_peak_20020_lociStitched	chr6	11713967	11733934	3	10858	20006.934	2831.3206	257	C6orf105		C6orf105	C6orf105	0.2811	257	1
3_MACS_peak_21799_lociStitched	chr7	50343424	50357377	3	10844	9288.5121	2353.8711	258	IKZF1		IKZF1	IKZF1	0.04279999999999999	258	1
5_MACS_peak_21684_lociStitched	chr7	38384094	38408250	5	10844	11437.866	4398.8076	259			TARP	TARP	NONE	259	1
2_MACS_peak_15461_lociStitched	chr22	29207139	29221161	2	10826	26671.2462	2636.136	260		CCDC117,XBP1	XBP1	XBP1	2.8499999999999996	260	1
5_MACS_peak_4258_lociStitched	chr11	66861872	66889207	5	10812	12992.3255	3692.9585	261	KDM2A	RHOD	KDM2A	RHOD	0.04570000000000002	261	1
3_MACS_peak_4342_lociStitched	chr11	71413616	71427042	3	10792	38315.1188	2514.6898	262			FAM86C	FAM86C	NONE	262	1
3_MACS_peak_9660_lociStitched	chr17	29636486	29649102	3	10782	9239.9584	2323.8672	263	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.2613	263	1
4_MACS_peak_3116_lociStitched	chr10	81946483	81966250	4	10776	20085.2487	3225.9744	264	ANXA11		ANXA11	ANXA11	0.2724	264	1
4_MACS_peak_4102_lociStitched	chr11	62308118	62325812	4	10766	16896.0006	3103.5276	265	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.4045	265	1
5_MACS_peak_22948_lociStitched	chr8	27934692	27951440	5	10760	11418.7864	2848.8348	266	ELP3,C8orf80		C8orf80	C8orf80	0.1596	266	1
3_MACS_peak_8612_lociStitched	chr16	23344214	23363563	3	10751	51427.7071	3769.1852	267	SCNN1B		SCNN1B	SCNN1B	0.6958	267	1
3_MACS_peak_7953_lociStitched	chr15	75352740	75370880	3	10700	16837.548	2958.634	268		PPCDC	PPCDC	PPCDC	1.0359	268	1
2_MACS_peak_19366_lociStitched	chr5	131790522	131804246	2	10691	20310.1476	3060.452	269	C5orf56	IRF1	IRF1	IRF1	0.3137	269	1
4_MACS_peak_21085_lociStitched	chr6	135323100	135343842	4	10681	20876.823	3221.2326	270	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.1724	270	1
4_MACS_peak_24621_lociStitched	chr9	130828916	130845615	4	10679	14528.13	2902.2862	271	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.7523000000000001	271	1
2_MACS_peak_2026_lociStitched	chr1	206727916	206738849	2	10669	20022.6962	2841.4867	272	RASSF5	LGTN	RASSF5	RASSF5	0.22949999999999998	272	1
2_MACS_peak_19560_lociStitched	chr5	148204897	148215658	2	10664	13763.319	2358.8112	273	ADRB2		ADRB2	ADRB2	0.5236	273	1
3_MACS_peak_12375_lociStitched	chr2	25623656	25645465	3	10652	24818.642	3456.7265	274	DTNB		DNMT3A	DNMT3A	NONE	274	1
3_MACS_peak_14376_lociStitched	chr20	17826267	17840411	3	10610	16534.336	2227.68	275			SNORD17	SNORD17	NONE	275	1
2_MACS_peak_11709_lociStitched	chr19	35695353	35708259	2	10607	37550.007	2543.7726	276		FXYD5,LSR,FAM187B	FAM187B	LSR	0.7363999999999999	276	1
2_MACS_peak_15145_lociStitched	chr21	41295701	41310140	2	10593	35892.4662	3475.4673	277	PCP4		PCP4	PCP4	0.22399999999999998	277	1
4_MACS_peak_13427_lociStitched	chr2	137132573	137152600	4	10590	29255.4416	2917.9339	278			CXCR4	CXCR4	NONE	278	1
2_MACS_peak_14676_lociStitched	chr20	43270428	43282197	2	10577	22296.3705	2439.7137	279	ADA	LOC79015	ADA	ADA	0.43810000000000004	279	1
1_MACS_peak_9959_lociStitched	chr17	43298129	43308690	1	10562	64462.2318	2402.6275	280	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.8592	280	1
2_MACS_peak_17229_lociStitched	chr3	178230328	178241121	2	10553	20780.8422	2438.1387	281		KCNMB2	KCNMB2	KCNMB2	0.016199999999999992	281	1
4_MACS_peak_14290_lociStitched	chr20	5573616	5592500	4	10550	13028.0716	2881.6984	282	GPCPD1		GPCPD1	GPCPD1	0.12	282	1
3_MACS_peak_24483_lociStitched	chr9	117659677	117673117	3	10535	7633.92	2505.216	283	TNFSF8		TNFSF8	TNFSF8	0.1352	283	1
4_MACS_peak_9569_lociStitched	chr17	20204689	20221787	4	10530	18648.7886	2062.0188	284	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.010099999999999998	284	1
4_MACS_peak_1775_lociStitched	chr1	181095274	181106950	4	10527	16306.7016	2693.6532	285		IER5	IER5	IER5	0.28759999999999997	285	1
3_MACS_peak_404_lociStitched	chr1	28558475	28577240	3	10516	16937.289	3614.139	286	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.30689999999999995	286	1
3_MACS_peak_14559_lociStitched	chr20	34677536	34690300	3	10498	15069.1784	2200.5136	287		EPB41L1,LOC647979	EPB41L1	LOC647979	0.4609	287	1
2_MACS_peak_19274_lociStitched	chr5	118667446	118678437	2	10493	14363.0388	2120.1639	288	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.13889999999999997	288	1
2_MACS_peak_3421_lociStitched	chr10	112215054	112226059	2	10481	38286.395	2205.402	289		DUSP5	DUSP5	DUSP5	0.684	289	1
4_MACS_peak_21951_lociStitched	chr7	74057294	74076811	4	10474	20543.5942	3030.9901	290	GTF2I		GTF2I	GTF2I	0.0878	290	1
5_MACS_peak_22725_lociStitched	chr8	2098088	2115352	5	10464	12815.0672	2125.1984	291			MYOM2	MYOM2	1.2764	291	1
1_MACS_peak_2077_lociStitched	chr1	209274777	209285212	1	10436	36899.2035	2801.7975	292			LOC642587	LOC642587	NONE	292	1
5_MACS_peak_4961_lociStitched	chr12	6552080	6580895	5	10431	20977.32	4812.105	293	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	0.6704	293	1
2_MACS_peak_15445_lociStitched	chr22	27004574	27015135	2	10426	22412.5542	1830.2213	294	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	0.874	294	1
5_MACS_peak_4164_lociStitched	chr11	64611165	64634362	5	10415	18483.3696	3328.7695	295	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.07359999999999998	295	1
4_MACS_peak_11989_lociStitched	chr19	48879975	48902475	4	10391	30721.5	3372.75	296	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.3048	296	1
3_MACS_peak_12291_lociStitched	chr2	13681392	13702410	3	10386	11990.769	2955.1308	297			MIR3125	MIR3125	NONE	297	1
5_MACS_peak_21134_lociStitched	chr6	138270300	138297323	5	10377	12987.2538	3966.9764	298			TNFAIP3	TNFAIP3	NONE	298	1
4_MACS_peak_19595_lociStitched	chr5	150459382	150475825	4	10351	18726.9327	3033.7335	299	TNIP1	ANXA6	TNIP1	ANXA6	0.1826	299	1
5_MACS_peak_15410_lociStitched	chr22	24536036	24553850	5	10333	8231.8494	2714.8536	300	CABIN1	SUSD2	SUSD2	NONE	NONE	300	1
3_MACS_peak_7636_lociStitched	chr15	46994579	47008656	3	10326	14554.2103	2363.5283	301			SEMA6D	SEMA6D	NONE	301	1
4_MACS_peak_603_lociStitched	chr1	40839002	40856459	4	10322	14068.5963	3096.8718	302	SMAP2	SMAP2	SMAP2	SMAP2	0.17120000000000002	302	1
3_MACS_peak_22200_lociStitched	chr7	101921934	101935690	3	10304	20508.8204	2232.5988	303	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	0.9054	303	1
4_MACS_peak_8844_lociStitched	chr16	50714120	50732659	4	10298	12148.6067	2945.8471	304	NOD2,SNX20	CYLD	NOD2	NOD2	0.06709999999999999	304	1
2_MACS_peak_14516_lociStitched	chr20	32460792	32473545	2	10297	38931.0831	2350.3779	305			CHMP4B	CHMP4B	0.8024	305	1
4_MACS_peak_24871_lociStitched	chrX	10065422	10091062	4	10283	16327.552	2266.576	306	WWC3	CLCN4	CLCN4	NONE	NONE	306	1
4_MACS_peak_11148_lociStitched	chr19	1847245	1865698	4	10239	30654.1236	3391.6614	307	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.2831000000000001	307	1
4_MACS_peak_15699_lociStitched	chr22	39910788	39929654	4	10232	22578.8288	3695.8494	308	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.0615999999999999	308	1
4_MACS_peak_1804_lociStitched	chr1	183865248	183885945	4	10231	20810.8335	4752.0312	309	RGL1		GLT25D2	GLT25D2	NONE	309	1
3_MACS_peak_4443_lociStitched	chr11	78127186	78139888	3	10212	14432.0124	2064.075	310	GAB2		GAB2	GAB2	0.015599999999999989	310	1
2_MACS_peak_4660_lociStitched	chr11	115089455	115102374	2	10205	47234.4478	2135.5107	311	CADM1		CADM1	CADM1	0.22829999999999998	311	1
4_MACS_peak_18537_lociStitched	chr4	186252647	186275364	4	10190	15536.1563	3341.6707	312	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.6592	312	1
1_MACS_peak_4938_lociStitched	chr12	4377250	4387434	1	10185	35696.9568	1756.74	313	CCND2	C12orf5	CCND2	CCND2	0.7908	313	1
4_MACS_peak_12752_lociStitched	chr2	64862718	64882843	4	10175	17846.85	3167.675	314	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.4514	314	1
2_MACS_peak_17452_lociStitched	chr3	196358099	196371332	2	10172	22489.4835	3051.5298	315	LRRC33		LRRC33	LRRC33	0.3193	315	1
2_MACS_peak_15639_lociStitched	chr22	38782558	38795740	2	10160	17037.735	2173.7118	316	LOC400927	KCNJ4	LOC400927	LOC400927	0.2694	316	1
4_MACS_peak_9142_lociStitched	chr16	81841884	81857631	4	10155	17529.5604	1365.2649	317	PLCG2		PLCG2	PLCG2	0.10339999999999999	317	1
4_MACS_peak_11128_lociStitched	chr19	1258600	1277364	4	10123	26359.6672	3673.9912	318	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.2159	318	1
3_MACS_peak_16810_lociStitched	chr3	125548289	125560797	3	10102	21343.6512	2222.6716	319		MIR548I1	MIR548I1	NONE	NONE	319	1
