GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
2_MACS_peak_6277_lociStitched	chr12(.):13242120-13256359	1.528
3_MACS_peak_6279_lociStitched	chr12(.):13316990-13333895	0.7251
1_MACS_peak_6282_lociStitched	chr12(.):13348392-13350383	0.8684
1_MACS_peak_6283_lociStitched	chr12(.):13406490-13407815	0.5965
1_MACS_peak_6284_lociStitched	chr12(.):13435708-13437782	0.5023
1_MACS_peak_6285_lociStitched	chr12(.):13535464-13537373	0.7104
1_MACS_peak_6286_lociStitched	chr12(.):13607681-13609440	0.4776
1_MACS_peak_6287_lociStitched	chr12(.):13624915-13626662	0.5278
1_MACS_peak_6288_lociStitched	chr12(.):13942558-13944394	0.7107
2_MACS_peak_6289_lociStitched	chr12(.):14104150-14111800	0.4644
1_MACS_peak_6291_lociStitched	chr12(.):14251913-14255251	0.7872
1_MACS_peak_6292_lociStitched	chr12(.):14263641-14265142	0.4881
1_MACS_peak_6293_lociStitched	chr12(.):14309289-14310887	0.4559
2_MACS_peak_6294_lociStitched	chr12(.):14369021-14374381	0.3495
1_MACS_peak_6296_lociStitched	chr12(.):14391695-14394188	1.158
1_MACS_peak_6297_lociStitched	chr12(.):14409386-14412051	1.2136
1_MACS_peak_6298_lociStitched	chr12(.):14431002-14431946	0.3744
1_MACS_peak_6299_lociStitched	chr12(.):14467225-14468691	0.4489
1_MACS_peak_6300_lociStitched	chr12(.):14517477-14521141	1.6854
1_MACS_peak_6301_lociStitched	chr12(.):14546558-14548543	0.5282
1_MACS_peak_6302_lociStitched	chr12(.):14556075-14557948	0.5732
1_MACS_peak_6303_lociStitched	chr12(.):14765957-14768122	0.8415
3_MACS_peak_6304_lociStitched	chr12(.):14921693-14935661	1.0778
2_MACS_peak_6307_lociStitched	chr12(.):14948131-14957518	0.5987
1_MACS_peak_6309_lociStitched	chr12(.):15003577-15005204	0.6557
1_MACS_peak_6310_lociStitched	chr12(.):15055064-15056405	0.4056
1_MACS_peak_6311_lociStitched	chr12(.):15101039-15116068	1.5345
3_MACS_peak_6312_lociStitched	chr12(.):15135319-15147425	0.4194
1_MACS_peak_6315_lociStitched	chr12(.):15678213-15681067	0.8908
1_MACS_peak_6316_lociStitched	chr12(.):15697492-15700353	0.8108
1_MACS_peak_6317_lociStitched	chr12(.):15723267-15725167	1.6701
1_MACS_peak_6318_lociStitched	chr12(.):15941190-15943431	0.8649
1_MACS_peak_6319_lociStitched	chr12(.):16034259-16036749	2.3508
1_MACS_peak_6320_lociStitched	chr12(.):16063613-16065279	1.2807
1_MACS_peak_6321_lociStitched	chr12(.):16380568-16381970	0.5205
1_MACS_peak_6322_lociStitched	chr12(.):16500292-16501489	0.5613
1_MACS_peak_6323_lociStitched	chr12(.):16827797-16828943	0.605
1_MACS_peak_6324_lociStitched	chr12(.):16918457-16921107	0.6883
1_MACS_peak_6325_lociStitched	chr12(.):17009301-17011982	1.0443
1_MACS_peak_6326_lociStitched	chr12(.):17137211-17138662	1.042
1_MACS_peak_6327_lociStitched	chr12(.):18292313-18292979	0.3967
1_MACS_peak_6328_lociStitched	chr12(.):18620088-18621892	0.6883
1_MACS_peak_6329_lociStitched	chr12(.):19134455-19136159	0.8162
1_MACS_peak_6330_lociStitched	chr12(.):19282259-19283900	0.6419
1_MACS_peak_6331_lociStitched	chr12(.):19592236-19594313	1.7157
1_MACS_peak_6332_lociStitched	chr12(.):19999760-20001425	0.6051
1_MACS_peak_6333_lociStitched	chr12(.):20045892-20050433	1.4759
1_MACS_peak_6334_lociStitched	chr12(.):20295726-20298826	0.6915
1_MACS_peak_6335_lociStitched	chr12(.):21590013-21591712	1.626
1_MACS_peak_6336_lociStitched	chr12(.):21653383-21655757	1.2363
1_MACS_peak_6337_lociStitched	chr12(.):21662398-21663701	0.5711
1_MACS_peak_6338_lociStitched	chr12(.):21809243-21811538	1.9322
1_MACS_peak_6339_lociStitched	chr12(.):22198911-22200321	1.5228
1_MACS_peak_6340_lociStitched	chr12(.):22408037-22410309	1.1965
2_MACS_peak_6341_lociStitched	chr12(.):22576647-22585373	0.3931
1_MACS_peak_6343_lociStitched	chr12(.):22695900-22698378	2.4687
1_MACS_peak_6344_lociStitched	chr12(.):22777258-22779651	1.933
2_MACS_peak_6345_lociStitched	chr12(.):22838784-22848961	0.8307
2_MACS_peak_6347_lociStitched	chr12(.):22856012-22863372	0.28
2_MACS_peak_6349_lociStitched	chr12(.):22877937-22887616	0.5139
1_MACS_peak_6351_lociStitched	chr12(.):23177871-23179451	0.5896
1_MACS_peak_6352_lociStitched	chr12(.):23374335-23377240	0.9441
1_MACS_peak_6353_lociStitched	chr12(.):23389776-23392191	0.5795
2_MACS_peak_6354_lociStitched	chr12(.):24261362-24263715	0.4722
2_MACS_peak_6356_lociStitched	chr12(.):24324182-24332308	0.6356
2_MACS_peak_6358_lociStitched	chr12(.):24714425-24716457	0.5945
1_MACS_peak_6360_lociStitched	chr12(.):24857427-24860114	0.7766
1_MACS_peak_6361_lociStitched	chr12(.):24966487-24968589	0.8419
1_MACS_peak_6362_lociStitched	chr12(.):25101160-25104420	0.7837
1_MACS_peak_6363_lociStitched	chr12(.):25149190-25153806	1.1594
1_MACS_peak_6364_lociStitched	chr12(.):25171601-25175347	0.7965
1_MACS_peak_6365_lociStitched	chr12(.):25203683-25208007	1.2578
2_MACS_peak_6366_lociStitched	chr12(.):25339221-25349523	0.527
1_MACS_peak_6368_lociStitched	chr12(.):25401559-25405484	1.883
1_MACS_peak_6369_lociStitched	chr12(.):25416189-25417718	0.4341
3_MACS_peak_6370_lociStitched	chr12(.):25472818-25488097	0.7638
1_MACS_peak_6373_lociStitched	chr12(.):25517117-25519020	0.6052
2_MACS_peak_6374_lociStitched	chr12(.):25534867-25540883	2.4659
1_MACS_peak_6376_lociStitched	chr12(.):25564944-25567115	0.4958
2_MACS_peak_6377_lociStitched	chr12(.):25582195-25589750	0.4804
1_MACS_peak_6379_lociStitched	chr12(.):25864045-25867310	0.6706
1_MACS_peak_6380_lociStitched	chr12(.):26110643-26112855	0.7738
1_MACS_peak_6381_lociStitched	chr12(.):26188788-26189523	0.6409
1_MACS_peak_6382_lociStitched	chr12(.):26240651-26247291	1.1987
1_MACS_peak_6383_lociStitched	chr12(.):26265331-26280696	2.4639
1_MACS_peak_6384_lociStitched	chr12(.):26287737-26289003	0.5935
1_MACS_peak_6385_lociStitched	chr12(.):26305293-26312589	2.3123
1_MACS_peak_6386_lociStitched	chr12(.):26347775-26349544	0.6939
1_MACS_peak_6387_lociStitched	chr12(.):26397942-26399102	0.3949
3_MACS_peak_6388_lociStitched	chr12(.):26427104-26441985	0.4188
2_MACS_peak_6391_lociStitched	chr12(.):26449861-26457886	1.1178
1_MACS_peak_6393_lociStitched	chr12(.):26902808-26903609	0.3959
1_MACS_peak_6394_lociStitched	chr12(.):26921652-26922588	0.4507
1_MACS_peak_6395_lociStitched	chr12(.):26950432-26951413	0.4272
1_MACS_peak_6396_lociStitched	chr12(.):26969213-26971364	0.919
1_MACS_peak_6397_lociStitched	chr12(.):26984796-26987675	1.8692
1_MACS_peak_6398_lociStitched	chr12(.):27008059-27009292	0.3913
1_MACS_peak_6399_lociStitched	chr12(.):27018792-27024951	1.3536
1_MACS_peak_6400_lociStitched	chr12(.):27059210-27060938	0.591
1_MACS_peak_6401_lociStitched	chr12(.):27088651-27095474	1.5927
2_MACS_peak_6402_lociStitched	chr12(.):27166282-27176476	0.729
3_MACS_peak_6404_lociStitched	chr12(.):27295675-27303782	0.8474
1_MACS_peak_6407_lociStitched	chr12(.):27315735-27320556	1.2648
2_MACS_peak_6408_lociStitched	chr12(.):27329829-27345981	1.2454
1_MACS_peak_6410_lociStitched	chr12(.):27360049-27362661	0.7805
1_MACS_peak_6411_lociStitched	chr12(.):27372450-27377144	1.7029
2_MACS_peak_6412_lociStitched	chr12(.):27389344-27400015	0.8231
2_MACS_peak_6414_lociStitched	chr12(.):27457500-27463717	0.2927
1_MACS_peak_6416_lociStitched	chr12(.):27483174-27487403	1.4275
2_MACS_peak_6417_lociStitched	chr12(.):27583472-27589049	0.4309
1_MACS_peak_6419_lociStitched	chr12(.):27675836-27677802	1.1281
1_MACS_peak_6420_lociStitched	chr12(.):27819558-27821714	0.8141
1_MACS_peak_6421_lociStitched	chr12(.):27862884-27864923	1.3245
1_MACS_peak_6422_lociStitched	chr12(.):27932250-27934296	1.299
1_MACS_peak_6423_lociStitched	chr12(.):27977162-27978230	0.4974
1_MACS_peak_6424_lociStitched	chr12(.):28014200-28016264	0.6853
1_MACS_peak_6425_lociStitched	chr12(.):28121872-28123366	0.7539
1_MACS_peak_6426_lociStitched	chr12(.):28175931-28176939	0.4278
1_MACS_peak_6427_lociStitched	chr12(.):28238568-28239861	0.4652
1_MACS_peak_6428_lociStitched	chr12(.):28260412-28261935	0.6354
1_MACS_peak_6429_lociStitched	chr12(.):28342499-28345147	2.6141
1_MACS_peak_6430_lociStitched	chr12(.):28405740-28406830	0.5325
1_MACS_peak_6431_lociStitched	chr12(.):28695263-28697489	1.3855
1_MACS_peak_6432_lociStitched	chr12(.):28851376-28853192	0.5846
1_MACS_peak_6433_lociStitched	chr12(.):28903384-28904940	0.4131
1_MACS_peak_6434_lociStitched	chr12(.):28929436-28932171	0.8584
1_MACS_peak_6435_lociStitched	chr12(.):29031760-29032912	0.4594
1_MACS_peak_6436_lociStitched	chr12(.):29202606-29204058	0.533
1_MACS_peak_6437_lociStitched	chr12(.):29255112-29258559	1.4892
3_MACS_peak_6438_lociStitched	chr12(.):29300894-29308903	1.0197
1_MACS_peak_6441_lociStitched	chr12(.):29316169-29320018	1.2754
2_MACS_peak_6442_lociStitched	chr12(.):29528325-29535230	1.1638
1_MACS_peak_6444_lociStitched	chr12(.):29668681-29670934	0.8201
1_MACS_peak_6445_lociStitched	chr12(.):29696655-29699664	1.1405
1_MACS_peak_6446_lociStitched	chr12(.):29902554-29905233	0.8888
1_MACS_peak_6447_lociStitched	chr12(.):29933995-29937592	1.2358
1_MACS_peak_6448_lociStitched	chr12(.):30542266-30543357	0.5056
1_MACS_peak_6449_lociStitched	chr12(.):30847588-30849692	1.4697
1_MACS_peak_6450_lociStitched	chr12(.):30906514-30909054	1.1401
1_MACS_peak_6451_lociStitched	chr12(.):30991862-30994647	0.5076
1_MACS_peak_6452_lociStitched	chr12(.):31003695-31005340	0.8709
1_MACS_peak_6453_lociStitched	chr12(.):31091097-31093296	0.5706
1_MACS_peak_6454_lociStitched	chr12(.):31141796-31143569	0.6236
1_MACS_peak_6455_lociStitched	chr12(.):31182513-31184636	0.4502
1_MACS_peak_6456_lociStitched	chr12(.):31225552-31230378	2.3784
3_MACS_peak_6457_lociStitched	chr12(.):31243776-31254718	1.2925
1_MACS_peak_6460_lociStitched	chr12(.):31269922-31272083	0.6218
3_MACS_peak_6461_lociStitched	chr12(.):31332048-31342182	0.4563
1_MACS_peak_6464_lociStitched	chr12(.):31357236-31359885	0.6559
1_MACS_peak_6465_lociStitched	chr12(.):31450241-31451992	0.6281
1_MACS_peak_6466_lociStitched	chr12(.):31476095-31479999	2.2938
1_MACS_peak_6467_lociStitched	chr12(.):31514475-31517572	2.0228
1_MACS_peak_6468_lociStitched	chr12(.):31558400-31560401	0.5864
1_MACS_peak_6469_lociStitched	chr12(.):31677007-31679231	0.5751
2_MACS_peak_6470_lociStitched	chr12(.):31739166-31744428	0.9453
1_MACS_peak_6472_lociStitched	chr12(.):31755540-31757803	0.6769
1_MACS_peak_6473_lociStitched	chr12(.):31788730-31790429	0.6808
2_MACS_peak_6474_lociStitched	chr12(.):31803289-31813344	0.7413
1_MACS_peak_6476_lociStitched	chr12(.):31839463-31840927	0.4353
1_MACS_peak_6477_lociStitched	chr12(.):31880862-31883154	1.3009
2_MACS_peak_6478_lociStitched	chr12(.):31901065-31910519	0.7318
2_MACS_peak_6480_lociStitched	chr12(.):32039446-32051836	1.0831
1_MACS_peak_6482_lociStitched	chr12(.):32081245-32082576	0.4268
1_MACS_peak_6483_lociStitched	chr12(.):32111180-32113758	1.2799
2_MACS_peak_6484_lociStitched	chr12(.):32213062-32216347	0.3004
1_MACS_peak_6486_lociStitched	chr12(.):32258985-32261352	1.3328
2_MACS_peak_6487_lociStitched	chr12(.):32286630-32293697	0.7354
1_MACS_peak_6489_lociStitched	chr12(.):32405086-32407312	1.2262
2_MACS_peak_6490_lociStitched	chr12(.):32417320-32427550	0.7022
1_MACS_peak_6492_lociStitched	chr12(.):32551628-32553408	0.6944
4_MACS_peak_6493_lociStitched	chr12(.):32608439-32625283	0.7686
1_MACS_peak_6497_lociStitched	chr12(.):32633949-32637985	2.3679
1_MACS_peak_6498_lociStitched	chr12(.):32654285-32655516	0.5054
1_MACS_peak_6499_lociStitched	chr12(.):32664216-32666652	0.9599
1_MACS_peak_6500_lociStitched	chr12(.):32673281-32678574	1.7069
1_MACS_peak_6501_lociStitched	chr12(.):32685292-32689166	1.1494
1_MACS_peak_6502_lociStitched	chr12(.):32710578-32713761	1.2323
1_MACS_peak_6503_lociStitched	chr12(.):32811602-32813329	0.423
1_MACS_peak_6504_lociStitched	chr12(.):32831801-32833503	1.1786
1_MACS_peak_6505_lociStitched	chr12(.):32907337-32909760	1.7611
4_MACS_peak_6506_lociStitched	chr12(.):33037675-33060677	0.8601
1_MACS_peak_6510_lociStitched	chr12(.):33418205-33419694	0.7427
1_MACS_peak_6511_lociStitched	chr12(.):33672981-33674570	1.1132
1_MACS_peak_6512_lociStitched	chr12(.):33740215-33742376	0.7146
1_MACS_peak_6513_lociStitched	chr12(.):33786452-33788772	1.0695
1_MACS_peak_6514_lociStitched	chr12(.):34174945-34176328	0.8465
1_MACS_peak_6515_lociStitched	chr12(.):38517246-38518743	0.4501
1_MACS_peak_6516_lociStitched	chr12(.):38710286-38711567	0.9521
1_MACS_peak_6517_lociStitched	chr12(.):38743771-38746068	0.723
1_MACS_peak_6518_lociStitched	chr12(.):38779623-38781352	0.574
1_MACS_peak_6519_lociStitched	chr12(.):38857954-38860106	0.8216
1_MACS_peak_6520_lociStitched	chr12(.):38931596-38939328	1.2605
1_MACS_peak_6521_lociStitched	chr12(.):39056180-39057411	0.4842
1_MACS_peak_6522_lociStitched	chr12(.):39168368-39170245	0.616
1_MACS_peak_6523_lociStitched	chr12(.):39298230-39301266	1.5125
1_MACS_peak_6524_lociStitched	chr12(.):39763283-39764320	0.4966
1_MACS_peak_6525_lociStitched	chr12(.):39835556-39838120	1.4064
1_MACS_peak_6526_lociStitched	chr12(.):40011179-40017038	2.0597
1_MACS_peak_6527_lociStitched	chr12(.):40065331-40067681	0.8108
1_MACS_peak_6528_lociStitched	chr12(.):40144879-40148013	1.1678
1_MACS_peak_6529_lociStitched	chr12(.):40498478-40500293	0.7531
1_MACS_peak_6530_lociStitched	chr12(.):40530275-40532248	0.6085
1_MACS_peak_6531_lociStitched	chr12(.):40561808-40562881	0.5053
1_MACS_peak_6532_lociStitched	chr12(.):40735354-40736737	0.6163
1_MACS_peak_6533_lociStitched	chr12(.):40898581-40899746	0.5759
1_MACS_peak_6534_lociStitched	chr12(.):40907927-40910149	0.5962
1_MACS_peak_6535_lociStitched	chr12(.):40954326-40956170	0.8817
1_MACS_peak_6536_lociStitched	chr12(.):40990421-40991309	0.4543
2_MACS_peak_6537_lociStitched	chr12(.):41154185-41166031	0.7495
1_MACS_peak_6539_lociStitched	chr12(.):41177901-41179020	0.4347
1_MACS_peak_6540_lociStitched	chr12(.):41300493-41301620	0.4347
1_MACS_peak_6541_lociStitched	chr12(.):41405635-41406658	0.4008
1_MACS_peak_6542_lociStitched	chr12(.):41533424-41535205	0.4863
1_MACS_peak_6543_lociStitched	chr12(.):41620889-41622614	0.6192
2_MACS_peak_6544_lociStitched	chr12(.):41831063-41834642	0.4704
1_MACS_peak_6546_lociStitched	chr12(.):41866133-41868465	0.6084
1_MACS_peak_6547_lociStitched	chr12(.):42162940-42164687	0.6722
1_MACS_peak_6548_lociStitched	chr12(.):42310249-42312842	0.6553
1_MACS_peak_6549_lociStitched	chr12(.):42537493-42539438	0.7808
1_MACS_peak_6550_lociStitched	chr12(.):42630839-42633323	0.7603
1_MACS_peak_6551_lociStitched	chr12(.):42692346-42694824	0.9691
1_MACS_peak_6552_lociStitched	chr12(.):42719060-42721294	1.0704
1_MACS_peak_6553_lociStitched	chr12(.):42753266-42756264	1.6535
1_MACS_peak_6554_lociStitched	chr12(.):42862064-42863713	1.2632
1_MACS_peak_6555_lociStitched	chr12(.):42876469-42878973	0.8619
1_MACS_peak_6556_lociStitched	chr12(.):42939836-42941106	0.6509
1_MACS_peak_6557_lociStitched	chr12(.):42982754-42984823	0.5496
1_MACS_peak_6558_lociStitched	chr12(.):43071957-43074171	0.5158
1_MACS_peak_6559_lociStitched	chr12(.):43261600-43262263	0.4403
1_MACS_peak_6560_lociStitched	chr12(.):43797823-43798544	0.4031
1_MACS_peak_6561_lociStitched	chr12(.):44151558-44154356	1.5561
1_MACS_peak_6562_lociStitched	chr12(.):44199100-44201228	1.9589
1_MACS_peak_6563_lociStitched	chr12(.):44228875-44230924	1.8365
1_MACS_peak_6564_lociStitched	chr12(.):44367062-44368087	0.4651
1_MACS_peak_6565_lociStitched	chr12(.):44382460-44383546	0.4901
1_MACS_peak_6566_lociStitched	chr12(.):44414077-44416225	0.7576
1_MACS_peak_6567_lociStitched	chr12(.):44577460-44579322	0.7016
1_MACS_peak_6568_lociStitched	chr12(.):44700637-44702759	1.1029
1_MACS_peak_6569_lociStitched	chr12(.):45241117-45242776	0.768
2_MACS_peak_6570_lociStitched	chr12(.):45608561-45618605	0.5401
1_MACS_peak_6572_lociStitched	chr12(.):45637414-45639313	0.6125
1_MACS_peak_6573_lociStitched	chr12(.):45855722-45856819	0.4284
1_MACS_peak_6574_lociStitched	chr12(.):46062026-46065202	0.7202
2_MACS_peak_6575_lociStitched	chr12(.):46119444-46132807	1.2213
1_MACS_peak_6577_lociStitched	chr12(.):46272338-46273904	0.5007
1_MACS_peak_6578_lociStitched	chr12(.):46382967-46386576	2.9292
1_MACS_peak_6579_lociStitched	chr12(.):46465017-46466870	0.6445
1_MACS_peak_6580_lociStitched	chr12(.):46501143-46505438	1.0102
1_MACS_peak_6581_lociStitched	chr12(.):46607980-46614267	2.3438
1_MACS_peak_6582_lociStitched	chr12(.):46659439-46663976	3.0607
1_MACS_peak_6583_lociStitched	chr12(.):46763552-46768081	2.6853
3_MACS_peak_6584_lociStitched	chr12(.):46776138-46799300	1.0805
1_MACS_peak_6587_lociStitched	chr12(.):46863272-46864798	0.9065
1_MACS_peak_6588_lociStitched	chr12(.):46891461-46895886	1.5675
2_MACS_peak_6589_lociStitched	chr12(.):46908499-46919797	1.7509
1_MACS_peak_6591_lociStitched	chr12(.):46931076-46932320	0.4164
3_MACS_peak_6592_lociStitched	chr12(.):46938908-46956442	0.9877
1_MACS_peak_6595_lociStitched	chr12(.):46978539-46980671	1.1762
2_MACS_peak_6596_lociStitched	chr12(.):47054375-47059860	0.5195
2_MACS_peak_6598_lociStitched	chr12(.):47599827-47612023	0.7693
2_MACS_peak_6600_lociStitched	chr12(.):47662083-47665871	0.5518
1_MACS_peak_6602_lociStitched	chr12(.):47710173-47711957	0.7207
2_MACS_peak_6603_lociStitched	chr12(.):47753606-47759488	0.7765
1_MACS_peak_6605_lociStitched	chr12(.):47790449-47792033	0.722
1_MACS_peak_6606_lociStitched	chr12(.):47801370-47802844	0.7789
1_MACS_peak_6607_lociStitched	chr12(.):48098839-48101335	1.519
1_MACS_peak_6608_lociStitched	chr12(.):48111166-48112220	0.4599
4_MACS_peak_6609_lociStitched	chr12(.):48134040-48153770	0.693
1_MACS_peak_6613_lociStitched	chr12(.):48166305-48168331	0.962
4_MACS_peak_6614_lociStitched	chr12(.):48195998-48221057	1.5208
1_MACS_peak_6618_lociStitched	chr12(.):48229141-48231632	0.4874
1_MACS_peak_6619_lociStitched	chr12(.):48261270-48265005	1.0029
4_MACS_peak_6620_lociStitched	chr12(.):48276260-48299276	0.8709
1_MACS_peak_6624_lociStitched	chr12(.):48356954-48358386	0.8528
1_MACS_peak_6625_lociStitched	chr12(.):48375076-48377912	1.092
1_MACS_peak_6626_lociStitched	chr12(.):48498262-48501397	2.2606
1_MACS_peak_6627_lociStitched	chr12(.):48512362-48514240	0.897
1_MACS_peak_6628_lociStitched	chr12(.):48550167-48552232	1.1871
1_MACS_peak_6629_lociStitched	chr12(.):48576463-48578065	0.8031
1_MACS_peak_6630_lociStitched	chr12(.):48590979-48593340	2.646
1_MACS_peak_6631_lociStitched	chr12(.):48743741-48745623	0.9013
1_MACS_peak_6632_lociStitched	chr12(.):49074933-49076904	1.7963
1_MACS_peak_6633_lociStitched	chr12(.):49109452-49112096	2.6576
1_MACS_peak_6634_lociStitched	chr12(.):49137117-49139787	1.0018
1_MACS_peak_6635_lociStitched	chr12(.):49146590-49148315	0.5397
1_MACS_peak_6636_lociStitched	chr12(.):49157801-49160725	0.7317
1_MACS_peak_6637_lociStitched	chr12(.):49181859-49184202	1.0632
3_MACS_peak_6638_lociStitched	chr12(.):49207635-49219139	0.4737
1_MACS_peak_6641_lociStitched	chr12(.):49244518-49247560	1.5719
1_MACS_peak_6642_lociStitched	chr12(.):49258404-49260462	1.0195
2_MACS_peak_6643_lociStitched	chr12(.):49311447-49320171	0.6038
1_MACS_peak_6645_lociStitched	chr12(.):49350112-49352127	0.8786
1_MACS_peak_6646_lociStitched	chr12(.):49359594-49361147	0.5506
2_MACS_peak_6647_lociStitched	chr12(.):49391703-49394500	0.6987
1_MACS_peak_6649_lociStitched	chr12(.):49410887-49413723	1.7019
1_MACS_peak_6650_lociStitched	chr12(.):49452755-49455392	1.6986
1_MACS_peak_6651_lociStitched	chr12(.):49462668-49464685	0.9279
1_MACS_peak_6652_lociStitched	chr12(.):49503667-49505249	0.8803
1_MACS_peak_6653_lociStitched	chr12(.):49523248-49527559	2.1961
1_MACS_peak_6654_lociStitched	chr12(.):49581630-49583350	0.8844
1_MACS_peak_6655_lociStitched	chr12(.):49627644-49629001	0.6094
1_MACS_peak_6656_lociStitched	chr12(.):49657597-49660038	1.555
1_MACS_peak_6657_lociStitched	chr12(.):49715779-49718178	0.7627
1_MACS_peak_6658_lociStitched	chr12(.):49759518-49765168	1.8593
1_MACS_peak_6659_lociStitched	chr12(.):49822142-49824080	0.7947
1_MACS_peak_6660_lociStitched	chr12(.):49880833-49882562	0.5727
1_MACS_peak_6661_lociStitched	chr12(.):49960711-49962979	1.3826
1_MACS_peak_6662_lociStitched	chr12(.):50015380-50017543	2.0717
1_MACS_peak_6663_lociStitched	chr12(.):50041805-50042932	0.4564
2_MACS_peak_6664_lociStitched	chr12(.):50053350-50065964	1.1904
1_MACS_peak_6666_lociStitched	chr12(.):50081991-50084285	0.8589
2_MACS_peak_6667_lociStitched	chr12(.):50092048-50101743	0.4431
1_MACS_peak_6669_lociStitched	chr12(.):50134842-50136822	2.382
1_MACS_peak_6670_lociStitched	chr12(.):50147134-50148338	0.5116
3_MACS_peak_6671_lociStitched	chr12(.):50235510-50245166	0.4383
1_MACS_peak_6674_lociStitched	chr12(.):50338740-50339867	0.4668
1_MACS_peak_6675_lociStitched	chr12(.):50399518-50400887	0.4749
1_MACS_peak_6676_lociStitched	chr12(.):50418080-50420221	1.0789
1_MACS_peak_6677_lociStitched	chr12(.):50477981-50480885	1.318
1_MACS_peak_6678_lociStitched	chr12(.):50502032-50506991	2.2788
1_MACS_peak_6679_lociStitched	chr12(.):50560104-50561592	1.1336
1_MACS_peak_6680_lociStitched	chr12(.):50580057-50583594	0.9926
1_MACS_peak_6681_lociStitched	chr12(.):50617236-50619416	0.7191
1_MACS_peak_6682_lociStitched	chr12(.):50676513-50678340	0.8917
1_MACS_peak_6683_lociStitched	chr12(.):50793668-50796003	1.389
1_MACS_peak_6684_lociStitched	chr12(.):50897983-50900011	1.1152
2_MACS_peak_6685_lociStitched	chr12(.):50907957-50912729	0.6484
1_MACS_peak_6687_lociStitched	chr12(.):51145416-51147116	0.6101
1_MACS_peak_6688_lociStitched	chr12(.):51156685-51159634	1.9671
1_MACS_peak_6689_lociStitched	chr12(.):51294286-51296561	1.0358
1_MACS_peak_6690_lociStitched	chr12(.):51311753-51321361	1.1465
2_MACS_peak_6691_lociStitched	chr12(.):51372384-51379535	0.2926
1_MACS_peak_6693_lociStitched	chr12(.):51417524-51420694	1.391
1_MACS_peak_6694_lociStitched	chr12(.):51441024-51443820	1.5975
1_MACS_peak_6695_lociStitched	chr12(.):51476416-51477795	0.8521
1_MACS_peak_6696_lociStitched	chr12(.):51519855-51521906	0.6351
1_MACS_peak_6697_lociStitched	chr12(.):51565938-51567377	0.8172
1_MACS_peak_6698_lociStitched	chr12(.):51581969-51583302	0.5238
1_MACS_peak_6699_lociStitched	chr12(.):51610803-51613334	1.8919
1_MACS_peak_6700_lociStitched	chr12(.):51631431-51634009	3.1707
1_MACS_peak_6701_lociStitched	chr12(.):51711904-51723026	1.666
1_MACS_peak_6702_lociStitched	chr12(.):51762008-51764035	1.2546
1_MACS_peak_6703_lociStitched	chr12(.):51784519-51787003	1.0368
1_MACS_peak_6704_lociStitched	chr12(.):52279471-52280519	0.5775
1_MACS_peak_6705_lociStitched	chr12(.):52345399-52346375	0.7098
1_MACS_peak_6706_lociStitched	chr12(.):52364463-52365515	0.4153
2_MACS_peak_6707_lociStitched	chr12(.):52416420-52433308	0.8975
1_MACS_peak_6709_lociStitched	chr12(.):52442783-52447507	3.3801
2_MACS_peak_6710_lociStitched	chr12(.):52460502-52465157	1.7306
1_MACS_peak_6712_lociStitched	chr12(.):52474763-52475771	0.3634
1_MACS_peak_6713_lociStitched	chr12(.):52497175-52499835	1.6899
1_MACS_peak_6714_lociStitched	chr12(.):52509665-52514025	0.8055
3_MACS_peak_6715_lociStitched	chr12(.):53263833-53273767	0.359
1_MACS_peak_6718_lociStitched	chr12(.):53398953-53402041	2.0601
2_MACS_peak_6719_lociStitched	chr12(.):53439563-53448748	0.5204
1_MACS_peak_6721_lociStitched	chr12(.):53472045-53474042	0.8821
2_MACS_peak_6722_lociStitched	chr12(.):53491043-53498723	0.5933
1_MACS_peak_6724_lociStitched	chr12(.):53552926-53554129	0.5738
1_MACS_peak_6725_lociStitched	chr12(.):53573215-53575658	1.1102
2_MACS_peak_6726_lociStitched	chr12(.):53583083-53603988	2.9449
1_MACS_peak_6728_lociStitched	chr12(.):53614087-53615798	0.5133
1_MACS_peak_6729_lociStitched	chr12(.):53624841-53627463	0.9417
1_MACS_peak_6730_lociStitched	chr12(.):53645069-53646908	0.8123
1_MACS_peak_6731_lociStitched	chr12(.):53661386-53663023	0.9571
2_MACS_peak_6732_lociStitched	chr12(.):53688499-53694713	0.5719
1_MACS_peak_6734_lociStitched	chr12(.):53701619-53703196	0.4828
2_MACS_peak_6735_lociStitched	chr12(.):53713539-53720306	1.0314
1_MACS_peak_6737_lociStitched	chr12(.):53737940-53739563	0.5137
3_MACS_peak_6738_lociStitched	chr12(.):53763767-53776395	1.08
1_MACS_peak_6741_lociStitched	chr12(.):53834361-53836789	0.9371
2_MACS_peak_6742_lociStitched	chr12(.):53845681-53874860	1.2291
2_MACS_peak_6744_lociStitched	chr12(.):53886119-53896330	1.3858
1_MACS_peak_6746_lociStitched	chr12(.):53944694-53947161	0.9085
1_MACS_peak_6747_lociStitched	chr12(.):54011814-54012584	0.4601
1_MACS_peak_6748_lociStitched	chr12(.):54019165-54020956	2.0353
1_MACS_peak_6749_lociStitched	chr12(.):54068576-54071103	2.0425
2_MACS_peak_6750_lociStitched	chr12(.):54115442-54122382	0.7029
