REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM6_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
4_MACS_peak_9754_lociStitched	chr19	4058066	4067515	4	8007	11892.5114	171	1	ZBTB7A		ZBTB7A	ZBTB7A	0.4836	171	1
2_MACS_peak_2359_lociStitched	chr10	17268751	17274841	2	5551	14139.153	172	1	VIM	TRDMT1	VIM	VIM	0.8626	172	1
1_MACS_peak_9969_lociStitched	chr19	12720889	12725691	1	4803	14588.9562	173	1	ZNF791,ZNF490		ZNF791	ZNF791	0.6428	173	1
6_MACS_peak_21613_lociStitched	chr9	132646400	132657099	6	8315	11297.0741	175	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.3168	175	1
10_MACS_peak_12729_lociStitched	chr20	34188951	34207922	10	8312	11283.9508	176	1	SPAG4,FER1L4	CPNE1	FER1L4	FER1L4	0.156	176	1
1_MACS_peak_1184_lociStitched	chr1	149855942	149860806	1	4865	14473.8048	177	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BE	1.2905	177	1
9_MACS_peak_17325_lociStitched	chr5	158758441	158777605	9	8635	10733.7564	178	1		IL12B	IL12B	IL12B	0.1613	178	1
4_MACS_peak_8042_lociStitched	chr16	87416370	87427335	4	6253	13309.317	179	1	MAP1LC3B,FBXO31		FBXO31	FBXO31	0.2764	179	1
2_MACS_peak_8103_lociStitched	chr16	89553539	89558169	2	4589	14445.6	180	1	ANKRD11	SPG7	ANKRD11	ANKRD11	0.2053	180	1
4_MACS_peak_14435_lociStitched	chr3	56948020	56958592	4	7903	11446.3044	181	1	ARHGEF3		ARHGEF3	ARHGEF3	0.1919	181	1
5_MACS_peak_19156_lociStitched	chr7	47610094	47622338	5	9667	8616.1028	182	1		TNS3	TNS3	TNS3	0.2381	182	1
1_MACS_peak_10106_lociStitched	chr19	16693161	16700537	1	7377	12015.504	183	1	MED26	CHERP,SLC35E1	SLC35E1	SLC35E1	0.2538	183	1
2_MACS_peak_17358_lociStitched	chr5	162929709	162937035	2	7282	11924.5302	184	1	MAT2B	HMMR,NUDCD2	MAT2B	NUDCD2	0.5921	184	1
6_MACS_peak_7030_lociStitched	chr15	81585134	81597046	6	9229	9141.2688	185	1	IL16	STARD5	IL16	STARD5	0.3952	185	1
1_MACS_peak_10434_lociStitched	chr19	41801889	41806736	1	4848	13946.7578	186	1	HNRNPUL1	CCDC97	CCDC97	CCDC97	0.4226	186	1
2_MACS_peak_6476_lociStitched	chr15	37323107	37334396	2	8070	10846.4712	187	1	MEIS2		MEIS2	MEIS2	0.2735	187	1
2_MACS_peak_13888_lociStitched	chr3	5222945	5232358	2	7098	11962.9817	188	1	EDEM1		EDEM1	EDEM1	0.5845	188	1
2_MACS_peak_19350_lociStitched	chr7	81416909	81426352	2	9387	8499.6443	189	1		HGF	HGF	HGF	0.2288	189	1
2_MACS_peak_3009_lociStitched	chr10	112114499	112122204	2	4998	13670.211	190	1		SMNDC1	SMNDC1	SMNDC1	0.3043	190	1
3_MACS_peak_17511_lociStitched	chr5	180229003	180239088	3	6729	12134.272	191	1	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	0.4301	191	1
3_MACS_peak_9675_lociStitched	chr19	2049232	2062533	3	5519	13190.6017	192	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	0.969	192	1
1_MACS_peak_9657_lociStitched	chr19	1648122	1653769	1	5648	13027.0643	193	1	TCF3	UQCR11	TCF3	UQCR11	0.512	193	1
5_MACS_peak_15566_lociStitched	chr4	38664494	38676305	5	8062	10423.2075	194	1	KLF3,FLJ13197		FLJ13197	FLJ13197	0.2019	194	1
8_MACS_peak_13592_lociStitched	chr22	37612024	37628168	8	8654	9515.2736	195	1	RAC2	C1QTNF6,SSTR3	SSTR3	SSTR3	0.1783	195	1
10_MACS_peak_12663_lociStitched	chr20	30279102	30301412	10	8615	9452.747	196	1	BCL2L1	TPX2	BCL2L1	BCL2L1	0.3357	196	1
11_MACS_peak_439_lociStitched	chr1	31215996	31230938	11	9152	8460.1604	197	1	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.3123	197	1
3_MACS_peak_6798_lociStitched	chr15	65183426	65190091	3	6555	12000.3325	198	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.2536	198	1
9_MACS_peak_19052_lociStitched	chr7	38388485	38407825	9	8847	8931.212	199	1			TARP	TARP	NONE	199	1
4_MACS_peak_591_lociStitched	chr1	40849900	40863052	4	7484	10854.3456	200	1	SMAP2		SMAP2	SMAP2	0.3584	200	1
2_MACS_peak_14412_lociStitched	chr3	55514987	55523722	2	8685	9047.713	201	1	WNT5A		WNT5A	WNT5A	0.4424	201	1
4_MACS_peak_9635_lociStitched	chr19	1239952	1250257	4	5997	12387.6405	202	1	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	ATP5D	CIRBP	1.1963	202	1
5_MACS_peak_9081_lociStitched	chr17	74257819	74269059	5	7003	11300.696	203	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	0.7403	203	1
3_MACS_peak_2070_lociStitched	chr1	226308964	226321570	3	5900	12331.1892	204	1			ACBD3	ACBD3	NONE	204	1
3_MACS_peak_14979_lociStitched	chr3	150477760	150484648	3	6071	12133.9008	205	1	SIAH2		SIAH2	SIAH2	0.5228	205	1
1_MACS_peak_18710_lociStitched	chr6	159459301	159466179	1	6879	11270.2908	206	1	TAGAP	RSPH3	TAGAP	TAGAP	0.674	206	1
6_MACS_peak_4372_lociStitched	chr12	26266507	26280172	6	7620	10360.803	207	1	BHLHE41		BHLHE41	BHLHE41	0.5904	207	1
3_MACS_peak_15670_lociStitched	chr4	64389675	64398641	3	7996	9831.219	208	1			TECRL	TECRL	NONE	208	1
3_MACS_peak_9693_lociStitched	chr19	2266333	2274128	3	6377	11771.2295	209	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	OAZ1	0.9201	209	1
4_MACS_peak_21539_lociStitched	chr9	130538446	130549466	4	6749	11342.886	210	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.2833	210	1
6_MACS_peak_12029_lociStitched	chr2	182168772	182179661	6	8284	9163.0935	211	1			ITGA4	ITGA4	NONE	211	1
2_MACS_peak_9628_lociStitched	chr19	1130290	1137286	2	5910	12044.3136	213	1	SBNO2	GPX4,POLR2E	SBNO2	GPX4	0.4186	213	1
5_MACS_peak_12868_lociStitched	chr20	45977100	45989674	5	8163	9309.7896	214	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.1668	214	1
3_MACS_peak_20184_lociStitched	chr8	29199995	29210619	3	7415	10284.032	215	1	DUSP4		DUSP4	DUSP4	0.5566	215	1
7_MACS_peak_4081_lociStitched	chr11	122612323	122625958	7	8132	9239.076	216	1	UBASH3B		CRTAM	CRTAM	NONE	216	1
2_MACS_peak_9331_lociStitched	chr18	9135615	9144689	2	7781	9673.7914	217	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.398	217	1
3_MACS_peak_4839_lociStitched	chr12	89739234	89749319	3	7431	10140.4675	218	1	DUSP6		DUSP6	DUSP6	0.7596	218	1
1_MACS_peak_10577_lociStitched	chr19	47216822	47223355	1	6534	11202.7884	219	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	0.3566	219	1
3_MACS_peak_1114_lociStitched	chr1	145434409	145442432	3	7639	9767.2002	221	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	0.7909	221	1
6_MACS_peak_8606_lociStitched	chr17	38470611	38482946	6	6522	11120.0025	222	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.303	222	1
6_MACS_peak_8595_lociStitched	chr17	38251519	38264862	6	7337	10136.6771	223	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.5715	223	1
2_MACS_peak_12388_lociStitched	chr2	232570620	232576196	2	5434	12098.2472	224	1	PTMA	MIR1244-1	PTMA	PTMA	0.9356	224	1
3_MACS_peak_8701_lociStitched	chr17	43298841	43307526	3	8485	8288.0955	225	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.3781	225	1
5_MACS_peak_3645_lociStitched	chr11	65336615	65345288	5	7657	9535.0962	226	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	0.8659	226	1
9_MACS_peak_9165_lociStitched	chr17	76711308	76726020	9	8428	8196.0552	227	1	CYTH1		CYTH1	CYTH1	0.3287	227	1
5_MACS_peak_12249_lociStitched	chr2	212790244	212799329	5	8386	8262.8075	228	1	ERBB4		MIR548F2	MIR548F2	NONE	228	1
3_MACS_peak_9057_lociStitched	chr17	73774700	73782418	3	5061	12190.581	229	1	UNK,H3F3B	GALK1	UNK	UNK	0.2709	229	1
3_MACS_peak_21234_lociStitched	chr9	94181626	94192340	3	5914	11465.0514	230	1	NFIL3		NFIL3	NFIL3	0.538	230	1
7_MACS_peak_16924_lociStitched	chr5	118664257	118678378	7	8163	8591.2164	231	1	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.2787	231	1
3_MACS_peak_2613_lociStitched	chr10	65022249	65033936	3	6720	10524.1435	234	1	JMJD1C		JMJD1C	JMJD1C	0.2413	234	1
4_MACS_peak_13433_lociStitched	chr22	24179610	24190941	4	6607	10637.5428	235	1	DERL3	SLC2A11,MIF	DERL3	DERL3	0.486	235	1
1_MACS_peak_5984_lociStitched	chr14	69258506	69263336	1	4831	12245.499	236	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	0.8983	236	1
2_MACS_peak_16789_lociStitched	chr5	95291437	95298659	2	6326	10864.7768	237	1	ELL2		ELL2	ELL2	0.4415	237	1
2_MACS_peak_9542_lociStitched	chr18	60822091	60830168	2	7881	8761.1219	238	1	BCL2		BCL2	BCL2	0.1913	238	1
2_MACS_peak_14835_lociStitched	chr3	128996616	129003351	2	5868	11256.879	239	1	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	0.9533	239	1
6_MACS_peak_13454_lociStitched	chr22	24819802	24831815	6	7466	9365.3348	240	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.4663	240	1
2_MACS_peak_9720_lociStitched	chr19	2694718	2703315	2	7057	9840.9859	241	1	GNG7	DIRAS1,SLC39A3	GNG7	GNG7	0.3482	241	1
2_MACS_peak_21412_lociStitched	chr9	117259412	117268657	2	6270	10735.294	242	1	DFNB31		DFNB31	DFNB31	0.3696	242	1
5_MACS_peak_16325_lociStitched	chr5	20298164	20308699	5	7648	8844.1325	243	1			CDH18	CDH18	NONE	243	1
3_MACS_peak_14887_lociStitched	chr3	135910950	135917310	3	6297	10539.156	244	1	MSL2		MSL2	MSL2	0.3298	244	1
6_MACS_peak_19132_lociStitched	chr7	46052234	46066851	6	7820	8472.0132	245	1			IGFBP3	IGFBP3	NONE	245	1
3_MACS_peak_17935_lociStitched	chr6	33279802	33292184	3	6501	10294.3948	246	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	0.6355	246	1
8_MACS_peak_8323_lociStitched	chr17	16870184	16884800	8	7885	8351.5824	247	1	TNFRSF13B		TNFRSF13B	TNFRSF13B	0.3134	247	1
1_MACS_peak_18959_lociStitched	chr7	25986385	25991927	1	5543	11259.1272	248	1	MIR148A		MIR148A	MIR148A	1.2091	248	1
4_MACS_peak_10419_lociStitched	chr19	41108829	41121225	4	7177	9425.9184	249	1	LTBP4	SHKBP1	LTBP4	LTBP4	0.2985	249	1
3_MACS_peak_14029_lociStitched	chr3	23847091	23854749	3	7490	8922.3358	250	1	UBE2E1		UBE2E1	UBE2E1	0.2403	250	1
2_MACS_peak_17472_lociStitched	chr5	176852494	176859651	2	7108	9449.3871	251	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	0.5352	251	1
3_MACS_peak_15020_lociStitched	chr3	156804950	156811886	3	6685	9985.0656	252	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	0.8702	252	1
2_MACS_peak_2821_lociStitched	chr10	89620969	89628423	2	6896	9646.2214	253	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.2181	253	1
2_MACS_peak_12330_lociStitched	chr2	227655231	227665513	2	7464	8774.6588	254	1	IRS1	RHBDD1	IRS1	IRS1	0.2881	254	1
4_MACS_peak_10485_lociStitched	chr19	42783656	42791228	4	7053	9358.2348	255	1	CIC	PRR19,TMEM145,MEGF8,GSK3A,ERF,PAFAH1B3	CIC	ERF	0.5997	255	1
4_MACS_peak_344_lociStitched	chr1	27018719	27029263	4	7109	9256.5776	257	1	ARID1A		ARID1A	ARID1A	0.317	257	1
3_MACS_peak_73_lociStitched	chr1	2472124	2481458	3	6425	10098.4546	258	1	LOC115110	TNFRSF14,C1orf93,PANK4,HES5	LOC115110	LOC115110	1.0169	258	1
5_MACS_peak_19548_lociStitched	chr7	101922079	101938209	5	7314	8919.89	259	1	CUX1,SH2B2,MIR4285		SH2B2	SH2B2	0.4341	259	1
5_MACS_peak_380_lociStitched	chr1	27756346	27766268	5	7372	8790.892	260	1	WASF2	GPR3,CD164L2	GPR3	GPR3	0.1049	260	1
4_MACS_peak_1311_lociStitched	chr1	154941477	154949282	4	5640	10841.9255	261	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	PYGO2	1.5205	261	1
6_MACS_peak_11555_lociStitched	chr2	99071059	99083144	6	8181	7293.2975	262	1	INPP4A		INPP4A	INPP4A	0.2915	262	1
8_MACS_peak_6127_lociStitched	chr14	81936324	81952725	8	7578	8251.3431	264	1	SEL1L		SEL1L	SEL1L	0.3173	264	1
5_MACS_peak_1072_lociStitched	chr1	143912356	143920015	5	6609	9635.7879	265	1	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.2752	265	1
3_MACS_peak_10516_lociStitched	chr19	45250829	45258705	3	5410	10893.2956	266	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	0.6125	266	1
3_MACS_peak_7813_lociStitched	chr16	66549817	66559580	3	6886	9205.5327	268	1	TK2	CKLF,CMTM1	TK2	TK2	0.321	268	1
2_MACS_peak_4489_lociStitched	chr12	46120481	46127122	2	6578	9578.3143	269	1	ARID2,LOC400027		ARID2	ARID2	0.1376	269	1
6_MACS_peak_16776_lociStitched	chr5	95259334	95269110	6	8360	6514.7264	270	1	ELL2		ELL2	ELL2	0.4415	270	1
3_MACS_peak_8211_lociStitched	chr17	4842913	4854011	3	5942	10242.3442	271	1	RNF167,SLC25A11,PFN1	C17orf107,GP1BA,ENO3,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	0.7281	271	1
6_MACS_peak_15093_lociStitched	chr3	169755174	169765284	6	7772	7675.512	272	1	GPR160		GPR160	GPR160	0.3206	272	1
1_MACS_peak_11874_lociStitched	chr2	158295291	158301603	1	6313	9797.4864	273	1	CYTIP		CYTIP	CYTIP	0.3763	273	1
8_MACS_peak_9092_lociStitched	chr17	74487446	74498195	8	7938	7312.5447	274	1	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	RHBDF2	0.3343	274	1
5_MACS_peak_8859_lociStitched	chr17	56407804	56416966	5	7685	7723.566	275	1	MIR142	MPO,BZRAP1,SUPT4H1	MIR142	MIR142	0.4508	275	1
5_MACS_peak_1901_lociStitched	chr1	206131999	206139337	5	6740	9182.0394	276	1	FAM72A		FAM72A	FAM72A	0.3798	276	1
3_MACS_peak_16549_lociStitched	chr5	66482966	66493578	3	7743	7505.8676	277	1	CD180		CD180	CD180	0.419	277	1
2_MACS_peak_17453_lociStitched	chr5	175962460	175971357	2	5140	10826.7593	278	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	0.5298	278	1
5_MACS_peak_19110_lociStitched	chr7	44668574	44680013	5	6703	9135.1854	279	1	OGDH	TMED4	OGDH	TMED4	0.397	279	1
1_MACS_peak_18861_lociStitched	chr7	8007102	8014352	1	7251	8320.825	280	1	GLCCI1		GLCCI1	GLCCI1	0.2621	280	1
10_MACS_peak_15530_lociStitched	chr4	29659579	29669929	10	7731	7461.315	281	1			MIR4275	MIR4275	NONE	281	1
3_MACS_peak_10290_lociStitched	chr19	35695827	35705712	3	5763	10175.619	282	1		FXYD5,LSR,FAM187B	FAM187B	LSR	0.3357	282	1
3_MACS_peak_12000_lociStitched	chr2	175457405	175465642	3	5931	9975.007	284	1	WIPF1		WIPF1	WIPF1	0.1939	284	1
2_MACS_peak_15885_lociStitched	chr4	103745946	103750672	2	4725	11023.395	285	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.3899	285	1
2_MACS_peak_17103_lociStitched	chr5	139012741	139019041	2	6195	9599.31	286	1		CXXC5	CXXC5	CXXC5	0.5019	286	1
8_MACS_peak_13285_lociStitched	chr21	45552928	45565936	8	7260	8083.1712	287	1	C21orf33	PWP2	C21orf33	C21orf33	0.4087	287	1
4_MACS_peak_17723_lociStitched	chr6	25404230	25414089	4	7512	7618.0493	288	1	LRRC16A		LRRC16A	LRRC16A	0.1568	288	1
3_MACS_peak_6461_lociStitched	chr15	34625466	34635535	3	6177	9508.1567	290	1	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.3828	290	1
3_MACS_peak_19435_lociStitched	chr7	92437346	92445292	3	7521	7528.0404	291	1	CDK6		CDK6	CDK6	0.2818	291	1
4_MACS_peak_13419_lociStitched	chr22	23478334	23488349	4	6473	9123.665	293	1	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.1754	293	1
4_MACS_peak_13252_lociStitched	chr21	44725953	44739178	4	6899	8504.9975	294	1			SIK1	SIK1	0.9904	294	1
3_MACS_peak_6190_lociStitched	chr14	91872913	91885299	3	6957	8413.8098	295	1	CCDC88C		CCDC88C	CCDC88C	0.376	295	1
3_MACS_peak_11804_lociStitched	chr2	136889145	136897670	3	6771	8669.0725	296	1		CXCR4	CXCR4	CXCR4	0.5056	296	1
2_MACS_peak_9931_lociStitched	chr19	11484585	11493069	2	4562	10974.9024	297	1	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	C19orf39	0.8496	297	1
1_MACS_peak_16955_lociStitched	chr5	126111293	126116158	1	4866	10731.217	298	1	LMNB1		LMNB1	LMNB1	0.3208	298	1
2_MACS_peak_15251_lociStitched	chr3	186711600	186719620	2	7142	8080.15	299	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.3245	299	1
3_MACS_peak_14878_lociStitched	chr3	133290756	133296929	3	4264	11164.4878	300	1	CDV3		CDV3	CDV3	0.5496	300	1
1_MACS_peak_17658_lociStitched	chr6	12008106	12013663	1	5558	10029.8293	301	1	HIVEP1		HIVEP1	HIVEP1	0.1492	301	1
2_MACS_peak_10595_lociStitched	chr19	47728928	47735252	2	4979	10550.3292	302	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	MIR3191	1.0875	302	1
1_MACS_peak_1283_lociStitched	chr1	154297224	154302007	1	4784	10686.6569	303	1	AQP10,ATP8B2		ATP8B2	ATP8B2	0.6443	303	1
4_MACS_peak_2110_lociStitched	chr1	228269272	228277302	4	5068	10432.576	304	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	MRPL55	0.6801	304	1
1_MACS_peak_13979_lociStitched	chr3	15835450	15840158	1	4709	10730.9444	305	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.2136	305	1
2_MACS_peak_14283_lociStitched	chr3	49055177	49060568	2	4926	10546.9524	306	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	NDUFAF3	0.9322	306	1
1_MACS_peak_16509_lociStitched	chr5	56468337	56472983	1	4647	10769.8926	307	1	GPBP1	GPBP1	GPBP1	GPBP1	0.2359	307	1
2_MACS_peak_10432_lociStitched	chr19	41768266	41773216	2	4686	10705.365	308	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	HNRNPUL1	0.6902	308	1
2_MACS_peak_4683_lociStitched	chr12	57077177	57083271	2	5953	9480.4358	309	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.4565	309	1
3_MACS_peak_7774_lociStitched	chr16	56964225	56972875	3	5251	10192.295	310	1	HERPUD1	CETP	HERPUD1	HERPUD1	0.602	310	1
7_MACS_peak_12169_lociStitched	chr2	202084712	202101646	7	7220	7693.1162	311	1	CASP10,CASP8	CASP8	CASP8	CASP8	0.3022	311	1
1_MACS_peak_7968_lociStitched	chr16	79629965	79636196	1	6232	9053.643	312	1	MAF		MAF	MAF	0.6756	312	1
4_MACS_peak_16485_lociStitched	chr5	55438004	55452920	4	6667	8452.8972	313	1	ANKRD55		ANKRD55	ANKRD55	0.1781	313	1
3_MACS_peak_19830_lociStitched	chr7	138788028	138795364	3	6669	8433.4656	314	1	ZC3HAV1	TTC26	ZC3HAV1	ZC3HAV1	0.2906	314	1
2_MACS_peak_9716_lociStitched	chr19	2662938	2669251	2	4140	10958.1054	316	1	GNG7		GNG7	GNG7	0.3482	316	1
3_MACS_peak_10189_lociStitched	chr19	19173688	19180711	3	6826	8140.3593	317	1	SLC25A42	ARMC6,SUGP2	SLC25A42	SLC25A42	0.3261	317	1
3_MACS_peak_17088_lociStitched	chr5	138720134	138729160	3	7020	7830.055	318	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	0.7025	318	1
5_MACS_peak_1028_lociStitched	chr1	118196504	118208274	5	7084	7709.35	319	1		FAM46C	FAM46C	FAM46C	0.6725	319	1
3_MACS_peak_18591_lociStitched	chr6	139690867	139697673	3	6074	9133.652	320	1	CITED2		CITED2	CITED2	0.7832	320	1
4_MACS_peak_21545_lociStitched	chr9	130667167	130679882	4	6322	8764.4495	321	1	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	0.5344	321	1
3_MACS_peak_4518_lociStitched	chr12	48201195	48208468	3	7057	7670.1058	322	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.3491	322	1
3_MACS_peak_6677_lociStitched	chr15	52620675	52630826	3	7266	7278.267	323	1	MYO5A	MYO5C	MYO5C	MYO5C	0.3029	323	1
5_MACS_peak_18010_lociStitched	chr6	36559854	36568154	5	5560	9612.23	324	1	SRSF3	STK38,MIR3925	SRSF3	SRSF3	0.6614	324	1
3_MACS_peak_20719_lociStitched	chr8	129278747	129286905	3	7040	7613.8614	326	1			MIR1208	MIR1208	NONE	326	1
1_MACS_peak_6657_lociStitched	chr15	50644457	50648699	1	4243	10730.9874	327	1	LOC100129387,GABPB1,FLJ10038		LOC100129387	LOC100129387	0.8986	327	1
3_MACS_peak_1633_lociStitched	chr1	178544662	178552077	3	6962	7670.076	328	1		C1orf220	C1orf220	C1orf220	0.2431	328	1
7_MACS_peak_16782_lociStitched	chr5	95273381	95285899	7	7598	6417.9786	331	1	ELL2		ELL2	ELL2	0.4415	331	1
5_MACS_peak_6239_lociStitched	chr14	95975705	95986823	5	6886	7715.892	332	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	SCARNA13	0.2733	332	1
1_MACS_peak_16855_lociStitched	chr5	108742670	108747697	1	5028	9972.0599	333	1	PJA2		PJA2	PJA2	0.2596	333	1
1_MACS_peak_6867_lociStitched	chr15	69109269	69114225	1	4957	10025.988	334	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.3557	334	1
1_MACS_peak_16498_lociStitched	chr5	56109900	56115657	1	5758	9210.0486	335	1	MAP3K1		MAP3K1	MAP3K1	0.3051	335	1
1_MACS_peak_17402_lociStitched	chr5	172260603	172265513	1	4911	10058.626	336	1	ERGIC1		ERGIC1	ERGIC1	0.2471	336	1
3_MACS_peak_4462_lociStitched	chr12	40008631	40015752	3	6924	7589.5618	337	1	ABCD2	C12orf40	ABCD2	ABCD2	0.1827	337	1
2_MACS_peak_18988_lociStitched	chr7	30065535	30073154	2	5687	9230.4185	338	1	PLEKHA8,FKBP14	SCRN1	PLEKHA8	PLEKHA8	0.2111	338	1
2_MACS_peak_20251_lociStitched	chr8	38622108	38628478	2	5265	9646.091	339	1	TACC1	TACC1	TACC1	TACC1	0.2004	339	1
1_MACS_peak_16834_lociStitched	chr5	100233896	100240773	1	6878	7565.3877	340	1	ST8SIA4		ST8SIA4	ST8SIA4	0.3389	340	1
4_MACS_peak_18133_lociStitched	chr6	52355999	52369306	4	5638	9240.3808	341	1	EFHC1,TRAM2		EFHC1	EFHC1	0.1645	341	1
6_MACS_peak_17679_lociStitched	chr6	15245122	15257047	6	6228	8510.8725	343	1	JARID2		JARID2	JARID2	0.1245	343	1
3_MACS_peak_10448_lociStitched	chr19	42052110	42061213	3	6986	7329.7356	344	1		CEACAM21	CEACAM21	CEACAM21	0.1215	344	1
2_MACS_peak_7168_lociStitched	chr15	93347195	93355380	2	4476	10278.723	345	1		ASB9P1	ASB9P1	ASB9P1	0.1016	345	1
5_MACS_peak_17891_lociStitched	chr6	31789404	31803221	5	5641	9174.488	346	1	HSPA1B,C6orf48,SNORD48	HSPA1A,SNORD52,C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	HSPA1B	0.6337	346	1
1_MACS_peak_1317_lociStitched	chr1	154971155	154976872	1	5718	9054.0129	347	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PYGO2	1.5205	347	1
2_MACS_peak_16381_lociStitched	chr5	32582406	32587629	2	4803	9956.6049	348	1	SUB1		SUB1	SUB1	0.5774	348	1
2_MACS_peak_15338_lociStitched	chr3	197456635	197464790	2	5358	9413.3165	349	1	KIAA0226	FYTTD1	KIAA0226	KIAA0226	0.3194	349	1
2_MACS_peak_16255_lociStitched	chr5	1313066	1320247	2	6132	8469.2714	350	1	CLPTM1L	TERT	TERT	TERT	0.115	350	1
5_MACS_peak_14397_lociStitched	chr3	53222305	53231339	5	7145	6874.874	351	1	PRKCD		PRKCD	PRKCD	0.5496	351	1
2_MACS_peak_15782_lociStitched	chr4	84029447	84036011	2	6535	7901.7432	352	1	PLAC8		PLAC8	PLAC8	0.3576	352	1
3_MACS_peak_19149_lociStitched	chr7	47533379	47541300	3	6367	8140.4117	353	1	TNS3		TNS3	TNS3	0.2381	353	1
2_MACS_peak_16063_lociStitched	chr4	144275380	144282202	2	6773	7520.5728	354	1	GAB1		GAB1	GAB1	0.2449	354	1
3_MACS_peak_21442_lociStitched	chr9	123630389	123640604	3	6013	8594.901	355	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.3682	355	1
1_MACS_peak_15585_lociStitched	chr4	40055803	40060199	1	4397	10200.918	356	1	N4BP2,LOC344967		N4BP2	N4BP2	0.1727	356	1
