GENE_ID	locusLine	bin_1_KMS-12-BM.jin.bam
1_MACS_peak_6043_lociStitched	chr12(.):49961163-49962695	3.4712
1_MACS_peak_6044_lociStitched	chr12(.):50016484-50016871	0.9878
1_MACS_peak_6045_lociStitched	chr12(.):50100734-50101320	1.5743
1_MACS_peak_6046_lociStitched	chr12(.):50135122-50136550	7.3705
1_MACS_peak_6047_lociStitched	chr12(.):50147938-50148264	0.9362
1_MACS_peak_6048_lociStitched	chr12(.):50235595-50237267	2.7475
1_MACS_peak_6049_lociStitched	chr12(.):50360898-50361383	1.3195
2_MACS_peak_6050_lociStitched	chr12(.):50418441-50419992	3.5334
1_MACS_peak_6052_lociStitched	chr12(.):50450822-50451571	1.007
2_MACS_peak_6053_lociStitched	chr12(.):50478151-50479762	2.1258
2_MACS_peak_6055_lociStitched	chr12(.):50503470-50507124	2.5087
2_MACS_peak_6057_lociStitched	chr12(.):50560295-50561832	2.1125
1_MACS_peak_6059_lociStitched	chr12(.):50677380-50678047	1.8252
1_MACS_peak_6060_lociStitched	chr12(.):50794136-50795860	3.0092
1_MACS_peak_6061_lociStitched	chr12(.):50897645-50899639	2.8788
1_MACS_peak_6062_lociStitched	chr12(.):50991183-50991496	0.7611
1_MACS_peak_6063_lociStitched	chr12(.):51156614-51158999	5.7783
1_MACS_peak_6064_lociStitched	chr12(.):51312274-51312881	1.0521
1_MACS_peak_6065_lociStitched	chr12(.):51315925-51316466	1.326
3_MACS_peak_6066_lociStitched	chr12(.):51317103-51319804	2.7545
1_MACS_peak_6069_lociStitched	chr12(.):51373583-51374300	1.9434
2_MACS_peak_6070_lociStitched	chr12(.):51417849-51420785	2.3978
1_MACS_peak_6072_lociStitched	chr12(.):51441232-51443042	3.3726
1_MACS_peak_6073_lociStitched	chr12(.):51476513-51477411	1.5769
1_MACS_peak_6074_lociStitched	chr12(.):51566130-51567339	2.0928
1_MACS_peak_6075_lociStitched	chr12(.):51611395-51612881	2.5504
1_MACS_peak_6076_lociStitched	chr12(.):51631598-51633446	6.4637
1_MACS_peak_6077_lociStitched	chr12(.):51663872-51664727	1.2378
1_MACS_peak_6078_lociStitched	chr12(.):51712832-51713359	1.1273
1_MACS_peak_6079_lociStitched	chr12(.):51720907-51721532	1.1084
1_MACS_peak_6080_lociStitched	chr12(.):51762843-51763739	1.7832
1_MACS_peak_6081_lociStitched	chr12(.):51784653-51786180	2.5114
1_MACS_peak_6082_lociStitched	chr12(.):52345471-52346005	1.5385
1_MACS_peak_6083_lociStitched	chr12(.):52416850-52419429	1.9249
2_MACS_peak_6084_lociStitched	chr12(.):52426217-52428324	1.5634
2_MACS_peak_6086_lociStitched	chr12(.):52429697-52432151	2.6951
2_MACS_peak_6088_lociStitched	chr12(.):52443643-52446524	5.0011
2_MACS_peak_6090_lociStitched	chr12(.):52462269-52464553	3.8332
1_MACS_peak_6092_lociStitched	chr12(.):52497952-52499685	1.9845
2_MACS_peak_6093_lociStitched	chr12(.):52509617-52514039	1.9743
1_MACS_peak_6095_lociStitched	chr12(.):53268139-53268468	1.1063
2_MACS_peak_6096_lociStitched	chr12(.):53297223-53298701	1.252
2_MACS_peak_6098_lociStitched	chr12(.):53306335-53307619	1.0427
3_MACS_peak_6100_lociStitched	chr12(.):53399054-53401854	5.3574
2_MACS_peak_6103_lociStitched	chr12(.):53440486-53441746	0.9366
1_MACS_peak_6105_lociStitched	chr12(.):53447564-53448411	2.6747
2_MACS_peak_6106_lociStitched	chr12(.):53472457-53473934	2.2161
1_MACS_peak_6108_lociStitched	chr12(.):53491281-53492518	1.3567
2_MACS_peak_6109_lociStitched	chr12(.):53495990-53498781	2.1305
1_MACS_peak_6111_lociStitched	chr12(.):53506996-53507382	0.8702
1_MACS_peak_6112_lociStitched	chr12(.):53573507-53575399	3.7591
2_MACS_peak_6113_lociStitched	chr12(.):53592313-53595873	1.7667
2_MACS_peak_6115_lociStitched	chr12(.):53598816-53600698	1.1636
1_MACS_peak_6117_lociStitched	chr12(.):53602562-53603481	1.2311
2_MACS_peak_6118_lociStitched	chr12(.):53614239-53616008	2.2694
1_MACS_peak_6120_lociStitched	chr12(.):53625627-53626016	0.9404
2_MACS_peak_6121_lociStitched	chr12(.):53645436-53646742	1.765
1_MACS_peak_6123_lociStitched	chr12(.):53661841-53662869	3.8653
1_MACS_peak_6124_lociStitched	chr12(.):53688716-53689857	2.7595
1_MACS_peak_6125_lociStitched	chr12(.):53693329-53694117	2.5165
1_MACS_peak_6126_lociStitched	chr12(.):53714936-53716001	3.9989
1_MACS_peak_6127_lociStitched	chr12(.):53717662-53720213	3.2812
1_MACS_peak_6128_lociStitched	chr12(.):53738226-53739022	1.3575
1_MACS_peak_6129_lociStitched	chr12(.):53764036-53766240	4.5033
2_MACS_peak_6130_lociStitched	chr12(.):53771925-53774556	3.5748
1_MACS_peak_6132_lociStitched	chr12(.):53815123-53815487	1.0416
3_MACS_peak_6133_lociStitched	chr12(.):53834780-53837650	1.4687
2_MACS_peak_6136_lociStitched	chr12(.):53839750-53840485	0.983
1_MACS_peak_6138_lociStitched	chr12(.):53845933-53846795	5.1849
1_MACS_peak_6139_lociStitched	chr12(.):53886978-53887482	1.0357
3_MACS_peak_6140_lociStitched	chr12(.):53893449-53896003	4.388
1_MACS_peak_6143_lociStitched	chr12(.):54019835-54020779	4.7156
1_MACS_peak_6144_lociStitched	chr12(.):54068871-54070662	4.0222
2_MACS_peak_6145_lociStitched	chr12(.):54115726-54118039	2.0317
2_MACS_peak_6147_lociStitched	chr12(.):54120726-54122028	1.0354
1_MACS_peak_6149_lociStitched	chr12(.):54144662-54145883	1.5052
2_MACS_peak_6150_lociStitched	chr12(.):54411382-54412480	1.4908
1_MACS_peak_6152_lociStitched	chr12(.):54446825-54447547	1.3469
1_MACS_peak_6153_lociStitched	chr12(.):54608715-54609106	1.3653
1_MACS_peak_6154_lociStitched	chr12(.):54609968-54611030	1.6072
1_MACS_peak_6155_lociStitched	chr12(.):54613906-54614386	1.3772
1_MACS_peak_6156_lociStitched	chr12(.):54672671-54675615	8.5505
2_MACS_peak_6157_lociStitched	chr12(.):54718215-54719465	1.4101
2_MACS_peak_6159_lociStitched	chr12(.):54752567-54753717	1.2173
1_MACS_peak_6161_lociStitched	chr12(.):54866703-54867771	2.8062
1_MACS_peak_6162_lociStitched	chr12(.):54891404-54892377	1.1985
1_MACS_peak_6163_lociStitched	chr12(.):55182334-55182613	0.7738
1_MACS_peak_6164_lociStitched	chr12(.):55738040-55738465	1.0286
1_MACS_peak_6165_lociStitched	chr12(.):56067596-56068099	1.1893
1_MACS_peak_6166_lociStitched	chr12(.):56109283-56110751	1.8441
1_MACS_peak_6167_lociStitched	chr12(.):56121951-56124649	2.2066
1_MACS_peak_6168_lociStitched	chr12(.):56131789-56132331	1.6056
2_MACS_peak_6169_lociStitched	chr12(.):56210686-56212481	2.4683
1_MACS_peak_6171_lociStitched	chr12(.):56222415-56224982	2.422
2_MACS_peak_6172_lociStitched	chr12(.):56319991-56326498	3.3551
1_MACS_peak_6174_lociStitched	chr12(.):56360539-56361405	2.0444
1_MACS_peak_6175_lociStitched	chr12(.):56367756-56368326	2.1395
1_MACS_peak_6176_lociStitched	chr12(.):56390526-56391521	1.1003
1_MACS_peak_6177_lociStitched	chr12(.):56430801-56431611	1.1372
1_MACS_peak_6178_lociStitched	chr12(.):56435064-56436681	3.4748
1_MACS_peak_6179_lociStitched	chr12(.):56497600-56499442	4.5195
2_MACS_peak_6180_lociStitched	chr12(.):56509142-56513236	4.1464
2_MACS_peak_6182_lociStitched	chr12(.):56519402-56523111	2.4746
1_MACS_peak_6184_lociStitched	chr12(.):56545108-56546783	3.2985
1_MACS_peak_6185_lociStitched	chr12(.):56550649-56553249	3.4345
1_MACS_peak_6186_lociStitched	chr12(.):56582488-56584766	3.3379
1_MACS_peak_6187_lociStitched	chr12(.):56614185-56616471	4.0558
1_MACS_peak_6188_lociStitched	chr12(.):56617355-56618905	1.5459
1_MACS_peak_6189_lociStitched	chr12(.):56651446-56652703	2.1394
1_MACS_peak_6190_lociStitched	chr12(.):56660306-56660952	3.2268
2_MACS_peak_6191_lociStitched	chr12(.):56693217-56695238	3.8724
1_MACS_peak_6193_lociStitched	chr12(.):56695770-56696319	1.2087
1_MACS_peak_6194_lociStitched	chr12(.):56708558-56710747	4.5846
1_MACS_peak_6195_lociStitched	chr12(.):56726430-56728817	5.6512
1_MACS_peak_6196_lociStitched	chr12(.):56731424-56733656	2.8536
2_MACS_peak_6197_lociStitched	chr12(.):56753513-56754762	1.5619
1_MACS_peak_6199_lociStitched	chr12(.):56768938-56769378	1.0917
1_MACS_peak_6200_lociStitched	chr12(.):56769900-56770651	1.7299
1_MACS_peak_6201_lociStitched	chr12(.):56842416-56843591	3.0782
1_MACS_peak_6202_lociStitched	chr12(.):56861534-56863483	2.9539
1_MACS_peak_6203_lociStitched	chr12(.):57022210-57024272	4.1202
1_MACS_peak_6204_lociStitched	chr12(.):57025864-57026632	1.3876
1_MACS_peak_6205_lociStitched	chr12(.):57028130-57030775	2.7033
2_MACS_peak_6206_lociStitched	chr12(.):57038580-57040768	4.6855
2_MACS_peak_6208_lociStitched	chr12(.):57076361-57078116	2.2206
3_MACS_peak_6210_lociStitched	chr12(.):57079200-57084091	4.9247
1_MACS_peak_6213_lociStitched	chr12(.):57117598-57120047	4.327
1_MACS_peak_6214_lociStitched	chr12(.):57144877-57146472	5.185
1_MACS_peak_6215_lociStitched	chr12(.):57359775-57360368	1.1434
2_MACS_peak_6216_lociStitched	chr12(.):57399614-57401014	1.4229
2_MACS_peak_6218_lociStitched	chr12(.):57471396-57473539	3.698
2_MACS_peak_6220_lociStitched	chr12(.):57479730-57483379	4.1885
1_MACS_peak_6222_lociStitched	chr12(.):57503940-57506189	3.0263
2_MACS_peak_6223_lociStitched	chr12(.):57609739-57611462	1.5012
1_MACS_peak_6225_lociStitched	chr12(.):57622644-57625596	4.9052
1_MACS_peak_6226_lociStitched	chr12(.):57632288-57635168	2.762
2_MACS_peak_6227_lociStitched	chr12(.):57636055-57637604	1.5183
2_MACS_peak_6229_lociStitched	chr12(.):57823666-57825633	3.2028
1_MACS_peak_6231_lociStitched	chr12(.):57847838-57850631	2.1125
4_MACS_peak_6232_lociStitched	chr12(.):57851905-57857716	1.9644
1_MACS_peak_6236_lociStitched	chr12(.):57871180-57874884	3.1733
1_MACS_peak_6237_lociStitched	chr12(.):57881127-57882803	3.2364
1_MACS_peak_6238_lociStitched	chr12(.):57913084-57917511	8.4616
1_MACS_peak_6239_lociStitched	chr12(.):57939978-57941187	2.0334
1_MACS_peak_6240_lociStitched	chr12(.):57984495-57985551	2.0893
1_MACS_peak_6241_lociStitched	chr12(.):57997981-57999261	3.2759
1_MACS_peak_6242_lociStitched	chr12(.):58005082-58005596	1.2707
1_MACS_peak_6243_lociStitched	chr12(.):58025832-58027130	1.6877
1_MACS_peak_6244_lociStitched	chr12(.):58087821-58088517	3.2959
1_MACS_peak_6245_lociStitched	chr12(.):58135156-58136594	2.2252
2_MACS_peak_6246_lociStitched	chr12(.):58137572-58139459	3.3731
1_MACS_peak_6248_lociStitched	chr12(.):58144776-58146194	4.2745
2_MACS_peak_6249_lociStitched	chr12(.):58148178-58150131	1.4528
1_MACS_peak_6251_lociStitched	chr12(.):58158032-58159896	3.121
1_MACS_peak_6252_lociStitched	chr12(.):58165018-58167032	4.8177
1_MACS_peak_6253_lociStitched	chr12(.):58175838-58177457	3.2763
2_MACS_peak_6254_lociStitched	chr12(.):58230773-58232234	1.1011
1_MACS_peak_6256_lociStitched	chr12(.):58238152-58241326	4.7821
1_MACS_peak_6257_lociStitched	chr12(.):58258710-58259420	1.4878
3_MACS_peak_6258_lociStitched	chr12(.):58281550-58284084	2.0119
1_MACS_peak_6261_lociStitched	chr12(.):58288180-58294924	3.6079
1_MACS_peak_6262_lociStitched	chr12(.):58298614-58299053	0.8868
1_MACS_peak_6263_lociStitched	chr12(.):58329494-58330412	1.6509
2_MACS_peak_6264_lociStitched	chr12(.):58334186-58336344	3.6963
2_MACS_peak_6266_lociStitched	chr12(.):58819436-58820432	1.4982
1_MACS_peak_6268_lociStitched	chr12(.):59313628-59314356	1.1356
1_MACS_peak_6269_lociStitched	chr12(.):59989939-59990199	0.7584
1_MACS_peak_6270_lociStitched	chr12(.):60556788-60557187	1.1328
2_MACS_peak_6271_lociStitched	chr12(.):62263958-62265705	1.2202
1_MACS_peak_6273_lociStitched	chr12(.):62335230-62335728	1.1818
1_MACS_peak_6274_lociStitched	chr12(.):62652486-62655323	3.4831
1_MACS_peak_6275_lociStitched	chr12(.):62859881-62861376	3.669
1_MACS_peak_6276_lociStitched	chr12(.):62995563-62998211	8.4186
1_MACS_peak_6277_lociStitched	chr12(.):63327946-63328894	1.3368
1_MACS_peak_6278_lociStitched	chr12(.):64021764-64022444	1.5011
1_MACS_peak_6279_lociStitched	chr12(.):64028012-64028620	1.3871
2_MACS_peak_6280_lociStitched	chr12(.):64061983-64063395	1.1199
1_MACS_peak_6282_lociStitched	chr12(.):64173218-64174468	3.4435
1_MACS_peak_6283_lociStitched	chr12(.):64404055-64404497	1.0458
1_MACS_peak_6284_lociStitched	chr12(.):64615300-64616690	4.7524
1_MACS_peak_6285_lociStitched	chr12(.):64686678-64687756	1.2125
2_MACS_peak_6286_lociStitched	chr12(.):64797336-64799702	6.1693
1_MACS_peak_6288_lociStitched	chr12(.):64845224-64847022	2.7459
1_MACS_peak_6289_lociStitched	chr12(.):64853145-64853548	1.0057
2_MACS_peak_6290_lociStitched	chr12(.):65002120-65005992	2.6352
1_MACS_peak_6292_lociStitched	chr12(.):65019304-65019713	1.0431
1_MACS_peak_6293_lociStitched	chr12(.):65053364-65053806	1.0201
1_MACS_peak_6294_lociStitched	chr12(.):65054530-65055446	1.7067
4_MACS_peak_6295_lociStitched	chr12(.):65059254-65065392	1.9963
1_MACS_peak_6299_lociStitched	chr12(.):65131806-65132168	1.0384
2_MACS_peak_6300_lociStitched	chr12(.):65152611-65153828	1.3848
2_MACS_peak_6302_lociStitched	chr12(.):65549485-65551253	1.5276
2_MACS_peak_6304_lociStitched	chr12(.):65562119-65564680	3.6777
1_MACS_peak_6306_lociStitched	chr12(.):66523685-66525368	2.4005
2_MACS_peak_6307_lociStitched	chr12(.):66562261-66564536	3.8701
1_MACS_peak_6309_lociStitched	chr12(.):66590122-66590569	1.3926
1_MACS_peak_6310_lociStitched	chr12(.):66625767-66626242	0.8754
1_MACS_peak_6311_lociStitched	chr12(.):66628776-66629048	1.2234
2_MACS_peak_6312_lociStitched	chr12(.):66696145-66697524	1.9352
1_MACS_peak_6314_lociStitched	chr12(.):67661765-67664551	4.9922
1_MACS_peak_6315_lociStitched	chr12(.):67843848-67844398	1.0055
2_MACS_peak_6316_lociStitched	chr12(.):67908751-67910672	1.3727
1_MACS_peak_6318_lociStitched	chr12(.):68024100-68024636	1.2031
2_MACS_peak_6319_lociStitched	chr12(.):68041647-68044218	2.2913
1_MACS_peak_6321_lociStitched	chr12(.):68380895-68387078	4.7583
1_MACS_peak_6322_lociStitched	chr12(.):68387660-68388141	0.8958
2_MACS_peak_6323_lociStitched	chr12(.):68568637-68570438	1.7523
1_MACS_peak_6325_lociStitched	chr12(.):68634117-68635058	1.397
2_MACS_peak_6326_lociStitched	chr12(.):68725407-68726644	1.5955
1_MACS_peak_6328_lociStitched	chr12(.):68752311-68752616	0.8031
3_MACS_peak_6329_lociStitched	chr12(.):68757158-68760690	2.7516
1_MACS_peak_6332_lociStitched	chr12(.):68766774-68770398	3.6735
3_MACS_peak_6333_lociStitched	chr12(.):69003664-69005775	3.2614
1_MACS_peak_6336_lociStitched	chr12(.):69080275-69081561	3.7264
1_MACS_peak_6337_lociStitched	chr12(.):69139192-69140846	3.3538
1_MACS_peak_6338_lociStitched	chr12(.):69165861-69166253	1.0575
1_MACS_peak_6339_lociStitched	chr12(.):69200705-69203226	5.4965
2_MACS_peak_6340_lociStitched	chr12(.):69283619-69284805	1.3306
2_MACS_peak_6342_lociStitched	chr12(.):69632666-69634797	2.5924
1_MACS_peak_6344_lociStitched	chr12(.):69724327-69725518	1.2504
1_MACS_peak_6345_lociStitched	chr12(.):69752931-69755377	6.1207
1_MACS_peak_6346_lociStitched	chr12(.):69863619-69864976	2.9467
1_MACS_peak_6347_lociStitched	chr12(.):69979011-69980158	7.2436
2_MACS_peak_6348_lociStitched	chr12(.):70132028-70133943	2.2941
1_MACS_peak_6350_lociStitched	chr12(.):70636054-70638130	6.3855
3_MACS_peak_6351_lociStitched	chr12(.):70759526-70761503	1.6052
1_MACS_peak_6354_lociStitched	chr12(.):70809440-70809886	1.3736
1_MACS_peak_6355_lociStitched	chr12(.):70861635-70863509	1.4986
1_MACS_peak_6356_lociStitched	chr12(.):71039892-71040198	1.2601
1_MACS_peak_6357_lociStitched	chr12(.):71511857-71512313	1.2277
1_MACS_peak_6358_lociStitched	chr12(.):71770337-71770940	1.8583
1_MACS_peak_6359_lociStitched	chr12(.):71825332-71825845	1.0053
1_MACS_peak_6360_lociStitched	chr12(.):72056506-72058968	4.3185
2_MACS_peak_6361_lociStitched	chr12(.):72079143-72082507	2.1835
1_MACS_peak_6363_lociStitched	chr12(.):72147880-72150031	3.337
1_MACS_peak_6364_lociStitched	chr12(.):72232481-72234674	5.9004
1_MACS_peak_6365_lociStitched	chr12(.):73682930-73683424	0.9635
2_MACS_peak_6366_lociStitched	chr12(.):74686043-74688393	1.8906
1_MACS_peak_6368_lociStitched	chr12(.):74902854-74903384	2.3715
1_MACS_peak_6369_lociStitched	chr12(.):74931155-74932308	2.9883
1_MACS_peak_6370_lociStitched	chr12(.):75784445-75785420	1.539
1_MACS_peak_6371_lociStitched	chr12(.):75904462-75905896	2.419
1_MACS_peak_6372_lociStitched	chr12(.):76354688-76355083	0.8858
2_MACS_peak_6373_lociStitched	chr12(.):76424532-76426415	2.0546
2_MACS_peak_6375_lociStitched	chr12(.):76476631-76480055	4.5531
1_MACS_peak_6377_lociStitched	chr12(.):76713520-76713953	1.2887
1_MACS_peak_6378_lociStitched	chr12(.):76741540-76742937	2.8591
1_MACS_peak_6379_lociStitched	chr12(.):76952315-76954225	5.1344
1_MACS_peak_6380_lociStitched	chr12(.):77157336-77159027	3.3413
1_MACS_peak_6381_lociStitched	chr12(.):77458611-77459981	2.0918
1_MACS_peak_6382_lociStitched	chr12(.):77572655-77573210	1.1819
1_MACS_peak_6383_lociStitched	chr12(.):78900203-78900800	1.0623
6_MACS_peak_6384_lociStitched	chr12(.):79461309-79465665	1.1903
2_MACS_peak_6390_lociStitched	chr12(.):80082607-80085492	3.1805
1_MACS_peak_6392_lociStitched	chr12(.):80327661-80329869	5.557
1_MACS_peak_6393_lociStitched	chr12(.):80477323-80478525	1.7295
1_MACS_peak_6394_lociStitched	chr12(.):80543440-80543971	2.2628
1_MACS_peak_6395_lociStitched	chr12(.):80612620-80613203	0.8788
1_MACS_peak_6396_lociStitched	chr12(.):82751549-82752782	5.8819
1_MACS_peak_6397_lociStitched	chr12(.):82944602-82945189	2.9219
1_MACS_peak_6398_lociStitched	chr12(.):85711666-85712304	3.4579
1_MACS_peak_6399_lociStitched	chr12(.):85817819-85818272	1.5203
1_MACS_peak_6400_lociStitched	chr12(.):88429251-88430184	2.839
2_MACS_peak_6401_lociStitched	chr12(.):88535198-88536772	2.1971
1_MACS_peak_6403_lociStitched	chr12(.):88860622-88861162	1.2699
1_MACS_peak_6404_lociStitched	chr12(.):89739433-89740032	1.1071
1_MACS_peak_6405_lociStitched	chr12(.):89862671-89863950	1.5985
1_MACS_peak_6406_lociStitched	chr12(.):89918133-89920521	2.049
2_MACS_peak_6407_lociStitched	chr12(.):90101210-90104245	3.4296
1_MACS_peak_6409_lociStitched	chr12(.):90320539-90320885	0.9563
1_MACS_peak_6410_lociStitched	chr12(.):90930475-90930778	0.7048
2_MACS_peak_6411_lociStitched	chr12(.):92167329-92169756	1.5187
1_MACS_peak_6413_lociStitched	chr12(.):92170668-92173782	2.9351
1_MACS_peak_6414_lociStitched	chr12(.):92174740-92175068	0.6882
2_MACS_peak_6415_lociStitched	chr12(.):92537897-92540679	3.5076
1_MACS_peak_6417_lociStitched	chr12(.):92707840-92708233	0.8943
2_MACS_peak_6418_lociStitched	chr12(.):92756650-92758630	1.6631
1_MACS_peak_6420_lociStitched	chr12(.):92798084-92798474	1.1209
1_MACS_peak_6421_lociStitched	chr12(.):92838868-92839416	1.0166
1_MACS_peak_6422_lociStitched	chr12(.):92860288-92860855	1.0097
1_MACS_peak_6423_lociStitched	chr12(.):92987259-92988317	1.2297
2_MACS_peak_6424_lociStitched	chr12(.):93096526-93097531	0.904
1_MACS_peak_6426_lociStitched	chr12(.):93321547-93324265	4.149
2_MACS_peak_6427_lociStitched	chr12(.):93381407-93382538	1.192
1_MACS_peak_6429_lociStitched	chr12(.):93488762-93489329	1.2697
2_MACS_peak_6430_lociStitched	chr12(.):93771159-93773133	3.7595
1_MACS_peak_6432_lociStitched	chr12(.):93834172-93837123	4.5749
1_MACS_peak_6433_lociStitched	chr12(.):93861071-93862135	4.2723
1_MACS_peak_6434_lociStitched	chr12(.):93963657-93966435	5.2985
1_MACS_peak_6435_lociStitched	chr12(.):93985014-93985842	1.9926
1_MACS_peak_6436_lociStitched	chr12(.):94035156-94035454	0.8258
1_MACS_peak_6437_lociStitched	chr12(.):94070248-94072759	4.3976
1_MACS_peak_6438_lociStitched	chr12(.):94136243-94136793	1.7785
4_MACS_peak_6439_lociStitched	chr12(.):94238900-94244085	2.5832
1_MACS_peak_6443_lociStitched	chr12(.):94433081-94433559	0.9551
1_MACS_peak_6444_lociStitched	chr12(.):94495558-94496143	1.3252
2_MACS_peak_6445_lociStitched	chr12(.):94541293-94544888	3.1021
2_MACS_peak_6447_lociStitched	chr12(.):94550721-94552552	1.1603
1_MACS_peak_6449_lociStitched	chr12(.):94565510-94566238	1.3553
2_MACS_peak_6450_lociStitched	chr12(.):94566744-94568372	1.708
3_MACS_peak_6452_lociStitched	chr12(.):94584239-94590331	3.34
2_MACS_peak_6455_lociStitched	chr12(.):94596097-94604417	4.2249
1_MACS_peak_6457_lociStitched	chr12(.):94800021-94800529	1.2642
1_MACS_peak_6458_lociStitched	chr12(.):94852822-94854630	5.194
1_MACS_peak_6459_lociStitched	chr12(.):94881696-94882195	0.9449
2_MACS_peak_6460_lociStitched	chr12(.):94953277-94957013	3.3756
1_MACS_peak_6462_lociStitched	chr12(.):95033795-95034312	0.9391
1_MACS_peak_6463_lociStitched	chr12(.):95156129-95157742	2.2624
2_MACS_peak_6464_lociStitched	chr12(.):95208978-95214831	4.1023
1_MACS_peak_6466_lociStitched	chr12(.):95216573-95217020	1.2504
2_MACS_peak_6467_lociStitched	chr12(.):95222806-95228017	4.0048
2_MACS_peak_6469_lociStitched	chr12(.):95264628-95268306	2.3695
1_MACS_peak_6471_lociStitched	chr12(.):95396679-95397933	2.8968
1_MACS_peak_6472_lociStitched	chr12(.):95466364-95467401	3.2159
2_MACS_peak_6473_lociStitched	chr12(.):95610467-95612993	3.0036
1_MACS_peak_6475_lociStitched	chr12(.):95866765-95868844	2.4741
1_MACS_peak_6476_lociStitched	chr12(.):95965522-95966067	1.0977
1_MACS_peak_6477_lociStitched	chr12(.):96252607-96253787	4.2968
1_MACS_peak_6478_lociStitched	chr12(.):96336017-96337681	3.3281
2_MACS_peak_6479_lociStitched	chr12(.):96428734-96429925	1.6694
3_MACS_peak_6481_lociStitched	chr12(.):96586913-96590425	4.6126
1_MACS_peak_6484_lociStitched	chr12(.):96709386-96710291	2.4229
3_MACS_peak_6485_lociStitched	chr12(.):96792660-96795802	4.8177
1_MACS_peak_6488_lociStitched	chr12(.):96800840-96802437	1.4578
2_MACS_peak_6489_lociStitched	chr12(.):96894738-96896173	1.5803
1_MACS_peak_6491_lociStitched	chr12(.):97300363-97302066	3.6645
1_MACS_peak_6492_lociStitched	chr12(.):98896458-98898169	3.6778
1_MACS_peak_6493_lociStitched	chr12(.):98908121-98911357	5.3699
1_MACS_peak_6494_lociStitched	chr12(.):98961062-98961366	0.782
2_MACS_peak_6495_lociStitched	chr12(.):98986497-98988523	4.9382
1_MACS_peak_6497_lociStitched	chr12(.):99006498-99007200	0.9644
2_MACS_peak_6498_lociStitched	chr12(.):99037552-99039652	2.0932
1_MACS_peak_6500_lociStitched	chr12(.):99139188-99140148	1.8861
2_MACS_peak_6501_lociStitched	chr12(.):99147264-99149102	1.5037
1_MACS_peak_6503_lociStitched	chr12(.):100535633-100537328	3.7299
2_MACS_peak_6504_lociStitched	chr12(.):100592885-100595045	2.399
1_MACS_peak_6506_lociStitched	chr12(.):100660113-100661845	3.1439
1_MACS_peak_6507_lociStitched	chr12(.):101673866-101674519	2.1671
1_MACS_peak_6508_lociStitched	chr12(.):101800953-101802592	3.4407
2_MACS_peak_6509_lociStitched	chr12(.):102090371-102092498	2.801
1_MACS_peak_6511_lociStitched	chr12(.):102137692-102138624	2.1809
1_MACS_peak_6512_lociStitched	chr12(.):102165650-102165954	0.8082
1_MACS_peak_6513_lociStitched	chr12(.):102223801-102224693	2.5665
1_MACS_peak_6514_lociStitched	chr12(.):102232739-102233124	1.0916
1_MACS_peak_6515_lociStitched	chr12(.):102270514-102272125	4.3274
6_MACS_peak_6516_lociStitched	chr12(.):102323304-102332224	2.2636
1_MACS_peak_6522_lociStitched	chr12(.):102335729-102336121	0.952
1_MACS_peak_6523_lociStitched	chr12(.):102345481-102345976	1.1855
2_MACS_peak_6524_lociStitched	chr12(.):102454777-102456460	4.0848
1_MACS_peak_6526_lociStitched	chr12(.):102513204-102515089	3.4155
1_MACS_peak_6527_lociStitched	chr12(.):103226618-103226939	0.9363
3_MACS_peak_6528_lociStitched	chr12(.):103661839-103668222	2.0407
2_MACS_peak_6531_lociStitched	chr12(.):103672026-103674575	1.3864
1_MACS_peak_6533_lociStitched	chr12(.):103827774-103828607	1.1859
4_MACS_peak_6534_lociStitched	chr12(.):103834268-103837708	2.0672
1_MACS_peak_6538_lociStitched	chr12(.):103897904-103898500	1.0388
1_MACS_peak_6539_lociStitched	chr12(.):103899367-103899966	1.5728
2_MACS_peak_6540_lociStitched	chr12(.):104192729-104194557	1.0643
2_MACS_peak_6542_lociStitched	chr12(.):104234171-104236164	3.2226
2_MACS_peak_6544_lociStitched	chr12(.):104273667-104275517	1.4584
1_MACS_peak_6546_lociStitched	chr12(.):104292488-104292880	0.9697
2_MACS_peak_6547_lociStitched	chr12(.):104293706-104301394	3.6366
3_MACS_peak_6549_lociStitched	chr12(.):104317834-104325748	5.7157
1_MACS_peak_6552_lociStitched	chr12(.):104349802-104351690	3.0204
2_MACS_peak_6553_lociStitched	chr12(.):104357948-104360821	3.3371
1_MACS_peak_6555_lociStitched	chr12(.):104457587-104459164	1.7165
2_MACS_peak_6556_lociStitched	chr12(.):104530589-104532707	2.8965
1_MACS_peak_6558_lociStitched	chr12(.):104609409-104610225	2.1532
1_MACS_peak_6559_lociStitched	chr12(.):104679504-104683449	3.6253
3_MACS_peak_6560_lociStitched	chr12(.):104850721-104855440	1.9863
2_MACS_peak_6563_lociStitched	chr12(.):104856056-104858275	1.7869
1_MACS_peak_6565_lociStitched	chr12(.):104860947-104861521	1.7565
1_MACS_peak_6566_lociStitched	chr12(.):104863118-104863559	1.5182
2_MACS_peak_6567_lociStitched	chr12(.):104871340-104872829	1.7649
2_MACS_peak_6569_lociStitched	chr12(.):104874748-104877240	1.5147
2_MACS_peak_6571_lociStitched	chr12(.):104883395-104885907	1.5797
1_MACS_peak_6573_lociStitched	chr12(.):104887366-104889269	1.5428
2_MACS_peak_6574_lociStitched	chr12(.):104897723-104899613	1.252
