REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP-8.jin.bam
3_MACS_peak_16165_lociStitched	chr22	19840963	19843988	3	2751	8539.8775
3_MACS_peak_21853_lociStitched	chr6	157167131	157170156	3	2713	5255.030000000001
2_MACS_peak_17765_lociStitched	chr3	135913520	135916544	2	2981	12004.675200000001
3_MACS_peak_21473_lociStitched	chr6	106548558	106551580	3	2256	4036.1831999999995
3_MACS_peak_2856_lociStitched	chr10	13388292	13391313	3	2828	8374.5141
2_MACS_peak_16731_lociStitched	chr22	45629672	45632693	2	2816	7631.3481
4_MACS_peak_19343_lociStitched	chr5	14212074	14215095	4	2912	5973.1212000000005
3_MACS_peak_12329_lociStitched	chr19	19771963	19774983	3	2693	9087.18
3_MACS_peak_2125_lociStitched	chr1	198125685	198128701	3	2606	6919.608799999999
3_MACS_peak_2582_lociStitched	chr1	235490146	235493162	3	2692	11280.1416
3_MACS_peak_7943_lociStitched	chr15	52553106	52556119	3	2693	12388.552099999999
5_MACS_peak_12955_lociStitched	chr19	50166679	50169691	5	2357	4667.094
3_MACS_peak_24097_lociStitched	chr8	103800944	103803955	3	2323	4739.314
2_MACS_peak_7822_lociStitched	chr15	41624019	41627029	2	2964	8518.300000000001
4_MACS_peak_21752_lociStitched	chr6	144655473	144658479	4	2458	5832.2411999999995
2_MACS_peak_1414_lociStitched	chr1	145453443	145456448	2	2773	8331.663
4_MACS_peak_18886_lociStitched	chr4	111117265	111120270	4	2692	5558.649
3_MACS_peak_20421_lociStitched	chr5	179124674	179127677	3	2366	7423.416
3_MACS_peak_23432_lociStitched	chr8	8094103	8097105	3	2799	6555.4673999999995
3_MACS_peak_5552_lociStitched	chr12	57080902	57083899	3	2836	10273.4163
4_MACS_peak_8127_lociStitched	chr15	67357322	67360319	4	2831	7099.293599999999
2_MACS_peak_15765_lociStitched	chr20	61517094	61520088	2	2656	11815.5216
3_MACS_peak_25293_lociStitched	chr9	130538823	130541817	3	2799	4842.1962
1_MACS_peak_20754_lociStitched	chr6	26283833	26286826	1	2994	8494.134
3_MACS_peak_6702_lociStitched	chr13	101044889	101047881	3	2549	6095.6016
2_MACS_peak_1572_lociStitched	chr1	151429816	151432804	2	2682	10698.235200000001
2_MACS_peak_5220_lociStitched	chr12	24990742	24993729	2	2988	5801.6501
4_MACS_peak_9319_lociStitched	chr16	68789585	68792569	4	2570	7024.0376
2_MACS_peak_13118_lociStitched	chr19	55849633	55852617	2	2532	7044.0304
3_MACS_peak_109_lociStitched	chr1	6051549	6054531	3	2390	5423.3634
3_MACS_peak_309_lociStitched	chr1	17230232	17233214	3	2884	15159.295199999999
4_MACS_peak_5959_lociStitched	chr12	112450156	112453137	4	2619	8758.7742
5_MACS_peak_3572_lociStitched	chr10	125845017	125847997	5	2584	4224.746
4_MACS_peak_14744_lociStitched	chr2	207022889	207025868	4	2668	6411.7017
2_MACS_peak_9577_lociStitched	chr16	88716094	88719069	2	2925	7901.3025
2_MACS_peak_14326_lociStitched	chr2	132248554	132251526	2	2909	8406.599199999999
2_MACS_peak_6666_lociStitched	chr13	99136167	99139137	2	2806	7692.597
4_MACS_peak_3454_lociStitched	chr10	112169349	112172318	4	2528	6569.5063
3_MACS_peak_19840_lociStitched	chr5	109024490	109027459	3	2838	9729.7099
2_MACS_peak_2636_lociStitched	chr1	245025724	245028690	2	2939	14267.0532
1_MACS_peak_7804_lociStitched	chr15	40985443	40988409	1	2967	15337.779199999999
5_MACS_peak_23179_lociStitched	chr7	139466242	139469208	5	2287	4614.2062000000005
4_MACS_peak_21363_lociStitched	chr6	89979706	89982670	4	2248	5080.5923999999995
3_MACS_peak_16448_lociStitched	chr22	34291379	34294338	3	2611	5797.5687
3_MACS_peak_6825_lociStitched	chr13	115045226	115048184	3	2644	9946.5708
3_MACS_peak_23437_lociStitched	chr8	8992496	8995453	3	2641	5356.605500000001
3_MACS_peak_19665_lociStitched	chr5	76005178	76008134	3	2659	7047.695199999999
3_MACS_peak_17845_lociStitched	chr3	143689578	143692532	3	2850	9082.368400000001
3_MACS_peak_9429_lociStitched	chr16	75680493	75683444	3	2493	6776.6764
3_MACS_peak_12403_lociStitched	chr19	33770296	33773243	3	2796	8558.9721
4_MACS_peak_22297_lociStitched	chr7	32929681	32932627	4	2695	7866.4092
4_MACS_peak_8377_lociStitched	chr15	85955797	85958735	4	2341	5381.5346
3_MACS_peak_10666_lociStitched	chr17	55681143	55684081	3	2638	7474.272
5_MACS_peak_8520_lociStitched	chr15	101678141	101681078	5	2753	6540.9927
3_MACS_peak_9231_lociStitched	chr16	58528762	58531698	3	2413	7922.796
2_MACS_peak_24185_lociStitched	chr8	123932727	123935662	2	2850	6183.1645
3_MACS_peak_17741_lociStitched	chr3	132879911	132882842	3	2153	4505.826300000001
5_MACS_peak_8133_lociStitched	chr15	67376784	67379714	5	2756	5730.201
3_MACS_peak_24779_lociStitched	chr9	45727045	45729967	3	2834	7566.8112
3_MACS_peak_2743_lociStitched	chr10	5628711	5631632	3	2256	4324.8326
4_MACS_peak_6404_lociStitched	chr13	31037983	31040900	4	2504	7100.2697
3_MACS_peak_13341_lociStitched	chr2	11645253	11648170	3	2437	7145.7749
3_MACS_peak_13762_lociStitched	chr2	61763771	61766688	3	2878	8501.5965
4_MACS_peak_7150_lociStitched	chr14	63936752	63939664	4	2480	6190.911999999999
3_MACS_peak_11000_lociStitched	chr17	75316420	75319332	3	2469	5744.7936
2_MACS_peak_21699_lociStitched	chr6	139611044	139613953	2	2869	5664.6957
4_MACS_peak_9003_lociStitched	chr16	29741433	29744340	4	2127	4931.7255
4_MACS_peak_24395_lociStitched	chr8	142298536	142301443	4	2669	6087.5487
1_MACS_peak_24547_lociStitched	chr9	3525067	3527973	1	2907	11474.341
3_MACS_peak_1565_lociStitched	chr1	151253078	151255981	3	2639	15747.6138
3_MACS_peak_15974_lociStitched	chr21	38737998	38740901	3	2411	8817.862500000001
3_MACS_peak_581_lociStitched	chr1	33282243	33285145	3	2683	7449.7242
4_MACS_peak_4933_lociStitched	chr11	128588210	128591111	4	2409	5178.285
3_MACS_peak_17709_lociStitched	chr3	129033489	129036390	3	2807	7182.876
3_MACS_peak_21407_lociStitched	chr6	91182014	91184914	3	2778	7537.68
2_MACS_peak_3711_lociStitched	chr11	1873461	1876360	2	2874	8300.416799999999
3_MACS_peak_6483_lociStitched	chr13	44815866	44818762	3	2698	6276.2112
2_MACS_peak_20680_lociStitched	chr6	21594284	21597180	2	2432	6795.7536
1_MACS_peak_1793_lociStitched	chr1	160230940	160233835	1	2896	17882.414999999997
4_MACS_peak_11977_lociStitched	chr19	10521931	10524821	4	2433	5462.389
3_MACS_peak_8838_lociStitched	chr16	14395327	14398216	3	2207	4686.535800000001
2_MACS_peak_14681_lociStitched	chr2	201988029	201990918	2	2782	8669.889
3_MACS_peak_14956_lociStitched	chr2	237273818	237276706	3	2514	5384.676
3_MACS_peak_20926_lociStitched	chr6	31705883	31708769	3	2407	7363.3404
2_MACS_peak_20120_lociStitched	chr5	141703443	141706324	2	2793	6207.402599999999
1_MACS_peak_8847_lociStitched	chr16	14499275	14502155	1	2881	10945.44
2_MACS_peak_2455_lociStitched	chr1	228269176	228272054	2	2851	16787.0862
2_MACS_peak_4556_lociStitched	chr11	75272828	75275705	2	2799	5695.8846
4_MACS_peak_10183_lociStitched	chr17	31153965	31156842	4	2608	6571.643399999999
1_MACS_peak_17218_lociStitched	chr3	49057704	49060580	1	2877	9287.4668
1_MACS_peak_17870_lociStitched	chr3	150126060	150128935	1	2876	7920.9125
2_MACS_peak_12600_lociStitched	chr19	41255294	41258168	2	2656	7506.6006
2_MACS_peak_16328_lociStitched	chr22	26882900	26885774	2	2739	6993.879
3_MACS_peak_13698_lociStitched	chr2	48131386	48134259	3	2640	6752.986499999999
4_MACS_peak_15002_lociStitched	chr2	241504883	241507756	4	2219	4453.4373000000005
4_MACS_peak_19198_lociStitched	chr4	186399265	186402138	4	2278	4219.8624
2_MACS_peak_19134_lociStitched	chr4	184424727	184427599	2	2810	7346.575999999999
3_MACS_peak_9170_lociStitched	chr16	54961645	54964514	3	2382	4822.215200000001
3_MACS_peak_3005_lociStitched	chr10	31607220	31610088	3	2641	7969.5984
3_MACS_peak_11477_lociStitched	chr18	48722334	48725201	3	2402	6944.160699999999
2_MACS_peak_2586_lociStitched	chr1	235666461	235669327	2	2773	13458.735999999999
3_MACS_peak_20805_lociStitched	chr6	27112979	27115845	3	2728	8651.5942
1_MACS_peak_25228_lociStitched	chr9	126100243	126103109	1	2867	13536.9778
2_MACS_peak_11761_lociStitched	chr19	2255121	2257985	2	2724	6988.446400000001
5_MACS_peak_20292_lociStitched	chr5	170270026	170272890	5	2437	6225.1903999999995
4_MACS_peak_116_lociStitched	chr1	6084731	6087594	4	2795	5902.6471
2_MACS_peak_2187_lociStitched	chr1	203273798	203276661	2	2833	13426.6111
3_MACS_peak_9750_lociStitched	chr17	2613463	2616324	3	2461	5835.009499999999
4_MACS_peak_18066_lociStitched	chr3	184078975	184081836	4	2401	4383.6242
1_MACS_peak_1651_lociStitched	chr1	154908148	154911008	1	2861	16749.018
2_MACS_peak_1921_lociStitched	chr1	167904398	167907257	2	2773	15870.0231
1_MACS_peak_5341_lociStitched	chr12	46660948	46663807	1	2860	11006.2923
2_MACS_peak_20224_lociStitched	chr5	151149786	151152644	2	2528	7912.6588
3_MACS_peak_22813_lociStitched	chr7	97840695	97843553	3	2543	7591.4196
3_MACS_peak_89_lociStitched	chr1	3582719	3585576	3	2599	6111.9801
4_MACS_peak_7563_lociStitched	chr14	105485518	105488372	4	2264	6331.599
4_MACS_peak_7169_lociStitched	chr14	64329514	64332363	4	1973	3868.0872999999997
1_MACS_peak_20670_lociStitched	chr6	20402059	20404908	1	2850	11396.284899999999
3_MACS_peak_21823_lociStitched	chr6	153303189	153306036	3	2739	8294.1651
3_MACS_peak_11249_lociStitched	chr18	9135915	9138761	3	2526	6236.155199999999
4_MACS_peak_11066_lociStitched	chr17	77782990	77785835	4	2291	5305.356
4_MACS_peak_16239_lociStitched	chr22	23242210	23245055	4	2318	4047.0125000000003
4_MACS_peak_8961_lociStitched	chr16	25976431	25979275	4	2194	5112.943200000001
3_MACS_peak_8121_lociStitched	chr15	67315583	67318424	3	2639	8624.991899999999
3_MACS_peak_24021_lociStitched	chr8	96763645	96766486	3	2734	7245.9705
3_MACS_peak_56_lociStitched	chr1	1821152	1823992	3	2781	9354.392
2_MACS_peak_4930_lociStitched	chr11	128562625	128565461	2	2715	7193.7976
2_MACS_peak_6283_lociStitched	chr13	19691286	19694122	2	2608	5464.972
2_MACS_peak_6632_lociStitched	chr13	93878491	93881327	2	2661	9946.7028
2_MACS_peak_24264_lociStitched	chr8	126618334	126621169	2	2481	7718.004
3_MACS_peak_11406_lociStitched	chr18	42308614	42311448	3	2629	5338.6892
3_MACS_peak_21063_lociStitched	chr6	37069822	37072656	3	2582	6504.596799999999
3_MACS_peak_16353_lociStitched	chr22	29186370	29189203	3	2484	6489.2698
4_MACS_peak_23158_lociStitched	chr7	137709525	137712358	4	2080	4582.3775
2_MACS_peak_4035_lociStitched	chr11	48039794	48042624	2	2775	8685.836
3_MACS_peak_25301_lociStitched	chr9	130659878	130662708	3	2226	5225.878
3_MACS_peak_11038_lociStitched	chr17	76776173	76779002	3	2182	5691.3822
3_MACS_peak_25013_lociStitched	chr9	98223880	98226706	3	2629	6979.3722
4_MACS_peak_14119_lociStitched	chr2	101922821	101925646	4	2515	6343.537499999999
3_MACS_peak_21393_lociStitched	chr6	90993538	90996363	3	2466	6485.9175000000005
2_MACS_peak_23668_lociStitched	chr8	33410446	33413270	2	2779	8403.9416
4_MACS_peak_14410_lociStitched	chr2	157188906	157191729	4	2641	6357.9606
3_MACS_peak_3031_lociStitched	chr10	34826316	34829138	3	2192	3912.4208000000003
1_MACS_peak_10679_lociStitched	chr17	56407960	56410781	1	2822	8686.7053
3_MACS_peak_3781_lociStitched	chr11	9480443	9483263	3	2504	7924.481999999999
3_MACS_peak_8666_lociStitched	chr16	2562895	2565715	3	2383	6699.755999999999
2_MACS_peak_69_lociStitched	chr1	2160201	2163018	2	2565	5220.4644
3_MACS_peak_10432_lociStitched	chr17	42400959	42403775	3	2672	5156.096
1_MACS_peak_22211_lociStitched	chr7	26006548	26009364	1	2817	11431.833599999998
3_MACS_peak_24588_lociStitched	chr9	6756315	6759131	3	2774	9822.208
3_MACS_peak_20718_lociStitched	chr6	26031512	26034325	3	2367	6894.3817
4_MACS_peak_23305_lociStitched	chr7	152131403	152134215	4	1933	6241.234
4_MACS_peak_3861_lociStitched	chr11	16900960	16903771	4	2077	3835.6095
2_MACS_peak_181_lociStitched	chr1	9138716	9141524	2	2674	6477.213600000001
2_MACS_peak_1652_lociStitched	chr1	154913436	154916244	2	2789	11801.1816
2_MACS_peak_1725_lociStitched	chr1	156092439	156095247	2	2547	7090.2
3_MACS_peak_8517_lociStitched	chr15	101665924	101668732	3	2414	5397.2568
3_MACS_peak_5518_lociStitched	chr12	56550885	56553690	3	2719	9259.305
3_MACS_peak_14730_lociStitched	chr2	204662997	204665802	3	2113	4799.916
2_MACS_peak_16178_lociStitched	chr22	20197752	20200557	2	2740	7216.704
4_MACS_peak_19791_lociStitched	chr5	96430026	96432831	4	2634	6077.5935
3_MACS_peak_18944_lociStitched	chr4	128884509	128887312	3	2706	9043.879500000001
2_MACS_peak_26187_lociStitched	chrX	153625397	153628200	2	2798	7511.7597
1_MACS_peak_2635_lociStitched	chr1	244996999	244999800	1	2802	14494.614800000001
3_MACS_peak_1605_lociStitched	chr1	153761950	153764750	3	2424	5649.0
1_MACS_peak_3975_lociStitched	chr11	43941481	43944280	1	2800	6617.115900000001
4_MACS_peak_23820_lociStitched	chr8	61814878	61817674	4	2367	4442.844
3_MACS_peak_488_lociStitched	chr1	27851672	27854467	3	2719	6478.81
2_MACS_peak_11532_lociStitched	chr18	56657603	56660397	2	2570	7785.7604
2_MACS_peak_2567_lociStitched	chr1	234859062	234861855	2	2722	11134.5738
2_MACS_peak_5339_lociStitched	chr12	46383330	46386122	2	2551	7284.6072
3_MACS_peak_21335_lociStitched	chr6	86387638	86390429	3	2077	5674.103
1_MACS_peak_2001_lociStitched	chr1	179049916	179052706	1	2791	12925.233
3_MACS_peak_11652_lociStitched	chr19	1019302	1022092	3	2380	6049.557
3_MACS_peak_16825_lociStitched	chr22	50968081	50970868	3	2755	7381.3695
4_MACS_peak_20830_lociStitched	chr6	27832520	27835304	4	2190	4507.0176
5_MACS_peak_9472_lociStitched	chr16	81830532	81833315	5	2340	4746.4065
3_MACS_peak_11917_lociStitched	chr19	7400996	7403778	3	2505	7629.078600000001
1_MACS_peak_2184_lociStitched	chr1	203258273	203261054	1	2782	15096.6585
4_MACS_peak_13107_lociStitched	chr19	55812890	55815671	4	2551	4361.4423
2_MACS_peak_22870_lociStitched	chr7	100025943	100028722	2	2678	11201.3153
1_MACS_peak_1576_lociStitched	chr1	151511195	151513971	1	2777	13757.856000000002
2_MACS_peak_15018_lociStitched	chr2	242253769	242256544	2	2558	11296.192500000001
4_MACS_peak_13368_lociStitched	chr2	18139915	18142687	4	2171	4187.9376
4_MACS_peak_19703_lociStitched	chr5	81045415	81048186	4	2165	5941.5782
4_MACS_peak_2922_lociStitched	chr10	22608717	22611487	4	2028	5287.376
1_MACS_peak_16369_lociStitched	chr22	29426414	29429184	1	2771	7609.744
1_MACS_peak_20303_lociStitched	chr5	171604864	171607634	1	2771	10508.826000000001
3_MACS_peak_20918_lociStitched	chr6	31631623	31634393	3	2639	8525.506
3_MACS_peak_17792_lociStitched	chr3	140472839	140475607	3	2400	5582.7792
3_MACS_peak_19019_lociStitched	chr4	146856824	146859591	3	2716	6590.1639
3_MACS_peak_22254_lociStitched	chr7	30065799	30068564	3	2325	4052.6605
4_MACS_peak_10993_lociStitched	chr17	75140665	75143429	4	2257	4479.062
2_MACS_peak_13682_lociStitched	chr2	47210206	47212970	2	2691	6054.8184
3_MACS_peak_3077_lociStitched	chr10	43902612	43905375	3	2578	5055.7374
5_MACS_peak_14606_lociStitched	chr2	187915250	187918013	5	2231	3667.3298999999997
5_MACS_peak_5745_lociStitched	chr12	94550784	94553546	5	2252	4949.504
4_MACS_peak_10642_lociStitched	chr17	55501870	55504631	4	2236	4221.8451
4_MACS_peak_5841_lociStitched	chr12	104680296	104683056	4	2568	5244.276
4_MACS_peak_13226_lociStitched	chr2	400268	403028	4	2508	6214.968
2_MACS_peak_18238_lociStitched	chr3	197475949	197478708	2	2748	6394.8102
3_MACS_peak_10775_lociStitched	chr17	62206480	62209238	3	2626	6527.6344
3_MACS_peak_11636_lociStitched	chr19	661026	663784	3	2312	4644.7478
2_MACS_peak_16848_lociStitched	chr3	5019254	5022012	2	2338	5242.958
5_MACS_peak_14826_lociStitched	chr2	220262968	220265724	5	2466	5614.5232
3_MACS_peak_10526_lociStitched	chr17	45725696	45728451	3	2372	6000.389999999999
2_MACS_peak_19494_lociStitched	chr5	43601714	43604468	2	2473	6385.6998
2_MACS_peak_15702_lociStitched	chr20	57465372	57468121	2	2288	5722.3184
2_MACS_peak_2089_lociStitched	chr1	185284620	185287368	2	2743	12146.7096
3_MACS_peak_5895_lociStitched	chr12	109177567	109180315	3	2338	4140.1368
3_MACS_peak_3613_lociStitched	chr10	133871720	133874465	3	2157	4300.317
4_MACS_peak_1877_lociStitched	chr1	165911819	165914563	4	2221	4353.356
3_MACS_peak_17696_lociStitched	chr3	128838303	128841046	3	2487	6333.8613
2_MACS_peak_10472_lociStitched	chr17	43517053	43519791	2	2718	7031.7316
3_MACS_peak_1043_lociStitched	chr1	87379168	87381904	3	2341	7223.5872
2_MACS_peak_1675_lociStitched	chr1	155107345	155110081	2	2650	10219.5072
3_MACS_peak_12011_lociStitched	chr19	11199066	11201802	3	2661	8251.2288
2_MACS_peak_20432_lociStitched	chr5	180229272	180232006	2	2675	9794.828399999999
2_MACS_peak_17616_lociStitched	chr3	119887814	119890547	2	2470	5699.124900000001
2_MACS_peak_16079_lociStitched	chr21	45573126	45575858	2	2674	6273.4916
4_MACS_peak_23811_lociStitched	chr8	61590642	61593374	4	2334	7231.057599999999
2_MACS_peak_25133_lociStitched	chr9	113017351	113020083	2	2652	7331.0488
3_MACS_peak_8250_lociStitched	chr15	75743624	75746355	3	2373	5868.3728
3_MACS_peak_11738_lociStitched	chr19	2059770	2062501	3	2290	7777.068700000001
2_MACS_peak_12157_lociStitched	chr19	14616334	14619065	2	2679	7851.0788
3_MACS_peak_15207_lociStitched	chr20	17948333	17951064	3	2669	11741.6614
2_MACS_peak_24883_lociStitched	chr9	86593977	86596707	2	2701	10573.836000000001
1_MACS_peak_62_lociStitched	chr1	1837887	1840616	1	2730	12520.3791
2_MACS_peak_1644_lociStitched	chr1	154756085	154758814	2	2688	11553.221500000001
3_MACS_peak_2274_lociStitched	chr1	209305609	209308338	3	2309	5003.6215
3_MACS_peak_10155_lociStitched	chr17	29034958	29037687	3	2523	4850.251700000001
4_MACS_peak_19477_lociStitched	chr5	43018048	43020777	4	2428	6284.614100000001
2_MACS_peak_21071_lociStitched	chr6	37136831	37139560	2	2367	7286.1571
3_MACS_peak_9384_lociStitched	chr16	71841796	71844523	3	2199	7812.5823
2_MACS_peak_13395_lociStitched	chr2	20422230	20424957	2	2685	6112.0251
2_MACS_peak_1609_lociStitched	chr1	153894137	153896862	2	2497	8272.2825
2_MACS_peak_10000_lociStitched	chr17	18085710	18088435	2	2638	7553.4275
3_MACS_peak_2877_lociStitched	chr10	16626438	16629159	3	2673	6610.6695
4_MACS_peak_222_lociStitched	chr1	11623003	11625723	4	2499	5626.8640000000005
4_MACS_peak_18179_lociStitched	chr3	195633241	195635961	4	2523	4072.384
4_MACS_peak_15787_lociStitched	chr20	62257448	62260167	4	2387	8398.991
2_MACS_peak_794_lociStitched	chr1	46767395	46770113	2	2715	7435.904399999999
3_MACS_peak_14519_lociStitched	chr2	174828117	174830834	3	2704	11105.4658
3_MACS_peak_2660_lociStitched	chr1	247493883	247496598	3	2347	8837.868
5_MACS_peak_16605_lociStitched	chr22	39841926	39844641	5	2034	3682.083
1_MACS_peak_2104_lociStitched	chr1	193026773	193029487	1	2715	12823.921400000001
2_MACS_peak_6298_lociStitched	chr13	20436422	20439136	2	2613	10474.4116
3_MACS_peak_9477_lociStitched	chr16	81842285	81844995	3	2251	5311.599999999999
1_MACS_peak_25310_lociStitched	chr9	130732233	130734943	1	2711	5438.157
3_MACS_peak_4332_lociStitched	chr11	65818647	65821355	3	2320	6287.976000000001
3_MACS_peak_3784_lociStitched	chr11	9594390	9597097	3	2286	6308.9342
3_MACS_peak_17027_lociStitched	chr3	32407511	32410217	3	2151	5425.8006000000005
2_MACS_peak_16174_lociStitched	chr22	20103109	20105812	2	2690	7211.3337
1_MACS_peak_1397_lociStitched	chr1	145003553	145006254	1	2702	14118.9373
2_MACS_peak_6559_lociStitched	chr13	52025772	52028473	2	2444	7332.6748
2_MACS_peak_15920_lociStitched	chr21	34913468	34916169	2	2612	7782.9315
3_MACS_peak_8809_lociStitched	chr16	11834766	11837466	3	2429	5972.400000000001
3_MACS_peak_19399_lociStitched	chr5	32279652	32282351	3	2051	5117.573899999999
3_MACS_peak_24975_lociStitched	chr9	96213040	96215739	3	2386	6467.0739
4_MACS_peak_9480_lociStitched	chr16	81849009	81851705	4	2388	4639.276800000001
3_MACS_peak_17967_lociStitched	chr3	170073676	170076372	3	2301	5509.0064
3_MACS_peak_1239_lociStitched	chr1	113497906	113500600	3	2579	6760.8624
1_MACS_peak_14003_lociStitched	chr2	87754714	87757408	1	2695	8196.2256
3_MACS_peak_2967_lociStitched	chr10	27528704	27531396	3	2619	5751.7272
2_MACS_peak_7716_lociStitched	chr15	31637166	31639857	2	2604	5985.3222000000005
1_MACS_peak_7979_lociStitched	chr15	57209679	57212369	1	2691	8719.904
1_MACS_peak_12976_lociStitched	chr19	50379056	50381746	1	2691	11723.558
4_MACS_peak_15074_lociStitched	chr20	2632378	2635067	4	2444	6210.5144
3_MACS_peak_18002_lociStitched	chr3	171811341	171814030	3	2177	5873.0449
2_MACS_peak_19837_lociStitched	chr5	108744589	108747278	2	2368	9168.6833
1_MACS_peak_4048_lociStitched	chr11	57192350	57195037	1	2688	6999.903700000001
2_MACS_peak_20031_lociStitched	chr5	137877862	137880548	2	2594	10026.0322
3_MACS_peak_1916_lociStitched	chr1	167674929	167677614	3	2582	6856.1475
2_MACS_peak_22286_lociStitched	chr7	30633366	30636050	2	2337	7321.1468
2_MACS_peak_4662_lociStitched	chr11	95522099	95524779	2	2627	8505.784
2_MACS_peak_7585_lociStitched	chr14	105885411	105888091	2	2561	7438.071999999999
3_MACS_peak_9076_lociStitched	chr16	30668868	30671548	3	2087	5463.984
4_MACS_peak_20174_lociStitched	chr5	148928856	148931534	4	2533	7862.0724
1_MACS_peak_20948_lociStitched	chr6	31938292	31940970	1	2679	9538.500399999999
3_MACS_peak_13101_lociStitched	chr19	55768943	55771619	3	2041	4696.1124
2_MACS_peak_8058_lociStitched	chr15	64282716	64285390	2	2301	4704.903
3_MACS_peak_1733_lociStitched	chr1	156194568	156197241	3	2496	7456.6008
1_MACS_peak_18301_lociStitched	chr4	2413432	2416102	1	2671	8049.249
3_MACS_peak_26165_lociStitched	chrX	153191065	153193735	3	2594	4685.316
2_MACS_peak_2572_lociStitched	chr1	235182766	235185434	2	2653	7812.4376
3_MACS_peak_16336_lociStitched	chr22	27005472	27008140	3	2456	7593.6616
3_MACS_peak_20890_lociStitched	chr6	30683912	30686579	3	2380	6828.0534
3_MACS_peak_24845_lociStitched	chr9	74525076	74527742	3	1862	4135.7658
3_MACS_peak_7261_lociStitched	chr14	73410090	73412754	3	2152	5145.7824
3_MACS_peak_23218_lociStitched	chr7	141261326	141263987	3	2463	7682.8392
2_MACS_peak_24430_lociStitched	chr8	144597108	144599768	2	2583	7818.005999999999
2_MACS_peak_19169_lociStitched	chr4	185434383	185437042	2	2477	5772.9549
2_MACS_peak_22276_lociStitched	chr7	30349535	30352194	2	2381	5275.1901
3_MACS_peak_19775_lociStitched	chr5	95295525	95298182	3	2520	7359.89
2_MACS_peak_17910_lociStitched	chr3	156805553	156808209	2	2628	8558.4288
1_MACS_peak_20311_lociStitched	chr5	172196992	172199648	1	2657	10837.807999999999
2_MACS_peak_21414_lociStitched	chr6	96025324	96027979	2	2301	6296.067
4_MACS_peak_1981_lociStitched	chr1	175155500	175158152	4	2019	4324.6164
2_MACS_peak_10807_lociStitched	chr17	65372776	65375428	2	2541	5611.3668
3_MACS_peak_11680_lociStitched	chr19	1259104	1261756	3	1940	4658.5032
2_MACS_peak_11077_lociStitched	chr17	77965645	77968296	2	2335	5990.729799999999
3_MACS_peak_2370_lociStitched	chr1	224620786	224623434	3	2588	7705.944799999999
3_MACS_peak_22065_lociStitched	chr7	5568598	5571245	3	2594	10202.3321
2_MACS_peak_8697_lociStitched	chr16	3124899	3127544	2	2609	4752.2715
1_MACS_peak_20497_lociStitched	chr6	1164806	1167450	1	2645	5903.7876
3_MACS_peak_2061_lociStitched	chr1	183602432	183605073	3	2185	7495.4221
2_MACS_peak_12904_lociStitched	chr19	49377619	49380258	2	2563	5794.9801
3_MACS_peak_18284_lociStitched	chr4	1721457	1724096	3	2412	4712.4623
3_MACS_peak_4216_lociStitched	chr11	64544911	64547549	3	2110	5845.808000000001
3_MACS_peak_16615_lociStitched	chr22	39915168	39917806	3	2536	11425.178000000002
4_MACS_peak_19984_lociStitched	chr5	133817713	133820351	4	2252	4785.332
4_MACS_peak_1016_lociStitched	chr1	82145739	82148376	4	2187	4068.6272999999997
3_MACS_peak_5717_lociStitched	chr12	90101469	90104106	3	2143	6983.830800000001
1_MACS_peak_2047_lociStitched	chr1	182583798	182586434	1	2637	10425.6436
2_MACS_peak_20692_lociStitched	chr6	24719520	24722156	2	2510	9165.108400000001
2_MACS_peak_24189_lociStitched	chr8	124049166	124051802	2	2383	4448.25
2_MACS_peak_4174_lociStitched	chr11	63330160	63332795	2	2446	5283.701999999999
1_MACS_peak_17759_lociStitched	chr3	134203116	134205751	1	2636	8303.1485
1_MACS_peak_2209_lociStitched	chr1	204484862	204487495	1	2634	10546.2182
2_MACS_peak_2287_lociStitched	chr1	211431754	211434386	2	2396	10590.3784
4_MACS_peak_22393_lociStitched	chr7	44677183	44679815	4	2189	6580.0
4_MACS_peak_2790_lociStitched	chr10	7450846	7453477	4	2449	5276.9967
2_MACS_peak_22607_lociStitched	chr7	70906908	70909538	2	2620	7346.379
2_MACS_peak_92_lociStitched	chr1	3591658	3594287	2	2462	7298.103999999999
3_MACS_peak_360_lociStitched	chr1	22350687	22353316	3	2341	7065.9633
2_MACS_peak_6544_lociStitched	chr13	50654353	50656982	2	2436	8876.5556
2_MACS_peak_11765_lociStitched	chr19	2268919	2271548	2	2418	8048.157700000001
1_MACS_peak_2966_lociStitched	chr10	27442691	27445318	1	2628	9388.898
1_MACS_peak_2017_lociStitched	chr1	179850580	179853204	1	2625	17741.1264
2_MACS_peak_12225_lociStitched	chr19	16970443	16973065	2	2572	6669.3192
2_MACS_peak_12808_lociStitched	chr19	48111101	48113722	2	2241	6625.3638
3_MACS_peak_14446_lociStitched	chr2	161348086	161350707	3	2570	5961.7266
4_MACS_peak_23905_lociStitched	chr8	74205313	74207934	4	2240	5762.7927
1_MACS_peak_3908_lociStitched	chr11	22687484	22690104	1	2621	6313.414
3_MACS_peak_11280_lociStitched	chr18	12375437	12378057	3	2124	5835.002
4_MACS_peak_2754_lociStitched	chr10	5936279	5938898	4	2454	7385.0562
3_MACS_peak_9708_lociStitched	chr17	1618818	1621436	3	2344	6644.2222
