REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.8.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_2636_lociStitched	chr1	245025724	245028690	2	2939	14267.0532	163	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	0.8903	163	1
9_MACS_peak_24033_lociStitched	chr8	98639650	98646040	9	5681	14227.974	164	1		MTDH	MTDH	MTDH	0.2674	164	1
3_MACS_peak_1315_lociStitched	chr1	118172671	118178125	3	5202	14220.7596	165	1		FAM46C	FAM46C	FAM46C	0.9279	165	1
4_MACS_peak_1754_lociStitched	chr1	156629971	156635729	4	5253	14208.4408	166	1		HAPLN2,BCAN,NES,CRABP2	NES	NES	0.5665	166	1
1_MACS_peak_819_lociStitched	chr1	51442001	51445165	1	3165	14168.7084	167	1		CDKN2C,FAF1	CDKN2C	CDKN2C	1.94	167	1
5_MACS_peak_21871_lociStitched	chr6	158181315	158186446	5	4998	14146.167	168	1			SNX9	SNX9	NONE	168	1
2_MACS_peak_19150_lociStitched	chr4	185302429	185307261	2	4785	14144.2304	169	1			IRF2	IRF2	0.7004	169	1
1_MACS_peak_1397_lociStitched	chr1	145003553	145006254	1	2702	14118.9373	170	1	PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	0.4896	170	1
7_MACS_peak_12074_lociStitched	chr19	12899409	12905016	7	5409	14106.0906	171	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	1.3473	171	1
1_MACS_peak_19147_lociStitched	chr4	185202236	185205834	1	3599	14028.9618	172	1			ENPP6	ENPP6	NONE	172	1
3_MACS_peak_21295_lociStitched	chr6	74229688	74233752	3	3780	14021.2064	173	1	EEF1A1		EEF1A1	EEF1A1	1.0748	173	1
6_MACS_peak_4962_lociStitched	chr11	132225611	132231340	6	5028	14015.9985	174	1			NTM	NTM	NONE	174	1
2_MACS_peak_19164_lociStitched	chr4	185393382	185397016	2	3350	13990.1732	175	1	IRF2		IRF2	IRF2	0.7004	175	1
2_MACS_peak_9378_lociStitched	chr16	70770341	70773692	2	3231	13875.4857	176	1	VAC14	LOC100130894	LOC100130894	LOC100130894	0.156	176	1
2_MACS_peak_22023_lociStitched	chr7	2195589	2199275	2	3545	13823.9744	177	1	MAD1L1		MAD1L1	MAD1L1	0.2204	177	1
1_MACS_peak_1576_lociStitched	chr1	151511195	151513971	1	2777	13757.856	178	1	TUFT1	CGN,MIR554	TUFT1	CGN	0.7914	178	1
4_MACS_peak_23824_lociStitched	chr8	61821030	61825359	4	4189	13714.272	179	1			LOC100130298	LOC100130298	NONE	179	1
5_MACS_peak_22657_lociStitched	chr7	73241220	73246942	5	5183	13704.19	180	1	CLDN4	WBSCR28,WBSCR27	CLDN4	CLDN4	1.329	180	1
4_MACS_peak_21481_lociStitched	chr6	106611240	106617320	4	5478	13701.28	181	1			PRDM1	PRDM1	NONE	181	1
3_MACS_peak_1660_lociStitched	chr1	154945398	154948847	3	3218	13659.0747	182	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	SHC1	1.7471	182	1
1_MACS_peak_4269_lociStitched	chr11	65243674	65245833	1	2160	13586.8029	183	1		MIR612,MALAT1,SCYL1	MALAT1	MALAT1	2.1897	183	1
2_MACS_peak_6250_lociStitched	chr12	133024352	133028367	2	3635	13567.0865	184	1		FBRSL1	FBRSL1	FBRSL1	0.2214	184	1
1_MACS_peak_4455_lociStitched	chr11	69061704	69066467	1	4764	13565.9766	185	1	MYEOV		MYEOV	MYEOV	1.2919	185	1
1_MACS_peak_25228_lociStitched	chr9	126100243	126103109	1	2867	13536.9778	186	1		CRB2	CRB2	CRB2	0.1464	186	1
3_MACS_peak_2889_lociStitched	chr10	17269133	17272619	3	3294	13511.3874	187	1	VIM	TRDMT1	VIM	VIM	0.8613	187	1
2_MACS_peak_2586_lociStitched	chr1	235666461	235669327	2	2773	13458.736	188	1	B3GALNT2		B3GALNT2	B3GALNT2	0.3285	188	1
2_MACS_peak_2187_lociStitched	chr1	203273798	203276661	2	2833	13426.6111	189	1	BTG2,LOC730227	FMOD	BTG2	BTG2	1.3079	189	1
4_MACS_peak_17333_lociStitched	chr3	55518343	55523180	4	4539	13416.8706	190	1	WNT5A		WNT5A	WNT5A	0.5614	190	1
2_MACS_peak_386_lociStitched	chr1	23853988	23858301	2	4190	13415.1552	191	1	E2F2	ASAP3,ID3	E2F2	E2F2	0.7348	191	1
2_MACS_peak_1621_lociStitched	chr1	154192479	154194568	2	2030	13390.0722	192	1	UBAP2L,C1orf43	TPM3,MIR190B,C1orf189	UBAP2L	UBAP2L	0.4485	192	1
1_MACS_peak_24839_lociStitched	chr9	73033216	73036323	1	3108	13356.6823	193	1		KLF9	KLF9	KLF9	0.5112	193	1
3_MACS_peak_20658_lociStitched	chr6	16759797	16763792	3	3472	13354.8855	194	1	ATXN1		ATXN1	ATXN1	0.2102	194	1
5_MACS_peak_8084_lociStitched	chr15	65183390	65188510	5	4817	13349.888	195	1		PLEKHO2,ANKDD1A	ANKDD1A	ANKDD1A	0.3476	195	1
4_MACS_peak_16909_lociStitched	chr3	13053360	13058612	4	4883	13345.8572	196	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.305	196	1
3_MACS_peak_1551_lociStitched	chr1	150976837	150981676	3	4355	13300.9593	197	1	PRUNE,FAM63A	ANXA9,BNIPL,C1orf56,LASS2	FAM63A	FAM63A	1.001	197	1
3_MACS_peak_23624_lociStitched	chr8	29205492	29209837	3	4090	13255.2915	198	1	DUSP4		DUSP4	DUSP4	0.7586	198	1
2_MACS_peak_7178_lociStitched	chr14	64969642	64972785	2	3078	13235.173	199	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	ZBTB1	0.6536	199	1
1_MACS_peak_1640_lociStitched	chr1	154579487	154582534	1	3048	13218.4954	200	1	ADAR	CHRNB2,UBE2Q1,ADAR	ADAR	ADAR	0.9706	200	1
2_MACS_peak_16237_lociStitched	chr22	23234496	23239781	2	4915	13194.531	201	1	IGLL5		IGLL5	IGLL5	1.4577	201	1
3_MACS_peak_17613_lociStitched	chr3	119812146	119815302	3	2902	13163.3604	202	1	GSK3B		GSK3B	GSK3B	0.1216	202	1
3_MACS_peak_20827_lociStitched	chr6	27804440	27807782	3	3280	13053.5178	203	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	HIST1H3H	1.7012	203	1
6_MACS_peak_6075_lociStitched	chr12	122145442	122151829	6	5513	13033.9509	204	1	TMEM120B	MORN3	TMEM120B	MORN3	0.3303	204	1
1_MACS_peak_4477_lociStitched	chr11	70822958	70826990	1	4033	13029.8112	205	1	SHANK2		MIR3664	MIR3664	NONE	205	1
2_MACS_peak_1518_lociStitched	chr1	150206658	150209202	2	2538	12989.9184	206	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	C1orf54	0.6794	206	1
2_MACS_peak_18973_lociStitched	chr4	141071449	141075775	2	4286	12976.7022	207	1	MAML3		MAML3	MAML3	0.1267	207	1
1_MACS_peak_1873_lociStitched	chr1	165796737	165798933	1	2197	12965.4036	208	1	UCK2		UCK2	UCK2	0.3959	208	1
2_MACS_peak_11169_lociStitched	chr17	80290128	80294947	2	4360	12942.8702	209	1	SECTM1	TEX19,UTS2R,CD7	SECTM1	UTS2R	0.9639	209	1
1_MACS_peak_2001_lociStitched	chr1	179049916	179052706	1	2791	12925.233	210	1	TOR3A		TOR3A	TOR3A	0.8979	210	1
3_MACS_peak_18235_lociStitched	chr3	197460713	197464581	3	3750	12918.3464	211	1	KIAA0226	FYTTD1	KIAA0226	KIAA0226	0.3754	211	1
6_MACS_peak_4719_lociStitched	chr11	111237542	111243825	6	5619	12878.2651	212	1	POU2AF1		POU2AF1	POU2AF1	0.909	212	1
1_MACS_peak_2104_lociStitched	chr1	193026773	193029487	1	2715	12823.9214	213	1	TROVE2,UCHL5	GLRX2	UCHL5	UCHL5	0.353	213	1
4_MACS_peak_19291_lociStitched	chr5	6478807	6484802	4	4956	12820.907	214	1	UBE2QL1		UBE2QL1	UBE2QL1	0.3686	214	1
3_MACS_peak_16254_lociStitched	chr22	23478209	23482702	3	4005	12806.3979	215	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.6335	215	1
1_MACS_peak_2490_lociStitched	chr1	229476492	229479702	1	3211	12796.986	216	1	C1orf96	SPHAR	C1orf96	C1orf96	0.6139	216	1
2_MACS_peak_15456_lociStitched	chr20	42378578	42381966	2	3159	12721.94	217	1		GTSF1L	GTSF1L	GTSF1L	0.1673	217	1
4_MACS_peak_22795_lociStitched	chr7	92461452	92466821	4	5197	12719.161	218	1	CDK6		CDK6	CDK6	0.2678	218	1
2_MACS_peak_2410_lociStitched	chr1	226249274	226251673	2	2339	12687.1115	219	1	LOC440926,H3F3A		LOC440926	LOC440926	0.7957	219	1
2_MACS_peak_21224_lociStitched	chr6	52399438	52403537	2	3945	12676.1575	220	1	TRAM2		TRAM2	TRAM2	0.7271	220	1
2_MACS_peak_21396_lociStitched	chr6	91004346	91007436	2	3076	12660.039	221	1	BACH2		BACH2	BACH2	0.2043	221	1
4_MACS_peak_21330_lociStitched	chr6	86351625	86355553	4	3383	12612.0224	222	1	SYNCRIP	SNX14,SYNCRIP,SNORD50A,SNORD50B,SNHG5	SYNCRIP	SNORD50B	0.7638	222	1
4_MACS_peak_16745_lociStitched	chr22	46464597	46468804	4	3923	12592.8131	223	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	LOC400931	C22orf26	1.0584	223	1
1_MACS_peak_5591_lociStitched	chr12	58238493	58240889	1	2397	12565.5824	224	1	CTDSP2	AVIL,MIR26A2	CTDSP2	CTDSP2	0.6196	224	1
2_MACS_peak_24042_lociStitched	chr8	98655115	98658722	2	3460	12535.7678	225	1	MTDH		MTDH	MTDH	0.2674	225	1
1_MACS_peak_62_lociStitched	chr1	1837887	1840616	1	2730	12520.3791	226	1		CALML6,GNB1,TMEM52	CALML6	CALML6	0.41	226	1
5_MACS_peak_14878_lociStitched	chr2	231732517	231738951	5	5592	12512.8432	227	1	ITM2C		ITM2C	ITM2C	0.8719	227	1
1_MACS_peak_23107_lociStitched	chr7	129588764	129592930	1	4167	12452.5906	228	1	UBE2H		UBE2H	UBE2H	0.222	228	1
3_MACS_peak_6443_lociStitched	chr13	41237456	41241680	3	4051	12443.904	229	1	FOXO1		FOXO1	FOXO1	0.2781	229	1
4_MACS_peak_4762_lociStitched	chr11	115091580	115096417	4	4419	12443.1825	230	1	CADM1		CADM1	CADM1	0.23	230	1
1_MACS_peak_13984_lociStitched	chr2	86262358	86266645	1	4288	12435.7296	231	1	POLR1A	LOC90784	LOC90784	LOC90784	0.1876	231	1
1_MACS_peak_1360_lociStitched	chr1	120835819	120838410	1	2592	12419.4403	232	1		FAM72B	FAM72B	FAM72B	0.7055	232	1
3_MACS_peak_7943_lociStitched	chr15	52553106	52556119	3	2693	12388.5521	233	1	MYO5C	MIR1266	MIR1266	MIR1266	0.1541	233	1
3_MACS_peak_131_lociStitched	chr1	6660699	6664637	3	3778	12387.3728	234	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	0.7395	234	1
4_MACS_peak_22207_lociStitched	chr7	25987034	25991456	4	4075	12348.8772	235	1	MIR148A		MIR148A	MIR148A	1.4031	235	1
4_MACS_peak_25685_lociStitched	chrX	40030653	40036502	4	5020	12292.2584	236	1	BCOR		BCOR	BCOR	0.3174	236	1
2_MACS_peak_4257_lociStitched	chr11	65148019	65151047	2	3005	12243.718	237	1	SLC25A45	DPF2,TIGD3,FRMD8,NEAT1	SLC25A45	NEAT1	4.4784	237	1
3_MACS_peak_15686_lociStitched	chr20	56253719	56258392	3	4588	12227.8391	238	1	PMEPA1		PMEPA1	PMEPA1	0.4123	238	1
5_MACS_peak_11780_lociStitched	chr19	2697210	2702677	5	5098	12220.3851	239	1	GNG7	DIRAS1,SLC39A3	GNG7	GNG7	0.2736	239	1
3_MACS_peak_7220_lociStitched	chr14	69259164	69263169	3	3952	12215.6505	240	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	0.9451	240	1
2_MACS_peak_7587_lociStitched	chr14	105947340	105949463	2	2114	12207.4623	241	1		CRIP2,CRIP1,C14orf80,TMEM121	CRIP1	CRIP1	1.6298	241	1
3_MACS_peak_815_lociStitched	chr1	51433693	51436948	3	3039	12201.693	242	1	CDKN2C	FAF1	CDKN2C	CDKN2C	1.94	242	1
3_MACS_peak_10587_lociStitched	chr17	48585234	48589322	3	3720	12190.8248	243	1	MYCBPAP	RSAD1,EPN3,SPATA20,CACNA1G,CHAD	MYCBPAP	MYCBPAP	0.8972	243	1
1_MACS_peak_1961_lociStitched	chr1	173989777	173992211	1	2435	12170	244	1		RC3H1	RC3H1	RC3H1	0.1302	244	1
2_MACS_peak_2376_lociStitched	chr1	224931284	224936020	2	4736	12151.6288	245	1			CNIH3	CNIH3	NONE	245	1
2_MACS_peak_2089_lociStitched	chr1	185284620	185287368	2	2743	12146.7096	246	1	IVNS1ABP		IVNS1ABP	IVNS1ABP	0.5456	246	1
3_MACS_peak_2928_lociStitched	chr10	22764992	22769154	3	3607	12139.7216	247	1		LOC100499489	LOC100499489	LOC100499489	0.1702	247	1
4_MACS_peak_19670_lociStitched	chr5	76032344	76036786	4	3929	12136.4324	248	1		NCRUPAR,F2R	F2R	NCRUPAR	1.7586	248	1
4_MACS_peak_14793_lociStitched	chr2	219260877	219265697	4	4479	12125.674	249	1	SLC11A1,CTDSP1	C2orf62,MIR26B,VIL1	CTDSP1	MIR26B	1.125	249	1
4_MACS_peak_18705_lociStitched	chr4	78738522	78742648	4	4066	12122.6006	250	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.1991	250	1
1_MACS_peak_1556_lociStitched	chr1	151042050	151043781	1	1732	12074.4174	251	1	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	1.2836	251	1
3_MACS_peak_19916_lociStitched	chr5	126111401	126114760	3	3055	12048.0612	252	1	LMNB1		LMNB1	LMNB1	0.2887	252	1
3_MACS_peak_14245_lociStitched	chr2	114644155	114648999	3	4178	12041.6996	253	1	ACTR3		ACTR3	ACTR3	0.2365	253	1
3_MACS_peak_13318_lociStitched	chr2	10260472	10263948	3	3294	12017.5748	254	1	RRM2	C2orf48,CYS1	RRM2	RRM2	0.8489	254	1
4_MACS_peak_14693_lociStitched	chr2	202121611	202126777	4	4261	12010.4334	255	1	CASP8		CASP8	CASP8	0.4837	255	1
2_MACS_peak_17765_lociStitched	chr3	135913520	135916544	2	2981	12004.6752	256	1	MSL2	MSL2	MSL2	MSL2	0.3444	256	1
2_MACS_peak_21117_lociStitched	chr6	42749391	42751916	2	2464	11991.4775	257	1		KIAA0240,TBCC	TBCC	TBCC	0.9692	257	1
3_MACS_peak_9742_lociStitched	chr17	2302487	2306015	3	3421	11977.56	258	1	MNT	LOC284009	MNT	MNT	0.8626	258	1
1_MACS_peak_24802_lociStitched	chr9	68454536	68456371	1	1836	11974.109	259	1		LOC642236	LOC642236	LOC642236	0.621	259	1
6_MACS_peak_4293_lociStitched	chr11	65339397	65345310	6	4935	11951.9469	260	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	EHBP1L1	1.5711	260	1
3_MACS_peak_6673_lociStitched	chr13	99174761	99178356	3	3542	11927.491	261	1	STK24	STK24	STK24	STK24	0.585	261	1
1_MACS_peak_17701_lociStitched	chr3	128901096	128903509	1	2414	11916.3592	262	1	CNBP	ISY1	CNBP	CNBP	0.6397	262	1
2_MACS_peak_25058_lociStitched	chr9	100744873	100747904	2	2981	11896.3719	263	1	ANP32B	HEMGN	ANP32B	ANP32B	0.3855	263	1
1_MACS_peak_9605_lociStitched	chr16	89041447	89045850	1	4404	11890.7418	264	1	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3407	264	1
3_MACS_peak_23644_lociStitched	chr8	29629993	29633601	3	3527	11872.4848	265	1		C8orf75	C8orf75	C8orf75	0.1823	265	1
3_MACS_peak_4797_lociStitched	chr11	118305186	118309523	3	3972	11853.021	266	1	MLL	ATP5L	MLL	ATP5L	0.875	266	1
3_MACS_peak_14300_lociStitched	chr2	128585789	128589448	3	3534	11852.9646	267	1		WDR33,POLR2D	WDR33	POLR2D	0.2777	267	1
2_MACS_peak_15765_lociStitched	chr20	61517094	61520088	2	2656	11815.5216	268	1	DIDO1	DPH3P1,C20orf11,TCFL5	TCFL5	C20orf11	0.5933	268	1
5_MACS_peak_12724_lociStitched	chr19	45952835	45957823	5	4740	11805.0996	269	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	FOSB	0.6383	269	1
2_MACS_peak_1652_lociStitched	chr1	154913436	154916244	2	2789	11801.1816	270	1		CKS1B,MIR4258,FLAD1,LENEP,PMVK,PBXIP1,PYGO2,SHC1	PMVK	MIR4258	1.8201	270	1
1_MACS_peak_20017_lociStitched	chr5	137088567	137091137	1	2571	11794.501	271	1	HNRNPA0	NPY6R,KLHL3	HNRNPA0	HNRNPA0	1.1304	271	1
2_MACS_peak_16563_lociStitched	chr22	38900829	38903358	2	2387	11773.5066	272	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.4765	272	1
2_MACS_peak_25168_lociStitched	chr9	117146991	117150823	2	3625	11750.828	273	1	AKNA		AKNA	AKNA	0.4068	273	1
3_MACS_peak_15207_lociStitched	chr20	17948333	17951064	3	2669	11741.6614	274	1	C20orf72,SNX5	SNORD17	C20orf72	C20orf72	0.5669	274	1
1_MACS_peak_12976_lociStitched	chr19	50379056	50381746	1	2691	11723.558	275	1	TBC1D17,AKT1S1	PTOV1,PNKP,IL4I1	AKT1S1	AKT1S1	1.1379	275	1
5_MACS_peak_9587_lociStitched	chr16	88846629	88852456	5	5237	11695.9544	276	1	FAM38A	CDT1,APRT	FAM38A	CDT1	0.9925	276	1
2_MACS_peak_24067_lociStitched	chr8	101962898	101965994	2	3040	11695.7592	277	1	YWHAZ	YWHAZ	YWHAZ	YWHAZ	0.3759	277	1
2_MACS_peak_11072_lociStitched	chr17	77810088	77813849	2	3543	11694.0773	278	1	CBX4	CBX8	CBX4	CBX4	0.8735	278	1
3_MACS_peak_4725_lociStitched	chr11	111247264	111251082	3	3540	11685.3708	279	1	POU2AF1		POU2AF1	POU2AF1	0.909	279	1
1_MACS_peak_7923_lociStitched	chr15	50645941	50648265	1	2325	11664.156	280	1	LOC100129387,GABPB1,FLJ10038		FLJ10038	FLJ10038	0.9533	280	1
3_MACS_peak_16280_lociStitched	chr22	24185672	24189047	3	3360	11629.9125	281	1		SLC2A11,MIF,DERL3	DERL3	MIF	0.8559	281	1
5_MACS_peak_15109_lociStitched	chr20	3824157	3828515	5	3647	11567.0036	282	1	MAVS	CDC25B,C20orf29,PANK2	MAVS	C20orf29	0.6772	282	1
2_MACS_peak_1644_lociStitched	chr1	154756085	154758814	2	2688	11553.2215	283	1	KCNN3		KCNN3	KCNN3	0.4855	283	1
3_MACS_peak_21551_lociStitched	chr6	111803028	111806560	3	3224	11544.342	284	1	LOC643749,REV3L		LOC643749	LOC643749	0.2603	284	1
2_MACS_peak_21602_lociStitched	chr6	119668784	119672127	2	3316	11543.379	285	1	MAN1A1		MAN1A1	MAN1A1	0.1911	285	1
4_MACS_peak_7645_lociStitched	chr15	22544399	22549082	4	4166	11500.0431	286	1	REREP3		REREP3	REREP3	0.749	286	1
5_MACS_peak_14419_lociStitched	chr2	158295831	158301488	5	4706	11487.1042	287	1	CYTIP		CYTIP	CYTIP	0.376	287	1
1_MACS_peak_24547_lociStitched	chr9	3525067	3527973	1	2907	11474.341	288	1	RFX3		RFX3	RFX3	0.098	288	1
2_MACS_peak_18952_lociStitched	chr4	129731056	129734118	2	3051	11468.721	289	1	PHF17		PHF17	PHF17	0.3135	289	1
7_MACS_peak_13506_lociStitched	chr2	31474697	31480789	7	5109	11434.0748	290	1	EHD3	CAPN14	EHD3	EHD3	0.4829	290	1
1_MACS_peak_22211_lociStitched	chr7	26006548	26009364	1	2817	11431.8336	291	1		MIR148A	MIR148A	MIR148A	1.4031	291	1
3_MACS_peak_16615_lociStitched	chr22	39915168	39917806	3	2536	11425.178	292	1	ATF4	MGAT3,SMCR7L,CACNA1I,RPS19BP1	ATF4	ATF4	1.2783	292	1
3_MACS_peak_4859_lociStitched	chr11	122932045	122936111	3	3145	11422.6138	293	1	HSPA8	LOC341056	HSPA8	HSPA8	0.9937	293	1
2_MACS_peak_12518_lociStitched	chr19	39173610	39177524	2	3714	11415.5724	294	1	ACTN4		ACTN4	ACTN4	0.3988	294	1
1_MACS_peak_20670_lociStitched	chr6	20402059	20404908	1	2850	11396.2849	295	1	E2F3		E2F3	E2F3	0.2801	295	1
2_MACS_peak_19668_lociStitched	chr5	76011060	76014431	2	3340	11354.8764	296	1	F2R	NCRUPAR	F2R	NCRUPAR	1.7586	296	1
4_MACS_peak_13391_lociStitched	chr2	20411191	20415796	4	4166	11351.325	297	1	SDC1		SDC1	SDC1	1.0983	297	1
4_MACS_peak_9241_lociStitched	chr16	66555082	66559639	4	4387	11330.5248	298	1	TK2	CKLF,CMTM1	TK2	TK2	0.5668	298	1
2_MACS_peak_4903_lociStitched	chr11	126056165	126060505	2	4210	11319.154	299	1		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.226	299	1
2_MACS_peak_15018_lociStitched	chr2	242253769	242256544	2	2558	11296.1925	300	1	SEPT2,HDLBP	FARP2,HDLBP	HDLBP	HDLBP	0.3047	300	1
3_MACS_peak_2582_lociStitched	chr1	235490146	235493162	3	2692	11280.1416	301	1	GGPS1,ARID4B	TBCE	GGPS1	GGPS1	0.5993	301	1
4_MACS_peak_9904_lociStitched	chr17	8149714	8153372	4	3552	11278.7114	302	1	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	C17orf44	0.7382	302	1
1_MACS_peak_7955_lociStitched	chr15	52970012	52972367	1	2356	11260.197	303	1	KIAA1370		KIAA1370	KIAA1370	0.2593	303	1
2_MACS_peak_14563_lociStitched	chr2	177625619	177630499	2	4613	11235.224	304	1			MIR1246	MIR1246	NONE	304	1
1_MACS_peak_24773_lociStitched	chr9	44991909	44994007	1	2099	11227.8666	305	1		FAM27C	FAM27C	FAM27C	1.396	305	1
2_MACS_peak_22870_lociStitched	chr7	100025943	100028722	2	2678	11201.3153	306	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	MEPCE	1.2073	306	1
4_MACS_peak_20126_lociStitched	chr5	142781566	142785574	4	3583	11200.7568	307	1	NR3C1		NR3C1	NR3C1	0.1716	307	1
3_MACS_peak_12196_lociStitched	chr19	16434374	16438096	3	3363	11199.8702	308	1	KLF2		KLF2	KLF2	1.2474	308	1
1_MACS_peak_1402_lociStitched	chr1	145208571	145210431	1	1861	11195.154	309	1	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.4801	309	1
2_MACS_peak_16862_lociStitched	chr3	9437593	9440715	2	2954	11180.5064	310	1	SETD5,LOC440944	THUMPD3	LOC440944	LOC440944	0.7616	310	1
2_MACS_peak_1536_lociStitched	chr1	150550602	150553048	2	2436	11173.0834	311	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	ADAMTSL4	1.3192	311	1
1_MACS_peak_12882_lociStitched	chr19	48948008	48952240	1	4233	11155.1288	312	1	GRIN2D,GRWD1	KCNJ14,CYTH2	GRWD1	GRWD1	0.8927	312	1
2_MACS_peak_2567_lociStitched	chr1	234859062	234861855	2	2722	11134.5738	313	1			NCRNA00184	NCRNA00184	0.1046	313	1
4_MACS_peak_2750_lociStitched	chr10	5930749	5935208	4	3866	11127.8804	314	1	FBXO18,ANKRD16	FBXO18	FBXO18	FBXO18	0.758	314	1
1_MACS_peak_12122_lociStitched	chr19	13956952	13959041	1	2090	11124.9695	315	1		MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	0.2944	315	1
1_MACS_peak_21704_lociStitched	chr6	139694128	139697420	1	3293	11115.438	316	1	CITED2		CITED2	CITED2	1.0998	316	1
3_MACS_peak_14519_lociStitched	chr2	174828117	174830834	3	2704	11105.4658	317	1	SP3		SP3	SP3	0.2475	317	1
2_MACS_peak_8902_lociStitched	chr16	19124078	19127535	2	3426	11096.97	318	1	ITPRIPL2	COQ7	ITPRIPL2	ITPRIPL2	0.8964	318	1
1_MACS_peak_4128_lociStitched	chr11	62321859	62325599	1	3741	11092.092	319	1		AHNAK,EEF1G,TUT1,MTA2	AHNAK	MTA2	1.0185	319	1
3_MACS_peak_35_lociStitched	chr1	1446304	1449594	3	3242	11091.577	320	1	ATAD3A	ATAD3B,C1orf70	ATAD3A	ATAD3A	0.5522	320	1
3_MACS_peak_23384_lociStitched	chr8	1424670	1428860	3	3903	11069.98	321	1		DLGAP2	DLGAP2	DLGAP2	0.0871	321	1
4_MACS_peak_8458_lociStitched	chr15	93351191	93356108	4	3914	11068.167	322	1		ASB9P1	ASB9P1	ASB9P1	0.1593	322	1
4_MACS_peak_12521_lociStitched	chr19	39339584	39343955	4	3858	11055.1332	323	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.7871	323	1
3_MACS_peak_16456_lociStitched	chr22	35520065	35524214	3	3731	11034.2655	324	1			ISX	ISX	NONE	324	1
2_MACS_peak_5284_lociStitched	chr12	31476501	31479740	2	3110	11023.2887	325	1	FLJ13224,FAM60A		FLJ13224	FLJ13224	1.1032	325	1
1_MACS_peak_5341_lociStitched	chr12	46660948	46663807	1	2860	11006.2923	326	1	SLC38A1		SLC38A1	SLC38A1	0.2067	326	1
9_MACS_peak_2759_lociStitched	chr10	5943109	5949256	9	5257	10998.8271	327	1	FBXO18	ANKRD16	FBXO18	FBXO18	0.758	327	1
1_MACS_peak_8847_lociStitched	chr16	14499275	14502155	1	2881	10945.44	328	1			MIR365-1	MIR365-1	NONE	328	1
5_MACS_peak_20724_lociStitched	chr6	26122624	26127099	5	3823	10943.6125	329	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	1.1998	329	1
1_MACS_peak_13966_lociStitched	chr2	85764733	85767331	1	2599	10930.3056	330	1	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	0.8062	330	1
3_MACS_peak_11268_lociStitched	chr18	10925536	10929813	3	4179	10926.4519	331	1	FAM38B		FAM38B	FAM38B	0.149	331	1
2_MACS_peak_21277_lociStitched	chr6	73329554	73333343	2	3340	10924.0659	332	1	KCNQ5		KCNQ5	KCNQ5	0.1227	332	1
1_MACS_peak_18994_lociStitched	chr4	144256786	144259379	1	2594	10910.5661	333	1	GAB1		GAB1	GAB1	0.3824	333	1
4_MACS_peak_1593_lociStitched	chr1	153605845	153608291	4	2280	10903.5342	334	1	C1orf77,S100A13	S100A1,SNAPIN,NPR1,S100A16,S100A14,S100A13,ILF2	S100A13	S100A1	1.3075	334	1
