REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.8.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_14679_lociStitched	chr2	201980414	201984467	2	4026	14283.5826	198	1	CFLAR	NDUFB3,FAM126B	CFLAR	198	1
3_MACS_peak_3577_lociStitched	chr10	125850837	125855044	3	4026	9179.2533	199	1	CHST15		CHST15	199	1
5_MACS_peak_520_lociStitched	chr1	28831882	28836961	5	4026	9174.7056	200	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	200	1
2_MACS_peak_4166_lociStitched	chr11	62606241	62610513	2	4023	17606.6208	201	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	201	1
3_MACS_peak_12786_lociStitched	chr19	47613895	47618071	3	4020	16199.1216	202	1	ZC3H4	SAE1	ZC3H4	202	1
3_MACS_peak_7710_lociStitched	chr15	31555755	31559855	3	4018	9895.35	203	1			KLF13	203	1
6_MACS_peak_8140_lociStitched	chr15	67390152	67395098	6	4011	10774.3664	204	1	SMAD3	SMAD3	SMAD3	204	1
3_MACS_peak_24522_lociStitched	chr9	624503	628917	3	4009	10569.323	205	1	KANK1		KANK1	205	1
3_MACS_peak_16254_lociStitched	chr22	23478209	23482702	3	4005	12806.3979	206	1	RTDR1	RAB36,BCR	RTDR1	206	1
5_MACS_peak_1408_lociStitched	chr1	145434934	145439441	5	4000	16694.3787	207	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	207	1
3_MACS_peak_11044_lociStitched	chr17	76884435	76888694	3	3977	10498.8609	208	1	TIMP2	USP36	TIMP2	208	1
3_MACS_peak_21723_lociStitched	chr6	143265005	143269060	3	3973	16263.794	209	1	HIVEP2		HIVEP2	209	1
3_MACS_peak_4797_lociStitched	chr11	118305186	118309523	3	3972	11853.021	210	1	MLL	ATP5L	MLL	210	1
3_MACS_peak_11589_lociStitched	chr18	72919782	72924315	3	3955	10689.7206	211	1	TSHZ1,ZADH2		TSHZ1	211	1
3_MACS_peak_7220_lociStitched	chr14	69259164	69263169	3	3952	12215.6505	212	1	ZFP36L1,C14orf181		ZFP36L1	212	1
2_MACS_peak_21224_lociStitched	chr6	52399438	52403537	2	3945	12676.1575	213	1	TRAM2		TRAM2	213	1
4_MACS_peak_19670_lociStitched	chr5	76032344	76036786	4	3929	12136.4324	214	1		NCRUPAR,F2R	F2R	214	1
4_MACS_peak_16745_lociStitched	chr22	46464597	46468804	4	3923	12592.8131	215	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	LOC400931	215	1
4_MACS_peak_8458_lociStitched	chr15	93351191	93356108	4	3914	11068.167	216	1		ASB9P1	ASB9P1	216	1
2_MACS_peak_17959_lociStitched	chr3	169772237	169776277	2	3913	8736.096	217	1	GPR160		GPR160	217	1
3_MACS_peak_23384_lociStitched	chr8	1424670	1428860	3	3903	11069.98	218	1		DLGAP2	DLGAP2	218	1
5_MACS_peak_12536_lociStitched	chr19	39465514	39469743	5	3900	10013.0033	219	1	FBXO17	MRPS12,SARS2,FBXO17	FBXO17	219	1
5_MACS_peak_8075_lociStitched	chr15	65115756	65120077	5	3897	8304.5299	220	1	PIF1	PLEKHO2,RBPMS2	PIF1	220	1
5_MACS_peak_24995_lociStitched	chr9	97366783	97371222	5	3894	7737.6209	221	1	FBP1	FBP2	FBP2	221	1
1_MACS_peak_12555_lociStitched	chr19	39892085	39895972	1	3888	18380.4569	222	1		MED29,ZFP36,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	222	1
5_MACS_peak_21092_lociStitched	chr6	41222254	41226726	5	3874	10236.408	223	1		TREML4,TREML2P1,TREML3,TREM1	TREML2P1	223	1
4_MACS_peak_2750_lociStitched	chr10	5930749	5935208	4	3866	11127.8804	224	1	FBXO18,ANKRD16	FBXO18	FBXO18	224	1
4_MACS_peak_12521_lociStitched	chr19	39339584	39343955	4	3858	11055.1332	225	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	225	1
2_MACS_peak_6127_lociStitched	chr12	123370476	123374362	2	3856	20302.7956	226	1	VPS37B		VPS37B	226	1
3_MACS_peak_2786_lociStitched	chr10	6795692	6799648	3	3853	8391.0716	227	1			LOC439949	227	1
5_MACS_peak_22121_lociStitched	chr7	8007644	8012047	5	3843	10245.781	228	1	GLCCI1		GLCCI1	228	1
4_MACS_peak_10655_lociStitched	chr17	55617625	55621880	4	3842	7674.318	229	1	MSI2		MSI2	229	1
3_MACS_peak_14852_lociStitched	chr2	227699539	227703395	3	3831	9780.744	230	1	RHBDD1	IRS1	RHBDD1	230	1
5_MACS_peak_24270_lociStitched	chr8	126657783	126662421	5	3824	9405.4002	231	1			TRIB1	231	1
5_MACS_peak_20724_lociStitched	chr6	26122624	26127099	5	3823	10943.6125	232	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	232	1
3_MACS_peak_21458_lociStitched	chr6	106203527	106207534	3	3815	9542.6705	233	1			PRDM1	233	1
2_MACS_peak_12818_lociStitched	chr19	48411643	48415566	2	3810	22179.4651	234	1		SNAR-A12,SNAR-C5,SNAR-A2,SNAR-A7,SNAR-C2,SNAR-C4,SNAR-A13,SNAR-C3,SNAR-C1,SULT2A1	SNAR-A12	234	1
4_MACS_peak_4758_lociStitched	chr11	115061684	115065903	4	3809	8547.694	235	1	CADM1		CADM1	235	1
2_MACS_peak_8749_lociStitched	chr16	4663727	4667698	2	3801	19399.1292	236	1	FAM100A	MGRN1	FAM100A	236	1
5_MACS_peak_19371_lociStitched	chr5	16862108	16867321	5	3795	8030.6265	237	1	MYO10		MYO10	237	1
3_MACS_peak_1626_lociStitched	chr1	154376044	154380516	3	3793	10403.6608	238	1	IL6R		IL6R	238	1
5_MACS_peak_22664_lociStitched	chr7	73262783	73266860	5	3784	9056.6478	239	1		CLDN4,WBSCR28,WBSCR27	WBSCR27	239	1
5_MACS_peak_5881_lociStitched	chr12	108959568	108964046	5	3784	7915.7606	240	1	ISCU	SART3,TMEM119	ISCU	240	1
6_MACS_peak_14351_lociStitched	chr2	136889466	136894720	6	3784	8379.0792	241	1		CXCR4	CXCR4	241	1
7_MACS_peak_11454_lociStitched	chr18	47623306	47627837	7	3781	7628.3916	242	1	MYO5B	MIR4320	MIR4320	242	1
3_MACS_peak_21295_lociStitched	chr6	74229688	74233752	3	3780	14021.2064	243	1	EEF1A1		EEF1A1	243	1
2_MACS_peak_4248_lociStitched	chr11	64899515	64903304	2	3779	17240.7078	244	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	244	1
3_MACS_peak_131_lociStitched	chr1	6660699	6664637	3	3778	12387.3728	245	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	245	1
6_MACS_peak_15324_lociStitched	chr20	31288686	31292796	6	3772	10229.379	246	1	COMMD7	C20orf203	COMMD7	246	1
3_MACS_peak_15638_lociStitched	chr20	52353628	52357750	3	3767	8238.2292	247	1			SUMO1P1	247	1
6_MACS_peak_8197_lociStitched	chr15	72519342	72524301	6	3767	9375.4854	248	1	PKM2	GRAMD2,PARP6	PKM2	248	1
4_MACS_peak_18378_lociStitched	chr4	8392011	8396049	4	3762	10282.767	249	1	ACOX3	C4orf23	ACOX3	249	1
3_MACS_peak_17451_lociStitched	chr3	72031394	72035804	3	3761	9013.599	250	1			PROK2	250	1
3_MACS_peak_20070_lociStitched	chr5	139027514	139031428	3	3752	8748.1814	251	1	CXXC5		CXXC5	251	1
3_MACS_peak_18235_lociStitched	chr3	197460713	197464581	3	3750	12918.3464	252	1	KIAA0226	FYTTD1	KIAA0226	252	1
3_MACS_peak_3691_lociStitched	chr11	826961	830907	3	3743	8489.819	253	1	EFCAB4A	RPLP2,SNORA52,PNPLA2,CD151,TSPAN4,PDDC1,CEND1,SLC25A22,LRDD,POLR2L	EFCAB4A	253	1
3_MACS_peak_23003_lociStitched	chr7	106507105	106510972	3	3742	9566.958	254	1	PIK3CG		PIK3CG	254	1
1_MACS_peak_4128_lociStitched	chr11	62321859	62325599	1	3741	11092.092	255	1		AHNAK,EEF1G,TUT1,MTA2	AHNAK	255	1
4_MACS_peak_21369_lociStitched	chr6	90060814	90064994	4	3737	15247.804	256	1	UBE2J1	GABRR2	UBE2J1	256	1
3_MACS_peak_16313_lociStitched	chr22	25120420	25124489	3	3736	8928.6067	257	1	PIWIL3	TOP1P2	TOP1P2	257	1
4_MACS_peak_12257_lociStitched	chr19	17514901	17518829	4	3733	7599.1088	258	1	BST2	FAM125A,PLVAP,TMEM221	BST2	258	1
3_MACS_peak_16456_lociStitched	chr22	35520065	35524214	3	3731	11034.2655	259	1			ISX	259	1
3_MACS_peak_10587_lociStitched	chr17	48585234	48589322	3	3720	12190.8248	260	1	MYCBPAP	RSAD1,EPN3,SPATA20,CACNA1G,CHAD	MYCBPAP	260	1
4_MACS_peak_5638_lociStitched	chr12	68381366	68385608	4	3715	8463.2142	261	1			IFNG	261	1
2_MACS_peak_12518_lociStitched	chr19	39173610	39177524	2	3714	11415.5724	262	1	ACTN4		ACTN4	262	1
3_MACS_peak_14866_lociStitched	chr2	230998213	231002176	3	3704	10303.0074	263	1			SLC16A14	263	1
5_MACS_peak_13139_lociStitched	chr19	56151521	56155434	5	3701	8239.6041	264	1	ZNF580,ZNF581	ZNF524,ZNF865,CCDC106,U2AF2,EPN1,FIZ1,ZNF784	ZNF580	264	1
4_MACS_peak_15165_lociStitched	chr20	10651494	10655646	4	3693	8693.4576	265	1	JAG1		JAG1	265	1
4_MACS_peak_5335_lociStitched	chr12	46120451	46124721	4	3681	9855.16	266	1	ARID2,LOC400027		LOC400027	266	1
3_MACS_peak_13876_lociStitched	chr2	70312265	70316120	3	3673	17655.9	267	1	PCBP1,LOC400960	LOC100133985	LOC400960	267	1
5_MACS_peak_15795_lociStitched	chr20	62359292	62363235	5	3669	10753.7439	268	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	268	1
1_MACS_peak_9032_lociStitched	chr16	30074917	30078584	1	3668	10723.7748	269	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	269	1
5_MACS_peak_25231_lociStitched	chr9	126439400	126443515	5	3662	9277.2675	270	1	DENND1A		DENND1A	270	1
3_MACS_peak_22182_lociStitched	chr7	23507466	23511586	3	3657	9796.536	271	1	IGF2BP3	RPS2P32	IGF2BP3	271	1
1_MACS_peak_22963_lociStitched	chr7	104652347	104656000	1	3654	18793.5891	272	1	MLL5,LOC100216545		LOC100216545	272	1
5_MACS_peak_16410_lociStitched	chr22	31739324	31743590	5	3649	8190.2934	273	1	PATZ1		PATZ1	273	1
5_MACS_peak_15109_lociStitched	chr20	3824157	3828515	5	3647	11567.0036	274	1	MAVS	CDC25B,C20orf29,PANK2	MAVS	274	1
1_MACS_peak_9770_lociStitched	chr17	3817315	3820959	1	3645	9272.158	275	1	P2RX1	CAMKK1,ATP2A3	P2RX1	275	1
2_MACS_peak_6250_lociStitched	chr12	133024352	133028367	2	3635	13567.0865	276	1		FBRSL1	FBRSL1	276	1
3_MACS_peak_6804_lociStitched	chr13	114872516	114876272	3	3634	7764.4032	277	1	RASA3		RASA3	277	1
3_MACS_peak_19472_lociStitched	chr5	42991350	42995060	3	3631	9942.058	278	1		LOC153684,LOC648987,C5orf39	LOC648987	278	1
5_MACS_peak_22487_lociStitched	chr7	55636670	55640825	5	3629	9001.392	279	1	VOPP1		VOPP1	279	1
3_MACS_peak_5394_lociStitched	chr12	49759982	49763641	3	3625	9767.7005	280	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	280	1
2_MACS_peak_25168_lociStitched	chr9	117146991	117150823	2	3625	11750.828	281	1	AKNA		AKNA	281	1
5_MACS_peak_15946_lociStitched	chr21	36575563	36579877	5	3622	7538.715	282	1			RUNX1	282	1
2_MACS_peak_23275_lociStitched	chr7	150101357	150105112	2	3608	9634.9545	283	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	283	1
1_MACS_peak_9377_lociStitched	chr16	70555775	70559381	1	3607	9853.0344	284	1	SF3B3,COG4	SNORD111B,MIR3647,SNORD111	SF3B3	284	1
3_MACS_peak_2928_lociStitched	chr10	22764992	22769154	3	3607	12139.7216	285	1		LOC100499489	LOC100499489	285	1
1_MACS_peak_19147_lociStitched	chr4	185202236	185205834	1	3599	14028.9618	286	1			ENPP6	286	1
4_MACS_peak_14194_lociStitched	chr2	112220109	112224059	4	3599	10390.475	287	1	LOC541471		LOC541471	287	1
2_MACS_peak_2418_lociStitched	chr1	226313519	226317188	2	3596	16321.5465	288	1			ACBD3	288	1
3_MACS_peak_25304_lociStitched	chr9	130671967	130675597	3	3593	8972.271	289	1	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	289	1
7_MACS_peak_9950_lociStitched	chr17	16847737	16852253	7	3592	6969.5428	290	1	TNFRSF13B		TNFRSF13B	290	1
4_MACS_peak_20126_lociStitched	chr5	142781566	142785574	4	3583	11200.7568	291	1	NR3C1		NR3C1	291	1
3_MACS_peak_12643_lociStitched	chr19	42771894	42775598	3	3580	10796.7896	292	1		ZNF526,CIC,PRR19,TMEM145,GSK3A,ERF,PAFAH1B3	ERF	292	1
3_MACS_peak_17155_lociStitched	chr3	46338577	46342279	3	3576	7263.6942	293	1			CCR2	293	1
4_MACS_peak_9524_lociStitched	chr16	85586981	85591118	4	3575	7837.5465	294	1			KIAA0182	294	1
4_MACS_peak_1223_lociStitched	chr1	112141168	112145721	4	3569	10533.8208	295	1	LOC100129269	RAP1A,ADORA3	LOC100129269	295	1
2_MACS_peak_11271_lociStitched	chr18	10948258	10951938	2	3566	9678.032	296	1	FAM38B		FAM38B	296	1
4_MACS_peak_12999_lociStitched	chr19	50616565	50620324	4	3566	10301.5395	297	1		SNAR-B1,SNAR-B2,SNAR-D,IZUMO2	SNAR-B1	297	1
2_MACS_peak_18011_lociStitched	chr3	171822502	171826106	2	3563	8606.7124	298	1	FNDC3B		FNDC3B	298	1
4_MACS_peak_10569_lociStitched	chr17	48226028	48229924	4	3563	7463.9568	299	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	299	1
2_MACS_peak_21160_lociStitched	chr6	43737360	43741241	2	3557	10153.0841	300	1	VEGFA		VEGFA	300	1
4_MACS_peak_9904_lociStitched	chr17	8149714	8153372	4	3552	11278.7114	301	1	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	301	1
3_MACS_peak_17749_lociStitched	chr3	133192710	133196431	3	3547	9489.6663	302	1	BFSP2		BFSP2	302	1
2_MACS_peak_22023_lociStitched	chr7	2195589	2199275	2	3545	13823.9744	303	1	MAD1L1		MAD1L1	303	1
2_MACS_peak_11072_lociStitched	chr17	77810088	77813849	2	3543	11694.0773	304	1	CBX4	CBX8	CBX4	304	1
3_MACS_peak_6673_lociStitched	chr13	99174761	99178356	3	3542	11927.491	305	1	STK24	STK24	STK24	305	1
3_MACS_peak_4725_lociStitched	chr11	111247264	111251082	3	3540	11685.3708	306	1	POU2AF1		POU2AF1	306	1
3_MACS_peak_14300_lociStitched	chr2	128585789	128589448	3	3534	11852.9646	307	1		WDR33,POLR2D	WDR33	307	1
2_MACS_peak_20073_lociStitched	chr5	139047758	139051597	2	3534	9224.3492	308	1	CXXC5		CXXC5	308	1
3_MACS_peak_23644_lociStitched	chr8	29629993	29633601	3	3527	11872.4848	309	1		C8orf75	C8orf75	309	1
6_MACS_peak_25411_lociStitched	chr9	134148457	134152894	6	3526	6848.5095	310	1	FAM78A	PPAPDC3	FAM78A	310	1
2_MACS_peak_7335_lociStitched	chr14	81396001	81399794	2	3524	9966.4868	311	1	C14orf145	TSHR	C14orf145	311	1
2_MACS_peak_10921_lociStitched	chr17	73871600	73875121	2	3522	10395.7525	312	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	312	1
4_MACS_peak_16440_lociStitched	chr22	34236500	34240717	4	3515	9088.0567	313	1	LARGE		LARGE	313	1
3_MACS_peak_14733_lociStitched	chr2	204733691	204737256	3	3509	9346.717	314	1	CTLA4		CTLA4	314	1
3_MACS_peak_2723_lociStitched	chr10	3824727	3828451	3	3508	15114.5988	315	1	KLF6		KLF6	315	1
4_MACS_peak_466_lociStitched	chr1	27021528	27025170	4	3494	10774.4928	316	1	ARID1A		ARID1A	316	1
4_MACS_peak_22561_lociStitched	chr7	69062304	69066631	4	3480	9484.3513	317	1	AUTS2		AUTS2	317	1
3_MACS_peak_20658_lociStitched	chr6	16759797	16763792	3	3472	13354.8855	318	1	ATXN1		ATXN1	318	1
3_MACS_peak_12605_lociStitched	chr19	41768472	41772359	3	3469	14838.6225	319	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	319	1
1_MACS_peak_16304_lociStitched	chr22	24827946	24831407	1	3462	7969.9908	320	1	ADORA2A,C22orf45		ADORA2A	320	1
4_MACS_peak_6695_lociStitched	chr13	100632012	100635633	4	3461	8788.8912	321	1	ZIC2	ZIC5	ZIC2	321	1
4_MACS_peak_4152_lociStitched	chr11	62492769	62496649	4	3461	9838.128	322	1	TTC9C,HNRNPUL2	GNG3,POLR2G,TAF6L,UBXN1,LRRN4CL,BSCL2,ZBTB3	HNRNPUL2	322	1
2_MACS_peak_24042_lociStitched	chr8	98655115	98658722	2	3460	12535.7678	323	1	MTDH		MTDH	323	1
2_MACS_peak_17350_lociStitched	chr3	56456667	56460274	2	3460	9927.1854	324	1	ERC2		ERC2	324	1
3_MACS_peak_5575_lociStitched	chr12	57913594	57917346	3	3460	9582.608	325	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	325	1
2_MACS_peak_2239_lociStitched	chr1	206135288	206139094	2	3450	15956.2744	326	1	FAM72A		FAM72A	326	1
2_MACS_peak_24379_lociStitched	chr8	142126715	142130191	2	3449	10032.0836	327	1		DENND3	DENND3	327	1
2_MACS_peak_9800_lociStitched	chr17	4850745	4854223	2	3449	10429.8264	328	1	PFN1	C17orf107,GP1BA,RNF167,ENO3,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	328	1
7_MACS_peak_10488_lociStitched	chr17	44218588	44223547	7	3449	7187.0787	329	1	KIAA1267	LOC644246	KIAA1267	329	1
2_MACS_peak_16302_lociStitched	chr22	24822863	24826442	2	3447	9831.513	330	1	ADORA2A,C22orf45		ADORA2A	330	1
4_MACS_peak_20729_lociStitched	chr6	26155924	26159948	4	3447	10251.14	331	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	331	1
4_MACS_peak_5080_lociStitched	chr12	6898141	6902049	4	3446	7402.9244	332	1	CD4	PTMS,LAG3,GPR162,LEPREL2,GNB3,MLF2	CD4	332	1
2_MACS_peak_10123_lociStitched	chr17	27275786	27279441	2	3444	9155.4095	333	1	PHF12	DHRS13	PHF12	333	1
1_MACS_peak_6546_lociStitched	chr13	50697248	50700680	1	3433	17965.8336	334	1	DLEU2	DLEU1,ST13P4	DLEU2	334	1
2_MACS_peak_19988_lociStitched	chr5	133859904	133863403	2	3427	7691.5018	335	1	PHF15		PHF15	335	1
2_MACS_peak_8902_lociStitched	chr16	19124078	19127535	2	3426	11096.97	336	1	ITPRIPL2	COQ7	ITPRIPL2	336	1
2_MACS_peak_25188_lociStitched	chr9	123652612	123656175	2	3425	8248.7013	337	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	337	1
4_MACS_peak_12825_lociStitched	chr19	48422488	48426228	4	3423	10789.152	338	1		SNAR-A12,SNAR-C5,SNAR-A2,SNAR-A7,SNAR-C2,SNAR-C4,SNAR-A13,SNAR-C3,SNAR-C1,SULT2A1	SNAR-A2	338	1
4_MACS_peak_22260_lociStitched	chr7	30180548	30184546	4	3423	6657.4696	339	1	C7orf41		C7orf41	339	1
3_MACS_peak_9742_lociStitched	chr17	2302487	2306015	3	3421	11977.56	340	1	MNT	LOC284009	MNT	340	1
3_MACS_peak_20836_lociStitched	chr6	27859706	27863393	3	3420	10119.7089	341	1	HIST1H2BO,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J,OR2B2	HIST1H2BO	341	1
3_MACS_peak_18631_lociStitched	chr4	71528855	71532458	3	3419	7380.0249	342	1	IGJ	ENAM,UTP3,RUFY3	IGJ	342	1
4_MACS_peak_10977_lociStitched	chr17	74777011	74781062	4	3418	8699.5225	343	1		MFSD11,MIR636,SRSF2	MFSD11	343	1
3_MACS_peak_14005_lociStitched	chr2	87783507	87787143	3	3413	8969.2848	344	1	NCRNA00152		NCRNA00152	344	1
5_MACS_peak_5064_lociStitched	chr12	6719872	6723823	5	3412	7420.3731	345	1		NOP2,SCARNA11,CHD4,LPAR5,ACRBP,ING4	CHD4	345	1
1_MACS_peak_5079_lociStitched	chr12	6891275	6894685	1	3411	8745.627	346	1		PTMS,LAG3,CD4,GPR162,LEPREL2,MLF2	CD4	346	1
5_MACS_peak_13120_lociStitched	chr19	55894560	55898294	5	3411	6583.7888	347	1	RPL28,LOC388564	SUV420H2,TMEM190,COX6B2,FAM71E2,IL11,UBE2S	LOC388564	347	1
2_MACS_peak_375_lociStitched	chr1	22819856	22823338	2	3410	8660.0822	348	1	ZBTB40		ZBTB40	348	1
3_MACS_peak_15683_lociStitched	chr20	56193300	56196858	3	3402	9922.1946	349	1	ZBP1		ZBP1	349	1
2_MACS_peak_9782_lociStitched	chr17	4277282	4280711	2	3398	9249.7275	350	1		UBE2G1	UBE2G1	350	1
3_MACS_peak_21811_lociStitched	chr6	152431872	152435460	3	3398	6655.74	351	1			SYNE1	351	1
3_MACS_peak_11983_lociStitched	chr19	10528129	10531817	3	3397	8595.2528	352	1	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	352	1
3_MACS_peak_5057_lociStitched	chr12	6641274	6645092	3	3397	8596.227	353	1	GAPDH	NCAPD2,SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	353	1
3_MACS_peak_26034_lociStitched	chrX	123093297	123096933	3	3393	8645.6808	354	1	STAG2		STAG2	354	1
4_MACS_peak_20880_lociStitched	chr6	30582283	30586394	4	3392	10548.826	355	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	355	1
3_MACS_peak_17077_lociStitched	chr3	39191963	39195569	3	3391	7321.983	356	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	356	1
6_MACS_peak_20565_lociStitched	chr6	7960819	7964963	6	3387	7678.4176	357	1	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	357	1
5_MACS_peak_2521_lociStitched	chr1	231111563	231115424	5	3386	7604.6256	358	1	ARV1,TTC13	MIR1182	TTC13	358	1
4_MACS_peak_11257_lociStitched	chr18	9701338	9705242	4	3384	6211.6544	359	1		RAB31	RAB31	359	1
3_MACS_peak_11472_lociStitched	chr18	48677580	48681087	3	3383	8507.6313	360	1		MEX3C	MEX3C	360	1
4_MACS_peak_21330_lociStitched	chr6	86351625	86355553	4	3383	12612.0224	361	1	SYNCRIP	SNX14,SYNCRIP,SNORD50A,SNORD50B,SNHG5	SYNCRIP	361	1
3_MACS_peak_1492_lociStitched	chr1	149802056	149805472	3	3381	15436.904	362	1	HIST2H4B	FCGR1A,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC	HIST2H4B	362	1
4_MACS_peak_531_lociStitched	chr1	28925222	28929004	4	3374	6303.8376	363	1		TRNAU1AP,RAB42,RNU11,SNORD99,SNORA61,SNORA44,SNORA16A,SNHG12,TAF12	RAB42	363	1
2_MACS_peak_16668_lociStitched	chr22	42146727	42150173	2	3373	9864.8642	364	1	MEI1	CCDC134	CCDC134	364	1
1_MACS_peak_21802_lociStitched	chr6	152128014	152131380	1	3367	15441.525	365	1	ESR1		ESR1	365	1
6_MACS_peak_6747_lociStitched	chr13	111364313	111368822	6	3366	9749.3598	366	1	ING1	CARS2	ING1	366	1
3_MACS_peak_12196_lociStitched	chr19	16434374	16438096	3	3363	11199.8702	367	1	KLF2		KLF2	367	1
3_MACS_peak_16280_lociStitched	chr22	24185672	24189047	3	3360	11629.9125	368	1		SLC2A11,MIF,DERL3	DERL3	368	1
1_MACS_peak_2015_lociStitched	chr1	179799447	179802804	1	3358	14347.818	369	1		TOR1AIP1,TOR1AIP2	TOR1AIP2	369	1
3_MACS_peak_21953_lociStitched	chr6	169007299	169011050	3	3351	7910.4839	370	1	SMOC2		SMOC2	370	1
2_MACS_peak_19164_lociStitched	chr4	185393382	185397016	2	3350	13990.1732	371	1	IRF2		IRF2	371	1
3_MACS_peak_19708_lociStitched	chr5	81146510	81149866	3	3348	9219.9388	372	1			SSBP2	372	1
2_MACS_peak_19668_lociStitched	chr5	76011060	76014431	2	3340	11354.8764	373	1	F2R	NCRUPAR	F2R	373	1
2_MACS_peak_21277_lociStitched	chr6	73329554	73333343	2	3340	10924.0659	374	1	KCNQ5		KCNQ5	374	1
3_MACS_peak_281_lociStitched	chr1	16173333	16176771	3	3337	8838.7542	375	1	SPEN,FLJ37453	UQCRHL	FLJ37453	375	1
3_MACS_peak_15473_lociStitched	chr20	43274238	43277751	3	3335	10368.6195	376	1	ADA	LOC79015	ADA	376	1
2_MACS_peak_13403_lociStitched	chr2	20627611	20630992	2	3334	8585.0352	377	1		RHOB	RHOB	377	1
4_MACS_peak_7405_lociStitched	chr14	91832930	91836853	4	3333	9088.4141	378	1	CCDC88C		CCDC88C	378	1
4_MACS_peak_14159_lociStitched	chr2	110395272	110398646	4	3327	7303.6978	379	1		ANKRD57,SEPT10	ANKRD57	379	1
5_MACS_peak_17138_lociStitched	chr3	45634853	45638397	5	3327	7067.4448	380	1	LIMD1		LIMD1	380	1
1_MACS_peak_2405_lociStitched	chr1	226128192	226131515	1	3324	9741.0422	381	1	LEFTY2	PYCR2	LEFTY2	381	1
3_MACS_peak_9195_lociStitched	chr16	57570046	57573688	3	3320	9240.8466	382	1	CCDC102A	GPR114,DOK4	CCDC102A	382	1
2_MACS_peak_21602_lociStitched	chr6	119668784	119672127	2	3316	11543.379	383	1	MAN1A1		MAN1A1	383	1
3_MACS_peak_15526_lociStitched	chr20	45980367	45984075	3	3311	7610.67	384	1	ZMYND8	LOC100131496	ZMYND8	384	1
1_MACS_peak_1772_lociStitched	chr1	157145342	157148647	1	3306	10389.2675	385	1		CYCSP52,ETV3	ETV3	385	1
3_MACS_peak_8720_lociStitched	chr16	3628343	3631829	3	3306	7451.6736	386	1	SLX4	NLRC3	NLRC3	386	1
4_MACS_peak_18184_lociStitched	chr3	195679772	195683557	4	3305	10377.3345	387	1		TNK2,SDHAP1	SDHAP1	387	1
3_MACS_peak_2407_lociStitched	chr1	226185115	226188787	3	3303	9642.672	388	1	C1orf55		C1orf55	388	1
2_MACS_peak_6343_lociStitched	chr13	25743154	25746490	2	3302	8583.8616	389	1	FAM123A		FAM123A	389	1
3_MACS_peak_20759_lociStitched	chr6	26359010	26362461	3	3297	7741.2832	390	1		BTN3A2,BTN2A2,BTN3A1	BTN3A2	390	1
