#KMS28BM_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS28BM_H3K27ac_ROSE/KMS28BM_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS28BM_jia.bam
#Using cutoff of 17368.6331 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuper
1_MACS_peak_8083_lociStitched	chr13	79975731	79981587	1	5857	13882.8192	1733	0
3_MACS_peak_7416_lociStitched	chr12	120965969	120978428	3	8702	13881.8178	1734	0
3_MACS_peak_23140_lociStitched	chr4	185734872	185748218	3	8423	13869.1632	1735	0
1_MACS_peak_13771_lociStitched	chr18	56227488	56234462	1	6975	13868.4964	1736	0
1_MACS_peak_29213_lociStitched	chr8	61428395	61432236	1	3842	13868.3146	1737	0
2_MACS_peak_32319_lociStitched	chrX	106953217	106962667	2	8080	13858.425	1738	0
1_MACS_peak_17787_lociStitched	chr20	2081449	2085251	1	3803	13857.9098	1739	0
1_MACS_peak_11403_lociStitched	chr16	67277384	67283439	1	6056	13856.8675	1740	0
4_MACS_peak_19577_lociStitched	chr22	50906849	50926029	4	10397	13847.96	1741	0
1_MACS_peak_24264_lociStitched	chr5	126321542	126325828	1	4287	13845.0658	1742	0
1_MACS_peak_22752_lociStitched	chr4	140372666	140378316	1	5651	13839.11	1743	0
4_MACS_peak_3356_lociStitched	chr10	23727164	23738697	4	7822	13834.9868	1744	0
2_MACS_peak_25826_lociStitched	chr6	46403701	46411302	2	7536	13832.2998	1745	0
3_MACS_peak_27367_lociStitched	chr7	42963212	42973528	3	9592	13827.5664	1746	0
2_MACS_peak_31460_lociStitched	chr9	136213429	136224453	2	5711	13824.096	1747	0
1_MACS_peak_4741_lociStitched	chr11	10877470	10881343	1	3874	13820.0259	1748	0
3_MACS_peak_24620_lociStitched	chr5	149855815	149867925	3	7173	13819.932	1749	0
1_MACS_peak_5971_lociStitched	chr11	120367350	120373578	1	6229	13814.9496	1750	0
1_MACS_peak_7468_lociStitched	chr12	122515637	122522233	1	6597	13806.7472	1751	0
3_MACS_peak_30049_lociStitched	chr8	141466756	141478331	3	6783	13796.2425	1752	0
3_MACS_peak_15816_lociStitched	chr2	38936527	38953323	3	8383	13791.1956	1753	0
1_MACS_peak_28033_lociStitched	chr7	101456590	101461194	1	4605	13788.0592	1754	0
1_MACS_peak_8619_lociStitched	chr14	50548582	50555451	1	6870	13785.3961	1755	0
1_MACS_peak_8447_lociStitched	chr14	24898133	24901766	1	3634	13778.5158	1756	0
2_MACS_peak_5839_lociStitched	chr11	111740913	111751130	2	4502	13769.4509	1757	0
2_MACS_peak_27863_lociStitched	chr7	92239372	92253191	2	9345	13767.8697	1758	0
3_MACS_peak_26575_lociStitched	chr6	135321137	135336890	3	10776	13763.3961	1759	0
1_MACS_peak_15154_lociStitched	chr19	50142643	50146616	1	3974	13763.2666	1760	0
2_MACS_peak_30251_lociStitched	chr9	6750328	6760134	2	4674	13760.7598	1761	0
4_MACS_peak_26950_lociStitched	chr7	6047726	6057827	4	9557	13750.4913	1762	0
1_MACS_peak_17004_lociStitched	chr2	174826227	174831469	1	5243	13740.8546	1763	0
1_MACS_peak_22151_lociStitched	chr4	71595874	71603414	1	7541	13735.618	1764	0
1_MACS_peak_20571_lociStitched	chr3	117346388	117353210	1	6823	13727.9106	1765	0
1_MACS_peak_24953_lociStitched	chr5	180685302	180689780	1	4479	13727.7568	1766	0
2_MACS_peak_23392_lociStitched	chr5	27310907	27318105	2	7134	13722.987	1767	0
1_MACS_peak_15810_lociStitched	chr2	38877531	38882774	1	5244	13716.2123	1768	0
2_MACS_peak_11177_lociStitched	chr16	31464581	31472328	2	5728	13708.3165	1769	0
4_MACS_peak_20754_lociStitched	chr3	129028670	129048344	4	7992	13704.9084	1770	0
2_MACS_peak_13182_lociStitched	chr17	76373616	76383192	2	6544	13697.5104	1771	0
3_MACS_peak_31987_lociStitched	chrX	49019551	49030274	3	8507	13694.3433	1772	0
1_MACS_peak_22814_lociStitched	chr4	146098058	146103937	1	5880	13681.0209	1773	0
5_MACS_peak_12671_lociStitched	chr17	46174203	46190825	5	8525	13679.906	1774	0
1_MACS_peak_5935_lociStitched	chr11	118887112	118891278	1	4167	13678.6444	1775	0
1_MACS_peak_28550_lociStitched	chr7	145503695	145508768	1	5074	13674.7788	1776	0
4_MACS_peak_11890_lociStitched	chr17	7136823	7147080	4	8242	13669.5039	1777	0
1_MACS_peak_29292_lociStitched	chr8	67519297	67527215	1	7919	13666.468	1778	0
2_MACS_peak_25816_lociStitched	chr6	45676225	45683317	2	6080	13664.1564	1779	0
1_MACS_peak_31068_lociStitched	chr9	110044489	110048985	1	4497	13663.7936	1780	0
1_MACS_peak_27939_lociStitched	chr7	98922378	98929719	1	7342	13643.2485	1781	0
1_MACS_peak_27614_lociStitched	chr7	72933539	72937788	1	4250	13641.4145	1782	0
1_MACS_peak_15928_lociStitched	chr2	47399869	47404975	1	5107	13638.126	1783	0
2_MACS_peak_21342_lociStitched	chr3	184031558	184038844	2	7200	13629.1916	1784	0
2_MACS_peak_2414_lociStitched	chr1	199048330	199059618	2	8290	13628.0024	1785	0
4_MACS_peak_18509_lociStitched	chr20	55963960	55975462	4	7373	13627.5696	1786	0
1_MACS_peak_29610_lociStitched	chr8	100726495	100732314	1	5820	13618.7876	1787	0
2_MACS_peak_9357_lociStitched	chr14	105482035	105488830	2	6792	13615.1415	1788	0
2_MACS_peak_31330_lociStitched	chr9	130673146	130680387	2	6996	13604.3908	1789	0
2_MACS_peak_22861_lociStitched	chr4	151044283	151057100	2	7230	13602.6821	1790	0
1_MACS_peak_663_lociStitched	chr1	33114766	33119210	1	4445	13595.0848	1791	0
1_MACS_peak_13701_lociStitched	chr18	48403925	48408091	1	4167	13589.0754	1792	0
2_MACS_peak_32133_lociStitched	chrX	70751064	70762437	2	10032	13580.4993	1793	0
2_MACS_peak_2050_lociStitched	chr1	161575322	161583558	2	4144	13579.5168	1794	0
1_MACS_peak_18770_lociStitched	chr21	34586627	34590562	1	3936	13569.8475	1795	0
1_MACS_peak_15444_lociStitched	chr2	7083683	7088992	1	5310	13567.6804	1796	0
2_MACS_peak_31383_lociStitched	chr9	132170434	132177059	2	4359	13567.3375	1797	0
1_MACS_peak_18454_lociStitched	chr20	50793742	50799104	1	5363	13566.9324	1798	0
2_MACS_peak_9027_lociStitched	chr14	81392120	81400640	2	7692	13565.544	1799	0
1_MACS_peak_17258_lociStitched	chr2	201751667	201755811	1	4145	13563.7264	1800	0
1_MACS_peak_2508_lociStitched	chr1	204375689	204382015	1	6327	13562.3114	1801	0
1_MACS_peak_20535_lociStitched	chr3	113249642	113254308	1	4667	13561.729	1802	0
1_MACS_peak_3999_lociStitched	chr10	88851234	88856230	1	4997	13555.6468	1803	0
1_MACS_peak_14184_lociStitched	chr19	7292099	7296088	1	3990	13551.0319	1804	0
1_MACS_peak_1830_lociStitched	chr1	153948000	153951672	1	3673	13549.68	1805	0
1_MACS_peak_20536_lociStitched	chr3	113263462	113267946	1	4485	13549.3028	1806	0
2_MACS_peak_31244_lociStitched	chr9	126439871	126451376	2	6484	13548.288	1807	0
2_MACS_peak_21395_lociStitched	chr3	186776838	186785101	2	7622	13533.1414	1808	0
1_MACS_peak_24193_lociStitched	chr5	118364969	118369611	1	4643	13520.7534	1809	0
1_MACS_peak_5046_lociStitched	chr11	46686704	46694258	1	7555	13520.1492	1810	0
2_MACS_peak_25284_lociStitched	chr6	25403341	25413080	2	8574	13515.7842	1811	0
1_MACS_peak_31385_lociStitched	chr9	132219690	132223912	1	4223	13512.0888	1812	0
1_MACS_peak_1626_lociStitched	chr1	144532599	144537300	1	4702	13510.674	1813	0
2_MACS_peak_150_lociStitched	chr1	8013737	8024386	2	5124	13497.6075	1814	0
1_MACS_peak_4194_lociStitched	chr10	102105467	102111256	1	5790	13492.4223	1815	0
1_MACS_peak_8292_lociStitched	chr13	113861510	113865502	1	3993	13489.7664	1816	0
1_MACS_peak_13906_lociStitched	chr18	74531809	74535636	1	3828	13482.1383	1817	0
4_MACS_peak_23958_lociStitched	chr5	90561542	90577151	4	8821	13479.9324	1818	0
1_MACS_peak_7794_lociStitched	chr13	41235666	41242078	1	6413	13476.7416	1819	0
1_MACS_peak_48_lociStitched	chr1	1549607	1552375	1	2769	13476.008	1820	0
4_MACS_peak_10161_lociStitched	chr15	74491735	74508262	4	9290	13474.4631	1821	0
3_MACS_peak_9809_lociStitched	chr15	51168820	51178369	3	7116	13467.9096	1822	0
1_MACS_peak_27858_lociStitched	chr7	91872902	91878170	1	5269	13467.1152	1823	0
2_MACS_peak_30018_lociStitched	chr8	135723729	135733631	2	4278	13466.72	1824	0
3_MACS_peak_9347_lociStitched	chr14	105260478	105272424	3	7510	13459.5582	1825	0
2_MACS_peak_4057_lociStitched	chr10	92950316	92962335	2	6810	13457.6743	1826	0
1_MACS_peak_2308_lociStitched	chr1	185281619	185288124	1	6506	13457.544	1827	0
1_MACS_peak_21210_lociStitched	chr3	174908846	174913379	1	4534	13452.5841	1828	0
1_MACS_peak_1770_lociStitched	chr1	151042082	151044634	1	2553	13445.4672	1829	0
1_MACS_peak_7126_lociStitched	chr12	96586998	96593788	1	6791	13444.2	1830	0
3_MACS_peak_13983_lociStitched	chr19	1400744	1410751	3	5066	13439.401	1831	0
1_MACS_peak_13660_lociStitched	chr18	45455359	45459030	1	3672	13438.4297	1832	0
3_MACS_peak_176_lociStitched	chr1	9291487	9300969	3	5249	13437.8904	1833	0
1_MACS_peak_14276_lociStitched	chr19	10763311	10767495	1	4185	13436.4976	1834	0
2_MACS_peak_13057_lociStitched	chr17	73175900	73186295	2	5067	13433.4585	1835	0
2_MACS_peak_270_lociStitched	chr1	14074757	14081632	2	5190	13428.25	1836	0
1_MACS_peak_29751_lociStitched	chr8	110550909	110554183	1	3275	13417.1794	1837	0
1_MACS_peak_31211_lociStitched	chr9	124102323	124108978	1	6656	13407.8285	1838	0
3_MACS_peak_31256_lociStitched	chr9	126972971	126986954	3	7674	13405.5021	1839	0
3_MACS_peak_12498_lociStitched	chr17	40705969	40720329	3	6388	13402.188	1840	0
1_MACS_peak_3014_lociStitched	chr1	241801015	241805723	1	4709	13398.968	1841	0
2_MACS_peak_28501_lociStitched	chr7	139613633	139618581	2	4919	13397.6996	1842	0
1_MACS_peak_29529_lociStitched	chr8	94750818	94754238	1	3421	13392.72	1843	0
1_MACS_peak_23205_lociStitched	chr4	190968219	190971622	1	3404	13385.3602	1844	0
1_MACS_peak_22453_lociStitched	chr4	106604703	106611524	1	6822	13373.9347	1845	0
1_MACS_peak_12492_lociStitched	chr17	40607755	40613522	1	5768	13373.0963	1846	0
2_MACS_peak_235_lociStitched	chr1	11622725	11631442	2	8501	13369.2629	1847	0
1_MACS_peak_24275_lociStitched	chr5	127416690	127421381	1	4692	13367.4736	1848	0
1_MACS_peak_21852_lociStitched	chr4	26319924	26324265	1	4342	13365.5049	1849	0
1_MACS_peak_4043_lociStitched	chr10	91646286	91650898	1	4613	13344.3608	1850	0
2_MACS_peak_5886_lociStitched	chr11	115365948	115375990	2	6835	13340.797	1851	0
1_MACS_peak_24038_lociStitched	chr5	98262133	98266475	1	4343	13339.9266	1852	0
1_MACS_peak_3462_lociStitched	chr10	32633510	32637094	1	3585	13324.5952	1853	0
2_MACS_peak_30459_lociStitched	chr9	33158222	33168520	2	6916	13319.4332	1854	0
2_MACS_peak_13691_lociStitched	chr18	47806166	47815296	2	5158	13311.54	1855	0
2_MACS_peak_13101_lociStitched	chr17	74235726	74244457	2	5644	13305.1709	1856	0
1_MACS_peak_10279_lociStitched	chr15	80323742	80329467	1	5726	13300.32	1857	0
2_MACS_peak_27227_lociStitched	chr7	30064754	30073220	2	7566	13295.0064	1858	0
3_MACS_peak_11625_lociStitched	chr16	84537495	84549711	3	7200	13289.7864	1859	0
2_MACS_peak_28021_lociStitched	chr7	100886666	100896705	2	4725	13284.6087	1860	0
3_MACS_peak_24347_lociStitched	chr5	132386317	132400714	3	6861	13278.3531	1861	0
2_MACS_peak_3363_lociStitched	chr10	24711474	24718096	2	5129	13276.4478	1862	0
3_MACS_peak_641_lociStitched	chr1	32644440	32653243	3	7245	13270.5225	1863	0
1_MACS_peak_15736_lociStitched	chr2	32233302	32237475	1	4174	13263.8805	1864	0
1_MACS_peak_12460_lociStitched	chr17	39821317	39824743	1	3427	13261.7034	1865	0
2_MACS_peak_14039_lociStitched	chr19	2545014	2553610	2	5215	13255.8916	1866	0
1_MACS_peak_360_lociStitched	chr1	20125077	20127910	1	2834	13251.9241	1867	0
2_MACS_peak_26024_lociStitched	chr6	76308431	76314062	2	4690	13242.4227	1868	0
1_MACS_peak_7318_lociStitched	chr12	112449389	112453831	1	4443	13238.9368	1869	0
2_MACS_peak_20427_lociStitched	chr3	101544859	101553435	2	7662	13238.7712	1870	0
1_MACS_peak_5351_lociStitched	chr11	66382908	66386967	1	4060	13233.9636	1871	0
1_MACS_peak_31682_lociStitched	chrX	13270869	13277691	1	6823	13233.3156	1872	0
1_MACS_peak_8303_lociStitched	chr13	114563467	114567994	1	4528	13228.7994	1873	0
2_MACS_peak_5072_lociStitched	chr11	47786021	47790356	2	4240	13222.617	1874	0
1_MACS_peak_25428_lociStitched	chr6	28889195	28893061	1	3867	13216.3076	1875	0
3_MACS_peak_18115_lociStitched	chr20	32361036	32375065	3	9308	13215.318	1876	0
1_MACS_peak_29743_lociStitched	chr8	109257455	109261853	1	4399	13212.9114	1877	0
1_MACS_peak_9854_lociStitched	chr15	53020273	53025534	1	5262	13203.0056	1878	0
1_MACS_peak_5928_lociStitched	chr11	118689695	118693048	1	3354	13194.7256	1879	0
1_MACS_peak_11726_lociStitched	chr16	89786204	89790817	1	4614	13177.9571	1880	0
1_MACS_peak_16153_lociStitched	chr2	68476227	68481354	1	5128	13170.7503	1881	0
1_MACS_peak_18389_lociStitched	chr20	47537143	47542479	1	5337	13170.3152	1882	0
3_MACS_peak_12293_lociStitched	chr17	32703547	32718845	3	10970	13168.5184	1883	0
3_MACS_peak_20032_lociStitched	chr3	49055020	49067414	3	7145	13156.231	1884	0
2_MACS_peak_3306_lociStitched	chr10	18938105	18950029	2	6644	13153.3644	1885	0
1_MACS_peak_23059_lociStitched	chr4	177239948	177245041	1	5094	13147.0702	1886	0
2_MACS_peak_1715_lociStitched	chr1	149292463	149300580	2	6198	13146.2932	1887	0
2_MACS_peak_8424_lociStitched	chr14	24577750	24585553	2	4143	13136.3505	1888	0
1_MACS_peak_11468_lociStitched	chr16	70321167	70326086	1	4920	13133.73	1889	0
1_MACS_peak_1889_lociStitched	chr1	155277205	155281002	1	3798	13129.6463	1890	0
1_MACS_peak_29474_lociStitched	chr8	86131681	86135712	1	4032	13121.7112	1891	0
1_MACS_peak_27412_lociStitched	chr7	44834962	44839020	1	4059	13117.8908	1892	0
1_MACS_peak_22172_lociStitched	chr4	74122068	74126243	1	4176	13112.005	1893	0
2_MACS_peak_4200_lociStitched	chr10	102287720	102296627	2	7455	13109.3226	1894	0
1_MACS_peak_14680_lociStitched	chr19	34285434	34288899	1	3466	13106.016	1895	0
1_MACS_peak_8276_lociStitched	chr13	111564463	111568762	1	4300	13098.6231	1896	0
2_MACS_peak_9314_lociStitched	chr14	103571363	103581722	2	10143	13095.8478	1897	0
1_MACS_peak_6201_lociStitched	chr12	6640265	6646104	1	5840	13092.7897	1898	0
1_MACS_peak_15498_lociStitched	chr2	10949766	10953809	1	4044	13091.234	1899	0
3_MACS_peak_25053_lociStitched	chr6	7135471	7147617	3	7365	13084.8858	1900	0
1_MACS_peak_2449_lociStitched	chr1	201137891	201141500	1	3610	13082.625	1901	0
1_MACS_peak_3657_lociStitched	chr10	60025045	60030441	1	5397	13069.6516	1902	0
1_MACS_peak_31171_lociStitched	chr9	117793345	117800888	1	7544	13069.0018	1903	0
2_MACS_peak_31531_lociStitched	chr9	139736240	139745274	2	5720	13064.9708	1904	0
1_MACS_peak_6044_lociStitched	chr11	125755120	125758935	1	3816	13062.56	1905	0
3_MACS_peak_8405_lociStitched	chr14	23763884	23776835	3	6086	13054.608	1906	0
2_MACS_peak_20763_lociStitched	chr3	129203304	129209764	2	4750	13048.554	1907	0
1_MACS_peak_22026_lociStitched	chr4	48195167	48200667	1	5501	13043.8	1908	0
3_MACS_peak_29242_lociStitched	chr8	62599424	62613451	3	6926	13040.9019	1909	0
1_MACS_peak_165_lociStitched	chr1	8875518	8879140	1	3623	13021.8144	1910	0
2_MACS_peak_5164_lociStitched	chr11	61732833	61742300	2	7173	13019.0184	1911	0
1_MACS_peak_30133_lociStitched	chr8	145651604	145655046	1	3443	13016.2672	1912	0
2_MACS_peak_17256_lociStitched	chr2	201725236	201736559	2	6047	13006.7301	1913	0
1_MACS_peak_18643_lociStitched	chr21	15824378	15828701	1	4324	13004.8809	1914	0
1_MACS_peak_28584_lociStitched	chr7	148842981	148846033	1	3053	13000.9096	1915	0
1_MACS_peak_5774_lociStitched	chr11	105946564	105950648	1	4085	12998.5552	1916	0
1_MACS_peak_925_lociStitched	chr1	46048246	46053819	1	5574	12998.4652	1917	0
1_MACS_peak_14849_lociStitched	chr19	41220105	41226052	1	5948	12997.1685	1918	0
2_MACS_peak_1831_lociStitched	chr1	153959165	153965647	2	4769	12995.7618	1919	0
1_MACS_peak_4643_lociStitched	chr11	3009018	3014636	1	5619	12987.1306	1920	0
5_MACS_peak_8170_lociStitched	chr13	99128360	99145736	5	9505	12978.1344	1921	0
1_MACS_peak_24444_lociStitched	chr5	139014514	139019195	1	4682	12973.3915	1922	0
3_MACS_peak_14805_lociStitched	chr19	39924873	39937476	3	6126	12972.2679	1923	0
1_MACS_peak_1782_lociStitched	chr1	151429808	151432936	1	3129	12969.3136	1924	0
3_MACS_peak_25451_lociStitched	chr6	29931793	29945239	3	6183	12968.667	1925	0
1_MACS_peak_12422_lociStitched	chr17	38080697	38086570	1	5874	12968.1713	1926	0
4_MACS_peak_17269_lociStitched	chr2	202047054	202063022	4	9692	12958.032	1927	0
4_MACS_peak_11939_lociStitched	chr17	8088891	8104161	4	10015	12952.014	1928	0
2_MACS_peak_14999_lociStitched	chr19	46008958	46019596	2	6463	12951.765	1929	0
3_MACS_peak_20615_lociStitched	chr3	121260902	121271691	3	9113	12948.9578	1930	0
1_MACS_peak_24374_lociStitched	chr5	134209173	134215223	1	6051	12944.58	1931	0
2_MACS_peak_11225_lociStitched	chr16	48410777	48420323	2	4600	12944.376	1932	0
2_MACS_peak_4384_lociStitched	chr10	115438715	115449946	2	5523	12938.112	1933	0
2_MACS_peak_26426_lociStitched	chr6	117920068	117929329	2	6011	12934.8387	1934	0
1_MACS_peak_22066_lociStitched	chr4	56411060	56414230	1	3171	12930.747	1935	0
1_MACS_peak_218_lociStitched	chr1	10612895	10617947	1	5053	12929.5836	1936	0
1_MACS_peak_25651_lociStitched	chr6	36559660	36566962	1	7303	12923.8098	1937	0
1_MACS_peak_7313_lociStitched	chr12	112034817	112038746	1	3930	12923.2668	1938	0
3_MACS_peak_20107_lociStitched	chr3	52270294	52280510	3	6878	12923.24	1939	0
1_MACS_peak_27449_lociStitched	chr7	47513841	47522467	1	8627	12921.748	1940	0
1_MACS_peak_28233_lociStitched	chr7	116592492	116595933	1	3442	12917.1699	1941	0
1_MACS_peak_6676_lociStitched	chr12	51315914	51322256	1	6343	12916.7514	1942	0
2_MACS_peak_30832_lociStitched	chr9	90109362	90116046	2	6657	12914.8248	1943	0
2_MACS_peak_29476_lociStitched	chr8	86375068	86381153	2	5918	12912.37	1944	0
1_MACS_peak_5268_lociStitched	chr11	64780427	64783161	1	2735	12908.581	1945	0
1_MACS_peak_22062_lociStitched	chr4	56211768	56215615	1	3848	12908.2238	1946	0
2_MACS_peak_21771_lociStitched	chr4	17809340	17816551	2	7178	12904.8056	1947	0
1_MACS_peak_3368_lociStitched	chr10	24938047	24943496	1	5450	12900.5075	1948	0
3_MACS_peak_29895_lociStitched	chr8	126161992	126180044	3	10031	12899.9592	1949	0
1_MACS_peak_18470_lociStitched	chr20	52237039	52241615	1	4577	12896.9984	1950	0
3_MACS_peak_13326_lociStitched	chr18	803379	813570	3	7045	12892.6341	1951	0
2_MACS_peak_13643_lociStitched	chr18	43675926	43685474	2	5118	12890.7548	1952	0
1_MACS_peak_2176_lociStitched	chr1	173791433	173795137	1	3705	12889.92	1953	0
3_MACS_peak_24401_lociStitched	chr5	137666023	137675657	3	5414	12889.3286	1954	0
1_MACS_peak_3830_lociStitched	chr10	74055059	74059407	1	4349	12885.7328	1955	0
1_MACS_peak_597_lociStitched	chr1	29505809	29509621	1	3813	12884.1788	1956	0
1_MACS_peak_4177_lociStitched	chr10	101377913	101382528	1	4616	12880.0035	1957	0
1_MACS_peak_22522_lociStitched	chr4	113066500	113072963	1	6464	12878.8201	1958	0
3_MACS_peak_6119_lociStitched	chr11	134117777	134132556	3	7917	12876.9427	1959	0
1_MACS_peak_5578_lociStitched	chr11	77529823	77533073	1	3251	12876.175	1960	0
2_MACS_peak_25994_lociStitched	chr6	73393115	73401046	2	4633	12868.0475	1961	0
1_MACS_peak_5515_lociStitched	chr11	73690624	73695307	1	4684	12865.6059	1962	0
1_MACS_peak_5900_lociStitched	chr11	116966518	116970338	1	3821	12864.996	1963	0
4_MACS_peak_31139_lociStitched	chr9	116162621	116174356	4	6952	12861.56	1964	0
2_MACS_peak_31097_lociStitched	chr9	112674969	112683178	2	5698	12861.0403	1965	0
1_MACS_peak_22275_lociStitched	chr4	83347837	83353097	1	5261	12855.44	1966	0
1_MACS_peak_24867_lociStitched	chr5	175908051	175914071	1	6021	12854.506	1967	0
1_MACS_peak_20458_lociStitched	chr3	107241014	107244823	1	3810	12845.0907	1968	0
2_MACS_peak_17809_lociStitched	chr20	3183593	3191470	2	4329	12844.2362	1969	0
3_MACS_peak_247_lociStitched	chr1	11983677	11995757	3	6891	12836.208	1970	0
1_MACS_peak_29916_lociStitched	chr8	126618303	126621926	1	3624	12829.7676	1971	0
3_MACS_peak_1763_lociStitched	chr1	150944445	150952728	3	6193	12829.5387	1972	0
1_MACS_peak_2823_lociStitched	chr1	226924263	226928410	1	4148	12828.3298	1973	0
2_MACS_peak_20978_lociStitched	chr3	150262077	150266338	2	4202	12827.3144	1974	0
3_MACS_peak_19658_lociStitched	chr3	9433076	9442753	3	9167	12825.8958	1975	0
1_MACS_peak_800_lociStitched	chr1	40504144	40508060	1	3917	12824.9	1976	0
3_MACS_peak_2757_lociStitched	chr1	224024059	224037565	3	5725	12821.2458	1977	0
1_MACS_peak_18845_lociStitched	chr21	38336415	38339914	1	3500	12815.4374	1978	0
3_MACS_peak_29920_lociStitched	chr8	126781217	126793860	3	9246	12812.4162	1979	0
1_MACS_peak_20352_lociStitched	chr3	96530856	96536266	1	5411	12810.88	1980	0
1_MACS_peak_9344_lociStitched	chr14	105186994	105191647	1	4654	12810.1743	1981	0
1_MACS_peak_7073_lociStitched	chr12	92600173	92605744	1	5572	12800.4867	1982	0
1_MACS_peak_2777_lociStitched	chr1	225612988	225617417	1	4430	12793.1665	1983	0
2_MACS_peak_7402_lociStitched	chr12	120553125	120560314	2	6259	12783.4798	1984	0
1_MACS_peak_28034_lociStitched	chr7	101496566	101501549	1	4984	12779.9001	1985	0
1_MACS_peak_24042_lociStitched	chr5	99851683	99856835	1	5153	12776.4448	1986	0
2_MACS_peak_3843_lociStitched	chr10	74847755	74857550	2	5620	12767.7825	1987	0
1_MACS_peak_18081_lociStitched	chr20	31121703	31126840	1	5138	12764.4176	1988	0
1_MACS_peak_1736_lociStitched	chr1	150037157	150040792	1	3636	12763.212	1989	0
1_MACS_peak_22221_lociStitched	chr4	77526263	77532318	1	6056	12762.1235	1990	0
1_MACS_peak_356_lociStitched	chr1	19576870	19580327	1	3458	12758.4042	1991	0
1_MACS_peak_5336_lociStitched	chr11	66034723	66037815	1	3093	12757.592	1992	0
2_MACS_peak_27985_lociStitched	chr7	100073035	100081655	2	6117	12755.014	1993	0
1_MACS_peak_29994_lociStitched	chr8	134227370	134231590	1	4221	12753.684	1994	0
1_MACS_peak_1658_lociStitched	chr1	145605154	145612706	1	7553	12748.5312	1995	0
2_MACS_peak_6117_lociStitched	chr11	134084450	134096479	2	7507	12745.9284	1996	0
1_MACS_peak_29221_lociStitched	chr8	61691128	61696211	1	5084	12739.5229	1997	0
1_MACS_peak_10832_lociStitched	chr16	11888807	11892970	1	4164	12739.1963	1998	0
4_MACS_peak_16127_lociStitched	chr2	65608799	65624653	4	10217	12733.9328	1999	0
1_MACS_peak_28619_lociStitched	chr7	150754275	150758222	1	3948	12729.8644	2000	0
3_MACS_peak_21026_lociStitched	chr3	155568666	155578345	3	6154	12725.9492	2001	0
1_MACS_peak_4740_lociStitched	chr11	10828119	10831804	1	3686	12723.1995	2002	0
2_MACS_peak_15072_lociStitched	chr19	48102868	48114043	2	5190	12713.7975	2003	0
3_MACS_peak_1820_lociStitched	chr1	153813717	153828474	3	8270	12710.2041	2004	0
1_MACS_peak_17817_lociStitched	chr20	3775630	3780836	1	5207	12709.9284	2005	0
2_MACS_peak_27945_lociStitched	chr7	99062505	99071652	2	4912	12708.8418	2006	0
2_MACS_peak_7609_lociStitched	chr13	20530878	20534990	2	4023	12708.5472	2007	0
1_MACS_peak_10138_lociStitched	chr15	72765222	72769148	1	3927	12706.1064	2008	0
2_MACS_peak_19956_lociStitched	chr3	45604913	45612615	2	7651	12704.449	2009	0
1_MACS_peak_359_lociStitched	chr1	19922080	19925315	1	3236	12698.9925	2010	0
2_MACS_peak_9317_lociStitched	chr14	103798148	103802393	2	4226	12695.097	2011	0
3_MACS_peak_1759_lociStitched	chr1	150846823	150863445	3	6664	12689.2348	2012	0
1_MACS_peak_5247_lociStitched	chr11	64083396	64087521	1	4126	12662.5125	2013	0
3_MACS_peak_13514_lociStitched	chr18	23746548	23763195	3	8168	12661.7082	2014	0
1_MACS_peak_32250_lociStitched	chrX	96651550	96659263	1	7714	12651.6339	2015	0
1_MACS_peak_25536_lociStitched	chr6	31980967	31985655	1	4689	12644.0048	2016	0
1_MACS_peak_15997_lociStitched	chr2	55274572	55278849	1	4278	12643.6674	2017	0
2_MACS_peak_14047_lociStitched	chr19	2697414	2703372	2	5913	12642.876	2018	0
2_MACS_peak_9903_lociStitched	chr15	59216494	59227060	2	4730	12635.8794	2019	0
3_MACS_peak_17545_lociStitched	chr2	227654914	227666679	3	7115	12626.198	2020	0
3_MACS_peak_30097_lociStitched	chr8	144690374	144700538	3	4665	12610.4748	2021	0
2_MACS_peak_17162_lociStitched	chr2	191877337	191886473	2	5222	12604.9392	2022	0
2_MACS_peak_12822_lociStitched	chr17	56590128	56597730	2	5741	12604.8762	2023	0
2_MACS_peak_24454_lociStitched	chr5	139486288	139495487	2	5575	12604.4698	2024	0
2_MACS_peak_11897_lociStitched	chr17	7209314	7219425	2	5796	12601.3393	2025	0
1_MACS_peak_9578_lociStitched	chr15	34656904	34661226	1	4323	12594.308	2026	0
3_MACS_peak_15946_lociStitched	chr2	48666854	48677729	3	7724	12592.1625	2027	0
3_MACS_peak_20418_lociStitched	chr3	101393877	101406455	3	6932	12590.578	2028	0
2_MACS_peak_25071_lociStitched	chr6	8099490	8112440	2	7222	12567.975	2029	0
3_MACS_peak_21476_lociStitched	chr3	195258813	195273433	3	8705	12565.89	2030	0
1_MACS_peak_1705_lociStitched	chr1	148555098	148558166	1	3069	12555.4832	2031	0
1_MACS_peak_8764_lociStitched	chr14	61187824	61191867	1	4044	12545.0247	2032	0
