REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_29808_lociStitched	chr8	119572476	119582254	1	9779	50622.6616	166	1	SAMD12		SAMD12	SAMD12	0.2654	166	1
1_MACS_peak_24544_lociStitched	chr5	142770564	142786965	1	16402	50556.0825	167	1	NR3C1		NR3C1	NR3C1	0.5684	167	1
7_MACS_peak_7800_lociStitched	chr13	41547782	41595224	7	34846	50298.0084	168	1	ELF1	WBP4	ELF1	WBP4	0.4466	168	1
3_MACS_peak_28567_lociStitched	chr7	148394473	148424035	3	24605	50276.0934	169	1	CUL1		CUL1	CUL1	0.5366	169	1
2_MACS_peak_8348_lociStitched	chr14	21565789	21580663	2	13972	50030.1864	170	1	C14orf176,ZNF219	RNASE8,ARHGEF40,OR5AU1	ZNF219	ZNF219	0.4903	170	1
6_MACS_peak_8928_lociStitched	chr14	74206864	74243219	6	27248	49980.854	171	1	C14orf43	PNMA1	C14orf43	C14orf43	0.9674	171	1
3_MACS_peak_5967_lociStitched	chr11	120195098	120216840	3	16764	49806.5736	172	1	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.2409	172	1
1_MACS_peak_11305_lociStitched	chr16	56964593	56982021	1	17429	49748.226	173	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	2.2858	173	1
1_MACS_peak_23431_lociStitched	chr5	32529777	32544971	1	15195	49492.9356	174	1		SUB1	SUB1	SUB1	1.5024	174	1
1_MACS_peak_24111_lociStitched	chr5	109023929	109041434	1	17506	49420.116	175	1	MAN2A1		MAN2A1	MAN2A1	0.373	175	1
3_MACS_peak_28452_lociStitched	chr7	134830618	134856719	3	15625	49320.4496	176	1	TMEM140,C7orf49	WDR91	TMEM140	TMEM140	1.7374	176	1
3_MACS_peak_6515_lociStitched	chr12	40006331	40025393	3	15516	49200.9282	177	1	C12orf40,ABCD2		ABCD2	ABCD2	0.7868	177	1
2_MACS_peak_25292_lociStitched	chr6	26020168	26035943	2	14007	49080.7575	178	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	2.4353	178	1
2_MACS_peak_4325_lociStitched	chr10	111826361	111844095	2	15660	48534.4112	179	1	ADD3		ADD3	ADD3	0.4471	179	1
1_MACS_peak_29912_lociStitched	chr8	126440862	126450173	1	9312	48396.7158	180	1	TRIB1		TRIB1	TRIB1	2.7734	180	1
3_MACS_peak_31509_lociStitched	chr9	139080466	139104862	3	15272	48318.7176	181	1	LHX3,QSOX2		LHX3	LHX3	2.2256	181	1
4_MACS_peak_5940_lociStitched	chr11	118954908	118979803	4	13674	48236.552	182	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	H2AFX	1.48	182	1
1_MACS_peak_12377_lociStitched	chr17	36855327	36863627	1	8301	48088.54	183	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.5277	183	1
5_MACS_peak_16378_lociStitched	chr2	87754258	87787949	5	25232	47915.3402	184	1	NCRNA00152		NCRNA00152	NCRNA00152	1.0327	184	1
4_MACS_peak_8603_lociStitched	chr14	50085890	50109677	4	16621	47897.5032	185	1	MGAT2,RPL36AL,C14orf104	PPIL5,RPS29,POLE2	C14orf104	C14orf104	2.1839	185	1
2_MACS_peak_22450_lociStitched	chr4	106545185	106560847	2	13807	47836.4466	186	1	ARHGEF38		INTS12	INTS12	NONE	186	1
3_MACS_peak_21596_lociStitched	chr4	2786570	2803976	3	17271	47535.786	187	1	SH3BP2	SH3BP2,ADD1,TNIP2	SH3BP2	SH3BP2	0.6755	187	1
2_MACS_peak_29621_lociStitched	chr8	101309425	101326650	2	15566	47444.54	188	1	RNF19A		RNF19A	RNF19A	1.077	188	1
5_MACS_peak_7200_lociStitched	chr12	104849808	104877195	5	21806	47437.0227	189	1	CHST11		CHST11	CHST11	0.2299	189	1
3_MACS_peak_28608_lociStitched	chr7	150098187	150113083	3	9542	47296.2896	190	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	LOC728743	2.8413	190	1
1_MACS_peak_22798_lociStitched	chr4	144272541	144284263	1	11723	47284.2036	191	1	GAB1		GAB1	GAB1	0.7618	191	1
5_MACS_peak_30699_lociStitched	chr9	73013732	73037170	5	14663	47279.1336	192	1	KLF9		KLF9	KLF9	0.929	192	1
2_MACS_peak_8791_lociStitched	chr14	63934104	63953926	2	18582	47136.716	193	1	PPP2R5E		PPP2R5E	PPP2R5E	0.4144	193	1
1_MACS_peak_29835_lociStitched	chr8	121819379	121825789	1	6411	47076.322	194	1	SNTB1		SNTB1	SNTB1	0.3517	194	1
4_MACS_peak_167_lociStitched	chr1	8917101	8941071	4	17027	47009.964	195	1	ENO1	RERE	ENO1	ENO1	1.7168	195	1
2_MACS_peak_9102_lociStitched	chr14	89881551	89899324	2	12313	46840.7415	196	1	LOC400236,FOXN3		LOC400236	LOC400236	1.0365	196	1
1_MACS_peak_21230_lociStitched	chr3	176910964	176921124	1	10161	46748.192	197	1	TBL1XR1		TBL1XR1	TBL1XR1	0.4735	197	1
3_MACS_peak_22469_lociStitched	chr4	108909779	108928324	3	16634	46657.3655	198	1	HADH		HADH	HADH	1.208	198	1
1_MACS_peak_2410_lociStitched	chr1	198887743	198907568	1	19826	46650.2075	199	1			MIR181A1	MIR181A1	NONE	199	1
4_MACS_peak_24329_lociStitched	chr5	131810834	131837471	4	22232	46601.4315	200	1	IRF1	IL5	IRF1	IRF1	1.5968	200	1
1_MACS_peak_15873_lociStitched	chr2	43444431	43456894	1	12464	46561.768	201	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	3.2893	201	1
2_MACS_peak_24056_lociStitched	chr5	100224114	100241920	2	13407	46327.6508	202	1	ST8SIA4		ST8SIA4	ST8SIA4	0.6938	202	1
3_MACS_peak_19115_lociStitched	chr22	23268460	23285700	3	15530	45923.912	203	1		IGLL5	IGLL5	IGLL5	0.0797	203	1
2_MACS_peak_24964_lociStitched	chr6	380944	403821	2	17989	45847.7957	204	1	IRF4		IRF4	IRF4	1.5433	204	1
3_MACS_peak_1827_lociStitched	chr1	153928215	153941367	3	11158	45817.6224	205	1	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	1.7912	205	1
2_MACS_peak_30002_lociStitched	chr8	134508432	134521087	2	12531	45701.0015	206	1	ST3GAL1		ST3GAL1	ST3GAL1	0.7886	206	1
1_MACS_peak_8306_lociStitched	chr13	114828734	114835764	1	7031	45560.727	207	1	RASA3		RASA3	RASA3	0.4279	207	1
5_MACS_peak_14376_lociStitched	chr19	13260259	13283862	5	14995	45367.3263	208	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	2.4522	208	1
2_MACS_peak_31855_lociStitched	chrX	39953059	39969749	2	15099	45311.681	209	1	BCOR		BCOR	BCOR	0.6094	209	1
7_MACS_peak_27503_lociStitched	chr7	55574498	55606592	7	21773	45172.305	210	1	VOPP1		VOPP1	VOPP1	0.8247	210	1
2_MACS_peak_9933_lociStitched	chr15	60865392	60885762	2	15985	44860.851	211	1	RORA		RORA	RORA	0.4495	211	1
3_MACS_peak_30139_lociStitched	chr8	145731920	145749898	3	11187	44795.7826	212	1	GPT,MFSD3,LRRC14,RECQL4,LRRC24	KIFC2,PPP1R16A,CYHR1,FOXH1,MGC70857	RECQL4	RECQL4	2.2292	212	1
3_MACS_peak_10836_lociStitched	chr16	12051674	12071721	3	15768	44736.8852	213	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	2.9915	213	1
4_MACS_peak_13111_lociStitched	chr17	74475193	74498557	4	16572	44728.0416	214	1	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.1551	214	1
2_MACS_peak_2854_lociStitched	chr1	228666440	228680195	2	7877	44585.457	215	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	RNF187	2.3986	215	1
2_MACS_peak_498_lociStitched	chr1	26436679	26454504	2	17225	44566.065	216	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	PDIK1L	1.8573	216	1
4_MACS_peak_8643_lociStitched	chr14	52075929	52100392	4	17115	44444.3784	217	1	FRMD6	FRMD6	FRMD6	FRMD6	0.3304	217	1
2_MACS_peak_26279_lociStitched	chr6	106439485	106452167	2	11711	44398.4138	218	1			PRDM1	PRDM1	3.0535	218	1
2_MACS_peak_1713_lociStitched	chr1	149215538	149225948	2	5054	44386.158	219	1			LOC388692	LOC388692	NONE	219	1
2_MACS_peak_9449_lociStitched	chr15	23658996	23685289	2	20355	44103.8782	220	1			MKRN3	MKRN3	NONE	220	1
3_MACS_peak_80_lociStitched	chr1	2470845	2489574	3	12324	43827.7329	221	1	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	2.8666	221	1
1_MACS_peak_27471_lociStitched	chr7	50343001	50353277	1	10277	43817.8916	222	1	IKZF1		IKZF1	IKZF1	0.3864	222	1
2_MACS_peak_24005_lociStitched	chr5	95257952	95271499	2	13235	43720.2331	223	1	ELL2		ELL2	ELL2	0.8181	223	1
1_MACS_peak_6565_lociStitched	chr12	46116905	46128842	1	11938	43682.2578	224	1	ARID2,LOC400027		ARID2	ARID2	0.2803	224	1
2_MACS_peak_878_lociStitched	chr1	44294894	44305231	2	9664	43568.3876	225	1	ST3GAL3		ARTN	ARTN	NONE	225	1
6_MACS_peak_4327_lociStitched	chr10	111960164	111987182	6	16864	43471.962	226	1	MXI1		MXI1	MXI1	0.5524	226	1
3_MACS_peak_28605_lociStitched	chr7	150063872	150083942	3	10191	43455.564	227	1	REPIN1,ZNF775	LRRC61,C7orf29,LOC728743,LOC285972,ACTR3C,RARRES2	ZNF775	LOC728743	2.8413	227	1
3_MACS_peak_12981_lociStitched	chr17	66449903	66462587	3	10567	43372.938	228	1	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	1.1322	228	1
4_MACS_peak_13167_lociStitched	chr17	76163809	76185299	4	18091	43255.072	229	1	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	TK1	TMC8	2.3782	229	1
1_MACS_peak_18310_lociStitched	chr20	43269485	43282441	1	12957	43124.046	230	1	ADA	LOC79015	ADA	ADA	1.1508	230	1
1_MACS_peak_13995_lociStitched	chr19	1645561	1653947	1	8387	43120.812	231	1	TCF3	UQCR11	TCF3	TCF3	1.0879	231	1
1_MACS_peak_27169_lociStitched	chr7	26000551	26011989	1	11439	42901.6504	232	1		MIR148A	MIR148A	MIR148A	2.0071	232	1
1_MACS_peak_23544_lociStitched	chr5	42987521	42997258	1	9738	42857.4055	233	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	2.8867	233	1
3_MACS_peak_442_lociStitched	chr1	24511892	24531851	3	13282	42766.1493	234	1	LOC284632,IL28RA	IL22RA1	LOC284632	LOC284632	0.5873	234	1
2_MACS_peak_25387_lociStitched	chr6	27856530	27871786	2	11764	42539.8304	235	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	3.6067	235	1
4_MACS_peak_12046_lociStitched	chr17	17375209	17400975	4	21227	42434.0254	236	1	MED9,RASD1		MED9	MED9	1.6202	236	1
13_MACS_peak_2857_lociStitched	chr1	228744033	228784394	13	39045	42395.1944	237	1	DUSP5P		DUSP5P	DUSP5P	0.5618	237	1
1_MACS_peak_21246_lociStitched	chr3	178229422	178239476	1	10055	42380.6262	238	1		KCNMB2	KCNMB2	KCNMB2	0.1957	238	1
4_MACS_peak_1907_lociStitched	chr1	155899901	155932381	4	22474	42366.912	239	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	2.1906	239	1
3_MACS_peak_15511_lociStitched	chr2	11883503	11896013	3	12011	42228.756	240	1	LPIN1		LPIN1	LPIN1	0.5585	240	1
2_MACS_peak_20395_lociStitched	chr3	99820941	99829691	2	8446	42063.875	241	1	C3orf26,FILIP1L	C3orf26	FILIP1L	FILIP1L	0.2592	241	1
2_MACS_peak_13156_lociStitched	chr17	76014478	76032333	2	12554	41923.54	242	1	TNRC6C		TNRC6C	TNRC6C	0.4541	242	1
2_MACS_peak_21449_lociStitched	chr3	192598105	192620287	2	17677	41844.1248	243	1	C3orf59		C3orf59	C3orf59	0.4536	243	1
3_MACS_peak_3529_lociStitched	chr10	43889188	43906176	3	16171	41832.95	244	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.9834	244	1
2_MACS_peak_25175_lociStitched	chr6	16469853	16490097	2	17606	41795.7624	245	1	ATXN1		GMPR	GMPR	NONE	245	1
2_MACS_peak_519_lociStitched	chr1	27018382	27034176	2	13905	41713.5334	246	1	ARID1A		ARID1A	ARID1A	0.6098	246	1
1_MACS_peak_29327_lociStitched	chr8	71059643	71074897	1	15255	41524.4388	247	1	NCOA2		PRDM14	PRDM14	NONE	247	1
7_MACS_peak_9935_lociStitched	chr15	60939464	60974534	7	16527	41207.25	248	1	RORA	RORA	RORA	RORA	0.4495	248	1
2_MACS_peak_12851_lociStitched	chr17	57856385	57868432	2	9880	41146.5285	249	1	TMEM49		MIR21	MIR21	3.9974	249	1
1_MACS_peak_28414_lociStitched	chr7	130629707	130649535	1	19829	40998.3556	250	1	FLJ43663	LOC646329	LOC646329	LOC646329	0.434	250	1
3_MACS_peak_1564_lociStitched	chr1	118186466	118210286	3	18116	40691.706	251	1		FAM46C	FAM46C	FAM46C	1.2229	251	1
2_MACS_peak_31427_lociStitched	chr9	134542919	134556089	2	13057	40639.986	252	1	RAPGEF1		RAPGEF1	RAPGEF1	0.3614	252	1
1_MACS_peak_9871_lociStitched	chr15	55691089	55701895	1	10807	40619.754	253	1	FLJ27352,CCPG1	MIR628	CCPG1	CCPG1	0.8456	253	1
1_MACS_peak_26321_lociStitched	chr6	108878264	108889170	1	10907	40592.132	254	1	FOXO3		FOXO3	FOXO3	0.6962	254	1
1_MACS_peak_22411_lociStitched	chr4	102709585	102719555	1	9971	40559.954	255	1	BANK1	BANK1	BANK1	BANK1	0.2161	255	1
3_MACS_peak_1851_lociStitched	chr1	154821809	154844103	3	12995	40541.639	256	1	KCNN3		KCNN3	KCNN3	0.3515	256	1
1_MACS_peak_2799_lociStitched	chr1	226308214	226318114	1	9901	40475.16	257	1			ACBD3	ACBD3	0.7103	257	1
3_MACS_peak_25740_lociStitched	chr6	42737687	42752777	3	12852	40456.29	258	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.9607	258	1
2_MACS_peak_7104_lociStitched	chr12	94581359	94604480	2	17194	40385.4507	259	1	PLXNC1		PLXNC1	PLXNC1	0.512	259	1
1_MACS_peak_5429_lociStitched	chr11	68815721	68826146	1	10426	40339.5375	260	1	TPCN2	MRGPRF	TPCN2	TPCN2	0.9071	260	1
1_MACS_peak_21232_lociStitched	chr3	177067866	177079808	1	11943	40316.192	261	1			TBL1XR1	TBL1XR1	0.4735	261	1
2_MACS_peak_10004_lociStitched	chr15	65175884	65190377	2	8561	40244.1624	262	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.3526	262	1
4_MACS_peak_25554_lociStitched	chr6	32804675	32823721	4	12015	40164.2048	263	1	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	1.6634	263	1
1_MACS_peak_22435_lociStitched	chr4	105405568	105417504	1	11937	40125.2512	264	1	CXXC4		CXXC4	CXXC4	1.4197	264	1
3_MACS_peak_29570_lociStitched	chr8	97272034	97296255	3	15670	40114.8202	265	1	PTDSS1,MTERFD1	UQCRB	PTDSS1	PTDSS1	0.6277	265	1
1_MACS_peak_30005_lociStitched	chr8	134578496	134586561	1	8066	40106.4385	266	1	ST3GAL1		ST3GAL1	ST3GAL1	0.7886	266	1
6_MACS_peak_25523_lociStitched	chr6	31773531	31806116	6	18003	40076.2915	267	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	HSPA1B	1.6069	267	1
3_MACS_peak_4655_lociStitched	chr11	3874368	3893351	3	14368	40029.4521	268	1	STIM1	PGAP2,RHOG	STIM1	STIM1	0.3293	268	1
2_MACS_peak_2003_lociStitched	chr1	160675494	160684726	2	9096	40008.7184	269	1	CD48	SLAMF7	CD48	CD48	1.211	269	1
2_MACS_peak_9282_lociStitched	chr14	102275185	102294568	2	14370	39870.831	270	1	PPP2R5C		PPP2R5C	PPP2R5C	0.3681	270	1
3_MACS_peak_13773_lociStitched	chr18	56291714	56307404	3	13056	39701.976	271	1	ALPK2	MALT1	ALPK2	ALPK2	0.3971	271	1
3_MACS_peak_9749_lociStitched	chr15	45002127	45023349	3	14712	39551.4414	272	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.292	272	1
1_MACS_peak_29155_lociStitched	chr8	54923214	54935701	1	12488	39551.3238	273	1	TCEA1		TCEA1	TCEA1	0.6879	273	1
1_MACS_peak_28397_lociStitched	chr7	129586576	129593584	1	7009	39455.04	274	1	UBE2H		UBE2H	UBE2H	0.4373	274	1
2_MACS_peak_4867_lociStitched	chr11	22677002	22698011	2	16852	39410.7831	275	1	GAS2	FANCF	GAS2	FANCF	0.7619	275	1
1_MACS_peak_14474_lociStitched	chr19	16474242	16485284	1	11043	39359.209	276	1	EPS15L1	KLF2	KLF2	KLF2	1.087	276	1
3_MACS_peak_11670_lociStitched	chr16	87798389	87814734	3	12684	39244.345	277	1	KLHDC4		KLHDC4	KLHDC4	0.2026	277	1
1_MACS_peak_410_lociStitched	chr1	23848521	23859028	1	10508	38888.5084	278	1	E2F2	ASAP3,ID3	E2F2	ID3	1.7579	278	1
2_MACS_peak_12507_lociStitched	chr17	40824789	40834074	2	9126	38784.3735	279	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	2.1	279	1
2_MACS_peak_27982_lociStitched	chr7	100025441	100035086	2	7782	38689.953	280	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	2.5629	280	1
2_MACS_peak_9045_lociStitched	chr14	81989637	82001128	2	11308	38668.3641	281	1	SEL1L		SEL1L	SEL1L	1.8543	281	1
6_MACS_peak_5237_lociStitched	chr11	63992666	64020110	6	15465	38665.8516	282	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	1.7512	282	1
2_MACS_peak_6005_lociStitched	chr11	122927409	122942657	2	15227	38572.8656	283	1	HSPA8	LOC341056	HSPA8	HSPA8	1.8511	283	1
3_MACS_peak_5629_lociStitched	chr11	82771260	82785114	3	12374	38533.5156	284	1	RAB30	SNORA70E	RAB30	RAB30	0.6976	284	1
1_MACS_peak_23495_lociStitched	chr5	39071022	39081304	1	10283	38353.9164	285	1	RICTOR		RICTOR	RICTOR	0.333	285	1
3_MACS_peak_31323_lociStitched	chr9	130533053	130549997	3	9852	38320.5504	286	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	FPGS	0.3728	286	1
3_MACS_peak_13179_lociStitched	chr17	76335950	76357553	3	15235	38291.3175	287	1	SOCS3	PGS1	SOCS3	SOCS3	2.3146	287	1
5_MACS_peak_10071_lociStitched	chr15	68476252	68503512	5	16764	38117.658	288	1	PIAS1,CALML4,CLN6		CALML4	CALML4	1.4598	288	1
7_MACS_peak_833_lociStitched	chr1	41818596	41846615	7	18911	38049.802	289	1			EDN2	EDN2	NONE	289	1
3_MACS_peak_13097_lociStitched	chr17	74168634	74190475	3	18298	38027.3651	290	1	RNF157	FOXJ1	FOXJ1	FOXJ1	0.0881	290	1
1_MACS_peak_10089_lociStitched	chr15	69107810	69115374	1	7565	38023.4716	291	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.8793	291	1
1_MACS_peak_17938_lociStitched	chr20	15956522	15974944	1	18423	38015.6392	292	1	MACROD2		KIF16B	KIF16B	NONE	292	1
2_MACS_peak_16131_lociStitched	chr2	65656286	65666336	2	9923	37943.775	293	1	SPRED2		SPRED2	SPRED2	0.462	293	1
3_MACS_peak_28126_lociStitched	chr7	105910290	105927429	3	17007	37942.3182	294	1	NAMPT		NAMPT	NAMPT	0.9093	294	1
3_MACS_peak_18811_lociStitched	chr21	36413959	36430660	3	13353	37824.4248	295	1	RUNX1	C21orf96	RUNX1	C21orf96	0.5811	295	1
4_MACS_peak_14264_lociStitched	chr19	10512708	10542942	4	17196	37804.5936	296	1	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.3968	296	1
1_MACS_peak_30361_lociStitched	chr9	21985386	21996837	1	11452	37744.7862	297	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	CDKN2A	1.1072	297	1
1_MACS_peak_12135_lociStitched	chr17	20934660	20948114	1	13455	37715.5982	298	1	USP22		USP22	USP22	0.8026	298	1
4_MACS_peak_31652_lociStitched	chrX	10064789	10092008	4	18024	37711.9245	299	1	WWC3	CLCN4	CLCN4	CLCN4	0.0847	299	1
2_MACS_peak_5916_lociStitched	chr11	118305009	118321270	2	15441	37567.7883	300	1	MLL	ATP5L	MLL	ATP5L	0.7194	300	1
6_MACS_peak_15308_lociStitched	chr19	56143176	56171227	6	15597	37498.5768	301	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	CCDC106	1.7486	301	1
1_MACS_peak_28087_lociStitched	chr7	104577934	104587134	1	9201	37435.72	302	1		LOC723809	LOC723809	LOC723809	0.349	302	1
3_MACS_peak_31386_lociStitched	chr9	132244453	132261063	3	12464	37402.398	303	1			C9orf50	C9orf50	NONE	303	1
3_MACS_peak_20374_lociStitched	chr3	98448615	98465244	3	14830	37283.8809	304	1	ST3GAL6		ST3GAL6	ST3GAL6	1.0408	304	1
3_MACS_peak_13131_lociStitched	chr17	75131048	75144346	3	10954	37229.0808	305	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	0.6408	305	1
4_MACS_peak_10181_lociStitched	chr15	75063594	75083917	4	13798	37221.5745	306	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	CSK	1.2106	306	1
3_MACS_peak_567_lociStitched	chr1	28558651	28578106	3	12891	37192.1235	307	1	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.8418	307	1
4_MACS_peak_5326_lociStitched	chr11	65812214	65839391	4	15788	37156.3944	308	1	SF3B2,PACS1,GAL3ST3	BANF1,CST6,EIF1AD,CATSPER1	SF3B2	SF3B2	1.3715	308	1
6_MACS_peak_16890_lociStitched	chr2	161195321	161227922	6	24236	37132.539	309	1	RBMS1		RBMS1	RBMS1	0.3084	309	1
2_MACS_peak_29331_lociStitched	chr8	71124381	71139634	2	11342	36958.019	310	1	NCOA2		PRDM14	PRDM14	NONE	310	1
2_MACS_peak_31399_lociStitched	chr9	132646011	132655900	2	9224	36937.3928	311	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.4858	311	1
1_MACS_peak_23123_lociStitched	chr4	185301713	185309051	1	7339	36908.6724	312	1	IRF2		IRF2	IRF2	0.8485	312	1
1_MACS_peak_12421_lociStitched	chr17	38016020	38025471	1	9452	36900.4844	313	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.844	313	1
3_MACS_peak_8374_lociStitched	chr14	23065988	23084586	3	12502	36898.432	314	1	ABHD4	DAD1	ABHD4	DAD1	1.7974	314	1
4_MACS_peak_257_lociStitched	chr1	12206581	12228668	4	13710	36854.3682	315	1	TNFRSF1B	TNFRSF8	TNFRSF1B	TNFRSF1B	0.4344	315	1
2_MACS_peak_1977_lociStitched	chr1	159035657	159048947	2	11902	36732.231	316	1	AIM2		AIM2	AIM2	1.5669	316	1
3_MACS_peak_29286_lociStitched	chr8	67415832	67427039	3	9701	36604.3034	317	1	C8orf46		C8orf46	C8orf46	1.4561	317	1
1_MACS_peak_6823_lociStitched	chr12	57105824	57120377	1	14554	36522.2088	318	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	NACA	1.6391	318	1
1_MACS_peak_5291_lociStitched	chr11	65147622	65159000	1	11379	36480.1436	319	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	NEAT1	8.519	319	1
1_MACS_peak_29088_lociStitched	chr8	42741583	42754522	1	12940	36423.285	320	1	HOOK3,RNF170	THAP1	RNF170	RNF170	1.0158	320	1
1_MACS_peak_24527_lociStitched	chr5	142429985	142439295	1	9311	36342.516	321	1	ARHGAP26		ARHGAP26	ARHGAP26	0.1887	321	1
3_MACS_peak_21688_lociStitched	chr4	10094418	10120040	3	17497	36326.8716	322	1	WDR1	MIR3138	WDR1	WDR1	0.7325	322	1
4_MACS_peak_31336_lociStitched	chr9	130828520	130846455	4	16955	36305.8205	323	1	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.847	323	1
4_MACS_peak_23282_lociStitched	chr5	6711330	6738852	4	17219	36298.7658	324	1	PAPD7	PAPD7	PAPD7	PAPD7	0.7319	324	1
3_MACS_peak_27511_lociStitched	chr7	55623012	55642745	3	16225	36253.4676	325	1	VOPP1		VOPP1	VOPP1	0.8247	325	1
2_MACS_peak_17615_lociStitched	chr2	232570144	232579358	2	8838	36052.5392	326	1	PTMA,MIR1244-1		PTMA	PTMA	2.4454	326	1
4_MACS_peak_7476_lociStitched	chr12	122883400	122908015	4	17501	36033.8985	327	1	CLIP1		CLIP1	CLIP1	0.312	327	1
6_MACS_peak_16400_lociStitched	chr2	88898940	88928721	6	27265	36026.0757	328	1	EIF2AK3		EIF2AK3	EIF2AK3	0.5105	328	1
3_MACS_peak_9023_lociStitched	chr14	81079237	81095805	3	13050	35960.844	329	1	C14orf145		C14orf145	C14orf145	0.1908	329	1
5_MACS_peak_26322_lociStitched	chr6	108897107	108932862	5	22885	35919.473	330	1	FOXO3		FOXO3	FOXO3	0.6962	330	1
1_MACS_peak_18472_lociStitched	chr20	52267100	52279555	1	12456	35825.562	331	1			ZNF217	ZNF217	1.6362	331	1
2_MACS_peak_27041_lociStitched	chr7	14015706	14032023	2	16304	35734.23	332	1	ETV1		ETV1	ETV1	0.3664	332	1
2_MACS_peak_5029_lociStitched	chr11	46135487	46149561	2	11191	35716.9972	333	1	PHF21A		PHF21A	PHF21A	0.2479	333	1
2_MACS_peak_25516_lociStitched	chr6	31696883	31709495	2	10038	35667.9972	334	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.2414	334	1
2_MACS_peak_53_lociStitched	chr1	1668482	1679116	2	6478	35610.0758	335	1	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	NADK	1.6923	335	1
2_MACS_peak_14781_lociStitched	chr19	39169797	39185593	2	12234	35607.3432	336	1	ACTN4	CAPN12	ACTN4	ACTN4	0.6873	336	1
