REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_20377_lociStitched	chr3	98479923	98496102	1	16180	31845.1257	196	1	ST3GAL6		ST3GAL6	196	1
3_MACS_peak_3529_lociStitched	chr10	43889188	43906176	3	16171	41832.95	197	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	197	1
2_MACS_peak_19201_lociStitched	chr22	29183306	29199347	2	15999	33953.9847	198	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	198	1
2_MACS_peak_1321_lociStitched	chr1	93408578	93428722	2	15993	23191.7872	199	1	FAM69A		FAM69A	199	1
4_MACS_peak_1530_lociStitched	chr1	115233385	115260212	4	15987	22800.2673	200	1	AMPD1,NRAS,CSDE1	DENND2C	AMPD1	200	1
2_MACS_peak_9933_lociStitched	chr15	60865392	60885762	2	15985	44860.851	201	1	RORA		RORA	201	1
6_MACS_peak_27259_lociStitched	chr7	32766343	32789655	6	15966	19659.0096	202	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	202	1
2_MACS_peak_28105_lociStitched	chr7	104935697	104952401	2	15858	61081.5168	203	1	SRPK2	SRPK2	SRPK2	203	1
6_MACS_peak_12442_lociStitched	chr17	38466982	38487248	6	15840	15937.1824	204	1	RARA	CDC6,RARA,GJD3	RARA	204	1
3_MACS_peak_10547_lociStitched	chr15	101660314	101681513	3	15830	54142.246	205	1			CHSY1	205	1
4_MACS_peak_5326_lociStitched	chr11	65812214	65839391	4	15788	37156.3944	206	1	SF3B2,PACS1,GAL3ST3	BANF1,CST6,EIF1AD,CATSPER1	SF3B2	206	1
3_MACS_peak_10836_lociStitched	chr16	12051674	12071721	3	15768	44736.8852	207	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	207	1
2_MACS_peak_15918_lociStitched	chr2	46788618	46804707	2	15715	30411.4278	208	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	208	1
7_MACS_peak_1126_lociStitched	chr1	65406984	65433663	7	15684	23037.3165	209	1	JAK1		JAK1	209	1
2_MACS_peak_21723_lociStitched	chr4	13471868	13487543	2	15674	31619.61	210	1	RAB28	LOC285547	RAB28	210	1
5_MACS_peak_24637_lociStitched	chr5	150512430	150538161	5	15674	29253.5739	211	1	ANXA6		ANXA6	211	1
2_MACS_peak_8332_lociStitched	chr14	20952093	20969808	2	15673	62748.3015	212	1		APEX1,PNP,RNASE10,KLHL33,OSGEP,TMEM55B	RNASE10	212	1
3_MACS_peak_29570_lociStitched	chr8	97272034	97296255	3	15670	40114.8202	213	1	PTDSS1,MTERFD1	UQCRB	PTDSS1	213	1
2_MACS_peak_4325_lociStitched	chr10	111826361	111844095	2	15660	48534.4112	214	1	ADD3		ADD3	214	1
3_MACS_peak_28452_lociStitched	chr7	134830618	134856719	3	15625	49320.4496	215	1	TMEM140,C7orf49	WDR91	TMEM140	215	1
3_MACS_peak_12615_lociStitched	chr17	44216539	44234927	3	15603	19774.4552	216	1	KIAA1267	LOC644246	KIAA1267	216	1
6_MACS_peak_15308_lociStitched	chr19	56143176	56171227	6	15597	37498.5768	217	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	217	1
5_MACS_peak_6259_lociStitched	chr12	9645513	9669155	5	15585	31975.805	218	1		DDX12	DDX12	218	1
2_MACS_peak_29621_lociStitched	chr8	101309425	101326650	2	15566	47444.54	219	1	RNF19A		RNF19A	219	1
3_MACS_peak_19115_lociStitched	chr22	23268460	23285700	3	15530	45923.912	220	1		IGLL5	IGLL5	220	1
3_MACS_peak_6515_lociStitched	chr12	40006331	40025393	3	15516	49200.9282	221	1	C12orf40,ABCD2		ABCD2	221	1
2_MACS_peak_19203_lociStitched	chr22	29206711	29225550	2	15510	21095.9122	222	1		CCDC117,XBP1	XBP1	222	1
5_MACS_peak_11430_lociStitched	chr16	68270819	68300125	5	15506	32740.6632	223	1	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	PLA2G15	223	1
6_MACS_peak_5237_lociStitched	chr11	63992666	64020110	6	15465	38665.8516	224	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	224	1
2_MACS_peak_5916_lociStitched	chr11	118305009	118321270	2	15441	37567.7883	225	1	MLL	ATP5L	MLL	225	1
4_MACS_peak_27868_lociStitched	chr7	92346949	92369427	4	15432	34989.2548	226	1	CDK6		CDK6	226	1
1_MACS_peak_12260_lociStitched	chr17	29634295	29649690	1	15396	57229.373	227	1	NF1,EVI2B,EVI2A	OMG	EVI2B	227	1
2_MACS_peak_1840_lociStitched	chr1	154373676	154394607	2	15388	61175.0337	228	1	IL6R		IL6R	228	1
4_MACS_peak_5492_lociStitched	chr11	72850115	72869402	4	15383	59087.6532	229	1	FCHSD2		FCHSD2	229	1
3_MACS_peak_17855_lociStitched	chr20	5572271	5592553	3	15299	31295.126	230	1	GPCPD1		GPCPD1	230	1
3_MACS_peak_31509_lociStitched	chr9	139080466	139104862	3	15272	48318.7176	231	1	LHX3,QSOX2		LHX3	231	1
1_MACS_peak_29327_lociStitched	chr8	71059643	71074897	1	15255	41524.4388	232	1	NCOA2		PRDM14	232	1
3_MACS_peak_13179_lociStitched	chr17	76335950	76357553	3	15235	38291.3175	233	1	SOCS3	PGS1	SOCS3	233	1
2_MACS_peak_6005_lociStitched	chr11	122927409	122942657	2	15227	38572.8656	234	1	HSPA8	LOC341056	HSPA8	234	1
2_MACS_peak_17440_lociStitched	chr2	219080932	219096782	2	15226	32364.115	235	1	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	235	1
1_MACS_peak_24200_lociStitched	chr5	118667373	118682570	1	15198	71608.264	236	1	TNFAIP8	TNFAIP8	TNFAIP8	236	1
1_MACS_peak_23431_lociStitched	chr5	32529777	32544971	1	15195	49492.9356	237	1		SUB1	SUB1	237	1
1_MACS_peak_19355_lociStitched	chr22	38782566	38797669	1	15104	24741.7346	238	1	LOC400927	KCNJ4	LOC400927	238	1
2_MACS_peak_31855_lociStitched	chrX	39953059	39969749	2	15099	45311.681	239	1	BCOR		BCOR	239	1
4_MACS_peak_18360_lociStitched	chr20	45172289	45198317	4	15044	32761.4436	240	1	C20orf123,SLC13A3	ZNF334	C20orf123	240	1
2_MACS_peak_1911_lociStitched	chr1	155938845	155953915	2	15025	73356.239	241	1	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	241	1
5_MACS_peak_14376_lociStitched	chr19	13260259	13283862	5	14995	45367.3263	242	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	242	1
4_MACS_peak_5375_lociStitched	chr11	67029870	67058381	4	14984	60477.5332	243	1	ADRBK1,ANKRD13D	SSH3,LOC100130987	ADRBK1	243	1
3_MACS_peak_11918_lociStitched	chr17	7737063	7761654	3	14971	23831.1381	244	1	KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	244	1
1_MACS_peak_6274_lociStitched	chr12	10010499	10025459	1	14961	30277.544	245	1	CLEC2B	KLRF1,KLRF2	CLEC2B	245	1
2_MACS_peak_13823_lociStitched	chr18	60817233	60832982	2	14957	60241.4999	246	1	BCL2		BCL2	246	1
1_MACS_peak_20993_lociStitched	chr3	151909589	151924462	1	14874	62184.013	247	1			MBNL1	247	1
3_MACS_peak_20374_lociStitched	chr3	98448615	98465244	3	14830	37283.8809	248	1	ST3GAL6		ST3GAL6	248	1
2_MACS_peak_14569_lociStitched	chr19	19045939	19062715	2	14740	64597.6656	249	1	HOMER3	DDX49,GDF1,COPE	HOMER3	249	1
1_MACS_peak_31976_lociStitched	chrX	48789538	48804267	1	14730	31178.3472	250	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	250	1
3_MACS_peak_9749_lociStitched	chr15	45002127	45023349	3	14712	39551.4414	251	1	B2M	TRIM69,SPG11,PATL2	B2M	251	1
3_MACS_peak_787_lociStitched	chr1	40238311	40256466	3	14706	58894.82	252	1	BMP8B	PPIE,OXCT2	BMP8B	252	1
5_MACS_peak_30699_lociStitched	chr9	73013732	73037170	5	14663	47279.1336	253	1	KLF9		KLF9	253	1
3_MACS_peak_2443_lociStitched	chr1	200979543	200995694	3	14654	51789.7966	254	1	KIF21B		KIF21B	254	1
2_MACS_peak_17752_lociStitched	chr20	351454	370500	2	14640	30090.7754	255	1	TRIB3	SOX12,NRSN2,RBCK1	TRIB3	255	1
2_MACS_peak_5830_lociStitched	chr11	111230710	111251274	2	14632	60357.3964	256	1	POU2AF1		POU2AF1	256	1
1_MACS_peak_6823_lociStitched	chr12	57105824	57120377	1	14554	36522.2088	257	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	257	1
2_MACS_peak_6834_lociStitched	chr12	57620294	57639166	2	14501	52184.8544	258	1	SHMT2,NDUFA4L2,STAC3	MIR1228,NXPH4	NDUFA4L2	258	1
4_MACS_peak_28094_lociStitched	chr7	104738430	104755537	4	14430	28052.0586	259	1	MLL5		MLL5	259	1
1_MACS_peak_6382_lociStitched	chr12	25203090	25217504	1	14415	25158.1956	260	1	LRMP		LRMP	260	1
2_MACS_peak_29676_lociStitched	chr8	103809623	103828874	2	14373	68712.5943	261	1		AZIN1	AZIN1	261	1
2_MACS_peak_9282_lociStitched	chr14	102275185	102294568	2	14370	39870.831	262	1	PPP2R5C		PPP2R5C	262	1
3_MACS_peak_4655_lociStitched	chr11	3874368	3893351	3	14368	40029.4521	263	1	STIM1	PGAP2,RHOG	STIM1	263	1
3_MACS_peak_2394_lociStitched	chr1	197730280	197749086	3	14307	68201.8396	264	1	DENND1B		DENND1B	264	1
4_MACS_peak_18325_lociStitched	chr20	43656901	43684414	4	14295	20868.6105	265	1	STK4	KCNS1	KCNS1	265	1
6_MACS_peak_31236_lociStitched	chr9	126079296	126103884	6	14282	35025.606	266	1		CRB2,STRBP	CRB2	266	1
3_MACS_peak_21161_lociStitched	chr3	169884294	169900171	3	14266	30817.257	267	1	PHC3	PRKCI	PHC3	267	1
3_MACS_peak_31269_lociStitched	chr9	127614689	127638392	3	14253	55047.8472	268	1	WDR38,ARPC5L,RPL35		RPL35	268	1
2_MACS_peak_1919_lociStitched	chr1	156083617	156100495	2	14211	28279.089	269	1	LMNA	SEMA4A,MEX3A	LMNA	269	1
5_MACS_peak_4070_lociStitched	chr10	93847693	93871769	5	14201	21451.716	270	1	CPEB3		CPEB3	270	1
2_MACS_peak_18039_lociStitched	chr20	30146901	30162831	2	14196	26474.067	271	1	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	271	1
2_MACS_peak_32214_lociStitched	chrX	81369596	81384036	2	14147	26290.908	272	1			HMGN5	272	1
6_MACS_peak_11194_lociStitched	chr16	46644705	46667270	6	14146	22061.8005	273	1	SHCBP1	ANKRD26P1	SHCBP1	273	1
3_MACS_peak_28277_lociStitched	chr7	121006453	121026879	3	14139	34881.4802	274	1	FAM3C	WNT16	FAM3C	274	1
2_MACS_peak_23632_lociStitched	chr5	55437610	55453511	2	14078	27251.1338	275	1	ANKRD55		ANKRD55	275	1
5_MACS_peak_25314_lociStitched	chr6	26295372	26323668	5	14038	22580.208	276	1		HIST1H2BH,HIST1H2BI,BTN3A2,HIST1H4G,HIST1H3F,HIST1H3G,HIST1H4H	HIST1H4H	276	1
2_MACS_peak_25292_lociStitched	chr6	26020168	26035943	2	14007	49080.7575	277	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	277	1
4_MACS_peak_31429_lociStitched	chr9	134595471	134616092	4	14001	25466.935	278	1	RAPGEF1	RAPGEF1	RAPGEF1	278	1
2_MACS_peak_8348_lociStitched	chr14	21565789	21580663	2	13972	50030.1864	279	1	C14orf176,ZNF219	RNASE8,ARHGEF40,OR5AU1	ZNF219	279	1
3_MACS_peak_31686_lociStitched	chrX	13670268	13688953	3	13924	23388.0145	280	1	TCEANC	RAB9A	TCEANC	280	1
4_MACS_peak_18017_lociStitched	chr20	25254452	25282191	4	13907	33314.539	281	1	PYGB,ABHD12		PYGB	281	1
2_MACS_peak_519_lociStitched	chr1	27018382	27034176	2	13905	41713.5334	282	1	ARID1A		ARID1A	282	1
4_MACS_peak_578_lociStitched	chr1	28827039	28847417	4	13884	32486.6076	283	1	RCC1,SNHG3	TRNAU1AP	RCC1	283	1
3_MACS_peak_24429_lociStitched	chr5	138719420	138740918	3	13862	28162.38	284	1	MZB1,LOC389333,SPATA24	PAIP2,SLC23A1,DNAJC18	LOC389333	284	1
4_MACS_peak_27176_lociStitched	chr7	26225277	26245383	4	13843	33548.8716	285	1	NFE2L3,CBX3,HNRNPA2B1		HNRNPA2B1	285	1
4_MACS_peak_5385_lociStitched	chr11	67187547	67213014	4	13811	56304.9903	286	1	CARNS1,RPS6KB2,PTPRCAP,CORO1B	RAD9A,TBC1D10C,CABP4,AIP,CLCF1,PPP1CA,GPR152,TMEM134	RPS6KB2	286	1
2_MACS_peak_22450_lociStitched	chr4	106545185	106560847	2	13807	47836.4466	287	1	ARHGEF38		INTS12	287	1
3_MACS_peak_2800_lociStitched	chr1	226334555	226350986	3	13803	19395.1524	288	1	ACBD3		ACBD3	288	1
4_MACS_peak_10181_lociStitched	chr15	75063594	75083917	4	13798	37221.5745	289	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	289	1
2_MACS_peak_28091_lociStitched	chr7	104649802	104665734	2	13797	63600.544	290	1	MLL5,LOC100216545		MLL5	290	1
3_MACS_peak_6816_lociStitched	chr12	57021907	57040854	3	13784	35296.3663	291	1	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	291	1
3_MACS_peak_18574_lociStitched	chr20	61272783	61286621	3	13750	30407.6212	292	1	SLCO4A1	LOC100127888	SLCO4A1	292	1
5_MACS_peak_6862_lociStitched	chr12	58224900	58241331	5	13746	30292.1916	293	1	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	293	1
5_MACS_peak_16084_lociStitched	chr2	64430405	64456279	5	13739	25115.8918	294	1	LOC150992		LOC150992	294	1
3_MACS_peak_24632_lociStitched	chr5	150458287	150476193	3	13718	34748.3836	295	1	TNIP1	ANXA6	TNIP1	295	1
4_MACS_peak_257_lociStitched	chr1	12206581	12228668	4	13710	36854.3682	296	1	TNFRSF1B	TNFRSF8	TNFRSF1B	296	1
4_MACS_peak_19583_lociStitched	chr22	50962573	50985152	4	13705	24064.6982	297	1	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	297	1
1_MACS_peak_29435_lociStitched	chr8	81071476	81085178	1	13703	58677.4448	298	1	TPD52		TPD52	298	1
4_MACS_peak_5940_lociStitched	chr11	118954908	118979803	4	13674	48236.552	299	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	299	1
3_MACS_peak_30067_lociStitched	chr8	142411354	142434425	3	13656	64098.1593	300	1	PTP4A3	GPR20	PTP4A3	300	1
2_MACS_peak_14951_lociStitched	chr19	45244492	45261312	2	13640	58338.488	301	1	BCL3	CEACAM16,CBLC	BCL3	301	1
5_MACS_peak_2037_lociStitched	chr1	161409399	161442022	5	13586	31308.2931	302	1		FCGR2A	FCGR2A	302	1
3_MACS_peak_20120_lociStitched	chr3	52728781	52745407	3	13485	20551.3986	303	1	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	303	1
4_MACS_peak_11964_lociStitched	chr17	9913613	9930554	4	13482	34366.5126	304	1	GAS7		GAS7	304	1
2_MACS_peak_12590_lociStitched	chr17	43296510	43313764	2	13459	78954.304	305	1	FMNL1	LOC100133991,C17orf46	FMNL1	305	1
3_MACS_peak_26335_lociStitched	chr6	109186208	109206423	3	13457	27075.971	306	1	ARMC2		ARMC2	306	1
1_MACS_peak_12135_lociStitched	chr17	20934660	20948114	1	13455	37715.5982	307	1	USP22		USP22	307	1
5_MACS_peak_24051_lociStitched	chr5	100163673	100193637	5	13443	22092.4572	308	1	ST8SIA4	ST8SIA4	ST8SIA4	308	1
3_MACS_peak_329_lociStitched	chr1	17215373	17233396	3	13441	76051.6531	309	1		CROCC	CROCC	309	1
2_MACS_peak_24056_lociStitched	chr5	100224114	100241920	2	13407	46327.6508	310	1	ST8SIA4		ST8SIA4	310	1
4_MACS_peak_20231_lociStitched	chr3	69128184	69145495	4	13405	20184.626	311	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	311	1
3_MACS_peak_14778_lociStitched	chr19	39137449	39151153	3	13369	19954.3944	312	1	ACTN4	EIF3K,MAP4K1	ACTN4	312	1
2_MACS_peak_30562_lociStitched	chr9	37184282	37199504	2	13360	26366.0262	313	1	ZCCHC7		ZCCHC7	313	1
3_MACS_peak_18811_lociStitched	chr21	36413959	36430660	3	13353	37824.4248	314	1	RUNX1	C21orf96	RUNX1	314	1
3_MACS_peak_24682_lociStitched	chr5	156339259	156362104	3	13331	28512.8445	315	1	LOC100286948,TIMD4		LOC100286948	315	1
2_MACS_peak_18131_lociStitched	chr20	32987608	33006405	2	13317	29460.5381	316	1	ITCH	MIR644	ITCH	316	1
3_MACS_peak_442_lociStitched	chr1	24511892	24531851	3	13282	42766.1493	317	1	LOC284632,IL28RA	IL22RA1	LOC284632	317	1
5_MACS_peak_20941_lociStitched	chr3	146257139	146280579	5	13279	19682.568	318	1	PLSCR1	PLSCR2,PLSCR5	PLSCR1	318	1
3_MACS_peak_25912_lociStitched	chr6	56622050	56638105	3	13265	15705.001	319	1			DST	319	1
2_MACS_peak_24005_lociStitched	chr5	95257952	95271499	2	13235	43720.2331	320	1	ELL2		ELL2	320	1
1_MACS_peak_18771_lociStitched	chr21	34599837	34613036	1	13200	29646.2739	321	1	IFNAR2	IL10RB	IFNAR2	321	1
1_MACS_peak_18370_lociStitched	chr20	45978229	45991375	1	13147	55624.6698	322	1	ZMYND8	LOC100131496	ZMYND8	322	1
1_MACS_peak_6071_lociStitched	chr11	128585034	128598169	1	13136	28489.815	323	1	FLI1		FLI1	323	1
1_MACS_peak_24328_lociStitched	chr5	131791234	131804331	1	13098	53300.8609	324	1	C5orf56	IRF1	IRF1	324	1
3_MACS_peak_10421_lociStitched	chr15	90721272	90736861	3	13063	33879.5737	325	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	325	1
2_MACS_peak_31427_lociStitched	chr9	134542919	134556089	2	13057	40639.986	326	1	RAPGEF1		RAPGEF1	326	1
4_MACS_peak_14444_lociStitched	chr19	15391241	15413363	4	13057	14273.1144	327	1	BRD4	EPHX3	BRD4	327	1
3_MACS_peak_13773_lociStitched	chr18	56291714	56307404	3	13056	39701.976	328	1	ALPK2	MALT1	ALPK2	328	1
3_MACS_peak_9023_lociStitched	chr14	81079237	81095805	3	13050	35960.844	329	1	C14orf145		C14orf145	329	1
4_MACS_peak_10903_lociStitched	chr16	17365326	17379814	4	13002	22876.552	330	1	XYLT1		XYLT1	330	1
3_MACS_peak_1851_lociStitched	chr1	154821809	154844103	3	12995	40541.639	331	1	KCNN3		KCNN3	331	1
1_MACS_peak_18310_lociStitched	chr20	43269485	43282441	1	12957	43124.046	332	1	ADA	LOC79015	ADA	332	1
1_MACS_peak_29088_lociStitched	chr8	42741583	42754522	1	12940	36423.285	333	1	HOOK3,RNF170	THAP1	RNF170	333	1
3_MACS_peak_567_lociStitched	chr1	28558651	28578106	3	12891	37192.1235	334	1	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	334	1
2_MACS_peak_27481_lociStitched	chr7	50723267	50736510	2	12884	35243.5959	335	1	GRB10		GRB10	335	1
2_MACS_peak_5954_lociStitched	chr11	119229452	119242479	2	12881	54675.6217	336	1	USP2	RNF26,LOC100499227,MCAM,C1QTNF5	USP2	336	1
1_MACS_peak_7102_lociStitched	chr12	94541415	94554271	1	12857	22312.8736	337	1	PLXNC1		PLXNC1	337	1
3_MACS_peak_25740_lociStitched	chr6	42737687	42752777	3	12852	40456.29	338	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	338	1
5_MACS_peak_13187_lociStitched	chr17	76731899	76756316	5	12842	18307.8666	339	1	CYTH1		CYTH1	339	1
2_MACS_peak_25221_lociStitched	chr6	20200200	20214428	2	12837	28403.3564	340	1	MBOAT1		MBOAT1	340	1
5_MACS_peak_10041_lociStitched	chr15	67357277	67380337	5	12827	17933.762	341	1	SMAD3	SMAD3	SMAD3	341	1
2_MACS_peak_29730_lociStitched	chr8	107668983	107683464	2	12815	28565.2206	342	1	OXR1		OXR1	342	1
3_MACS_peak_20624_lociStitched	chr3	121526057	121543558	3	12806	24188.1321	343	1	IQCB1	EAF2	IQCB1	343	1
3_MACS_peak_27066_lociStitched	chr7	18533772	18549688	3	12797	21995.912	344	1	HDAC9		HDAC9	344	1
2_MACS_peak_13693_lociStitched	chr18	47832550	47848470	2	12725	32556.4	345	1		CCDC11,MBD1,CXXC1	CXXC1	345	1
2_MACS_peak_29672_lociStitched	chr8	103658827	103675541	2	12706	31870.2552	346	1	KLF10		KLF10	346	1
3_MACS_peak_11670_lociStitched	chr16	87798389	87814734	3	12684	39244.345	347	1	KLHDC4		KLHDC4	347	1
1_MACS_peak_32216_lociStitched	chrX	81473495	81486137	1	12643	21659.5386	348	1				348	1
3_MACS_peak_32608_lociStitched	chrX	153232885	153252865	3	12635	25660.314	349	1	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	349	1
4_MACS_peak_18267_lociStitched	chr20	42305551	42318751	4	12621	29907.24	350	1	MYBL2	GTSF1L	MYBL2	350	1
3_MACS_peak_30844_lociStitched	chr9	91920499	91935995	3	12616	29120.0832	351	1	CKS2,MIR3153,SECISBP2		MIR3153	351	1
3_MACS_peak_9304_lociStitched	chr14	103240369	103257334	3	12603	23026.5945	352	1	TRAF3		TRAF3	352	1
4_MACS_peak_30851_lociStitched	chr9	92038942	92059444	4	12568	24243.615	353	1	SEMA4D		SEMA4D	353	1
5_MACS_peak_30874_lociStitched	chr9	93909428	93929110	5	12567	17144.9902	354	1			LOC100129316	354	1
2_MACS_peak_13156_lociStitched	chr17	76014478	76032333	2	12554	41923.54	355	1	TNRC6C		TNRC6C	355	1
1_MACS_peak_12721_lociStitched	chr17	47815490	47828034	1	12545	31464.1152	356	1	FAM117A	MYST2,SLC35B1	FAM117A	356	1
2_MACS_peak_30002_lociStitched	chr8	134508432	134521087	2	12531	45701.0015	357	1	ST3GAL1		ST3GAL1	357	1
2_MACS_peak_13617_lociStitched	chr18	41587765	41600477	2	12503	32278.3104	358	1			SETBP1	358	1
3_MACS_peak_8374_lociStitched	chr14	23065988	23084586	3	12502	36898.432	359	1	ABHD4	DAD1	ABHD4	359	1
1_MACS_peak_17199_lociStitched	chr2	197148415	197160907	1	12493	24243.2244	360	1	HECW2		STK17B	360	1
1_MACS_peak_29155_lociStitched	chr8	54923214	54935701	1	12488	39551.3238	361	1	TCEA1		TCEA1	361	1
1_MACS_peak_15873_lociStitched	chr2	43444431	43456894	1	12464	46561.768	362	1	LOC100129726,ZFP36L2		ZFP36L2	362	1
3_MACS_peak_31386_lociStitched	chr9	132244453	132261063	3	12464	37402.398	363	1			C9orf50	363	1
1_MACS_peak_18472_lociStitched	chr20	52267100	52279555	1	12456	35825.562	364	1			ZNF217	364	1
4_MACS_peak_29900_lociStitched	chr8	126219793	126239711	4	12451	18454.027	365	1	NSMCE2		NSMCE2	365	1
2_MACS_peak_29561_lociStitched	chr8	96099199	96115121	2	12431	27939.9256	366	1		MIR3150,PLEKHF2,MIR3150B	MIR3150B	366	1
3_MACS_peak_28941_lociStitched	chr8	27223588	27241084	3	12421	19892.952	367	1	PTK2B		PTK2B	367	1
4_MACS_peak_20981_lociStitched	chr3	150315462	150328887	4	12401	27509.1675	368	1	SELT		SELT	368	1
4_MACS_peak_11119_lociStitched	chr16	30344000	30367913	4	12396	21528.8739	369	1	LOC595101,CD2BP2	MYLPF,ZNF48,TBC1D10B,SEPT1	LOC595101	369	1
4_MACS_peak_11023_lociStitched	chr16	24982679	25001209	4	12387	20342.234	370	1	ARHGAP17		ARHGAP17	370	1
4_MACS_peak_8982_lociStitched	chr14	76326674	76345429	4	12383	21761.4265	371	1	TTLL5		TGFB3	371	1
3_MACS_peak_18321_lociStitched	chr20	43587078	43608957	3	12378	26261.3637	372	1	STK4,TOMM34	PABPC1L	STK4	372	1
3_MACS_peak_5629_lociStitched	chr11	82771260	82785114	3	12374	38533.5156	373	1	RAB30	SNORA70E	RAB30	373	1
2_MACS_peak_15757_lociStitched	chr2	33712835	33725219	2	12371	32607.072	374	1	RASGRP3	RASGRP3	RASGRP3	374	1
4_MACS_peak_29872_lociStitched	chr8	124541644	124561114	4	12349	25680.93	375	1	FBXO32		FBXO32	375	1
3_MACS_peak_80_lociStitched	chr1	2470845	2489574	3	12324	43827.7329	376	1	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	376	1
6_MACS_peak_9647_lociStitched	chr15	40835038	40862739	6	12324	16149.683	377	1	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	377	1
2_MACS_peak_26595_lociStitched	chr6	137081479	137097306	2	12317	16306.5581	378	1	MAP3K5	PEX7	MAP3K5	378	1
2_MACS_peak_9102_lociStitched	chr14	89881551	89899324	2	12313	46840.7415	379	1	LOC400236,FOXN3		LOC400236	379	1
5_MACS_peak_26264_lociStitched	chr6	105927791	105944752	5	12275	18529.8925	380	1			PREP	380	1
4_MACS_peak_7066_lociStitched	chr12	92526182	92541446	4	12264	14197.0464	381	1	BTG1		BTG1	381	1
2_MACS_peak_1561_lociStitched	chr1	118147772	118160305	2	12262	18555.1065	382	1	FAM46C		FAM46C	382	1
2_MACS_peak_14781_lociStitched	chr19	39169797	39185593	2	12234	35607.3432	383	1	ACTN4	CAPN12	ACTN4	383	1
1_MACS_peak_6841_lociStitched	chr12	57844891	57857117	1	12227	54111.0534	384	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	384	1
3_MACS_peak_20185_lociStitched	chr3	61545509	61563112	3	12226	21278.5064	385	1	PTPRG		PTPRG	385	1
4_MACS_peak_3744_lociStitched	chr10	70382223	70403081	4	12188	30285.816	386	1	TET1		TET1	386	1
5_MACS_peak_18374_lociStitched	chr20	46114476	46136310	5	12115	23270.6772	387	1	NCOA3		NCOA3	387	1
4_MACS_peak_5271_lociStitched	chr11	64835528	64853131	4	12088	20878.9183	388	1	ZFPL1,CDCA5	SNX15,SAC3D1,C11orf2,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	CDCA5	388	1
3_MACS_peak_29954_lociStitched	chr8	131041420	131059482	3	12088	31713.2596	389	1			FAM49B	389	1
3_MACS_peak_15155_lociStitched	chr19	50165594	50184572	3	12056	32784.495	390	1	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	390	1
2_MACS_peak_31704_lociStitched	chrX	15863902	15876017	2	12055	27381.1115	391	1	AP1S2		AP1S2	391	1
4_MACS_peak_11661_lociStitched	chr16	87409017	87428235	4	12046	22969.3536	392	1	MAP1LC3B,FBXO31		FBXO31	392	1
