#KMS28BM_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS28BM_H3K27ac_ROSE/KMS28BM_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS28BM_jia.bam
#Using cutoff of 17368.6331 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuperStretch
1_MACS_peak_27169_lociStitched	chr7	26000551	26011989	1	11439	42901.6504	307	1
5_MACS_peak_16591_lociStitched	chr2	112219924	112243169	5	17262	19046.953	308	1
3_MACS_peak_28277_lociStitched	chr7	121006453	121026879	3	14139	34881.4802	309	1
5_MACS_peak_10966_lociStitched	chr16	21511208	21532428	5	16453	24354.194	310	1
3_MACS_peak_11670_lociStitched	chr16	87798389	87814734	3	12684	39244.345	311	1
1_MACS_peak_29155_lociStitched	chr8	54923214	54935701	1	12488	39551.3238	312	1
1_MACS_peak_12377_lociStitched	chr17	36855327	36863627	1	8301	48088.54	313	1
3_MACS_peak_6816_lociStitched	chr12	57021907	57040854	3	13784	35296.3663	314	1
4_MACS_peak_25554_lociStitched	chr6	32804675	32823721	4	12015	40164.2048	316	1
1_MACS_peak_6274_lociStitched	chr12	10010499	10025459	1	14961	30277.544	317	1
1_MACS_peak_21232_lociStitched	chr3	177067866	177079808	1	11943	40316.192	318	1
1_MACS_peak_31976_lociStitched	chrX	48789538	48804267	1	14730	31178.3472	319	1
3_MACS_peak_12981_lociStitched	chr17	66449903	66462587	3	10567	43372.938	320	1
1_MACS_peak_22435_lociStitched	chr4	105405568	105417504	1	11937	40125.2512	321	1
3_MACS_peak_24632_lociStitched	chr5	150458287	150476193	3	13718	34748.3836	322	1
1_MACS_peak_27471_lociStitched	chr7	50343001	50353277	1	10277	43817.8916	323	1
3_MACS_peak_567_lociStitched	chr1	28558651	28578106	3	12891	37192.1235	324	1
3_MACS_peak_5629_lociStitched	chr11	82771260	82785114	3	12374	38533.5156	325	1
4_MACS_peak_27176_lociStitched	chr7	26225277	26245383	4	13843	33548.8716	326	1
4_MACS_peak_18017_lociStitched	chr20	25254452	25282191	4	13907	33314.539	327	1
3_MACS_peak_28605_lociStitched	chr7	150063872	150083942	3	10191	43455.564	328	1
1_MACS_peak_29088_lociStitched	chr8	42741583	42754522	1	12940	36423.285	329	1
3_MACS_peak_9023_lociStitched	chr14	81079237	81095805	3	13050	35960.844	330	1
2_MACS_peak_17752_lociStitched	chr20	351454	370500	2	14640	30090.7754	331	1
2_MACS_peak_1321_lociStitched	chr1	93408578	93428722	2	15993	23191.7872	332	1
4_MACS_peak_11964_lociStitched	chr17	9913613	9930554	4	13482	34366.5126	333	1
3_MACS_peak_31386_lociStitched	chr9	132244453	132261063	3	12464	37402.398	334	1
4_MACS_peak_1530_lociStitched	chr1	115233385	115260212	4	15987	22800.2673	335	1
4_MACS_peak_578_lociStitched	chr1	28827039	28847417	4	13884	32486.6076	336	1
3_MACS_peak_21161_lociStitched	chr3	169884294	169900171	3	14266	30817.257	337	1
3_MACS_peak_8374_lociStitched	chr14	23065988	23084586	3	12502	36898.432	338	1
2_MACS_peak_878_lociStitched	chr1	44294894	44305231	2	9664	43568.3876	339	1
2_MACS_peak_27481_lociStitched	chr7	50723267	50736510	2	12884	35243.5959	340	1
1_MACS_peak_26321_lociStitched	chr6	108878264	108889170	1	10907	40592.132	341	1
7_MACS_peak_1126_lociStitched	chr1	65406984	65433663	7	15684	23037.3165	342	1
1_MACS_peak_21246_lociStitched	chr3	178229422	178239476	1	10055	42380.6262	343	1
1_MACS_peak_9871_lociStitched	chr15	55691089	55701895	1	10807	40619.754	344	1
1_MACS_peak_23544_lociStitched	chr5	42987521	42997258	1	9738	42857.4055	345	1
3_MACS_peak_10421_lociStitched	chr15	90721272	90736861	3	13063	33879.5737	346	1
1_MACS_peak_18472_lociStitched	chr20	52267100	52279555	1	12456	35825.562	347	1
6_MACS_peak_27259_lociStitched	chr7	32766343	32789655	6	15966	19659.0096	348	1
1_MACS_peak_14474_lociStitched	chr19	16474242	16485284	1	11043	39359.209	349	1
2_MACS_peak_9045_lociStitched	chr14	81989637	82001128	2	11308	38668.3641	350	1
4_MACS_peak_28094_lociStitched	chr7	104738430	104755537	4	14430	28052.0586	351	1
1_MACS_peak_19355_lociStitched	chr22	38782566	38797669	1	15104	24741.7346	352	1
5_MACS_peak_2037_lociStitched	chr1	161409399	161442022	5	13586	31308.2931	353	1
2_MACS_peak_1977_lociStitched	chr1	159035657	159048947	2	11902	36732.231	354	1
3_MACS_peak_18574_lociStitched	chr20	61272783	61286621	3	13750	30407.6212	355	1
1_MACS_peak_5429_lociStitched	chr11	68815721	68826146	1	10426	40339.5375	356	1
2_MACS_peak_14781_lociStitched	chr19	39169797	39185593	2	12234	35607.3432	357	1
1_MACS_peak_30361_lociStitched	chr9	21985386	21996837	1	11452	37744.7862	359	1
5_MACS_peak_6862_lociStitched	chr12	58224900	58241331	5	13746	30292.1916	360	1
2_MACS_peak_1919_lociStitched	chr1	156083617	156100495	2	14211	28279.089	361	1
2_MACS_peak_19203_lociStitched	chr22	29206711	29225550	2	15510	21095.9122	362	1
2_MACS_peak_12851_lociStitched	chr17	57856385	57868432	2	9880	41146.5285	363	1
3_MACS_peak_11918_lociStitched	chr17	7737063	7761654	3	14971	23831.1381	364	1
2_MACS_peak_2854_lociStitched	chr1	228666440	228680195	2	7877	44585.457	365	1
3_MACS_peak_12615_lociStitched	chr17	44216539	44234927	3	15603	19774.4552	366	1
1_MACS_peak_22411_lociStitched	chr4	102709585	102719555	1	9971	40559.954	367	1
1_MACS_peak_2799_lociStitched	chr1	226308214	226318114	1	9901	40475.16	369	1
2_MACS_peak_29331_lociStitched	chr8	71124381	71139634	2	11342	36958.019	370	1
1_MACS_peak_410_lociStitched	chr1	23848521	23859028	1	10508	38888.5084	371	1
2_MACS_peak_23632_lociStitched	chr5	55437610	55453511	2	14078	27251.1338	372	1
2_MACS_peak_13693_lociStitched	chr18	47832550	47848470	2	12725	32556.4	373	1
3_MACS_peak_24429_lociStitched	chr5	138719420	138740918	3	13862	28162.38	374	1
1_MACS_peak_13995_lociStitched	chr19	1645561	1653947	1	8387	43120.812	375	1
2_MACS_peak_18039_lociStitched	chr20	30146901	30162831	2	14196	26474.067	376	1
1_MACS_peak_5291_lociStitched	chr11	65147622	65159000	1	11379	36480.1436	377	1
1_MACS_peak_6382_lociStitched	chr12	25203090	25217504	1	14415	25158.1956	378	1
2_MACS_peak_32214_lociStitched	chrX	81369596	81384036	2	14147	26290.908	380	1
3_MACS_peak_13131_lociStitched	chr17	75131048	75144346	3	10954	37229.0808	381	1
2_MACS_peak_29672_lociStitched	chr8	103658827	103675541	2	12706	31870.2552	382	1
2_MACS_peak_18131_lociStitched	chr20	32987608	33006405	2	13317	29460.5381	383	1
2_MACS_peak_13617_lociStitched	chr18	41587765	41600477	2	12503	32278.3104	384	1
1_MACS_peak_18771_lociStitched	chr21	34599837	34613036	1	13200	29646.2739	385	1
2_MACS_peak_15757_lociStitched	chr2	33712835	33725219	2	12371	32607.072	386	1
1_MACS_peak_23495_lociStitched	chr5	39071022	39081304	1	10283	38353.9164	387	1
2_MACS_peak_20395_lociStitched	chr3	99820941	99829691	2	8446	42063.875	388	1
3_MACS_peak_38_lociStitched	chr1	1332238	1348644	3	12017	33302.5394	389	1
2_MACS_peak_5029_lociStitched	chr11	46135487	46149561	2	11191	35716.9972	390	1
3_MACS_peak_24682_lociStitched	chr5	156339259	156362104	3	13331	28512.8445	391	1
1_MACS_peak_12721_lociStitched	chr17	47815490	47828034	1	12545	31464.1152	392	1
4_MACS_peak_31429_lociStitched	chr9	134595471	134616092	4	14001	25466.935	393	1
3_MACS_peak_15155_lociStitched	chr19	50165594	50184572	3	12056	32784.495	394	1
2_MACS_peak_2003_lociStitched	chr1	160675494	160684726	2	9096	40008.7184	395	1
1_MACS_peak_6071_lociStitched	chr11	128585034	128598169	1	13136	28489.815	396	1
3_MACS_peak_26335_lociStitched	chr6	109186208	109206423	3	13457	27075.971	397	1
3_MACS_peak_30225_lociStitched	chr9	5910209	5926060	3	11808	33131.7602	398	1
3_MACS_peak_31323_lociStitched	chr9	130533053	130549997	3	9852	38320.5504	399	1
2_MACS_peak_13063_lociStitched	chr17	73283134	73295254	2	11034	35164.968	400	1
2_MACS_peak_16131_lociStitched	chr2	65656286	65666336	2	9923	37943.775	401	1
2_MACS_peak_20518_lociStitched	chr3	112174125	112187067	2	11809	32765.2614	402	1
2_MACS_peak_25767_lociStitched	chr6	43591064	43605160	2	11066	34938.3456	403	1
4_MACS_peak_18267_lociStitched	chr20	42305551	42318751	4	12621	29907.24	404	1
3_MACS_peak_29954_lociStitched	chr8	131041420	131059482	3	12088	31713.2596	405	1
5_MACS_peak_16084_lociStitched	chr2	64430405	64456279	5	13739	25115.8918	406	1
2_MACS_peak_2185_lociStitched	chr1	174926337	174942064	2	11696	32921.3291	407	1
2_MACS_peak_10004_lociStitched	chr15	65175884	65190377	2	8561	40244.1624	408	1
2_MACS_peak_30562_lociStitched	chr9	37184282	37199504	2	13360	26366.0262	409	1
2_MACS_peak_29730_lociStitched	chr8	107668983	107683464	2	12815	28565.2206	410	1
2_MACS_peak_25221_lociStitched	chr6	20200200	20214428	2	12837	28403.3564	411	1
3_MACS_peak_31686_lociStitched	chrX	13670268	13688953	3	13924	23388.0145	412	1
3_MACS_peak_30844_lociStitched	chr9	91920499	91935995	3	12616	29120.0832	413	1
3_MACS_peak_15087_lociStitched	chr19	48823549	48838182	3	10943	34529.4901	414	1
6_MACS_peak_11194_lociStitched	chr16	46644705	46667270	6	14146	22061.8005	415	1
5_MACS_peak_25314_lociStitched	chr6	26295372	26323668	5	14038	22580.208	416	1
2_MACS_peak_12507_lociStitched	chr17	40824789	40834074	2	9126	38784.3735	417	1
5_MACS_peak_4070_lociStitched	chr10	93847693	93871769	5	14201	21451.716	418	1
4_MACS_peak_18325_lociStitched	chr20	43656901	43684414	4	14295	20868.6105	419	1
4_MACS_peak_19583_lociStitched	chr22	50962573	50985152	4	13705	24064.6982	420	1
4_MACS_peak_3744_lociStitched	chr10	70382223	70403081	4	12188	30285.816	421	1
2_MACS_peak_16348_lociStitched	chr2	86216453	86228591	2	10541	35160.1446	422	1
4_MACS_peak_10851_lociStitched	chr16	14486852	14503136	4	11311	32854.5984	423	1
2_MACS_peak_27748_lociStitched	chr7	80399515	80411396	2	11168	33095.7136	425	1
1_MACS_peak_30005_lociStitched	chr8	134578496	134586561	1	8066	40106.4385	426	1
3_MACS_peak_29286_lociStitched	chr8	67415832	67427039	3	9701	36604.3034	427	1
2_MACS_peak_30081_lociStitched	chr8	144098987	144110285	2	10319	34972.959	428	1
2_MACS_peak_25516_lociStitched	chr6	31696883	31709495	2	10038	35667.9972	429	1
2_MACS_peak_13103_lociStitched	chr17	74257721	74269534	2	11729	30775.2276	430	1
1_MACS_peak_12421_lociStitched	chr17	38016020	38025471	1	9452	36900.4844	431	1
1_MACS_peak_28087_lociStitched	chr7	104577934	104587134	1	9201	37435.72	432	1
1_MACS_peak_21964_lociStitched	chr4	40622202	40633957	1	11756	30490.119	433	1
2_MACS_peak_29561_lociStitched	chr8	96099199	96115121	2	12431	27939.9256	434	1
3_MACS_peak_23276_lociStitched	chr5	6476776	6488535	3	11542	30910.8833	435	1
2_MACS_peak_31399_lociStitched	chr9	132646011	132655900	2	9224	36937.3928	436	1
4_MACS_peak_20981_lociStitched	chr3	150315462	150328887	4	12401	27509.1675	437	1
1_MACS_peak_2555_lociStitched	chr1	206728297	206739125	1	10829	32579.2864	438	1
5_MACS_peak_14021_lociStitched	chr19	2253830	2272224	5	11432	30622.3312	439	1
1_MACS_peak_24527_lociStitched	chr5	142429985	142439295	1	9311	36342.516	440	1
5_MACS_peak_24051_lociStitched	chr5	100163673	100193637	5	13443	22092.4572	441	1
1_MACS_peak_22240_lociStitched	chr4	78733835	78744648	1	10814	32234.6343	442	1
2_MACS_peak_18669_lociStitched	chr21	19182830	19194877	2	11324	30643.9539	443	1
2_MACS_peak_15986_lociStitched	chr2	54784248	54800427	2	11581	29775.8316	444	1
2_MACS_peak_21088_lociStitched	chr3	160115842	160129539	2	11236	30875.7774	445	1
1_MACS_peak_13246_lociStitched	chr17	79477853	79487420	1	9568	35440.9515	446	1
3_MACS_peak_32608_lociStitched	chrX	153232885	153252865	3	12635	25660.314	447	1
2_MACS_peak_19110_lociStitched	chr22	23143124	23154813	2	11327	30542.1881	448	1
3_MACS_peak_4562_lociStitched	chr10	135201155	135215951	3	10272	33526.2564	449	1
3_MACS_peak_2800_lociStitched	chr1	226334555	226350986	3	13803	19395.1524	450	1
2_MACS_peak_10100_lociStitched	chr15	70386935	70396550	2	9569	35183.208	451	1
2_MACS_peak_486_lociStitched	chr1	25869569	25883517	2	11182	30674.4416	452	1
3_MACS_peak_18321_lociStitched	chr20	43587078	43608957	3	12378	26261.3637	453	1
2_MACS_peak_27982_lociStitched	chr7	100025441	100035086	2	7782	38689.953	454	1
2_MACS_peak_31704_lociStitched	chrX	15863902	15876017	2	12055	27381.1115	455	1
3_MACS_peak_20624_lociStitched	chr3	121526057	121543558	3	12806	24188.1321	456	1
1_MACS_peak_16038_lociStitched	chr2	60775430	60785148	1	9719	34479.464	457	1
3_MACS_peak_20120_lociStitched	chr3	52728781	52745407	3	13485	20551.3986	458	1
3_MACS_peak_11378_lociStitched	chr16	66549123	66561368	3	11214	30057.8015	459	1
4_MACS_peak_10903_lociStitched	chr16	17365326	17379814	4	13002	22876.552	460	1
1_MACS_peak_17081_lociStitched	chr2	182168325	182180328	1	12004	27161.5887	461	1
4_MACS_peak_8610_lociStitched	chr14	50317814	50335892	4	12026	27039.2646	462	1
1_MACS_peak_26005_lociStitched	chr6	74224025	74234557	1	10533	32000.4288	463	1
4_MACS_peak_29872_lociStitched	chr8	124541644	124561114	4	12349	25680.93	464	1
3_MACS_peak_23602_lociStitched	chr5	53932618	53948698	3	11217	29772.12	465	1
2_MACS_peak_17615_lociStitched	chr2	232570144	232579358	2	8838	36052.5392	467	1
4_MACS_peak_20231_lociStitched	chr3	69128184	69145495	4	13405	20184.626	468	1
2_MACS_peak_24938_lociStitched	chr5	180227983	180239223	2	10904	30650.356	469	1
4_MACS_peak_30851_lociStitched	chr9	92038942	92059444	4	12568	24243.615	470	1
3_MACS_peak_14778_lociStitched	chr19	39137449	39151153	3	13369	19954.3944	471	1
1_MACS_peak_17199_lociStitched	chr2	197148415	197160907	1	12493	24243.2244	472	1
2_MACS_peak_28450_lociStitched	chr7	134670449	134682742	2	11222	29173.7476	473	1
2_MACS_peak_7525_lociStitched	chr12	125397232	125413008	2	11584	27904.5888	474	1
1_MACS_peak_7102_lociStitched	chr12	94541415	94554271	1	12857	22312.8736	476	1
4_MACS_peak_10551_lociStitched	chr15	101735504	101751567	4	11213	28964.8016	477	1
3_MACS_peak_25512_lociStitched	chr6	31619000	31634971	3	10316	31699.2408	478	1
5_MACS_peak_20941_lociStitched	chr3	146257139	146280579	5	13279	19682.568	479	1
3_MACS_peak_9304_lociStitched	chr14	103240369	103257334	3	12603	23026.5945	480	1
3_MACS_peak_27066_lociStitched	chr7	18533772	18549688	3	12797	21995.912	481	1
1_MACS_peak_6688_lociStitched	chr12	51712056	51722704	1	10649	30294.6248	482	1
2_MACS_peak_21252_lociStitched	chr3	178422302	178435435	2	10799	29670.0736	483	1
3_MACS_peak_2016_lociStitched	chr1	161028481	161041347	3	10452	30563.183	484	1
1_MACS_peak_16256_lociStitched	chr2	74424808	74435923	1	11116	28325.466	485	1
3_MACS_peak_13124_lociStitched	chr17	74775964	74788934	3	12013	24832.362	486	1
1_MACS_peak_7054_lociStitched	chr12	89737919	89749206	1	11288	27544.7948	487	1
1_MACS_peak_32216_lociStitched	chrX	81473495	81486137	1	12643	21659.5386	488	1
3_MACS_peak_13257_lociStitched	chr17	79815984	79831223	3	10291	30574.0057	489	1
1_MACS_peak_7246_lociStitched	chr12	109020390	109031869	1	11480	26511.8984	490	1
4_MACS_peak_2208_lociStitched	chr1	179048417	179062092	4	11770	25175.675	491	1
5_MACS_peak_5368_lociStitched	chr11	66867126	66890208	5	11049	27799.9608	492	1
4_MACS_peak_5121_lociStitched	chr11	59315396	59334476	4	11363	26635.68	493	1
2_MACS_peak_1835_lociStitched	chr1	154179674	154195217	2	9550	32248.6164	494	1
2_MACS_peak_17954_lociStitched	chr20	17943751	17954821	2	10919	28124.442	495	1
1_MACS_peak_24369_lociStitched	chr5	133976874	133987406	1	10533	29373.748	496	1
3_MACS_peak_8426_lociStitched	chr14	24604524	24618026	3	10498	29435.7102	498	1
1_MACS_peak_20623_lociStitched	chr3	121509724	121519092	1	9369	32600.64	499	1
2_MACS_peak_734_lociStitched	chr1	37933281	37946594	2	11020	27709.6782	500	1
2_MACS_peak_25308_lociStitched	chr6	26214643	26225449	2	10419	29667.873	501	1
5_MACS_peak_18374_lociStitched	chr20	46114476	46136310	5	12115	23270.6772	502	1
1_MACS_peak_16297_lociStitched	chr2	80751380	80760699	1	9320	32593.2025	503	1
2_MACS_peak_12196_lociStitched	chr17	27045881	27056707	2	10630	28836.1336	504	1
4_MACS_peak_8982_lociStitched	chr14	76326674	76345429	4	12383	21761.4265	505	1
4_MACS_peak_17273_lociStitched	chr2	202084691	202102312	4	12013	23506.414	506	1
4_MACS_peak_11119_lociStitched	chr16	30344000	30367913	4	12396	21528.8739	507	1
3_MACS_peak_11279_lociStitched	chr16	54956588	54971460	3	10608	28537.8808	508	1
4_MACS_peak_11661_lociStitched	chr16	87409017	87428235	4	12046	22969.3536	509	1
1_MACS_peak_31975_lociStitched	chrX	48768112	48779742	1	11631	24739.336	510	1
1_MACS_peak_12149_lociStitched	chr17	21246976	21254925	1	7950	35165.5811	511	1
5_MACS_peak_13187_lociStitched	chr17	76731899	76756316	5	12842	18307.8666	513	1
3_MACS_peak_18087_lociStitched	chr20	31254628	31270460	3	11603	24169.1312	514	1
5_MACS_peak_10041_lociStitched	chr15	67357277	67380337	5	12827	17933.762	515	1
3_MACS_peak_20185_lociStitched	chr3	61545509	61563112	3	12226	21278.5064	516	1
3_MACS_peak_18534_lociStitched	chr20	57461158	57473258	3	10721	27422.23	517	1
4_MACS_peak_11023_lociStitched	chr16	24982679	25001209	4	12387	20342.234	518	1
1_MACS_peak_9448_lociStitched	chr15	23609035	23619322	1	10288	28800.5139	519	1
3_MACS_peak_28941_lociStitched	chr8	27223588	27241084	3	12421	19892.952	520	1
1_MACS_peak_13776_lociStitched	chr18	56316081	56327539	1	11459	24186.6922	521	1
2_MACS_peak_18774_lociStitched	chr21	34696177	34712244	2	10889	26234.1976	522	1
1_MACS_peak_30037_lociStitched	chr8	138346862	138354645	1	7784	34565.8596	523	1
2_MACS_peak_26378_lociStitched	chr6	112152743	112168959	2	10657	27027.2072	524	1
1_MACS_peak_14899_lociStitched	chr19	42782147	42790544	1	8398	33216.8526	525	1
2_MACS_peak_29917_lociStitched	chr8	126647454	126661575	2	11079	25400.8548	526	1
2_MACS_peak_12054_lociStitched	chr17	17584101	17599281	2	9963	29124.348	527	1
4_MACS_peak_5271_lociStitched	chr11	64835528	64853131	4	12088	20878.9183	528	1
3_MACS_peak_6820_lociStitched	chr12	57071488	57089979	3	9835	29452.4648	529	1
4_MACS_peak_5135_lociStitched	chr11	60666302	60684883	4	11573	23211.3852	530	1
2_MACS_peak_18066_lociStitched	chr20	30787630	30797097	2	8880	31913.257	531	1
2_MACS_peak_8698_lociStitched	chr14	55563816	55575283	2	9551	30102.0217	532	1
4_MACS_peak_24816_lociStitched	chr5	171600789	171616284	4	10886	25786.779	533	1
2_MACS_peak_24843_lociStitched	chr5	173163369	173174415	2	9655	29749.0872	534	1
2_MACS_peak_4832_lociStitched	chr11	18403904	18418730	2	9390	30474.843	535	1
2_MACS_peak_25190_lociStitched	chr6	16756530	16766884	2	10226	27999.2868	536	1
2_MACS_peak_18602_lociStitched	chr20	62357946	62373018	2	11485	23332.9632	537	1
4_MACS_peak_29900_lociStitched	chr8	126219793	126239711	4	12451	18454.027	538	1
2_MACS_peak_25792_lociStitched	chr6	44223687	44234045	2	10347	27431.0914	540	1
1_MACS_peak_31358_lociStitched	chr9	131445353	131453926	1	8574	32330.4976	541	1
4_MACS_peak_24411_lociStitched	chr5	137898936	137912364	4	11952	20867.112	542	1
2_MACS_peak_3169_lociStitched	chr10	6961691	6973063	2	8525	32341.968	543	1
2_MACS_peak_23486_lociStitched	chr5	37797643	37812628	2	9489	29850.12	544	1
2_MACS_peak_17720_lociStitched	chr2	241498398	241509872	2	10886	25320.8232	545	1
4_MACS_peak_19747_lociStitched	chr3	15834542	15851433	4	12003	20392.5043	546	1
2_MACS_peak_9149_lociStitched	chr14	91876284	91886143	2	9396	29892.488	548	1
2_MACS_peak_25534_lociStitched	chr6	31937586	31952892	2	10434	26705.9088	549	1
1_MACS_peak_24887_lociStitched	chr5	176851972	176860649	1	8678	31713.5673	550	1
5_MACS_peak_26264_lociStitched	chr6	105927791	105944752	5	12275	18529.8925	551	1
2_MACS_peak_1561_lociStitched	chr1	118147772	118160305	2	12262	18555.1065	552	1
2_MACS_peak_12594_lociStitched	chr17	43384882	43396075	2	9058	30663.2235	553	1
2_MACS_peak_11599_lociStitched	chr16	82683351	82694465	2	8440	32159.4704	554	1
1_MACS_peak_18804_lociStitched	chr21	36254034	36263239	1	9206	30247.63	555	1
1_MACS_peak_1563_lociStitched	chr1	118166802	118178132	1	11331	23038.422	556	1
4_MACS_peak_12730_lociStitched	chr17	48223997	48241866	4	11009	24264.3151	557	1
2_MACS_peak_10816_lociStitched	chr16	11668278	11682164	2	10852	24757.3494	558	1
1_MACS_peak_15172_lociStitched	chr19	50424508	50434455	1	9948	27759.0929	559	1
2_MACS_peak_14044_lociStitched	chr19	2607356	2622711	2	10972	24096.6015	561	1
1_MACS_peak_4232_lociStitched	chr10	103872154	103881179	1	9026	30357.3925	562	1
2_MACS_peak_16862_lociStitched	chr2	158323684	158338226	2	10735	24842.0986	563	1
3_MACS_peak_13295_lociStitched	chr17	80405427	80417916	3	8833	30633.0192	564	1
1_MACS_peak_12955_lociStitched	chr17	65641817	65649835	1	8019	32413.5668	565	1
1_MACS_peak_30476_lociStitched	chr9	33815942	33825631	1	9690	28119.4158	566	1
1_MACS_peak_23421_lociStitched	chr5	32274613	32285066	1	10454	25597.3064	567	1
2_MACS_peak_25106_lociStitched	chr6	11824596	11836818	2	10719	24585.7752	568	1
6_MACS_peak_14965_lociStitched	chr19	45502263	45522600	6	11423	21549.0852	569	1
2_MACS_peak_1817_lociStitched	chr1	153754331	153766237	2	7613	33083.2022	570	1
3_MACS_peak_25636_lociStitched	chr6	36091718	36109995	3	9223	29188.369	571	1
2_MACS_peak_11698_lociStitched	chr16	89032884	89046220	2	9668	27828.2312	573	1
3_MACS_peak_21042_lociStitched	chr3	156529842	156545492	3	10758	24041.53	574	1
2_MACS_peak_30883_lociStitched	chr9	94179388	94192419	2	9066	29440.9383	576	1
2_MACS_peak_20464_lociStitched	chr3	108009721	108022155	2	10415	25226.0992	577	1
2_MACS_peak_22313_lociStitched	chr4	87854694	87869458	2	9576	27961.5396	578	1
2_MACS_peak_29859_lociStitched	chr8	124045425	124056028	2	10333	25398.4262	579	1
2_MACS_peak_25920_lociStitched	chr6	56697359	56709625	2	10051	26337.5552	580	1
1_MACS_peak_26284_lociStitched	chr6	106610083	106617741	1	7659	32544.2026	581	1
2_MACS_peak_21135_lociStitched	chr3	167802223	167815055	2	10911	22852.5088	582	1
2_MACS_peak_20501_lociStitched	chr3	111804509	111817897	2	10138	25739.7688	584	1
3_MACS_peak_6844_lociStitched	chr12	57910654	57920804	3	8669	30007.46	585	1
2_MACS_peak_20827_lociStitched	chr3	135906666	135917733	2	9090	28868.2695	586	1
1_MACS_peak_2271_lociStitched	chr1	183808997	183817292	1	8296	30836.6625	587	1
4_MACS_peak_5501_lociStitched	chr11	73082905	73099929	4	11915	17533.0176	588	1
3_MACS_peak_9850_lociStitched	chr15	52965777	52976831	3	10354	24732.2196	589	1
1_MACS_peak_23131_lociStitched	chr4	185452972	185460631	1	7660	32167.0341	591	1
2_MACS_peak_25247_lociStitched	chr6	21586459	21598419	2	8171	30940.52	593	1
1_MACS_peak_22746_lociStitched	chr4	140127316	140137401	1	10086	25427.3105	594	1
1_MACS_peak_12805_lociStitched	chr17	55430599	55438440	1	7842	31541.2066	595	1
2_MACS_peak_4252_lociStitched	chr10	104401117	104409630	2	7883	31426.5908	596	1
5_MACS_peak_6733_lociStitched	chr12	53763570	53784199	5	11163	20967.3156	597	1
3_MACS_peak_29576_lociStitched	chr8	97623687	97635518	3	8627	29617.7254	598	1
1_MACS_peak_20919_lociStitched	chr3	143141516	143151073	1	9558	26855.17	599	1
3_MACS_peak_23_lociStitched	chr1	1135469	1151769	3	10156	24831.42	600	1
3_MACS_peak_12387_lociStitched	chr17	37022819	37038722	3	9084	28234.1862	601	1
4_MACS_peak_475_lociStitched	chr1	25557932	25575169	4	10382	23959.43	603	1
2_MACS_peak_8672_lociStitched	chr14	53610830	53621153	2	9714	26184.2895	604	1
2_MACS_peak_31056_lociStitched	chr9	108016879	108027674	2	10792	22154.5785	605	1
2_MACS_peak_1938_lociStitched	chr1	156627289	156638430	2	10068	24847.7723	607	1
3_MACS_peak_31676_lociStitched	chrX	12991779	13006272	3	11234	19881.4974	608	1
2_MACS_peak_18364_lociStitched	chr20	45315216	45327390	2	9196	27451.1526	609	1
1_MACS_peak_5634_lociStitched	chr11	82866278	82874442	1	8165	30103.1172	610	1
5_MACS_peak_17998_lociStitched	chr20	23329669	23347618	5	10249	23848.8363	611	1
3_MACS_peak_6653_lociStitched	chr12	50134494	50151849	3	11212	19588.5885	612	1
1_MACS_peak_6975_lociStitched	chr12	72078912	72090043	1	11132	19981.2581	613	1
2_MACS_peak_1273_lociStitched	chr1	87791851	87803260	2	10921	20969.742	614	1
2_MACS_peak_22215_lociStitched	chr4	77221023	77230269	2	9198	27222.9978	615	1
3_MACS_peak_26557_lociStitched	chr6	134555974	134572210	3	11520	17854.7292	616	1
3_MACS_peak_27635_lociStitched	chr7	73623294	73636536	3	10422	23018.5686	617	1
2_MACS_peak_9867_lociStitched	chr15	55568234	55583349	2	10870	21085.425	618	1
1_MACS_peak_5693_lociStitched	chr11	93465142	93476292	1	11151	19739.96	619	1
2_MACS_peak_21370_lociStitched	chr3	185646466	185661607	2	11158	19684.8141	620	1
3_MACS_peak_15139_lociStitched	chr19	49953628	49964720	3	9201	26961.3244	621	1
2_MACS_peak_23274_lociStitched	chr5	6445636	6456071	2	9505	25932.0185	623	1
3_MACS_peak_32390_lociStitched	chrX	118815502	118827741	3	11192	19021.8538	624	1
1_MACS_peak_10901_lociStitched	chr16	17316089	17323776	1	7688	30678.817	625	1
3_MACS_peak_1855_lociStitched	chr1	154907765	154920998	3	9500	25849.3422	626	1
2_MACS_peak_13831_lociStitched	chr18	60980088	60990459	2	9879	24444.447	628	1
3_MACS_peak_1753_lociStitched	chr1	150583587	150603453	3	11028	19643.5008	629	1
2_MACS_peak_4021_lociStitched	chr10	90143498	90152683	2	9036	27071.869	630	1
2_MACS_peak_5200_lociStitched	chr11	62597334	62610759	2	8781	27780.3525	631	1
5_MACS_peak_16260_lociStitched	chr2	74681363	74700872	5	10316	22620.6855	632	1
1_MACS_peak_16361_lociStitched	chr2	86842762	86851810	1	9049	26951.2776	633	1
4_MACS_peak_25225_lociStitched	chr6	20400865	20417279	4	10143	23270.1278	634	1
