GENE_ID	locusLine	bin_1_NCI-H929.jin.bam
NM_007271	chr6(.):36456668-36520247	0.1322
NR_037491	chr6(.):36585212-36595289	0.1282
NM_020939	chr6(.):36703554-36812220	0.285
NM_001402	chr6(.):74220472-74235755	2.6007
NM_002043	chr6(.):89962238-90029967	0.5887
NM_021244	chr6(.):90069334-90126995	0.4966
NM_182907	chr6(.):106541814-106562811	2.5422
NM_001198	chr6(.):106529194-106562814	2.6224
NR_037463	chr6(.):157945163-157955232	0.2456
NM_030796	chr7(.):55533305-55645200	0.8111
NM_001913	chr7(.):101454291-101932250	0.154
NM_181500	chr7(.):101454302-101932250	0.154
NM_022740	chr7(.):139241315-139482693	0.2039
NM_006547	chr7(.):23344827-23514995	0.3683
NR_036554	chr7(.):29720687-29787019	0.3939
NR_003502	chr7(.):32762561-32774595	1.6616
NR_036680	chr7(.):32615552-32763780	0.0392
NM_004577	chr7(.):56073743-56124268	0.2236
NM_017984	chr7(.):99993494-100031302	0.7451
NM_017621	chr7(.):102091666-102110321	0.2501
NM_182931	chr7(.):104649636-104759532	0.4357
NM_001166254	chr7(.):139473046-139725125	0.2532
NM_018238	chr7(.):141246077-141359209	0.2563
NM_173680	chr7(.):150071405-150100719	0.6223
NR_026676	chr7(.):23525006-23536031	0.1533
NR_036482	chr7(.):29719769-29732859	1.9126
NR_024278	chr7(.):29680537-29729754	0.8572
NR_027347	chr7(.):29719387-29730437	2.3034
NR_036501	chr7(.):32792897-32807536	0.1862
NR_030320	chr7(.):32767592-32777689	1.9435
NM_015411	chr7(.):56126916-56153365	0.3415
NM_001145712	chr7(.):56177373-56189090	0.2538
NM_006213	chr7(.):56143674-56165689	0.2651
NM_016139	chr7(.):56164265-56179187	2.3944
NM_001762	chr7(.):56114377-56136682	0.6563
NR_002957	chr7(.):56123162-56133295	0.7268
NM_001163636	chr7(.):74067029-74180022	0.4648
NM_173564	chr7(.):100076549-100097422	0.1629
NM_030935	chr7(.):100059141-100081902	0.2549
NM_145030	chr7(.):100027911-100039094	0.9649
NM_019606	chr7(.):100022253-100036749	2.1877
NM_001194992	chr7(.):100021412-100036749	2.0726
NM_001004323	chr7(.):100049237-100066894	0.0734
NM_020979	chr7(.):101923404-101967178	1.196
NR_036245	chr7(.):101931368-101941453	0.7384
NM_032831	chr7(.):102068995-102102268	1.5041
NM_024653	chr7(.):102031803-102072129	1.0203
NM_001146210	chr7(.):101981191-102001889	0.0729
NM_006234	chr7(.):102108547-102124381	0.3091
NM_152892	chr7(.):102100389-102118612	0.2613
NR_027374	chr7(.):104530074-104572092	0.2191
NR_024586	chr7(.):104645988-104659588	3.1072
NM_013400	chr7(.):150060878-150076133	2.5411
NM_014374	chr7(.):150063257-150076133	2.9879
NR_027237	chr7(.):150097839-150114558	2.1442
NM_175571	chr7(.):150142961-150181483	0.0576
NR_034033	chr7(.):150125741-150150228	0.3331
NM_152564	chr8(.):100020493-100894808	0.1261
NM_004103	chr8(.):27163998-27321903	0.4167
NM_173176	chr8(.):27178053-27321903	0.417
NM_173175	chr8(.):27178080-27321903	0.417
NM_001101676	chr8(.):119196694-119639184	0.2571
NM_207506	chr8(.):119385226-119639184	0.3874
NR_026814	chr8(.):11220910-11301166	0.4838
NM_015254	chr8(.):28919794-29125610	0.2821
NM_024787	chr8(.):33400272-33429643	2.6492
NM_023034	chr8(.):38127560-38244790	0.3183
NM_032410	chr8(.):42747032-42890682	0.3311
NM_001160224	chr8(.):42699779-42756866	1.0249
NM_001160225	chr8(.):42703437-42756866	1.0794
NM_005079	chr8(.):80942104-81088836	0.6
NM_178812	chr8(.):98651406-98747488	0.5577
NM_018002	chr8(.):107277405-107769921	0.1335
NM_181354	chr8(.):107665035-107769921	0.3195
NM_001198532	chr8(.):107455151-107769921	0.1604
NM_022783	chr8(.):120880899-121068157	0.3863
NM_173685	chr8(.):126099082-126384367	0.3542
NM_003033	chr8(.):134462090-134589183	0.4088
NM_053279	chr8(.):11273972-11329276	0.9687
NM_005605	chr8(.):22293595-22403637	0.6659
NM_171982	chr8(.):27137403-27173834	0.2084
NR_026765	chr8(.):29573775-29610625	0.3092
NM_025115	chr8(.):33351235-33375656	0.5731
NM_001102401	chr8(.):33351235-33375703	0.572
NM_024025	chr8(.):33443853-33462439	0.3679
NM_144652	chr8(.):38239019-38271061	0.9915
NM_017778	chr8(.):38168934-38244790	0.4518
NM_018105	chr8(.):42686816-42703474	0.8289
NM_014294	chr8(.):71480452-71525694	0.9285
NM_004374	chr8(.):100885222-100911242	0.6427
NM_024410	chr8(.):103558847-103578245	0.2613
NM_001032282	chr8(.):103656004-103671168	1.7541
NM_005655	chr8(.):103656004-103672983	1.5873
NM_148174	chr8(.):103833535-103881397	0.5977
NM_201378	chr8(.):144984320-145052697	0.4131
NM_032789	chr8(.):145046319-145065635	0.3616
NM_000445	chr8(.):144984320-145055913	0.4021
NM_201381	chr8(.):144984320-145023905	0.4547
NM_201382	chr8(.):144984320-145023110	0.4219
NM_201383	chr8(.):144984320-145021692	0.4048
NM_201379	chr8(.):144984320-145033088	0.4976
NM_001009184	chr8(.):145059225-145072583	0.2346
NM_201384	chr8(.):144984320-145018758	0.431
NR_030383	chr8(.):145014358-145024447	0.8913
NM_201380	chr8(.):144984320-145030044	0.5179
NR_003529	chr9(.):21989789-22126093	0.2617
NM_001206	chr9(.):72994512-73034573	0.491
NM_007203	chr9(.):112537576-112939791	0.2138
NM_001004065	chr9(.):112805877-112939791	0.4514
NM_005047	chr9(.):123573331-123610206	0.1978
NM_001171137	chr9(.):125878907-126035855	0.1334
NM_018387	chr9(.):125878907-126035843	0.1334
NM_013355	chr9(.):131459801-131488199	0.2348
NM_015033	chr9(.):132644465-132810473	0.3749
NM_004936	chr9(.):21997901-22014312	0.115
NR_024274	chr9(.):21962137-21972753	0.0351
NM_058197	chr9(.):21962750-21979826	0.0303
NM_000077	chr9(.):21962750-21980132	0.03
NM_058195	chr9(.):21962750-21999490	0.7832
NM_001170	chr9(.):33379947-33407517	0.1364
NM_139235	chr9(.):33456350-33478941	0.4784
NM_004925	chr9(.):33436159-33452590	0.382
NR_033912	chr9(.):93820575-93842414	0.2149
NM_001083603	chr9(.):98200263-98284247	0.6011
NM_001083606	chr9(.):98200263-98274699	0.6445
NM_001083607	chr9(.):98200263-98274481	0.6458
NM_001083605	chr9(.):98200263-98275322	0.6396
NM_000264	chr9(.):98200263-98275831	0.6355
NM_001012993	chr9(.):112956845-112975413	0.1356
NM_001136562	chr9(.):112882780-112939791	0.6141
NM_000608	chr9(.):117087068-117100536	0.0989
NM_030767	chr9(.):117091432-117161685	1.1044
NM_000607	chr9(.):117080302-117093759	0.0827
NM_005658	chr9(.):123659670-123694173	0.3411
NM_015651	chr9(.):123612930-123644606	1.1783
NM_001190945	chr9(.):123659670-123696451	0.3501
NM_001190947	chr9(.):123659670-123681850	0.1694
NM_001009936	chr9(.):123626852-123644606	2.0444
NR_024408	chr9(.):123600319-123621651	0.3305
NM_173689	chr9(.):126113447-126146032	0.0811
NM_005489	chr9(.):130495595-130538621	0.2767
NM_001142532	chr9(.):130495595-130529697	0.3024
NM_001142533	chr9(.):130495595-130522583	0.3575
NM_001142531	chr9(.):130495595-130529719	0.3031
NM_001142534	chr9(.):130495595-130522561	0.3577
NM_170600	chr9(.):130495595-130546048	0.4298
NM_001085347	chr9(.):130488802-130502604	0.6295
NM_001018078	chr9(.):130560507-130581556	0.4051
NM_001261	chr9(.):130543304-130558052	1.3143
NM_004957	chr9(.):130560153-130581556	0.4008
NR_036055	chr9(.):130543196-130553286	1.8691
NM_001122821	chr9(.):131440933-131463675	1.0281
NM_052844	chr9(.):131390939-131424129	0.3434
NM_003011	chr9(.):131446508-131463675	1.1348
NM_032799	chr9(.):131478148-131491408	0.2844
NM_016520	chr9(.):132584563-132602572	0.458
NM_006676	chr9(.):132592695-132649107	0.3783
NM_001008563	chr9(.):132592756-132649107	0.3788
NM_001123384	chrX(.):39905498-40041582	0.8977
NM_144495	chrX(.):48750194-48765420	0.4104
NM_001167990	chrX(.):48750212-48765420	0.4102
NM_001032384	chrX(.):48750538-48765420	0.4173
NM_001167992	chrX(.):48750774-48765420	0.424
NM_005334	chrX(.):153208007-153241819	2.09
NM_017745	chrX(.):39905498-39961719	0.4635
NM_001167947	chrX(.):48745729-48760426	0.5073
NM_001042498	chrX(.):48755888-48774235	0.3941
NM_001136158	chrX(.):48774302-48819893	1.2449
NM_001136159	chrX(.):48774302-48820648	1.2265
NM_006875	chrX(.):48765458-48781413	1.5143
NM_004979	chrX(.):48813638-48833251	0.51
NM_005660	chrX(.):48755458-48773917	0.3912
NM_001032289	chrX(.):48755889-48773933	0.355
NM_003399	chrX(.):128867945-128908525	0.6064
NM_018990	chrX(.):128908891-128934176	1.0364
NM_000054	chrX(.):153165528-153177620	0.1041
NM_000425	chrX(.):153121970-153146399	0.045
NM_003491	chrX(.):153190376-153205468	4.977
NM_001666	chrX(.):153167829-153196714	2.0335
NM_002910	chrX(.):153195721-153215232	1.4441
NR_027419	chrX(.):153162984-153177620	0.096
NM_001025243	chrX(.):153270956-153290342	1.5847
NM_003492	chrX(.):153232990-153253646	4.4951
NR_031757	chrX(.):153280370-153290440	2.4208
NR_036175	chrX(.):153241548-153251627	2.7878
NR_036174	chrX(.):153241547-153251628	2.788
NM_001110556	chrX(.):153571899-153608006	0.7849
NM_000117	chrX(.):153602596-153614883	1.6806
NM_014235	chrX(.):153707055-153719932	1.7009
NM_006730	chrX(.):153624578-153642575	2.2593
NM_001183	chrX(.):153651977-153669862	0.6191
NM_001009934	chrX(.):153624578-153645427	1.9592
NR_000011	chrX(.):153623621-153633756	2.9533
NM_001171133	chrX(.):153728326-153749566	0.4228
NM_006014	chrX(.):153700240-153712596	0.5839
NM_000116	chrX(.):153634876-153655063	0.5686
NR_026898	chrX(.):153621570-153635680	2.1355
NM_019848	chrX(.):153710649-153724002	1.2315
NM_004699	chrX(.):153667484-153684002	0.2665
NM_001493	chrX(.):153660258-153676814	0.7179
NM_017514	chrX(.):153681622-153706985	0.2671
NM_015892	chr10(.):125762181-125856930	0.9494
NM_014863	chr10(.):125774168-125856930	1.0749
NM_022124	chr10(.):73151690-73580704	0.1727
NM_001171930	chr10(.):73151690-73497481	0.1504
NM_001083591	chr10(.):11201992-11383672	0.3622
NM_001025077	chr10(.):11042258-11383672	0.2401
NM_006561	chr10(.):11054892-11383672	0.2482
NM_172242	chr10(.):22629398-22711539	0.4046
NM_022365	chr10(.):22040476-22297650	0.1502
NM_022153	chr10(.):73502313-73538337	0.5228
NM_020338	chr10(.):80823791-81081285	0.3754
NM_000314	chr10(.):89618194-89733532	0.3569
NM_032810	chr10(.):89507874-89582917	0.0998
NM_178150	chr10(.):5927213-5984556	0.7845
NM_032807	chr10(.):5931348-5984556	0.8089
NM_019046	chr10(.):5898688-5936860	0.6449
NM_001009941	chr10(.):5915049-5936860	1.0596
NM_005180	chr10(.):22605005-22625414	2.3065
NM_012071	chr10(.):22600298-22614237	3.5755
NM_001164375	chr10(.):73466457-73484578	0.1391
NM_001168390	chr10(.):73466457-73502581	1.0771
NM_019058	chr10(.):74028676-74040797	1.4874
NM_017626	chr10(.):74087587-74119907	1.5453
NR_028492	chr10(.):89573069-89610369	0.1603
NM_001126049	chr10(.):89613917-89628194	2.421
NM_030912	chr10(.):104399251-104423076	1.5751
NM_005871	chr10(.):112047797-112069707	0.3354
NM_004419	chr10(.):112252624-112276302	1.1303
NM_006819	chr11(.):63948586-63977020	0.7959
NM_001098517	chr11(.):115039344-115380241	0.5827
NM_002855	chr11(.):119526702-119604435	0.7377
NM_203285	chr11(.):119503807-119604435	0.5932
NM_032873	chr11(.):122521397-122690187	0.9785
NM_014818	chr11(.):8628583-8685383	0.0796
NM_024092	chr11(.):60676370-60695915	0.7503
NM_001077241	chr11(.):65137662-65155142	1.0765
NR_002819	chr11(.):65260232-65278939	1.9754
NM_176796	chr11(.):72970569-73013850	0.7691
NM_176798	chr11(.):72975938-73013850	0.864
NM_004154	chr11(.):72978246-73014664	0.8921
NM_014488	chr11(.):82687477-82787884	0.4637
NM_006006	chr11(.):113925430-114126397	0.4283
NM_001018011	chr11(.):113926287-114126397	0.4295
NM_198489	chr11(.):118863851-118891455	0.9181
NM_015313	chr11(.):120202617-120365645	0.4047
NM_032531	chr11(.):126288395-126875766	0.2668
NR_033839	chr11(.):126206611-126230482	1.1949
NM_001161707	chr11(.):126295836-126875766	0.2654
NM_002017	chr11(.):128558812-128688162	0.8386
NM_001167681	chr11(.):128557388-128688162	0.8316
NM_182612	chr11(.):762222-782487	0.5943
NR_002585	chr11(.):806680-816814	1.9226
NM_001025239	chr11(.):837823-872116	0.3953
NM_001025234	chr11(.):839080-872116	0.4062
NM_145886	chr11(.):794178-810250	1.5863
NM_016564	chr11(.):782109-795126	0.3694
NM_021128	chr11(.):834720-847529	0.9295
NM_139029	chr11(.):827951-843835	0.8836
NM_173584	chr11(.):822584-836991	0.2206
NM_024698	chr11(.):785474-801263	0.7692
NM_001004	chr11(.):804935-817876	1.6997
NM_001025237	chr11(.):839445-872116	0.4104
NM_020376	chr11(.):813900-830571	0.4956
NM_001191060	chr11(.):785474-802995	0.7011
NM_001191061	chr11(.):785474-803269	0.6932
NM_001025235	chr11(.):837940-872116	0.3966
NM_138567	chr11(.):1850673-1863750	0.2758
NM_002339	chr11(.):1869199-1918493	0.8748
NM_001145829	chr11(.):1855718-1867910	0.3279
NM_001013253	chr11(.):1884902-1918493	0.0928
NM_001145841	chr11(.):1856431-1867910	0.3458
NM_001013255	chr11(.):1887153-1918493	0.0919
NM_003282	chr11(.):1855232-1867910	0.3177
NM_001013254	chr11(.):1887098-1918493	0.0918
NR_036185	chr11(.):1875693-1885766	0.3777
NR_002580	chr11(.):8700773-8710903	2.3998
NR_002977	chr11(.):8701985-8712116	2.4103
NM_000990	chr11(.):8698994-8716419	1.4228
NM_004778	chr11(.):60613397-60628444	0.1094
NM_207341	chr11(.):60630014-60648164	0.3023
NM_014502	chr11(.):60653019-60679061	0.4689
NM_016582	chr11(.):60699554-60724257	0.0912
NM_178031	chr11(.):60686912-60709631	0.1087
NM_004470	chr11(.):64003412-64016607	1.9455
NM_000932	chr11(.):64013994-64041924	0.6445
NM_005528	chr11(.):63992752-64006753	0.9258
NM_001160390	chr11(.):63986270-63998726	0.5953
NM_032344	chr11(.):63988737-64002488	0.6385
NM_004322	chr11(.):64032299-64057176	0.8313
NM_178443	chr11(.):63969151-63996363	0.5411
NM_057092	chr11(.):64004587-64016607	2.1181
NM_033310	chr11(.):64053792-64072503	0.6231
NM_003377	chr11(.):63997265-64011259	1.7077
NM_020155	chr11(.):64048581-64061972	0.5803
NM_001135208	chr11(.):64003603-64016607	1.9715
NM_001039496	chr11(.):64062862-64077239	1.324
NM_001170726	chr11(.):64046810-64061972	0.5232
NM_001160393	chr11(.):63986270-63998341	0.5563
NM_001170881	chr11(.):64047284-64061972	0.5373
NM_001177358	chr11(.):64047282-64061972	0.5372
NM_138689	chr11(.):64006950-64019413	1.8335
NM_000244	chr11(.):64565985-64583188	0.1877
NM_130803	chr11(.):64565985-64583766	0.1827
NM_004579	chr11(.):64551608-64575713	0.1037
NM_017525	chr11(.):64586661-64617041	0.1378
NM_130800	chr11(.):64565985-64583035	0.189
NM_130802	chr11(.):64565985-64583213	0.1874
NR_029829	chr11(.):64653826-64663911	0.122
NM_006795	chr11(.):64615207-64651191	1.9815
NR_029578	chr11(.):64653608-64663718	0.1223
NR_028272	chr11(.):65185268-65199003	5.9254
NR_030343	chr11(.):65206928-65217028	0.6211
NM_031904	chr11(.):65149040-65185995	0.9048
NM_021070	chr11(.):65301029-65330699	0.4047
NM_001048218	chr11(.):65287547-65311182	0.474
NM_138768	chr11(.):69056621-69069754	2.3153
NM_014786	chr11(.):73014662-73085425	0.2668
NR_033347	chr11(.):82747505-82757640	0.0992
NM_006235	chr11(.):111217980-111255157	1.5259
NR_026691	chr11(.):117852105-117877199	1.0972
NR_003040	chr11(.):118868670-118879303	0.2829
NM_181721	chr11(.):118837416-118856995	0.0725
NM_000190	chr11(.):118950586-118969259	1.9176
NM_001028	chr11(.):118881421-118894057	1.854
NM_002105	chr11(.):118959584-118971177	2.0722
NM_016146	chr11(.):118884240-118899385	1.7207
NM_001024382	chr11(.):118953696-118969259	2.2698
NM_001164278	chr11(.):118890060-118906616	1.4225
NM_001130991	chr11(.):118909895-118932925	0.7732
NM_015517	chr11(.):118987287-119010765	0.2537
NM_006389	chr11(.):118909895-118932916	0.7735
NM_014807	chr11(.):118973092-118992827	0.9452
NM_021729	chr11(.):118933492-118957688	0.7227
NM_001382	chr11(.):118962212-118977785	2.7822
NM_001164280	chr11(.):118890060-118905278	1.5417
NR_037429	chr11(.):118884653-118894722	2.3993
NM_001142505	chr11(.):119015298-119038374	0.1489
NM_022169	chr11(.):119014749-119038374	0.1482
NM_203286	chr11(.):119540098-119604435	0.8656
NM_001198675	chr11(.):120190837-120209388	2.3783
NR_027288	chr11(.):122883273-122895319	0.0938
NM_006597	chr11(.):122923199-122937844	5.237
NM_001145290	chr11(.):124928012-124965412	1.5773
NM_001080546	chr11(.):124961398-124978205	0.1178
NM_017547	chr11(.):126134054-126153027	0.9475
NM_014026	chr11(.):126168646-126220644	1.1798
NM_148910	chr11(.):126147981-126168071	0.4747
NM_001177842	chr11(.):126127813-126143877	1.0231
NM_006278	chr11(.):126221095-126289533	0.5767
NM_152641	chr12(.):46118619-46306819	0.2308
NM_002392	chr12(.):69196970-69244212	0.7851
NM_006836	chr12(.):120560013-120637513	0.4284
NM_007273	chr12(.):7069516-7084891	0.8448
NM_001144831	chr12(.):7069514-7084916	0.8439
NM_006143	chr12(.):12808994-12854121	0.1738
NM_001033873	chr12(.):51634132-51668994	0.0961
NM_001031628	chr12(.):51634132-51669202	0.0962
NM_000966	chr12(.):53599352-53631036	0.8979
NM_001042728	chr12(.):53599352-53619150	1.2896
NM_013449	chr12(.):56984379-57035163	0.3253
NM_014868	chr12(.):120967131-121020397	0.5193
NM_003959	chr12(.):123315038-123352507	0.2239
NM_001082959	chr12(.):125257173-125353519	0.1502
NM_006312	chr12(.):124803960-125057010	0.2752
NM_198827	chr12(.):131433451-131631008	0.2725
NM_001975	chr12(.):7018613-7037859	0.2174
NM_002831	chr12(.):7055433-7075479	2.3406
NR_029779	chr12(.):7067861-7077929	1.613
NM_080548	chr12(.):7050739-7075479	2.0727
NM_001007026	chr12(.):7028625-7056484	0.5687
NM_006992	chr12(.):7008896-7028406	0.1181
NM_001940	chr12(.):7032479-7056484	0.6513
NR_003010	chr12(.):7071499-7081769	0.7247
NM_138425	chr12(.):7048202-7060165	0.5952
NR_029682	chr12(.):7068259-7078354	1.3878
NM_005768	chr12(.):7080346-7130842	0.0943
NM_006331	chr12(.):7074943-7090165	0.4546
NR_036052	chr12(.):9387065-9397147	0.0239
NR_026672	chr12(.):9902163-9918497	0.0881
NM_172004	chr12(.):9870090-9890860	1.204
NR_036052	chr12(.):12259885-12269967	0.0512
NM_004064	chr12(.):12865301-12880305	3.4933
NR_030344	chr12(.):12912582-12922677	0.039
NM_001130415	chr12(.):12873850-12949399	0.4277
NR_028408	chr12(.):46114502-46126704	3.0784
NM_001098532	chr12(.):48123452-48157181	0.357
NM_017842	chr12(.):48161966-48181536	0.3078
NM_006105	chr12(.):48123452-48157244	0.3569
NM_001098531	chr12(.):48123452-48157889	0.3516
NM_001098416	chr12(.):48171506-48218763	0.961
NM_001971	chr12(.):51717226-51745463	0.7729
NM_016293	chr12(.):51669821-51722938	0.5492
NM_001004304	chr12(.):53569534-53589654	0.6015
NM_000889	chr12(.):53580106-53606000	2.5079
NM_015989	chr12(.):53546446-53579430	0.305
NM_001170790	chr12(.):53640369-53653190	0.2
NM_032889	chr12(.):53640875-53653190	0.2077
NR_003046	chr12(.):57032463-57042538	0.7018
NM_001686	chr12(.):57026958-57044852	0.6532
NM_005594	chr12(.):57101210-57124066	0.8454
NR_002737	chr12(.):57033810-57043885	0.6889
NM_001113203	chr12(.):57101210-57124326	0.8359
NM_006601	chr12(.):57052124-57087078	1.3439
NM_001946	chr12(.):89736836-89751296	3.1876
NM_001032284	chr12(.):98904350-98949157	0.7462
NM_003276	chr12(.):98904350-98934412	1.0974
NR_027157	chr12(.):98901750-98915004	2.4286
NM_181724	chr12(.):108978621-108996894	0.063
NM_003006	chr12(.):109010679-109032670	1.6303
NM_001002	chr12(.):120629502-120644014	2.5894
NM_025157	chr12(.):120643249-120692957	0.0924
NM_003746	chr12(.):120928858-120941298	0.1798
NM_032314	chr12(.):120936081-120971964	0.1896
NM_198202	chr12(.):121011847-121024201	0.2121
NM_015918	chr12(.):121011847-121024197	0.2122
NM_019034	chr12(.):122210659-122236594	0.4961
NR_002809	chr12(.):122228172-122246390	3.7533
NM_015048	chr12(.):122237637-122275562	1.6593
NM_016638	chr12(.):123459879-123472460	0.9996
NM_024623	chr12(.):123454353-123469588	1.3654
NM_019624	chr12(.):123408538-123456056	0.9789
NM_024667	chr12(.):123344874-123385712	2.5692
NM_203444	chr12(.):123408538-123464752	1.0523
NM_021009	chr12(.):125391191-125404587	2.8169
NM_194356	chr12(.):131269146-131328811	0.1195
NM_006325	chr12(.):131351616-131365826	2.7239
NM_007368	chr13(.):114742193-114903095	0.6107
NM_022060	chr14(.):23062146-23086265	0.9414
NR_027004	chr14(.):94366075-94397718	0.1039
NM_000369	chr14(.):81416868-81617646	0.2065
NM_001018036	chr14(.):81416868-81580294	0.2202
NM_152446	chr14(.):80957820-81410884	0.0874
NM_001080414	chr14(.):91732666-91889133	1.6264
NM_023112	chr14(.):94487723-94520276	0.437
NM_001344	chr14(.):23028806-23063143	0.9735
NM_024558	chr14(.):50570349-50588297	0.1807
NM_001014830	chr14(.):50545368-50564361	0.251
NM_207442	chr14(.):69256463-69268190	2.586
NM_004926	chr14(.):69249374-69264785	2.0087
NM_024496	chr14(.):77485885-77500034	2.2643
NM_005065	chr14(.):81934238-82005205	1.0462
NM_016150	chr14(.):94395512-94428767	1.0329
NR_024182	chr14(.):94458615-94478898	1.4094
NR_024183	chr14(.):94458641-94483041	1.2773
NR_024184	chr14(.):94458641-94480209	1.399
NM_138344	chr14(.):94380257-94400944	0.0991
NM_152592	chr14(.):95878830-95947173	0.0669
NR_003002	chr14(.):95994691-96004966	1.1923
NR_001459	chr14(.):95994248-96006209	1.0373
NM_016417	chr14(.):95996322-96016055	0.637
NM_138790	chr14(.):105386186-105404573	1.2191
NM_138420	chr14(.):105398590-105449694	0.1881
NM_001311	chr14(.):105948256-105960124	1.9707
NM_001134877	chr14(.):105951519-105970585	1.0317
NM_001134876	chr14(.):105952585-105970585	1.0818
NM_001312	chr14(.):105936130-105951500	1.013
NM_025268	chr14(.):105987952-106001539	0.4967
NM_001198983	chr14(.):105951191-105970585	1.0145
NR_026800	chr14(.):106378837-106403502	1.1791
NR_002224	chr14(.):106430818-106443358	0.0386
NM_015492	chr15(.):75489220-75509510	1.4118
NM_183235	chr15(.):55490799-55587001	0.295
NM_001211	chr15(.):40448209-40518337	0.0991
NM_020908	chr15(.):70335542-70395256	0.6698
NM_015995	chr15(.):31614082-31675102	0.9545
NM_003134	chr15(.):40322890-40336389	0.2738
NM_001003942	chr15(.):40375091-40403287	1.8645
NM_033503	chr15(.):40375091-40403639	1.8456
NM_001003940	chr15(.):40375091-40406075	1.7305
NM_004580	chr15(.):55490799-55567585	0.0744
NM_183234	chr15(.):55490799-55567484	0.0742
NM_183236	chr15(.):55490799-55568107	0.0747
NM_004855	chr15(.):55606132-55652846	0.1514
NR_030714	chr15(.):70366710-70376807	0.1653
NM_001127190	chr15(.):75069424-75100539	0.7921
NM_000761	chr15(.):75036183-75053941	0.0531
NM_021819	chr15(.):75100193-75123099	0.2702
NM_001030005	chr15(.):75113950-75129136	0.1078
NM_021823	chr15(.):75310926-75348067	1.6193
NM_138967	chr15(.):75282875-75318836	0.5222
NM_015477	chr15(.):75656719-75748926	0.3809
NM_001145358	chr15(.):75656719-75749087	0.3806
NM_001145357	chr15(.):75656719-75753124	0.3665
NM_002168	chr15(.):90622211-90650708	1.2311
NM_198925	chr15(.):90739561-90777892	0.2389
NM_001013657	chr15(.):90772486-90790312	0.3261
NM_020210	chr15(.):90723151-90777892	0.5531
NM_006384	chr15(.):90768476-90782279	0.4113
NR_033769	chr15(.):93333713-93345338	0.3675
NR_037600	chr15(.):93421072-93446977	1.4657
NR_037602	chr15(.):93421525-93446977	1.491
NM_003090	chr15(.):101816714-101840460	0.5888
NM_203472	chr15(.):101806213-101822700	0.4696
NM_014918	chr15(.):101710927-101797137	1.0138
NM_152652	chr16(.):30402056-30415715	0.2771
NM_001172666	chr16(.):635076-684273	0.4613
NM_021168	chr16(.):635172-684273	0.4622
NM_001172663	chr16(.):634356-684273	0.456
NM_001172664	chr16(.):634668-684273	0.4586
NM_020764	chr16(.):2222183-2251465	0.0546
NM_015914	chr16(.):11767942-11841648	0.853
NM_016524	chr16(.):19174637-19283554	0.0604
NM_000078	chr16(.):56990834-57022756	0.0845
NM_015386	chr16(.):70509471-70562457	0.8242
NM_030629	chr16(.):81523953-81750367	0.2939
NM_198390	chr16(.):81473774-81750367	0.2886
NM_002661	chr16(.):81807929-81996899	0.4036
NM_003791	chr16(.):84082368-84155517	0.5536
NM_175931	chr16(.):88936262-89012608	0.0682
NM_005187	chr16(.):88936262-89048504	0.4022
NM_032259	chr16(.):729701-745400	0.6947
NM_001040162	chr16(.):679428-691347	0.617
NM_138418	chr16(.):686848-703474	1.2051
NM_138769	chr16(.):713132-729171	0.2537
NM_005861	chr16(.):725114-737768	0.6494
NM_003961	chr16(.):721074-733267	0.3864
NM_053284	chr16(.):676011-689116	0.5508
NM_145294	chr16(.):694362-722829	0.5538
NM_001005920	chr16(.):726666-739439	0.6492
NM_014353	chr16(.):2193650-2209141	1.677
NR_002736	chr16(.):2200023-2210106	2.3292
NM_000296	chr16(.):2133710-2190899	0.1434
NM_032271	chr16(.):2200798-2233130	0.7598
NR_037467	chr16(.):2180977-2191130	0.4259
NM_022372	chr16(.):2250177-2264418	1.0172
NM_001199174	chr16(.):2250731-2264418	1.0566
NM_001130007	chr16(.):11956984-12015519	0.2464
NM_001130006	chr16(.):11956984-12014825	0.2486
NM_001192	chr16(.):12053963-12066925	2.2884
NM_032167	chr16(.):12065601-12152141	0.1344
NR_029854	chr16(.):14398141-14408228	2.5028
NR_030177	chr16(.):14392823-14402906	3.3048
NM_016138	chr16(.):19073916-19096417	0.4511
NM_001034841	chr16(.):19120253-19137952	2.0823
NM_001190983	chr16(.):19074238-19096417	0.4576
NM_001039182	chr16(.):29459913-29471285	0.7069
NM_001017389	chr16(.):29462126-29481280	0.5906
NM_003166	chr16(.):29462126-29481301	0.5907
NM_178044	chr16(.):29460821-29474545	0.73
NR_002454	chr16(.):29455665-29466236	0.5905
NR_037608	chr16(.):29461411-29481301	0.5751
NM_001017390	chr16(.):29466206-29481301	0.3472
NM_001039182	chr16(.):30199255-30210627	0.6922
NM_178044	chr16(.):30200163-30213887	0.6979
NM_003166	chr16(.):30201468-30220650	0.5663
NM_001017389	chr16(.):30201468-30220620	0.5652
NM_001193333	chr16(.):30189730-30205396	3.5922
NR_002454	chr16(.):30195004-30205575	4.4666
NR_037608	chr16(.):30200753-30220650	0.5521
NR_002555	chr16(.):30229349-30261932	0.1167
NM_001017390	chr16(.):30205548-30220650	0.3337
NR_002453	chr16(.):30273913-30351695	0.1266
NM_006110	chr16(.):30357086-30371682	1.0598
NM_052838	chr16(.):30384455-30399171	0.7965
NM_013292	chr16(.):30381122-30394310	1.14
NM_015527	chr16(.):30363421-30386522	0.5224
NR_024465	chr16(.):30357086-30371255	1.0893
