GENE_ID	locusLine	bin_1_42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
1_MACS_peak_3154_lociStitched	chr1(.):235182795-235185055	0.2173
1_MACS_peak_3155_lociStitched	chr1(.):235242079-235247815	0.3301
1_MACS_peak_3156_lociStitched	chr1(.):235267285-235269534	0.2739
1_MACS_peak_3157_lociStitched	chr1(.):235290889-235292969	0.2909
1_MACS_peak_3158_lociStitched	chr1(.):235323698-235325463	0.3396
1_MACS_peak_3159_lociStitched	chr1(.):235421874-235423565	0.307
1_MACS_peak_3160_lociStitched	chr1(.):235489781-235493429	0.3008
1_MACS_peak_3161_lociStitched	chr1(.):235529935-235531481	0.2532
1_MACS_peak_3162_lociStitched	chr1(.):235665690-235669538	0.2893
1_MACS_peak_3163_lociStitched	chr1(.):235795280-235796938	0.2295
1_MACS_peak_3164_lociStitched	chr1(.):235832971-235833999	0.1578
1_MACS_peak_3165_lociStitched	chr1(.):236028834-236032241	0.2584
1_MACS_peak_3166_lociStitched	chr1(.):236086002-236087870	0.1606
1_MACS_peak_3167_lociStitched	chr1(.):236134509-236136413	0.2747
1_MACS_peak_3169_lociStitched	chr1(.):236443973-236446137	0.2744
1_MACS_peak_3170_lociStitched	chr1(.):236686661-236688525	0.2387
1_MACS_peak_3171_lociStitched	chr1(.):236767064-236768902	0.3418
1_MACS_peak_3172_lociStitched	chr1(.):236957695-236960047	0.3396
1_MACS_peak_3173_lociStitched	chr1(.):237280602-237281546	0.0918
1_MACS_peak_3174_lociStitched	chr1(.):237864726-237866542	0.1939
1_MACS_peak_3175_lociStitched	chr1(.):237932257-237933813	0.1617
1_MACS_peak_3176_lociStitched	chr1(.):238224962-238226100	0.1664
1_MACS_peak_3177_lociStitched	chr1(.):238283650-238285393	0.1546
1_MACS_peak_3178_lociStitched	chr1(.):238298802-238300557	0.1642
2_MACS_peak_3179_lociStitched	chr1(.):238396904-238406939	0.1972
1_MACS_peak_3181_lociStitched	chr1(.):238789613-238790750	0.131
1_MACS_peak_3182_lociStitched	chr1(.):238816339-238817826	0.1706
1_MACS_peak_3183_lociStitched	chr1(.):239319399-239320558	0.1095
1_MACS_peak_3184_lociStitched	chr1(.):239332468-239335238	0.1861
1_MACS_peak_3185_lociStitched	chr1(.):239549147-239551012	0.1687
1_MACS_peak_3186_lociStitched	chr1(.):239620862-239622115	0.2208
1_MACS_peak_3187_lociStitched	chr1(.):239782115-239783448	0.1533
1_MACS_peak_3188_lociStitched	chr1(.):239791972-239794966	0.1361
1_MACS_peak_3189_lociStitched	chr1(.):239817170-239821446	0.251
2_MACS_peak_3190_lociStitched	chr1(.):239973949-239978589	0.1491
1_MACS_peak_3192_lociStitched	chr1(.):240005918-240008004	0.2132
1_MACS_peak_3193_lociStitched	chr1(.):240060950-240062264	0.1779
2_MACS_peak_3194_lociStitched	chr1(.):240074230-240082680	0.2501
1_MACS_peak_3196_lociStitched	chr1(.):240627527-240629796	0.2122
2_MACS_peak_3197_lociStitched	chr1(.):240661746-240668439	0.2415
1_MACS_peak_3199_lociStitched	chr1(.):240724887-240726578	0.1587
1_MACS_peak_3200_lociStitched	chr1(.):240738558-240740523	0.2415
1_MACS_peak_3201_lociStitched	chr1(.):240774325-240776040	0.2667
1_MACS_peak_3202_lociStitched	chr1(.):241072119-241075120	0.2718
1_MACS_peak_3203_lociStitched	chr1(.):241411576-241413313	0.1715
1_MACS_peak_3204_lociStitched	chr1(.):241519971-241520832	0.086
1_MACS_peak_3205_lociStitched	chr1(.):241586727-241588045	0.119
1_MACS_peak_3206_lociStitched	chr1(.):241681450-241684005	0.3651
1_MACS_peak_3207_lociStitched	chr1(.):241693965-241698042	0.353
1_MACS_peak_3208_lociStitched	chr1(.):241790583-241792224	0.2891
1_MACS_peak_3209_lociStitched	chr1(.):241802052-241804829	0.2761
1_MACS_peak_3210_lociStitched	chr1(.):241839616-241842260	0.1849
1_MACS_peak_3211_lociStitched	chr1(.):241932985-241935209	0.2526
1_MACS_peak_3212_lociStitched	chr1(.):242010579-242012777	0.2949
1_MACS_peak_3213_lociStitched	chr1(.):242214236-242215661	0.124
1_MACS_peak_3214_lociStitched	chr1(.):242493297-242494915	0.1285
1_MACS_peak_3215_lociStitched	chr1(.):242687794-242688794	0.13
1_MACS_peak_3216_lociStitched	chr1(.):243264391-243265470	0.2013
1_MACS_peak_3217_lociStitched	chr1(.):243417178-243420333	0.3359
1_MACS_peak_3218_lociStitched	chr1(.):243476678-243478545	0.1832
1_MACS_peak_3219_lociStitched	chr1(.):243583919-243586060	0.2581
1_MACS_peak_3220_lociStitched	chr1(.):243634565-243636215	0.1859
1_MACS_peak_3221_lociStitched	chr1(.):243750829-243753790	0.2581
1_MACS_peak_3222_lociStitched	chr1(.):243758857-243760672	0.21
1_MACS_peak_3223_lociStitched	chr1(.):243800950-243802236	0.1749
1_MACS_peak_3224_lociStitched	chr1(.):243830173-243831772	0.2542
1_MACS_peak_3225_lociStitched	chr1(.):243889836-243892701	0.2338
1_MACS_peak_3226_lociStitched	chr1(.):244012258-244015074	0.1769
2_MACS_peak_3227_lociStitched	chr1(.):244210013-244213846	0.1871
1_MACS_peak_3229_lociStitched	chr1(.):244401896-244403661	0.1372
1_MACS_peak_3230_lociStitched	chr1(.):244461794-244463893	0.2947
1_MACS_peak_3231_lociStitched	chr1(.):244485784-244487322	0.2139
1_MACS_peak_3232_lociStitched	chr1(.):244512983-244514395	0.168
1_MACS_peak_3233_lociStitched	chr1(.):244551824-244553030	0.2311
1_MACS_peak_3234_lociStitched	chr1(.):244568845-244570997	0.3143
1_MACS_peak_3235_lociStitched	chr1(.):244613475-244616284	0.3123
1_MACS_peak_3236_lociStitched	chr1(.):244623812-244625479	0.1885
1_MACS_peak_3237_lociStitched	chr1(.):244815343-244818000	0.2414
1_MACS_peak_3238_lociStitched	chr1(.):244898161-244899536	0.1724
1_MACS_peak_3239_lociStitched	chr1(.):244996310-245001214	0.2581
1_MACS_peak_3240_lociStitched	chr1(.):245025450-245029174	0.2648
1_MACS_peak_3241_lociStitched	chr1(.):245083780-245085334	0.2239
1_MACS_peak_3242_lociStitched	chr1(.):245108037-245109730	0.2739
1_MACS_peak_3243_lociStitched	chr1(.):245132422-245136214	0.2653
1_MACS_peak_3244_lociStitched	chr1(.):245319335-245320658	0.2285
1_MACS_peak_3245_lociStitched	chr1(.):245675444-245677528	0.2512
1_MACS_peak_3246_lociStitched	chr1(.):246116388-246117877	0.2137
1_MACS_peak_3247_lociStitched	chr1(.):246375759-246379585	0.1959
1_MACS_peak_3248_lociStitched	chr1(.):246669739-246671537	0.2638
1_MACS_peak_3249_lociStitched	chr1(.):246677107-246678653	0.2508
1_MACS_peak_3250_lociStitched	chr1(.):246728887-246731299	0.2564
2_MACS_peak_3251_lociStitched	chr1(.):246740208-246744245	0.2266
1_MACS_peak_3253_lociStitched	chr1(.):246753992-246755787	0.2288
1_MACS_peak_3254_lociStitched	chr1(.):246861608-246863217	0.3039
1_MACS_peak_3255_lociStitched	chr1(.):246886803-246888736	0.2424
1_MACS_peak_3256_lociStitched	chr1(.):247093736-247096275	0.2472
1_MACS_peak_3257_lociStitched	chr1(.):247170698-247171390	0.0553
1_MACS_peak_3258_lociStitched	chr1(.):247241012-247242522	0.2346
1_MACS_peak_3259_lociStitched	chr1(.):247267026-247268206	0.2037
1_MACS_peak_3260_lociStitched	chr1(.):247289419-247290598	0.1806
1_MACS_peak_3261_lociStitched	chr1(.):247334476-247335766	0.2019
1_MACS_peak_3262_lociStitched	chr1(.):247373069-247380737	0.2687
1_MACS_peak_3263_lociStitched	chr1(.):247493779-247495976	0.1612
1_MACS_peak_3264_lociStitched	chr1(.):247536842-247537616	0.1118
1_MACS_peak_3265_lociStitched	chr1(.):247552683-247554988	0.3201
1_MACS_peak_3266_lociStitched	chr1(.):247638894-247640173	0.1481
1_MACS_peak_3267_lociStitched	chr1(.):248100212-248101166	0.121
1_MACS_peak_3268_lociStitched	chr1(.):248208076-248209488	0.1478
1_MACS_peak_3269_lociStitched	chr1(.):248611639-248613143	0.1437
1_MACS_peak_3270_lociStitched	chr1(.):248805464-248806923	0.1372
1_MACS_peak_3271_lociStitched	chr1(.):249098357-249101068	0.2447
3_MACS_peak_3272_lociStitched	chr1(.):249112344-249121889	0.2667
1_MACS_peak_3275_lociStitched	chr1(.):249131297-249134076	0.2796
2_MACS_peak_3276_lociStitched	chr1(.):249151473-249158322	0.2811
1_MACS_peak_3278_lociStitched	chr1(.):249166425-249169053	0.3343
1_MACS_peak_3279_lociStitched	chr1(.):249199394-249201753	0.2299
1_MACS_peak_3280_lociStitched	chr1(.):249218707-249220384	0.2829
1_MACS_peak_3281_lociStitched	chr10(.):81018-82435	0.1401
1_MACS_peak_3282_lociStitched	chr10(.):180155-182908	0.1276
1_MACS_peak_3283_lociStitched	chr10(.):329537-331014	0.1194
2_MACS_peak_3284_lociStitched	chr10(.):375011-380195	0.137
1_MACS_peak_3286_lociStitched	chr10(.):496380-497931	0.1259
1_MACS_peak_3287_lociStitched	chr10(.):529692-531965	0.1687
2_MACS_peak_3288_lociStitched	chr10(.):555360-562376	0.127
1_MACS_peak_3290_lociStitched	chr10(.):610029-613171	0.1782
1_MACS_peak_3291_lociStitched	chr10(.):620926-622709	0.173
1_MACS_peak_3292_lociStitched	chr10(.):633956-635374	0.1568
1_MACS_peak_3293_lociStitched	chr10(.):705409-706840	0.1608
1_MACS_peak_3294_lociStitched	chr10(.):897306-898958	0.2107
1_MACS_peak_3295_lociStitched	chr10(.):911175-912984	0.1567
1_MACS_peak_3296_lociStitched	chr10(.):975890-978670	0.12
1_MACS_peak_3297_lociStitched	chr10(.):1033238-1035161	0.1637
1_MACS_peak_3298_lociStitched	chr10(.):1093830-1096125	0.1887
1_MACS_peak_3299_lociStitched	chr10(.):1101463-1103517	0.1505
1_MACS_peak_3300_lociStitched	chr10(.):1160637-1162631	0.1283
1_MACS_peak_3301_lociStitched	chr10(.):1329890-1330763	0.1636
1_MACS_peak_3302_lociStitched	chr10(.):1381074-1382175	0.0747
1_MACS_peak_3303_lociStitched	chr10(.):1530817-1532498	0.1692
1_MACS_peak_3304_lociStitched	chr10(.):1980481-1982240	0.1993
1_MACS_peak_3305_lociStitched	chr10(.):2188293-2189515	0.1585
1_MACS_peak_3306_lociStitched	chr10(.):2440983-2442375	0.0967
1_MACS_peak_3307_lociStitched	chr10(.):2517699-2519009	0.1496
1_MACS_peak_3308_lociStitched	chr10(.):2619814-2621191	0.1416
1_MACS_peak_3309_lociStitched	chr10(.):2786710-2787772	0.0554
1_MACS_peak_3310_lociStitched	chr10(.):2823621-2825391	0.1159
2_MACS_peak_3311_lociStitched	chr10(.):3214195-3216430	0.1952
1_MACS_peak_3313_lociStitched	chr10(.):3514155-3515661	0.1637
2_MACS_peak_3314_lociStitched	chr10(.):3664851-3669738	0.1666
1_MACS_peak_3316_lociStitched	chr10(.):3783596-3785032	0.0947
2_MACS_peak_3317_lociStitched	chr10(.):3797594-3808806	0.148
1_MACS_peak_3319_lociStitched	chr10(.):3824220-3829155	0.1877
2_MACS_peak_3320_lociStitched	chr10(.):3846071-3854654	0.1791
1_MACS_peak_3322_lociStitched	chr10(.):3870356-3872329	0.1309
1_MACS_peak_3323_lociStitched	chr10(.):3892922-3894616	0.1937
1_MACS_peak_3324_lociStitched	chr10(.):3915251-3919507	0.1945
1_MACS_peak_3325_lociStitched	chr10(.):3943288-3945785	0.1302
1_MACS_peak_3326_lociStitched	chr10(.):4075142-4076410	0.1234
1_MACS_peak_3327_lociStitched	chr10(.):4143335-4145942	0.1754
1_MACS_peak_3328_lociStitched	chr10(.):4162135-4164825	0.1267
2_MACS_peak_3329_lociStitched	chr10(.):4172605-4179811	0.1659
1_MACS_peak_3331_lociStitched	chr10(.):4217603-4219724	0.1053
1_MACS_peak_3332_lociStitched	chr10(.):4283702-4285576	0.1376
1_MACS_peak_3333_lociStitched	chr10(.):4374956-4376643	0.1888
1_MACS_peak_3334_lociStitched	chr10(.):4848193-4851154	0.1536
1_MACS_peak_3335_lociStitched	chr10(.):4856803-4858073	0.1983
1_MACS_peak_3336_lociStitched	chr10(.):5066793-5068673	0.1989
1_MACS_peak_3337_lociStitched	chr10(.):5136160-5137414	0.1224
1_MACS_peak_3338_lociStitched	chr10(.):5264405-5265659	0.0592
1_MACS_peak_3339_lociStitched	chr10(.):5325035-5327384	0.2117
2_MACS_peak_3340_lociStitched	chr10(.):5333185-5340371	0.106
1_MACS_peak_3342_lociStitched	chr10(.):5453817-5455230	0.1485
2_MACS_peak_3343_lociStitched	chr10(.):5484877-5490317	0.1512
2_MACS_peak_3345_lociStitched	chr10(.):5589418-5593793	0.0805
2_MACS_peak_3347_lociStitched	chr10(.):5623012-5627925	0.1408
1_MACS_peak_3349_lociStitched	chr10(.):5650177-5651413	0.1376
1_MACS_peak_3350_lociStitched	chr10(.):5696689-5697978	0.1959
1_MACS_peak_3351_lociStitched	chr10(.):5707758-5708944	0.1249
1_MACS_peak_3352_lociStitched	chr10(.):5725890-5727943	0.23
1_MACS_peak_3353_lociStitched	chr10(.):5854143-5856873	0.1538
1_MACS_peak_3354_lociStitched	chr10(.):5893799-5895328	0.1562
2_MACS_peak_3355_lociStitched	chr10(.):5930451-5939729	0.1488
1_MACS_peak_3357_lociStitched	chr10(.):5945417-5948129	0.1332
2_MACS_peak_3358_lociStitched	chr10(.):6012783-6020730	0.1309
1_MACS_peak_3360_lociStitched	chr10(.):6092115-6095651	0.1972
2_MACS_peak_3361_lociStitched	chr10(.):6127917-6132096	0.1712
2_MACS_peak_3363_lociStitched	chr10(.):6181937-6187596	0.1202
1_MACS_peak_3365_lociStitched	chr10(.):6192767-6194001	0.173
1_MACS_peak_3366_lociStitched	chr10(.):6204972-6206681	0.1834
1_MACS_peak_3367_lociStitched	chr10(.):6243076-6246120	0.129
1_MACS_peak_3368_lociStitched	chr10(.):6280882-6281985	0.156
1_MACS_peak_3369_lociStitched	chr10(.):6341281-6343638	0.1874
1_MACS_peak_3370_lociStitched	chr10(.):6388742-6391358	0.1823
1_MACS_peak_3371_lociStitched	chr10(.):6423127-6425464	0.1926
1_MACS_peak_3372_lociStitched	chr10(.):6487489-6488654	0.1247
1_MACS_peak_3373_lociStitched	chr10(.):6515036-6516891	0.104
1_MACS_peak_3374_lociStitched	chr10(.):6584757-6586034	0.1683
1_MACS_peak_3375_lociStitched	chr10(.):6621623-6623239	0.0875
1_MACS_peak_3376_lociStitched	chr10(.):6633359-6635144	0.1876
1_MACS_peak_3377_lociStitched	chr10(.):6822043-6824305	0.182
1_MACS_peak_3378_lociStitched	chr10(.):6885043-6886341	0.2136
1_MACS_peak_3379_lociStitched	chr10(.):6953942-6955773	0.1221
2_MACS_peak_3380_lociStitched	chr10(.):6961560-6973065	0.173
1_MACS_peak_3382_lociStitched	chr10(.):7087467-7089632	0.1775
1_MACS_peak_3383_lociStitched	chr10(.):7450013-7454040	0.1324
1_MACS_peak_3384_lociStitched	chr10(.):7470398-7471630	0.1675
4_MACS_peak_3385_lociStitched	chr10(.):7510803-7536517	0.1543
1_MACS_peak_3389_lociStitched	chr10(.):7566584-7568187	0.1744
1_MACS_peak_3390_lociStitched	chr10(.):7829255-7831234	0.1763
1_MACS_peak_3391_lociStitched	chr10(.):7859802-7861501	0.2051
1_MACS_peak_3392_lociStitched	chr10(.):8068302-8069501	0.1715
1_MACS_peak_3393_lociStitched	chr10(.):8086521-8087974	0.1057
1_MACS_peak_3394_lociStitched	chr10(.):8101950-8103330	0.0844
1_MACS_peak_3395_lociStitched	chr10(.):8172573-8176085	0.2049
1_MACS_peak_3396_lociStitched	chr10(.):8337536-8338310	0.1462
1_MACS_peak_3397_lociStitched	chr10(.):8445539-8447564	0.1629
1_MACS_peak_3398_lociStitched	chr10(.):8657505-8658569	0.1368
1_MACS_peak_3399_lociStitched	chr10(.):10232137-10233030	0.1273
1_MACS_peak_3400_lociStitched	chr10(.):10254947-10256260	0.1812
1_MACS_peak_3401_lociStitched	chr10(.):10725624-10729481	0.139
1_MACS_peak_3402_lociStitched	chr10(.):11058746-11061396	0.1302
2_MACS_peak_3403_lociStitched	chr10(.):11186647-11193149	0.1543
1_MACS_peak_3405_lociStitched	chr10(.):11202249-11224033	0.2344
1_MACS_peak_3406_lociStitched	chr10(.):11233882-11235064	0.1343
2_MACS_peak_3407_lociStitched	chr10(.):11249614-11255550	0.169
1_MACS_peak_3409_lociStitched	chr10(.):11267552-11269151	0.216
3_MACS_peak_3410_lociStitched	chr10(.):11282742-11304890	0.1919
1_MACS_peak_3413_lociStitched	chr10(.):11310796-11313057	0.1242
1_MACS_peak_3414_lociStitched	chr10(.):11489403-11491844	0.1553
1_MACS_peak_3415_lociStitched	chr10(.):11595598-11596989	0.154
1_MACS_peak_3416_lociStitched	chr10(.):11652819-11654650	0.1276
1_MACS_peak_3417_lociStitched	chr10(.):11666289-11668277	0.1283
1_MACS_peak_3418_lociStitched	chr10(.):11673359-11674592	0.1417
1_MACS_peak_3419_lociStitched	chr10(.):11719693-11720839	0.1703
1_MACS_peak_3420_lociStitched	chr10(.):11726026-11728155	0.1959
1_MACS_peak_3421_lociStitched	chr10(.):12083443-12086436	0.1929
1_MACS_peak_3422_lociStitched	chr10(.):12095417-12096415	0.1573
1_MACS_peak_3423_lociStitched	chr10(.):12110016-12111906	0.1698
1_MACS_peak_3424_lociStitched	chr10(.):12170881-12172418	0.1662
1_MACS_peak_3425_lociStitched	chr10(.):12236574-12239103	0.1844
1_MACS_peak_3426_lociStitched	chr10(.):12305689-12307234	0.2097
1_MACS_peak_3427_lociStitched	chr10(.):12390304-12393392	0.1417
1_MACS_peak_3428_lociStitched	chr10(.):12406825-12409714	0.1611
1_MACS_peak_3429_lociStitched	chr10(.):12446429-12447942	0.1537
1_MACS_peak_3430_lociStitched	chr10(.):12490058-12491581	0.1387
1_MACS_peak_3431_lociStitched	chr10(.):12504352-12505392	0.098
1_MACS_peak_3432_lociStitched	chr10(.):12526067-12528243	0.1579
1_MACS_peak_3433_lociStitched	chr10(.):12647030-12648936	0.2313
1_MACS_peak_3434_lociStitched	chr10(.):13140739-13143397	0.1813
1_MACS_peak_3435_lociStitched	chr10(.):13202671-13204390	0.2995
1_MACS_peak_3436_lociStitched	chr10(.):13278385-13279736	0.1305
1_MACS_peak_3437_lociStitched	chr10(.):13312871-13315169	0.2391
1_MACS_peak_3438_lociStitched	chr10(.):13329583-13330887	0.1185
2_MACS_peak_3439_lociStitched	chr10(.):13340934-13345083	0.158
2_MACS_peak_3441_lociStitched	chr10(.):13388531-13394217	0.1348
1_MACS_peak_3443_lociStitched	chr10(.):13462697-13463397	0.0616
1_MACS_peak_3444_lociStitched	chr10(.):13628563-13629715	0.2235
1_MACS_peak_3445_lociStitched	chr10(.):13828304-13830258	0.1378
1_MACS_peak_3446_lociStitched	chr10(.):13836989-13838738	0.1658
1_MACS_peak_3447_lociStitched	chr10(.):13873220-13874381	0.1236
1_MACS_peak_3448_lociStitched	chr10(.):14226154-14228355	0.189
2_MACS_peak_3449_lociStitched	chr10(.):14423275-14428149	0.1762
1_MACS_peak_3451_lociStitched	chr10(.):14529598-14531239	0.1079
1_MACS_peak_3452_lociStitched	chr10(.):14568684-14570043	0.1059
2_MACS_peak_3453_lociStitched	chr10(.):14595946-14602848	0.2031
1_MACS_peak_3455_lociStitched	chr10(.):14611207-14612982	0.1386
2_MACS_peak_3456_lociStitched	chr10(.):14643349-14647206	0.2179
2_MACS_peak_3458_lociStitched	chr10(.):14686639-14691994	0.1894
1_MACS_peak_3460_lociStitched	chr10(.):14700200-14703707	0.1708
1_MACS_peak_3461_lociStitched	chr10(.):14727677-14729427	0.165
2_MACS_peak_3462_lociStitched	chr10(.):14776010-14786262	0.1603
1_MACS_peak_3464_lociStitched	chr10(.):14867808-14869517	0.148
1_MACS_peak_3465_lociStitched	chr10(.):14878956-14881564	0.2186
1_MACS_peak_3466_lociStitched	chr10(.):14919635-14922020	0.1371
1_MACS_peak_3467_lociStitched	chr10(.):14960414-14961974	0.1202
1_MACS_peak_3468_lociStitched	chr10(.):14967276-14969814	0.1439
1_MACS_peak_3469_lociStitched	chr10(.):14982916-14985500	0.229
2_MACS_peak_3470_lociStitched	chr10(.):14994499-15003242	0.1779
1_MACS_peak_3472_lociStitched	chr10(.):15138491-15140431	0.2282
1_MACS_peak_3473_lociStitched	chr10(.):15164030-15165765	0.146
2_MACS_peak_3474_lociStitched	chr10(.):15209280-15211780	0.128
1_MACS_peak_3476_lociStitched	chr10(.):15249354-15251898	0.2351
1_MACS_peak_3477_lociStitched	chr10(.):15295248-15297779	0.2088
2_MACS_peak_3478_lociStitched	chr10(.):15412030-15416935	0.089
1_MACS_peak_3480_lociStitched	chr10(.):15475974-15476880	0.1277
2_MACS_peak_3481_lociStitched	chr10(.):15758760-15768125	0.1354
1_MACS_peak_3483_lociStitched	chr10(.):15788855-15791408	0.1632
1_MACS_peak_3484_lociStitched	chr10(.):15824745-15833491	0.1864
3_MACS_peak_3485_lociStitched	chr10(.):15859204-15866991	0.165
1_MACS_peak_3488_lociStitched	chr10(.):15901472-15903270	0.2197
1_MACS_peak_3489_lociStitched	chr10(.):16453627-16455257	0.2158
1_MACS_peak_3490_lociStitched	chr10(.):16478101-16480123	0.1851
2_MACS_peak_3491_lociStitched	chr10(.):16608254-16613477	0.135
1_MACS_peak_3493_lociStitched	chr10(.):16858484-16860737	0.244
1_MACS_peak_3494_lociStitched	chr10(.):17043221-17045131	0.1384
3_MACS_peak_3495_lociStitched	chr10(.):17060769-17072616	0.1394
1_MACS_peak_3498_lociStitched	chr10(.):17241492-17244528	0.2095
1_MACS_peak_3499_lociStitched	chr10(.):17258101-17259297	0.2034
2_MACS_peak_3500_lociStitched	chr10(.):17268555-17275122	0.1756
1_MACS_peak_3502_lociStitched	chr10(.):17281210-17282164	0.1549
1_MACS_peak_3503_lociStitched	chr10(.):17289117-17289960	0.0986
1_MACS_peak_3504_lociStitched	chr10(.):17685084-17687102	0.1642
1_MACS_peak_3505_lociStitched	chr10(.):18045342-18046836	0.1054
1_MACS_peak_3506_lociStitched	chr10(.):18789909-18791041	0.2198
1_MACS_peak_3507_lociStitched	chr10(.):18916173-18917203	0.1459
1_MACS_peak_3508_lociStitched	chr10(.):18939800-18941327	0.1703
1_MACS_peak_3509_lociStitched	chr10(.):18946851-18949753	0.2448
1_MACS_peak_3510_lociStitched	chr10(.):19047830-19049895	0.1603
1_MACS_peak_3511_lociStitched	chr10(.):19213379-19214393	0.0815
1_MACS_peak_3512_lociStitched	chr10(.):19272851-19274200	0.138
1_MACS_peak_3513_lociStitched	chr10(.):19622116-19623516	0.1503
1_MACS_peak_3514_lociStitched	chr10(.):19762463-19763459	0.1317
1_MACS_peak_3515_lociStitched	chr10(.):19777192-19778523	0.1179
2_MACS_peak_3516_lociStitched	chr10(.):19821026-19827116	0.1131
1_MACS_peak_3518_lociStitched	chr10(.):19927090-19928251	0.1473
1_MACS_peak_3519_lociStitched	chr10(.):20104072-20106689	0.1462
1_MACS_peak_3520_lociStitched	chr10(.):20291840-20294506	0.1607
1_MACS_peak_3521_lociStitched	chr10(.):20950670-20951690	0.071
1_MACS_peak_3522_lociStitched	chr10(.):21237330-21238908	0.1407
2_MACS_peak_3523_lociStitched	chr10(.):21258853-21267326	0.1177
1_MACS_peak_3525_lociStitched	chr10(.):21784545-21785906	0.1609
1_MACS_peak_3526_lociStitched	chr10(.):21805191-21807154	0.1195
1_MACS_peak_3527_lociStitched	chr10(.):21814178-21817117	0.1361
1_MACS_peak_3528_lociStitched	chr10(.):21822124-21824017	0.1099
1_MACS_peak_3529_lociStitched	chr10(.):21873544-21875180	0.1419
1_MACS_peak_3530_lociStitched	chr10(.):21880228-21881542	0.1834
1_MACS_peak_3531_lociStitched	chr10(.):21998522-22000657	0.1663
2_MACS_peak_3532_lociStitched	chr10(.):22174797-22179656	0.1491
1_MACS_peak_3534_lociStitched	chr10(.):22259135-22262945	0.152
1_MACS_peak_3535_lociStitched	chr10(.):22278154-22280208	0.2134
1_MACS_peak_3536_lociStitched	chr10(.):22290900-22295219	0.2049
1_MACS_peak_3537_lociStitched	chr10(.):22422141-22423917	0.0991
1_MACS_peak_3538_lociStitched	chr10(.):22510207-22511572	0.1565
1_MACS_peak_3539_lociStitched	chr10(.):22517494-22519795	0.1732
1_MACS_peak_3540_lociStitched	chr10(.):22540033-22542467	0.1463
5_MACS_peak_3541_lociStitched	chr10(.):22604286-22615400	0.1443
1_MACS_peak_3546_lociStitched	chr10(.):22621639-22622684	0.0966
2_MACS_peak_3547_lociStitched	chr10(.):22628621-22634182	0.1562
2_MACS_peak_3549_lociStitched	chr10(.):22656028-22660393	0.1626
1_MACS_peak_3551_lociStitched	chr10(.):22666722-22668950	0.1845
1_MACS_peak_3552_lociStitched	chr10(.):22725144-22727437	0.1425
1_MACS_peak_3553_lociStitched	chr10(.):22894921-22896046	0.1828
1_MACS_peak_3554_lociStitched	chr10(.):22904330-22905761	0.1628
1_MACS_peak_3555_lociStitched	chr10(.):22918124-22920643	0.172
1_MACS_peak_3556_lociStitched	chr10(.):22970546-22973432	0.1648
1_MACS_peak_3557_lociStitched	chr10(.):23002051-23004439	0.0992
1_MACS_peak_3558_lociStitched	chr10(.):23303555-23304953	0.1705
1_MACS_peak_3559_lociStitched	chr10(.):23312472-23313569	0.1603
1_MACS_peak_3560_lociStitched	chr10(.):23384379-23385701	0.151
1_MACS_peak_3561_lociStitched	chr10(.):23446096-23447793	0.135
1_MACS_peak_3562_lociStitched	chr10(.):23633196-23633929	0.1413
1_MACS_peak_3563_lociStitched	chr10(.):23656841-23658220	0.1711
1_MACS_peak_3564_lociStitched	chr10(.):23701887-23703860	0.1131
1_MACS_peak_3565_lociStitched	chr10(.):23726978-23730060	0.1157
1_MACS_peak_3566_lociStitched	chr10(.):24497556-24500069	0.1023
1_MACS_peak_3567_lociStitched	chr10(.):24671532-24673816	0.1546
1_MACS_peak_3568_lociStitched	chr10(.):24703275-24704368	0.0943
1_MACS_peak_3569_lociStitched	chr10(.):24712250-24715686	0.1589
1_MACS_peak_3570_lociStitched	chr10(.):24737278-24741673	0.1809
2_MACS_peak_3571_lociStitched	chr10(.):24748114-24756288	0.143
1_MACS_peak_3573_lociStitched	chr10(.):24771887-24773132	0.1395
2_MACS_peak_3574_lociStitched	chr10(.):24934410-24942856	0.135
2_MACS_peak_3576_lociStitched	chr10(.):25010990-25014571	0.1402
1_MACS_peak_3578_lociStitched	chr10(.):25161671-25163112	0.1153
1_MACS_peak_3579_lociStitched	chr10(.):25188838-25191737	0.1818
1_MACS_peak_3580_lociStitched	chr10(.):25241138-25242163	0.1116
1_MACS_peak_3581_lociStitched	chr10(.):25304575-25306777	0.264
1_MACS_peak_3582_lociStitched	chr10(.):25350810-25351784	0.0921
1_MACS_peak_3583_lociStitched	chr10(.):26109534-26110659	0.0848
1_MACS_peak_3584_lociStitched	chr10(.):26190882-26191835	0.1383
1_MACS_peak_3585_lociStitched	chr10(.):26223283-26224359	0.0884
1_MACS_peak_3586_lociStitched	chr10(.):26623807-26625208	0.2194
1_MACS_peak_3587_lociStitched	chr10(.):26661143-26663254	0.1352
2_MACS_peak_3588_lociStitched	chr10(.):26719004-26728486	0.1185
1_MACS_peak_3590_lociStitched	chr10(.):26737266-26738692	0.1568
1_MACS_peak_3591_lociStitched	chr10(.):26985488-26987703	0.1562
1_MACS_peak_3592_lociStitched	chr10(.):27026682-27029079	0.1496
2_MACS_peak_3593_lociStitched	chr10(.):27087416-27091584	0.1439
1_MACS_peak_3595_lociStitched	chr10(.):27118412-27120019	0.1862
