GENE_ID	locusLine	bin_1_LP-1.jin.bam
4_MACS_peak_5608_lociStitched	chr11(.):109825180-109828343	1.0815
2_MACS_peak_5612_lociStitched	chr11(.):109841552-109844537	0.8632
1_MACS_peak_5614_lociStitched	chr11(.):109854807-109856276	1.1108
1_MACS_peak_5615_lociStitched	chr11(.):109963193-109964858	1.8659
1_MACS_peak_5616_lociStitched	chr11(.):110166256-110167837	1.9152
1_MACS_peak_5617_lociStitched	chr11(.):110300387-110301917	1.893
1_MACS_peak_5618_lociStitched	chr11(.):110582389-110583102	0.8108
2_MACS_peak_5619_lociStitched	chr11(.):110875403-110877519	1.298
1_MACS_peak_5621_lociStitched	chr11(.):111101311-111101798	1.0011
1_MACS_peak_5622_lociStitched	chr11(.):111169608-111170472	0.8455
4_MACS_peak_5623_lociStitched	chr11(.):111237324-111246164	1.1624
1_MACS_peak_5627_lociStitched	chr11(.):111246769-111251296	1.9556
1_MACS_peak_5628_lociStitched	chr11(.):111285169-111285731	0.6363
1_MACS_peak_5629_lociStitched	chr11(.):111287099-111289320	1.037
5_MACS_peak_5630_lociStitched	chr11(.):111307135-111310634	0.7647
2_MACS_peak_5635_lociStitched	chr11(.):111472294-111474050	1.4086
1_MACS_peak_5637_lociStitched	chr11(.):111636391-111638001	1.5335
1_MACS_peak_5638_lociStitched	chr11(.):111741637-111742636	1.1744
1_MACS_peak_5639_lociStitched	chr11(.):111749080-111750863	1.3079
1_MACS_peak_5640_lociStitched	chr11(.):111796685-111797665	1.4569
1_MACS_peak_5641_lociStitched	chr11(.):111798298-111798946	0.6907
1_MACS_peak_5642_lociStitched	chr11(.):111807799-111808317	0.5486
1_MACS_peak_5643_lociStitched	chr11(.):111895102-111896721	1.7011
1_MACS_peak_5644_lociStitched	chr11(.):111944722-111945734	1.7464
2_MACS_peak_5645_lociStitched	chr11(.):111956563-111958205	1.4682
2_MACS_peak_5647_lociStitched	chr11(.):112002086-112003071	0.5498
1_MACS_peak_5649_lociStitched	chr11(.):112096492-112097942	1.8111
1_MACS_peak_5650_lociStitched	chr11(.):112160441-112160865	0.7555
2_MACS_peak_5651_lociStitched	chr11(.):112452460-112454023	0.7338
1_MACS_peak_5653_lociStitched	chr11(.):112832365-112832843	0.6937
1_MACS_peak_5654_lociStitched	chr11(.):112833812-112834096	0.4715
1_MACS_peak_5655_lociStitched	chr11(.):113059608-113060145	0.807
1_MACS_peak_5656_lociStitched	chr11(.):113185320-113185837	0.6465
2_MACS_peak_5657_lociStitched	chr11(.):113202958-113204563	0.7226
2_MACS_peak_5659_lociStitched	chr11(.):113643656-113644879	1.0756
2_MACS_peak_5661_lociStitched	chr11(.):113745593-113747364	1.2944
1_MACS_peak_5663_lociStitched	chr11(.):114043057-114043438	0.617
2_MACS_peak_5664_lociStitched	chr11(.):114270260-114271970	1.9191
1_MACS_peak_5666_lociStitched	chr11(.):114310160-114310978	1.164
2_MACS_peak_5667_lociStitched	chr11(.):115061933-115066118	1.5397
1_MACS_peak_5669_lociStitched	chr11(.):115078689-115081009	1.1978
1_MACS_peak_5670_lociStitched	chr11(.):115089819-115090114	0.4853
2_MACS_peak_5671_lociStitched	chr11(.):115091265-115096064	1.4852
3_MACS_peak_5673_lociStitched	chr11(.):115126516-115128304	0.6549
1_MACS_peak_5676_lociStitched	chr11(.):115129043-115129416	0.6326
1_MACS_peak_5677_lociStitched	chr11(.):115130028-115130279	0.5
3_MACS_peak_5678_lociStitched	chr11(.):115132991-115140526	1.566
1_MACS_peak_5681_lociStitched	chr11(.):115278864-115279371	0.6248
1_MACS_peak_5682_lociStitched	chr11(.):115367332-115368036	1.0115
3_MACS_peak_5683_lociStitched	chr11(.):115372256-115375767	1.5015
1_MACS_peak_5686_lociStitched	chr11(.):115719918-115720174	0.4814
2_MACS_peak_5687_lociStitched	chr11(.):115795434-115796743	0.5733
1_MACS_peak_5689_lociStitched	chr11(.):116147205-116147813	0.7174
2_MACS_peak_5690_lociStitched	chr11(.):116642987-116644708	1.6601
1_MACS_peak_5692_lociStitched	chr11(.):116658058-116659306	1.6197
2_MACS_peak_5693_lociStitched	chr11(.):116795122-116797851	0.9596
1_MACS_peak_5695_lociStitched	chr11(.):116801002-116801727	0.6616
2_MACS_peak_5696_lociStitched	chr11(.):116933208-116935016	0.7646
2_MACS_peak_5698_lociStitched	chr11(.):116968165-116969922	2.0505
1_MACS_peak_5700_lociStitched	chr11(.):117014576-117016004	1.21
2_MACS_peak_5701_lociStitched	chr11(.):117048805-117050429	1.3106
2_MACS_peak_5703_lociStitched	chr11(.):117102104-117104068	1.8686
2_MACS_peak_5705_lociStitched	chr11(.):117198131-117199432	1.0996
2_MACS_peak_5707_lociStitched	chr11(.):117856325-117859621	1.2363
1_MACS_peak_5709_lociStitched	chr11(.):118122616-118123198	1.0956
1_MACS_peak_5710_lociStitched	chr11(.):118187660-118188009	0.5774
1_MACS_peak_5711_lociStitched	chr11(.):118229918-118230766	1.0659
1_MACS_peak_5712_lociStitched	chr11(.):118269922-118270233	0.5435
1_MACS_peak_5713_lociStitched	chr11(.):118271059-118273076	1.8543
2_MACS_peak_5714_lociStitched	chr11(.):118305264-118308122	1.6086
1_MACS_peak_5716_lociStitched	chr11(.):118308763-118309201	0.6054
1_MACS_peak_5717_lociStitched	chr11(.):118401125-118401927	1.6357
1_MACS_peak_5718_lociStitched	chr11(.):118436217-118436776	0.9061
2_MACS_peak_5719_lociStitched	chr11(.):118442360-118443906	1.523
3_MACS_peak_5721_lociStitched	chr11(.):118560603-118564177	1.2644
2_MACS_peak_5724_lociStitched	chr11(.):118565443-118568568	1.1143
1_MACS_peak_5726_lociStitched	chr11(.):118660405-118662991	2.8497
2_MACS_peak_5727_lociStitched	chr11(.):118690793-118692379	1.1048
1_MACS_peak_5729_lociStitched	chr11(.):118722139-118722678	0.6239
1_MACS_peak_5730_lociStitched	chr11(.):118784405-118784785	0.584
2_MACS_peak_5731_lociStitched	chr11(.):118795645-118797634	1.0451
3_MACS_peak_5733_lociStitched	chr11(.):118798928-118801052	1.1005
1_MACS_peak_5736_lociStitched	chr11(.):118867865-118869379	1.0828
1_MACS_peak_5737_lociStitched	chr11(.):118888069-118890333	1.5379
1_MACS_peak_5738_lociStitched	chr11(.):118899533-118901599	1.2526
2_MACS_peak_5739_lociStitched	chr11(.):118926999-118929188	1.4163
2_MACS_peak_5741_lociStitched	chr11(.):118937393-118939083	1.0815
1_MACS_peak_5743_lociStitched	chr11(.):118955009-118956680	1.3881
2_MACS_peak_5744_lociStitched	chr11(.):118964546-118967129	2.111
1_MACS_peak_5746_lociStitched	chr11(.):118971730-118974267	1.5201
1_MACS_peak_5747_lociStitched	chr11(.):118977362-118978990	1.3466
2_MACS_peak_5748_lociStitched	chr11(.):118991250-118992801	1.0114
1_MACS_peak_5750_lociStitched	chr11(.):119039360-119040420	2.5265
1_MACS_peak_5751_lociStitched	chr11(.):119076665-119077575	1.842
1_MACS_peak_5752_lociStitched	chr11(.):119191306-119193199	1.5082
2_MACS_peak_5753_lociStitched	chr11(.):119204465-119205876	1.2789
1_MACS_peak_5755_lociStitched	chr11(.):119227174-119227917	0.8223
1_MACS_peak_5756_lociStitched	chr11(.):119251829-119252249	0.6773
1_MACS_peak_5757_lociStitched	chr11(.):119599064-119600248	1.1002
1_MACS_peak_5758_lociStitched	chr11(.):119765800-119766044	0.5485
2_MACS_peak_5759_lociStitched	chr11(.):119767646-119768535	0.5865
1_MACS_peak_5761_lociStitched	chr11(.):120080701-120082566	1.5141
2_MACS_peak_5762_lociStitched	chr11(.):120195445-120199600	1.3705
5_MACS_peak_5764_lociStitched	chr11(.):120206154-120212394	1.484
4_MACS_peak_5769_lociStitched	chr11(.):120214589-120217121	0.6323
3_MACS_peak_5773_lociStitched	chr11(.):120365550-120374955	1.6478
1_MACS_peak_5776_lociStitched	chr11(.):120376634-120377446	0.7507
1_MACS_peak_5777_lociStitched	chr11(.):120381935-120383705	1.9011
3_MACS_peak_5778_lociStitched	chr11(.):120572617-120575828	0.9719
1_MACS_peak_5781_lociStitched	chr11(.):120580885-120581226	0.6547
1_MACS_peak_5782_lociStitched	chr11(.):120894758-120895709	1.3147
2_MACS_peak_5783_lociStitched	chr11(.):120905823-120907207	0.721
3_MACS_peak_5785_lociStitched	chr11(.):120938262-120939863	0.7161
2_MACS_peak_5788_lociStitched	chr11(.):121162721-121164076	1.371
1_MACS_peak_5790_lociStitched	chr11(.):121526373-121526938	1.478
1_MACS_peak_5791_lociStitched	chr11(.):122526427-122527055	0.812
1_MACS_peak_5792_lociStitched	chr11(.):122597448-122598555	1.0608
1_MACS_peak_5793_lociStitched	chr11(.):122753563-122754322	1.1332
2_MACS_peak_5794_lociStitched	chr11(.):122931127-122935799	1.8009
2_MACS_peak_5796_lociStitched	chr11(.):122938921-122941174	0.9483
2_MACS_peak_5798_lociStitched	chr11(.):122992870-122994337	0.5446
1_MACS_peak_5800_lociStitched	chr11(.):123134624-123135217	0.9079
1_MACS_peak_5801_lociStitched	chr11(.):123253560-123253820	0.585
1_MACS_peak_5802_lociStitched	chr11(.):123301188-123301485	0.515
1_MACS_peak_5803_lociStitched	chr11(.):123611562-123612776	1.3224
1_MACS_peak_5804_lociStitched	chr11(.):124492205-124493295	1.6141
2_MACS_peak_5805_lociStitched	chr11(.):124542597-124544366	1.3777
1_MACS_peak_5807_lociStitched	chr11(.):124609809-124610275	0.8006
1_MACS_peak_5808_lociStitched	chr11(.):124615856-124616947	1.3182
2_MACS_peak_5809_lociStitched	chr11(.):124631868-124633028	0.5637
1_MACS_peak_5811_lociStitched	chr11(.):124669209-124670985	1.6409
1_MACS_peak_5812_lociStitched	chr11(.):124706265-124706595	0.5677
1_MACS_peak_5813_lociStitched	chr11(.):124745899-124746746	0.983
2_MACS_peak_5814_lociStitched	chr11(.):124823413-124824785	1.1674
1_MACS_peak_5816_lociStitched	chr11(.):124932929-124933487	0.6267
2_MACS_peak_5817_lociStitched	chr11(.):124980881-124982277	0.7897
1_MACS_peak_5819_lociStitched	chr11(.):125359260-125359575	0.4503
1_MACS_peak_5820_lociStitched	chr11(.):125383292-125383705	0.6707
1_MACS_peak_5821_lociStitched	chr11(.):125384986-125385327	0.5585
2_MACS_peak_5822_lociStitched	chr11(.):125438690-125440092	1.6428
2_MACS_peak_5824_lociStitched	chr11(.):125461245-125463431	1.5427
1_MACS_peak_5826_lociStitched	chr11(.):125494645-125496858	1.7516
2_MACS_peak_5827_lociStitched	chr11(.):125756091-125758718	1.8318
1_MACS_peak_5829_lociStitched	chr11(.):125772261-125773129	1.0484
1_MACS_peak_5830_lociStitched	chr11(.):125932297-125933288	1.6378
2_MACS_peak_5831_lociStitched	chr11(.):126080822-126082292	0.9915
2_MACS_peak_5833_lociStitched	chr11(.):126137704-126139755	1.4663
1_MACS_peak_5835_lociStitched	chr11(.):126152620-126153788	1.4116
1_MACS_peak_5836_lociStitched	chr11(.):126173235-126176796	1.6017
4_MACS_peak_5837_lociStitched	chr11(.):126180065-126183608	1.0489
2_MACS_peak_5841_lociStitched	chr11(.):126187374-126189566	0.8797
1_MACS_peak_5843_lociStitched	chr11(.):126222154-126222772	0.653
2_MACS_peak_5844_lociStitched	chr11(.):126223551-126226822	1.6184
1_MACS_peak_5846_lociStitched	chr11(.):126310895-126311535	0.9194
1_MACS_peak_5847_lociStitched	chr11(.):126334252-126338022	1.7936
2_MACS_peak_5848_lociStitched	chr11(.):126349488-126350767	0.9647
3_MACS_peak_5850_lociStitched	chr11(.):126523348-126525795	0.8364
1_MACS_peak_5853_lociStitched	chr11(.):126568521-126568983	0.5743
3_MACS_peak_5854_lociStitched	chr11(.):126569703-126572783	1.4303
4_MACS_peak_5857_lociStitched	chr11(.):126601595-126604146	0.8144
1_MACS_peak_5861_lociStitched	chr11(.):128160243-128160790	0.7205
1_MACS_peak_5862_lociStitched	chr11(.):128275556-128276146	0.6795
2_MACS_peak_5863_lociStitched	chr11(.):128391607-128393150	1.3728
1_MACS_peak_5865_lociStitched	chr11(.):128474151-128474445	0.4527
1_MACS_peak_5866_lociStitched	chr11(.):128478763-128482181	1.8456
2_MACS_peak_5867_lociStitched	chr11(.):128483199-128483847	0.5813
3_MACS_peak_5869_lociStitched	chr11(.):128562575-128566155	1.8434
5_MACS_peak_5872_lociStitched	chr11(.):128585743-128598274	1.422
2_MACS_peak_5877_lociStitched	chr11(.):128626736-128628332	0.8859
1_MACS_peak_5879_lociStitched	chr11(.):128774940-128776080	0.9806
2_MACS_peak_5880_lociStitched	chr11(.):129148399-129150349	1.2269
1_MACS_peak_5882_lociStitched	chr11(.):129214367-129215217	1.2134
1_MACS_peak_5883_lociStitched	chr11(.):129222930-129223337	0.6427
1_MACS_peak_5884_lociStitched	chr11(.):129397291-129397776	0.5984
1_MACS_peak_5885_lociStitched	chr11(.):129565667-129566124	0.9194
1_MACS_peak_5886_lociStitched	chr11(.):129620454-129620699	0.5417
1_MACS_peak_5887_lociStitched	chr11(.):129764786-129765763	1.1194
1_MACS_peak_5888_lociStitched	chr11(.):129871170-129874337	2.5181
3_MACS_peak_5889_lociStitched	chr11(.):129938974-129940659	0.9332
2_MACS_peak_5892_lociStitched	chr11(.):130183365-130185615	1.5026
1_MACS_peak_5894_lociStitched	chr11(.):130304458-130305032	1.4392
1_MACS_peak_5895_lociStitched	chr11(.):130318476-130319016	0.9034
2_MACS_peak_5896_lociStitched	chr11(.):130634982-130637649	1.3289
2_MACS_peak_5898_lociStitched	chr11(.):130638811-130639721	0.5541
1_MACS_peak_5900_lociStitched	chr11(.):130647553-130648586	0.9178
1_MACS_peak_5901_lociStitched	chr11(.):130674118-130675743	1.251
2_MACS_peak_5902_lociStitched	chr11(.):130697127-130698617	1.3712
3_MACS_peak_5904_lociStitched	chr11(.):130699749-130704600	1.6523
1_MACS_peak_5907_lociStitched	chr11(.):130715860-130719651	1.2655
1_MACS_peak_5908_lociStitched	chr11(.):130731276-130731994	0.8328
1_MACS_peak_5909_lociStitched	chr11(.):130785622-130786446	1.4117
1_MACS_peak_5910_lociStitched	chr11(.):131793521-131794794	0.8736
1_MACS_peak_5911_lociStitched	chr11(.):131996447-131996863	0.6026
1_MACS_peak_5912_lociStitched	chr11(.):132159138-132159640	0.7505
2_MACS_peak_5913_lociStitched	chr11(.):132225345-132231470	1.5285
1_MACS_peak_5915_lociStitched	chr11(.):132232026-132232327	0.4945
1_MACS_peak_5916_lociStitched	chr11(.):132272236-132272557	0.5718
2_MACS_peak_5917_lociStitched	chr11(.):132952391-132953245	0.7615
1_MACS_peak_5919_lociStitched	chr11(.):133137866-133138119	0.4668
2_MACS_peak_5920_lociStitched	chr11(.):133138723-133140081	0.5274
1_MACS_peak_5922_lociStitched	chr11(.):133797708-133798077	0.5721
3_MACS_peak_5923_lociStitched	chr11(.):133826206-133827530	0.6789
1_MACS_peak_5926_lociStitched	chr11(.):133906983-133907423	0.7608
1_MACS_peak_5927_lociStitched	chr11(.):133938919-133939314	0.5739
2_MACS_peak_5928_lociStitched	chr11(.):134093361-134095921	1.2978
2_MACS_peak_5930_lociStitched	chr11(.):134122557-134124112	0.9716
1_MACS_peak_5932_lociStitched	chr11(.):134139549-134140194	0.7827
2_MACS_peak_5933_lociStitched	chr11(.):134144993-134146707	1.3399
1_MACS_peak_5935_lociStitched	chr11(.):134201834-134202662	0.8565
3_MACS_peak_5936_lociStitched	chr11(.):134505340-134510914	1.3773
2_MACS_peak_5939_lociStitched	chr11(.):134530363-134535232	1.2664
1_MACS_peak_5941_lociStitched	chr12(.):73719-75151	3.6895
2_MACS_peak_5942_lociStitched	chr12(.):220445-222097	0.6924
1_MACS_peak_5944_lociStitched	chr12(.):262106-262378	0.5134
3_MACS_peak_5945_lociStitched	chr12(.):272309-273507	0.7023
2_MACS_peak_5948_lociStitched	chr12(.):275025-276925	0.7769
1_MACS_peak_5950_lociStitched	chr12(.):278186-278407	0.3614
1_MACS_peak_5951_lociStitched	chr12(.):298077-298438	0.6364
2_MACS_peak_5952_lociStitched	chr12(.):497999-499187	0.701
1_MACS_peak_5954_lociStitched	chr12(.):510952-511199	0.4922
1_MACS_peak_5955_lociStitched	chr12(.):751651-752857	1.2183
1_MACS_peak_5956_lociStitched	chr12(.):861682-862823	1.0649
1_MACS_peak_5957_lociStitched	chr12(.):1058076-1058874	0.8416
2_MACS_peak_5958_lociStitched	chr12(.):1099407-1101539	1.1782
2_MACS_peak_5960_lociStitched	chr12(.):1105483-1106300	0.4411
2_MACS_peak_5962_lociStitched	chr12(.):1107376-1108476	0.711
1_MACS_peak_5964_lociStitched	chr12(.):1234686-1235001	0.5124
1_MACS_peak_5965_lociStitched	chr12(.):1293897-1294316	0.726
3_MACS_peak_5966_lociStitched	chr12(.):1530989-1533608	0.7509
3_MACS_peak_5969_lociStitched	chr12(.):1638890-1642926	1.1807
1_MACS_peak_5972_lociStitched	chr12(.):1643464-1643883	0.6832
1_MACS_peak_5973_lociStitched	chr12(.):1702429-1704637	1.4176
2_MACS_peak_5974_lociStitched	chr12(.):1771082-1772063	0.9427
2_MACS_peak_5976_lociStitched	chr12(.):1799654-1801016	1.7421
1_MACS_peak_5978_lociStitched	chr12(.):1905605-1906504	0.8723
1_MACS_peak_5979_lociStitched	chr12(.):2112940-2113692	0.9764
1_MACS_peak_5980_lociStitched	chr12(.):2406486-2406783	0.5688
2_MACS_peak_5981_lociStitched	chr12(.):2444079-2444937	0.7044
1_MACS_peak_5983_lociStitched	chr12(.):2445742-2447384	0.9472
1_MACS_peak_5984_lociStitched	chr12(.):2488482-2488824	0.668
1_MACS_peak_5985_lociStitched	chr12(.):2799947-2801011	1.2843
2_MACS_peak_5986_lociStitched	chr12(.):2903656-2905120	0.848
2_MACS_peak_5988_lociStitched	chr12(.):2921806-2922518	0.9023
1_MACS_peak_5990_lociStitched	chr12(.):2985633-2987131	1.3471
2_MACS_peak_5991_lociStitched	chr12(.):2999488-3000366	0.5488
1_MACS_peak_5993_lociStitched	chr12(.):3185936-3186500	0.7827
2_MACS_peak_5994_lociStitched	chr12(.):3861786-3863056	0.8436
1_MACS_peak_5996_lociStitched	chr12(.):3948035-3948261	0.4261
1_MACS_peak_5997_lociStitched	chr12(.):3981771-3982597	0.739
2_MACS_peak_5998_lociStitched	chr12(.):4177925-4180024	0.8549
2_MACS_peak_6000_lociStitched	chr12(.):4225009-4229776	1.282
2_MACS_peak_6002_lociStitched	chr12(.):4255711-4256597	0.603
6_MACS_peak_6004_lociStitched	chr12(.):4377568-4386579	1.3482
2_MACS_peak_6010_lociStitched	chr12(.):4429815-4430809	0.5712
2_MACS_peak_6012_lociStitched	chr12(.):4647309-4648472	1.0143
1_MACS_peak_6014_lociStitched	chr12(.):4714057-4714359	0.5878
1_MACS_peak_6015_lociStitched	chr12(.):4757689-4758744	1.1137
1_MACS_peak_6016_lociStitched	chr12(.):6387594-6388034	1.0976
2_MACS_peak_6017_lociStitched	chr12(.):6450790-6451567	0.6316
1_MACS_peak_6019_lociStitched	chr12(.):6560321-6562601	1.6388
2_MACS_peak_6020_lociStitched	chr12(.):6579373-6580266	0.8578
3_MACS_peak_6022_lociStitched	chr12(.):6601986-6603864	0.8358
3_MACS_peak_6025_lociStitched	chr12(.):6641110-6645070	1.1527
1_MACS_peak_6028_lociStitched	chr12(.):6664901-6665194	0.481
2_MACS_peak_6029_lociStitched	chr12(.):6677002-6677906	0.679
2_MACS_peak_6031_lociStitched	chr12(.):6715286-6716601	1.1098
2_MACS_peak_6033_lociStitched	chr12(.):6722385-6723356	0.5443
1_MACS_peak_6035_lociStitched	chr12(.):6772550-6772854	0.4738
2_MACS_peak_6036_lociStitched	chr12(.):6797684-6798803	1.0599
1_MACS_peak_6038_lociStitched	chr12(.):6833380-6834122	0.9634
2_MACS_peak_6039_lociStitched	chr12(.):6861727-6862840	1.2208
2_MACS_peak_6041_lociStitched	chr12(.):6875559-6876140	0.6419
1_MACS_peak_6043_lociStitched	chr12(.):6887673-6888090	0.7698
1_MACS_peak_6044_lociStitched	chr12(.):6891554-6892196	0.7097
3_MACS_peak_6045_lociStitched	chr12(.):6960142-6961600	0.8221
1_MACS_peak_6048_lociStitched	chr12(.):6976619-6977366	1.524
2_MACS_peak_6049_lociStitched	chr12(.):6981711-6983127	0.6454
2_MACS_peak_6051_lociStitched	chr12(.):6999714-7000982	0.7921
1_MACS_peak_6053_lociStitched	chr12(.):7013997-7014372	0.6808
1_MACS_peak_6054_lociStitched	chr12(.):7036510-7037786	1.0561
2_MACS_peak_6055_lociStitched	chr12(.):7045867-7047847	1.0642
2_MACS_peak_6057_lociStitched	chr12(.):7052296-7053911	0.965
2_MACS_peak_6059_lociStitched	chr12(.):7062187-7063600	0.7545
1_MACS_peak_6061_lociStitched	chr12(.):7067097-7069560	1.2401
1_MACS_peak_6062_lociStitched	chr12(.):7073840-7074349	0.5507
2_MACS_peak_6063_lociStitched	chr12(.):7078816-7080562	1.1312
2_MACS_peak_6065_lociStitched	chr12(.):7125229-7126270	0.7709
1_MACS_peak_6067_lociStitched	chr12(.):7244968-7245216	0.4479
2_MACS_peak_6068_lociStitched	chr12(.):7260650-7261944	0.8739
2_MACS_peak_6070_lociStitched	chr12(.):7341750-7342890	0.7588
2_MACS_peak_6072_lociStitched	chr12(.):8178637-8180135	1.552
1_MACS_peak_6074_lociStitched	chr12(.):8184787-8186202	1.4464
1_MACS_peak_6075_lociStitched	chr12(.):8233719-8235479	1.7787
1_MACS_peak_6076_lociStitched	chr12(.):8332765-8333330	0.9597
1_MACS_peak_6077_lociStitched	chr12(.):8379808-8380261	0.6367
3_MACS_peak_6078_lociStitched	chr12(.):8394776-8396554	1.018
1_MACS_peak_6081_lociStitched	chr12(.):8467924-8468891	1.0559
1_MACS_peak_6082_lociStitched	chr12(.):8471510-8474982	1.5612
1_MACS_peak_6083_lociStitched	chr12(.):8542451-8543226	0.7891
1_MACS_peak_6084_lociStitched	chr12(.):8781153-8781581	0.6725
1_MACS_peak_6085_lociStitched	chr12(.):8850510-8851156	0.9041
1_MACS_peak_6086_lociStitched	chr12(.):9066999-9067248	0.4771
1_MACS_peak_6087_lociStitched	chr12(.):9101703-9102710	0.967
1_MACS_peak_6088_lociStitched	chr12(.):9216915-9217626	0.8227
2_MACS_peak_6089_lociStitched	chr12(.):9436191-9437442	0.934
1_MACS_peak_6091_lociStitched	chr12(.):9438342-9438639	0.4719
1_MACS_peak_6092_lociStitched	chr12(.):9598457-9598715	0.5099
1_MACS_peak_6093_lociStitched	chr12(.):9599853-9601242	0.8463
5_MACS_peak_6094_lociStitched	chr12(.):9800015-9804196	0.8793
12_MACS_peak_6099_lociStitched	chr12(.):9872103-9887820	1.0241
2_MACS_peak_6111_lociStitched	chr12(.):9889406-9891751	0.7233
2_MACS_peak_6113_lociStitched	chr12(.):9892377-9893321	0.5096
2_MACS_peak_6115_lociStitched	chr12(.):9895185-9896447	0.7749
1_MACS_peak_6117_lociStitched	chr12(.):9966601-9966838	0.4228
4_MACS_peak_6118_lociStitched	chr12(.):10017503-10022780	0.9621
2_MACS_peak_6122_lociStitched	chr12(.):10194010-10194659	0.5979
1_MACS_peak_6124_lociStitched	chr12(.):10241596-10241972	0.7286
2_MACS_peak_6125_lociStitched	chr12(.):10242754-10243824	0.8258
2_MACS_peak_6127_lociStitched	chr12(.):10281412-10282703	0.8283
1_MACS_peak_6129_lociStitched	chr12(.):10306012-10306998	0.9738
2_MACS_peak_6130_lociStitched	chr12(.):10364761-10366178	0.6586
2_MACS_peak_6132_lociStitched	chr12(.):10707318-10707811	0.5333
2_MACS_peak_6134_lociStitched	chr12(.):10765742-10766615	0.7532
1_MACS_peak_6136_lociStitched	chr12(.):10874594-10876016	1.0846
2_MACS_peak_6137_lociStitched	chr12(.):11323662-11324649	1.0611
2_MACS_peak_6139_lociStitched	chr12(.):11801504-11803338	1.3153
1_MACS_peak_6141_lociStitched	chr12(.):11965697-11966306	0.8598
1_MACS_peak_6142_lociStitched	chr12(.):12047421-12047867	0.7514
1_MACS_peak_6143_lociStitched	chr12(.):12059009-12059375	0.564
3_MACS_peak_6144_lociStitched	chr12(.):12162816-12164754	0.7874
1_MACS_peak_6147_lociStitched	chr12(.):12177702-12177953	0.5188
1_MACS_peak_6148_lociStitched	chr12(.):12178762-12179029	0.4542
2_MACS_peak_6149_lociStitched	chr12(.):12419415-12420550	1.0059
1_MACS_peak_6151_lociStitched	chr12(.):12510032-12511542	1.2801
1_MACS_peak_6152_lociStitched	chr12(.):12559783-12560072	0.4501
1_MACS_peak_6153_lociStitched	chr12(.):12560736-12561063	0.5152
2_MACS_peak_6154_lociStitched	chr12(.):12714301-12716263	1.4777
2_MACS_peak_6156_lociStitched	chr12(.):12764282-12765122	0.886
5_MACS_peak_6158_lociStitched	chr12(.):12848805-12851986	0.7322
7_MACS_peak_6163_lociStitched	chr12(.):12866599-12875321	1.3604
2_MACS_peak_6170_lociStitched	chr12(.):12875997-12879858	1.8498
1_MACS_peak_6172_lociStitched	chr12(.):12939557-12940695	1.3456
1_MACS_peak_6173_lociStitched	chr12(.):12966303-12966679	0.6513
1_MACS_peak_6174_lociStitched	chr12(.):13080016-13080446	0.9851
2_MACS_peak_6175_lociStitched	chr12(.):13104778-13105940	0.5082
3_MACS_peak_6177_lociStitched	chr12(.):13152768-13154469	0.6394
1_MACS_peak_6180_lociStitched	chr12(.):13250590-13250826	0.479
1_MACS_peak_6181_lociStitched	chr12(.):13254293-13254730	0.753
1_MACS_peak_6182_lociStitched	chr12(.):13332538-13332824	0.61
1_MACS_peak_6183_lociStitched	chr12(.):14110351-14110717	0.5589
1_MACS_peak_6184_lociStitched	chr12(.):14134491-14134880	0.576
1_MACS_peak_6185_lociStitched	chr12(.):14369353-14370324	1.0241
1_MACS_peak_6186_lociStitched	chr12(.):14393040-14393785	0.8509
2_MACS_peak_6187_lociStitched	chr12(.):14409777-14411825	0.7632
1_MACS_peak_6189_lociStitched	chr12(.):14518569-14519240	0.8819
2_MACS_peak_6190_lociStitched	chr12(.):14922238-14924695	1.2006
1_MACS_peak_6192_lociStitched	chr12(.):14927253-14928422	1.1426
1_MACS_peak_6193_lociStitched	chr12(.):14955831-14956464	1.1284
2_MACS_peak_6194_lociStitched	chr12(.):15101425-15102278	0.5891
1_MACS_peak_6196_lociStitched	chr12(.):15167064-15167306	0.4504
3_MACS_peak_6197_lociStitched	chr12(.):15186908-15190333	0.809
1_MACS_peak_6200_lociStitched	chr12(.):15724108-15724647	0.6588
2_MACS_peak_6201_lociStitched	chr12(.):15733678-15734473	0.5208
1_MACS_peak_6203_lociStitched	chr12(.):15942490-15942726	0.3994
2_MACS_peak_6204_lociStitched	chr12(.):16034800-16035957	0.7916
1_MACS_peak_6206_lociStitched	chr12(.):16064223-16064717	1.1106
1_MACS_peak_6207_lociStitched	chr12(.):16790067-16790509	0.6772
2_MACS_peak_6208_lociStitched	chr12(.):19282654-19283377	0.5466
1_MACS_peak_6210_lociStitched	chr12(.):21590619-21591450	0.7976
2_MACS_peak_6211_lociStitched	chr12(.):21654297-21655104	0.5063
1_MACS_peak_6213_lociStitched	chr12(.):21809978-21810848	0.9839
1_MACS_peak_6214_lociStitched	chr12(.):22199157-22199599	0.8434
3_MACS_peak_6215_lociStitched	chr12(.):22696426-22698090	0.7926
1_MACS_peak_6218_lociStitched	chr12(.):22778089-22778907	1.014
1_MACS_peak_6219_lociStitched	chr12(.):22878553-22878846	0.4977
4_MACS_peak_6220_lociStitched	chr12(.):25148673-25151935	0.7807
4_MACS_peak_6224_lociStitched	chr12(.):25152546-25154410	0.5442
1_MACS_peak_6228_lociStitched	chr12(.):25171836-25173156	0.7995
2_MACS_peak_6229_lociStitched	chr12(.):25173938-25175544	0.8347
