#31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_ROSE/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam
#Using cutoff of 5127.1332 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
6_MACS_peak_12307_lociStitched	chr17	79868497	79886809	6	8325	9350.1072	2446.4832	261	1
2_MACS_peak_3518_lociStitched	chr10	77159242	77169985	2	8301	10826.7954	1334.2806	262	1
3_MACS_peak_11707_lociStitched	chr17	48225363	48239504	3	8298	10820.6932	2379.9303	263	1
2_MACS_peak_23044_lociStitched	chr5	180609673	180619752	2	8289	9664.7531	1911.9863	264	1
3_MACS_peak_1899_lociStitched	chr1	161121987	161138193	3	8279	16011.528	4858.5588	265	1
2_MACS_peak_14377_lociStitched	chr19	49137346	49150475	2	8277	10580.6611	2432.8037	266	1
1_MACS_peak_13455_lociStitched	chr19	11199533	11207788	1	8256	9456.928	1736.0265	267	1
4_MACS_peak_15294_lociStitched	chr2	65158904	65178310	4	8255	11542.6888	4432.3304	268	1
4_MACS_peak_8792_lociStitched	chr15	65587649	65598511	4	8243	6497.6484	2074.642	269	1
2_MACS_peak_9250_lociStitched	chr15	90638442	90646770	2	8242	9156.636	2466.7536	270	1
3_MACS_peak_2222_lociStitched	chr1	200850630	200863323	3	8231	12234.7827	3311.6037	271	1
3_MACS_peak_12932_lociStitched	chr19	653729	665782	3	8228	11804.7082	2232.2156	272	1
3_MACS_peak_4774_lociStitched	chr11	62431595	62448704	3	8212	12378.3615	2747.7054	273	1
3_MACS_peak_16582_lociStitched	chr2	227655541	227666436	3	8204	8684.4045	1787.8695	274	1
3_MACS_peak_9483_lociStitched	chr16	2008625	2022872	3	8199	12077.1819	2497.4991	275	1
3_MACS_peak_18581_lociStitched	chr22	39539530	39549697	3	8194	9234.6861	1998.8322	276	1
1_MACS_peak_1799_lociStitched	chr1	156626187	156634366	1	8180	9850.7876	2286.0305	277	1
3_MACS_peak_10849_lociStitched	chr17	7475286	7488534	3	8173	12604.1472	2866.8672	278	1
3_MACS_peak_23616_lociStitched	chr6	33279694	33292598	3	8167	10573.5376	2604.0272	279	1
4_MACS_peak_13210_lociStitched	chr19	4722523	4735159	4	8163	11263.7304	2388.204	280	1
5_MACS_peak_15006_lociStitched	chr2	37570357	37586058	5	8157	9918.3217	3449.5097	281	1
3_MACS_peak_20532_lociStitched	chr4	1712645	1728669	3	8143	12059.6624	2177.6616	282	1
2_MACS_peak_1751_lociStitched	chr1	155939606	155950588	2	8134	13421.1022	2797.1154	283	1
6_MACS_peak_9417_lociStitched	chr16	430728	452802	6	8119	10226.8842	2626.806	284	1
4_MACS_peak_5122_lociStitched	chr11	72523516	72543213	4	8102	13506.2329	3220.4595	285	1
2_MACS_peak_2097_lociStitched	chr1	181096797	181104905	2	8077	10584.994	2312.4016	286	1
2_MACS_peak_2597_lociStitched	chr1	226062885	226071947	2	8067	10204.7182	2811.9386	287	1
5_MACS_peak_13296_lociStitched	chr19	7178674	7199117	5	8058	16908.4053	4816.3708	288	1
5_MACS_peak_20423_lociStitched	chr3	194864851	194882434	5	8051	10555.0749	3829.5774	289	1
3_MACS_peak_10320_lociStitched	chr16	67554681	67572864	3	8048	9249.6921	2945.646	290	1
3_MACS_peak_6779_lociStitched	chr12	108953055	108963225	3	8046	8149.221	2801.835	291	1
3_MACS_peak_4718_lociStitched	chr11	60673010	60683792	3	8037	12977.2152	2795.7726	292	1
2_MACS_peak_1557_lociStitched	chr1	149802803	149815486	2	8028	17456.8812	3636.2161	293	1
5_MACS_peak_5137_lociStitched	chr11	73070026	73088927	5	8022	9284.1712	3230.1809	294	1
3_MACS_peak_9497_lociStitched	chr16	2197650	2206644	3	8017	6289.5042	1538.8734	295	1
1_MACS_peak_15771_lociStitched	chr2	111874339	111882353	1	8015	11004.8248	1462.555	296	1
2_MACS_peak_27462_lociStitched	chr9	33445171	33457668	2	8014	9600.1954	2611.873	297	1
2_MACS_peak_20350_lociStitched	chr3	186780695	186792199	2	7999	9017.9856	3653.6704	298	1
3_MACS_peak_2594_lociStitched	chr1	226034362	226045186	3	7996	8586.6792	3160.608	299	1
2_MACS_peak_27081_lociStitched	chr8	126441172	126449195	2	7975	9998.2626	1864.5452	300	1
3_MACS_peak_4867_lociStitched	chr11	64877543	64890462	3	7975	10767.9865	2961.0348	301	1
3_MACS_peak_11004_lociStitched	chr17	18958333	18974704	3	7973	12464.8794	2786.3442	302	1
3_MACS_peak_18573_lociStitched	chr22	39459169	39474417	3	7971	10701.0464	3038.9264	303	1
5_MACS_peak_14916_lociStitched	chr2	27375244	27393403	5	7971	8316.822	3201.4317	304	1
5_MACS_peak_6445_lociStitched	chr12	58135443	58151155	5	7963	9628.3136	3060.6976	305	1
4_MACS_peak_15440_lociStitched	chr2	74681538	74701098	4	7936	13212.78	3092.436	306	1
4_MACS_peak_13138_lociStitched	chr19	3544725	3558882	4	7930	10426.6305	2504.3733	307	1
3_MACS_peak_3458_lociStitched	chr10	74007195	74024134	3	7916	13237.8285	3292.9416	308	1
4_MACS_peak_23364_lociStitched	chr6	26017578	26034752	4	7907	8478.8038	2955.6454	309	1
3_MACS_peak_1716_lociStitched	chr1	155099084	155113607	3	7905	10489.9629	3434.6895	310	1
4_MACS_peak_11890_lociStitched	chr17	62197955	62210152	4	7886	8998.9466	2600.4004	311	1
3_MACS_peak_28140_lociStitched	chr9	123630325	123641148	3	7880	8969.0201	2245.7725	312	1
5_MACS_peak_8751_lociStitched	chr15	63765258	63780261	5	7872	9648.4293	2745.549	313	1
2_MACS_peak_10832_lociStitched	chr17	7208787	7219702	2	7862	9506.965	2143.706	314	1
4_MACS_peak_4899_lociStitched	chr11	65306687	65326846	4	7861	12045.0025	3007.7228	315	1
3_MACS_peak_22980_lociStitched	chr5	176872099	176885049	3	7844	9812.215	2105.67	316	1
3_MACS_peak_1760_lociStitched	chr1	156060122	156077430	3	7797	11440.588	4188.536	317	1
3_MACS_peak_20490_lociStitched	chr3	197379765	197393095	3	7796	13347.329	3175.206	318	1
4_MACS_peak_13144_lociStitched	chr19	3605849	3628174	4	7795	13964.2875	3839.9	319	1
1_MACS_peak_417_lociStitched	chr1	23850643	23858426	1	7784	9829.929	1952.7547	320	1
5_MACS_peak_16704_lociStitched	chr2	238599773	238613363	5	7758	7274.727	1454.13	321	1
5_MACS_peak_19520_lociStitched	chr3	69128691	69145415	5	7742	8318.5176	2940.0792	322	1
3_MACS_peak_26068_lociStitched	chr7	150776605	150785680	3	7737	10212.0975	1988.3325	323	1
2_MACS_peak_12919_lociStitched	chr19	505848	514724	2	7719	11647.9748	2592.6796	324	1
6_MACS_peak_8034_lociStitched	chr14	91854308	91867148	6	7705	7547.352	1562.628	325	1
5_MACS_peak_13510_lociStitched	chr19	12776926	12793685	5	7702	10442.5329	2396.537	326	1
4_MACS_peak_10660_lociStitched	chr17	1010905	1027183	4	7700	8843.8374	2793.3048	327	1
2_MACS_peak_28350_lociStitched	chr9	132646404	132657514	2	7681	10613.383	2323.101	328	1
2_MACS_peak_20359_lociStitched	chr3	187455030	187464057	2	7680	9343.8477	2220.642	329	1
2_MACS_peak_2286_lociStitched	chr1	203288829	203297737	2	7662	16033.5092	3596.1596	330	1
3_MACS_peak_17541_lociStitched	chr20	56047784	56057811	3	7642	8733.517	2292.1722	331	1
4_MACS_peak_12358_lociStitched	chr17	80447536	80458147	4	7639	8551.4049	1975.7682	332	1
5_MACS_peak_29153_lociStitched	chrX	128903153	128920967	5	7624	8684.325	2045.0472	333	1
3_MACS_peak_23160_lociStitched	chr6	5996061	6009901	3	7623	9085.96	2085.688	334	1
3_MACS_peak_6400_lociStitched	chr12	57022505	57031221	3	7615	9462.9612	2034.3144	335	1
3_MACS_peak_28205_lociStitched	chr9	127623158	127635572	3	7597	10761.6966	2330.1078	336	1
4_MACS_peak_21827_lociStitched	chr5	32530703	32543814	4	7596	9732.2953	2887.0422	337	1
4_MACS_peak_515_lociStitched	chr1	27018327	27029672	4	7590	11078.3925	2440.3095	338	1
2_MACS_peak_12967_lociStitched	chr19	1036156	1045121	2	7568	13343.506	2381.104	339	1
6_MACS_peak_4286_lociStitched	chr11	6624185	6644158	6	7565	9622.9914	3345.4775	340	1
2_MACS_peak_15135_lociStitched	chr2	47204807	47214855	2	7561	9628.9984	2038.7392	341	1
4_MACS_peak_23539_lociStitched	chr6	31157783	31172800	4	7560	9783.5755	2784.1518	342	1
4_MACS_peak_9705_lociStitched	chr16	11826595	11837774	4	7549	8498.2758	2380.0091	343	1
2_MACS_peak_2612_lociStitched	chr1	226308178	226316833	2	7543	12620.721	2897.694	344	1
4_MACS_peak_21562_lociStitched	chr4	185330296	185348988	4	7541	9086.1812	3824.3832	345	1
4_MACS_peak_19878_lociStitched	chr3	128995033	129002912	4	7537	6449.7494	1768.0476	346	1
2_MACS_peak_12288_lociStitched	chr17	79477468	79487387	2	7532	8123.661	1454.1254	347	1
3_MACS_peak_9433_lociStitched	chr16	685079	700305	3	7524	10580.5474	1722.0606	348	1
5_MACS_peak_13442_lociStitched	chr19	10974692	10990402	5	7517	8155.061	2381.636	349	1
3_MACS_peak_464_lociStitched	chr1	25558190	25574851	3	7509	10411.4589	3022.3054	350	1
2_MACS_peak_11917_lociStitched	chr17	63552343	63561097	2	7502	6074.4006	1097.7516	351	1
4_MACS_peak_4766_lociStitched	chr11	62357540	62370485	4	7497	11382.5385	2574.7605	352	1
2_MACS_peak_17395_lociStitched	chr20	46386640	46397928	2	7480	8065.276	2158.2656	353	1
2_MACS_peak_17088_lociStitched	chr20	30304818	30312400	2	7468	7205.1746	1916.7296	354	1
2_MACS_peak_27250_lociStitched	chr8	145010027	145018852	2	7468	9000.6175	1806.4775	355	1
3_MACS_peak_26019_lociStitched	chr7	148676252	148685556	3	7459	6213.2112	2496.2632	356	1
3_MACS_peak_10815_lociStitched	chr17	6915234	6927900	3	7454	12752.1288	2406.54	357	1
2_MACS_peak_15948_lociStitched	chr2	133024362	133031956	2	7442	15565.4218	6175.4408	358	1
5_MACS_peak_4238_lociStitched	chr11	2905430	2924252	5	7434	8995.0338	2554.1454	359	1
3_MACS_peak_13942_lociStitched	chr19	36230875	36240211	3	7426	9089.5296	1867.2	360	1
3_MACS_peak_5486_lociStitched	chr11	118964497	118979472	3	7424	10853.88	2854.235	361	1
3_MACS_peak_11520_lociStitched	chr17	42287413	42300290	3	7414	8804.0049	1979.1949	362	1
3_MACS_peak_5093_lociStitched	chr11	71414521	71426752	3	7406	6316.0884	3199.6296	363	1
1_MACS_peak_8881_lociStitched	chr15	70387298	70394699	1	7402	10684.8237	1503.1431	364	1
3_MACS_peak_1660_lociStitched	chr1	153755360	153770654	3	7398	12157.2006	3607.8546	365	1
3_MACS_peak_591_lociStitched	chr1	28902727	28914073	3	7391	8141.8896	2361.1026	366	1
3_MACS_peak_81_lociStitched	chr1	2476930	2489259	3	7391	10133.2051	1904.8305	367	1
2_MACS_peak_22978_lociStitched	chr5	176852299	176859716	2	7364	10498.7635	1727.4193	368	1
3_MACS_peak_25281_lociStitched	chr7	73148894	73158757	3	7342	10209.1913	1885.8056	369	1
3_MACS_peak_11629_lociStitched	chr17	46088742	46104484	3	7327	7548.289	2441.5842	370	1
4_MACS_peak_10598_lociStitched	chr16	89033764	89045690	4	7313	8652.313	1290.3932	371	1
2_MACS_peak_28276_lociStitched	chr9	130732076	130744082	2	7309	9497.9466	2361.5802	372	1
2_MACS_peak_19323_lociStitched	chr3	49054883	49067369	2	7292	12276.2352	2652.0264	373	1
3_MACS_peak_18228_lociStitched	chr22	23478091	23488541	3	7284	8293.12	2641.76	374	1
3_MACS_peak_18957_lociStitched	chr3	13455236	13470539	3	7284	10211.6919	2425.5255	375	1
3_MACS_peak_3818_lociStitched	chr10	104153334	104164552	3	7265	11078.8968	2086.548	376	1
4_MACS_peak_9511_lociStitched	chr16	2550389	2571792	4	7261	9006.3824	2878.7035	377	1
2_MACS_peak_24664_lociStitched	chr7	2439122	2447370	2	7239	8504.5128	1393.0872	378	1
4_MACS_peak_1402_lociStitched	chr1	118142047	118154597	4	7225	5523.255	1723.115	379	1
4_MACS_peak_316_lociStitched	chr1	17022224	17035048	4	7212	7980.3752	3103.408	380	1
2_MACS_peak_14551_lociStitched	chr19	55764360	55771979	2	7211	8528.7086	1822.4648	381	1
2_MACS_peak_1528_lociStitched	chr1	148240559	148248458	2	7191	9778.962	2431.3122	382	1
1_MACS_peak_15579_lociStitched	chr2	91813604	91820784	1	7181	9997.432	5377.82	383	1
2_MACS_peak_23330_lociStitched	chr6	21586979	21597410	2	7177	8124.7059	1506.2364	384	1
3_MACS_peak_16364_lociStitched	chr2	202116295	202126960	3	7172	9473.7195	2187.3915	385	1
4_MACS_peak_25057_lociStitched	chr7	44075492	44086989	4	7157	6911.9964	2221.2204	386	1
2_MACS_peak_23910_lociStitched	chr6	52430640	52442797	2	7155	8998.6114	2712.2267	387	1
4_MACS_peak_21056_lociStitched	chr4	84133260	84143936	4	7151	7160.3932	2245.1628	388	1
2_MACS_peak_1559_lociStitched	chr1	149821561	149833969	2	7146	17693.808	3561.096	389	1
2_MACS_peak_20204_lociStitched	chr3	176909381	176920111	2	7139	8891.951	2961.48	390	1
2_MACS_peak_14309_lociStitched	chr19	47728135	47735281	2	7135	9602.0802	1397.043	391	1
2_MACS_peak_907_lociStitched	chr1	45186166	45198317	2	7134	7777.8551	2013.4207	392	1
4_MACS_peak_22948_lociStitched	chr5	175962982	175978464	4	7126	9807.847	2393.5172	393	1
2_MACS_peak_13643_lociStitched	chr19	16220957	16231769	2	7122	11028.24	2351.61	394	1
2_MACS_peak_1475_lociStitched	chr1	145448731	145457928	2	7118	9552.9239	3214.3515	395	1
2_MACS_peak_10713_lociStitched	chr17	2294925	2305825	2	7118	11347.99	1664.43	396	1
3_MACS_peak_2686_lociStitched	chr1	230238961	230248755	3	7109	9213.2158	2954.8498	397	1
1_MACS_peak_20348_lociStitched	chr3	186712880	186719981	1	7102	7756.4223	2858.1525	398	1
3_MACS_peak_18875_lociStitched	chr3	5018429	5029356	3	7102	8786.4007	1769.0813	399	1
2_MACS_peak_5807_lociStitched	chr12	6641010	6648501	2	7090	10197.4983	1807.5783	400	1
4_MACS_peak_11881_lociStitched	chr17	62131566	62141764	4	7088	5480.4052	1758.1352	401	1
3_MACS_peak_23994_lociStitched	chr6	74220222	74233948	3	7073	11421.4046	3022.4652	402	1
4_MACS_peak_9441_lociStitched	chr16	761505	778911	4	7072	9757.8036	2074.7952	403	1
2_MACS_peak_3908_lociStitched	chr10	112216725	112225328	2	7057	9614.7128	2072.4627	404	1
4_MACS_peak_12084_lociStitched	chr17	73850874	73862155	4	7044	9096.9984	2089.2412	405	1
2_MACS_peak_4787_lociStitched	chr11	62598226	62610470	2	7042	12175.4336	2478.1856	406	1
2_MACS_peak_326_lociStitched	chr1	17221555	17233304	2	7035	15803.5799	4671.4024	407	1
2_MACS_peak_3828_lociStitched	chr10	104401469	104413231	2	7033	10858.6784	1781.943	408	1
4_MACS_peak_9097_lociStitched	chr15	81585444	81595565	4	7029	10185.7744	2737.7305	409	1
4_MACS_peak_17063_lociStitched	chr20	25833843	25844668	4	7029	5909.3675	2016.6975	410	1
2_MACS_peak_27150_lociStitched	chr8	134508382	134515819	2	7028	7881.7326	2057.8179	411	1
2_MACS_peak_6603_lociStitched	chr12	89739092	89749368	2	7025	10131.1084	2573.1104	412	1
3_MACS_peak_13168_lociStitched	chr19	4060958	4069809	3	7024	5645.1678	1154.1704	413	1
1_MACS_peak_15215_lociStitched	chr2	60776185	60783206	1	7022	9851.1651	1213.2288	414	1
3_MACS_peak_20438_lociStitched	chr3	195350795	195363920	3	7019	12723.375	3199.875	415	1
2_MACS_peak_11309_lociStitched	chr17	36335361	36342605	2	7017	5942.9776	2216.664	416	1
3_MACS_peak_4815_lociStitched	chr11	63948811	63959261	3	7012	8319.245	1886.225	417	1
2_MACS_peak_8177_lociStitched	chr14	105946946	105958485	2	7008	9913.1549	1434.2977	418	1
4_MACS_peak_20154_lociStitched	chr3	169480600	169491969	4	7006	12530.9118	2963.8983	419	1
2_MACS_peak_15577_lociStitched	chr2	91757202	91764785	2	6985	6172.562	3457.0897	420	1
4_MACS_peak_10973_lociStitched	chr17	17725626	17744313	4	6984	12467.9664	2866.5858	421	1
3_MACS_peak_25654_lociStitched	chr7	104576504	104586929	3	6980	10870.1475	2397.75	422	1
3_MACS_peak_13423_lociStitched	chr19	10608503	10616757	3	6975	7563.1402	1326.4178	423	1
3_MACS_peak_4903_lociStitched	chr11	65336926	65344494	3	6974	8514	1674.0416	424	1
3_MACS_peak_4881_lociStitched	chr11	65148295	65157255	3	6974	7786.24	1830.528	425	1
3_MACS_peak_2653_lociStitched	chr1	228288540	228300516	3	6973	11682.588	2656.2768	426	1
3_MACS_peak_13773_lociStitched	chr19	19050448	19062947	3	6972	8791.7966	2374.81	427	1
3_MACS_peak_14311_lociStitched	chr19	47742306	47751315	3	6971	7821.6138	1904.5026	428	1
3_MACS_peak_14229_lociStitched	chr19	45922096	45932403	3	6968	9125.8178	1857.3214	429	1
1_MACS_peak_8985_lociStitched	chr15	75490783	75497749	1	6967	7827.6942	1627.9542	430	1
4_MACS_peak_22589_lociStitched	chr5	140886814	140894270	4	6942	5715.024	1278.704	431	1
4_MACS_peak_13407_lociStitched	chr19	10397230	10406908	4	6939	5981.004	1334.5962	432	1
3_MACS_peak_10656_lociStitched	chr17	977978	985503	3	6929	6324.01	1395.135	433	1
3_MACS_peak_3783_lociStitched	chr10	102819816	102831733	3	6925	9267.8509	2259.4632	434	1
3_MACS_peak_10825_lociStitched	chr17	7136996	7147008	3	6924	9191.016	2154.5824	435	1
2_MACS_peak_1534_lociStitched	chr1	148760031	148767989	2	6905	6967.229	1872.5174	436	1
3_MACS_peak_9256_lociStitched	chr15	90721348	90735793	3	6891	9366.138	2611.656	437	1
3_MACS_peak_23219_lociStitched	chr6	10411283	10427298	3	6877	9684.2705	1998.672	438	1
3_MACS_peak_25770_lociStitched	chr7	121944069	121957464	3	6875	8635.7565	2482.0935	439	1
3_MACS_peak_2400_lociStitched	chr1	207994747	208005854	3	6868	9585.341	3492.0408	440	1
4_MACS_peak_9536_lociStitched	chr16	3009072	3020957	4	6868	7758.528	1428.577	441	1
2_MACS_peak_1406_lociStitched	chr1	118165141	118177078	2	6847	6512.8272	2046.0018	442	1
2_MACS_peak_1532_lociStitched	chr1	148598012	148605797	2	6846	6382.143	1660.5405	443	1
4_MACS_peak_11572_lociStitched	chr17	43517295	43531713	4	6839	8917.533	2663.0046	444	1
3_MACS_peak_4864_lociStitched	chr11	64850751	64864578	3	6838	11144.562	2387.9229	445	1
2_MACS_peak_13327_lociStitched	chr19	7929807	7937479	2	6833	7782.4768	1829.0048	446	1
1_MACS_peak_26671_lociStitched	chr8	58119798	58126628	1	6831	4149.908	2406.209	447	1
2_MACS_peak_1606_lociStitched	chr1	151161205	151172503	2	6817	10457.4288	2752.1928	448	1
3_MACS_peak_23596_lociStitched	chr6	32156938	32166063	3	6815	8528.225	1879.75	449	1
3_MACS_peak_727_lociStitched	chr1	36614347	36627124	3	6814	10153.8819	2399.5206	450	1
4_MACS_peak_22655_lociStitched	chr5	148205028	148214905	4	6812	7708.0108	2318.1319	451	1
3_MACS_peak_13532_lociStitched	chr19	12991147	13003183	3	6807	11981.838	2208.606	452	1
2_MACS_peak_25839_lociStitched	chr7	129418189	129425969	2	6803	7913.038	1413.626	453	1
2_MACS_peak_26429_lociStitched	chr8	26428481	26437209	2	6791	9311.9032	2186.364	454	1
4_MACS_peak_8520_lociStitched	chr15	41230026	41246783	4	6786	8931.481	2560.4696	455	1
3_MACS_peak_4133_lociStitched	chr10	135201417	135215418	3	6781	8662.4187	2084.7489	456	1
1_MACS_peak_11281_lociStitched	chr17	34744031	34750809	1	6779	5993.1076	2202.85	457	1
2_MACS_peak_8229_lociStitched	chr15	20557055	20564534	2	6778	7176.1005	2229.4899	458	1
2_MACS_peak_16634_lociStitched	chr2	232570762	232579439	2	6777	7965.486	1079.4188	459	1
4_MACS_peak_19371_lociStitched	chr3	50373432	50389006	4	6775	10211.8718	2725.45	460	1
4_MACS_peak_27842_lociStitched	chr9	94182859	94192497	4	6768	8087.2458	2156.9844	461	1
3_MACS_peak_11257_lociStitched	chr17	34492782	34502631	3	6752	6666.7881	2698.626	462	1
2_MACS_peak_27696_lociStitched	chr9	73026785	73036474	2	6750	13390.198	1876.7593	463	1
3_MACS_peak_17920_lociStitched	chr21	43282446	43289587	3	6736	6063.4231	1692.417	464	1
3_MACS_peak_26545_lociStitched	chr8	37749042	37762250	3	6728	9993.1728	2471.2168	465	1
2_MACS_peak_13921_lociStitched	chr19	35695703	35705987	2	6724	13982.1264	2494.8984	466	1
3_MACS_peak_16503_lociStitched	chr2	219260062	219272059	3	6722	10345.0131	1677.1806	467	1
4_MACS_peak_14739_lociStitched	chr2	10574825	10589744	4	6722	9585.4575	2689.8957	468	1
4_MACS_peak_1216_lociStitched	chr1	87793403	87803015	4	6719	6820.6752	1524.4632	469	1
4_MACS_peak_13393_lociStitched	chr19	10216362	10231414	4	6713	8767.79	2305.9664	470	1
4_MACS_peak_9404_lociStitched	chr16	115410	135755	4	6706	9037.249	2850.3345	471	1
1_MACS_peak_8995_lociStitched	chr15	75742390	75749089	1	6700	7579.9185	1693.5072	472	1
3_MACS_peak_22930_lociStitched	chr5	175076535	175086404	3	6688	7411.619	2286.6473	473	1
2_MACS_peak_12343_lociStitched	chr17	80287780	80294860	2	6686	6201.372	1252.452	474	1
2_MACS_peak_12196_lociStitched	chr17	76246440	76255038	2	6686	8467.3104	1964.643	475	1
3_MACS_peak_26063_lociStitched	chr7	150704520	150715975	3	6686	7482.406	2360.8755	476	1
4_MACS_peak_19242_lociStitched	chr3	46326293	46340284	4	6686	6273.5644	2752.0297	477	1
2_MACS_peak_5506_lociStitched	chr11	119592137	119600902	2	6684	8708.904	1331.4035	478	1
3_MACS_peak_22882_lociStitched	chr5	172191677	172205372	3	6680	11135.4045	2971.815	479	1
3_MACS_peak_20604_lociStitched	chr4	5705578	5715500	3	6678	6142.7102	1674.8336	480	1
2_MACS_peak_18297_lociStitched	chr22	26984615	26991788	2	6668	6744.7719	1564.4313	481	1
2_MACS_peak_58_lociStitched	chr1	1668671	1679004	2	6668	10356.7659	1836.1741	482	1
5_MACS_peak_28146_lociStitched	chr9	123689390	123699281	5	6654	5759.5293	1743.7833	483	1
4_MACS_peak_28825_lociStitched	chrX	48793923	48805787	4	6636	7105.3496	1700.1112	484	1
2_MACS_peak_5830_lociStitched	chr12	6975932	6983525	2	6632	7005.3018	1624.1427	485	1
3_MACS_peak_23048_lociStitched	chr5	180642894	180651727	3	6628	10922.8878	2028.9401	486	1
2_MACS_peak_26848_lociStitched	chr8	86566235	86576417	2	6617	4142.0376	2493.5718	487	1
3_MACS_peak_12451_lociStitched	chr18	9061246	9070877	3	6614	8504.173	2728.4623	488	1
2_MACS_peak_10030_lociStitched	chr16	30661116	30672664	2	6602	10817.0116	2360.4112	489	1
2_MACS_peak_26361_lociStitched	chr8	21994455	22004907	2	6600	6946.3992	1667.094	490	1
2_MACS_peak_13587_lociStitched	chr19	14182258	14193184	2	6592	7541.1252	1495.7694	491	1
3_MACS_peak_10329_lociStitched	chr16	67693063	67702629	3	6569	7555.2268	1868.2398	492	1
3_MACS_peak_11130_lociStitched	chr17	27887045	27900425	3	6564	8153.772	1960.17	493	1
1_MACS_peak_27671_lociStitched	chr9	70645129	70651684	1	6556	6889.305	871.1595	494	1
2_MACS_peak_17763_lociStitched	chr21	32924639	32932959	2	6556	9888.32	2229.76	495	1
2_MACS_peak_12930_lociStitched	chr19	631879	641410	2	6556	6664.0752	1933.8399	496	1
3_MACS_peak_10229_lociStitched	chr16	57569104	57579123	3	6541	10748.3832	1832.4751	497	1
4_MACS_peak_28821_lociStitched	chrX	48768204	48777339	4	6540	7178.283	1521.891	498	1
3_MACS_peak_1552_lociStitched	chr1	149671496	149685814	3	6525	6670.7562	3207.232	499	1
2_MACS_peak_17966_lociStitched	chr21	44725465	44734075	2	6513	9917.859	2487.429	500	1
2_MACS_peak_10743_lociStitched	chr17	3813703	3820582	2	6501	9342.3699	1837.3809	501	1
3_MACS_peak_10428_lociStitched	chr16	71841592	71853418	3	6501	8941.6386	2118.0366	502	1
4_MACS_peak_17655_lociStitched	chr20	62600139	62613087	4	6497	6956.9604	1760.928	503	1
1_MACS_peak_6428_lociStitched	chr12	57631592	57638076	1	6485	7861.85	1296.8	504	1
2_MACS_peak_11325_lociStitched	chr17	36856550	36863138	2	6482	10716.6996	1467.1476	505	1
2_MACS_peak_23524_lociStitched	chr6	30683758	30691002	2	6478	7851.0472	1817.5196	506	1
3_MACS_peak_11488_lociStitched	chr17	41386772	41402338	3	6471	9305.3548	3672.0194	507	1
1_MACS_peak_27589_lociStitched	chr9	42250237	42256704	1	6468	8440.0817	1220.9696	508	1
4_MACS_peak_10952_lociStitched	chr17	17198077	17209398	4	6451	5661.6321	1598.5252	509	1
2_MACS_peak_17053_lociStitched	chr20	25289524	25300746	2	6446	9479.2234	2553.005	510	1
2_MACS_peak_21905_lociStitched	chr5	43037098	43043778	2	6433	9547.056	1665.992	511	1
3_MACS_peak_17198_lociStitched	chr20	34679201	34690196	3	6432	7428.222	2332.0395	512	1
3_MACS_peak_11491_lociStitched	chr17	41436999	41450671	3	6429	8815.7056	2465.0616	513	1
2_MACS_peak_4529_lociStitched	chr11	35159824	35166434	2	6426	6939.839	1999.525	514	1
3_MACS_peak_23635_lociStitched	chr6	33587636	33601464	3	6408	7554.2364	2429.5796	515	1
3_MACS_peak_13691_lociStitched	chr19	17413229	17421447	3	6400	7608.2244	1604.1536	516	1
2_MACS_peak_26396_lociStitched	chr8	23076386	23084015	2	6394	8191.2573	1538.0064	517	1
2_MACS_peak_20449_lociStitched	chr3	195632945	195642613	2	6390	9847.8248	2769.882	518	1
2_MACS_peak_5062_lociStitched	chr11	68605800	68612187	2	6388	7726.3539	1194.369	519	1
3_MACS_peak_14232_lociStitched	chr19	45942433	45955770	3	6387	9495.944	2455.3417	520	1
5_MACS_peak_22984_lociStitched	chr5	176916043	176929786	5	6385	6662.6064	1989.9864	521	1
2_MACS_peak_23051_lociStitched	chr5	180668106	180674522	2	6383	6776.5792	1402.5376	522	1
3_MACS_peak_12159_lociStitched	chr17	75314931	75328881	3	6382	9547.38	2356.155	523	1
1_MACS_peak_23606_lociStitched	chr6	32935137	32941515	1	6379	11483.589	1757.7768	524	1
4_MACS_peak_14708_lociStitched	chr2	8817952	8826596	4	6377	6770.8452	1638.9024	525	1
1_MACS_peak_27969_lociStitched	chr9	102581304	102587670	1	6367	8484.6048	1293.5712	526	1
3_MACS_peak_10010_lociStitched	chr16	30381580	30394951	3	6367	9411.8469	2372.0154	527	1
3_MACS_peak_14266_lociStitched	chr19	46385363	46397574	3	6361	7811.3767	1680.2336	528	1
4_MACS_peak_17940_lociStitched	chr21	43880029	43890353	4	6360	7641.8248	2761.67	529	1
