REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_22870_lociStitched	chr5	171601252	171616077	4	10003	12294.3725	3052.4675	160	STK10	EFCAB9	STK10	160	1
5_MACS_peak_23629_lociStitched	chr6	33537539	33561535	5	10003	14949.508	4336.0772	161	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	161	1
6_MACS_peak_5834_lociStitched	chr12	7022601	7038652	6	10001	11588.822	3065.741	162	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	162	1
3_MACS_peak_10876_lociStitched	chr17	8087546	8104702	3	9959	12429.522	3463.7964	163	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	163	1
2_MACS_peak_22431_lociStitched	chr5	131824377	131837515	2	9868	11981.856	2853.5736	164	IRF1	IL5	IRF1	164	1
4_MACS_peak_18530_lociStitched	chr22	38701405	38715028	4	9862	11162.6862	2550.2256	165	CSNK1E	TMEM184B	CSNK1E	165	1
3_MACS_peak_22968_lociStitched	chr5	176726907	176740581	3	9853	12257.3736	2860.6008	166	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	166	1
5_MACS_peak_14084_lociStitched	chr19	41104111	41120919	5	9810	12653.0624	3243.944	167	LTBP4	SHKBP1	LTBP4	167	1
5_MACS_peak_25167_lociStitched	chr7	55625171	55641525	5	9807	9941.5966	3390.1842	168	VOPP1		VOPP1	168	1
3_MACS_peak_18232_lociStitched	chr22	23515610	23526563	3	9800	10415.2077	2614.4811	169	BCR	RAB36,RTDR1	BCR	169	1
5_MACS_peak_4886_lociStitched	chr11	65207646	65223261	5	9791	8391.501	2267.298	170	MIR612	NEAT1,MALAT1	MIR612	170	1
5_MACS_peak_13638_lociStitched	chr19	16177190	16198113	5	9753	13298.6588	3676.1711	171	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	171	1
3_MACS_peak_11381_lociStitched	chr17	38250969	38261676	3	9594	9612.7446	2585.7405	172	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	172	1
4_MACS_peak_18592_lociStitched	chr22	39704379	39717245	4	9570	10110.1028	2676.128	173	RPL3,SNORD83B,SNORD83A,RNU86,SNORD43	SYNGR1	SNORD83A	173	1
3_MACS_peak_18271_lociStitched	chr22	24819120	24832079	3	9570	11911.9128	2468.6895	174	ADORA2A,C22orf45		ADORA2A	174	1
5_MACS_peak_18321_lociStitched	chr22	29207375	29226005	5	9553	10112.364	3671.973	175		CCDC117,XBP1	XBP1	175	1
2_MACS_peak_310_lociStitched	chr1	16962592	16975681	2	9545	18331.1445	7113.8715	176	MST1P2	NBPF1,CROCCP2	MST1P2	176	1
3_MACS_peak_27253_lociStitched	chr8	145047538	145064410	3	9528	12687.744	2866.5528	177	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661	PARP10	177	1
3_MACS_peak_26051_lociStitched	chr7	150101138	150118800	3	9499	18760.5764	4502.0438	178	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	178	1
3_MACS_peak_25585_lociStitched	chr7	101375969	101391805	3	9493	9029.6872	2351.646	179			CUX1	179	1
2_MACS_peak_2651_lociStitched	chr1	228268728	228279136	2	9481	11543.5128	3084.9312	180	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	180	1
5_MACS_peak_3718_lociStitched	chr10	99159272	99187297	5	9473	11958.2675	4341.0725	181	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	181	1
5_MACS_peak_13330_lociStitched	chr19	7980784	7994578	5	9441	10933.1244	2688.4506	182	LOC645781,SNAPC2,CTXN1,TIMM44	LRRC8E,MAP2K7,FLJ22184,LOC388499	SNAPC2	182	1
4_MACS_peak_10777_lociStitched	chr17	4837329	4854537	4	9429	13461.8184	2968.38	183	GP1BA,RNF167,ENO3,SLC25A11,PFN1	C17orf107,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	RNF167	183	1
4_MACS_peak_3575_lociStitched	chr10	81946682	81966011	4	9414	11868.006	3544.9386	184	ANXA11		ANXA11	184	1
3_MACS_peak_2737_lociStitched	chr1	234735030	234749774	3	9392	18627.5696	4514.6128	185	IRF2BP2	NCRNA00184	IRF2BP2	185	1
3_MACS_peak_1902_lociStitched	chr1	161144443	161156930	3	9390	13088.8734	3773.5714	186	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	186	1
4_MACS_peak_10940_lociStitched	chr17	16870650	16883190	4	9308	8927.226	2602.05	187	TNFRSF13B		TNFRSF13B	187	1
2_MACS_peak_25822_lociStitched	chr7	128572284	128583597	2	9304	15945.6735	3126.9132	188	IRF5	KCP	IRF5	188	1
3_MACS_peak_25307_lociStitched	chr7	74057425	74076290	3	9290	11509.5365	3012.7405	189	GTF2I		GTF2I	189	1
5_MACS_peak_1822_lociStitched	chr1	157133024	157152796	5	9289	13223.5136	5186.1956	190		CYCSP52,ETV3	ETV3	190	1
4_MACS_peak_18822_lociStitched	chr22	50679281	50691356	4	9277	9885.8025	2150.5575	191	TUBGCP6,HDAC10,MAPK12	SELO,MAPK11	TUBGCP6	191	1
2_MACS_peak_2626_lociStitched	chr1	226840100	226852427	2	9275	14584.0737	4008.7404	192	ITPKB		ITPKB	192	1
3_MACS_peak_18318_lociStitched	chr22	29185642	29198855	3	9258	10829.3748	2824.9394	193	XBP1	HSCB,CCDC117,CHEK2	XBP1	193	1
3_MACS_peak_5927_lociStitched	chr12	12866814	12879386	3	9247	14345.9092	3218.432	194	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	194	1
4_MACS_peak_25809_lociStitched	chr7	128162379	128177961	4	9217	11586.7752	2839.0404	195		METTL2B	METTL2B	195	1
6_MACS_peak_14907_lociStitched	chr2	27293585	27310653	6	9185	11497.0048	2896.4396	196	EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	196	1
2_MACS_peak_4338_lociStitched	chr11	10323498	10332684	2	9176	13779	2279.0466	197	ADM	SBF2	ADM	197	1
3_MACS_peak_13086_lociStitched	chr19	2326627	2336016	3	9176	9179.6253	2083.4191	198	SPPL2B,LSM7	C19orf35,LINGO3	SPPL2B	198	1
6_MACS_peak_8462_lociStitched	chr15	40330506	40357668	6	9169	13431.609	5000.5242	199	SRP14	BMF	SRP14	199	1
2_MACS_peak_1804_lociStitched	chr1	156709288	156722615	2	9161	13426.9525	3660.9269	200	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	200	1
1_MACS_peak_12686_lociStitched	chr18	44541972	44551082	1	9111	6878.05	3409.873	201	KATNAL2,TCEB3CL,TCEB3C	PIAS2,TCEB3B	TCEB3CL	201	1
4_MACS_peak_23413_lociStitched	chr6	27094481	27116200	4	9102	11154.8784	4209.1422	202	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	202	1
3_MACS_peak_3226_lociStitched	chr10	43890937	43905955	3	9101	14100.4002	2727.2688	203	HNRNPF	FXYD4,ZNF487P	HNRNPF	203	1
5_MACS_peak_585_lociStitched	chr1	28827205	28846224	5	9097	10749.5388	3415.8124	204	RCC1,SNHG3	TRNAU1AP	RCC1	204	1
3_MACS_peak_14386_lociStitched	chr19	49369310	49385785	3	9084	12448.51	3173.085	205	PPP1R15A,PLEKHA4,TULP2	NUCB1,HSD17B14	PPP1R15A	205	1
6_MACS_peak_13727_lociStitched	chr19	18207869	18231172	6	9072	10379.1562	3148.2353	206	MAST3	PIK3R2,IL12RB1	MAST3	206	1
2_MACS_peak_2370_lociStitched	chr1	206728549	206737746	2	9071	12163.0325	3301.723	207	RASSF5	LGTN	RASSF5	207	1
6_MACS_peak_4697_lociStitched	chr11	59317155	59334016	6	9062	10993.372	2832.648	208		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	208	1
3_MACS_peak_5599_lociStitched	chr11	126172446	126189816	3	9047	10694.709	3439.26	209	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	209	1
4_MACS_peak_13539_lociStitched	chr19	13043559	13057435	4	9033	12044.368	2346.4316	210	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	210	1
3_MACS_peak_13284_lociStitched	chr19	6765319	6779292	3	9017	13710.3076	3695.8585	211	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	211	1
4_MACS_peak_18496_lociStitched	chr22	38067986	38083264	4	8997	10465.43	2247.3938	212	LGALS1,NOL12	SH3BP1,PDXP,TRIOBP	LGALS1	212	1
3_MACS_peak_16353_lociStitched	chr2	201979841	201992672	3	8983	13050.4101	3549.0546	213	CFLAR	NDUFB3,FAM126B	CFLAR	213	1
5_MACS_peak_17083_lociStitched	chr20	30279433	30298203	5	8958	13810.966	4517.939	214	BCL2L1	TPX2	BCL2L1	214	1
4_MACS_peak_12302_lociStitched	chr17	79817483	79830638	4	8956	11188.3275	2137.6875	215	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	ARHGDIA	215	1
4_MACS_peak_6789_lociStitched	chr12	109161486	109179513	4	8949	11950.0983	3365.6409	216	SSH1	CORO1C,SSH1	CORO1C	216	1
4_MACS_peak_13742_lociStitched	chr19	18382934	18394240	4	8948	9145.4234	1953.6768	217	MIR3188,KIAA1683,JUND	PDE4C,LOC729966,LSM4	KIAA1683	217	1
3_MACS_peak_10872_lociStitched	chr17	8053753	8067410	3	8919	10526.8156	2417.289	218	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	218	1
2_MACS_peak_25114_lociStitched	chr7	47513385	47522258	2	8854	9371.6626	2232.4468	219	TNS3		TNS3	219	1
4_MACS_peak_19998_lociStitched	chr3	141120330	141132630	4	8846	8958.09	3119.28	220	ZBTB38		RASA2	220	1
3_MACS_peak_4895_lociStitched	chr11	65264073	65278872	3	8835	16839.7821	3903.9762	221	MALAT1	SCYL1,LTBP3	MALAT1	221	1
4_MACS_peak_26190_lociStitched	chr8	2028581	2041163	4	8819	11732.715	2930.3478	222	MYOM2		MYOM2	222	1
1_MACS_peak_13654_lociStitched	chr19	16434272	16443078	1	8807	11754.2488	1870.3944	223	KLF2		KLF2	223	1
4_MACS_peak_27909_lociStitched	chr9	98268197	98279902	4	8795	8982.417	1488.876	224	PTCH1		PTCH1	224	1
5_MACS_peak_18566_lociStitched	chr22	39398331	39421809	5	8758	13056.1158	3965.4342	225	APOBEC3C,APOBEC3D	APOBEC3A,APOBEC3B,APOBEC3F	APOBEC3C	225	1
6_MACS_peak_20238_lociStitched	chr3	181412906	181431510	6	8728	10823.8072	3149.6572	226	SOX2OT,SOX2		SOX2	226	1
5_MACS_peak_3921_lociStitched	chr10	112618152	112632856	5	8716	7882.8144	2814.3456	227	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	227	1
3_MACS_peak_17115_lociStitched	chr20	31255108	31270678	3	8715	10045.764	2922.489	228		C20orf203	C20orf203	228	1
4_MACS_peak_27294_lociStitched	chr8	146010989	146031422	4	8641	13365.2253	3308.1027	229	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	ZNF517	229	1
3_MACS_peak_16613_lociStitched	chr2	231729232	231739088	3	8630	6690.2528	1201.4464	230	ITM2C		ITM2C	230	1
2_MACS_peak_15785_lociStitched	chr2	112456047	112465002	2	8602	9547.821	2416.9545	231			ANAPC1	231	1
3_MACS_peak_1541_lociStitched	chr1	149285988	149300562	3	8581	10092.495	4965.3618	232	LOC388692		LOC388692	232	1
2_MACS_peak_10279_lociStitched	chr16	66549134	66559802	2	8575	13672.1088	2705.4048	233	TK2	CKLF,CMTM1	TK2	233	1
3_MACS_peak_14443_lociStitched	chr19	50368195	50382034	3	8575	12817.6818	2737.3542	234	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	PNKP	234	1
3_MACS_peak_20468_lociStitched	chr3	196358358	196371123	3	8560	14201.0625	3638.025	235	LRRC33		LRRC33	235	1
7_MACS_peak_12454_lociStitched	chr18	9101997	9117849	7	8538	9341.5836	3379.6464	236	NDUFV2	ANKRD12	NDUFV2	236	1
4_MACS_peak_18447_lociStitched	chr22	36772669	36784979	4	8528	11219.334	2205.952	237	MYH9		MYH9	237	1
3_MACS_peak_11108_lociStitched	chr17	27045938	27056830	3	8527	12450.6452	2335.2448	238	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	238	1
4_MACS_peak_1726_lociStitched	chr1	155213357	155232776	4	8524	15909.9867	4437.2415	239	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,THBS3,GBAP1,GBA,PKLR	FAM189B	239	1
3_MACS_peak_2896_lociStitched	chr10	3817803	3829305	3	8519	10040.0958	2166.9768	240	KLF6		KLF6	240	1
6_MACS_peak_24085_lociStitched	chr6	90054786	90068244	6	8514	9459.6282	2835.6006	241	UBE2J1	GABRR2	UBE2J1	241	1
4_MACS_peak_24717_lociStitched	chr7	5594971	5610965	4	8505	8671.9468	2060.0272	242		FSCN1,FBXL18,ACTB	FSCN1	242	1
3_MACS_peak_10868_lociStitched	chr17	8021532	8030425	3	8494	8651.1104	1776.8214	243	ALOXE3,HES7	MIR4314,ALOX12B,PER1,VAMP2,TMEM107	HES7	243	1
5_MACS_peak_796_lociStitched	chr1	40033302	40048449	5	8493	8489.8935	2418.9759	244	PABPC4	PPIEL,SNORA55	PABPC4	244	1
4_MACS_peak_25072_lociStitched	chr7	44663114	44679690	4	8491	11652.928	3684.8448	245	OGDH	DDX56,TMED4	OGDH	245	1
3_MACS_peak_6405_lociStitched	chr12	57075041	57084024	3	8470	9864.2323	1896.3113	246	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	246	1
3_MACS_peak_11061_lociStitched	chr17	21178437	21192552	3	8470	10833.2625	2512.47	247	MAP2K3	C17orf103	MAP2K3	247	1
2_MACS_peak_2225_lociStitched	chr1	200987333	200996254	2	8466	9309.9556	2556.7586	248	KIF21B		KIF21B	248	1
2_MACS_peak_12838_lociStitched	chr18	60822080	60830574	2	8452	9448.7256	2446.272	249	BCL2		BCL2	249	1
2_MACS_peak_3910_lociStitched	chr10	112255916	112264840	2	8444	9402.3264	2341.6576	250	DUSP5		DUSP5	250	1
3_MACS_peak_751_lociStitched	chr1	37934696	37947547	3	8431	9162.763	2185.9551	251	ZC3H12A	MEAF6	ZC3H12A	251	1
4_MACS_peak_15063_lociStitched	chr2	42323225	42333995	4	8423	10422.129	2361.861	252		PKDCC	PKDCC	252	1
3_MACS_peak_17643_lociStitched	chr20	62358454	62371018	3	8397	12242.3616	2363.2884	253	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	253	1
3_MACS_peak_14019_lociStitched	chr19	39338644	39349046	3	8391	9990.0808	1671.6014	254	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	254	1
2_MACS_peak_8370_lociStitched	chr15	31547182	31560441	2	8381	15547.5034	2850.685	255			KLF13	255	1
5_MACS_peak_23623_lociStitched	chr6	33377114	33396889	5	8379	11226.2675	3100.72	256	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	SYNGAP1	256	1
3_MACS_peak_2850_lociStitched	chr1	249112067	249122008	3	8358	9481.7258	3273.5713	257	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	257	1
2_MACS_peak_22424_lociStitched	chr5	131755110	131764213	2	8356	8705.1989	2739.0927	258	C5orf56	SLC22A5	C5orf56	258	1
1_MACS_peak_11469_lociStitched	chr17	40826886	40835233	1	8348	10972.1315	1740.3495	259	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	259	1
2_MACS_peak_1668_lociStitched	chr1	153929754	153941419	2	8342	13127.791	3479.6695	260	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	260	1
6_MACS_peak_12307_lociStitched	chr17	79868497	79886809	6	8325	9350.1072	2446.4832	261	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	261	1
2_MACS_peak_3518_lociStitched	chr10	77159242	77169985	2	8301	10826.7954	1334.2806	262	NCRNA00245,ZNF503		NCRNA00245	262	1
3_MACS_peak_11707_lociStitched	chr17	48225363	48239504	3	8298	10820.6932	2379.9303	263	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	263	1
2_MACS_peak_23044_lociStitched	chr5	180609673	180619752	2	8289	9664.7531	1911.9863	264		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	264	1
3_MACS_peak_1899_lociStitched	chr1	161121987	161138193	3	8279	16011.528	4858.5588	265	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	265	1
2_MACS_peak_14377_lociStitched	chr19	49137346	49150475	2	8277	10580.6611	2432.8037	266	SEC1,DBP,CA11	SPACA4,SPHK2,FUT2,FAM83E,RPL18,NTN5	SEC1	266	1
1_MACS_peak_13455_lociStitched	chr19	11199533	11207788	1	8256	9456.928	1736.0265	267	LDLR		LDLR	267	1
4_MACS_peak_15294_lociStitched	chr2	65158904	65178310	4	8255	11542.6888	4432.3304	268	LOC400958	SLC1A4	LOC400958	268	1
4_MACS_peak_8792_lociStitched	chr15	65587649	65598511	4	8243	6497.6484	2074.642	269		PARP16	PARP16	269	1
2_MACS_peak_9250_lociStitched	chr15	90638442	90646770	2	8242	9156.636	2466.7536	270	IDH2		IDH2	270	1
3_MACS_peak_2222_lociStitched	chr1	200850630	200863323	3	8231	12234.7827	3311.6037	271	C1orf106	GPR25,C1orf106	C1orf106	271	1
3_MACS_peak_12932_lociStitched	chr19	653729	665782	3	8228	11804.7082	2232.2156	272	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	272	1
3_MACS_peak_4774_lociStitched	chr11	62431595	62448704	3	8212	12378.3615	2747.7054	273	METTL12,SNORA57,C11orf83,C11orf48,UBXN1	GNG3,TTC9C,B3GAT3,GANAB,INTS5,LRRN4CL,BSCL2,HNRNPUL2	C11orf48	273	1
3_MACS_peak_16582_lociStitched	chr2	227655541	227666436	3	8204	8684.4045	1787.8695	274	IRS1	RHBDD1	IRS1	274	1
3_MACS_peak_9483_lociStitched	chr16	2008625	2022872	3	8199	12077.1819	2497.4991	275	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,RPS2,SNORA10,SNORA64	GFER,SYNGR3,NPW,HS3ST6,SEPX1,RPL3L,NOXO1,ZNF598	SNORA78	275	1
3_MACS_peak_18581_lociStitched	chr22	39539530	39549697	3	8194	9234.6861	1998.8322	276	CBX7	APOBEC3H	CBX7	276	1
1_MACS_peak_1799_lociStitched	chr1	156626187	156634366	1	8180	9850.7876	2286.0305	277	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	277	1
3_MACS_peak_10849_lociStitched	chr17	7475286	7488534	3	8173	12604.1472	2866.8672	278	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	278	1
3_MACS_peak_23616_lociStitched	chr6	33279694	33292598	3	8167	10573.5376	2604.0272	279	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	279	1
4_MACS_peak_13210_lociStitched	chr19	4722523	4735159	4	8163	11263.7304	2388.204	280	DPP9	C19orf30,MIR7-3	DPP9	280	1
5_MACS_peak_15006_lociStitched	chr2	37570357	37586058	5	8157	9918.3217	3449.5097	281	QPCT	PRKD3	QPCT	281	1
3_MACS_peak_20532_lociStitched	chr4	1712645	1728669	3	8143	12059.6624	2177.6616	282	TACC3,SLBP,TMEM129	FAM53A	TMEM129	282	1
2_MACS_peak_1751_lociStitched	chr1	155939606	155950588	2	8134	13421.1022	2797.1154	283	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	283	1
6_MACS_peak_9417_lociStitched	chr16	430728	452802	6	8119	10226.8842	2626.806	284	LOC100134368,NME4,DECR2,TMEM8A	RAB11FIP3,AXIN1,MRPL28	NME4	284	1
4_MACS_peak_5122_lociStitched	chr11	72523516	72543213	4	8102	13506.2329	3220.4595	285	ATG16L2	STARD10	ATG16L2	285	1
2_MACS_peak_2097_lociStitched	chr1	181096797	181104905	2	8077	10584.994	2312.4016	286		IER5	IER5	286	1
2_MACS_peak_2597_lociStitched	chr1	226062885	226071947	2	8067	10204.7182	2811.9386	287	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	287	1
5_MACS_peak_13296_lociStitched	chr19	7178674	7199117	5	8058	16908.4053	4816.3708	288	INSR		INSR	288	1
5_MACS_peak_20423_lociStitched	chr3	194864851	194882434	5	8051	10555.0749	3829.5774	289	C3orf21		C3orf21	289	1
3_MACS_peak_10320_lociStitched	chr16	67554681	67572864	3	8048	9249.6921	2945.646	290	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	290	1
3_MACS_peak_6779_lociStitched	chr12	108953055	108963225	3	8046	8149.221	2801.835	291	ISCU,SART3	FICD,TMEM119	ISCU	291	1
3_MACS_peak_4718_lociStitched	chr11	60673010	60683792	3	8037	12977.2152	2795.7726	292	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	292	1
2_MACS_peak_1557_lociStitched	chr1	149802803	149815486	2	8028	17456.8812	3636.2161	293	HIST2H4B,HIST2H3A,HIST2H2AA4	FCGR1A,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H3A	293	1
5_MACS_peak_5137_lociStitched	chr11	73070026	73088927	5	8022	9284.1712	3230.1809	294	ARHGEF17,RELT		RELT	294	1
3_MACS_peak_9497_lociStitched	chr16	2197650	2206644	3	8017	6289.5042	1538.8734	295	RAB26,TRAF7,SNORD60	MLST8,PKD1,MIR3180-5,CASKIN1	SNORD60	295	1
1_MACS_peak_15771_lociStitched	chr2	111874339	111882353	1	8015	11004.8248	1462.555	296	ACOXL,BCL2L11		BCL2L11	296	1
2_MACS_peak_27462_lociStitched	chr9	33445171	33457668	2	8014	9600.1954	2611.873	297	AQP3	AQP7,NOL6	AQP3	297	1
2_MACS_peak_20350_lociStitched	chr3	186780695	186792199	2	7999	9017.9856	3653.6704	298	ST6GAL1		ST6GAL1	298	1
3_MACS_peak_2594_lociStitched	chr1	226034362	226045186	3	7996	8586.6792	3160.608	299	TMEM63A	EPHX1,LEFTY1	EPHX1	299	1
2_MACS_peak_27081_lociStitched	chr8	126441172	126449195	2	7975	9998.2626	1864.5452	300	TRIB1		TRIB1	300	1
3_MACS_peak_4867_lociStitched	chr11	64877543	64890462	3	7975	10767.9865	2961.0348	301	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	301	1
3_MACS_peak_11004_lociStitched	chr17	18958333	18974704	3	7973	12464.8794	2786.3442	302		GRAP	GRAP	302	1
3_MACS_peak_18573_lociStitched	chr22	39459169	39474417	3	7971	10701.0464	3038.9264	303	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	303	1
5_MACS_peak_14916_lociStitched	chr2	27375244	27393403	5	7971	8316.822	3201.4317	304	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	304	1
5_MACS_peak_6445_lociStitched	chr12	58135443	58151155	5	7963	9628.3136	3060.6976	305	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	305	1
4_MACS_peak_15440_lociStitched	chr2	74681538	74701098	4	7936	13212.78	3092.436	306	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	306	1
4_MACS_peak_13138_lociStitched	chr19	3544725	3558882	4	7930	10426.6305	2504.3733	307	C19orf28	FZR1,C19orf71,HMG20B,GIPC3,DOHH,TBXA2R	C19orf28	307	1
3_MACS_peak_3458_lociStitched	chr10	74007195	74024134	3	7916	13237.8285	3292.9416	308		ANAPC16,DDIT4,ASCC1	DDIT4	308	1
4_MACS_peak_23364_lociStitched	chr6	26017578	26034752	4	7907	8478.8038	2955.6454	309	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	309	1
3_MACS_peak_1716_lociStitched	chr1	155099084	155113607	3	7905	10489.9629	3434.6895	310	EFNA1,SLC50A1,DPM3	EFNA3,TRIM46,KRTCAP2,MUC1	SLC50A1	310	1
4_MACS_peak_11890_lociStitched	chr17	62197955	62210152	4	7886	8998.9466	2600.4004	311	ERN1	SNORD104,SNORA76	ERN1	311	1
3_MACS_peak_28140_lociStitched	chr9	123630325	123641148	3	7880	8969.0201	2245.7725	312	PHF19	LOC253039,PSMD5,TRAF1	PHF19	312	1
5_MACS_peak_8751_lociStitched	chr15	63765258	63780261	5	7872	9648.4293	2745.549	313		USP3	USP3	313	1
2_MACS_peak_10832_lociStitched	chr17	7208787	7219702	2	7862	9506.965	2143.706	314	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	314	1
4_MACS_peak_4899_lociStitched	chr11	65306687	65326846	4	7861	12045.0025	3007.7228	315	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	315	1
3_MACS_peak_22980_lociStitched	chr5	176872099	176885049	3	7844	9812.215	2105.67	316	PRR7,DBN1	GRK6,PFN3,F12,PDLIM7	PRR7	316	1
3_MACS_peak_1760_lociStitched	chr1	156060122	156077430	3	7797	11440.588	4188.536	317		ROBLD3,RAB25,LMNA,SEMA4A,UBQLN4,MEX3A	LMNA	317	1
3_MACS_peak_20490_lociStitched	chr3	197379765	197393095	3	7796	13347.329	3175.206	318		LOC220729,MIR922	MIR922	318	1
4_MACS_peak_13144_lociStitched	chr19	3605849	3628174	4	7795	13964.2875	3839.9	319	TBXA2R,C19orf29	HMG20B,GIPC3,C19orf28	C19orf29	319	1
1_MACS_peak_417_lociStitched	chr1	23850643	23858426	1	7784	9829.929	1952.7547	320	E2F2	ASAP3,ID3	E2F2	320	1
5_MACS_peak_16704_lociStitched	chr2	238599773	238613363	5	7758	7274.727	1454.13	321	LRRFIP1		LRRFIP1	321	1
5_MACS_peak_19520_lociStitched	chr3	69128691	69145415	5	7742	8318.5176	2940.0792	322	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	322	1
3_MACS_peak_26068_lociStitched	chr7	150776605	150785680	3	7737	10212.0975	1988.3325	323	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	323	1
