#31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_ROSE/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam
#Using cutoff of 5127.1332 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuperStretch
1_MACS_peak_11304_lociStitched	chr17	36103815	36106526	1	2712	3926.6124	402.8546	3050	0
1_MACS_peak_15674_lociStitched	chr2	101922730	101925957	1	3228	3656.191	833.8568	3051	0
1_MACS_peak_325_lociStitched	chr1	17198531	17202145	1	3615	3150.3238	1119.6172	3052	0
2_MACS_peak_28380_lociStitched	chr9	134268214	134271398	2	3168	3389.368	471.8688	3053	0
2_MACS_peak_14148_lociStitched	chr19	42783347	42788590	2	3029	3897.1219	773.8668	3054	0
1_MACS_peak_17209_lociStitched	chr20	35201029	35204037	1	3009	3623.136	472.8576	3055	0
2_MACS_peak_6033_lociStitched	chr12	29301109	29305827	2	3122	3705.5172	719.495	3056	0
3_MACS_peak_16845_lociStitched	chr20	3758173	3767948	3	3239	4058.58	1259.02	3057	0
2_MACS_peak_4170_lociStitched	chr11	554471	562021	2	3044	3946.385	846.355	3058	0
1_MACS_peak_12872_lociStitched	chr18	72263597	72266371	1	2775	3866.6786	420.5384	3059	0
2_MACS_peak_24219_lociStitched	chr6	109276064	109281171	2	3430	3628.0128	1181.7598	3060	0
1_MACS_peak_10257_lociStitched	chr16	58662607	58665436	1	2830	4149.5772	771.4683	3061	0
1_MACS_peak_3086_lociStitched	chr10	22724954	22727226	1	2273	4452.4384	514.8352	3062	0
3_MACS_peak_16674_lociStitched	chr2	235391932	235405255	3	3661	3169.5417	1280.3403	3063	0
1_MACS_peak_13263_lociStitched	chr19	6392349	6394874	1	2526	4532.1225	825.4225	3064	0
2_MACS_peak_4706_lociStitched	chr11	59577142	59581991	2	2874	4081.8882	762.7477	3065	0
2_MACS_peak_3586_lociStitched	chr10	83633703	83637045	2	3294	3113.7414	421.4262	3066	0
2_MACS_peak_14246_lociStitched	chr19	46086596	46094968	2	3176	4104.7916	1214.7772	3067	0
1_MACS_peak_19161_lociStitched	chr3	42054021	42057099	1	3079	3777.0138	739.3356	3068	0
2_MACS_peak_770_lociStitched	chr1	38454735	38462047	2	2888	4460.32	1163.3392	3069	0
1_MACS_peak_24415_lociStitched	chr6	138187043	138189734	1	2692	4067.4465	538.4691	3070	0
1_MACS_peak_6750_lociStitched	chr12	106531195	106534328	1	3134	3490.7886	538.876	3071	0
1_MACS_peak_12174_lociStitched	chr17	75719736	75722145	1	2410	4368.2397	558.888	3072	0
1_MACS_peak_6014_lociStitched	chr12	26984798	26987781	1	2984	3815.5553	649.6974	3073	0
1_MACS_peak_16422_lociStitched	chr2	208028856	208032201	1	3346	3258.699	671.007	3074	0
1_MACS_peak_4166_lociStitched	chr11	505484	508480	1	2997	3589.8072	446.1044	3075	0
1_MACS_peak_8577_lociStitched	chr15	44579752	44581944	1	2193	4485.0512	494.5152	3076	0
2_MACS_peak_226_lociStitched	chr1	11789890	11797780	2	3394	3713.823	1225.317	3077	0
1_MACS_peak_17951_lociStitched	chr21	44311820	44314384	1	2565	4456.4884	803.814	3078	0
1_MACS_peak_15018_lociStitched	chr2	37897796	37900343	1	2548	4310.5428	642.0987	3079	0
1_MACS_peak_9261_lociStitched	chr15	90775233	90778057	1	2825	3899.944	538.8192	3080	0
2_MACS_peak_8782_lociStitched	chr15	65196944	65205198	2	3337	3727.5064	1138.2266	3081	0
2_MACS_peak_9268_lociStitched	chr15	91067181	91074413	2	3545	3044.672	897.4912	3082	0
1_MACS_peak_22668_lociStitched	chr5	148928905	148931720	1	2816	4136.6425	771.31	3083	0
1_MACS_peak_28398_lociStitched	chr9	135115934	135119280	1	3347	3192.4186	627.0404	3084	0
1_MACS_peak_20461_lociStitched	chr3	196043824	196046353	1	2530	4399.7013	720.765	3085	0
1_MACS_peak_7352_lociStitched	chr13	77458764	77461527	1	2764	3801.3354	375.4917	3086	0
3_MACS_peak_8914_lociStitched	chr15	72955195	72963770	3	3805	2631.6675	1281.105	3087	0
1_MACS_peak_1693_lociStitched	chr1	154778408	154781306	1	2899	4241.223	983.0016	3088	0
2_MACS_peak_6361_lociStitched	chr12	56130603	56138443	2	3691	3157.952	1411.2	3089	0
2_MACS_peak_27040_lociStitched	chr8	124049616	124055652	2	3479	3719.9868	1428.1176	3090	0
1_MACS_peak_14747_lociStitched	chr2	10951044	10953896	1	2853	3911.518	595.7828	3091	0
1_MACS_peak_9969_lociStitched	chr16	29741614	29744816	1	3203	3520.2788	706.3612	3092	0
1_MACS_peak_22674_lociStitched	chr5	149109314	149112155	1	2842	3804.3831	476.1516	3093	0
1_MACS_peak_1438_lociStitched	chr1	142889921	142893088	1	3168	4007.8385	1139.4866	3094	0
2_MACS_peak_23197_lociStitched	chr6	7725934	7729429	2	3486	2719.4595	449.457	3095	0
1_MACS_peak_3508_lociStitched	chr10	76584106	76587001	1	2896	3810.399	554.103	3096	0
1_MACS_peak_4398_lociStitched	chr11	14541117	14543418	1	2302	4456.3467	574.7898	3097	0
1_MACS_peak_17259_lociStitched	chr20	37433187	37436421	1	3235	3286.7142	533.2866	3098	0
1_MACS_peak_23389_lociStitched	chr6	26283747	26287170	1	3424	3356.2515	958.7823	3099	0
2_MACS_peak_705_lociStitched	chr1	35324596	35332737	2	2824	4573.6138	1231.7333	3100	0
1_MACS_peak_24914_lociStitched	chr7	29602027	29605143	1	3117	3581.2188	641.5844	3101	0
2_MACS_peak_13149_lociStitched	chr19	3686995	3692307	2	3287	3529.2928	871.6992	3102	0
2_MACS_peak_18771_lociStitched	chr22	46983117	46989916	2	3072	3698.656	692.1382	3103	0
2_MACS_peak_21922_lociStitched	chr5	49735819	49741786	2	3043	4117.8267	1069.8831	3104	0
1_MACS_peak_5232_lociStitched	chr11	82610808	82613243	1	2436	4420.012	664.268	3105	0
1_MACS_peak_20955_lociStitched	chr4	71552612	71555061	1	2450	4344.526	602.9438	3106	0
1_MACS_peak_15628_lociStitched	chr2	97522434	97524904	1	2471	4320.771	599.469	3107	0
3_MACS_peak_22848_lociStitched	chr5	169757760	169766601	3	3231	4405.4703	1654.1511	3108	0
3_MACS_peak_22915_lociStitched	chr5	173491567	173499469	3	3530	3356.7696	1203.4746	3109	0
1_MACS_peak_24819_lociStitched	chr7	21983632	21986315	1	2684	3933.8146	434.1094	3110	0
2_MACS_peak_739_lociStitched	chr1	36862655	36867707	2	3198	3635.9244	831.5592	3111	0
1_MACS_peak_4742_lociStitched	chr11	61582192	61585059	1	2868	3934.9575	654.2494	3112	0
2_MACS_peak_10962_lociStitched	chr17	17525866	17532915	2	3197	3993.2585	1187.7565	3113	0
1_MACS_peak_6047_lociStitched	chr12	31225963	31228133	1	2171	4624.27	644.924	3114	0
2_MACS_peak_9524_lociStitched	chr16	2765290	2772327	2	2983	3952.6829	827.5512	3115	0
2_MACS_peak_20573_lociStitched	chr4	3287286	3294819	2	2994	4032.4149	922.7925	3116	0
1_MACS_peak_19124_lociStitched	chr3	38205528	38208533	1	3006	3704.2635	612.1185	3117	0
1_MACS_peak_26024_lociStitched	chr7	148761404	148763833	1	2430	4494.1358	740.1163	3118	0
2_MACS_peak_24176_lociStitched	chr6	107435103	107438248	2	2914	3723.3655	510.4335	3119	0
3_MACS_peak_4980_lociStitched	chr11	66821080	66824979	3	3505	2903.1954	707.2786	3120	0
1_MACS_peak_11342_lociStitched	chr17	37308782	37311931	1	3150	3560.8892	690.5757	3121	0
1_MACS_peak_20725_lociStitched	chr4	20252995	20256181	1	3187	3176.442	366.7086	3122	0
1_MACS_peak_16051_lociStitched	chr2	157197592	157199936	1	2345	4409.7672	583.8904	3123	0
1_MACS_peak_26245_lociStitched	chr8	9007566	9009676	1	2111	4297.648	279.364	3124	0
2_MACS_peak_23385_lociStitched	chr6	26249095	26252624	2	3145	3794.0279	917.8929	3125	0
1_MACS_peak_20430_lociStitched	chr3	194990744	194992871	1	2128	4553.2689	548.3406	3126	0
1_MACS_peak_14672_lociStitched	chr2	3621864	3623946	1	2083	4400.5152	361.6434	3127	0
1_MACS_peak_14684_lociStitched	chr2	7004802	7006886	1	2085	4329.0932	291.9684	3128	0
2_MACS_peak_2804_lociStitched	chr1	244210458	244213845	2	2714	4180.2354	728.205	3129	0
2_MACS_peak_3133_lociStitched	chr10	28820508	28823450	2	2729	3994.6476	563.0988	3130	0
1_MACS_peak_20851_lociStitched	chr4	44448721	44451636	1	2916	3640.5435	439.582	3131	0
2_MACS_peak_27117_lociStitched	chr8	131053517	131058836	2	3226	3916.3797	1180.2861	3132	0
1_MACS_peak_1685_lociStitched	chr1	154530107	154532563	1	2457	4504.304	787.3936	3133	0
1_MACS_peak_27680_lociStitched	chr9	71319074	71322223	1	3150	3513.9691	653.1026	3134	0
1_MACS_peak_19462_lociStitched	chr3	57541088	57543642	1	2555	4160.466	540.9372	3135	0
1_MACS_peak_22536_lociStitched	chr5	138939647	138942206	1	2560	4087.7466	473.415	3136	0
1_MACS_peak_3066_lociStitched	chr10	21783201	21786346	1	3146	3361.6905	495.023	3137	0
1_MACS_peak_19697_lociStitched	chr3	112279760	112282223	1	2464	4317.639	609.5925	3138	0
1_MACS_peak_14563_lociStitched	chr19	55986799	55989420	1	2622	4118.6394	571.9022	3139	0
2_MACS_peak_11373_lociStitched	chr17	38108079	38116037	2	3556	3279.4918	1226.3278	3140	0
1_MACS_peak_7487_lociStitched	chr13	111565450	111568566	1	3117	3471.8472	563.996	3141	0
1_MACS_peak_19777_lociStitched	chr3	122511971	122514823	1	2853	3993.3704	716.4224	3142	0
2_MACS_peak_13344_lociStitched	chr19	8341174	8348370	2	3149	3669.2404	812.4284	3143	0
1_MACS_peak_26323_lociStitched	chr8	17940411	17942957	1	2547	4318.5252	696.5856	3144	0
1_MACS_peak_25071_lociStitched	chr7	44644927	44647876	1	2950	3657.0549	509.2923	3145	0
1_MACS_peak_17047_lociStitched	chr20	25175157	25178435	1	3279	3283.2448	649.6996	3146	0
1_MACS_peak_2824_lociStitched	chr1	246728415	246730716	1	2302	4552.2984	701.3448	3147	0
2_MACS_peak_14828_lociStitched	chr2	20705978	20710561	2	3409	3497.7456	1118.7103	3148	0
1_MACS_peak_27371_lociStitched	chr9	6643920	6647179	1	3260	3147.5422	485.2651	3149	0
2_MACS_peak_15182_lociStitched	chr2	54949693	54952871	2	3118	3487.5372	589.519	3150	0
2_MACS_peak_11102_lociStitched	chr17	26896975	26904441	2	3376	3556.8024	1114.6738	3151	0
1_MACS_peak_24837_lociStitched	chr7	23220545	23223282	1	2738	3983.1561	575.8648	3152	0
1_MACS_peak_12396_lociStitched	chr18	267030	269547	1	2518	4286.9544	642.8418	3153	0
2_MACS_peak_16123_lociStitched	chr2	170680746	170685422	2	3092	3794.1064	860.384	3154	0
3_MACS_peak_8199_lociStitched	chr14	106206589	106211230	3	3624	2211.4365	360.1416	3155	0
2_MACS_peak_8529_lociStitched	chr15	41692498	41695888	2	3257	3231.009	569.52	3156	0
1_MACS_peak_26780_lociStitched	chr8	74205241	74208436	1	3196	3396.924	630.3735	3157	0
3_MACS_peak_3897_lociStitched	chr10	111981114	111987642	3	3398	3331.8912	941.9904	3158	0
1_MACS_peak_17185_lociStitched	chr20	34251503	34254228	1	2726	4011.4725	595.14	3159	0
2_MACS_peak_5697_lociStitched	chr12	93740	95849	2	2035	4728.7998	675.3018	3160	0
1_MACS_peak_2610_lociStitched	chr1	226269573	226272358	1	2786	3997.3105	653.6395	3161	0
1_MACS_peak_9804_lociStitched	chr16	18811947	18814304	1	2358	4269.2341	480.3566	3162	0
2_MACS_peak_10707_lociStitched	chr17	2162010	2170566	2	3553	3877.5792	1849.8072	3163	0
1_MACS_peak_4514_lociStitched	chr11	34072576	34075374	1	2799	3775.6212	453.8356	3164	0
2_MACS_peak_18269_lociStitched	chr22	24666336	24671537	2	3311	3335.9214	789.5118	3165	0
1_MACS_peak_3716_lociStitched	chr10	99077863	99081223	1	3361	3123.12	674.016	3166	0
1_MACS_peak_21013_lociStitched	chr4	77869619	77872663	1	3045	3512.776	524.4812	3167	0
2_MACS_peak_4604_lociStitched	chr11	46140723	46144274	2	3378	2871.3386	458.079	3168	0
2_MACS_peak_25747_lociStitched	chr7	117511972	117516128	2	2936	3923.6796	782.9904	3169	0
2_MACS_peak_8719_lociStitched	chr15	59978243	59982544	2	3101	3924.6625	1024.0681	3170	0
1_MACS_peak_12317_lociStitched	chr17	79934142	79936994	1	2853	3754.0876	505.9448	3171	0
1_MACS_peak_20493_lociStitched	chr3	197438613	197441325	1	2713	4389.1008	972.252	3172	0
3_MACS_peak_10970_lociStitched	chr17	17712050	17716418	3	3307	3215.2848	670.0512	3173	0
2_MACS_peak_17994_lociStitched	chr21	45526330	45534534	2	2984	4578.6524	1511.1768	3174	0
2_MACS_peak_14145_lociStitched	chr19	42757079	42760487	2	3366	2914.5216	486.6624	3175	0
2_MACS_peak_1840_lociStitched	chr1	157773304	157777577	2	3242	4039.2669	1381.0336	3176	0
2_MACS_peak_24113_lociStitched	chr6	94126142	94129863	2	3349	3063.1272	606.8951	3177	0
2_MACS_peak_213_lociStitched	chr1	11113506	11120900	2	3208	3577.2172	862.8798	3178	0
1_MACS_peak_23444_lociStitched	chr6	28047076	28049841	1	2766	4068.1445	723.324	3179	0
2_MACS_peak_7309_lociStitched	chr13	53023917	53030311	2	3507	2982.1616	872.781	3180	0
3_MACS_peak_11352_lociStitched	chr17	37773496	37780240	3	3174	3713.9208	944.16	3181	0
2_MACS_peak_10055_lociStitched	chr16	31116823	31120778	2	3443	2858.674	603.533	3182	0
1_MACS_peak_26076_lociStitched	chr7	150940133	150943633	1	3501	2870.35	749.35	3183	0
1_MACS_peak_8524_lociStitched	chr15	41407303	41410147	1	2845	4118.6808	874.2456	3184	0
1_MACS_peak_9685_lociStitched	chr16	11668508	11671839	1	3332	3192.0973	709.1699	3185	0
1_MACS_peak_1484_lociStitched	chr1	145574322	145577123	1	2802	4188.0552	891.5583	3186	0
1_MACS_peak_13132_lociStitched	chr19	3434043	3436496	1	2454	4384.2469	707.9358	3187	0
1_MACS_peak_12733_lociStitched	chr18	47719439	47722233	1	2795	3762.9592	458.216	3188	0
1_MACS_peak_22237_lociStitched	chr5	96142716	96144585	1	1870	4543.9128	400.5267	3189	0
1_MACS_peak_4412_lociStitched	chr11	16944591	16948023	1	3433	2962.5024	691.548	3190	0
1_MACS_peak_13516_lociStitched	chr19	12832113	12835352	1	3240	3198.5125	548.6866	3191	0
1_MACS_peak_12497_lociStitched	chr18	12375311	12378105	1	2795	3822.192	519.4046	3192	0
2_MACS_peak_1947_lociStitched	chr1	164685441	164691199	2	3467	3981.0812	1788.4348	3193	0
2_MACS_peak_26589_lociStitched	chr8	41908178	41910772	2	2315	4086.3282	286.1182	3194	0
2_MACS_peak_28134_lociStitched	chr9	123341667	123346910	2	3273	3878.7714	1293.9724	3195	0
3_MACS_peak_18260_lociStitched	chr22	24536994	24544327	3	3518	3547.7054	1481.266	3196	0
1_MACS_peak_21380_lociStitched	chr4	148651655	148654573	1	2919	3808.2818	670.2646	3197	0
3_MACS_peak_4938_lociStitched	chr11	65789443	65801492	3	3371	4156.905	1766.3834	3198	0
1_MACS_peak_11963_lociStitched	chr17	66286175	66289221	1	3047	3532.1416	580.8722	3199	0
2_MACS_peak_23775_lociStitched	chr6	41903428	41910272	2	2983	4051.648	1007.4368	3200	0
1_MACS_peak_25056_lociStitched	chr7	44057432	44060587	1	3156	3388.47	611.439	3201	0
2_MACS_peak_12156_lociStitched	chr17	75240475	75243999	2	3082	3559.5924	664.9788	3202	0
1_MACS_peak_13416_lociStitched	chr19	10513451	10516084	1	2634	3940.5478	463.6713	3203	0
2_MACS_peak_2769_lociStitched	chr1	236443880	236448889	2	3006	4012.209	1004.8054	3204	0
2_MACS_peak_22675_lociStitched	chr5	149156083	149161162	2	3474	3359.7585	1203.723	3205	0
1_MACS_peak_15660_lociStitched	chr2	99951996	99954839	1	2844	3938.1236	711.6029	3206	0
1_MACS_peak_715_lociStitched	chr1	36022175	36024620	1	2446	4324.227	656.238	3207	0
2_MACS_peak_13659_lociStitched	chr19	16545419	16550053	2	3123	3831.3912	1005.1146	3208	0
2_MACS_peak_11959_lociStitched	chr17	66230569	66234657	2	3246	3621.1504	1005.648	3209	0
1_MACS_peak_25639_lociStitched	chr7	102328158	102331802	1	3645	2500.1484	818.8068	3210	0
2_MACS_peak_7465_lociStitched	chr13	108867612	108871573	2	2866	3691.652	503.8392	3211	0
2_MACS_peak_18381_lociStitched	chr22	31740992	31744233	2	3226	3151.8725	509.4852	3212	0
2_MACS_peak_8663_lociStitched	chr15	52857632	52861947	2	3189	3360.9535	654.5855	3213	0
2_MACS_peak_20002_lociStitched	chr3	141145913	141149824	2	3665	2364.9817	754.4319	3214	0
2_MACS_peak_20054_lociStitched	chr3	150480336	150484894	2	3243	3621.331	1011.4202	3215	0
1_MACS_peak_19278_lociStitched	chr3	47421289	47423667	1	2379	4247.8214	526.9648	3216	0
1_MACS_peak_1526_lociStitched	chr1	148175949	148177909	1	1961	4754.764	696.584	3217	0
1_MACS_peak_661_lociStitched	chr1	32713294	32716386	1	3093	3699.2688	839.478	3218	0
1_MACS_peak_22420_lociStitched	chr5	131628605	131631046	1	2442	4189.2442	528.9647	3219	0
2_MACS_peak_3773_lociStitched	chr10	102586351	102589934	2	3537	2469.0453	492.6625	3220	0
1_MACS_peak_25199_lociStitched	chr7	64496351	64499875	1	3525	2577.806	570.888	3221	0
2_MACS_peak_11639_lociStitched	chr17	46528182	46535311	2	3281	4397.1672	1863.5206	3222	0
1_MACS_peak_10961_lociStitched	chr17	17494092	17496570	1	2479	4200.7056	579.852	3223	0
1_MACS_peak_11773_lociStitched	chr17	55432281	55435812	1	3532	3019.005	1036.7016	3224	0
1_MACS_peak_791_lociStitched	chr1	39955266	39958560	1	3295	3063.42	559.3212	3225	0
1_MACS_peak_2424_lociStitched	chr1	209940831	209943600	1	2770	4094.5203	795.8106	3226	0
3_MACS_peak_7531_lociStitched	chr13	114578799	114585518	3	3539	3276.1844	1314.2364	3227	0
1_MACS_peak_5513_lociStitched	chr11	120206085	120208562	1	2478	4025.8681	407.4665	3228	0
1_MACS_peak_10401_lociStitched	chr16	70437201	70440654	1	3454	3100.794	932.31	3229	0
2_MACS_peak_19399_lociStitched	chr3	52029143	52036263	2	2748	4096.136	776.792	3230	0
1_MACS_peak_9608_lociStitched	chr16	4673842	4676093	1	2252	4285.2287	463.0307	3231	0
1_MACS_peak_27857_lociStitched	chr9	95430998	95433485	1	2488	3994.122	390.7077	3232	0
2_MACS_peak_21588_lociStitched	chr4	186266116	186274404	2	3389	3732.9152	1428.8512	3233	0
1_MACS_peak_26732_lociStitched	chr8	67024562	67027304	1	2743	4014.0138	690.7098	3234	0
1_MACS_peak_18638_lociStitched	chr22	41416701	41419315	1	2615	3963.0854	493.5232	3235	0
1_MACS_peak_25733_lociStitched	chr7	115849921	115852031	1	2111	4625.964	690.603	3236	0
1_MACS_peak_21975_lociStitched	chr5	55774890	55778086	1	3197	3272.704	602.1264	3237	0
1_MACS_peak_16774_lociStitched	chr20	360321	363274	1	2954	3587.895	539.5131	3238	0
2_MACS_peak_17137_lociStitched	chr20	32365723	32373754	2	2848	4605.7785	1415.8653	3239	0
2_MACS_peak_26038_lociStitched	chr7	149467857	149471393	2	3441	2536.3728	351.832	3240	0
1_MACS_peak_17822_lociStitched	chr21	35986058	35988374	1	2317	4277.8836	516.9312	3241	0
2_MACS_peak_26295_lociStitched	chr8	12375579	12381362	2	3588	3142.4822	1336.4513	3242	0
2_MACS_peak_2377_lociStitched	chr1	206852411	206859979	2	2645	5479.9888	2048.6576	3243	0
2_MACS_peak_20828_lociStitched	chr4	40577721	40584614	2	3199	3935.903	1274.5157	3244	0
1_MACS_peak_2439_lociStitched	chr1	211499091	211501634	1	2544	4231.552	693.4761	3245	0
1_MACS_peak_10356_lociStitched	chr16	68317501	68320398	1	2898	3886.3255	767.705	3246	0
2_MACS_peak_8025_lociStitched	chr14	91816391	91822150	2	3266	3251.5314	715.2678	3247	0
3_MACS_peak_25209_lociStitched	chr7	65335952	65339852	3	3655	2105.22	516.75	3248	0
3_MACS_peak_332_lociStitched	chr1	17337567	17346032	3	3268	3656.0335	1127.538	3249	0
1_MACS_peak_11820_lociStitched	chr17	57406978	57410392	1	3415	2776.9476	547.947	3250	0
1_MACS_peak_23583_lociStitched	chr6	31829762	31832405	1	2644	4001.502	576.174	3251	0
1_MACS_peak_14219_lociStitched	chr19	45619754	45622820	1	3067	3610.8282	743.1984	3252	0
2_MACS_peak_20217_lociStitched	chr3	178231059	178237285	2	3764	2928.0878	1776.9004	3253	0
2_MACS_peak_11942_lociStitched	chr17	65643353	65648121	2	3350	3404.352	1040.3776	3254	0
1_MACS_peak_2059_lociStitched	chr1	178510725	178513542	1	2818	4028.31	812.9862	3255	0
2_MACS_peak_18074_lociStitched	chr22	17699510	17702461	2	2945	3889.7131	843.986	3256	0
1_MACS_peak_27836_lociStitched	chr9	93924698	93927717	1	3020	3900.2461	963.061	3257	0
1_MACS_peak_23021_lociStitched	chr5	179124268	179127088	1	2821	3887.652	676.8	3258	0
2_MACS_peak_16056_lociStitched	chr2	158296324	158300983	2	3610	2870.8758	1157.2956	3259	0
1_MACS_peak_11758_lociStitched	chr17	54669602	54672624	1	3023	3370.1344	442.1186	3260	0
2_MACS_peak_15761_lociStitched	chr2	111432490	111436785	2	2870	4042.454	902.3795	3261	0
1_MACS_peak_24098_lociStitched	chr6	90527713	90530552	1	2840	3765.0818	586.2535	3262	0
2_MACS_peak_20112_lociStitched	chr3	158518732	158527188	2	3239	4569.6224	2002.3808	3263	0
1_MACS_peak_4225_lociStitched	chr11	2420612	2423211	1	2600	3941.3835	477.9561	3264	0
1_MACS_peak_17264_lociStitched	chr20	37520007	37522997	1	2991	3675.308	704.145	3265	0
2_MACS_peak_15520_lociStitched	chr2	86299303	86308190	2	3486	3848.071	1803.1723	3266	0
2_MACS_peak_17579_lociStitched	chr20	58508857	58516408	2	3269	3406.2561	895.5486	3267	0
2_MACS_peak_22890_lociStitched	chr5	172405103	172412134	2	3320	3501.438	1091.2112	3268	0
3_MACS_peak_14524_lociStitched	chr19	54881467	54890652	3	3155	3971.594	1259.2635	3269	0
4_MACS_peak_10506_lociStitched	chr16	81771213	81786585	4	3278	3878.3556	1386.5544	3270	0
1_MACS_peak_16068_lociStitched	chr2	160568215	160570038	1	1824	4516.4825	398.6901	3271	0
1_MACS_peak_20429_lociStitched	chr3	194979803	194982324	1	2522	4234.5237	690.5019	3272	0
2_MACS_peak_10693_lociStitched	chr17	1732500	1738697	2	3446	3175.9625	1037.9975	3273	0
2_MACS_peak_13248_lociStitched	chr19	5949049	5952898	2	3412	3230.4657	1014.9813	3274	0
1_MACS_peak_21038_lociStitched	chr4	82391377	82394052	1	2676	4280	905.755	3275	0
2_MACS_peak_19638_lociStitched	chr3	101440387	101444604	2	3041	3756.5036	864.9067	3276	0
1_MACS_peak_18175_lociStitched	chr22	21982618	21985094	1	2477	4046.7744	459.298	3277	0
1_MACS_peak_17804_lociStitched	chr21	34805045	34808534	1	3490	2998.0977	970.6398	3278	0
1_MACS_peak_11794_lociStitched	chr17	56083495	56086474	1	2980	3706.1739	724.7907	3279	0
2_MACS_peak_9159_lociStitched	chr15	84975517	84982236	2	3188	3467.004	817.7023	3280	0
1_MACS_peak_4942_lociStitched	chr11	65818756	65822111	1	3356	3216.103	886.7265	3281	0
2_MACS_peak_26227_lociStitched	chr8	7916244	7924516	2	3170	3671.9408	993.4672	3282	0
1_MACS_peak_2139_lociStitched	chr1	184354981	184357741	1	2761	3979.368	710.148	3283	0
1_MACS_peak_15186_lociStitched	chr2	55275730	55278479	1	2750	3945.9146	670.756	3284	0
2_MACS_peak_17955_lociStitched	chr21	44393201	44396154	2	2865	3785.4507	656.7472	3285	0
2_MACS_peak_6386_lociStitched	chr12	56692991	56697016	2	3109	3517.4475	748.2475	3286	0
2_MACS_peak_14141_lociStitched	chr19	42702553	42706511	2	3091	3489.7686	692.65	3287	0
1_MACS_peak_2741_lociStitched	chr1	234907108	234909816	1	2709	4115.0768	798.3184	3288	0
2_MACS_peak_15701_lociStitched	chr2	106406340	106414616	2	3104	4345.7276	1576.578	3289	0
2_MACS_peak_14618_lociStitched	chr19	58325497	58331810	2	2787	4117.9699	898.9712	3290	0
1_MACS_peak_17866_lociStitched	chr21	38444413	38446999	1	2587	4276.7268	824.934	3291	0
1_MACS_peak_27906_lociStitched	chr9	98223666	98226608	1	2943	3711.6272	703.138	3292	0
1_MACS_peak_13227_lociStitched	chr19	4908784	4912064	1	3281	3028.424	580.232	3293	0
1_MACS_peak_11762_lociStitched	chr17	54910097	54912882	1	2786	3891.4805	676.4765	3294	0
1_MACS_peak_7543_lociStitched	chr13	114895348	114898564	1	3217	3104.7264	538.68	3295	0
2_MACS_peak_7447_lociStitched	chr13	103046146	103053283	2	2834	4207.2615	1056.276	3296	0
1_MACS_peak_19361_lociStitched	chr3	50263316	50266182	1	2867	3690.5482	584.9506	3297	0
1_MACS_peak_12054_lociStitched	chr17	73265904	73268901	1	2998	3541.8546	622.1772	3298	0
2_MACS_peak_12295_lociStitched	chr17	79667903	79671239	2	3123	3439.0824	716.5728	3299	0
1_MACS_peak_11517_lociStitched	chr17	42262088	42265296	1	3209	3403.0464	834.7216	3300	0
1_MACS_peak_20476_lociStitched	chr3	196694616	196697716	1	3101	3353.27	599.54	3301	0
1_MACS_peak_25723_lociStitched	chr7	112429466	112431215	1	1750	4792.26	661.122	3302	0
1_MACS_peak_17649_lociStitched	chr20	62495008	62497370	1	2363	4216.17	554.1252	3303	0
3_MACS_peak_28985_lociStitched	chrX	75362697	75369877	3	3404	2915.798	747.438	3304	0
1_MACS_peak_18664_lociStitched	chr22	42228036	42230272	1	2237	4237.6672	467.1004	3305	0
1_MACS_peak_20125_lociStitched	chr3	160166714	160168596	1	1883	4805.687	765.974	3306	0
1_MACS_peak_7671_lociStitched	chr14	35024067	35026635	1	2569	3795.2472	346.4232	3307	0
1_MACS_peak_5719_lociStitched	chr12	1057587	1060043	1	2457	4113.8	548.916	3308	0
1_MACS_peak_23016_lociStitched	chr5	179049327	179051985	1	2659	3896.8938	548.877	3309	0
2_MACS_peak_10838_lociStitched	chr17	7254241	7259991	2	2996	3746.7	840.65	3310	0
1_MACS_peak_15969_lociStitched	chr2	135674701	135677448	1	2748	3780.9708	539.5108	3311	0
1_MACS_peak_6761_lociStitched	chr12	107348500	107351336	1	2837	3706.9356	578.8276	3312	0
2_MACS_peak_12446_lociStitched	chr18	8704090	8707936	2	3281	3019.11	601.5144	3313	0
1_MACS_peak_3665_lociStitched	chr10	94332750	94334797	1	2048	4405.7581	486.1625	3314	0
1_MACS_peak_17294_lociStitched	chr20	42284803	42287824	1	3022	3540.3099	678.8187	3315	0
1_MACS_peak_12590_lociStitched	chr18	25755430	25758682	1	3253	2857.5324	390.24	3316	0
2_MACS_peak_1147_lociStitched	chr1	70819115	70825108	2	2526	4589.4394	1100.3148	3317	0
