REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
4_MACS_peak_11885_lociStitched	chr17	62150283	62173701	4	11711	12795.5952	5702.283	160	ERN1	SNORD104,SNORA76	ERN1	160	1
3_MACS_peak_5927_lociStitched	chr12	12866814	12879386	3	9247	14345.9092	3218.432	161	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	161	1
6_MACS_peak_25003_lociStitched	chr7	38383981	38408385	6	11212	13248.9316	5425.0092	162			TARP	162	1
5_MACS_peak_13296_lociStitched	chr19	7178674	7199117	5	8058	16908.4053	4816.3708	163	INSR		INSR	163	1
2_MACS_peak_2286_lociStitched	chr1	203288829	203297737	2	7662	16033.5092	3596.1596	164		BTG2,LOC730227,FMOD	BTG2	164	1
4_MACS_peak_10777_lociStitched	chr17	4837329	4854537	4	9429	13461.8184	2968.38	165	GP1BA,RNF167,ENO3,SLC25A11,PFN1	C17orf107,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	RNF167	165	1
4_MACS_peak_1726_lociStitched	chr1	155213357	155232776	4	8524	15909.9867	4437.2415	166	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,THBS3,GBAP1,GBA,PKLR	FAM189B	166	1
2_MACS_peak_2626_lociStitched	chr1	226840100	226852427	2	9275	14584.0737	4008.7404	167	ITPKB		ITPKB	167	1
6_MACS_peak_5625_lociStitched	chr11	128586090	128605282	6	10253	13307.7328	4227.9976	168	FLI1		FLI1	168	1
5_MACS_peak_13638_lociStitched	chr19	16177190	16198113	5	9753	13298.6588	3676.1711	169	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	169	1
4_MACS_peak_22870_lociStitched	chr5	171601252	171616077	4	10003	12294.3725	3052.4675	170	STK10	EFCAB9	STK10	170	1
3_MACS_peak_22968_lociStitched	chr5	176726907	176740581	3	9853	12257.3736	2860.6008	171	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	171	1
5_MACS_peak_23377_lociStitched	chr6	26183694	26206544	5	10608	12512.66	4419.19	172	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	172	1
3_MACS_peak_27253_lociStitched	chr8	145047538	145064410	3	9528	12687.744	2866.5528	173	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661	PARP10	173	1
5_MACS_peak_14084_lociStitched	chr19	41104111	41120919	5	9810	12653.0624	3243.944	174	LTBP4	SHKBP1	LTBP4	174	1
2_MACS_peak_10279_lociStitched	chr16	66549134	66559802	2	8575	13672.1088	2705.4048	175	TK2	CKLF,CMTM1	TK2	175	1
4_MACS_peak_24708_lociStitched	chr7	5459929	5476957	4	10201	10853.6472	2230.668	176	TNRC18		TNRC18	176	1
2_MACS_peak_22431_lociStitched	chr5	131824377	131837515	2	9868	11981.856	2853.5736	177	IRF1	IL5	IRF1	177	1
3_MACS_peak_10876_lociStitched	chr17	8087546	8104702	3	9959	12429.522	3463.7964	178	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	178	1
3_MACS_peak_1899_lociStitched	chr1	161121987	161138193	3	8279	16011.528	4858.5588	179	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	179	1
6_MACS_peak_28730_lociStitched	chrX	39953224	39969125	6	10616	8821.8748	1076.4977	180	BCOR		BCOR	180	1
7_MACS_peak_7951_lociStitched	chr14	77488476	77507543	7	10818	9167.4136	1845.6856	181	C14orf4		C14orf4	181	1
3_MACS_peak_18271_lociStitched	chr22	24819120	24832079	3	9570	11911.9128	2468.6895	182	ADORA2A,C22orf45		ADORA2A	182	1
3_MACS_peak_13284_lociStitched	chr19	6765319	6779292	3	9017	13710.3076	3695.8585	183	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	183	1
3_MACS_peak_20468_lociStitched	chr3	196358358	196371123	3	8560	14201.0625	3638.025	184	LRRC33		LRRC33	184	1
6_MACS_peak_5834_lociStitched	chr12	7022601	7038652	6	10001	11588.822	3065.741	185	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	185	1
2_MACS_peak_1804_lociStitched	chr1	156709288	156722615	2	9161	13426.9525	3660.9269	186	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	186	1
5_MACS_peak_20815_lociStitched	chr4	40194055	40207708	5	10710	10678.0113	3586.6431	187	RHOH		RHOH	187	1
4_MACS_peak_18530_lociStitched	chr22	38701405	38715028	4	9862	11162.6862	2550.2256	188	CSNK1E	TMEM184B	CSNK1E	188	1
3_MACS_peak_1902_lociStitched	chr1	161144443	161156930	3	9390	13088.8734	3773.5714	189	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	189	1
4_MACS_peak_13539_lociStitched	chr19	13043559	13057435	4	9033	12044.368	2346.4316	190	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	190	1
1_MACS_peak_13654_lociStitched	chr19	16434272	16443078	1	8807	11754.2488	1870.3944	191	KLF2		KLF2	191	1
4_MACS_peak_27294_lociStitched	chr8	146010989	146031422	4	8641	13365.2253	3308.1027	192	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	ZNF517	192	1
2_MACS_peak_1751_lociStitched	chr1	155939606	155950588	2	8134	13421.1022	2797.1154	193	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	193	1
3_MACS_peak_14443_lociStitched	chr19	50368195	50382034	3	8575	12817.6818	2737.3542	194	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	PNKP	194	1
3_MACS_peak_11108_lociStitched	chr17	27045938	27056830	3	8527	12450.6452	2335.2448	195	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	195	1
3_MACS_peak_16353_lociStitched	chr2	201979841	201992672	3	8983	13050.4101	3549.0546	197	CFLAR	NDUFB3,FAM126B	CFLAR	197	1
3_MACS_peak_14386_lociStitched	chr19	49369310	49385785	3	9084	12448.51	3173.085	198	PPP1R15A,PLEKHA4,TULP2	NUCB1,HSD17B14	PPP1R15A	198	1
2_MACS_peak_12967_lociStitched	chr19	1036156	1045121	2	7568	13343.506	2381.104	200	CNN2,ABCA7	GRIN3B,HMHA1,C19orf6	ABCA7	200	1
5_MACS_peak_17083_lociStitched	chr20	30279433	30298203	5	8958	13810.966	4517.939	201	BCL2L1	TPX2	BCL2L1	201	1
2_MACS_peak_2651_lociStitched	chr1	228268728	228279136	2	9481	11543.5128	3084.9312	202	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	202	1
3_MACS_peak_28279_lociStitched	chr9	130828563	130845114	3	10208	10473.4728	3404.5407	203	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	203	1
4_MACS_peak_5122_lociStitched	chr11	72523516	72543213	4	8102	13506.2329	3220.4595	204	ATG16L2	STARD10	ATG16L2	204	1
1_MACS_peak_17928_lociStitched	chr21	43480720	43486718	1	5999	14972.8074	2793.8684	205	UMODL1	C21orf121,UMODL1,C21orf128	UMODL1	205	1
3_MACS_peak_18232_lociStitched	chr22	23515610	23526563	3	9800	10415.2077	2614.4811	206	BCR	RAB36,RTDR1	BCR	206	1
3_MACS_peak_17643_lociStitched	chr20	62358454	62371018	3	8397	12242.3616	2363.2884	207	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	207	1
4_MACS_peak_25809_lociStitched	chr7	128162379	128177961	4	9217	11586.7752	2839.0404	208		METTL2B	METTL2B	208	1
1_MACS_peak_1706_lociStitched	chr1	154971109	154977447	1	6339	13672.9674	1798.0906	209	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	209	1
2_MACS_peak_27696_lociStitched	chr9	73026785	73036474	2	6750	13390.198	1876.7593	210	KLF9		KLF9	210	1
4_MACS_peak_12302_lociStitched	chr17	79817483	79830638	4	8956	11188.3275	2137.6875	211	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	ARHGDIA	211	1
2_MACS_peak_2370_lociStitched	chr1	206728549	206737746	2	9071	12163.0325	3301.723	212	RASSF5	LGTN	RASSF5	212	1
4_MACS_peak_3575_lociStitched	chr10	81946682	81966011	4	9414	11868.006	3544.9386	213	ANXA11		ANXA11	213	1
2_MACS_peak_13921_lociStitched	chr19	35695703	35705987	2	6724	13982.1264	2494.8984	214		FXYD5,LSR,FAM187B	FAM187B	214	1
3_MACS_peak_4718_lociStitched	chr11	60673010	60683792	3	8037	12977.2152	2795.7726	215	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	215	1
3_MACS_peak_25307_lociStitched	chr7	74057425	74076290	3	9290	11509.5365	3012.7405	216	GTF2I		GTF2I	216	1
5_MACS_peak_13330_lociStitched	chr19	7980784	7994578	5	9441	10933.1244	2688.4506	217	LOC645781,SNAPC2,CTXN1,TIMM44	LRRC8E,MAP2K7,FLJ22184,LOC388499	SNAPC2	217	1
6_MACS_peak_14907_lociStitched	chr2	27293585	27310653	6	9185	11497.0048	2896.4396	218	EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	218	1
2_MACS_peak_326_lociStitched	chr1	17221555	17233304	2	7035	15803.5799	4671.4024	219		CROCC	CROCC	219	1
2_MACS_peak_1668_lociStitched	chr1	153929754	153941419	2	8342	13127.791	3479.6695	220	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	220	1
5_MACS_peak_18566_lociStitched	chr22	39398331	39421809	5	8758	13056.1158	3965.4342	221	APOBEC3C,APOBEC3D	APOBEC3A,APOBEC3B,APOBEC3F	APOBEC3C	221	1
3_MACS_peak_20532_lociStitched	chr4	1712645	1728669	3	8143	12059.6624	2177.6616	222	TACC3,SLBP,TMEM129	FAM53A	TMEM129	222	1
4_MACS_peak_15440_lociStitched	chr2	74681538	74701098	4	7936	13212.78	3092.436	223	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	223	1
6_MACS_peak_8462_lociStitched	chr15	40330506	40357668	6	9169	13431.609	5000.5242	224	SRP14	BMF	SRP14	224	1
3_MACS_peak_10849_lociStitched	chr17	7475286	7488534	3	8173	12604.1472	2866.8672	225	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	225	1
3_MACS_peak_20490_lociStitched	chr3	197379765	197393095	3	7796	13347.329	3175.206	226		LOC220729,MIR922	MIR922	226	1
4_MACS_peak_13144_lociStitched	chr19	3605849	3628174	4	7795	13964.2875	3839.9	227	TBXA2R,C19orf29	HMG20B,GIPC3,C19orf28	C19orf29	227	1
3_MACS_peak_4774_lociStitched	chr11	62431595	62448704	3	8212	12378.3615	2747.7054	228	METTL12,SNORA57,C11orf83,C11orf48,UBXN1	GNG3,TTC9C,B3GAT3,GANAB,INTS5,LRRN4CL,BSCL2,HNRNPUL2	C11orf48	228	1
4_MACS_peak_26190_lociStitched	chr8	2028581	2041163	4	8819	11732.715	2930.3478	229	MYOM2		MYOM2	229	1
3_MACS_peak_20266_lociStitched	chr3	183233498	183246589	3	10108	10921.8213	4432.6126	230	KLHL6		KLHL6	230	1
2_MACS_peak_3518_lociStitched	chr10	77159242	77169985	2	8301	10826.7954	1334.2806	231	NCRNA00245,ZNF503		NCRNA00245	231	1
4_MACS_peak_6789_lociStitched	chr12	109161486	109179513	4	8949	11950.0983	3365.6409	232	SSH1	CORO1C,SSH1	CORO1C	232	1
3_MACS_peak_12932_lociStitched	chr19	653729	665782	3	8228	11804.7082	2232.2156	233	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	233	1
3_MACS_peak_3458_lociStitched	chr10	74007195	74024134	3	7916	13237.8285	3292.9416	234		ANAPC16,DDIT4,ASCC1	DDIT4	234	1
5_MACS_peak_1822_lociStitched	chr1	157133024	157152796	5	9289	13223.5136	5186.1956	235		CYCSP52,ETV3	ETV3	235	1
3_MACS_peak_9483_lociStitched	chr16	2008625	2022872	3	8199	12077.1819	2497.4991	236	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,RPS2,SNORA10,SNORA64	GFER,SYNGR3,NPW,HS3ST6,SEPX1,RPL3L,NOXO1,ZNF598	SNORA78	236	1
3_MACS_peak_18318_lociStitched	chr22	29185642	29198855	3	9258	10829.3748	2824.9394	237	XBP1	HSCB,CCDC117,CHEK2	XBP1	237	1
5_MACS_peak_3718_lociStitched	chr10	99159272	99187297	5	9473	11958.2675	4341.0725	238	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	238	1
4_MACS_peak_18592_lociStitched	chr22	39704379	39717245	4	9570	10110.1028	2676.128	239	RPL3,SNORD83B,SNORD83A,RNU86,SNORD43	SYNGR1	SNORD83A	239	1
3_MACS_peak_10815_lociStitched	chr17	6915234	6927900	3	7454	12752.1288	2406.54	240	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR497	240	1
4_MACS_peak_18447_lociStitched	chr22	36772669	36784979	4	8528	11219.334	2205.952	241	MYH9		MYH9	241	1
1_MACS_peak_11469_lociStitched	chr17	40826886	40835233	1	8348	10972.1315	1740.3495	242	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	242	1
3_MACS_peak_11004_lociStitched	chr17	18958333	18974704	3	7973	12464.8794	2786.3442	243		GRAP	GRAP	243	1
6_MACS_peak_4697_lociStitched	chr11	59317155	59334016	6	9062	10993.372	2832.648	244		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	244	1
4_MACS_peak_18496_lociStitched	chr22	38067986	38083264	4	8997	10465.43	2247.3938	245	LGALS1,NOL12	SH3BP1,PDXP,TRIOBP	LGALS1	245	1
4_MACS_peak_18822_lociStitched	chr22	50679281	50691356	4	9277	9885.8025	2150.5575	246	TUBGCP6,HDAC10,MAPK12	SELO,MAPK11	TUBGCP6	246	1
1_MACS_peak_15771_lociStitched	chr2	111874339	111882353	1	8015	11004.8248	1462.555	247	ACOXL,BCL2L11		BCL2L11	247	1
3_MACS_peak_11381_lociStitched	chr17	38250969	38261676	3	9594	9612.7446	2585.7405	248	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	248	1
5_MACS_peak_25167_lociStitched	chr7	55625171	55641525	5	9807	9941.5966	3390.1842	249	VOPP1		VOPP1	249	1
3_MACS_peak_10872_lociStitched	chr17	8053753	8067410	3	8919	10526.8156	2417.289	250	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	250	1
2_MACS_peak_2476_lociStitched	chr1	212779700	212789202	2	5147	14597.9226	2734.6756	251	ATF3	FAM71A	ATF3	251	1
3_MACS_peak_2222_lociStitched	chr1	200850630	200863323	3	8231	12234.7827	3311.6037	252	C1orf106	GPR25,C1orf106	C1orf106	252	1
2_MACS_peak_2612_lociStitched	chr1	226308178	226316833	2	7543	12620.721	2897.694	253			ACBD3	253	1
5_MACS_peak_4886_lociStitched	chr11	65207646	65223261	5	9791	8391.501	2267.298	254	MIR612	NEAT1,MALAT1	MIR612	254	1
4_MACS_peak_13210_lociStitched	chr19	4722523	4735159	4	8163	11263.7304	2388.204	255	DPP9	C19orf30,MIR7-3	DPP9	255	1
3_MACS_peak_25585_lociStitched	chr7	101375969	101391805	3	9493	9029.6872	2351.646	256			CUX1	256	1
5_MACS_peak_18321_lociStitched	chr22	29207375	29226005	5	9553	10112.364	3671.973	257		CCDC117,XBP1	XBP1	257	1
5_MACS_peak_585_lociStitched	chr1	28827205	28846224	5	9097	10749.5388	3415.8124	258	RCC1,SNHG3	TRNAU1AP	RCC1	258	1
3_MACS_peak_11061_lociStitched	chr17	21178437	21192552	3	8470	10833.2625	2512.47	259	MAP2K3	C17orf103	MAP2K3	259	1
3_MACS_peak_13086_lociStitched	chr19	2326627	2336016	3	9176	9179.6253	2083.4191	260	SPPL2B,LSM7	C19orf35,LINGO3	SPPL2B	260	1
6_MACS_peak_13727_lociStitched	chr19	18207869	18231172	6	9072	10379.1562	3148.2353	261	MAST3	PIK3R2,IL12RB1	MAST3	261	1
3_MACS_peak_5599_lociStitched	chr11	126172446	126189816	3	9047	10694.709	3439.26	262	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	262	1
3_MACS_peak_14019_lociStitched	chr19	39338644	39349046	3	8391	9990.0808	1671.6014	263	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	263	1
4_MACS_peak_4899_lociStitched	chr11	65306687	65326846	4	7861	12045.0025	3007.7228	264	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	264	1
3_MACS_peak_11707_lociStitched	chr17	48225363	48239504	3	8298	10820.6932	2379.9303	265	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	265	1
2_MACS_peak_19323_lociStitched	chr3	49054883	49067369	2	7292	12276.2352	2652.0264	266	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	266	1
6_MACS_peak_20238_lociStitched	chr3	181412906	181431510	6	8728	10823.8072	3149.6572	267	SOX2OT,SOX2		SOX2	267	1
2_MACS_peak_15948_lociStitched	chr2	133024362	133031956	2	7442	15565.4218	6175.4408	268		MIR663B,ANKRD30BL	ANKRD30BL	268	1
2_MACS_peak_12919_lociStitched	chr19	505848	514724	2	7719	11647.9748	2592.6796	269	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	269	1
4_MACS_peak_23413_lociStitched	chr6	27094481	27116200	4	9102	11154.8784	4209.1422	270	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	270	1
4_MACS_peak_27909_lociStitched	chr9	98268197	98279902	4	8795	8982.417	1488.876	271	PTCH1		PTCH1	271	1
4_MACS_peak_25072_lociStitched	chr7	44663114	44679690	4	8491	11652.928	3684.8448	272	OGDH	DDX56,TMED4	OGDH	272	1
4_MACS_peak_15063_lociStitched	chr2	42323225	42333995	4	8423	10422.129	2361.861	273		PKDCC	PKDCC	273	1
5_MACS_peak_23623_lociStitched	chr6	33377114	33396889	5	8379	11226.2675	3100.72	274	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	SYNGAP1	274	1
4_MACS_peak_13742_lociStitched	chr19	18382934	18394240	4	8948	9145.4234	1953.6768	275	MIR3188,KIAA1683,JUND	PDE4C,LOC729966,LSM4	KIAA1683	275	1
3_MACS_peak_6405_lociStitched	chr12	57075041	57084024	3	8470	9864.2323	1896.3113	276	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	276	1
2_MACS_peak_10713_lociStitched	chr17	2294925	2305825	2	7118	11347.99	1664.43	277	MNT	LOC284009	MNT	277	1
3_MACS_peak_2896_lociStitched	chr10	3817803	3829305	3	8519	10040.0958	2166.9768	278	KLF6		KLF6	278	1
2_MACS_peak_4787_lociStitched	chr11	62598226	62610470	2	7042	12175.4336	2478.1856	279	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	279	1
2_MACS_peak_14377_lociStitched	chr19	49137346	49150475	2	8277	10580.6611	2432.8037	280	SEC1,DBP,CA11	SPACA4,SPHK2,FUT2,FAM83E,RPL18,NTN5	SEC1	280	1
4_MACS_peak_10940_lociStitched	chr17	16870650	16883190	4	9308	8927.226	2602.05	281	TNFRSF13B		TNFRSF13B	281	1
2_MACS_peak_25114_lociStitched	chr7	47513385	47522258	2	8854	9371.6626	2232.4468	282	TNS3		TNS3	282	1
1_MACS_peak_8881_lociStitched	chr15	70387298	70394699	1	7402	10684.8237	1503.1431	283	TLE3	MIR629	TLE3	283	1
2_MACS_peak_2097_lociStitched	chr1	181096797	181104905	2	8077	10584.994	2312.4016	285		IER5	IER5	285	1
4_MACS_peak_10973_lociStitched	chr17	17725626	17744313	4	6984	12467.9664	2866.5858	286	SREBF1	SMCR5,MIR33B	SREBF1	286	1
3_MACS_peak_13532_lociStitched	chr19	12991147	13003183	3	6807	11981.838	2208.606	287	GCDH,DNASE2,KLF1	MAST1,CALR,RTBDN,SYCE2,FARSA	KLF1	287	1
4_MACS_peak_20154_lociStitched	chr3	169480600	169491969	4	7006	12530.9118	2963.8983	288	MYNN,TERC,ARPM1	MYNN,LRRIQ4,LRRC34	ARPM1	288	1
3_MACS_peak_20438_lociStitched	chr3	195350795	195363920	3	7019	12723.375	3199.875	289		SDHAP2,APOD	SDHAP2	289	1
3_MACS_peak_17115_lociStitched	chr20	31255108	31270678	3	8715	10045.764	2922.489	290		C20orf203	C20orf203	290	1
3_MACS_peak_9433_lociStitched	chr16	685079	700305	3	7524	10580.5474	1722.0606	291	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	291	1
3_MACS_peak_23616_lociStitched	chr6	33279694	33292598	3	8167	10573.5376	2604.0272	292	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	292	1
2_MACS_peak_23044_lociStitched	chr5	180609673	180619752	2	8289	9664.7531	1911.9863	293		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	293	1
3_MACS_peak_8259_lociStitched	chr15	22460615	22473201	3	5443	13503.5194	2704.7314	294		OR4N3P	OR4N3P	294	1
4_MACS_peak_4766_lociStitched	chr11	62357540	62370485	4	7497	11382.5385	2574.7605	295	TUT1,MTA2,EML3	ROM1,AHNAK,EEF1G,B3GAT3,GANAB	TUT1	295	1
1_MACS_peak_13455_lociStitched	chr19	11199533	11207788	1	8256	9456.928	1736.0265	297	LDLR		LDLR	297	1
2_MACS_peak_27081_lociStitched	chr8	126441172	126449195	2	7975	9998.2626	1864.5452	298	TRIB1		TRIB1	298	1
4_MACS_peak_515_lociStitched	chr1	27018327	27029672	4	7590	11078.3925	2440.3095	299	ARID1A		ARID1A	299	1
2_MACS_peak_15785_lociStitched	chr2	112456047	112465002	2	8602	9547.821	2416.9545	300			ANAPC1	300	1
3_MACS_peak_3818_lociStitched	chr10	104153334	104164552	3	7265	11078.8968	2086.548	301	NFKB2,PSD	FBXL15,MIR146B,CUEDC2,C10orf95	NFKB2	301	1
2_MACS_peak_22978_lociStitched	chr5	176852299	176859716	2	7364	10498.7635	1727.4193	302	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	302	1
3_MACS_peak_28205_lociStitched	chr9	127623158	127635572	3	7597	10761.6966	2330.1078	303	ARPC5L,RPL35	WDR38	ARPC5L	303	1
3_MACS_peak_26068_lociStitched	chr7	150776605	150785680	3	7737	10212.0975	1988.3325	304	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	304	1
2_MACS_peak_28350_lociStitched	chr9	132646404	132657514	2	7681	10613.383	2323.101	305	FNBP1	USP20,C9orf78	USP20	305	1
1_MACS_peak_1799_lociStitched	chr1	156626187	156634366	1	8180	9850.7876	2286.0305	306	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	306	1
2_MACS_peak_3828_lociStitched	chr10	104401469	104413231	2	7033	10858.6784	1781.943	307	TRIM8		TRIM8	307	1
4_MACS_peak_13138_lociStitched	chr19	3544725	3558882	4	7930	10426.6305	2504.3733	308	C19orf28	FZR1,C19orf71,HMG20B,GIPC3,DOHH,TBXA2R	C19orf28	308	1
1_MACS_peak_23606_lociStitched	chr6	32935137	32941515	1	6379	11483.589	1757.7768	309	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	309	1
1_MACS_peak_20210_lociStitched	chr3	177074270	177079448	1	5179	12481.569	1783.3032	310			TBL1XR1	310	1
6_MACS_peak_9417_lociStitched	chr16	430728	452802	6	8119	10226.8842	2626.806	311	LOC100134368,NME4,DECR2,TMEM8A	RAB11FIP3,AXIN1,MRPL28	NME4	311	1
2_MACS_peak_5477_lociStitched	chr11	118795107	118801709	2	6245	11430.7028	1595.0432	312		CXCR5,UPK2,FOXR1,BCL9L	BCL9L	312	1
2_MACS_peak_3910_lociStitched	chr10	112255916	112264840	2	8444	9402.3264	2341.6576	313	DUSP5		DUSP5	313	1
3_MACS_peak_4867_lociStitched	chr11	64877543	64890462	3	7975	10767.9865	2961.0348	314	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	314	1
2_MACS_peak_12838_lociStitched	chr18	60822080	60830574	2	8452	9448.7256	2446.272	315	BCL2		BCL2	315	1
3_MACS_peak_1660_lociStitched	chr1	153755360	153770654	3	7398	12157.2006	3607.8546	316		SLC27A3	SLC27A3	316	1
2_MACS_peak_25537_lociStitched	chr7	100025084	100035078	2	6217	11422.1426	1621.0268	317	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	317	1
2_MACS_peak_17827_lociStitched	chr21	36258073	36264054	2	5960	11697.0417	1672.2876	318	RUNX1		RUNX1	318	1
3_MACS_peak_2653_lociStitched	chr1	228288540	228300516	3	6973	11682.588	2656.2768	319	C1orf35,MRPL55	ARF1,MIR3620,GUK1,GJC2	MRPL55	319	1
3_MACS_peak_10868_lociStitched	chr17	8021532	8030425	3	8494	8651.1104	1776.8214	320	ALOXE3,HES7	MIR4314,ALOX12B,PER1,VAMP2,TMEM107	HES7	320	1
3_MACS_peak_751_lociStitched	chr1	37934696	37947547	3	8431	9162.763	2185.9551	321	ZC3H12A	MEAF6	ZC3H12A	321	1
3_MACS_peak_18573_lociStitched	chr22	39459169	39474417	3	7971	10701.0464	3038.9264	322	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	322	1
5_MACS_peak_13510_lociStitched	chr19	12776926	12793685	5	7702	10442.5329	2396.537	323	WDR83,MAN2B1,C19orf56,DHPS	FBXW9,SNORD41,TNPO2	WDR83	323	1
1_MACS_peak_417_lociStitched	chr1	23850643	23858426	1	7784	9829.929	1952.7547	324	E2F2	ASAP3,ID3	E2F2	324	1
3_MACS_peak_18581_lociStitched	chr22	39539530	39549697	3	8194	9234.6861	1998.8322	325	CBX7	APOBEC3H	CBX7	325	1
2_MACS_peak_2225_lociStitched	chr1	200987333	200996254	2	8466	9309.9556	2556.7586	326	KIF21B		KIF21B	326	1
