#31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_ROSE/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam
#Using cutoff of 5127.1332 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuperStretch
4_MACS_peak_4899_lociStitched	chr11	65306687	65326846	4	7861	12045.0025	3007.7228	264	1
3_MACS_peak_11707_lociStitched	chr17	48225363	48239504	3	8298	10820.6932	2379.9303	265	1
2_MACS_peak_19323_lociStitched	chr3	49054883	49067369	2	7292	12276.2352	2652.0264	266	1
6_MACS_peak_20238_lociStitched	chr3	181412906	181431510	6	8728	10823.8072	3149.6572	267	1
2_MACS_peak_15948_lociStitched	chr2	133024362	133031956	2	7442	15565.4218	6175.4408	268	1
2_MACS_peak_12919_lociStitched	chr19	505848	514724	2	7719	11647.9748	2592.6796	269	1
4_MACS_peak_23413_lociStitched	chr6	27094481	27116200	4	9102	11154.8784	4209.1422	270	1
4_MACS_peak_27909_lociStitched	chr9	98268197	98279902	4	8795	8982.417	1488.876	271	1
4_MACS_peak_25072_lociStitched	chr7	44663114	44679690	4	8491	11652.928	3684.8448	272	1
4_MACS_peak_15063_lociStitched	chr2	42323225	42333995	4	8423	10422.129	2361.861	273	1
5_MACS_peak_23623_lociStitched	chr6	33377114	33396889	5	8379	11226.2675	3100.72	274	1
4_MACS_peak_13742_lociStitched	chr19	18382934	18394240	4	8948	9145.4234	1953.6768	275	1
3_MACS_peak_6405_lociStitched	chr12	57075041	57084024	3	8470	9864.2323	1896.3113	276	1
2_MACS_peak_10713_lociStitched	chr17	2294925	2305825	2	7118	11347.99	1664.43	277	1
3_MACS_peak_2896_lociStitched	chr10	3817803	3829305	3	8519	10040.0958	2166.9768	278	1
2_MACS_peak_4787_lociStitched	chr11	62598226	62610470	2	7042	12175.4336	2478.1856	279	1
2_MACS_peak_14377_lociStitched	chr19	49137346	49150475	2	8277	10580.6611	2432.8037	280	1
4_MACS_peak_10940_lociStitched	chr17	16870650	16883190	4	9308	8927.226	2602.05	281	1
2_MACS_peak_25114_lociStitched	chr7	47513385	47522258	2	8854	9371.6626	2232.4468	282	1
1_MACS_peak_8881_lociStitched	chr15	70387298	70394699	1	7402	10684.8237	1503.1431	283	1
2_MACS_peak_2097_lociStitched	chr1	181096797	181104905	2	8077	10584.994	2312.4016	285	1
4_MACS_peak_10973_lociStitched	chr17	17725626	17744313	4	6984	12467.9664	2866.5858	286	1
3_MACS_peak_13532_lociStitched	chr19	12991147	13003183	3	6807	11981.838	2208.606	287	1
4_MACS_peak_20154_lociStitched	chr3	169480600	169491969	4	7006	12530.9118	2963.8983	288	1
3_MACS_peak_20438_lociStitched	chr3	195350795	195363920	3	7019	12723.375	3199.875	289	1
3_MACS_peak_17115_lociStitched	chr20	31255108	31270678	3	8715	10045.764	2922.489	290	1
3_MACS_peak_9433_lociStitched	chr16	685079	700305	3	7524	10580.5474	1722.0606	291	1
3_MACS_peak_23616_lociStitched	chr6	33279694	33292598	3	8167	10573.5376	2604.0272	292	1
2_MACS_peak_23044_lociStitched	chr5	180609673	180619752	2	8289	9664.7531	1911.9863	293	1
3_MACS_peak_8259_lociStitched	chr15	22460615	22473201	3	5443	13503.5194	2704.7314	294	1
4_MACS_peak_4766_lociStitched	chr11	62357540	62370485	4	7497	11382.5385	2574.7605	295	1
1_MACS_peak_13455_lociStitched	chr19	11199533	11207788	1	8256	9456.928	1736.0265	297	1
2_MACS_peak_27081_lociStitched	chr8	126441172	126449195	2	7975	9998.2626	1864.5452	298	1
4_MACS_peak_515_lociStitched	chr1	27018327	27029672	4	7590	11078.3925	2440.3095	299	1
2_MACS_peak_15785_lociStitched	chr2	112456047	112465002	2	8602	9547.821	2416.9545	300	1
3_MACS_peak_3818_lociStitched	chr10	104153334	104164552	3	7265	11078.8968	2086.548	301	1
2_MACS_peak_22978_lociStitched	chr5	176852299	176859716	2	7364	10498.7635	1727.4193	302	1
3_MACS_peak_28205_lociStitched	chr9	127623158	127635572	3	7597	10761.6966	2330.1078	303	1
3_MACS_peak_26068_lociStitched	chr7	150776605	150785680	3	7737	10212.0975	1988.3325	304	1
2_MACS_peak_28350_lociStitched	chr9	132646404	132657514	2	7681	10613.383	2323.101	305	1
1_MACS_peak_1799_lociStitched	chr1	156626187	156634366	1	8180	9850.7876	2286.0305	306	1
2_MACS_peak_3828_lociStitched	chr10	104401469	104413231	2	7033	10858.6784	1781.943	307	1
4_MACS_peak_13138_lociStitched	chr19	3544725	3558882	4	7930	10426.6305	2504.3733	308	1
1_MACS_peak_23606_lociStitched	chr6	32935137	32941515	1	6379	11483.589	1757.7768	309	1
1_MACS_peak_20210_lociStitched	chr3	177074270	177079448	1	5179	12481.569	1783.3032	310	1
6_MACS_peak_9417_lociStitched	chr16	430728	452802	6	8119	10226.8842	2626.806	311	1
2_MACS_peak_5477_lociStitched	chr11	118795107	118801709	2	6245	11430.7028	1595.0432	312	1
2_MACS_peak_3910_lociStitched	chr10	112255916	112264840	2	8444	9402.3264	2341.6576	313	1
3_MACS_peak_4867_lociStitched	chr11	64877543	64890462	3	7975	10767.9865	2961.0348	314	1
2_MACS_peak_12838_lociStitched	chr18	60822080	60830574	2	8452	9448.7256	2446.272	315	1
3_MACS_peak_1660_lociStitched	chr1	153755360	153770654	3	7398	12157.2006	3607.8546	316	1
2_MACS_peak_25537_lociStitched	chr7	100025084	100035078	2	6217	11422.1426	1621.0268	317	1
2_MACS_peak_17827_lociStitched	chr21	36258073	36264054	2	5960	11697.0417	1672.2876	318	1
3_MACS_peak_2653_lociStitched	chr1	228288540	228300516	3	6973	11682.588	2656.2768	319	1
3_MACS_peak_10868_lociStitched	chr17	8021532	8030425	3	8494	8651.1104	1776.8214	320	1
3_MACS_peak_751_lociStitched	chr1	37934696	37947547	3	8431	9162.763	2185.9551	321	1
3_MACS_peak_18573_lociStitched	chr22	39459169	39474417	3	7971	10701.0464	3038.9264	322	1
5_MACS_peak_13510_lociStitched	chr19	12776926	12793685	5	7702	10442.5329	2396.537	323	1
1_MACS_peak_417_lociStitched	chr1	23850643	23858426	1	7784	9829.929	1952.7547	324	1
3_MACS_peak_18581_lociStitched	chr22	39539530	39549697	3	8194	9234.6861	1998.8322	325	1
2_MACS_peak_2225_lociStitched	chr1	200987333	200996254	2	8466	9309.9556	2556.7586	326	1
4_MACS_peak_15294_lociStitched	chr2	65158904	65178310	4	8255	11542.6888	4432.3304	327	1
2_MACS_peak_2597_lociStitched	chr1	226062885	226071947	2	8067	10204.7182	2811.9386	328	1
6_MACS_peak_24085_lociStitched	chr6	90054786	90068244	6	8514	9459.6282	2835.6006	329	1
2_MACS_peak_1471_lociStitched	chr1	145394610	145401054	2	6343	11576.0016	2062.7244	330	1
2_MACS_peak_13643_lociStitched	chr19	16220957	16231769	2	7122	11028.24	2351.61	331	1
3_MACS_peak_22980_lociStitched	chr5	176872099	176885049	3	7844	9812.215	2105.67	332	1
4_MACS_peak_24717_lociStitched	chr7	5594971	5610965	4	8505	8671.9468	2060.0272	333	1
6_MACS_peak_12307_lociStitched	chr17	79868497	79886809	6	8325	9350.1072	2446.4832	334	1
4_MACS_peak_19998_lociStitched	chr3	141120330	141132630	4	8846	8958.09	3119.28	335	1
3_MACS_peak_25281_lociStitched	chr7	73148894	73158757	3	7342	10209.1913	1885.8056	336	1
3_MACS_peak_81_lociStitched	chr1	2476930	2489259	3	7391	10133.2051	1904.8305	337	1
2_MACS_peak_8975_lociStitched	chr15	75334588	75341075	2	5809	11721.3603	1842.9567	338	1
2_MACS_peak_11325_lociStitched	chr17	36856550	36863138	2	6482	10716.6996	1467.1476	339	1
1_MACS_peak_15215_lociStitched	chr2	60776185	60783206	1	7022	9851.1651	1213.2288	340	1
3_MACS_peak_16582_lociStitched	chr2	227655541	227666436	3	8204	8684.4045	1787.8695	341	1
3_MACS_peak_4864_lociStitched	chr11	64850751	64864578	3	6838	11144.562	2387.9229	342	1
3_MACS_peak_5486_lociStitched	chr11	118964497	118979472	3	7424	10853.88	2854.235	343	1
2_MACS_peak_10832_lociStitched	chr17	7208787	7219702	2	7862	9506.965	2143.706	344	1
2_MACS_peak_5807_lociStitched	chr12	6641010	6648501	2	7090	10197.4983	1807.5783	345	1
2_MACS_peak_9250_lociStitched	chr15	90638442	90646770	2	8242	9156.636	2466.7536	346	1
2_MACS_peak_8177_lociStitched	chr14	105946946	105958485	2	7008	9913.1549	1434.2977	347	1
3_MACS_peak_23994_lociStitched	chr6	74220222	74233948	3	7073	11421.4046	3022.4652	348	1
3_MACS_peak_23048_lociStitched	chr5	180642894	180651727	3	6628	10922.8878	2028.9401	349	1
1_MACS_peak_27152_lociStitched	chr8	134579409	134585639	1	6231	10800.328	1500.184	350	1
3_MACS_peak_25654_lociStitched	chr7	104576504	104586929	3	6980	10870.1475	2397.75	351	1
2_MACS_peak_15314_lociStitched	chr2	65657325	65664839	2	6109	10775.076	1393.0956	352	1
2_MACS_peak_27462_lociStitched	chr9	33445171	33457668	2	8014	9600.1954	2611.873	353	1
3_MACS_peak_10229_lociStitched	chr16	57569104	57579123	3	6541	10748.3832	1832.4751	354	1
5_MACS_peak_796_lociStitched	chr1	40033302	40048449	5	8493	8489.8935	2418.9759	355	1
7_MACS_peak_12454_lociStitched	chr18	9101997	9117849	7	8538	9341.5836	3379.6464	356	1
2_MACS_peak_14309_lociStitched	chr19	47728135	47735281	2	7135	9602.0802	1397.043	357	1
3_MACS_peak_1760_lociStitched	chr1	156060122	156077430	3	7797	11440.588	4188.536	358	1
3_MACS_peak_16503_lociStitched	chr2	219260062	219272059	3	6722	10345.0131	1677.1806	359	1
2_MACS_peak_15135_lociStitched	chr2	47204807	47214855	2	7561	9628.9984	2038.7392	360	1
3_MACS_peak_1716_lociStitched	chr1	155099084	155113607	3	7905	10489.9629	3434.6895	361	1
3_MACS_peak_2850_lociStitched	chr1	249112067	249122008	3	8358	9481.7258	3273.5713	362	1
1_MACS_peak_2356_lociStitched	chr1	206133845	206139842	1	5998	11218.5879	1881.2589	363	1
1_MACS_peak_1677_lociStitched	chr1	154296736	154302801	1	6066	11161.4195	1888.641	364	1
3_MACS_peak_6400_lociStitched	chr12	57022505	57031221	3	7615	9462.9612	2034.3144	365	1
5_MACS_peak_20423_lociStitched	chr3	194864851	194882434	5	8051	10555.0749	3829.5774	366	1
2_MACS_peak_1983_lociStitched	chr1	167682334	167692158	2	6225	11727.8912	2633.8144	367	1
1_MACS_peak_2282_lociStitched	chr1	203255503	203261108	1	5606	12006.4705	2350.737	368	1
5_MACS_peak_15006_lociStitched	chr2	37570357	37586058	5	8157	9918.3217	3449.5097	369	1
3_MACS_peak_16613_lociStitched	chr2	231729232	231739088	3	8630	6690.2528	1201.4464	370	1
3_MACS_peak_18957_lociStitched	chr3	13455236	13470539	3	7284	10211.6919	2425.5255	371	1
5_MACS_peak_8751_lociStitched	chr15	63765258	63780261	5	7872	9648.4293	2745.549	372	1
2_MACS_peak_58_lociStitched	chr1	1668671	1679004	2	6668	10356.7659	1836.1741	373	1
2_MACS_peak_22424_lociStitched	chr5	131755110	131764213	2	8356	8705.1989	2739.0927	374	1
3_MACS_peak_464_lociStitched	chr1	25558190	25574851	3	7509	10411.4589	3022.3054	375	1
2_MACS_peak_20359_lociStitched	chr3	187455030	187464057	2	7680	9343.8477	2220.642	376	1
3_MACS_peak_28140_lociStitched	chr9	123630325	123641148	3	7880	8969.0201	2245.7725	378	1
5_MACS_peak_6445_lociStitched	chr12	58135443	58151155	5	7963	9628.3136	3060.6976	379	1
2_MACS_peak_10030_lociStitched	chr16	30661116	30672664	2	6602	10817.0116	2360.4112	380	1
3_MACS_peak_10320_lociStitched	chr16	67554681	67572864	3	8048	9249.6921	2945.646	381	1
3_MACS_peak_23160_lociStitched	chr6	5996061	6009901	3	7623	9085.96	2085.688	382	1
1_MACS_peak_3902_lociStitched	chr10	112113134	112119013	1	5880	11204.7861	2113.5005	384	1
2_MACS_peak_27250_lociStitched	chr8	145010027	145018852	2	7468	9000.6175	1806.4775	385	1
3_MACS_peak_13942_lociStitched	chr19	36230875	36240211	3	7426	9089.5296	1867.2	387	1
4_MACS_peak_23539_lociStitched	chr6	31157783	31172800	4	7560	9783.5755	2784.1518	388	1
4_MACS_peak_10598_lociStitched	chr16	89033764	89045690	4	7313	8652.313	1290.3932	390	1
4_MACS_peak_9441_lociStitched	chr16	761505	778911	4	7072	9757.8036	2074.7952	391	1
3_MACS_peak_22882_lociStitched	chr5	172191677	172205372	3	6680	11135.4045	2971.815	392	1
2_MACS_peak_11361_lociStitched	chr17	37909405	37915227	2	5169	11120.02	1498.5828	393	1
4_MACS_peak_11890_lociStitched	chr17	62197955	62210152	4	7886	8998.9466	2600.4004	394	1
4_MACS_peak_21827_lociStitched	chr5	32530703	32543814	4	7596	9732.2953	2887.0422	395	1
1_MACS_peak_7539_lociStitched	chr13	114829299	114835017	1	5719	10574.8692	1462.6644	396	1
5_MACS_peak_5137_lociStitched	chr11	73070026	73088927	5	8022	9284.1712	3230.1809	397	1
2_MACS_peak_3908_lociStitched	chr10	112216725	112225328	2	7057	9614.7128	2072.4627	398	1
2_MACS_peak_1528_lociStitched	chr1	148240559	148248458	2	7191	9778.962	2431.3122	399	1
2_MACS_peak_6603_lociStitched	chr12	89739092	89749368	2	7025	10131.1084	2573.1104	400	1
4_MACS_peak_22948_lociStitched	chr5	175962982	175978464	4	7126	9807.847	2393.5172	401	1
2_MACS_peak_28276_lociStitched	chr9	130732076	130744082	2	7309	9497.9466	2361.5802	402	1
5_MACS_peak_29153_lociStitched	chrX	128903153	128920967	5	7624	8684.325	2045.0472	403	1
4_MACS_peak_12358_lociStitched	chr17	80447536	80458147	4	7639	8551.4049	1975.7682	404	1
3_MACS_peak_16364_lociStitched	chr2	202116295	202126960	3	7172	9473.7195	2187.3915	405	1
3_MACS_peak_23219_lociStitched	chr6	10411283	10427298	3	6877	9684.2705	1998.672	406	1
3_MACS_peak_727_lociStitched	chr1	36614347	36627124	3	6814	10153.8819	2399.5206	407	1
4_MACS_peak_9097_lociStitched	chr15	81585444	81595565	4	7029	10185.7744	2737.7305	408	1
2_MACS_peak_5446_lociStitched	chr11	117877664	117884051	2	5672	10541.1048	1578.8664	409	1
2_MACS_peak_1606_lociStitched	chr1	151161205	151172503	2	6817	10457.4288	2752.1928	410	1
2_MACS_peak_12288_lociStitched	chr17	79477468	79487387	2	7532	8123.661	1454.1254	411	1
2_MACS_peak_24664_lociStitched	chr7	2439122	2447370	2	7239	8504.5128	1393.0872	413	1
3_MACS_peak_11520_lociStitched	chr17	42287413	42300290	3	7414	8804.0049	1979.1949	414	1
3_MACS_peak_8953_lociStitched	chr15	74906242	74920705	3	6312	10991.88	2720.4903	415	1
3_MACS_peak_17541_lociStitched	chr20	56047784	56057811	3	7642	8733.517	2292.1722	416	1
3_MACS_peak_14229_lociStitched	chr19	45922096	45932403	3	6968	9125.8178	1857.3214	418	1
4_MACS_peak_19371_lociStitched	chr3	50373432	50389006	4	6775	10211.8718	2725.45	420	1
4_MACS_peak_10660_lociStitched	chr17	1010905	1027183	4	7700	8843.8374	2793.3048	421	1
3_MACS_peak_6779_lociStitched	chr12	108953055	108963225	3	8046	8149.221	2801.835	422	1
6_MACS_peak_4286_lociStitched	chr11	6624185	6644158	6	7565	9622.9914	3345.4775	423	1
3_MACS_peak_18875_lociStitched	chr3	5018429	5029356	3	7102	8786.4007	1769.0813	424	1
3_MACS_peak_26545_lociStitched	chr8	37749042	37762250	3	6728	9993.1728	2471.2168	425	1
3_MACS_peak_2594_lociStitched	chr1	226034362	226045186	3	7996	8586.6792	3160.608	426	1
2_MACS_peak_21905_lociStitched	chr5	43037098	43043778	2	6433	9547.056	1665.992	427	1
6_MACS_peak_8034_lociStitched	chr14	91854308	91867148	6	7705	7547.352	1562.628	428	1
5_MACS_peak_4238_lociStitched	chr11	2905430	2924252	5	7434	8995.0338	2554.1454	429	1
2_MACS_peak_20350_lociStitched	chr3	186780695	186792199	2	7999	9017.9856	3653.6704	430	1
4_MACS_peak_23364_lociStitched	chr6	26017578	26034752	4	7907	8478.8038	2955.6454	431	1
5_MACS_peak_16704_lociStitched	chr2	238599773	238613363	5	7758	7274.727	1454.13	432	1
2_MACS_peak_8289_lociStitched	chr15	23660171	23669138	2	6210	9948.8865	1874.103	433	1
4_MACS_peak_12084_lociStitched	chr17	73850874	73862155	4	7044	9096.9984	2089.2412	434	1
2_MACS_peak_17763_lociStitched	chr21	32924639	32932959	2	6556	9888.32	2229.76	435	1
1_MACS_peak_25165_lociStitched	chr7	55599709	55605515	1	5807	10074.5712	1593.747	436	1
2_MACS_peak_18841_lociStitched	chr22	50962414	50970531	2	6342	9067.5007	1179.4001	437	1
2_MACS_peak_14551_lociStitched	chr19	55764360	55771979	2	7211	8528.7086	1822.4648	438	1
4_MACS_peak_9705_lociStitched	chr16	11826595	11837774	4	7549	8498.2758	2380.0091	439	1
3_MACS_peak_17261_lociStitched	chr20	37498926	37505223	3	5888	10329.5988	1985.4441	440	1
2_MACS_peak_5506_lociStitched	chr11	119592137	119600902	2	6684	8708.904	1331.4035	441	1
3_MACS_peak_10825_lociStitched	chr17	7136996	7147008	3	6924	9191.016	2154.5824	442	1
3_MACS_peak_3783_lociStitched	chr10	102819816	102831733	3	6925	9267.8509	2259.4632	443	1
2_MACS_peak_23330_lociStitched	chr6	21586979	21597410	2	7177	8124.7059	1506.2364	444	1
2_MACS_peak_26429_lociStitched	chr8	26428481	26437209	2	6791	9311.9032	2186.364	448	1
2_MACS_peak_10743_lociStitched	chr17	3813703	3820582	2	6501	9342.3699	1837.3809	449	1
3_MACS_peak_4903_lociStitched	chr11	65336926	65344494	3	6974	8514	1674.0416	450	1
1_MACS_peak_25729_lociStitched	chr7	113722758	113728723	1	5966	9776.0385	1688.095	451	1
2_MACS_peak_17966_lociStitched	chr21	44725465	44734075	2	6513	9917.859	2487.429	452	1
2_MACS_peak_17395_lociStitched	chr20	46386640	46397928	2	7480	8065.276	2158.2656	453	1
5_MACS_peak_19520_lociStitched	chr3	69128691	69145415	5	7742	8318.5176	2940.0792	454	1
2_MACS_peak_25602_lociStitched	chr7	101946364	101952207	2	5780	9393.2068	1191.972	456	1
2_MACS_peak_7484_lociStitched	chr13	111357687	111368846	2	6278	9597.8559	1974.0271	457	1
5_MACS_peak_13442_lociStitched	chr19	10974692	10990402	5	7517	8155.061	2381.636	458	1
3_MACS_peak_9256_lociStitched	chr15	90721348	90735793	3	6891	9366.138	2611.656	459	1
2_MACS_peak_16634_lociStitched	chr2	232570762	232579439	2	6777	7965.486	1079.4188	460	1
4_MACS_peak_9511_lociStitched	chr16	2550389	2571792	4	7261	9006.3824	2878.7035	461	1
2_MACS_peak_23910_lociStitched	chr6	52430640	52442797	2	7155	8998.6114	2712.2267	462	1
2_MACS_peak_1475_lociStitched	chr1	145448731	145457928	2	7118	9552.9239	3214.3515	463	1
4_MACS_peak_14739_lociStitched	chr2	10574825	10589744	4	6722	9585.4575	2689.8957	464	1
1_MACS_peak_27589_lociStitched	chr9	42250237	42256704	1	6468	8440.0817	1220.9696	465	1
3_MACS_peak_4815_lociStitched	chr11	63948811	63959261	3	7012	8319.245	1886.225	466	1
3_MACS_peak_591_lociStitched	chr1	28902727	28914073	3	7391	8141.8896	2361.1026	467	1
3_MACS_peak_2686_lociStitched	chr1	230238961	230248755	3	7109	9213.2158	2954.8498	468	1
3_MACS_peak_13773_lociStitched	chr19	19050448	19062947	3	6972	8791.7966	2374.81	470	1
3_MACS_peak_23596_lociStitched	chr6	32156938	32166063	3	6815	8528.225	1879.75	471	1
1_MACS_peak_5070_lociStitched	chr11	69061072	69066777	1	5706	9320.2585	1302.4515	472	1
2_MACS_peak_11556_lociStitched	chr17	43223993	43230345	2	5129	9841.7888	1289.456	473	1
2_MACS_peak_25860_lociStitched	chr7	130790061	130796075	2	5913	9728.8478	1945.529	474	1
3_MACS_peak_23436_lociStitched	chr6	27791328	27807522	3	6262	10161.735	2785.368	475	1
3_MACS_peak_12159_lociStitched	chr17	75314931	75328881	3	6382	9547.38	2356.155	476	1
1_MACS_peak_1247_lociStitched	chr1	92947523	92953041	1	5519	8896.6714	753.207	477	1
1_MACS_peak_27969_lociStitched	chr9	102581304	102587670	1	6367	8484.6048	1293.5712	478	1
2_MACS_peak_7536_lociStitched	chr13	114784310	114794245	2	6170	9386.588	1953.221	479	1
4_MACS_peak_21562_lociStitched	chr4	185330296	185348988	4	7541	9086.1812	3824.3832	480	1
1_MACS_peak_17981_lociStitched	chr21	45134760	45141073	1	6314	8838.8313	1612.3402	481	1
3_MACS_peak_4133_lociStitched	chr10	135201417	135215418	3	6781	8662.4187	2084.7489	482	1
2_MACS_peak_17933_lociStitched	chr21	43647562	43655852	2	6333	9908.208	2718.291	483	1
4_MACS_peak_10770_lociStitched	chr17	4692443	4710882	4	6188	9709.9774	2343.5969	484	1
3_MACS_peak_13423_lociStitched	chr19	10608503	10616757	3	6975	7563.1402	1326.4178	485	1
2_MACS_peak_25839_lociStitched	chr7	129418189	129425969	2	6803	7913.038	1413.626	486	1
2_MACS_peak_20449_lociStitched	chr3	195632945	195642613	2	6390	9847.8248	2769.882	487	1
2_MACS_peak_380_lociStitched	chr1	21615638	21622177	2	6103	8766.8373	1332.6482	488	1
2_MACS_peak_20204_lociStitched	chr3	176909381	176920111	2	7139	8891.951	2961.48	489	1
2_MACS_peak_20162_lociStitched	chr3	169754884	169764308	2	5455	10495.5088	2383.3296	490	1
1_MACS_peak_20400_lociStitched	chr3	193817183	193822940	1	5758	10293.516	2496.2352	491	1
3_MACS_peak_18228_lociStitched	chr22	23478091	23488541	3	7284	8293.12	2641.76	492	1
2_MACS_peak_17088_lociStitched	chr20	30304818	30312400	2	7468	7205.1746	1916.7296	493	1
1_MACS_peak_8985_lociStitched	chr15	75490783	75497749	1	6967	7827.6942	1627.9542	494	1
3_MACS_peak_14232_lociStitched	chr19	45942433	45955770	3	6387	9495.944	2455.3417	495	1
4_MACS_peak_9536_lociStitched	chr16	3009072	3020957	4	6868	7758.528	1428.577	496	1
3_MACS_peak_10010_lociStitched	chr16	30381580	30394951	3	6367	9411.8469	2372.0154	497	1
2_MACS_peak_17053_lociStitched	chr20	25289524	25300746	2	6446	9479.2234	2553.005	498	1
3_MACS_peak_10428_lociStitched	chr16	71841592	71853418	3	6501	8941.6386	2118.0366	499	1
3_MACS_peak_18299_lociStitched	chr22	27005660	27014716	3	6294	9423.6736	2348.2208	500	1
2_MACS_peak_10944_lociStitched	chr17	16889545	16895507	2	5755	9458.1168	1748.0584	501	1
4_MACS_peak_8520_lociStitched	chr15	41230026	41246783	4	6786	8931.481	2560.4696	502	1
2_MACS_peak_12196_lociStitched	chr17	76246440	76255038	2	6686	8467.3104	1964.643	503	1
4_MACS_peak_13393_lociStitched	chr19	10216362	10231414	4	6713	8767.79	2305.9664	504	1
2_MACS_peak_907_lociStitched	chr1	45186166	45198317	2	7134	7777.8551	2013.4207	505	1
4_MACS_peak_11572_lociStitched	chr17	43517295	43531713	4	6839	8917.533	2663.0046	506	1
2_MACS_peak_2748_lociStitched	chr1	235144242	235152473	2	6266	8975.9055	1925.2309	507	1
3_MACS_peak_25770_lociStitched	chr7	121944069	121957464	3	6875	8635.7565	2482.0935	508	1
3_MACS_peak_19301_lociStitched	chr3	48506490	48521642	3	6216	9724.5536	2651.6	510	1
3_MACS_peak_4881_lociStitched	chr11	65148295	65157255	3	6974	7786.24	1830.528	511	1
2_MACS_peak_27150_lociStitched	chr8	134508382	134515819	2	7028	7881.7326	2057.8179	512	1
3_MACS_peak_2400_lociStitched	chr1	207994747	208005854	3	6868	9585.341	3492.0408	513	1
3_MACS_peak_14311_lociStitched	chr19	47742306	47751315	3	6971	7821.6138	1904.5026	514	1
1_MACS_peak_18651_lociStitched	chr22	41839087	41845086	1	6000	8781.9361	1485.3524	515	1
3_MACS_peak_3836_lociStitched	chr10	104531310	104542297	3	6210	9682.8431	2658.854	516	1
1_MACS_peak_6428_lociStitched	chr12	57631592	57638076	1	6485	7861.85	1296.8	518	1
2_MACS_peak_60_lociStitched	chr1	1709007	1714785	2	5561	9051.8148	1379.2086	520	1
2_MACS_peak_26396_lociStitched	chr8	23076386	23084015	2	6394	8191.2573	1538.0064	521	1
4_MACS_peak_9404_lociStitched	chr16	115410	135755	4	6706	9037.249	2850.3345	522	1
2_MACS_peak_18549_lociStitched	chr22	39096186	39103177	2	6169	8516.4362	1578.5678	523	1
2_MACS_peak_13327_lociStitched	chr19	7929807	7937479	2	6833	7782.4768	1829.0048	524	1
3_MACS_peak_4235_lociStitched	chr11	2792882	2801077	3	6257	8580.165	1771.759	525	1
4_MACS_peak_13317_lociStitched	chr19	7690415	7709272	4	5988	10812.6038	3671.4579	527	1
1_MACS_peak_13282_lociStitched	chr19	6735748	6741720	1	5973	9124.6188	1984.4956	528	1
2_MACS_peak_12939_lociStitched	chr19	795370	805855	2	5891	9180.666	1978.5195	530	1
4_MACS_peak_10403_lociStitched	chr16	70461491	70473900	4	6321	8665.2047	2038.7987	531	1
2_MACS_peak_5062_lociStitched	chr11	68605800	68612187	2	6388	7726.3539	1194.369	532	1
3_MACS_peak_25519_lociStitched	chr7	99716091	99729244	3	6213	8879.5903	2124.2095	533	1
4_MACS_peak_27842_lociStitched	chr9	94182859	94192497	4	6768	8087.2458	2156.9844	534	1
2_MACS_peak_23864_lociStitched	chr6	45386906	45392585	2	5602	8619.5862	1142.0469	535	1
3_MACS_peak_11130_lociStitched	chr17	27887045	27900425	3	6564	8153.772	1960.17	536	1
1_MACS_peak_26476_lociStitched	chr8	29204749	29210773	1	6025	8126.9784	1216.2456	537	1
3_MACS_peak_11491_lociStitched	chr17	41436999	41450671	3	6429	8815.7056	2465.0616	538	1
1_MACS_peak_2602_lociStitched	chr1	226127896	226133674	1	5779	9193.3758	2012.4774	539	1
1_MACS_peak_8995_lociStitched	chr15	75742390	75749089	1	6700	7579.9185	1693.5072	540	1
2_MACS_peak_10021_lociStitched	chr16	30537101	30547647	2	6039	8559.1336	1725.3256	541	1
2_MACS_peak_13587_lociStitched	chr19	14182258	14193184	2	6592	7541.1252	1495.7694	542	1
1_MACS_peak_27671_lociStitched	chr9	70645129	70651684	1	6556	6889.305	871.1595	544	1
2_MACS_peak_3032_lociStitched	chr10	14995142	15003274	2	5100	9247.7104	1455.628	545	1
2_MACS_peak_3674_lociStitched	chr10	94831444	94840748	2	5797	8714.1264	1683.0936	547	1
4_MACS_peak_19310_lociStitched	chr3	48690386	48702151	4	6316	8040.201	1751.8085	548	1
3_MACS_peak_11053_lociStitched	chr17	20936901	20947493	3	6197	8289.2992	1839.8304	549	1
2_MACS_peak_23524_lociStitched	chr6	30683758	30691002	2	6478	7851.0472	1817.5196	550	1
2_MACS_peak_17969_lociStitched	chr21	44772225	44783255	2	5868	9556.392	2679.187	551	1
3_MACS_peak_12451_lociStitched	chr18	9061246	9070877	3	6614	8504.173	2728.4623	553	1
1_MACS_peak_16933_lociStitched	chr20	10650967	10656141	1	5175	8564.5222	954.603	554	1
