#31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_ROSE/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam
#Using cutoff of 5127.1332 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
7_MACS_peak_8027_lociStitched	chr14	91829926	91846273	7	13778	11169.9051	2473.3011	261	1
2_MACS_peak_13643_lociStitched	chr19	16220957	16231769	2	7122	11028.24	2351.61	262	1
3_MACS_peak_16503_lociStitched	chr2	219260062	219272059	3	6722	10345.0131	1677.1806	263	1
8_MACS_peak_12943_lociStitched	chr19	850322	880246	8	12134	12693.7608	4033.7552	264	1
1_MACS_peak_22239_lociStitched	chr5	96269749	96272947	1	3199	9373.0182	716.6718	265	1
4_MACS_peak_515_lociStitched	chr1	27018327	27029672	4	7590	11078.3925	2440.3095	266	1
1_MACS_peak_15215_lociStitched	chr2	60776185	60783206	1	7022	9851.1651	1213.2288	267	1
4_MACS_peak_24708_lociStitched	chr7	5459929	5476957	4	10201	10853.6472	2230.668	268	1
1_MACS_peak_2125_lociStitched	chr1	183439096	183442901	1	3806	10115.5925	1493.4625	269	1
4_MACS_peak_18530_lociStitched	chr22	38701405	38715028	4	9862	11162.6862	2550.2256	270	1
6_MACS_peak_14907_lociStitched	chr2	27293585	27310653	6	9185	11497.0048	2896.4396	271	1
4_MACS_peak_6789_lociStitched	chr12	109161486	109179513	4	8949	11950.0983	3365.6409	272	1
5_MACS_peak_11993_lociStitched	chr17	70583712	70602113	5	11256	11916.4876	3341.6216	273	1
2_MACS_peak_11556_lociStitched	chr17	43223993	43230345	2	5129	9841.7888	1289.456	274	1
3_MACS_peak_1660_lociStitched	chr1	153755360	153770654	3	7398	12157.2006	3607.8546	275	1
2_MACS_peak_13266_lociStitched	chr19	6458620	6465171	2	4548	10032.2014	1485.1117	276	1
6_MACS_peak_5834_lociStitched	chr12	7022601	7038652	6	10001	11588.822	3065.741	277	1
2_MACS_peak_58_lociStitched	chr1	1668671	1679004	2	6668	10356.7659	1836.1741	278	1
3_MACS_peak_25307_lociStitched	chr7	74057425	74076290	3	9290	11509.5365	3012.7405	279	1
1_MACS_peak_25165_lociStitched	chr7	55599709	55605515	1	5807	10074.5712	1593.747	280	1
2_MACS_peak_8177_lociStitched	chr14	105946946	105958485	2	7008	9913.1549	1434.2977	281	1
3_MACS_peak_25654_lociStitched	chr7	104576504	104586929	3	6980	10870.1475	2397.75	282	1
2_MACS_peak_2651_lociStitched	chr1	228268728	228279136	2	9481	11543.5128	3084.9312	283	1
2_MACS_peak_10030_lociStitched	chr16	30661116	30672664	2	6602	10817.0116	2360.4112	284	1
3_MACS_peak_11707_lociStitched	chr17	48225363	48239504	3	8298	10820.6932	2379.9303	285	1
3_MACS_peak_28205_lociStitched	chr9	127623158	127635572	3	7597	10761.6966	2330.1078	286	1
6_MACS_peak_8462_lociStitched	chr15	40330506	40357668	6	9169	13431.609	5000.5242	287	1
3_MACS_peak_23994_lociStitched	chr6	74220222	74233948	3	7073	11421.4046	3022.4652	288	1
2_MACS_peak_5807_lociStitched	chr12	6641010	6648501	2	7090	10197.4983	1807.5783	289	1
3_MACS_peak_17261_lociStitched	chr20	37498926	37505223	3	5888	10329.5988	1985.4441	290	1
3_MACS_peak_25281_lociStitched	chr7	73148894	73158757	3	7342	10209.1913	1885.8056	291	1
4_MACS_peak_3575_lociStitched	chr10	81946682	81966011	4	9414	11868.006	3544.9386	292	1
3_MACS_peak_11061_lociStitched	chr17	21178437	21192552	3	8470	10833.2625	2512.47	293	1
3_MACS_peak_14019_lociStitched	chr19	39338644	39349046	3	8391	9990.0808	1671.6014	294	1
7_MACS_peak_11210_lociStitched	chr17	32690785	32718972	7	13234	14998.3027	6688.7751	295	1
2_MACS_peak_28350_lociStitched	chr9	132646404	132657514	2	7681	10613.383	2323.101	296	1
2_MACS_peak_2097_lociStitched	chr1	181096797	181104905	2	8077	10584.994	2312.4016	297	1
3_MACS_peak_8953_lociStitched	chr15	74906242	74920705	3	6312	10991.88	2720.4903	298	1
5_MACS_peak_13330_lociStitched	chr19	7980784	7994578	5	9441	10933.1244	2688.4506	299	1
1_MACS_peak_22427_lociStitched	chr5	131799224	131804086	1	4863	9625.7876	1383.239	300	1
3_MACS_peak_81_lociStitched	chr1	2476930	2489259	3	7391	10133.2051	1904.8305	301	1
3_MACS_peak_26068_lociStitched	chr7	150776605	150785680	3	7737	10212.0975	1988.3325	302	1
4_MACS_peak_18496_lociStitched	chr22	38067986	38083264	4	8997	10465.43	2247.3938	303	1
2_MACS_peak_14309_lociStitched	chr19	47728135	47735281	2	7135	9602.0802	1397.043	304	1
2_MACS_peak_25602_lociStitched	chr7	101946364	101952207	2	5780	9393.2068	1191.972	305	1
3_MACS_peak_22882_lociStitched	chr5	172191677	172205372	3	6680	11135.4045	2971.815	306	1
6_MACS_peak_4697_lociStitched	chr11	59317155	59334016	6	9062	10993.372	2832.648	307	1
2_MACS_peak_14377_lociStitched	chr19	49137346	49150475	2	8277	10580.6611	2432.8037	308	1
1_MACS_peak_1247_lociStitched	chr1	92947523	92953041	1	5519	8896.6714	753.207	309	1
2_MACS_peak_27081_lociStitched	chr8	126441172	126449195	2	7975	9998.2626	1864.5452	310	1
5_MACS_peak_23623_lociStitched	chr6	33377114	33396889	5	8379	11226.2675	3100.72	311	1
2_MACS_peak_20162_lociStitched	chr3	169754884	169764308	2	5455	10495.5088	2383.3296	312	1
3_MACS_peak_10872_lociStitched	chr17	8053753	8067410	3	8919	10526.8156	2417.289	313	1
5_MACS_peak_23377_lociStitched	chr6	26183694	26206544	5	10608	12512.66	4419.19	314	1
1_MACS_peak_25729_lociStitched	chr7	113722758	113728723	1	5966	9776.0385	1688.095	315	1
2_MACS_peak_8289_lociStitched	chr15	23660171	23669138	2	6210	9948.8865	1874.103	316	1
2_MACS_peak_26138_lociStitched	chr7	156802642	156810927	2	4617	9828.4955	1768.019	317	1
4_MACS_peak_15063_lociStitched	chr2	42323225	42333995	4	8423	10422.129	2361.861	318	1
5_MACS_peak_13510_lociStitched	chr19	12776926	12793685	5	7702	10442.5329	2396.537	319	1
5_MACS_peak_1822_lociStitched	chr1	157133024	157152796	5	9289	13223.5136	5186.1956	320	1
1_MACS_peak_5070_lociStitched	chr11	69061072	69066777	1	5706	9320.2585	1302.4515	321	1
3_MACS_peak_18318_lociStitched	chr22	29185642	29198855	3	9258	10829.3748	2824.9394	322	1
5_MACS_peak_12218_lociStitched	chr17	76764860	76779702	5	11572	10895.5122	2894.19	323	1
3_MACS_peak_5486_lociStitched	chr11	118964497	118979472	3	7424	10853.88	2854.235	324	1
1_MACS_peak_313_lociStitched	chr1	16991435	16994760	1	3326	9746.24	1769.565	325	1
3_MACS_peak_23616_lociStitched	chr6	33279694	33292598	3	8167	10573.5376	2604.0272	326	1
4_MACS_peak_25072_lociStitched	chr7	44663114	44679690	4	8491	11652.928	3684.8448	327	1
3_MACS_peak_6405_lociStitched	chr12	57075041	57084024	3	8470	9864.2323	1896.3113	328	1
4_MACS_peak_13138_lociStitched	chr19	3544725	3558882	4	7930	10426.6305	2504.3733	329	1
2_MACS_peak_18841_lociStitched	chr22	50962414	50970531	2	6342	9067.5007	1179.4001	330	1
2_MACS_peak_21905_lociStitched	chr5	43037098	43043778	2	6433	9547.056	1665.992	331	1
1_MACS_peak_417_lociStitched	chr1	23850643	23858426	1	7784	9829.929	1952.7547	332	1
1_MACS_peak_27838_lociStitched	chr9	93952944	93957420	1	4477	9001.6836	1128.3996	333	1
3_MACS_peak_2896_lociStitched	chr10	3817803	3829305	3	8519	10040.0958	2166.9768	334	1
6_MACS_peak_25003_lociStitched	chr7	38383981	38408385	6	11212	13248.9316	5425.0092	335	1
3_MACS_peak_4867_lociStitched	chr11	64877543	64890462	3	7975	10767.9865	2961.0348	336	1
3_MACS_peak_18232_lociStitched	chr22	23515610	23526563	3	9800	10415.2077	2614.4811	337	1
1_MACS_peak_20400_lociStitched	chr3	193817183	193822940	1	5758	10293.516	2496.2352	338	1
10_MACS_peak_14453_lociStitched	chr19	50595418	50633232	10	30658	18600.7066	10807.2412	339	1
2_MACS_peak_3032_lociStitched	chr10	14995142	15003274	2	5100	9247.7104	1455.628	340	1
3_MACS_peak_18957_lociStitched	chr3	13455236	13470539	3	7284	10211.6919	2425.5255	341	1
2_MACS_peak_25860_lociStitched	chr7	130790061	130796075	2	5913	9728.8478	1945.529	342	1
3_MACS_peak_727_lociStitched	chr1	36614347	36627124	3	6814	10153.8819	2399.5206	343	1
2_MACS_peak_23044_lociStitched	chr5	180609673	180619752	2	8289	9664.7531	1911.9863	344	1
6_MACS_peak_28730_lociStitched	chrX	39953224	39969125	6	10616	8821.8748	1076.4977	345	1
1_MACS_peak_321_lociStitched	chr1	17066189	17069165	1	2977	9513.6768	1769.5296	346	1
4_MACS_peak_18822_lociStitched	chr22	50679281	50691356	4	9277	9885.8025	2150.5575	347	1
1_MACS_peak_13455_lociStitched	chr19	11199533	11207788	1	8256	9456.928	1736.0265	348	1
2_MACS_peak_10944_lociStitched	chr17	16889545	16895507	2	5755	9458.1168	1748.0584	349	1
4_MACS_peak_11267_lociStitched	chr17	34578754	34600093	4	16335	13260.0546	5550.2739	350	1
3_MACS_peak_22980_lociStitched	chr5	176872099	176885049	3	7844	9812.215	2105.67	351	1
2_MACS_peak_1606_lociStitched	chr1	151161205	151172503	2	6817	10457.4288	2752.1928	352	1
3_MACS_peak_23219_lociStitched	chr6	10411283	10427298	3	6877	9684.2705	1998.672	353	1
1_MACS_peak_3624_lociStitched	chr10	89621046	89624480	1	3435	8624.1476	940.916	354	1
4_MACS_peak_9441_lociStitched	chr16	761505	778911	4	7072	9757.8036	2074.7952	355	1
6_MACS_peak_20238_lociStitched	chr3	181412906	181431510	6	8728	10823.8072	3149.6572	356	1
2_MACS_peak_60_lociStitched	chr1	1709007	1714785	2	5561	9051.8148	1379.2086	357	1
3_MACS_peak_18573_lociStitched	chr22	39459169	39474417	3	7971	10701.0464	3038.9264	358	1
2_MACS_peak_17763_lociStitched	chr21	32924639	32932959	2	6556	9888.32	2229.76	359	1
2_MACS_peak_2746_lociStitched	chr1	235112822	235117285	2	3889	8791.6637	1165.2893	360	1
2_MACS_peak_7484_lociStitched	chr13	111357687	111368846	2	6278	9597.8559	1974.0271	361	1
5_MACS_peak_3718_lociStitched	chr10	99159272	99187297	5	9473	11958.2675	4341.0725	362	1
1_MACS_peak_16933_lociStitched	chr20	10650967	10656141	1	5175	8564.5222	954.603	363	1
6_MACS_peak_9417_lociStitched	chr16	430728	452802	6	8119	10226.8842	2626.806	364	1
2_MACS_peak_15135_lociStitched	chr2	47204807	47214855	2	7561	9628.9984	2038.7392	365	1
1_MACS_peak_1799_lociStitched	chr1	156626187	156634366	1	8180	9850.7876	2286.0305	366	1
2_MACS_peak_6603_lociStitched	chr12	89739092	89749368	2	7025	10131.1084	2573.1104	367	1
2_MACS_peak_3908_lociStitched	chr10	112216725	112225328	2	7057	9614.7128	2072.4627	368	1
1_MACS_peak_1942_lociStitched	chr1	163290887	163292506	1	1620	8298.1845	764.8156	369	1
4_MACS_peak_3464_lociStitched	chr10	74087826	74100886	4	5217	9575.592	2042.584	370	1
3_MACS_peak_26545_lociStitched	chr8	37749042	37762250	3	6728	9993.1728	2471.2168	371	1
2_MACS_peak_10743_lociStitched	chr17	3813703	3820582	2	6501	9342.3699	1837.3809	372	1
1_MACS_peak_9836_lociStitched	chr16	21528328	21533541	1	5214	9502.7777	2001.792	373	1
4_MACS_peak_27909_lociStitched	chr9	98268197	98279902	4	8795	8982.417	1488.876	374	1
4_MACS_peak_19371_lociStitched	chr3	50373432	50389006	4	6775	10211.8718	2725.45	375	1
1_MACS_peak_14943_lociStitched	chr2	28612696	28616943	1	4248	8205.6287	723.2641	376	1
2_MACS_peak_23864_lociStitched	chr6	45386906	45392585	2	5602	8619.5862	1142.0469	377	1
1_MACS_peak_1054_lociStitched	chr1	59247160	59252107	1	4948	8641.9143	1182.8277	378	1
4_MACS_peak_9097_lociStitched	chr15	81585444	81595565	4	7029	10185.7744	2737.7305	379	1
1_MACS_peak_18005_lociStitched	chr21	45659760	45664925	1	5166	9213.8435	1776.76	380	1
2_MACS_peak_380_lociStitched	chr1	21615638	21622177	2	6103	8766.8373	1332.6482	381	1
4_MACS_peak_18592_lociStitched	chr22	39704379	39717245	4	9570	10110.1028	2676.128	382	1
2_MACS_peak_7536_lociStitched	chr13	114784310	114794245	2	6170	9386.588	1953.221	383	1
2_MACS_peak_17966_lociStitched	chr21	44725465	44734075	2	6513	9917.859	2487.429	384	1
3_MACS_peak_6400_lociStitched	chr12	57022505	57031221	3	7615	9462.9612	2034.3144	385	1
4_MACS_peak_22948_lociStitched	chr5	175962982	175978464	4	7126	9807.847	2393.5172	386	1
2_MACS_peak_2597_lociStitched	chr1	226062885	226071947	2	8067	10204.7182	2811.9386	387	1
3_MACS_peak_464_lociStitched	chr1	25558190	25574851	3	7509	10411.4589	3022.3054	388	1
2_MACS_peak_5506_lociStitched	chr11	119592137	119600902	2	6684	8708.904	1331.4035	389	1
3_MACS_peak_23436_lociStitched	chr6	27791328	27807522	3	6262	10161.735	2785.368	390	1
1_MACS_peak_20073_lociStitched	chr3	152877682	152881656	1	3975	8345.7974	973.2326	391	1
4_MACS_peak_10770_lociStitched	chr17	4692443	4710882	4	6188	9709.9774	2343.5969	392	1
2_MACS_peak_10832_lociStitched	chr17	7208787	7219702	2	7862	9506.965	2143.706	393	1
4_MACS_peak_10598_lociStitched	chr16	89033764	89045690	4	7313	8652.313	1290.3932	394	1
2_MACS_peak_1528_lociStitched	chr1	148240559	148248458	2	7191	9778.962	2431.3122	395	1
5_MACS_peak_585_lociStitched	chr1	28827205	28846224	5	9097	10749.5388	3415.8124	396	1
1_MACS_peak_20093_lociStitched	chr3	156391348	156394290	1	2943	8207.0032	880.2464	397	1
7_MACS_peak_7951_lociStitched	chr14	77488476	77507543	7	10818	9167.4136	1845.6856	398	1
1_MACS_peak_25660_lociStitched	chr7	104651994	104656122	1	4129	8603.5776	1306.512	399	1
1_MACS_peak_18651_lociStitched	chr22	41839087	41845086	1	6000	8781.9361	1485.3524	400	1
3_MACS_peak_16364_lociStitched	chr2	202116295	202126960	3	7172	9473.7195	2187.3915	401	1
1_MACS_peak_26026_lociStitched	chr7	148822379	148825228	1	2850	8050.7042	765.2414	402	1
1_MACS_peak_25896_lociStitched	chr7	134853149	134857205	1	4057	8532.2016	1252.4928	403	1
3_MACS_peak_14229_lociStitched	chr19	45922096	45932403	3	6968	9125.8178	1857.3214	404	1
3_MACS_peak_5599_lociStitched	chr11	126172446	126189816	3	9047	10694.709	3439.26	405	1
3_MACS_peak_1760_lociStitched	chr1	156060122	156077430	3	7797	11440.588	4188.536	406	1
3_MACS_peak_18581_lociStitched	chr22	39539530	39549697	3	8194	9234.6861	1998.8322	407	1
3_MACS_peak_4231_lociStitched	chr11	2547639	2555641	3	4781	8593.3478	1359.5398	408	1
6_MACS_peak_13727_lociStitched	chr19	18207869	18231172	6	9072	10379.1562	3148.2353	409	1
1_MACS_peak_17981_lociStitched	chr21	45134760	45141073	1	6314	8838.8313	1612.3402	410	1
3_MACS_peak_5472_lociStitched	chr11	118738733	118744042	3	4891	8345.2171	1120.199	411	1
3_MACS_peak_13942_lociStitched	chr19	36230875	36240211	3	7426	9089.5296	1867.2	412	1
1_MACS_peak_27589_lociStitched	chr9	42250237	42256704	1	6468	8440.0817	1220.9696	413	1
2_MACS_peak_12939_lociStitched	chr19	795370	805855	2	5891	9180.666	1978.5195	414	1
2_MACS_peak_27250_lociStitched	chr8	145010027	145018852	2	7468	9000.6175	1806.4775	415	1
4_MACS_peak_13742_lociStitched	chr19	18382934	18394240	4	8948	9145.4234	1953.6768	416	1
3_MACS_peak_12159_lociStitched	chr17	75314931	75328881	3	6382	9547.38	2356.155	417	1
1_MACS_peak_27969_lociStitched	chr9	102581304	102587670	1	6367	8484.6048	1293.5712	418	1
2_MACS_peak_17933_lociStitched	chr21	43647562	43655852	2	6333	9908.208	2718.291	419	1
1_MACS_peak_2602_lociStitched	chr1	226127896	226133674	1	5779	9193.3758	2012.4774	420	1
1_MACS_peak_20495_lociStitched	chr3	197460502	197465239	1	4738	9054.7755	1873.9572	421	1
2_MACS_peak_27180_lociStitched	chr8	141518731	141529078	2	4895	8602.4958	1439.2677	422	1
1_MACS_peak_13923_lociStitched	chr19	35738076	35741195	1	3120	7844.9088	683.9967	423	1
4_MACS_peak_13317_lociStitched	chr19	7690415	7709272	4	5988	10812.6038	3671.4579	424	1
1_MACS_peak_13282_lociStitched	chr19	6735748	6741720	1	5973	9124.6188	1984.4956	425	1
2_MACS_peak_25114_lociStitched	chr7	47513385	47522258	2	8854	9371.6626	2232.4468	426	1
2_MACS_peak_28276_lociStitched	chr9	130732076	130744082	2	7309	9497.9466	2361.5802	427	1
2_MACS_peak_15785_lociStitched	chr2	112456047	112465002	2	8602	9547.821	2416.9545	428	1
2_MACS_peak_26429_lociStitched	chr8	26428481	26437209	2	6791	9311.9032	2186.364	429	1
3_MACS_peak_17115_lociStitched	chr20	31255108	31270678	3	8715	10045.764	2922.489	430	1
2_MACS_peak_20359_lociStitched	chr3	187455030	187464057	2	7680	9343.8477	2220.642	431	1
2_MACS_peak_24664_lociStitched	chr7	2439122	2447370	2	7239	8504.5128	1393.0872	432	1
4_MACS_peak_15294_lociStitched	chr2	65158904	65178310	4	8255	11542.6888	4432.3304	433	1
3_MACS_peak_13086_lociStitched	chr19	2326627	2336016	3	9176	9179.6253	2083.4191	434	1
4_MACS_peak_11885_lociStitched	chr17	62150283	62173701	4	11711	12795.5952	5702.283	435	1
5_MACS_peak_20815_lociStitched	chr4	40194055	40207708	5	10710	10678.0113	3586.6431	436	1
2_MACS_peak_1703_lociStitched	chr1	154942224	154948886	2	5343	9394.7524	2307.7168	437	1
1_MACS_peak_21329_lociStitched	chr4	141071082	141076012	1	4931	7951.597	868.173	438	1
2_MACS_peak_20449_lociStitched	chr3	195632945	195642613	2	6390	9847.8248	2769.882	439	1
3_MACS_peak_18299_lociStitched	chr22	27005660	27014716	3	6294	9423.6736	2348.2208	440	1
1_MACS_peak_19655_lociStitched	chr3	105084720	105088936	1	4217	8087.9744	1014.3696	441	1
3_MACS_peak_19301_lociStitched	chr3	48506490	48521642	3	6216	9724.5536	2651.6	442	1
3_MACS_peak_28279_lociStitched	chr9	130828563	130845114	3	10208	10473.4728	3404.5407	443	1
1_MACS_peak_1864_lociStitched	chr1	159890792	159896201	1	5410	8579.2149	1513.4382	444	1
2_MACS_peak_3910_lociStitched	chr10	112255916	112264840	2	8444	9402.3264	2341.6576	445	1
3_MACS_peak_1716_lociStitched	chr1	155099084	155113607	3	7905	10489.9629	3434.6895	446	1
2_MACS_peak_2748_lociStitched	chr1	235144242	235152473	2	6266	8975.9055	1925.2309	447	1
3_MACS_peak_14232_lociStitched	chr19	45942433	45955770	3	6387	9495.944	2455.3417	448	1
3_MACS_peak_10010_lociStitched	chr16	30381580	30394951	3	6367	9411.8469	2372.0154	449	1
3_MACS_peak_10825_lociStitched	chr17	7136996	7147008	3	6924	9191.016	2154.5824	450	1
2_MACS_peak_3674_lociStitched	chr10	94831444	94840748	2	5797	8714.1264	1683.0936	451	1
3_MACS_peak_11381_lociStitched	chr17	38250969	38261676	3	9594	9612.7446	2585.7405	452	1
3_MACS_peak_3836_lociStitched	chr10	104531310	104542297	3	6210	9682.8431	2658.854	453	1
3_MACS_peak_18875_lociStitched	chr3	5018429	5029356	3	7102	8786.4007	1769.0813	454	1
3_MACS_peak_3783_lociStitched	chr10	102819816	102831733	3	6925	9267.8509	2259.4632	455	1
4_MACS_peak_12084_lociStitched	chr17	73850874	73862155	4	7044	9096.9984	2089.2412	456	1
2_MACS_peak_12838_lociStitched	chr18	60822080	60830574	2	8452	9448.7256	2446.272	457	1
3_MACS_peak_23160_lociStitched	chr6	5996061	6009901	3	7623	9085.96	2085.688	458	1
4_MACS_peak_23539_lociStitched	chr6	31157783	31172800	4	7560	9783.5755	2784.1518	459	1
7_MACS_peak_14111_lociStitched	chr19	42037616	42059985	7	13178	11665.4335	4670.6472	460	1
3_MACS_peak_28082_lociStitched	chr9	116162661	116174214	3	5658	8899.2759	1906.245	461	1
2_MACS_peak_27462_lociStitched	chr9	33445171	33457668	2	8014	9600.1954	2611.873	462	1
3_MACS_peak_751_lociStitched	chr1	37934696	37947547	3	8431	9162.763	2185.9551	463	1
1_MACS_peak_1561_lociStitched	chr1	149856044	149860924	1	4881	9370.088	2398.52	464	1
2_MACS_peak_443_lociStitched	chr1	24645290	24649639	2	3682	8074.3534	1124.2165	465	1
4_MACS_peak_23413_lociStitched	chr6	27094481	27116200	4	9102	11154.8784	4209.1422	466	1
2_MACS_peak_18549_lociStitched	chr22	39096186	39103177	2	6169	8516.4362	1578.5678	467	1
2_MACS_peak_9199_lociStitched	chr15	89177020	89184828	2	5613	8908.928	1979.328	468	1
2_MACS_peak_17053_lociStitched	chr20	25289524	25300746	2	6446	9479.2234	2553.005	469	1
1_MACS_peak_2759_lociStitched	chr1	235666247	235669608	1	3362	8124.5453	1203.238	470	1
1_MACS_peak_23706_lociStitched	chr6	36645912	36651367	1	5456	8150.861	1239.376	471	1
1_MACS_peak_26476_lociStitched	chr8	29204749	29210773	1	6025	8126.9784	1216.2456	472	1
6_MACS_peak_12307_lociStitched	chr17	79868497	79886809	6	8325	9350.1072	2446.4832	473	1
5_MACS_peak_8751_lociStitched	chr15	63765258	63780261	5	7872	9648.4293	2745.549	474	1
3_MACS_peak_16582_lociStitched	chr2	227655541	227666436	3	8204	8684.4045	1787.8695	475	1
4_MACS_peak_14739_lociStitched	chr2	10574825	10589744	4	6722	9585.4575	2689.8957	476	1
2_MACS_peak_17147_lociStitched	chr20	32462198	32473207	2	5695	9390.677	2502.3457	477	1
2_MACS_peak_16634_lociStitched	chr2	232570762	232579439	2	6777	7965.486	1079.4188	478	1
2_MACS_peak_17969_lociStitched	chr21	44772225	44783255	2	5868	9556.392	2679.187	479	1
1_MACS_peak_1610_lociStitched	chr1	151252507	151257292	1	4786	8290.491	1414.446	480	1
3_MACS_peak_10868_lociStitched	chr17	8021532	8030425	3	8494	8651.1104	1776.8214	481	1
3_MACS_peak_17182_lociStitched	chr20	34198980	34208098	3	5500	8672.1298	1805.364	482	1
4_MACS_peak_14373_lociStitched	chr19	49111574	49128153	4	4644	9151.608	2292.8757	483	1
2_MACS_peak_8756_lociStitched	chr15	63789043	63798253	2	4346	8743.053	1885.287	484	1
11_MACS_peak_4139_lociStitched	chr10	135471268	135495723	11	16373	10745.527	3890.7905	485	1
4_MACS_peak_21827_lociStitched	chr5	32530703	32543814	4	7596	9732.2953	2887.0422	486	1
3_MACS_peak_4903_lociStitched	chr11	65336926	65344494	3	6974	8514	1674.0416	487	1
2_MACS_peak_10021_lociStitched	chr16	30537101	30547647	2	6039	8559.1336	1725.3256	488	1
3_MACS_peak_11520_lociStitched	chr17	42287413	42300290	3	7414	8804.0049	1979.1949	489	1
2_MACS_peak_27178_lociStitched	chr8	141466881	141475588	2	4048	8199.3819	1375.706	490	1
3_MACS_peak_10428_lociStitched	chr16	71841592	71853418	3	6501	8941.6386	2118.0366	491	1
3_MACS_peak_4235_lociStitched	chr11	2792882	2801077	3	6257	8580.165	1771.759	492	1
2_MACS_peak_6006_lociStitched	chr12	26274399	26280005	2	5451	7977.338	1182.3054	493	1
2_MACS_peak_14215_lociStitched	chr19	45577750	45583479	2	4060	7990.8092	1197.9339	494	1
1_MACS_peak_14099_lociStitched	chr19	41767759	41772495	1	4737	8088.6144	1300.032	495	1
2_MACS_peak_12080_lociStitched	chr17	73774565	73782126	2	4019	8570.3935	1796.4936	496	1
3_MACS_peak_25519_lociStitched	chr7	99716091	99729244	3	6213	8879.5903	2124.2095	497	1
3_MACS_peak_9256_lociStitched	chr15	90721348	90735793	3	6891	9366.138	2611.656	498	1
2_MACS_peak_2225_lociStitched	chr1	200987333	200996254	2	8466	9309.9556	2556.7586	499	1
2_MACS_peak_14286_lociStitched	chr19	47216778	47222592	2	5774	7690.1778	961.0542	500	1
5_MACS_peak_20423_lociStitched	chr3	194864851	194882434	5	8051	10555.0749	3829.5774	501	1
3_MACS_peak_28140_lociStitched	chr9	123630325	123641148	3	7880	8969.0201	2245.7725	502	1
2_MACS_peak_14551_lociStitched	chr19	55764360	55771979	2	7211	8528.7086	1822.4648	503	1
3_MACS_peak_14439_lociStitched	chr19	50311573	50322405	3	5773	8871.408	2179.3984	504	1
2_MACS_peak_9250_lociStitched	chr15	90638442	90646770	2	8242	9156.636	2466.7536	505	1
1_MACS_peak_25778_lociStitched	chr7	123387486	123390095	1	2610	7465.3926	781.6564	506	1
2_MACS_peak_11570_lociStitched	chr17	43505049	43510846	2	5716	7658.9964	978.5336	507	1
3_MACS_peak_25585_lociStitched	chr7	101375969	101391805	3	9493	9029.6872	2351.646	508	1
1_MACS_peak_1502_lociStitched	chr1	146642984	146645329	1	2346	7530.0295	857.0975	509	1
1_MACS_peak_1429_lociStitched	chr1	120835226	120840374	1	5149	8160.0948	1487.2572	510	1
3_MACS_peak_16884_lociStitched	chr20	5093000	5108826	3	5910	9411.7222	2741.0632	511	1
2_MACS_peak_12288_lociStitched	chr17	79477468	79487387	2	7532	8123.661	1454.1254	512	1
3_MACS_peak_11116_lociStitched	chr17	27219705	27230749	3	5873	9039.514	2373.3556	513	1
1_MACS_peak_22544_lociStitched	chr5	139046851	139051836	1	4986	8165.9285	1502.479	514	1
3_MACS_peak_21832_lociStitched	chr5	32581249	32592193	3	5625	8811.0144	2155.968	515	1
2_MACS_peak_26396_lociStitched	chr8	23076386	23084015	2	6394	8191.2573	1538.0064	516	1
3_MACS_peak_23596_lociStitched	chr6	32156938	32166063	3	6815	8528.225	1879.75	517	1
5_MACS_peak_29153_lociStitched	chrX	128903153	128920967	5	7624	8684.325	2045.0472	518	1
4_MACS_peak_10403_lociStitched	chr16	70461491	70473900	4	6321	8665.2047	2038.7987	519	1
6_MACS_peak_24085_lociStitched	chr6	90054786	90068244	6	8514	9459.6282	2835.6006	520	1
2_MACS_peak_23330_lociStitched	chr6	21586979	21597410	2	7177	8124.7059	1506.2364	521	1
4_MACS_peak_24717_lociStitched	chr7	5594971	5610965	4	8505	8671.9468	2060.0272	522	1
2_MACS_peak_23722_lociStitched	chr6	37136614	37144516	2	5319	8155.6542	1547.2116	523	1
2_MACS_peak_9284_lociStitched	chr15	91473016	91479452	2	5621	8089.4084	1491.2212	524	1
1_MACS_peak_18565_lociStitched	chr22	39377049	39382387	1	5339	7740.6338	1145.5348	525	1
1_MACS_peak_27759_lociStitched	chr9	86593940	86596801	1	2862	7335.3179	749.8681	526	1
3_MACS_peak_4133_lociStitched	chr10	135201417	135215418	3	6781	8662.4187	2084.7489	527	1
4_MACS_peak_12358_lociStitched	chr17	80447536	80458147	4	7639	8551.4049	1975.7682	528	1
5_MACS_peak_6445_lociStitched	chr12	58135443	58151155	5	7963	9628.3136	3060.6976	529	1
