GENE_ID	locusLine	bin_1_10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam
NM_021177	chr6(.):31760173-31779743	0.8606
NR_002745	chr6(.):31798039-31808103	1.1528
NM_001178045	chr6(.):31825969-31850448	0.1823
NM_001040438	chr6(.):31797692-31812541	0.8214
NM_005345	chr6(.):31778290-31790719	0.8695
NM_005527	chr6(.):31772395-31787835	0.441
NM_001178044	chr6(.):31825969-31851823	0.1761
NM_006295	chr6(.):31740296-31768712	1.1732
NM_005346	chr6(.):31790511-31803031	1.4034
NM_022107	chr6(.):32153542-32168300	1.8487
NM_138717	chr6(.):32116300-32136452	0.1416
NM_001136	chr6(.):32143745-32157023	0.7071
NM_004557	chr6(.):32157619-32196844	0.6415
NM_032741	chr6(.):32130982-32150888	0.5076
NM_002586	chr6(.):32147509-32162963	1.2469
NM_006913	chr6(.):32141161-32153570	0.7869
NR_003129	chr6(.):32141231-32153567	0.7915
NM_030651	chr6(.):32111139-32124720	0.1874
NM_005155	chr6(.):32116621-32136452	0.143
NM_006411	chr6(.):32130982-32148916	0.5559
NR_037169	chr6(.):32115578-32127142	0.2092
NM_030652	chr6(.):32127404-32141062	0.0569
NM_001164267	chr6(.):33241879-33262304	0.1663
NM_022551	chr6(.):33234851-33249281	0.5248
NM_172209	chr6(.):33262471-33287164	1.2357
NM_004761	chr6(.):33254430-33272176	0.8146
NM_172208	chr6(.):33266409-33287164	1.3275
NM_003782	chr6(.):33239916-33251602	0.2025
NR_024517	chr6(.):33281334-33295793	1.6979
NM_014260	chr6(.):33252377-33263711	0.2425
NM_005453	chr6(.):33277181-33290512	1.4892
NM_001145338	chr6(.):33277181-33290719	1.5323
NM_022553	chr6(.):33213048-33244662	0.3745
NM_001185181	chr6(.):33252411-33263709	0.2432
NR_001444	chr6(.):33327513-33339139	0.0593
NM_000322	chr6(.):42659332-42695358	0.1191
NM_003192	chr6(.):42707233-42718884	0.8404
NR_037141	chr6(.):42690313-42700932	0.1834
NM_015349	chr6(.):42783793-42841296	0.0565
NM_002388	chr6(.):52123811-52154582	0.176
NM_052872	chr6(.):52096483-52114298	0.0728
NM_014051	chr6(.):52530883-52556385	0.7459
NR_024403	chr6(.):52524198-52538951	2.0983
NM_001402	chr6(.):74220472-74235755	1.772
NM_002043	chr6(.):89962238-90029967	0.35
NM_021244	chr6(.):90069334-90126995	0.4989
NM_182907	chr6(.):106541814-106562811	2.9845
NM_001198	chr6(.):106529194-106562814	3.1024
NM_020399	chr6(.):117876432-117928705	0.2284
NM_006290	chr6(.):138183580-138209449	1.8058
NM_006079	chr6(.):139688396-139700785	2.0002
NM_001168389	chr6(.):139688396-139700350	2.0719
NM_001168388	chr6(.):139688396-139700499	2.0468
NR_037463	chr6(.):157945163-157955232	0.0771
NM_004289	chr7(.):26186846-26231756	0.6568
NM_030796	chr7(.):55533305-55645200	1.9768
NM_012301	chr7(.):77641373-79087890	0.1138
NM_001164458	chr7(.):149939300-150025758	0.3268
NM_130843	chr7(.):157326749-158385482	0.0884
NM_001136020	chr7(.):8148403-8306780	0.523
NM_022307	chr7(.):8147814-8306682	0.522
NM_004968	chr7(.):8147814-8307185	0.5205
NM_182762	chr7(.):20169278-20262013	0.7932
NM_002541	chr7(.):44641120-44753669	0.4161
NM_001003941	chr7(.):44641120-44721195	0.5615
NM_022748	chr7(.):47309751-47584199	0.3282
NM_006060	chr7(.):50339377-50477798	0.3192
NM_012395	chr7(.):90333711-90844904	0.2573
NM_017621	chr7(.):102091666-102110321	0.4712
NM_022444	chr7(.):122748587-122845025	0.3628
NM_014149	chr7(.):134863589-134901316	0.1861
NM_178563	chr7(.):134666258-134825530	0.2808
NM_194071	chr7(.):137554724-137691846	0.2764
NM_173680	chr7(.):150071405-150100719	2.173
NR_029597	chr7(.):25984538-25994606	2.8406
NM_031243	chr7(.):26224555-26245413	0.9905
NM_016587	chr7(.):26236323-26257976	0.9162
NM_007276	chr7(.):26236098-26257976	0.908
NM_018224	chr7(.):43673858-43774083	0.6124
NM_019082	chr7(.):44600402-44619137	0.1507
NM_182547	chr7(.):44613761-44626827	0.6467
NM_017439	chr7(.):76935067-77050717	0.3558
NM_032831	chr7(.):102068995-102102268	2.4034
NM_024653	chr7(.):102031803-102072129	1.5989
NM_006234	chr7(.):102108547-102124381	0.2244
NM_152892	chr7(.):102100389-102118612	0.3261
NR_027374	chr7(.):104530074-104572092	0.2944
NM_001166346	chr7(.):114557208-114568720	1.9225
NM_199072	chr7(.):114557208-114664970	0.9087
NM_018295	chr7(.):134827765-134855967	1.6016
NR_024185	chr7(.):134845531-134860532	1.9865
NM_005989	chr7(.):137756177-137808050	0.1033
NM_013400	chr7(.):150060878-150076133	4.7384
NM_014374	chr7(.):150063257-150076133	5.2833
NM_001142928	chr7(.):150015295-150040245	0.8425
NM_002889	chr7(.):150030406-150043763	0.0785
NM_138434	chr7(.):150021937-150034811	0.0899
NR_027237	chr7(.):150097839-150114558	2.7998
NM_175571	chr7(.):150142961-150181483	0.1107
NR_034033	chr7(.):150125741-150150228	1.8595
NM_080838	chr8(.):134198311-134245053	0.6857
NM_003882	chr8(.):134198311-134246571	0.8276
NM_004103	chr8(.):27163998-27321903	0.8872
NM_173176	chr8(.):27178053-27321903	0.9404
NM_173175	chr8(.):27178080-27321903	0.9405
NM_021623	chr8(.):38753752-38836430	1.1595
NM_018371	chr8(.):19256671-19545094	0.3537
NR_024040	chr8(.):19256671-19545261	0.3536
NM_006228	chr8(.):28169648-28205868	0.8874
NM_001010906	chr8(.):27874480-27946388	0.6491
NM_024787	chr8(.):33400272-33429643	1.0692
NR_027638	chr8(.):38849504-38967779	0.094
NM_005079	chr8(.):80942104-81088836	0.8136
NM_024094	chr8(.):120841180-120873170	0.1579
NM_022783	chr8(.):120880899-121068157	1.2033
NM_173685	chr8(.):126099082-126384367	0.3208
NM_003033	chr8(.):134462090-134589183	0.78
NM_003970	chr8(.):1988157-2098380	1.0198
NM_022071	chr8(.):19166080-19258729	0.4609
NM_001174159	chr8(.):19166486-19258729	0.4628
NM_171982	chr8(.):27137403-27173834	0.1612
NM_018091	chr8(.):27945583-28053669	0.0851
NM_018660	chr8(.):28198101-28248977	0.4972
NM_057158	chr8(.):29188616-29211322	1.2268
NM_001394	chr8(.):29188619-29213185	1.1421
NR_026765	chr8(.):29573775-29610625	0.8653
NM_025115	chr8(.):33351235-33375656	0.2929
NM_001102401	chr8(.):33351235-33375703	0.2925
NM_024025	chr8(.):33443853-33462439	0.1275
NR_003129	chr8(.):38452692-38463775	0.0494
NM_001024381	chr8(.):38841326-38859041	0.2613
NM_153692	chr8(.):38826667-38851181	0.0578
NR_034003	chr8(.):61873679-61885307	0.0722
NM_201378	chr8(.):144984320-145052697	0.6213
NM_032789	chr8(.):145046319-145065635	0.8159
NM_000445	chr8(.):144984320-145055913	0.6138
NM_201381	chr8(.):144984320-145023905	0.7796
NM_201382	chr8(.):144984320-145023110	0.7851
NM_201383	chr8(.):144984320-145021692	0.796
NM_201379	chr8(.):144984320-145033088	0.7348
NM_001009184	chr8(.):145059225-145072583	0.6762
NM_201384	chr8(.):144984320-145018758	0.8483
NR_030383	chr8(.):145014358-145024447	1.5241
NM_201380	chr8(.):144984320-145030044	0.7796
NM_002839	chr9(.):8309245-10617723	0.0832
NM_053016	chr9(.):112537576-112718756	0.4967
NM_001037293	chr9(.):112398067-112718756	0.302
NM_007203	chr9(.):112537576-112939791	0.5341
NM_001004065	chr9(.):112805877-112939791	0.6011
NM_005047	chr9(.):123573331-123610206	0.2451
NM_005384	chr9(.):94166326-94191144	1.524
NM_001012993	chr9(.):112956845-112975413	0.0751
NM_001136562	chr9(.):112882780-112939791	0.9294
NM_000608	chr9(.):117087068-117100536	0.0848
NM_030767	chr9(.):117091432-117161685	0.8597
NM_000607	chr9(.):117080302-117093759	0.0748
NM_005658	chr9(.):123659670-123694173	1.1838
NM_015651	chr9(.):123612930-123644606	1.1961
NM_001190945	chr9(.):123659670-123696451	1.3106
NM_001190947	chr9(.):123659670-123681850	0.9304
NM_001009936	chr9(.):123626852-123644606	2.0492
NR_024408	chr9(.):123600319-123621651	0.3993
NM_173689	chr9(.):126113447-126146032	0.0546
NM_001145001	chr9(.):127015195-127119719	0.2945
NM_001166168	chr9(.):127015529-127119719	0.2951
NM_001166167	chr9(.):127014884-127119719	0.2938
NM_001035254	chr9(.):130697860-130747812	0.6428
NM_003863	chr9(.):130692373-130705763	0.2375
NM_203305	chr9(.):130697860-130717993	0.176
NM_001135219	chr9(.):130678807-130698076	0.6206
NM_173492	chr9(.):130678807-130694770	0.738
NR_024425	chr9(.):130885807-130897913	0.5916
NR_027812	chr9(.):130877971-130895712	0.4584
NM_001006641	chr9(.):130825478-130876524	0.8367
NM_197956	chr9(.):130818511-130834599	1.0385
NM_001006643	chr9(.):130855835-130876524	0.0843
NM_001006642	chr9(.):130849127-130876524	0.0879
NM_052901	chr9(.):130855816-130876524	0.0843
NM_025072	chr9(.):130877971-130895474	0.4636
NR_033374	chr9(.):130868449-130886013	0.1217
NM_032728	chr9(.):134160080-134189649	0.0883
NM_033387	chr9(.):134128464-134156906	1.7244
NM_015691	chrX(.):9978794-10117518	0.4856
NM_144495	chrX(.):48750194-48765420	0.4151
NM_001167990	chrX(.):48750212-48765420	0.4155
NM_001032384	chrX(.):48750538-48765420	0.4239
NM_001167992	chrX(.):48750774-48765420	0.4302
NM_001104544	chrX(.):119387504-119450391	0.586
NM_005334	chrX(.):153208007-153241819	0.6565
NM_001830	chrX(.):10119984-10210699	0.0369
NM_138636	chrX(.):12919738-12946288	0.0441
NM_016562	chrX(.):12880201-12913480	1.665
NR_030727	chrX(.):12915935-12966419	0.0736
NM_000397	chrX(.):37634269-37677714	1.1388
NM_006520	chrX(.):37693088-37711889	0.0931
NM_001167947	chrX(.):48745729-48760426	0.5301
NM_001042498	chrX(.):48755888-48774235	0.4561
NM_001136158	chrX(.):48774302-48819893	1.9462
NM_001136159	chrX(.):48774302-48820648	1.9144
NM_006875	chrX(.):48765458-48781413	1.6869
NM_004979	chrX(.):48813638-48833251	0.3148
NM_005660	chrX(.):48755458-48773917	0.4585
NM_001032289	chrX(.):48755889-48773933	0.4257
NM_006777	chrX(.):119379606-119397251	0.1928
NM_001184742	chrX(.):119379609-119397251	0.1928
NM_003399	chrX(.):128867945-128908525	0.6304
NM_018990	chrX(.):128908891-128934176	1.1209
NM_003491	chrX(.):153190376-153205468	1.7424
NM_001666	chrX(.):153167829-153196714	0.9489
NM_002910	chrX(.):153195721-153215232	0.2101
NM_001025243	chrX(.):153270956-153290342	0.668
NM_003492	chrX(.):153232990-153253646	1.3504
NR_031757	chrX(.):153280370-153290440	0.7731
NR_036175	chrX(.):153241548-153251627	0.7136
NR_036174	chrX(.):153241547-153251628	0.7138
NM_015892	chr10(.):125762181-125856930	1.471
NM_014863	chr10(.):125774168-125856930	1.6727
NM_031453	chr10(.):14555558-14821896	0.4
NM_001083591	chr10(.):11201992-11383672	1.3098
NM_001025077	chr10(.):11042258-11383672	0.7623
NM_006561	chr10(.):11054892-11383672	0.7892
NM_024948	chr10(.):15815174-15907519	0.5929
NM_001002265	chr10(.):45947816-46095354	0.3957
NR_033842	chr10(.):45301471-45460137	0.3097
NM_032023	chr10(.):45450218-45495172	0.9571
NM_000698	chr10(.):45864628-45946563	1.5043
NM_001002266	chr10(.):45947816-46035819	0.5537
NM_032199	chr10(.):63656012-63861707	0.4464
NM_001198798	chr10(.):73851273-73980751	0.1258
NM_001198799	chr10(.):73851273-73981183	0.1258
NM_020338	chr10(.):80823791-81081285	0.3603
NM_001134363	chr10(.):112399154-112604227	0.415
NM_007373	chr10(.):112674300-112778425	0.1428
NR_027653	chr10(.):3813187-3832473	1.8716
NM_001123376	chr10(.):45401763-45435642	0.1093
NM_007021	chr10(.):45466708-45479330	0.8666
NM_001039380	chr10(.):45488145-45501470	0.5068
NM_006963	chr10(.):45491272-45505777	0.4404
NM_018055	chr10(.):72186691-72206465	0.0656
NM_014431	chr10(.):72233563-72333206	0.7067
NM_173473	chr10(.):73970805-74000618	0.2499
NM_019058	chr10(.):74028676-74040797	0.853
NM_057157	chr10(.):94828231-94842641	0.6715
NM_183374	chr10(.):94816020-94833454	0.2174
NM_000783	chr10(.):94828646-94842641	0.6879
NM_020992	chr10(.):96992329-97055781	0.6575
NM_030912	chr10(.):104399251-104423076	1.3975
NM_005871	chr10(.):112047797-112069707	0.2113
NM_004419	chr10(.):112252624-112276302	1.6747
NM_145341	chr10(.):112626595-112664764	0.8819
NM_001195307	chr10(.):112653487-112684124	0.3608
NM_001195306	chr10(.):112653487-112683694	0.3648
NR_026932	chr10(.):112623647-112635662	5.4186
NM_001111018	chr11(.):19367270-20148147	0.2577
NM_001098517	chr11(.):115039344-115380241	0.4396
NM_181798	chr11(.):2477683-2875340	0.2297
NM_000218	chr11(.):2461220-2875340	0.2274
NM_030962	chr11(.):9795213-10320754	0.0753
NM_001143830	chr11(.):22683159-22839547	0.829
NM_177553	chr11(.):22684653-22839547	0.8319
NM_005256	chr11(.):22691318-22839547	0.466
NM_020229	chr11(.):45110563-45251903	0.1139
NM_206893	chr11(.):60547820-60573778	0.0602
NM_001077241	chr11(.):65137662-65155142	0.8893
NR_002819	chr11(.):65260232-65278939	2.7641
NM_030930	chr11(.):67753574-67776593	1.1261
NM_014824	chr11(.):72542789-72858143	0.2185
NR_027479	chr11(.):78142015-78290909	0.3877
NM_080491	chr11(.):77921335-78133868	0.1278
NM_014488	chr11(.):82687477-82787884	0.7989
NM_024556	chr11(.):126076618-126137879	0.0679
NM_002017	chr11(.):128558812-128688162	1.0561
NM_001167681	chr11(.):128557388-128688162	1.0457
NM_001124	chr11(.):10321641-10333923	5.4948
NM_022725	chr11(.):22639078-22652387	0.5445
NM_000610	chr11(.):35155416-35258949	0.8192
NM_004778	chr11(.):60613397-60628444	0.1056
NM_207341	chr11(.):60630014-60648164	0.7144
NM_024098	chr11(.):60604428-60623561	1.7953
NR_028272	chr11(.):65185268-65199003	8.1117
NR_030343	chr11(.):65206928-65217028	0.4336
NM_031904	chr11(.):65149040-65185995	1.2288
NM_021070	chr11(.):65301029-65330699	0.4012
NM_001048218	chr11(.):65287547-65311182	0.305
NM_001161473	chr11(.):67771047-67801743	1.0767
NM_006053	chr11(.):67805446-67823366	0.6612
NM_006019	chr11(.):67801482-67823366	0.5577
NM_002496	chr11(.):67793083-67809114	1.0382
NM_000694	chr11(.):67772789-67801743	1.0397
NR_033347	chr11(.):82747505-82757640	0.0832
NM_006235	chr11(.):111217980-111255157	1.3752
NR_026691	chr11(.):117852105-117877199	0.7598
NR_027288	chr11(.):122883273-122895319	0.0765
NM_006597	chr11(.):122923199-122937844	1.9516
NM_032795	chr11(.):126066988-126086587	0.4473
NM_014325	chr12(.):109033886-109130295	0.7974
NM_020375	chr12(.):4425358-4474190	0.0888
NM_007273	chr12(.):7069516-7084891	0.4965
NR_015382	chr12(.):6543166-6565683	1.3262
NM_001144831	chr12(.):7069514-7084916	0.4965
NM_016511	chr12(.):10218079-10256605	0.4045
NM_001987	chr12(.):11797787-12053325	0.4244
NM_031289	chr12(.):13232041-13253709	1.0588
NM_006143	chr12(.):12808994-12854121	0.3277
NM_001080555	chr12(.):13232041-13261619	1.2603
NM_152321	chr12(.):15061975-15096463	0.0721
NM_139241	chr12(.):32650040-32803984	0.3918
NM_001128914	chr12(.):53840885-53879946	0.963
NM_000966	chr12(.):53599352-53631036	1.5137
NM_001042728	chr12(.):53599352-53619150	2.0525
NM_001731	chr12(.):92529053-92544673	1.8007
NM_005761	chr12(.):94537498-94704225	0.8401
NM_014706	chr12(.):108910990-108960165	0.4701
NM_018984	chr12(.):109171465-109256359	0.49
NM_003959	chr12(.):123315038-123352507	0.0767
NM_001082959	chr12(.):125257173-125353519	0.0459
NM_001759	chr12(.):4377901-4419522	0.844
NM_014231	chr12(.):6566403-6584843	1.1227
NM_001242	chr12(.):6549050-6565884	1.7545
NM_014865	chr12(.):6598297-6646132	0.5219
NM_016497	chr12(.):6596315-6607471	0.5994
NR_004387	chr12(.):6614387-6624717	0.0676
NM_018009	chr12(.):6556176-6576488	2.0456
NM_001975	chr12(.):7018613-7037859	0.9633
NM_002831	chr12(.):7055433-7075479	2.4342
NR_029779	chr12(.):7067861-7077929	1.4043
NM_080548	chr12(.):7050739-7075479	2.4094
NM_001007026	chr12(.):7028625-7056484	1.1997
NM_006992	chr12(.):7008896-7028406	0.4742
NM_001940	chr12(.):7032479-7056484	1.1422
NR_003010	chr12(.):7071499-7081769	0.4312
NM_138425	chr12(.):7048202-7060165	1.6003
NR_029682	chr12(.):7068259-7078354	1.0639
NM_005768	chr12(.):7080346-7130842	0.0979
NM_006331	chr12(.):7074943-7090165	0.2817
NM_001172633	chr12(.):10305898-10329790	0.0878
NM_197949	chr12(.):10264375-10287868	0.7437
NM_197954	chr12(.):10274921-10287868	1.2845
NM_153022	chr12(.):10326556-10349403	0.0584
NM_004064	chr12(.):12865301-12880305	7.2814
NR_030344	chr12(.):12912582-12922677	0.056
NM_001130415	chr12(.):12873850-12949399	0.6924
NM_020853	chr12(.):13192314-13241383	0.2016
NM_006205	chr12(.):15120955-15139799	0.1579
NM_001175	chr12(.):15089949-15119562	1.2533
NM_030762	chr12(.):26267958-26283003	2.2101
NM_018976	chr12(.):46746970-46771645	0.6548
NM_001098532	chr12(.):48123452-48157181	0.4232
NM_017842	chr12(.):48161966-48181536	0.3084
NM_006105	chr12(.):48123452-48157244	0.4224
NM_001098531	chr12(.):48123452-48157889	0.4162
NM_001098416	chr12(.):48171506-48218763	2.1011
NM_014033	chr12(.):51313533-51331300	2.1045
NM_001109619	chr12(.):51342781-51369289	0.0689
NM_001004304	chr12(.):53569534-53589654	0.5988
NM_000889	chr12(.):53580106-53606000	3.8854
NM_015989	chr12(.):53546446-53579430	0.2841
NM_001170790	chr12(.):53640369-53653190	0.4011
NM_032889	chr12(.):53640875-53653190	0.4127
NM_001164691	chr12(.):53812638-53830318	0.0937
NM_001005354	chr12(.):53830432-53845427	0.3418
NM_134324	chr12(.):53890376-53905215	0.8799
NM_006301	chr12(.):53869275-53898444	0.7293
NM_134323	chr12(.):53889704-53905215	0.8485
NM_003717	chr12(.):53895473-53906422	0.1965
NM_017440	chr12(.):68683345-68731161	0.1
NM_203394	chr12(.):77410025-77464360	0.6921
NM_001946	chr12(.):89736836-89751296	3.9539
NM_001025233	chr12(.):92812734-92829730	0.6189
NR_027933	chr12(.):92810306-92829778	0.5588
NM_001025232	chr12(.):92808869-92826924	0.4196
NM_001111283	chr12(.):102784644-102879378	0.6556
NM_001111284	chr12(.):102784644-102877429	0.5456
NM_001111285	chr12(.):102806453-102879378	0.8294
NM_007076	chr12(.):108904050-108918380	0.1833
NM_213595	chr12(.):108951293-108968160	2.6249
NM_181724	chr12(.):108978621-108996894	0.081
NM_003006	chr12(.):109010679-109032670	5.6086
NM_001161331	chr12(.):109180694-109226327	0.1652
NM_024667	chr12(.):123344874-123385712	1.1883
NM_021009	chr12(.):125391191-125404587	2.2406
NM_015057	chr13(.):77613791-77906177	0.1736
NM_032436	chr13(.):115074964-115097803	0.4935
NM_000820	chr13(.):114518521-114572046	1.7009
NM_152719	chr13(.):46271445-46293693	1.643
NM_001143945	chr13(.):114518521-114544017	0.1785
NM_001143946	chr13(.):114518521-114541714	0.181
NR_024609	chr13(.):114581609-114631485	0.7164
NM_023011	chr13(.):115042077-115076283	0.9104
NM_003903	chr13(.):114995361-115043150	0.7912
NM_022060	chr14(.):23062146-23086265	0.3853
NM_001012706	chr14(.):50443429-50479238	1.3702
NM_004296	chr14(.):72394785-73038238	0.1037
NM_001080414	chr14(.):91732666-91889133	1.3957
NM_024832	chr14(.):92975124-93160334	0.2479
NM_001344	chr14(.):23028806-23063143	0.3682
NM_024496	chr14(.):77485885-77500034	2.1533
NM_005065	chr14(.):81934238-82005205	0.877
NM_152592	chr14(.):95878830-95947173	0.3431
NR_003002	chr14(.):95994691-96004966	0.167
NR_001459	chr14(.):95994248-96006209	0.1514
NM_016417	chr14(.):95996322-96016055	0.0993
NM_025268	chr14(.):105987952-106001539	0.2081
NM_001042495	chr15(.):34517196-34635265	0.3817
NM_005135	chr15(.):34517196-34616021	0.0852
NM_001042497	chr15(.):34517196-34634045	0.3751
NM_001042494	chr15(.):34517196-34634961	0.3764
NM_001103184	chr15(.):33052746-33365085	0.2663
NM_001211	chr15(.):40448209-40518337	0.1747
NM_019600	chr15(.):52868517-52975820	0.3414
NM_017610	chr15(.):59274864-59394253	0.0994
NM_001004439	chr15(.):68589041-68729492	0.2548
NM_172217	chr15(.):81512639-81610104	1.0255
NM_001172128	chr15(.):81484218-81610104	0.8043
NM_001080532	chr15(.):81619759-81671418	0.2123
NM_007011	chr15(.):89626380-89750591	0.6634
NR_027992	chr15(.):20869796-20966480	0.0556
NR_027053	chr15(.):21927513-21945739	0.2863
NR_024387	chr15(.):22009419-22021878	0.0568
NM_015995	chr15(.):31614082-31675102	1.7154
NM_175741	chr15(.):34633065-34654931	0.1398
NM_181077	chr15(.):34666269-34687001	0.0461
NM_018648	chr15(.):34628916-34640362	1.2682
NM_153613	chr15(.):34646088-34664395	0.5244
NR_036050	chr15(.):34669269-34679351	0.048
NR_036050	chr15(.):34815490-34825572	0.0429
NM_003134	chr15(.):40322890-40336389	0.3866
NM_001003942	chr15(.):40375091-40403287	3.7605
NM_033503	chr15(.):40375091-40403639	3.7193
NM_001003940	chr15(.):40375091-40406075	3.4508
NM_198524	chr15(.):56652643-56743072	0.8263
NM_001013843	chr15(.):59166243-59230852	0.1766
NM_017882	chr15(.):68494329-68527080	0.7882
NM_015322	chr15(.):68565140-68588640	1.9645
NM_001127190	chr15(.):75069424-75100539	2.1984
NM_000761	chr15(.):75036183-75053941	0.0532
NM_000499	chr15(.):75006882-75022877	0.1097
NM_001099436	chr15(.):75123458-75140552	0.205
NM_021819	chr15(.):75100193-75123099	0.0882
NM_001030005	chr15(.):75113950-75129136	0.0454
NM_021823	chr15(.):75310926-75348067	2.1885
NM_138967	chr15(.):75282875-75318836	1.795
NM_004513	chr15(.):81584253-81610104	2.8695
NM_181900	chr15(.):81600006-81621524	1.1328
NM_022767	chr15(.):89159526-89180512	0.6701
NR_029606	chr15(.):89150055-89160165	0.0594
NM_002201	chr15(.):89177038-89203879	0.8354
NR_031590	chr15(.):89146337-89156428	0.0544
NM_002168	chr15(.):90622211-90650708	1.3375
NR_033769	chr15(.):93333713-93345338	0.1137
NR_037600	chr15(.):93421072-93446977	0.8834
NR_037602	chr15(.):93421525-93446977	0.8984
NM_016373	chr16(.):78128550-79251564	0.0785
NM_015914	chr16(.):11767942-11841648	3.3133
NM_013302	chr16(.):22212591-22305066	0.1411
NM_000336	chr16(.):23308590-23397620	1.9454
NM_153603	chr16(.):23394813-23469512	1.1821
NM_000078	chr16(.):56990834-57022756	0.1263
NM_004691	chr16(.):67466916-67520089	0.1501
NM_001191022	chr16(.):67591309-67678088	0.3543
NM_012320	chr16(.):68274246-68299961	2.1955
NM_002661	chr16(.):81807929-81996899	0.3345
NM_175931	chr16(.):88936262-89012608	0.0277
NM_005187	chr16(.):88936262-89048504	0.3814
NM_003498	chr16(.):11757288-11778015	2.868
NM_014153	chr16(.):11839441-11896114	0.4142
NM_001130007	chr16(.):11956984-12015519	0.1366
NM_001130006	chr16(.):11956984-12014825	0.1375
NM_001192	chr16(.):12053963-12066925	7.9832
NM_032167	chr16(.):12065601-12152141	0.2391
NM_001039182	chr16(.):29459913-29471285	0.5965
NM_001017389	chr16(.):29462126-29481280	0.5484
NM_003166	chr16(.):29462126-29481301	0.5543
NM_178044	chr16(.):29460821-29474545	0.5615
NR_002454	chr16(.):29455665-29466236	0.4857
NR_037608	chr16(.):29461411-29481301	0.5383
NR_024370	chr16(.):29870003-29884374	0.3152
NM_002383	chr16(.):29812854-29827504	1.3663
NR_015396	chr16(.):29870154-29884374	0.3184
NM_145239	chr16(.):29818408-29832202	1.3357
NM_007317	chr16(.):29797057-29821706	0.7241
NM_006319	chr16(.):29864677-29879578	0.3093
NM_024516	chr16(.):29822527-29838816	1.1235
NM_152338	chr16(.):29784560-29796840	0.0622
NM_005115	chr16(.):29826714-29864360	0.4093
NM_001039182	chr16(.):30199255-30210627	0.6251
NM_178044	chr16(.):30200163-30213887	0.5953
NM_003166	chr16(.):30201468-30220650	0.5441
NM_001017389	chr16(.):30201468-30220620	0.5418
NM_001193333	chr16(.):30189730-30205396	2.0463
NR_002454	chr16(.):30195004-30205575	2.8754
NR_037608	chr16(.):30200753-30220650	0.5279
NM_153337	chr16(.):50695210-50720264	1.0865
NM_182854	chr16(.):50701885-50720264	1.4352
NM_001042412	chr16(.):50771028-50840846	0.1485
NM_001042355	chr16(.):50770960-50840846	0.1483
NM_022162	chr16(.):50726049-50771987	0.3347
NM_001126108	chr16(.):56894118-56954762	1.6317
NM_001010989	chr16(.):56960747-56982793	2.6055
NM_032206	chr16(.):57018409-57122436	0.1343
NM_001172643	chr16(.):66536905-66589194	3.0688
NM_001172644	chr16(.):66536905-66589315	3.0623
NM_052999	chr16(.):66595349-66618038	0.0687
NM_181641	chr16(.):66581471-66604971	1.1526
NM_181271	chr16(.):66595293-66618038	0.0688
NM_001040138	chr16(.):66581465-66605154	1.1439
NM_001193524	chr16(.):67566364-67585691	1.4347
NM_001193523	chr16(.):67558539-67585691	1.3504
NM_001193522	chr16(.):67557719-67585691	1.3126
NM_001138	chr16(.):67511473-67522716	0.5428
NM_024519	chr16(.):67557716-67585691	1.3125
NM_024939	chr16(.):68257449-68275136	0.5233
NM_001184824	chr16(.):68339876-68396169	0.4781
NM_003983	chr16(.):68293422-68340722	1.3699
NM_032178	chr16(.):68329517-68349868	0.2843
NM_006927	chr16(.):70408337-70477991	0.6699
NM_145059	chr16(.):70483497-70519177	0.2061
NM_001031804	chr16(.):79622744-79639622	1.6006
NM_022066	chr17(.):74380612-74454288	0.111
NM_020761	chr17(.):78513624-78945173	0.2468
NM_005022	chr17(.):4843946-4856825	1.9544
NM_000267	chr17(.):29416944-29709695	0.2801
NM_002544	chr17(.):29616667-29629380	0.0718
NM_183232	chr17(.):37916198-38025441	1.1105
NM_003726	chr17(.):46205801-46512594	0.1129
NM_030802	chr17(.):47782686-47846518	0.8865
NM_001433	chr17(.):62115389-62212502	1.5746
NR_036488	chr17(.):70394462-70593943	0.439
NM_004252	chr17(.):72739762-72770499	0.9284
NM_001113492	chr17(.):75278972-75501678	0.5353
NM_006640	chr17(.):75310596-75501678	0.6141
NM_001113491	chr17(.):75272491-75501678	0.5265
NM_001163075	chr17(.):76137433-76167364	1.7205
NM_017456	chr17(.):76665129-76783376	1.0409
NM_000080	chr17(.):4796063-4811369	0.0885
NM_001145536	chr17(.):4797947-4811227	0.0961
NM_001165417	chr17(.):4835425-4848462	0.7543
NM_000173	chr17(.):4830591-4843325	0.2775
NM_015528	chr17(.):4838629-4853517	1.8338
NM_006612	chr17(.):4896242-4936694	0.1455
NM_015099	chr17(.):4866286-4895960	0.5545
NM_001171168	chr17(.):4866286-4895665	0.5596
NM_053013	chr17(.):4849383-4865426	1.3625
NM_001167985	chr17(.):4886424-4905905	0.4749
NM_004890	chr17(.):4857520-4876132	0.5798
NM_012452	chr17(.):16837397-16880402	2.6595
NM_006495	chr17(.):29625787-29646130	2.1704
NM_014210	chr17(.):29638427-29653767	3.2026
NM_002981	chr17(.):32682398-32695252	3.9675
NM_005408	chr17(.):32678470-32690629	0.732
NM_005623	chr17(.):32641065-32653421	0.0877
NM_002983	chr17(.):34410602-34422506	2.8754
NM_002988	chr17(.):34386642-34403841	0.0992
NM_002984	chr17(.):34426219-34438014	2.663
