REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM9_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
9_MACS_peak_15204_lociStitched	chr18	42320943	42346748	9	20377	17624.815	174	1	SETBP1		SETBP1	SETBP1	0.4748	174	1
3_MACS_peak_5134_lociStitched	chr11	9586645	9600489	3	12364	17579.1112	175	1	WEE1		WEE1	WEE1	0.6921	175	1
10_MACS_peak_27604_lociStitched	chr5	131789474	131816225	10	21340	17575.407	176	1	C5orf56	IRF1	IRF1	IRF1	0.7968	176	1
2_MACS_peak_24160_lociStitched	chr3	151865554	151880067	2	13000	17511.3858	177	1			MBNL1	MBNL1	0.3544	177	1
6_MACS_peak_7004_lociStitched	chr12	7052182	7074369	6	19721	17419.0137	178	1	C12orf57,PTPN6,MIR200C,MIR141	LRRC23,ENO2,ATN1,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	0.7277	178	1
11_MACS_peak_12801_lociStitched	chr16	56961129	56981960	11	17747	17400.1343	179	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	0.8005	179	1
6_MACS_peak_6406_lociStitched	chr11	98923645	98942604	6	18057	17358.8604	180	1	CNTN5		CNTN5	CNTN5	0.1893	180	1
4_MACS_peak_30521_lociStitched	chr6	159224702	159241059	4	13967	17344.9628	181	1	EZR	MIR3918,OSTCL	EZR	EZR	0.469	181	1
8_MACS_peak_28119_lociStitched	chr5	173155504	173179206	8	18944	17342.7534	182	1			BOD1	BOD1	NONE	182	1
1_MACS_peak_13505_lociStitched	chr17	7744249	7748935	1	4687	17303.9922	183	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	1.0133	183	1
2_MACS_peak_2828_lociStitched	chr1	204671174	204686564	2	15317	17255.268	184	1		LRRN2	LRRN2	LRRN2	0.1399	184	1
3_MACS_peak_19551_lociStitched	chr2	198157197	198177074	3	18490	17255.2237	185	1	ANKRD44		ANKRD44	ANKRD44	0.3844	185	1
6_MACS_peak_6144_lociStitched	chr11	75520198	75541350	6	17747	17234.6496	186	1	UVRAG	DGAT2	UVRAG	DGAT2	0.3295	186	1
4_MACS_peak_3671_lociStitched	chr10	22621409	22635525	4	13796	17229.9896	187	1	SPAG6	COMMD3,BMI1	SPAG6	COMMD3	1.8749	187	1
4_MACS_peak_7235_lociStitched	chr12	26302670	26321118	4	16986	17213.8288	188	1		SSPN,BHLHE41	BHLHE41	BHLHE41	1.6	188	1
5_MACS_peak_9423_lociStitched	chr13	50644156	50659217	5	12776	17193.6376	189	1	DLEU1,DLEU2	MIR16-1,MIR15A	DLEU1	DLEU1	0.6031	189	1
3_MACS_peak_30774_lociStitched	chr7	18533278	18550403	3	15585	17174.6625	190	1	HDAC9		HDAC9	HDAC9	0.1638	190	1
8_MACS_peak_22950_lociStitched	chr3	45634051	45660294	8	24747	17170.7949	191	1	LIMD1		LIMD1	LIMD1	0.4042	191	1
8_MACS_peak_8451_lociStitched	chr12	109015660	109040335	8	19453	17161.4625	192	1	SELPLG,CORO1C	TMEM119	SELPLG	SELPLG	0.674	192	1
1_MACS_peak_29407_lociStitched	chr6	74228737	74234269	1	5533	17127.6252	193	1	EEF1A1		EEF1A1	EEF1A1	1.3246	193	1
6_MACS_peak_27712_lociStitched	chr5	138628737	138646510	6	12117	17069.1892	194	1	MATR3	SNORA74A,PAIP2	MATR3	MATR3	0.3685	194	1
7_MACS_peak_34988_lociStitched	chr9	112902878	112924501	7	17024	16984.8665	195	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.4592	195	1
6_MACS_peak_28252_lociStitched	chr5	180227889	180249434	6	16619	16925.752	196	1	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	0.4107	196	1
7_MACS_peak_14730_lociStitched	chr17	75131234	75151828	7	17482	16847.9514	197	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	0.4297	197	1
4_MACS_peak_28706_lociStitched	chr6	25401565	25419926	4	16898	16820.5121	198	1	LRRC16A		LRRC16A	LRRC16A	0.3146	198	1
3_MACS_peak_6709_lociStitched	chr11	118655722	118664452	3	7057	16709.22	199	1	DDX6		DDX6	DDX6	0.4749	199	1
5_MACS_peak_20590_lociStitched	chr20	34726675	34745383	5	14823	16676.3112	200	1	EPB41L1		EPB41L1	EPB41L1	0.3182	200	1
4_MACS_peak_29240_lociStitched	chr6	52354187	52369303	4	13451	16633.6464	201	1	EFHC1,TRAM2		EFHC1	EFHC1	0.2815	201	1
8_MACS_peak_20647_lociStitched	chr20	35973224	35996491	8	19584	16580.0642	202	1	SRC		SRC	SRC	0.3788	202	1
2_MACS_peak_28084_lociStitched	chr5	172191537	172200889	2	7395	16574.5496	203	1	DUSP1		DUSP1	DUSP1	1.3085	203	1
1_MACS_peak_10250_lociStitched	chr14	69258673	69263630	1	4958	16560.8413	204	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	1.1842	204	1
3_MACS_peak_30871_lociStitched	chr7	25998511	26012087	3	11992	16543.7136	205	1		MIR148A	MIR148A	MIR148A	0.9146	205	1
1_MACS_peak_6673_lociStitched	chr11	116793707	116805606	1	11900	16484.8746	206	1	SIK3		APOA1	APOA1	NONE	206	1
6_MACS_peak_19154_lociStitched	chr2	173342295	173364850	6	19321	16435.8285	207	1	ITGA6		ITGA6	ITGA6	0.4498	207	1
2_MACS_peak_24162_lociStitched	chr3	151909600	151923904	2	14196	16412.4096	208	1			MBNL1	MBNL1	0.3544	208	1
3_MACS_peak_33749_lociStitched	chr8	125612557	125631186	3	18147	16410.2861	209	1	MTSS1		NDUFB9	NDUFB9	NONE	209	1
3_MACS_peak_23583_lociStitched	chr3	104232009	104246686	3	14391	16380.9997	210	1			MIR548A3	MIR548A3	NONE	210	1
4_MACS_peak_22277_lociStitched	chr22	46438455	46455636	4	15935	16361.4663	211	1	LOC150381,LOC100271722,C22orf26	LOC730668,LOC400931,MIR3619	LOC150381	LOC150381	0.8071	211	1
4_MACS_peak_33819_lociStitched	chr8	126438239	126452985	4	11786	16313.4998	212	1	TRIB1		TRIB1	TRIB1	0.9381	212	1
3_MACS_peak_27614_lociStitched	chr5	131821080	131836993	3	14580	16296.5033	213	1	IRF1	IL5	IRF1	IRF1	0.7968	213	1
6_MACS_peak_13515_lociStitched	chr17	8053758	8068344	6	11114	16283.8104	214	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	VAMP2	VAMP2	0.9939	214	1
7_MACS_peak_19006_lociStitched	chr2	161209518	161233858	7	19470	16276.158	215	1	RBMS1		RBMS1	RBMS1	0.3404	215	1
14_MACS_peak_7437_lociStitched	chr12	32685451	32714981	14	20302	16271.03	216	1	FGD4		FGD4	FGD4	0.2794	216	1
9_MACS_peak_16651_lociStitched	chr19	44267851	44289724	9	16948	16260.3882	217	1	KCNN4	IRGC,ZNF283,C19orf61,LYPD5	KCNN4	KCNN4	0.6805	217	1
5_MACS_peak_28300_lociStitched	chr6	387654	405169	5	17230	16246.914	218	1	IRF4		IRF4	IRF4	0.6644	218	1
12_MACS_peak_31220_lociStitched	chr7	50290004	50315300	12	17577	16227.384	219	1		IKZF1	IKZF1	IKZF1	0.349	219	1
10_MACS_peak_24375_lociStitched	chr3	171840038	171867596	10	20683	16190.325	220	1	FNDC3B		FNDC3B	FNDC3B	0.3658	220	1
1_MACS_peak_14114_lociStitched	chr17	43298255	43309332	1	11078	16184.6047	221	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.6132	221	1
2_MACS_peak_34502_lociStitched	chr9	37321992	37340183	2	17948	16171.799	222	1	ZCCHC7		GRHPR	GRHPR	NONE	222	1
2_MACS_peak_34540_lociStitched	chr9	66694437	66711922	2	16065	16140.4035	223	1			LOC442421	LOC442421	0.3268	223	1
3_MACS_peak_29147_lociStitched	chr6	42748543	42758442	3	5827	16136.3599	224	1		KIAA0240,TBCC	KIAA0240	TBCC	0.3971	224	1
9_MACS_peak_15490_lociStitched	chr18	60840694	60867688	9	19485	16077.6264	225	1	BCL2		BCL2	BCL2	0.5005	225	1
1_MACS_peak_31921_lociStitched	chr7	113722057	113731663	1	9607	16065.0744	226	1	FOXP2		FOXP2	FOXP2	0.1827	226	1
3_MACS_peak_622_lociStitched	chr1	31214070	31232379	3	18022	16051.5003	227	1	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.5664	227	1
4_MACS_peak_14301_lociStitched	chr17	55427684	55447288	4	19324	16014.5076	228	1	MSI2		MSI2	MSI2	0.3337	228	1
6_MACS_peak_11371_lociStitched	chr15	63788301	63802461	6	12480	15999.384	229	1	USP3		USP3	USP3	0.3809	229	1
3_MACS_peak_13833_lociStitched	chr17	29634942	29649176	3	13598	15996.1692	230	1	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.6744	230	1
3_MACS_peak_17715_lociStitched	chr2	48123346	48135308	3	10352	15983.6244	231	1	FBXO11	FBXO11	FBXO11	FBXO11	0.3625	231	1
7_MACS_peak_19165_lociStitched	chr2	173409595	173432621	7	19354	15920.1764	232	1	PDK1		PDK1	PDK1	0.5306	232	1
3_MACS_peak_22880_lociStitched	chr3	42103304	42115762	3	10581	15917.5866	233	1		TRAK1	TRAK1	TRAK1	0.1952	233	1
5_MACS_peak_15621_lociStitched	chr19	1258291	1270690	5	9989	15881.8791	234	1	MIDN,CIRBP,C19orf23	ATP5D,C19orf24,EFNA2,C19orf26	CIRBP	ATP5D	0.9922	234	1
6_MACS_peak_27653_lociStitched	chr5	133967763	133986356	6	15525	15861.6883	235	1	SEC24A,SAR1B		SEC24A	SEC24A	0.2111	235	1
2_MACS_peak_27719_lociStitched	chr5	138718236	138729567	2	11149	15861.1338	236	1	SLC23A1,MZB1,LOC389333	PAIP2,SPATA24,DNAJC18	MZB1	MZB1	1.301	236	1
3_MACS_peak_20985_lociStitched	chr20	52195519	52212236	3	16300	15772.4895	237	1	ZNF217		ZNF217	ZNF217	0.3292	237	1
5_MACS_peak_30158_lociStitched	chr6	143159673	143180312	5	18322	15749.6209	238	1	HIVEP2		HIVEP2	HIVEP2	0.3259	238	1
6_MACS_peak_26600_lociStitched	chr5	32570343	32588488	6	17232	15748.0455	239	1	SUB1		SUB1	SUB1	0.5392	239	1
4_MACS_peak_22438_lociStitched	chr3	5223037	5242142	4	17437	15731.057	240	1	EDEM1		EDEM1	EDEM1	0.4456	240	1
6_MACS_peak_2170_lociStitched	chr1	155937268	155954488	6	14280	15713.25	241	1	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	0.5257	241	1
6_MACS_peak_488_lociStitched	chr1	26436779	26456182	6	17309	15704.7882	242	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	PDIK1L	0.6733	242	1
7_MACS_peak_12935_lociStitched	chr16	68279192	68299909	7	17034	15699.3426	243	1	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	SLC7A6	SLC7A6	0.3298	243	1
10_MACS_peak_4693_lociStitched	chr10	106076740	106100892	10	17458	15679.4784	244	1	ITPRIP	GSTO2,CCDC147	ITPRIP	ITPRIP	0.4932	244	1
3_MACS_peak_5148_lociStitched	chr11	10323891	10341287	3	14417	15675.5356	245	1	ADM	SBF2	ADM	ADM	0.8611	245	1
1_MACS_peak_26765_lociStitched	chr5	55882784	55889319	1	6536	15663.7415	246	1			MAP3K1	MAP3K1	0.3691	246	1
7_MACS_peak_4754_lociStitched	chr10	112251614	112273520	7	15087	15579.5472	247	1	DUSP5		DUSP5	DUSP5	0.6648	247	1
1_MACS_peak_33312_lociStitched	chr8	81396450	81401398	1	4949	15509.506	248	1	ZBTB10		ZBTB10	ZBTB10	0.4775	248	1
1_MACS_peak_28525_lociStitched	chr6	13295315	13309580	1	14266	15507.4815	249	1	TBC1D7		TBC1D7	TBC1D7	0.5098	249	1
2_MACS_peak_29494_lociStitched	chr6	89788739	89793822	2	5059	15500.6085	250	1	PNRC1	SRSF12	PNRC1	PNRC1	1.2262	250	1
1_MACS_peak_19997_lociStitched	chr2	232570437	232577629	1	7193	15494.4448	251	1	PTMA	MIR1244-1	PTMA	PTMA	1.1245	251	1
7_MACS_peak_2217_lociStitched	chr1	157475533	157497914	7	17701	15460.7948	252	1	FCRL5		FCRL5	FCRL5	0.4957	252	1
3_MACS_peak_19063_lociStitched	chr2	165603851	165620166	3	13939	15458.4625	253	1	COBLL1		SNORA70F	SNORA70F	NONE	253	1
9_MACS_peak_28690_lociStitched	chr6	25359124	25380838	9	17836	15451.6824	254	1	LRRC16A		LRRC16A	LRRC16A	0.3146	254	1
1_MACS_peak_1969_lociStitched	chr1	149855892	149860768	1	4877	15451.5564	255	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BE	1.3564	255	1
1_MACS_peak_16071_lociStitched	chr19	12899034	12905404	1	6371	15433.873	256	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	1.3739	256	1
3_MACS_peak_33114_lociStitched	chr8	61820444	61831282	3	10746	15414.8874	257	1		LOC100130298	LOC100130298	LOC100130298	0.1639	257	1
6_MACS_peak_2813_lociStitched	chr1	204481770	204494632	6	11362	15412.5346	258	1	MDM4	PIK3C2B	MDM4	MDM4	0.5268	258	1
2_MACS_peak_7558_lociStitched	chr12	46120034	46128829	2	8709	15406.2015	259	1	ARID2,LOC400027		ARID2	ARID2	0.2137	259	1
7_MACS_peak_25110_lociStitched	chr4	37977948	38001494	7	20323	15356.7012	260	1	TBC1D1	PTTG2	PTTG2	PTTG2	0.3072	260	1
2_MACS_peak_2922_lociStitched	chr1	207993595	208002275	2	8489	15334.088	261	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.1712	261	1
1_MACS_peak_23158_lociStitched	chr3	50636560	50650157	1	13598	15269.431	262	1	CISH	HEMK1,MAPKAPK3,C3orf18	CISH	CISH	0.9084	262	1
4_MACS_peak_11648_lociStitched	chr15	75330029	75344501	4	13893	15241.9104	263	1	PPCDC	SCAMP5	PPCDC	PPCDC	0.693	263	1
2_MACS_peak_28499_lociStitched	chr6	11824932	11836717	2	10739	15155.51	264	1		C6orf105	C6orf105	C6orf105	0.1792	264	1
4_MACS_peak_30289_lociStitched	chr6	152126493	152146826	4	15926	15141.9851	265	1	ESR1		ESR1	ESR1	0.2316	265	1
4_MACS_peak_4735_lociStitched	chr10	112113155	112124950	4	9488	15077.5485	266	1		SMNDC1	SMNDC1	SMNDC1	0.2218	266	1
3_MACS_peak_11905_lociStitched	chr15	89173490	89185875	3	9206	15055.206	267	1	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.7062	267	1
7_MACS_peak_24549_lociStitched	chr3	183243013	183263063	7	17805	15053.54	268	1	KLHL6		KLHL6	KLHL6	0.515	268	1
3_MACS_peak_36238_lociStitched	chrX	153230594	153240469	3	9371	15033.7	269	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	MIR718	0.5497	269	1
1_MACS_peak_11676_lociStitched	chr15	75742317	75748969	1	6653	15033.52	270	1	SIN3A		SIN3A	SIN3A	0.3583	270	1
4_MACS_peak_32645_lociStitched	chr8	19550824	19572140	4	16668	15023.5168	271	1		CSGALNACT1	CSGALNACT1	CSGALNACT1	0.3833	271	1
5_MACS_peak_20617_lociStitched	chr20	35469736	35485198	5	13213	15001.2324	272	1	C20orf117	C20orf118	C20orf117	C20orf117	0.3696	272	1
6_MACS_peak_4742_lociStitched	chr10	112167278	112185418	6	16644	14983.64	273	1			DUSP5	DUSP5	0.6648	273	1
2_MACS_peak_20569_lociStitched	chr20	34327803	34332986	2	5183	14940.5158	274	1	RBM39	ROMO1,PHF20,NFS1	RBM39	RBM39	0.5117	274	1
1_MACS_peak_12000_lociStitched	chr15	93443031	93451771	1	8741	14926.172	275	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	1.51	275	1
1_MACS_peak_25683_lociStitched	chr4	103744487	103750912	1	6426	14910.4975	276	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.5172	276	1
2_MACS_peak_24275_lociStitched	chr3	160116274	160125996	2	8932	14909.6592	277	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR15B	MIR15B	1.3195	277	1
2_MACS_peak_26175_lociStitched	chr4	153469386	153484811	2	15375	14888.21	278	1		DKFZP434I0714,FBXW7	DKFZP434I0714	DKFZP434I0714	0.8416	278	1
8_MACS_peak_31693_lociStitched	chr7	101624191	101647115	8	17990	14852.4596	279	1	CUX1		CUX1	CUX1	0.2592	279	1
2_MACS_peak_34149_lociStitched	chr9	3522049	3529362	2	6470	14811.0189	280	1	RFX3		RFX3	RFX3	0.1872	280	1
3_MACS_peak_13374_lociStitched	chr17	2295006	2306201	3	7705	14799.79	281	1	MNT	LOC284009	MNT	MNT	0.6387	281	1
1_MACS_peak_6016_lociStitched	chr11	72523306	72528125	1	4820	14799.6309	282	1	ATG16L2	STARD10	ATG16L2	ATG16L2	1.1795	282	1
1_MACS_peak_29637_lociStitched	chr6	108877702	108887646	1	9945	14751.924	283	1	FOXO3		FOXO3	FOXO3	0.4638	283	1
9_MACS_peak_30194_lociStitched	chr6	144654842	144677710	9	19598	14731.5656	284	1	UTRN		UTRN	UTRN	0.2045	284	1
2_MACS_peak_4638_lociStitched	chr10	104153221	104160028	2	5048	14728.9866	285	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	0.8767	285	1
5_MACS_peak_31782_lociStitched	chr7	104576570	104588519	5	9965	14706.8292	286	1		LOC723809	LOC723809	LOC723809	0.0994	286	1
4_MACS_peak_14467_lociStitched	chr17	62192169	62209924	4	15236	14695.8135	287	1	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.5257	287	1
10_MACS_peak_10459_lociStitched	chr14	81934610	81961091	10	21397	14659.8816	288	1	SEL1L		SEL1L	SEL1L	0.4411	288	1
5_MACS_peak_21826_lociStitched	chr22	29204443	29227264	5	18206	14657.9283	289	1		CCDC117,XBP1	XBP1	XBP1	1.3196	289	1
4_MACS_peak_34701_lociStitched	chr9	91924623	91935130	4	6700	14655.1636	290	1	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	0.7839	290	1
5_MACS_peak_18190_lociStitched	chr2	70342478	70355721	5	9970	14648.0823	291	1	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	2.2788	291	1
4_MACS_peak_19534_lociStitched	chr2	198069764	198087144	4	15074	14581.82	292	1	ANKRD44		ANKRD44	ANKRD44	0.3844	292	1
1_MACS_peak_18398_lociStitched	chr2	89048896	89057950	1	9055	14562.4536	293	1	RPIA	ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.2113	293	1
9_MACS_peak_14317_lociStitched	chr17	55610760	55636121	9	16956	14544.5335	294	1	MSI2		MSI2	MSI2	0.3337	294	1
9_MACS_peak_30714_lociStitched	chr7	8000411	8025192	9	19294	14519.1879	295	1	GLCCI1		GLCCI1	GLCCI1	0.3097	295	1
9_MACS_peak_30456_lociStitched	chr6	158012096	158037418	9	19902	14501.9094	296	1	ZDHHC14		MIR3692	MIR3692	0.3266	296	1
8_MACS_peak_34004_lociStitched	chr8	144594501	144613679	8	15846	14433.3628	297	1	ZC3H3	GSDMD,C8orf73,NAPRT1	ZC3H3	ZC3H3	0.2325	297	1
2_MACS_peak_18956_lociStitched	chr2	158291907	158302989	2	9236	14394.4098	298	1	CYTIP		CYTIP	CYTIP	0.5072	298	1
4_MACS_peak_4774_lociStitched	chr10	112617203	112634245	4	13926	14344.2514	299	1	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	0.9276	299	1
3_MACS_peak_2114_lociStitched	chr1	154908158	154918260	3	9273	14275.1362	300	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	MIR4258	1.0615	300	1
8_MACS_peak_34493_lociStitched	chr9	37281505	37305411	8	17851	14250.3666	301	1	ZCCHC7		GRHPR	GRHPR	NONE	301	1
3_MACS_peak_15750_lociStitched	chr19	2676773	2686735	3	8813	14249.6448	302	1	GNG7	DIRAS1	GNG7	GNG7	0.5738	302	1
4_MACS_peak_16117_lociStitched	chr19	14111316	14118463	4	5823	14194.6567	303	1	RFX1	DCAF15,RLN3,IL27RA,PODNL1	RFX1	RFX1	0.4217	303	1
2_MACS_peak_6017_lociStitched	chr11	72531838	72547790	2	13722	14182.9232	304	1	ATG16L2,FCHSD2	STARD10	ATG16L2	ATG16L2	1.1795	304	1
3_MACS_peak_17556_lociStitched	chr2	42323691	42334678	3	10352	14160.0456	305	1		PKDCC	PKDCC	PKDCC	0.0486	305	1
3_MACS_peak_30372_lociStitched	chr6	157095132	157107722	3	12164	14143.606	306	1	ARID1B		ARID1B	ARID1B	0.2862	306	1
1_MACS_peak_32552_lociStitched	chr8	12608480	12617789	1	9310	14143.1637	307	1	LONRF1	MIR3926-2,MIR3926-1	LONRF1	LONRF1	0.421	307	1
4_MACS_peak_30384_lociStitched	chr6	157161186	157178979	4	14016	14118.7455	308	1	ARID1B		ARID1B	ARID1B	0.2862	308	1
2_MACS_peak_8782_lociStitched	chr12	122236876	122244870	2	7693	14086.2274	309	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	0.9566	309	1
7_MACS_peak_24639_lociStitched	chr3	186729083	186750867	7	19367	14085.5344	310	1	ST6GAL1		ST6GAL1	ST6GAL1	0.4599	310	1
4_MACS_peak_26171_lociStitched	chr4	153442958	153460005	4	13560	14051.8421	311	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	MIR3140	0.3964	311	1
8_MACS_peak_974_lociStitched	chr1	51965019	51985086	8	14229	14022.8196	312	1	EPS15		EPS15	EPS15	0.214	312	1
6_MACS_peak_1881_lociStitched	chr1	145208315	145227400	6	15655	14008.39	313	1	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.5206	313	1
1_MACS_peak_30073_lociStitched	chr6	136608707	136612486	1	3780	14001.5729	314	1	BCLAF1	FAM54A	BCLAF1	BCLAF1	0.4573	314	1
1_MACS_peak_33265_lociStitched	chr8	80631644	80641674	1	10031	13989.844	315	1		HEY1	HEY1	HEY1	0.4281	315	1
1_MACS_peak_10507_lociStitched	chr14	89767957	89775477	1	7521	13984.944	316	1	FOXN3		FOXN3	FOXN3	0.2772	316	1
4_MACS_peak_25248_lociStitched	chr4	48191800	48208457	4	15988	13973.5573	317	1	TEC		TXK	TXK	NONE	317	1
4_MACS_peak_19495_lociStitched	chr2	197022629	197042581	4	16786	13934.4768	318	1	STK17B		STK17B	STK17B	0.3724	318	1
3_MACS_peak_7311_lociStitched	chr12	31469062	31480007	3	10899	13930.796	319	1	FLJ13224,FAM60A		FLJ13224	FLJ13224	1.048	319	1
6_MACS_peak_19785_lociStitched	chr2	212789398	212806905	6	13218	13872.5468	320	1	ERBB4		MIR548F2	MIR548F2	NONE	320	1
9_MACS_peak_20352_lociStitched	chr20	25261122	25283346	9	17801	13852.2192	321	1	PYGB,ABHD12		PYGB	PYGB	0.3354	321	1
2_MACS_peak_1842_lociStitched	chr1	143991724	144002462	2	10708	13850.9462	322	1	SRGAP2P2		SRGAP2P2	SRGAP2P2	0.3844	322	1
1_MACS_peak_4151_lociStitched	chr10	73522995	73537126	1	14132	13828.5966	323	1	CDH23,C10orf54	CDH23,C10orf105	C10orf54	C10orf54	0.7662	323	1
5_MACS_peak_33328_lociStitched	chr8	86099318	86115489	5	12970	13813.2682	324	1	E2F5	CA13,C8orf59	E2F5	E2F5	0.5239	324	1
5_MACS_peak_21040_lociStitched	chr20	56043962	56058489	5	13437	13800.65	325	1		CTCFL	CTCFL	CTCFL	0.0749	325	1
7_MACS_peak_5762_lociStitched	chr11	65144017	65158019	7	13189	13733.1616	326	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	SLC25A45	NEAT1	2.8946	326	1
3_MACS_peak_29763_lociStitched	chr6	113962466	113974212	3	11638	13718.1534	327	1			MARCKS	MARCKS	0.9082	327	1
5_MACS_peak_14684_lociStitched	chr17	74257829	74269544	5	10534	13715.922	328	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	0.9005	328	1
7_MACS_peak_7070_lociStitched	chr12	11899873	11920575	7	15771	13706.7942	329	1	ETV6		ETV6	ETV6	0.2927	329	1
4_MACS_peak_15617_lociStitched	chr19	1239801	1251010	4	7431	13697.398	330	1	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	MIDN	MIDN	1.0958	330	1
3_MACS_peak_7479_lociStitched	chr12	40615800	40627512	3	11544	13687.8144	331	1	LRRK2		LRRK2	LRRK2	0.2619	331	1
4_MACS_peak_27346_lociStitched	chr5	109024342	109038800	4	13503	13655.581	332	1	MAN2A1		MAN2A1	MAN2A1	0.2427	332	1
3_MACS_peak_6675_lociStitched	chr11	116849956	116865863	3	12406	13646.6153	333	1	SIK3		SIK3	SIK3	0.4175	333	1
2_MACS_peak_8207_lociStitched	chr12	94597204	94605328	2	8114	13594.7016	334	1	PLXNC1		PLXNC1	PLXNC1	0.375	334	1
6_MACS_peak_23857_lociStitched	chr3	121707581	121725360	6	17250	13565.377	335	1	ILDR1	CD86	ILDR1	ILDR1	0.4604	335	1
11_MACS_peak_22939_lociStitched	chr3	45591289	45614686	11	17820	13544.5233	336	1		LIMD1	LIMD1	LIMD1	0.4042	336	1
6_MACS_peak_17160_lociStitched	chr2	11883287	11898167	6	12121	13527.408	337	1	LPIN1		LPIN1	LPIN1	0.2491	337	1
4_MACS_peak_13403_lociStitched	chr17	3813486	3822900	4	9055	13526.9766	338	1	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.6186	338	1
1_MACS_peak_34480_lociStitched	chr9	37135527	37147389	1	11863	13525.0524	339	1	ZCCHC7		ZCCHC7	ZCCHC7	0.414	339	1
1_MACS_peak_28504_lociStitched	chr6	12007676	12013886	1	6211	13511.097	340	1	HIVEP1		HIVEP1	HIVEP1	0.24	340	1
1_MACS_peak_6687_lociStitched	chr11	116965550	116970688	1	5139	13507.2882	341	1	SIK3	PAFAH1B2	SIK3	SIK3	0.4175	341	1
7_MACS_peak_26770_lociStitched	chr5	55976618	55997556	7	16857	13488.2596	342	1			MAP3K1	MAP3K1	0.3691	342	1
3_MACS_peak_27469_lociStitched	chr5	122847183	122864490	3	15234	13482.153	343	1	CSNK1G3		CSNK1G3	CSNK1G3	0.3125	343	1
9_MACS_peak_25859_lociStitched	chr4	121772493	121792195	9	15907	13482.0786	344	1	PRDM5		PRDM5	PRDM5	0.4476	344	1
2_MACS_peak_20522_lociStitched	chr20	33291221	33298446	2	5149	13455.1175	345	1	TP53INP2	PIGU	TP53INP2	TP53INP2	0.8198	345	1
2_MACS_peak_16763_lociStitched	chr19	47612788	47617837	2	4982	13436.9037	346	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.3397	346	1
8_MACS_peak_6899_lociStitched	chr12	1653430	1674024	8	14872	13425.2286	347	1		LOC100292680,FBXL14	FBXL14	FBXL14	0.4673	347	1
5_MACS_peak_11862_lociStitched	chr15	85943360	85962315	5	16340	13414.4535	348	1	AKAP13		AKAP13	AKAP13	0.3161	348	1
8_MACS_peak_11362_lociStitched	chr15	63760586	63780545	8	15582	13406.4603	349	1		USP3	USP3	USP3	0.3809	349	1
