GENE_ID	locusLine	bin_1_U266.jin.bam
1_MACS_peak_8034_lociStitched	chr13(.):52733047-52733874	1.5423
2_MACS_peak_8035_lociStitched	chr13(.):52768095-52769084	1.1296
2_MACS_peak_8037_lociStitched	chr13(.):52898275-52899917	1.0209
1_MACS_peak_8039_lociStitched	chr13(.):53023876-53024863	2.1044
2_MACS_peak_8040_lociStitched	chr13(.):53027595-53030202	2.2434
2_MACS_peak_8042_lociStitched	chr13(.):53071775-53073558	0.9963
2_MACS_peak_8044_lociStitched	chr13(.):53191015-53191981	0.8674
1_MACS_peak_8046_lociStitched	chr13(.):53225699-53227795	2.2278
1_MACS_peak_8047_lociStitched	chr13(.):53424941-53426009	0.7982
1_MACS_peak_8048_lociStitched	chr13(.):55146270-55146682	0.4831
1_MACS_peak_8049_lociStitched	chr13(.):59555542-59555720	0.4564
2_MACS_peak_8050_lociStitched	chr13(.):60737008-60738927	2.9129
1_MACS_peak_8052_lociStitched	chr13(.):60825878-60826216	0.6482
1_MACS_peak_8053_lociStitched	chr13(.):60944120-60945507	0.974
1_MACS_peak_8054_lociStitched	chr13(.):60962968-60964191	1.366
2_MACS_peak_8055_lociStitched	chr13(.):60969832-60973667	2.4822
1_MACS_peak_8057_lociStitched	chr13(.):61897813-61898214	0.7097
1_MACS_peak_8058_lociStitched	chr13(.):61944909-61945168	0.6042
1_MACS_peak_8059_lociStitched	chr13(.):61965330-61965644	0.585
1_MACS_peak_8060_lociStitched	chr13(.):62131996-62132621	0.7652
1_MACS_peak_8061_lociStitched	chr13(.):62244783-62245956	1.1711
1_MACS_peak_8062_lociStitched	chr13(.):62782251-62785025	2.5876
2_MACS_peak_8063_lociStitched	chr13(.):62879750-62880903	0.7413
1_MACS_peak_8065_lociStitched	chr13(.):62903616-62904010	0.7666
2_MACS_peak_8066_lociStitched	chr13(.):64648987-64653382	1.809
1_MACS_peak_8068_lociStitched	chr13(.):65361045-65361329	0.7351
1_MACS_peak_8069_lociStitched	chr13(.):65728126-65729098	1.3333
1_MACS_peak_8070_lociStitched	chr13(.):67066984-67067296	0.8455
1_MACS_peak_8071_lociStitched	chr13(.):67311663-67311948	0.539
1_MACS_peak_8072_lociStitched	chr13(.):69796125-69796425	0.5764
1_MACS_peak_8073_lociStitched	chr13(.):71498327-71498752	0.899
2_MACS_peak_8074_lociStitched	chr13(.):71864936-71866241	0.683
2_MACS_peak_8076_lociStitched	chr13(.):73300854-73302586	1.7539
2_MACS_peak_8078_lociStitched	chr13(.):73355126-73356741	2.2022
1_MACS_peak_8080_lociStitched	chr13(.):73633109-73634226	1.9601
1_MACS_peak_8081_lociStitched	chr13(.):74214216-74215228	1.4326
1_MACS_peak_8082_lociStitched	chr13(.):74275721-74278196	1.9625
3_MACS_peak_8083_lociStitched	chr13(.):74288625-74291595	1.7632
1_MACS_peak_8086_lociStitched	chr13(.):74600269-74601855	1.5001
3_MACS_peak_8087_lociStitched	chr13(.):74707299-74710544	1.8196
1_MACS_peak_8090_lociStitched	chr13(.):74815661-74816010	0.6839
1_MACS_peak_8091_lociStitched	chr13(.):75000475-75000821	0.6937
1_MACS_peak_8092_lociStitched	chr13(.):76111522-76112400	2.2479
1_MACS_peak_8093_lociStitched	chr13(.):76123563-76124493	2.9026
1_MACS_peak_8094_lociStitched	chr13(.):76210313-76211284	1.9001
1_MACS_peak_8095_lociStitched	chr13(.):76289187-76290503	0.9647
2_MACS_peak_8096_lociStitched	chr13(.):76335589-76337610	1.3874
1_MACS_peak_8098_lociStitched	chr13(.):77565561-77567672	4.1969
2_MACS_peak_8099_lociStitched	chr13(.):77600178-77601970	2.3425
3_MACS_peak_8101_lociStitched	chr13(.):77899331-77905219	2.6239
1_MACS_peak_8104_lociStitched	chr13(.):77913268-77913699	0.7835
1_MACS_peak_8105_lociStitched	chr13(.):78052060-78053022	1.5772
3_MACS_peak_8106_lociStitched	chr13(.):78270781-78273160	1.1705
1_MACS_peak_8109_lociStitched	chr13(.):78303710-78304417	0.8731
4_MACS_peak_8110_lociStitched	chr13(.):78483765-78486427	0.7798
3_MACS_peak_8114_lociStitched	chr13(.):78488570-78495476	1.9142
1_MACS_peak_8117_lociStitched	chr13(.):78496244-78497037	0.9907
1_MACS_peak_8118_lociStitched	chr13(.):78616892-78617420	0.8836
3_MACS_peak_8119_lociStitched	chr13(.):78619574-78621237	0.8889
2_MACS_peak_8122_lociStitched	chr13(.):78625296-78627685	1.0055
1_MACS_peak_8124_lociStitched	chr13(.):78676215-78677435	1.9961
2_MACS_peak_8125_lociStitched	chr13(.):78690149-78693282	1.1762
1_MACS_peak_8127_lociStitched	chr13(.):78696071-78696399	0.7163
1_MACS_peak_8128_lociStitched	chr13(.):78711852-78712357	0.7864
1_MACS_peak_8129_lociStitched	chr13(.):78734390-78736106	1.572
2_MACS_peak_8130_lociStitched	chr13(.):78873715-78875025	1.011
1_MACS_peak_8132_lociStitched	chr13(.):78882814-78885017	2.0163
1_MACS_peak_8133_lociStitched	chr13(.):79177000-79177732	1.0181
1_MACS_peak_8134_lociStitched	chr13(.):79232520-79233473	2.6634
2_MACS_peak_8135_lociStitched	chr13(.):79359944-79361782	0.7081
1_MACS_peak_8137_lociStitched	chr13(.):79683174-79683714	0.8953
2_MACS_peak_8138_lociStitched	chr13(.):79767564-79770037	1.7998
1_MACS_peak_8140_lociStitched	chr13(.):79770651-79770926	0.4513
1_MACS_peak_8141_lociStitched	chr13(.):79819673-79821134	2.1698
1_MACS_peak_8142_lociStitched	chr13(.):79960225-79960745	0.9263
1_MACS_peak_8143_lociStitched	chr13(.):79979078-79981325	4.3077
1_MACS_peak_8144_lociStitched	chr13(.):80054877-80056120	1.8209
1_MACS_peak_8145_lociStitched	chr13(.):82264068-82264267	0.8175
1_MACS_peak_8146_lociStitched	chr13(.):82619451-82620029	0.7618
1_MACS_peak_8147_lociStitched	chr13(.):85697341-85697577	0.5069
1_MACS_peak_8148_lociStitched	chr13(.):86921257-86921704	0.8681
1_MACS_peak_8149_lociStitched	chr13(.):86924319-86924632	0.548
2_MACS_peak_8150_lociStitched	chr13(.):86927467-86928326	0.7647
2_MACS_peak_8152_lociStitched	chr13(.):87409686-87412413	1.209
1_MACS_peak_8154_lociStitched	chr13(.):87416597-87417179	0.6581
1_MACS_peak_8155_lociStitched	chr13(.):88095929-88096216	0.6624
1_MACS_peak_8156_lociStitched	chr13(.):88189505-88189887	0.7384
2_MACS_peak_8157_lociStitched	chr13(.):88323241-88325076	0.9824
1_MACS_peak_8159_lociStitched	chr13(.):88330168-88330636	1.1723
1_MACS_peak_8160_lociStitched	chr13(.):88506795-88507213	0.6745
3_MACS_peak_8161_lociStitched	chr13(.):91999245-92002083	2.3077
1_MACS_peak_8164_lociStitched	chr13(.):93404689-93405030	0.6701
1_MACS_peak_8165_lociStitched	chr13(.):94964216-94966128	1.6119
1_MACS_peak_8166_lociStitched	chr13(.):94979293-94980388	1.0418
1_MACS_peak_8167_lociStitched	chr13(.):95024163-95025007	1.0608
1_MACS_peak_8168_lociStitched	chr13(.):95200446-95202091	4.3052
2_MACS_peak_8169_lociStitched	chr13(.):95202907-95205393	1.8051
2_MACS_peak_8171_lociStitched	chr13(.):95247557-95249049	2.2
1_MACS_peak_8173_lociStitched	chr13(.):95253990-95254736	2.146
2_MACS_peak_8174_lociStitched	chr13(.):96328164-96330249	2.9464
1_MACS_peak_8176_lociStitched	chr13(.):96392568-96393082	1.0615
1_MACS_peak_8177_lociStitched	chr13(.):96671954-96672483	0.9268
1_MACS_peak_8178_lociStitched	chr13(.):96704971-96706273	4.2183
1_MACS_peak_8179_lociStitched	chr13(.):96983964-96984420	0.9743
2_MACS_peak_8180_lociStitched	chr13(.):97636045-97637522	0.7802
2_MACS_peak_8182_lociStitched	chr13(.):97873884-97874994	0.7823
1_MACS_peak_8184_lociStitched	chr13(.):97876068-97876704	1.1449
3_MACS_peak_8185_lociStitched	chr13(.):98084648-98087518	1.9686
1_MACS_peak_8188_lociStitched	chr13(.):98325278-98325706	0.7635
2_MACS_peak_8189_lociStitched	chr13(.):98627859-98629928	2.5396
1_MACS_peak_8191_lociStitched	chr13(.):99097808-99098191	0.7144
7_MACS_peak_8192_lociStitched	chr13(.):99127642-99142644	2.3758
2_MACS_peak_8199_lociStitched	chr13(.):99163654-99165542	1.0715
2_MACS_peak_8201_lociStitched	chr13(.):99223081-99224531	1.0542
2_MACS_peak_8203_lociStitched	chr13(.):99227939-99230358	1.9881
1_MACS_peak_8205_lociStitched	chr13(.):99505467-99507343	2.5253
1_MACS_peak_8206_lociStitched	chr13(.):99739008-99740110	1.7722
1_MACS_peak_8207_lociStitched	chr13(.):99852208-99853975	3.4275
1_MACS_peak_8208_lociStitched	chr13(.):99857136-99857710	0.7737
1_MACS_peak_8209_lociStitched	chr13(.):99984581-99985060	0.9428
1_MACS_peak_8210_lociStitched	chr13(.):100084906-100085281	0.7111
1_MACS_peak_8211_lociStitched	chr13(.):100150983-100151868	2.3141
1_MACS_peak_8212_lociStitched	chr13(.):100152974-100154589	2.4051
1_MACS_peak_8213_lociStitched	chr13(.):100194512-100195901	1.0034
1_MACS_peak_8214_lociStitched	chr13(.):100200147-100200616	1.0734
1_MACS_peak_8215_lociStitched	chr13(.):100258902-100259849	2.8422
1_MACS_peak_8216_lociStitched	chr13(.):100544632-100545062	0.627
1_MACS_peak_8217_lociStitched	chr13(.):100633091-100633469	1.0808
1_MACS_peak_8218_lociStitched	chr13(.):100740428-100742147	1.9405
1_MACS_peak_8219_lociStitched	chr13(.):100882273-100883941	1.1837
1_MACS_peak_8220_lociStitched	chr13(.):101044761-101045227	0.7367
1_MACS_peak_8221_lociStitched	chr13(.):101045831-101047567	1.1573
1_MACS_peak_8222_lociStitched	chr13(.):101240356-101240940	1.0389
2_MACS_peak_8223_lociStitched	chr13(.):101326645-101327938	0.8624
1_MACS_peak_8225_lociStitched	chr13(.):102279698-102280550	0.9612
1_MACS_peak_8226_lociStitched	chr13(.):103046921-103047403	2.3846
1_MACS_peak_8227_lociStitched	chr13(.):103243971-103245852	2.5596
1_MACS_peak_8228_lociStitched	chr13(.):103247427-103250652	3.8845
1_MACS_peak_8229_lociStitched	chr13(.):103425114-103426732	3.0794
2_MACS_peak_8230_lociStitched	chr13(.):103450936-103451821	0.8829
1_MACS_peak_8232_lociStitched	chr13(.):103452723-103453119	0.6239
1_MACS_peak_8233_lociStitched	chr13(.):103496972-103499930	4.0042
1_MACS_peak_8234_lociStitched	chr13(.):104114840-104115260	0.8244
1_MACS_peak_8235_lociStitched	chr13(.):104116260-104119611	2.5364
1_MACS_peak_8236_lociStitched	chr13(.):104168912-104169327	0.7295
2_MACS_peak_8237_lociStitched	chr13(.):104216563-104217582	0.773
1_MACS_peak_8239_lociStitched	chr13(.):104218613-104222264	2.7434
1_MACS_peak_8240_lociStitched	chr13(.):104891586-104891905	0.6482
1_MACS_peak_8241_lociStitched	chr13(.):105711095-105712100	0.8588
1_MACS_peak_8242_lociStitched	chr13(.):105725127-105725962	0.7212
1_MACS_peak_8243_lociStitched	chr13(.):105789518-105793852	3.9857
1_MACS_peak_8244_lociStitched	chr13(.):106744139-106744602	0.7979
1_MACS_peak_8245_lociStitched	chr13(.):106811664-106812527	0.8382
1_MACS_peak_8246_lociStitched	chr13(.):106813164-106813615	0.6674
1_MACS_peak_8247_lociStitched	chr13(.):106865436-106866442	1.2883
2_MACS_peak_8248_lociStitched	chr13(.):107213357-107214855	0.9165
1_MACS_peak_8250_lociStitched	chr13(.):107219037-107221274	4.1416
1_MACS_peak_8251_lociStitched	chr13(.):107221827-107222520	0.8605
1_MACS_peak_8252_lociStitched	chr13(.):108578479-108579105	1.0831
2_MACS_peak_8253_lociStitched	chr13(.):108867260-108868464	1.2736
1_MACS_peak_8255_lociStitched	chr13(.):108869865-108871518	2.5966
1_MACS_peak_8256_lociStitched	chr13(.):108922517-108922858	0.5524
2_MACS_peak_8257_lociStitched	chr13(.):108958338-108959893	0.8761
1_MACS_peak_8259_lociStitched	chr13(.):109168395-109168912	1.1647
1_MACS_peak_8260_lociStitched	chr13(.):109538359-109539202	1.1769
1_MACS_peak_8261_lociStitched	chr13(.):109567377-109568973	1.9388
2_MACS_peak_8262_lociStitched	chr13(.):109813751-109815825	1.2661
1_MACS_peak_8264_lociStitched	chr13(.):109833117-109833548	0.8082
1_MACS_peak_8265_lociStitched	chr13(.):110430070-110431003	0.9593
2_MACS_peak_8266_lociStitched	chr13(.):110438468-110440298	2.1772
1_MACS_peak_8268_lociStitched	chr13(.):110583182-110583822	1.3604
1_MACS_peak_8269_lociStitched	chr13(.):110682018-110684121	1.2999
1_MACS_peak_8270_lociStitched	chr13(.):110688936-110691869	2.0056
1_MACS_peak_8271_lociStitched	chr13(.):110694601-110699916	4.666
1_MACS_peak_8272_lociStitched	chr13(.):110705849-110710349	2.932
1_MACS_peak_8273_lociStitched	chr13(.):110714237-110715419	1.5047
1_MACS_peak_8274_lociStitched	chr13(.):110775518-110776048	0.6447
2_MACS_peak_8275_lociStitched	chr13(.):110780823-110782001	0.9183
1_MACS_peak_8277_lociStitched	chr13(.):110788246-110792104	3.762
1_MACS_peak_8278_lociStitched	chr13(.):110867910-110869796	1.5591
1_MACS_peak_8279_lociStitched	chr13(.):110874269-110874753	0.8533
1_MACS_peak_8280_lociStitched	chr13(.):110981669-110982116	0.6533
1_MACS_peak_8281_lociStitched	chr13(.):110982821-110983307	0.6775
1_MACS_peak_8282_lociStitched	chr13(.):111039287-111041691	2.2923
1_MACS_peak_8283_lociStitched	chr13(.):111063837-111065474	2.0718
1_MACS_peak_8284_lociStitched	chr13(.):111068189-111071182	2.7031
1_MACS_peak_8285_lociStitched	chr13(.):111095914-111096863	0.8961
1_MACS_peak_8286_lociStitched	chr13(.):111128151-111128740	0.8479
1_MACS_peak_8287_lociStitched	chr13(.):111267380-111268789	1.0913
2_MACS_peak_8288_lociStitched	chr13(.):111357394-111359279	1.5271
6_MACS_peak_8290_lociStitched	chr13(.):111363734-111368904	2.1223
1_MACS_peak_8296_lociStitched	chr13(.):111380062-111380597	0.8752
2_MACS_peak_8297_lociStitched	chr13(.):111522146-111523308	0.7561
1_MACS_peak_8299_lociStitched	chr13(.):111539334-111539890	0.7246
2_MACS_peak_8300_lociStitched	chr13(.):111564670-111568673	3.1747
1_MACS_peak_8302_lociStitched	chr13(.):111606976-111607280	0.5799
1_MACS_peak_8303_lociStitched	chr13(.):111684090-111684516	0.7715
1_MACS_peak_8304_lociStitched	chr13(.):111699469-111700037	0.7662
1_MACS_peak_8305_lociStitched	chr13(.):111704016-111704363	0.6499
1_MACS_peak_8306_lociStitched	chr13(.):111805399-111807154	4.019
2_MACS_peak_8307_lociStitched	chr13(.):113175189-113176544	0.7786
2_MACS_peak_8309_lociStitched	chr13(.):113228246-113229684	0.7053
1_MACS_peak_8311_lociStitched	chr13(.):113241009-113243114	3.7004
1_MACS_peak_8312_lociStitched	chr13(.):113326579-113329978	3.5509
1_MACS_peak_8313_lociStitched	chr13(.):113342237-113345846	3.5562
1_MACS_peak_8314_lociStitched	chr13(.):113457061-113458416	0.8675
2_MACS_peak_8315_lociStitched	chr13(.):113496616-113497488	0.608
1_MACS_peak_8317_lociStitched	chr13(.):113526993-113527811	2.4161
1_MACS_peak_8318_lociStitched	chr13(.):113585050-113585764	0.9518
1_MACS_peak_8319_lociStitched	chr13(.):113695953-113696333	0.743
1_MACS_peak_8320_lociStitched	chr13(.):113738292-113738666	0.6566
1_MACS_peak_8321_lociStitched	chr13(.):113808740-113809176	0.8237
1_MACS_peak_8322_lociStitched	chr13(.):113839780-113841604	1.7585
1_MACS_peak_8323_lociStitched	chr13(.):113862090-113865102	5.1898
2_MACS_peak_8324_lociStitched	chr13(.):113950841-113952573	1.7856
1_MACS_peak_8326_lociStitched	chr13(.):114066072-114066391	0.5903
1_MACS_peak_8327_lociStitched	chr13(.):114080380-114081491	1.1053
1_MACS_peak_8328_lociStitched	chr13(.):114144229-114146157	1.8529
1_MACS_peak_8329_lociStitched	chr13(.):114147312-114148883	1.4567
1_MACS_peak_8330_lociStitched	chr13(.):114239432-114240067	1.2997
2_MACS_peak_8331_lociStitched	chr13(.):114539903-114540825	0.8816
1_MACS_peak_8333_lociStitched	chr13(.):114830605-114831336	1.008
3_MACS_peak_8334_lociStitched	chr13(.):114832186-114834117	1.0254
2_MACS_peak_8337_lociStitched	chr13(.):114912691-114915231	0.8713
1_MACS_peak_8339_lociStitched	chr13(.):115000285-115001127	2.5683
3_MACS_peak_8340_lociStitched	chr13(.):115025058-115026541	0.8586
1_MACS_peak_8343_lociStitched	chr13(.):115027924-115030616	1.2055
1_MACS_peak_8344_lociStitched	chr13(.):115033253-115035175	1.2345
2_MACS_peak_8345_lociStitched	chr13(.):115043667-115048540	3.6563
1_MACS_peak_8347_lociStitched	chr13(.):115075179-115076064	1.0159
1_MACS_peak_8348_lociStitched	chr13(.):115078811-115081100	2.8416
2_MACS_peak_8349_lociStitched	chr13(.):115099234-115100035	0.8088
1_MACS_peak_8351_lociStitched	chr14(.):19065981-19066418	0.8029
1_MACS_peak_8352_lociStitched	chr14(.):19505811-19506263	1.0685
1_MACS_peak_8353_lociStitched	chr14(.):19640316-19642590	1.2436
1_MACS_peak_8354_lociStitched	chr14(.):19649183-19651072	4.7681
1_MACS_peak_8355_lociStitched	chr14(.):19924268-19926110	5.0873
1_MACS_peak_8356_lociStitched	chr14(.):19933853-19935111	1.5807
1_MACS_peak_8357_lociStitched	chr14(.):20773727-20774205	0.8989
1_MACS_peak_8358_lociStitched	chr14(.):20800618-20802154	1.7637
1_MACS_peak_8359_lociStitched	chr14(.):20810145-20812718	3.0089
1_MACS_peak_8360_lociStitched	chr14(.):20880813-20882178	1.5444
1_MACS_peak_8361_lociStitched	chr14(.):20921737-20924790	5.2693
2_MACS_peak_8362_lociStitched	chr14(.):20928171-20930873	4.1051
2_MACS_peak_8364_lociStitched	chr14(.):20936945-20938659	2.3161
2_MACS_peak_8366_lociStitched	chr14(.):20957498-20962128	3.2368
2_MACS_peak_8368_lociStitched	chr14(.):21038525-21039496	0.6375
1_MACS_peak_8370_lociStitched	chr14(.):21077713-21078270	1.6876
1_MACS_peak_8371_lociStitched	chr14(.):21082008-21082580	0.9703
1_MACS_peak_8372_lociStitched	chr14(.):21149350-21153293	3.5444
1_MACS_peak_8373_lociStitched	chr14(.):21439216-21439686	0.8507
2_MACS_peak_8374_lociStitched	chr14(.):21457352-21459221	1.6609
1_MACS_peak_8376_lociStitched	chr14(.):21566685-21567193	0.9677
1_MACS_peak_8377_lociStitched	chr14(.):21571264-21573257	5.4209
2_MACS_peak_8378_lociStitched	chr14(.):21574513-21575726	0.8773
2_MACS_peak_8380_lociStitched	chr14(.):21576625-21577704	0.8282
1_MACS_peak_8382_lociStitched	chr14(.):21658993-21660272	2.3857
6_MACS_peak_8383_lociStitched	chr14(.):21731778-21738702	1.9177
1_MACS_peak_8389_lociStitched	chr14(.):21768834-21769667	1.1315
2_MACS_peak_8390_lociStitched	chr14(.):21776378-21777754	2.1671
1_MACS_peak_8392_lociStitched	chr14(.):21850805-21853456	5.2772
2_MACS_peak_8393_lociStitched	chr14(.):21904869-21906083	1.555
2_MACS_peak_8395_lociStitched	chr14(.):21923424-21925421	2.798
2_MACS_peak_8397_lociStitched	chr14(.):21944344-21946172	2.3908
1_MACS_peak_8399_lociStitched	chr14(.):21978519-21980285	3.2215
1_MACS_peak_8400_lociStitched	chr14(.):22804651-22805044	0.6276
1_MACS_peak_8401_lociStitched	chr14(.):22855997-22856744	1.375
1_MACS_peak_8402_lociStitched	chr14(.):22859808-22861125	1.1749
2_MACS_peak_8403_lociStitched	chr14(.):22917322-22918443	0.7887
1_MACS_peak_8405_lociStitched	chr14(.):22932588-22936767	2.1106
4_MACS_peak_8406_lociStitched	chr14(.):22940919-22945604	1.259
1_MACS_peak_8410_lociStitched	chr14(.):22946718-22947043	0.6424
1_MACS_peak_8411_lociStitched	chr14(.):22951032-22951356	0.6327
2_MACS_peak_8412_lociStitched	chr14(.):22958217-22959757	0.7302
1_MACS_peak_8414_lociStitched	chr14(.):22960961-22961383	0.7069
1_MACS_peak_8415_lociStitched	chr14(.):22963375-22963982	0.8509
2_MACS_peak_8416_lociStitched	chr14(.):22973960-22977310	1.9478
1_MACS_peak_8418_lociStitched	chr14(.):22978302-22978929	0.8042
1_MACS_peak_8419_lociStitched	chr14(.):22983718-22984600	0.9892
1_MACS_peak_8420_lociStitched	chr14(.):23006100-23006671	0.8786
4_MACS_peak_8421_lociStitched	chr14(.):23016992-23040369	4.5766
2_MACS_peak_8425_lociStitched	chr14(.):23056544-23059211	1.9145
1_MACS_peak_8427_lociStitched	chr14(.):23065298-23069404	3.3598
1_MACS_peak_8428_lociStitched	chr14(.):23119995-23120452	0.7094
1_MACS_peak_8429_lociStitched	chr14(.):23235015-23236714	3.7039
1_MACS_peak_8430_lociStitched	chr14(.):23288635-23289366	0.7814
1_MACS_peak_8431_lociStitched	chr14(.):23298414-23299957	2.6786
1_MACS_peak_8432_lociStitched	chr14(.):23322070-23322890	1.5478
1_MACS_peak_8433_lociStitched	chr14(.):23338641-23342313	2.1847
1_MACS_peak_8434_lociStitched	chr14(.):23352514-23352996	0.9744
1_MACS_peak_8435_lociStitched	chr14(.):23355354-23357695	2.2162
2_MACS_peak_8436_lociStitched	chr14(.):23386930-23389507	4.3415
2_MACS_peak_8438_lociStitched	chr14(.):23397612-23400133	1.8508
1_MACS_peak_8440_lociStitched	chr14(.):23425580-23427028	3.5212
1_MACS_peak_8441_lociStitched	chr14(.):23475380-23477309	5.8442
1_MACS_peak_8442_lociStitched	chr14(.):23478600-23479979	2.2109
1_MACS_peak_8443_lociStitched	chr14(.):23503055-23504974	3.8966
1_MACS_peak_8444_lociStitched	chr14(.):23526925-23527467	0.8013
1_MACS_peak_8445_lociStitched	chr14(.):23540006-23540862	2.3107
1_MACS_peak_8446_lociStitched	chr14(.):23563282-23565722	4.6751
1_MACS_peak_8447_lociStitched	chr14(.):23630321-23630741	0.9496
1_MACS_peak_8448_lociStitched	chr14(.):23643664-23644344	1.1751
1_MACS_peak_8449_lociStitched	chr14(.):23687622-23689071	1.0831
2_MACS_peak_8450_lociStitched	chr14(.):23754383-23756338	2.11
2_MACS_peak_8452_lociStitched	chr14(.):23769275-23772693	3.3778
1_MACS_peak_8454_lociStitched	chr14(.):23775358-23776662	1.8872
2_MACS_peak_8455_lociStitched	chr14(.):23789260-23791908	3.7183
1_MACS_peak_8457_lociStitched	chr14(.):23938589-23939570	2.022
1_MACS_peak_8458_lociStitched	chr14(.):24020625-24021625	1.2374
1_MACS_peak_8459_lociStitched	chr14(.):24024986-24026148	3.3417
1_MACS_peak_8460_lociStitched	chr14(.):24036300-24037157	0.9243
1_MACS_peak_8461_lociStitched	chr14(.):24422784-24423493	1.4802
2_MACS_peak_8462_lociStitched	chr14(.):24438436-24439480	0.5521
2_MACS_peak_8464_lociStitched	chr14(.):24457441-24458613	1.0928
1_MACS_peak_8466_lociStitched	chr14(.):24475617-24476647	1.1967
1_MACS_peak_8467_lociStitched	chr14(.):24505077-24506150	1.1496
1_MACS_peak_8468_lociStitched	chr14(.):24520630-24521630	1.0824
1_MACS_peak_8469_lociStitched	chr14(.):24544740-24545234	0.8701
1_MACS_peak_8470_lociStitched	chr14(.):24549311-24551566	2.7154
1_MACS_peak_8471_lociStitched	chr14(.):24562704-24565296	2.0174
1_MACS_peak_8472_lociStitched	chr14(.):24578223-24578648	0.8414
2_MACS_peak_8473_lociStitched	chr14(.):24582417-24585214	4.3472
1_MACS_peak_8475_lociStitched	chr14(.):24604596-24606224	2.2141
2_MACS_peak_8476_lociStitched	chr14(.):24609624-24611624	2.0778
2_MACS_peak_8478_lociStitched	chr14(.):24615121-24617350	1.7999
2_MACS_peak_8480_lociStitched	chr14(.):24629004-24631667	2.6268
1_MACS_peak_8482_lociStitched	chr14(.):24657468-24658073	2.2925
1_MACS_peak_8483_lociStitched	chr14(.):24664094-24666100	4.4824
2_MACS_peak_8484_lociStitched	chr14(.):24681566-24685848	3.435
1_MACS_peak_8486_lociStitched	chr14(.):24700577-24702848	2.3795
1_MACS_peak_8487_lociStitched	chr14(.):24711102-24713129	4.2654
1_MACS_peak_8488_lociStitched	chr14(.):24715531-24716869	1.6622
1_MACS_peak_8489_lociStitched	chr14(.):24739724-24741738	3.3654
1_MACS_peak_8490_lociStitched	chr14(.):24742909-24743451	0.7311
1_MACS_peak_8491_lociStitched	chr14(.):24748292-24748741	0.7203
1_MACS_peak_8492_lociStitched	chr14(.):24768202-24769797	2.2913
1_MACS_peak_8493_lociStitched	chr14(.):24776921-24777311	0.7932
1_MACS_peak_8494_lociStitched	chr14(.):24779488-24781545	1.8438
2_MACS_peak_8495_lociStitched	chr14(.):24835025-24837654	1.5913
1_MACS_peak_8497_lociStitched	chr14(.):24898304-24901062	3.1983
2_MACS_peak_8498_lociStitched	chr14(.):24911013-24912905	2.3829
1_MACS_peak_8500_lociStitched	chr14(.):25134288-25134746	0.7487
1_MACS_peak_8501_lociStitched	chr14(.):25142832-25143600	0.9793
2_MACS_peak_8502_lociStitched	chr14(.):25410393-25412078	0.9649
1_MACS_peak_8504_lociStitched	chr14(.):25448821-25449106	0.693
1_MACS_peak_8505_lociStitched	chr14(.):25679430-25679668	0.4933
3_MACS_peak_8506_lociStitched	chr14(.):30817932-30820158	0.878
1_MACS_peak_8509_lociStitched	chr14(.):30823832-30825755	1.1369
1_MACS_peak_8510_lociStitched	chr14(.):30831737-30833271	2.2783
1_MACS_peak_8511_lociStitched	chr14(.):30942582-30943830	1.6209
1_MACS_peak_8512_lociStitched	chr14(.):31027763-31029156	1.6178
2_MACS_peak_8513_lociStitched	chr14(.):31089689-31092590	2.1014
1_MACS_peak_8515_lociStitched	chr14(.):31117866-31118322	0.8426
1_MACS_peak_8516_lociStitched	chr14(.):31159485-31160896	1.2571
1_MACS_peak_8517_lociStitched	chr14(.):31343654-31344154	0.7417
1_MACS_peak_8518_lociStitched	chr14(.):31494120-31496653	3.8092
2_MACS_peak_8519_lociStitched	chr14(.):31674972-31678704	3.9957
2_MACS_peak_8521_lociStitched	chr14(.):31733798-31735722	0.8709
1_MACS_peak_8523_lociStitched	chr14(.):31752946-31753387	0.9574
3_MACS_peak_8524_lociStitched	chr14(.):31889060-31891304	1.8827
1_MACS_peak_8527_lociStitched	chr14(.):31925762-31927260	3.0877
1_MACS_peak_8528_lociStitched	chr14(.):32030263-32031418	2.2983
1_MACS_peak_8529_lociStitched	chr14(.):32437308-32437777	1.0379
1_MACS_peak_8530_lociStitched	chr14(.):32544878-32547648	4.1279
1_MACS_peak_8531_lociStitched	chr14(.):32666331-32668054	1.0051
1_MACS_peak_8532_lociStitched	chr14(.):32669258-32676558	4.1963
1_MACS_peak_8533_lociStitched	chr14(.):32684868-32685314	0.6163
1_MACS_peak_8534_lociStitched	chr14(.):32694548-32695009	1.0186
2_MACS_peak_8535_lociStitched	chr14(.):32727565-32729530	1.0435
1_MACS_peak_8537_lociStitched	chr14(.):32741371-32741606	0.6431
1_MACS_peak_8538_lociStitched	chr14(.):33171609-33171941	0.6416
1_MACS_peak_8539_lociStitched	chr14(.):33366260-33366723	0.6968
2_MACS_peak_8540_lociStitched	chr14(.):33403066-33413486	3.819
1_MACS_peak_8542_lociStitched	chr14(.):33414571-33415451	0.7731
1_MACS_peak_8543_lociStitched	chr14(.):33447212-33448457	1.0832
1_MACS_peak_8544_lociStitched	chr14(.):33453856-33457338	4.4614
1_MACS_peak_8545_lociStitched	chr14(.):33467893-33468361	0.8413
1_MACS_peak_8546_lociStitched	chr14(.):33480421-33480945	0.8621
