GENE_ID	locusLine	bin_1_40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
NM_001077654	chr5(.):118599417-118735294	0.1393
NM_005460	chr5(.):121642819-121804794	0.1038
NM_001038702	chr5(.):130594701-130735382	0.1179
NM_003060	chr5(.):131700400-131736306	0.1147
NM_018924	chr5(.):140744961-140897546	0.1068
NM_018922	chr5(.):140724827-140897546	0.1047
NM_018915	chr5(.):140713353-140897546	0.1039
NM_018916	chr5(.):140718600-140897546	0.1042
NM_018912	chr5(.):140705251-140897546	0.1034
NM_003736	chr5(.):140762451-140897546	0.1066
NM_018923	chr5(.):140734702-140897546	0.1052
NM_001079812	chr5(.):140889587-141003622	0.1278
NM_018920	chr5(.):140757466-140897546	0.1068
NM_018918	chr5(.):140738897-140897546	0.1055
NM_018917	chr5(.):140729767-140897546	0.1051
NM_018919	chr5(.):140748650-140897546	0.1071
NM_001020825	chr5(.):142652495-142788254	0.1231
NM_001018076	chr5(.):142652495-142789045	0.1228
NM_001018075	chr5(.):142652495-142820077	0.1217
NM_015621	chr5(.):150555612-150608654	0.1302
NM_004045	chr5(.):151117382-151143210	0.1385
NM_198321	chr5(.):153565294-153805543	0.1172
NM_005990	chr5(.):171464073-171620346	0.1146
NM_001167579	chr5(.):176806431-176822514	0.1098
NM_022455	chr5(.):176555832-176732214	0.1116
NM_172349	chr5(.):176555079-176732214	0.1116
NM_002406	chr5(.):180212540-180235048	0.1502
NM_001114619	chr5(.):180212540-180235902	0.1508
NM_001114618	chr5(.):180212540-180241817	0.148
NM_001114617	chr5(.):180212540-180242137	0.1471
NM_145265	chr5(.):199874-223297	0.1283
NM_001080478	chr5(.):186625-200468	0.1225
NM_004168	chr5(.):213355-261814	0.1219
NM_013232	chr5(.):266735-320089	0.1056
NM_001193376	chr5(.):1248286-1300162	0.0796
NM_030782	chr5(.):1312999-1350002	0.1617
NM_001145161	chr5(.):6443735-6501834	0.1335
NM_001171805	chr5(.):6709717-6762161	0.1305
NM_001171806	chr5(.):6741100-6762161	0.118
NM_006713	chr5(.):32580604-32609185	0.1744
NM_002184	chr5(.):55225924-55295821	0.1333
NR_036243	chr5(.):86405695-86415771	0.1542
NR_024384	chr5(.):87955262-87974146	0.1572
NR_024383	chr5(.):87955262-87979262	0.1486
NR_030741	chr5(.):87957670-87967757	0.1415
NM_005668	chr5(.):100137638-100243987	0.1308
NM_175052	chr5(.):100216014-100243970	0.1677
NM_005669	chr5(.):112207080-112263031	0.1242
NR_036052	chr5(.):118305280-118315362	0.0912
NM_014350	chr5(.):118686595-118735294	0.1239
NR_037500	chr5(.):131696181-131706291	0.1152
NM_002198	chr5(.):131812300-131831465	0.1713
NM_001013717	chr5(.):131741672-131803059	0.1731
NM_000879	chr5(.):131872135-131884214	0.1198
NM_016480	chr5(.):138672518-138710409	0.1131
NM_194296	chr5(.):138727455-138744776	0.1355
NM_152686	chr5(.):138740891-138780214	0.1253
NM_152685	chr5(.):138697884-138724039	0.1068
NM_001033112	chr5(.):138673133-138710409	0.1136
NM_001161546	chr5(.):138722634-138735885	0.1723
NM_016459	chr5(.):138718256-138730605	0.1939
NM_001035235	chr5(.):139924652-139942678	0.1311
NM_133173	chr5(.):139932852-139949189	0.1464
NM_080670	chr5(.):139939419-139953683	0.149
NM_003732	chr5(.):139922250-139934163	0.1276
NM_032088	chr5(.):140766482-140897546	0.1067
NM_032406	chr5(.):140859740-140872356	0.1064
NM_032407	chr5(.):140863807-140876444	0.095
NM_018925	chr5(.):140772694-140897546	0.1064
NM_032092	chr5(.):140795536-140897546	0.1087
NM_003735	chr5(.):140805157-140897546	0.107
NM_018921	chr5(.):140777519-140897546	0.1075
NM_018929	chr5(.):140863807-140897546	0.1027
NM_018913	chr5(.):140787742-140897546	0.1078
NM_002588	chr5(.):140850568-140897546	0.1099
NM_018926	chr5(.):140782769-140897546	0.1065
NM_018928	chr5(.):140859740-140897546	0.1042
NM_018927	chr5(.):140792281-140897546	0.1092
NM_183401	chr5(.):141343732-141373754	0.1268
NM_005471	chr5(.):141375233-141397620	0.152
NM_183400	chr5(.):141343621-141373754	0.1269
NM_016580	chr5(.):141319529-141343627	0.1414
NM_183399	chr5(.):141341436-141373754	0.124
NM_000024	chr5(.):148201155-148213197	0.2011
NM_006058	chr5(.):150404505-150465997	0.1299
NM_001155	chr5(.):150475266-150542443	0.1293
NM_001193544	chr5(.):150475266-150526216	0.1257
NM_000405	chr5(.):150627612-150654953	0.1359
NM_005754	chr5(.):151146475-151189915	0.1236
NM_001171183	chr5(.):171616175-171635458	0.1033
NM_030627	chr5(.):173310330-173392313	0.1396
NM_022304	chr5(.):175103463-175116558	0.1016
NM_001031677	chr5(.):176723198-176735744	0.1733
NM_006480	chr5(.):176779843-176804599	0.1207
NM_006816	chr5(.):176753562-176783885	0.1201
NM_031300	chr5(.):176729205-176744292	0.1762
NM_001142935	chr5(.):176727500-176744292	0.1816
NM_013237	chr5(.):176725834-176738950	0.186
NM_002082	chr5(.):176848686-176874850	0.1523
NM_030567	chr5(.):176868795-176888287	0.1229
NM_000505	chr5(.):176824138-176841577	0.145
NM_080881	chr5(.):176878613-176904871	0.0959
NM_004395	chr5(.):176878613-176905694	0.0936
NM_001004105	chr5(.):176848686-176873354	0.1534
NM_001174102	chr5(.):176870325-176888283	0.1249
NM_001029886	chr5(.):176822107-176832637	0.1196
NR_027183	chr5(.):180251958-180267726	0.159
NM_152283	chr5(.):180269610-180293286	0.1183
NR_027908	chr6(.):33548882-33566115	0.1224
NR_028361	chr6(.):33546475-33561803	0.157
NM_181356	chr6(.):44791469-45350670	0.1009
NM_003599	chr6(.):44792449-45350575	0.1009
NM_012288	chr6(.):52357199-52446862	0.1561
NM_000876	chr6(.):160385130-160532583	0.0599
NM_001195286	chr6(.):386738-416443	0.1498
NM_001168344	chr6(.):7102829-7257213	0.1184
NM_001003699	chr6(.):7103085-7257213	0.1186
NM_001718	chr6(.):7722010-7886961	0.1226
NR_037616	chr6(.):7876482-8069647	0.135
NM_004973	chr6(.):15241526-15527253	0.1119
NM_001080480	chr6(.):20095934-20217670	0.112
NM_001173977	chr6(.):25274655-25625758	0.1247
NM_014641	chr6(.):30662583-30690458	0.1373
NM_172166	chr6(.):31702724-31735455	0.1358
NM_177435	chr6(.):35305334-35398173	0.1049
NM_003427	chr6(.):35222509-35268760	0.1211
NM_004348	chr6(.):45384913-45523819	0.1297
NM_001024630	chr6(.):45291053-45523819	0.1194
NM_001123226	chr6(.):74166453-74216179	0.1081
NM_016021	chr6(.):90031343-90067619	0.1467
NM_001455	chr6(.):108877068-109010971	0.1417
NM_201559	chr6(.):108876025-109010971	0.1421
NM_032131	chr6(.):109164618-109300352	0.1277
NM_014454	chr6(.):109302644-109420277	0.1216
NM_001083535	chr6(.):109411355-109490115	0.1143
NM_173674	chr6(.):117798819-117896020	0.1279
NM_001130173	chr6(.):135497452-135545311	0.1198
NM_006734	chr6(.):143067603-143271338	0.0614
NM_024630	chr6(.):157797556-158099977	0.0589
NM_020185	chr6(.):287100-356355	0.2882
NM_001145549	chr6(.):7876482-7915310	0.1959
NM_030810	chr6(.):7876482-7916047	0.1943
NM_032744	chr6(.):11708887-11784280	0.1192
NM_005319	chr6(.):26050967-26061699	0.1431
NM_003537	chr6(.):26026816-26037288	0.1745
NM_003544	chr6(.):26022123-26032480	0.1707
NM_021062	chr6(.):26038454-26048885	0.1524
NM_003531	chr6(.):26040638-26051097	0.1521
NM_005325	chr6(.):26012259-26023040	0.1334
NM_003538	chr6(.):26016906-26027278	0.1618
NM_003513	chr6(.):26028319-26038796	0.1484
NM_003529	chr6(.):26015717-26026186	0.1435
NM_021065	chr6(.):26194011-26204471	0.1545
NM_003530	chr6(.):26192011-26204464	0.1431
NM_138720	chr6(.):26153348-26176576	0.1529
NM_003523	chr6(.):26179023-26189458	0.1495
NM_003539	chr6(.):26183937-26194304	0.1317
NM_003545	chr6(.):26199872-26210249	0.1575
NM_005321	chr6(.):26151558-26162343	0.1679
NM_003522	chr6(.):26194786-26205216	0.1699
NM_003518	chr6(.):26211427-26221872	0.1421
NM_021052	chr6(.):26212147-26222711	0.1395
NM_003532	chr6(.):26220382-26230844	0.1141
NM_003524	chr6(.):26246878-26257303	0.1742
NM_003547	chr6(.):26241838-26252205	0.157
NM_003540	chr6(.):26235653-26246021	0.1163
NM_021018	chr6(.):26245369-26255835	0.1775
NM_005320	chr6(.):26229439-26240216	0.1202
NM_001145008	chr6(.):26397464-26420444	0.1164
NM_001197240	chr6(.):26378328-26400100	0.1348
NM_001197247	chr6(.):26360397-26383540	0.1656
NM_001197238	chr6(.):26378323-26400100	0.1348
NM_007047	chr6(.):26360397-26383548	0.1656
NM_001197237	chr6(.):26378438-26400100	0.1343
NM_001197248	chr6(.):26360469-26383540	0.1658
NM_001197246	chr6(.):26363405-26383540	0.1489
NM_021064	chr6(.):27095816-27106314	0.1647
NM_080593	chr6(.):27101071-27119637	0.1456
NM_080596	chr6(.):27109907-27120346	0.1343
NR_036096	chr6(.):27110404-27120467	0.1384
NM_021058	chr6(.):27095094-27105575	0.1627
NM_003495	chr6(.):27102087-27112457	0.1158
NM_021066	chr6(.):27777079-27787518	0.1693
NM_003536	chr6(.):27772841-27783314	0.1918
NM_003509	chr6(.):27770976-27781445	0.1656
NM_003519	chr6(.):27770256-27780709	0.1689
NM_003521	chr6(.):27777821-27788267	0.1704
NM_003520	chr6(.):27801439-27811888	0.1512
NM_003511	chr6(.):27828106-27838576	0.1229
NM_003533	chr6(.):27834622-27845099	0.0822
NM_003510	chr6(.):27800657-27811117	0.151
NM_003541	chr6(.):27793951-27804305	0.1217
NM_005322	chr6(.):27829569-27840359	0.1208
NM_021968	chr6(.):27786902-27797258	0.1225
NM_003546	chr6(.):27835925-27846289	0.0861
NM_003587	chr6(.):30615895-30645830	0.1219
NM_001161376	chr6(.):30609815-30625987	0.1215
NM_133471	chr6(.):30639165-30660672	0.1748
NM_001134870	chr6(.):30639165-30660093	0.1753
NM_007243	chr6(.):30650825-30663769	0.1727
NM_178014	chr6(.):30683156-30698195	0.1852
NM_021246	chr6(.):31678132-31690581	0.0975
NM_138275	chr6(.):31686160-31697851	0.1268
NR_033488	chr6(.):31649725-31675850	0.1228
NM_013974	chr6(.):31689816-31703039	0.148
NM_025262	chr6(.):31639460-31653150	0.1107
NM_001288	chr6(.):31693357-31709341	0.2038
NM_001003693	chr6(.):31669683-31683372	0.129
NM_021160	chr6(.):31649725-31676137	0.1229
NR_024541	chr6(.):31674752-31686842	0.0964
NM_025261	chr6(.):31681424-31694510	0.0911
NM_001039651	chr6(.):31725772-31737624	0.0963
NM_025258	chr6(.):31728370-31750108	0.131
NR_002742	chr6(.):31799852-31809916	0.1476
NM_000434	chr6(.):31821828-31835709	0.1351
NM_021177	chr6(.):31760173-31779743	0.1358
NR_002745	chr6(.):31798039-31808103	0.1693
NM_001178045	chr6(.):31825969-31850448	0.118
NM_001040438	chr6(.):31797692-31812541	0.1488
NM_005345	chr6(.):31778290-31790719	0.1554
NM_005527	chr6(.):31772395-31787835	0.1513
NM_001178044	chr6(.):31825969-31851823	0.1221
NM_006295	chr6(.):31740296-31768712	0.1355
NM_005346	chr6(.):31790511-31803031	0.1641
NM_022107	chr6(.):32153542-32168300	0.1537
NM_138717	chr6(.):32116300-32136452	0.0836
NM_001136	chr6(.):32143745-32157023	0.1331
NM_004557	chr6(.):32157619-32196844	0.1214
NM_032741	chr6(.):32130982-32150888	0.1187
NM_002586	chr6(.):32147509-32162963	0.1213
NM_006913	chr6(.):32141161-32153570	0.1361
NR_003129	chr6(.):32141231-32153567	0.1344
NM_030651	chr6(.):32111139-32124720	0.0981
NM_005155	chr6(.):32116621-32136452	0.0829
NM_006411	chr6(.):32130982-32148916	0.122
NR_037169	chr6(.):32115578-32127142	0.0976
NM_030652	chr6(.):32127404-32141062	0.0845
NM_006120	chr6(.):32911390-32925899	0.1442
NM_002119	chr6(.):32966959-32982389	0.1062
NM_002118	chr6(.):32897405-32913847	0.1338
NM_005104	chr6(.):32931436-32954282	0.1809
NM_001113182	chr6(.):32933664-32954282	0.1838
NM_001199455	chr6(.):32934371-32954282	0.1887
NM_001199456	chr6(.):32935860-32954282	0.1831
NM_001164267	chr6(.):33241879-33262304	0.1312
NM_022551	chr6(.):33234851-33249281	0.1456
NM_172209	chr6(.):33262471-33287164	0.1452
NM_004761	chr6(.):33254430-33272176	0.1335
NM_172208	chr6(.):33266409-33287164	0.1502
NM_003782	chr6(.):33239916-33251602	0.139
NR_024517	chr6(.):33281334-33295793	0.1566
NM_014260	chr6(.):33252377-33263711	0.1337
NM_005453	chr6(.):33277181-33290512	0.178
NM_001145338	chr6(.):33277181-33290719	0.1774
NM_022553	chr6(.):33213048-33244662	0.1346
NM_001185181	chr6(.):33252411-33263709	0.134
NR_001444	chr6(.):33327513-33339139	0.0871
NM_001188	chr6(.):33535322-33553070	0.1538
NM_002224	chr6(.):33584155-33669348	0.1011
NM_022047	chr6(.):35260594-35294548	0.1286
NM_000322	chr6(.):42659332-42695358	0.095
NM_003192	chr6(.):42707233-42718884	0.1303
NR_037141	chr6(.):42690313-42700932	0.1318
NM_015349	chr6(.):42783793-42841296	0.1029
NM_001078177	chr6(.):44186362-44206888	0.132
NM_178148	chr6(.):44216837-44230283	0.1468
NM_001078174	chr6(.):44182241-44206888	0.1305
NM_020745	chr6(.):44261462-44286063	0.1121
NM_182539	chr6(.):44242896-44270458	0.0948
NM_001137560	chr6(.):44233479-44252182	0.1093
NM_001078175	chr6(.):44186295-44206888	0.1325
NM_004556	chr6(.):44220902-44238525	0.159
NM_007355	chr6(.):44209848-44226614	0.1542
NM_014051	chr6(.):52530883-52556385	0.1217
NR_024403	chr6(.):52524198-52538951	0.1724
NM_001402	chr6(.):74220472-74235755	0.1885
NM_002043	chr6(.):89962238-90029967	0.1146
NM_182907	chr6(.):106541814-106562811	0.1816
NM_001198	chr6(.):106529194-106562814	0.1842
NM_173830	chr6(.):109445506-109490115	0.1039
NM_020399	chr6(.):117876432-117928705	0.1268
NM_001145207	chr6(.):135351994-135381036	0.1235
NM_006620	chr6(.):135276516-135381036	0.1249
NR_037435	chr6(.):135295475-135305570	0.0974
NM_006290	chr6(.):138183580-138209449	0.1591
NM_006079	chr6(.):139688396-139700785	0.1384
NM_001168389	chr6(.):139688396-139700350	0.1379
NM_001168388	chr6(.):139688396-139700499	0.1392
NR_037463	chr6(.):157945163-157955232	0.0542
NM_001259	chr7(.):92229234-92468231	0.1272
NM_001145306	chr7(.):92229234-92470941	0.127
NM_001029835	chr7(.):45062232-45121069	0.1233
NM_001167935	chr7(.):45034786-45121069	0.1265
NR_030770	chr7(.):45034344-45121069	0.1265
NM_030796	chr7(.):55533305-55645200	0.1433
NM_012301	chr7(.):77641373-79087890	0.0966
NM_001913	chr7(.):101454291-101932250	0.0994
NM_181500	chr7(.):101454302-101932250	0.0994
NM_001164458	chr7(.):149939300-150025758	0.1622
NM_182762	chr7(.):20169278-20262013	0.1324
NR_036554	chr7(.):29720687-29787019	0.0933
NM_014800	chr7(.):36888960-37493511	0.1104
NM_002541	chr7(.):44641120-44753669	0.1177
NM_001003941	chr7(.):44641120-44721195	0.1278
NM_022748	chr7(.):47309751-47584199	0.1115
NM_006060	chr7(.):50339377-50477798	0.0868
NM_012395	chr7(.):90333711-90844904	0.1128
NM_017621	chr7(.):102091666-102110321	0.127
NM_182931	chr7(.):104649636-104759532	0.1159
NM_024913	chr7(.):120623750-120942498	0.1513
NM_001105533	chr7(.):120624444-120906972	0.1496
NM_173680	chr7(.):150071405-150100719	0.2088
NM_053043	chr7(.):155432202-155579179	0.1633
NR_036482	chr7(.):29719769-29732859	0.1411
NR_024278	chr7(.):29680537-29729754	0.139
NR_027347	chr7(.):29719387-29730437	0.1414
NM_019082	chr7(.):44600402-44619137	0.1334
NM_182547	chr7(.):44613761-44626827	0.1301
NR_003697	chr7(.):45017626-45031259	0.1297
NR_002952	chr7(.):45019976-45030109	0.1404
NM_033054	chr7(.):44997259-45023704	0.1118
NM_001163636	chr7(.):74067029-74180022	0.111
NM_020979	chr7(.):101923404-101967178	0.1136
NR_036245	chr7(.):101931368-101941453	0.1345
NM_032831	chr7(.):102068995-102102268	0.1367
NM_024653	chr7(.):102031803-102072129	0.1483
NM_006234	chr7(.):102108547-102124381	0.1757
NM_152892	chr7(.):102100389-102118612	0.1541
NR_027374	chr7(.):104530074-104572092	0.1125
NR_024586	chr7(.):104645988-104659588	0.1671
NM_002649	chr7(.):106500923-106552592	0.1997
NM_001166346	chr7(.):114557208-114568720	0.2195
NM_199072	chr7(.):114557208-114664970	0.1833
NM_019071	chr7(.):120585816-120620711	0.174
NM_001024613	chr7(.):121936447-121949565	0.1567
NR_036484	chr7(.):121938711-121955131	0.1774
NM_018396	chr7(.):128111782-128147978	0.1912
NM_013400	chr7(.):150060878-150076133	0.2372
NM_014374	chr7(.):150063257-150076133	0.2399
NM_001142928	chr7(.):150015295-150040245	0.1677
NM_002889	chr7(.):150030406-150043763	0.1296
NM_138434	chr7(.):150021937-150034811	0.1475
NR_027237	chr7(.):150097839-150114558	0.2294
NR_034033	chr7(.):150125741-150150228	0.2106
NM_004103	chr8(.):27163998-27321903	0.1402
NM_173176	chr8(.):27178053-27321903	0.1416
NM_173175	chr8(.):27178080-27321903	0.1416
NM_021623	chr8(.):38753752-38836430	0.1275
NM_001386	chr8(.):26430420-26520693	0.1165
NM_001197293	chr8(.):26366708-26520693	0.1121
NM_006228	chr8(.):28169648-28205868	0.1356
NM_001010906	chr8(.):27874480-27946388	0.1322
NM_023034	chr8(.):38127560-38244790	0.117
NR_027638	chr8(.):38849504-38967779	0.11
NM_172060	chr8(.):72104667-72273979	0.1041
NM_000503	chr8(.):72104667-72279467	0.1046
NM_005079	chr8(.):80942104-81088836	0.144
NM_001135733	chr8(.):95933199-95966615	0.0719
NM_024094	chr8(.):120841180-120873170	0.1226
NM_022783	chr8(.):120880899-121068157	0.1273
NM_173685	chr8(.):126099082-126384367	0.1253
NM_003033	chr8(.):134462090-134589183	0.1234
NM_003970	chr8(.):1988157-2098380	0.1218
NM_171982	chr8(.):27137403-27173834	0.1196
NM_018091	chr8(.):27945583-28053669	0.1089
NM_018660	chr8(.):28198101-28248977	0.124
NM_144652	chr8(.):38239019-38271061	0.1448
NM_017778	chr8(.):38168934-38244790	0.1211
NR_003129	chr8(.):38452692-38463775	0.0802
NM_001024381	chr8(.):38841326-38859041	0.1129
NM_153692	chr8(.):38826667-38851181	0.0956
NM_057749	chr8(.):95887452-95912482	0.0631
NM_152416	chr8(.):96032220-96075938	0.0583
NM_001032282	chr8(.):103656004-103671168	0.0954
NM_005655	chr8(.):103656004-103672983	0.0909
NM_148174	chr8(.):103833535-103881397	0.0607
NM_025195	chr8(.):126437562-126455644	0.1522
NM_201378	chr8(.):144984320-145052697	0.111
NM_032789	chr8(.):145046319-145065635	0.1435
NM_000445	chr8(.):144984320-145055913	0.1128
NM_201381	chr8(.):144984320-145023905	0.1114
NM_201382	chr8(.):144984320-145023110	0.1111
NM_201383	chr8(.):144984320-145021692	0.1113
NM_201379	chr8(.):144984320-145033088	0.1091
NM_001009184	chr8(.):145059225-145072583	0.1146
NM_201384	chr8(.):144984320-145018758	0.1108
NR_030383	chr8(.):145014358-145024447	0.1312
NM_201380	chr8(.):144984320-145030044	0.1111
NM_138367	chr8(.):145941293-145985970	0.0937
NM_030580	chr8(.):145993500-146017725	0.12
NM_033301	chr8(.):146010153-146022729	0.1502
NM_000973	chr8(.):146010153-146022805	0.1496
NM_003416	chr8(.):146047902-146073606	0.1164
NM_213605	chr8(.):146019260-146039529	0.117
NM_001497	chr9(.):33105638-33172356	0.1188
NM_147133	chr9(.):33285417-33370168	0.1188
NM_002504	chr9(.):33285417-33376155	0.1193
NM_147134	chr9(.):33285417-33353721	0.1227
NM_053016	chr9(.):112537576-112718756	0.1126
NM_001037293	chr9(.):112398067-112718756	0.1067
NM_007203	chr9(.):112537576-112939791	0.1228
NM_001004065	chr9(.):112805877-112939791	0.1448
NM_017790	chr9(.):116221008-116309371	0.1072
NM_144488	chr9(.):116202010-116365018	0.1082
NM_005047	chr9(.):123573331-123610206	0.1228
NM_175039	chr9(.):130665164-130684305	0.1496
NM_013355	chr9(.):131459801-131488199	0.0996
NM_015033	chr9(.):132644465-132810473	0.1102
NM_198679	chr9(.):134447156-134590229	0.1187
NM_005312	chr9(.):134447156-134617925	0.1237
NM_001172415	chr9(.):33247469-33269759	0.134
NM_001195536	chr9(.):33259876-33287067	0.1223
NM_014471	chr9(.):33235195-33253565	0.1087
NM_001170	chr9(.):33379947-33407517	0.1208
NM_139235	chr9(.):33456350-33478941	0.13
NM_004925	chr9(.):33436159-33452590	0.1281
NM_152850	chr9(.):35083687-35101579	0.1244
NM_001040411	chr9(.):35036101-35050988	0.1201
NM_025182	chr9(.):35099117-35120893	0.1464
NM_013442	chr9(.):35094888-35108154	0.1454
NM_004629	chr9(.):35068834-35085013	0.1431
NM_001040410	chr9(.):35037222-35050988	0.1218
NM_032634	chr9(.):35083687-35101546	0.1244
NM_007126	chr9(.):35051064-35077739	0.1665
NM_005384	chr9(.):94166326-94191144	0.1625
NM_015250	chr9(.):95468644-95532083	0.1373
NR_026868	chr9(.):95566892-95605739	0.1034
NM_001083603	chr9(.):98200263-98284247	0.1052
NM_001083606	chr9(.):98200263-98274699	0.1076
NM_001083607	chr9(.):98200263-98274481	0.1075
NM_001083605	chr9(.):98200263-98275322	0.1073
NM_000264	chr9(.):98200263-98275831	0.107
NM_001012993	chr9(.):112956845-112975413	0.0991
NM_001136562	chr9(.):112882780-112939791	0.1478
NM_000031	chr9(.):116143591-116168618	0.1129
NM_017443	chr9(.):116164517-116178029	0.1586
NM_031219	chr9(.):116130697-116143341	0.1176
NR_027261	chr9(.):116164517-116177955	0.1585
NM_152786	chr9(.):116168021-116196879	0.1321
NM_000608	chr9(.):117087068-117100536	0.0927
NM_030767	chr9(.):117091432-117161685	0.1213
NM_000607	chr9(.):117080302-117093759	0.09
NM_004888	chr9(.):117344993-117366152	0.1303
NM_153045	chr9(.):117368705-117413703	0.1304
NM_001244	chr9(.):117660123-117697770	0.1384
NM_005658	chr9(.):123659670-123694173	0.1339
NM_015651	chr9(.):123612930-123644606	0.1352
NM_001190947	chr9(.):123659670-123681850	0.1275
NM_001009936	chr9(.):123626852-123644606	0.1507
NR_024408	chr9(.):123600319-123621651	0.1387
NM_001045476	chr9(.):127610754-127625160	0.1274
NM_030978	chr9(.):127626483-127644696	0.129
NM_007209	chr9(.):127615157-127629240	0.133
NM_005489	chr9(.):130495595-130538621	0.1197
NM_001142532	chr9(.):130495595-130529697	0.1142
NM_001142533	chr9(.):130495595-130522583	0.1143
NM_001142531	chr9(.):130495595-130529719	0.1144
NM_001142534	chr9(.):130495595-130522561	0.1143
NM_170600	chr9(.):130495595-130546048	0.1258
NM_001085347	chr9(.):130488802-130502604	0.117
NM_001018078	chr9(.):130560507-130581556	0.1163
NM_001261	chr9(.):130543304-130558052	0.1229
NM_004957	chr9(.):130560153-130581556	0.117
NM_013443	chr9(.):130642600-130666871	0.1
NM_000476	chr9(.):130623758-130645022	0.1013
NR_036055	chr9(.):130543196-130553286	0.1275
NM_001035254	chr9(.):130697860-130747812	0.1446
NM_003863	chr9(.):130692373-130705763	0.1492
NM_203305	chr9(.):130697860-130717993	0.1331
NM_001135219	chr9(.):130678807-130698076	0.1483
NM_173492	chr9(.):130678807-130694770	0.1595
NR_024425	chr9(.):130885807-130897913	0.164
NR_027812	chr9(.):130877971-130895712	0.14
NM_001006641	chr9(.):130825478-130876524	0.1333
NM_197956	chr9(.):130818511-130834599	0.1485
NM_001006643	chr9(.):130855835-130876524	0.1058
NM_001006642	chr9(.):130849127-130876524	0.1098
NM_052901	chr9(.):130855816-130876524	0.1058
NM_025072	chr9(.):130877971-130895474	0.1399
NR_033374	chr9(.):130868449-130886013	0.1063
NM_001122821	chr9(.):131440933-131463675	0.1317
NM_052844	chr9(.):131390939-131424129	0.0978
NM_003011	chr9(.):131446508-131463675	0.1301
NM_032799	chr9(.):131478148-131491408	0.1159
NM_016520	chr9(.):132584563-132602572	0.1192
NM_006676	chr9(.):132592695-132649107	0.1055
NM_001008563	chr9(.):132592756-132649107	0.1056
NM_032728	chr9(.):134160080-134189649	0.1006
NM_033387	chr9(.):134128464-134156906	0.1448
NM_006125	chrX(.):11156516-11688821	0.0591
NM_013427	chrX(.):11150662-11688821	0.0594
NM_015691	chrX(.):9978794-10117518	0.0614
NM_001123384	chrX(.):39905498-40041582	0.0549
NM_144495	chrX(.):48750194-48765420	0.0774
NM_001167990	chrX(.):48750212-48765420	0.0774
NM_001032384	chrX(.):48750538-48765420	0.077
NM_001167992	chrX(.):48750774-48765420	0.0768
NM_001104544	chrX(.):119387504-119450391	0.068
NM_015129	chrX(.):118745908-118832333	0.0615
NM_145800	chrX(.):118744687-118832333	0.061
NM_005334	chrX(.):153208007-153241819	0.0642
NM_001830	chrX(.):10119984-10210699	0.0522
NM_017745	chrX(.):39905498-39961719	0.0581
NM_001167947	chrX(.):48745729-48760426	0.0891
NM_001042498	chrX(.):48755888-48774235	0.079
NM_001136158	chrX(.):48774302-48819893	0.0857
NM_001136159	chrX(.):48774302-48820648	0.0854
NM_006875	chrX(.):48765458-48781413	0.0888
NM_004979	chrX(.):48813638-48833251	0.0647
NM_005660	chrX(.):48755458-48773917	0.0802
NM_001032289	chrX(.):48755889-48773933	0.0797
NM_016500	chrX(.):75387770-75403033	0.0597
NR_030413	chrX(.):118775700-118785811	0.0532
NM_003399	chrX(.):128867945-128908525	0.0619
NM_018990	chrX(.):128908891-128934176	0.0845
NM_001130846	chrX(.):129258337-129277015	0.0521
NM_004208	chrX(.):129258337-129304861	0.0599
NM_004794	chrX(.):129300772-129323844	0.0724
NM_145813	chrX(.):129258337-129304808	0.0599
NM_000054	chrX(.):153165528-153177620	0.0354
NM_000425	chrX(.):153121970-153146399	0.0406
NM_003491	chrX(.):153190376-153205468	0.08
NM_001666	chrX(.):153167829-153196714	0.0589
NM_002910	chrX(.):153195721-153215232	0.0511
NR_027419	chrX(.):153162984-153177620	0.039
NM_003492	chrX(.):153232990-153253646	0.0805
NR_036175	chrX(.):153241548-153251627	0.0772
NR_036174	chrX(.):153241547-153251628	0.0772
NM_001110556	chrX(.):153571899-153608006	0.0582
NM_000117	chrX(.):153602596-153614883	0.0689
NM_006730	chrX(.):153624578-153642575	0.1057
NM_001183	chrX(.):153651977-153669862	0.0668
NM_001009934	chrX(.):153624578-153645427	0.0955
NR_000011	chrX(.):153623621-153633756	0.1045
NM_000116	chrX(.):153634876-153655063	0.0736
NR_026898	chrX(.):153621570-153635680	0.0957
NM_015892	chr10(.):125762181-125856930	0.1424
NM_014863	chr10(.):125774168-125856930	0.1481
NM_001083591	chr10(.):11201992-11383672	0.1524
NM_001025077	chr10(.):11042258-11383672	0.1351
NM_006561	chr10(.):11054892-11383672	0.1369
NM_172242	chr10(.):22629398-22711539	0.1073
NM_032199	chr10(.):63656012-63861707	0.1232
NM_001035260	chr10(.):70878907-70937616	0.1036
NM_001198798	chr10(.):73851273-73980751	0.1054
NM_001198799	chr10(.):73851273-73981183	0.1051
NM_020338	chr10(.):80823791-81081285	0.1044
NM_145868	chr10(.):81909879-81970328	0.1332
NM_000314	chr10(.):89618194-89733532	0.1227
NM_032810	chr10(.):89507874-89582917	0.1127
NM_007373	chr10(.):112674300-112778425	0.117
NM_014661	chr10(.):126302862-126437930	0.1088
NM_005180	chr10(.):22605005-22625414	0.127
NM_012071	chr10(.):22600298-22614237	0.142
NM_001098207	chr10(.):43876064-43897794	0.1398
