GENE_ID	locusLine	bin_1_13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam
1_MACS_peak_2568_lociStitched	chr10(.):12526100-12528219	2.1611
1_MACS_peak_2569_lociStitched	chr10(.):12630028-12630793	0.4437
1_MACS_peak_2570_lociStitched	chr10(.):12647125-12648731	1.2474
1_MACS_peak_2571_lociStitched	chr10(.):12752509-12753340	0.6027
2_MACS_peak_2572_lociStitched	chr10(.):13140733-13144644	1.8715
1_MACS_peak_2574_lociStitched	chr10(.):13202508-13204307	0.998
1_MACS_peak_2575_lociStitched	chr10(.):13278402-13279562	0.8675
1_MACS_peak_2576_lociStitched	chr10(.):13312880-13315146	2.4038
2_MACS_peak_2577_lociStitched	chr10(.):13341008-13345023	1.3789
2_MACS_peak_2579_lociStitched	chr10(.):13381862-13392319	1.3489
1_MACS_peak_2581_lociStitched	chr10(.):13628549-13630029	1.0387
1_MACS_peak_2582_lociStitched	chr10(.):13828834-13830120	0.7147
1_MACS_peak_2583_lociStitched	chr10(.):13837352-13838199	0.4729
1_MACS_peak_2584_lociStitched	chr10(.):14090693-14091030	1.2389
1_MACS_peak_2585_lociStitched	chr10(.):14226205-14228357	3.8312
1_MACS_peak_2586_lociStitched	chr10(.):14426631-14427832	0.5825
1_MACS_peak_2587_lociStitched	chr10(.):14548521-14549638	0.7143
1_MACS_peak_2588_lociStitched	chr10(.):14568763-14570637	0.7043
2_MACS_peak_2589_lociStitched	chr10(.):14596520-14602523	2.2323
1_MACS_peak_2591_lociStitched	chr10(.):14643537-14646979	1.0642
2_MACS_peak_2592_lociStitched	chr10(.):14686929-14691532	1.4741
1_MACS_peak_2594_lociStitched	chr10(.):14700752-14702933	2.1983
1_MACS_peak_2595_lociStitched	chr10(.):14727812-14729235	0.6708
3_MACS_peak_2596_lociStitched	chr10(.):14776382-14785689	0.8087
1_MACS_peak_2599_lociStitched	chr10(.):14867621-14869198	0.6235
1_MACS_peak_2600_lociStitched	chr10(.):14879039-14881748	2.5681
1_MACS_peak_2601_lociStitched	chr10(.):14919598-14922091	2.4102
2_MACS_peak_2602_lociStitched	chr10(.):14960633-14970121	0.9996
1_MACS_peak_2604_lociStitched	chr10(.):14982882-14985610	1.8072
2_MACS_peak_2605_lociStitched	chr10(.):14994275-15003253	2.5552
1_MACS_peak_2607_lociStitched	chr10(.):15065465-15066342	0.4322
1_MACS_peak_2608_lociStitched	chr10(.):15138334-15140613	4.0365
1_MACS_peak_2609_lociStitched	chr10(.):15163940-15165717	0.7367
1_MACS_peak_2610_lociStitched	chr10(.):15209468-15210788	1.182
1_MACS_peak_2611_lociStitched	chr10(.):15249716-15251859	1.4134
1_MACS_peak_2612_lociStitched	chr10(.):15295684-15297223	0.9005
2_MACS_peak_2613_lociStitched	chr10(.):15412164-15416467	0.327
1_MACS_peak_2615_lociStitched	chr10(.):15759977-15762768	1.5844
1_MACS_peak_2616_lociStitched	chr10(.):15789417-15791263	0.969
1_MACS_peak_2617_lociStitched	chr10(.):15826565-15832629	5.9346
1_MACS_peak_2618_lociStitched	chr10(.):15862614-15864149	0.7577
1_MACS_peak_2619_lociStitched	chr10(.):15901372-15903143	1.8413
1_MACS_peak_2620_lociStitched	chr10(.):16453955-16454929	0.8802
1_MACS_peak_2621_lociStitched	chr10(.):16478131-16480004	1.35
1_MACS_peak_2622_lociStitched	chr10(.):16612225-16613219	0.5439
1_MACS_peak_2623_lociStitched	chr10(.):16858454-16860669	1.6312
1_MACS_peak_2624_lociStitched	chr10(.):17043191-17045044	1.1783
3_MACS_peak_2625_lociStitched	chr10(.):17060770-17072410	0.5173
1_MACS_peak_2628_lociStitched	chr10(.):17241757-17244372	3.9573
1_MACS_peak_2629_lociStitched	chr10(.):17258049-17259164	0.5694
1_MACS_peak_2630_lociStitched	chr10(.):17269150-17274832	3.8527
1_MACS_peak_2631_lociStitched	chr10(.):17684967-17687315	6.9646
1_MACS_peak_2632_lociStitched	chr10(.):17798304-17799720	0.7089
1_MACS_peak_2633_lociStitched	chr10(.):18045286-18046742	0.7144
1_MACS_peak_2634_lociStitched	chr10(.):18789965-18790927	0.5156
1_MACS_peak_2635_lociStitched	chr10(.):18866606-18868052	0.6501
1_MACS_peak_2636_lociStitched	chr10(.):18916322-18917180	0.4322
2_MACS_peak_2637_lociStitched	chr10(.):18939313-18949845	1.2952
1_MACS_peak_2639_lociStitched	chr10(.):19048082-19049904	0.9888
1_MACS_peak_2640_lociStitched	chr10(.):19272886-19273998	0.9453
1_MACS_peak_2641_lociStitched	chr10(.):19622203-19623386	0.5849
1_MACS_peak_2642_lociStitched	chr10(.):19738930-19739599	0.482
1_MACS_peak_2643_lociStitched	chr10(.):19821332-19822977	0.8698
1_MACS_peak_2644_lociStitched	chr10(.):20104418-20106528	0.5559
1_MACS_peak_2645_lociStitched	chr10(.):20291929-20294483	1.8493
1_MACS_peak_2646_lociStitched	chr10(.):20373956-20374844	0.4907
1_MACS_peak_2647_lociStitched	chr10(.):21263863-21267407	2.1434
1_MACS_peak_2648_lociStitched	chr10(.):21784645-21785967	0.5664
1_MACS_peak_2649_lociStitched	chr10(.):21805789-21807023	0.8042
2_MACS_peak_2650_lociStitched	chr10(.):21814151-21824095	0.8917
3_MACS_peak_2652_lociStitched	chr10(.):21873596-21881546	0.52
1_MACS_peak_2655_lociStitched	chr10(.):21999273-22000506	0.6686
1_MACS_peak_2656_lociStitched	chr10(.):22177162-22179484	1.066
1_MACS_peak_2657_lociStitched	chr10(.):22260367-22262790	1.1295
1_MACS_peak_2658_lociStitched	chr10(.):22290733-22295055	3.1375
1_MACS_peak_2659_lociStitched	chr10(.):22422430-22423808	0.4733
1_MACS_peak_2660_lociStitched	chr10(.):22517596-22518903	1.0963
1_MACS_peak_2661_lociStitched	chr10(.):22540250-22542476	3.3239
4_MACS_peak_2662_lociStitched	chr10(.):22604445-22615375	1.101
1_MACS_peak_2666_lociStitched	chr10(.):22628754-22630698	2.9608
1_MACS_peak_2667_lociStitched	chr10(.):22666995-22668250	0.6666
1_MACS_peak_2668_lociStitched	chr10(.):22725262-22727235	2.7678
1_MACS_peak_2669_lociStitched	chr10(.):22904565-22905573	1.0233
1_MACS_peak_2670_lociStitched	chr10(.):22918383-22920537	1.3775
1_MACS_peak_2671_lociStitched	chr10(.):22970605-22973428	2.3546
1_MACS_peak_2672_lociStitched	chr10(.):23001927-23004213	0.9143
1_MACS_peak_2673_lociStitched	chr10(.):23384362-23385669	1.0949
1_MACS_peak_2674_lociStitched	chr10(.):23701903-23703585	0.7433
1_MACS_peak_2675_lociStitched	chr10(.):23727160-23730102	1.762
1_MACS_peak_2676_lociStitched	chr10(.):24671944-24673516	1.1442
1_MACS_peak_2677_lociStitched	chr10(.):24713164-24714576	1.1024
1_MACS_peak_2678_lociStitched	chr10(.):24737629-24741291	1.119
1_MACS_peak_2679_lociStitched	chr10(.):24754816-24756038	0.7242
1_MACS_peak_2680_lociStitched	chr10(.):24939632-24942831	1.1179
1_MACS_peak_2681_lociStitched	chr10(.):25010909-25014303	1.5904
1_MACS_peak_2682_lociStitched	chr10(.):25161799-25163086	0.7409
1_MACS_peak_2683_lociStitched	chr10(.):25189531-25191197	1.1186
1_MACS_peak_2684_lociStitched	chr10(.):25304498-25306629	2.434
1_MACS_peak_2685_lociStitched	chr10(.):26109656-26110505	0.5206
1_MACS_peak_2686_lociStitched	chr10(.):26661407-26663036	1.7073
2_MACS_peak_2687_lociStitched	chr10(.):26719325-26728303	0.4668
1_MACS_peak_2689_lociStitched	chr10(.):26985518-26987875	3.1582
1_MACS_peak_2690_lociStitched	chr10(.):27027116-27029176	1.1881
1_MACS_peak_2691_lociStitched	chr10(.):27088104-27089902	0.8987
1_MACS_peak_2692_lociStitched	chr10(.):27118390-27119931	0.7418
1_MACS_peak_2693_lociStitched	chr10(.):27128983-27131412	0.6926
1_MACS_peak_2694_lociStitched	chr10(.):27146815-27150416	1.6782
1_MACS_peak_2695_lociStitched	chr10(.):27181024-27182219	0.6463
1_MACS_peak_2696_lociStitched	chr10(.):27388337-27390156	2.8005
1_MACS_peak_2697_lociStitched	chr10(.):27442186-27445936	4.5514
1_MACS_peak_2698_lociStitched	chr10(.):27528327-27532878	2.6186
1_MACS_peak_2699_lociStitched	chr10(.):27541262-27542327	0.8802
1_MACS_peak_2700_lociStitched	chr10(.):27792297-27794371	1.987
1_MACS_peak_2701_lociStitched	chr10(.):28030896-28032771	2.2503
1_MACS_peak_2702_lociStitched	chr10(.):28287068-28288262	0.8632
1_MACS_peak_2703_lociStitched	chr10(.):28466691-28467924	0.4895
1_MACS_peak_2704_lociStitched	chr10(.):28591247-28592361	0.7976
1_MACS_peak_2705_lociStitched	chr10(.):28622770-28624570	0.6473
1_MACS_peak_2706_lociStitched	chr10(.):28820431-28823855	4.9038
1_MACS_peak_2707_lociStitched	chr10(.):28965992-28967090	0.6675
1_MACS_peak_2708_lociStitched	chr10(.):29697990-29699584	1.5323
3_MACS_peak_2709_lociStitched	chr10(.):29766230-29769590	0.5603
1_MACS_peak_2712_lociStitched	chr10(.):29947516-29949015	1.0643
1_MACS_peak_2713_lociStitched	chr10(.):30023562-30025203	0.8433
1_MACS_peak_2714_lociStitched	chr10(.):30071983-30072922	0.4285
1_MACS_peak_2715_lociStitched	chr10(.):30315570-30316888	0.8541
1_MACS_peak_2716_lociStitched	chr10(.):30365352-30366273	0.6142
1_MACS_peak_2717_lociStitched	chr10(.):30475060-30476423	1.8193
2_MACS_peak_2718_lociStitched	chr10(.):30529671-30538289	0.3613
1_MACS_peak_2720_lociStitched	chr10(.):30573816-30575286	0.9226
1_MACS_peak_2721_lociStitched	chr10(.):30637084-30638870	2.1945
1_MACS_peak_2722_lociStitched	chr10(.):30706892-30708322	0.9149
1_MACS_peak_2723_lociStitched	chr10(.):30721719-30727367	2.0808
1_MACS_peak_2724_lociStitched	chr10(.):30744219-30746050	0.6801
1_MACS_peak_2725_lociStitched	chr10(.):30791037-30792208	0.6746
1_MACS_peak_2726_lociStitched	chr10(.):30817655-30819774	3.299
1_MACS_peak_2727_lociStitched	chr10(.):30872170-30873607	1.139
1_MACS_peak_2728_lociStitched	chr10(.):30919347-30920387	0.8511
1_MACS_peak_2729_lociStitched	chr10(.):30951818-30953244	0.557
1_MACS_peak_2730_lociStitched	chr10(.):30963187-30965568	0.9969
1_MACS_peak_2731_lociStitched	chr10(.):30989283-30996853	6.4747
1_MACS_peak_2732_lociStitched	chr10(.):31071062-31073431	1.2625
1_MACS_peak_2733_lociStitched	chr10(.):31217306-31218703	0.7647
1_MACS_peak_2734_lociStitched	chr10(.):31319809-31321942	2.8837
1_MACS_peak_2735_lociStitched	chr10(.):31422477-31423732	0.7145
1_MACS_peak_2736_lociStitched	chr10(.):31606766-31611330	2.537
2_MACS_peak_2737_lociStitched	chr10(.):31670346-31674610	2.3113
1_MACS_peak_2739_lociStitched	chr10(.):31891877-31893144	0.5356
1_MACS_peak_2740_lociStitched	chr10(.):32048348-32049914	0.9618
1_MACS_peak_2741_lociStitched	chr10(.):32216565-32219899	1.2982
1_MACS_peak_2742_lociStitched	chr10(.):32344064-32346099	3.3436
1_MACS_peak_2743_lociStitched	chr10(.):32634482-32637139	11.5293
1_MACS_peak_2744_lociStitched	chr10(.):32666085-32669379	1.4176
1_MACS_peak_2745_lociStitched	chr10(.):32734246-32736665	3.38
1_MACS_peak_2746_lociStitched	chr10(.):33246039-33248045	0.9158
1_MACS_peak_2747_lociStitched	chr10(.):33268858-33270519	1.5893
1_MACS_peak_2748_lociStitched	chr10(.):34254507-34255651	0.5272
1_MACS_peak_2749_lociStitched	chr10(.):34470290-34471549	1.0356
1_MACS_peak_2750_lociStitched	chr10(.):34493694-34495971	1.3705
1_MACS_peak_2751_lociStitched	chr10(.):34826269-34829491	1.2233
3_MACS_peak_2752_lociStitched	chr10(.):34954822-34963356	0.6767
1_MACS_peak_2755_lociStitched	chr10(.):35009690-35010935	0.6145
1_MACS_peak_2756_lociStitched	chr10(.):35068640-35072036	1.8658
1_MACS_peak_2757_lociStitched	chr10(.):35102728-35104253	0.8926
2_MACS_peak_2758_lociStitched	chr10(.):35378175-35382322	1.8222
1_MACS_peak_2760_lociStitched	chr10(.):35414975-35417443	6.0837
1_MACS_peak_2761_lociStitched	chr10(.):35437155-35440109	2.0354
1_MACS_peak_2762_lociStitched	chr10(.):35473063-35474195	0.523
1_MACS_peak_2763_lociStitched	chr10(.):35483820-35485703	1.829
2_MACS_peak_2764_lociStitched	chr10(.):35624278-35631377	0.5591
1_MACS_peak_2766_lociStitched	chr10(.):35929802-35932956	1.0025
1_MACS_peak_2767_lociStitched	chr10(.):36434162-36435124	1.1202
1_MACS_peak_2768_lociStitched	chr10(.):37989799-37991089	1.043
1_MACS_peak_2769_lociStitched	chr10(.):38145547-38147546	2.0223
1_MACS_peak_2770_lociStitched	chr10(.):38154702-38155706	0.6949
1_MACS_peak_2771_lociStitched	chr10(.):38264337-38266303	1.7109
1_MACS_peak_2772_lociStitched	chr10(.):38298875-38300889	3.9189
1_MACS_peak_2773_lociStitched	chr10(.):38326700-38328155	1.2619
1_MACS_peak_2774_lociStitched	chr10(.):38382918-38384211	1.4547
1_MACS_peak_2775_lociStitched	chr10(.):38644413-38646253	2.3053
1_MACS_peak_2776_lociStitched	chr10(.):38690574-38692923	3.5267
1_MACS_peak_2777_lociStitched	chr10(.):39047478-39048406	0.7637
1_MACS_peak_2778_lociStitched	chr10(.):42712258-42714200	0.4982
1_MACS_peak_2779_lociStitched	chr10(.):43047127-43048651	1.2312
1_MACS_peak_2780_lociStitched	chr10(.):43132976-43134967	3.5518
1_MACS_peak_2781_lociStitched	chr10(.):43261671-43262194	13.4451
1_MACS_peak_2782_lociStitched	chr10(.):43277271-43279014	2.918
1_MACS_peak_2783_lociStitched	chr10(.):43624393-43625371	0.6735
2_MACS_peak_2784_lociStitched	chr10(.):43632708-43637642	1.8241
1_MACS_peak_2786_lociStitched	chr10(.):43857084-43858340	0.5697
2_MACS_peak_2787_lociStitched	chr10(.):43890646-43905966	2.6028
1_MACS_peak_2789_lociStitched	chr10(.):43915205-43917131	3.8155
1_MACS_peak_2790_lociStitched	chr10(.):43931428-43933368	3.0196
2_MACS_peak_2791_lociStitched	chr10(.):43946659-43951954	1.611
1_MACS_peak_2793_lociStitched	chr10(.):44101475-44102641	0.8376
1_MACS_peak_2794_lociStitched	chr10(.):44143638-44144991	0.9651
1_MACS_peak_2795_lociStitched	chr10(.):44184944-44185865	0.5345
1_MACS_peak_2796_lociStitched	chr10(.):44276862-44278197	0.787
3_MACS_peak_2797_lociStitched	chr10(.):44503629-44513035	0.6258
1_MACS_peak_2800_lociStitched	chr10(.):44933300-44935285	1.3049
1_MACS_peak_2801_lociStitched	chr10(.):45359843-45360827	0.7321
1_MACS_peak_2802_lociStitched	chr10(.):45391189-45394471	3.4756
1_MACS_peak_2803_lociStitched	chr10(.):45454048-45460600	2.3482
3_MACS_peak_2804_lociStitched	chr10(.):45468278-45474983	0.6738
2_MACS_peak_2807_lociStitched	chr10(.):45490472-45497627	1.2281
1_MACS_peak_2809_lociStitched	chr10(.):45744833-45746584	0.6236
1_MACS_peak_2810_lociStitched	chr10(.):45787299-45788602	0.6894
1_MACS_peak_2811_lociStitched	chr10(.):45868436-45870252	1.0141
1_MACS_peak_2812_lociStitched	chr10(.):45913840-45918162	6.8835
2_MACS_peak_2813_lociStitched	chr10(.):45924982-45931772	1.4717
3_MACS_peak_2815_lociStitched	chr10(.):45950165-45960980	1.2194
1_MACS_peak_2818_lociStitched	chr10(.):46075372-46077231	1.1796
1_MACS_peak_2819_lociStitched	chr10(.):46089241-46090738	0.79
1_MACS_peak_2820_lociStitched	chr10(.):46167151-46168995	1.7913
1_MACS_peak_2821_lociStitched	chr10(.):46221532-46223699	2.169
1_MACS_peak_2822_lociStitched	chr10(.):46761868-46763432	0.9471
1_MACS_peak_2823_lociStitched	chr10(.):46913329-46914597	2.1351
1_MACS_peak_2824_lociStitched	chr10(.):47242605-47244421	1.0518
1_MACS_peak_2825_lociStitched	chr10(.):47395347-47396735	2.3773
1_MACS_peak_2826_lociStitched	chr10(.):47655420-47656754	1.0465
1_MACS_peak_2827_lociStitched	chr10(.):48184975-48186726	1.1607
1_MACS_peak_2828_lociStitched	chr10(.):48951694-48953217	0.9426
1_MACS_peak_2829_lociStitched	chr10(.):49362532-49363462	0.4444
1_MACS_peak_2830_lociStitched	chr10(.):49514064-49515927	1.2483
1_MACS_peak_2831_lociStitched	chr10(.):49700909-49701981	0.7275
1_MACS_peak_2832_lociStitched	chr10(.):49841336-49843488	1.3998
2_MACS_peak_2833_lociStitched	chr10(.):49859483-49865063	0.2988
2_MACS_peak_2835_lociStitched	chr10(.):50284118-50288995	0.6378
1_MACS_peak_2837_lociStitched	chr10(.):50397611-50399515	1.3909
2_MACS_peak_2838_lociStitched	chr10(.):50742932-50748198	1.0973
1_MACS_peak_2840_lociStitched	chr10(.):51370167-51372573	1.5841
1_MACS_peak_2841_lociStitched	chr10(.):51488628-51489941	0.8014
2_MACS_peak_2842_lociStitched	chr10(.):51498139-51504310	0.5477
2_MACS_peak_2844_lociStitched	chr10(.):51564538-51573031	1.0563
1_MACS_peak_2846_lociStitched	chr10(.):51621984-51624663	1.6999
1_MACS_peak_2847_lociStitched	chr10(.):51826648-51828732	1.8887
1_MACS_peak_2848_lociStitched	chr10(.):52122029-52123219	0.5614
1_MACS_peak_2849_lociStitched	chr10(.):52177617-52178581	0.5954
1_MACS_peak_2850_lociStitched	chr10(.):52190901-52192638	0.7764
1_MACS_peak_2851_lociStitched	chr10(.):52256991-52258212	0.6614
1_MACS_peak_2852_lociStitched	chr10(.):52362523-52365683	0.7639
1_MACS_peak_2853_lociStitched	chr10(.):52381201-52386119	2.982
1_MACS_peak_2854_lociStitched	chr10(.):52419191-52420589	0.912
1_MACS_peak_2855_lociStitched	chr10(.):52498782-52500619	1.5525
1_MACS_peak_2856_lociStitched	chr10(.):53458408-53460466	5.5142
1_MACS_peak_2857_lociStitched	chr10(.):53619236-53621209	2.0059
1_MACS_peak_2858_lociStitched	chr10(.):53638299-53639822	0.8421
1_MACS_peak_2859_lociStitched	chr10(.):53992484-53993464	0.5734
1_MACS_peak_2860_lociStitched	chr10(.):54015913-54018030	1.725
1_MACS_peak_2861_lociStitched	chr10(.):54072649-54074825	1.4937
2_MACS_peak_2862_lociStitched	chr10(.):54195793-54201244	1.0903
1_MACS_peak_2864_lociStitched	chr10(.):54224910-54227131	1.0696
2_MACS_peak_2865_lociStitched	chr10(.):54236672-54244236	0.2472
1_MACS_peak_2867_lociStitched	chr10(.):54396871-54397944	0.78
1_MACS_peak_2868_lociStitched	chr10(.):54574003-54574870	0.5483
1_MACS_peak_2869_lociStitched	chr10(.):54615086-54616213	0.6544
1_MACS_peak_2870_lociStitched	chr10(.):54623753-54625156	0.7516
1_MACS_peak_2871_lociStitched	chr10(.):54659913-54660856	0.5276
1_MACS_peak_2872_lociStitched	chr10(.):54725146-54726483	0.856
1_MACS_peak_2873_lociStitched	chr10(.):54870899-54872039	0.6249
1_MACS_peak_2874_lociStitched	chr10(.):55896981-55898090	0.6161
1_MACS_peak_2875_lociStitched	chr10(.):56229285-56230735	0.9189
1_MACS_peak_2876_lociStitched	chr10(.):56752806-56754577	0.6747
1_MACS_peak_2877_lociStitched	chr10(.):56778987-56779869	0.5926
1_MACS_peak_2878_lociStitched	chr10(.):58119897-58122201	1.9923
1_MACS_peak_2879_lociStitched	chr10(.):58393445-58394943	1.0096
1_MACS_peak_2880_lociStitched	chr10(.):58480567-58481679	0.6598
1_MACS_peak_2881_lociStitched	chr10(.):59705844-59707030	0.652
1_MACS_peak_2882_lociStitched	chr10(.):59810221-59810895	0.3686
1_MACS_peak_2883_lociStitched	chr10(.):60025602-60029923	1.6065
1_MACS_peak_2884_lociStitched	chr10(.):60094348-60095921	1.208
1_MACS_peak_2885_lociStitched	chr10(.):60143773-60146215	1.6909
1_MACS_peak_2886_lociStitched	chr10(.):60516852-60517910	0.5913
1_MACS_peak_2887_lociStitched	chr10(.):61121737-61122738	0.5012
1_MACS_peak_2888_lociStitched	chr10(.):61413307-61414509	0.7592
1_MACS_peak_2889_lociStitched	chr10(.):61468350-61470971	0.8538
1_MACS_peak_2890_lociStitched	chr10(.):61594206-61595985	0.4729
1_MACS_peak_2891_lociStitched	chr10(.):61645095-61646132	0.5868
1_MACS_peak_2892_lociStitched	chr10(.):61664899-61667400	1.8709
1_MACS_peak_2893_lociStitched	chr10(.):61894275-61895904	0.7367
1_MACS_peak_2894_lociStitched	chr10(.):61996657-61997701	0.5993
1_MACS_peak_2895_lociStitched	chr10(.):62238749-62240045	0.5384
1_MACS_peak_2896_lociStitched	chr10(.):62281298-62282321	0.613
2_MACS_peak_2897_lociStitched	chr10(.):62331799-62337062	0.5242
1_MACS_peak_2899_lociStitched	chr10(.):62492318-62493370	0.6943
1_MACS_peak_2900_lociStitched	chr10(.):62537599-62539563	1.9295
1_MACS_peak_2901_lociStitched	chr10(.):62576518-62577410	0.3938
1_MACS_peak_2902_lociStitched	chr10(.):62670173-62670974	0.565
1_MACS_peak_2903_lociStitched	chr10(.):62703125-62704750	0.8526
1_MACS_peak_2904_lociStitched	chr10(.):63157195-63158104	0.5776
1_MACS_peak_2905_lociStitched	chr10(.):63627121-63628031	0.4985
1_MACS_peak_2906_lociStitched	chr10(.):63656565-63664308	2.1124
1_MACS_peak_2907_lociStitched	chr10(.):63696245-63698559	1.3062
1_MACS_peak_2908_lociStitched	chr10(.):63720229-63722232	0.8429
1_MACS_peak_2909_lociStitched	chr10(.):63746572-63749132	2.0714
1_MACS_peak_2910_lociStitched	chr10(.):63804436-63812276	3.2025
1_MACS_peak_2911_lociStitched	chr10(.):64002799-64003895	0.5766
1_MACS_peak_2912_lociStitched	chr10(.):64027712-64029359	1.2442
1_MACS_peak_2913_lociStitched	chr10(.):64396324-64398695	2.3188
1_MACS_peak_2914_lociStitched	chr10(.):64412311-64416057	1.2628
1_MACS_peak_2915_lociStitched	chr10(.):64466976-64469393	1.1249
1_MACS_peak_2916_lociStitched	chr10(.):64492488-64493757	0.8714
1_MACS_peak_2917_lociStitched	chr10(.):64538352-64539731	0.8875
1_MACS_peak_2918_lociStitched	chr10(.):64563672-64565911	2.9453
1_MACS_peak_2919_lociStitched	chr10(.):64576086-64578075	1.3915
1_MACS_peak_2920_lociStitched	chr10(.):64892432-64894501	2.1202
1_MACS_peak_2921_lociStitched	chr10(.):64965977-64968182	0.7815
1_MACS_peak_2922_lociStitched	chr10(.):65025610-65029709	1.2268
1_MACS_peak_2923_lociStitched	chr10(.):65224915-65226369	1.1225
1_MACS_peak_2924_lociStitched	chr10(.):65280070-65282727	2.4927
1_MACS_peak_2925_lociStitched	chr10(.):65332762-65333776	0.7177
1_MACS_peak_2926_lociStitched	chr10(.):65388163-65390931	1.3661
1_MACS_peak_2927_lociStitched	chr10(.):67100967-67102798	0.8421
1_MACS_peak_2928_lociStitched	chr10(.):67182413-67183521	0.6408
1_MACS_peak_2929_lociStitched	chr10(.):67189929-67191492	0.782
1_MACS_peak_2930_lociStitched	chr10(.):67260393-67261715	0.9458
1_MACS_peak_2931_lociStitched	chr10(.):67645683-67646727	0.6907
1_MACS_peak_2932_lociStitched	chr10(.):68990177-68991233	0.4867
3_MACS_peak_2933_lociStitched	chr10(.):69523063-69533345	0.7208
1_MACS_peak_2936_lociStitched	chr10(.):69608973-69610220	1.79
1_MACS_peak_2937_lociStitched	chr10(.):69643492-69646582	2.2432
1_MACS_peak_2938_lociStitched	chr10(.):69833645-69835788	2.046
1_MACS_peak_2939_lociStitched	chr10(.):69990518-69991586	0.9109
1_MACS_peak_2940_lociStitched	chr10(.):69999023-70000039	0.5968
1_MACS_peak_2941_lociStitched	chr10(.):70090664-70093806	5.3523
1_MACS_peak_2942_lociStitched	chr10(.):70165799-70167737	2.0355
1_MACS_peak_2943_lociStitched	chr10(.):70230518-70232344	3.6206
1_MACS_peak_2944_lociStitched	chr10(.):70286279-70288075	2.5209
1_MACS_peak_2945_lociStitched	chr10(.):70319660-70321187	0.8399
1_MACS_peak_2946_lociStitched	chr10(.):70359593-70362294	1.1134
2_MACS_peak_2947_lociStitched	chr10(.):70384341-70389288	1.383
1_MACS_peak_2949_lociStitched	chr10(.):70479985-70482193	2.4558
1_MACS_peak_2950_lociStitched	chr10(.):70550215-70551228	0.5043
1_MACS_peak_2951_lociStitched	chr10(.):70586465-70588565	0.9747
1_MACS_peak_2952_lociStitched	chr10(.):70659974-70662100	4.4934
1_MACS_peak_2953_lociStitched	chr10(.):70714846-70717517	3.2665
1_MACS_peak_2954_lociStitched	chr10(.):70747824-70749837	2.4573
1_MACS_peak_2955_lociStitched	chr10(.):70756391-70758407	1.3424
1_MACS_peak_2956_lociStitched	chr10(.):70804913-70806292	0.9978
1_MACS_peak_2957_lociStitched	chr10(.):70846307-70851739	2.1159
1_MACS_peak_2958_lociStitched	chr10(.):70882816-70885367	2.1621
1_MACS_peak_2959_lociStitched	chr10(.):70938903-70941123	5.9861
1_MACS_peak_2960_lociStitched	chr10(.):70961354-70962966	0.7659
3_MACS_peak_2961_lociStitched	chr10(.):70974616-70989557	0.7658
1_MACS_peak_2964_lociStitched	chr10(.):71077293-71079342	1.3611
1_MACS_peak_2965_lociStitched	chr10(.):71168638-71169299	1.1494
1_MACS_peak_2966_lociStitched	chr10(.):71389689-71390676	0.5845
1_MACS_peak_2967_lociStitched	chr10(.):71891527-71893263	1.6875
1_MACS_peak_2968_lociStitched	chr10(.):71904825-71907301	2.7175
2_MACS_peak_2969_lociStitched	chr10(.):71929117-71934423	1.0796
1_MACS_peak_2971_lociStitched	chr10(.):71991523-71994213	2.1527
1_MACS_peak_2972_lociStitched	chr10(.):72029768-72031753	1.2527
1_MACS_peak_2973_lociStitched	chr10(.):72141254-72143190	1.2252
1_MACS_peak_2974_lociStitched	chr10(.):72163359-72165691	1.9849
1_MACS_peak_2975_lociStitched	chr10(.):72237348-72241511	3.033
2_MACS_peak_2976_lociStitched	chr10(.):72252194-72260423	1.8771
1_MACS_peak_2978_lociStitched	chr10(.):72267775-72269850	1.0933
1_MACS_peak_2979_lociStitched	chr10(.):72335089-72340312	1.9707
1_MACS_peak_2980_lociStitched	chr10(.):72575264-72576627	0.6682
1_MACS_peak_2981_lociStitched	chr10(.):72615894-72617191	0.7233
1_MACS_peak_2982_lociStitched	chr10(.):72647573-72648667	0.6671
1_MACS_peak_2983_lociStitched	chr10(.):72741544-72742876	0.7685
1_MACS_peak_2984_lociStitched	chr10(.):73078650-73080002	0.9158
2_MACS_peak_2985_lociStitched	chr10(.):73131212-73137575	1.1345
1_MACS_peak_2987_lociStitched	chr10(.):73453889-73454934	0.6661
1_MACS_peak_2988_lociStitched	chr10(.):73486139-73488881	2.0765
1_MACS_peak_2989_lociStitched	chr10(.):73507371-73509346	0.9801
2_MACS_peak_2990_lociStitched	chr10(.):73528323-73534031	0.483
1_MACS_peak_2992_lociStitched	chr10(.):73609871-73612140	1.9236
3_MACS_peak_2993_lociStitched	chr10(.):73619850-73631955	0.4942
1_MACS_peak_2996_lociStitched	chr10(.):73647867-73649774	1.524
1_MACS_peak_2997_lociStitched	chr10(.):73668189-73670442	3.3583
1_MACS_peak_2998_lociStitched	chr10(.):73891403-73892524	0.5422
1_MACS_peak_2999_lociStitched	chr10(.):73974856-73976528	2.4443
3_MACS_peak_3000_lociStitched	chr10(.):74006951-74024322	1.3936
1_MACS_peak_3003_lociStitched	chr10(.):74032328-74034856	1.0001
1_MACS_peak_3004_lociStitched	chr10(.):74056259-74058702	6.553
