GENE_ID	locusLine	bin_1_EJM.jin.bam
1_MACS_peak_6348_lociStitched	chr12(.):79668922-79669476	1.2564
1_MACS_peak_6349_lociStitched	chr12(.):80082912-80084871	2.2454
1_MACS_peak_6350_lociStitched	chr12(.):80327920-80329856	3.3184
1_MACS_peak_6351_lociStitched	chr12(.):80543379-80543916	1.922
2_MACS_peak_6352_lociStitched	chr12(.):82751693-82752574	2.5767
1_MACS_peak_6354_lociStitched	chr12(.):82867592-82868268	1.0842
1_MACS_peak_6355_lociStitched	chr12(.):82944647-82945232	2.1707
1_MACS_peak_6356_lociStitched	chr12(.):83028864-83029308	1.4177
1_MACS_peak_6357_lociStitched	chr12(.):83042072-83042329	0.936
3_MACS_peak_6358_lociStitched	chr12(.):83079861-83081947	1.7145
1_MACS_peak_6361_lociStitched	chr12(.):83978183-83978543	1.1477
2_MACS_peak_6362_lociStitched	chr12(.):85673948-85675096	1.4865
1_MACS_peak_6364_lociStitched	chr12(.):85711787-85712408	1.9529
1_MACS_peak_6365_lociStitched	chr12(.):86212376-86212679	0.8572
1_MACS_peak_6366_lociStitched	chr12(.):86995190-86995621	1.1225
1_MACS_peak_6367_lociStitched	chr12(.):87544549-87546012	1.8916
1_MACS_peak_6368_lociStitched	chr12(.):87565353-87565654	0.7527
1_MACS_peak_6369_lociStitched	chr12(.):87712430-87712719	0.9495
1_MACS_peak_6370_lociStitched	chr12(.):87724184-87724984	1.4399
1_MACS_peak_6371_lociStitched	chr12(.):88178006-88178518	1.3193
1_MACS_peak_6372_lociStitched	chr12(.):88429193-88429708	2.2611
3_MACS_peak_6373_lociStitched	chr12(.):88535203-88536869	1.2437
1_MACS_peak_6376_lociStitched	chr12(.):88860672-88861207	1.4998
1_MACS_peak_6377_lociStitched	chr12(.):89240734-89241004	0.794
1_MACS_peak_6378_lociStitched	chr12(.):89745179-89745873	1.1567
1_MACS_peak_6379_lociStitched	chr12(.):89746941-89748355	1.9716
3_MACS_peak_6380_lociStitched	chr12(.):89918146-89920140	1.7993
3_MACS_peak_6383_lociStitched	chr12(.):90101337-90104165	2.2504
1_MACS_peak_6386_lociStitched	chr12(.):90257043-90257445	1.0648
1_MACS_peak_6387_lociStitched	chr12(.):90647307-90647732	1.1819
1_MACS_peak_6388_lociStitched	chr12(.):90930394-90930880	1.5582
1_MACS_peak_6389_lociStitched	chr12(.):92171684-92172764	1.352
2_MACS_peak_6390_lociStitched	chr12(.):92538254-92540633	2.166
2_MACS_peak_6392_lociStitched	chr12(.):92601642-92602560	1.2968
1_MACS_peak_6394_lociStitched	chr12(.):92756667-92758718	2.595
3_MACS_peak_6395_lociStitched	chr12(.):92797032-92798426	1.3485
1_MACS_peak_6398_lociStitched	chr12(.):93322263-93323860	2.2521
2_MACS_peak_6399_lociStitched	chr12(.):93771659-93773207	4.4712
1_MACS_peak_6401_lociStitched	chr12(.):93788334-93788572	1.481
2_MACS_peak_6402_lociStitched	chr12(.):93792494-93793231	1.4761
2_MACS_peak_6404_lociStitched	chr12(.):93834744-93836801	2.1287
1_MACS_peak_6406_lociStitched	chr12(.):93861150-93861815	2.1975
1_MACS_peak_6407_lociStitched	chr12(.):94035199-94035470	1.2378
2_MACS_peak_6408_lociStitched	chr12(.):94070768-94071948	2.2725
1_MACS_peak_6410_lociStitched	chr12(.):94136285-94136558	0.7423
4_MACS_peak_6411_lociStitched	chr12(.):94541363-94545348	2.7277
2_MACS_peak_6415_lociStitched	chr12(.):94550489-94552882	1.8263
2_MACS_peak_6417_lociStitched	chr12(.):94564783-94568923	2.4763
1_MACS_peak_6419_lociStitched	chr12(.):94569945-94570331	1.0371
4_MACS_peak_6420_lociStitched	chr12(.):94597939-94602856	1.9301
2_MACS_peak_6424_lociStitched	chr12(.):94651197-94651970	1.2103
1_MACS_peak_6426_lociStitched	chr12(.):94852943-94854653	2.5233
2_MACS_peak_6427_lociStitched	chr12(.):94953678-94956792	2.2058
1_MACS_peak_6429_lociStitched	chr12(.):95033886-95034276	1.4592
1_MACS_peak_6430_lociStitched	chr12(.):95034832-95035161	1.1471
1_MACS_peak_6431_lociStitched	chr12(.):95038168-95038733	1.0416
1_MACS_peak_6432_lociStitched	chr12(.):95042968-95044360	2.7046
1_MACS_peak_6433_lociStitched	chr12(.):95211980-95212652	1.7327
4_MACS_peak_6434_lociStitched	chr12(.):95223201-95226107	1.5312
1_MACS_peak_6438_lociStitched	chr12(.):95266958-95267341	1.0484
1_MACS_peak_6439_lociStitched	chr12(.):95396822-95398020	2.0415
1_MACS_peak_6440_lociStitched	chr12(.):95466791-95467378	1.7466
2_MACS_peak_6441_lociStitched	chr12(.):95610739-95612770	1.9696
2_MACS_peak_6443_lociStitched	chr12(.):95867162-95868640	1.7864
1_MACS_peak_6445_lociStitched	chr12(.):96252727-96253282	2.101
2_MACS_peak_6446_lociStitched	chr12(.):96336157-96337365	1.9046
2_MACS_peak_6448_lociStitched	chr12(.):96428620-96429783	1.726
2_MACS_peak_6450_lociStitched	chr12(.):96441195-96442181	1.3374
4_MACS_peak_6452_lociStitched	chr12(.):96587550-96590103	1.6577
1_MACS_peak_6456_lociStitched	chr12(.):96604136-96604572	1.3542
1_MACS_peak_6457_lociStitched	chr12(.):96709694-96710168	1.2039
4_MACS_peak_6458_lociStitched	chr12(.):96792378-96795694	2.3597
1_MACS_peak_6462_lociStitched	chr12(.):96800692-96802415	1.6427
1_MACS_peak_6463_lociStitched	chr12(.):96814724-96815017	0.9014
1_MACS_peak_6464_lociStitched	chr12(.):96883323-96883904	1.5102
3_MACS_peak_6465_lociStitched	chr12(.):96894492-96896715	2.0468
1_MACS_peak_6468_lociStitched	chr12(.):97300684-97301548	1.8849
1_MACS_peak_6469_lociStitched	chr12(.):98896475-98898212	1.982
3_MACS_peak_6470_lociStitched	chr12(.):98908384-98911416	2.9506
2_MACS_peak_6473_lociStitched	chr12(.):98987012-98988333	2.5896
1_MACS_peak_6475_lociStitched	chr12(.):99038609-99038855	1.1406
2_MACS_peak_6476_lociStitched	chr12(.):100535733-100537236	2.1774
1_MACS_peak_6478_lociStitched	chr12(.):100592880-100594008	1.6271
1_MACS_peak_6479_lociStitched	chr12(.):100594609-100595023	1.2348
2_MACS_peak_6480_lociStitched	chr12(.):100660442-100661852	2.145
2_MACS_peak_6482_lociStitched	chr12(.):100966951-100967973	2.2003
1_MACS_peak_6484_lociStitched	chr12(.):101539783-101540333	2.3172
1_MACS_peak_6485_lociStitched	chr12(.):101673911-101674272	1.5327
1_MACS_peak_6486_lociStitched	chr12(.):101801064-101802404	1.9329
2_MACS_peak_6487_lociStitched	chr12(.):102090363-102092543	1.9249
1_MACS_peak_6489_lociStitched	chr12(.):102131433-102131858	1.0622
4_MACS_peak_6490_lociStitched	chr12(.):102136339-102138924	1.6097
1_MACS_peak_6494_lociStitched	chr12(.):102165107-102165413	0.8926
1_MACS_peak_6495_lociStitched	chr12(.):102166625-102166929	0.8685
1_MACS_peak_6496_lociStitched	chr12(.):102222724-102224578	2.1861
1_MACS_peak_6497_lociStitched	chr12(.):102270536-102272125	2.894
2_MACS_peak_6498_lociStitched	chr12(.):102329752-102330810	1.0161
2_MACS_peak_6500_lociStitched	chr12(.):102455045-102456359	1.5091
2_MACS_peak_6502_lociStitched	chr12(.):102513201-102515116	1.7689
3_MACS_peak_6504_lociStitched	chr12(.):102871786-102873877	1.4456
2_MACS_peak_6507_lociStitched	chr12(.):102874422-102876147	1.1443
1_MACS_peak_6509_lociStitched	chr12(.):102877522-102878506	1.8183
1_MACS_peak_6510_lociStitched	chr12(.):103827697-103828651	1.6308
4_MACS_peak_6511_lociStitched	chr12(.):103834814-103836332	1.1367
1_MACS_peak_6515_lociStitched	chr12(.):103889408-103889830	1.8084
1_MACS_peak_6516_lociStitched	chr12(.):104235137-104235826	1.9046
1_MACS_peak_6517_lociStitched	chr12(.):104294985-104295750	1.3331
3_MACS_peak_6518_lociStitched	chr12(.):104320593-104325652	3.1631
1_MACS_peak_6521_lociStitched	chr12(.):104350378-104351256	1.8501
1_MACS_peak_6522_lociStitched	chr12(.):104358926-104360270	2.5502
2_MACS_peak_6523_lociStitched	chr12(.):104457469-104459663	1.8338
1_MACS_peak_6525_lociStitched	chr12(.):104460578-104461114	1.2668
2_MACS_peak_6526_lociStitched	chr12(.):104530656-104532077	2.0272
1_MACS_peak_6528_lociStitched	chr12(.):104609414-104610058	1.4277
2_MACS_peak_6529_lociStitched	chr12(.):104679729-104683120	1.9239
1_MACS_peak_6531_lociStitched	chr12(.):104850766-104851057	0.7975
1_MACS_peak_6532_lociStitched	chr12(.):104851682-104852379	1.5791
2_MACS_peak_6533_lociStitched	chr12(.):105064643-105066342	1.391
3_MACS_peak_6535_lociStitched	chr12(.):105351673-105353131	1.7743
2_MACS_peak_6538_lociStitched	chr12(.):105379240-105380775	1.3877
1_MACS_peak_6540_lociStitched	chr12(.):105384883-105385333	1.7576
1_MACS_peak_6541_lociStitched	chr12(.):105386839-105387126	1.0268
1_MACS_peak_6542_lociStitched	chr12(.):105425005-105425769	2.109
1_MACS_peak_6543_lociStitched	chr12(.):105476553-105478271	2.1627
1_MACS_peak_6544_lociStitched	chr12(.):105500902-105502082	2.0507
1_MACS_peak_6545_lociStitched	chr12(.):105503527-105503815	0.9578
1_MACS_peak_6546_lociStitched	chr12(.):105629385-105629920	1.9535
1_MACS_peak_6547_lociStitched	chr12(.):105724743-105725098	1.1343
1_MACS_peak_6548_lociStitched	chr12(.):105869975-105870286	0.994
2_MACS_peak_6549_lociStitched	chr12(.):106177113-106179282	1.8738
1_MACS_peak_6551_lociStitched	chr12(.):106424129-106424598	1.0503
3_MACS_peak_6552_lociStitched	chr12(.):106531188-106536715	2.2371
3_MACS_peak_6555_lociStitched	chr12(.):106537829-106540147	1.356
1_MACS_peak_6558_lociStitched	chr12(.):106543304-106543694	0.8983
1_MACS_peak_6559_lociStitched	chr12(.):106563675-106564049	1.0034
1_MACS_peak_6560_lociStitched	chr12(.):106620866-106621547	1.4755
2_MACS_peak_6561_lociStitched	chr12(.):106640403-106641399	1.7073
2_MACS_peak_6563_lociStitched	chr12(.):106642000-106644199	2.1427
1_MACS_peak_6565_lociStitched	chr12(.):106695501-106697369	2.8487
1_MACS_peak_6566_lociStitched	chr12(.):106751432-106752713	1.9282
1_MACS_peak_6567_lociStitched	chr12(.):107153212-107154150	2.1084
2_MACS_peak_6568_lociStitched	chr12(.):107167672-107168735	1.3499
3_MACS_peak_6570_lociStitched	chr12(.):107349127-107351093	1.2395
2_MACS_peak_6573_lociStitched	chr12(.):107380472-107381316	1.5059
1_MACS_peak_6575_lociStitched	chr12(.):107486740-107487771	2.2853
1_MACS_peak_6576_lociStitched	chr12(.):108079163-108080238	1.9229
2_MACS_peak_6577_lociStitched	chr12(.):108154020-108154952	1.6463
2_MACS_peak_6579_lociStitched	chr12(.):108908564-108909532	1.8143
3_MACS_peak_6581_lociStitched	chr12(.):108934747-108936191	1.1146
4_MACS_peak_6584_lociStitched	chr12(.):108954125-108958558	2.0793
1_MACS_peak_6588_lociStitched	chr12(.):108959483-108962728	2.2045
1_MACS_peak_6589_lociStitched	chr12(.):109010613-109011437	1.7044
1_MACS_peak_6590_lociStitched	chr12(.):109012077-109012443	1.0016
4_MACS_peak_6591_lociStitched	chr12(.):109021275-109031352	2.9687
1_MACS_peak_6595_lociStitched	chr12(.):109058218-109058548	1.2489
1_MACS_peak_6596_lociStitched	chr12(.):109059054-109059744	1.4532
1_MACS_peak_6597_lociStitched	chr12(.):109060996-109061284	0.8713
2_MACS_peak_6598_lociStitched	chr12(.):109082935-109088159	2.9809
3_MACS_peak_6600_lociStitched	chr12(.):109123879-109126304	2.1693
1_MACS_peak_6603_lociStitched	chr12(.):109162352-109162742	1.086
3_MACS_peak_6604_lociStitched	chr12(.):109177563-109180331	1.372
1_MACS_peak_6607_lociStitched	chr12(.):109231973-109232399	1.2416
2_MACS_peak_6608_lociStitched	chr12(.):109250420-109251986	1.2564
1_MACS_peak_6610_lociStitched	chr12(.):109490355-109490634	0.9341
1_MACS_peak_6611_lociStitched	chr12(.):109491463-109491811	0.8199
1_MACS_peak_6612_lociStitched	chr12(.):109530877-109531281	1.2774
2_MACS_peak_6613_lociStitched	chr12(.):109534920-109535885	1.8099
2_MACS_peak_6615_lociStitched	chr12(.):109914775-109915916	2.5084
1_MACS_peak_6617_lociStitched	chr12(.):110010889-110011429	2.6428
1_MACS_peak_6618_lociStitched	chr12(.):110317805-110318237	1.5788
1_MACS_peak_6619_lociStitched	chr12(.):110330185-110330646	1.1774
1_MACS_peak_6620_lociStitched	chr12(.):110337529-110338965	1.6701
1_MACS_peak_6621_lociStitched	chr12(.):110433368-110434198	2.5717
3_MACS_peak_6622_lociStitched	chr12(.):110436577-110437903	2.3638
2_MACS_peak_6625_lociStitched	chr12(.):110486112-110486952	1.1205
2_MACS_peak_6627_lociStitched	chr12(.):110517166-110518250	1.2969
2_MACS_peak_6629_lociStitched	chr12(.):110718436-110720232	2.5298
1_MACS_peak_6631_lociStitched	chr12(.):110840428-110842279	2.4438
1_MACS_peak_6632_lociStitched	chr12(.):110887344-110888205	2.2614
1_MACS_peak_6633_lociStitched	chr12(.):110905635-110907732	2.4599
1_MACS_peak_6634_lociStitched	chr12(.):110938689-110940547	2.3178
1_MACS_peak_6635_lociStitched	chr12(.):111019925-111020969	2.3948
1_MACS_peak_6636_lociStitched	chr12(.):111028188-111028857	1.545
1_MACS_peak_6637_lociStitched	chr12(.):111043248-111044416	1.6374
2_MACS_peak_6638_lociStitched	chr12(.):111051354-111052323	1.3581
1_MACS_peak_6640_lociStitched	chr12(.):111057445-111057973	1.2753
1_MACS_peak_6641_lociStitched	chr12(.):111098782-111100236	1.7024
2_MACS_peak_6642_lociStitched	chr12(.):111106992-111108734	1.5
1_MACS_peak_6644_lociStitched	chr12(.):111126236-111126912	1.2072
1_MACS_peak_6645_lociStitched	chr12(.):111179982-111180801	3.1221
2_MACS_peak_6646_lociStitched	chr12(.):111350425-111352319	1.7711
1_MACS_peak_6648_lociStitched	chr12(.):111806491-111806886	1.1243
1_MACS_peak_6649_lociStitched	chr12(.):111842836-111843243	1.4756
1_MACS_peak_6650_lociStitched	chr12(.):111843969-111844609	1.4928
1_MACS_peak_6651_lociStitched	chr12(.):111867644-111868129	1.1906
1_MACS_peak_6652_lociStitched	chr12(.):111872602-111872979	1.0873
2_MACS_peak_6653_lociStitched	chr12(.):112035498-112038078	1.6871
1_MACS_peak_6655_lociStitched	chr12(.):112099904-112100291	1.0379
1_MACS_peak_6656_lociStitched	chr12(.):112100954-112101284	1.2476
2_MACS_peak_6657_lociStitched	chr12(.):112123087-112124726	2.0905
1_MACS_peak_6659_lociStitched	chr12(.):112279253-112281108	2.5921
1_MACS_peak_6660_lociStitched	chr12(.):112432060-112432330	0.8629
2_MACS_peak_6661_lociStitched	chr12(.):112450124-112453148	2.8439
2_MACS_peak_6663_lociStitched	chr12(.):112546029-112547742	2.1274
1_MACS_peak_6665_lociStitched	chr12(.):112563293-112564152	2.9645
2_MACS_peak_6666_lociStitched	chr12(.):112818962-112820740	1.8032
1_MACS_peak_6668_lociStitched	chr12(.):112846618-112847437	1.5115
1_MACS_peak_6669_lociStitched	chr12(.):112855993-112857531	2.8633
1_MACS_peak_6670_lociStitched	chr12(.):113344758-113345278	1.5004
2_MACS_peak_6671_lociStitched	chr12(.):113415396-113416917	1.5402
1_MACS_peak_6673_lociStitched	chr12(.):113572448-113573608	1.728
1_MACS_peak_6674_lociStitched	chr12(.):113575518-113576017	1.166
2_MACS_peak_6675_lociStitched	chr12(.):113622167-113623948	2.4608
1_MACS_peak_6677_lociStitched	chr12(.):113645451-113647225	2.3123
2_MACS_peak_6678_lociStitched	chr12(.):113658276-113660489	1.5814
1_MACS_peak_6680_lociStitched	chr12(.):113667114-113667469	0.8696
1_MACS_peak_6681_lociStitched	chr12(.):113670406-113671212	1.857
1_MACS_peak_6682_lociStitched	chr12(.):113772371-113772951	1.3278
1_MACS_peak_6683_lociStitched	chr12(.):113796464-113796953	1.0314
1_MACS_peak_6684_lociStitched	chr12(.):114211129-114211496	1.0311
1_MACS_peak_6685_lociStitched	chr12(.):114403603-114403964	1.0998
2_MACS_peak_6686_lociStitched	chr12(.):116482960-116484427	1.3457
3_MACS_peak_6688_lociStitched	chr12(.):116485925-116487658	1.5557
1_MACS_peak_6691_lociStitched	chr12(.):116512403-116513812	1.7408
1_MACS_peak_6692_lociStitched	chr12(.):116632527-116633650	2.3338
4_MACS_peak_6693_lociStitched	chr12(.):116712283-116716618	3.3445
1_MACS_peak_6697_lociStitched	chr12(.):116719971-116721025	2.3475
1_MACS_peak_6698_lociStitched	chr12(.):116761278-116764295	3.6343
2_MACS_peak_6699_lociStitched	chr12(.):116771026-116772507	1.8972
1_MACS_peak_6701_lociStitched	chr12(.):116786044-116788590	3.2834
1_MACS_peak_6702_lociStitched	chr12(.):116796345-116800555	5.2034
1_MACS_peak_6703_lociStitched	chr12(.):116881788-116882253	1.3959
1_MACS_peak_6704_lociStitched	chr12(.):116970634-116972734	2.6715
1_MACS_peak_6705_lociStitched	chr12(.):116974583-116977526	2.7261
1_MACS_peak_6706_lociStitched	chr12(.):116994758-117000045	4.4879
1_MACS_peak_6707_lociStitched	chr12(.):117002223-117003016	1.7144
1_MACS_peak_6708_lociStitched	chr12(.):117037110-117037575	1.2282
1_MACS_peak_6709_lociStitched	chr12(.):117096451-117096964	1.298
1_MACS_peak_6710_lociStitched	chr12(.):117174783-117175951	2.2355
2_MACS_peak_6711_lociStitched	chr12(.):117197310-117198514	1.8368
2_MACS_peak_6713_lociStitched	chr12(.):117240270-117242861	1.9471
1_MACS_peak_6715_lociStitched	chr12(.):117255857-117257527	3.7455
1_MACS_peak_6716_lociStitched	chr12(.):117348368-117349623	3.0645
1_MACS_peak_6717_lociStitched	chr12(.):117397442-117398958	2.0159
1_MACS_peak_6718_lociStitched	chr12(.):117399584-117401011	1.747
3_MACS_peak_6719_lociStitched	chr12(.):117415176-117417489	1.9109
1_MACS_peak_6722_lociStitched	chr12(.):117437109-117438601	1.8746
2_MACS_peak_6723_lociStitched	chr12(.):117461846-117464613	3.0112
1_MACS_peak_6725_lociStitched	chr12(.):117490017-117491276	2.2993
1_MACS_peak_6726_lociStitched	chr12(.):117535875-117537820	4.1452
1_MACS_peak_6727_lociStitched	chr12(.):117548816-117550953	2.6532
1_MACS_peak_6728_lociStitched	chr12(.):117556632-117557677	1.5711
1_MACS_peak_6729_lociStitched	chr12(.):117571615-117572467	1.7117
1_MACS_peak_6730_lociStitched	chr12(.):117627289-117628406	4.1375
1_MACS_peak_6731_lociStitched	chr12(.):118406520-118407848	1.6251
1_MACS_peak_6732_lociStitched	chr12(.):118454383-118455467	5.4954
2_MACS_peak_6733_lociStitched	chr12(.):118498114-118500547	2.571
1_MACS_peak_6735_lociStitched	chr12(.):118573238-118574767	3.0191
2_MACS_peak_6736_lociStitched	chr12(.):118603855-118604921	1.5117
2_MACS_peak_6738_lociStitched	chr12(.):118810182-118811360	1.4106
1_MACS_peak_6740_lociStitched	chr12(.):118813929-118815822	4.4075
1_MACS_peak_6741_lociStitched	chr12(.):120105640-120106831	3.8813
1_MACS_peak_6742_lociStitched	chr12(.):120223513-120224600	1.8847
1_MACS_peak_6743_lociStitched	chr12(.):120314316-120315715	3.8578
1_MACS_peak_6744_lociStitched	chr12(.):120427072-120427497	1.3704
1_MACS_peak_6745_lociStitched	chr12(.):120516514-120516820	0.976
2_MACS_peak_6746_lociStitched	chr12(.):120524519-120525640	1.0949
1_MACS_peak_6748_lociStitched	chr12(.):120538770-120540007	1.8988
2_MACS_peak_6749_lociStitched	chr12(.):120553223-120557875	3.6568
1_MACS_peak_6751_lociStitched	chr12(.):120558502-120560511	3.2843
1_MACS_peak_6752_lociStitched	chr12(.):120569212-120571641	2.773
2_MACS_peak_6753_lociStitched	chr12(.):120629036-120634413	3.1091
1_MACS_peak_6755_lociStitched	chr12(.):120636214-120640127	5.5817
1_MACS_peak_6756_lociStitched	chr12(.):120661428-120664321	2.7829
1_MACS_peak_6757_lociStitched	chr12(.):120702808-120703561	3.4762
2_MACS_peak_6758_lociStitched	chr12(.):120728379-120731707	7.1708
1_MACS_peak_6760_lociStitched	chr12(.):120740085-120740734	2.9185
1_MACS_peak_6761_lociStitched	chr12(.):120754482-120755419	6.0858
2_MACS_peak_6762_lociStitched	chr12(.):120763032-120764043	1.4648
2_MACS_peak_6764_lociStitched	chr12(.):120875067-120877652	3.725
1_MACS_peak_6766_lociStitched	chr12(.):120883292-120885473	6.0354
2_MACS_peak_6767_lociStitched	chr12(.):120890847-120892989	1.8142
1_MACS_peak_6769_lociStitched	chr12(.):120905746-120908202	4.7033
2_MACS_peak_6770_lociStitched	chr12(.):120932866-120935159	2.6035
1_MACS_peak_6772_lociStitched	chr12(.):120966013-120967861	6.3663
1_MACS_peak_6773_lociStitched	chr12(.):120971203-120978874	5.9376
1_MACS_peak_6774_lociStitched	chr12(.):121018435-121020131	3.5438
1_MACS_peak_6775_lociStitched	chr12(.):121021954-121022560	1.3163
1_MACS_peak_6776_lociStitched	chr12(.):121063759-121064135	1.8487
2_MACS_peak_6777_lociStitched	chr12(.):121121861-121126203	4.042
1_MACS_peak_6779_lociStitched	chr12(.):121148209-121149139	3.1361
1_MACS_peak_6780_lociStitched	chr12(.):121163491-121164275	3.8929
1_MACS_peak_6781_lociStitched	chr12(.):121235467-121236825	2.115
1_MACS_peak_6782_lociStitched	chr12(.):121266439-121267952	2.3376
1_MACS_peak_6783_lociStitched	chr12(.):121270902-121272644	2.5577
1_MACS_peak_6784_lociStitched	chr12(.):121285060-121286445	1.9712
1_MACS_peak_6785_lociStitched	chr12(.):121288622-121290081	2.5075
1_MACS_peak_6786_lociStitched	chr12(.):121340470-121342828	4.1404
1_MACS_peak_6787_lociStitched	chr12(.):121453492-121454457	3.1954
1_MACS_peak_6788_lociStitched	chr12(.):121476461-121477197	1.691
1_MACS_peak_6789_lociStitched	chr12(.):121497115-121498922	3.7068
2_MACS_peak_6790_lociStitched	chr12(.):121566065-121572432	3.7241
1_MACS_peak_6792_lociStitched	chr12(.):121647222-121649308	4.2033
1_MACS_peak_6793_lociStitched	chr12(.):121652256-121653258	1.7156
1_MACS_peak_6794_lociStitched	chr12(.):121661400-121661901	1.3514
1_MACS_peak_6795_lociStitched	chr12(.):121664033-121666130	3.4607
2_MACS_peak_6796_lociStitched	chr12(.):121685423-121687131	2.9355
1_MACS_peak_6798_lociStitched	chr12(.):121691057-121691592	1.1628
2_MACS_peak_6799_lociStitched	chr12(.):121733343-121735583	3.4061
2_MACS_peak_6801_lociStitched	chr12(.):121761085-121762846	1.2919
1_MACS_peak_6803_lociStitched	chr12(.):121789127-121790958	4.8104
1_MACS_peak_6804_lociStitched	chr12(.):121829625-121830416	1.2134
1_MACS_peak_6805_lociStitched	chr12(.):121837223-121839105	4.2294
2_MACS_peak_6806_lociStitched	chr12(.):121862705-121865024	1.7021
3_MACS_peak_6808_lociStitched	chr12(.):121903889-121906134	1.5613
1_MACS_peak_6811_lociStitched	chr12(.):121951811-121952628	1.3322
1_MACS_peak_6812_lociStitched	chr12(.):121973697-121976895	3.1456
2_MACS_peak_6813_lociStitched	chr12(.):122016976-122018932	3.1945
1_MACS_peak_6815_lociStitched	chr12(.):122027682-122028155	2.0251
3_MACS_peak_6816_lociStitched	chr12(.):122063659-122066223	3.1608
1_MACS_peak_6819_lociStitched	chr12(.):122101971-122102805	4.0123
2_MACS_peak_6820_lociStitched	chr12(.):122109401-122111410	2.4253
1_MACS_peak_6822_lociStitched	chr12(.):122125088-122125700	2.1356
2_MACS_peak_6823_lociStitched	chr12(.):122149866-122151570	2.7473
1_MACS_peak_6825_lociStitched	chr12(.):122227385-122228375	1.5491
2_MACS_peak_6826_lociStitched	chr12(.):122231043-122233108	2.2807
4_MACS_peak_6828_lociStitched	chr12(.):122233899-122244744	4.2218
1_MACS_peak_6832_lociStitched	chr12(.):122277527-122278283	2.4817
2_MACS_peak_6833_lociStitched	chr12(.):122326049-122327595	2.886
1_MACS_peak_6835_lociStitched	chr12(.):122355891-122356380	1.4822
1_MACS_peak_6836_lociStitched	chr12(.):122460763-122461125	1.4493
1_MACS_peak_6837_lociStitched	chr12(.):122491852-122492481	1.4429
1_MACS_peak_6838_lociStitched	chr12(.):122505750-122506459	1.2823
2_MACS_peak_6839_lociStitched	chr12(.):122515875-122518003	2.5699
1_MACS_peak_6841_lociStitched	chr12(.):122519165-122519917	2.033
1_MACS_peak_6842_lociStitched	chr12(.):122680867-122682888	2.5191
3_MACS_peak_6843_lociStitched	chr12(.):122687779-122688897	1.3984
1_MACS_peak_6846_lociStitched	chr12(.):122709543-122710676	4.5679
1_MACS_peak_6847_lociStitched	chr12(.):122750126-122752127	4.441
1_MACS_peak_6848_lociStitched	chr12(.):122777868-122778484	1.6907
2_MACS_peak_6849_lociStitched	chr12(.):122905831-122908305	3.5635
1_MACS_peak_6851_lociStitched	chr12(.):122937366-122937910	1.7646
1_MACS_peak_6852_lociStitched	chr12(.):122945376-122945939	1.7052
3_MACS_peak_6853_lociStitched	chr12(.):122982704-122987382	4.6812
2_MACS_peak_6856_lociStitched	chr12(.):123010469-123013279	5.3547
1_MACS_peak_6858_lociStitched	chr12(.):123030115-123030492	1.133
1_MACS_peak_6859_lociStitched	chr12(.):123236797-123238637	4.346
2_MACS_peak_6860_lociStitched	chr12(.):123258471-123260176	2.8354
1_MACS_peak_6862_lociStitched	chr12(.):123319991-123322263	2.6271
1_MACS_peak_6863_lociStitched	chr12(.):123344972-123345669	1.3134
1_MACS_peak_6864_lociStitched	chr12(.):123355439-123357200	2.716
2_MACS_peak_6865_lociStitched	chr12(.):123359025-123361397	1.3229
1_MACS_peak_6867_lociStitched	chr12(.):123363311-123364186	1.4754
2_MACS_peak_6868_lociStitched	chr12(.):123370643-123381598	4.8463
2_MACS_peak_6870_lociStitched	chr12(.):123384058-123387161	3.1042
2_MACS_peak_6872_lociStitched	chr12(.):123411145-123412329	1.1168
3_MACS_peak_6874_lociStitched	chr12(.):123416039-123420461	2.4501
1_MACS_peak_6877_lociStitched	chr12(.):123421966-123423262	2.5123
1_MACS_peak_6878_lociStitched	chr12(.):123450237-123451040	2.2257
1_MACS_peak_6879_lociStitched	chr12(.):123458462-123461186	5.523
1_MACS_peak_6880_lociStitched	chr12(.):123463944-123466247	4.0423
1_MACS_peak_6881_lociStitched	chr12(.):123567734-123569405	3.5009
1_MACS_peak_6882_lociStitched	chr12(.):123616050-123616893	2.0025
2_MACS_peak_6883_lociStitched	chr12(.):123716433-123719178	5.3302
3_MACS_peak_6885_lociStitched	chr12(.):123754256-123756881	1.4507
2_MACS_peak_6888_lociStitched	chr12(.):123848099-123850908	5.3007
2_MACS_peak_6890_lociStitched	chr12(.):123867739-123869570	3.7376
1_MACS_peak_6892_lociStitched	chr12(.):123872053-123873397	2.6428
1_MACS_peak_6893_lociStitched	chr12(.):123874095-123874601	1.937
1_MACS_peak_6894_lociStitched	chr12(.):123920613-123921658	1.8082
1_MACS_peak_6895_lociStitched	chr12(.):123942224-123943900	6.9185
1_MACS_peak_6896_lociStitched	chr12(.):124067458-124069939	4.408
1_MACS_peak_6897_lociStitched	chr12(.):124085897-124087846	5.6141
2_MACS_peak_6898_lociStitched	chr12(.):124117659-124119117	3.4815
1_MACS_peak_6900_lociStitched	chr12(.):124196113-124197696	2.1439
1_MACS_peak_6901_lociStitched	chr12(.):124456395-124457171	2.1962
1_MACS_peak_6902_lociStitched	chr12(.):124457790-124458841	2.0083
1_MACS_peak_6903_lociStitched	chr12(.):124490614-124491073	1.3424
