GENE_ID	locusLine	bin_1_RPMI8226.jin.bam
NR_003046	chr12(.):57032463-57042538	0.3701
NM_001686	chr12(.):57026958-57044852	0.4085
NM_005594	chr12(.):57101210-57124066	0.2624
NR_002737	chr12(.):57033810-57043885	0.3655
NM_001113203	chr12(.):57101210-57124326	0.2605
NM_006601	chr12(.):57052124-57087078	0.5085
NM_001080157	chr12(.):57861037-57878424	0.1582
NM_001195056	chr12(.):57905370-57919300	0.924
NM_052897	chr12(.):57911658-57928931	0.7481
NM_001080156	chr12(.):57861037-57876728	0.1658
NM_032496	chr12(.):57861037-57878633	0.1574
NM_004990	chr12(.):57876850-57915433	0.3146
NM_004984	chr12(.):57938846-57983554	0.1117
NM_181724	chr12(.):108978621-108996894	0.0964
NM_003006	chr12(.):109010679-109032670	0.6334
NM_019034	chr12(.):122210659-122236594	0.1938
NR_002809	chr12(.):122228172-122246390	1.3394
NM_015048	chr12(.):122237637-122275562	0.6235
NR_002612	chr13(.):50551687-50704677	0.2115
NM_000820	chr13(.):114518521-114572046	1.0425
NM_007368	chr13(.):114742193-114903095	0.1812
NR_002605	chr13(.):50651413-50684433	0.2156
NR_002183	chr13(.):50741153-50752751	0.054
NM_001143945	chr13(.):114518521-114544017	0.2586
NM_001143946	chr13(.):114518521-114541714	0.2577
NR_024609	chr13(.):114581609-114631485	0.6367
NM_001080414	chr14(.):91732666-91889133	0.2801
NM_207442	chr14(.):69256463-69268190	1.0649
NM_004926	chr14(.):69249374-69264785	0.8463
NM_006291	chr14(.):103587663-103608776	0.1812
NM_001077594	chr14(.):103561480-103581894	1.533
NM_025268	chr14(.):105987952-106001539	0.0825
NM_139057	chr15(.):100506642-100887183	0.2587
NM_015492	chr15(.):75489220-75509510	1.2484
NR_031680	chr15(.):69111302-69494862	0.1773
NM_000259	chr15(.):52594479-52826247	0.3531
NM_006537	chr15(.):63791809-63888663	0.2415
NM_025201	chr15(.):65129081-65165201	0.2376
NM_006305	chr15(.):69065874-69118261	0.5401
NM_007011	chr15(.):89626380-89750591	0.3175
NM_000875	chr15(.):99187760-99512759	0.1633
NM_000693	chr15(.):101415008-101461830	0.3666
NM_024652	chr15(.):101454459-101615317	0.2517
NR_027992	chr15(.):20869796-20966480	0.1014
NR_027053	chr15(.):21927513-21945739	1.2627
NR_024387	chr15(.):22009419-22021878	0.8996
NM_015995	chr15(.):31614082-31675102	0.8529
NM_138792	chr15(.):52225221-52268958	0.1699
NM_002748	chr15(.):52306410-52363462	0.3407
NM_182703	chr15(.):65199100-65256041	0.1767
NR_026808	chr15(.):69091159-69104440	0.1478
NR_036197	chr15(.):69089188-69099264	0.1373
NM_001127190	chr15(.):75069424-75100539	0.8826
NM_000761	chr15(.):75036183-75053941	0.1278
NM_021819	chr15(.):75100193-75123099	0.1815
NM_001030005	chr15(.):75113950-75129136	0.1652
NM_021823	chr15(.):75310926-75348067	1.0178
NM_138967	chr15(.):75282875-75318836	0.4395
NM_015477	chr15(.):75656719-75748926	0.3535
NM_001145358	chr15(.):75656719-75749087	0.3534
NM_001145357	chr15(.):75656719-75753124	0.3436
NM_015154	chr15(.):81263094-81287205	0.2171
NM_022566	chr15(.):81288294-81301345	1.4564
NR_033769	chr15(.):93333713-93345338	0.1354
NM_014918	chr15(.):101710927-101797137	0.3464
NM_016373	chr16(.):78128550-79251564	0.1253
NM_015246	chr16(.):4669825-4745975	0.228
NM_003470	chr16(.):8980950-9062341	0.3043
NM_015914	chr16(.):11767942-11841648	0.5312
NR_027155	chr16(.):21453003-21518552	0.2148
NM_148415	chr16(.):28829413-28853558	0.6016
NM_145714	chr16(.):28829413-28853553	0.6017
NM_015069	chr16(.):49519520-49865918	0.1403
NM_000078	chr16(.):56990834-57022756	0.1594
NM_001191022	chr16(.):67591309-67678088	0.3305
NM_001098814	chr16(.):4234374-4297081	0.119
NM_003223	chr16(.):4302186-4328001	0.6015
NM_145253	chr16(.):4653883-4669927	0.8845
NM_003498	chr16(.):11757288-11778015	0.9369
NR_002594	chr16(.):21524229-21536765	1.3473
NM_003321	chr16(.):28848731-28862729	0.297
NM_001145795	chr16(.):28870077-28890534	0.3033
NM_015503	chr16(.):28870313-28890534	0.3066
NM_001145812	chr16(.):28870295-28890534	0.3064
NM_002383	chr16(.):29812854-29827504	1.1514
NM_145239	chr16(.):29818408-29832202	0.9324
NM_007317	chr16(.):29797057-29821706	0.7097
NM_024516	chr16(.):29822527-29838816	0.5487
NM_152338	chr16(.):29784560-29796840	0.1372
NM_005115	chr16(.):29826714-29864360	0.2741
NM_001193333	chr16(.):30189730-30205396	1.2463
NM_138447	chr16(.):30609699-30626682	0.3895
NM_024031	chr16(.):30657240-30672734	1.1838
NM_001105079	chr16(.):30670777-30687131	0.2358
NM_006662	chr16(.):30705461-30756450	0.2986
NM_001010989	chr16(.):56960747-56982793	0.933
NM_001193524	chr16(.):67566364-67585691	0.7845
NM_001193523	chr16(.):67558539-67585691	0.7264
NM_001193522	chr16(.):67557719-67585691	0.7086
NM_024519	chr16(.):67557716-67585691	0.7085
NM_001031804	chr16(.):79622744-79639622	0.9557
NM_014405	chr17(.):64955979-65034518	0.1177
NM_030665	chr17(.):17579786-17719765	0.292
NM_017758	chr17(.):18081866-18118267	0.4999
NM_000342	chr17(.):42320757-42350502	0.1066
NM_017456	chr17(.):76665129-76783376	0.3491
NM_017451	chr17(.):79003946-79096232	0.3755
NM_017450	chr17(.):79003946-79089312	0.3966
NM_012452	chr17(.):16837397-16880402	0.2855
NM_004140	chr17(.):18123935-18153188	0.1729
NM_152914	chr17(.):21137183-21161578	0.0943
NM_145109	chr17(.):21182967-21223551	1.32
NM_002756	chr17(.):21186347-21223551	1.4289
NM_021012	chr17(.):21274698-21328179	0.3519
NM_002981	chr17(.):32682398-32695252	0.6399
NM_005408	chr17(.):32678470-32690629	0.1739
NM_001130677	chr17(.):36822958-36836187	0.4117
NM_005937	chr17(.):36856872-36891056	0.5345
NM_007144	chr17(.):36885149-36909558	0.3351
NM_002795	chr17(.):36904001-36925478	0.2512
NM_001136498	chr17(.):36881509-36896858	0.1846
NM_024927	chr17(.):40814932-40834048	0.8303
NM_016437	chr17(.):40806265-40824024	0.1272
NM_003632	chr17(.):40829631-40857011	0.417
NM_016602	chr17(.):40826419-40838845	1.2212
NM_178542	chr17(.):42248351-42269082	0.3876
NM_001076674	chr17(.):42259353-42274099	0.4802
NM_177441	chr17(.):42259573-42274099	0.487
NM_001076684	chr17(.):42277400-42301924	0.8151
NM_001098833	chr17(.):42264172-42280529	0.7009
NM_080863	chr17(.):42243073-42261451	0.2504
NM_001076683	chr17(.):42277400-42303250	0.7762
NM_014233	chr17(.):42277400-42300664	0.8558
NM_152343	chr17(.):43326759-43344479	0.0978
NM_005892	chr17(.):43294291-43329683	0.6498
NR_024434	chr17(.):43320302-43350997	0.1686
NR_024435	chr17(.):43334557-43350997	0.0806
NM_000250	chr17(.):56342216-56363296	0.0932
NM_004758	chr17(.):56373593-56411152	0.3177
NM_003168	chr17(.):56417538-56434563	0.322
NR_029683	chr17(.):56403592-56413679	1.3011
NM_173547	chr17(.):73880040-73898054	0.4054
NM_033452	chr17(.):73865244-73879656	1.362
NM_012478	chr17(.):73836779-73856501	0.2908
NM_199242	chr17(.):73818307-73845798	0.1306
NM_032478	chr17(.):73889723-73906181	0.6495
NM_005189	chr17(.):77746976-77766449	0.2537
NM_003655	chr17(.):77801954-77818213	0.6707
NM_020649	chr17(.):77763175-77775915	0.5662
NR_026857	chr17(.):78997932-79013519	0.2722
NM_012418	chr17(.):79490416-79509156	0.2043
NM_025161	chr17(.):79501910-79524429	0.3148
NM_001614	chr17(.):79471998-79484827	1.3736
NM_022156	chr17(.):80010750-80028680	0.2628
NM_004104	chr17(.):80031213-80061106	0.4897
NM_002917	chr17(.):80000777-80014650	0.2065
NM_004127	chr17(.):80004762-80020346	0.1938
NM_152721	chr18(.):67063283-67521322	0.2093
NM_000633	chr18(.):60785578-60991613	0.353
NM_173207	chr18(.):3442607-3463406	0.6942
NM_173209	chr18(.):3444972-3463406	0.7641
NM_173210	chr18(.):3446590-3463406	0.8117
NM_174886	chr18(.):3407071-3463406	0.3352
NM_003244	chr18(.):3445171-3463406	0.7711
NM_173208	chr18(.):3445030-3463406	0.7661
NM_173211	chr18(.):3448771-3463406	0.6414
NM_001100619	chr18(.):20710726-20845434	0.3721
NR_023359	chr18(.):20709527-20845434	0.3696
NM_138375	chr18(.):20730788-20845434	0.2925
NM_175907	chr18(.):72904277-72926281	0.612
NM_005786	chr18(.):72917730-73006901	0.2195
NM_032551	chr19(.):912341-926015	1.7116
NM_014975	chr19(.):12944258-12990766	0.1024
NM_006387	chr19(.):16623699-16658263	0.166
NM_000923	chr19(.):18313770-18364010	0.2086
NM_138774	chr19(.):891502-918225	0.4586
NM_005481	chr19(.):862961-898218	0.2169
NM_005224	chr19(.):921036-977803	0.2984
NM_001080997	chr19(.):12931296-12946207	0.0864
NM_013312	chr19(.):12868816-12891434	0.2705
NM_181738	chr19(.):12906426-12917694	0.2991
NM_017682	chr19(.):12858406-12874271	0.1005
NM_002229	chr19(.):12897309-12909125	1.3214
NM_031429	chr19(.):12931295-12951230	0.1134
NM_006397	chr19(.):12912427-12929462	0.2009
NM_023072	chr19(.):13901273-13948044	0.1559
NR_029613	chr19(.):13980512-13990622	0.1269
NR_036515	chr19(.):13940329-13952103	0.6891
NM_001098622	chr19(.):13982949-13996571	0.1924
NR_030179	chr19(.):13980688-13990825	0.1295
NR_029497	chr19(.):13942100-13952173	0.8302
NR_029495	chr19(.):13942400-13952473	0.9409
NR_029501	chr19(.):13942253-13952331	0.888
NM_005370	chr19(.):16217489-16249445	0.554
NM_001145160	chr19(.):16173316-16218813	0.6251
NR_024335	chr19(.):16139522-16157918	0.0985
NR_024336	chr19(.):16140288-16157918	0.0986
NM_003290	chr19(.):16182134-16218813	0.6364
NM_024881	chr19(.):16655647-16688193	0.1502
NM_004831	chr19(.):16680717-16744015	0.534
NM_001145305	chr19(.):18362905-18390319	0.1398
NR_036155	chr19(.):18387886-18397971	1.3244
NM_012321	chr19(.):18412716-18439001	0.2949
NM_005354	chr19(.):18385562-18397432	1.1339
NR_036575	chr19(.):18355759-18371229	0.162
NM_178511	chr19(.):47773141-47783980	0.2599
NM_001127240	chr19(.):47719080-47741023	1.064
NM_014417	chr19(.):47719078-47739451	1.1197
NM_015603	chr19(.):47754730-47780210	0.2719
NR_036159	chr19(.):47725200-47735276	1.8323
NR_036158	chr19(.):47725198-47735278	1.833
NM_007279	chr19(.):56160415-56191082	0.7073
NM_207115	chr19(.):56147391-56159836	1.0618
NM_203374	chr19(.):56127106-56140941	0.1447
NM_016535	chr19(.):56149985-56161989	1.141
NM_013301	chr19(.):56153953-56169526	1.3267
NM_001163423	chr19(.):56148462-56159836	1.1414
NM_016202	chr19(.):56148417-56159836	1.1371
NM_001130072	chr19(.):56181560-56212133	0.2987
NM_001130071	chr19(.):56182990-56212133	0.3089
NM_001195605	chr19(.):56119958-56134907	0.0818
NM_178477	chr20(.):17675592-17721517	0.1403
NM_001159495	chr20(.):17669319-17721517	0.1344
NM_052865	chr20(.):17944761-17976762	0.5918
NM_001042472	chr20(.):25275849-25376477	0.6519
NM_015600	chr20(.):25270378-25376477	0.6756
NM_001191	chr20(.):30247260-30315656	0.6304
NM_177996	chr20(.):34695347-34825721	0.1437
NM_199203	chr20(.):48692660-48775335	0.1491
NM_001042576	chr20(.):17589322-17667928	0.3904
NR_003045	chr20(.):17938352-17948589	0.4317
NM_152227	chr20(.):17917243-17954490	0.5839
NM_014426	chr20(.):17917243-17954154	0.5837
NM_002862	chr20(.):25223705-25283648	0.7023
NM_012112	chr20(.):30321903-30394603	0.1046
NR_027451	chr20(.):34628539-34643882	0.326
NM_005194	chr20(.):48802375-48814212	1.0225
NM_101395	chr21(.):38734858-38892679	0.2179
NM_016818	chr21(.):43634266-43722354	0.3284
NM_173568	chr21(.):43486425-43568105	0.239
NM_207174	chr21(.):43635007-43722354	0.33
NM_207629	chr21(.):43631186-43722354	0.3235
NM_207627	chr21(.):43614798-43722354	0.3155
NM_207628	chr21(.):43614921-43722354	0.3154
NM_001199527	chr21(.):43478067-43568105	0.4878
NM_020132	chr21(.):45280115-45412475	0.2516
NR_027273	chr21(.):43437112-43450060	0.2058
NR_027243	chr21(.):43517243-43533644	0.2916
NM_003681	chr21(.):45133977-45187188	0.3372
NR_026961	chr21(.):45220638-45237448	0.1396
NM_005049	chr21(.):45522207-45556063	0.3402
NM_198155	chr21(.):45548493-45570605	1.4395
NM_000383	chr21(.):45700762-45723102	0.4434
NM_175867	chr21(.):45661222-45687099	0.6959
NM_015259	chr21(.):45641721-45665834	0.7939
NM_000658	chr21(.):45705273-45723110	0.5242
NM_024821	chr22(.):42191677-42227303	0.2373
NM_001003828	chr22(.):44390172-44570103	0.17
NM_013327	chr22(.):44415167-44570103	0.1824
NM_138433	chr22(.):50981461-50994452	0.1611
NM_001178126	chr22(.):23224959-23243013	0.0946
NM_000675	chr22(.):24818529-24843325	0.8223
NR_028484	chr22(.):24820177-24895783	0.3393
NM_173510	chr22(.):29163661-29190283	0.2878
NM_001079539	chr22(.):29185547-29201560	1.7684
NM_052906	chr22(.):37758999-37828505	0.7296
NM_002608	chr22(.):39614684-39645957	0.6135
NM_033016	chr22(.):39614684-39641914	0.6715
NM_004599	chr22(.):42224105-42307375	0.2805
NM_018280	chr22(.):46441338-46455024	1.0575
NR_027036	chr22(.):46430786-46445748	0.3094
NR_027034	chr22(.):46444725-46459402	0.9745
NR_027033	chr22(.):46476876-46514808	0.0974
NR_027240	chr22(.):46397495-46411657	0.4181
NR_029479	chr22(.):46504565-46514648	0.1388
NR_029478	chr22(.):46503628-46513702	0.1251
NR_037413	chr22(.):46481923-46492006	0.0867
NM_001135101	chr22(.):50307282-50326186	0.3105
NM_024105	chr22(.):50291853-50317106	0.2029
NM_001001852	chr22(.):50349142-50362720	1.3591
NM_001169111	chr22(.):50956996-50969033	1.3169
NM_024866	chr22(.):50915011-50929866	0.3509
NM_001185011	chr22(.):50941644-50968209	0.6394
NM_001113756	chr22(.):50959181-50973258	2.1113
NM_001113755	chr22(.):50959181-50973514	2.0865
NM_001169109	chr22(.):50956996-50969868	1.7484
NM_001169110	chr22(.):50956996-50969574	1.5486
NM_001014440	chr22(.):50963837-50976008	2.4032
NM_005138	chr22(.):50956996-50969034	1.3183
NM_017584	chr22(.):50920212-50933750	0.2462
NM_033200	chr22(.):50936375-50951135	0.2858
NM_001145134	chr22(.):51002289-51022096	0.3333
NM_004377	chr22(.):51002289-51021894	0.3331
NM_001123225	chr22(.):50984540-51006328	0.1313
NM_001145137	chr22(.):51002289-51021506	0.3051
