REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
9_MACS_peak_7798_lociStitched	chr11	61442521	61470906	9	27038	35796.3235	2355.955	146	DAGLA	C11orf9	DAGLA	DAGLA	1.1628	146	1
10_MACS_peak_36140_lociStitched	chr9	133935950	133964383	10	26937	35953.5285	2607.3061	147	LAMC3	AIF1L,NUP214	AIF1L	AIF1L	0.7867	147	1
10_MACS_peak_35880_lociStitched	chr9	132469953	132498019	10	26911	35377.193	2278.9592	148	PRRX2	PTGES	PTGES	PTGES	1.1993	148	1
12_MACS_peak_16390_lociStitched	chr17	77199686	77228090	12	27324	33937.0992	2229.714	149	RBFOX3		ENGASE	ENGASE	0.6938	149	1
4_MACS_peak_33030_lociStitched	chr7	150939730	150962987	4	22572	47476.8398	3786.2396	150	SMARCD3	CHPF2,MIR671,ABCF2	SMARCD3	SMARCD3	1.2118	150	1
4_MACS_peak_29124_lociStitched	chr4	1769690	1794648	4	24494	40689.0274	2081.4972	151		TACC3,FGFR3,TMEM129	FGFR3	FGFR3	0.8574	151	1
14_MACS_peak_769_lociStitched	chr1	3418896	3447608	14	26899	33257.1096	1989.7416	152	MEGF6	ARHGEF16,MIR551A	MIR551A	MIR551A	1.2044	152	1
16_MACS_peak_660_lociStitched	chr1	3190549	3219767	16	26924	32320.9516	1791.0634	154	PRDM16		MIR4251	MIR4251	0.8749	154	1
2_MACS_peak_16875_lociStitched	chr17	79373685	79398430	2	24746	38231.025	1954.855	155	BAHCC1	MIR3186	BAHCC1	MIR3186	1.5008000000000001	155	1
5_MACS_peak_22795_lociStitched	chr2	219845473	219871413	5	25246	37493.676	2811.896	156	FEV,CRYBA2,MIR375,CCDC108	CDK5R2,LOC151300,CCDC108	CRYBA2	CRYBA2	1.2495	156	1
9_MACS_peak_16845_lociStitched	chr17	79273967	79300723	9	25796	34632.9664	1907.7028	157	C17orf55,TMEM105	SLC38A10	C17orf55	C17orf55	1.2161	157	1
11_MACS_peak_26794_lociStitched	chr22	37740307	37768383	11	26079	33348.6728	2279.7712	158	ELFN2		ELFN2	ELFN2	1.2193	158	1
7_MACS_peak_37393_lociStitched	chr9	138661387	138687064	7	25243	35626.8375	1992.5352	159	KCNT1		KCNT1	KCNT1	1.0187	159	1
5_MACS_peak_37533_lociStitched	chr9	139628613	139653214	5	24190	38229.954	2024.6623	160	LOC100128593,LCN10,LCN6,LCN8	FAM69B,TMEM141,KIAA1984,C9orf86,AGPAT2,SNORA43,SNORA17,SNHG7,LCN15	LOC100128593	AGPAT2	1.5253	160	1
12_MACS_peak_26595_lociStitched	chr22	36968712	36997220	12	26273	31951.7664	2480.196	161	CACNG2	EIF3D	EIF3D	NONE	NONE	161	1
5_MACS_peak_18212_lociStitched	chr19	7633842	7660587	5	25856	34185.459	3407.313	162		MCOLN1,PNPLA6,KIAA1543,LOC100131801,STXBP2,XAB2,PCP2	KIAA1543	KIAA1543	0.6720999999999999	162	1
11_MACS_peak_11650_lociStitched	chr16	860415	887539	11	25667	32985.4964	1990.9016	163	PRR25	MSLN,MIR662,CHTF18,MSLNL,RPUSD1,GNG13	PRR25	MSLNL	0.9519	163	1
7_MACS_peak_18227_lociStitched	chr19	7718974	7744674	7	25056	36589.09	4032.33	164	RETN,C19orf59	LOC100131801,STXBP2,TRAPPC5,XAB2,PCP2,FCER2	RETN	RETN	1.3134000000000001	164	1
5_MACS_peak_1262_lociStitched	chr1	6208986	6234601	5	25025	34616.111	2197.767	165	CHD5	RNF207,RPL22	CHD5	CHD5	0.9824999999999999	165	1
3_MACS_peak_17738_lociStitched	chr19	4557126	4580819	3	23208	40820.6697	3681.8922	166	SEMA6B	PLIN4,PLIN5,LRG1	SEMA6B	PLIN5	1.6521000000000001	166	1
5_MACS_peak_10207_lociStitched	chr12	57594672	57619453	5	23808	37543.215	2423.5818	167	LRP1,NXPH4	MIR1228,SHMT2,NDUFA4L2,STAC3	NXPH4	MIR1228	1.2014	167	1
9_MACS_peak_31254_lociStitched	chr6	32032314	32059603	9	24690	35039.076	2753.4601	168	TNXB	ATF6B,FKBPL	TNXB	TNXB	1.1516	168	1
5_MACS_peak_8303_lociStitched	chr11	68758397	68783741	5	24781	34072.4736	2496.384	169	MRGPRF	TPCN2,MRGPRD	MRGPRF	MRGPRF	1.2499	169	1
6_MACS_peak_21564_lociStitched	chr19	49549457	49575119	6	25115	32511.1878	2219.763	170	CGB8,CGB7,NTF4,KCNA7	CGB2,SNAR-G1,CGB5,SNRNP70,LIN7B,PPFIA3,LHB,CGB,SNAR-G2,CGB1,C19orf73	CGB7	CGB7	1.2584	170	1
15_MACS_peak_34974_lociStitched	chr8	143643191	143670823	15	25627	30080.1952	2006.0832	171		ARC	ARC	ARC	0.8172	171	1
11_MACS_peak_7956_lociStitched	chr11	64285260	64312108	11	25688	29774.432	2416.32	172		SLC22A11,SLC22A12	SLC22A11	SLC22A11	0.9071	172	1
3_MACS_peak_25932_lociStitched	chr22	20151659	20176480	3	24433	33456.2259	1926.1096	173		RANBP1,ZDHHC8,LOC150197,TRMT2A	LOC150197	LOC150197	0.8675999999999999	173	1
12_MACS_peak_20154_lociStitched	chr19	36343574	36370352	12	25480	29466.5112	2144.9178	174	KIRREL2,APLP1	HCST,PRODH2,NPHS1,NFKBID,TYROBP	APLP1	PRODH2	0.8883	174	1
8_MACS_peak_31580_lociStitched	chr6	41603629	41628856	8	24252	32974.2117	2071.1367	175	MDFI		MDFI	MDFI	1.1691	175	1
2_MACS_peak_22857_lociStitched	chr2	220374351	220398749	2	24387	32725.0374	2334.8886	176	ACCN4	SPEG,GMPPA,TMEM198,INHA,CHPF,MIR3132,OBSL1	ACCN4	ACCN4	0.9136000000000001	176	1
2_MACS_peak_5439_lociStitched	chr1	201320906	201345260	2	24346	33384.4632	3426.6078	177	TNNT2	LAD1,TNNI1	TNNT2	TNNT2	1.134	177	1
11_MACS_peak_8618_lociStitched	chr11	69971713	69997734	11	24575	31087.2887	2042.6485	178	ANO1		ANO1	ANO1	0.8636	178	1
9_MACS_peak_19541_lociStitched	chr19	18090394	18115335	9	24114	32281.1363	2209.7726	179	KCNN1,ARRDC2	CCDC124,ARRDC2	ARRDC2	ARRDC2	1.0204	179	1
9_MACS_peak_18736_lociStitched	chr19	13103746	13128431	9	23620	33616.033	2167.343	180	NFIX	RAD23A,DAND5,GADD45GIP1	NFIX	NFIX	0.5692999999999999	180	1
12_MACS_peak_34024_lociStitched	chr8	1890001	1916483	12	24720	29699.563	2465.4742	181	ARHGEF10	KBTBD11	KBTBD11	KBTBD11	0.6186	181	1
9_MACS_peak_15221_lociStitched	chr17	48037819	48061584	9	22975	34749.183	2091.32	182	DLX4	DLX3	DLX4	DLX4	1.4749999999999999	182	1
14_MACS_peak_36485_lociStitched	chr9	136092207	136118820	14	24704	29191.7997	2477.6703	183		OBP2B,ABO	OBP2B	OBP2B	1.0209	183	1
10_MACS_peak_16299_lociStitched	chr17	76551604	76577177	10	24034	30976.5749	2043.2827	184	DNAH17		DNAH17	DNAH17	0.8155	184	1
15_MACS_peak_16473_lociStitched	chr17	77451357	77479314	15	24482	29044.5273	2021.2911	185	RBFOX3		RBFOX3	RBFOX3	1.0804999999999998	185	1
7_MACS_peak_32550_lociStitched	chr7	100312955	100338043	7	24142	30459.3408	2277.9904	186	EPO,ZAN	GNB2,POP7,GIGYF1	ZAN	ZAN	0.8933	186	1
16_MACS_peak_30115_lociStitched	chr4	8611632	8638613	16	24705	26967.5095	1853.5947	187	CPZ	GPR78	CPZ	CPZ	1.0477	187	1
8_MACS_peak_35867_lociStitched	chr9	132429423	132453883	8	23553	31179.162	2120.682	188	PRRX2	METTL11A,C9orf50,ASB6	PRRX2	PRRX2	1.1409	188	1
3_MACS_peak_32631_lociStitched	chr7	100632625	100649637	3	16590	47014.3632	2926.064	189	MUC12	MUC17	MUC17	MUC17	0.538	189	1
4_MACS_peak_1258_lociStitched	chr1	6184776	6208453	4	23551	30619.0964	1830.2321	190	CHD5		CHD5	CHD5	0.9824999999999999	190	1
10_MACS_peak_37552_lociStitched	chr9	139847311	139872553	10	23225	31322.7978	2044.602	191	LCN12,PTGDS	C8G,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3	PTGDS	PTGDS	1.2232	191	1
3_MACS_peak_37448_lociStitched	chr9	138963480	138986619	3	22921	31665.7215	1874.259	192	NACC2	C9orf69	NACC2	NACC2	0.9847	192	1
7_MACS_peak_24872_lociStitched	chr20	62038956	62062822	7	22634	32161.8216	1641.9808	193	KCNQ2	CHRNA4,KCNQ2	KCNQ2	KCNQ2	1.1742	193	1
3_MACS_peak_17312_lociStitched	chr19	1754681	1775397	3	20581	38071.8648	2415.4856	194	ONECUT3	LOC100288123,ATP8B3,MIR1909	ONECUT3	ONECUT3	1.6651	194	1
5_MACS_peak_14533_lociStitched	chr17	36716297	36739314	5	21862	34375.8895	1993.2722	195	SRCIN1		SRCIN1	SRCIN1	0.9100000000000001	195	1
5_MACS_peak_28879_lociStitched	chr3	128195389	128217384	5	21142	36236.7625	2155.51	196	GATA2	LOC90246,DNAJB8	GATA2	GATA2	1.4733	196	1
12_MACS_peak_22092_lociStitched	chr19	55631038	55656809	12	23468	29626.3416	2422.474	197	TNNT1	EPS8L1,PPP1R12C,TNNI3,C19orf51,SYT5	PPP1R12C	SYT5	0.9515000000000001	197	1
7_MACS_peak_25965_lociStitched	chr22	20257124	20281470	7	22885	30951.0698	1967.1568	198		MIR1286,RTN4R,DGCR6L	RTN4R	RTN4R	0.8551	198	1
10_MACS_peak_15273_lociStitched	chr17	48650898	48674904	10	23199	30045.9096	2186.9466	199	CACNA1G	EPN3,SPATA20,ABCC3	CACNA1G	CACNA1G	1.1282	199	1
5_MACS_peak_2451_lociStitched	chr1	17086551	17109490	5	22510	33968.0712	4005.1494	200	MST1P9	ESPNP	MST1P9	ESPNP	2.3621999999999996	200	1
2_MACS_peak_35702_lociStitched	chr9	129444849	129467393	2	22380	32546.7728	2252.1456	201	LMX1B		LMX1B	LMX1B	1.1902	201	1
7_MACS_peak_7310_lociStitched	chr11	1937905	1960600	7	22002	32467.467	1570.494	202	TNNT3	LSP1,MRPL23	TNNT3	TNNT3	1.1941	202	1
7_MACS_peak_17985_lociStitched	chr19	5850701	5874326	7	22485	32113.4625	2629.4625	203	FUT3,FUT5	NRTN,VMAC,CAPS,FUT6,NDUFA11	FUT5	FUT5	1.1209	203	1
7_MACS_peak_5277_lociStitched	chr1	156657674	156678953	7	20734	36987.1578	3547.2093	204	CRABP2	BCAN,C1orf66,NES,ISG20L2,MRPL24,HDGF	CRABP2	CRABP2	1.1894	204	1
20_MACS_peak_3962_lociStitched	chr1	23221571	23248490	20	23372	26943.2271	2166.9795	205	EPHB2	MIR4253	MIR4253	MIR4253	0.9096000000000001	205	1
5_MACS_peak_14065_lociStitched	chr17	7958692	7981467	5	22171	31222.2475	2612.2925	206	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	MIR4314	1.2602	206	1
8_MACS_peak_11842_lociStitched	chr16	1567453	1590529	8	22007	30760.308	1802.2356	207	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	PTX4	0.9363	207	1
10_MACS_peak_2055_lociStitched	chr1	10955694	10979095	10	22592	28720.0473	1970.3642	208			C1orf127	C1orf127	NONE	208	1
12_MACS_peak_26765_lociStitched	chr22	37522200	37546930	12	22959	27356.326	2102.05	209	IL2RB	TMPRSS6,C1QTNF6	IL2RB	TMPRSS6	1.1908	209	1
5_MACS_peak_24995_lociStitched	chr20	62726813	62749019	5	21025	32813.8062	2005.2018	210	OPRL1,NPBWR2	TCEA2,MYT1,SOX18,RGS19,C20orf201	NPBWR2	NPBWR2	1.4924	210	1
1_MACS_peak_5300_lociStitched	chr1	156860742	156880913	1	20172	35680.4819	2715.0166	211	PEAR1	NTRK1,C1orf92,INSRR,MIR765	PEAR1	PEAR1	1.315	211	1
16_MACS_peak_7251_lociStitched	chr11	1741284	1766677	16	22879	26627.0998	2150.7871	212	MOB2,LOC402778	KRTAP5-6,FAM99B,CTSD	LOC402778	FAM99B	1.1793	212	1
10_MACS_peak_19577_lociStitched	chr19	18319291	18342661	10	22231	28985.811	2379.066	213	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683,JUND	PDE4C	LOC729966	0.9505	213	1
6_MACS_peak_25297_lociStitched	chr21	44034726	44056113	6	20901	33417.1875	2989.9026	214		PDE9A	PDE9A	PDE9A	1.5390000000000001	214	1
9_MACS_peak_15902_lociStitched	chr17	72912401	72935543	9	22186	28362.8352	2170.7196	215	OTOP2,OTOP3,USH1G	CDR2L,FDXR,FADS6,C17orf28	OTOP2	OTOP2	1.1545999999999998	215	1
11_MACS_peak_13463_lociStitched	chr17	700284	723646	11	21765	29316.9738	1981.0976	216	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.03680000000000001	216	1
2_MACS_peak_22855_lociStitched	chr2	220341623	220362520	2	20889	31836.5795	1937.1519	217	SPEG	SPEG,GMPPA,ACCN4,TMEM198,CHPF	GMPPA	ACCN4	0.9136000000000001	217	1
10_MACS_peak_21554_lociStitched	chr19	49524736	49548875	10	22429	26893.2599	2061.4706	218	CGB2,SNAR-G1,CGB5,CGB,SNAR-G2,CGB1	RUVBL2,SNRNP70,GYS1,LHB,CGB8,CGB7,NTF4,KCNA7	CGB2	CGB7	1.2584	218	1
12_MACS_peak_24547_lociStitched	chr20	60372172	60396116	12	22323	26874.7456	1719.1792	219	CDH4		MIR1257	MIR1257	0.49700000000000005	219	1
8_MACS_peak_18196_lociStitched	chr19	7542899	7566526	8	22634	26712.6862	2932.1107	220	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	PEX11G	0.7597	220	1
4_MACS_peak_15171_lociStitched	chr17	47570124	47592149	4	20957	31484.7375	2270.7775	221	NGFR		NGFR	NGFR	1.1654	221	1
6_MACS_peak_25549_lociStitched	chr21	46114503	46135947	6	20905	31632.0444	2290.2192	222	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	KRTAP12-1	1.0067000000000002	222	1
14_MACS_peak_7735_lociStitched	chr11	61348985	61374150	14	22659	26171.6	2521.533	223		RPLP0P2,SYT7	SYT7	SYT7	1.0165	223	1
9_MACS_peak_19532_lociStitched	chr19	18066965	18089861	9	21808	28395.6192	2145.3552	224	KCNN1	CCDC124,ARRDC2	KCNN1	KCNN1	1.2084000000000001	224	1
2_MACS_peak_24892_lociStitched	chr20	62082512	62103826	2	20914	30263.7486	1323.5994	225	KCNQ2	PPDPF,EEF1A2	KCNQ2	KCNQ2	1.1742	225	1
8_MACS_peak_3947_lociStitched	chr1	23189399	23212087	8	22065	27527.3504	2184.8544	226	EPHB2,MIR4253		MIR4253	MIR4253	0.9096000000000001	226	1
13_MACS_peak_15844_lociStitched	chr17	72594459	72619627	13	22496	25978.4096	2471.4976	227	CD300E	C17orf77,RAB37,CD300LD	CD300E	CD300E	0.8952	227	1
5_MACS_peak_39_lociStitched	chr1	913450	935024	5	20026	32814.054	1773.3828	228	C1orf170,HES4	KLHL17,PLEKHN1,ISG15,AGRN,NOC2L	C1orf170	C1orf170	1.1069	228	1
16_MACS_peak_23799_lociStitched	chr20	56125312	56150069	16	22103	27141.0991	2515.3112	229	PCK1	CTCFL,ZBP1	PCK1	PCK1	1.0874000000000001	229	1
6_MACS_peak_34522_lociStitched	chr8	142333204	142356669	6	21979	26867.425	2046.148	230	LOC731779	GPR20	LOC731779	GPR20	1.2667	230	1
10_MACS_peak_804_lociStitched	chr1	3665840	3688535	10	21682	27644.7795	2044.8195	231	CCDC27	LOC388588,KIAA0495,LRRC47	CCDC27	CCDC27	0.9544000000000001	231	1
12_MACS_peak_27877_lociStitched	chr22	45968311	45991404	12	21735	27316.7097	2034.4933	232	FBLN1		FBLN1	FBLN1	0.9198999999999999	232	1
14_MACS_peak_3144_lociStitched	chr1	18953870	18977790	14	22070	25572.872	1688.752	233	PAX7		PAX7	PAX7	0.8845999999999999	233	1
17_MACS_peak_31461_lociStitched	chr6	34041664	34066077	17	22110	25594.5892	1896.8901	234	GRM4		GRM4	GRM4	0.9304	234	1
3_MACS_peak_13985_lociStitched	chr17	7607276	7628579	3	20957	28961.4285	2042.9577	235	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	DNAH2	0.8967999999999999	235	1
1_MACS_peak_25645_lociStitched	chr21	46800387	46817480	1	17094	38038.7622	2126.3692	236		COL18A1,NCRNA00175	COL18A1	NCRNA00175	1.9702	236	1
8_MACS_peak_3616_lociStitched	chr1	21881519	21904563	8	21571	26161.8532	2057.8292	237	ALPL		ALPL	ALPL	0.8092999999999999	237	1
8_MACS_peak_34492_lociStitched	chr8	141989323	142010942	8	20825	29445.078	2927.2126	238	PTK2		PTK2	PTK2	0.1092	238	1
15_MACS_peak_7345_lociStitched	chr11	2103465	2127087	15	21820	24692.0766	1766.9256	239		IGF2AS,MIR483,IGF2	MIR483	MIR483	1.1993	239	1
10_MACS_peak_28363_lociStitched	chr3	12910351	12933382	10	21540	26810.3871	2890.3905	240		SNORA7A,RPL32	RPL32	NONE	NONE	240	1
12_MACS_peak_36731_lociStitched	chr9	137105558	137127803	12	21082	26972.0625	1666.1505	241			RNU6ATAC	RNU6ATAC	NONE	241	1
10_MACS_peak_11234_lociStitched	chr15	74589245	74611927	10	21146	27132.2084	2193.3494	242	CCDC33	CYP11A1	CCDC33	CCDC33	0.8409000000000001	242	1
13_MACS_peak_30101_lociStitched	chr4	8587248	8609413	13	21187	26442.845	1872.9425	243	GPR78,CPZ		CPZ	CPZ	1.0477	243	1
3_MACS_peak_17705_lociStitched	chr19	4218595	4239311	3	20161	30344.7968	2691.0084	244	ANKRD24,EBI3	CCDC94,SHD,SIRT6	EBI3	SHD	1.3581	244	1
4_MACS_peak_24728_lociStitched	chr20	61387268	61407436	4	19935	29634.8592	1415.7936	245	NTSR1	C20orf20,OGFR,COL9A3	C20orf20	COL9A3	0.6923999999999999	245	1
5_MACS_peak_25457_lociStitched	chr21	45851698	45873183	5	20876	27505.097	2498.7055	246	TRPM2	LRRC3	LRRC3	LRRC3	1.0852000000000002	246	1
8_MACS_peak_2342_lociStitched	chr1	16338903	16360331	8	20071	29433.5008	1962.8048	247	CLCNKA,HSPB7	C1orf64,CLCNKB,ZBTB17,FAM131C	CLCNKA	CLCNKA	1.3114	247	1
6_MACS_peak_31455_lociStitched	chr6	34016800	34038093	6	20612	27310.4018	1988.7662	248	GRM4	MIR1275	MIR1275	MIR1275	0.6022	248	1
4_MACS_peak_10145_lociStitched	chr12	54413856	54434081	4	20194	28100.615	1781.8225	249	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	HOXC9	1.5918999999999999	249	1
4_MACS_peak_29033_lociStitched	chr3	195530451	195551315	4	20085	29017.6512	2547.4944	250	MUC4		MUC4	MUC4	0.6131	250	1
10_MACS_peak_22248_lociStitched	chr19	56265090	56286270	10	20055	29022.954	2857.182	251	RFPL4A	NLRP9	RFPL4A	RFPL4A	1.1712	251	1
5_MACS_peak_36025_lociStitched	chr9	133290248	133311613	5	20591	25862.3325	1497.6865	252		ASS1	ASS1	ASS1	0.5039	252	1
5_MACS_peak_36647_lociStitched	chr9	136563376	136584416	5	20640	25348.992	1485.424	253	SARDH		SARDH	SARDH	1.0231000000000001	253	1
11_MACS_peak_28676_lociStitched	chr3	50226201	50247874	11	19982	28099.0445	2141.2924	254	SEMA3F,GNAT1,SLC38A3	GNAI2	SLC38A3	SLC38A3	1.1411	254	1
12_MACS_peak_14241_lociStitched	chr17	19108493	19131451	12	21794	21626.436	2601.1414	255		EPN2	EPN2	NONE	NONE	255	1
7_MACS_peak_29218_lociStitched	chr4	3644599	3666341	7	20659	25251.1588	1900.2508	256		LOC100133461	LOC100133461	LOC100133461	0.9554	256	1
4_MACS_peak_35890_lociStitched	chr9	132498572	132519177	4	20166	27130.6035	2219.1585	257	PTGES	TOR1B	PTGES	PTGES	1.1993	257	1
10_MACS_peak_16667_lociStitched	chr17	77958659	77979895	10	19979	27623.7888	2217.0384	258	TBC1D16	CCDC40	TBC1D16	TBC1D16	1.0589	258	1
8_MACS_peak_20042_lociStitched	chr19	35822051	35843962	8	20885	24113.0555	1985.1366	259	CD22,FFAR1	HAMP,MAG,FFAR3	FFAR1	FFAR1	0.7784	259	1
4_MACS_peak_27939_lociStitched	chr22	46312009	46332760	4	20215	25891.0227	1504.4475	260	WNT7B		WNT7B	WNT7B	1.1844	260	1
9_MACS_peak_1279_lociStitched	chr1	6298632	6320403	9	20120	26638.9956	1983.3381	261	HES3,GPR153	RNF207,RPL22,ICMT	HES3	HES3	1.1152	261	1
8_MACS_peak_630_lociStitched	chr1	3130491	3151719	8	20475	24847.374	1458.3636	262	PRDM16		MIR4251	MIR4251	0.8749	262	1
10_MACS_peak_17567_lociStitched	chr19	3338536	3359319	10	20313	26145.014	2506.4298	263		NFIC	NFIC	NFIC	1.1788	263	1
7_MACS_peak_28433_lociStitched	chr3	13668604	13690059	7	20589	24544.52	1948.114	264	FBLN2	LOC285375	LOC285375	LOC285375	0.35960000000000003	264	1
8_MACS_peak_11633_lociStitched	chr16	792114	813010	8	19886	26707.1776	2062.4352	265	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	FBXL16	1.0063	265	1
5_MACS_peak_17710_lociStitched	chr19	4289698	4309836	5	19312	28505.339	2428.6428	266	SHD,FSD1,TMIGD2	CCDC94,MPND,STAP2	TMIGD2	TMIGD2	1.2817999999999998	266	1
6_MACS_peak_11540_lociStitched	chr15	91193928	91213620	6	19019	29890.4868	3024.6912	267		BLM	BLM	NONE	NONE	267	1
3_MACS_peak_16345_lociStitched	chr17	77015571	77034352	3	18551	29580.075	1840.538	268	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	C1QTNF1	1.303	268	1
7_MACS_peak_15373_lociStitched	chr17	61552078	61572640	7	19797	26047.9416	2187.7968	269	ACE	KCNH6,CYB561	ACE	ACE	0.9554	269	1
8_MACS_peak_23186_lociStitched	chr20	30441557	30462094	8	19546	26338.7025	2004.4112	270	TTLL9,DUSP15	MYLK2,FOXS1	DUSP15	DUSP15	1.1608999999999998	270	1
4_MACS_peak_20065_lociStitched	chr19	35986655	36006475	4	19561	26130.688	1960.198	271	DMKN	FFAR2,GAPDHS,TMEM147,KRTDAP,SBSN,ATP4A	DMKN	DMKN	1.115	271	1
8_MACS_peak_37579_lociStitched	chr9	139923302	139942699	8	18632	27912.283	1635.1671	272	C9orf139,ABCA2,FUT7,NPDC1,ENTPD2	LCNL1,C9orf142,UAP1L1,MAN1B1,CLIC3,ABCA2,C9orf140,LOC100289341	FUT7	LCNL1	1.1831	272	1
11_MACS_peak_3729_lociStitched	chr1	22638123	22659462	11	20147	23101.6014	1794.6099	273			ZBTB40	ZBTB40	NONE	273	1
8_MACS_peak_3258_lociStitched	chr1	19175722	19196812	8	19996	23732.577	1872.792	274	TAS1R2	ALDH4A1	TAS1R2	TAS1R2	0.8524999999999999	274	1
10_MACS_peak_36308_lociStitched	chr9	135347447	135369213	10	19964	23872.9488	1902.3484	275	C9orf171		C9orf171	C9orf171	0.7628	275	1
4_MACS_peak_7105_lociStitched	chr11	1212750	1231875	4	18847	27010.2375	1575.9	276		MUC5B	MUC5B	MUC5B	0.8275999999999999	276	1
5_MACS_peak_5341_lociStitched	chr1	158118423	158138904	5	19760	26985.7656	4608.225	277		CD1D,LOC646268	LOC646268	CD1D	0.9201999999999999	277	1
3_MACS_peak_28871_lociStitched	chr3	128168878	128188526	3	19203	25642.6048	1837.088	278	DNAJB8	LOC90246,GATA2	DNAJB8	GATA2	1.4733	278	1
7_MACS_peak_21121_lociStitched	chr19	46981646	47001568	7	18989	26289.0712	1902.551	279	PNMAL2	PNMAL1	PNMAL2	PNMAL2	1.2899	279	1
5_MACS_peak_13656_lociStitched	chr17	1913781	1933374	5	18623	27624.1707	2159.1486	280	RTN4RL1	DPH1,OVCA2,HIC1,MIR132,MIR212	RTN4RL1	RTN4RL1	1.1311	280	1
8_MACS_peak_24795_lociStitched	chr20	61743936	61765252	8	19773	23468.916	1831.0444	281		HAR1A,MIR124-3,HAR1B	HAR1B	MIR124-3	1.0	281	1
5_MACS_peak_15883_lociStitched	chr17	72873410	72893406	5	19649	23939.2112	1949.61	282	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	OTOP2	1.1545999999999998	282	1
13_MACS_peak_32518_lociStitched	chr7	100229187	100251269	13	20123	22042.2524	1960.8816	283	TFR2,ACTL6B	FBXO24,PCOLCE,MOSPD3,GNB2,LRCH4,GIGYF1	TFR2	TFR2	0.9508	283	1
6_MACS_peak_37605_lociStitched	chr9	140049642	140069197	6	18566	26755.151	1540.934	284	GRIN1,LRRC26,MIR3621	SSNA1,NDOR1,DPP7,ANAPC2,TPRN,TMEM203,RNF208	MIR3621	MIR3621	1.542	284	1
4_MACS_peak_24716_lociStitched	chr20	61352474	61371626	4	18263	27734.0112	1848.168	285	NTSR1		NTSR1	NTSR1	1.2389	285	1
2_MACS_peak_2351_lociStitched	chr1	16362189	16380442	2	18224	27739.0841	1770.541	286	CLCNKB	C1orf64,CLCNKA,HSPB7,FAM131C	CLCNKB	CLCNKA	1.3114	286	1
8_MACS_peak_312_lociStitched	chr1	2348369	2368557	8	18811	25721.5308	1465.6488	287		RER1,PLCH2,MORN1,PEX10	PEX10	MORN1	1.13	287	1
3_MACS_peak_2264_lociStitched	chr1	11756483	11776308	3	19134	25025.0975	1798.1275	288	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	C1orf187	0.9794999999999999	288	1
7_MACS_peak_35639_lociStitched	chr9	127245079	127264647	7	19202	24180.1776	1931.3616	289	NR5A1	GPR144	NR5A1	NR5A1	0.8763	289	1
5_MACS_peak_36642_lociStitched	chr9	136542745	136562688	5	19311	23155.8173	1316.238	290	SARDH	DBH	SARDH	DBH	1.0261	290	1
8_MACS_peak_18351_lociStitched	chr19	8180001	8200518	8	18704	26058.6417	2345.0931	291	FBN3		FBN3	FBN3	0.8294	291	1
8_MACS_peak_36222_lociStitched	chr9	134998498	135019108	8	19166	24196.14	2221.758	292		NTNG2,MED27	NTNG2	NTNG2	1.1749	292	1
1_MACS_peak_17741_lociStitched	chr19	4581762	4597974	1	16213	32031.6696	2237.256	293		TNFAIP8L1,PLIN5,LRG1,SEMA6B	SEMA6B	PLIN5	1.6521000000000001	293	1
7_MACS_peak_27341_lociStitched	chr22	44667838	44687659	7	19035	22948.7538	1419.1836	294	KIAA1644		KIAA1644	KIAA1644	0.8258	294	1
9_MACS_peak_25725_lociStitched	chr21	47404849	47423163	9	17363	28102.833	1657.417	295	COL6A1		COL6A1	COL6A1	1.1081999999999999	295	1
3_MACS_peak_3576_lociStitched	chr1	21040857	21059366	3	17920	26760.3122	1947.1468	296	KIF17,SH2D5		KIF17	KIF17	0.8777999999999999	296	1
