GENE_ID	locusLine	bin_1_OPM-2.jin.bam
NM_002199	chr4(.):185303875-185400726	0.8952
NM_152775	chr4(.):186361337-186397913	0.2592
NM_031953	chr4(.):186126283-186290120	0.2981
NM_182524	chr4(.):48226-93099	0.6167
NM_001163213	chr4(.):1790038-1815599	0.7559
NM_007331	chr4(.):1889508-1949302	0.4333
NM_133334	chr4(.):1897352-1955545	0.4487
NM_018942	chr4(.):8863772-8878543	0.0607
NR_036090	chr4(.):10075234-10085316	0.133
NM_182485	chr4(.):14999297-15076777	0.2888
NM_001177999	chr4(.):25653085-25685368	0.7611
NM_001177998	chr4(.):25652434-25685368	0.7536
NM_017581	chr4(.):40332468-40361973	0.0751
NM_031889	chr4(.):71489460-71517536	0.1118
NM_144646	chr4(.):71516257-71537348	4.3752
NM_020368	chr4(.):71549195-71561268	1.7087
NM_014961	chr4(.):71582695-71664274	0.1286
NM_001130709	chr4(.):71565653-71660614	0.169
NM_017426	chr4(.):77030816-77074655	0.1631
NM_005506	chr4(.):77074893-77140035	1.3356
NM_003943	chr4(.):77222676-77237283	2.6728
NM_001042784	chr4(.):77229191-77333458	0.1114
NM_020236	chr4(.):78778804-78878944	0.2362
NM_152545	chr4(.):82343218-82398061	0.1483
NM_031369	chr4(.):83269466-83300149	0.9081
NM_144645	chr4(.):87792357-87818575	0.1106
NM_181891	chr4(.):103712132-103753708	0.8721
NM_181890	chr4(.):103712132-103795032	0.6378
NM_181892	chr4(.):103712132-103753340	0.8788
NM_003340	chr4(.):103712132-103754105	0.8638
NM_181893	chr4(.):103712132-103795003	0.638
NM_181889	chr4(.):103712132-103754307	0.8602
NM_001226	chr4(.):110604784-110629629	1.1882
NM_030821	chr4(.):110626144-110656242	0.5384
NM_005841	chr4(.):124315682-124329909	1.753
NM_199327	chr4(.):124312955-124329907	1.4836
NM_001102653	chr4(.):146049801-146105832	0.2837
NM_017493	chr4(.):146075288-146100896	0.228
NR_033797	chr4(.):153452415-153465415	1.1998
NR_036092	chr4(.):153405478-153415568	0.9957
NM_152680	chr4(.):153542265-153606317	0.4659
NM_032991	chr4(.):185543849-185575629	0.7894
NM_001114357	chr4(.):186345544-186375821	0.4182
NM_002372	chr5(.):109020155-109208429	0.2301
NM_015071	chr5(.):142145291-142613572	0.1728
NM_001131005	chr5(.):88009057-88204922	0.5949
NM_002397	chr5(.):88009057-88184283	0.5206
NM_001193349	chr5(.):88009057-88124744	0.1909
NM_020731	chr5(.):299290-443405	0.2303
NM_024091	chr5(.):7854271-7874150	0.7592
NM_016279	chr5(.):26875708-27043689	0.1669
NM_016107	chr5(.):32349455-32449844	0.3616
NM_152756	chr5(.):38933021-39079501	0.2536
NM_182977	chr5(.):43598228-43710668	0.2564
NM_012343	chr5(.):43597790-43710668	0.2559
NM_001178055	chr5(.):49956732-50147356	0.2262
NM_024615	chr5(.):49957771-50147356	0.2273
NM_022913	chr5(.):56464774-56565506	0.2582
NM_001127235	chr5(.):56466274-56565506	0.2608
NM_015084	chr5(.):71510235-71621084	0.2996
NM_001992	chr5(.):76006867-76036595	0.397
NM_006633	chr5(.):75694148-76008957	0.11
NR_027435	chr5(.):90671163-90721532	0.3484
NM_001077654	chr5(.):118599417-118735294	0.3017
NM_001020825	chr5(.):142652495-142788254	0.2259
NM_001018076	chr5(.):142652495-142789045	0.2249
NM_001018075	chr5(.):142652495-142820077	0.2065
NM_001031711	chr5(.):172256222-172384688	0.2092
NM_001167579	chr5(.):176806431-176822514	0.0612
NM_052909	chr5(.):135372-195087	0.8808
NM_145265	chr5(.):199874-223297	0.7574
NM_001080478	chr5(.):186625-200468	3.6151
NM_004168	chr5(.):213355-261814	0.4548
NM_013232	chr5(.):266735-320089	0.1582
NR_029397	chr5(.):398811-409662	0.0515
NM_033120	chr5(.):1004167-1043925	0.6535
NM_001193376	chr5(.):1248286-1300162	0.1256
NM_030782	chr5(.):1312999-1350002	3.4052
NM_024830	chr5(.):1456541-1529076	0.7043
NM_001089584	chr5(.):7826510-7856264	0.0457
NM_024010	chr5(.):7864216-7906235	0.4176
NM_006713	chr5(.):32580604-32609185	2.408
NM_001190469	chr5(.):37807778-37840929	0.4956
NM_199231	chr5(.):37807778-37840593	0.4995
NM_000514	chr5(.):37807778-37844782	0.4581
NR_034127	chr5(.):43060288-43072073	0.6913
NM_001014279	chr5(.):43034181-43045447	2.5962
NR_034085	chr5(.):43011149-43023913	0.9381
NR_015447	chr5(.):43037235-43050370	2.2143
NM_006451	chr5(.):43521369-43562195	0.1955
NM_183323	chr5(.):43521369-43562521	0.1944
NM_001102575	chr5(.):53808592-53847416	1.5308
NM_001145427	chr5(.):53808588-53847416	1.5306
NM_052870	chr5(.):53808592-53821834	2.8027
NM_002184	chr5(.):55225924-55295821	0.3908
NM_001127236	chr5(.):56504900-56565506	0.0553
NM_024754	chr5(.):71611199-71660180	0.1216
NR_028375	chr5(.):76002762-76013686	0.0771
NM_020801	chr5(.):90659540-90684149	0.6421
NM_005668	chr5(.):100137638-100243987	0.2496
NM_175052	chr5(.):100216014-100243970	0.7107
NR_036052	chr5(.):118305280-118315362	0.0593
NM_014350	chr5(.):118686595-118735294	0.2374
NM_005573	chr5(.):126107314-126177712	0.3039
NM_001198557	chr5(.):126107844-126177712	0.3057
NM_000588	chr5(.):131391346-131403896	0.174
NM_000758	chr5(.):131404484-131416859	0.3919
NM_002198	chr5(.):131812300-131831465	0.4387
NM_016480	chr5(.):138672518-138710409	0.1502
NM_194296	chr5(.):138727455-138744776	0.7532
NM_152686	chr5(.):138740891-138780214	0.6089
NM_152685	chr5(.):138697884-138724039	0.2976
NM_001033112	chr5(.):138673133-138710409	0.1522
NM_001161546	chr5(.):138722634-138735885	2.4048
NM_016459	chr5(.):138718256-138730605	2.7394
NM_001012301	chr5(.):149670908-149687525	0.056
NM_015981	chr5(.):149594053-149674403	0.0572
NM_001008657	chr5(.):149732201-149769195	0.1113
NR_036494	chr5(.):175565087-175631298	0.3432
NM_002082	chr5(.):176848686-176874850	1.3119
NM_030567	chr5(.):176868795-176888287	0.5114
NM_000505	chr5(.):176824138-176841577	0.928
NM_080881	chr5(.):176878613-176904871	0.2429
NM_004395	chr5(.):176878613-176905694	0.2391
NM_001004105	chr5(.):176848686-176873354	1.2985
NM_001174102	chr5(.):176870325-176888283	0.5378
NM_001029886	chr5(.):176822107-176832637	0.6789
NM_006098	chr5(.):180658927-180675906	0.8427
NM_033342	chr5(.):180625119-180637177	0.2041
NR_002591	chr5(.):180665313-180675376	1.3792
NR_002592	chr5(.):180663817-180673889	1.2691
NM_032765	chr5(.):180678385-180693119	0.6529
NM_203297	chr5(.):180615923-180632930	0.3158
NM_203296	chr5(.):180615923-180636340	0.3524
NM_033549	chr5(.):180645305-180667808	0.5147
NM_004117	chr6(.):35536361-35661719	0.1787
NM_001145776	chr6(.):35536361-35661692	0.1788
NM_001145775	chr6(.):35536361-35701360	0.2915
NM_181356	chr6(.):44791469-45350670	0.1976
NM_003599	chr6(.):44792449-45350575	0.1977
NM_012288	chr6(.):52357199-52446862	0.483
NM_001160134	chr6(.):73326570-73913573	0.0992
NM_017934	chr6(.):79639135-79793011	0.2375
NM_005907	chr6(.):119494266-119675926	0.1936
NM_033515	chr6(.):129893239-130036370	0.5728
NM_020732	chr6(.):157094063-157536913	0.2063
NM_001195286	chr6(.):386738-416443	1.521
NR_026590	chr6(.):4701392-4960778	0.3025
NM_001143970	chr6(.):4831331-4960778	0.4489
NM_004824	chr6(.):4771679-4960778	0.3877
NM_001168344	chr6(.):7102829-7257213	0.4104
NM_001003699	chr6(.):7103085-7257213	0.411
NR_037616	chr6(.):7876482-8069647	1.3349
NM_001142393	chr6(.):11178530-11387581	0.134
NM_002114	chr6(.):12007723-12170232	0.1482
NM_001949	chr6(.):20397136-20498945	0.3509
NM_001090	chr6(.):30534169-30564309	0.2567
NM_172166	chr6(.):31702724-31735455	1.695
NM_003017	chr6(.):36557089-36577244	1.0644
NR_036610	chr6(.):36557089-36577243	1.0645
NM_004348	chr6(.):45384913-45523819	0.4349
NM_001024630	chr6(.):45291053-45523819	0.3451
NM_018214	chr6(.):53654777-53793919	0.4336
NM_031469	chr6(.):80335999-80418369	0.2318
NM_153816	chr6(.):86210214-86308629	0.0951
NM_016021	chr6(.):90031343-90067619	1.1598
NM_001170794	chr6(.):90631246-91011627	0.313
NM_021813	chr6(.):90631246-91011562	0.313
NM_004849	chr6(.):106627351-106778695	0.1705
NM_020381	chr6(.):107468760-107785779	0.1172
NM_001455	chr6(.):108877068-109010971	0.5578
NM_201559	chr6(.):108876025-109010971	0.5541
NM_032131	chr6(.):109164618-109300352	0.474
NM_005923	chr6(.):136873186-137118656	0.2032
NM_006734	chr6(.):143067603-143271338	0.4067
NM_144497	chr6(.):151641665-151684694	0.2503
NM_005100	chr6(.):151556133-151684694	0.1094
NM_020185	chr6(.):287100-356355	2.6233
NM_001143971	chr6(.):4885225-4960778	0.5457
NR_027712	chr6(.):7981334-7995577	0.6365
NM_001145549	chr6(.):7876482-7915310	4.1016
NM_030810	chr6(.):7876482-7916047	4.1791
NM_032744	chr6(.):11708887-11784280	0.1237
NM_013262	chr6(.):16124316-16153478	0.4541
NM_001163558	chr6(.):22282478-22308082	0.071
NM_000948	chr6(.):22282476-22302730	0.0721
NM_003526	chr6(.):26118694-26129132	1.8191
NM_139006	chr6(.):26082508-26100469	0.1009
NM_021065	chr6(.):26194011-26204471	2.2025
NM_003530	chr6(.):26192011-26204464	1.8699
NM_138720	chr6(.):26153348-26176576	1.115
NM_003523	chr6(.):26179023-26189458	0.7308
NM_003539	chr6(.):26183937-26194304	0.7481
NM_003545	chr6(.):26199872-26210249	1.2283
NM_021063	chr6(.):26153348-26163871	1.4221
NM_005321	chr6(.):26151558-26162343	1.3816
NM_003512	chr6(.):26119372-26129918	1.8
NM_003542	chr6(.):26099175-26109565	0.4664
NM_005323	chr6(.):26102639-26113364	0.4477
NM_003522	chr6(.):26194786-26205216	2.5062
NM_003518	chr6(.):26211427-26221872	0.3706
NM_021052	chr6(.):26212147-26222711	0.3699
NM_003532	chr6(.):26220382-26230844	0.048
NM_003547	chr6(.):26241838-26252205	0.0449
NM_003540	chr6(.):26235653-26246021	0.0585
NM_005320	chr6(.):26229439-26240216	0.2903
NM_001145008	chr6(.):26397464-26420444	0.1554
NM_001197240	chr6(.):26378328-26400100	0.493
NM_001197247	chr6(.):26360397-26383540	1.1324
NM_001197238	chr6(.):26378323-26400100	0.4929
NM_007047	chr6(.):26360397-26383548	1.1346
NM_001197237	chr6(.):26378438-26400100	0.494
NM_001197248	chr6(.):26360469-26383540	1.1259
NM_001197246	chr6(.):26363405-26383540	0.6104
NR_026790	chr6(.):26516933-26532612	0.462
NM_001732	chr6(.):26496494-26515652	0.2022
NM_006353	chr6(.):26533571-26552164	1.5034
NM_021064	chr6(.):27095816-27106314	2.5451
NM_080593	chr6(.):27101071-27119637	1.8398
NM_080596	chr6(.):27109907-27120346	1.7525
NR_036096	chr6(.):27110404-27120467	1.725
NM_021058	chr6(.):27095094-27105575	2.5931
NM_003495	chr6(.):27102087-27112457	1.4088
NM_021066	chr6(.):27777079-27787518	1.2667
NM_003536	chr6(.):27772841-27783314	2.144
NM_003509	chr6(.):27770976-27781445	1.7404
NM_003519	chr6(.):27770256-27780709	1.6734
NM_003521	chr6(.):27777821-27788267	1.2081
NM_003535	chr6(.):27853092-27863570	2.2456
NM_003527	chr6(.):27856202-27866669	2.3155
NM_003520	chr6(.):27801439-27811888	2.2461
NM_003511	chr6(.):27828106-27838576	1.4752
NM_003533	chr6(.):27834622-27845099	0.4182
NM_003510	chr6(.):27800657-27811117	2.2501
NM_003541	chr6(.):27793951-27804305	0.8729
NM_005322	chr6(.):27829569-27840359	1.4346
NM_033057	chr6(.):27873962-27885174	0.0332
NM_021968	chr6(.):27786902-27797258	0.776
NM_003514	chr6(.):27855476-27865963	2.3114
NM_003546	chr6(.):27835925-27846289	0.124
NM_001031722	chr6(.):30589662-30619598	0.3193
NR_033823	chr6(.):30589612-30619598	0.3189
NM_001161376	chr6(.):30609815-30625987	0.4655
NM_002714	chr6(.):30563181-30590020	0.8154
NM_014046	chr6(.):30580485-30599174	1.1869
NR_030615	chr6(.):30547108-30557194	0.0433
NM_021246	chr6(.):31678132-31690581	0.0921
NM_138275	chr6(.):31686160-31697851	0.1692
NR_033488	chr6(.):31649725-31675850	0.2722
NM_013974	chr6(.):31689816-31703039	0.5327
NM_001288	chr6(.):31693357-31709341	3.6277
NM_001003693	chr6(.):31669683-31683372	0.4972
NM_021160	chr6(.):31649725-31676137	0.2697
NR_024541	chr6(.):31674752-31686842	0.1017
NM_025261	chr6(.):31681424-31694510	0.0655
NM_001039651	chr6(.):31725772-31737624	0.1369
NM_025258	chr6(.):31728370-31750108	0.6165
NM_006120	chr6(.):32911390-32925899	0.1084
NM_002119	chr6(.):32966959-32982389	0.0567
NM_002118	chr6(.):32897405-32913847	0.0757
NM_005104	chr6(.):32931436-32954282	2.4157
NM_001113182	chr6(.):32933664-32954282	2.6721
NM_001199455	chr6(.):32934371-32954282	2.7618
NM_001199456	chr6(.):32935860-32954282	2.8844
NR_027117	chr6(.):35689538-35709724	1.259
NM_207409	chr6(.):35739391-35752329	0.0475
NM_001010886	chr6(.):35743830-35760841	0.0476
NM_145028	chr6(.):35699858-35721685	0.2442
NM_007271	chr6(.):36456668-36520247	0.1004
NR_037491	chr6(.):36585212-36595289	0.1265
NM_015089	chr6(.):43144921-43197325	0.127
NM_003131	chr6(.):43133919-43154244	0.9189
NM_019096	chr6(.):43583217-43601936	0.7936
NM_001003690	chr6(.):43592278-43613688	0.8734
NM_014628	chr6(.):43598576-43613688	0.3218
NM_001193341	chr6(.):43607766-43643748	0.1309
NM_001171629	chr6(.):43732945-43759223	0.9659
NR_030313	chr6(.):45160410-45170507	1.5606
NR_029713	chr6(.):52004146-52014232	0.0849
NR_029903	chr6(.):52008720-52018839	0.1343
NM_002190	chr6(.):52046184-52060436	0.3532
NM_001402	chr6(.):74220472-74235755	1.8693
NM_001159676	chr6(.):86312501-86356169	0.6452
NM_001159677	chr6(.):86312501-86358043	0.6206
NM_001159674	chr6(.):86312501-86357608	0.6262
NM_006372	chr6(.):86318692-86358043	0.7082
NM_001159673	chr6(.):86312501-86357640	0.6258
NR_003044	chr6(.):86382306-86392377	1.0559
NR_003038	chr6(.):86381724-86393451	0.9119
NR_002743	chr6(.):86382011-86392086	1.0561
NM_002043	chr6(.):89962238-90029967	0.3882
NM_182907	chr6(.):106541814-106562811	2.7099
NM_001198	chr6(.):106529194-106562814	2.3707
NM_001080450	chr6(.):107381384-107440636	0.2937
NM_003649	chr6(.):110708382-110741753	0.4862
NM_002356	chr6(.):114173526-114189652	0.6468
NR_027060	chr6(.):114220550-114247806	0.03
NM_001145207	chr6(.):135351994-135381036	0.3736
NM_006620	chr6(.):135276516-135381036	0.6418
NR_037435	chr6(.):135295475-135305570	0.0687
NM_006079	chr6(.):139688396-139700785	1.5
NM_001168389	chr6(.):139688396-139700350	1.5503
NM_001168388	chr6(.):139688396-139700499	1.5328
NM_001259	chr7(.):92229234-92468231	0.4734
NM_001145306	chr7(.):92229234-92470941	0.4687
NM_004289	chr7(.):26186846-26231756	0.1395
NR_033664	chr7(.):34381123-34802884	0.1275
NM_001029835	chr7(.):45062232-45121069	0.1626
NM_001167935	chr7(.):45034786-45121069	0.2984
NR_030770	chr7(.):45034344-45121069	0.3017
NM_030796	chr7(.):55533305-55645200	0.3904
NM_003496	chr7(.):98471112-98615864	0.1214
NM_032549	chr7(.):110298109-111207347	0.1142
NM_001145354	chr7(.):130789854-131186398	0.1884
NM_001164458	chr7(.):149939300-150025758	0.1523
NM_001080495	chr7(.):5341422-5468177	0.1648
NR_034084	chr7(.):7675341-7923851	0.2723
NM_138426	chr7(.):8003422-8133709	0.2287
NM_182762	chr7(.):20169278-20262013	0.265
NM_006547	chr7(.):23344827-23514995	0.1909
NR_036554	chr7(.):29720687-29787019	0.2655
NR_015356	chr7(.):34753473-34878943	0.2903
NM_207173	chr7(.):34692896-34922944	0.1959
NM_207172	chr7(.):34692896-34894590	0.2142
NM_014800	chr7(.):36888960-37493511	0.1465
NM_003718	chr7(.):39984958-40141733	0.1852
NM_022748	chr7(.):47309751-47584199	0.1746
NM_006060	chr7(.):50339377-50477798	0.1727
NM_012395	chr7(.):90333711-90844904	0.1085
NM_173054	chr7(.):103107230-103634963	0.1746
NM_199000	chr7(.):103964103-104554003	0.0823
NM_182931	chr7(.):104649636-104759532	0.7144
NM_001099660	chr7(.):110726061-110770509	0.2045
NM_003344	chr7(.):129467994-129597789	0.3552
NR_015431	chr7(.):130623918-130798562	0.2285
NR_024153	chr7(.):130623918-130796789	0.2289
NM_194071	chr7(.):137554724-137691846	0.4061
NM_018238	chr7(.):141246077-141359209	0.5869
NM_173680	chr7(.):150071405-150100719	0.6177
NM_003751	chr7(.):2389473-2425377	0.359
NM_018641	chr7(.):2438258-2479216	0.4932
NR_026676	chr7(.):23525006-23536031	0.0439
NR_029597	chr7(.):25984538-25994606	1.7537
NM_031243	chr7(.):26224555-26245413	1.7428
NM_016587	chr7(.):26236323-26257976	1.6261
NM_007276	chr7(.):26236098-26257976	1.6107
NR_036482	chr7(.):29719769-29732859	1.0595
NR_024278	chr7(.):29680537-29729754	1.0771
NR_027347	chr7(.):29719387-29730437	1.2704
NR_003697	chr7(.):45017626-45031259	1.1855
NR_002952	chr7(.):45019976-45030109	1.5402
NM_033054	chr7(.):44997259-45023704	0.2181
NM_001134450	chr7(.):98439110-98472673	0.0364
NR_037403	chr7(.):98474272-98484352	1.36
NR_028039	chr7(.):99793277-99874855	0.2151
NR_028038	chr7(.):99801558-99874855	0.2257
NM_024070	chr7(.):99811870-99824111	0.8394
NM_012447	chr7(.):99770537-99817010	0.1627
NM_152742	chr7(.):99762228-99779990	0.0668
NM_024637	chr7(.):99751864-99771373	0.1107
NM_020979	chr7(.):101923404-101967178	1.0532
NR_036245	chr7(.):101931368-101941453	0.4147
NM_001146210	chr7(.):101981191-102001889	0.0523
NM_014377	chr7(.):102947920-102990320	0.3292
NM_002803	chr7(.):102983088-103013656	0.4368
NM_004279	chr7(.):102932872-102960133	0.1652
NR_027374	chr7(.):104530074-104572092	0.6285
NR_024586	chr7(.):104645988-104659588	4.7421
NR_002144	chr7(.):128761324-128773050	1.3366
NM_178562	chr7(.):128779711-128814534	0.1061
NM_003592	chr7(.):148390932-148503202	0.6749
NM_013400	chr7(.):150060878-150076133	2.7444
NM_014374	chr7(.):150063257-150076133	3.1968
NM_001142928	chr7(.):150015295-150040245	0.3783
NM_002889	chr7(.):150030406-150043763	0.0598
NM_138434	chr7(.):150021937-150034811	0.0535
NR_027237	chr7(.):150097839-150114558	3.5259
NM_175571	chr7(.):150142961-150181483	0.0536
NR_034033	chr7(.):150125741-150150228	0.246
NM_005614	chr7(.):151158097-151222010	0.3344
NM_024012	chr7(.):154857545-154882459	0.0959
NM_198337	chr7(.):155084485-155106945	0.6374
NM_152564	chr8(.):100020493-100894808	0.0585
NM_003844	chr8(.):23043969-23087680	0.3291
NM_004103	chr8(.):27163998-27321903	0.5332
NM_173176	chr8(.):27178053-27321903	0.5475
NM_002717	chr8(.):26144006-26235195	0.4126
NM_172366	chr8(.):28280928-28352784	0.3412
NM_173175	chr8(.):27178080-27321903	0.5476
NM_001177591	chr8(.):26145731-26235195	0.4175
NM_080872	chr8(.):35087974-35657181	0.1772
NM_002998	chr8(.):97500881-97629037	0.2325
NM_001040627	chr8(.):102693769-103141562	0.0933
NM_001040630	chr8(.):102693769-103142135	0.0932
NM_001101676	chr8(.):119196694-119639184	0.1698
NM_207506	chr8(.):119385226-119639184	0.2462
NM_001715	chr8(.):11346520-11427108	0.6481
NM_001386	chr8(.):26430420-26520693	0.2776
NM_001197293	chr8(.):26366708-26520693	0.2123
NM_015254	chr8(.):28919794-29125610	0.1522
NM_024787	chr8(.):33400272-33429643	1.9
NM_032410	chr8(.):42747032-42890682	0.4396
NM_001160224	chr8(.):42699779-42756866	1.4874
NM_001160225	chr8(.):42703437-42756866	1.549
NM_001144755	chr8(.):67469409-67530480	0.3885
NM_172060	chr8(.):72104667-72273979	0.1711
NM_000503	chr8(.):72104667-72279467	0.2094
NM_005079	chr8(.):80942104-81088836	0.3292
NM_178812	chr8(.):98651406-98747488	0.2341
NM_013437	chr8(.):105496458-105606252	0.1167
NM_022783	chr8(.):120880899-121068157	0.3458
NM_173685	chr8(.):126099082-126384367	0.5205
NM_003033	chr8(.):134462090-134589183	0.5021
NM_003970	chr8(.):1988157-2098380	0.6741
NM_053279	chr8(.):11273972-11329276	1.0286
NM_002052	chr8(.):11556716-11622509	0.1527
NM_005605	chr8(.):22293595-22403637	0.3945
NM_152272	chr8(.):23096149-23124512	0.2001
NR_033928	chr8(.):23077733-23093439	0.4956
NM_017412	chr8(.):28346772-28426961	0.2378
NR_036250	chr8(.):28357632-28367699	0.0341
NM_057158	chr8(.):29188616-29211322	2.2487
NM_001394	chr8(.):29188619-29213185	2.0967
NR_026765	chr8(.):29573775-29610625	0.3165
NM_025115	chr8(.):33351235-33375656	0.2935
NM_001102401	chr8(.):33351235-33375703	0.2932
NM_024025	chr8(.):33443853-33462439	0.1312
NM_020130	chr8(.):40005988-40017821	0.0596
NM_018105	chr8(.):42686816-42703474	0.8188
NM_002027	chr8(.):42906441-42945932	0.3531
NM_152765	chr8(.):67400490-67435759	1.2936
NM_014294	chr8(.):71480452-71525694	1.495
NM_138455	chr8(.):104378785-104400217	0.8885
NM_030780	chr8(.):104405865-104432468	0.2319
NM_015420	chr8(.):104421941-104460680	0.1679
NM_025195	chr8(.):126437562-126455644	2.9583
NM_014957	chr8(.):142133719-142210900	0.1452
NR_003529	chr9(.):21989789-22126093	0.3986
NM_015158	chr9(.):499702-751103	0.1788
NM_001135920	chr9(.):5624326-5774454	0.2731
NM_020829	chr9(.):5651582-5781556	0.1715
NM_004529	chr9(.):20339967-20627514	0.2133
NM_032226	chr9(.):37115468-37363145	0.1747
NM_003558	chr9(.):71315615-71629091	0.2645
NM_080546	chr9(.):108001928-108158682	0.319
NM_053016	chr9(.):112537576-112718756	0.206
NM_001037293	chr9(.):112398067-112718756	0.1332
NM_007203	chr9(.):112537576-112939791	0.3325
NM_001004065	chr9(.):112805877-112939791	0.6765
NM_015404	chr9(.):117159359-117272736	0.3634
NM_001083885	chr9(.):117159359-117270495	0.3686
NM_018249	chr9(.):123146146-123347437	0.2005
NM_005047	chr9(.):123573331-123610206	0.2377
NM_001171137	chr9(.):125878907-126035855	0.18
NM_018387	chr9(.):125878907-126035843	0.18
NM_001134778	chr9(.):128505477-128734655	0.2247
NM_001006618	chr9(.):128278748-128474513	0.1584
NM_006195	chr9(.):128504616-128734655	0.2239
NM_015033	chr9(.):132644465-132810473	0.1293
NM_139235	chr9(.):33456350-33478941	0.4991
NM_004925	chr9(.):33436159-33452590	0.2977
NR_027421	chr9(.):44985235-44996492	1.2618
NM_053067	chr9(.):86269877-86328168	0.3668
NM_024617	chr9(.):88897647-88974402	0.2962
NR_033912	chr9(.):93820575-93842414	0.1748
NM_005384	chr9(.):94166326-94191144	1.1549
NM_001083603	chr9(.):98200263-98284247	0.3844
NM_001083606	chr9(.):98200263-98274699	0.43
NM_001083607	chr9(.):98200263-98274481	0.4311
NM_001083605	chr9(.):98200263-98275322	0.4267
NM_000264	chr9(.):98200263-98275831	0.424
NM_006401	chr9(.):100740488-100783224	0.7098
NM_197978	chr9(.):100684072-100705526	0.5061
NM_018437	chr9(.):100684072-100712134	0.3982
NM_173200	chr9(.):102584008-102634173	0.1324
NM_006981	chr9(.):102579136-102634173	0.3298
NM_173199	chr9(.):102579136-102601341	0.6623
NM_001136562	chr9(.):112882780-112939791	0.8483
NM_004888	chr9(.):117344993-117366152	0.8998
NM_153045	chr9(.):117368705-117413703	0.203
NM_005658	chr9(.):123659670-123694173	0.1976
NM_015651	chr9(.):123612930-123644606	1.1103
NM_001190945	chr9(.):123659670-123696451	0.2242
NM_001190947	chr9(.):123659670-123681850	0.1542
NM_001009936	chr9(.):123626852-123644606	1.8939
NR_024408	chr9(.):123600319-123621651	0.4134
NM_173689	chr9(.):126113447-126146032	0.0765
NM_005489	chr9(.):130495595-130538621	0.1418
NM_001142532	chr9(.):130495595-130529697	0.1256
NM_001142533	chr9(.):130495595-130522583	0.1394
NM_001142531	chr9(.):130495595-130529719	0.1255
NM_001142534	chr9(.):130495595-130522561	0.1395
NM_170600	chr9(.):130495595-130546048	0.3948
NM_001085347	chr9(.):130488802-130502604	0.2329
NM_001018078	chr9(.):130560507-130581556	0.3064
NM_001261	chr9(.):130543304-130558052	0.4996
NM_004957	chr9(.):130560153-130581556	0.3053
NR_036055	chr9(.):130543196-130553286	0.659
NM_001012715	chr9(.):132078294-132089882	0.139
NM_016520	chr9(.):132584563-132602572	0.2652
NM_006676	chr9(.):132592695-132649107	0.162
NM_001008563	chr9(.):132592756-132649107	0.1621
NM_178138	chr9(.):139083095-139101955	1.1174
NM_181701	chr9(.):139093181-139142687	0.8688
NM_014564	chr9(.):139083095-139100004	1.1292
NM_001139467	chrX(.):9426334-9692780	0.083
NM_005647	chrX(.):9428200-9692780	0.0831
NM_001123384	chrX(.):39905498-40041582	0.6692
NM_144495	chrX(.):48750194-48765420	0.5488
NM_001167990	chrX(.):48750212-48765420	0.5494
NM_001032384	chrX(.):48750538-48765420	0.5615
NM_001167992	chrX(.):48750774-48765420	0.5693
NM_015129	chrX(.):118745908-118832333	0.5262
NM_145800	chrX(.):118744687-118832333	0.5212
NM_005629	chrX(.):152948751-152967048	0.0638
NM_001142806	chrX(.):152949965-152967048	0.062
NM_005334	chrX(.):153208007-153241819	1.1491
NM_012080	chrX(.):6961960-7071231	0.2546
NM_001178135	chrX(.):6970626-7071231	0.273
NM_001098791	chrX(.):38655684-38670783	0.9668
NM_021242	chrX(.):38658072-38670783	1.1411
NM_017745	chrX(.):39905498-39961719	0.4324
NM_001193416	chrX(.):41187650-41214524	0.9038
NR_029636	chrX(.):45601420-45611530	0.1617
NR_029635	chrX(.):45600584-45610694	0.1649
NM_001167947	chrX(.):48745729-48760426	0.5875
NM_001042498	chrX(.):48755888-48774235	0.3368
NM_001136158	chrX(.):48774302-48819893	0.9613
NM_001136159	chrX(.):48774302-48820648	0.9471
NM_006875	chrX(.):48765458-48781413	0.9405
NM_004979	chrX(.):48813638-48833251	0.3292
NM_005660	chrX(.):48755458-48773917	0.3714
NM_001032289	chrX(.):48755889-48773933	0.325
NM_002764	chrX(.):106866653-106899256	0.1404
NM_004089	chrX(.):106951451-106965291	1.7035
NM_198057	chrX(.):106951451-107024017	0.4858
NM_001015881	chrX(.):106951451-106964711	1.7697
NM_181777	chrX(.):118709297-118723379	0.0591
NM_181762	chrX(.):118703498-118723379	0.1565
NM_017544	chrX(.):118717299-118744846	0.2229
NM_001173488	chrX(.):118717299-118732113	0.0503
NR_030413	chrX(.):118775700-118785811	0.3731
NM_001130846	chrX(.):129258337-129277015	0.0557
NM_004208	chrX(.):129258337-129304861	0.3455
NM_004794	chrX(.):129300772-129323844	1.0869
NM_145813	chrX(.):129258337-129304808	0.3447
NM_001039582	chrX(.):152930187-152944816	0.0433
NM_005393	chrX(.):153024650-153049801	0.0896
NM_005745	chrX(.):152960946-152994838	0.2877
NR_024450	chrX(.):152960946-152995201	0.2856
NM_001139441	chrX(.):152960946-152994582	0.2885
NM_000033	chrX(.):152985322-153015216	0.3389
NM_001139457	chrX(.):152960946-152994549	0.2881
NM_000054	chrX(.):153165528-153177620	0.0492
NM_000425	chrX(.):153121970-153146399	0.0274
NM_003491	chrX(.):153190376-153205468	1.3012
