GENE_ID	locusLine	bin_1_MM.1S.jin.bam
2_MACS_peak_9412_lociStitched	chr15(.):31527771-31529162	1.0574
2_MACS_peak_9414_lociStitched	chr15(.):31546550-31550274	2.0999
1_MACS_peak_9416_lociStitched	chr15(.):31553979-31560827	2.7747
1_MACS_peak_9417_lociStitched	chr15(.):31562400-31562796	0.6561
3_MACS_peak_9418_lociStitched	chr15(.):31617360-31622064	1.7249
3_MACS_peak_9421_lociStitched	chr15(.):31629243-31631096	0.7909
1_MACS_peak_9424_lociStitched	chr15(.):31636190-31640469	1.7956
1_MACS_peak_9425_lociStitched	chr15(.):31644086-31646790	2.3329
4_MACS_peak_9426_lociStitched	chr15(.):31647891-31650523	0.8151
2_MACS_peak_9430_lociStitched	chr15(.):31651495-31655190	2.1564
1_MACS_peak_9432_lociStitched	chr15(.):31656722-31657428	0.799
1_MACS_peak_9433_lociStitched	chr15(.):31683926-31684488	0.9667
1_MACS_peak_9434_lociStitched	chr15(.):31726529-31728711	1.7397
1_MACS_peak_9435_lociStitched	chr15(.):31737001-31737593	0.6223
1_MACS_peak_9436_lociStitched	chr15(.):31750354-31752581	1.2408
1_MACS_peak_9437_lociStitched	chr15(.):31765265-31765658	0.8961
1_MACS_peak_9438_lociStitched	chr15(.):32322796-32323158	0.6635
1_MACS_peak_9439_lociStitched	chr15(.):32726684-32727137	0.5939
2_MACS_peak_9440_lociStitched	chr15(.):32758393-32759663	0.457
1_MACS_peak_9442_lociStitched	chr15(.):32761853-32762522	0.5183
1_MACS_peak_9443_lociStitched	chr15(.):32828361-32828994	0.6658
2_MACS_peak_9444_lociStitched	chr15(.):32870654-32872012	0.8705
2_MACS_peak_9446_lociStitched	chr15(.):32906133-32908429	1.6441
1_MACS_peak_9448_lociStitched	chr15(.):33153765-33154603	0.7944
1_MACS_peak_9449_lociStitched	chr15(.):33199544-33201421	1.0043
2_MACS_peak_9450_lociStitched	chr15(.):33215884-33217281	0.6004
3_MACS_peak_9452_lociStitched	chr15(.):33297506-33301915	1.054
1_MACS_peak_9455_lociStitched	chr15(.):33359661-33361802	1.4867
1_MACS_peak_9456_lociStitched	chr15(.):34072284-34072672	0.9846
2_MACS_peak_9457_lociStitched	chr15(.):34185873-34186982	0.8995
1_MACS_peak_9459_lociStitched	chr15(.):34207479-34208588	0.9583
2_MACS_peak_9460_lociStitched	chr15(.):34232626-34234585	1.0269
2_MACS_peak_9462_lociStitched	chr15(.):34330359-34332825	1.4729
2_MACS_peak_9464_lociStitched	chr15(.):34393518-34394614	1.3088
1_MACS_peak_9466_lociStitched	chr15(.):34501881-34502469	3.142
1_MACS_peak_9467_lociStitched	chr15(.):34516088-34517618	1.2193
2_MACS_peak_9468_lociStitched	chr15(.):34619513-34621542	0.8202
1_MACS_peak_9470_lociStitched	chr15(.):34628529-34630291	2.0206
1_MACS_peak_9471_lociStitched	chr15(.):34634779-34635358	1.4416
3_MACS_peak_9472_lociStitched	chr15(.):34657346-34661081	1.2314
1_MACS_peak_9475_lociStitched	chr15(.):34696483-34697105	0.7814
1_MACS_peak_9476_lociStitched	chr15(.):34728594-34729710	1.5376
1_MACS_peak_9477_lociStitched	chr15(.):34806660-34807514	0.7314
2_MACS_peak_9478_lociStitched	chr15(.):34842621-34843303	0.6035
2_MACS_peak_9480_lociStitched	chr15(.):34874680-34876742	1.5627
1_MACS_peak_9482_lociStitched	chr15(.):34957844-34958430	0.6369
3_MACS_peak_9483_lociStitched	chr15(.):35245664-35247288	0.8111
1_MACS_peak_9486_lociStitched	chr15(.):35261285-35261978	0.9379
1_MACS_peak_9487_lociStitched	chr15(.):35279890-35281167	2.1549
1_MACS_peak_9488_lociStitched	chr15(.):35837649-35839150	2.5994
1_MACS_peak_9489_lociStitched	chr15(.):35959273-35959714	0.6282
1_MACS_peak_9490_lociStitched	chr15(.):36871151-36872379	1.9594
1_MACS_peak_9491_lociStitched	chr15(.):37327238-37327648	0.7161
1_MACS_peak_9492_lociStitched	chr15(.):37391226-37391517	0.5444
1_MACS_peak_9493_lociStitched	chr15(.):37392327-37394369	1.6558
1_MACS_peak_9494_lociStitched	chr15(.):38364472-38366274	1.8103
1_MACS_peak_9495_lociStitched	chr15(.):38376589-38379866	1.9849
1_MACS_peak_9496_lociStitched	chr15(.):38386300-38386635	0.4005
2_MACS_peak_9497_lociStitched	chr15(.):38402448-38403544	0.7426
2_MACS_peak_9499_lociStitched	chr15(.):38411926-38412861	0.8136
1_MACS_peak_9501_lociStitched	chr15(.):38468412-38468878	0.7028
1_MACS_peak_9502_lociStitched	chr15(.):38478157-38478659	0.8014
1_MACS_peak_9503_lociStitched	chr15(.):38483037-38483911	0.938
1_MACS_peak_9504_lociStitched	chr15(.):38530078-38530582	0.9562
1_MACS_peak_9505_lociStitched	chr15(.):38544061-38545709	1.75
3_MACS_peak_9506_lociStitched	chr15(.):38716009-38717836	0.9343
1_MACS_peak_9509_lociStitched	chr15(.):38746243-38747279	1.8028
1_MACS_peak_9510_lociStitched	chr15(.):38856388-38856947	1.0864
1_MACS_peak_9511_lociStitched	chr15(.):38988042-38989328	1.0744
1_MACS_peak_9512_lociStitched	chr15(.):39846677-39847003	0.5797
3_MACS_peak_9513_lociStitched	chr15(.):39914820-39917662	0.7806
1_MACS_peak_9516_lociStitched	chr15(.):40063537-40063960	0.9046
1_MACS_peak_9517_lociStitched	chr15(.):40074729-40075564	1.2309
1_MACS_peak_9518_lociStitched	chr15(.):40077616-40078478	0.97
1_MACS_peak_9519_lociStitched	chr15(.):40212793-40213607	1.0096
1_MACS_peak_9520_lociStitched	chr15(.):40226218-40227005	1.4863
2_MACS_peak_9521_lociStitched	chr15(.):40231235-40232644	0.7432
1_MACS_peak_9523_lociStitched	chr15(.):40330477-40331846	1.3879
2_MACS_peak_9524_lociStitched	chr15(.):40339432-40340902	0.8021
1_MACS_peak_9526_lociStitched	chr15(.):40342247-40342840	0.9588
1_MACS_peak_9527_lociStitched	chr15(.):40345707-40348328	2.1024
2_MACS_peak_9528_lociStitched	chr15(.):40350492-40351705	0.7463
2_MACS_peak_9530_lociStitched	chr15(.):40355447-40357925	1.1379
3_MACS_peak_9532_lociStitched	chr15(.):40387041-40394506	2.002
3_MACS_peak_9535_lociStitched	chr15(.):40395110-40402066	1.7342
1_MACS_peak_9538_lociStitched	chr15(.):40408185-40408622	0.7052
2_MACS_peak_9539_lociStitched	chr15(.):40453180-40454524	1.0939
1_MACS_peak_9541_lociStitched	chr15(.):40544794-40545471	0.8528
1_MACS_peak_9542_lociStitched	chr15(.):40616073-40617031	1.7502
1_MACS_peak_9543_lociStitched	chr15(.):40619396-40622020	1.398
1_MACS_peak_9544_lociStitched	chr15(.):40675094-40675621	0.7932
1_MACS_peak_9545_lociStitched	chr15(.):40697988-40698544	0.984
1_MACS_peak_9546_lociStitched	chr15(.):40699328-40699608	0.5591
1_MACS_peak_9547_lociStitched	chr15(.):40733288-40733770	0.9342
1_MACS_peak_9548_lociStitched	chr15(.):40763187-40763834	1.2382
6_MACS_peak_9549_lociStitched	chr15(.):40834038-40843891	1.6176
3_MACS_peak_9555_lociStitched	chr15(.):40849198-40851705	1.4236
1_MACS_peak_9558_lociStitched	chr15(.):40856637-40857226	1.0885
1_MACS_peak_9559_lociStitched	chr15(.):40861472-40862239	1.2006
1_MACS_peak_9560_lociStitched	chr15(.):40886105-40887019	1.7404
1_MACS_peak_9561_lociStitched	chr15(.):40963841-40964725	1.1134
1_MACS_peak_9562_lociStitched	chr15(.):40985618-40988048	2.1722
3_MACS_peak_9563_lociStitched	chr15(.):41034716-41036849	1.2843
2_MACS_peak_9566_lociStitched	chr15(.):41046666-41048312	1.4567
1_MACS_peak_9568_lociStitched	chr15(.):41099261-41099675	0.8716
1_MACS_peak_9569_lociStitched	chr15(.):41136258-41136969	0.624
1_MACS_peak_9570_lociStitched	chr15(.):41186645-41187280	1.4749
2_MACS_peak_9571_lociStitched	chr15(.):41197831-41199650	1.6846
1_MACS_peak_9573_lociStitched	chr15(.):41233520-41234677	1.274
1_MACS_peak_9574_lociStitched	chr15(.):41244838-41245631	1.1732
4_MACS_peak_9575_lociStitched	chr15(.):41304213-41311005	1.3026
1_MACS_peak_9579_lociStitched	chr15(.):41407404-41409515	2.5778
1_MACS_peak_9580_lociStitched	chr15(.):41523275-41523838	1.6279
1_MACS_peak_9581_lociStitched	chr15(.):41555744-41556438	0.6971
2_MACS_peak_9582_lociStitched	chr15(.):41575356-41576972	2.312
2_MACS_peak_9584_lociStitched	chr15(.):41624028-41626242	2.2114
1_MACS_peak_9586_lociStitched	chr15(.):41694360-41694985	0.9603
2_MACS_peak_9587_lociStitched	chr15(.):41708769-41709981	1.0797
2_MACS_peak_9589_lociStitched	chr15(.):41716030-41717347	0.8675
2_MACS_peak_9591_lociStitched	chr15(.):41721162-41722187	0.7152
1_MACS_peak_9593_lociStitched	chr15(.):41785482-41786142	1.0995
3_MACS_peak_9594_lociStitched	chr15(.):41849899-41852095	1.0307
1_MACS_peak_9597_lociStitched	chr15(.):41952063-41954622	1.9865
2_MACS_peak_9598_lociStitched	chr15(.):42227267-42228363	0.6803
1_MACS_peak_9600_lociStitched	chr15(.):42262201-42262648	0.6086
2_MACS_peak_9601_lociStitched	chr15(.):42263914-42265314	1.4787
1_MACS_peak_9603_lociStitched	chr15(.):42302953-42304355	1.3712
1_MACS_peak_9604_lociStitched	chr15(.):42327254-42327545	0.5078
1_MACS_peak_9605_lociStitched	chr15(.):42499765-42500889	1.6685
1_MACS_peak_9606_lociStitched	chr15(.):42565208-42566856	1.4186
2_MACS_peak_9607_lociStitched	chr15(.):42782670-42783808	1.0912
1_MACS_peak_9609_lociStitched	chr15(.):42787847-42788204	0.7474
2_MACS_peak_9610_lociStitched	chr15(.):42840174-42842046	2.1583
1_MACS_peak_9612_lociStitched	chr15(.):42867758-42868576	1.6453
1_MACS_peak_9613_lociStitched	chr15(.):42873389-42873917	0.8715
2_MACS_peak_9614_lociStitched	chr15(.):42894976-42901996	1.8649
1_MACS_peak_9616_lociStitched	chr15(.):42911558-42912319	0.7851
2_MACS_peak_9617_lociStitched	chr15(.):43028725-43029837	1.0905
1_MACS_peak_9619_lociStitched	chr15(.):43212572-43213070	0.8239
1_MACS_peak_9620_lociStitched	chr15(.):43397893-43398814	1.0142
1_MACS_peak_9621_lociStitched	chr15(.):43425665-43426634	2.5377
1_MACS_peak_9622_lociStitched	chr15(.):43477569-43478483	1.8596
1_MACS_peak_9623_lociStitched	chr15(.):43621791-43623302	1.9106
1_MACS_peak_9624_lociStitched	chr15(.):43662877-43663855	1.6067
1_MACS_peak_9625_lociStitched	chr15(.):43802683-43803065	1.5481
1_MACS_peak_9626_lociStitched	chr15(.):43941195-43941544	0.6026
1_MACS_peak_9627_lociStitched	chr15(.):44037984-44039272	2.1358
1_MACS_peak_9628_lociStitched	chr15(.):44084466-44085339	1.8725
1_MACS_peak_9629_lociStitched	chr15(.):44092896-44093299	1.0249
1_MACS_peak_9630_lociStitched	chr15(.):44116365-44117382	0.9716
1_MACS_peak_9631_lociStitched	chr15(.):44118626-44119933	1.5541
1_MACS_peak_9632_lociStitched	chr15(.):44580127-44582002	1.4953
3_MACS_peak_9633_lociStitched	chr15(.):44598858-44603009	1.4321
1_MACS_peak_9636_lociStitched	chr15(.):44676739-44678189	1.2409
1_MACS_peak_9637_lociStitched	chr15(.):44718593-44720667	2.0709
1_MACS_peak_9638_lociStitched	chr15(.):44828479-44830177	1.9353
1_MACS_peak_9639_lociStitched	chr15(.):44887943-44888515	0.8103
1_MACS_peak_9640_lociStitched	chr15(.):44955231-44955931	2.5449
1_MACS_peak_9641_lociStitched	chr15(.):44958605-44959010	1.4085
1_MACS_peak_9642_lociStitched	chr15(.):44974939-44976278	1.4331
1_MACS_peak_9643_lociStitched	chr15(.):45002449-45005184	2.0091
1_MACS_peak_9644_lociStitched	chr15(.):45016957-45017484	0.7788
4_MACS_peak_9645_lociStitched	chr15(.):45018205-45021999	1.3488
1_MACS_peak_9649_lociStitched	chr15(.):45028721-45029084	0.5674
1_MACS_peak_9650_lociStitched	chr15(.):45076820-45077251	0.9294
1_MACS_peak_9651_lociStitched	chr15(.):45314918-45315935	1.2209
2_MACS_peak_9652_lociStitched	chr15(.):45352792-45354916	0.7949
1_MACS_peak_9654_lociStitched	chr15(.):45427183-45427605	0.8882
1_MACS_peak_9655_lociStitched	chr15(.):45458644-45459795	2.6306
4_MACS_peak_9656_lociStitched	chr15(.):45490962-45493470	1.2134
1_MACS_peak_9660_lociStitched	chr15(.):45670096-45671168	1.9447
2_MACS_peak_9661_lociStitched	chr15(.):45693802-45695783	1.9283
2_MACS_peak_9663_lociStitched	chr15(.):45746631-45747811	1.0243
1_MACS_peak_9665_lociStitched	chr15(.):45814380-45814970	0.7563
1_MACS_peak_9666_lociStitched	chr15(.):45840719-45841167	0.6841
1_MACS_peak_9667_lociStitched	chr15(.):45878723-45880466	2.2387
1_MACS_peak_9668_lociStitched	chr15(.):45926507-45928340	1.6262
2_MACS_peak_9669_lociStitched	chr15(.):45929033-45930678	0.9861
1_MACS_peak_9671_lociStitched	chr15(.):45940374-45941352	1.0031
1_MACS_peak_9672_lociStitched	chr15(.):46604809-46605372	0.4946
1_MACS_peak_9673_lociStitched	chr15(.):46636646-46637182	0.927
1_MACS_peak_9674_lociStitched	chr15(.):46945480-46945868	0.7694
2_MACS_peak_9675_lociStitched	chr15(.):46994962-46997582	1.6905
2_MACS_peak_9677_lociStitched	chr15(.):47000944-47003364	1.3913
1_MACS_peak_9679_lociStitched	chr15(.):47005283-47005750	0.7227
3_MACS_peak_9680_lociStitched	chr15(.):47006422-47008575	0.9951
1_MACS_peak_9683_lociStitched	chr15(.):47027065-47027452	0.5399
1_MACS_peak_9684_lociStitched	chr15(.):47225150-47225566	0.6492
1_MACS_peak_9685_lociStitched	chr15(.):47227350-47227734	1.1746
1_MACS_peak_9686_lociStitched	chr15(.):47238907-47240531	1.0371
1_MACS_peak_9687_lociStitched	chr15(.):47476359-47477501	1.7444
1_MACS_peak_9688_lociStitched	chr15(.):47593203-47593774	0.8343
1_MACS_peak_9689_lociStitched	chr15(.):47594973-47595322	0.5881
1_MACS_peak_9690_lociStitched	chr15(.):48252811-48254831	1.5172
1_MACS_peak_9691_lociStitched	chr15(.):48469825-48470714	1.1254
1_MACS_peak_9692_lociStitched	chr15(.):48622898-48625159	2.8255
1_MACS_peak_9693_lociStitched	chr15(.):48869932-48870241	0.6085
1_MACS_peak_9694_lociStitched	chr15(.):48937221-48938261	0.6869
1_MACS_peak_9695_lociStitched	chr15(.):49102612-49103362	2.5694
1_MACS_peak_9696_lociStitched	chr15(.):49170295-49170761	0.9569
1_MACS_peak_9697_lociStitched	chr15(.):49312558-49312879	0.8838
3_MACS_peak_9698_lociStitched	chr15(.):49314979-49318592	1.1806
1_MACS_peak_9701_lociStitched	chr15(.):49337828-49339081	1.319
1_MACS_peak_9702_lociStitched	chr15(.):49447090-49447840	1.7721
1_MACS_peak_9703_lociStitched	chr15(.):49461847-49463113	1.5293
1_MACS_peak_9704_lociStitched	chr15(.):49571044-49571550	0.7879
1_MACS_peak_9705_lociStitched	chr15(.):49572210-49572874	1.0437
1_MACS_peak_9706_lociStitched	chr15(.):49764246-49764827	1.0501
1_MACS_peak_9707_lociStitched	chr15(.):49913096-49913694	1.571
1_MACS_peak_9708_lociStitched	chr15(.):50474352-50475029	1.0288
1_MACS_peak_9709_lociStitched	chr15(.):50645862-50648201	4.1459
1_MACS_peak_9710_lociStitched	chr15(.):50715953-50716978	1.333
2_MACS_peak_9711_lociStitched	chr15(.):50978101-50979460	1.3175
1_MACS_peak_9713_lociStitched	chr15(.):51057038-51058253	1.5689
1_MACS_peak_9714_lociStitched	chr15(.):51177666-51178221	0.8628
2_MACS_peak_9715_lociStitched	chr15(.):51199623-51201500	1.4804
1_MACS_peak_9717_lociStitched	chr15(.):51262462-51262805	0.9399
1_MACS_peak_9718_lociStitched	chr15(.):51369440-51369962	0.7845
1_MACS_peak_9719_lociStitched	chr15(.):51532754-51533603	0.7337
2_MACS_peak_9720_lociStitched	chr15(.):51535586-51537497	1.0416
2_MACS_peak_9722_lociStitched	chr15(.):51640202-51641719	0.8006
1_MACS_peak_9724_lociStitched	chr15(.):51914641-51915341	1.1263
1_MACS_peak_9725_lociStitched	chr15(.):52043760-52044035	0.6077
1_MACS_peak_9726_lociStitched	chr15(.):52121791-52122744	1.8766
1_MACS_peak_9727_lociStitched	chr15(.):52263420-52264437	1.2419
1_MACS_peak_9728_lociStitched	chr15(.):52310920-52313052	2.0556
2_MACS_peak_9729_lociStitched	chr15(.):52313704-52314695	0.4411
1_MACS_peak_9731_lociStitched	chr15(.):52332101-52332707	0.6632
1_MACS_peak_9732_lociStitched	chr15(.):52337613-52338472	1.1009
2_MACS_peak_9733_lociStitched	chr15(.):52374307-52375677	0.9046
1_MACS_peak_9735_lociStitched	chr15(.):52392798-52393137	0.5548
1_MACS_peak_9736_lociStitched	chr15(.):52470906-52473184	2.3028
1_MACS_peak_9737_lociStitched	chr15(.):52549073-52550390	0.9252
2_MACS_peak_9738_lociStitched	chr15(.):52553347-52555411	1.4142
2_MACS_peak_9740_lociStitched	chr15(.):52585573-52588218	1.4876
2_MACS_peak_9742_lociStitched	chr15(.):52623428-52624184	0.6159
1_MACS_peak_9744_lociStitched	chr15(.):52625008-52625424	0.614
2_MACS_peak_9745_lociStitched	chr15(.):52670787-52673667	1.5595
1_MACS_peak_9747_lociStitched	chr15(.):52701260-52701627	0.6051
3_MACS_peak_9748_lociStitched	chr15(.):52754521-52759402	1.6905
3_MACS_peak_9751_lociStitched	chr15(.):52771886-52776420	1.0247
1_MACS_peak_9754_lociStitched	chr15(.):52779728-52780154	0.7226
6_MACS_peak_9755_lociStitched	chr15(.):52796168-52801550	0.8935
2_MACS_peak_9761_lociStitched	chr15(.):52820161-52822372	1.8315
1_MACS_peak_9763_lociStitched	chr15(.):52859951-52861511	3.0179
1_MACS_peak_9764_lociStitched	chr15(.):52934769-52935290	0.7347
2_MACS_peak_9765_lociStitched	chr15(.):52950607-52952219	0.8472
1_MACS_peak_9767_lociStitched	chr15(.):52965626-52965925	0.5877
5_MACS_peak_9768_lociStitched	chr15(.):52969785-52976972	1.9103
1_MACS_peak_9773_lociStitched	chr15(.):52977603-52977945	0.7045
2_MACS_peak_9774_lociStitched	chr15(.):53000743-53003020	1.1442
2_MACS_peak_9776_lociStitched	chr15(.):53020439-53024587	1.8075
1_MACS_peak_9778_lociStitched	chr15(.):53082610-53082954	0.6553
3_MACS_peak_9779_lociStitched	chr15(.):54810703-54812587	0.7924
1_MACS_peak_9782_lociStitched	chr15(.):54873182-54877487	1.4548
2_MACS_peak_9783_lociStitched	chr15(.):55488439-55489953	1.8643
3_MACS_peak_9785_lociStitched	chr15(.):55569422-55574011	1.3242
1_MACS_peak_9788_lociStitched	chr15(.):55581048-55582772	2.1458
1_MACS_peak_9789_lociStitched	chr15(.):55610605-55611843	1.5117
1_MACS_peak_9790_lociStitched	chr15(.):55664677-55665373	0.615
2_MACS_peak_9791_lociStitched	chr15(.):55694383-55695910	0.9214
1_MACS_peak_9793_lociStitched	chr15(.):55699778-55700906	1.3606
2_MACS_peak_9794_lociStitched	chr15(.):55879919-55880717	0.9069
1_MACS_peak_9796_lociStitched	chr15(.):56122243-56123229	0.8745
2_MACS_peak_9797_lociStitched	chr15(.):56285206-56286296	0.5791
2_MACS_peak_9799_lociStitched	chr15(.):56535052-56536689	1.4311
1_MACS_peak_9801_lociStitched	chr15(.):56537896-56538288	1.1168
5_MACS_peak_9802_lociStitched	chr15(.):56657025-56665596	1.4967
1_MACS_peak_9807_lociStitched	chr15(.):57024867-57026223	1.9865
1_MACS_peak_9808_lociStitched	chr15(.):57179193-57180045	1.3922
1_MACS_peak_9809_lociStitched	chr15(.):57210276-57212115	1.8918
1_MACS_peak_9810_lociStitched	chr15(.):57998350-57999691	2.5565
2_MACS_peak_9811_lociStitched	chr15(.):58068583-58070454	1.3128
1_MACS_peak_9813_lociStitched	chr15(.):58561803-58562289	0.7328
3_MACS_peak_9814_lociStitched	chr15(.):58584379-58587567	1.6533
2_MACS_peak_9817_lociStitched	chr15(.):58589183-58592096	1.3039
1_MACS_peak_9819_lociStitched	chr15(.):58624482-58625448	0.8618
2_MACS_peak_9820_lociStitched	chr15(.):58754819-58757281	1.2734
1_MACS_peak_9822_lociStitched	chr15(.):58765009-58765457	0.5029
1_MACS_peak_9823_lociStitched	chr15(.):58796108-58796432	0.8148
1_MACS_peak_9824_lociStitched	chr15(.):58920585-58921128	0.9916
3_MACS_peak_9825_lociStitched	chr15(.):59040217-59042760	1.8347
1_MACS_peak_9828_lociStitched	chr15(.):59063416-59064082	1.1819
1_MACS_peak_9829_lociStitched	chr15(.):59224921-59226774	2.2431
3_MACS_peak_9830_lociStitched	chr15(.):59266964-59270087	1.3275
1_MACS_peak_9833_lociStitched	chr15(.):59271036-59272400	1.6632
1_MACS_peak_9834_lociStitched	chr15(.):59279802-59280677	1.362
2_MACS_peak_9835_lociStitched	chr15(.):59396656-59398036	1.9671
1_MACS_peak_9837_lociStitched	chr15(.):59529677-59530022	0.5495
1_MACS_peak_9838_lociStitched	chr15(.):59809038-59809439	1.019
1_MACS_peak_9839_lociStitched	chr15(.):59949076-59949751	1.9836
1_MACS_peak_9840_lociStitched	chr15(.):59980674-59982226	2.3107
1_MACS_peak_9841_lociStitched	chr15(.):60080310-60080693	0.6304
1_MACS_peak_9842_lociStitched	chr15(.):60288735-60289965	1.0322
1_MACS_peak_9843_lociStitched	chr15(.):60297967-60299458	1.6163
1_MACS_peak_9844_lociStitched	chr15(.):60419365-60420549	0.9376
1_MACS_peak_9845_lociStitched	chr15(.):60521058-60522307	1.3979
1_MACS_peak_9846_lociStitched	chr15(.):60547069-60547404	0.7267
1_MACS_peak_9847_lociStitched	chr15(.):60612439-60613276	1.0593
1_MACS_peak_9848_lociStitched	chr15(.):60689427-60691122	1.138
1_MACS_peak_9849_lociStitched	chr15(.):60770288-60771953	1.8645
1_MACS_peak_9850_lociStitched	chr15(.):60876219-60876975	0.9807
2_MACS_peak_9851_lociStitched	chr15(.):60883247-60885247	1.5392
1_MACS_peak_9853_lociStitched	chr15(.):60941378-60942110	1.1194
1_MACS_peak_9854_lociStitched	chr15(.):61429523-61429932	0.9167
2_MACS_peak_9855_lociStitched	chr15(.):61993268-61994070	0.5968
2_MACS_peak_9857_lociStitched	chr15(.):62338473-62339671	0.6095
2_MACS_peak_9859_lociStitched	chr15(.):62351766-62353459	1.7583
1_MACS_peak_9861_lociStitched	chr15(.):62360616-62360893	0.4668
1_MACS_peak_9862_lociStitched	chr15(.):62682101-62682665	1.0887
1_MACS_peak_9863_lociStitched	chr15(.):63340260-63341028	1.393
1_MACS_peak_9864_lociStitched	chr15(.):63414053-63414697	0.9524
1_MACS_peak_9865_lociStitched	chr15(.):63448888-63450312	1.6541
1_MACS_peak_9866_lociStitched	chr15(.):63481721-63482305	0.7418
1_MACS_peak_9867_lociStitched	chr15(.):63484576-63485274	0.6354
1_MACS_peak_9868_lociStitched	chr15(.):63486362-63486868	0.8889
1_MACS_peak_9869_lociStitched	chr15(.):63729301-63729600	0.64
2_MACS_peak_9870_lociStitched	chr15(.):63766051-63767887	1.0907
2_MACS_peak_9872_lociStitched	chr15(.):63771541-63772978	1.1186
1_MACS_peak_9874_lociStitched	chr15(.):63775807-63776680	1.0048
1_MACS_peak_9875_lociStitched	chr15(.):63777603-63778395	0.7352
1_MACS_peak_9876_lociStitched	chr15(.):63779188-63779784	1.1096
1_MACS_peak_9877_lociStitched	chr15(.):63788933-63789417	0.5266
1_MACS_peak_9878_lociStitched	chr15(.):63793518-63794009	0.8932
2_MACS_peak_9879_lociStitched	chr15(.):63795426-63798353	1.9696
2_MACS_peak_9881_lociStitched	chr15(.):63891652-63894035	1.4912
1_MACS_peak_9883_lociStitched	chr15(.):63902600-63903174	0.8962
1_MACS_peak_9884_lociStitched	chr15(.):63960361-63960891	1.1064
1_MACS_peak_9885_lociStitched	chr15(.):64125333-64126781	1.8888
1_MACS_peak_9886_lociStitched	chr15(.):64263055-64264540	1.1285
1_MACS_peak_9887_lociStitched	chr15(.):64385074-64386884	1.7086
1_MACS_peak_9888_lociStitched	chr15(.):64388057-64388666	1.2672
1_MACS_peak_9889_lociStitched	chr15(.):64443792-64444921	1.225
1_MACS_peak_9890_lociStitched	chr15(.):64454630-64455310	1.2636
1_MACS_peak_9891_lociStitched	chr15(.):64673152-64673768	1.065
1_MACS_peak_9892_lociStitched	chr15(.):64679997-64680396	0.9553
1_MACS_peak_9893_lociStitched	chr15(.):64752756-64753796	1.0347
1_MACS_peak_9894_lociStitched	chr15(.):64864324-64864640	0.4869
2_MACS_peak_9895_lociStitched	chr15(.):64888514-64890185	0.8559
1_MACS_peak_9897_lociStitched	chr15(.):64943967-64944927	0.8879
1_MACS_peak_9898_lociStitched	chr15(.):64994859-64995428	1.0678
2_MACS_peak_9899_lociStitched	chr15(.):65117372-65118434	0.7791
2_MACS_peak_9901_lociStitched	chr15(.):65133284-65134582	1.3713
1_MACS_peak_9903_lociStitched	chr15(.):65169656-65170000	0.6325
2_MACS_peak_9904_lociStitched	chr15(.):65183823-65188533	2.2169
2_MACS_peak_9906_lociStitched	chr15(.):65220264-65221403	0.9443
2_MACS_peak_9908_lociStitched	chr15(.):65221965-65223862	1.2109
1_MACS_peak_9910_lociStitched	chr15(.):65281585-65282254	1.2663
1_MACS_peak_9911_lociStitched	chr15(.):65321249-65322123	1.253
1_MACS_peak_9912_lociStitched	chr15(.):65345771-65346092	0.6435
1_MACS_peak_9913_lociStitched	chr15(.):65424912-65426541	1.9666
1_MACS_peak_9914_lociStitched	chr15(.):65476162-65478042	2.5031
2_MACS_peak_9915_lociStitched	chr15(.):65578491-65579763	1.1605
1_MACS_peak_9917_lociStitched	chr15(.):65588013-65588559	1.2552
1_MACS_peak_9918_lociStitched	chr15(.):65596772-65597089	1.1742
1_MACS_peak_9919_lociStitched	chr15(.):65809250-65810114	2.7258
1_MACS_peak_9920_lociStitched	chr15(.):65822766-65823547	2.5213
2_MACS_peak_9921_lociStitched	chr15(.):65903024-65904082	1.7527
1_MACS_peak_9923_lociStitched	chr15(.):65926002-65926402	0.6789
1_MACS_peak_9924_lociStitched	chr15(.):66083364-66086147	2.1629
1_MACS_peak_9925_lociStitched	chr15(.):66124791-66125849	1.0335
2_MACS_peak_9926_lociStitched	chr15(.):66161396-66162910	1.2398
1_MACS_peak_9928_lociStitched	chr15(.):66585541-66586976	2.845
2_MACS_peak_9929_lociStitched	chr15(.):66648329-66649728	1.9581
1_MACS_peak_9931_lociStitched	chr15(.):66679089-66679973	1.5873
1_MACS_peak_9932_lociStitched	chr15(.):66789117-66790084	2.2852
1_MACS_peak_9933_lociStitched	chr15(.):66796148-66798117	1.9984
1_MACS_peak_9934_lociStitched	chr15(.):66930138-66930793	0.8123
1_MACS_peak_9935_lociStitched	chr15(.):66931332-66931729	0.631
1_MACS_peak_9936_lociStitched	chr15(.):66993553-66993898	0.731
1_MACS_peak_9937_lociStitched	chr15(.):67357379-67359141	1.182
1_MACS_peak_9938_lociStitched	chr15(.):67372641-67374615	0.9919
1_MACS_peak_9939_lociStitched	chr15(.):67378444-67380582	1.5915
1_MACS_peak_9940_lociStitched	chr15(.):67390358-67391334	1.0848
3_MACS_peak_9941_lociStitched	chr15(.):67392519-67396202	1.6584
2_MACS_peak_9944_lociStitched	chr15(.):67426075-67427761	1.0328
2_MACS_peak_9946_lociStitched	chr15(.):67429218-67430256	0.6208
2_MACS_peak_9948_lociStitched	chr15(.):67532808-67534378	0.7363
