REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_16286_lociStitched	chr6	10520569	10534399	2	13732	20014.776	183	1	GCNT2	GCNT2	GCNT2	183	1
3_MACS_peak_8559_lociStitched	chr17	48223824	48247317	3	13722	44133.9498	184	1	SGCA,PPP1R9B	SAMD14,HILS1,COL1A1	PPP1R9B	184	1
3_MACS_peak_1708_lociStitched	chr1	203255634	203277788	3	13706	26578.1538	185	1	BTG2,LOC730227	FMOD	LOC730227	185	1
4_MACS_peak_9351_lociStitched	chr19	1019048	1041158	4	13701	23668.755	186	1	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	186	1
1_MACS_peak_18550_lociStitched	chr8	42741912	42755604	1	13693	50115.4584	187	1	HOOK3,RNF170	THAP1	RNF170	187	1
3_MACS_peak_13900_lociStitched	chr3	61606727	61629271	3	13632	26180.3472	188	1	PTPRG		PTPRG	188	1
2_MACS_peak_3898_lociStitched	chr11	122927577	122942567	2	13631	37479.497	189	1	HSPA8	LOC341056	HSPA8	189	1
4_MACS_peak_19050_lociStitched	chr8	145731680	145755269	4	13575	50923.9332	190	1	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	190	1
4_MACS_peak_243_lociStitched	chr1	17221257	17249120	4	13528	40794.2183	191	1	CROCC		CROCC	191	1
2_MACS_peak_2328_lociStitched	chr10	54004780	54021338	2	13484	28772.8366	192	1	PRKG1		DKK1	192	1
2_MACS_peak_13183_lociStitched	chr22	37611477	37627738	2	13474	20758.7926	193	1	RAC2	C1QTNF6,SSTR3	SSTR3	193	1
4_MACS_peak_15345_lociStitched	chr5	6711523	6738852	4	13468	21865.9329	194	1	PAPD7	PAPD7	PAPD7	194	1
1_MACS_peak_3992_lociStitched	chr12	1097188	1110591	1	13404	24483.2601	195	1	ERC1	RAD52	ERC1	195	1
5_MACS_peak_13421_lociStitched	chr22	50962475	50987731	5	13359	29357.5744	196	1	NCAPH2,KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	196	1
3_MACS_peak_4886_lociStitched	chr12	120627204	120640665	3	13335	26940.8454	197	1	GCN1L1,RPLP0	PXN	GCN1L1	197	1
4_MACS_peak_3477_lociStitched	chr11	66867085	66891613	4	13332	27934.9392	198	1	KDM2A	RHOD	KDM2A	198	1
2_MACS_peak_7876_lociStitched	chr17	4841766	4855950	2	13266	26016.2928	199	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	199	1
5_MACS_peak_13009_lociStitched	chr22	24178922	24200929	5	13196	34940.5139	200	1	SLC2A11,DERL3	SMARCB1,MIF	DERL3	200	1
3_MACS_peak_4490_lociStitched	chr12	57021945	57040802	3	13194	28392.9849	201	1	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	201	1
4_MACS_peak_18335_lociStitched	chr8	6263125	6288413	4	13188	16078.1104	202	1	MCPH1		MCPH1	202	1
3_MACS_peak_1081_lociStitched	chr1	118147453	118160645	3	13090	20679.7792	203	1	FAM46C		FAM46C	203	1
3_MACS_peak_6570_lociStitched	chr15	67357200	67380044	3	13078	15559.0484	204	1	SMAD3	SMAD3	SMAD3	204	1
1_MACS_peak_10913_lociStitched	chr2	43444235	43457309	1	13075	79993.269	205	1	LOC100129726,ZFP36L2		ZFP36L2	205	1
2_MACS_peak_12753_lociStitched	chr21	36410376	36424372	2	13073	22866.6648	206	1	RUNX1,C21orf96		RUNX1	206	1
4_MACS_peak_14168_lociStitched	chr3	128821346	128840884	4	13071	24481.114	207	1	RAB43	GP9,ISY1	RAB43	207	1
2_MACS_peak_5192_lociStitched	chr13	41577548	41595960	2	12998	17408.546	208	1	ELF1	WBP4,ELF1	ELF1	208	1
3_MACS_peak_18729_lociStitched	chr8	93020212	93034386	3	12993	27840.5708	209	1	RUNX1T1		RUNX1T1	209	1
2_MACS_peak_5720_lociStitched	chr14	63936305	63951825	2	12973	16600.192	210	1	PPP2R5E		PPP2R5E	210	1
3_MACS_peak_6258_lociStitched	chr15	40329721	40348702	3	12958	18259.722	211	1	SRP14	BMF	SRP14	211	1
1_MACS_peak_18037_lociStitched	chr7	114561807	114574728	1	12922	33037.7049	212	1	MDFIC		MDFIC	212	1
2_MACS_peak_12602_lociStitched	chr20	62357847	62373712	2	12878	31203.282	213	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	213	1
4_MACS_peak_7344_lociStitched	chr16	30343533	30368448	4	12844	17692.1415	214	1	LOC595101,CD2BP2,TBC1D10B	MYLPF,ZNF48,SEPT1	LOC595101	214	1
2_MACS_peak_11897_lociStitched	chr2	227654114	227667977	2	12838	48810.2367	215	1	IRS1	RHBDD1	IRS1	215	1
2_MACS_peak_3971_lociStitched	chr11	132215040	132233261	2	12820	30698.7408	216	1			NTM	216	1
3_MACS_peak_10739_lociStitched	chr2	11883990	11898358	3	12795	22503.1616	217	1	LPIN1		LPIN1	217	1
2_MACS_peak_3398_lociStitched	chr11	65144638	65157821	2	12780	24459.7382	218	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	SLC25A45	218	1
3_MACS_peak_16099_lociStitched	chr5	173314312	173329119	3	12769	20472.1582	219	1	CPEB4		CPEB4	219	1
5_MACS_peak_9753_lociStitched	chr19	13043152	13058177	5	12767	21105.6175	220	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	220	1
1_MACS_peak_12148_lociStitched	chr20	15958542	15971305	1	12764	25995.6784	221	1	MACROD2		KIF16B	221	1
1_MACS_peak_18732_lociStitched	chr8	93063802	93076556	1	12755	55497.7556	222	1	RUNX1T1	RUNX1T1	RUNX1T1	222	1
2_MACS_peak_18180_lociStitched	chr7	135654904	135669351	2	12753	20942.3712	223	1	LUZP6		LUZP6	223	1
3_MACS_peak_20560_lociStitched	chrX	153232784	153252586	3	12747	25095.0746	224	1	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	224	1
5_MACS_peak_11211_lociStitched	chr2	85105417	85135028	5	12718	25296.6773	225	1	TMSB10,C2orf89		C2orf89	225	1
3_MACS_peak_13060_lociStitched	chr22	29186337	29199759	3	12705	30922.9458	226	1	XBP1	HSCB,CCDC117,CHEK2	XBP1	226	1
3_MACS_peak_3670_lociStitched	chr11	82666541	82685598	3	12662	26018.5221	227	1			C11orf82	227	1
4_MACS_peak_10003_lociStitched	chr19	28911893	28939907	4	12630	17998.995	228	1			LOC148145	228	1
2_MACS_peak_19972_lociStitched	chrX	12988387	13004945	2	12611	24853.558	229	1	TMSB4X,TMSL3	LOC349408	TMSB4X	229	1
4_MACS_peak_11717_lociStitched	chr2	197024856	197048429	4	12590	15089.0773	230	1	STK17B		STK17B	230	1
5_MACS_peak_2439_lociStitched	chr10	74076690	74096089	5	12571	33416.7174	231	1	DNAJB12	DDIT4	DNAJB12	231	1
4_MACS_peak_3303_lociStitched	chr11	62431381	62448926	4	12537	27856.1965	232	1	METTL12,SNORA57,C11orf83,C11orf48,UBXN1	GNG3,TTC9C,B3GAT3,GANAB,INTS5,LRRN4CL,BSCL2,HNRNPUL2	C11orf48	232	1
3_MACS_peak_2983_lociStitched	chr11	7532032	7544652	3	12529	31051.51	233	1	OLFML1,PPFIBP2		PPFIBP2	233	1
6_MACS_peak_3231_lociStitched	chr11	59304123	59334175	6	12516	16916.2708	234	1		OR4D11,OR4D9,MIR3162,OSBP	OR4D9	234	1
1_MACS_peak_18080_lociStitched	chr7	123385082	123397594	1	12513	26527.9424	235	1	WASL		WASL	235	1
4_MACS_peak_3410_lociStitched	chr11	65306697	65326897	4	12506	27740.66	236	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	236	1
5_MACS_peak_10231_lociStitched	chr19	42374222	42392646	5	12491	17023.776	237	1	RPS19,CD79A,ARHGEF1	DMRTC2,LYPD4	CD79A	237	1
4_MACS_peak_689_lociStitched	chr1	46786202	46807216	4	12464	18862.1664	238	1	NSUN4	UQCRH,LRRC41	NSUN4	238	1
5_MACS_peak_10144_lociStitched	chr19	39338005	39360850	5	12461	32200.0275	239	1	HNRNPL,RINL	NFKBIB,LGALS4,ECH1,SIRT2	HNRNPL	239	1
2_MACS_peak_18919_lociStitched	chr8	126645750	126661989	2	12429	26989.218	240	1			TRIB1	240	1
5_MACS_peak_7219_lociStitched	chr16	21511022	21532319	5	12420	15757.6503	241	1	LOC100271836,SLC7A5P2		LOC100271836	241	1
4_MACS_peak_16414_lociStitched	chr6	26549843	26570093	4	12406	22066.425	242	1		BTN1A1,HCG11,HMGN4,ABT1	HMGN4	242	1
3_MACS_peak_2081_lociStitched	chr10	5929579	5947876	3	12368	17947.5273	243	1	FBXO18,ANKRD16		FBXO18	243	1
3_MACS_peak_12693_lociStitched	chr21	30436158	30453789	3	12357	17789.679	244	1	C21orf7,CCT8	USP16,RWDD2B	CCT8	244	1
5_MACS_peak_19884_lociStitched	chr9	139962205	139991398	5	12346	19258.6221	245	1	UAP1L1,MAN1B1,C9orf140,LOC100289341	C9orf139,GRIN1,ABCA2,FUT7,NPDC1,ENTPD2,DPP7	LOC100289341	245	1
1_MACS_peak_3887_lociStitched	chr11	120205620	120217950	1	12331	39650.814	246	1	ARHGEF12	TMEM136	ARHGEF12	246	1
4_MACS_peak_10660_lociStitched	chr19	59049323	59071886	4	12297	22608.126	247	1	TRIM28,LOC100131691,CHMP2A,UBE2M	MGC2752,SLC27A5,ZBTB45,MZF1	TRIM28	247	1
2_MACS_peak_2183_lociStitched	chr10	22282562	22295150	2	12289	18645.3456	248	1	DNAJC1		DNAJC1	248	1
1_MACS_peak_12471_lociStitched	chr20	49125585	49137854	1	12270	15090.87	249	1	PTPN1		PTPN1	249	1
3_MACS_peak_11080_lociStitched	chr2	65155892	65174542	3	12268	28696.755	250	1	LOC400958	SLC1A4	LOC400958	250	1
4_MACS_peak_3080_lociStitched	chr11	22688287	22704002	4	12258	9592.436	251	1	GAS2	FANCF	GAS2	251	1
1_MACS_peak_15953_lociStitched	chr5	148204939	148217187	1	12249	21434	252	1	ADRB2		ADRB2	252	1
5_MACS_peak_20430_lociStitched	chrX	128902937	128921652	5	12239	18756.173	253	1	XPNPEP2,SASH3		SASH3	253	1
1_MACS_peak_16779_lociStitched	chr6	50250100	50262332	1	12233	17373.1096	254	1			DEFB112	254	1
6_MACS_peak_7512_lociStitched	chr16	67191936	67227687	6	12231	14943.918	255	1	FBXL8,HSF4,NOL3,E2F4,TRADD,KIAA0895L,EXOC3L	C16orf70,ELMO3,TMEM208,B3GNT9,MIR328,LRRC29	NOL3	255	1
1_MACS_peak_20271_lociStitched	chrX	70750665	70762888	1	12224	18357.7237	256	1	OGT,BCYRN1	ACRC,INGX	OGT	256	1
1_MACS_peak_3544_lociStitched	chr11	69452437	69464654	1	12218	55791.3739	257	1	CCND1	ORAOV1	CCND1	257	1
3_MACS_peak_4624_lociStitched	chr12	92528009	92541659	3	12216	16894.605	258	1	BTG1		BTG1	258	1
4_MACS_peak_1784_lociStitched	chr1	209259669	209283608	4	12190	13355.5681	259	1			LOC642587	259	1
4_MACS_peak_7903_lociStitched	chr17	7136222	7156746	4	12187	22106.4004	260	1	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	260	1
2_MACS_peak_7137_lociStitched	chr16	12055384	12071461	2	12133	43157.0988	261	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	261	1
3_MACS_peak_17574_lociStitched	chr7	35726750	35741202	3	12106	23757.6428	262	1	HERPUD2		HERPUD2	262	1
6_MACS_peak_10401_lociStitched	chr19	48880492	48904110	6	12102	15217.0774	263	1	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	263	1
2_MACS_peak_13941_lociStitched	chr3	71105816	71117914	2	12096	32160.1134	264	1	FOXP1		MIR1284	264	1
5_MACS_peak_6987_lociStitched	chr16	2254473	2275538	5	12096	36010.6175	265	1	MLST8,E4F1,C16orf79,PGP	TRAF7,DNASE1L2,MIR3677,MIR940,SNORD60,CASKIN1,DCI,RNPS1	PGP	265	1
2_MACS_peak_8550_lociStitched	chr17	47815782	47828549	2	12081	22038.3954	266	1	FAM117A	MYST2,SLC35B1	FAM117A	266	1
2_MACS_peak_15656_lociStitched	chr5	94411076	94424502	2	12046	12919.8398	267	1	MCTP1		MCTP1	267	1
2_MACS_peak_13445_lociStitched	chr3	4533526	4551181	2	12042	31741.9245	268	1	ITPR1	SUMF1	ITPR1	268	1
3_MACS_peak_10397_lociStitched	chr19	48823372	48838337	3	12033	26404.246	269	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	269	1
2_MACS_peak_14519_lociStitched	chr3	193847772	193860844	2	12030	24772.7472	270	1	HES1		HES1	270	1
4_MACS_peak_12104_lociStitched	chr20	5092290	5109780	4	12019	26156.295	271	1	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	271	1
3_MACS_peak_376_lociStitched	chr1	26436679	26454295	3	11989	19870.848	272	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	272	1
8_MACS_peak_9405_lociStitched	chr19	2032570	2062749	8	11943	16399.2686	273	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	273	1
3_MACS_peak_15282_lociStitched	chr4	186391653	186406448	3	11924	34362.867	274	1	CCDC110	C4orf47,UFSP2	CCDC110	274	1
1_MACS_peak_9270_lociStitched	chr18	60977114	60989015	1	11902	73917.111	275	1	BCL2	KDSR	BCL2	275	1
3_MACS_peak_9190_lociStitched	chr18	47833345	47848820	3	11879	24031.1275	276	1		CCDC11,MBD1,CXXC1	CXXC1	276	1
3_MACS_peak_17586_lociStitched	chr7	37375154	37394056	3	11852	15149.953	277	1	ELMO1		ELMO1	277	1
2_MACS_peak_16632_lociStitched	chr6	35685117	35700811	2	11848	28782.796	278	1	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	278	1
3_MACS_peak_15978_lociStitched	chr5	150590033	150604590	3	11780	20518.0915	279	1	CCDC69	GM2A	CCDC69	279	1
2_MACS_peak_7001_lociStitched	chr16	2555869	2571373	2	11775	30742.8816	280	1	ATP6V0C,AMDHD2	C16orf59,NTN3,TBC1D24,PDPK1,CEMP1,MIR3178	ATP6V0C	280	1
2_MACS_peak_5603_lociStitched	chr14	50085526	50103252	2	11761	18745.245	281	1	MGAT2,RPL36AL,C14orf104	PPIL5,RPS29	MGAT2	281	1
3_MACS_peak_8670_lociStitched	chr17	62197831	62210421	3	11759	17666.288	282	1	ERN1	SNORD104,SNORA76	ERN1	282	1
1_MACS_peak_11543_lociStitched	chr2	157188809	157200562	1	11754	20523.0886	283	1	NR4A2		NR4A2	283	1
4_MACS_peak_20389_lociStitched	chrX	118814956	118827759	4	11750	16163.7875	284	1	SEPT6	MIR766	SEPT6	284	1
1_MACS_peak_15943_lociStitched	chr5	142774091	142785837	1	11747	25864.692	285	1	NR3C1		NR3C1	285	1
2_MACS_peak_19413_lociStitched	chr9	91924594	91936313	2	11715	21493.8179	286	1	CKS2,MIR3153,SECISBP2		SECISBP2	286	1
1_MACS_peak_7935_lociStitched	chr17	7737116	7748819	1	11704	16385.3703	287	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	287	1
3_MACS_peak_1275_lociStitched	chr1	152001078	152021739	3	11682	30280.7616	288	1	S100A11	S100A10,TCHHL1	S100A11	288	1
4_MACS_peak_16584_lociStitched	chr6	33376736	33396590	4	11649	17497.3302	289	1	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	289	1
4_MACS_peak_17282_lociStitched	chr6	158244083	158268605	4	11642	12670.5174	290	1	SNX9		SNX9	290	1
2_MACS_peak_16392_lociStitched	chr6	26268930	26287514	2	11634	27240.4272	291	1	HIST1H2BI,HIST1H3G,HIST1H4H	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BI	291	1
6_MACS_peak_11182_lociStitched	chr2	74679278	74700757	6	11621	23025.488	292	1	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	292	1
4_MACS_peak_12799_lociStitched	chr21	43638701	43659668	4	11592	15888.7926	293	1	ABCG1		ABCG1	293	1
4_MACS_peak_11216_lociStitched	chr2	85153062	85174353	4	11587	20498.9748	294	1		TMSB10,KCMF1,C2orf89	TMSB10	294	1
1_MACS_peak_2521_lociStitched	chr10	89619751	89631329	1	11579	39059.5408	295	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	295	1
1_MACS_peak_18420_lociStitched	chr8	23074849	23086411	1	11563	26287.3632	296	1	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	296	1
5_MACS_peak_19557_lociStitched	chr9	112903389	112920213	5	11562	16585.0992	297	1	PALM2-AKAP2,AKAP2		AKAP2	297	1
2_MACS_peak_3738_lociStitched	chr11	100548129	100561133	2	11537	20875.3212	298	1	ARHGAP42		ARHGAP42	298	1
2_MACS_peak_5019_lociStitched	chr12	125397860	125413353	2	11516	31972.9041	299	1	UBC	SCARB1	UBC	299	1
1_MACS_peak_8891_lociStitched	chr17	79476174	79487681	1	11508	21874.807	300	1	ACTG1	FSCN2,C17orf70	ACTG1	300	1
2_MACS_peak_5911_lociStitched	chr14	89881873	89899375	2	11505	37260.0078	301	1	LOC400236,FOXN3		LOC400236	301	1
4_MACS_peak_16791_lociStitched	chr6	52392173	52417829	4	11485	13720.8288	302	1	TRAM2		TRAM2	302	1
4_MACS_peak_4400_lociStitched	chr12	53490922	53509342	4	11483	11479.344	303	1	IGFBP6,SOAT2	TENC1,LOC283335,SPRYD3	SOAT2	303	1
2_MACS_peak_9006_lociStitched	chr18	9132779	9147933	2	11472	24431.2788	304	1	NDUFV2,ANKRD12		ANKRD12	304	1
3_MACS_peak_9311_lociStitched	chr18	75190380	75209008	3	11472	28456.1328	305	1			GALR1	305	1
3_MACS_peak_793_lociStitched	chr1	65414369	65433282	3	11466	10339.7371	306	1	JAK1		JAK1	306	1
2_MACS_peak_1435_lociStitched	chr1	161144585	161157736	2	11465	27589.4829	307	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	307	1
2_MACS_peak_20474_lociStitched	chrX	131613681	131626230	2	11404	22141.4556	308	1	MBNL3	MBNL3	MBNL3	308	1
3_MACS_peak_19183_lociStitched	chr9	33445403	33464388	3	11373	23243.3355	309	1	AQP3,NOL6	AQP7,SUGT1P1	AQP3	309	1
6_MACS_peak_7553_lociStitched	chr16	68270840	68307454	6	11341	17182.9502	310	1	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	SLC7A6	310	1
2_MACS_peak_12038_lociStitched	chr20	379817	391238	2	11338	29720.8683	311	1	RBCK1	TRIB3	RBCK1	311	1
1_MACS_peak_18848_lociStitched	chr8	114693622	114704946	1	11325	26401.906	312	1			CSMD3	312	1
2_MACS_peak_16450_lociStitched	chr6	27856474	27871705	2	11308	18411.2328	313	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	313	1
3_MACS_peak_196_lociStitched	chr1	12211472	12228442	3	11277	16443.93	314	1	TNFRSF1B	TNFRSF8	TNFRSF1B	314	1
3_MACS_peak_6874_lociStitched	chr15	93346997	93364605	3	11275	42491.6256	315	1		ASB9P1	ASB9P1	315	1
1_MACS_peak_10683_lociStitched	chr2	6476263	6487521	1	11259	13700.986	316	1			LOC400940	316	1
1_MACS_peak_19311_lociStitched	chr9	68447239	68458485	1	11247	18510.916	317	1	LOC642236		LOC642236	317	1
4_MACS_peak_353_lociStitched	chr1	25557860	25575310	4	11239	22325.53	318	1	SYF2,C1orf63	RHD	C1orf63	318	1
2_MACS_peak_11938_lociStitched	chr2	233939568	233952783	2	11223	16764.549	319	1	INPP5D	NEU2	INPP5D	319	1
6_MACS_peak_449_lociStitched	chr1	28906039	28929159	6	11218	14336.712	320	1	RAB42,SNHG12,SNORA61,SNORA44,SNORA16A	TRNAU1AP,RNU11,SNORD99,TAF12	RAB42	320	1
1_MACS_peak_10561_lociStitched	chr19	55126354	55137563	1	11210	19937.4483	321	1	LILRB1	LILRA2,LILRA1,LILRB1,LILRB4	LILRB1	321	1
4_MACS_peak_13273_lociStitched	chr22	39914298	39929621	4	11210	23405.8825	322	1	ATF4,RPS19BP1	MGAT3,SMCR7L,CACNA1I	ATF4	322	1
3_MACS_peak_4633_lociStitched	chr12	92854542	92866622	3	11193	12755.272	323	1		CLLU1,CLLU1OS	CLLU1OS	323	1
2_MACS_peak_4311_lociStitched	chr12	48201098	48215091	2	11190	26445.3707	324	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	324	1
3_MACS_peak_16578_lociStitched	chr6	33279327	33292964	3	11164	21939.2056	325	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	325	1
3_MACS_peak_16071_lociStitched	chr5	171601186	171616503	3	11161	17009.5285	326	1	STK10	EFCAB9	STK10	326	1
3_MACS_peak_2434_lociStitched	chr10	74018800	74036394	3	11161	30175.4694	327	1	DDIT4	ANAPC16,ASCC1	DDIT4	327	1
5_MACS_peak_15479_lociStitched	chr5	55437634	55453020	5	11160	8548.4616	328	1	ANKRD55		ANKRD55	328	1
2_MACS_peak_17336_lociStitched	chr6	168226932	168238146	2	11154	17873.9946	329	1	MLLT4,C6orf124	C6orf123	MLLT4	329	1
1_MACS_peak_10869_lociStitched	chr2	37542470	37553617	1	11148	13902.5384	330	1	PRKD3	QPCT	PRKD3	330	1
1_MACS_peak_4509_lociStitched	chr12	57846137	57857279	1	11143	49940.6724	331	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	GLI1	331	1
2_MACS_peak_18672_lociStitched	chr8	77589853	77601089	2	11135	20157.384	332	1	ZFHX4,LOC100192378		LOC100192378	332	1
4_MACS_peak_14641_lociStitched	chr4	2839814	2855652	4	11126	13351.434	333	1	SH3BP2,ADD1		ADD1	333	1
1_MACS_peak_9847_lociStitched	chr19	16474582	16485690	1	11109	24335.4064	334	1	EPS15L1	KLF2	KLF2	334	1
2_MACS_peak_16533_lociStitched	chr6	31694475	31709185	2	11075	23396.255	335	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	335	1
5_MACS_peak_11923_lociStitched	chr2	232526385	232552902	5	11065	11794.7616	336	1		PTMA,MIR1244-1	PTMA	336	1
5_MACS_peak_12185_lociStitched	chr20	23329612	23347338	5	11031	21964.2866	337	1	NXT1,GZF1		GZF1	337	1
3_MACS_peak_200_lociStitched	chr1	13818913	13840642	3	11023	15514.506	338	1	LRRC38		LRRC38	338	1
4_MACS_peak_18608_lociStitched	chr8	61807145	61830560	4	11015	20359.3425	339	1		LOC100130298	LOC100130298	339	1
2_MACS_peak_19147_lociStitched	chr9	21985532	21996991	2	10978	17627.3797	340	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	340	1
2_MACS_peak_18927_lociStitched	chr8	128745884	128762172	2	10978	27523.4624	341	1	MYC	PVT1,MIR1204	MYC	341	1
2_MACS_peak_16117_lociStitched	chr5	175960802	175972496	2	10970	24297.7932	342	1	CDHR2,RNF44	CDHR2	RNF44	342	1
1_MACS_peak_18918_lociStitched	chr8	126612257	126623211	1	10955	39810.1222	343	1			TRIB1	343	1
3_MACS_peak_2113_lociStitched	chr10	11204650	11221806	3	10949	16552.1088	344	1	CELF2		CELF2	344	1
2_MACS_peak_5422_lociStitched	chr13	115021945	115032906	2	10928	17784.2225	345	1	CDC16	UPF3A,ZNF828	UPF3A	345	1
1_MACS_peak_18781_lociStitched	chr8	100869432	100880357	1	10926	24523.3475	346	1	VPS13B	COX6C	COX6C	346	1
1_MACS_peak_15134_lociStitched	chr4	144272711	144283633	1	10923	27492.8584	347	1	GAB1		GAB1	347	1
2_MACS_peak_11765_lociStitched	chr2	202116485	202127620	2	10922	16840.574	348	1	CASP8		CASP8	348	1
4_MACS_peak_13448_lociStitched	chr3	5013990	5029289	4	10901	17959.4961	349	1	BHLHE40		BHLHE40	349	1
1_MACS_peak_15751_lociStitched	chr5	118603793	118614691	1	10899	17761.5604	350	1	TNFAIP8		TNFAIP8	350	1
5_MACS_peak_9368_lociStitched	chr19	1258054	1277402	5	10895	18537.3188	351	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	351	1
2_MACS_peak_18691_lociStitched	chr8	81073230	81084601	2	10829	21198.9553	352	1	TPD52		TPD52	352	1
4_MACS_peak_20585_lociStitched	chrX	153706233	153720105	4	10822	17123.5968	353	1	LAGE3,UBL4A,SLC10A3	ATP6AP1,GDI1,FAM50A,PLXNA3,FAM3A	UBL4A	353	1
3_MACS_peak_16711_lociStitched	chr6	42738170	42752386	3	10819	27810.7608	354	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	354	1
3_MACS_peak_15972_lociStitched	chr5	150457391	150474494	3	10804	15939.996	355	1	TNIP1	ANXA6	TNIP1	355	1
3_MACS_peak_9126_lociStitched	chr18	33155443	33174068	3	10803	22137.675	356	1			GALNT1	356	1
3_MACS_peak_19055_lociStitched	chr8	146009892	146025160	3	10784	24732.6332	357	1	ZNF517,ZNF34,RPL8	ZNF7,ZNF251	RPL8	357	1
5_MACS_peak_13707_lociStitched	chr3	46578283	46600712	5	10762	16815.0213	358	1	LRRC2	RTP3,TDGF1	LRRC2	358	1
1_MACS_peak_16766_lociStitched	chr6	45385940	45396700	1	10761	36029.86	359	1	RUNX2	SUPT3H	RUNX2	359	1
3_MACS_peak_4762_lociStitched	chr12	108952918	108963875	3	10749	17435.8741	360	1	ISCU,SART3	FICD,TMEM119	ISCU	360	1
4_MACS_peak_2029_lociStitched	chr1	244208940	244231959	4	10746	21161.3667	361	1	LOC339529,ZNF238		ZNF238	361	1
2_MACS_peak_17515_lociStitched	chr7	26191036	26208235	2	10742	27631.9134	362	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	362	1
2_MACS_peak_15410_lociStitched	chr5	32572154	32589004	2	10731	23960.7	363	1	SUB1		SUB1	363	1
3_MACS_peak_14537_lociStitched	chr3	195264974	195278876	3	10723	17359.4274	364	1	PPP1R2	APOD	PPP1R2	364	1
5_MACS_peak_6943_lociStitched	chr16	765111	791839	5	10716	14956.9888	365	1	METRN,FAM173A,HAGHL,CCDC78,NARFL	RHOT2,RHBDL1,STUB1,MSLN,MIR662,CHTF18,JMJD8,WDR24,FBXL16,MSLNL,RPUSD1	HAGHL	365	1
5_MACS_peak_4028_lociStitched	chr12	6552051	6580902	5	10678	16280.6193	366	1	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	366	1
