#KMS12_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS12_H3K27ac_ROSE/KMS12_H3K27ac_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS12_jia.bam
#Using cutoff of 17074.902 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isSuper
3_MACS_peak_4470_lociStitched	chr12	56508720	56523990	3	10039	25206.189	303	1
2_MACS_peak_5812_lociStitched	chr14	73918391	73932933	2	8692	25204.1944	304	1
3_MACS_peak_18817_lociStitched	chr8	103817811	103827204	3	7793	25176.0579	305	1
1_MACS_peak_6114_lociStitched	chr14	106326069	106330563	1	4495	25165.5012	306	1
2_MACS_peak_9296_lociStitched	chr18	72701855	72710467	2	7897	25115.1756	307	1
2_MACS_peak_4493_lociStitched	chr12	57071150	57084680	2	10263	25108.974	308	1
3_MACS_peak_20560_lociStitched	chrX	153232784	153252586	3	12747	25095.0746	309	1
1_MACS_peak_12468_lociStitched	chr20	48806494	48811228	1	4735	25091.1468	310	1
1_MACS_peak_9856_lociStitched	chr19	16693904	16700525	1	6622	25026.7179	311	1
1_MACS_peak_15261_lociStitched	chr4	185391781	185398165	1	6385	24975.4848	312	1
2_MACS_peak_1394_lociStitched	chr1	156709483	156723018	2	9829	24945.005	313	1
3_MACS_peak_4115_lociStitched	chr12	11900767	11920498	3	17795	24892.6296	314	1
1_MACS_peak_3740_lociStitched	chr11	100573587	100584152	1	10566	24887.9705	315	1
1_MACS_peak_9318_lociStitched	chr18	77152904	77161110	1	8207	24878.9508	316	1
1_MACS_peak_18149_lociStitched	chr7	130789555	130797580	1	8026	24871.8825	317	1
2_MACS_peak_19972_lociStitched	chrX	12988387	13004945	2	12611	24853.558	318	1
2_MACS_peak_14519_lociStitched	chr3	193847772	193860844	2	12030	24772.7472	319	1
1_MACS_peak_12794_lociStitched	chr21	43480806	43487594	1	6789	24766.018	320	1
2_MACS_peak_3004_lociStitched	chr11	9479440	9485695	2	6186	24736.023	321	1
3_MACS_peak_19055_lociStitched	chr8	146009892	146025160	3	10784	24732.6332	322	1
3_MACS_peak_19688_lociStitched	chr9	130532691	130550068	3	10043	24682.2908	323	1
1_MACS_peak_8578_lociStitched	chr17	48941154	48946374	1	5221	24650.928	324	1
3_MACS_peak_17640_lociStitched	chr7	44826052	44839043	3	6618	24650.4225	325	1
1_MACS_peak_12551_lociStitched	chr20	57462840	57471186	1	8347	24558.105	326	1
1_MACS_peak_18781_lociStitched	chr8	100869432	100880357	1	10926	24523.3475	327	1
3_MACS_peak_12816_lociStitched	chr21	44580440	44598071	3	10140	24487.6959	328	1
1_MACS_peak_3992_lociStitched	chr12	1097188	1110591	1	13404	24483.2601	329	1
5_MACS_peak_13699_lociStitched	chr3	46389552	46413473	5	17544	24483.1435	330	1
4_MACS_peak_14168_lociStitched	chr3	128821346	128840884	4	13071	24481.114	331	1
2_MACS_peak_3398_lociStitched	chr11	65144638	65157821	2	12780	24459.7382	332	1
2_MACS_peak_9006_lociStitched	chr18	9132779	9147933	2	11472	24431.2788	333	1
1_MACS_peak_11011_lociStitched	chr2	60775403	60785203	1	9801	24374.56	334	1
1_MACS_peak_9847_lociStitched	chr19	16474582	16485690	1	11109	24335.4064	335	1
2_MACS_peak_16117_lociStitched	chr5	175960802	175972496	2	10970	24297.7932	336	1
8_MACS_peak_10188_lociStitched	chr19	40909365	40951277	8	16123	24262.8568	337	1
2_MACS_peak_18697_lociStitched	chr8	82631978	82646420	2	8095	24154.245	338	1
4_MACS_peak_12306_lociStitched	chr20	34677529	34703085	4	16687	24152.9756	339	1
2_MACS_peak_8245_lociStitched	chr17	36100191	36111492	2	7842	24068.8698	340	1
3_MACS_peak_9190_lociStitched	chr18	47833345	47848820	3	11879	24031.1275	341	1
1_MACS_peak_9200_lociStitched	chr18	48677170	48682795	1	5626	24028.875	342	1
2_MACS_peak_12036_lociStitched	chr20	352407	364174	2	6664	23968.2023	343	1
1_MACS_peak_16917_lociStitched	chr6	90059659	90069705	1	10047	23962.7238	344	1
2_MACS_peak_15410_lociStitched	chr5	32572154	32589004	2	10731	23960.7	345	1
1_MACS_peak_12300_lociStitched	chr20	34327399	34333094	1	5696	23910.4575	346	1
2_MACS_peak_3007_lociStitched	chr11	9590469	9600115	2	7619	23808.2572	347	1
4_MACS_peak_2826_lociStitched	chr10	125820257	125840714	4	14725	23801.7195	348	1
3_MACS_peak_17574_lociStitched	chr7	35726750	35741202	3	12106	23757.6428	349	1
2_MACS_peak_848_lociStitched	chr1	79926391	79946437	2	15688	23728.4502	350	1
4_MACS_peak_9351_lociStitched	chr19	1019048	1041158	4	13701	23668.755	351	1
4_MACS_peak_13501_lociStitched	chr3	13034702	13059144	4	15690	23630.5256	352	1
3_MACS_peak_9300_lociStitched	chr18	74765753	74780192	3	10176	23590.4382	353	1
1_MACS_peak_4460_lociStitched	chr12	56318715	56327045	1	8331	23585.562	354	1
1_MACS_peak_10357_lociStitched	chr19	47285646	47291942	1	6297	23552.7064	355	1
1_MACS_peak_8542_lociStitched	chr17	47433787	47440961	1	7175	23517.0894	356	1
6_MACS_peak_11653_lociStitched	chr2	178126882	178155735	6	17716	23497.8832	357	1
1_MACS_peak_17684_lociStitched	chr7	55634074	55642551	1	8478	23450.7728	358	1
1_MACS_peak_15135_lociStitched	chr4	144294732	144305390	1	10659	23442.271	359	1
4_MACS_peak_13273_lociStitched	chr22	39914298	39929621	4	11210	23405.8825	360	1
2_MACS_peak_16533_lociStitched	chr6	31694475	31709185	2	11075	23396.255	361	1
1_MACS_peak_4300_lociStitched	chr12	46776182	46785733	1	9552	23336.9134	362	1
2_MACS_peak_2691_lociStitched	chr10	104400915	104412856	2	10250	23280.1736	363	1
3_MACS_peak_19183_lociStitched	chr9	33445403	33464388	3	11373	23243.3355	364	1
1_MACS_peak_17080_lociStitched	chr6	119211534	119219219	1	7686	23200.2465	365	1
1_MACS_peak_10365_lociStitched	chr19	47613602	47617986	1	4385	23197.936	366	1
1_MACS_peak_15147_lociStitched	chr4	146855199	146860781	1	5583	23165.3	367	1
4_MACS_peak_1458_lociStitched	chr1	161675762	161698969	4	10474	23139.6997	368	1
2_MACS_peak_19470_lociStitched	chr9	98266967	98279464	2	10292	23109.4524	369	1
2_MACS_peak_10121_lociStitched	chr19	38535263	38550810	2	8656	23082.6309	370	1
1_MACS_peak_2188_lociStitched	chr10	22539180	22547611	1	8432	23040.2368	371	1
6_MACS_peak_11182_lociStitched	chr2	74679278	74700757	6	11621	23025.488	372	1
2_MACS_peak_7175_lociStitched	chr16	15733753	15745955	2	7974	22978.8064	373	1
2_MACS_peak_4236_lociStitched	chr12	31469943	31480209	2	9944	22872.648	374	1
2_MACS_peak_12753_lociStitched	chr21	36410376	36424372	2	13073	22866.6648	375	1
2_MACS_peak_14916_lociStitched	chr4	87854484	87868931	2	9187	22837.8176	376	1
4_MACS_peak_11070_lociStitched	chr2	64862923	64886106	4	15401	22784.2524	377	1
1_MACS_peak_18789_lociStitched	chr8	101317935	101323727	1	5793	22704.64	378	1
5_MACS_peak_1446_lociStitched	chr1	161409244	161442855	5	19665	22697.5083	379	1
2_MACS_peak_8232_lociStitched	chr17	34889440	34904058	2	8174	22657.9	380	1
1_MACS_peak_12778_lociStitched	chr21	38736918	38744008	1	7091	22629.862	381	1
4_MACS_peak_10660_lociStitched	chr19	59049323	59071886	4	12297	22608.126	382	1
1_MACS_peak_6132_lociStitched	chr15	20934985	20943953	1	8969	22602.9472	383	1
3_MACS_peak_2733_lociStitched	chr10	111959967	111974856	3	8339	22597.0353	384	1
1_MACS_peak_6455_lociStitched	chr15	56532234	56538641	1	6408	22553.2807	385	1
2_MACS_peak_397_lociStitched	chr1	27018410	27029197	2	9579	22517.8625	386	1
3_MACS_peak_10739_lociStitched	chr2	11883990	11898358	3	12795	22503.1616	387	1
3_MACS_peak_20556_lociStitched	chrX	153188469	153201611	3	9260	22462.3064	388	1
4_MACS_peak_16527_lociStitched	chr6	31618808	31634909	4	9993	22438.3536	389	1
2_MACS_peak_1759_lociStitched	chr1	206728553	206738501	2	9873	22347.1872	390	1
4_MACS_peak_353_lociStitched	chr1	25557860	25575310	4	11239	22325.53	391	1
1_MACS_peak_4150_lociStitched	chr12	14920627	14929779	1	9153	22317.152	392	1
1_MACS_peak_5424_lociStitched	chr13	115043822	115049044	1	5223	22312.0394	393	1
1_MACS_peak_1217_lociStitched	chr1	149854891	149861534	1	6644	22271.3218	394	1
4_MACS_peak_13558_lociStitched	chr3	20079754	20099468	4	15165	22233.4492	395	1
3_MACS_peak_3483_lociStitched	chr11	67030080	67047013	3	8875	22207.6295	396	1
2_MACS_peak_6048_lociStitched	chr14	103363615	103371023	2	7227	22198.072	397	1
1_MACS_peak_18811_lociStitched	chr8	103420995	103426457	1	5463	22186.644	398	1
3_MACS_peak_10962_lociStitched	chr2	48124079	48135364	3	9979	22175.025	399	1
3_MACS_peak_3422_lociStitched	chr11	65546897	65560308	3	9129	22156.3131	400	1
2_MACS_peak_20474_lociStitched	chrX	131613681	131626230	2	11404	22141.4556	401	1
1_MACS_peak_2508_lociStitched	chr10	85925807	85934262	1	8456	22139.4175	402	1
3_MACS_peak_9126_lociStitched	chr18	33155443	33174068	3	10803	22137.675	403	1
4_MACS_peak_7903_lociStitched	chr17	7136222	7156746	4	12187	22106.4004	404	1
1_MACS_peak_984_lociStitched	chr1	109930741	109941340	1	10600	22101.0348	405	1
2_MACS_peak_6221_lociStitched	chr15	32749380	32764268	2	14671	22083.3704	406	1
1_MACS_peak_18200_lociStitched	chr7	139042384	139047634	1	5251	22082.025	407	1
4_MACS_peak_16414_lociStitched	chr6	26549843	26570093	4	12406	22066.425	408	1
2_MACS_peak_8550_lociStitched	chr17	47815782	47828549	2	12081	22038.3954	409	1
5_MACS_peak_12185_lociStitched	chr20	23329612	23347338	5	11031	21964.2866	410	1
3_MACS_peak_16578_lociStitched	chr6	33279327	33292964	3	11164	21939.2056	411	1
3_MACS_peak_10855_lociStitched	chr2	33699717	33723816	3	14942	21937.3197	412	1
1_MACS_peak_15427_lociStitched	chr5	36872957	36883340	1	10384	21907.0917	413	1
2_MACS_peak_3572_lociStitched	chr11	72522807	72534274	2	7210	21895.0898	414	1
2_MACS_peak_16739_lociStitched	chr6	43593505	43604847	2	8085	21893.4626	415	1
1_MACS_peak_7565_lociStitched	chr16	68500946	68506207	1	5262	21891.021	416	1
1_MACS_peak_8891_lociStitched	chr17	79476174	79487681	1	11508	21874.807	417	1
2_MACS_peak_13754_lociStitched	chr3	49054633	49067519	2	8381	21872.6964	418	1
4_MACS_peak_15345_lociStitched	chr5	6711523	6738852	4	13468	21865.9329	419	1
1_MACS_peak_6899_lociStitched	chr15	101457851	101464775	1	6925	21848.682	420	1
2_MACS_peak_14559_lociStitched	chr3	196357797	196371019	2	9686	21841.4218	421	1
1_MACS_peak_1132_lociStitched	chr1	144516280	144522566	1	6287	21770.3038	422	1
1_MACS_peak_8462_lociStitched	chr17	44267174	44273323	1	6150	21769.3047	423	1
2_MACS_peak_3404_lociStitched	chr11	65238639	65246591	2	5753	21765.4192	424	1
1_MACS_peak_1187_lociStitched	chr1	147927123	147933583	1	6461	21762.448	425	1
1_MACS_peak_14373_lociStitched	chr3	170070836	170079544	1	8709	21696.8528	426	1
1_MACS_peak_19495_lociStitched	chr9	100743847	100748503	1	4657	21599.6496	427	1
9_MACS_peak_10540_lociStitched	chr19	54870367	54901081	9	14174	21595.0134	428	1
1_MACS_peak_3777_lociStitched	chr11	108090845	108097478	1	6634	21569.1894	429	1
1_MACS_peak_7293_lociStitched	chr16	28833071	28838262	1	5192	21562.3758	430	1
6_MACS_peak_3379_lociStitched	chr11	64845765	64865253	6	13862	21543.984	431	1
2_MACS_peak_19413_lociStitched	chr9	91924594	91936313	2	11715	21493.8179	432	1
2_MACS_peak_4500_lociStitched	chr12	57471036	57484077	2	7924	21458.9655	433	1
1_MACS_peak_1130_lociStitched	chr1	144335985	144342478	1	6494	21437.9381	434	1
3_MACS_peak_6543_lociStitched	chr15	65587923	65598587	3	8462	21434.64	435	1
1_MACS_peak_15953_lociStitched	chr5	148204939	148217187	1	12249	21434	436	1
1_MACS_peak_5824_lociStitched	chr14	74250339	74256090	1	5752	21430.5264	437	1
1_MACS_peak_3415_lociStitched	chr11	65353111	65359099	1	5989	21428.6568	438	1
1_MACS_peak_15044_lociStitched	chr4	114679431	114685077	1	5647	21413.5842	439	1
1_MACS_peak_3679_lociStitched	chr11	82865943	82873919	1	7977	21405.1912	440	1
2_MACS_peak_19699_lociStitched	chr9	130730899	130744389	2	10561	21389.744	441	1
2_MACS_peak_18286_lociStitched	chr7	150775123	150785834	2	9304	21371.6583	442	1
1_MACS_peak_14701_lociStitched	chr4	15002362	15009681	1	7320	21370.7481	443	1
2_MACS_peak_19024_lociStitched	chr8	145149298	145160996	2	6104	21362.8876	444	1
1_MACS_peak_20421_lociStitched	chrX	123092099	123098428	1	6330	21328.0971	445	1
5_MACS_peak_19692_lociStitched	chr9	130660776	130681356	5	15074	21220.038	446	1
2_MACS_peak_18691_lociStitched	chr8	81073230	81084601	2	10829	21198.9553	447	1
1_MACS_peak_1711_lociStitched	chr1	203288620	203297865	1	9246	21191.389	448	1
2_MACS_peak_16552_lociStitched	chr6	32156450	32164865	2	7440	21186.4455	449	1
1_MACS_peak_6125_lociStitched	chr15	20409963	20418849	1	8887	21174.4494	450	1
4_MACS_peak_2029_lociStitched	chr1	244208940	244231959	4	10746	21161.3667	451	1
7_MACS_peak_6282_lociStitched	chr15	40834830	40863010	7	17163	21160.362	452	1
6_MACS_peak_6262_lociStitched	chr15	40387948	40409298	6	15363	21157.85	453	1
5_MACS_peak_9753_lociStitched	chr19	13043152	13058177	5	12767	21105.6175	454	1
2_MACS_peak_6753_lociStitched	chr15	81280642	81295252	2	7831	21055.932	455	1
3_MACS_peak_10942_lociStitched	chr2	46789124	46805190	3	13888	21027.1808	456	1
1_MACS_peak_14233_lociStitched	chr3	136466776	136474211	1	7436	21010.5665	457	1
1_MACS_peak_15519_lociStitched	chr5	65219967	65225474	1	5508	21009.7557	458	1
1_MACS_peak_6880_lociStitched	chr15	93423545	93429937	1	6393	20991.9672	459	1
1_MACS_peak_4177_lociStitched	chr12	24679661	24695803	1	16143	20974.9148	460	1
1_MACS_peak_18459_lociStitched	chr8	28346847	28354670	1	7824	20969.5515	461	1
2_MACS_peak_3912_lociStitched	chr11	124932245	124943882	2	7977	20962.8918	462	1
1_MACS_peak_3865_lociStitched	chr11	118794461	118801632	1	7172	20961.5501	463	1
2_MACS_peak_18180_lociStitched	chr7	135654904	135669351	2	12753	20942.3712	464	1
2_MACS_peak_16493_lociStitched	chr6	30581886	30595311	2	6900	20920.1775	465	1
4_MACS_peak_436_lociStitched	chr1	28558554	28577334	4	10527	20917.164	466	1
2_MACS_peak_3738_lociStitched	chr11	100548129	100561133	2	11537	20875.3212	467	1
2_MACS_peak_2196_lociStitched	chr10	22666969	22683127	2	16131	20861.5938	468	1
2_MACS_peak_13183_lociStitched	chr22	37611477	37627738	2	13474	20758.7926	469	1
2_MACS_peak_1501_lociStitched	chr1	167187995	167193954	2	5943	20720.6348	470	1
2_MACS_peak_13319_lociStitched	chr22	42141706	42152338	2	10075	20716.452	471	1
4_MACS_peak_20467_lociStitched	chrX	130946162	130966805	4	15214	20692.5432	472	1
3_MACS_peak_1081_lociStitched	chr1	118147453	118160645	3	13090	20679.7792	473	1
1_MACS_peak_10369_lociStitched	chr19	47728427	47736418	1	7992	20678.3107	474	1
3_MACS_peak_16636_lociStitched	chr6	36081147	36101374	3	10628	20676.0394	475	1
5_MACS_peak_6716_lociStitched	chr15	78348419	78370584	5	13967	20657.78	476	1
1_MACS_peak_9293_lociStitched	chr18	72263306	72267317	1	4012	20550.3585	477	1
2_MACS_peak_11849_lociStitched	chr2	219260053	219272344	2	8593	20525.97	478	1
1_MACS_peak_11543_lociStitched	chr2	157188809	157200562	1	11754	20523.0886	479	1
3_MACS_peak_15978_lociStitched	chr5	150590033	150604590	3	11780	20518.0915	480	1
4_MACS_peak_11216_lociStitched	chr2	85153062	85174353	4	11587	20498.9748	481	1
3_MACS_peak_16099_lociStitched	chr5	173314312	173329119	3	12769	20472.1582	482	1
2_MACS_peak_5271_lociStitched	chr13	50696860	50705981	2	8882	20439.2489	483	1
2_MACS_peak_16171_lociStitched	chr5	179222086	179236345	2	7927	20374.6851	484	1
4_MACS_peak_18608_lociStitched	chr8	61807145	61830560	4	11015	20359.3425	485	1
1_MACS_peak_3790_lociStitched	chr11	109962127	109966777	1	4651	20347.935	486	1
2_MACS_peak_3431_lociStitched	chr11	65654710	65668021	2	9389	20335.2147	487	1
2_MACS_peak_15983_lociStitched	chr5	150629322	150638009	2	8646	20324.9739	488	1
1_MACS_peak_4765_lociStitched	chr12	109025232	109031925	1	6694	20283.8058	489	1
3_MACS_peak_7809_lociStitched	chr17	1618542	1629159	3	6625	20241.3105	490	1
2_MACS_peak_15332_lociStitched	chr5	1311956	1320094	2	7195	20180.6124	491	1
3_MACS_peak_16561_lociStitched	chr6	32805024	32823388	3	8501	20176.5268	492	1
2_MACS_peak_18672_lociStitched	chr8	77589853	77601089	2	11135	20157.384	493	1
1_MACS_peak_12136_lociStitched	chr20	10649891	10656337	1	6447	20156.642	494	1
2_MACS_peak_1324_lociStitched	chr1	154908156	154917504	2	8135	20132.7876	495	1
2_MACS_peak_7747_lociStitched	chr16	88846292	88858183	2	8256	20127.8957	496	1
2_MACS_peak_12099_lociStitched	chr20	4791735	4804812	2	7822	20112.426	497	1
1_MACS_peak_3860_lociStitched	chr11	118658862	118663731	1	4870	20083.1643	498	1
1_MACS_peak_18952_lociStitched	chr8	134579209	134586340	1	7132	20073.765	499	1
1_MACS_peak_15904_lociStitched	chr5	139486081	139496234	1	10154	20072.481	500	1
3_MACS_peak_3295_lociStitched	chr11	62357978	62369604	3	6850	20021.1346	501	1
2_MACS_peak_16286_lociStitched	chr6	10520569	10534399	2	13732	20014.776	502	1
1_MACS_peak_6683_lociStitched	chr15	75742410	75749245	1	6836	20001.944	503	1
2_MACS_peak_6564_lociStitched	chr15	66788740	66798933	2	8119	19952.7975	504	1
1_MACS_peak_10561_lociStitched	chr19	55126354	55137563	1	11210	19937.4483	505	1
3_MACS_peak_16755_lociStitched	chr6	44213182	44233895	3	10643	19930.0486	506	1
2_MACS_peak_19108_lociStitched	chr9	5617227	5632693	2	10551	19929.4876	507	1
2_MACS_peak_15273_lociStitched	chr4	186123531	186135812	2	10131	19921.0101	508	1
4_MACS_peak_18316_lociStitched	chr7	156792832	156810300	4	10423	19889.0648	509	1
3_MACS_peak_376_lociStitched	chr1	26436679	26454295	3	11989	19870.848	510	1
1_MACS_peak_18648_lociStitched	chr8	71312177	71318175	1	5999	19837.7852	511	1
1_MACS_peak_18822_lociStitched	chr8	103872902	103879005	1	6104	19834.1397	512	1
1_MACS_peak_18798_lociStitched	chr8	101730502	101735796	1	5295	19823.9124	513	1
2_MACS_peak_6552_lociStitched	chr15	66078437	66086579	2	8020	19817.628	514	1
2_MACS_peak_17633_lociStitched	chr7	44611383	44623586	2	7009	19804.2487	515	1
3_MACS_peak_3524_lociStitched	chr11	68032192	68050246	3	9692	19794.4056	516	1
3_MACS_peak_10416_lociStitched	chr19	49135890	49150241	3	8654	19794.3343	517	1
1_MACS_peak_3115_lociStitched	chr11	34071912	34076968	1	5057	19789.184	518	1
1_MACS_peak_9177_lociStitched	chr18	47011396	47019485	1	8090	19763.0448	519	1
2_MACS_peak_8125_lociStitched	chr17	27274997	27280188	2	5144	19758.5033	520	1
2_MACS_peak_17892_lociStitched	chr7	99716021	99726541	2	6678	19751.3	521	1
1_MACS_peak_9289_lociStitched	chr18	72162571	72169764	1	7194	19731.8376	522	1
3_MACS_peak_17759_lociStitched	chr7	74057170	74073091	3	9373	19718.1585	523	1
3_MACS_peak_6224_lociStitched	chr15	32869218	32884779	3	15242	19686.2211	524	1
3_MACS_peak_18705_lociStitched	chr8	86086943	86103746	3	9750	19681.3539	525	1
3_MACS_peak_6863_lociStitched	chr15	91467319	91480062	3	8326	19550.3106	526	1
2_MACS_peak_5885_lociStitched	chr14	81394450	81409722	2	10173	19523.7248	527	1
2_MACS_peak_10429_lociStitched	chr19	49375015	49384466	2	6554	19459.609	528	1
1_MACS_peak_14972_lociStitched	chr4	100866374	100872881	1	6508	19448.7723	529	1
2_MACS_peak_49_lociStitched	chr1	1668342	1678924	2	6892	19423.261	530	1
3_MACS_peak_16196_lociStitched	chr6	179884	195284	3	13953	19417.86	531	1
5_MACS_peak_13532_lociStitched	chr3	15835356	15859238	5	13911	19404.125	532	1
2_MACS_peak_6438_lociStitched	chr15	52968100	52976765	2	7853	19379.2725	533	1
2_MACS_peak_3420_lociStitched	chr11	65477767	65488573	2	6005	19374.0774	534	1
2_MACS_peak_16381_lociStitched	chr6	26053778	26067507	2	6910	19366.1274	535	1
1_MACS_peak_9179_lociStitched	chr18	47336179	47341468	1	5290	19326.006	536	1
1_MACS_peak_1683_lociStitched	chr1	200986852	200994797	1	7946	19284.8985	537	1
1_MACS_peak_6199_lociStitched	chr15	30827732	30842585	1	14854	19283.6499	538	1
5_MACS_peak_19884_lociStitched	chr9	139962205	139991398	5	12346	19258.6221	539	1
2_MACS_peak_3955_lociStitched	chr11	130045190	130053509	2	6923	19241.0151	540	1
3_MACS_peak_16856_lociStitched	chr6	74224654	74234544	3	8371	19228.138	541	1
3_MACS_peak_1560_lociStitched	chr1	174959199	174973404	3	7834	19166.8065	542	1
1_MACS_peak_14229_lociStitched	chr3	135910123	135917517	1	7395	19142.3266	543	1
1_MACS_peak_18815_lociStitched	chr8	103664182	103670528	1	6347	19140.1706	544	1
5_MACS_peak_19011_lociStitched	chr8	145001903	145028618	5	13832	19133.283	545	1
3_MACS_peak_283_lociStitched	chr1	22099213	22119067	3	7965	19131.3144	546	1
1_MACS_peak_17561_lociStitched	chr7	32928197	32933660	1	5464	19105.7499	547	1
1_MACS_peak_3943_lociStitched	chr11	128561944	128567364	1	5421	19010.108	548	1
2_MACS_peak_7361_lociStitched	chr16	30537009	30547997	2	6494	18955.3988	549	1
1_MACS_peak_9166_lociStitched	chr18	45454330	45459461	1	5132	18942.1127	550	1
2_MACS_peak_2992_lociStitched	chr11	8703022	8711955	2	8865	18908.4811	551	1
5_MACS_peak_13237_lociStitched	chr22	39398556	39421814	5	10233	18873.867	552	1
1_MACS_peak_10579_lociStitched	chr19	55764352	55772243	1	7892	18868.1701	553	1
1_MACS_peak_6202_lociStitched	chr15	30916110	30921524	1	5415	18864.0002	554	1
4_MACS_peak_689_lociStitched	chr1	46786202	46807216	4	12464	18862.1664	555	1
2_MACS_peak_6196_lociStitched	chr15	30707909	30722920	2	14312	18832.8006	556	1
2_MACS_peak_9229_lociStitched	chr18	55285727	55299274	2	7094	18799.1719	557	1
1_MACS_peak_6227_lociStitched	chr15	32905446	32912308	1	6863	18756.5908	558	1
5_MACS_peak_20430_lociStitched	chrX	128902937	128921652	5	12239	18756.173	559	1
2_MACS_peak_5603_lociStitched	chr14	50085526	50103252	2	11761	18745.245	560	1
2_MACS_peak_3493_lociStitched	chr11	67167563	67178129	2	8475	18745.1406	561	1
1_MACS_peak_4200_lociStitched	chr12	26305939	26313096	1	7158	18702.6724	562	1
2_MACS_peak_8135_lociStitched	chr17	27914947	27928284	2	8264	18675.8011	563	1
2_MACS_peak_2183_lociStitched	chr10	22282562	22295150	2	12289	18645.3456	564	1
1_MACS_peak_17668_lociStitched	chr7	50319648	50324296	1	4649	18633.3672	565	1
1_MACS_peak_18051_lociStitched	chr7	116592477	116598877	1	6401	18620.8	566	1
1_MACS_peak_2651_lociStitched	chr10	102128968	102135772	1	6805	18613.0224	567	1
3_MACS_peak_15003_lociStitched	chr4	108949383	108960404	3	10533	18589.1207	568	1
2_MACS_peak_7551_lociStitched	chr16	68117845	68126122	2	8228	18581.865	569	1
1_MACS_peak_6131_lociStitched	chr15	20884543	20894719	1	10177	18557.9712	570	1
1_MACS_peak_18240_lociStitched	chr7	148578428	148582923	1	4496	18556.259	571	1
1_MACS_peak_13308_lociStitched	chr22	41839763	41844680	1	4918	18549.8742	572	1
5_MACS_peak_9368_lociStitched	chr19	1258054	1277402	5	10895	18537.3188	573	1
1_MACS_peak_19311_lociStitched	chr9	68447239	68458485	1	11247	18510.916	574	1
3_MACS_peak_8132_lociStitched	chr17	27886935	27900256	3	9212	18510.8616	575	1
2_MACS_peak_16014_lociStitched	chr5	156692372	156701718	2	9145	18505.08	576	1
2_MACS_peak_2600_lociStitched	chr10	98026803	98036000	2	9168	18489.6488	577	1
1_MACS_peak_14983_lociStitched	chr4	103745310	103751188	1	5879	18474.554	578	1
1_MACS_peak_18847_lociStitched	chr8	110550753	110556276	1	5524	18465.5982	579	1
4_MACS_peak_7233_lociStitched	chr16	22194659	22208290	4	10450	18461.8264	580	1
2_MACS_peak_17689_lociStitched	chr7	56117638	56133448	2	9130	18450.27	581	1
2_MACS_peak_16450_lociStitched	chr6	27856474	27871705	2	11308	18411.2328	582	1
1_MACS_peak_4696_lociStitched	chr12	98906701	98912841	1	6141	18407.72	583	1
3_MACS_peak_7814_lociStitched	chr17	1725911	1739180	3	9838	18358.9884	584	1
1_MACS_peak_20271_lociStitched	chrX	70750665	70762888	1	12224	18357.7237	585	1
1_MACS_peak_3321_lociStitched	chr11	62646727	62652087	1	5361	18350.496	586	1
2_MACS_peak_16027_lociStitched	chr5	158631854	158640557	2	7182	18347.6646	587	1
1_MACS_peak_16173_lociStitched	chr5	179244296	179250452	1	6157	18328.8744	588	1
3_MACS_peak_1476_lociStitched	chr1	162596157	162610517	3	8212	18304.692	589	1
1_MACS_peak_16745_lociStitched	chr6	43737176	43742169	1	4994	18294.352	590	1
1_MACS_peak_17553_lociStitched	chr7	30632730	30637939	1	5210	18266.9212	591	1
3_MACS_peak_6258_lociStitched	chr15	40329721	40348702	3	12958	18259.722	592	1
2_MACS_peak_9172_lociStitched	chr18	46453886	46462942	2	6967	18246.0288	593	1
3_MACS_peak_7009_lociStitched	chr16	2721776	2738341	3	9234	18234.752	594	1
1_MACS_peak_2490_lociStitched	chr10	81001346	81010996	1	9651	18206.655	595	1
2_MACS_peak_19591_lociStitched	chr9	117145283	117160978	2	8881	18179.5185	596	1
2_MACS_peak_12531_lociStitched	chr20	55963939	55974638	2	7603	18149.7836	597	1
1_MACS_peak_17191_lociStitched	chr6	143263303	143270045	1	6743	18105.641	598	1
1_MACS_peak_5905_lociStitched	chr14	89254092	89260098	1	6007	18105.087	599	1
1_MACS_peak_9087_lociStitched	chr18	20713122	20717626	1	4505	18085.3616	600	1
2_MACS_peak_19651_lociStitched	chr9	127622510	127636616	2	10115	18037.3422	601	1
1_MACS_peak_20054_lociStitched	chrX	30589319	30597455	1	8137	18033.444	602	1
1_MACS_peak_18137_lociStitched	chr7	129587655	129593334	1	5680	18031.9608	603	1
1_MACS_peak_5952_lociStitched	chr14	91879465	91886021	1	6557	18009.9876	604	1
1_MACS_peak_1207_lociStitched	chr1	149574847	149581248	1	6402	18003.4526	605	1
4_MACS_peak_10003_lociStitched	chr19	28911893	28939907	4	12630	17998.995	606	1
2_MACS_peak_7370_lociStitched	chr16	30661396	30672977	2	7173	17982.9768	607	1
2_MACS_peak_6616_lociStitched	chr15	70387048	70393878	2	6790	17982.024	608	1
4_MACS_peak_13448_lociStitched	chr3	5013990	5029289	4	10901	17959.4961	609	1
1_MACS_peak_278_lociStitched	chr1	21615631	21622906	1	7276	17954.7	610	1
