REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_9767_lociStitched	chr19	13259573	13279413	3	14446	30123.072	163	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	LYL1	2.0246	163	1
4_MACS_peak_15028_lociStitched	chr4	113199302	113224430	4	14658	27773.9784	164	1	ALPK1,TIFA	AP1AR	TIFA	TIFA	1.2404	164	1
4_MACS_peak_13558_lociStitched	chr3	20079754	20099468	4	15165	22233.4492	165	1	KAT2B	C3orf48	KAT2B	KAT2B	0.2314	165	1
4_MACS_peak_20467_lociStitched	chrX	130946162	130966805	4	15214	20692.5432	166	1	LOC286467		LOC286467	LOC286467	0.4711	166	1
4_MACS_peak_19016_lociStitched	chr8	145046964	145069629	4	13967	32556.006	167	1	GRINA,PLEC,PARP10	SPATC1,PLEC,MIR661,OPLAH	PARP10	PARP10	1.5853	167	1
3_MACS_peak_6224_lociStitched	chr15	32869218	32884779	3	15242	19686.2211	168	1		ARHGAP11A,SCG5,LOC100288615	ARHGAP11A	ARHGAP11A	0.6607	168	1
5_MACS_peak_19692_lociStitched	chr9	130660776	130681356	5	15074	21220.038	169	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	1.033	169	1
1_MACS_peak_15409_lociStitched	chr5	32529503	32543677	1	14175	30150.9328	170	1		SUB1	SUB1	SUB1	0.8492	170	1
2_MACS_peak_7137_lociStitched	chr16	12055384	12071461	2	12133	43157.0988	171	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	3.1796	171	1
3_MACS_peak_10855_lociStitched	chr2	33699717	33723816	3	14942	21937.3197	172	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.1991	172	1
3_MACS_peak_12429_lociStitched	chr20	46114276	46133676	3	14278	28473.38	173	1	NCOA3		NCOA3	NCOA3	0.1815	173	1
4_MACS_peak_2826_lociStitched	chr10	125820257	125840714	4	14725	23801.7195	174	1	CHST15		CHST15	CHST15	0.4366	174	1
3_MACS_peak_5821_lociStitched	chr14	74224055	74241914	3	14344	27458.2125	175	1	C14orf43	PNMA1	C14orf43	C14orf43	0.7618	175	1
2_MACS_peak_7128_lociStitched	chr16	11821510	11837869	2	14257	27146.1246	176	1	TXNDC11		TXNDC11	TXNDC11	0.5939	176	1
2_MACS_peak_14835_lociStitched	chr4	71567070	71581430	2	13846	30234.98	177	1	RUFY3	UTP3,RUFY3,IGJ	RUFY3	IGJ	0.8812	177	1
3_MACS_peak_6213_lociStitched	chr15	31636039	31654642	3	14023	28691.4069	178	1	KLF13		KLF13	KLF13	1.0172	178	1
4_MACS_peak_3250_lociStitched	chr11	60671694	60692938	4	14075	28203.5344	179	1	TMEM109,TMEM132A,PRPF19	ZP1,CD6,GPR44,SLC15A3	TMEM109	TMEM109	1.0568	179	1
2_MACS_peak_6221_lociStitched	chr15	32749380	32764268	2	14671	22083.3704	180	1			LOC100288615	LOC100288615	0.1295	180	1
5_MACS_peak_13009_lociStitched	chr22	24178922	24200929	5	13196	34940.5139	181	1	SLC2A11,DERL3	SMARCB1,MIF	DERL3	MIF	1.0166	181	1
1_MACS_peak_6199_lociStitched	chr15	30827732	30842585	1	14854	19283.6499	182	1		FAM7A2	FAM7A2	FAM7A2	0.1266	182	1
4_MACS_peak_16852_lociStitched	chr6	74159036	74182678	4	14015	28112.7022	183	1	MTO1,C6orf150	EEF1A1	MTO1	EEF1A1	1.3015	183	1
1_MACS_peak_3887_lociStitched	chr11	120205620	120217950	1	12331	39650.814	184	1	ARHGEF12	TMEM136	ARHGEF12	TMEM136	0.9069	184	1
3_MACS_peak_1087_lociStitched	chr1	118194799	118209933	3	14100	26130.3644	185	1		FAM46C	FAM46C	FAM46C	0.968	185	1
2_MACS_peak_13934_lociStitched	chr3	69127889	69145203	2	14547	17677.594	187	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	0.5592	187	1
2_MACS_peak_2328_lociStitched	chr10	54004780	54021338	2	13484	28772.8366	188	1	PRKG1		DKK1	DKK1	NONE	188	1
3_MACS_peak_6874_lociStitched	chr15	93346997	93364605	3	11275	42491.6256	189	1		ASB9P1	ASB9P1	ASB9P1	0.0944	189	1
1_MACS_peak_18037_lociStitched	chr7	114561807	114574728	1	12922	33037.7049	190	1	MDFIC		MDFIC	MDFIC	1.5026	190	1
3_MACS_peak_1708_lociStitched	chr1	203255634	203277788	3	13706	26578.1538	191	1	BTG2,LOC730227	FMOD	LOC730227	LOC730227	0.9263	191	1
1_MACS_peak_6452_lociStitched	chr15	55692641	55701994	1	9354	50008.6204	192	1	FLJ27352,CCPG1	MIR628	CCPG1	CCPG1	0.9155	192	1
9_MACS_peak_10540_lociStitched	chr19	54870367	54901081	9	14174	21595.0134	194	1	LAIR1	TTYH1,LILRA5,LILRA4	LAIR1	LAIR1	0.6588	194	1
2_MACS_peak_4152_lociStitched	chr12	15101169	15118075	2	13822	25306.5914	195	1	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.8928	195	1
5_MACS_peak_13421_lociStitched	chr22	50962475	50987731	5	13359	29357.5744	196	1	NCAPH2,KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.5901	196	1
2_MACS_peak_6196_lociStitched	chr15	30707909	30722920	2	14312	18832.8006	197	1		CHRFAM7A	CHRFAM7A	CHRFAM7A	0.1149	197	1
3_MACS_peak_13900_lociStitched	chr3	61606727	61629271	3	13632	26180.3472	198	1	PTPRG		PTPRG	PTPRG	0.1431	198	1
1_MACS_peak_18812_lociStitched	chr8	103539857	103550456	1	10600	44319.7185	199	1		ODF1	ODF1	ODF1	0.1685	199	1
4_MACS_peak_3477_lociStitched	chr11	66867085	66891613	4	13332	27934.9392	200	1	KDM2A	RHOD	KDM2A	KDM2A	0.306	200	1
5_MACS_peak_2439_lociStitched	chr10	74076690	74096089	5	12571	33416.7174	201	1	DNAJB12	DDIT4	DNAJB12	DDIT4	1.6778	201	1
2_MACS_peak_12602_lociStitched	chr20	62357847	62373712	2	12878	31203.282	202	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	LIME1	1.7265	202	1
1_MACS_peak_2521_lociStitched	chr10	89619751	89631329	1	11579	39059.5408	203	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.4398	203	1
3_MACS_peak_4490_lociStitched	chr12	57021945	57040802	3	13194	28392.9849	204	1	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	0.792	204	1
4_MACS_peak_9351_lociStitched	chr19	1019048	1041158	4	13701	23668.755	205	1	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	CNN2	0.9262	205	1
5_MACS_peak_6716_lociStitched	chr15	78348419	78370584	5	13967	20657.78	206	1	TBC1D2B	SH2D7	TBC1D2B	TBC1D2B	0.3531	206	1
5_MACS_peak_6987_lociStitched	chr16	2254473	2275538	5	12096	36010.6175	208	1	MLST8,E4F1,C16orf79,PGP	TRAF7,DNASE1L2,MIR3677,MIR940,SNORD60,CASKIN1,DCI,RNPS1	PGP	PGP	1.4945	208	1
3_MACS_peak_4886_lociStitched	chr12	120627204	120640665	3	13335	26940.8454	209	1	GCN1L1,RPLP0	PXN	GCN1L1	GCN1L1	0.4616	209	1
6_MACS_peak_3379_lociStitched	chr11	64845765	64865253	6	13862	21543.984	210	1	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	ZNHIT2	2.6719	210	1
3_MACS_peak_10942_lociStitched	chr2	46789124	46805190	3	13888	21027.1808	211	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.6509	211	1
2_MACS_peak_3971_lociStitched	chr11	132215040	132233261	2	12820	30698.7408	212	1			NTM	NTM	0.1486	212	1
1_MACS_peak_17980_lociStitched	chr7	104649645	104659831	1	10187	44778.6746	213	1	MLL5,LOC100216545		MLL5	MLL5	0.5462	213	1
3_MACS_peak_16196_lociStitched	chr6	179884	195284	3	13953	19417.86	214	1			DUSP22	DUSP22	3.0805	214	1
3_MACS_peak_13060_lociStitched	chr22	29186337	29199759	3	12705	30922.9458	215	1	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	1.9528	215	1
5_MACS_peak_13532_lociStitched	chr3	15835356	15859238	5	13911	19404.125	216	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1781	216	1
2_MACS_peak_7876_lociStitched	chr17	4841766	4855950	2	13266	26016.2928	217	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.704	217	1
5_MACS_peak_10144_lociStitched	chr19	39338005	39360850	5	12461	32200.0275	218	1	HNRNPL,RINL	NFKBIB,LGALS4,ECH1,SIRT2	HNRNPL	HNRNPL	1.1046	218	1
1_MACS_peak_3992_lociStitched	chr12	1097188	1110591	1	13404	24483.2601	219	1	ERC1	RAD52	ERC1	RAD52	0.1286	219	1
3_MACS_peak_18729_lociStitched	chr8	93020212	93034386	3	12993	27840.5708	220	1	RUNX1T1		RUNX1T1	RUNX1T1	0.8178	220	1
5_MACS_peak_19011_lociStitched	chr8	145001903	145028618	5	13832	19133.283	221	1	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	1.5853	221	1
2_MACS_peak_16286_lociStitched	chr6	10520569	10534399	2	13732	20014.776	222	1	GCNT2	GCNT2	GCNT2	GCNT2	0.2275	222	1
3_MACS_peak_2983_lociStitched	chr11	7532032	7544652	3	12529	31051.51	223	1	OLFML1,PPFIBP2		PPFIBP2	PPFIBP2	0.2976	223	1
1_MACS_peak_12424_lociStitched	chr20	45978312	45988847	1	10536	42086.2715	224	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.357	224	1
2_MACS_peak_5911_lociStitched	chr14	89881873	89899375	2	11505	37260.0078	225	1	LOC400236,FOXN3		LOC400236	LOC400236	0.9196	225	1
1_MACS_peak_18918_lociStitched	chr8	126612257	126623211	1	10955	39810.1222	226	1			TRIB1	TRIB1	2.1315	226	1
3_MACS_peak_15282_lociStitched	chr4	186391653	186406448	3	11924	34362.867	227	1	CCDC110	C4orf47,UFSP2	CCDC110	UFSP2	0.3915	227	1
4_MACS_peak_15345_lociStitched	chr5	6711523	6738852	4	13468	21865.9329	228	1	PAPD7	PAPD7	PAPD7	PAPD7	0.4556	228	1
1_MACS_peak_9298_lociStitched	chr18	72918194	72928572	1	10379	41991.4636	229	1	TSHZ1,ZADH2		TSHZ1	TSHZ1	0.5812	229	1
2_MACS_peak_13183_lociStitched	chr22	37611477	37627738	2	13474	20758.7926	230	1	RAC2	C1QTNF6,SSTR3	SSTR3	SSTR3	0.1818	230	1
4_MACS_peak_14168_lociStitched	chr3	128821346	128840884	4	13071	24481.114	232	1	RAB43	GP9,ISY1	RAB43	RAB43	0.5989	232	1
2_MACS_peak_13941_lociStitched	chr3	71105816	71117914	2	12096	32160.1134	233	1	FOXP1		MIR1284	MIR1284	NONE	233	1
2_MACS_peak_13445_lociStitched	chr3	4533526	4551181	2	12042	31741.9245	234	1	ITPR1	SUMF1	ITPR1	ITPR1	0.1575	234	1
1_MACS_peak_12148_lociStitched	chr20	15958542	15971305	1	12764	25995.6784	235	1	MACROD2		KIF16B	KIF16B	NONE	235	1
4_MACS_peak_3303_lociStitched	chr11	62431381	62448926	4	12537	27856.1965	236	1	METTL12,SNORA57,C11orf83,C11orf48,UBXN1	GNG3,TTC9C,B3GAT3,GANAB,INTS5,LRRN4CL,BSCL2,HNRNPUL2	C11orf48	C11orf48	1.2411	236	1
2_MACS_peak_12753_lociStitched	chr21	36410376	36424372	2	13073	22866.6648	237	1	RUNX1,C21orf96		RUNX1	RUNX1	0.2224	237	1
4_MACS_peak_3410_lociStitched	chr11	65306697	65326897	4	12506	27740.66	238	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	MALAT1	3.9816	238	1
3_MACS_peak_3670_lociStitched	chr11	82666541	82685598	3	12662	26018.5221	239	1			C11orf82	C11orf82	NONE	239	1
3_MACS_peak_20560_lociStitched	chrX	153232784	153252586	3	12747	25095.0746	240	1	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.2969	240	1
5_MACS_peak_11211_lociStitched	chr2	85105417	85135028	5	12718	25296.6773	241	1	TMSB10,C2orf89		C2orf89	C2orf89	0.3153	241	1
2_MACS_peak_3398_lociStitched	chr11	65144638	65157821	2	12780	24459.7382	242	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	SLC25A45	NEAT1	7.2545	242	1
3_MACS_peak_11080_lociStitched	chr2	65155892	65174542	3	12268	28696.755	243	1	LOC400958	SLC1A4	LOC400958	LOC400958	0.5761	243	1
1_MACS_peak_18080_lociStitched	chr7	123385082	123397594	1	12513	26527.9424	244	1	WASL		WASL	WASL	0.4198	244	1
1_MACS_peak_6456_lociStitched	chr15	56656260	56666725	1	10466	39243.75	245	1	TEX9		TEX9	TEX9	0.5366	245	1
3_MACS_peak_1081_lociStitched	chr1	118147453	118160645	3	13090	20679.7792	246	1	FAM46C		FAM46C	FAM46C	0.968	246	1
2_MACS_peak_18919_lociStitched	chr8	126645750	126661989	2	12429	26989.218	247	1			TRIB1	TRIB1	2.1315	247	1
2_MACS_peak_19972_lociStitched	chrX	12988387	13004945	2	12611	24853.558	248	1	TMSB4X,TMSL3	LOC349408	TMSB4X	TMSB4X	1.9306	248	1
3_MACS_peak_10739_lociStitched	chr2	11883990	11898358	3	12795	22503.1616	249	1	LPIN1		LPIN1	LPIN1	0.3135	249	1
2_MACS_peak_7001_lociStitched	chr16	2555869	2571373	2	11775	30742.8816	250	1	ATP6V0C,AMDHD2	C16orf59,NTN3,TBC1D24,PDPK1,CEMP1,MIR3178	ATP6V0C	ATP6V0C	1.2863	250	1
1_MACS_peak_3227_lociStitched	chr11	58339243	58349623	1	10381	38370.708	251	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.739	251	1
2_MACS_peak_5019_lociStitched	chr12	125397860	125413353	2	11516	31972.9041	252	1	UBC	SCARB1	UBC	UBC	1.8747	252	1
1_MACS_peak_16766_lociStitched	chr6	45385940	45396700	1	10761	36029.86	254	1	RUNX2	SUPT3H	RUNX2	RUNX2	0.2753	254	1
5_MACS_peak_9753_lociStitched	chr19	13043152	13058177	5	12767	21105.6175	255	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.2361	255	1
3_MACS_peak_1275_lociStitched	chr1	152001078	152021739	3	11682	30280.7616	256	1	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.5521	256	1
2_MACS_peak_18180_lociStitched	chr7	135654904	135669351	2	12753	20942.3712	257	1	LUZP6		LUZP6	LUZP6	0.3819	257	1
2_MACS_peak_16632_lociStitched	chr6	35685117	35700811	2	11848	28782.796	258	1	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	FKBP5	0.2404	258	1
3_MACS_peak_6258_lociStitched	chr15	40329721	40348702	3	12958	18259.722	259	1	SRP14	BMF	SRP14	BMF	0.647	259	1
3_MACS_peak_16099_lociStitched	chr5	173314312	173329119	3	12769	20472.1582	260	1	CPEB4		CPEB4	CPEB4	0.4112	260	1
2_MACS_peak_5192_lociStitched	chr13	41577548	41595960	2	12998	17408.546	261	1	ELF1	WBP4,ELF1	ELF1	WBP4	0.2615	261	1
1_MACS_peak_9216_lociStitched	chr18	52983072	52992477	1	9406	41489.217	262	1	TCF4		TCF4	TCF4	0.2787	262	1
3_MACS_peak_10397_lociStitched	chr19	48823372	48838337	3	12033	26404.246	264	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.7378	264	1
4_MACS_peak_12104_lociStitched	chr20	5092290	5109780	4	12019	26156.295	266	1	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	1.2424	266	1
4_MACS_peak_7344_lociStitched	chr16	30343533	30368448	4	12844	17692.1415	267	1	LOC595101,CD2BP2,TBC1D10B	MYLPF,ZNF48,SEPT1	LOC595101	MYLPF	0.7694	267	1
3_MACS_peak_18761_lociStitched	chr8	98642543	98660589	3	10642	35023.6768	268	1	MTDH		MTDH	MTDH	0.4564	268	1
4_MACS_peak_16414_lociStitched	chr6	26549843	26570093	4	12406	22066.425	269	1		BTN1A1,HCG11,HMGN4,ABT1	HMGN4	HMGN4	1.0496	269	1
4_MACS_peak_10660_lociStitched	chr19	59049323	59071886	4	12297	22608.126	270	1	TRIM28,LOC100131691,CHMP2A,UBE2M	MGC2752,SLC27A5,ZBTB45,MZF1	TRIM28	MZF1	0.7356	270	1
2_MACS_peak_14519_lociStitched	chr3	193847772	193860844	2	12030	24772.7472	271	1	HES1		HES1	HES1	1.9205	271	1
3_MACS_peak_17574_lociStitched	chr7	35726750	35741202	3	12106	23757.6428	272	1	HERPUD2		HERPUD2	HERPUD2	0.3903	272	1
2_MACS_peak_12038_lociStitched	chr20	379817	391238	2	11338	29720.8683	273	1	RBCK1	TRIB3	RBCK1	TRIB3	1.2463	273	1
4_MACS_peak_10003_lociStitched	chr19	28911893	28939907	4	12630	17998.995	274	1			LOC148145	LOC148145	NONE	274	1
3_MACS_peak_9311_lociStitched	chr18	75190380	75209008	3	11472	28456.1328	275	1			GALR1	GALR1	NONE	275	1
2_MACS_peak_16392_lociStitched	chr6	26268930	26287514	2	11634	27240.4272	276	1	HIST1H2BI,HIST1H3G,HIST1H4H	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BI	HIST1H2BI	1.7354	276	1
4_MACS_peak_7903_lociStitched	chr17	7136222	7156746	4	12187	22106.4004	277	1	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	1.0266	277	1
2_MACS_peak_1331_lociStitched	chr1	154966821	154979418	2	9967	36999.9084	278	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	MIR4258	1.9555	278	1
1_MACS_peak_15953_lociStitched	chr5	148204939	148217187	1	12249	21434	279	1	ADRB2		ADRB2	ADRB2	1.2403	279	1
3_MACS_peak_2434_lociStitched	chr10	74018800	74036394	3	11161	30175.4694	280	1	DDIT4	ANAPC16,ASCC1	DDIT4	DDIT4	1.6778	280	1
1_MACS_peak_15943_lociStitched	chr5	142774091	142785837	1	11747	25864.692	281	1	NR3C1		NR3C1	NR3C1	0.2648	281	1
4_MACS_peak_689_lociStitched	chr1	46786202	46807216	4	12464	18862.1664	282	1	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.6285	282	1
2_MACS_peak_1435_lociStitched	chr1	161144585	161157736	2	11465	27589.4829	283	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	B4GALT3	1.2401	283	1
3_MACS_peak_9190_lociStitched	chr18	47833345	47848820	3	11879	24031.1275	284	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	0.9406	284	1
5_MACS_peak_19884_lociStitched	chr9	139962205	139991398	5	12346	19258.6221	285	1	UAP1L1,MAN1B1,C9orf140,LOC100289341	C9orf139,GRIN1,ABCA2,FUT7,NPDC1,ENTPD2,DPP7	LOC100289341	LOC100289341	0.6538	285	1
2_MACS_peak_8550_lociStitched	chr17	47815782	47828549	2	12081	22038.3954	286	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.7007	286	1
1_MACS_peak_18420_lociStitched	chr8	23074849	23086411	1	11563	26287.3632	288	1	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	TNFRSF10A	0.6958	288	1
3_MACS_peak_2081_lociStitched	chr10	5929579	5947876	3	12368	17947.5273	291	1	FBXO18,ANKRD16		FBXO18	FBXO18	0.365	291	1
1_MACS_peak_4293_lociStitched	chr12	46118204	46128434	1	10231	34430.088	292	1	ARID2,LOC400027		ARID2	ARID2	0.2759	292	1
2_MACS_peak_2183_lociStitched	chr10	22282562	22295150	2	12289	18645.3456	293	1	DNAJC1		DNAJC1	DNAJC1	0.1318	293	1
3_MACS_peak_12693_lociStitched	chr21	30436158	30453789	3	12357	17789.679	294	1	C21orf7,CCT8	USP16,RWDD2B	CCT8	CCT8	0.6064	294	1
5_MACS_peak_20430_lociStitched	chrX	128902937	128921652	5	12239	18756.173	295	1	XPNPEP2,SASH3		SASH3	SASH3	0.6509	295	1
1_MACS_peak_20271_lociStitched	chrX	70750665	70762888	1	12224	18357.7237	296	1	OGT,BCYRN1	ACRC,INGX	OGT	OGT	0.4088	296	1
1_MACS_peak_18848_lociStitched	chr8	114693622	114704946	1	11325	26401.906	298	1			CSMD3	CSMD3	NONE	298	1
1_MACS_peak_16779_lociStitched	chr6	50250100	50262332	1	12233	17373.1096	299	1			DEFB112	DEFB112	NONE	299	1
3_MACS_peak_376_lociStitched	chr1	26436679	26454295	3	11989	19870.848	300	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	PDIK1L	0.8366	300	1
2_MACS_peak_9006_lociStitched	chr18	9132779	9147933	2	11472	24431.2788	302	1	NDUFV2,ANKRD12		ANKRD12	ANKRD12	0.2458	302	1
6_MACS_peak_11182_lociStitched	chr2	74679278	74700757	6	11621	23025.488	303	1	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	LOC151534	1.1215	303	1
2_MACS_peak_4311_lociStitched	chr12	48201098	48215091	2	11190	26445.3707	304	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.6323	304	1
2_MACS_peak_3853_lociStitched	chr11	118304399	118321219	2	10385	31693.926	305	1	MLL	ATP5L	MLL	ATP5L	0.8094	305	1
2_MACS_peak_19413_lociStitched	chr9	91924594	91936313	2	11715	21493.8179	307	1	CKS2,MIR3153,SECISBP2		SECISBP2	SECISBP2	0.3142	307	1
2_MACS_peak_18927_lociStitched	chr8	128745884	128762172	2	10978	27523.4624	308	1	MYC	PVT1,MIR1204	MYC	MIR1204	2.4651	308	1
3_MACS_peak_15978_lociStitched	chr5	150590033	150604590	3	11780	20518.0915	309	1	CCDC69	GM2A	CCDC69	GM2A	0.81	309	1
2_MACS_peak_11899_lociStitched	chr2	227697568	227710991	2	9428	36113.2392	311	1	RHBDD1	IRS1	RHBDD1	IRS1	0.8425	311	1
1_MACS_peak_11543_lociStitched	chr2	157188809	157200562	1	11754	20523.0886	312	1	NR4A2		NR4A2	NR4A2	0.4335	312	1
2_MACS_peak_4184_lociStitched	chr12	25203761	25217469	2	10438	30710.0324	313	1	LRMP		LRMP	LRMP	0.597	313	1
1_MACS_peak_15134_lociStitched	chr4	144272711	144283633	1	10923	27492.8584	314	1	GAB1		GAB1	GAB1	0.5267	314	1
1_MACS_peak_17604_lociStitched	chr7	39987297	39995451	1	8155	41225.8086	315	1	CDK13		CDK13	CDK13	0.4144	315	1
3_MACS_peak_16711_lociStitched	chr6	42738170	42752386	3	10819	27810.7608	316	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	1.2019	316	1
3_MACS_peak_19183_lociStitched	chr9	33445403	33464388	3	11373	23243.3355	317	1	AQP3,NOL6	AQP7,SUGT1P1	AQP3	AQP3	0.3725	317	1
1_MACS_peak_8891_lociStitched	chr17	79476174	79487681	1	11508	21874.807	319	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.2323	319	1
1_MACS_peak_8442_lociStitched	chr17	43298198	43307533	1	9336	35822.129	320	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.2231	320	1
1_MACS_peak_18915_lociStitched	chr8	126440962	126449956	1	8995	37309.8102	321	1	TRIB1		TRIB1	TRIB1	2.1315	321	1
2_MACS_peak_17515_lociStitched	chr7	26191036	26208235	2	10742	27631.9134	323	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	1.4268	323	1
2_MACS_peak_5603_lociStitched	chr14	50085526	50103252	2	11761	18745.245	324	1	MGAT2,RPL36AL,C14orf104	PPIL5,RPS29	MGAT2	MGAT2	0.7742	324	1
4_MACS_peak_11216_lociStitched	chr2	85153062	85174353	4	11587	20498.9748	325	1		TMSB10,KCMF1,C2orf89	TMSB10	TMSB10	0.8876	325	1
2_MACS_peak_3738_lociStitched	chr11	100548129	100561133	2	11537	20875.3212	327	1	ARHGAP42		ARHGAP42	ARHGAP42	0.2674	327	1
2_MACS_peak_20474_lociStitched	chrX	131613681	131626230	2	11404	22141.4556	328	1	MBNL3	MBNL3	MBNL3	MBNL3	0.2257	328	1
1_MACS_peak_9847_lociStitched	chr19	16474582	16485690	1	11109	24335.4064	329	1	EPS15L1	KLF2	KLF2	KLF2	0.2531	329	1
4_MACS_peak_13273_lociStitched	chr22	39914298	39929621	4	11210	23405.8825	330	1	ATF4,RPS19BP1	MGAT3,SMCR7L,CACNA1I	ATF4	ATF4	1.1784	330	1
3_MACS_peak_8670_lociStitched	chr17	62197831	62210421	3	11759	17666.288	331	1	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.5393	331	1
2_MACS_peak_8123_lociStitched	chr17	27218651	27230791	2	10512	28379.678	332	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.997	332	1
2_MACS_peak_20451_lociStitched	chrX	129298434	129311265	2	10486	28169.1774	335	1	RAB33A,AIFM1	AIFM1	RAB33A	RAB33A	1.0801	335	1
4_MACS_peak_353_lociStitched	chr1	25557860	25575310	4	11239	22325.53	336	1	SYF2,C1orf63	RHD	C1orf63	C1orf63	0.9384	336	1
2_MACS_peak_9762_lociStitched	chr19	13204790	13217432	2	10426	28457.142	337	1	NFIX,LYL1,TRMT1	NACC1,IER2,STX10	LYL1	LYL1	2.0246	337	1
2_MACS_peak_16117_lociStitched	chr5	175960802	175972496	2	10970	24297.7932	338	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	0.857	338	1
2_MACS_peak_16533_lociStitched	chr6	31694475	31709185	2	11075	23396.255	340	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	1.4715	340	1
1_MACS_peak_18781_lociStitched	chr8	100869432	100880357	1	10926	24523.3475	341	1	VPS13B	COX6C	COX6C	COX6C	0.472	341	1
4_MACS_peak_16584_lociStitched	chr6	33376736	33396590	4	11649	17497.3302	342	1	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	CUTA	0.6388	342	1
1_MACS_peak_5339_lociStitched	chr13	91993849	92003709	1	9861	31240.424	345	1	MIR17HG,MIR17,MIR18A,MIR20A,MIR19B1,MIR19A,MIR92A1	GPC5	MIR17HG	MIR17HG	1.9047	345	1
