REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam
2_MACS_peak_15908_lociStitched	chr5	139779045	139784037	2	4916	9933.5808
1_MACS_peak_3743_lociStitched	chr11	102186218	102191209	1	4992	8410.3341
1_MACS_peak_17154_lociStitched	chr6	137110162	137115153	1	4992	9350.1394
2_MACS_peak_18523_lociStitched	chr8	38811564	38816553	2	4853	5004.4659
1_MACS_peak_20117_lociStitched	chrX	47049675	47054664	1	4990	7172.6853
1_MACS_peak_12667_lociStitched	chr21	17905530	17910517	1	4988	3620.562
1_MACS_peak_16836_lociStitched	chr6	70573199	70578185	1	4987	5935.3344
1_MACS_peak_6885_lociStitched	chr15	99188888	99193872	1	4985	14842.8504
1_MACS_peak_19448_lociStitched	chr9	96211880	96216862	1	4983	10715.783800000001
1_MACS_peak_1662_lociStitched	chr1	198124993	198129974	1	4982	9861.8819
1_MACS_peak_709_lociStitched	chr1	51699297	51704276	1	4980	5023.313099999999
1_MACS_peak_2571_lociStitched	chr10	94514630	94519609	1	4980	9483.5013
2_MACS_peak_15924_lociStitched	chr5	141013407	141018383	2	4705	3922.0832
2_MACS_peak_17242_lociStitched	chr6	153301921	153306896	2	4921	10461.9275
1_MACS_peak_19303_lociStitched	chr9	67336532	67341507	1	4976	8527.6475
2_MACS_peak_8685_lociStitched	chr17	62980425	62985395	2	4016	5198.1230000000005
1_MACS_peak_1646_lociStitched	chr1	193025938	193030907	1	4970	10312.662600000001
1_MACS_peak_3116_lociStitched	chr11	34105845	34110814	1	4970	5988.638800000001
2_MACS_peak_3726_lociStitched	chr11	95945150	95950118	2	4950	5220.3744
2_MACS_peak_11771_lociStitched	chr2	202866296	202871263	2	3834	3169.4427
2_MACS_peak_3918_lociStitched	chr11	125460857	125465823	2	4961	15156.232
1_MACS_peak_4667_lociStitched	chr12	94583623	94588585	1	4963	4820.0868
1_MACS_peak_14346_lociStitched	chr3	165633278	165638239	1	4962	7711.8745
1_MACS_peak_130_lociStitched	chr1	8936016	8940976	1	4961	15472.224
1_MACS_peak_3354_lociStitched	chr11	64070540	64075500	1	4961	13417.792
1_MACS_peak_8130_lociStitched	chr17	27617563	27622523	1	4961	17376.864
1_MACS_peak_16603_lociStitched	chr6	34202968	34207926	1	4959	14460.007
1_MACS_peak_17024_lociStitched	chr6	111193965	111198921	1	4957	8989.688400000001
2_MACS_peak_1948_lociStitched	chr1	229690804	229695759	2	4874	9086.479000000001
1_MACS_peak_13904_lociStitched	chr3	61707632	61712587	1	4956	9019.091
1_MACS_peak_18019_lociStitched	chr7	108207651	108212606	1	4956	16896.55
1_MACS_peak_14855_lociStitched	chr4	76023845	76028799	1	4955	4593.3488
2_MACS_peak_17834_lociStitched	chr7	91873249	91878201	2	4890	7156.6304
3_MACS_peak_5095_lociStitched	chr13	22242408	22247358	3	4647	5199.975
1_MACS_peak_7360_lociStitched	chr16	30480818	30485768	1	4951	7357.1849999999995
1_MACS_peak_6133_lociStitched	chr15	20969286	20974234	1	4949	5271.5992
1_MACS_peak_15448_lociStitched	chr5	43064331	43069279	1	4949	14885.5632
2_MACS_peak_4480_lociStitched	chr12	56692301	56697248	2	4835	6541.9128
1_MACS_peak_6329_lociStitched	chr15	42563981	42568927	1	4947	15571.9864
1_MACS_peak_6798_lociStitched	chr15	85290020	85294964	1	4945	11993.649599999999
1_MACS_peak_9153_lociStitched	chr18	42488429	42493373	1	4945	4215.7488
1_MACS_peak_5142_lociStitched	chr13	28620619	28625553	1	4935	7157.260399999999
1_MACS_peak_8284_lociStitched	chr17	37616840	37621774	1	4935	7203.639999999999
1_MACS_peak_6276_lociStitched	chr15	40696785	40701715	1	4931	7721.366
2_MACS_peak_17355_lociStitched	chr7	852593	857521	2	2137	2174.7264
1_MACS_peak_12034_lociStitched	chr20	304259	309185	1	4927	13720.387799999999
2_MACS_peak_17248_lociStitched	chr6	154567479	154572405	2	4571	3615.6839999999997
1_MACS_peak_18693_lociStitched	chr8	81396534	81401460	1	4927	7193.930399999999
1_MACS_peak_18793_lociStitched	chr8	101484988	101489914	1	4927	4903.3404
1_MACS_peak_16337_lociStitched	chr6	16128557	16133482	1	4926	9923.3825
2_MACS_peak_13615_lociStitched	chr3	37031543	37036467	2	4844	8990.731600000001
1_MACS_peak_12096_lociStitched	chr20	4665639	4670562	1	4924	10460.3904
1_MACS_peak_3797_lociStitched	chr11	111045742	111050662	1	4921	11236.295999999998
3_MACS_peak_11556_lociStitched	chr2	160142504	160147424	3	2540	2469.348
1_MACS_peak_4339_lociStitched	chr12	49523338	49528257	1	4920	17361.118599999998
2_MACS_peak_5978_lociStitched	chr14	94425228	94430147	2	2713	2097.9535
2_MACS_peak_17078_lociStitched	chr6	119026928	119031846	2	3377	3097.3564
2_MACS_peak_20214_lociStitched	chrX	55477943	55482861	2	4022	3495.7144
1_MACS_peak_13308_lociStitched	chr22	41839763	41844680	1	4918	18549.874200000002
1_MACS_peak_6019_lociStitched	chr14	100703043	100707957	1	4915	14875.169399999999
1_MACS_peak_5155_lociStitched	chr13	31037400	31042313	1	4914	11014.946
1_MACS_peak_840_lociStitched	chr1	78145751	78150662	1	4912	13863.261900000001
1_MACS_peak_11517_lociStitched	chr2	143885235	143890146	1	4912	7327.2119999999995
2_MACS_peak_19827_lociStitched	chr9	136819904	136824815	2	2648	2084.2284
1_MACS_peak_7013_lociStitched	chr16	2800710	2805619	1	4910	14930.2326
2_MACS_peak_8843_lociStitched	chr17	76352135	76357044	2	2570	1589.0433
2_MACS_peak_13496_lociStitched	chr3	12595263	12600172	2	3060	3579.6427999999996
1_MACS_peak_11357_lociStitched	chr2	106411191	106416099	1	4909	8147.770799999999
2_MACS_peak_11279_lociStitched	chr2	95609730	95614635	2	4774	3196.5885
1_MACS_peak_6449_lociStitched	chr15	55568147	55573051	1	4905	6226.6088
2_MACS_peak_19038_lociStitched	chr8	145578628	145583531	2	4370	6598.4574
1_MACS_peak_1230_lociStitched	chr1	150335309	150340211	1	4903	17600.140799999997
2_MACS_peak_12456_lociStitched	chr20	48595512	48600414	2	2869	3049.5342
2_MACS_peak_17747_lociStitched	chr7	73256230	73261131	2	2742	2263.2817999999997
2_MACS_peak_7206_lociStitched	chr16	19531859	19536759	2	4303	4614.33
2_MACS_peak_12573_lociStitched	chr20	61370341	61375239	2	3210	6165.6024
1_MACS_peak_14004_lociStitched	chr3	100118142	100123040	1	4899	10121.717
3_MACS_peak_7856_lociStitched	chr17	4110539	4115432	3	3271	1984.6008000000002
1_MACS_peak_7534_lociStitched	chr16	67594588	67599480	1	4893	14024.3856
1_MACS_peak_18967_lociStitched	chr8	138078455	138083344	1	4890	3014.0685000000003
2_MACS_peak_5776_lociStitched	chr14	70159218	70164106	2	4864	5014.599200000001
1_MACS_peak_17015_lociStitched	chr6	109701822	109706709	1	4888	10517.3127
2_MACS_peak_16231_lociStitched	chr6	3022861	3027743	2	4023	4596.8912
1_MACS_peak_3959_lociStitched	chr11	130634381	130639262	1	4882	10355.5296
2_MACS_peak_1030_lociStitched	chr1	113160384	113165262	2	4319	12237.9264
2_MACS_peak_6348_lociStitched	chr15	43881375	43886252	2	2878	2525.7983
1_MACS_peak_3416_lociStitched	chr11	65380738	65385614	1	4877	14942.9896
1_MACS_peak_14254_lociStitched	chr3	140561159	140566035	1	4877	3400.5224000000003
1_MACS_peak_17614_lociStitched	chr7	43687059	43691934	1	4876	3989.7000000000003
1_MACS_peak_19571_lociStitched	chr9	115092518	115097393	1	4876	7510.912499999999
1_MACS_peak_7242_lociStitched	chr16	22446739	22451613	1	4875	6684.691
1_MACS_peak_7092_lociStitched	chr16	9053801	9058672	1	4872	7639.6764
1_MACS_peak_3860_lociStitched	chr11	118658862	118663731	1	4870	20083.1643
3_MACS_peak_12028_lociStitched	chr2	243026852	243031719	3	3975	2772.2432
1_MACS_peak_17404_lociStitched	chr7	5568474	5573341	1	4868	8553.265800000001
1_MACS_peak_13860_lociStitched	chr3	53876341	53881207	1	4867	4850.9154
2_MACS_peak_6959_lociStitched	chr16	1660714	1665578	2	4772	6868.940799999999
1_MACS_peak_4808_lociStitched	chr12	111840757	111845620	1	4864	6789.720600000001
2_MACS_peak_9496_lociStitched	chr19	4399168	4404030	2	4738	5097.807
1_MACS_peak_6030_lociStitched	chr14	102341279	102346140	1	4862	5487.5829
1_MACS_peak_18568_lociStitched	chr8	52872346	52877205	1	4860	12917.6515
1_MACS_peak_18534_lociStitched	chr8	42009335	42014193	1	4859	7019.81
1_MACS_peak_15896_lociStitched	chr5	138953737	138958593	1	4857	6540.0608
2_MACS_peak_2786_lociStitched	chr10	120742844	120747699	2	2973	1926.9495
2_MACS_peak_2279_lociStitched	chr10	43632756	43637609	2	4618	4868.0443000000005
2_MACS_peak_14308_lociStitched	chr3	152877544	152882397	2	4841	7789.065
1_MACS_peak_18788_lociStitched	chr8	101268710	101273563	1	4854	11491.903999999999
1_MACS_peak_1297_lociStitched	chr1	153892238	153897090	1	4853	12389.0968
2_MACS_peak_19755_lociStitched	chr9	132369101	132373952	2	2923	1877.8221
1_MACS_peak_17267_lociStitched	chr6	157294782	157299631	1	4850	6232.4197
1_MACS_peak_818_lociStitched	chr1	67894365	67899212	1	4848	7109.094899999999
1_MACS_peak_8828_lociStitched	chr17	75315238	75320085	1	4848	4821.3109
1_MACS_peak_17214_lociStitched	chr6	146132350	146137196	1	4847	8659.3174
1_MACS_peak_11624_lociStitched	chr2	174826604	174831448	1	4845	13569.981600000001
1_MACS_peak_213_lociStitched	chr1	15849581	15854423	1	4843	5495.67
1_MACS_peak_837_lociStitched	chr1	76189274	76194114	1	4841	10319.364
1_MACS_peak_10783_lociStitched	chr2	25640442	25645277	1	4836	5625.039
1_MACS_peak_4906_lociStitched	chr12	121121871	121126704	1	4834	8124.273
2_MACS_peak_10691_lociStitched	chr2	8617381	8622213	2	2508	1823.5968
1_MACS_peak_13118_lociStitched	chr22	32598429	32603260	1	4832	5760.0013
1_MACS_peak_18681_lociStitched	chr8	80285879	80290706	1	4828	5406.7227
1_MACS_peak_15094_lociStitched	chr4	129730192	129735014	1	4823	15729.846200000002
1_MACS_peak_8865_lociStitched	chr17	77809559	77814380	1	4822	10978.3812
1_MACS_peak_17978_lociStitched	chr7	104581975	104586795	1	4821	14173.692
2_MACS_peak_10923_lociStitched	chr2	44394274	44399092	2	4767	8474.3802
1_MACS_peak_18066_lociStitched	chr7	120951682	120956497	1	4816	7735.297500000001
1_MACS_peak_6469_lociStitched	chr15	59038517	59043331	1	4815	11528.085799999999
1_MACS_peak_14267_lociStitched	chr3	141594315	141599129	1	4815	9178.3724
1_MACS_peak_2657_lociStitched	chr10	102755985	102760797	1	4813	12923.1072
2_MACS_peak_15932_lociStitched	chr5	141391698	141396505	2	4099	5890.0171
2_MACS_peak_6352_lociStitched	chr15	43981244	43986048	2	2781	2334.744
1_MACS_peak_11796_lociStitched	chr2	206947715	206952519	1	4805	9105.982
2_MACS_peak_9440_lociStitched	chr19	2698048	2702851	2	2858	1717.5528
2_MACS_peak_16515_lociStitched	chr6	31367278	31372081	2	4244	5235.750300000001
3_MACS_peak_5124_lociStitched	chr13	26417996	26422794	3	3015	1936.4728
1_MACS_peak_5941_lociStitched	chr14	91579304	91584100	1	4797	14871.916400000002
1_MACS_peak_7862_lociStitched	chr17	4296824	4301619	1	4796	5105.715999999999
2_MACS_peak_11762_lociStitched	chr2	202084459	202089254	2	3179	2272.83
2_MACS_peak_1859_lociStitched	chr1	223899669	223904462	2	2954	3172.0074000000004
2_MACS_peak_3978_lociStitched	chr12	271957	276749	2	2623	2933.6623999999997
1_MACS_peak_18570_lociStitched	chr8	53624801	53629593	1	4793	8918.3912
2_MACS_peak_8374_lociStitched	chr17	40853962	40858752	2	4595	4218.0740000000005
1_MACS_peak_9835_lociStitched	chr19	16186452	16191242	1	4791	7140.932
1_MACS_peak_3792_lociStitched	chr11	110163491	110168279	1	4789	14545.4652
1_MACS_peak_5178_lociStitched	chr13	39609378	39614166	1	4789	7507.1052
1_MACS_peak_18578_lociStitched	chr8	56683701	56688489	1	4789	12374.1072
2_MACS_peak_20258_lociStitched	chrX	69671857	69676645	2	3691	3220.4087999999997
1_MACS_peak_16017_lociStitched	chr5	156925835	156930620	1	4786	5726.209500000001
1_MACS_peak_6046_lociStitched	chr14	103057126	103061905	1	4780	15217.2918
1_MACS_peak_3111_lociStitched	chr11	33277942	33282720	1	4779	16593.516200000002
1_MACS_peak_3504_lociStitched	chr11	67271713	67276491	1	4779	7668.2122
2_MACS_peak_7090_lociStitched	chr16	8960804	8965579	2	4036	4308.4825
2_MACS_peak_17128_lociStitched	chr6	134495176	134499949	2	2877	3995.4782999999998
1_MACS_peak_17815_lociStitched	chr7	84568590	84573362	1	4773	3221.1000000000004
1_MACS_peak_3768_lociStitched	chr11	105946029	105950799	1	4771	13724.244
1_MACS_peak_14775_lociStitched	chr4	40629692	40634462	1	4771	8297.415
2_MACS_peak_10900_lociStitched	chr2	42395802	42400569	2	4755	5742.8049
2_MACS_peak_9764_lociStitched	chr19	13225550	13230316	2	4761	6005.16
1_MACS_peak_15245_lociStitched	chr4	184423088	184427852	1	4765	12151.058400000002
2_MACS_peak_7135_lociStitched	chr16	12006248	12011010	2	4734	7447.2918
1_MACS_peak_10983_lociStitched	chr2	54859250	54864012	1	4763	7340.6230000000005
3_MACS_peak_384_lociStitched	chr1	26641602	26646362	3	4350	2038.2320000000002
2_MACS_peak_13569_lociStitched	chr3	23591461	23596220	2	4613	2861.1108
2_MACS_peak_1062_lociStitched	chr1	116868427	116873184	2	1831	1003.727
1_MACS_peak_10459_lociStitched	chr19	50165934	50170690	1	4757	8826.6604
1_MACS_peak_12241_lociStitched	chr20	31288387	31293140	1	4754	7115.7163
1_MACS_peak_3948_lociStitched	chr11	129870446	129875198	1	4753	29120.7312
1_MACS_peak_1359_lociStitched	chr1	155656073	155660822	1	4750	11185.3197
2_MACS_peak_9484_lociStitched	chr19	4063847	4068593	2	4684	8788.1682
1_MACS_peak_15054_lociStitched	chr4	120131932	120136678	1	4747	10632.4638
1_MACS_peak_16002_lociStitched	chr5	154236416	154241161	1	4746	5975.853
3_MACS_peak_16762_lociStitched	chr6	45166342	45171084	3	3980	1902.0162
1_MACS_peak_4730_lociStitched	chr12	104679328	104684067	1	4740	9699.3113
2_MACS_peak_5129_lociStitched	chr13	26476590	26481328	2	2551	1625.1340000000002
1_MACS_peak_14875_lociStitched	chr4	77994782	77999518	1	4737	8555.1104
1_MACS_peak_12468_lociStitched	chr20	48806494	48811228	1	4735	25091.146800000002
1_MACS_peak_1099_lociStitched	chr1	120608958	120613690	1	4733	11715.0124
1_MACS_peak_16782_lociStitched	chr6	52147831	52152563	1	4733	10222.0664
1_MACS_peak_15798_lociStitched	chr5	130597960	130602689	1	4730	10220.7877
1_MACS_peak_12552_lociStitched	chr20	57479895	57484623	1	4729	7477.8048
1_MACS_peak_17498_lociStitched	chr7	25018214	25022942	1	4729	8370.4512
2_MACS_peak_19789_lociStitched	chr9	134268107	134272835	2	4512	7791.271199999999
2_MACS_peak_10928_lociStitched	chr2	44585710	44590437	2	4349	7407.6817
2_MACS_peak_11076_lociStitched	chr2	64974914	64979638	2	4661	8207.0052
1_MACS_peak_1263_lociStitched	chr1	151482849	151487572	1	4724	7104.8089
1_MACS_peak_14709_lociStitched	chr4	16226058	16230781	1	4724	8594.9154
2_MACS_peak_6298_lociStitched	chr15	41135587	41140308	2	4700	3371.2661
1_MACS_peak_10959_lociStitched	chr2	47745524	47750243	1	4720	16088.4867
1_MACS_peak_7957_lociStitched	chr17	8149450	8154167	1	4718	8402.392100000001
1_MACS_peak_14293_lociStitched	chr3	149529529	149534240	1	4712	8793.0815
1_MACS_peak_19743_lociStitched	chr9	131936029	131940739	1	4711	7794.108
2_MACS_peak_163_lociStitched	chr1	10531480	10536189	2	3856	5610.3026
1_MACS_peak_7878_lociStitched	chr17	4869231	4873940	1	4710	14900.688699999999
1_MACS_peak_8625_lociStitched	chr17	57693953	57698662	1	4710	9620.487000000001
1_MACS_peak_14503_lociStitched	chr3	191045596	191050301	1	4706	8435.124
1_MACS_peak_5971_lociStitched	chr14	93578811	93583511	1	4701	11671.509999999998
2_MACS_peak_4308_lociStitched	chr12	48148865	48153564	2	2334	2091.5249
1_MACS_peak_14315_lociStitched	chr3	155568885	155573583	1	4699	6828.0732
1_MACS_peak_2241_lociStitched	chr10	31606615	31611312	1	4698	8069.9157
1_MACS_peak_6384_lociStitched	chr15	45692919	45697616	1	4698	10862.282200000001
2_MACS_peak_14178_lociStitched	chr3	128967248	128971945	2	3557	6247.9494
3_MACS_peak_1650_lociStitched	chr1	193506242	193510938	3	4236	2897.432
1_MACS_peak_14888_lociStitched	chr4	83292645	83297340	1	4696	10622.907
3_MACS_peak_364_lociStitched	chr1	25942229	25946917	3	4376	4529.0768
1_MACS_peak_18602_lociStitched	chr8	61590031	61594718	1	4688	12374.617400000001
2_MACS_peak_6385_lociStitched	chr15	45746681	45751364	2	2885	2048.3442
2_MACS_peak_8777_lociStitched	chr17	73659411	73664092	2	4440	3923.6141999999995
3_MACS_peak_5159_lociStitched	chr13	31732909	31737589	3	4461	4117.464
1_MACS_peak_10460_lociStitched	chr19	50178262	50182942	1	4681	13067.964
1_MACS_peak_5317_lociStitched	chr13	74706117	74710794	1	4678	6559.4925
1_MACS_peak_6531_lociStitched	chr15	65115107	65119784	1	4678	11228.541599999999
2_MACS_peak_20203_lociStitched	chrX	53709304	53713981	2	4652	7428.0114
1_MACS_peak_18440_lociStitched	chr8	27234553	27239229	1	4677	9516.5952
2_MACS_peak_12607_lociStitched	chr20	62481746	62486420	2	2860	1921.4814000000001
2_MACS_peak_3847_lociStitched	chr11	117878073	117882744	2	4631	3543.4206000000004
1_MACS_peak_11937_lociStitched	chr2	233924052	233928723	1	4672	5071.7718
2_MACS_peak_5449_lociStitched	chr14	21148763	21153433	2	4647	5170.157
2_MACS_peak_10557_lociStitched	chr19	55062463	55067133	2	2339	2296.239
3_MACS_peak_16879_lociStitched	chr6	83774601	83779270	3	4295	3242.1536
1_MACS_peak_17299_lociStitched	chr6	159236298	159240967	1	4670	5960.4454
1_MACS_peak_7375_lociStitched	chr16	30769824	30774492	1	4669	3957.9972
1_MACS_peak_919_lociStitched	chr1	93810408	93815075	1	4668	8890.635
1_MACS_peak_18431_lociStitched	chr8	25313803	25318468	1	4666	9600.103500000001
2_MACS_peak_15697_lociStitched	chr5	108062585	108067249	2	3112	4816.0464
1_MACS_peak_8240_lociStitched	chr17	35848167	35852829	1	4663	7207.9182
1_MACS_peak_5175_lociStitched	chr13	37572120	37576779	1	4660	7760.0304
1_MACS_peak_15841_lociStitched	chr5	133859441	133864098	1	4658	12194.820199999998
1_MACS_peak_11608_lociStitched	chr2	172287591	172292247	1	4657	8776.0944
1_MACS_peak_12554_lociStitched	chr20	57578939	57583595	1	4657	8520.0144
1_MACS_peak_19495_lociStitched	chr9	100743847	100748503	1	4657	21599.6496
1_MACS_peak_3403_lociStitched	chr11	65221647	65226302	1	4656	17783.962
1_MACS_peak_3790_lociStitched	chr11	109962127	109966777	1	4651	20347.934999999998
2_MACS_peak_20353_lociStitched	chrX	106916260	106920910	2	3671	2559.36
2_MACS_peak_2946_lociStitched	chr11	2795972	2800621	2	3349	2677.8239999999996
1_MACS_peak_9693_lociStitched	chr19	11545347	11549996	1	4650	5947.465700000001
1_MACS_peak_1043_lociStitched	chr1	114411126	114415774	1	4649	7117.9472000000005
1_MACS_peak_5388_lociStitched	chr13	111564431	111569079	1	4649	14028.5936
1_MACS_peak_17668_lociStitched	chr7	50319648	50324296	1	4649	18633.367199999997
3_MACS_peak_1148_lociStitched	chr1	145395380	145400025	3	4171	5791.3859999999995
1_MACS_peak_13217_lociStitched	chr22	38710361	38715003	1	4643	7473.620000000001
1_MACS_peak_11903_lociStitched	chr2	228025968	228030608	1	4641	12010.176
2_MACS_peak_11819_lociStitched	chr2	215670949	215675588	2	4516	3883.7708000000002
1_MACS_peak_8241_lociStitched	chr17	35965699	35970337	1	4639	9357.165
1_MACS_peak_17314_lociStitched	chr6	160208614	160213252	1	4639	7439.352000000001
1_MACS_peak_15390_lociStitched	chr5	28807968	28812602	1	4635	10053.463000000002
2_MACS_peak_16245_lociStitched	chr6	4864197	4868829	2	2537	1950.9984000000002
1_MACS_peak_1292_lociStitched	chr1	153775882	153780513	1	4632	12230.934099999999
2_MACS_peak_17530_lociStitched	chr7	28191163	28195794	2	3034	1980.6787000000002
1_MACS_peak_1356_lociStitched	chr1	155530269	155534897	1	4629	12498.3768
2_MACS_peak_19639_lociStitched	chr9	126027326	126031954	2	4205	4233.694399999999
1_MACS_peak_17293_lociStitched	chr6	158710363	158714990	1	4628	4789.8704
1_MACS_peak_18106_lociStitched	chr7	128145130	128149757	1	4628	7504.5313
1_MACS_peak_19795_lociStitched	chr9	134550518	134555142	1	4625	7526.9472
2_MACS_peak_2994_lociStitched	chr11	8931695	8936318	2	2876	1881.561
2_MACS_peak_20095_lociStitched	chrX	44730297	44734919	2	4549	9596.658599999999
2_MACS_peak_9639_lociStitched	chr19	10399028	10403647	2	4284	3889.198
1_MACS_peak_1555_lociStitched	chr1	174125773	174130390	1	4618	6055.195500000001
1_MACS_peak_8847_lociStitched	chr17	76710902	76715518	1	4617	4103.1624
1_MACS_peak_10713_lociStitched	chr2	10104089	10108705	1	4617	4730.4767999999995
2_MACS_peak_9501_lociStitched	chr19	4539250	4543865	2	3059	2464.8715
1_MACS_peak_10756_lociStitched	chr2	20548194	20552808	1	4615	7144.7789999999995
2_MACS_peak_11598_lociStitched	chr2	170680356	170684968	2	2584	2716.0068
1_MACS_peak_15143_lociStitched	chr4	146098178	146102787	1	4610	10297.4278
1_MACS_peak_13943_lociStitched	chr3	71135976	71140583	1	4608	4753.5026
1_MACS_peak_14398_lociStitched	chr3	177074709	177079314	1	4606	10151.7225
1_MACS_peak_677_lociStitched	chr1	46150446	46155046	1	4601	9144.34
2_MACS_peak_2377_lociStitched	chr10	70384664	70389263	2	3195	1793.6100000000001
1_MACS_peak_2019_lociStitched	chr1	241693717	241698315	1	4599	8163.749000000001
2_MACS_peak_10210_lociStitched	chr19	41768305	41772901	2	4543	16108.520400000001
1_MACS_peak_5405_lociStitched	chr13	113861066	113865661	1	4596	16652.28
1_MACS_peak_15206_lociStitched	chr4	165855122	165859716	1	4595	10352.1196
2_MACS_peak_6014_lociStitched	chr14	100530949	100535542	2	3511	3639.9525
1_MACS_peak_10723_lociStitched	chr2	10547361	10551953	1	4593	7055.608
2_MACS_peak_5045_lociStitched	chr12	132088400	132092991	2	2324	1815.2813999999998
1_MACS_peak_13538_lociStitched	chr3	16305147	16309736	1	4590	4815.2377
1_MACS_peak_9219_lociStitched	chr18	53330358	53334946	1	4589	9693.067599999998
1_MACS_peak_15119_lociStitched	chr4	140475347	140479935	1	4589	11057.9976
1_MACS_peak_12102_lociStitched	chr20	5057919	5062506	1	4588	7631.3919
1_MACS_peak_18625_lociStitched	chr8	66751061	66755646	1	4586	11868.2725
2_MACS_peak_9268_lociStitched	chr18	60877149	60881732	2	2669	1630.1731
1_MACS_peak_18837_lociStitched	chr8	107510371	107514953	1	4583	8159.167399999999
1_MACS_peak_15788_lociStitched	chr5	127416611	127421191	1	4581	8422.162
2_MACS_peak_13260_lociStitched	chr22	39712070	39716649	2	4548	6533.3172
2_MACS_peak_13833_lociStitched	chr3	52344329	52348908	2	3464	3018.4768
1_MACS_peak_15108_lociStitched	chr4	140095828	140100405	1	4578	9514.2099
2_MACS_peak_6967_lociStitched	chr16	1912892	1917468	2	3442	2075.6736
1_MACS_peak_3909_lociStitched	chr11	124629355	124633930	1	4576	4336.6425
2_MACS_peak_10680_lociStitched	chr2	3652415	3656990	2	1994	907.68
3_MACS_peak_2227_lociStitched	chr10	29649275	29653849	3	2623	1229.9486
1_MACS_peak_6059_lociStitched	chr14	103797761	103802335	1	4575	14769.446
1_MACS_peak_6594_lociStitched	chr15	68569235	68573809	1	4575	10803.788
1_MACS_peak_12434_lociStitched	chr20	46652039	46656612	1	4574	7330.0617
1_MACS_peak_8146_lociStitched	chr17	28254604	28259174	1	4571	9128.575
2_MACS_peak_15042_lociStitched	chr4	114604479	114609049	2	2718	1745.2830000000001
1_MACS_peak_6811_lociStitched	chr15	86123632	86128201	1	4570	3389.2842
1_MACS_peak_15489_lociStitched	chr5	55963341	55967909	1	4569	6540.0055999999995
1_MACS_peak_17939_lociStitched	chr7	101456759	101461327	1	4569	10261.0984
1_MACS_peak_18490_lociStitched	chr8	33367904	33372471	1	4568	7291.6722
1_MACS_peak_19578_lociStitched	chr9	115981060	115985627	1	4568	4576.5907
1_MACS_peak_1554_lociStitched	chr1	173988453	173993019	1	4567	7867.6746
1_MACS_peak_12228_lociStitched	chr20	30792083	30796649	1	4567	8603.2572
1_MACS_peak_14424_lociStitched	chr3	182430713	182435279	1	4567	3050.088
1_MACS_peak_16938_lociStitched	chr6	96023421	96027987	1	4567	6721.6086
2_MACS_peak_16445_lociStitched	chr6	27759142	27763707	2	4368	3729.6049999999996
1_MACS_peak_10912_lociStitched	chr2	43419406	43423970	1	4565	14046.622800000001
2_MACS_peak_15126_lociStitched	chr4	141747179	141751743	2	2512	1813.2772
2_MACS_peak_16647_lociStitched	chr6	36647306	36651867	2	3769	2419.1544
1_MACS_peak_18522_lociStitched	chr8	38756228	38760786	1	4559	14246.4848
2_MACS_peak_7111_lociStitched	chr16	11034751	11039307	2	3227	3519.0544
1_MACS_peak_1393_lociStitched	chr1	156694886	156699441	1	4556	7666.5205000000005
1_MACS_peak_14155_lociStitched	chr3	127934394	127938949	1	4556	10090.235999999999
1_MACS_peak_15049_lociStitched	chr4	119198367	119202921	1	4555	6883.371
2_MACS_peak_11827_lociStitched	chr2	216877254	216881805	2	3413	3248.0487
2_MACS_peak_9895_lociStitched	chr19	17957608	17962158	2	3269	4162.34
2_MACS_peak_15842_lociStitched	chr5	133927433	133931982	2	3147	2975.0460000000003
1_MACS_peak_3941_lociStitched	chr11	128478683	128483231	1	4549	13809.092400000001
2_MACS_peak_18527_lociStitched	chr8	39805592	39810138	2	3612	3625.435
1_MACS_peak_18367_lociStitched	chr8	11658915	11663460	1	4546	4763.614500000001
2_MACS_peak_13656_lociStitched	chr3	42641064	42645608	2	4228	6418.400000000001
1_MACS_peak_3583_lociStitched	chr11	72980084	72984627	1	4544	5333.0277
2_MACS_peak_6577_lociStitched	chr15	67531424	67535967	2	4405	3640.7602
2_MACS_peak_9595_lociStitched	chr19	8066802	8071345	2	2972	3654.3892
3_MACS_peak_719_lociStitched	chr1	52341059	52345601	3	4236	5642.980799999999
1_MACS_peak_17680_lociStitched	chr7	55575459	55580000	1	4542	4065.5573
1_MACS_peak_568_lociStitched	chr1	38492857	38497397	1	4541	5462.0740000000005
1_MACS_peak_3108_lociStitched	chr11	32913286	32917823	1	4538	12795.7011
1_MACS_peak_14480_lociStitched	chr3	186499650	186504187	1	4538	12095.642
1_MACS_peak_5701_lociStitched	chr14	60714146	60718681	1	4536	7686.3715
1_MACS_peak_3628_lociStitched	chr11	75917515	75922048	1	4534	8212.4361
1_MACS_peak_8420_lociStitched	chr17	42400403	42404936	1	4534	12716.4249
1_MACS_peak_10603_lociStitched	chr19	56185732	56190264	1	4533	5181.8888
2_MACS_peak_19255_lociStitched	chr9	37290331	37294859	2	3028	1879.5728000000001
1_MACS_peak_13185_lociStitched	chr22	37637877	37642402	1	4526	7972.145
2_MACS_peak_6350_lociStitched	chr15	43937654	43942178	2	3258	3077.2248
2_MACS_peak_2877_lociStitched	chr10	135087804	135092326	2	2480	1849.0457999999999
