REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_13941_lociStitched	chr3	71105816	71117914	2	12096	32160.1134	157	1	FOXP1		MIR1284	MIR1284	NONE	157	1
3_MACS_peak_4881_lociStitched	chr12	120548112	120573112	3	14569	32087.5	158	1	RAB35,GCN1L1		RAB35	RAB35	0.7765	158	1
2_MACS_peak_18573_lociStitched	chr8	54926006	54935973	2	9465	32055.8654	159	1	TCEA1		TCEA1	TCEA1	0.5736	159	1
2_MACS_peak_5019_lociStitched	chr12	125397860	125413353	2	11516	31972.9041	160	1	UBC	SCARB1	UBC	UBC	1.8747	160	1
1_MACS_peak_6533_lociStitched	chr15	65182963	65189827	1	6865	31951.92	161	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.337	161	1
2_MACS_peak_10433_lociStitched	chr19	49457208	49472126	2	9213	31948.3888	162	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	2.4988	162	1
2_MACS_peak_3317_lociStitched	chr11	62597649	62610972	2	9584	31771.3581	163	1	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.8903	163	1
2_MACS_peak_13445_lociStitched	chr3	4533526	4551181	2	12042	31741.9245	164	1	ITPR1	SUMF1	ITPR1	ITPR1	0.1575	164	1
2_MACS_peak_3853_lociStitched	chr11	118304399	118321219	2	10385	31693.926	165	1	MLL	ATP5L	MLL	ATP5L	0.8094	165	1
1_MACS_peak_7086_lociStitched	chr16	8157961	8167029	1	9069	31634.6248	166	1			TMEM114	TMEM114	NONE	166	1
2_MACS_peak_6094_lociStitched	chr14	105947142	105958623	2	8790	31604.8968	167	1	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	CRIP1	2.6069	167	1
2_MACS_peak_14388_lociStitched	chr3	171804320	171827044	2	18663	31599.9944	168	1	FNDC3B		FNDC3B	FNDC3B	0.1805	168	1
1_MACS_peak_7799_lociStitched	chr17	1387477	1395731	1	8255	31550.915	169	1	MYO1C	LOC100306951,CRK,INPP5K	MYO1C	MYO1C	0.9335	169	1
6_MACS_peak_2920_lociStitched	chr11	795032	834138	6	17552	31472.5088	170	1	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD	TALDO1,TSPAN4,PDDC1,CEND1,POLR2L	SNORA52	SNORA52	0.9918	170	1
2_MACS_peak_13957_lociStitched	chr3	74872874	74890559	2	15144	31387.338	171	1			CNTN3	CNTN3	NONE	171	1
2_MACS_peak_12270_lociStitched	chr20	32987862	33005243	2	14830	31370.9669	172	1	ITCH	MIR644	ITCH	ITCH	0.3749	172	1
4_MACS_peak_16509_lociStitched	chr6	31150547	31173116	4	16203	31321.2582	173	1	HCG27	TCF19,PSORS1C2,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.0992	173	1
1_MACS_peak_5339_lociStitched	chr13	91993849	92003709	1	9861	31240.424	174	1	MIR17HG,MIR17,MIR18A,MIR20A,MIR19B1,MIR19A,MIR92A1	GPC5	MIR17HG	MIR17HG	1.9047	174	1
1_MACS_peak_17263_lociStitched	chr6	157096818	157105815	1	8998	31240.2831	175	1	ARID1B		ARID1B	ARID1B	0.1945	175	1
2_MACS_peak_12602_lociStitched	chr20	62357847	62373712	2	12878	31203.282	176	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	LIME1	1.7265	176	1
2_MACS_peak_18274_lociStitched	chr7	150124006	150134701	2	9352	31182.342	177	1	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	1.7083	177	1
3_MACS_peak_2983_lociStitched	chr11	7532032	7544652	3	12529	31051.51	178	1	OLFML1,PPFIBP2		PPFIBP2	PPFIBP2	0.2976	178	1
6_MACS_peak_17206_lociStitched	chr6	144655329	144686421	6	18938	30930.3216	179	1	UTRN		UTRN	UTRN	0.1291	179	1
3_MACS_peak_13060_lociStitched	chr22	29186337	29199759	3	12705	30922.9458	180	1	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	1.9528	180	1
3_MACS_peak_17904_lociStitched	chr7	100020575	100034931	3	7557	30833.8168	181	1	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	2.001	181	1
5_MACS_peak_14376_lociStitched	chr3	170956793	170989670	5	16732	30779.4474	182	1	TNIK		MIR569	MIR569	NONE	182	1
2_MACS_peak_7001_lociStitched	chr16	2555869	2571373	2	11775	30742.8816	183	1	ATP6V0C,AMDHD2	C16orf59,NTN3,TBC1D24,PDPK1,CEMP1,MIR3178	ATP6V0C	ATP6V0C	1.2863	183	1
2_MACS_peak_4184_lociStitched	chr12	25203761	25217469	2	10438	30710.0324	184	1	LRMP		LRMP	LRMP	0.597	184	1
2_MACS_peak_3971_lociStitched	chr11	132215040	132233261	2	12820	30698.7408	185	1			NTM	NTM	0.1486	185	1
1_MACS_peak_2892_lociStitched	chr11	267527	271929	1	4403	30696.9068	186	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	IFITM1	1.346	186	1
2_MACS_peak_17636_lociStitched	chr7	44661412	44680685	2	17237	30582.3964	187	1	OGDH	DDX56,TMED4	OGDH	TMED4	1.1349	187	1
4_MACS_peak_16178_lociStitched	chr5	180228965	180248962	4	17620	30551.4166	188	1	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.7535	188	1
2_MACS_peak_3784_lociStitched	chr11	109816260	109830267	2	9283	30540.8628	189	1			ZC3H12C	ZC3H12C	0.3856	189	1
2_MACS_peak_18804_lociStitched	chr8	102211372	102220271	2	8845	30293.9758	190	1	ZNF706		ZNF706	ZNF706	1.7449	190	1
3_MACS_peak_1275_lociStitched	chr1	152001078	152021739	3	11682	30280.7616	191	1	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.5521	191	1
2_MACS_peak_14835_lociStitched	chr4	71567070	71581430	2	13846	30234.98	192	1	RUFY3	UTP3,RUFY3,IGJ	RUFY3	IGJ	0.8812	192	1
1_MACS_peak_3825_lociStitched	chr11	115089902	115097342	1	7441	30181.104	193	1	CADM1		CADM1	CADM1	0.2469	193	1
3_MACS_peak_2434_lociStitched	chr10	74018800	74036394	3	11161	30175.4694	194	1	DDIT4	ANAPC16,ASCC1	DDIT4	DDIT4	1.6778	194	1
1_MACS_peak_15409_lociStitched	chr5	32529503	32543677	1	14175	30150.9328	195	1		SUB1	SUB1	SUB1	0.8492	195	1
3_MACS_peak_9767_lociStitched	chr19	13259573	13279413	3	14446	30123.072	196	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	LYL1	2.0246	196	1
4_MACS_peak_15755_lociStitched	chr5	118667162	118693115	4	17671	30121.0518	197	1	TNFAIP8		TNFAIP8	TNFAIP8	0.4871	197	1
1_MACS_peak_6257_lociStitched	chr15	40225142	40233897	1	8756	29879.9395	198	1	EIF2AK4	GPR176	EIF2AK4	EIF2AK4	0.4476	198	1
4_MACS_peak_5868_lociStitched	chr14	77487951	77508177	4	16632	29855.5986	199	1	C14orf4		C14orf4	C14orf4	1.2855	199	1
1_MACS_peak_2883_lociStitched	chr10	135201043	135209207	1	8165	29845.1348	200	1	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.7218	200	1
2_MACS_peak_12038_lociStitched	chr20	379817	391238	2	11338	29720.8683	201	1	RBCK1	TRIB3	RBCK1	TRIB3	1.2463	201	1
2_MACS_peak_18115_lociStitched	chr7	128572561	128582514	2	9479	29626.0998	202	1	IRF5	KCP	IRF5	IRF5	1.4818	202	1
5_MACS_peak_3620_lociStitched	chr11	75508187	75537312	5	16516	29570.6125	203	1	DGAT2,UVRAG		UVRAG	UVRAG	0.2132	203	1
5_MACS_peak_13421_lociStitched	chr22	50962475	50987731	5	13359	29357.5744	204	1	NCAPH2,KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.5901	204	1
1_MACS_peak_8289_lociStitched	chr17	37909104	37915242	1	6139	29344.5504	205	1		GRB7,C17orf37	GRB7	C17orf37	0.2704	205	1
2_MACS_peak_704_lociStitched	chr1	51425014	51449926	2	19879	29201.8464	206	1	CDKN2C,FAF1		CDKN2C	CDKN2C	1.4306	206	1
1_MACS_peak_3948_lociStitched	chr11	129870446	129875198	1	4753	29120.7312	207	1	NCRNA00167,PRDM10		PRDM10	PRDM10	0.3963	207	1
5_MACS_peak_13265_lociStitched	chr22	39823315	39845772	5	17581	29034.6553	208	1	TAB1	MGAT3	MGAT3	MGAT3	0.1047	208	1
3_MACS_peak_3589_lociStitched	chr11	73489487	73500695	3	9579	29007.4248	209	1	MRPL48	RAB6A	MRPL48	MRPL48	0.348	209	1
1_MACS_peak_15886_lociStitched	chr5	138719980	138729772	1	9793	28999.008	210	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.3808	210	1
5_MACS_peak_2894_lociStitched	chr11	303410	333415	5	20352	28936.822	211	1	IFITM2,IFITM1,IFITM3	NLRP6,ATHL1,B4GALNT4,IFITM5	IFITM3	ATHL1	0.8883	211	1
1_MACS_peak_11129_lociStitched	chr2	70309989	70317161	1	7173	28832.8744	212	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.4783	212	1
1_MACS_peak_5369_lociStitched	chr13	103243263	103252844	1	9582	28820.6061	213	1	TPP2		TPP2	TPP2	0.4096	213	1
2_MACS_peak_16632_lociStitched	chr6	35685117	35700811	2	11848	28782.796	214	1	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	FKBP5	0.2404	214	1
2_MACS_peak_2328_lociStitched	chr10	54004780	54021338	2	13484	28772.8366	215	1	PRKG1		DKK1	DKK1	NONE	215	1
3_MACS_peak_11080_lociStitched	chr2	65155892	65174542	3	12268	28696.755	216	1	LOC400958	SLC1A4	LOC400958	LOC400958	0.5761	216	1
3_MACS_peak_6213_lociStitched	chr15	31636039	31654642	3	14023	28691.4069	217	1	KLF13		KLF13	KLF13	1.0172	217	1
1_MACS_peak_6212_lociStitched	chr15	31615319	31622774	1	7456	28667.457	218	1	KLF13		KLF13	KLF13	1.0172	218	1
1_MACS_peak_18565_lociStitched	chr8	52808782	52817117	1	8336	28624.8905	219	1	PCMTD1		PCMTD1	PCMTD1	0.4058	219	1
1_MACS_peak_18800_lociStitched	chr8	101961220	101967224	1	6005	28582.6424	220	1	YWHAZ		YWHAZ	YWHAZ	0.808	220	1
2_MACS_peak_4722_lociStitched	chr12	104317919	104327969	2	9865	28540.995	221	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	C12orf73	0.4972	221	1
3_MACS_peak_12429_lociStitched	chr20	46114276	46133676	3	14278	28473.38	222	1	NCOA3		NCOA3	NCOA3	0.1815	222	1
2_MACS_peak_9762_lociStitched	chr19	13204790	13217432	2	10426	28457.142	223	1	NFIX,LYL1,TRMT1	NACC1,IER2,STX10	LYL1	LYL1	2.0246	223	1
3_MACS_peak_9311_lociStitched	chr18	75190380	75209008	3	11472	28456.1328	224	1			GALR1	GALR1	NONE	224	1
1_MACS_peak_12158_lociStitched	chr20	17944803	17954996	1	10194	28417.0647	225	1	C20orf72,SNX5	SNORD17	C20orf72	C20orf72	0.9633	225	1
3_MACS_peak_4490_lociStitched	chr12	57021945	57040802	3	13194	28392.9849	226	1	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	0.792	226	1
2_MACS_peak_8123_lociStitched	chr17	27218651	27230791	2	10512	28379.678	227	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	FLOT2	0.997	227	1
1_MACS_peak_3933_lociStitched	chr11	126333456	126338899	1	5444	28342.2453	228	1	KIRREL3		ST3GAL4	ST3GAL4	NONE	228	1
4_MACS_peak_3250_lociStitched	chr11	60671694	60692938	4	14075	28203.5344	229	1	TMEM109,TMEM132A,PRPF19	ZP1,CD6,GPR44,SLC15A3	TMEM109	TMEM109	1.0568	229	1
2_MACS_peak_20451_lociStitched	chrX	129298434	129311265	2	10486	28169.1774	230	1	RAB33A,AIFM1	AIFM1	RAB33A	RAB33A	1.0801	230	1
4_MACS_peak_16852_lociStitched	chr6	74159036	74182678	4	14015	28112.7022	231	1	MTO1,C6orf150	EEF1A1	MTO1	EEF1A1	1.3015	231	1
2_MACS_peak_17558_lociStitched	chr7	32766573	32786632	2	15004	28050.5056	232	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	2.0944	232	1
2_MACS_peak_9315_lociStitched	chr18	75332592	75345845	2	9167	27965.1553	233	1			GALR1	GALR1	NONE	233	1
2_MACS_peak_18272_lociStitched	chr7	150100078	150113160	2	6224	27960.1586	234	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	2.257	234	1
4_MACS_peak_3477_lociStitched	chr11	66867085	66891613	4	13332	27934.9392	235	1	KDM2A	RHOD	KDM2A	KDM2A	0.306	235	1
4_MACS_peak_3303_lociStitched	chr11	62431381	62448926	4	12537	27856.1965	236	1	METTL12,SNORA57,C11orf83,C11orf48,UBXN1	GNG3,TTC9C,B3GAT3,GANAB,INTS5,LRRN4CL,BSCL2,HNRNPUL2	C11orf48	C11orf48	1.2411	236	1
3_MACS_peak_18729_lociStitched	chr8	93020212	93034386	3	12993	27840.5708	237	1	RUNX1T1		RUNX1T1	RUNX1T1	0.8178	237	1
3_MACS_peak_16711_lociStitched	chr6	42738170	42752386	3	10819	27810.7608	238	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	1.2019	238	1
1_MACS_peak_4298_lociStitched	chr12	46658960	46665062	1	6103	27806.814	239	1	SLC38A1		SLC38A1	SLC38A1	0.4206	239	1
4_MACS_peak_15028_lociStitched	chr4	113199302	113224430	4	14658	27773.9784	240	1	ALPK1,TIFA	AP1AR	TIFA	TIFA	1.2404	240	1
1_MACS_peak_12425_lociStitched	chr20	46038262	46047394	1	9133	27744.8424	241	1			ZMYND8	ZMYND8	0.357	241	1
4_MACS_peak_3410_lociStitched	chr11	65306697	65326897	4	12506	27740.66	242	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	MALAT1	3.9816	242	1
1_MACS_peak_14877_lociStitched	chr4	78735668	78745256	1	9589	27720.8256	243	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.3209	243	1
3_MACS_peak_12495_lociStitched	chr20	52225149	52241297	3	9167	27671.2128	244	1		ZNF217	ZNF217	ZNF217	1.7862	244	1
2_MACS_peak_17515_lociStitched	chr7	26191036	26208235	2	10742	27631.9134	245	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	1.4268	245	1
2_MACS_peak_1435_lociStitched	chr1	161144585	161157736	2	11465	27589.4829	246	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	B4GALT3	1.2401	246	1
3_MACS_peak_16539_lociStitched	chr6	31783438	31805424	3	16443	27550.6566	247	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	HSPA1B	1.4395	247	1
2_MACS_peak_16267_lociStitched	chr6	7134633	7157329	2	19365	27537.0568	248	1	RREB1		RREB1	RREB1	0.3143	248	1
2_MACS_peak_18927_lociStitched	chr8	128745884	128762172	2	10978	27523.4624	249	1	MYC	PVT1,MIR1204	MYC	MIR1204	2.4651	249	1
1_MACS_peak_15134_lociStitched	chr4	144272711	144283633	1	10923	27492.8584	250	1	GAB1		GAB1	GAB1	0.5267	250	1
3_MACS_peak_5821_lociStitched	chr14	74224055	74241914	3	14344	27458.2125	251	1	C14orf43	PNMA1	C14orf43	C14orf43	0.7618	251	1
2_MACS_peak_3275_lociStitched	chr11	61593489	61603630	2	9851	27444.5883	252	1	FADS2	FEN1,MIR611,C11orf10,MIR1908,FADS1	FADS2	MIR1908	1.6704	252	1
2_MACS_peak_16392_lociStitched	chr6	26268930	26287514	2	11634	27240.4272	253	1	HIST1H2BI,HIST1H3G,HIST1H4H	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BI	HIST1H2BI	1.7354	253	1
2_MACS_peak_7128_lociStitched	chr16	11821510	11837869	2	14257	27146.1246	254	1	TXNDC11		TXNDC11	TXNDC11	0.5939	254	1
1_MACS_peak_17517_lociStitched	chr7	26236858	26245124	1	8267	27068.6702	255	1	CBX3,HNRNPA2B1	NFE2L3	CBX3	CBX3	1.3385	255	1
2_MACS_peak_18929_lociStitched	chr8	128800196	128814372	2	10426	27056.3136	256	1	PVT1,MIR1204		PVT1	PVT1	0.2955	256	1
5_MACS_peak_8303_lociStitched	chr17	38251847	38281400	5	15265	27032.1291	257	1	MSL1,NR1D1	THRA,CASC3,MED24	NR1D1	NR1D1	0.4607	257	1
2_MACS_peak_18919_lociStitched	chr8	126645750	126661989	2	12429	26989.218	258	1			TRIB1	TRIB1	2.1315	258	1
4_MACS_peak_7024_lociStitched	chr16	3054081	3074911	4	10444	26972.767	259	1	CLDN9,TNFRSF12A,THOC6,CLDN6,HCFC1R1	KREMEN2,PAQR4,LOC283875,MMP25,IL32,PKMYT1,CCDC64B	CLDN9	KREMEN2	1.2903	259	1
3_MACS_peak_4886_lociStitched	chr12	120627204	120640665	3	13335	26940.8454	260	1	GCN1L1,RPLP0	PXN	GCN1L1	GCN1L1	0.4616	260	1
1_MACS_peak_6881_lociStitched	chr15	93442656	93452375	1	9720	26935.2366	261	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	2.6816	261	1
2_MACS_peak_15249_lociStitched	chr4	185200893	185210994	2	10050	26799.9732	262	1			ENPP6	ENPP6	NONE	262	1
8_MACS_peak_9645_lociStitched	chr19	10512847	10543714	8	21664	26740.0821	263	1	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.326	263	1
3_MACS_peak_12596_lociStitched	chr20	62256911	62274659	3	10087	26721.3888	264	1	GMEB2,STMN3	RTEL1	GMEB2	GMEB2	0.3836	264	1
3_MACS_peak_1708_lociStitched	chr1	203255634	203277788	3	13706	26578.1538	265	1	BTG2,LOC730227	FMOD	LOC730227	LOC730227	0.9263	265	1
1_MACS_peak_18080_lociStitched	chr7	123385082	123397594	1	12513	26527.9424	266	1	WASL		WASL	WASL	0.4198	266	1
2_MACS_peak_4311_lociStitched	chr12	48201098	48215091	2	11190	26445.3707	267	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.6323	267	1
3_MACS_peak_10397_lociStitched	chr19	48823372	48838337	3	12033	26404.246	268	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.7378	268	1
1_MACS_peak_18848_lociStitched	chr8	114693622	114704946	1	11325	26401.906	269	1			CSMD3	CSMD3	NONE	269	1
4_MACS_peak_1471_lociStitched	chr1	162530056	162558940	4	18507	26371.092	270	1	UAP1	DDR2	UAP1	UAP1	0.5976	270	1
1_MACS_peak_18420_lociStitched	chr8	23074849	23086411	1	11563	26287.3632	271	1	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	TNFRSF10A	0.6958	271	1
1_MACS_peak_3414_lociStitched	chr11	65335131	65345299	1	10169	26259.8768	272	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	2.2456	272	1
1_MACS_peak_1121_lociStitched	chr1	143739612	143746127	1	6516	26213.754	273	1	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.6932	273	1
1_MACS_peak_9000_lociStitched	chr18	9060286	9070868	1	10583	26208.4394	274	1		NDUFV2	NDUFV2	NDUFV2	0.6988	274	1
3_MACS_peak_13900_lociStitched	chr3	61606727	61629271	3	13632	26180.3472	275	1	PTPRG		PTPRG	PTPRG	0.1431	275	1
4_MACS_peak_12104_lociStitched	chr20	5092290	5109780	4	12019	26156.295	276	1	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	1.2424	276	1
3_MACS_peak_1087_lociStitched	chr1	118194799	118209933	3	14100	26130.3644	277	1		FAM46C	FAM46C	FAM46C	0.968	277	1
1_MACS_peak_13574_lociStitched	chr3	23846786	23855040	1	8255	26046.3224	278	1	UBE2E1		UBE2E1	UBE2E1	0.3738	278	1
3_MACS_peak_3670_lociStitched	chr11	82666541	82685598	3	12662	26018.5221	279	1			C11orf82	C11orf82	NONE	279	1
2_MACS_peak_7876_lociStitched	chr17	4841766	4855950	2	13266	26016.2928	280	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.704	280	1
1_MACS_peak_12148_lociStitched	chr20	15958542	15971305	1	12764	25995.6784	281	1	MACROD2		KIF16B	KIF16B	NONE	281	1
2_MACS_peak_18172_lociStitched	chr7	134845544	134860242	2	7812	25990.4734	282	1	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.7379	282	1
8_MACS_peak_16394_lociStitched	chr6	26301687	26343379	8	20246	25949.1008	283	1		HIST1H2BH,HIST1H2BI,BTN3A2,BTN2A2,HIST1H3G,HIST1H4H	HIST1H4H	HIST1H2BI	1.7354	283	1
1_MACS_peak_853_lociStitched	chr1	80159117	80178025	1	18909	25919.0864	284	1			ELTD1	ELTD1	NONE	284	1
1_MACS_peak_5914_lociStitched	chr14	90081711	90088889	1	7179	25900.3774	285	1	FOXN3	PRO1768	FOXN3	FOXN3	0.1538	285	1
1_MACS_peak_19724_lociStitched	chr9	131444404	131453828	1	9425	25869.8224	286	1	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.1937	286	1
1_MACS_peak_15943_lociStitched	chr5	142774091	142785837	1	11747	25864.692	287	1	NR3C1		NR3C1	NR3C1	0.2648	287	1
1_MACS_peak_4668_lociStitched	chr12	94597055	94604122	1	7068	25853.2061	288	1	PLXNC1		PLXNC1	PLXNC1	0.362	288	1
3_MACS_peak_8666_lociStitched	chr17	62150648	62171302	3	16087	25732.8186	289	1	ERN1		ERN1	ERN1	0.5393	289	1
1_MACS_peak_14984_lociStitched	chr4	103786286	103793697	1	7412	25728.0276	290	1	CISD2,UBE2D3	UBE2D3	UBE2D3	UBE2D3	0.6434	290	1
3_MACS_peak_5384_lociStitched	chr13	111357036	111370932	3	10007	25683.9768	291	1	ING1,CARS2		ING1	ING1	1.2003	291	1
1_MACS_peak_17820_lociStitched	chr7	87502078	87509079	1	7002	25646.7633	292	1	DBF4,SLC25A40		DBF4	DBF4	0.7588	292	1
1_MACS_peak_14397_lociStitched	chr3	176911201	176920546	1	9346	25625.859	293	1	TBL1XR1		TBL1XR1	TBL1XR1	0.1868	293	1
2_MACS_peak_18195_lociStitched	chr7	138787781	138805098	2	10661	25608.3796	294	1	ZC3HAV1	TTC26	ZC3HAV1	ZC3HAV1	0.4792	294	1
1_MACS_peak_8373_lociStitched	chr17	40826389	40834328	1	7940	25588.9848	295	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	1.3999	295	1
2_MACS_peak_8322_lociStitched	chr17	39821208	39835749	2	9039	25554.3534	296	1		EIF1,GAST,KRT17,KRT42P	EIF1	EIF1	1.1416	296	1
3_MACS_peak_7339_lociStitched	chr16	30193346	30211674	3	8991	25532.7368	297	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	1.4864	297	1
6_MACS_peak_17000_lociStitched	chr6	109194819	109228207	6	18965	25408.268	298	1	ARMC2		ARMC2	ARMC2	0.2661	298	1
2_MACS_peak_14544_lociStitched	chr3	195621193	195637424	2	10374	25391.7764	299	1	TNK2		TNK2	TNK2	0.5002	299	1
2_MACS_peak_18008_lociStitched	chr7	106503733	106515069	2	10674	25324.624	300	1	PIK3CG		PIK3CG	PIK3CG	0.6241	300	1
2_MACS_peak_4152_lociStitched	chr12	15101169	15118075	2	13822	25306.5914	301	1	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.8928	301	1
5_MACS_peak_11211_lociStitched	chr2	85105417	85135028	5	12718	25296.6773	302	1	TMSB10,C2orf89		C2orf89	C2orf89	0.3153	302	1
3_MACS_peak_4470_lociStitched	chr12	56508720	56523990	3	10039	25206.189	303	1	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	ZC3H10	1.2784	303	1
2_MACS_peak_5812_lociStitched	chr14	73918391	73932933	2	8692	25204.1944	304	1	NUMB	C14orf169	NUMB	C14orf169	0.2981	304	1
3_MACS_peak_18817_lociStitched	chr8	103817811	103827204	3	7793	25176.0579	305	1		AZIN1	AZIN1	AZIN1	0.7795	305	1
1_MACS_peak_6114_lociStitched	chr14	106326069	106330563	1	4495	25165.5012	306	1			KIAA0125	KIAA0125	0.0055	306	1
2_MACS_peak_9296_lociStitched	chr18	72701855	72710467	2	7897	25115.1756	307	1	ZNF407		ZADH2	ZADH2	1.9279	307	1
2_MACS_peak_4493_lociStitched	chr12	57071150	57084680	2	10263	25108.974	308	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	1.0001	308	1
3_MACS_peak_20560_lociStitched	chrX	153232784	153252586	3	12747	25095.0746	309	1	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.2969	309	1
1_MACS_peak_12468_lociStitched	chr20	48806494	48811228	1	4735	25091.1468	310	1	CEBPB	TMEM189-UBE2V1	CEBPB	CEBPB	2.1983	310	1
1_MACS_peak_9856_lociStitched	chr19	16693904	16700525	1	6622	25026.7179	311	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2118	311	1
1_MACS_peak_15261_lociStitched	chr4	185391781	185398165	1	6385	24975.4848	312	1	IRF2		IRF2	IRF2	0.4949	312	1
2_MACS_peak_1394_lociStitched	chr1	156709483	156723018	2	9829	24945.005	313	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	HDGF	HDGF	1.3118	313	1
3_MACS_peak_4115_lociStitched	chr12	11900767	11920498	3	17795	24892.6296	314	1	ETV6		ETV6	ETV6	0.2853	314	1
1_MACS_peak_3740_lociStitched	chr11	100573587	100584152	1	10566	24887.9705	315	1	ARHGAP42		ARHGAP42	ARHGAP42	0.2674	315	1
1_MACS_peak_9318_lociStitched	chr18	77152904	77161110	1	8207	24878.9508	316	1	NFATC1		NFATC1	NFATC1	0.2539	316	1
1_MACS_peak_18149_lociStitched	chr7	130789555	130797580	1	8026	24871.8825	317	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.313	317	1
2_MACS_peak_19972_lociStitched	chrX	12988387	13004945	2	12611	24853.558	318	1	TMSB4X,TMSL3	LOC349408	TMSB4X	TMSB4X	1.9306	318	1
2_MACS_peak_14519_lociStitched	chr3	193847772	193860844	2	12030	24772.7472	319	1	HES1		HES1	HES1	1.9205	319	1
