GENE_ID	locusLine	bin_1_MM.1S.jin.bam
NM_198281	chr4(.):90160428-90234161	0.5828
NM_018699	chr4(.):121610928-121849013	0.207
NM_015130	chr4(.):141536935-141682471	0.2014
NM_152683	chr4(.):185565766-185621112	0.2797
NR_033182	chr4(.):1160639-1207634	0.208
NM_001199021	chr4(.):1155720-1207750	0.1976
NM_016930	chr4(.):4415695-4548775	0.1637
NM_016531	chr4(.):38660789-38708129	0.3517
NM_015173	chr4(.):37887719-38145794	0.2274
NR_026804	chr4(.):38609321-38671249	0.2491
NM_004310	chr4(.):40193526-40251281	0.5103
NM_001010874	chr4(.):65139176-65280178	0.1095
NM_001166693	chr4(.):87851153-88067206	0.2231
NM_005327	chr4(.):108905869-108961331	0.3953
NM_024900	chr4(.):129725778-129790787	0.351
NM_199320	chr4(.):129725778-129801379	0.3119
NM_002039	chr4(.):144252982-144400718	0.377
NM_153343	chr4(.):185004858-185144114	0.0698
NM_002199	chr4(.):185303875-185400726	0.8605
NM_031953	chr4(.):186126283-186290120	0.3004
NM_005245	chr4(.):187503936-187649987	0.1362
NM_012445	chr4(.):1155720-1171657	0.1724
NM_001128325	chr4(.):1155720-1171999	0.1707
NR_033339	chr4(.):1238227-1251795	0.6262
NM_001012614	chr4(.):1200227-1247908	0.4638
NR_026892	chr4(.):7750816-7785654	0.2178
NM_001040448	chr4(.):9441259-9457240	0.0866
NR_031688	chr4(.):9552788-9562937	0.0739
NM_182485	chr4(.):14999297-15076777	0.1822
NM_025205	chr4(.):17611272-17631160	0.1408
NM_015907	chr4(.):17573926-17614590	0.2552
NM_017581	chr4(.):40332468-40361973	0.0599
NM_000938	chr4(.):57840108-57902334	0.2215
NM_032313	chr4(.):57824515-57848826	0.4719
NM_031889	chr4(.):71489460-71517536	0.1183
NM_144646	chr4(.):71516257-71537348	0.6587
NM_020368	chr4(.):71549195-71561268	0.452
NM_014961	chr4(.):71582695-71664274	0.1
NM_001130709	chr4(.):71565653-71660614	0.144
NM_017426	chr4(.):77030816-77074655	0.1354
NM_005506	chr4(.):77074893-77140035	0.3903
NM_020236	chr4(.):78778804-78878944	0.1541
NM_144645	chr4(.):87792357-87818575	0.0823
NM_004827	chr4(.):89006415-89085011	0.1788
NM_003998	chr4(.):103417485-103543459	0.2087
NM_025212	chr4(.):105388342-105417467	0.5669
NM_032991	chr4(.):185543849-185575629	0.3033
NM_001104631	chr5(.):58259865-59194621	0.0928
NM_006203	chr5(.):58259865-58887324	0.0888
NM_001165899	chr5(.):58259865-59788925	0.0794
NM_001197218	chr5(.):58259865-59069438	0.0962
NM_002372	chr5(.):109020155-109208429	0.2976
NM_001131005	chr5(.):88009057-88204922	0.2781
NM_002397	chr5(.):88009057-88184283	0.2857
NM_001193349	chr5(.):88009057-88124744	0.2344
NM_003135	chr5(.):112191992-112208604	0.4101
NM_001131055	chr5(.):175080039-175118245	0.2746
NM_024091	chr5(.):7854271-7874150	0.4563
NM_007118	chr5(.):14138828-14514458	0.1355
NM_152756	chr5(.):38933021-39079501	0.1368
NM_024669	chr5(.):55390506-55534186	0.3319
NM_001992	chr5(.):76006867-76036595	0.3409
NM_006633	chr5(.):75694148-76008957	0.1748
NR_027435	chr5(.):90671163-90721532	0.31
NM_002387	chr5(.):112352795-112635612	0.2355
NM_152624	chr5(.):112307432-112361667	0.2463
NM_001085377	chr5(.):112352795-112829527	0.1744
NM_001038702	chr5(.):130594701-130735382	0.2501
NM_003060	chr5(.):131700400-131736306	0.2083
NM_001903	chr5(.):138084106-138275723	0.0933
NM_001020825	chr5(.):142652495-142788254	0.2006
NM_001018076	chr5(.):142652495-142789045	0.1997
NM_001018075	chr5(.):142652495-142820077	0.1832
NM_014790	chr5(.):146965705-147167252	0.1046
NM_001172699	chr5(.):149146502-149239585	0.2038
NM_001172698	chr5(.):149104814-149239585	0.219
NM_004045	chr5(.):151117382-151143210	0.495
NM_198321	chr5(.):153565294-153805543	0.1849
NM_005990	chr5(.):171464073-171620346	0.2046
NM_153607	chr5(.):172478354-172571291	0.1088
NM_001031711	chr5(.):172256222-172384688	0.1531
NM_022455	chr5(.):176555832-176732214	0.2052
NM_172349	chr5(.):176555079-176732214	0.205
NM_052909	chr5(.):135372-195087	0.2584
NM_145265	chr5(.):199874-223297	0.4128
NM_001080478	chr5(.):186625-200468	0.972
NM_004168	chr5(.):213355-261814	0.2738
NM_013232	chr5(.):266735-320089	0.1531
NM_001193376	chr5(.):1248286-1300162	0.1106
NM_030782	chr5(.):1312999-1350002	1.0409
NM_001145161	chr5(.):6443735-6501834	0.5396
NM_001089584	chr5(.):7826510-7856264	0.0697
NM_024010	chr5(.):7864216-7906235	0.2745
NM_019018	chr5(.):14576890-14621287	0.4026
NM_006713	chr5(.):32580604-32609185	0.5874
NR_034127	chr5(.):43060288-43072073	0.522
NM_001014279	chr5(.):43034181-43045447	0.8468
NR_034085	chr5(.):43011149-43023913	0.4002
NR_015447	chr5(.):43037235-43050370	0.7246
NM_002184	chr5(.):55225924-55295821	0.3526
NR_028375	chr5(.):76002762-76013686	0.2381
NM_020801	chr5(.):90659540-90684149	0.5081
NM_005668	chr5(.):100137638-100243987	0.1896
NM_175052	chr5(.):100216014-100243970	0.3833
NR_033175	chr5(.):109213882-109226200	0.117
NM_005669	chr5(.):112207080-112263031	0.4
NR_036052	chr5(.):118305280-118315362	0.0898
NM_005573	chr5(.):126107314-126177712	0.2298
NM_001198557	chr5(.):126107844-126177712	0.2312
NM_000588	chr5(.):131391346-131403896	0.1734
NM_000758	chr5(.):131404484-131416859	0.2065
NR_037500	chr5(.):131696181-131706291	0.2365
NM_002198	chr5(.):131812300-131831465	0.5927
NM_001013717	chr5(.):131741672-131803059	1.1159
NM_000879	chr5(.):131872135-131884214	0.1011
NM_015288	chr5(.):133856797-133923918	0.2244
NM_002653	chr5(.):134358423-134374964	0.4093
NM_016480	chr5(.):138672518-138710409	0.151
NM_194296	chr5(.):138727455-138744776	0.5953
NM_152686	chr5(.):138740891-138780214	0.4096
NM_152685	chr5(.):138697884-138724039	0.3089
NM_001033112	chr5(.):138673133-138710409	0.1525
NM_001161546	chr5(.):138722634-138735885	1.5387
NM_016459	chr5(.):138718256-138730605	1.8376
NM_181838	chr5(.):138935750-139013018	0.3424
NM_016463	chr5(.):139023300-139067680	0.6375
NM_003122	chr5(.):147199142-147216260	0.0838
NM_000024	chr5(.):148201155-148213197	0.6624
NM_001012301	chr5(.):149670908-149687525	0.2183
NM_015981	chr5(.):149594053-149674403	0.0968
NM_001008657	chr5(.):149732201-149769195	0.1326
NM_001025158	chr5(.):149776199-149797332	0.4569
NM_001025159	chr5(.):149776201-149797323	0.4571
NM_001025071	chr5(.):149818791-149834319	0.2608
NM_006058	chr5(.):150404505-150465997	0.2418
NM_005754	chr5(.):151146475-151189915	0.2405
NM_004219	chr5(.):159843864-159860746	0.2452
NM_006425	chr5(.):159823647-159851168	0.2105
NR_036095	chr5(.):159896408-159906490	0.3067
NR_029701	chr5(.):159907358-159917457	0.1579
NM_001142556	chr5(.):162882516-162923953	0.2084
NM_145266	chr5(.):162875585-162892143	0.4292
NM_182796	chr5(.):162925230-162951328	0.3171
NM_013283	chr5(.):162927584-162951328	0.345
NM_005565	chr5(.):169670087-169729822	0.3193
NM_001102609	chr5(.):169654949-169678235	0.0839
NM_001171183	chr5(.):171616175-171635458	0.071
NM_003945	chr5(.):172405762-172466900	0.2893
NR_002988	chr5(.):172442728-172452932	0.093
NM_030627	chr5(.):173310330-173392313	0.4269
NM_022304	chr5(.):175103463-175116558	0.0696
NM_001031677	chr5(.):176723198-176735744	0.9464
NM_006816	chr5(.):176753562-176783885	0.1552
NM_031300	chr5(.):176729205-176744292	0.7821
NM_013237	chr5(.):176725834-176738950	0.8897
NR_031598	chr5(.):179220277-179230346	0.3506
NM_145867	chr5(.):179215985-179228513	0.2975
NM_003900	chr5(.):179242841-179270077	0.5303
NM_016175	chr5(.):179259265-179290840	0.1037
NM_054013	chr5(.):179219597-179234875	0.5054
NM_014275	chr5(.):179219597-179238952	0.4344
NM_001142298	chr5(.):179228387-179270077	0.4764
NM_001142299	chr5(.):179229002-179270077	0.4827
NM_022758	chr6(.):34550065-34669625	0.2522
NM_181356	chr6(.):44791469-45350670	0.0843
NM_003599	chr6(.):44792449-45350575	0.0844
NM_012288	chr6(.):52357199-52446862	0.6482
NM_005907	chr6(.):119494266-119675926	0.163
NM_033515	chr6(.):129893239-130036370	0.26
NM_001195286	chr6(.):386738-416443	0.6941
NR_037616	chr6(.):7876482-8069647	0.5482
NM_001142393	chr6(.):11178530-11387581	0.131
NM_002114	chr6(.):12007723-12170232	0.2154
NM_018988	chr6(.):13358818-13492787	0.138
NM_000332	chr6(.):16294342-16766721	0.1347
NM_001949	chr6(.):20397136-20498945	0.2052
NM_001173977	chr6(.):25274655-25625758	0.2434
NM_001090	chr6(.):30534169-30564309	0.1584
NM_172166	chr6(.):31702724-31735455	0.4531
NM_177435	chr6(.):35305334-35398173	0.1018
NM_003427	chr6(.):35222509-35268760	0.2666
NM_003017	chr6(.):36557089-36577244	0.7311
NR_036610	chr6(.):36557089-36577243	0.7312
NM_145316	chr6(.):37174953-37230413	0.1396
NM_001162900	chr6(.):37180417-37230931	0.1379
NM_183078	chr6(.):37316747-37367514	0.1171
NM_004348	chr6(.):45384913-45523819	0.2675
NM_001024630	chr6(.):45291053-45523819	0.198
NM_016021	chr6(.):90031343-90067619	0.7299
NM_001170794	chr6(.):90631246-91011627	0.1844
NM_021813	chr6(.):90631246-91011562	0.1845
NM_001455	chr6(.):108877068-109010971	0.8419
NM_201559	chr6(.):108876025-109010971	0.8372
NM_032131	chr6(.):109164618-109300352	0.3888
NM_173674	chr6(.):117798819-117896020	0.3206
NM_001122842	chr6(.):126107000-126257266	0.0912
NM_001143676	chr6(.):134485383-134644196	0.1868
NM_153235	chr6(.):139556198-139618208	0.225
NM_006734	chr6(.):143067603-143271338	0.2123
NM_024630	chr6(.):157797556-158099977	0.1558
NM_020185	chr6(.):287100-356355	1.3715
NR_027712	chr6(.):7981334-7995577	0.295
NM_001145549	chr6(.):7876482-7915310	1.4114
NM_030810	chr6(.):7876482-7916047	1.4216
NM_032744	chr6(.):11708887-11784280	0.2321
NM_001143964	chr6(.):13300183-13333787	0.2411
NM_033069	chr6(.):13464508-13491415	0.1617
NM_001193267	chr6(.):13569791-13619785	0.2563
NM_012241	chr6(.):13569874-13619785	0.2564
NM_003526	chr6(.):26118694-26129132	0.7315
NM_139006	chr6(.):26082508-26100469	0.0901
NM_021065	chr6(.):26194011-26204471	1.0736
NM_003530	chr6(.):26192011-26204464	0.9263
NM_138720	chr6(.):26153348-26176576	0.4104
NM_003523	chr6(.):26179023-26189458	0.3028
NM_003539	chr6(.):26183937-26194304	0.3748
NM_003545	chr6(.):26199872-26210249	0.5608
NM_021063	chr6(.):26153348-26163871	0.5837
NM_005321	chr6(.):26151558-26162343	0.5671
NM_003512	chr6(.):26119372-26129918	0.7262
NM_003542	chr6(.):26099175-26109565	0.2808
NM_005323	chr6(.):26102639-26113364	0.277
NM_003522	chr6(.):26194786-26205216	1.1647
NM_003518	chr6(.):26211427-26221872	0.3489
NM_021052	chr6(.):26212147-26222711	0.3499
NM_003543	chr6(.):26280353-26290727	0.6773
NM_003532	chr6(.):26220382-26230844	0.2428
NM_003524	chr6(.):26246878-26257303	0.7833
NM_003534	chr6(.):26266145-26276612	0.8644
NM_003547	chr6(.):26241838-26252205	0.7217
NM_003540	chr6(.):26235653-26246021	0.1546
NM_021018	chr6(.):26245369-26255835	0.7619
NM_005320	chr6(.):26229439-26240216	0.4029
NM_003525	chr6(.):26268203-26278640	0.8715
NM_001145008	chr6(.):26397464-26420444	0.1934
NM_001197240	chr6(.):26378328-26400100	0.3423
NM_001197247	chr6(.):26360397-26383540	0.7782
NM_001197238	chr6(.):26378323-26400100	0.3422
NM_007047	chr6(.):26360397-26383548	0.7793
NM_001197237	chr6(.):26378438-26400100	0.3419
NM_001197248	chr6(.):26360469-26383540	0.7724
NM_001197246	chr6(.):26363405-26383540	0.5244
NM_003535	chr6(.):27853092-27863570	0.8673
NM_003527	chr6(.):27856202-27866669	0.8911
NM_003511	chr6(.):27828106-27838576	0.4068
NM_003533	chr6(.):27834622-27845099	0.1906
NM_005322	chr6(.):27829569-27840359	0.432
NM_033057	chr6(.):27873962-27885174	0.053
NM_003514	chr6(.):27855476-27865963	0.8907
NM_003546	chr6(.):27835925-27846289	0.1435
NM_001031722	chr6(.):30589662-30619598	0.2056
NR_033823	chr6(.):30589612-30619598	0.2056
NM_001161376	chr6(.):30609815-30625987	0.2735
NM_002714	chr6(.):30563181-30590020	0.3592
NM_014046	chr6(.):30580485-30599174	0.4916
NR_030615	chr6(.):30547108-30557194	0.0665
NM_021246	chr6(.):31678132-31690581	0.1138
NM_138275	chr6(.):31686160-31697851	0.2627
NR_033488	chr6(.):31649725-31675850	0.142
NM_013974	chr6(.):31689816-31703039	0.3268
NM_001288	chr6(.):31693357-31709341	0.9337
NM_001003693	chr6(.):31669683-31683372	0.2377
NM_021160	chr6(.):31649725-31676137	0.1407
NR_024541	chr6(.):31674752-31686842	0.1195
NM_025261	chr6(.):31681424-31694510	0.1104
NM_001039651	chr6(.):31725772-31737624	0.1429
NM_025258	chr6(.):31728370-31750108	0.3174
NM_006120	chr6(.):32911390-32925899	0.2225
NM_002119	chr6(.):32966959-32982389	0.065
NM_002118	chr6(.):32897405-32913847	0.1678
NM_005104	chr6(.):32931436-32954282	0.9726
NM_001113182	chr6(.):32933664-32954282	1.069
NM_001199455	chr6(.):32934371-32954282	1.098
NM_001199456	chr6(.):32935860-32954282	1.1505
NM_022047	chr6(.):35260594-35294548	0.4096
NM_007271	chr6(.):36456668-36520247	0.1886
NR_037491	chr6(.):36585212-36595289	0.1263
NM_020939	chr6(.):36703554-36812220	0.1706
NM_002648	chr6(.):37132921-37148204	0.717
NM_017772	chr6(.):37220547-37305746	0.2565
NR_027256	chr6(.):41171291-41190685	0.098
NM_198153	chr6(.):41191061-41211120	0.1126
NM_018643	chr6(.):41238711-41259457	0.1213
NR_002794	chr6(.):41212114-41222327	0.2233
NM_001078177	chr6(.):44186362-44206888	0.3778
NM_178148	chr6(.):44216837-44230283	0.3113
NM_001078174	chr6(.):44182241-44206888	0.3496
NM_020745	chr6(.):44261462-44286063	0.1045
NM_182539	chr6(.):44242896-44270458	0.0622
NM_001137560	chr6(.):44233479-44252182	0.0948
NM_001078175	chr6(.):44186295-44206888	0.3798
NM_004556	chr6(.):44220902-44238525	0.5408
NM_007355	chr6(.):44209848-44226614	0.4678
NM_001402	chr6(.):74220472-74235755	0.7627
NM_002043	chr6(.):89962238-90029967	0.2809
NM_024641	chr6(.):96020412-96062326	0.2785
NM_182907	chr6(.):106541814-106562811	0.8933
NM_001198	chr6(.):106529194-106562814	0.9432
NM_012259	chr6(.):126065731-126087415	0.4273
NM_001145207	chr6(.):135351994-135381036	0.1927
NM_006620	chr6(.):135276516-135381036	0.2623
NR_037435	chr6(.):135295475-135305570	0.0637
NM_006079	chr6(.):139688396-139700785	0.9102
NM_001168389	chr6(.):139688396-139700350	0.9183
NM_001168388	chr6(.):139688396-139700499	0.9077
NR_037463	chr6(.):157945163-157955232	0.0967
NM_001259	chr7(.):92229234-92468231	0.3079
NM_001145306	chr7(.):92229234-92470941	0.3047
NM_004289	chr7(.):26186846-26231756	0.3733
NM_001029835	chr7(.):45062232-45121069	0.2318
NM_001167935	chr7(.):45034786-45121069	0.324
NR_030770	chr7(.):45034344-45121069	0.3396
NM_030796	chr7(.):55533305-55645200	0.6847
NM_012301	chr7(.):77641373-79087890	0.0768
NM_003496	chr7(.):98471112-98615864	0.1351
NM_032549	chr7(.):110298109-111207347	0.107
NR_033766	chr7(.):113721364-114338827	0.1087
NM_001145354	chr7(.):130789854-131186398	0.1883
NM_004717	chr7(.):137069384-137536609	0.1225
NM_001164459	chr7(.):149939300-150005069	0.0972
NM_001164458	chr7(.):149939300-150025758	0.2145
NM_001080495	chr7(.):5341422-5468177	0.1274
NM_138426	chr7(.):8003422-8133709	0.1668
NM_182762	chr7(.):20169278-20262013	0.1991
NR_036554	chr7(.):29720687-29787019	0.175
NM_014800	chr7(.):36888960-37493511	0.1153
NM_003718	chr7(.):39984958-40141733	0.1101
NM_004760	chr7(.):43617691-43671978	0.2298
NM_002541	chr7(.):44641120-44753669	0.354
NM_001003941	chr7(.):44641120-44721195	0.4646
NM_022748	chr7(.):47309751-47584199	0.1795
NM_012395	chr7(.):90333711-90844904	0.1375
NM_145115	chr7(.):99209570-99235030	0.1309
NM_017621	chr7(.):102091666-102110321	0.4065
NM_006989	chr7(.):102215092-102262205	0.4651
NM_182931	chr7(.):104649636-104759532	0.2645
NM_001099660	chr7(.):110726061-110770509	0.1629
NM_001009571	chr7(.):121953477-122531813	0.1235
NM_001098627	chr7(.):128575771-128595088	0.5784
NM_001098630	chr7(.):128572993-128595088	0.6071
NM_032643	chr7(.):128573270-128595088	0.5859
NM_003344	chr7(.):129467994-129597789	0.2821
NR_015431	chr7(.):130623918-130798562	0.2337
NR_024153	chr7(.):130623918-130796789	0.2332
NM_014149	chr7(.):134863589-134901316	0.1856
NM_178563	chr7(.):134666258-134825530	0.1792
NM_194071	chr7(.):137554724-137691846	0.253
NM_018238	chr7(.):141246077-141359209	0.2398
NM_001195278	chr7(.):140769031-141185179	0.2151
NM_173680	chr7(.):150071405-150100719	1.2346
NM_003382	chr7(.):158815865-158942649	0.1338
NM_003751	chr7(.):2389473-2425377	0.2443
NM_018641	chr7(.):2438258-2479216	0.3943
NM_001100603	chr7(.):6495711-6528849	0.1611
NM_001142936	chr7(.):6443746-6492643	0.2142
NR_029597	chr7(.):25984538-25994606	1.1739
NM_031243	chr7(.):26224555-26245413	0.5969
NM_016587	chr7(.):26236323-26257976	0.5403
NM_007276	chr7(.):26236098-26257976	0.5355
NR_036482	chr7(.):29719769-29732859	0.5929
NR_024278	chr7(.):29680537-29729754	0.4552
NR_027347	chr7(.):29719387-29730437	0.7138
NM_018224	chr7(.):43673858-43774083	0.2057
NM_182547	chr7(.):44613761-44626827	0.3137
NR_003697	chr7(.):45017626-45031259	0.3477
NR_002952	chr7(.):45019976-45030109	0.3889
NM_033054	chr7(.):44997259-45023704	0.239
NM_001123065	chr7(.):47689841-47706246	0.1994
NM_001134450	chr7(.):98439110-98472673	0.0758
NR_037403	chr7(.):98474272-98484352	1.0583
NM_024061	chr7(.):99151044-99167328	0.1507
NM_145111	chr7(.):99138922-99154757	0.0732
NM_001195542	chr7(.):99190901-99213455	0.0749
NM_001009958	chr7(.):99151447-99167328	0.1545
NM_020979	chr7(.):101923404-101967178	0.7554
NR_036245	chr7(.):101931368-101941453	0.5777
NM_032831	chr7(.):102068995-102102268	0.9855
NM_024653	chr7(.):102031803-102072129	0.5559
NM_001146210	chr7(.):101981191-102001889	0.1659
NM_006234	chr7(.):102108547-102124381	0.3008
NM_001031618	chr7(.):102186678-102207757	0.1491
NM_001097615	chr7(.):102173365-102218068	0.2629
NM_152892	chr7(.):102100389-102118612	0.2878
NM_001114403	chr7(.):102272471-102288238	0.189
NM_001031618	chr7(.):102285771-102306847	0.1342
NR_027374	chr7(.):104530074-104572092	0.2
NR_024586	chr7(.):104645988-104659588	1.2919
NM_001166346	chr7(.):114557208-114568720	1.1263
NM_199072	chr7(.):114557208-114664970	0.3954
NM_001024613	chr7(.):121936447-121949565	0.3872
NR_036484	chr7(.):121938711-121955131	0.6347
NR_030324	chr7(.):127716912-127727012	0.1454
NM_018396	chr7(.):128111782-128147978	0.41
NM_013332	chr7(.):128090883-128103472	0.2483
NM_199349	chr7(.):128525000-128555773	0.1499
NM_018295	chr7(.):134827765-134855967	0.8134
NR_024185	chr7(.):134845531-134860532	0.8405
NM_005989	chr7(.):137756177-137808050	0.1084
NM_002769	chr7(.):142452318-142465927	0.197
NM_004445	chr7(.):142547791-142573847	0.1125
NM_002770	chr7(.):142474907-142486378	0.149
NR_001296	chr7(.):142473756-142487399	0.1611
NM_003592	chr7(.):148390932-148503202	0.3029
NM_013400	chr7(.):150060878-150076133	2.1936
NM_014374	chr7(.):150063257-150076133	2.5468
NM_001142928	chr7(.):150015295-150040245	0.5071
NM_002889	chr7(.):150030406-150043763	0.1645
NM_138434	chr7(.):150021937-150034811	0.1375
NR_027237	chr7(.):150097839-150114558	1.5551
NM_175571	chr7(.):150142961-150181483	0.1178
NR_034033	chr7(.):150125741-150150228	0.4956
NR_024394	chr7(.):158796044-158823929	0.0878
NM_080838	chr8(.):134198311-134245053	0.3378
NM_003882	chr8(.):134198311-134246571	0.3735
NM_004103	chr8(.):27163998-27321903	0.4343
NM_173176	chr8(.):27178053-27321903	0.4557
NM_172366	chr8(.):28280928-28352784	0.2619
NM_173175	chr8(.):27178080-27321903	0.4558
NM_021623	chr8(.):38753752-38836430	0.3565
NM_001101676	chr8(.):119196694-119639184	0.1024
NM_207506	chr8(.):119385226-119639184	0.1395
NM_001715	chr8(.):11346520-11427108	0.3623
NM_001386	chr8(.):26430420-26520693	0.1963
NM_001197293	chr8(.):26366708-26520693	0.1666
NM_024787	chr8(.):33400272-33429643	0.7072
NR_027638	chr8(.):38849504-38967779	0.0887
NM_005079	chr8(.):80942104-81088836	0.3752
NM_001135733	chr8(.):95933199-95966615	0.3473
NM_024094	chr8(.):120841180-120873170	0.1327
NM_022783	chr8(.):120880899-121068157	0.3783
NM_173685	chr8(.):126099082-126384367	0.2326
NM_003235	chr8(.):133874204-134152143	0.1484
NM_003033	chr8(.):134462090-134589183	0.3644
NM_003970	chr8(.):1988157-2098380	0.4802
NM_005605	chr8(.):22293595-22403637	0.191
NM_171982	chr8(.):27137403-27173834	0.1377
NM_017412	chr8(.):28346772-28426961	0.2067
NR_036250	chr8(.):28357632-28367699	0.0509
NM_057158	chr8(.):29188616-29211322	0.6294
NM_001394	chr8(.):29188619-29213185	0.5872
NR_026765	chr8(.):29573775-29610625	0.2852
NM_025115	chr8(.):33351235-33375656	0.2494
NM_001102401	chr8(.):33351235-33375703	0.249
NM_024025	chr8(.):33443853-33462439	0.1159
NM_001024381	chr8(.):38841326-38859041	0.243
NM_153692	chr8(.):38826667-38851181	0.0804
NM_032237	chr8(.):42943656-42983323	0.2917
NM_002027	chr8(.):42906441-42945932	0.2148
NM_152419	chr8(.):42990591-43062970	0.1089
NM_001040708	chr8(.):80671244-80685098	0.3802
NM_001025252	chr8(.):80942104-80998010	0.1434
NM_003184	chr8(.):120738013-120850074	0.0638
NM_025195	chr8(.):126437562-126455644	0.6528
NM_014957	chr8(.):142133719-142210900	0.2182
NM_201378	chr8(.):144984320-145052697	0.3274
NM_032789	chr8(.):145046319-145065635	0.3374
NM_000445	chr8(.):144984320-145055913	0.3245
NM_201381	chr8(.):144984320-145023905	0.4085
NM_201382	chr8(.):144984320-145023110	0.4115
NM_201383	chr8(.):144984320-145021692	0.4206
NM_201379	chr8(.):144984320-145033088	0.3759
NM_201384	chr8(.):144984320-145018758	0.4454
NR_030383	chr8(.):145014358-145024447	0.5359
NM_201380	chr8(.):144984320-145030044	0.3948
NM_003070	chr9(.):2010341-2198623	0.1389
NM_015158	chr9(.):499702-751103	0.1569
NM_001135920	chr9(.):5624326-5774454	0.1977
NM_020829	chr9(.):5651582-5781556	0.1466
NM_022490	chr9(.):37480944-37508693	0.1379
NM_012383	chr9(.):77698397-77767114	0.205
NM_004560	chr9(.):94479883-94717444	0.1477
NM_006648	chr9(.):95942211-96087854	0.2084
NM_080546	chr9(.):108001928-108158682	0.2359
NM_053016	chr9(.):112537576-112718756	0.1832
NM_001037293	chr9(.):112398067-112718756	0.1306
NM_007203	chr9(.):112537576-112939791	0.2592
NM_001004065	chr9(.):112805877-112939791	0.4385
NM_015404	chr9(.):117159359-117272736	0.2966
NM_001083885	chr9(.):117159359-117270495	0.2993
NM_005047	chr9(.):123573331-123610206	0.1667
NM_014636	chr9(.):129672052-129990445	0.2159
NM_001190729	chr9(.):129672052-129984724	0.2123
NM_001190728	chr9(.):129719503-129984724	0.2242
NM_001190730	chr9(.):129672052-129945810	0.2203
NM_013355	chr9(.):131459801-131488199	0.1611
NM_015033	chr9(.):132644465-132810473	0.3306
NM_198679	chr9(.):134447156-134590229	0.3012
NM_013318	chr9(.):134300476-134380575	0.2222
NM_005312	chr9(.):134447156-134617925	0.3452
NM_001145527	chr9(.):140508443-140683845	0.1658
NM_024757	chr9(.):140508443-140735578	0.1402
NM_139235	chr9(.):33456350-33478941	0.224
NM_004925	chr9(.):33436159-33452590	0.3656
NM_012166	chr9(.):37505888-37581250	0.2272
NM_001127603	chr9(.):77671115-77708133	0.3016
NM_024617	chr9(.):88897647-88974402	0.2036
NM_006705	chr9(.):92214926-92226469	0.1987
NR_033912	chr9(.):93820575-93842414	0.1523
NM_005384	chr9(.):94166326-94191144	0.816
NM_015250	chr9(.):95468644-95532083	0.4139
NR_026868	chr9(.):95566892-95605739	0.1012
NM_032310	chr9(.):95853449-95880565	0.391
NM_145006	chr9(.):95815988-95852415	0.3695
NM_001083603	chr9(.):98200263-98284247	0.3452
NM_001083606	chr9(.):98200263-98274699	0.3724
NM_001083607	chr9(.):98200263-98274481	0.3734
NM_001083605	chr9(.):98200263-98275322	0.3702
NM_000264	chr9(.):98200263-98275831	0.3677
NM_001701	chr9(.):104117698-104152287	0.0825
NM_001127610	chr9(.):104117698-104150801	0.0826
NM_197977	chr9(.):104156162-104177942	0.2008
NM_000035	chr9(.):104177841-104203062	0.5344
NM_019051	chr9(.):104147248-104165919	0.2122
NM_001012993	chr9(.):112956845-112975413	0.1102
NM_001136562	chr9(.):112882780-112939791	0.6029
NM_030767	chr9(.):117091432-117161685	0.4157
NM_005658	chr9(.):123659670-123694173	0.4531
NM_015651	chr9(.):123612930-123644606	0.4473
NM_001190945	chr9(.):123659670-123696451	0.4698
NM_001190947	chr9(.):123659670-123681850	0.4113
NR_024408	chr9(.):123600319-123621651	0.295
NM_005489	chr9(.):130495595-130538621	0.1902
NM_001142532	chr9(.):130495595-130529697	0.1602
NM_001142533	chr9(.):130495595-130522583	0.1765
NM_001142531	chr9(.):130495595-130529719	0.1601
NM_001142534	chr9(.):130495595-130522561	0.1766
NM_170600	chr9(.):130495595-130546048	0.3112
NM_001085347	chr9(.):130488802-130502604	0.2979
NM_001018078	chr9(.):130560507-130581556	0.2408
NM_001261	chr9(.):130543304-130558052	0.473
NM_004957	chr9(.):130560153-130581556	0.2407
NR_036055	chr9(.):130543196-130553286	0.5482
NM_001035254	chr9(.):130697860-130747812	0.3867
NM_003863	chr9(.):130692373-130705763	0.2017
NM_203305	chr9(.):130697860-130717993	0.1664
NM_001135219	chr9(.):130678807-130698076	0.287
NM_173492	chr9(.):130678807-130694770	0.3234
NM_001122821	chr9(.):131440933-131463675	0.4299
NM_052844	chr9(.):131390939-131424129	0.1985
NM_003011	chr9(.):131446508-131463675	0.4722
NM_032799	chr9(.):131478148-131491408	0.1938
NM_203434	chr9(.):131932830-131945540	0.4616
NM_001012715	chr9(.):132078294-132089882	0.2687
NM_016520	chr9(.):132584563-132602572	0.2931
NM_006676	chr9(.):132592695-132649107	0.2284
NM_001008563	chr9(.):132592756-132649107	0.2285
NM_032728	chr9(.):134160080-134189649	0.1152
NM_033387	chr9(.):134128464-134156906	0.6697
NR_003050	chr9(.):134356051-134366137	0.4424
NR_002914	chr9(.):134360872-134370958	0.3478
NM_007171	chr9(.):134373288-134404193	0.3372
NM_001135954	chr9(.):134394182-134411662	0.2239
NM_178536	chr9(.):139841767-139854949	0.1683
NM_153200	chr9(.):139752232-139765738	0.2106
NM_000606	chr9(.):139834697-139846426	0.2846
NM_021138	chr9(.):139775964-139826067	0.4859
