GENE_ID	locusLine	bin_1_MOLP-8.jin.bam
NR_028335	chr17(.):2305274-2323730	0.2251
NM_004217	chr17(.):8103048-8118883	0.448
NM_201520	chr17(.):8186081-8203170	0.3355
NM_025099	chr17(.):8123138-8156413	0.7157
NM_001177802	chr17(.):8186968-8198409	0.3452
NM_012393	chr17(.):8147595-8178809	0.4959
NM_012452	chr17(.):16837397-16880402	0.7171
NM_152343	chr17(.):43326759-43344479	0.1464
NM_005892	chr17(.):43294291-43329683	0.8816
NR_024434	chr17(.):43320302-43350997	0.1872
NR_024435	chr17(.):43334557-43350997	0.1031
NM_001267	chr17(.):48536852-48551227	0.3734
NM_032133	chr17(.):48580744-48613862	0.8972
NM_018346	chr17(.):48551189-48568336	0.3227
NM_017957	chr17(.):48605047-48626111	0.4367
NM_198376	chr17(.):48633448-48709431	0.1292
NM_004758	chr17(.):56373593-56411152	0.3879
NM_003168	chr17(.):56417538-56434563	0.3913
NR_029683	chr17(.):56403592-56413679	1.5978
NM_032134	chr17(.):74265129-74308761	0.2979
NM_182565	chr17(.):74256285-74272379	2.146
NM_003655	chr17(.):77801954-77818213	0.8735
NM_020649	chr17(.):77763175-77775915	0.8029
NM_012418	chr17(.):79490416-79509156	0.1992
NM_025161	chr17(.):79501910-79524429	0.3155
NM_001614	chr17(.):79471998-79484827	1.277
NM_207459	chr17(.):80312122-80326652	0.5178
NM_006137	chr17(.):80267745-80280480	0.1542
NM_018949	chr17(.):80327200-80338370	0.9639
NM_003004	chr17(.):80273899-80296921	0.8691
NM_005215	chr18(.):49861541-51067273	0.0959
NM_022068	chr18(.):10665243-11153761	0.149
NM_001130110	chr18(.):42255137-42462379	0.5337
NM_015559	chr18(.):42255862-42653475	0.3387
NM_001079881	chr19(.):47172572-47225384	0.3303
NM_001079882	chr19(.):47172572-47222577	0.334
NM_052847	chr19(.):2506217-2707746	0.2736
NM_014975	chr19(.):12944258-12990766	0.1148
NM_052876	chr19(.):13224108-13256959	0.2881
NM_021235	chr19(.):16467407-16587762	0.4504
NM_004924	chr19(.):39133326-39226170	0.3988
NM_001398	chr19(.):39301061-39327497	0.2045
NM_007040	chr19(.):41765119-41818811	0.5516
NM_144732	chr19(.):41763390-41818811	0.5379
NM_015168	chr19(.):47562446-47622009	0.4117
NM_001145713	chr19(.):47629079-47718893	0.1919
NR_027280	chr19(.):47629114-47718893	0.1919
NM_213568	chr19(.):2729523-2745074	0.1538
NM_145173	chr19(.):2709564-2726390	0.1279
NM_001080997	chr19(.):12931296-12946207	0.0833
NM_013312	chr19(.):12868816-12891434	0.27
NM_181738	chr19(.):12906426-12917694	0.5614
NM_017682	chr19(.):12858406-12874271	0.1546
NM_002229	chr19(.):12897309-12909125	1.3473
NM_031429	chr19(.):12931295-12951230	0.1015
NM_006397	chr19(.):12912427-12929462	0.3355
NM_017722	chr19(.):13210713-13232463	0.353
NM_001136035	chr19(.):13210713-13232563	0.3529
NM_005583	chr19(.):13204843-13218974	0.1726
NM_003765	chr19(.):13250223-13265987	1.298
NM_004907	chr19(.):13256281-13270718	1.4059
NM_005370	chr19(.):16217489-16249445	0.5151
NM_001145160	chr19(.):16173316-16218813	0.6407
NR_024335	chr19(.):16139522-16157918	0.1069
NR_024336	chr19(.):16140288-16157918	0.1081
NM_003290	chr19(.):16182134-16218813	0.7541
NM_016270	chr19(.):16430650-16443339	1.2474
NM_006149	chr19(.):39287310-39308740	0.1208
NM_012237	chr19(.):39364194-39395463	0.2728
NM_001005335	chr19(.):39322027-39347979	0.7871
NM_001001716	chr19(.):39385614-39404534	0.2826
NM_001533	chr19(.):39322027-39345617	0.7125
NM_001193286	chr19(.):39364194-39395502	0.2727
NR_034146	chr19(.):39364194-39389795	0.2074
NM_001195833	chr19(.):39353471-39373919	0.2978
NM_003407	chr19(.):39892486-39905045	2.3923
NM_003169	chr19(.):39931287-39972308	0.3397
NM_001130825	chr19(.):39931185-39972308	0.3411
NM_019088	chr19(.):39871269-39886679	0.5361
NM_017592	chr19(.):39876962-39896203	1.5723
NM_001020	chr19(.):39918846-39931618	0.5696
NM_022835	chr19(.):39898749-39924055	0.4197
NM_001699	chr19(.):41720107-41772671	0.4065
NM_052848	chr19(.):41811093-41835788	0.2956
NM_001114171	chr19(.):45966252-45983437	0.6383
NM_206901	chr19(.):45983549-46001474	0.2101
NM_012099	chr19(.):45904466-45919024	0.4049
NM_001983	chr19(.):45905590-45932177	0.4557
NM_005619	chr19(.):45983549-46005311	0.1996
NM_202001	chr19(.):45911691-45931820	0.3315
NM_206900	chr19(.):45983549-46005313	0.1996
NM_001080401	chr19(.):45996730-46010764	0.307
NM_006663	chr19(.):45877891-45913312	0.2567
NM_001142502	chr19(.):45877891-45914607	0.2497
NM_013403	chr19(.):47217767-47254720	0.4479
NM_001039885	chr19(.):47244302-47266832	0.2331
NR_036157	chr19(.):47207549-47217602	0.398
NR_024217	chr19(.):48427074-48437194	3.1796
NR_024224	chr19(.):48422035-48432156	3.2114
NR_024216	chr19(.):48443178-48453300	3.3755
NM_003167	chr19(.):48368722-48394654	0.2322
NR_024217	chr19(.):48453938-48464058	3.4423
NR_024219	chr19(.):48411307-48421427	3.5284
NR_024218	chr19(.):48437797-48447917	2.698
NR_024216	chr19(.):48405934-48416056	3.2376
NR_004436	chr19(.):48416685-48426807	2.3507
NR_004436	chr19(.):48432437-48442559	2.3955
NR_024221	chr19(.):48448552-48458671	4.3417
NM_001128326	chr19(.):48466302-48500427	0.0664
NM_022142	chr19(.):48492907-48533410	0.0716
NM_004228	chr19(.):48967464-48990571	0.297
NM_031485	chr19(.):48944029-48962164	0.8927
NM_000836	chr19(.):48893131-48953188	0.5266
NM_013348	chr19(.):48953765-48974367	0.3226
NM_170720	chr19(.):48959505-48974367	0.3256
NR_024224	chr19(.):50605270-50615391	2.1686
NR_024224	chr19(.):50610624-50620745	2.2559
NR_024224	chr19(.):50615976-50626097	2.2856
NR_024243	chr19(.):50638458-50648577	1.6554
NR_024224	chr19(.):50621330-50631451	2.0873
NR_024224	chr19(.):50626658-50636779	1.9029
NR_024224	chr19(.):50590745-50600866	1.2613
NR_024224	chr19(.):50596082-50606203	2.0961
NR_024224	chr19(.):50599147-50609268	2.1262
NR_024224	chr19(.):50602211-50612332	2.0368
NR_024230	chr19(.):50637374-50647494	2.1299
NM_152358	chr19(.):50650804-50671538	0.1092
NR_024231	chr19(.):50632001-50642121	2.8682
NM_183048	chr20(.):45833380-45990474	0.3198
NM_199170	chr20(.):56218451-56290625	0.4123
NM_020182	chr20(.):56218451-56290031	0.4126
NM_199171	chr20(.):56218451-56291541	0.4079
NM_004358	chr20(.):3771400-3791761	0.5219
NM_018347	chr20(.):3796202-3810954	0.6772
NM_153640	chr20(.):3865462-3909502	0.2544
NM_153638	chr20(.):3864741-3909502	0.2503
NM_024960	chr20(.):3864485-3909502	0.2513
NM_020746	chr20(.):3822448-3861762	0.4595
NM_001008901	chr20(.):42349800-42360642	0.1673
NR_024594	chr20(.):45942245-45954498	0.169
NM_000394	chr21(.):44584140-44597913	1.0311
NM_004327	chr22(.):23517551-23665224	0.2454
NM_014433	chr22(.):23396592-23489241	0.3658
NM_001178126	chr22(.):23224959-23243013	1.4577
NM_004914	chr22(.):23482512-23511531	0.6335
NM_001024938	chr22(.):24194058-24232725	0.2278
NM_002415	chr22(.):24231564-24242409	0.8559
NM_001024939	chr22(.):24195040-24232725	0.2307
NM_001002862	chr22(.):24171689-24186199	0.7571
NM_173510	chr22(.):29163661-29190283	0.6043
NM_001079539	chr22(.):29185547-29201560	1.7842
NM_018280	chr22(.):46441338-46455024	1.0584
NR_027036	chr22(.):46430786-46445748	0.366
NR_027034	chr22(.):46444725-46459402	1.0163
NR_027033	chr22(.):46476876-46514808	0.1881
NR_029479	chr22(.):46504565-46514648	0.2335
NR_029478	chr22(.):46503628-46513702	0.2374
NR_037413	chr22(.):46481923-46492006	0.1939
