REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
4_MACS_peak_8916_lociStitched	chr15	40834351	40862653	4	17041	53346.4398	5663.2302	161	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	1.3349	161	1
4_MACS_peak_11988_lociStitched	chr17	72733610	72757408	4	18002	44890.1674	4628.711	162	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	1.0388	162	1
2_MACS_peak_8796_lociStitched	chr15	31546648	31560846	2	10026	77120.6964	3088.065	163			KLF13	KLF13	1.5294	163	1
3_MACS_peak_1759_lociStitched	chr1	155937914	155954251	3	15528	58667.8007	4283.5614	164	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	2.2076000000000002	164	1
3_MACS_peak_10013_lociStitched	chr16	12052554	12071601	3	12660	69334.8894	3599.883	165	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	4.7654	165	1
6_MACS_peak_15900_lociStitched	chr2	202072914	202101896	6	18873	35630.4708	5660.1846	166	CASP10,CASP8	CASP8	CASP8	CASP8	1.3609	166	1
2_MACS_peak_28478_lociStitched	chr9	94180338	94195996	2	14342	62466.0252	3347.6804	167	NFIL3		NFIL3	NFIL3	2.0073	167	1
2_MACS_peak_4490_lociStitched	chr11	19450527	19465893	2	12970	67521.2772	3418.935	168	NAV2		NAV2	NAV2	0.03589999999999999	168	1
4_MACS_peak_23132_lociStitched	chr5	176717049	176740572	4	16006	54780.3624	4337.6412	170	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	2.7142	170	1
1_MACS_peak_25582_lociStitched	chr7	55569660	55586644	1	16985	47701.2624	3474.9264	171	VOPP1		VOPP1	VOPP1	1.8579	171	1
5_MACS_peak_9008_lociStitched	chr15	45001846	45029353	5	16319	52659.4008	4629.4281	172	B2M,TRIM69	SPG11,PATL2	B2M	B2M	1.3036	172	1
2_MACS_peak_17109_lociStitched	chr20	56047512	56058450	2	10293	73648.8354	2419.4856	173		CTCFL	CTCFL	CTCFL	0.001899999999999999	173	1
4_MACS_peak_8400_lociStitched	chr14	77487747	77508150	4	16248	49962.8664	1930.1238	174	C14orf4		C14orf4	C14orf4	2.1454	174	1
1_MACS_peak_15713_lociStitched	chr2	182168337	182180041	1	11705	69252.568	2470.7144	175			ITGA4	ITGA4	NONE	175	1
3_MACS_peak_3669_lociStitched	chr10	81001246	81020504	3	15712	54093.7962	3660.9458	176	ZMIZ1		PPIF	PPIF	NONE	176	1
2_MACS_peak_21683_lociStitched	chr5	6475552	6487419	2	11463	69828.9881	2494.4434	177	UBE2QL1		UBE2QL1	UBE2QL1	1.4252	177	1
2_MACS_peak_17159_lociStitched	chr20	61273032	61291150	2	13692	62695.5272	2987.6582	178	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	1.4851	178	1
4_MACS_peak_21971_lociStitched	chr5	55272487	55291923	4	17528	41771.8512	3636.4756	179	IL6ST		IL6ST	IL6ST	0.5596	179	1
3_MACS_peak_13461_lociStitched	chr19	35695282	35708233	3	9282	75694.7097	3189.8313	180		FXYD5,LSR,FAM187B	FAM187B	LSR	0.8332	180	1
2_MACS_peak_11274_lociStitched	chr17	29635215	29650970	2	15423	54268.0975	3374.721	181	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	1.7224000000000002	181	1
2_MACS_peak_9149_lociStitched	chr15	56648168	56667006	2	12515	65710.7116	3247.6712	182	TEX9		TEX9	TEX9	0.6458999999999999	182	1
2_MACS_peak_21521_lociStitched	chr4	185200921	185210837	2	9004	74613.9336	2489.9076	183			ENPP6	ENPP6	NONE	183	1
3_MACS_peak_26044_lociStitched	chr7	104576303	104586737	3	9182	74033.4036	2402.9502	184		LOC723809	LOC723809	LOC723809	0.41789999999999994	184	1
4_MACS_peak_5013_lociStitched	chr11	67760499	67781501	4	15015	55327.6688	4257.1054	185	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	1.5528	185	1
4_MACS_peak_14449_lociStitched	chr2	47193751	47215125	4	14456	57237.4346	3699.8394	186	TTC7A	MCFD2	MCFD2	MCFD2	0.4153	186	1
2_MACS_peak_15152_lociStitched	chr2	112455819	112465782	2	9444	72749.826	2634.2172	187			ANAPC1	ANAPC1	NONE	187	1
2_MACS_peak_29494_lociStitched	chrX	48790298	48805920	2	13532	59174.5738	2079.2882	188	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	2.479	188	1
3_MACS_peak_1756_lociStitched	chr1	155900416	155922430	3	17036	42993.342	5917.3632	189	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	2.2076000000000002	189	1
2_MACS_peak_9611_lociStitched	chr15	89163847	89184456	2	15560	51475.0993	4515.4319	190	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	1.3305	190	1
4_MACS_peak_320_lociStitched	chr1	24512344	24533749	4	13429	61562.9205	4364.4795	191	LOC284632,IL28RA	IL22RA1	LOC284632	LOC284632	0.4787	191	1
4_MACS_peak_12909_lociStitched	chr19	2254572	2274242	4	14595	56989.891	5074.86	192	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.6472	192	1
3_MACS_peak_6425_lociStitched	chr12	57093663	57120252	3	17204	40064.3052	4727.5242	193	NACA	HSD17B6,PTGES3,PRIM1	NACA	PTGES3	1.4624	193	1
2_MACS_peak_1866_lociStitched	chr1	161144163	161157860	2	11098	69126.0196	4083.0757	194	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	B4GALT3	2.157	194	1
1_MACS_peak_11580_lociStitched	chr17	43298143	43308769	1	10627	68607.8316	2290.9656	195	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.0356	195	1
3_MACS_peak_4041_lociStitched	chr10	112611866	112633043	3	15699	49331.8215	3871.1556	196	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	1.8212	196	1
5_MACS_peak_23584_lociStitched	chr6	27094322	27123511	5	14849	54974.5626	5134.3451	197	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.8726	197	1
2_MACS_peak_5456_lociStitched	chr11	115090772	115102424	2	9538	71272.9536	2692.7772	198	CADM1		CADM1	CADM1	0.3404	198	1
1_MACS_peak_11876_lociStitched	chr17	62195384	62210432	1	15049	51282.0792	3059.2584	199	ERN1	SNORD104,SNORA76	ERN1	ERN1	1.7861	199	1
3_MACS_peak_5058_lociStitched	chr11	71413715	71426934	3	11492	65722.2242	3344.407	200			FAM86C	FAM86C	NONE	200	1
3_MACS_peak_4977_lociStitched	chr11	67034019	67057860	3	13621	57919.3254	3573.7659	201	ADRBK1,ANKRD13D	SSH3,LOC100130987	ANKRD13D	ANKRD13D	1.0473000000000001	201	1
1_MACS_peak_16896_lociStitched	chr20	43270348	43282283	1	11936	62927.2875	2505.1565	202	ADA	LOC79015	ADA	ADA	1.4181	202	1
4_MACS_peak_16900_lociStitched	chr20	43583375	43609470	4	15903	46762.24	5451.2455	203	STK4,TOMM34	PABPC1L	STK4	STK4	0.5445	203	1
5_MACS_peak_25422_lociStitched	chr7	38383766	38408460	5	17597	32238.017	5479.5986	204			TARP	TARP	NONE	204	1
1_MACS_peak_12078_lociStitched	chr17	75078776	75093084	1	14309	53561.998	3329.4716	205	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	3.4008000000000003	205	1
3_MACS_peak_19875_lociStitched	chr3	177062632	177079917	3	10663	68153.0265	4341.992	206			TBL1XR1	TBL1XR1	0.4643999999999999	206	1
1_MACS_peak_5947_lociStitched	chr12	15101053	15116363	1	15311	47803.944	3388.103	207	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	1.5054	207	1
3_MACS_peak_18476_lociStitched	chr3	30682685	30703662	3	16746	38232.6802	3981.4346	208	TGFBR2		TGFBR2	TGFBR2	0.3821	208	1
4_MACS_peak_21804_lociStitched	chr5	32275898	32297084	4	16942	35906.0328	4237.2	209	MTMR12		MTMR12	MTMR12	0.367	209	1
5_MACS_peak_28981_lociStitched	chr9	134126990	134152396	5	15063	49640.7834	4522.268	210	FAM78A	PPAPDC3	FAM78A	FAM78A	1.3826	210	1
1_MACS_peak_5756_lociStitched	chr12	4377742	4390544	1	12803	58402.724	2664.0962	211	CCND2	C12orf5	CCND2	CCND2	1.3826	211	1
1_MACS_peak_23362_lociStitched	chr6	11827794	11836769	1	8976	69791.395	2372.0925	212		C6orf105	C6orf105	C6orf105	0.28809999999999997	212	1
1_MACS_peak_26050_lociStitched	chr7	104650868	104658768	1	7901	71370.97	1963.94	213	MLL5,LOC100216545		MLL5	MLL5	0.6182	213	1
4_MACS_peak_18014_lociStitched	chr22	39909921	39929600	4	14486	51063.0692	4051.9061	214	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	2.1907	214	1
4_MACS_peak_23697_lociStitched	chr6	31783101	31805824	4	16617	36679.4666	4358.2714	215	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	HSPA1B	1.7293	215	1
4_MACS_peak_22876_lociStitched	chr5	150512961	150537888	4	16481	38021.1531	4604.0169	216	ANXA6		ANXA6	ANXA6	0.5048	216	1
2_MACS_peak_20758_lociStitched	chr4	77608445	77624866	2	15768	41796.3713	3550.2202	217	SHROOM3		ANKRD56	ANKRD56	NONE	217	1
2_MACS_peak_3288_lociStitched	chr10	43890308	43906015	2	12953	56099.1212	2857.1033	218	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.8199000000000001	218	1
1_MACS_peak_11402_lociStitched	chr17	36856065	36863692	1	7628	70348.3972	1598.6192	219	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.9789999999999999	219	1
1_MACS_peak_9652_lociStitched	chr15	90637400	90646519	1	9120	68003.1187	2564.2628	220	IDH2		IDH2	IDH2	2.3523	220	1
2_MACS_peak_19866_lociStitched	chr3	176908465	176921066	2	11779	60980.0193	3457.7144	221	TBL1XR1		TBL1XR1	TBL1XR1	0.4643999999999999	221	1
1_MACS_peak_390_lociStitched	chr1	27018318	27030805	1	12488	57462.6766	2765.8705	222	ARID1A		ARID1A	ARID1A	0.7646000000000001	222	1
2_MACS_peak_17772_lociStitched	chr22	29206905	29221456	2	11601	60111.6361	3153.2017	223		CCDC117,XBP1	XBP1	XBP1	5.4522	223	1
3_MACS_peak_10153_lociStitched	chr16	23343528	23362863	3	10605	63869.3055	3851.532	224	SCNN1B		SCNN1B	SCNN1B	0.8634	224	1
2_MACS_peak_23210_lociStitched	chr6	389106	404016	2	14873	44507.841	3318.966	225	IRF4		IRF4	IRF4	1.4129	225	1
3_MACS_peak_26930_lociStitched	chr8	33410043	33425478	3	11083	60887.988	2642.472	226	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.9873	226	1
3_MACS_peak_9249_lociStitched	chr15	65169409	65189520	3	10521	63444.1717	3648.1354	227		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.13090000000000002	227	1
2_MACS_peak_28909_lociStitched	chr9	130828732	130845784	2	14942	43828.7556	3435.978	228	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.8965000000000001	228	1
2_MACS_peak_3946_lociStitched	chr10	104531306	104543346	2	11308	60109.7	2919.7	229	C10orf26		C10orf26	C10orf26	1.0156999999999998	229	1
2_MACS_peak_14709_lociStitched	chr2	70310065	70323258	2	9013	66549.4499	2845.7301	230	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	5.2354	230	1
2_MACS_peak_1049_lociStitched	chr1	75596079	75612377	2	15650	37390.8716	2397.4358	231	LHX8		LHX8	LHX8	0.8065	231	1
5_MACS_peak_22267_lociStitched	chr5	87954416	87976686	5	11049	61921.735	4220.165	232	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.3806	232	1
5_MACS_peak_24902_lociStitched	chr6	157976490	158007213	5	15188	40668.0351	2783.5038	233	ZDHHC14	MIR3692	MIR3692	NONE	NONE	233	1
1_MACS_peak_3444_lociStitched	chr10	63802966	63814767	1	11802	57206.5276	2423.9254	234	ARID5B		ARID5B	ARID5B	0.5198	234	1
4_MACS_peak_5206_lociStitched	chr11	82764843	82790116	4	13413	52871.116	4940.8715	235	RAB30	SNORA70E	RAB30	RAB30	0.7733000000000001	235	1
2_MACS_peak_18662_lociStitched	chr3	46245542	46257154	2	9639	64558.0752	3026.0872	236	CCR1	CCR3	CCR1	CCR1	2.9455	236	1
2_MACS_peak_6692_lociStitched	chr12	89737990	89749594	2	10998	60237.5244	2885.9148	237	DUSP6		DUSP6	DUSP6	3.9539	237	1
4_MACS_peak_29181_lociStitched	chrX	10064991	10091072	4	14632	43325.7572	2469.8707	238	WWC3	CLCN4	CLCN4	NONE	NONE	238	1
2_MACS_peak_17105_lociStitched	chr20	55957784	55975516	2	14024	47459.698	3120.832	239	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	1.4444000000000001	239	1
2_MACS_peak_23937_lociStitched	chr6	45386541	45402613	2	11824	57116.6736	2875.2808	240	RUNX2	SUPT3H	RUNX2	RUNX2	0.22820000000000001	240	1
5_MACS_peak_11586_lociStitched	chr17	43504836	43531669	5	15718	37077.8394	4317.4297	241	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.7702	241	1
1_MACS_peak_294_lociStitched	chr1	23849572	23858918	1	9347	63925.7054	2155.1876	242	E2F2	ASAP3,ID3	E2F2	E2F2	1.7776	242	1
5_MACS_peak_10241_lociStitched	chr16	29815280	29837079	5	14836	42582.1666	3662.232	243	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	1.0984	243	1
2_MACS_peak_17698_lociStitched	chr22	23477644	23488872	2	10348	61612.5272	2755.3512	244	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.5932000000000001	244	1
4_MACS_peak_1462_lociStitched	chr1	143442389	143469171	4	14125	53604.173	10461.0492	245			LOC100130000	LOC100130000	NONE	245	1
3_MACS_peak_16875_lociStitched	chr20	42567942	42585478	3	13588	49141.1328	3426.5344	246	TOX2		TOX2	TOX2	0.7653	246	1
3_MACS_peak_23600_lociStitched	chr6	27790881	27808105	3	10524	60707.7104	2903.9664	247	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	3.3653	247	1
4_MACS_peak_9125_lociStitched	chr15	52950405	52977250	4	14867	42224.5005	4426.7405	248	KIAA1370		KIAA1370	KIAA1370	0.3086	248	1
4_MACS_peak_3685_lociStitched	chr10	81946378	81966276	4	14127	45681.8284	3619.4462	249	ANXA11		ANXA11	ANXA11	0.6896	249	1
4_MACS_peak_4805_lociStitched	chr11	62308024	62328689	4	14144	45946.561	4157.798	250	AHNAK,EEF1G	TUT1,MTA2	AHNAK	MTA2	1.009	250	1
5_MACS_peak_15945_lociStitched	chr2	204548248	204574029	5	13881	48078.9869	4911.2805	251	CD28		CD28	CD28	1.0736	251	1
5_MACS_peak_29929_lociStitched	chrX	128902180	128921340	5	14816	39099.812	2134.424	252	XPNPEP2,SASH3		SASH3	SASH3	0.8945	252	1
6_MACS_peak_566_lociStitched	chr1	36838567	36867794	6	13769	47669.237	4676.32	253	STK40,LSM10	FAM176B,OSCP1	STK40	STK40	0.6327	253	1
3_MACS_peak_14442_lociStitched	chr2	46788339	46804751	3	14611	40900.3452	3059.1968	254	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.8473	254	1
2_MACS_peak_16715_lociStitched	chr20	32461806	32473742	2	8611	64559.4368	2640.2432	255			CHMP4B	CHMP4B	1.6648999999999998	255	1
3_MACS_peak_4029_lociStitched	chr10	112256046	112273321	3	11975	55169.44	3905.8775	256	DUSP5		DUSP5	DUSP5	2.168	256	1
2_MACS_peak_21813_lociStitched	chr5	32530318	32543943	2	12532	51580.1625	3024.75	257		SUB1	SUB1	SUB1	1.7136	257	1
1_MACS_peak_4734_lociStitched	chr11	58339861	58348075	1	8215	64126.698	1826.7936	258	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	1.1247	258	1
1_MACS_peak_17959_lociStitched	chr22	38700498	38714936	1	14439	39742.0388	2744.6638	260	CSNK1E	TMEM184B	CSNK1E	CSNK1E	1.0127000000000002	260	1
2_MACS_peak_17751_lociStitched	chr22	26974839	26992241	2	12861	49052.7576	3128.8796	261	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.5379	261	1
4_MACS_peak_6419_lociStitched	chr12	57021762	57040953	4	14437	40414.3269	4020.5145	262	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	1.4624	262	1
3_MACS_peak_11969_lociStitched	chr17	70582371	70601681	3	13510	45617.944	3574.281	263	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.2123	263	1
1_MACS_peak_11428_lociStitched	chr17	37924829	37938280	1	13452	44807.9712	2887.9297	265	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.27390000000000003	265	1
6_MACS_peak_4162_lociStitched	chr10	126407093	126438400	6	15212	33899.2196	4351.673	266	FAM53B	METTL10	FAM53B	FAM53B	0.3083	266	1
1_MACS_peak_24407_lociStitched	chr6	108985725	108999007	1	13283	44921.0522	2324.35	267	FOXO3		NCRNA00222	NCRNA00222	NONE	267	1
1_MACS_peak_22701_lociStitched	chr5	138719922	138730560	1	10639	56328.21	2494.611	269	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	4.3705	269	1
3_MACS_peak_17236_lociStitched	chr21	19152043	19168974	3	14271	39967.3186	3435.2999	270	C21orf91		C21orf91	C21orf91	0.8421	270	1
2_MACS_peak_16293_lociStitched	chr2	238600011	238613503	2	13370	43384.8752	1444.9932	271	LRRFIP1		LRRFIP1	LRRFIP1	0.2847	271	1
4_MACS_peak_12062_lociStitched	chr17	74476170	74498266	4	12555	49936.96	3857.9616	272	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.1314000000000002	272	1
3_MACS_peak_14171_lociStitched	chr2	25624072	25645807	3	10915	56908.7505	4149.2115	273	DTNB		DNMT3A	DNMT3A	NONE	273	1
2_MACS_peak_625_lociStitched	chr1	40029498	40047928	2	14465	38269.895	3300.813	274	PABPC4,SNORA55	PPIEL	PABPC4	PABPC4	1.3649	274	1
4_MACS_peak_14914_lociStitched	chr2	89043107	89066593	4	10141	59417.2314	4382.4876	275	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.010700000000000015	275	1
4_MACS_peak_26859_lociStitched	chr8	27930167	27951665	4	14058	41265.411	4162.0128	276	ELP3,C8orf80		C8orf80	C8orf80	0.693	276	1
2_MACS_peak_4027_lociStitched	chr10	112216320	112226016	2	8787	60993.6576	2248.5024	277		DUSP5	DUSP5	DUSP5	2.168	277	1
2_MACS_peak_23561_lociStitched	chr6	26355453	26367611	2	10746	55417.3798	2600.5962	278	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.6188	278	1
1_MACS_peak_21268_lociStitched	chr4	144272381	144282627	1	10247	56575.3382	2129.1188	279	GAB1		GAB1	GAB1	0.6038999999999999	279	1
1_MACS_peak_3217_lociStitched	chr10	30989190	30996931	1	7742	62844.5344	1866.3551	280			LYZL2	LYZL2	NONE	280	1
3_MACS_peak_23301_lociStitched	chr6	7134866	7148065	3	12007	50016.2906	2654.3189	281	RREB1		RREB1	RREB1	0.39890000000000003	281	1
3_MACS_peak_2080_lociStitched	chr1	179048936	179061407	3	9852	58109.8716	3173.8695	282	TOR3A		TOR3A	TOR3A	2.2579	282	1
4_MACS_peak_8731_lociStitched	chr15	23660181	23682759	4	12906	46036.542	3569.5818	283			MKRN3	MKRN3	NONE	283	1
4_MACS_peak_12866_lociStitched	chr19	1258121	1277461	4	10957	56018.31	5020.664	284	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	2.2685	284	1
5_MACS_peak_12918_lociStitched	chr19	2445732	2480285	5	14846	36056.0555	7055.7226	285	GADD45B,LMNB2	TIMM13	LMNB2	TIMM13	1.142	285	1
1_MACS_peak_17732_lociStitched	chr22	24822652	24832535	1	9884	56029.6919	2048.7459	287	ADORA2A,C22orf45		ADORA2A	ADORA2A	2.1917999999999997	287	1
5_MACS_peak_19636_lociStitched	chr3	151985347	152002019	5	14772	31141.6288	2874.2528	288	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.103	288	1
3_MACS_peak_14370_lociStitched	chr2	42323549	42334583	3	10030	55342.1304	2394.378	290		PKDCC	PKDCC	NONE	NONE	290	1
1_MACS_peak_9515_lociStitched	chr15	81584942	81596519	1	11578	50036.9517	2977.6044	291	IL16	STARD5	IL16	STARD5	0.6361	291	1
2_MACS_peak_5613_lociStitched	chr11	126056805	126069189	2	7839	61538.5728	2658.8448	292		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.5922	292	1
6_MACS_peak_13095_lociStitched	chr19	10513300	10539650	6	13870	39290.485	4569.09	293	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.22399999999999998	293	1
4_MACS_peak_23533_lociStitched	chr6	26017414	26034967	4	12127	47528.2581	3020.8713	294	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H2BB	2.0281000000000002	294	1
2_MACS_peak_25528_lociStitched	chr7	47512618	47524635	2	11561	49821.2803	2900.9038	295	TNS3		TNS3	TNS3	0.21250000000000002	295	1
3_MACS_peak_6548_lociStitched	chr12	68752121	68770340	3	9645	57459.0822	3663.8409	296		MDM1	MDM1	NONE	NONE	296	1
1_MACS_peak_6764_lociStitched	chr12	94596033	94603706	1	7674	60668.8764	1777.8341	297	PLXNC1		PLXNC1	PLXNC1	0.7855	297	1
3_MACS_peak_5802_lociStitched	chr12	7022757	7038396	3	14271	34055.4864	3032.4021	298	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	PTPN6	3.7449	298	1
2_MACS_peak_1697_lociStitched	chr1	154296720	154308021	2	8080	60829.8927	3002.6757	299	AQP10,ATP8B2		ATP8B2	ATP8B2	2.5785	299	1
3_MACS_peak_22497_lociStitched	chr5	118657884	118678715	3	13970	36833.3742	3855.8181	300	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.2882	300	1
4_MACS_peak_10995_lociStitched	chr17	7736917	7762346	4	12951	43613.2779	4172.8989	301	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	1.5288	301	1
1_MACS_peak_1510_lociStitched	chr1	145448718	145457936	1	9219	57825.4358	3218.0038	302	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	1.8564	302	1
3_MACS_peak_10973_lociStitched	chr17	7136621	7156728	3	12445	45689.1361	3583.0674	303	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	1.6367999999999998	303	1
4_MACS_peak_5780_lociStitched	chr12	6551980	6572472	4	10310	54666.5084	3793.0692	305	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	2.274	305	1
2_MACS_peak_10931_lociStitched	chr17	4842159	4854549	2	11949	46436.481	2394.987	307	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.8825	307	1
6_MACS_peak_17068_lociStitched	chr20	52531412	52566853	6	14161	36433.348	5794.6035	308	BCAS1	SUMO1P1	SUMO1P1	SUMO1P1	0.6765	308	1
6_MACS_peak_8897_lociStitched	chr15	40329772	40358312	6	13856	37989.594	5277.046	309	SRP14	BMF	SRP14	BMF	2.6753	309	1
3_MACS_peak_13264_lociStitched	chr19	16545013	16561904	3	11182	49977.0908	3035.3127	311	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.6555	311	1
2_MACS_peak_1792_lociStitched	chr1	156709166	156722713	2	13469	38552.0526	3714.5874	312	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	MRPL24	1.0768	312	1
2_MACS_peak_26154_lociStitched	chr7	114561740	114574061	2	10532	52802.8776	3515.1813	313	MDFIC		MDFIC	MDFIC	1.3933	313	1
4_MACS_peak_13203_lociStitched	chr19	13944535	13959265	4	10876	50305.896	2392.152	314	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.9228	314	1
2_MACS_peak_7189_lociStitched	chr12	125397862	125413026	2	10704	50385.4228	2044.1072	316	UBC	SCARB1	UBC	UBC	2.5894	316	1
1_MACS_peak_22836_lociStitched	chr5	148204738	148215940	1	11203	48566.271	2433.0744	317	ADRB2		ADRB2	ADRB2	2.5649	317	1
2_MACS_peak_16731_lociStitched	chr20	32988818	33005799	2	12977	40177.046	3044.6933	318	ITCH	MIR644	ITCH	ITCH	0.3215	318	1
5_MACS_peak_3963_lociStitched	chr10	105249696	105268240	5	12862	41295.6336	3827.4816	319	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	1.6855	319	1
4_MACS_peak_19124_lociStitched	chr3	101487694	101513251	4	12796	42324.9477	4505.6991	320	FAM55C	CEP97,NFKBIZ	FAM55C	FAM55C	0.7399	320	1
2_MACS_peak_24115_lociStitched	chr6	74220345	74234523	2	11923	45511.38	3070.9548	321	EEF1A1	MTO1	EEF1A1	EEF1A1	2.7734	321	1
3_MACS_peak_30096_lociStitched	chrX	153232565	153252602	3	12603	40633.0323	1837.3929	323	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.6173	323	1
5_MACS_peak_8691_lociStitched	chr15	20969789	20995792	5	14241	30974.7736	3809.4395	324		BCL8	BCL8	NONE	NONE	324	1
3_MACS_peak_1617_lociStitched	chr1	150582872	150603258	3	11275	50019.0896	5487.9112	325	ENSA	MCL1	ENSA	ENSA	1.1114	325	1
2_MACS_peak_25553_lociStitched	chr7	50343493	50358006	2	13246	36373.9319	2491.8821	326	IKZF1		IKZF1	IKZF1	0.2318	326	1
1_MACS_peak_6857_lociStitched	chr12	102870858	102879425	1	8568	55533.8641	1824.771	327	IGF1		IGF1	IGF1	0.5356	327	1
