REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_11876_lociStitched	chr17	62195384	62210432	1	15049	51282.0792	3059.2584	158	ERN1	SNORD104,SNORA76	ERN1	ERN1	1.7861	158	1
4_MACS_peak_5013_lociStitched	chr11	67760499	67781501	4	15015	55327.6688	4257.1054	159	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	1.5528	159	1
2_MACS_peak_28909_lociStitched	chr9	130828732	130845784	2	14942	43828.7556	3435.978	160	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.8965000000000001	160	1
3_MACS_peak_19429_lociStitched	chr3	129026059	129048540	3	14918	71116.3954	4689.5366	161	C3orf47,H1FX	C3orf37	H1FX	H1FX	4.8123000000000005	161	1
2_MACS_peak_23210_lociStitched	chr6	389106	404016	2	14873	44507.841	3318.966	162	IRF4		IRF4	IRF4	1.4129	162	1
4_MACS_peak_9125_lociStitched	chr15	52950405	52977250	4	14867	42224.5005	4426.7405	163	KIAA1370		KIAA1370	KIAA1370	0.3086	163	1
5_MACS_peak_23584_lociStitched	chr6	27094322	27123511	5	14849	54974.5626	5134.3451	164	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.8726	164	1
5_MACS_peak_12918_lociStitched	chr19	2445732	2480285	5	14846	36056.0555	7055.7226	165	GADD45B,LMNB2	TIMM13	LMNB2	TIMM13	1.142	165	1
5_MACS_peak_10241_lociStitched	chr16	29815280	29837079	5	14836	42582.1666	3662.232	166	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	1.0984	166	1
5_MACS_peak_29929_lociStitched	chrX	128902180	128921340	5	14816	39099.812	2134.424	167	XPNPEP2,SASH3		SASH3	SASH3	0.8945	167	1
5_MACS_peak_19636_lociStitched	chr3	151985347	152002019	5	14772	31141.6288	2874.2528	168	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.103	168	1
1_MACS_peak_14066_lociStitched	chr2	11883543	11898291	1	14749	113502.0828	3453.9816	169	LPIN1		LPIN1	LPIN1	1.2137	169	1
4_MACS_peak_29181_lociStitched	chrX	10064991	10091072	4	14632	43325.7572	2469.8707	170	WWC3	CLCN4	CLCN4	NONE	NONE	170	1
3_MACS_peak_14442_lociStitched	chr2	46788339	46804751	3	14611	40900.3452	3059.1968	171	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.8473	171	1
1_MACS_peak_25793_lociStitched	chr7	78113704	78128307	1	14604	74221.2078	3170.3113	172	MAGI2		RPL13AP17	RPL13AP17	NONE	172	1
5_MACS_peak_6136_lociStitched	chr12	33037616	33060589	5	14597	27981.114	4123.6535	173	PKP2		PKP2	PKP2	0.13790000000000002	173	1
4_MACS_peak_12909_lociStitched	chr19	2254572	2274242	4	14595	56989.891	5074.86	174	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.6472	174	1
4_MACS_peak_23545_lociStitched	chr6	26183521	26207422	4	14500	74551.9992	4624.8435	175	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	3.4703999999999997	175	1
4_MACS_peak_18014_lociStitched	chr22	39909921	39929600	4	14486	51063.0692	4051.9061	176	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	2.1907	176	1
2_MACS_peak_625_lociStitched	chr1	40029498	40047928	2	14465	38269.895	3300.813	177	PABPC4,SNORA55	PPIEL	PABPC4	PABPC4	1.3649	177	1
4_MACS_peak_14449_lociStitched	chr2	47193751	47215125	4	14456	57237.4346	3699.8394	178	TTC7A	MCFD2	MCFD2	MCFD2	0.4153	178	1
2_MACS_peak_2363_lociStitched	chr1	204474544	204492317	2	14447	112682.5973	5474.084	179	MDM4	PIK3C2B	MDM4	MDM4	1.7202	179	1
1_MACS_peak_17959_lociStitched	chr22	38700498	38714936	1	14439	39742.0388	2744.6638	180	CSNK1E	TMEM184B	CSNK1E	CSNK1E	1.0127000000000002	180	1
4_MACS_peak_6419_lociStitched	chr12	57021762	57040953	4	14437	40414.3269	4020.5145	181	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	1.4624	181	1
2_MACS_peak_6025_lociStitched	chr12	26265739	26280345	2	14406	69071.774	3474.7674	182	BHLHE41		BHLHE41	BHLHE41	3.7384999999999997	182	1
4_MACS_peak_25193_lociStitched	chr7	18533967	18561412	4	14360	26078.239	4174.3845	183	HDAC9		HDAC9	NONE	NONE	183	1
2_MACS_peak_28478_lociStitched	chr9	94180338	94195996	2	14342	62466.0252	3347.6804	184	NFIL3		NFIL3	NFIL3	2.0073	184	1
4_MACS_peak_18006_lociStitched	chr22	39822794	39845944	4	14311	67364.185	4125.33	185	TAB1	MGAT3	MGAT3	MGAT3	0.008400000000000019	185	1
1_MACS_peak_12078_lociStitched	chr17	75078776	75093084	1	14309	53561.998	3329.4716	186	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	3.4008000000000003	186	1
6_MACS_peak_15136_lociStitched	chr2	112186057	112213313	6	14295	20523.768	4009.3576	187	LOC541471		LOC541471	LOC541471	0.43699999999999994	187	1
3_MACS_peak_5802_lociStitched	chr12	7022757	7038396	3	14271	34055.4864	3032.4021	188	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	PTPN6	3.7449	188	1
3_MACS_peak_17236_lociStitched	chr21	19152043	19168974	3	14271	39967.3186	3435.2999	189	C21orf91		C21orf91	C21orf91	0.8421	189	1
5_MACS_peak_8691_lociStitched	chr15	20969789	20995792	5	14241	30974.7736	3809.4395	190		BCL8	BCL8	NONE	NONE	190	1
4_MACS_peak_9303_lociStitched	chr15	68478670	68503663	4	14180	28562.0004	3871.4157	191	PIAS1,CALML4,CLN6		CALML4	CALML4	0.972	191	1
6_MACS_peak_17068_lociStitched	chr20	52531412	52566853	6	14161	36433.348	5794.6035	192	BCAS1	SUMO1P1	SUMO1P1	SUMO1P1	0.6765	192	1
4_MACS_peak_4805_lociStitched	chr11	62308024	62328689	4	14144	45946.561	4157.798	193	AHNAK,EEF1G	TUT1,MTA2	AHNAK	MTA2	1.009	193	1
4_MACS_peak_3685_lociStitched	chr10	81946378	81966276	4	14127	45681.8284	3619.4462	194	ANXA11		ANXA11	ANXA11	0.6896	194	1
4_MACS_peak_1462_lociStitched	chr1	143442389	143469171	4	14125	53604.173	10461.0492	195			LOC100130000	LOC100130000	NONE	195	1
4_MACS_peak_26859_lociStitched	chr8	27930167	27951665	4	14058	41265.411	4162.0128	196	ELP3,C8orf80		C8orf80	C8orf80	0.693	196	1
4_MACS_peak_14635_lociStitched	chr2	65157267	65178607	4	14033	78059.586	4805.768	197	LOC400958	SLC1A4	LOC400958	LOC400958	1.2865	197	1
2_MACS_peak_17105_lociStitched	chr20	55957784	55975516	2	14024	47459.698	3120.832	198	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	1.4444000000000001	198	1
3_MACS_peak_22497_lociStitched	chr5	118657884	118678715	3	13970	36833.3742	3855.8181	199	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.2882	199	1
3_MACS_peak_15142_lociStitched	chr2	112220093	112242003	3	13924	29460.186	3499.027	200	LOC541471		LOC541471	LOC541471	0.43699999999999994	200	1
1_MACS_peak_17771_lociStitched	chr22	29185817	29199729	1	13913	90226.276	2957.6912	201	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	5.4522	201	1
5_MACS_peak_15945_lociStitched	chr2	204548248	204574029	5	13881	48078.9869	4911.2805	202	CD28		CD28	CD28	1.0736	202	1
6_MACS_peak_13095_lociStitched	chr19	10513300	10539650	6	13870	39290.485	4569.09	203	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	PDE4A	0.22399999999999998	203	1
6_MACS_peak_8897_lociStitched	chr15	40329772	40358312	6	13856	37989.594	5277.046	204	SRP14	BMF	SRP14	BMF	2.6753	204	1
2_MACS_peak_13183_lociStitched	chr19	13043285	13057905	2	13793	30561.648	2464.932	205	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.5936	205	1
6_MACS_peak_566_lociStitched	chr1	36838567	36867794	6	13769	47669.237	4676.32	206	STK40,LSM10	FAM176B,OSCP1	STK40	STK40	0.6327	206	1
2_MACS_peak_17159_lociStitched	chr20	61273032	61291150	2	13692	62695.5272	2987.6582	207	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	1.4851	207	1
4_MACS_peak_8495_lociStitched	chr14	91781543	91802098	4	13681	27798.582	2026.723	208	CCDC88C		GPR68	GPR68	NONE	208	1
3_MACS_peak_4977_lociStitched	chr11	67034019	67057860	3	13621	57919.3254	3573.7659	209	ADRBK1,ANKRD13D	SSH3,LOC100130987	ANKRD13D	ANKRD13D	1.0473000000000001	209	1
3_MACS_peak_16875_lociStitched	chr20	42567942	42585478	3	13588	49141.1328	3426.5344	210	TOX2		TOX2	TOX2	0.7653	210	1
2_MACS_peak_29494_lociStitched	chrX	48790298	48805920	2	13532	59174.5738	2079.2882	211	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	2.479	211	1
3_MACS_peak_11969_lociStitched	chr17	70582371	70601681	3	13510	45617.944	3574.281	212	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.2123	212	1
2_MACS_peak_1792_lociStitched	chr1	156709166	156722713	2	13469	38552.0526	3714.5874	213	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	MRPL24	1.0768	213	1
1_MACS_peak_11428_lociStitched	chr17	37924829	37938280	1	13452	44807.9712	2887.9297	214	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.27390000000000003	214	1
4_MACS_peak_320_lociStitched	chr1	24512344	24533749	4	13429	61562.9205	4364.4795	215	LOC284632,IL28RA	IL22RA1	LOC284632	LOC284632	0.4787	215	1
4_MACS_peak_5206_lociStitched	chr11	82764843	82790116	4	13413	52871.116	4940.8715	216	RAB30	SNORA70E	RAB30	RAB30	0.7733000000000001	216	1
2_MACS_peak_16293_lociStitched	chr2	238600011	238613503	2	13370	43384.8752	1444.9932	217	LRRFIP1		LRRFIP1	LRRFIP1	0.2847	217	1
4_MACS_peak_19690_lociStitched	chr3	156804504	156824715	4	13353	90977.7954	6275.5155	218	LOC100498859,LOC339894		LOC100498859	LOC100498859	3.9566999999999997	218	1
2_MACS_peak_17712_lociStitched	chr22	24176632	24191901	2	13313	100673.0977	3511.87	219	SMARCB1,DERL3	SLC2A11,MIF	DERL3	DERL3	1.1288	219	1
1_MACS_peak_24407_lociStitched	chr6	108985725	108999007	1	13283	44921.0522	2324.35	220	FOXO3		NCRNA00222	NCRNA00222	NONE	220	1
5_MACS_peak_6220_lociStitched	chr12	46776336	46798794	5	13274	37352.1456	4078.3728	221		SLC38A2	SLC38A2	SLC38A2	0.8672	221	1
2_MACS_peak_25553_lociStitched	chr7	50343493	50358006	2	13246	36373.9319	2491.8821	222	IKZF1		IKZF1	IKZF1	0.2318	222	1
7_MACS_peak_10507_lociStitched	chr16	67184369	67218754	7	13198	30220.9765	5845.45	223	FBXL8,HSF4,NOL3,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,MIR328,LRRC29	NOL3	NOL3	0.3522	223	1
3_MACS_peak_16770_lociStitched	chr20	34673570	34690391	3	13147	29107.0584	3347.379	224		EPB41L1,LOC647979	EPB41L1	LOC647979	0.3571	224	1
3_MACS_peak_12928_lociStitched	chr19	2606906	2629085	3	13137	124373.1783	6303.2718	225	GNG7		GNG7	GNG7	0.7807000000000001	225	1
3_MACS_peak_12302_lociStitched	chr18	9055127	9074456	3	13128	79250.8329	4250.4471	226		NDUFV2	NDUFV2	NDUFV2	3.189	226	1
4_MACS_peak_450_lociStitched	chr1	28827090	28846221	4	13127	29852.0124	3418.7097	227	RCC1,SNHG3	TRNAU1AP	RCC1	TRNAU1AP	0.7775	227	1
3_MACS_peak_20038_lociStitched	chr3	186703181	186720470	3	13033	79908.0291	5207.4468	228	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	1.0233999999999999	228	1
2_MACS_peak_15906_lociStitched	chr2	202115968	202129085	2	13030	75560.4785	2624.7117	229	CASP8		CASP8	CASP8	1.3609	229	1
2_MACS_peak_16731_lociStitched	chr20	32988818	33005799	2	12977	40177.046	3044.6933	230	ITCH	MIR644	ITCH	ITCH	0.3215	230	1
2_MACS_peak_4490_lociStitched	chr11	19450527	19465893	2	12970	67521.2772	3418.935	231	NAV2		NAV2	NAV2	0.03589999999999999	231	1
2_MACS_peak_3288_lociStitched	chr10	43890308	43906015	2	12953	56099.1212	2857.1033	232	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.8199000000000001	232	1
4_MACS_peak_10995_lociStitched	chr17	7736917	7762346	4	12951	43613.2779	4172.8989	233	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	1.5288	233	1
1_MACS_peak_14386_lociStitched	chr2	43444217	43457152	1	12936	79473.9335	3063.008	234	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	5.366	234	1
4_MACS_peak_8731_lociStitched	chr15	23660181	23682759	4	12906	46036.542	3569.5818	235			MKRN3	MKRN3	NONE	235	1
5_MACS_peak_3963_lociStitched	chr10	105249696	105268240	5	12862	41295.6336	3827.4816	236	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	1.6855	236	1
2_MACS_peak_17751_lociStitched	chr22	26974839	26992241	2	12861	49052.7576	3128.8796	237	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.5379	237	1
2_MACS_peak_23690_lociStitched	chr6	31694442	31709206	2	12810	79973.6352	3468.0636	238	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	4.7859	238	1
1_MACS_peak_5756_lociStitched	chr12	4377742	4390544	1	12803	58402.724	2664.0962	239	CCND2	C12orf5	CCND2	CCND2	1.3826	239	1
4_MACS_peak_19124_lociStitched	chr3	101487694	101513251	4	12796	42324.9477	4505.6991	240	FAM55C	CEP97,NFKBIZ	FAM55C	FAM55C	0.7399	240	1
2_MACS_peak_2490_lociStitched	chr1	211743503	211756514	2	12789	24684.4692	3617.058	241	SLC30A1		SLC30A1	SLC30A1	1.5279	241	1
3_MACS_peak_10013_lociStitched	chr16	12052554	12071601	3	12660	69334.8894	3599.883	242	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	4.7654	242	1
3_MACS_peak_14460_lociStitched	chr2	47526767	47550725	3	12607	84339.3474	4468.167	243		EPCAM	EPCAM	NONE	NONE	243	1
3_MACS_peak_30096_lociStitched	chrX	153232565	153252602	3	12603	40633.0323	1837.3929	244	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.6173	244	1
3_MACS_peak_5574_lociStitched	chr11	122925935	122942065	3	12597	38684.579	2629.19	245	HSPA8	LOC341056	HSPA8	HSPA8	2.0265999999999997	245	1
6_MACS_peak_5144_lociStitched	chr11	77146772	77171406	6	12571	27348.6668	4323.267	246	PAK1		PAK1	PAK1	0.12660000000000002	246	1
4_MACS_peak_12062_lociStitched	chr17	74476170	74498266	4	12555	49936.96	3857.9616	247	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.1314000000000002	247	1
4_MACS_peak_4608_lociStitched	chr11	35183170	35205525	4	12551	33876.767	4115.5555	248	CD44		CD44	CD44	0.631	248	1
4_MACS_peak_12112_lociStitched	chr17	76163776	76184062	4	12539	34216.3962	3823.911	249	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	SYNGR2	1.9704000000000002	249	1
1_MACS_peak_2666_lociStitched	chr1	226839962	226852493	1	12532	72340.2099	4051.2723	250	ITPKB		ITPKB	ITPKB	0.7799	250	1
2_MACS_peak_21813_lociStitched	chr5	32530318	32543943	2	12532	51580.1625	3024.75	251		SUB1	SUB1	SUB1	1.7136	251	1
2_MACS_peak_9149_lociStitched	chr15	56648168	56667006	2	12515	65710.7116	3247.6712	252	TEX9		TEX9	TEX9	0.6458999999999999	252	1
3_MACS_peak_14206_lociStitched	chr2	27293416	27310789	3	12511	19452.5481	2970.783	253	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.7455	253	1
1_MACS_peak_390_lociStitched	chr1	27018318	27030805	1	12488	57462.6766	2765.8705	254	ARID1A		ARID1A	ARID1A	0.7646000000000001	254	1
4_MACS_peak_13549_lociStitched	chr19	39920875	39939821	4	12445	24732.1084	3307.9716	255	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	ZFP36	6.2858	255	1
3_MACS_peak_10973_lociStitched	chr17	7136621	7156728	3	12445	45689.1361	3583.0674	256	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	1.6367999999999998	256	1
4_MACS_peak_13761_lociStitched	chr19	48880288	48902304	4	12412	39525.3248	4086.1696	257	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.8254000000000001	257	1
3_MACS_peak_29387_lociStitched	chrX	39953253	39969355	3	12371	29207.4178	1091.7156	258	BCOR		BCOR	BCOR	0.4145	258	1
1_MACS_peak_23526_lociStitched	chr6	25402971	25415289	1	12319	105652.7178	3569.7564	259	LRRC16A		LRRC16A	LRRC16A	0.41669999999999996	259	1
4_MACS_peak_23819_lociStitched	chr6	37121865	37144253	4	12303	39749.894	3758.9452	260	PIM1		PIM1	PIM1	1.1975	260	1
5_MACS_peak_5879_lociStitched	chr12	11901542	11920186	5	12281	33383.9464	3245.9204	261	ETV6		ETV6	ETV6	0.24170000000000003	261	1
5_MACS_peak_1896_lociStitched	chr1	161768713	161786457	5	12251	20435.7648	3710.2704	262	ATF6	DUSP12	ATF6	DUSP12	0.5405	262	1
3_MACS_peak_18414_lociStitched	chr3	20080327	20098737	3	12247	33334.987	3105.767	263	KAT2B	C3orf48	KAT2B	KAT2B	0.20850000000000002	263	1
4_MACS_peak_2977_lociStitched	chr10	7511496	7535745	4	12195	35059.2042	3741.6207	264			SFMBT2	SFMBT2	NONE	264	1
2_MACS_peak_2767_lociStitched	chr1	234733894	234749938	2	12181	114254.1372	4761.8592	265	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	7.097099999999999	265	1
6_MACS_peak_21687_lociStitched	chr5	6708530	6738404	6	12173	34423.8102	4478.1126	266	PAPD7	PAPD7	PAPD7	PAPD7	0.5441	266	1
3_MACS_peak_23924_lociStitched	chr6	44213190	44234219	3	12146	38308.5293	4071.2144	267	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.5139	267	1
4_MACS_peak_23533_lociStitched	chr6	26017414	26034967	4	12127	47528.2581	3020.8713	268	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H2BB	2.0281000000000002	268	1
6_MACS_peak_12897_lociStitched	chr19	2031470	2062876	6	12108	46543.692	6516.745	269	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	4.0935999999999995	269	1
3_MACS_peak_9388_lociStitched	chr15	74906340	74924565	3	12036	35766.5625	3291.435	270	CLK3,EDC3		CLK3	CLK3	1.0178	270	1
5_MACS_peak_18931_lociStitched	chr3	66530669	66552227	5	12030	17906.0748	3384.606	271	LRIG1		LRIG1	LRIG1	0.0787	271	1
6_MACS_peak_10608_lociStitched	chr16	70826845	70850364	6	12011	28072.2784	4351.015	272	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.29500000000000004	272	1
3_MACS_peak_23301_lociStitched	chr6	7134866	7148065	3	12007	50016.2906	2654.3189	273	RREB1		RREB1	RREB1	0.39890000000000003	273	1
3_MACS_peak_4029_lociStitched	chr10	112256046	112273321	3	11975	55169.44	3905.8775	274	DUSP5		DUSP5	DUSP5	2.168	274	1
1_MACS_peak_12426_lociStitched	chr18	22929097	22941056	1	11960	23834.287	1439.8636	275	ZNF521		ZNF521	ZNF521	0.019699999999999995	275	1
2_MACS_peak_16660_lociStitched	chr20	30146939	30162076	2	11957	19077.1611	2848.7834	276	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	PSIMCT-1	0.2916	276	1
2_MACS_peak_10931_lociStitched	chr17	4842159	4854549	2	11949	46436.481	2394.987	277	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.8825	277	1
1_MACS_peak_16896_lociStitched	chr20	43270348	43282283	1	11936	62927.2875	2505.1565	278	ADA	LOC79015	ADA	ADA	1.4181	278	1
4_MACS_peak_6563_lociStitched	chr12	69195329	69215758	4	11928	38247.1738	3421.8575	279	MDM2		MDM2	MDM2	0.7443	279	1
2_MACS_peak_24115_lociStitched	chr6	74220345	74234523	2	11923	45511.38	3070.9548	280	EEF1A1	MTO1	EEF1A1	EEF1A1	2.7734	280	1
5_MACS_peak_4882_lociStitched	chr11	64839224	64865045	5	11919	34687.9314	4095.2106	281	ZFPL1,C11orf2,CDCA5	SNX15,SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	SYVN1	2.0098	281	1
4_MACS_peak_24661_lociStitched	chr6	135323055	135344165	4	11918	40729.634	3713.249	282	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.39360000000000006	282	1
3_MACS_peak_9384_lociStitched	chr15	74827194	74846185	3	11900	40686.3184	3452.5638	283	ARID3B		ARID3B	ARID3B	0.5614	283	1
3_MACS_peak_19795_lociStitched	chr3	169754937	169776509	3	11884	35716.7604	5295.926	284	GPR160		GPR160	GPR160	0.4835	284	1
3_MACS_peak_14373_lociStitched	chr2	42344142	42361021	3	11853	37464.6284	3023.0289	285		EML4	EML4	EML4	0.00839999999999999	285	1
4_MACS_peak_15064_lociStitched	chr2	109220980	109239295	4	11841	31084.218	3296.7	286	LIMS1	LIMS1	LIMS1	LIMS1	0.2902	286	1
1_MACS_peak_7844_lociStitched	chr13	114556363	114568197	1	11835	72931.7586	3023.587	287	GAS6	FLJ44054,GAS6	GAS6	GAS6	1.373	287	1
2_MACS_peak_3941_lociStitched	chr10	104401115	104413275	2	11831	37857.728	1849.536	288	TRIM8		TRIM8	TRIM8	1.629	288	1
2_MACS_peak_23937_lociStitched	chr6	45386541	45402613	2	11824	57116.6736	2875.2808	289	RUNX2	SUPT3H	RUNX2	RUNX2	0.22820000000000001	289	1
5_MACS_peak_18677_lociStitched	chr3	46421588	46438842	5	11808	19643.679	3713.0608	290		CCR2,CCR5,CCRL2	CCRL2	CCR2	1.455	290	1
1_MACS_peak_3444_lociStitched	chr10	63802966	63814767	1	11802	57206.5276	2423.9254	291	ARID5B		ARID5B	ARID5B	0.5198	291	1
2_MACS_peak_19866_lociStitched	chr3	176908465	176921066	2	11779	60980.0193	3457.7144	292	TBL1XR1		TBL1XR1	TBL1XR1	0.4643999999999999	292	1
1_MACS_peak_15713_lociStitched	chr2	182168337	182180041	1	11705	69252.568	2470.7144	293			ITGA4	ITGA4	NONE	293	1
4_MACS_peak_23466_lociStitched	chr6	20197330	20214119	4	11684	28091.3548	2879.3135	294	MBOAT1		MBOAT1	MBOAT1	0.17000000000000004	294	1
3_MACS_peak_20483_lociStitched	chr4	38307085	38322317	3	11664	41970.2528	3203.2896	295			KLF3	KLF3	0.3137	295	1
5_MACS_peak_12881_lociStitched	chr19	1647822	1672608	5	11662	41739.624	4882.842	296	TCF3	UQCR11	TCF3	UQCR11	0.8128	296	1
2_MACS_peak_28744_lociStitched	chr9	117125722	117137721	2	11626	40994.5835	2430.9974	297	AKNA	ORM1,ORM2	AKNA	AKNA	1.2685	297	1
3_MACS_peak_23060_lociStitched	chr5	171601136	171616066	3	11622	39227.082	3096.482	298	STK10	EFCAB9	STK10	STK10	0.21780000000000002	298	1
5_MACS_peak_13012_lociStitched	chr19	6765409	6789506	5	11622	20111.3562	5400.1377	299	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	1.0545	299	1
5_MACS_peak_23356_lociStitched	chr6	11714001	11735857	5	11612	27566.9728	3877.2544	300	C6orf105		C6orf105	C6orf105	0.28809999999999997	300	1
2_MACS_peak_17772_lociStitched	chr22	29206905	29221456	2	11601	60111.6361	3153.2017	301		CCDC117,XBP1	XBP1	XBP1	5.4522	301	1
3_MACS_peak_24941_lociStitched	chr6	160389288	160405279	3	11597	32482.5183	1663.064	302	IGF2R		IGF2R	IGF2R	0.2499	302	1
1_MACS_peak_9515_lociStitched	chr15	81584942	81596519	1	11578	50036.9517	2977.6044	303	IL16	STARD5	IL16	STARD5	0.6361	303	1
5_MACS_peak_18812_lociStitched	chr3	52286341	52313619	5	11575	29716.6532	4489.9588	304	WDR82,MIRLET7G	PPM1M,GLYCTK,DNAH1,TLR9,TWF2,MIR135A1	MIRLET7G	GLYCTK	0.7683	304	1
2_MACS_peak_25528_lociStitched	chr7	47512618	47524635	2	11561	49821.2803	2900.9038	305	TNS3		TNS3	TNS3	0.21250000000000002	305	1
4_MACS_peak_28503_lociStitched	chr9	95514068	95529127	4	11558	24454.3101	2669.9607	306	BICD2	ANKRD19	BICD2	BICD2	0.6026	306	1
5_MACS_peak_4856_lociStitched	chr11	63992797	64015283	5	11514	28912.4988	3676.461	307	NUDT22,DNAJC4,VEGFB,FKBP2,TRPT1,PPP1R14B	STIP1,FERMT3,PLCB3,GPR137,KCNK4,BAD	VEGFB	VEGFB	1.2543	307	1
4_MACS_peak_18376_lociStitched	chr3	15834942	15851816	4	11509	41118.5632	2809.521	308	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1718	308	1
4_MACS_peak_24781_lociStitched	chr6	143162861	143179961	4	11509	31195.53	1882.71	309	HIVEP2		HIVEP2	HIVEP2	0.29159999999999997	309	1
3_MACS_peak_5058_lociStitched	chr11	71413715	71426934	3	11492	65722.2242	3344.407	310			FAM86C	FAM86C	NONE	310	1
