REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_6419_lociStitched	chr12	57021762	57040953	4	14437	40414.3269	4020.5145	181	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	181	1
2_MACS_peak_6025_lociStitched	chr12	26265739	26280345	2	14406	69071.774	3474.7674	182	BHLHE41		BHLHE41	182	1
4_MACS_peak_25193_lociStitched	chr7	18533967	18561412	4	14360	26078.239	4174.3845	183	HDAC9		HDAC9	183	1
2_MACS_peak_28478_lociStitched	chr9	94180338	94195996	2	14342	62466.0252	3347.6804	184	NFIL3		NFIL3	184	1
4_MACS_peak_18006_lociStitched	chr22	39822794	39845944	4	14311	67364.185	4125.33	185	TAB1	MGAT3	MGAT3	185	1
1_MACS_peak_12078_lociStitched	chr17	75078776	75093084	1	14309	53561.998	3329.4716	186	C17orf86,SCARNA16	SEC14L1	SCARNA16	186	1
6_MACS_peak_15136_lociStitched	chr2	112186057	112213313	6	14295	20523.768	4009.3576	187	LOC541471		LOC541471	187	1
3_MACS_peak_5802_lociStitched	chr12	7022757	7038396	3	14271	34055.4864	3032.4021	188	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	188	1
3_MACS_peak_17236_lociStitched	chr21	19152043	19168974	3	14271	39967.3186	3435.2999	189	C21orf91		C21orf91	189	1
5_MACS_peak_8691_lociStitched	chr15	20969789	20995792	5	14241	30974.7736	3809.4395	190		BCL8	BCL8	190	1
4_MACS_peak_9303_lociStitched	chr15	68478670	68503663	4	14180	28562.0004	3871.4157	191	PIAS1,CALML4,CLN6		CALML4	191	1
6_MACS_peak_17068_lociStitched	chr20	52531412	52566853	6	14161	36433.348	5794.6035	192	BCAS1	SUMO1P1	SUMO1P1	192	1
4_MACS_peak_4805_lociStitched	chr11	62308024	62328689	4	14144	45946.561	4157.798	193	AHNAK,EEF1G	TUT1,MTA2	AHNAK	193	1
4_MACS_peak_3685_lociStitched	chr10	81946378	81966276	4	14127	45681.8284	3619.4462	194	ANXA11		ANXA11	194	1
4_MACS_peak_1462_lociStitched	chr1	143442389	143469171	4	14125	53604.173	10461.0492	195			LOC100130000	195	1
4_MACS_peak_26859_lociStitched	chr8	27930167	27951665	4	14058	41265.411	4162.0128	196	ELP3,C8orf80		C8orf80	196	1
4_MACS_peak_14635_lociStitched	chr2	65157267	65178607	4	14033	78059.586	4805.768	197	LOC400958	SLC1A4	LOC400958	197	1
2_MACS_peak_17105_lociStitched	chr20	55957784	55975516	2	14024	47459.698	3120.832	198	RBM38	RAE1,MTRNR2L3	RBM38	198	1
3_MACS_peak_22497_lociStitched	chr5	118657884	118678715	3	13970	36833.3742	3855.8181	199	TNFAIP8	TNFAIP8	TNFAIP8	199	1
3_MACS_peak_15142_lociStitched	chr2	112220093	112242003	3	13924	29460.186	3499.027	200	LOC541471		LOC541471	200	1
1_MACS_peak_17771_lociStitched	chr22	29185817	29199729	1	13913	90226.276	2957.6912	201	XBP1	HSCB,CCDC117,CHEK2	XBP1	201	1
5_MACS_peak_15945_lociStitched	chr2	204548248	204574029	5	13881	48078.9869	4911.2805	202	CD28		CD28	202	1
6_MACS_peak_13095_lociStitched	chr19	10513300	10539650	6	13870	39290.485	4569.09	203	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	203	1
6_MACS_peak_8897_lociStitched	chr15	40329772	40358312	6	13856	37989.594	5277.046	204	SRP14	BMF	SRP14	204	1
2_MACS_peak_13183_lociStitched	chr19	13043285	13057905	2	13793	30561.648	2464.932	205	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	205	1
6_MACS_peak_566_lociStitched	chr1	36838567	36867794	6	13769	47669.237	4676.32	206	STK40,LSM10	FAM176B,OSCP1	STK40	206	1
2_MACS_peak_17159_lociStitched	chr20	61273032	61291150	2	13692	62695.5272	2987.6582	207	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	207	1
4_MACS_peak_8495_lociStitched	chr14	91781543	91802098	4	13681	27798.582	2026.723	208	CCDC88C		GPR68	208	1
3_MACS_peak_4977_lociStitched	chr11	67034019	67057860	3	13621	57919.3254	3573.7659	209	ADRBK1,ANKRD13D	SSH3,LOC100130987	ANKRD13D	209	1
3_MACS_peak_16875_lociStitched	chr20	42567942	42585478	3	13588	49141.1328	3426.5344	210	TOX2		TOX2	210	1
2_MACS_peak_29494_lociStitched	chrX	48790298	48805920	2	13532	59174.5738	2079.2882	211	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	211	1
3_MACS_peak_11969_lociStitched	chr17	70582371	70601681	3	13510	45617.944	3574.281	212	LOC100499467,FLJ26484		LOC100499467	212	1
2_MACS_peak_1792_lociStitched	chr1	156709166	156722713	2	13469	38552.0526	3714.5874	213	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	213	1
1_MACS_peak_11428_lociStitched	chr17	37924829	37938280	1	13452	44807.9712	2887.9297	214	IKZF3	GRB7,C17orf37	GRB7	214	1
4_MACS_peak_320_lociStitched	chr1	24512344	24533749	4	13429	61562.9205	4364.4795	215	LOC284632,IL28RA	IL22RA1	LOC284632	215	1
4_MACS_peak_5206_lociStitched	chr11	82764843	82790116	4	13413	52871.116	4940.8715	216	RAB30	SNORA70E	RAB30	216	1
2_MACS_peak_16293_lociStitched	chr2	238600011	238613503	2	13370	43384.8752	1444.9932	217	LRRFIP1		LRRFIP1	217	1
4_MACS_peak_19690_lociStitched	chr3	156804504	156824715	4	13353	90977.7954	6275.5155	218	LOC100498859,LOC339894		LOC100498859	218	1
2_MACS_peak_17712_lociStitched	chr22	24176632	24191901	2	13313	100673.0977	3511.87	219	SMARCB1,DERL3	SLC2A11,MIF	DERL3	219	1
1_MACS_peak_24407_lociStitched	chr6	108985725	108999007	1	13283	44921.0522	2324.35	220	FOXO3		NCRNA00222	220	1
5_MACS_peak_6220_lociStitched	chr12	46776336	46798794	5	13274	37352.1456	4078.3728	221		SLC38A2	SLC38A2	221	1
2_MACS_peak_25553_lociStitched	chr7	50343493	50358006	2	13246	36373.9319	2491.8821	222	IKZF1		IKZF1	222	1
7_MACS_peak_10507_lociStitched	chr16	67184369	67218754	7	13198	30220.9765	5845.45	223	FBXL8,HSF4,NOL3,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,MIR328,LRRC29	NOL3	223	1
3_MACS_peak_16770_lociStitched	chr20	34673570	34690391	3	13147	29107.0584	3347.379	224		EPB41L1,LOC647979	EPB41L1	224	1
3_MACS_peak_12928_lociStitched	chr19	2606906	2629085	3	13137	124373.1783	6303.2718	225	GNG7		GNG7	225	1
3_MACS_peak_12302_lociStitched	chr18	9055127	9074456	3	13128	79250.8329	4250.4471	226		NDUFV2	NDUFV2	226	1
4_MACS_peak_450_lociStitched	chr1	28827090	28846221	4	13127	29852.0124	3418.7097	227	RCC1,SNHG3	TRNAU1AP	RCC1	227	1
3_MACS_peak_20038_lociStitched	chr3	186703181	186720470	3	13033	79908.0291	5207.4468	228	ST6GAL1	ST6GAL1	ST6GAL1	228	1
2_MACS_peak_15906_lociStitched	chr2	202115968	202129085	2	13030	75560.4785	2624.7117	229	CASP8		CASP8	229	1
2_MACS_peak_16731_lociStitched	chr20	32988818	33005799	2	12977	40177.046	3044.6933	230	ITCH	MIR644	ITCH	230	1
2_MACS_peak_4490_lociStitched	chr11	19450527	19465893	2	12970	67521.2772	3418.935	231	NAV2		NAV2	231	1
2_MACS_peak_3288_lociStitched	chr10	43890308	43906015	2	12953	56099.1212	2857.1033	232	HNRNPF	FXYD4,ZNF487P	HNRNPF	232	1
4_MACS_peak_10995_lociStitched	chr17	7736917	7762346	4	12951	43613.2779	4172.8989	233	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	233	1
1_MACS_peak_14386_lociStitched	chr2	43444217	43457152	1	12936	79473.9335	3063.008	234	LOC100129726,ZFP36L2		ZFP36L2	234	1
4_MACS_peak_8731_lociStitched	chr15	23660181	23682759	4	12906	46036.542	3569.5818	235			MKRN3	235	1
5_MACS_peak_3963_lociStitched	chr10	105249696	105268240	5	12862	41295.6336	3827.4816	236	NEURL	CALHM2,CALHM1,CALHM3	NEURL	236	1
2_MACS_peak_17751_lociStitched	chr22	26974839	26992241	2	12861	49052.7576	3128.8796	237	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	237	1
2_MACS_peak_23690_lociStitched	chr6	31694442	31709206	2	12810	79973.6352	3468.0636	238	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	238	1
1_MACS_peak_5756_lociStitched	chr12	4377742	4390544	1	12803	58402.724	2664.0962	239	CCND2	C12orf5	CCND2	239	1
4_MACS_peak_19124_lociStitched	chr3	101487694	101513251	4	12796	42324.9477	4505.6991	240	FAM55C	CEP97,NFKBIZ	FAM55C	240	1
2_MACS_peak_2490_lociStitched	chr1	211743503	211756514	2	12789	24684.4692	3617.058	241	SLC30A1		SLC30A1	241	1
3_MACS_peak_10013_lociStitched	chr16	12052554	12071601	3	12660	69334.8894	3599.883	242	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	242	1
3_MACS_peak_14460_lociStitched	chr2	47526767	47550725	3	12607	84339.3474	4468.167	243		EPCAM	EPCAM	243	1
3_MACS_peak_30096_lociStitched	chrX	153232565	153252602	3	12603	40633.0323	1837.3929	244	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	244	1
3_MACS_peak_5574_lociStitched	chr11	122925935	122942065	3	12597	38684.579	2629.19	245	HSPA8	LOC341056	HSPA8	245	1
6_MACS_peak_5144_lociStitched	chr11	77146772	77171406	6	12571	27348.6668	4323.267	246	PAK1		PAK1	246	1
4_MACS_peak_12062_lociStitched	chr17	74476170	74498266	4	12555	49936.96	3857.9616	247	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	247	1
4_MACS_peak_4608_lociStitched	chr11	35183170	35205525	4	12551	33876.767	4115.5555	248	CD44		CD44	248	1
4_MACS_peak_12112_lociStitched	chr17	76163776	76184062	4	12539	34216.3962	3823.911	249	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	249	1
1_MACS_peak_2666_lociStitched	chr1	226839962	226852493	1	12532	72340.2099	4051.2723	250	ITPKB		ITPKB	250	1
2_MACS_peak_21813_lociStitched	chr5	32530318	32543943	2	12532	51580.1625	3024.75	251		SUB1	SUB1	251	1
2_MACS_peak_9149_lociStitched	chr15	56648168	56667006	2	12515	65710.7116	3247.6712	252	TEX9		TEX9	252	1
3_MACS_peak_14206_lociStitched	chr2	27293416	27310789	3	12511	19452.5481	2970.783	253	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	253	1
1_MACS_peak_390_lociStitched	chr1	27018318	27030805	1	12488	57462.6766	2765.8705	254	ARID1A		ARID1A	254	1
4_MACS_peak_13549_lociStitched	chr19	39920875	39939821	4	12445	24732.1084	3307.9716	255	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	255	1
3_MACS_peak_10973_lociStitched	chr17	7136621	7156728	3	12445	45689.1361	3583.0674	256	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	256	1
4_MACS_peak_13761_lociStitched	chr19	48880288	48902304	4	12412	39525.3248	4086.1696	257	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	257	1
3_MACS_peak_29387_lociStitched	chrX	39953253	39969355	3	12371	29207.4178	1091.7156	258	BCOR		BCOR	258	1
1_MACS_peak_23526_lociStitched	chr6	25402971	25415289	1	12319	105652.7178	3569.7564	259	LRRC16A		LRRC16A	259	1
4_MACS_peak_23819_lociStitched	chr6	37121865	37144253	4	12303	39749.894	3758.9452	260	PIM1		PIM1	260	1
5_MACS_peak_5879_lociStitched	chr12	11901542	11920186	5	12281	33383.9464	3245.9204	261	ETV6		ETV6	261	1
5_MACS_peak_1896_lociStitched	chr1	161768713	161786457	5	12251	20435.7648	3710.2704	262	ATF6	DUSP12	ATF6	262	1
3_MACS_peak_18414_lociStitched	chr3	20080327	20098737	3	12247	33334.987	3105.767	263	KAT2B	C3orf48	KAT2B	263	1
4_MACS_peak_2977_lociStitched	chr10	7511496	7535745	4	12195	35059.2042	3741.6207	264			SFMBT2	264	1
2_MACS_peak_2767_lociStitched	chr1	234733894	234749938	2	12181	114254.1372	4761.8592	265	IRF2BP2	NCRNA00184	IRF2BP2	265	1
6_MACS_peak_21687_lociStitched	chr5	6708530	6738404	6	12173	34423.8102	4478.1126	266	PAPD7	PAPD7	PAPD7	266	1
3_MACS_peak_23924_lociStitched	chr6	44213190	44234219	3	12146	38308.5293	4071.2144	267	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	267	1
4_MACS_peak_23533_lociStitched	chr6	26017414	26034967	4	12127	47528.2581	3020.8713	268	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	268	1
6_MACS_peak_12897_lociStitched	chr19	2031470	2062876	6	12108	46543.692	6516.745	269	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	269	1
3_MACS_peak_9388_lociStitched	chr15	74906340	74924565	3	12036	35766.5625	3291.435	270	CLK3,EDC3		CLK3	270	1
5_MACS_peak_18931_lociStitched	chr3	66530669	66552227	5	12030	17906.0748	3384.606	271	LRIG1		LRIG1	271	1
6_MACS_peak_10608_lociStitched	chr16	70826845	70850364	6	12011	28072.2784	4351.015	272	VAC14,HYDIN	LOC100130894	VAC14	272	1
3_MACS_peak_23301_lociStitched	chr6	7134866	7148065	3	12007	50016.2906	2654.3189	273	RREB1		RREB1	273	1
3_MACS_peak_4029_lociStitched	chr10	112256046	112273321	3	11975	55169.44	3905.8775	274	DUSP5		DUSP5	274	1
1_MACS_peak_12426_lociStitched	chr18	22929097	22941056	1	11960	23834.287	1439.8636	275	ZNF521		ZNF521	275	1
2_MACS_peak_16660_lociStitched	chr20	30146939	30162076	2	11957	19077.1611	2848.7834	276	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	276	1
2_MACS_peak_10931_lociStitched	chr17	4842159	4854549	2	11949	46436.481	2394.987	277	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	277	1
1_MACS_peak_16896_lociStitched	chr20	43270348	43282283	1	11936	62927.2875	2505.1565	278	ADA	LOC79015	ADA	278	1
4_MACS_peak_6563_lociStitched	chr12	69195329	69215758	4	11928	38247.1738	3421.8575	279	MDM2		MDM2	279	1
2_MACS_peak_24115_lociStitched	chr6	74220345	74234523	2	11923	45511.38	3070.9548	280	EEF1A1	MTO1	EEF1A1	280	1
5_MACS_peak_4882_lociStitched	chr11	64839224	64865045	5	11919	34687.9314	4095.2106	281	ZFPL1,C11orf2,CDCA5	SNX15,SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	281	1
4_MACS_peak_24661_lociStitched	chr6	135323055	135344165	4	11918	40729.634	3713.249	282	HBS1L	MIR3662,HBS1L	MIR3662	282	1
3_MACS_peak_9384_lociStitched	chr15	74827194	74846185	3	11900	40686.3184	3452.5638	283	ARID3B		ARID3B	283	1
3_MACS_peak_19795_lociStitched	chr3	169754937	169776509	3	11884	35716.7604	5295.926	284	GPR160		GPR160	284	1
3_MACS_peak_14373_lociStitched	chr2	42344142	42361021	3	11853	37464.6284	3023.0289	285		EML4	EML4	285	1
4_MACS_peak_15064_lociStitched	chr2	109220980	109239295	4	11841	31084.218	3296.7	286	LIMS1	LIMS1	LIMS1	286	1
1_MACS_peak_7844_lociStitched	chr13	114556363	114568197	1	11835	72931.7586	3023.587	287	GAS6	FLJ44054,GAS6	GAS6	287	1
2_MACS_peak_3941_lociStitched	chr10	104401115	104413275	2	11831	37857.728	1849.536	288	TRIM8		TRIM8	288	1
2_MACS_peak_23937_lociStitched	chr6	45386541	45402613	2	11824	57116.6736	2875.2808	289	RUNX2	SUPT3H	RUNX2	289	1
5_MACS_peak_18677_lociStitched	chr3	46421588	46438842	5	11808	19643.679	3713.0608	290		CCR2,CCR5,CCRL2	CCRL2	290	1
1_MACS_peak_3444_lociStitched	chr10	63802966	63814767	1	11802	57206.5276	2423.9254	291	ARID5B		ARID5B	291	1
2_MACS_peak_19866_lociStitched	chr3	176908465	176921066	2	11779	60980.0193	3457.7144	292	TBL1XR1		TBL1XR1	292	1
1_MACS_peak_15713_lociStitched	chr2	182168337	182180041	1	11705	69252.568	2470.7144	293			ITGA4	293	1
4_MACS_peak_23466_lociStitched	chr6	20197330	20214119	4	11684	28091.3548	2879.3135	294	MBOAT1		MBOAT1	294	1
3_MACS_peak_20483_lociStitched	chr4	38307085	38322317	3	11664	41970.2528	3203.2896	295			KLF3	295	1
5_MACS_peak_12881_lociStitched	chr19	1647822	1672608	5	11662	41739.624	4882.842	296	TCF3	UQCR11	TCF3	296	1
2_MACS_peak_28744_lociStitched	chr9	117125722	117137721	2	11626	40994.5835	2430.9974	297	AKNA	ORM1,ORM2	AKNA	297	1
3_MACS_peak_23060_lociStitched	chr5	171601136	171616066	3	11622	39227.082	3096.482	298	STK10	EFCAB9	STK10	298	1
5_MACS_peak_13012_lociStitched	chr19	6765409	6789506	5	11622	20111.3562	5400.1377	299	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	299	1
5_MACS_peak_23356_lociStitched	chr6	11714001	11735857	5	11612	27566.9728	3877.2544	300	C6orf105		C6orf105	300	1
2_MACS_peak_17772_lociStitched	chr22	29206905	29221456	2	11601	60111.6361	3153.2017	301		CCDC117,XBP1	XBP1	301	1
3_MACS_peak_24941_lociStitched	chr6	160389288	160405279	3	11597	32482.5183	1663.064	302	IGF2R		IGF2R	302	1
1_MACS_peak_9515_lociStitched	chr15	81584942	81596519	1	11578	50036.9517	2977.6044	303	IL16	STARD5	IL16	303	1
5_MACS_peak_18812_lociStitched	chr3	52286341	52313619	5	11575	29716.6532	4489.9588	304	WDR82,MIRLET7G	PPM1M,GLYCTK,DNAH1,TLR9,TWF2,MIR135A1	MIRLET7G	304	1
2_MACS_peak_25528_lociStitched	chr7	47512618	47524635	2	11561	49821.2803	2900.9038	305	TNS3		TNS3	305	1
4_MACS_peak_28503_lociStitched	chr9	95514068	95529127	4	11558	24454.3101	2669.9607	306	BICD2	ANKRD19	BICD2	306	1
5_MACS_peak_4856_lociStitched	chr11	63992797	64015283	5	11514	28912.4988	3676.461	307	NUDT22,DNAJC4,VEGFB,FKBP2,TRPT1,PPP1R14B	STIP1,FERMT3,PLCB3,GPR137,KCNK4,BAD	VEGFB	307	1
4_MACS_peak_18376_lociStitched	chr3	15834942	15851816	4	11509	41118.5632	2809.521	308	ANKRD28	ANKRD28	ANKRD28	308	1
4_MACS_peak_24781_lociStitched	chr6	143162861	143179961	4	11509	31195.53	1882.71	309	HIVEP2		HIVEP2	309	1
3_MACS_peak_5058_lociStitched	chr11	71413715	71426934	3	11492	65722.2242	3344.407	310			FAM86C	310	1
2_MACS_peak_10990_lociStitched	chr17	7474956	7488453	2	11482	35476.8645	2878.9101	311	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	311	1
1_MACS_peak_29493_lociStitched	chrX	48767858	48779320	1	11463	40966.3342	1820.1656	312	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	312	1
2_MACS_peak_21683_lociStitched	chr5	6475552	6487419	2	11463	69828.9881	2494.4434	313	UBE2QL1		UBE2QL1	313	1
2_MACS_peak_25848_lociStitched	chr7	90351979	90367756	2	11455	29029.68	2549.5632	314	CDK14		CDK14	314	1
2_MACS_peak_10678_lociStitched	chr16	79628892	79640706	2	11451	23970.606	1122.33	315	MAF		MAF	315	1
5_MACS_peak_12523_lociStitched	chr18	42288709	42306855	5	11448	21406.8362	2870.6972	316	SETBP1		SETBP1	316	1
4_MACS_peak_16066_lociStitched	chr2	219080951	219095866	4	11444	19889.1525	2602.6675	317	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	317	1
3_MACS_peak_14947_lociStitched	chr2	96889877	96913039	3	11422	36026.1748	3631.8016	318	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	318	1
3_MACS_peak_1365_lociStitched	chr1	114470684	114490991	3	11421	25227.3861	2024.6079	319	HIPK1	DCLRE1B,HIPK1,OLFML3,BCL2L15,AP4B1	HIPK1	319	1
4_MACS_peak_28995_lociStitched	chr9	134595114	134615390	4	11411	33824.4232	3197.5252	320	RAPGEF1	RAPGEF1	RAPGEF1	320	1
5_MACS_peak_4969_lociStitched	chr11	66861779	66889648	5	11408	25310.6258	4160.8417	321	KDM2A	RHOD	KDM2A	321	1
4_MACS_peak_8990_lociStitched	chr15	44579354	44602833	4	11384	30280.8663	3798.9022	322	CASC4		CASC4	322	1
5_MACS_peak_14605_lociStitched	chr2	64430492	64456397	5	11376	39178.722	4525.6035	323	LOC150992		LOC150992	323	1
4_MACS_peak_15896_lociStitched	chr2	202040216	202059866	4	11358	21677.88	4042.005	324	CASP10	CASP8	CASP10	324	1
4_MACS_peak_4013_lociStitched	chr10	111966926	111986765	4	11353	39902.1807	3539.2776	325	MXI1		MXI1	325	1
3_MACS_peak_20512_lociStitched	chr4	40302591	40319769	3	11337	39648.5418	3442.4712	326		CHRNA9	CHRNA9	326	1
2_MACS_peak_20678_lociStitched	chr4	71523638	71534958	2	11320	21884.956	2172.308	327	IGJ	ENAM,UTP3,RUFY3	IGJ	327	1
2_MACS_peak_3946_lociStitched	chr10	104531306	104543346	2	11308	60109.7	2919.7	328	C10orf26		C10orf26	328	1
5_MACS_peak_2219_lociStitched	chr1	192498553	192520967	5	11307	46623.3614	6022.6418	329		RGS1	RGS1	329	1
3_MACS_peak_5535_lociStitched	chr11	119543235	119566736	3	11304	32776.8447	3419.3955	330	PVRL1		PVRL1	330	1
3_MACS_peak_25501_lociStitched	chr7	45024235	45042295	3	11282	34183.968	3129.798	331	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	331	1
3_MACS_peak_1617_lociStitched	chr1	150582872	150603258	3	11275	50019.0896	5487.9112	332	ENSA	MCL1	ENSA	332	1
1_MACS_peak_22789_lociStitched	chr5	142774722	142785970	1	11249	38578.3904	1855.92	333	NR3C1		NR3C1	333	1
2_MACS_peak_17681_lociStitched	chr22	23087969	23101935	2	11244	27084.2638	2316.9594	334			MIR650	334	1
3_MACS_peak_1844_lociStitched	chr1	160633769	160656135	3	11244	47778.2492	6130.5206	335	CD48	SLAMF1	SLAMF1	335	1
4_MACS_peak_5542_lociStitched	chr11	120195628	120216751	4	11242	19295.8605	3343.7709	336	TMEM136,ARHGEF12		ARHGEF12	336	1
3_MACS_peak_975_lociStitched	chr1	66736683	66750594	3	11233	42310.3065	2889.3147	337	PDE4B	PDE4B	PDE4B	337	1
4_MACS_peak_21567_lociStitched	chr4	186252289	186275134	4	11229	29719.0605	3895.0725	338	SNX25	ANKRD37,LRP2BP	LRP2BP	338	1
3_MACS_peak_14503_lociStitched	chr2	54777256	54799152	3	11211	28344.372	3702.6136	339	SPTBN1	RPL23AP32	SPTBN1	339	1
3_MACS_peak_16824_lociStitched	chr20	37486869	37505830	3	11209	90421.2168	3657.5769	340	PPP1R16B	FAM83D	FAM83D	340	1
1_MACS_peak_22836_lociStitched	chr5	148204738	148215940	1	11203	48566.271	2433.0744	341	ADRB2		ADRB2	341	1
3_MACS_peak_13264_lociStitched	chr19	16545013	16561904	3	11182	49977.0908	3035.3127	342	EPS15L1	C19orf44,CALR3	EPS15L1	342	1
4_MACS_peak_6250_lociStitched	chr12	48276423	48299215	4	11162	23279.7488	3783.472	343	VDR		VDR	343	1
3_MACS_peak_1396_lociStitched	chr1	117098630	117114508	3	11159	15482.6378	1417.9054	344	CD58		CD58	344	1
4_MACS_peak_12887_lociStitched	chr19	1846993	1865764	4	11150	44175.6714	3803.0046	345	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	345	1
3_MACS_peak_19202_lociStitched	chr3	111838361	111854472	3	11145	18053.9866	3127.1451	346	GCET2	C3orf52,MIR567	GCET2	346	1
3_MACS_peak_10261_lociStitched	chr16	30193785	30212336	3	11107	31379.0165	3884.5794	347	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	347	1
6_MACS_peak_13861_lociStitched	chr19	54862349	54891078	6	11105	17435.6301	3542.2857	348	LAIR1	TTYH1,LILRA5,LILRA4	LAIR1	348	1
2_MACS_peak_1866_lociStitched	chr1	161144163	161157860	2	11098	69126.0196	4083.0757	349	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	349	1
3_MACS_peak_26930_lociStitched	chr8	33410043	33425478	3	11083	60887.988	2642.472	350	RNF122	C8orf41,DUSP26	RNF122	350	1
7_MACS_peak_3123_lociStitched	chr10	22604465	22633739	7	11070	25228.3332	3896.3694	351	COMMD3,BMI1	SPAG6	BMI1	351	1
5_MACS_peak_22267_lociStitched	chr5	87954416	87976686	5	11049	61921.735	4220.165	352	LOC645323,MIR9-2		MIR9-2	352	1
4_MACS_peak_7914_lociStitched	chr14	23023929	23040346	4	11048	24572.9656	1689.3093	353	DAD1	ABHD4	DAD1	353	1
3_MACS_peak_17512_lociStitched	chr21	45195104	45210758	3	11045	39643.755	4422.255	354	RRP1,CSTB	LOC284837	RRP1	354	1
3_MACS_peak_27839_lociStitched	chr8	145002140	145018812	3	11044	31958.5568	2620.8384	355	PLEC	GRINA,MIR661,PARP10	PLEC	355	1
3_MACS_peak_10709_lociStitched	chr16	81841491	81857682	3	11038	42399.3717	2061.1143	356	PLCG2		PLCG2	356	1
3_MACS_peak_7093_lociStitched	chr12	120966152	120978821	3	11033	18892.0128	1328.9781	357	RNF10,COQ5	DYNLL1,POP5	RNF10	357	1
4_MACS_peak_16439_lociStitched	chr20	5092565	5109068	4	11031	31532.2821	2815.4118	358	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	358	1
3_MACS_peak_2164_lociStitched	chr1	184704017	184725700	3	11025	34207.1008	5468.4526	359	EDEM3		EDEM3	359	1
3_MACS_peak_17985_lociStitched	chr22	39459164	39474341	3	10999	31281.3147	3030.8469	360	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	360	1
2_MACS_peak_6692_lociStitched	chr12	89737990	89749594	2	10998	60237.5244	2885.9148	361	DUSP6		DUSP6	361	1
