#11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_ROSE/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam
#Using cutoff of 24861.666 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
1_MACS_peak_466_lociStitched	chr1	29252542	29255443	1	2902	4338.4455	521.5998	6293	0
2_MACS_peak_29715_lociStitched	chrX	77387309	77395750	2	2902	3410.164	736.8993	6294	0
1_MACS_peak_8962_lociStitched	chr15	42564574	42567474	1	2901	12955.75	732.25	6295	0
1_MACS_peak_7807_lociStitched	chr13	111176472	111179372	1	2901	8075.63	515.62	6296	0
1_MACS_peak_3502_lociStitched	chr10	70714761	70717661	1	2901	14262.49	822.44	6297	0
2_MACS_peak_23198_lociStitched	chr6	218865	222146	2	2901	1771.0838	547.927	6298	0
1_MACS_peak_19980_lociStitched	chr3	184051528	184054427	1	2900	2997.8559	586.4677	6299	0
1_MACS_peak_4945_lociStitched	chr11	66023846	66026745	1	2900	5868.1558	533.7059	6300	0
1_MACS_peak_879_lociStitched	chr1	54841301	54844200	1	2900	15868.5462	859.2636	6301	0
1_MACS_peak_8484_lociStitched	chr14	91293737	91296635	1	2899	10196.613	430.353	6302	0
1_MACS_peak_1235_lociStitched	chr1	100816373	100819271	1	2899	4575.3624	262.269	6303	0
2_MACS_peak_23432_lociStitched	chr6	15936189	15942205	2	2899	2037.0176	817.5744	6304	0
1_MACS_peak_27234_lociStitched	chr8	71518327	71521224	1	2898	9087.3096	489.3033	6305	0
1_MACS_peak_26579_lociStitched	chr7	156741400	156744297	1	2898	5248.4949	823.9068	6306	0
1_MACS_peak_14884_lociStitched	chr2	87600199	87603096	1	2898	3763.7824	760.7522	6307	0
1_MACS_peak_9870_lociStitched	chr16	2801315	2804212	1	2898	17739.4898	662.2542	6308	0
1_MACS_peak_28550_lociStitched	chr9	98636861	98639757	1	2897	13489.568	583.544	6309	0
1_MACS_peak_22287_lociStitched	chr5	88730297	88733193	1	2897	6003.1184	561.2448	6310	0
1_MACS_peak_15079_lociStitched	chr2	109809573	109812469	1	2897	12663.3392	807.1152	6311	0
1_MACS_peak_4794_lociStitched	chr11	61558973	61561869	1	2897	20272	883.5696	6312	0
2_MACS_peak_9293_lociStitched	chr15	67826609	67835742	2	2897	5123.613	1298.7126	6313	0
1_MACS_peak_26221_lociStitched	chr7	121850950	121853845	1	2896	5995.8345	923.2155	6314	0
1_MACS_peak_18375_lociStitched	chr3	15687972	15690867	1	2896	14689.809	840.4185	6315	0
1_MACS_peak_25920_lociStitched	chr7	97879408	97882302	1	2895	8785.8946	635.8118	6316	0
1_MACS_peak_22460_lociStitched	chr5	112628435	112631329	1	2895	4165.6236	619.316	6317	0
1_MACS_peak_20148_lociStitched	chr3	196728901	196731795	1	2895	8932.0416	670.2504	6318	0
1_MACS_peak_2529_lociStitched	chr1	213254502	213257396	1	2895	9220.8628	821.896	6319	0
1_MACS_peak_303_lociStitched	chr1	24069083	24071977	1	2895	5783.9484	571.2756	6320	0
2_MACS_peak_28084_lociStitched	chr9	27859701	27862788	2	2895	2097.6165	631.9089	6321	0
2_MACS_peak_18672_lociStitched	chr3	46355587	46364123	2	2895	3613.2888	1518.5544	6322	0
1_MACS_peak_23869_lociStitched	chr6	42236081	42238974	1	2894	14231.5349	690.8484	6323	0
1_MACS_peak_12917_lociStitched	chr19	2425968	2428861	1	2894	15257.682	917.3703	6324	0
1_MACS_peak_6034_lociStitched	chr12	26984774	26987667	1	2894	12638.3598	641.9567	6325	0
1_MACS_peak_4414_lociStitched	chr11	12764534	12767427	1	2894	5471.8202	598.5617	6326	0
2_MACS_peak_7054_lociStitched	chr12	117397346	117400775	2	2894	2790.5202	439.9407	6327	0
1_MACS_peak_28210_lociStitched	chr9	37464138	37467030	1	2893	12742.152	763.488	6328	0
1_MACS_peak_19621_lociStitched	chr3	150262813	150265705	1	2893	14796.918	897.966	6329	0
1_MACS_peak_27998_lociStitched	chr9	9845631	9848522	1	2892	5469.772	523.8492	6330	0
1_MACS_peak_5275_lociStitched	chr11	94799563	94802454	1	2892	13540.2876	651.3423	6331	0
1_MACS_peak_28429_lociStitched	chr9	90169421	90172311	1	2891	5869.59	436.101	6332	0
1_MACS_peak_15588_lociStitched	chr2	171784751	171787641	1	2891	9100.032	728.569	6333	0
1_MACS_peak_377_lociStitched	chr1	26632174	26635064	1	2891	7067.784	670.769	6334	0
2_MACS_peak_24959_lociStitched	chr6	162381580	162385548	2	2891	2989.888	300.3776	6335	0
2_MACS_peak_5369_lociStitched	chr11	107435506	107439496	2	2891	7052.325	733.761	6336	0
2_MACS_peak_18943_lociStitched	chr3	67728719	67736770	2	2891	3170.4838	1189.9378	6337	0
1_MACS_peak_20136_lociStitched	chr3	196253602	196256491	1	2890	10575.7623	775.1187	6338	0
1_MACS_peak_12657_lociStitched	chr18	53663518	53666407	1	2890	8115.7788	618.5349	6339	0
1_MACS_peak_8049_lociStitched	chr14	38063168	38066057	1	2890	5504.4117	237.7647	6340	0
1_MACS_peak_25087_lociStitched	chr7	6412202	6415090	1	2889	9075.8288	391.9016	6341	0
1_MACS_peak_24555_lociStitched	chr6	123109597	123112485	1	2889	5805.7464	587.4192	6342	0
1_MACS_peak_14496_lociStitched	chr2	54279836	54282724	1	2889	5730.3696	735.8624	6343	0
2_MACS_peak_28090_lociStitched	chr9	30075052	30079181	2	2889	2635.5407	663.1174	6344	0
1_MACS_peak_15106_lociStitched	chr2	110755898	110758785	1	2888	14356.4736	742.5364	6345	0
1_MACS_peak_6608_lociStitched	chr12	76337125	76340012	1	2888	15728.376	687.6834	6346	0
1_MACS_peak_3831_lociStitched	chr10	96304195	96307082	1	2888	8890.5165	603.0943	6347	0
2_MACS_peak_9477_lociStitched	chr15	78798998	78802723	2	2888	2892.4625	685.7725	6348	0
2_MACS_peak_11600_lociStitched	chr17	44337112	44345457	2	2888	3816.1685	1263.433	6349	0
1_MACS_peak_29415_lociStitched	chrX	41780758	41783644	1	2887	2631.4548	277.056	6350	0
1_MACS_peak_26577_lociStitched	chr7	156684448	156687334	1	2887	15113.982	609.2346	6351	0
1_MACS_peak_10537_lociStitched	chr16	67838558	67841444	1	2887	4120.6308	578.3544	6352	0
2_MACS_peak_21720_lociStitched	chr5	11027340	11031852	2	2887	2441.8944	661.008	6353	0
1_MACS_peak_23581_lociStitched	chr6	26704877	26707762	1	2886	6685.9875	1017.251	6354	0
1_MACS_peak_22501_lociStitched	chr5	118702131	118705016	1	2886	2189.138	438.52	6355	0
1_MACS_peak_21327_lociStitched	chr4	151935005	151937890	1	2886	15361.7595	686.9185	6356	0
1_MACS_peak_8385_lociStitched	chr14	75743464	75746349	1	2886	6796.483	366.972	6357	0
2_MACS_peak_6489_lociStitched	chr12	64057345	64062768	2	2886	2631.7819	713.1245	6358	0
1_MACS_peak_25808_lociStitched	chr7	81515315	81518199	1	2885	5241.9584	545.076	6359	0
1_MACS_peak_19743_lociStitched	chr3	160471854	160474738	1	2885	16713.9336	771.7584	6360	0
1_MACS_peak_18548_lociStitched	chr3	38494675	38497559	1	2885	2059.7528	356.4624	6361	0
1_MACS_peak_10267_lociStitched	chr16	30318501	30321385	1	2885	4620.168	418.7568	6362	0
1_MACS_peak_2863_lociStitched	chr1	247093370	247096254	1	2885	11405.6432	651.784	6363	0
2_MACS_peak_592_lociStitched	chr1	38259108	38262929	2	2885	2947.5194	525.7696	6364	0
1_MACS_peak_28667_lociStitched	chr9	110399894	110402777	1	2884	7042.5924	452.631	6365	0
1_MACS_peak_28460_lociStitched	chr9	93562461	93565344	1	2884	4521.1206	519.5166	6366	0
1_MACS_peak_10907_lociStitched	chr17	3976486	3979369	1	2884	10247.9118	645.5037	6367	0
1_MACS_peak_17810_lociStitched	chr22	31606605	31609487	1	2883	3104.2022	523.083	6368	0
1_MACS_peak_13732_lociStitched	chr19	47659399	47662281	1	2883	4406.8662	555.0732	6369	0
1_MACS_peak_3491_lociStitched	chr10	70090693	70093575	1	2883	19722.967	561.1254	6370	0
1_MACS_peak_1919_lociStitched	chr1	162803764	162806646	1	2883	9067.0602	778.4282	6371	0
1_MACS_peak_28893_lociStitched	chr9	130496450	130499331	1	2882	12027.8869	645.344	6372	0
1_MACS_peak_21181_lociStitched	chr4	129207465	129210346	1	2882	7437.3015	532.985	6373	0
1_MACS_peak_16624_lociStitched	chr20	24127541	24130422	1	2882	19404.1112	677.3231	6374	0
1_MACS_peak_5604_lociStitched	chr11	125494567	125497448	1	2882	14419.405	714.1999	6375	0
1_MACS_peak_22679_lociStitched	chr5	137366880	137369760	1	2881	8301.888	511.488	6376	0
1_MACS_peak_20019_lociStitched	chr3	185869566	185872446	1	2881	15994.944	912.096	6377	0
2_MACS_peak_310_lociStitched	chr1	24191438	24195190	2	2881	2711.5704	917.364	6378	0
2_MACS_peak_1457_lociStitched	chr1	142886536	142891485	2	2881	5434.9918	1857.8546	6379	0
1_MACS_peak_27216_lociStitched	chr8	70473451	70476330	1	2880	9890.8045	596.2409	6380	0
1_MACS_peak_23314_lociStitched	chr6	7726307	7729186	1	2880	1807.4362	361.6024	6381	0
1_MACS_peak_19673_lociStitched	chr3	155587117	155589996	1	2880	11454.9652	661.5942	6382	0
1_MACS_peak_7736_lociStitched	chr13	98627494	98630373	1	2880	6936.6626	421.4856	6383	0
2_MACS_peak_29410_lociStitched	chrX	41415877	41421501	2	2880	3631.4168	587.1456	6384	0
2_MACS_peak_4441_lociStitched	chr11	14657515	14666821	2	2880	4758.1578	1041.3414	6385	0
1_MACS_peak_27268_lociStitched	chr8	74902663	74905540	1	2878	17763.1734	743.4168	6386	0
1_MACS_peak_21497_lociStitched	chr4	181654521	181657398	1	2878	6158.5062	537.999	6387	0
1_MACS_peak_10401_lociStitched	chr16	53535813	53538690	1	2878	5720.3391	609.0609	6388	0
1_MACS_peak_27744_lociStitched	chr8	133287136	133290012	1	2877	13408.1996	798.6652	6389	0
1_MACS_peak_18037_lociStitched	chr22	40886825	40889701	1	2877	7256.148	597.0576	6390	0
1_MACS_peak_12359_lociStitched	chr18	12946589	12949465	1	2877	12062.2316	480.5796	6391	0
1_MACS_peak_9660_lociStitched	chr15	90807423	90810299	1	2877	11517.2296	714.1108	6392	0
1_MACS_peak_9259_lociStitched	chr15	65475849	65478725	1	2877	9654.732	624.6672	6393	0
2_MACS_peak_16113_lociStitched	chr2	224127139	224130092	2	2877	2617.2439	647.8882	6394	0
2_MACS_peak_29727_lociStitched	chrX	78393842	78400587	2	2877	2559.053	452.5895	6395	0
1_MACS_peak_11107_lociStitched	chr17	17941022	17943897	1	2876	4361.95	591.1	6396	0
2_MACS_peak_11138_lociStitched	chr17	19030198	19035341	2	2876	3071.3996	835.7375	6397	0
1_MACS_peak_22620_lociStitched	chr5	131974781	131977655	1	2875	2870.8386	517.6074	6398	0
1_MACS_peak_15263_lociStitched	chr2	128282705	128285579	1	2875	11843.4666	877.1448	6399	0
2_MACS_peak_20880_lociStitched	chr4	89299609	89304718	2	2875	6837.3747	738.7614	6400	0
1_MACS_peak_23300_lociStitched	chr6	7107331	7110204	1	2874	3641.8148	396.474	6401	0
1_MACS_peak_20432_lociStitched	chr4	25843709	25846582	1	2874	4232.2163	572.5889	6402	0
1_MACS_peak_20307_lociStitched	chr4	9970776	9973649	1	2874	9613.058	480.6529	6403	0
1_MACS_peak_15871_lociStitched	chr2	201170346	201173219	1	2874	6179.5357	374.3519	6404	0
2_MACS_peak_18219_lociStitched	chr3	1166978	1170543	2	2874	2481.24	611.041	6405	0
1_MACS_peak_23570_lociStitched	chr6	26472970	26475842	1	2873	6396.8056	668.8888	6406	0
1_MACS_peak_14705_lociStitched	chr2	70140455	70143327	1	2873	6791.7056	502.6	6407	0
1_MACS_peak_11327_lociStitched	chr17	33316795	33319667	1	2873	9266.2208	733.796	6408	0
1_MACS_peak_26385_lociStitched	chr7	137434510	137437381	1	2872	10291.0995	670.9527	6409	0
1_MACS_peak_12145_lociStitched	chr17	78119295	78122166	1	2872	5006.7369	549.5094	6410	0
1_MACS_peak_27881_lociStitched	chr8	146102653	146105523	1	2871	14681.485	663.831	6411	0
1_MACS_peak_19130_lociStitched	chr3	101544947	101547817	1	2871	5696.95	571.704	6412	0
1_MACS_peak_12478_lociStitched	chr18	32620365	32623235	1	2871	6111.665	546.735	6413	0
1_MACS_peak_14798_lociStitched	chr2	76026594	76029463	1	2870	3121.1851	464.4911	6414	0
1_MACS_peak_10884_lociStitched	chr17	2495766	2498635	1	2870	8504.0029	377.2735	6415	0
2_MACS_peak_8071_lociStitched	chr14	45662905	45671561	2	2870	3523.8576	659.5872	6416	0
1_MACS_peak_17274_lociStitched	chr21	27106112	27108980	1	2869	17085.5364	587.3664	6417	0
2_MACS_peak_26979_lociStitched	chr8	38147389	38154012	2	2869	2037.8971	1013.9813	6418	0
1_MACS_peak_26978_lociStitched	chr8	38124572	38127439	1	2868	7682.6999	658.5499	6419	0
1_MACS_peak_15497_lociStitched	chr2	161522127	161524994	1	2868	6286.7576	514.3398	6420	0
1_MACS_peak_15112_lociStitched	chr2	111127808	111130675	1	2868	15500.1488	865.834	6421	0
2_MACS_peak_15566_lociStitched	chr2	169928203	169937523	2	2868	3942.36	1193.892	6422	0
1_MACS_peak_749_lociStitched	chr1	45475986	45478852	1	2867	3926.1334	701.0236	6423	0
2_MACS_peak_13798_lociStitched	chr19	49971598	49978300	2	2867	3345.6384	824.346	6424	0
1_MACS_peak_24826_lociStitched	chr6	149637638	149640503	1	2866	4307.241	194.82	6425	0
1_MACS_peak_22085_lociStitched	chr5	67510432	67513297	1	2866	6385.2255	455.2485	6426	0
1_MACS_peak_21187_lociStitched	chr4	129595265	129598130	1	2866	10988.994	769.8255	6427	0
1_MACS_peak_14596_lociStitched	chr2	64067078	64069943	1	2866	11738.478	792.459	6428	0
1_MACS_peak_23165_lociStitched	chr5	179049133	179051997	1	2865	15762.024	561.344	6429	0
1_MACS_peak_22532_lociStitched	chr5	124269808	124272672	1	2865	9612.7296	449.9344	6430	0
1_MACS_peak_3727_lociStitched	chr10	88245468	88248331	1	2864	11050.3211	499.5935	6431	0
2_MACS_peak_23517_lociStitched	chr6	25298281	25302494	2	2863	2448.5956	711.1544	6432	0
1_MACS_peak_454_lociStitched	chr1	28878232	28881093	1	2862	10212.0534	781.3391	6433	0
2_MACS_peak_18965_lociStitched	chr3	70703524	70709077	2	2862	4402.4184	775.7541	6434	0
1_MACS_peak_24021_lociStitched	chr6	53757095	53759955	1	2861	4057.482	426.14	6435	0
1_MACS_peak_29385_lociStitched	chrX	39871788	39874647	1	2860	10214.6352	223.002	6436	0
1_MACS_peak_10933_lociStitched	chr17	4869246	4872105	1	2860	10741.263	668.1483	6437	0
2_MACS_peak_6686_lociStitched	chr12	89555971	89561149	2	2860	2722.0746	763.2372	6438	0
1_MACS_peak_26410_lociStitched	chr7	139615222	139618080	1	2859	25448.2036	1280.384	6439	0
1_MACS_peak_16650_lociStitched	chr20	25369850	25372708	1	2859	6314.751	436.1308	6440	0
1_MACS_peak_4519_lociStitched	chr11	23589710	23592568	1	2859	6074.3932	528.1584	6441	0
2_MACS_peak_24753_lociStitched	chr6	139850307	139856612	2	2859	4379.453	1052.3045	6442	0
1_MACS_peak_27140_lociStitched	chr8	61428581	61431438	1	2858	10432.6212	390.8376	6443	0
1_MACS_peak_17916_lociStitched	chr22	37308879	37311736	1	2858	9938.9316	505.9747	6444	0
2_MACS_peak_13873_lociStitched	chr19	55172249	55175393	2	2858	1440.8952	328.8624	6445	0
2_MACS_peak_14550_lociStitched	chr2	60666164	60674944	2	2858	3340.79	1223.932	6446	0
1_MACS_peak_7364_lociStitched	chr13	31734695	31737551	1	2857	4072.0848	336.1512	6447	0
2_MACS_peak_18192_lociStitched	chr22	50745400	50754152	2	2857	6135.152	1073.8704	6448	0
1_MACS_peak_20602_lociStitched	chr4	56411273	56414127	1	2855	9914.5106	392.7104	6449	0
1_MACS_peak_20425_lociStitched	chr4	25160845	25163699	1	2855	9706.454	616.7494	6450	0
1_MACS_peak_19289_lociStitched	chr3	120314468	120317322	1	2855	7540.268	744.0378	6451	0
1_MACS_peak_10683_lociStitched	chr16	79832144	79834998	1	2855	3477.8844	307.6612	6452	0
2_MACS_peak_28079_lociStitched	chr9	27485041	27490115	2	2855	3301.1444	531.2478	6453	0
1_MACS_peak_26082_lociStitched	chr7	105816935	105819788	1	2854	7602.3891	1118.0907	6454	0
1_MACS_peak_25057_lociStitched	chr7	4813595	4816448	1	2854	13354.0371	622.5246	6455	0
1_MACS_peak_2881_lociStitched	chr1	249131412	249134265	1	2854	25468.731	1078.434	6456	0
2_MACS_peak_11596_lociStitched	chr17	44196713	44200271	2	2854	2275.341	728.6784	6457	0
1_MACS_peak_27463_lociStitched	chr8	103249659	103252511	1	2853	6095.2944	354.7888	6458	0
1_MACS_peak_9777_lociStitched	chr15	101833684	101836536	1	2853	9600.6876	516.7824	6459	0
2_MACS_peak_18806_lociStitched	chr3	52089170	52092042	2	2853	5397.0624	541.6592	6460	0
4_MACS_peak_3193_lociStitched	chr10	29766064	29772149	4	2853	2779.0195	527.5695	6461	0
1_MACS_peak_20920_lociStitched	chr4	99180826	99183677	1	2852	9911.7866	609.2587	6462	0
1_MACS_peak_17587_lociStitched	chr22	18120077	18122928	1	2852	15934.5241	814.2456	6463	0
1_MACS_peak_12319_lociStitched	chr18	9913162	9916013	1	2852	14042.6005	420.5225	6464	0
1_MACS_peak_7932_lociStitched	chr14	23339533	23342384	1	2852	6356.3045	295.9338	6465	0
1_MACS_peak_5874_lociStitched	chr12	11698139	11700990	1	2852	4337.2263	614.1054	6466	0
1_MACS_peak_1547_lociStitched	chr1	147509475	147512326	1	2852	16579.7054	853.0192	6467	0
2_MACS_peak_25820_lociStitched	chr7	86600805	86609684	2	2852	2822.6341	1449.9407	6468	0
1_MACS_peak_24275_lociStitched	chr6	90960274	90963124	1	2851	4908.84	538.935	6469	0
1_MACS_peak_22428_lociStitched	chr5	110086425	110089275	1	2851	5992.125	548.625	6470	0
2_MACS_peak_19868_lociStitched	chr3	176960786	176966105	2	2851	4851.4599	1326.0267	6471	0
2_MACS_peak_6545_lociStitched	chr12	68629961	68635733	2	2851	3653.676	909.6672	6472	0
1_MACS_peak_26611_lociStitched	chr8	2073976	2076825	1	2850	9115.3755	625.9253	6473	0
1_MACS_peak_25547_lociStitched	chr7	49371698	49374547	1	2850	8156.4021	499.1448	6474	0
1_MACS_peak_21573_lociStitched	chr4	186333304	186336153	1	2850	5691.4473	615.384	6475	0
1_MACS_peak_17846_lociStitched	chr22	33867342	33870191	1	2850	10399.1349	459.5437	6476	0
1_MACS_peak_14691_lociStitched	chr2	69134354	69137203	1	2850	10585.1746	775.4978	6477	0
1_MACS_peak_14162_lociStitched	chr2	25141676	25144525	1	2850	3583.1873	425.9255	6478	0
1_MACS_peak_5671_lociStitched	chr11	130183409	130186258	1	2850	8499.9915	478.3471	6479	0
2_MACS_peak_24179_lociStitched	chr6	82610019	82617620	2	2850	4124.3026	1051.2183	6480	0
1_MACS_peak_16799_lociStitched	chr20	35722657	35725505	1	2849	14101.872	608.3328	6481	0
1_MACS_peak_6906_lociStitched	chr12	106694897	106697745	1	2849	9664.9728	574.1568	6482	0
2_MACS_peak_2619_lociStitched	chr1	224564599	224568540	2	2849	2221.9358	1040.424	6483	0
1_MACS_peak_26168_lociStitched	chr7	115849878	115852725	1	2848	14306.4597	932.3925	6484	0
1_MACS_peak_17033_lociStitched	chr20	50806800	50809647	1	2848	8784.1338	469.755	6485	0
1_MACS_peak_21471_lociStitched	chr4	175968487	175971333	1	2847	5593.5284	499.473	6486	0
1_MACS_peak_19232_lociStitched	chr3	113414147	113416993	1	2847	5809.5398	603.6366	6487	0
2_MACS_peak_3346_lociStitched	chr10	50284157	50289188	2	2847	3945.3102	898.0335	6488	0
2_MACS_peak_14336_lociStitched	chr2	38904563	38910714	2	2847	3712.1285	1010.6093	6489	0
1_MACS_peak_24789_lociStitched	chr6	143380227	143383072	1	2846	5709.6305	332.296	6490	0
1_MACS_peak_5603_lociStitched	chr11	125461185	125464030	1	2846	9719.3735	708.974	6491	0
1_MACS_peak_3508_lociStitched	chr10	70882770	70885615	1	2846	7626.0225	464.304	6492	0
1_MACS_peak_2390_lociStitched	chr1	205717577	205720422	1	2846	13572.926	1013.6735	6493	0
2_MACS_peak_20214_lociStitched	chr4	2812975	2820739	2	2846	4544.2692	1138.9788	6494	0
3_MACS_peak_13225_lociStitched	chr19	14543433	14551827	3	2846	2137.9518	1144.1022	6495	0
1_MACS_peak_11482_lociStitched	chr17	40127668	40130512	1	2845	3552.7248	556.002	6496	0
1_MACS_peak_851_lociStitched	chr1	53017050	53019894	1	2845	9728.1864	520.452	6497	0
1_MACS_peak_27580_lociStitched	chr8	119519517	119522360	1	2844	2436.7353	479.6141	6498	0
1_MACS_peak_19433_lociStitched	chr3	129157661	129160504	1	2844	7389.2413	659.2917	6499	0
2_MACS_peak_10432_lociStitched	chr16	57072959	57077012	2	2844	2937.2091	738.8619	6500	0
2_MACS_peak_6363_lociStitched	chr12	54011939	54020949	2	2844	8526.163	1516.383	6501	0
1_MACS_peak_24228_lociStitched	chr6	88282414	88285256	1	2843	2301.4516	598.8094	6502	0
1_MACS_peak_12849_lociStitched	chr19	982581	985423	1	2843	6366.08	755.972	6503	0
1_MACS_peak_1681_lociStitched	chr1	153894120	153896962	1	2843	5779.207	851.4632	6504	0
1_MACS_peak_114_lociStitched	chr1	9846077	9848919	1	2843	10956.4784	618.4192	6505	0
2_MACS_peak_5531_lociStitched	chr11	119185647	119193142	2	2843	4404.8115	1439.04	6506	0
1_MACS_peak_23870_lociStitched	chr6	42333664	42336505	1	2842	8628.117	568.7682	6507	0
1_MACS_peak_1579_lociStitched	chr1	149397811	149400652	1	2842	5028.57	557.9724	6508	0
1_MACS_peak_21178_lociStitched	chr4	128885031	128887871	1	2841	11374.484	701.196	6509	0
1_MACS_peak_4809_lociStitched	chr11	62339911	62342751	1	2841	5012.316	710	6510	0
1_MACS_peak_1726_lociStitched	chr1	155022126	155024966	1	2841	4401.716	966.736	6511	0
1_MACS_peak_10619_lociStitched	chr16	71597669	71600508	1	2840	15295.3964	603.5714	6512	0
1_MACS_peak_4073_lociStitched	chr10	117691702	117694541	1	2840	10480.7363	564.3932	6513	0
1_MACS_peak_26023_lociStitched	chr7	102232360	102235198	1	2839	4304.1108	890.5644	6514	0
1_MACS_peak_21808_lociStitched	chr5	32311325	32314163	1	2839	6151.0812	550.8558	6515	0
1_MACS_peak_2780_lociStitched	chr1	235267184	235270022	1	2839	12500.2548	1058.8578	6516	0
2_MACS_peak_21544_lociStitched	chr4	185587486	185590810	2	2839	2069.19	799.7544	6517	0
2_MACS_peak_29666_lociStitched	chrX	71320136	71326149	2	2839	2188.732	440.7529	6518	0
1_MACS_peak_23026_lociStitched	chr5	167834991	167837828	1	2838	6873.1999	562.2934	6519	0
2_MACS_peak_18179_lociStitched	chr22	50311345	50320116	2	2838	5695.8874	1047.2574	6520	0
1_MACS_peak_29835_lociStitched	chrX	109025156	109027992	1	2837	10488.946	284.4508	6521	0
1_MACS_peak_28220_lociStitched	chr9	37902536	37905372	1	2837	10658.2552	651.7128	6522	0
1_MACS_peak_27724_lociStitched	chr8	131259220	131262056	1	2837	8038.0748	655.9668	6523	0
1_MACS_peak_17570_lociStitched	chr22	17376848	17379684	1	2837	3016.3696	593.2912	6524	0
1_MACS_peak_4389_lociStitched	chr11	10828774	10831610	1	2837	13128.4112	664.7584	6525	0
2_MACS_peak_21598_lociStitched	chr4	187760041	187766261	2	2837	4036.158	943.574	6526	0
2_MACS_peak_14436_lociStitched	chr2	46719984	46727778	2	2837	3465.2124	1257.9516	6527	0
1_MACS_peak_16640_lociStitched	chr20	25227056	25229891	1	2836	5516.91	497.826	6528	0
1_MACS_peak_9164_lociStitched	chr15	58754743	58757578	1	2836	4788.5985	488.4705	6529	0
1_MACS_peak_6787_lociStitched	chr12	95610418	95613253	1	2836	8493.093	608.391	6530	0
2_MACS_peak_6972_lociStitched	chr12	110510667	110518332	2	2836	5487.3735	691.383	6531	0
2_MACS_peak_25939_lociStitched	chr7	99148988	99157331	2	2836	3134.4651	1343.223	6532	0
1_MACS_peak_28140_lociStitched	chr9	34327781	34330615	1	2835	10200.1328	822.1434	6533	0
1_MACS_peak_22573_lociStitched	chr5	128795795	128798628	1	2834	4449.2265	439.3983	6534	0
1_MACS_peak_21305_lociStitched	chr4	147441645	147444478	1	2834	9988.3081	594.0801	6535	0
1_MACS_peak_27183_lociStitched	chr8	66892766	66895598	1	2833	7856.2512	693.2736	6536	0
1_MACS_peak_24393_lociStitched	chr6	108277457	108280289	1	2833	9503.9088	629.2704	6537	0
1_MACS_peak_5750_lociStitched	chr12	4177388	4180220	1	2833	10911.4128	638.8992	6538	0
1_MACS_peak_799_lociStitched	chr1	47798179	47801011	1	2833	7904.112	465.5808	6539	0
2_MACS_peak_5484_lociStitched	chr11	116850751	116858707	2	2833	2292.1236	1129.752	6540	0
1_MACS_peak_28119_lociStitched	chr9	33263073	33265904	1	2832	5996.9073	742.8544	6541	0
1_MACS_peak_26582_lociStitched	chr7	156930399	156933230	1	2832	14121.028	804.004	6542	0
1_MACS_peak_25371_lociStitched	chr7	33147090	33149921	1	2832	2687.4683	628.482	6543	0
1_MACS_peak_17156_lociStitched	chr20	60960459	60963289	1	2831	9603.322	652.881	6544	0
1_MACS_peak_9479_lociStitched	chr15	78831784	78834614	1	2831	13135.728	659.107	6545	0
2_MACS_peak_19128_lociStitched	chr3	101525891	101528754	2	2831	1730.1109	397.957	6546	0
2_MACS_peak_9702_lociStitched	chr15	93166262	93169505	2	2831	2007.7413	477.0453	6547	0
2_MACS_peak_9426_lociStitched	chr15	75867232	75872476	2	2831	2518.6932	772.4412	6548	0
1_MACS_peak_26820_lociStitched	chr8	25314802	25317631	1	2830	7825.014	543.7338	6549	0
1_MACS_peak_26311_lociStitched	chr7	128863674	128866503	1	2830	9466.1169	893.3982	6550	0
1_MACS_peak_13212_lociStitched	chr19	14115597	14118426	1	2830	13933.1079	694.8024	6551	0
1_MACS_peak_7436_lociStitched	chr13	41591082	41593911	1	2830	4375.6143	275.8275	6552	0
2_MACS_peak_18899_lociStitched	chr3	60385554	60390237	2	2830	2452.9554	597.5508	6553	0
2_MACS_peak_7401_lociStitched	chr13	36791030	36797251	2	2830	3447.0561	620.8558	6554	0
1_MACS_peak_24256_lociStitched	chr6	89979606	89982434	1	2829	7775.8688	604.6264	6555	0
1_MACS_peak_24094_lociStitched	chr6	71996741	71999569	1	2829	7842.3268	589.9208	6556	0
2_MACS_peak_22328_lociStitched	chr5	95061713	95067706	2	2829	2763.9716	991.8415	6557	0
1_MACS_peak_28171_lociStitched	chr9	35730938	35733765	1	2828	6210.3536	593.1046	6558	0
1_MACS_peak_25221_lociStitched	chr7	21465846	21468673	1	2828	8255.1227	583.7755	6559	0
1_MACS_peak_20738_lociStitched	chr4	76648283	76651110	1	2828	10278.6893	761.5938	6560	0
