GENE_ID	locusLine	bin_1_RPMI8226.jin.bam
NM_003900	chr5(.):179242841-179270077	0.5345
NM_016175	chr5(.):179259265-179290840	0.1218
NM_054013	chr5(.):179219597-179234875	0.5003
NM_014275	chr5(.):179219597-179238952	0.4054
NM_001142298	chr5(.):179228387-179270077	0.4815
NM_001142299	chr5(.):179229002-179270077	0.488
NR_027183	chr5(.):180251958-180267726	0.3119
NM_022758	chr6(.):34550065-34669625	0.238
NM_012288	chr6(.):52357199-52446862	0.5305
NM_020732	chr6(.):157094063-157536913	0.1347
NM_016224	chr6(.):158239293-158371109	0.2305
NM_001195286	chr6(.):386738-416443	0.5761
NM_000904	chr6(.):2995066-3024994	0.2769
NM_015482	chr6(.):3264206-3461793	0.3825
NM_021945	chr6(.):3264206-3450218	0.3779
NR_026590	chr6(.):4701392-4960778	0.2552
NM_001143970	chr6(.):4831331-4960778	0.3305
NM_004824	chr6(.):4771679-4960778	0.3028
NR_037616	chr6(.):7876482-8069647	0.5685
NM_002114	chr6(.):12007723-12170232	0.2045
NM_018988	chr6(.):13358818-13492787	0.1921
NM_000332	chr6(.):16294342-16766721	0.1369
NM_001949	chr6(.):20397136-20498945	0.2641
NM_001173977	chr6(.):25274655-25625758	0.248
NM_001090	chr6(.):30534169-30564309	0.2154
NM_145901	chr6(.):34199649-34219008	0.7228
NM_145903	chr6(.):34199576-34219008	0.7204
NM_145905	chr6(.):34201567-34219008	0.7919
NM_016021	chr6(.):90031343-90067619	0.5409
NM_001455	chr6(.):108877068-109010971	0.3729
NM_201559	chr6(.):108876025-109010971	0.3707
NM_002912	chr6(.):111615233-111809414	0.1097
NM_153235	chr6(.):139556198-139618208	0.1655
NM_006734	chr6(.):143067603-143271338	0.1195
NM_024630	chr6(.):157797556-158099977	0.1915
NM_206855	chr6(.):163830674-164004628	0.1137
NM_020185	chr6(.):287100-356355	2.0731
NM_001195291	chr6(.):2943392-2977399	0.2876
NR_026855	chr6(.):2983200-2996405	0.848
NR_033884	chr6(.):3015389-3030005	0.4976
NM_001143971	chr6(.):4885225-4960778	0.2519
NM_001145549	chr6(.):7876482-7915310	1.3086
NM_030810	chr6(.):7876482-7916047	1.3682
NM_032744	chr6(.):11708887-11784280	0.4357
NM_033069	chr6(.):13464508-13491415	0.3715
NM_001193267	chr6(.):13569791-13619785	0.4366
NM_012241	chr6(.):13569874-13619785	0.4372
NM_005319	chr6(.):26050967-26061699	0.8389
NM_003537	chr6(.):26026816-26037288	0.8469
NM_003544	chr6(.):26022123-26032480	0.6711
NM_021062	chr6(.):26038454-26048885	0.0684
NM_003531	chr6(.):26040638-26051097	0.0671
NM_005325	chr6(.):26012259-26023040	0.2453
NM_003538	chr6(.):26016906-26027278	0.4889
NM_003513	chr6(.):26028319-26038796	0.5939
NM_003529	chr6(.):26015717-26026186	0.2822
NM_003526	chr6(.):26118694-26129132	1.0524
NM_139006	chr6(.):26082508-26100469	0.1298
NM_021065	chr6(.):26194011-26204471	1.3492
NM_003530	chr6(.):26192011-26204464	1.157
NM_138720	chr6(.):26153348-26176576	0.8932
NM_003523	chr6(.):26179023-26189458	0.2267
NM_003539	chr6(.):26183937-26194304	0.2874
NM_003545	chr6(.):26199872-26210249	0.9048
NM_021063	chr6(.):26153348-26163871	1.3815
NM_005321	chr6(.):26151558-26162343	1.3025
NM_003512	chr6(.):26119372-26129918	1.0403
NM_003542	chr6(.):26099175-26109565	0.2788
NM_005323	chr6(.):26102639-26113364	0.2697
NM_003522	chr6(.):26194786-26205216	1.5014
NM_003518	chr6(.):26211427-26221872	0.6406
NM_021052	chr6(.):26212147-26222711	0.632
NM_003543	chr6(.):26280353-26290727	0.6804
NM_003532	chr6(.):26220382-26230844	0.0812
NM_003524	chr6(.):26246878-26257303	0.4969
NM_003534	chr6(.):26266145-26276612	0.8577
NM_003547	chr6(.):26241838-26252205	0.4456
NM_003540	chr6(.):26235653-26246021	0.1663
NM_021018	chr6(.):26245369-26255835	0.4915
NM_005320	chr6(.):26229439-26240216	0.6214
NM_003525	chr6(.):26268203-26278640	0.857
NM_001145008	chr6(.):26397464-26420444	0.2544
NM_001197240	chr6(.):26378328-26400100	0.2291
NM_001197247	chr6(.):26360397-26383540	0.7267
NM_001197238	chr6(.):26378323-26400100	0.2291
NM_007047	chr6(.):26360397-26383548	0.7269
NM_001197237	chr6(.):26378438-26400100	0.2292
NM_001197248	chr6(.):26360469-26383540	0.7188
NM_001197246	chr6(.):26363405-26383540	0.5169
NM_021064	chr6(.):27095816-27106314	1.0182
NM_080593	chr6(.):27101071-27119637	0.7788
NM_080596	chr6(.):27109907-27120346	0.7773
NR_036096	chr6(.):27110404-27120467	0.7939
NM_021058	chr6(.):27095094-27105575	0.9946
NM_003495	chr6(.):27102087-27112457	0.4134
NM_021066	chr6(.):27777079-27787518	0.4707
NM_003536	chr6(.):27772841-27783314	0.8849
NM_003509	chr6(.):27770976-27781445	0.7685
NM_003519	chr6(.):27770256-27780709	0.7715
NM_003521	chr6(.):27777821-27788267	0.4413
NM_003535	chr6(.):27853092-27863570	1.2057
NM_003527	chr6(.):27856202-27866669	1.259
NM_003520	chr6(.):27801439-27811888	1.3186
NM_003511	chr6(.):27828106-27838576	0.1247
NM_003533	chr6(.):27834622-27845099	0.0855
NM_003510	chr6(.):27800657-27811117	1.3157
NM_003541	chr6(.):27793951-27804305	0.3559
NM_005322	chr6(.):27829569-27840359	0.1377
NM_033057	chr6(.):27873962-27885174	0.1067
NM_021968	chr6(.):27786902-27797258	0.2897
NM_003514	chr6(.):27855476-27865963	1.2516
NM_003546	chr6(.):27835925-27846289	0.0902
NM_001031722	chr6(.):30589662-30619598	0.2228
NR_033823	chr6(.):30589612-30619598	0.2224
NM_001161376	chr6(.):30609815-30625987	0.2878
NM_002714	chr6(.):30563181-30590020	0.4052
NM_014046	chr6(.):30580485-30599174	0.5588
NR_030615	chr6(.):30547108-30557194	0.1153
NM_006120	chr6(.):32911390-32925899	0.1242
NM_002119	chr6(.):32966959-32982389	0.0623
NM_002118	chr6(.):32897405-32913847	0.1337
NM_005104	chr6(.):32931436-32954282	1.1783
NM_001113182	chr6(.):32933664-32954282	1.2971
NM_001199455	chr6(.):32934371-32954282	1.3408
NM_001199456	chr6(.):32935860-32954282	1.4138
NM_001008703	chr6(.):34209156-34221904	0.1674
NR_037152	chr6(.):36639236-36660116	0.776
NM_078467	chr6(.):36639266-36660116	0.777
NR_037150	chr6(.):36639313-36660116	0.7786
NM_000389	chr6(.):36641455-36660116	0.8527
NR_037151	chr6(.):36641486-36660116	0.8539
NM_002648	chr6(.):37132921-37148204	0.6591
NM_003192	chr6(.):42707233-42718884	0.4669
NM_015349	chr6(.):42783793-42841296	0.0869
NM_001171629	chr6(.):43732945-43759223	0.7044
NM_001402	chr6(.):74220472-74235755	1.982
NM_002043	chr6(.):89962238-90029967	0.1455
NR_033376	chr6(.):109067856-109096145	0.189
NR_034109	chr6(.):111799674-111928497	0.1389
NR_034111	chr6(.):111799674-111829811	0.422
NR_034110	chr6(.):111799674-111904383	0.1561
NM_006079	chr6(.):139688396-139700785	0.6289
NM_001168389	chr6(.):139688396-139700350	0.6495
NM_001168388	chr6(.):139688396-139700499	0.6417
NR_037463	chr6(.):157945163-157955232	0.1242
NR_037593	chr6(.):163829096-163839982	0.9694
NM_001259	chr7(.):92229234-92468231	0.1842
NM_001145306	chr7(.):92229234-92470941	0.1828
NM_004289	chr7(.):26186846-26231756	0.1713
NM_030796	chr7(.):55533305-55645200	0.9299
NM_015198	chr7(.):51078908-51389515	0.2324
NM_003496	chr7(.):98471112-98615864	0.1914
NM_001913	chr7(.):101454291-101932250	0.1735
NM_001193584	chr7(.):107783070-108101841	0.2441
NM_181500	chr7(.):101454302-101932250	0.1735
NM_181552	chr7(.):101455881-101898344	0.1551
NR_033766	chr7(.):113721364-114338827	0.1164
NM_001145354	chr7(.):130789854-131186398	0.1561
NM_001164458	chr7(.):149939300-150025758	0.1898
NM_001080495	chr7(.):5341422-5468177	0.323
NM_006547	chr7(.):23344827-23514995	0.2208
NM_003718	chr7(.):39984958-40141733	0.1481
NM_002541	chr7(.):44641120-44753669	0.3923
NM_001003941	chr7(.):44641120-44721195	0.5058
NM_022748	chr7(.):47309751-47584199	0.1828
NM_005685	chr7(.):73863119-74021920	0.2398
NM_017984	chr7(.):99993494-100031302	0.5218
NM_017621	chr7(.):102091666-102110321	0.447
NM_182931	chr7(.):104649636-104759532	0.3288
NM_001037132	chr7(.):107783070-107885614	0.3535
NM_001098627	chr7(.):128575771-128595088	0.4926
NM_001098630	chr7(.):128572993-128595088	0.6223
NM_032643	chr7(.):128573270-128595088	0.6131
NM_003344	chr7(.):129467994-129597789	0.145
NR_015431	chr7(.):130623918-130798562	0.1914
NR_024153	chr7(.):130623918-130796789	0.1919
NM_014149	chr7(.):134863589-134901316	0.1459
NM_001195278	chr7(.):140769031-141185179	0.2353
NM_173680	chr7(.):150071405-150100719	0.5767
NM_003751	chr7(.):2389473-2425377	0.5309
NM_018641	chr7(.):2438258-2479216	0.4431
NR_026676	chr7(.):23525006-23536031	0.0847
NR_029597	chr7(.):25984538-25994606	0.8203
NM_031243	chr7(.):26224555-26245413	0.7243
NM_016587	chr7(.):26236323-26257976	0.7101
NM_007276	chr7(.):26236098-26257976	0.703
NM_147128	chr7(.):30318922-30412308	0.4551
NR_030319	chr7(.):30324409-30334506	1.441
NR_037513	chr7(.):30324409-30334506	1.441
NR_002186	chr7(.):30404665-30417410	0.082
NM_015483	chr7(.):32902777-32936468	0.3627
NM_018224	chr7(.):43673858-43774083	0.1895
NM_000712	chr7(.):43793271-43851941	0.2448
NM_013284	chr7(.):44106846-44127129	0.2561
NM_006230	chr7(.):44149285-44168147	0.2635
NM_001129	chr7(.):44138959-44159159	0.2101
NM_000290	chr7(.):44097325-44110186	0.1166
NM_021223	chr7(.):44173462-44185916	0.1364
NM_182547	chr7(.):44613761-44626827	0.4632
NR_033245	chr7(.):64037987-64049129	0.1196
NM_178558	chr7(.):63975254-64028505	0.3574
NM_001130022	chr7(.):63980033-64028505	0.3791
NM_152559	chr7(.):73243920-73261855	0.4525
NM_001305	chr7(.):73240192-73252015	0.8966
NM_182504	chr7(.):73270488-73285223	0.1662
NM_001134450	chr7(.):98439110-98472673	0.123
NR_037403	chr7(.):98474272-98484352	1.4336
NM_030935	chr7(.):100059141-100081902	0.2225
NM_145030	chr7(.):100027911-100039094	0.7436
NM_019606	chr7(.):100022253-100036749	1.5058
NM_001194992	chr7(.):100021412-100036749	1.4303
NM_001004323	chr7(.):100049237-100066894	0.1141
NM_020979	chr7(.):101923404-101967178	0.5059
NR_036245	chr7(.):101931368-101941453	0.3794
NM_032831	chr7(.):102068995-102102268	1.0842
NM_024653	chr7(.):102031803-102072129	0.5895
NM_001146210	chr7(.):101981191-102001889	0.1602
NM_006234	chr7(.):102108547-102124381	0.3228
NM_152892	chr7(.):102100389-102118612	0.286
NR_027374	chr7(.):104530074-104572092	0.2062
NR_024586	chr7(.):104645988-104659588	1.8044
NM_199349	chr7(.):128525000-128555773	0.1382
NM_018295	chr7(.):134827765-134855967	0.6041
NR_024185	chr7(.):134845531-134860532	0.9384
NM_013400	chr7(.):150060878-150076133	2.7171
NM_014374	chr7(.):150063257-150076133	3.0618
NM_001142928	chr7(.):150015295-150040245	0.4172
NM_002889	chr7(.):150030406-150043763	0.1519
NM_138434	chr7(.):150021937-150034811	0.1578
NR_027237	chr7(.):150097839-150114558	0.9981
NM_175571	chr7(.):150142961-150181483	0.1081
NR_034033	chr7(.):150125741-150150228	0.3851
NM_001091	chr7(.):150544572-150563379	0.1096
NM_005515	chr7(.):156792546-156808347	0.8891
NM_001165255	chr7(.):156792546-156807129	0.8567
NM_080838	chr8(.):134198311-134245053	0.2983
NM_003882	chr8(.):134198311-134246571	0.3642
NM_001101676	chr8(.):119196694-119639184	0.1423
NM_207506	chr8(.):119385226-119639184	0.1938
NR_003367	chr8(.):128801778-129118499	0.2039
NM_001024678	chr8(.):145742760-145757416	0.7381
NM_001001795	chr8(.):145746602-145759458	0.6693
NM_001715	chr8(.):11346520-11427108	0.5911
NM_001135733	chr8(.):95933199-95966615	0.6655
NM_024094	chr8(.):120841180-120873170	0.151
NM_022783	chr8(.):120880899-121068157	0.4258
NM_014943	chr8(.):123788900-123991755	0.1236
NM_003033	chr8(.):134462090-134589183	0.3348
NM_015117	chr8(.):144514824-144628620	0.4066
NM_001134374	chr8(.):145081581-145107015	0.3752
NM_053279	chr8(.):11273972-11329276	0.6039
NM_057158	chr8(.):29188616-29211322	0.3989
NM_001394	chr8(.):29188619-29213185	0.3753
NR_026765	chr8(.):29573775-29610625	0.3232
NM_001135699	chr8(.):101925803-101970221	0.3701
NM_001135700	chr8(.):101925803-101968560	0.3807
NM_145690	chr8(.):101925803-101969357	0.375
NM_003406	chr8(.):101925803-101970623	0.3674
NM_001135702	chr8(.):101925803-101967799	0.3865
NM_024410	chr8(.):103558847-103578245	0.1438
NM_001032282	chr8(.):103656004-103671168	0.5731
NM_005655	chr8(.):103656004-103672983	0.5194
NM_003184	chr8(.):120738013-120850074	0.0839
NM_025195	chr8(.):126437562-126455644	1.0863
NM_002467	chr8(.):128743314-128758680	1.173
NR_031609	chr8(.):128803207-128813274	3.1327
NM_014957	chr8(.):142133719-142210900	0.1116
NM_032611	chr8(.):142427006-142446620	0.4354
NM_005293	chr8(.):142361586-142382365	0.2007
NM_001702	chr8(.):143540376-143631368	0.2622
NM_052963	chr8(.):144386527-144422050	0.143
NR_026785	chr8(.):144443792-144455805	0.3711
NM_052924	chr8(.):144446024-144471390	0.2608
NM_001166237	chr8(.):144630556-144650231	0.3814
NM_024736	chr8(.):144635476-144650231	0.3419
NM_001100878	chr8(.):144643362-144659928	0.3365
NM_145201	chr8(.):144651954-144665513	0.5875
NM_201378	chr8(.):144984320-145052697	0.515
NM_032789	chr8(.):145046319-145065635	0.6552
NM_000445	chr8(.):144984320-145055913	0.5086
NM_201381	chr8(.):144984320-145023905	0.5299
NM_201382	chr8(.):144984320-145023110	0.5337
NM_201383	chr8(.):144984320-145021692	0.5479
NM_201379	chr8(.):144984320-145033088	0.5222
NM_001009184	chr8(.):145059225-145072583	0.3694
NM_201384	chr8(.):144984320-145018758	0.58
NR_030383	chr8(.):145014358-145024447	1.142
NM_201380	chr8(.):144984320-145030044	0.5459
NM_001129888	chr8(.):145684199-145696031	0.334
NM_032687	chr8(.):145684199-145695849	0.339
NM_003923	chr8(.):145694114-145706718	0.4251
NM_032902	chr8(.):145717108-145732504	0.1124
NM_138496	chr8(.):145670314-145695418	0.2115
NM_005309	chr8(.):145724464-145737555	0.974
NM_145754	chr8(.):145686737-145704499	0.4641
NM_138431	chr8(.):145729551-145741589	1.0767
NM_004260	chr8(.):145731666-145748210	1.1228
NM_014665	chr8(.):145738362-145755559	0.6835
NM_003070	chr9(.):2010341-2198623	0.1082
NR_003529	chr9(.):21989789-22126093	0.1442
NM_001135920	chr9(.):5624326-5774454	0.1539
NM_020829	chr9(.):5651582-5781556	0.0651
NM_001206	chr9(.):72994512-73034573	0.2897
NM_053016	chr9(.):112537576-112718756	0.1056
NM_001037293	chr9(.):112398067-112718756	0.0791
NM_007203	chr9(.):112537576-112939791	0.1096
NM_005047	chr9(.):123573331-123610206	0.2113
NM_001035534	chr9(.):130262617-130346268	0.2962
NM_003165	chr9(.):130369485-130459995	0.1479
NM_022833	chr9(.):130262617-130336355	0.2601
NM_013355	chr9(.):131459801-131488199	0.2211
NM_015033	chr9(.):132644465-132810473	0.1946
NM_198679	chr9(.):134447156-134590229	0.217
NM_005312	chr9(.):134447156-134617925	0.2483
NM_000093	chr9(.):137528651-137741688	0.2559
NM_144653	chr9(.):138898202-138992131	0.2119
NM_004936	chr9(.):21997901-22014312	0.0897
NR_024274	chr9(.):21962137-21972753	0.0875
NM_058197	chr9(.):21962750-21979826	0.0784
NM_000077	chr9(.):21962750-21980132	0.0787
NM_058195	chr9(.):21962750-21999490	0.3199
NM_001083603	chr9(.):98200263-98284247	0.1648
NM_001083606	chr9(.):98200263-98274699	0.1756
NM_001083607	chr9(.):98200263-98274481	0.1761
NM_001083605	chr9(.):98200263-98275322	0.1745
NM_000264	chr9(.):98200263-98275831	0.1734
NM_006401	chr9(.):100740488-100783224	0.4069
NM_197978	chr9(.):100684072-100705526	0.1712
NM_018437	chr9(.):100684072-100712134	0.1475
NM_005658	chr9(.):123659670-123694173	0.5676
NM_015651	chr9(.):123612930-123644606	0.6848
NM_001190945	chr9(.):123659670-123696451	0.5659
NM_001190947	chr9(.):123659670-123681850	0.4896
NM_001009936	chr9(.):123626852-123644606	1.0985
NR_024408	chr9(.):123600319-123621651	0.3147
NM_001045476	chr9(.):127610754-127625160	0.5438
NM_030978	chr9(.):127626483-127644696	0.9085
NM_007209	chr9(.):127615157-127629240	0.5716
NM_005489	chr9(.):130495595-130538621	0.185
NM_001142532	chr9(.):130495595-130529697	0.1663
NM_001142533	chr9(.):130495595-130522583	0.1786
NM_001142531	chr9(.):130495595-130529719	0.1662
NM_001142534	chr9(.):130495595-130522561	0.1787
NM_170600	chr9(.):130495595-130546048	0.3803
NM_001085347	chr9(.):130488802-130502604	0.2812
NM_001018078	chr9(.):130560507-130581556	0.3443
NM_001261	chr9(.):130543304-130558052	0.5403
NM_004957	chr9(.):130560153-130581556	0.3436
NR_036055	chr9(.):130543196-130553286	0.7129
NM_001122821	chr9(.):131440933-131463675	0.6861
NM_052844	chr9(.):131390939-131424129	0.3044
NM_003011	chr9(.):131446508-131463675	0.7693
NM_032799	chr9(.):131478148-131491408	0.2348
NM_016520	chr9(.):132584563-132602572	0.3593
NM_006676	chr9(.):132592695-132649107	0.21
NM_001008563	chr9(.):132592756-132649107	0.2102
NM_000050	chr9(.):133315093-133381661	0.3367
NM_032728	chr9(.):134160080-134189649	0.1525
NM_033387	chr9(.):134128464-134156906	0.7689
NR_037460	chr9(.):137736020-137747490	0.1431
NR_037469	chr9(.):137736970-137747118	0.1455
NM_015837	chr9(.):137767657-137784366	0.15
NM_002003	chr9(.):137796430-137814806	0.1515
NM_014811	chr9(.):138366647-138385739	0.2602
NM_152833	chr9(.):139001426-139015731	1.7467
NM_017617	chr9(.):139383895-139445238	0.438
NM_006412	chr9(.):139562594-139586911	0.6376
NM_016215	chr9(.):139552381-139572130	0.2721
NR_029695	chr9(.):139560053-139570138	0.2295
NM_201446	chr9(.):139552376-139572130	0.2721
NR_002958	chr9(.):139616198-139626331	0.7201
NR_024542	chr9(.):139614045-139627636	0.552
NM_152421	chr9(.):139602023-139624170	0.5313
NM_001001712	chr9(.):139627618-139642411	0.2876
NR_002975	chr9(.):139615555-139625689	0.7166
NR_033913	chr9(.):139635612-139649363	0.3492
NM_001144026	chr9(.):140095118-140118813	0.5116
NM_053045	chr9(.):140093534-140105090	0.6087
NM_000832	chr9(.):140028608-140068214	0.9885
NM_001128228	chr9(.):140081068-140100163	0.628
NM_003731	chr9(.):140078053-140089822	0.6223
NM_001013653	chr9(.):140058211-140069491	3.0132
NM_013366	chr9(.):140064235-140088057	1.3511
NM_031297	chr9(.):140109706-140120775	0.7126
NR_037416	chr9(.):140058637-140068722	3.0895
NM_199001	chr9(.):140114643-140125763	0.8011
NM_006125	chrX(.):11156516-11688821	0.0954
NM_001139467	chrX(.):9426334-9692780	0.09
NM_013427	chrX(.):11150662-11688821	0.095
NM_005647	chrX(.):9428200-9692780	0.0901
NM_001123384	chrX(.):39905498-40041582	0.3639
NM_001039590	chrX(.):40939887-41100832	0.1052
NM_144495	chrX(.):48750194-48765420	0.3198
NM_001167990	chrX(.):48750212-48765420	0.3201
NM_001032384	chrX(.):48750538-48765420	0.3262
NM_001167992	chrX(.):48750774-48765420	0.3309
NM_001042750	chrX(.):123090555-123241505	0.1043
NM_001042749	chrX(.):123089474-123241505	0.1038
NM_005334	chrX(.):153208007-153241819	0.6543
NM_017745	chrX(.):39905498-39961719	0.2911
NM_001167947	chrX(.):48745729-48760426	0.3606
NM_001042498	chrX(.):48755888-48774235	0.3321
NM_001136158	chrX(.):48774302-48819893	0.6467
NM_001136159	chrX(.):48774302-48820648	0.6375
NM_006875	chrX(.):48765458-48781413	0.652
NM_004979	chrX(.):48813638-48833251	0.3351
NM_005660	chrX(.):48755458-48773917	0.3456
NM_001032289	chrX(.):48755889-48773933	0.3222
NM_000054	chrX(.):153165528-153177620	0.1048
NM_000425	chrX(.):153121970-153146399	0.0668
NM_003491	chrX(.):153190376-153205468	0.7985
NM_001666	chrX(.):153167829-153196714	0.4221
NM_002910	chrX(.):153195721-153215232	0.1879
NR_027419	chrX(.):153162984-153177620	0.0978
NM_001025243	chrX(.):153270956-153290342	0.5564
NM_003492	chrX(.):153232990-153253646	1.2263
NR_031757	chrX(.):153280370-153290440	0.7689
NR_036175	chrX(.):153241548-153251627	0.5729
NR_036174	chrX(.):153241547-153251628	0.5729
NM_015892	chr10(.):125762181-125856930	0.2797
NM_014863	chr10(.):125774168-125856930	0.3078
NM_001029880	chr10(.):7195585-7458448	0.1102
NM_001018039	chr10(.):7195585-7456303	0.1103
NM_031453	chr10(.):14555558-14821896	0.1738
NM_024948	chr10(.):15815174-15907519	0.136
NM_005028	chr10(.):22818765-23008503	0.2324
NM_001174096	chr10(.):31603100-31823742	0.0776
NM_001128128	chr10(.):31605063-31823742	0.0775
NM_147156	chr10(.):52060344-52388737	0.0702
NR_027653	chr10(.):3813187-3832473	0.6835
NR_024284	chr10(.):31600456-31613024	0.4595
NM_001098207	chr10(.):43876064-43897794	0.2655
NM_004966	chr10(.):43876064-43909656	0.4558
NM_173160	chr10(.):43862091-43876783	0.0932
NM_001098204	chr10(.):43876064-43909696	0.4553
NM_001098208	chr10(.):43876064-43897279	0.2701
NM_001098205	chr10(.):43876064-43909332	0.4597
NM_001098206	chr10(.):43876064-43908299	0.4697
NR_026693	chr10(.):43927573-43983007	0.1917
NM_000609	chr10(.):44860604-44885545	0.2557
NM_030912	chr10(.):104399251-104423076	0.4899
NM_005962	chr10(.):111980761-112052123	0.0544
NM_001008541	chr10(.):111964988-112052123	0.1687
NM_130439	chr10(.):111962362-112052123	0.1663
NM_004419	chr10(.):112252624-112276302	0.3094
NM_145341	chr10(.):112626595-112664764	0.1778
NR_026932	chr10(.):112623647-112635662	0.5965
NM_001111018	chr11(.):19367270-20148147	0.078
NM_001098816	chr11(.):78359327-79156695	0.1629
NM_181798	chr11(.):2477683-2875340	0.1207
NM_000218	chr11(.):2461220-2875340	0.1218
NM_030962	chr11(.):9795213-10320754	0.0482
NM_032867	chr11(.):12303446-12385691	0.0937
NM_014632	chr11(.):12127137-12290331	0.2454
NM_021961	chr11(.):12690968-12971284	0.2106
NM_024092	chr11(.):60676370-60695915	0.4431
NM_004265	chr11(.):61590712-61639825	0.3734
NM_001012662	chr11(.):62618483-62661355	0.5722
NM_001013251	chr11(.):62643343-62661355	0.8046
NM_001012661	chr11(.):62618517-62661353	0.5723
NM_024060	chr11(.):62196015-62319332	0.483
NR_037193	chr11(.):62644170-62661355	0.8372
NM_005438	chr11(.):65654691-65672997	0.9494
NM_001077241	chr11(.):65137662-65155142	0.9183
NR_002819	chr11(.):65260232-65278939	1.597
NM_001040716	chr11(.):66610996-66730847	0.2654
NM_030930	chr11(.):67753574-67776593	1.0447
NM_001876	chr11(.):68517350-68614399	0.2243
NM_001031847	chr11(.):68517087-68614399	0.2237
NM_133266	chr11(.):70308960-70512923	0.2701
NM_012309	chr11(.):70308960-70940808	0.1864
NM_014824	chr11(.):72542789-72858143	0.1277
NR_024042	chr11(.):76386209-76437833	0.1313
NM_001112812	chr11(.):105476410-105789231	0.2559
NM_001077243	chr11(.):105475799-105857819	0.2238
NM_001077244	chr11(.):105475799-105789231	0.2556
NM_181351	chr11(.):112826994-113154158	0.2012
NM_001076682	chr11(.):112826994-113140919	0.2027
NM_012239	chr11(.):210029-241362	0.1282
NM_002817	chr11(.):231807-257984	0.1497
NM_138329	chr11(.):273569-290304	0.2181
NM_006435	chr11(.):303106-314410	0.1631
NM_025092	chr11(.):284137-300688	0.2161
NM_003641	chr11(.):308990-320272	0.209
NM_001025295	chr11(.):293202-304526	0.0928
NM_021034	chr11(.):314672-325914	0.1226
NM_002939	chr11(.):489511-511821	0.3687
NM_203389	chr11(.):489511-512273	0.3628
NR_029623	chr11(.):563088-573198	0.2032
NM_003475	chr11(.):556449-569025	0.2151
NR_026967	chr11(.):568807-580885	0.4135
NM_001130442	chr11(.):527241-540550	0.605
NM_001143993	chr11(.):555970-569025	0.217
NM_020901	chr11(.):571482-617222	0.1846
NM_173573	chr11(.):549849-565779	0.1654
NM_198075	chr11(.):532521-559916	0.3545
NM_138567	chr11(.):1850673-1863750	0.1823
NM_002339	chr11(.):1869199-1918493	0.3526
NM_001145829	chr11(.):1855718-1867910	0.2318
NM_001013253	chr11(.):1884902-1918493	0.0816
NM_001145841	chr11(.):1856431-1867910	0.2398
NM_001013255	chr11(.):1887153-1918493	0.0772
NM_003282	chr11(.):1855232-1867910	0.2263
NM_001013254	chr11(.):1887098-1918493	0.077
NR_036185	chr11(.):1875693-1885766	0.1129
NR_002728	chr11(.):2656767-2726228	0.1644
NM_001124	chr11(.):10321641-10333923	0.6278
NM_000256	chr11(.):47347956-47379253	0.1331
NM_003120	chr11(.):47371408-47405127	0.1444
NM_152264	chr11(.):47425045-47443051	0.177
NM_002804	chr11(.):47435319-47453024	0.2111
NM_004778	chr11(.):60613397-60628444	0.1411
NM_207341	chr11(.):60630014-60648164	1.0485
NM_024098	chr11(.):60604428-60623561	1.0176
NM_014502	chr11(.):60653019-60679061	0.2787
NM_013402	chr11(.):61562096-61589529	0.4144
NM_014206	chr11(.):61551601-61565085	1.0633
NM_004111	chr11(.):61555149-61569710	1.0127
NR_031729	chr11(.):61577632-61587712	0.8986
NR_030342	chr11(.):61554966-61565033	1.3834
NM_003357	chr11(.):62181506-62195678	0.2203
NM_022830	chr11(.):62337516-62364109	0.412
NM_004739	chr11(.):62355674-62374303	0.6887
NM_001404	chr11(.):62322072-62346460	0.7542
NM_001620	chr11(.):62278373-62319332	0.6246
NR_002565	chr11(.):62618036-62628103	0.8095
NM_003164	chr11(.):62569368-62604560	0.4577
NM_018093	chr11(.):62595382-62612628	1.3062
NR_003098	chr11(.):62614459-62628360	0.6729
NR_002561	chr11(.):62616134-62626204	0.8666
NR_002560	chr11(.):62615797-62625865	0.861
NR_002559	chr11(.):62616375-62626440	0.8559
NR_000008	chr11(.):62615381-62625507	0.846
NR_002564	chr11(.):62617763-62627838	0.8137
NR_002563	chr11(.):62617483-62627555	0.8123
NR_002562	chr11(.):62617092-62627167	0.8219
NM_001081491	chr11(.):62554597-62577964	0.5269
NM_001080501	chr11(.):62552786-62564486	0.7739
NM_000738	chr11(.):62671150-62694012	0.1361
NM_004470	chr11(.):64003412-64016607	2.1104
NM_000932	chr11(.):64013994-64041924	0.5502
NM_005528	chr11(.):63992752-64006753	1.113
NM_001160390	chr11(.):63986270-63998726	0.6528
NM_032344	chr11(.):63988737-64002488	0.7235
NM_004322	chr11(.):64032299-64057176	0.6488
NM_178443	chr11(.):63969151-63996363	0.2556
NM_057092	chr11(.):64004587-64016607	2.2832
NM_012094	chr11(.):64080568-64094283	0.8261
NM_033310	chr11(.):64053792-64072503	0.5086
NM_003377	chr11(.):63997265-64011259	1.8822
NM_020155	chr11(.):64048581-64061972	0.6184
NM_001135208	chr11(.):64003603-64016607	2.1393
NM_001039496	chr11(.):64062862-64077239	0.9056
NM_016404	chr11(.):64079164-64090033	1.011
NM_001170726	chr11(.):64046810-64061972	0.5555
NM_001160393	chr11(.):63986270-63998341	0.6051
NM_001170881	chr11(.):64047284-64061972	0.5694
