GENE_ID	locusLine	bin_1_13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam
NM_001131055	chr5(.):175080039-175118245	0.3235
NM_001040446	chr5(.):32222110-32318114	0.2756
NM_024669	chr5(.):55390506-55534186	0.322
NR_015436	chr5(.):87831596-87985620	0.3083
NM_152624	chr5(.):112307432-112361667	0.1832
NM_001077654	chr5(.):118599417-118735294	0.3252
NM_001038702	chr5(.):130594701-130735382	0.2299
NM_003060	chr5(.):131700400-131736306	0.1793
NM_018924	chr5(.):140744961-140897546	0.1385
NM_018922	chr5(.):140724827-140897546	0.1284
NM_018915	chr5(.):140713353-140897546	0.1234
NM_018916	chr5(.):140718600-140897546	0.1258
NM_018912	chr5(.):140705251-140897546	0.1219
NM_003736	chr5(.):140762451-140897546	0.1457
NM_018923	chr5(.):140734702-140897546	0.1339
NM_001079812	chr5(.):140889587-141003622	0.2648
NM_018920	chr5(.):140757466-140897546	0.1447
NM_018918	chr5(.):140738897-140897546	0.1358
NM_018917	chr5(.):140729767-140897546	0.1309
NM_018919	chr5(.):140748650-140897546	0.1407
NM_001020825	chr5(.):142652495-142788254	0.3036
NM_001018076	chr5(.):142652495-142789045	0.3023
NM_001018075	chr5(.):142652495-142820077	0.2649
NM_004045	chr5(.):151117382-151143210	0.6631
NM_005990	chr5(.):171464073-171620346	0.2744
NM_001167579	chr5(.):176806431-176822514	0.0949
NM_022455	chr5(.):176555832-176732214	0.2772
NM_172349	chr5(.):176555079-176732214	0.2769
NM_002406	chr5(.):180212540-180235048	0.8332
NM_001114619	chr5(.):180212540-180235902	0.8307
NM_001114618	chr5(.):180212540-180241817	1.1621
NM_001114617	chr5(.):180212540-180242137	1.1509
NM_145265	chr5(.):199874-223297	0.6937
NM_001080478	chr5(.):186625-200468	1.4753
NM_004168	chr5(.):213355-261814	0.4143
NM_013232	chr5(.):266735-320089	0.1934
NM_001193376	chr5(.):1248286-1300162	0.0683
NM_030782	chr5(.):1312999-1350002	6.0081
NM_024830	chr5(.):1456541-1529076	0.6044
NM_001145161	chr5(.):6443735-6501834	1.7333
NM_001171805	chr5(.):6709717-6762161	0.5128
NM_001171806	chr5(.):6741100-6762161	0.083
NM_006713	chr5(.):32580604-32609185	1.4582
NM_002184	chr5(.):55225924-55295821	0.4063
NR_024384	chr5(.):87955262-87974146	2.0232
NR_024383	chr5(.):87955262-87979262	1.6327
NR_030741	chr5(.):87957670-87967757	0.3045
NM_005669	chr5(.):112207080-112263031	0.3186
NR_036052	chr5(.):118305280-118315362	0.0433
NM_014350	chr5(.):118686595-118735294	0.1281
NR_037500	chr5(.):131696181-131706291	0.3827
NM_002198	chr5(.):131812300-131831465	0.6618
NM_001013717	chr5(.):131741672-131803059	1.6249
NM_000879	chr5(.):131872135-131884214	0.0716
NM_016480	chr5(.):138672518-138710409	0.1738
NM_194296	chr5(.):138727455-138744776	0.9633
NM_152686	chr5(.):138740891-138780214	0.487
NM_152685	chr5(.):138697884-138724039	0.2739
NM_001033112	chr5(.):138673133-138710409	0.1756
NM_001161546	chr5(.):138722634-138735885	2.5007
NM_016459	chr5(.):138718256-138730605	2.8633
NM_032088	chr5(.):140766482-140897546	0.1478
NM_032406	chr5(.):140859740-140872356	0.048
NM_032407	chr5(.):140863807-140876444	0.0582
NM_018925	chr5(.):140772694-140897546	0.1521
NM_032092	chr5(.):140795536-140897546	0.1705
NM_003735	chr5(.):140805157-140897546	0.1793
NM_018921	chr5(.):140777519-140897546	0.1546
NM_018929	chr5(.):140863807-140897546	0.3652
NM_018913	chr5(.):140787742-140897546	0.1635
NM_002588	chr5(.):140850568-140897546	0.2958
NM_018926	chr5(.):140782769-140897546	0.1588
NM_018928	chr5(.):140859740-140897546	0.3313
NM_018927	chr5(.):140792281-140897546	0.1681
NM_183401	chr5(.):141343732-141373754	0.4643
NM_005471	chr5(.):141375233-141397620	0.7171
NM_183400	chr5(.):141343621-141373754	0.4627
NM_016580	chr5(.):141319529-141343627	0.2351
NM_183399	chr5(.):141341436-141373754	0.4352
NM_000024	chr5(.):148201155-148213197	1.3748
NM_006058	chr5(.):150404505-150465997	0.3416
NM_001155	chr5(.):150475266-150542443	0.4728
NM_001193544	chr5(.):150475266-150526216	0.3776
NM_005754	chr5(.):151146475-151189915	0.4414
NM_001171183	chr5(.):171616175-171635458	0.0561
NM_030627	chr5(.):173310330-173392313	0.5863
NM_022304	chr5(.):175103463-175116558	0.1025
NM_001031677	chr5(.):176723198-176735744	2.2145
NM_006480	chr5(.):176779843-176804599	0.3164
NM_006816	chr5(.):176753562-176783885	0.5269
NM_031300	chr5(.):176729205-176744292	1.7708
NM_001142935	chr5(.):176727500-176744292	2.0355
NM_013237	chr5(.):176725834-176738950	2.2686
NM_002082	chr5(.):176848686-176874850	0.8719
NM_030567	chr5(.):176868795-176888287	0.4275
NM_000505	chr5(.):176824138-176841577	0.5431
NM_080881	chr5(.):176878613-176904871	0.2039
NM_004395	chr5(.):176878613-176905694	0.2006
NM_001004105	chr5(.):176848686-176873354	0.8634
NM_001174102	chr5(.):176870325-176888283	0.4557
NM_001029886	chr5(.):176822107-176832637	0.2352
NR_027183	chr5(.):180251958-180267726	1.1351
NM_152283	chr5(.):180269610-180293286	0.3912
NM_206880	chr5(.):180576942-180587890	0.1236
NM_033342	chr5(.):180625119-180637177	0.211
NR_002592	chr5(.):180663817-180673889	1.4813
NM_203297	chr5(.):180615923-180632930	0.3487
NM_203296	chr5(.):180615923-180636340	0.3776
NM_033549	chr5(.):180645305-180667808	0.7439
NR_027908	chr6(.):33548882-33566115	0.1932
NR_028361	chr6(.):33546475-33561803	0.6743
NM_181356	chr6(.):44791469-45350670	0.074
NM_003599	chr6(.):44792449-45350575	0.074
NM_012288	chr6(.):52357199-52446862	1.1383
NM_000876	chr6(.):160385130-160532583	0.1782
NM_001195286	chr6(.):386738-416443	0.9827
NM_001168344	chr6(.):7102829-7257213	0.2964
NM_001003699	chr6(.):7103085-7257213	0.2969
NM_001718	chr6(.):7722010-7886961	0.1537
NR_037616	chr6(.):7876482-8069647	1.5102
NM_004973	chr6(.):15241526-15527253	0.1212
NM_001949	chr6(.):20397136-20498945	0.2482
NM_001080480	chr6(.):20095934-20217670	0.1866
NM_001173977	chr6(.):25274655-25625758	0.4333
NM_014641	chr6(.):30662583-30690458	0.9112
NM_172166	chr6(.):31702724-31735455	1.1157
NM_152735	chr6(.):33417355-33430320	0.2402
NM_004348	chr6(.):45384913-45523819	0.4058
NM_001024630	chr6(.):45291053-45523819	0.2946
NM_001123226	chr6(.):74166453-74216179	0.3217
NM_016021	chr6(.):90031343-90067619	1.1608
NM_001455	chr6(.):108877068-109010971	0.7752
NM_201559	chr6(.):108876025-109010971	0.7701
NM_032131	chr6(.):109164618-109300352	0.2851
NM_173674	chr6(.):117798819-117896020	0.3556
NM_006734	chr6(.):143067603-143271338	0.2215
NM_024630	chr6(.):157797556-158099977	0.1886
NM_020185	chr6(.):287100-356355	2.2097
NM_001145549	chr6(.):7876482-7915310	5.648
NM_030810	chr6(.):7876482-7916047	5.5564
NR_033910	chr6(.):10407550-10421402	0.7572
NM_001032280	chr6(.):10391915-10417607	0.5303
NM_001042425	chr6(.):10391915-10424797	0.4436
NR_027793	chr6(.):10423017-10440055	0.2118
NM_003220	chr6(.):10391915-10420470	0.502
NM_032744	chr6(.):11708887-11784280	0.2859
NM_005319	chr6(.):26050967-26061699	1.0692
NM_003537	chr6(.):26026816-26037288	0.9484
NM_003544	chr6(.):26022123-26032480	0.8759
NM_021062	chr6(.):26038454-26048885	0.714
NM_003531	chr6(.):26040638-26051097	0.7011
NM_005325	chr6(.):26012259-26023040	0.7263
NM_003538	chr6(.):26016906-26027278	1.0902
NM_003513	chr6(.):26028319-26038796	0.6767
NM_003529	chr6(.):26015717-26026186	0.8231
NM_021065	chr6(.):26194011-26204471	1.8385
NM_003530	chr6(.):26192011-26204464	1.573
NM_138720	chr6(.):26153348-26176576	0.8283
NM_003523	chr6(.):26179023-26189458	0.5867
NM_003539	chr6(.):26183937-26194304	0.6454
NM_003545	chr6(.):26199872-26210249	0.9997
NM_005321	chr6(.):26151558-26162343	1.098
NM_003522	chr6(.):26194786-26205216	2.075
NM_003518	chr6(.):26211427-26221872	0.6145
NM_021052	chr6(.):26212147-26222711	0.608
NM_003532	chr6(.):26220382-26230844	0.412
NM_003524	chr6(.):26246878-26257303	1.2487
NM_003547	chr6(.):26241838-26252205	1.0702
NM_003540	chr6(.):26235653-26246021	0.0992
NM_021018	chr6(.):26245369-26255835	1.2437
NM_005320	chr6(.):26229439-26240216	0.6954
NM_001145008	chr6(.):26397464-26420444	0.2184
NM_001197240	chr6(.):26378328-26400100	0.2881
NM_001197247	chr6(.):26360397-26383540	1.2149
NM_001197238	chr6(.):26378323-26400100	0.2881
NM_007047	chr6(.):26360397-26383548	1.2155
NM_001197237	chr6(.):26378438-26400100	0.2878
NM_001197248	chr6(.):26360469-26383540	1.1923
NM_001197246	chr6(.):26363405-26383540	0.4448
NM_021064	chr6(.):27095816-27106314	1.12
NM_080593	chr6(.):27101071-27119637	1.109
NM_080596	chr6(.):27109907-27120346	1.0279
NR_036096	chr6(.):27110404-27120467	1.0622
NM_021058	chr6(.):27095094-27105575	1.1209
NM_003495	chr6(.):27102087-27112457	0.6378
NM_021066	chr6(.):27777079-27787518	0.898
NM_003536	chr6(.):27772841-27783314	1.3658
NM_003509	chr6(.):27770976-27781445	0.9709
NM_003519	chr6(.):27770256-27780709	0.9596
NM_003521	chr6(.):27777821-27788267	0.8548
NM_003520	chr6(.):27801439-27811888	1.9149
NM_003511	chr6(.):27828106-27838576	0.5311
NM_003533	chr6(.):27834622-27845099	0.1984
NM_003510	chr6(.):27800657-27811117	1.9085
NM_003541	chr6(.):27793951-27804305	0.6348
NM_005322	chr6(.):27829569-27840359	0.5529
NM_021968	chr6(.):27786902-27797258	0.5665
NM_003546	chr6(.):27835925-27846289	0.1012
NM_003587	chr6(.):30615895-30645830	0.1605
NM_001161376	chr6(.):30609815-30625987	0.4662
NM_133471	chr6(.):30639165-30660672	1.0371
NM_001134870	chr6(.):30639165-30660093	1.0641
NM_007243	chr6(.):30650825-30663769	1.0874
NM_005803	chr6(.):30690510-30715453	0.2847
NM_003897	chr6(.):30705975-30717327	0.3313
NM_178014	chr6(.):30683156-30698195	1.7044
NM_007109	chr6(.):31121302-31136992	0.4873
NM_001173531	chr6(.):31127113-31139615	0.1906
NR_026791	chr6(.):31160536-31176745	1.1008
NM_019052	chr6(.):31105215-31131015	0.3194
NM_001105563	chr6(.):31105215-31130566	0.3245
NR_026816	chr6(.):31136511-31150676	0.1221
NM_002701	chr6(.):31127113-31143451	0.1563
NM_014069	chr6(.):31100310-31112127	0.098
NM_004847	chr6(.):31577993-31589798	0.8931
NM_001623	chr6(.):31578032-31589798	0.896
NM_032955	chr6(.):31578788-31589798	0.9529
NM_080702	chr6(.):31601804-31625477	0.6875
NM_001098534	chr6(.):31601804-31625170	0.6957
NM_021246	chr6(.):31678132-31690581	0.0801
NM_138275	chr6(.):31686160-31697851	0.522
NR_033488	chr6(.):31649725-31675850	0.4377
NM_001320	chr6(.):31628656-31642843	0.9133
NM_013974	chr6(.):31689816-31703039	0.9653
NM_025262	chr6(.):31639460-31653150	0.1494
NM_001288	chr6(.):31693357-31709341	2.8158
NM_019101	chr6(.):31618670-31630987	1.415
NM_021184	chr6(.):31621074-31633549	0.974
NM_001003693	chr6(.):31669683-31683372	0.6988
NM_021221	chr6(.):31633727-31645227	0.2799
NM_021160	chr6(.):31649725-31676137	0.4339
NR_002971	chr6(.):31585855-31595987	1.0314
NR_024541	chr6(.):31674752-31686842	0.0794
NM_080686	chr6(.):31583449-31610554	0.475
NM_025261	chr6(.):31681424-31694510	0.0846
NM_033177	chr6(.):31624005-31638179	1.0686
NM_001199240	chr6(.):31624005-31638407	1.0528
NM_001199238	chr6(.):31624005-31638639	1.0388
NM_001199237	chr6(.):31624005-31639060	1.012
NM_001039651	chr6(.):31725772-31737624	0.1145
NM_025258	chr6(.):31728370-31750108	0.541
NR_002742	chr6(.):31799852-31809916	1.2399
NM_000434	chr6(.):31821828-31835709	0.4491
NM_021177	chr6(.):31760173-31779743	1.1657
NR_002745	chr6(.):31798039-31808103	1.3167
NM_001178045	chr6(.):31825969-31850448	0.303
NM_001040438	chr6(.):31797692-31812541	0.956
NM_005345	chr6(.):31778290-31790719	0.6531
NM_005527	chr6(.):31772395-31787835	0.4508
NM_001178044	chr6(.):31825969-31851823	0.2916
NM_006295	chr6(.):31740296-31768712	1.2871
NM_005346	chr6(.):31790511-31803031	1.4278
NM_006120	chr6(.):32911390-32925899	0.2199
NM_002119	chr6(.):32966959-32982389	0.0783
NM_002118	chr6(.):32897405-32913847	0.2291
NM_005104	chr6(.):32931436-32954282	2.8836
NM_001113182	chr6(.):32933664-32954282	3.1845
NM_001199455	chr6(.):32934371-32954282	3.293
NM_001199456	chr6(.):32935860-32954282	3.4667
NM_001164267	chr6(.):33241879-33262304	0.3039
NM_022551	chr6(.):33234851-33249281	1.0557
NM_172209	chr6(.):33262471-33287164	0.8451
NM_004761	chr6(.):33254430-33272176	0.6683
NM_172208	chr6(.):33266409-33287164	0.9453
NM_003782	chr6(.):33239916-33251602	0.4451
NR_024517	chr6(.):33281334-33295793	1.1558
NM_014260	chr6(.):33252377-33263711	0.3906
NM_005453	chr6(.):33277181-33290512	1.0599
NM_001145338	chr6(.):33277181-33290719	1.1026
NM_022553	chr6(.):33213048-33244662	0.6986
NM_001185181	chr6(.):33252411-33263709	0.3915
NM_006772	chr6(.):33382846-33426466	0.3366
NM_015921	chr6(.):33379318-33391065	0.6288
NR_001444	chr6(.):33327513-33339139	0.0673
NM_002263	chr6(.):33354312-33382699	0.5439
NM_002636	chr6(.):33373772-33389230	0.8346
NM_001188	chr6(.):33535322-33553070	1.4145
NM_002224	chr6(.):33584155-33669348	0.2186
NM_000322	chr6(.):42659332-42695358	0.1139
NM_003192	chr6(.):42707233-42718884	0.8805
NR_037141	chr6(.):42690313-42700932	0.1583
NM_015349	chr6(.):42783793-42841296	0.0924
NM_001078177	chr6(.):44186362-44206888	0.4682
NM_178148	chr6(.):44216837-44230283	0.5621
NM_001078174	chr6(.):44182241-44206888	0.408
NM_020745	chr6(.):44261462-44286063	0.2079
NM_182539	chr6(.):44242896-44270458	0.0645
NM_001137560	chr6(.):44233479-44252182	0.0951
NM_001078175	chr6(.):44186295-44206888	0.4684
NM_004556	chr6(.):44220902-44238525	0.9669
NM_007355	chr6(.):44209848-44226614	0.8276
NM_014051	chr6(.):52530883-52556385	0.3001
NR_024403	chr6(.):52524198-52538951	0.9234
NM_001402	chr6(.):74220472-74235755	1.8902
NM_001159676	chr6(.):86312501-86356169	0.5515
NM_001159677	chr6(.):86312501-86358043	0.5316
NM_001159674	chr6(.):86312501-86357608	0.5359
NM_001159673	chr6(.):86312501-86357640	0.5355
NR_003044	chr6(.):86382306-86392377	0.8923
NR_003038	chr6(.):86381724-86393451	0.7831
NR_002743	chr6(.):86382011-86392086	0.8941
NM_002043	chr6(.):89962238-90029967	0.2597
NM_182907	chr6(.):106541814-106562811	3.1387
NM_001198	chr6(.):106529194-106562814	3.1864
NM_001145207	chr6(.):135351994-135381036	0.27
NM_006620	chr6(.):135276516-135381036	0.4306
NR_037435	chr6(.):135295475-135305570	0.0896
NM_006290	chr6(.):138183580-138209449	0.9587
NR_037463	chr6(.):157945163-157955232	0.0446
NM_001259	chr7(.):92229234-92468231	0.2038
NM_001145306	chr7(.):92229234-92470941	0.2021
NM_030796	chr7(.):55533305-55645200	1.4932
NM_012301	chr7(.):77641373-79087890	0.0809
NM_001913	chr7(.):101454291-101932250	0.1327
NM_181500	chr7(.):101454302-101932250	0.1327
NM_001164458	chr7(.):149939300-150025758	0.2211
NR_036554	chr7(.):29720687-29787019	0.1746
NM_014800	chr7(.):36888960-37493511	0.1137
NM_002541	chr7(.):44641120-44753669	0.5294
NM_001003941	chr7(.):44641120-44721195	0.7091
NM_022748	chr7(.):47309751-47584199	0.2146
NM_006060	chr7(.):50339377-50477798	0.1873
NM_012395	chr7(.):90333711-90844904	0.1536
NM_017621	chr7(.):102091666-102110321	0.6736
NM_001098627	chr7(.):128575771-128595088	1.5696
NM_001098630	chr7(.):128572993-128595088	1.4716
NM_032643	chr7(.):128573270-128595088	1.4601
NM_194071	chr7(.):137554724-137691846	0.3148
NM_173680	chr7(.):150071405-150100719	2.0352
NM_053043	chr7(.):155432202-155579179	0.3311
NM_003751	chr7(.):2389473-2425377	1.8407
NM_018641	chr7(.):2438258-2479216	0.6525
NR_029597	chr7(.):25984538-25994606	2.1157
NR_036482	chr7(.):29719769-29732859	0.6777
NR_024278	chr7(.):29680537-29729754	0.5035
NR_027347	chr7(.):29719387-29730437	0.7836
NM_019082	chr7(.):44600402-44619137	0.3616
NM_182547	chr7(.):44613761-44626827	0.8339
NM_152559	chr7(.):73243920-73261855	0.521
NM_001305	chr7(.):73240192-73252015	0.0771
NM_182504	chr7(.):73270488-73285223	0.0683
NM_001163636	chr7(.):74067029-74180022	0.2623
NM_020979	chr7(.):101923404-101967178	1.2666
NR_036245	chr7(.):101931368-101941453	1.0197
NM_032831	chr7(.):102068995-102102268	2.0291
NM_024653	chr7(.):102031803-102072129	1.516
NM_006234	chr7(.):102108547-102124381	0.429
NM_152892	chr7(.):102100389-102118612	0.4715
NR_027374	chr7(.):104530074-104572092	0.3001
NM_002649	chr7(.):106500923-106552592	0.5477
NM_001166346	chr7(.):114557208-114568720	1.3612
NM_199072	chr7(.):114557208-114664970	0.6091
NM_001024613	chr7(.):121936447-121949565	0.7548
NR_036484	chr7(.):121938711-121955131	1.2847
NM_018396	chr7(.):128111782-128147978	0.7972
NM_199349	chr7(.):128525000-128555773	0.1148
NM_013400	chr7(.):150060878-150076133	4.5553
NM_014374	chr7(.):150063257-150076133	5.3491
NM_001142928	chr7(.):150015295-150040245	0.4755
NM_002889	chr7(.):150030406-150043763	0.0856
NM_138434	chr7(.):150021937-150034811	0.0998
NR_027237	chr7(.):150097839-150114558	2.9075
NM_175571	chr7(.):150142961-150181483	0.0942
NR_034033	chr7(.):150125741-150150228	1.018
NM_033015	chr7(.):150768707-150782951	0.9477
NM_004769	chr7(.):150740604-150754843	0.1395
NM_031434	chr7(.):150773171-150785413	1.4606
NM_004935	chr7(.):150745898-150760052	0.6754
NM_031946	chr7(.):150778825-150846523	0.2306
NM_001136044	chr7(.):150773171-150785620	1.4447
NM_003040	chr7(.):150751656-150778614	0.7391
NM_001042535	chr7(.):150778825-150825725	0.2813
NM_004103	chr8(.):27163998-27321903	0.5777
NM_173176	chr8(.):27178053-27321903	0.5739
NM_173175	chr8(.):27178080-27321903	0.574
NM_021623	chr8(.):38753752-38836430	0.827
NM_001024678	chr8(.):145742760-145757416	0.8303
NM_001001795	chr8(.):145746602-145759458	0.6624
NM_001386	chr8(.):26430420-26520693	0.3579
NM_001197293	chr8(.):26366708-26520693	0.3005
NM_006228	chr8(.):28169648-28205868	0.4624
NM_001010906	chr8(.):27874480-27946388	0.4215
NM_023034	chr8(.):38127560-38244790	0.3572
NR_027638	chr8(.):38849504-38967779	0.1206
NM_005079	chr8(.):80942104-81088836	0.3778
NM_001135733	chr8(.):95933199-95966615	0.3656
NM_024094	chr8(.):120841180-120873170	0.2578
NM_022783	chr8(.):120880899-121068157	0.4814
NM_173685	chr8(.):126099082-126384367	0.2665
NM_003033	chr8(.):134462090-134589183	0.5446
NM_003970	chr8(.):1988157-2098380	1.9501
NM_171982	chr8(.):27137403-27173834	0.2941
NM_018091	chr8(.):27945583-28053669	0.124
NM_018660	chr8(.):28198101-28248977	0.3152
NM_144652	chr8(.):38239019-38271061	0.6838
NM_017778	chr8(.):38168934-38244790	0.4987
NM_001024381	chr8(.):38841326-38859041	0.3816
NM_153692	chr8(.):38826667-38851181	0.0685
NM_057749	chr8(.):95887452-95912482	0.3313
NM_148174	chr8(.):103833535-103881397	0.1721
NM_025195	chr8(.):126437562-126455644	1.2079
NM_201378	chr8(.):144984320-145052697	0.5453
NM_032789	chr8(.):145046319-145065635	0.6679
NM_000445	chr8(.):144984320-145055913	0.5515
NM_201381	chr8(.):144984320-145023905	0.6851
NM_201382	chr8(.):144984320-145023110	0.6914
NM_201383	chr8(.):144984320-145021692	0.7049
NM_201379	chr8(.):144984320-145033088	0.6318
NM_001009184	chr8(.):145059225-145072583	0.4225
NM_201384	chr8(.):144984320-145018758	0.7617
NR_030383	chr8(.):145014358-145024447	0.9463
NM_201380	chr8(.):144984320-145030044	0.668
NM_001129888	chr8(.):145684199-145696031	0.335
NM_183057	chr8(.):145643999-145658927	0.5876
NM_032687	chr8(.):145684199-145695849	0.3376
NM_017767	chr8(.):145632797-145646917	0.5341
NM_003923	chr8(.):145694114-145706718	0.3314
NM_032902	chr8(.):145717108-145732504	0.0714
NM_138496	chr8(.):145670314-145695418	0.2104
NM_005309	chr8(.):145724464-145737555	1.1656
NM_130849	chr8(.):145632797-145647273	0.5223
NM_145754	chr8(.):145686737-145704499	0.4035
NM_138431	chr8(.):145729551-145741589	1.2828
NM_004260	chr8(.):145731666-145748210	1.5053
NM_013432	chr8(.):145649162-145674812	0.5821
NM_014665	chr8(.):145738362-145755559	0.797
NM_025251	chr8(.):145749562-145843888	0.0512
NM_138367	chr8(.):145941293-145985970	0.1125
NM_030580	chr8(.):145993500-146017725	0.4849
NM_033301	chr8(.):146010153-146022729	0.9908
NM_001081003	chr8(.):146070550-146083932	0.3392
NM_001081004	chr8(.):146070550-146083451	0.3507
NM_000973	chr8(.):146010153-146022805	0.9849
NM_003416	chr8(.):146047902-146073606	0.25
NM_213605	chr8(.):146019260-146039529	0.1728
NM_014066	chr8(.):146070550-146083452	0.3506
NM_001497	chr9(.):33105638-33172356	0.2688
NM_007203	chr9(.):112537576-112939791	0.2523
NM_001004065	chr9(.):112805877-112939791	0.3763
NM_017790	chr9(.):116221008-116309371	0.1318
NM_144488	chr9(.):116202010-116365018	0.137
NM_005047	chr9(.):123573331-123610206	0.3354
NM_015033	chr9(.):132644465-132810473	0.3713
NM_198679	chr9(.):134447156-134590229	0.2468
NM_005312	chr9(.):134447156-134617925	0.3201
NM_001170	chr9(.):33379947-33407517	0.0746
NM_139235	chr9(.):33456350-33478941	0.2624
NM_004925	chr9(.):33436159-33452590	0.5317
NM_152850	chr9(.):35083687-35101579	0.4283
NM_001040411	chr9(.):35036101-35050988	0.121
NM_025182	chr9(.):35099117-35120893	0.4923
NM_013442	chr9(.):35094888-35108154	0.9315
NM_004629	chr9(.):35068834-35085013	1.2789
NM_001040410	chr9(.):35037222-35050988	0.1244
NM_032634	chr9(.):35083687-35101546	0.4291
NM_007126	chr9(.):35051064-35077739	0.6758
NM_005384	chr9(.):94166326-94191144	1.0798
NM_015250	chr9(.):95468644-95532083	0.538
NR_026868	chr9(.):95566892-95605739	0.1196
NM_001083603	chr9(.):98200263-98284247	0.3822
NM_001083606	chr9(.):98200263-98274699	0.4176
NM_001083607	chr9(.):98200263-98274481	0.4187
NM_001083605	chr9(.):98200263-98275322	0.4147
NM_000264	chr9(.):98200263-98275831	0.4123
NM_001012993	chr9(.):112956845-112975413	0.0747
NM_001136562	chr9(.):112882780-112939791	0.516
NM_000031	chr9(.):116143591-116168618	0.1446
NM_017443	chr9(.):116164517-116178029	1.4496
NM_031219	chr9(.):116130697-116143341	0.3313
NR_027261	chr9(.):116164517-116177955	1.4567
NM_152786	chr9(.):116168021-116196879	0.7577
NM_000608	chr9(.):117087068-117100536	0.089
NM_030767	chr9(.):117091432-117161685	0.7711
NM_000607	chr9(.):117080302-117093759	0.0831
NM_004888	chr9(.):117344993-117366152	0.6085
NM_153045	chr9(.):117368705-117413703	0.4409
NM_001244	chr9(.):117660123-117697770	0.2196
NM_005658	chr9(.):123659670-123694173	0.3864
NM_015651	chr9(.):123612930-123644606	0.6957
NM_001190945	chr9(.):123659670-123696451	0.3996
NM_001190947	chr9(.):123659670-123681850	0.2985
NM_001009936	chr9(.):123626852-123644606	1.1292
NR_024408	chr9(.):123600319-123621651	0.5553
NM_001045476	chr9(.):127610754-127625160	0.7766
NM_030978	chr9(.):127626483-127644696	1.0268
NM_007209	chr9(.):127615157-127629240	0.7986
NM_005489	chr9(.):130495595-130538621	0.308
NM_001142532	chr9(.):130495595-130529697	0.2948
NM_001142533	chr9(.):130495595-130522583	0.3422
NM_001142531	chr9(.):130495595-130529719	0.2947
NM_001142534	chr9(.):130495595-130522561	0.3425
NM_170600	chr9(.):130495595-130546048	0.5583
NM_001085347	chr9(.):130488802-130502604	0.6018
NM_001018078	chr9(.):130560507-130581556	0.3566
NM_001261	chr9(.):130543304-130558052	0.6908
NM_004957	chr9(.):130560153-130581556	0.3524
NR_036055	chr9(.):130543196-130553286	0.9005
NM_001035254	chr9(.):130697860-130747812	0.6836
NM_003863	chr9(.):130692373-130705763	0.396
NM_203305	chr9(.):130697860-130717993	0.2609
NM_001135219	chr9(.):130678807-130698076	0.7192
NM_173492	chr9(.):130678807-130694770	0.8392
NR_024425	chr9(.):130885807-130897913	1.0656
NR_027812	chr9(.):130877971-130895712	0.7658
NM_001006641	chr9(.):130825478-130876524	0.6035
NM_197956	chr9(.):130818511-130834599	0.7332
NM_001006643	chr9(.):130855835-130876524	0.1735
NM_001006642	chr9(.):130849127-130876524	0.1781
NM_052901	chr9(.):130855816-130876524	0.1736
NM_025072	chr9(.):130877971-130895474	0.7762
NR_033374	chr9(.):130868449-130886013	0.1458
NM_016520	chr9(.):132584563-132602572	0.4418
NM_006676	chr9(.):132592695-132649107	0.382
NM_001008563	chr9(.):132592756-132649107	0.3824
NM_032728	chr9(.):134160080-134189649	0.0761
NM_033387	chr9(.):134128464-134156906	0.9112
NM_001123384	chrX(.):39905498-40041582	0.4
NM_144495	chrX(.):48750194-48765420	0.5331
NM_001167990	chrX(.):48750212-48765420	0.5326
NM_001032384	chrX(.):48750538-48765420	0.5427
NM_001167992	chrX(.):48750774-48765420	0.55
NM_001104544	chrX(.):119387504-119450391	0.27
NM_015129	chrX(.):118745908-118832333	0.3175
NM_145800	chrX(.):118744687-118832333	0.3131
NM_005334	chrX(.):153208007-153241819	0.9688
NM_017745	chrX(.):39905498-39961719	0.2889
NM_001167947	chrX(.):48745729-48760426	0.6059
NM_001042498	chrX(.):48755888-48774235	0.481
NM_001136158	chrX(.):48774302-48819893	1.1983
NM_001136159	chrX(.):48774302-48820648	1.1794
NM_006875	chrX(.):48765458-48781413	1.128
NM_004979	chrX(.):48813638-48833251	0.3554
NM_005660	chrX(.):48755458-48773917	0.4962
NM_001032289	chrX(.):48755889-48773933	0.4538
NM_016500	chrX(.):75387770-75403033	0.1999
NR_030413	chrX(.):118775700-118785811	0.0776
NM_003399	chrX(.):128867945-128908525	0.3039
NM_018990	chrX(.):128908891-128934176	0.6743
NM_001130846	chrX(.):129258337-129277015	0.0471
NM_004208	chrX(.):129258337-129304861	0.12
NM_004794	chrX(.):129300772-129323844	0.1999
NM_145813	chrX(.):129258337-129304808	0.1192
NM_000054	chrX(.):153165528-153177620	0.0689
NM_000425	chrX(.):153121970-153146399	0.0296
NM_003491	chrX(.):153190376-153205468	1.4114
NM_001666	chrX(.):153167829-153196714	0.7611
NM_002910	chrX(.):153195721-153215232	0.1986
NR_027419	chrX(.):153162984-153177620	0.0634
NM_001025243	chrX(.):153270956-153290342	0.6957
NM_003492	chrX(.):153232990-153253646	1.7294
NR_031757	chrX(.):153280370-153290440	0.9981
NR_036175	chrX(.):153241548-153251627	0.5273
NR_036174	chrX(.):153241547-153251628	0.5275
NM_001110556	chrX(.):153571899-153608006	0.3233
