GENE_ID	locusLine	bin_1_KMS28BM_jia.bam
NM_001193533	chr3(.):52739795-52809965	0.2029
NM_001128616	chr3(.):56756445-56814745	0.294
NM_019555	chr3(.):56756445-56840995	0.36
NM_198195	chr3(.):69098880-69134524	0.4713
NM_006407	chr3(.):69129089-69160239	0.6451
NM_198271	chr3(.):69151038-69176746	0.0334
NR_036087	chr3(.):69093108-69103186	0.2805
NM_006100	chr3(.):98446571-98518236	1.0408
NM_031419	chr3(.):101563357-101584869	0.56
NM_145037	chr3(.):101493028-101552075	0.3662
NM_001134456	chr3(.):101493285-101552075	0.3676
NM_001005474	chr3(.):101541833-101584869	0.6299
NM_007072	chr3(.):108016331-108102126	0.2654
NM_001042575	chr3(.):111753464-111805116	0.0884
NM_001190259	chr3(.):111834687-111857152	1.3541
NM_024616	chr3(.):111800181-111842044	0.8857
NR_030292	chr3(.):111826647-111836745	0.3472
NM_001171747	chr3(.):111800181-111842073	0.8856
NM_025146	chr3(.):113432840-113470096	0.5201
NM_001012659	chr3(.):121281777-121314469	0.1449
NM_016298	chr3(.):121307169-121354139	0.122
NM_004487	chr3(.):121377047-121473602	0.1845
NM_018456	chr3(.):121549033-121610373	0.2251
NM_022757	chr3(.):123627273-123685255	0.2891
NM_017578	chr3(.):123682878-123715199	0.0996
NM_198490	chr3(.):128801417-128845619	0.4212
NM_000174	chr3(.):128774644-128786253	0.0699
NM_020701	chr3(.):128841258-128885073	0.2653
NM_020187	chr3(.):128992683-129029135	0.3865
NM_001006109	chr3(.):128992816-129029135	0.3871
NM_006026	chr3(.):129028613-129040120	1.0312
NR_026991	chr3(.):129030113-129048412	0.721
NM_001145417	chr3(.):135862759-135918310	0.591
NM_018133	chr3(.):135862759-135919688	0.5781
NM_021105	chr3(.):146227966-146267628	0.3089
NM_020359	chr3(.):146146081-146218722	0.067
NM_001085420	chr3(.):146298624-146329003	0.0448
NM_014779	chr3(.):150121787-150182615	0.3641
NR_027037	chr3(.):151975404-151992415	2.7092
NM_001123228	chr3(.):152052486-152063779	0.483
NR_003284	chr3(.):156522059-156534810	0.3666
NM_173084	chr3(.):160148290-160172626	0.4063
NR_029663	chr3(.):160117375-160127473	2.6937
NM_005496	chr3(.):160113346-160157741	0.815
NM_001002800	chr3(.):160112429-160157741	0.8005
NR_029525	chr3(.):160117532-160127613	2.6341
NM_018657	chr3(.):169485852-169512504	0.5726
NM_032487	chr3(.):169479710-169492683	1.5
NM_001172780	chr3(.):169508428-169535574	0.0925
NM_001080460	chr3(.):169534709-169560560	0.0568
NR_001566	chr3(.):169477397-169487848	0.6417
NM_001185119	chr3(.):169487052-169512504	0.5967
NM_004593	chr3(.):185627357-185660924	0.6315
NR_033752	chr3(.):185681266-185702578	0.0586
NM_004454	chr3(.):185759105-185831901	0.3363
NM_006241	chr3(.):195236220-195275224	0.3713
NM_001130713	chr4(.):108963700-109095112	0.286
NM_001166119	chr4(.):108963700-109092953	0.2744
NM_144571	chr4(.):78629540-78745544	0.3637
NM_198281	chr4(.):90160428-90234161	1.7168
NM_001127507	chr4(.):102706763-103000969	0.2161
NM_001083907	chr4(.):102729982-103000969	0.0799
NM_001102406	chr4(.):113213498-113368764	0.1024
NM_001009554	chr4(.):170902747-170929935	1.8814
NM_021647	chr4(.):170902747-170952429	1.3814
NM_152683	chr4(.):185565766-185621112	0.4674
NM_001042424	chr4(.):1868122-1988934	0.3148
NM_006527	chr4(.):1689526-1719030	0.4986
NM_133330	chr4(.):1889508-1988930	0.1363
NM_012318	chr4(.):1808205-1862974	0.5282
NM_014189	chr4(.):2840583-2936789	0.1138
NM_024309	chr4(.):2738386-2763103	0.4013
NM_001161527	chr4(.):2738386-2762752	0.4064
NM_144720	chr4(.):6050481-6207318	0.2062
NM_001099433	chr4(.):6022925-6207318	0.1808
NM_005112	chr4(.):10070962-10123573	0.7325
NM_175737	chr4(.):39403472-39458153	0.0535
NM_001111112	chr4(.):39694663-39789410	0.2827
NM_002913	chr4(.):39284075-39372995	0.2209
NM_001098634	chr4(.):40420271-40636883	0.3802
NM_004310	chr4(.):40193526-40251281	1.0956
NM_001136570	chr4(.):77167852-77209929	0.0798
NM_016211	chr4(.):83734813-83817412	0.2132
NM_001191049	chr4(.):83734813-83817335	0.2134
NM_014933	chr4(.):83734813-83817419	0.2132
NM_005935	chr4(.):87923152-88067191	0.2857
NM_001166693	chr4(.):87851153-88067206	0.435
NM_005327	chr4(.):108905869-108961331	1.208
NM_014278	chr4(.):128698452-128759526	0.322
NM_057175	chr4(.):140217675-140316935	0.1912
NM_002039	chr4(.):144252982-144400718	0.7618
NM_001003688	chr4(.):146398956-146485325	0.318
NM_005900	chr4(.):146397950-146485325	0.315
NM_033632	chr4(.):153237409-153461172	0.1274
NM_020840	chr4(.):159685181-159832954	0.3959
NM_153343	chr4(.):185004858-185144114	0.0498
NM_152775	chr4(.):186361337-186397913	0.1493
NM_031953	chr4(.):186126283-186290120	0.1983
NM_001995	chr4(.):185671748-185752215	0.2313
NM_001013622	chr4(.):1636607-1690718	0.0461
NM_001174070	chr4(.):1636607-1690988	0.0462
NM_001127266	chr4(.):1712678-1728084	1.5235
NM_006342	chr4(.):1718265-1751897	0.4269
NM_133334	chr4(.):1897352-1955545	0.13
NM_001145856	chr4(.):2814911-2847823	0.1935
NM_001145855	chr4(.):2808945-2847823	0.1965
NM_001122681	chr4(.):2789749-2847823	0.6755
NM_003023	chr4(.):2815540-2847823	0.1958
NR_036090	chr4(.):10075234-10085316	0.0793
NM_001159601	chr4(.):13364346-13490989	0.3274
NR_034054	chr4(.):13522942-13538041	0.1503
NM_182485	chr4(.):14999297-15076777	1.2588
NM_017581	chr4(.):40332468-40361973	0.0444
NM_031889	chr4(.):71489460-71517536	0.1301
NM_144646	chr4(.):71516257-71537348	3.2297
NM_020368	chr4(.):71549195-71561268	0.9043
NM_014961	chr4(.):71582695-71664274	0.2406
NM_001130709	chr4(.):71565653-71660614	0.3819
NM_017426	chr4(.):77030816-77074655	0.1649
NM_005506	chr4(.):77074893-77140035	1.1666
NM_003943	chr4(.):77222676-77237283	1.6874
NM_020236	chr4(.):78778804-78878944	0.1613
NM_024672	chr4(.):83816836-83846284	0.3538
NR_034075	chr4(.):83809604-83827069	1.149
NM_144645	chr4(.):87792357-87818575	0.0424
NM_183049	chr4(.):91754641-91765269	0.0719
NM_025212	chr4(.):105388342-105417467	1.4197
NM_017700	chr4(.):106468776-106557837	0.4901
NR_029374	chr4(.):109083680-109102586	0.4926
NM_018569	chr4(.):113147894-113196211	0.2491
NM_052864	chr4(.):113191781-113212059	2.5754
NM_005841	chr4(.):124315682-124329909	2.3802
NM_199327	chr4(.):124312955-124329907	2.0093
NM_031291	chr4(.):128646554-128700447	0.4151
NM_001184988	chr4(.):140206070-140228705	0.7879
NM_001184986	chr4(.):140206070-140227364	0.8311
NM_002494	chr4(.):140206070-140227388	0.8303
NM_032623	chr4(.):140182316-140206492	0.1891
NR_033797	chr4(.):153452415-153465415	0.884
NR_036092	chr4(.):153405478-153415568	0.0922
NM_032991	chr4(.):185543849-185575629	0.8098
NR_003542	chr4(.):185714450-185725200	0.0642
NR_037510	chr4(.):185767166-185777264	0.076
NR_028085	chr4(.):186315693-186352139	0.3498
NM_001114357	chr4(.):186345544-186375821	0.1814
NM_002372	chr5(.):109020155-109208429	0.373
NM_015071	chr5(.):142145291-142613572	0.1887
NM_001131005	chr5(.):88009057-88204922	0.7898
NM_002397	chr5(.):88009057-88184283	0.6535
NM_001193349	chr5(.):88009057-88124744	0.1742
NM_005509	chr5(.):118402083-118589822	0.1685
NM_024091	chr5(.):7854271-7874150	0.7396
NM_001164440	chr5(.):10559434-10662928	0.3545
NM_016279	chr5(.):26875708-27043689	0.3168
NM_001040446	chr5(.):32222110-32318114	0.4434
NM_152756	chr5(.):38933021-39079501	0.333
NM_024669	chr5(.):55390506-55534186	0.2678
NM_003711	chr5(.):54715682-54835873	0.2048
NM_015360	chr5(.):54598575-54726409	0.2576
NM_018695	chr5(.):65217383-65381850	0.3273
NM_133342	chr5(.):68660638-68715630	0.3749
NM_133343	chr5(.):68660123-68715630	0.3731
NM_133340	chr5(.):68661861-68715630	0.3803
NM_133339	chr5(.):68662280-68715630	0.3821
NM_002873	chr5(.):68661531-68715628	0.3788
NR_015436	chr5(.):87831596-87985620	0.7038
NR_027435	chr5(.):90671163-90721532	0.57
NM_012081	chr5(.):95215801-95302775	0.8181
NM_001077654	chr5(.):118599417-118735294	0.827
NM_001038702	chr5(.):130594701-130735382	0.2259
NM_003060	chr5(.):131700400-131736306	0.1834
NM_001033503	chr5(.):133931838-133973533	0.491
NM_001077693	chr5(.):138779244-138847320	0.0139
NM_001020825	chr5(.):142652495-142788254	0.5684
NM_001018076	chr5(.):142652495-142789045	0.5655
NM_001018075	chr5(.):142652495-142820077	0.4745
NM_138379	chr5(.):156341292-156395266	0.4678
NM_005990	chr5(.):171464073-171620346	0.24
NM_153607	chr5(.):172478354-172571291	0.1158
NM_001167579	chr5(.):176806431-176822514	0.0631
NM_022455	chr5(.):176555832-176732214	0.1439
NM_172349	chr5(.):176555079-176732214	0.1436
NM_002406	chr5(.):180212540-180235048	0.8105
NM_001114619	chr5(.):180212540-180235902	0.8048
NM_001114618	chr5(.):180212540-180241817	1.1037
NM_001114617	chr5(.):180212540-180242137	1.0923
NM_001193376	chr5(.):1248286-1300162	0.0482
NM_030782	chr5(.):1312999-1350002	1.4925
NM_001145161	chr5(.):6443735-6501834	1.068
NM_001171805	chr5(.):6709717-6762161	0.7319
NM_001171806	chr5(.):6741100-6762161	0.07
NM_001089584	chr5(.):7826510-7856264	0.0425
NM_024010	chr5(.):7864216-7906235	0.4645
NM_022130	chr5(.):32119823-32179425	0.6498
NM_006713	chr5(.):32580604-32609185	1.5024
NM_002853	chr5(.):34900365-34920780	0.4352
NM_018321	chr5(.):34910819-34930787	0.7032
NM_001012339	chr5(.):34924697-34964069	0.2207
NR_026591	chr5(.):34900365-34920731	0.4357
NM_001190469	chr5(.):37807778-37840929	0.2261
NM_199231	chr5(.):37807778-37840593	0.2273
NM_000514	chr5(.):37807778-37844782	0.2083
NR_034127	chr5(.):43060288-43072073	2.1089
NM_001014279	chr5(.):43034181-43045447	2.8867
NR_034085	chr5(.):43011149-43023913	1.5329
NR_015447	chr5(.):43037235-43050370	2.4655
NR_034086	chr5(.):43009830-43023913	1.4516
NM_001102575	chr5(.):53808592-53847416	1.7264
NM_001145427	chr5(.):53808588-53847416	1.7262
NM_052870	chr5(.):53808592-53821834	3.2785
NR_028474	chr5(.):65235632-65246401	0.0516
NM_001015891	chr5(.):68642552-68670840	0.6607
NM_176816	chr5(.):68571518-68621410	0.0572
NM_016283	chr5(.):68642552-68670409	0.632
NM_001015892	chr5(.):68655569-68670840	1.0772
NM_003187	chr5(.):68655569-68670409	1.0353
NM_001038603	chr5(.):68705938-68742890	0.0469
NR_024384	chr5(.):87955262-87974146	4.5002
NR_024383	chr5(.):87955262-87979262	3.6293
NR_030741	chr5(.):87957670-87967757	3.6707
NM_020801	chr5(.):90659540-90684149	1.1268
NM_005668	chr5(.):100137638-100243987	0.6938
NM_175052	chr5(.):100216014-100243970	1.6982
NR_036052	chr5(.):118305280-118315362	0.0704
NM_014350	chr5(.):118686595-118735294	0.4672
NM_000588	chr5(.):131391346-131403896	0.1135
NM_000758	chr5(.):131404484-131416859	0.3502
NR_037500	chr5(.):131696181-131706291	0.3448
NM_002198	chr5(.):131812300-131831465	1.5968
NM_001013717	chr5(.):131741672-131803059	2.484
NM_000879	chr5(.):131872135-131884214	0.0513
NM_021982	chr5(.):133979478-134068601	0.3494
NM_004730	chr5(.):137836783-137883932	0.3387
NM_004134	chr5(.):137885570-137916318	0.7506
NR_002913	chr5(.):137891731-137901799	0.3832
NM_016480	chr5(.):138672518-138710409	0.1779
NM_194296	chr5(.):138727455-138744776	0.5871
NM_152686	chr5(.):138740891-138780214	0.7856
NM_152685	chr5(.):138697884-138724039	0.3622
NM_001033112	chr5(.):138673133-138710409	0.1796
NM_001161546	chr5(.):138722634-138735885	1.3243
NM_016459	chr5(.):138718256-138730605	1.7706
NM_198282	chr5(.):138850112-138867343	1.2966
NM_001035235	chr5(.):139924652-139942678	0.3764
NM_133173	chr5(.):139932852-139949189	0.8432
NM_080670	chr5(.):139939419-139953683	0.6708
NM_003732	chr5(.):139922250-139934163	0.1336
NM_006058	chr5(.):150404505-150465997	0.9421
NM_002084	chr5(.):150394998-150413554	0.0601
NM_001155	chr5(.):150475266-150542443	0.5381
NM_001193544	chr5(.):150475266-150526216	0.4025
NR_028472	chr5(.):156346099-156357013	0.5927
NM_001171183	chr5(.):171616175-171635458	0.0519
NM_004417	chr5(.):172190092-172203203	1.2545
NM_003945	chr5(.):172405762-172466900	0.5302
NR_002988	chr5(.):172442728-172452932	0.0864
NM_030627	chr5(.):173310330-173392313	1.104
NM_017675	chr5(.):175971342-176027769	0.086
NM_014901	chr5(.):175948699-175969421	0.859
NM_001171976	chr5(.):175964511-176027769	0.2121
NM_001031677	chr5(.):176723198-176735744	0.616
NM_006480	chr5(.):176779843-176804599	0.2338
NM_006816	chr5(.):176753562-176783885	0.2381
NM_031300	chr5(.):176729205-176744292	0.8868
NM_001142935	chr5(.):176727500-176744292	0.8455
NM_013237	chr5(.):176725834-176738950	0.8176
NM_002082	chr5(.):176848686-176874850	1.6537
NM_203352	chr5(.):176905394-176929602	0.2496
NM_030567	chr5(.):176868795-176888287	1.0334
NM_000505	chr5(.):176824138-176841577	0.4454
NM_080881	chr5(.):176878613-176904871	0.5533
NM_004395	chr5(.):176878613-176905694	0.5402
NM_001004105	chr5(.):176848686-176873354	1.534
NM_001174102	chr5(.):176870325-176888283	1.1098
NM_001029886	chr5(.):176822107-176832637	0.4358
NR_027183	chr5(.):180251958-180267726	1.2043
NM_152283	chr5(.):180269610-180293286	0.3686
NR_027908	chr6(.):33548882-33566115	0.1302
NR_028361	chr6(.):33546475-33561803	0.3876
NM_004117	chr6(.):35536361-35661719	0.1816
NM_001145776	chr6(.):35536361-35661692	0.1816
NM_001145775	chr6(.):35536361-35701360	0.2813
NM_017934	chr6(.):79639135-79793011	0.6179
NM_022568	chr6(.):135233527-135276260	0.0349
NM_020732	chr6(.):157094063-157536913	0.1521
NM_000876	chr6(.):160385130-160532583	0.2827
NM_001195286	chr6(.):386738-416443	1.5433
NR_037616	chr6(.):7876482-8069647	0.5341
NM_000332	chr6(.):16294342-16766721	0.3805
NM_001949	chr6(.):20397136-20498945	0.2855
NM_001080480	chr6(.):20095934-20217670	0.3106
NM_001173977	chr6(.):25274655-25625758	0.0978
NM_014641	chr6(.):30662583-30690458	1.0018
NM_172166	chr6(.):31702724-31735455	1.018
NM_004197	chr6(.):31976517-31986961	1.2702
NM_152735	chr6(.):33417355-33430320	0.2255
NM_145901	chr6(.):34199649-34219008	1.0566
NM_145903	chr6(.):34199576-34219008	1.0529
NM_145905	chr6(.):34201567-34219008	1.1654
NM_007162	chr6(.):41646715-41707798	0.7204
NM_001167827	chr6(.):41646715-41708997	0.7072
NM_020750	chr6(.):43485067-43548812	0.2361
NM_031469	chr6(.):80335999-80418369	0.3352
NM_016021	chr6(.):90031343-90067619	1.5495
NM_001455	chr6(.):108877068-109010971	0.7009
NM_201559	chr6(.):108876025-109010971	0.6962
NM_032131	chr6(.):109164618-109300352	0.3305
NM_014454	chr6(.):109302644-109420277	0.3796
NM_001083535	chr6(.):109411355-109490115	0.2405
NM_002037	chr6(.):111977484-112199627	0.2156
NM_017696	chr6(.):119129611-119257903	0.1904
NM_001143676	chr6(.):134485383-134644196	0.258
NM_000288	chr6(.):137138701-137240072	0.0398
NM_005923	chr6(.):136873186-137118656	0.2058
NM_020185	chr6(.):287100-356355	3.1043
NM_001145549	chr6(.):7876482-7915310	1.7298
NM_030810	chr6(.):7876482-7916047	1.7329
NM_032744	chr6(.):11708887-11784280	0.0486
NM_013262	chr6(.):16124316-16153478	0.7853
NM_003107	chr6(.):21588971-21603849	1.2828
NM_005319	chr6(.):26050967-26061699	1.8621
NM_003537	chr6(.):26026816-26037288	3.515
NM_003544	chr6(.):26022123-26032480	2.4353
NM_021062	chr6(.):26038454-26048885	1.2489
NM_003531	chr6(.):26040638-26051097	1.2558
NM_005325	chr6(.):26012259-26023040	0.7565
NM_003538	chr6(.):26016906-26027278	1.4714
NM_003513	chr6(.):26028319-26038796	2.7632
NM_003529	chr6(.):26015717-26026186	0.9133
NM_003526	chr6(.):26118694-26129132	2.3098
NM_139006	chr6(.):26082508-26100469	0.1374
NM_021065	chr6(.):26194011-26204471	3.4724
NM_003530	chr6(.):26192011-26204464	2.9625
NM_138720	chr6(.):26153348-26176576	1.8428
NM_003523	chr6(.):26179023-26189458	0.7411
NM_003539	chr6(.):26183937-26194304	0.9975
NM_003545	chr6(.):26199872-26210249	2.2453
NM_005321	chr6(.):26151558-26162343	2.1832
NM_003512	chr6(.):26119372-26129918	2.2893
NM_003542	chr6(.):26099175-26109565	0.6644
NM_005323	chr6(.):26102639-26113364	0.6457
NM_003522	chr6(.):26194786-26205216	3.7053
NM_003518	chr6(.):26211427-26221872	2.0511
NM_021052	chr6(.):26212147-26222711	2.0602
NM_003543	chr6(.):26280353-26290727	1.5772
NM_003532	chr6(.):26220382-26230844	0.9844
NM_003524	chr6(.):26246878-26257303	1.9614
NM_003534	chr6(.):26266145-26276612	2.6015
NM_003547	chr6(.):26241838-26252205	1.5711
NM_003540	chr6(.):26235653-26246021	0.1699
NM_021018	chr6(.):26245369-26255835	1.9383
NM_005320	chr6(.):26229439-26240216	1.7748
NM_003525	chr6(.):26268203-26278640	2.6114
NM_001197247	chr6(.):26360397-26383540	0.36
NM_001197248	chr6(.):26360469-26383540	0.3605
NM_001197246	chr6(.):26363405-26383540	0.3689
NM_021064	chr6(.):27095816-27106314	3.4652
NM_080593	chr6(.):27101071-27119637	2.5498
NM_080596	chr6(.):27109907-27120346	2.2093
NR_036096	chr6(.):27110404-27120467	2.1935
NM_021058	chr6(.):27095094-27105575	3.6546
NM_003495	chr6(.):27102087-27112457	2.043
NM_007149	chr6(.):27413520-27445897	0.4002
NM_021066	chr6(.):27777079-27787518	3.4024
NM_003536	chr6(.):27772841-27783314	4.5006
NM_003509	chr6(.):27770976-27781445	3.509
NM_003519	chr6(.):27770256-27780709	3.2124
NM_003521	chr6(.):27777821-27788267	3.1449
NM_003535	chr6(.):27853092-27863570	3.3283
NM_003527	chr6(.):27856202-27866669	3.6067
NM_003520	chr6(.):27801439-27811888	2.633
NM_003511	chr6(.):27828106-27838576	1.8707
NM_003533	chr6(.):27834622-27845099	0.4753
NM_003510	chr6(.):27800657-27811117	2.6364
NM_003541	chr6(.):27793951-27804305	1.1916
NM_005322	chr6(.):27829569-27840359	1.7935
NM_033057	chr6(.):27873962-27885174	0.0561
NM_021968	chr6(.):27786902-27797258	1.2864
NM_003514	chr6(.):27855476-27865963	3.5949
NM_003546	chr6(.):27835925-27846289	0.0774
NM_003587	chr6(.):30615895-30645830	0.1448
NM_001031722	chr6(.):30589662-30619598	0.3784
NR_033823	chr6(.):30589612-30619598	0.378
NM_001161376	chr6(.):30609815-30625987	0.5556
NM_133471	chr6(.):30639165-30660672	0.7918
NM_001134870	chr6(.):30639165-30660093	0.8123
NM_007243	chr6(.):30650825-30663769	0.7545
NM_005803	chr6(.):30690510-30715453	0.477
NM_003897	chr6(.):30705975-30717327	0.8216
NM_178014	chr6(.):30683156-30698195	1.6995
NM_004847	chr6(.):31577993-31589798	0.8449
NM_001623	chr6(.):31578032-31589798	0.8477
NM_032955	chr6(.):31578788-31589798	0.9009
NM_080702	chr6(.):31601804-31625477	0.5067
NM_001098534	chr6(.):31601804-31625170	0.5122
NM_021246	chr6(.):31678132-31690581	0.0633
NM_138275	chr6(.):31686160-31697851	0.1123
NR_033488	chr6(.):31649725-31675850	0.2607
NM_001320	chr6(.):31628656-31642843	1.359
NM_013974	chr6(.):31689816-31703039	0.4426
NM_025262	chr6(.):31639460-31653150	0.0637
NM_001288	chr6(.):31693357-31709341	2.2414
NM_019101	chr6(.):31618670-31630987	1.2354
NM_021184	chr6(.):31621074-31633549	1.4878
NM_001003693	chr6(.):31669683-31683372	0.4319
NM_021221	chr6(.):31633727-31645227	0.3594
NM_021160	chr6(.):31649725-31676137	0.2585
NR_002971	chr6(.):31585855-31595987	1.0813
NR_024541	chr6(.):31674752-31686842	0.067
NM_080686	chr6(.):31583449-31610554	0.4628
NM_025261	chr6(.):31681424-31694510	0.0495
NM_033177	chr6(.):31624005-31638179	1.5501
NM_001199240	chr6(.):31624005-31638407	1.5261
NM_001199238	chr6(.):31624005-31638639	1.5028
NM_001199237	chr6(.):31624005-31639060	1.4642
NM_001039651	chr6(.):31725772-31737624	0.1061
NM_025258	chr6(.):31728370-31750108	0.4334
NR_002742	chr6(.):31799852-31809916	1.5332
NM_000434	chr6(.):31821828-31835709	0.3224
NM_021177	chr6(.):31760173-31779743	1.0207
NR_002745	chr6(.):31798039-31808103	1.7567
NM_001178045	chr6(.):31825969-31850448	0.2137
NM_001040438	chr6(.):31797692-31812541	1.2464
NM_005345	chr6(.):31778290-31790719	0.6824
NM_005527	chr6(.):31772395-31787835	0.4789
NM_001178044	chr6(.):31825969-31851823	0.208
NM_006295	chr6(.):31740296-31768712	0.9891
NM_005346	chr6(.):31790511-31803031	1.6069
NR_001284	chr6(.):31971196-31985800	0.928
NR_026717	chr6(.):31933951-31954223	1.3474
NM_005510	chr6(.):31932587-31945032	1.0182
NM_001002029	chr6(.):31944833-31975458	0.5784
NM_032470	chr6(.):31971196-31986050	0.9143
NM_006929	chr6(.):31921580-31942532	0.7886
NM_000500	chr6(.):31968347-31981684	0.1368
NM_007293	chr6(.):31944833-31975457	0.5784
NM_002904	chr6(.):31914863-31931864	0.2535
NM_004197	chr6(.):31934645-31954223	1.3928
NR_031601	chr6(.):31919615-31929717	0.3859
NM_000063	chr6(.):31890265-31918449	0.0719
NM_001710	chr6(.):31908720-31924861	0.0589
NM_001002029	chr6(.):31977571-32008195	0.5268
NM_000500	chr6(.):32001081-32014419	0.0694
NM_032470	chr6(.):32003931-32018905	0.0894
NM_007293	chr6(.):31977571-32008194	0.5268
NM_002800	chr6(.):32816937-32832628	1.1237
NM_000544	chr6(.):32788186-32811547	0.4481
NM_018833	chr6(.):32784609-32811547	0.3952
NM_002120	chr6(.):32775539-32789825	0.0473
NM_000593	chr6(.):32807985-32826748	1.8394
NR_027771	chr6(.):32839254-32852851	0.0486
NM_004159	chr6(.):32803493-32817712	1.6634
NM_148919	chr6(.):32803493-32816816	1.7646
NR_037178	chr6(.):32856952-32876535	0.209
NR_037174	chr6(.):32806862-32819277	1.445
NM_006120	chr6(.):32911390-32925899	0.1637
NM_002119	chr6(.):32966959-32982389	0.0532
NM_002118	chr6(.):32897405-32913847	0.128
NM_005104	chr6(.):32931436-32954282	2.3003
NM_001113182	chr6(.):32933664-32954282	2.5405
NM_001199455	chr6(.):32934371-32954282	2.624
NM_001199456	chr6(.):32935860-32954282	2.5991
NM_080679	chr6(.):33125468-33165245	0.0735
NM_001164267	chr6(.):33241879-33262304	0.3155
NM_022551	chr6(.):33234851-33249281	0.6296
NM_172209	chr6(.):33262471-33287164	1.0686
NM_004761	chr6(.):33254430-33272176	0.9392
NM_172208	chr6(.):33266409-33287164	1.1874
NM_006979	chr6(.):33163602-33177214	1.6833
NM_002931	chr6(.):33171285-33185499	0.781
NM_003782	chr6(.):33239916-33251602	0.3447
NR_024517	chr6(.):33281334-33295793	1.1358
NM_014234	chr6(.):33167418-33179607	1.8157
NM_014260	chr6(.):33252377-33263711	0.4894
NM_021976	chr6(.):33156364-33173432	0.9573
NM_005453	chr6(.):33277181-33290512	1.2533
NM_001145338	chr6(.):33277181-33290719	1.3262
NM_022553	chr6(.):33213048-33244662	0.604
NR_029633	chr6(.):33170611-33180721	1.1058
NM_001185181	chr6(.):33252411-33263709	0.4909
NM_006772	chr6(.):33382846-33426466	0.3246
NM_015921	chr6(.):33379318-33391065	0.6636
NR_001444	chr6(.):33327513-33339139	0.0703
NM_002263	chr6(.):33354312-33382699	0.5004
NM_002636	chr6(.):33373772-33389230	0.877
NM_001188	chr6(.):33535322-33553070	0.7983
NM_002224	chr6(.):33584155-33669348	0.0852
NM_001008703	chr6(.):34209156-34221904	0.3506
NR_027117	chr6(.):35689538-35709724	1.1391
NM_207409	chr6(.):35739391-35752329	0.0453
NM_001010886	chr6(.):35743830-35760841	0.0421
NM_145028	chr6(.):35699858-35721685	0.189
NM_002754	chr6(.):36093261-36112842	1.4752
NM_002630	chr6(.):41699448-41720139	0.9424
NM_000322	chr6(.):42659332-42695358	0.0709
NM_003192	chr6(.):42707233-42718884	0.9607
NR_037141	chr6(.):42690313-42700932	0.125
NM_015349	chr6(.):42783793-42841296	0.0552
NM_019096	chr6(.):43583217-43601936	1.669
NM_001003690	chr6(.):43592278-43613688	1.6426
NM_014628	chr6(.):43598576-43613688	0.5721
NM_006502	chr6(.):43538877-43593260	0.2468
NM_001193341	chr6(.):43607766-43643748	0.0806
NM_001078177	chr6(.):44186362-44206888	0.7305
NM_178148	chr6(.):44216837-44230283	0.9363
NM_001078174	chr6(.):44182241-44206888	0.6533
NM_020745	chr6(.):44261462-44286063	0.1473
NM_182539	chr6(.):44242896-44270458	0.0388
NM_001137560	chr6(.):44233479-44252182	0.074
NM_001078175	chr6(.):44186295-44206888	0.7311
NM_004556	chr6(.):44220902-44238525	1.6186
NM_007355	chr6(.):44209848-44226614	1.1508
NM_001402	chr6(.):74220472-74235755	2.1297
NM_001159676	chr6(.):86312501-86356169	0.5866
NM_001159677	chr6(.):86312501-86358043	0.5652
NM_001159674	chr6(.):86312501-86357608	0.5699
NM_001159673	chr6(.):86312501-86357640	0.5696
NR_003044	chr6(.):86382306-86392377	1.5557
NR_003038	chr6(.):86381724-86393451	1.3507
NR_002743	chr6(.):86382011-86392086	1.5566
NM_002043	chr6(.):89962238-90029967	0.2198
NM_021244	chr6(.):90069334-90126995	0.7641
NM_005068	chr6(.):100831749-100916551	0.0503
NM_182907	chr6(.):106541814-106562811	2.7214
NM_001198	chr6(.):106529194-106562814	3.0535
NM_173830	chr6(.):109445506-109490115	0.0521
NM_001164313	chr6(.):109797151-109809440	0.535
NM_001111298	chr6(.):109706417-109767374	0.1089
NM_001159291	chr6(.):109760265-109782190	0.9548
NM_003080	chr6(.):109756930-109770122	0.3426
NM_014797	chr6(.):109778718-109809440	0.4695
NM_001634	chr6(.):111190986-111221913	0.5954
NM_001033059	chr6(.):111190987-111221913	0.5955
NM_014034	chr6(.):119210240-119235335	0.7553
NM_153255	chr6(.):119226761-119261327	0.0797
NM_005627	chr6(.):134485383-134501034	0.7838
NM_001143677	chr6(.):134485383-134504010	0.6729
NM_001143678	chr6(.):134485383-134502070	0.7394
NM_001145207	chr6(.):135351994-135381036	0.105
NM_006620	chr6(.):135276516-135381036	0.1895
NR_037435	chr6(.):135295475-135305570	0.0333
NM_006290	chr6(.):138183580-138209449	0.5327
NM_006079	chr6(.):139688396-139700785	1.4506
NM_001168389	chr6(.):139688396-139700350	1.4998
NM_001168388	chr6(.):139688396-139700499	1.4825
NM_001259	chr7(.):92229234-92468231	1.0519
NM_001145306	chr7(.):92229234-92470941	1.0408
NM_178425	chr7(.):18530884-19041992	0.0926
NM_058176	chr7(.):18530884-18998939	0.0975
NM_178423	chr7(.):18530368-19041992	0.0926
NM_004289	chr7(.):26186846-26231756	0.53
NM_030796	chr7(.):55533305-55645200	0.8247
NM_001913	chr7(.):101454291-101932250	0.2105
NM_182692	chr7(.):104751822-105034341	0.5867
NM_181500	chr7(.):101454302-101932250	0.2105
NM_182691	chr7(.):104751822-104914477	0.4636
