GENE_ID	locusLine	bin_1_KMS28BM_jia.bam
NM_052864	chr4(.):113191781-113212059	2.5754
NM_005841	chr4(.):124315682-124329909	2.3802
NM_199327	chr4(.):124312955-124329907	2.0093
NM_031291	chr4(.):128646554-128700447	0.4151
NM_032991	chr4(.):185543849-185575629	0.8098
NR_028085	chr4(.):186315693-186352139	0.3498
NM_001114357	chr4(.):186345544-186375821	0.1814
NM_002372	chr5(.):109020155-109208429	0.373
NM_015071	chr5(.):142145291-142613572	0.1887
NM_001131005	chr5(.):88009057-88204922	0.7898
NM_002397	chr5(.):88009057-88184283	0.6535
NM_001193349	chr5(.):88009057-88124744	0.1742
NM_005509	chr5(.):118402083-118589822	0.1685
NM_001164440	chr5(.):10559434-10662928	0.3545
NM_016279	chr5(.):26875708-27043689	0.3168
NM_001040446	chr5(.):32222110-32318114	0.4434
NM_152756	chr5(.):38933021-39079501	0.333
NM_024669	chr5(.):55390506-55534186	0.2678
NM_018695	chr5(.):65217383-65381850	0.3273
NR_015436	chr5(.):87831596-87985620	0.7038
NR_027435	chr5(.):90671163-90721532	0.57
NM_012081	chr5(.):95215801-95302775	0.8181
NM_001077654	chr5(.):118599417-118735294	0.827
NM_003060	chr5(.):131700400-131736306	0.1834
NM_001033503	chr5(.):133931838-133973533	0.491
NM_001077693	chr5(.):138779244-138847320	0.0139
NM_001020825	chr5(.):142652495-142788254	0.5684
NM_001018076	chr5(.):142652495-142789045	0.5655
NM_001018075	chr5(.):142652495-142820077	0.4745
NM_138379	chr5(.):156341292-156395266	0.4678
NM_005990	chr5(.):171464073-171620346	0.24
NM_153607	chr5(.):172478354-172571291	0.1158
NM_001167579	chr5(.):176806431-176822514	0.0631
NM_002406	chr5(.):180212540-180235048	0.8105
NM_001114619	chr5(.):180212540-180235902	0.8048
NM_001114618	chr5(.):180212540-180241817	1.1037
NM_001114617	chr5(.):180212540-180242137	1.0923
NM_001193376	chr5(.):1248286-1300162	0.0482
NM_030782	chr5(.):1312999-1350002	1.4925
NM_001145161	chr5(.):6443735-6501834	1.068
NM_001171805	chr5(.):6709717-6762161	0.7319
NM_001171806	chr5(.):6741100-6762161	0.07
NM_022130	chr5(.):32119823-32179425	0.6498
NM_006713	chr5(.):32580604-32609185	1.5024
NM_001190469	chr5(.):37807778-37840929	0.2261
NM_199231	chr5(.):37807778-37840593	0.2273
NM_000514	chr5(.):37807778-37844782	0.2083
NR_034127	chr5(.):43060288-43072073	2.1089
NM_001014279	chr5(.):43034181-43045447	2.8867
NR_034085	chr5(.):43011149-43023913	1.5329
NR_015447	chr5(.):43037235-43050370	2.4655
NR_034086	chr5(.):43009830-43023913	1.4516
NM_001102575	chr5(.):53808592-53847416	1.7264
NM_001145427	chr5(.):53808588-53847416	1.7262
NM_052870	chr5(.):53808592-53821834	3.2785
NR_028474	chr5(.):65235632-65246401	0.0516
NR_024384	chr5(.):87955262-87974146	4.5002
NR_024383	chr5(.):87955262-87979262	3.6293
NR_030741	chr5(.):87957670-87967757	3.6707
NM_020801	chr5(.):90659540-90684149	1.1268
NM_005668	chr5(.):100137638-100243987	0.6938
NM_175052	chr5(.):100216014-100243970	1.6982
NR_036052	chr5(.):118305280-118315362	0.0704
NM_014350	chr5(.):118686595-118735294	0.4672
NR_037500	chr5(.):131696181-131706291	0.3448
NM_002198	chr5(.):131812300-131831465	1.5968
NM_001013717	chr5(.):131741672-131803059	2.484
NM_000879	chr5(.):131872135-131884214	0.0513
NM_021982	chr5(.):133979478-134068601	0.3494
NM_004730	chr5(.):137836783-137883932	0.3387
NM_004134	chr5(.):137885570-137916318	0.7506
NR_002913	chr5(.):137891731-137901799	0.3832
NM_016480	chr5(.):138672518-138710409	0.1779
NM_194296	chr5(.):138727455-138744776	0.5871
NM_152686	chr5(.):138740891-138780214	0.7856
NM_152685	chr5(.):138697884-138724039	0.3622
NM_001033112	chr5(.):138673133-138710409	0.1796
NM_001161546	chr5(.):138722634-138735885	1.3243
NM_016459	chr5(.):138718256-138730605	1.7706
NM_198282	chr5(.):138850112-138867343	1.2966
NM_006058	chr5(.):150404505-150465997	0.9421
NM_002084	chr5(.):150394998-150413554	0.0601
NM_001155	chr5(.):150475266-150542443	0.5381
NM_001193544	chr5(.):150475266-150526216	0.4025
NR_028472	chr5(.):156346099-156357013	0.5927
NM_001171183	chr5(.):171616175-171635458	0.0519
NM_004417	chr5(.):172190092-172203203	1.2545
NM_003945	chr5(.):172405762-172466900	0.5302
NR_002988	chr5(.):172442728-172452932	0.0864
NM_030627	chr5(.):173310330-173392313	1.104
NM_017675	chr5(.):175971342-176027769	0.086
NM_014901	chr5(.):175948699-175969421	0.859
NM_001171976	chr5(.):175964511-176027769	0.2121
NM_002082	chr5(.):176848686-176874850	1.6537
NM_203352	chr5(.):176905394-176929602	0.2496
NM_030567	chr5(.):176868795-176888287	1.0334
NM_000505	chr5(.):176824138-176841577	0.4454
NM_080881	chr5(.):176878613-176904871	0.5533
NM_004395	chr5(.):176878613-176905694	0.5402
NM_001004105	chr5(.):176848686-176873354	1.534
NM_001174102	chr5(.):176870325-176888283	1.1098
NM_001029886	chr5(.):176822107-176832637	0.4358
NR_027183	chr5(.):180251958-180267726	1.2043
NM_152283	chr5(.):180269610-180293286	0.3686
NM_004117	chr6(.):35536361-35661719	0.1816
NM_001145776	chr6(.):35536361-35661692	0.1816
NM_001145775	chr6(.):35536361-35701360	0.2813
NM_017934	chr6(.):79639135-79793011	0.6179
NM_020732	chr6(.):157094063-157536913	0.1521
NM_000876	chr6(.):160385130-160532583	0.2827
NM_001195286	chr6(.):386738-416443	1.5433
NR_037616	chr6(.):7876482-8069647	0.5341
NM_000332	chr6(.):16294342-16766721	0.3805
NM_001949	chr6(.):20397136-20498945	0.2855
NM_001080480	chr6(.):20095934-20217670	0.3106
NM_014641	chr6(.):30662583-30690458	1.0018
NM_172166	chr6(.):31702724-31735455	1.018
NM_004197	chr6(.):31976517-31986961	1.2702
NM_145901	chr6(.):34199649-34219008	1.0566
NM_145903	chr6(.):34199576-34219008	1.0529
NM_145905	chr6(.):34201567-34219008	1.1654
NM_007162	chr6(.):41646715-41707798	0.7204
NM_001167827	chr6(.):41646715-41708997	0.7072
NM_020750	chr6(.):43485067-43548812	0.2361
NM_031469	chr6(.):80335999-80418369	0.3352
NM_016021	chr6(.):90031343-90067619	1.5495
NM_001455	chr6(.):108877068-109010971	0.7009
NM_201559	chr6(.):108876025-109010971	0.6962
NM_032131	chr6(.):109164618-109300352	0.3305
NM_014454	chr6(.):109302644-109420277	0.3796
NM_001083535	chr6(.):109411355-109490115	0.2405
NM_002037	chr6(.):111977484-112199627	0.2156
NM_001143676	chr6(.):134485383-134644196	0.258
NM_020185	chr6(.):287100-356355	3.1043
NM_001145549	chr6(.):7876482-7915310	1.7298
NM_030810	chr6(.):7876482-7916047	1.7329
NM_032744	chr6(.):11708887-11784280	0.0486
NM_013262	chr6(.):16124316-16153478	0.7853
NM_003107	chr6(.):21588971-21603849	1.2828
NM_005319	chr6(.):26050967-26061699	1.8621
NM_003537	chr6(.):26026816-26037288	3.515
NM_003544	chr6(.):26022123-26032480	2.4353
NM_021062	chr6(.):26038454-26048885	1.2489
NM_003531	chr6(.):26040638-26051097	1.2558
NM_005325	chr6(.):26012259-26023040	0.7565
NM_003538	chr6(.):26016906-26027278	1.4714
NM_003513	chr6(.):26028319-26038796	2.7632
NM_003529	chr6(.):26015717-26026186	0.9133
NM_003526	chr6(.):26118694-26129132	2.3098
NM_139006	chr6(.):26082508-26100469	0.1374
NM_021065	chr6(.):26194011-26204471	3.4724
NM_003530	chr6(.):26192011-26204464	2.9625
NM_138720	chr6(.):26153348-26176576	1.8428
NM_003523	chr6(.):26179023-26189458	0.7411
NM_003539	chr6(.):26183937-26194304	0.9975
NM_003545	chr6(.):26199872-26210249	2.2453
NM_005321	chr6(.):26151558-26162343	2.1832
NM_003512	chr6(.):26119372-26129918	2.2893
NM_003542	chr6(.):26099175-26109565	0.6644
NM_005323	chr6(.):26102639-26113364	0.6457
NM_003522	chr6(.):26194786-26205216	3.7053
NM_003518	chr6(.):26211427-26221872	2.0511
NM_021052	chr6(.):26212147-26222711	2.0602
NM_003543	chr6(.):26280353-26290727	1.5772
NM_003532	chr6(.):26220382-26230844	0.9844
NM_003524	chr6(.):26246878-26257303	1.9614
NM_003534	chr6(.):26266145-26276612	2.6015
NM_003547	chr6(.):26241838-26252205	1.5711
NM_003540	chr6(.):26235653-26246021	0.1699
NM_021018	chr6(.):26245369-26255835	1.9383
NM_005320	chr6(.):26229439-26240216	1.7748
NM_003525	chr6(.):26268203-26278640	2.6114
NM_001197247	chr6(.):26360397-26383540	0.36
NM_001197248	chr6(.):26360469-26383540	0.3605
NM_001197246	chr6(.):26363405-26383540	0.3689
NM_021064	chr6(.):27095816-27106314	3.4652
NM_080593	chr6(.):27101071-27119637	2.5498
NM_080596	chr6(.):27109907-27120346	2.2093
NR_036096	chr6(.):27110404-27120467	2.1935
NM_021058	chr6(.):27095094-27105575	3.6546
NM_003495	chr6(.):27102087-27112457	2.043
NM_007149	chr6(.):27413520-27445897	0.4002
NM_021066	chr6(.):27777079-27787518	3.4024
NM_003536	chr6(.):27772841-27783314	4.5006
NM_003509	chr6(.):27770976-27781445	3.509
NM_003519	chr6(.):27770256-27780709	3.2124
NM_003521	chr6(.):27777821-27788267	3.1449
NM_003535	chr6(.):27853092-27863570	3.3283
NM_003527	chr6(.):27856202-27866669	3.6067
NM_003520	chr6(.):27801439-27811888	2.633
NM_003511	chr6(.):27828106-27838576	1.8707
NM_003533	chr6(.):27834622-27845099	0.4753
NM_003510	chr6(.):27800657-27811117	2.6364
NM_003541	chr6(.):27793951-27804305	1.1916
NM_005322	chr6(.):27829569-27840359	1.7935
NM_033057	chr6(.):27873962-27885174	0.0561
NM_021968	chr6(.):27786902-27797258	1.2864
NM_003514	chr6(.):27855476-27865963	3.5949
NM_003546	chr6(.):27835925-27846289	0.0774
NM_003587	chr6(.):30615895-30645830	0.1448
NM_133471	chr6(.):30639165-30660672	0.7918
NM_001134870	chr6(.):30639165-30660093	0.8123
NM_007243	chr6(.):30650825-30663769	0.7545
NM_005803	chr6(.):30690510-30715453	0.477
NM_003897	chr6(.):30705975-30717327	0.8216
NM_178014	chr6(.):30683156-30698195	1.6995
NM_004847	chr6(.):31577993-31589798	0.8449
NM_001623	chr6(.):31578032-31589798	0.8477
NM_032955	chr6(.):31578788-31589798	0.9009
NM_080702	chr6(.):31601804-31625477	0.5067
NM_001098534	chr6(.):31601804-31625170	0.5122
NM_021246	chr6(.):31678132-31690581	0.0633
NM_138275	chr6(.):31686160-31697851	0.1123
NR_033488	chr6(.):31649725-31675850	0.2607
NM_001320	chr6(.):31628656-31642843	1.359
NM_013974	chr6(.):31689816-31703039	0.4426
NM_025262	chr6(.):31639460-31653150	0.0637
NM_001288	chr6(.):31693357-31709341	2.2414
NM_019101	chr6(.):31618670-31630987	1.2354
NM_021184	chr6(.):31621074-31633549	1.4878
NM_001003693	chr6(.):31669683-31683372	0.4319
NM_021221	chr6(.):31633727-31645227	0.3594
NM_021160	chr6(.):31649725-31676137	0.2585
NR_002971	chr6(.):31585855-31595987	1.0813
NR_024541	chr6(.):31674752-31686842	0.067
NM_080686	chr6(.):31583449-31610554	0.4628
NM_025261	chr6(.):31681424-31694510	0.0495
NM_033177	chr6(.):31624005-31638179	1.5501
NM_001199240	chr6(.):31624005-31638407	1.5261
NM_001199238	chr6(.):31624005-31638639	1.5028
NM_001199237	chr6(.):31624005-31639060	1.4642
NM_001039651	chr6(.):31725772-31737624	0.1061
NM_025258	chr6(.):31728370-31750108	0.4334
NR_002742	chr6(.):31799852-31809916	1.5332
NM_000434	chr6(.):31821828-31835709	0.3224
NM_021177	chr6(.):31760173-31779743	1.0207
NR_002745	chr6(.):31798039-31808103	1.7567
NM_001178045	chr6(.):31825969-31850448	0.2137
NM_001040438	chr6(.):31797692-31812541	1.2464
NM_005345	chr6(.):31778290-31790719	0.6824
NM_005527	chr6(.):31772395-31787835	0.4789
NM_001178044	chr6(.):31825969-31851823	0.208
NM_006295	chr6(.):31740296-31768712	0.9891
NM_005346	chr6(.):31790511-31803031	1.6069
NR_001284	chr6(.):31971196-31985800	0.928
NR_026717	chr6(.):31933951-31954223	1.3474
NM_005510	chr6(.):31932587-31945032	1.0182
NM_001002029	chr6(.):31944833-31975458	0.5784
NM_032470	chr6(.):31971196-31986050	0.9143
NM_006929	chr6(.):31921580-31942532	0.7886
NM_000500	chr6(.):31968347-31981684	0.1368
NM_007293	chr6(.):31944833-31975457	0.5784
NM_002904	chr6(.):31914863-31931864	0.2535
NM_004197	chr6(.):31934645-31954223	1.3928
NR_031601	chr6(.):31919615-31929717	0.3859
NM_000063	chr6(.):31890265-31918449	0.0719
NM_001710	chr6(.):31908720-31924861	0.0589
NM_001002029	chr6(.):31977571-32008195	0.5268
NM_000500	chr6(.):32001081-32014419	0.0694
NM_032470	chr6(.):32003931-32018905	0.0894
NM_007293	chr6(.):31977571-32008194	0.5268
NM_002800	chr6(.):32816937-32832628	1.1237
NM_000544	chr6(.):32788186-32811547	0.4481
NM_018833	chr6(.):32784609-32811547	0.3952
NM_002120	chr6(.):32775539-32789825	0.0473
NM_000593	chr6(.):32807985-32826748	1.8394
NR_027771	chr6(.):32839254-32852851	0.0486
NM_004159	chr6(.):32803493-32817712	1.6634
NM_148919	chr6(.):32803493-32816816	1.7646
NR_037178	chr6(.):32856952-32876535	0.209
NR_037174	chr6(.):32806862-32819277	1.445
NM_006120	chr6(.):32911390-32925899	0.1637
NM_002119	chr6(.):32966959-32982389	0.0532
NM_002118	chr6(.):32897405-32913847	0.128
NM_005104	chr6(.):32931436-32954282	2.3003
NM_001113182	chr6(.):32933664-32954282	2.5405
NM_001199455	chr6(.):32934371-32954282	2.624
NM_001199456	chr6(.):32935860-32954282	2.5991
NM_080679	chr6(.):33125468-33165245	0.0735
NM_001164267	chr6(.):33241879-33262304	0.3155
NM_022551	chr6(.):33234851-33249281	0.6296
NM_172209	chr6(.):33262471-33287164	1.0686
NM_004761	chr6(.):33254430-33272176	0.9392
NM_172208	chr6(.):33266409-33287164	1.1874
NM_006979	chr6(.):33163602-33177214	1.6833
NM_002931	chr6(.):33171285-33185499	0.781
NM_003782	chr6(.):33239916-33251602	0.3447
NR_024517	chr6(.):33281334-33295793	1.1358
NM_014234	chr6(.):33167418-33179607	1.8157
NM_014260	chr6(.):33252377-33263711	0.4894
NM_021976	chr6(.):33156364-33173432	0.9573
NM_005453	chr6(.):33277181-33290512	1.2533
NM_001145338	chr6(.):33277181-33290719	1.3262
NM_022553	chr6(.):33213048-33244662	0.604
NR_029633	chr6(.):33170611-33180721	1.1058
NM_001185181	chr6(.):33252411-33263709	0.4909
NR_001444	chr6(.):33327513-33339139	0.0703
NM_001008703	chr6(.):34209156-34221904	0.3506
NR_027117	chr6(.):35689538-35709724	1.1391
NM_207409	chr6(.):35739391-35752329	0.0453
NM_001010886	chr6(.):35743830-35760841	0.0421
NM_145028	chr6(.):35699858-35721685	0.189
NM_002754	chr6(.):36093261-36112842	1.4752
NM_002630	chr6(.):41699448-41720139	0.9424
NM_000322	chr6(.):42659332-42695358	0.0709
NM_003192	chr6(.):42707233-42718884	0.9607
NR_037141	chr6(.):42690313-42700932	0.125
NM_015349	chr6(.):42783793-42841296	0.0552
NM_019096	chr6(.):43583217-43601936	1.669
NM_001003690	chr6(.):43592278-43613688	1.6426
NM_014628	chr6(.):43598576-43613688	0.5721
NM_006502	chr6(.):43538877-43593260	0.2468
NM_001193341	chr6(.):43607766-43643748	0.0806
NM_001078177	chr6(.):44186362-44206888	0.7305
NM_178148	chr6(.):44216837-44230283	0.9363
NM_001078174	chr6(.):44182241-44206888	0.6533
NM_020745	chr6(.):44261462-44286063	0.1473
NM_182539	chr6(.):44242896-44270458	0.0388
NM_001137560	chr6(.):44233479-44252182	0.074
NM_001078175	chr6(.):44186295-44206888	0.7311
NM_004556	chr6(.):44220902-44238525	1.6186
NM_007355	chr6(.):44209848-44226614	1.1508
NM_001402	chr6(.):74220472-74235755	2.1297
NM_001159676	chr6(.):86312501-86356169	0.5866
NM_001159677	chr6(.):86312501-86358043	0.5652
NM_001159674	chr6(.):86312501-86357608	0.5699
NM_001159673	chr6(.):86312501-86357640	0.5696
NR_003044	chr6(.):86382306-86392377	1.5557
NR_003038	chr6(.):86381724-86393451	1.3507
NR_002743	chr6(.):86382011-86392086	1.5566
NM_002043	chr6(.):89962238-90029967	0.2198
NM_021244	chr6(.):90069334-90126995	0.7641
NM_182907	chr6(.):106541814-106562811	2.7214
NM_001198	chr6(.):106529194-106562814	3.0535
NM_173830	chr6(.):109445506-109490115	0.0521
NM_001164313	chr6(.):109797151-109809440	0.535
NM_001111298	chr6(.):109706417-109767374	0.1089
NM_001159291	chr6(.):109760265-109782190	0.9548
NM_003080	chr6(.):109756930-109770122	0.3426
NM_014797	chr6(.):109778718-109809440	0.4695
NM_006079	chr6(.):139688396-139700785	1.4506
NM_001168389	chr6(.):139688396-139700350	1.4998
NM_001168388	chr6(.):139688396-139700499	1.4825
NM_001259	chr7(.):92229234-92468231	1.0519
NM_001145306	chr7(.):92229234-92470941	1.0408
NM_178425	chr7(.):18530884-19041992	0.0926
NM_058176	chr7(.):18530884-18998939	0.0975
NM_178423	chr7(.):18530368-19041992	0.0926
NM_004289	chr7(.):26186846-26231756	0.53
NM_030796	chr7(.):55533305-55645200	0.8247
NM_001913	chr7(.):101454291-101932250	0.2105
NM_182692	chr7(.):104751822-105034341	0.5867
NM_181500	chr7(.):101454302-101932250	0.2105
NM_182691	chr7(.):104751822-104914477	0.4636
NM_005746	chr7(.):105883731-105930638	0.9093
NM_001164458	chr7(.):149939300-150025758	0.3564
NM_001163147	chr7(.):13925855-14034642	0.3664
NM_001163149	chr7(.):13925855-14035865	0.3627
NM_001163150	chr7(.):13925855-14031139	0.3709
NM_001163148	chr7(.):13925855-14036050	0.3622
NM_014707	chr7(.):18530368-18713465	0.1817
NM_006547	chr7(.):23344827-23514995	0.4361
NR_036554	chr7(.):29720687-29787019	0.5419
NR_003502	chr7(.):32762561-32774595	1.2043
NR_036680	chr7(.):32615552-32763780	0.0671
NM_006060	chr7(.):50339377-50477798	0.3864
NM_005311	chr7(.):50652759-50805050	0.3127
NM_001001555	chr7(.):50652759-50866159	0.234
NM_001001550	chr7(.):50652759-50777998	0.3693
NM_181471	chr7(.):73640831-73673738	0.3922
NM_006379	chr7(.):80366853-80553667	0.3412
NM_012449	chr7(.):89778688-89799141	0.3569
NM_012395	chr7(.):90333711-90844904	0.4849
NM_017984	chr7(.):99993494-100031302	0.8824
NM_017621	chr7(.):102091666-102110321	0.3703
NM_173054	chr7(.):103107230-103634963	0.1193
NM_182931	chr7(.):104649636-104759532	0.951
NM_057168	chr7(.):120964089-120986158	0.091
NM_016087	chr7(.):120960420-120986158	0.0874
NR_015431	chr7(.):130623918-130798562	0.5365
NR_024153	chr7(.):130623918-130796789	0.541
NM_014149	chr7(.):134863589-134901316	0.1661
NM_178563	chr7(.):134666258-134825530	0.25
NM_194071	chr7(.):137554724-137691846	0.8964
NM_173680	chr7(.):150071405-150100719	0.775
NM_032581	chr7(.):22975877-23058770	1.0935
NR_026676	chr7(.):23525006-23536031	0.3456
NR_029597	chr7(.):25984538-25994606	2.0071
NM_031243	chr7(.):26224555-26245413	1.619
NM_016587	chr7(.):26236323-26257976	1.4474
NM_007276	chr7(.):26236098-26257976	1.4386
NR_036482	chr7(.):29719769-29732859	2.4328
NR_024278	chr7(.):29680537-29729754	1.5586
NR_027347	chr7(.):29719387-29730437	2.8999
NM_147128	chr7(.):30318922-30412308	0.57
NR_030319	chr7(.):30324409-30334506	1.6055
NR_037513	chr7(.):30324409-30334506	1.6055
NR_002186	chr7(.):30404665-30417410	0.0592
NM_001130710	chr7(.):32519944-32539870	0.4929
NM_015060	chr7(.):32530175-32628779	0.2181
NM_012322	chr7(.):32519944-32535023	0.3621
NR_024466	chr7(.):32519944-32535475	0.4787
NR_036501	chr7(.):32792897-32807536	0.1097
NR_030320	chr7(.):32767592-32777689	1.3164
NM_001042762	chr7(.):50506831-50523088	1.125
NM_032464	chr7(.):73619086-73649164	0.8557
NM_022170	chr7(.):73583705-73616429	0.2922
NR_030321	chr7(.):73600527-73610624	0.0994
NM_152999	chr7(.):89835999-89871992	0.1199
NM_001040665	chr7(.):89836173-89871992	0.1201
NM_001040666	chr7(.):89838133-89871992	0.1238
NM_001040057	chr7(.):92185071-92224706	0.2214
NR_034169	chr7(.):92185367-92224696	0.2227
NM_173564	chr7(.):100076549-100097422	0.3216
NM_030935	chr7(.):100059141-100081902	0.6266
NM_145030	chr7(.):100027911-100039094	1.6493
NM_019606	chr7(.):100022253-100036749	2.708
NM_001194992	chr7(.):100021412-100036749	2.5629
NM_001004323	chr7(.):100049237-100066894	0.0807
NM_020979	chr7(.):101923404-101967178	1.8183
NR_036245	chr7(.):101931368-101941453	1.4587
NM_032831	chr7(.):102068995-102102268	1.1191
NM_024653	chr7(.):102031803-102072129	0.9745
NM_001146210	chr7(.):101981191-102001889	0.1153
NM_006234	chr7(.):102108547-102124381	0.5375
NM_152892	chr7(.):102100389-102118612	0.4087
NM_014377	chr7(.):102947920-102990320	0.5669
NM_002803	chr7(.):102983088-103013656	0.7413
NM_004279	chr7(.):102932872-102960133	0.3141
NR_027374	chr7(.):104530074-104572092	0.349
NR_024586	chr7(.):104645988-104659588	4.5019
NM_001166346	chr7(.):114557208-114568720	1.0784
NM_199072	chr7(.):114557208-114664970	0.3074
NM_001040020	chr7(.):120983904-121041422	0.8608
NR_034120	chr7(.):130560750-130603069	0.434
NM_018295	chr7(.):134827765-134855967	1.7374
NR_024185	chr7(.):134845531-134860532	1.2593
NM_003592	chr7(.):148390932-148503202	0.5366
NM_013400	chr7(.):150060878-150076133	2.3027
NM_014374	chr7(.):150063257-150076133	2.7026
NM_001142928	chr7(.):150015295-150040245	0.9949
NM_002889	chr7(.):150030406-150043763	0.0646
NM_138434	chr7(.):150021937-150034811	0.1073
NR_027237	chr7(.):150097839-150114558	2.8413
NM_175571	chr7(.):150142961-150181483	0.0665
NR_034033	chr7(.):150125741-150150228	0.1869
NM_033015	chr7(.):150768707-150782951	1.0291
NM_004769	chr7(.):150740604-150754843	0.09
NM_031434	chr7(.):150773171-150785413	1.7979
NM_004935	chr7(.):150745898-150760052	0.9501
NM_031946	chr7(.):150778825-150846523	0.2645
NM_001136044	chr7(.):150773171-150785620	1.7817
NM_003040	chr7(.):150751656-150778614	0.845
NM_001042535	chr7(.):150778825-150825725	0.3568
NM_004103	chr8(.):27163998-27321903	0.212
NM_173176	chr8(.):27178053-27321903	0.2154
NM_173175	chr8(.):27178080-27321903	0.2154
NM_006540	chr8(.):71019266-71321020	0.5215
NM_005941	chr8(.):89044459-89344717	0.3046
NM_002998	chr8(.):97500881-97629037	0.116
NM_001040627	chr8(.):102693769-103141562	0.1416
NM_001040630	chr8(.):102693769-103142135	0.1415
NM_001101676	chr8(.):119196694-119639184	0.2654
NM_207506	chr8(.):119385226-119639184	0.4108
NM_012154	chr8(.):141536263-141650646	0.8063
NM_001024678	chr8(.):145742760-145757416	1.3564
NM_001001795	chr8(.):145746602-145759458	1.2106
NM_001386	chr8(.):26430420-26520693	0.1794
NM_001197293	chr8(.):26366708-26520693	0.1538
NM_032410	chr8(.):42747032-42890682	0.3569
NM_001160224	chr8(.):42699779-42756866	1.0158
NM_001160225	chr8(.):42703437-42756866	1.0805
NM_006756	chr8(.):54874115-54940008	0.6879
NM_170587	chr8(.):54759367-54876863	0.2874
NM_005079	chr8(.):80942104-81088836	1.2407
NM_001135733	chr8(.):95933199-95966615	1.4208
NM_015942	chr8(.):97246644-97278796	0.9171
NM_016134	chr8(.):97652498-98160722	0.0781
NM_178812	chr8(.):98651406-98747488	0.5534
NM_183419	chr8(.):101264287-101327327	1.077
NM_013437	chr8(.):105496458-105606252	0.1913
NM_018002	chr8(.):107277405-107769921	0.2605
NM_181354	chr8(.):107665035-107769921	0.439
NM_001198532	chr8(.):107455151-107769921	0.3351
NM_024094	chr8(.):120841180-120873170	0.3491
NM_022783	chr8(.):120880899-121068157	0.9273
NM_001145088	chr8(.):124079919-124169392	0.1438
NM_058229	chr8(.):124510357-124558446	0.5273
NM_148177	chr8(.):124510357-124549383	0.3589
NM_173685	chr8(.):126099082-126384367	0.922
NM_003033	chr8(.):134462090-134589183	0.7886
NM_018105	chr8(.):42686816-42703474	0.6341
NM_052937	chr8(.):52725139-52816735	0.3273
NM_003702	chr8(.):54788441-54876863	0.3575
NR_034003	chr8(.):61873679-61885307	0.3815
NM_152765	chr8(.):67400490-67435759	1.4561
NM_014294	chr8(.):71480452-71525694	1.3071
NM_001025252	chr8(.):80942104-80998010	0.2365
NM_057749	chr8(.):95887452-95912482	0.6945
NM_024613	chr8(.):96140948-96173913	0.4368
NR_036105	chr8(.):96080141-96090221	0.0918
NR_037484	chr8(.):96080138-96090224	0.0921
NM_006294	chr8(.):97234303-97252862	0.5343
NM_014754	chr8(.):97269166-97351774	0.6277
NM_015435	chr8(.):101264287-101320487	0.7567
NM_001032282	chr8(.):103656004-103671168	2.0535
NM_005655	chr8(.):103656004-103672983	1.8449
NM_148174	chr8(.):103833535-103881397	0.5083
NM_138455	chr8(.):104378785-104400217	1.0154
NM_030780	chr8(.):104405865-104432468	0.7937
NM_015420	chr8(.):104421941-104460680	0.4016
NM_024295	chr8(.):124020567-124059648	0.811
NM_025195	chr8(.):126437562-126455644	2.7734
NM_002467	chr8(.):128743314-128758680	1.2214
NM_014957	chr8(.):142133719-142210900	0.221
NM_032611	chr8(.):142427006-142446620	2.082
NM_005293	chr8(.):142361586-142382365	0.0765
NM_002346	chr8(.):144094901-144108827	2.3774
NM_173687	chr8(.):144115678-144140720	0.0995
NR_026913	chr8(.):144058447-144104807	0.2904
NM_001129888	chr8(.):145684199-145696031	0.9347
NM_032687	chr8(.):145684199-145695849	0.9487
NM_003923	chr8(.):145694114-145706718	0.3999
NM_032902	chr8(.):145717108-145732504	0.0914
NM_138496	chr8(.):145670314-145695418	0.5555
NM_005309	chr8(.):145724464-145737555	1.8532
NM_145754	chr8(.):145686737-145704499	0.8224
NM_138431	chr8(.):145729551-145741589	2.0298
NM_004260	chr8(.):145731666-145748210	2.2292
NM_014665	chr8(.):145738362-145755559	1.248
NM_138367	chr8(.):145941293-145985970	0.198
NM_030580	chr8(.):145993500-146017725	0.5525
NM_033301	chr8(.):146010153-146022729	1.2485
NM_001081003	chr8(.):146070550-146083932	0.5598
NM_001081004	chr8(.):146070550-146083451	0.5798
NM_000973	chr8(.):146010153-146022805	1.2411
NM_003416	chr8(.):146047902-146073606	0.2808
NM_213605	chr8(.):146019260-146039529	0.2798
NM_014066	chr8(.):146070550-146083452	0.5797
NR_003529	chr9(.):21989789-22126093	0.3716
NM_001085457	chr9(.):69199537-69267593	0.1617
NM_133464	chr9(.):114282446-114311712	0.0329
NM_001145356	chr9(.):116037-184075	0.1616
NM_203447	chr9(.):209864-470259	0.1443
NM_001135920	chr9(.):5624326-5774454	0.2712
NM_020829	chr9(.):5651582-5781556	0.0955
NM_005511	chr9(.):5885908-5914822	0.151
NM_004529	chr9(.):20339967-20627514	0.2844
NM_147173	chr9(.):34324503-34348696	0.4906
NM_032226	chr9(.):37115468-37363145	0.2999
NM_201453	chr9(.):70851838-70919932	0.1727
NM_001206	chr9(.):72994512-73034573	0.929
NM_001142287	chr9(.):91970705-92099611	0.2755
NM_006378	chr9(.):91987151-92099611	0.3055
NM_080546	chr9(.):108001928-108158682	0.275
NM_007203	chr9(.):112537576-112939791	0.3242
