GENE_ID	locusLine	bin_1_03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05.bam
1_MACS_peak_4505_lociStitched	chr11(.):86012621-86014062	1.885
1_MACS_peak_4506_lociStitched	chr11(.):86303234-86304599	0.4933
1_MACS_peak_4507_lociStitched	chr11(.):86382291-86383868	1.088
1_MACS_peak_4508_lociStitched	chr11(.):86665850-86667906	0.7367
1_MACS_peak_4509_lociStitched	chr11(.):86748070-86749952	1.0474
3_MACS_peak_4510_lociStitched	chr11(.):87063584-87071649	0.6847
1_MACS_peak_4513_lociStitched	chr11(.):87164323-87166501	0.951
1_MACS_peak_4514_lociStitched	chr11(.):87864509-87866085	0.578
1_MACS_peak_4515_lociStitched	chr11(.):88069952-88072137	1.2148
1_MACS_peak_4516_lociStitched	chr11(.):88681304-88682554	0.4398
1_MACS_peak_4517_lociStitched	chr11(.):89955335-89957196	1.0117
1_MACS_peak_4518_lociStitched	chr11(.):91318191-91319402	0.5575
1_MACS_peak_4519_lociStitched	chr11(.):92562998-92565255	0.8231
1_MACS_peak_4520_lociStitched	chr11(.):92929905-92931828	2.4187
1_MACS_peak_4521_lociStitched	chr11(.):93275395-93277188	1.0348
1_MACS_peak_4522_lociStitched	chr11(.):93394045-93395919	2.2477
1_MACS_peak_4523_lociStitched	chr11(.):93450697-93451946	0.6268
2_MACS_peak_4524_lociStitched	chr11(.):93470898-93476026	1.7038
1_MACS_peak_4526_lociStitched	chr11(.):93516488-93518706	2.4875
1_MACS_peak_4527_lociStitched	chr11(.):93861105-93863495	2.3334
1_MACS_peak_4528_lociStitched	chr11(.):94226049-94227983	1.6294
1_MACS_peak_4529_lociStitched	chr11(.):94276511-94278206	2.6125
1_MACS_peak_4530_lociStitched	chr11(.):94473532-94474782	0.7663
1_MACS_peak_4531_lociStitched	chr11(.):94500641-94503174	1.6231
1_MACS_peak_4532_lociStitched	chr11(.):94706127-94707467	1.0526
1_MACS_peak_4533_lociStitched	chr11(.):94799602-94802065	2.1815
1_MACS_peak_4534_lociStitched	chr11(.):94821751-94823920	1.5865
1_MACS_peak_4535_lociStitched	chr11(.):94883432-94885273	1.3767
1_MACS_peak_4536_lociStitched	chr11(.):94963297-94966090	0.6211
1_MACS_peak_4537_lociStitched	chr11(.):95069940-95071610	0.4967
1_MACS_peak_4538_lociStitched	chr11(.):95289138-95290802	0.6289
1_MACS_peak_4539_lociStitched	chr11(.):95412757-95414727	0.6818
1_MACS_peak_4540_lociStitched	chr11(.):95433203-95434681	1.195
1_MACS_peak_4541_lociStitched	chr11(.):95448406-95449766	0.6082
1_MACS_peak_4542_lociStitched	chr11(.):95521731-95525013	3.3235
1_MACS_peak_4543_lociStitched	chr11(.):95656413-95658094	1.2795
1_MACS_peak_4544_lociStitched	chr11(.):95732393-95734084	0.8036
1_MACS_peak_4545_lociStitched	chr11(.):95762175-95763932	0.9131
2_MACS_peak_4546_lociStitched	chr11(.):95778403-95786348	0.4371
1_MACS_peak_4548_lociStitched	chr11(.):95889593-95890643	0.5702
1_MACS_peak_4549_lociStitched	chr11(.):95917862-95919225	0.9047
2_MACS_peak_4550_lociStitched	chr11(.):95945068-95949747	0.5795
1_MACS_peak_4552_lociStitched	chr11(.):95990802-95992297	0.6043
1_MACS_peak_4553_lociStitched	chr11(.):96000257-96001934	0.6485
1_MACS_peak_4554_lociStitched	chr11(.):96071177-96076685	1.009
1_MACS_peak_4555_lociStitched	chr11(.):96122163-96124130	0.9239
1_MACS_peak_4556_lociStitched	chr11(.):97444414-97446773	0.7756
1_MACS_peak_4557_lociStitched	chr11(.):97742312-97743331	0.521
1_MACS_peak_4558_lociStitched	chr11(.):98471380-98472370	0.4402
1_MACS_peak_4559_lociStitched	chr11(.):98890827-98892399	0.6522
1_MACS_peak_4560_lociStitched	chr11(.):98938908-98941978	1.5408
1_MACS_peak_4561_lociStitched	chr11(.):98968180-98970644	1.4994
2_MACS_peak_4562_lociStitched	chr11(.):100551558-100559108	0.4655
1_MACS_peak_4564_lociStitched	chr11(.):100780828-100782853	0.7327
1_MACS_peak_4565_lociStitched	chr11(.):100997349-100998934	0.6356
1_MACS_peak_4566_lociStitched	chr11(.):101785399-101787057	1.7121
1_MACS_peak_4567_lociStitched	chr11(.):101980406-101982114	0.7095
1_MACS_peak_4568_lociStitched	chr11(.):102186411-102190948	1.7747
1_MACS_peak_4569_lociStitched	chr11(.):102216760-102219376	2.4791
1_MACS_peak_4570_lociStitched	chr11(.):102321850-102324750	1.362
2_MACS_peak_4571_lociStitched	chr11(.):102343867-102348065	0.8478
1_MACS_peak_4573_lociStitched	chr11(.):102961894-102963737	1.3542
1_MACS_peak_4574_lociStitched	chr11(.):102979492-102980943	0.8087
1_MACS_peak_4575_lociStitched	chr11(.):103357825-103359585	0.5422
1_MACS_peak_4576_lociStitched	chr11(.):103609396-103610590	0.6773
1_MACS_peak_4577_lociStitched	chr11(.):103694044-103695295	0.6425
2_MACS_peak_4578_lociStitched	chr11(.):103767129-103775529	0.6515
1_MACS_peak_4580_lociStitched	chr11(.):103828786-103830982	0.634
1_MACS_peak_4581_lociStitched	chr11(.):104575161-104577565	1.2419
1_MACS_peak_4582_lociStitched	chr11(.):104751247-104752638	0.686
1_MACS_peak_4583_lociStitched	chr11(.):104838427-104840079	0.8035
1_MACS_peak_4584_lociStitched	chr11(.):104905165-104906310	0.8445
1_MACS_peak_4585_lociStitched	chr11(.):104915183-104916465	0.8381
1_MACS_peak_4586_lociStitched	chr11(.):104941483-104942717	0.7828
1_MACS_peak_4587_lociStitched	chr11(.):104971387-104972487	0.5349
1_MACS_peak_4588_lociStitched	chr11(.):105114236-105116928	0.9528
1_MACS_peak_4589_lociStitched	chr11(.):105569206-105570849	0.6496
1_MACS_peak_4590_lociStitched	chr11(.):105892278-105893423	0.8956
1_MACS_peak_4591_lociStitched	chr11(.):105946844-105949376	2.3335
1_MACS_peak_4592_lociStitched	chr11(.):105962336-105963095	0.491
1_MACS_peak_4593_lociStitched	chr11(.):106887828-106889283	0.6881
1_MACS_peak_4594_lociStitched	chr11(.):106913558-106915241	0.5428
1_MACS_peak_4595_lociStitched	chr11(.):107327728-107329244	0.6187
1_MACS_peak_4596_lociStitched	chr11(.):107435515-107437136	1.4854
1_MACS_peak_4597_lociStitched	chr11(.):107461150-107462240	0.5342
1_MACS_peak_4598_lociStitched	chr11(.):107602734-107604648	0.7415
1_MACS_peak_4599_lociStitched	chr11(.):107728466-107731154	1.2068
1_MACS_peak_4600_lociStitched	chr11(.):107799093-107799883	0.4803
1_MACS_peak_4601_lociStitched	chr11(.):107879188-107881082	2.8342
1_MACS_peak_4602_lociStitched	chr11(.):107991545-107993154	1.2912
1_MACS_peak_4603_lociStitched	chr11(.):108031410-108032380	0.6011
1_MACS_peak_4604_lociStitched	chr11(.):108044791-108046473	0.5694
1_MACS_peak_4605_lociStitched	chr11(.):108092101-108095002	1.7705
1_MACS_peak_4606_lociStitched	chr11(.):108337040-108339193	1.5292
1_MACS_peak_4607_lociStitched	chr11(.):108367752-108370019	1.7858
1_MACS_peak_4608_lociStitched	chr11(.):108463201-108465252	0.8753
1_MACS_peak_4609_lociStitched	chr11(.):108535315-108536592	0.7988
1_MACS_peak_4610_lociStitched	chr11(.):108724087-108725832	1.1138
1_MACS_peak_4611_lociStitched	chr11(.):108814423-108816858	1.0014
1_MACS_peak_4612_lociStitched	chr11(.):108829049-108830741	0.6147
1_MACS_peak_4613_lociStitched	chr11(.):109653667-109655718	0.7077
2_MACS_peak_4614_lociStitched	chr11(.):109816181-109829028	0.7095
1_MACS_peak_4616_lociStitched	chr11(.):109841242-109844233	1.0373
1_MACS_peak_4617_lociStitched	chr11(.):109854252-109856862	0.9428
1_MACS_peak_4618_lociStitched	chr11(.):109962862-109965240	1.4593
1_MACS_peak_4619_lociStitched	chr11(.):110165993-110168262	2.5093
1_MACS_peak_4620_lociStitched	chr11(.):110299872-110302624	1.6808
1_MACS_peak_4621_lociStitched	chr11(.):110581961-110583223	0.8909
1_MACS_peak_4622_lociStitched	chr11(.):111046628-111050117	0.6679
1_MACS_peak_4623_lociStitched	chr11(.):111065018-111066363	0.5126
1_MACS_peak_4624_lociStitched	chr11(.):111141831-111144453	1.0364
2_MACS_peak_4625_lociStitched	chr11(.):111237775-111251445	1.652
1_MACS_peak_4627_lociStitched	chr11(.):111259093-111260275	0.5692
3_MACS_peak_4628_lociStitched	chr11(.):111282233-111294361	0.8754
1_MACS_peak_4631_lociStitched	chr11(.):111306701-111311664	1.3504
1_MACS_peak_4632_lociStitched	chr11(.):111383132-111383940	0.7541
1_MACS_peak_4633_lociStitched	chr11(.):111401700-111404096	1.6046
1_MACS_peak_4634_lociStitched	chr11(.):111414521-111415544	0.5299
2_MACS_peak_4635_lociStitched	chr11(.):111467867-111474414	0.723
1_MACS_peak_4637_lociStitched	chr11(.):111636022-111637987	1.158
2_MACS_peak_4638_lociStitched	chr11(.):111741180-111750927	0.6954
1_MACS_peak_4640_lociStitched	chr11(.):111796820-111798600	0.9804
1_MACS_peak_4641_lociStitched	chr11(.):111894625-111897071	2.7878
1_MACS_peak_4642_lociStitched	chr11(.):111944287-111946019	2.3047
1_MACS_peak_4643_lociStitched	chr11(.):111956279-111958431	1.787
1_MACS_peak_4644_lociStitched	chr11(.):112001670-112004319	0.888
1_MACS_peak_4645_lociStitched	chr11(.):112096210-112098170	3.2895
1_MACS_peak_4646_lociStitched	chr11(.):113057570-113060627	1.5394
1_MACS_peak_4647_lociStitched	chr11(.):113184664-113186229	1.2303
1_MACS_peak_4648_lociStitched	chr11(.):113287992-113289560	0.9098
1_MACS_peak_4649_lociStitched	chr11(.):113643566-113645231	1.4419
1_MACS_peak_4650_lociStitched	chr11(.):113718093-113719490	0.6278
1_MACS_peak_4651_lociStitched	chr11(.):113745361-113747292	1.1126
2_MACS_peak_4652_lociStitched	chr11(.):113947980-113952306	0.949
1_MACS_peak_4654_lociStitched	chr11(.):114029867-114032055	0.7716
1_MACS_peak_4655_lociStitched	chr11(.):114057194-114058822	0.8502
1_MACS_peak_4656_lociStitched	chr11(.):114210879-114212721	1.1387
1_MACS_peak_4657_lociStitched	chr11(.):114270078-114272249	3.5535
1_MACS_peak_4658_lociStitched	chr11(.):114309701-114311433	1.2742
1_MACS_peak_4659_lociStitched	chr11(.):115064348-115066317	1.288
2_MACS_peak_4660_lociStitched	chr11(.):115089455-115102374	3.6562
2_MACS_peak_4662_lociStitched	chr11(.):115125174-115137372	1.9505
1_MACS_peak_4664_lociStitched	chr11(.):115170143-115172814	0.765
1_MACS_peak_4665_lociStitched	chr11(.):115371311-115376150	1.3965
4_MACS_peak_4666_lociStitched	chr11(.):115795130-115811362	0.6036
1_MACS_peak_4670_lociStitched	chr11(.):115866667-115868217	0.7733
1_MACS_peak_4671_lociStitched	chr11(.):116132981-116134199	0.6364
1_MACS_peak_4672_lociStitched	chr11(.):116146822-116148135	0.7898
1_MACS_peak_4673_lociStitched	chr11(.):116642681-116644576	2.1875
1_MACS_peak_4674_lociStitched	chr11(.):116657882-116659618	1.1617
1_MACS_peak_4675_lociStitched	chr11(.):116722683-116725224	0.642
1_MACS_peak_4676_lociStitched	chr11(.):116794921-116797700	1.2776
1_MACS_peak_4677_lociStitched	chr11(.):116933083-116935002	0.5726
1_MACS_peak_4678_lociStitched	chr11(.):116966867-116970244	1.6841
1_MACS_peak_4679_lociStitched	chr11(.):117013965-117016395	1.2105
1_MACS_peak_4680_lociStitched	chr11(.):117048795-117050708	0.7727
1_MACS_peak_4681_lociStitched	chr11(.):117102089-117104244	0.9541
1_MACS_peak_4682_lociStitched	chr11(.):117198092-117199712	1.2052
1_MACS_peak_4683_lociStitched	chr11(.):117684856-117689459	1.3724
1_MACS_peak_4684_lociStitched	chr11(.):117856156-117859559	4.2345
1_MACS_peak_4685_lociStitched	chr11(.):117877480-117884580	2.8156
1_MACS_peak_4686_lociStitched	chr11(.):118122205-118123866	2.3484
1_MACS_peak_4687_lociStitched	chr11(.):118134060-118135464	0.6904
1_MACS_peak_4688_lociStitched	chr11(.):118229670-118231136	0.7394
1_MACS_peak_4689_lociStitched	chr11(.):118271103-118273290	3.6734
1_MACS_peak_4690_lociStitched	chr11(.):118305725-118308549	1.5485
2_MACS_peak_4691_lociStitched	chr11(.):118435973-118444421	0.6311
3_MACS_peak_4693_lociStitched	chr11(.):118559875-118568480	1.0544
1_MACS_peak_4696_lociStitched	chr11(.):118659231-118663639	3.5674
1_MACS_peak_4697_lociStitched	chr11(.):118689662-118693677	3.1365
1_MACS_peak_4698_lociStitched	chr11(.):118708995-118710694	0.6288
2_MACS_peak_4699_lociStitched	chr11(.):118738600-118744384	2.773
1_MACS_peak_4701_lociStitched	chr11(.):118795271-118801569	1.3009
2_MACS_peak_4702_lociStitched	chr11(.):118860173-118869638	0.7397
3_MACS_peak_4704_lociStitched	chr11(.):118887983-118901950	0.8805
1_MACS_peak_4707_lociStitched	chr11(.):118926462-118928968	2.1326
1_MACS_peak_4708_lociStitched	chr11(.):118937402-118939277	1.2228
1_MACS_peak_4709_lociStitched	chr11(.):118955075-118956589	1.4632
3_MACS_peak_4710_lociStitched	chr11(.):118964411-118979715	0.973
1_MACS_peak_4713_lociStitched	chr11(.):118991218-118993127	1.0885
1_MACS_peak_4714_lociStitched	chr11(.):119038971-119040477	2.1143
1_MACS_peak_4715_lociStitched	chr11(.):119075795-119077852	1.0462
2_MACS_peak_4716_lociStitched	chr11(.):119107489-119111874	0.7527
2_MACS_peak_4718_lociStitched	chr11(.):119185545-119193174	0.5353
1_MACS_peak_4720_lociStitched	chr11(.):119204420-119206071	1.2482
1_MACS_peak_4721_lociStitched	chr11(.):119226775-119227854	0.4896
1_MACS_peak_4722_lociStitched	chr11(.):119251927-119253093	0.4848
1_MACS_peak_4723_lociStitched	chr11(.):119543449-119546350	1.6315
1_MACS_peak_4724_lociStitched	chr11(.):119553762-119556252	1.1601
1_MACS_peak_4725_lociStitched	chr11(.):119563284-119566046	0.8274
2_MACS_peak_4726_lociStitched	chr11(.):119591811-119600567	0.7727
1_MACS_peak_4728_lociStitched	chr11(.):120080675-120082608	0.9231
4_MACS_peak_4729_lociStitched	chr11(.):120195549-120216506	0.5003
3_MACS_peak_4733_lociStitched	chr11(.):120368177-120383306	1.1423
1_MACS_peak_4736_lociStitched	chr11(.):120425121-120427105	0.9009
1_MACS_peak_4737_lociStitched	chr11(.):120492746-120494192	0.7251
1_MACS_peak_4738_lociStitched	chr11(.):120527575-120530585	0.8014
1_MACS_peak_4739_lociStitched	chr11(.):120572716-120575710	1.2082
1_MACS_peak_4740_lociStitched	chr11(.):120894361-120895700	1.6031
2_MACS_peak_4741_lociStitched	chr11(.):120930378-120939967	0.3086
1_MACS_peak_4743_lociStitched	chr11(.):121162260-121164290	1.5425
1_MACS_peak_4744_lociStitched	chr11(.):121352376-121354162	0.9288
1_MACS_peak_4745_lociStitched	chr11(.):121365267-121366432	0.5199
2_MACS_peak_4746_lociStitched	chr11(.):121521281-121527503	0.4679
2_MACS_peak_4748_lociStitched	chr11(.):122426621-122434810	0.2037
1_MACS_peak_4750_lociStitched	chr11(.):122526087-122527847	0.8835
1_MACS_peak_4751_lociStitched	chr11(.):122536301-122537774	0.6371
1_MACS_peak_4752_lociStitched	chr11(.):122596151-122599154	1.8485
1_MACS_peak_4753_lociStitched	chr11(.):122613771-122621366	1.0257
1_MACS_peak_4754_lociStitched	chr11(.):122753085-122754703	1.6318
2_MACS_peak_4755_lociStitched	chr11(.):122930799-122941610	1.6944
1_MACS_peak_4757_lociStitched	chr11(.):122957950-122959047	0.6377
1_MACS_peak_4758_lociStitched	chr11(.):122993013-122994019	0.4194
1_MACS_peak_4759_lociStitched	chr11(.):123133853-123135952	1.1173
1_MACS_peak_4760_lociStitched	chr11(.):123524485-123525961	0.5446
1_MACS_peak_4761_lociStitched	chr11(.):123611295-123613020	1.2009
1_MACS_peak_4762_lociStitched	chr11(.):124351190-124352129	0.5064
1_MACS_peak_4763_lociStitched	chr11(.):124491989-124493597	1.3335
1_MACS_peak_4764_lociStitched	chr11(.):124542932-124544480	0.9454
2_MACS_peak_4765_lociStitched	chr11(.):124609504-124617313	0.3459
2_MACS_peak_4767_lociStitched	chr11(.):124629745-124633975	0.6297
1_MACS_peak_4769_lociStitched	chr11(.):124668672-124671341	1.5944
1_MACS_peak_4770_lociStitched	chr11(.):124705952-124707383	0.826
1_MACS_peak_4771_lociStitched	chr11(.):124745627-124746964	1.2882
1_MACS_peak_4772_lociStitched	chr11(.):124785259-124786739	0.6338
1_MACS_peak_4773_lociStitched	chr11(.):124823279-124825213	1.7874
1_MACS_peak_4774_lociStitched	chr11(.):124906482-124908075	0.8244
2_MACS_peak_4775_lociStitched	chr11(.):124932228-124944138	1.2985
1_MACS_peak_4777_lociStitched	chr11(.):124980465-124982442	1.5005
1_MACS_peak_4778_lociStitched	chr11(.):125170305-125171767	0.5374
1_MACS_peak_4779_lociStitched	chr11(.):125382214-125385675	1.0288
1_MACS_peak_4780_lociStitched	chr11(.):125438555-125440612	2.0382
1_MACS_peak_4781_lociStitched	chr11(.):125461161-125464067	2.8437
1_MACS_peak_4782_lociStitched	chr11(.):125494772-125497158	3.2357
1_MACS_peak_4783_lociStitched	chr11(.):125756244-125758459	3.7718
1_MACS_peak_4784_lociStitched	chr11(.):125772269-125773492	0.6876
1_MACS_peak_4785_lociStitched	chr11(.):125811247-125812803	0.6635
1_MACS_peak_4786_lociStitched	chr11(.):125827423-125828361	0.4211
1_MACS_peak_4787_lociStitched	chr11(.):125850452-125853930	1.6969
1_MACS_peak_4788_lociStitched	chr11(.):125931479-125933733	8.3637
1_MACS_peak_4789_lociStitched	chr11(.):125953835-125954761	0.3763
1_MACS_peak_4790_lociStitched	chr11(.):126042430-126044138	0.8915
2_MACS_peak_4791_lociStitched	chr11(.):126056599-126068870	3.7661
1_MACS_peak_4793_lociStitched	chr11(.):126080554-126082642	1.1626
1_MACS_peak_4794_lociStitched	chr11(.):126137737-126139683	2.2977
1_MACS_peak_4795_lociStitched	chr11(.):126152125-126154234	1.9631
3_MACS_peak_4796_lociStitched	chr11(.):126173131-126189653	1.0375
1_MACS_peak_4799_lociStitched	chr11(.):126224486-126225870	1.1323
1_MACS_peak_4800_lociStitched	chr11(.):126289692-126290616	0.4686
2_MACS_peak_4801_lociStitched	chr11(.):126310326-126313624	0.549
1_MACS_peak_4803_lociStitched	chr11(.):126333405-126338802	2.9471
1_MACS_peak_4804_lociStitched	chr11(.):126349933-126351181	1.9205
1_MACS_peak_4805_lociStitched	chr11(.):126476733-126478100	0.5429
2_MACS_peak_4806_lociStitched	chr11(.):126567184-126574983	2.0596
1_MACS_peak_4808_lociStitched	chr11(.):126602297-126603778	0.8027
1_MACS_peak_4809_lociStitched	chr11(.):126731927-126733099	0.6383
1_MACS_peak_4810_lociStitched	chr11(.):126839021-126840245	0.6713
1_MACS_peak_4811_lociStitched	chr11(.):126942617-126945350	2.6671
1_MACS_peak_4812_lociStitched	chr11(.):127121149-127123971	1.46
1_MACS_peak_4813_lociStitched	chr11(.):127510267-127511667	0.7953
1_MACS_peak_4814_lociStitched	chr11(.):127924033-127925064	0.5853
1_MACS_peak_4815_lociStitched	chr11(.):128159738-128161247	1.2908
1_MACS_peak_4816_lociStitched	chr11(.):128212246-128213632	0.5717
1_MACS_peak_4817_lociStitched	chr11(.):128274762-128279180	1.345
2_MACS_peak_4818_lociStitched	chr11(.):128337681-128341648	0.8331
1_MACS_peak_4820_lociStitched	chr11(.):128362616-128363546	0.4143
1_MACS_peak_4821_lociStitched	chr11(.):128391090-128393334	1.1215
1_MACS_peak_4822_lociStitched	chr11(.):128478907-128482444	1.9075
1_MACS_peak_4823_lociStitched	chr11(.):128493661-128495419	0.6644
1_MACS_peak_4824_lociStitched	chr11(.):128562460-128566727	1.3063
5_MACS_peak_4825_lociStitched	chr11(.):128585980-128609699	1.0456
1_MACS_peak_4830_lociStitched	chr11(.):128626668-128629265	2.5408
1_MACS_peak_4831_lociStitched	chr11(.):128699692-128702386	0.7861
1_MACS_peak_4832_lociStitched	chr11(.):128763102-128764390	0.6194
1_MACS_peak_4833_lociStitched	chr11(.):129149534-129150587	0.5988
2_MACS_peak_4834_lociStitched	chr11(.):129214026-129223849	0.3346
2_MACS_peak_4836_lociStitched	chr11(.):129238201-129248184	0.9653
1_MACS_peak_4838_lociStitched	chr11(.):129263377-129265160	0.7338
1_MACS_peak_4839_lociStitched	chr11(.):129286121-129289997	1.7015
1_MACS_peak_4840_lociStitched	chr11(.):129305165-129307074	0.6916
1_MACS_peak_4841_lociStitched	chr11(.):129396770-129399816	1.2675
1_MACS_peak_4842_lociStitched	chr11(.):129550589-129552336	0.5201
1_MACS_peak_4843_lociStitched	chr11(.):129565184-129566498	0.8673
1_MACS_peak_4844_lociStitched	chr11(.):129716521-129717325	0.5468
1_MACS_peak_4845_lociStitched	chr11(.):129764569-129766201	0.8209
1_MACS_peak_4846_lociStitched	chr11(.):129870973-129874370	8.5397
2_MACS_peak_4847_lociStitched	chr11(.):129938529-129940882	0.7929
1_MACS_peak_4849_lociStitched	chr11(.):130015463-130017482	1.0587
1_MACS_peak_4850_lociStitched	chr11(.):130028993-130031545	1.6076
2_MACS_peak_4851_lociStitched	chr11(.):130045231-130052782	1.0953
1_MACS_peak_4853_lociStitched	chr11(.):130170531-130171578	0.4127
1_MACS_peak_4854_lociStitched	chr11(.):130183472-130186094	1.6724
2_MACS_peak_4855_lociStitched	chr11(.):130304211-130309613	0.5238
1_MACS_peak_4857_lociStitched	chr11(.):130317888-130319153	0.6376
1_MACS_peak_4858_lociStitched	chr11(.):130522010-130523434	0.5847
3_MACS_peak_4859_lociStitched	chr11(.):130634336-130648800	0.8348
2_MACS_peak_4862_lociStitched	chr11(.):130670478-130678243	1.6048
2_MACS_peak_4864_lociStitched	chr11(.):130696929-130705702	1.7599
1_MACS_peak_4866_lociStitched	chr11(.):130715628-130719860	3.3559
1_MACS_peak_4867_lociStitched	chr11(.):130785428-130787001	1.6435
1_MACS_peak_4868_lociStitched	chr11(.):131248233-131250410	0.51
1_MACS_peak_4869_lociStitched	chr11(.):131993234-131994506	0.4704
1_MACS_peak_4870_lociStitched	chr11(.):132206593-132207672	0.5179
1_MACS_peak_4871_lociStitched	chr11(.):132224975-132231577	2.0568
2_MACS_peak_4872_lociStitched	chr11(.):132588316-132592336	0.7351
1_MACS_peak_4874_lociStitched	chr11(.):132826518-132827472	0.4676
1_MACS_peak_4875_lociStitched	chr11(.):133138369-133140030	0.5895
1_MACS_peak_4876_lociStitched	chr11(.):133172512-133173400	0.4681
1_MACS_peak_4877_lociStitched	chr11(.):134092941-134096171	1.7773
3_MACS_peak_4878_lociStitched	chr11(.):134118168-134131326	0.2712
1_MACS_peak_4881_lociStitched	chr11(.):134145118-134146563	1.1011
2_MACS_peak_4882_lociStitched	chr11(.):134452583-134458945	0.6204
1_MACS_peak_4884_lociStitched	chr11(.):134508192-134510665	1.19
1_MACS_peak_4885_lociStitched	chr11(.):134531435-134533600	0.5196
1_MACS_peak_4886_lociStitched	chr12(.):73211-75435	3.4375
1_MACS_peak_4887_lociStitched	chr12(.):94955-95876	1.9041
1_MACS_peak_4888_lociStitched	chr12(.):220381-221777	0.4781
1_MACS_peak_4889_lociStitched	chr12(.):275132-276418	0.5363
1_MACS_peak_4890_lociStitched	chr12(.):320990-322506	0.5365
1_MACS_peak_4891_lociStitched	chr12(.):497399-499362	1.0932
1_MACS_peak_4892_lociStitched	chr12(.):739147-740693	0.8231
1_MACS_peak_4893_lociStitched	chr12(.):751118-753364	1.8589
1_MACS_peak_4894_lociStitched	chr12(.):782080-784215	0.885
1_MACS_peak_4895_lociStitched	chr12(.):859798-863585	1.2997
1_MACS_peak_4896_lociStitched	chr12(.):994362-995306	0.5124
1_MACS_peak_4897_lociStitched	chr12(.):1057658-1059743	1.4803
2_MACS_peak_4898_lociStitched	chr12(.):1098894-1108345	0.6706
1_MACS_peak_4900_lociStitched	chr12(.):1530911-1533669	1.1558
1_MACS_peak_4901_lociStitched	chr12(.):1638704-1645070	1.4175
1_MACS_peak_4902_lociStitched	chr12(.):1662311-1665025	1.6716
1_MACS_peak_4903_lociStitched	chr12(.):1701603-1704711	1.4688
2_MACS_peak_4904_lociStitched	chr12(.):1770847-1772668	0.4446
1_MACS_peak_4906_lociStitched	chr12(.):1799373-1801315	1.6663
3_MACS_peak_4907_lociStitched	chr12(.):1905110-1922666	0.3357
1_MACS_peak_4910_lociStitched	chr12(.):2112722-2114306	1.6647
1_MACS_peak_4911_lociStitched	chr12(.):2162099-2162857	0.5038
1_MACS_peak_4912_lociStitched	chr12(.):2172708-2174456	1.6078
1_MACS_peak_4913_lociStitched	chr12(.):2357437-2359517	1.0432
1_MACS_peak_4914_lociStitched	chr12(.):2405100-2408069	0.822
1_MACS_peak_4915_lociStitched	chr12(.):2443680-2447706	1.8155
1_MACS_peak_4916_lociStitched	chr12(.):2466509-2468397	0.6602
1_MACS_peak_4917_lociStitched	chr12(.):2487405-2488970	0.6691
1_MACS_peak_4918_lociStitched	chr12(.):2628320-2630800	2.3287
1_MACS_peak_4919_lociStitched	chr12(.):2799778-2801821	1.8009
1_MACS_peak_4920_lociStitched	chr12(.):2903445-2905589	0.7063
1_MACS_peak_4921_lociStitched	chr12(.):2921053-2923025	2.2999
1_MACS_peak_4922_lociStitched	chr12(.):2985095-2987532	2.3937
1_MACS_peak_4923_lociStitched	chr12(.):2999177-3001099	1.1283
1_MACS_peak_4924_lociStitched	chr12(.):3068414-3069667	0.4822
1_MACS_peak_4925_lociStitched	chr12(.):3185630-3186755	0.5589
1_MACS_peak_4926_lociStitched	chr12(.):3860880-3863208	1.4712
1_MACS_peak_4927_lociStitched	chr12(.):3981463-3983038	1.0936
1_MACS_peak_4928_lociStitched	chr12(.):4097271-4098932	0.9413
1_MACS_peak_4929_lociStitched	chr12(.):4177565-4179944	1.3774
2_MACS_peak_4930_lociStitched	chr12(.):4216416-4230551	4.2431
3_MACS_peak_4932_lociStitched	chr12(.):4250480-4263749	0.8194
1_MACS_peak_4935_lociStitched	chr12(.):4273543-4274557	0.5036
1_MACS_peak_4936_lociStitched	chr12(.):4323942-4325229	0.6107
1_MACS_peak_4937_lociStitched	chr12(.):4353549-4356157	1.6459
1_MACS_peak_4938_lociStitched	chr12(.):4377250-4387434	3.5052
1_MACS_peak_4939_lociStitched	chr12(.):4429393-4431184	1.127
2_MACS_peak_4940_lociStitched	chr12(.):4643405-4649039	1.6212
1_MACS_peak_4942_lociStitched	chr12(.):4713732-4714830	1.051
1_MACS_peak_4943_lociStitched	chr12(.):4757234-4759069	1.6932
1_MACS_peak_4944_lociStitched	chr12(.):5160492-5162058	0.6421
1_MACS_peak_4945_lociStitched	chr12(.):6022266-6023435	0.4975
1_MACS_peak_4946_lociStitched	chr12(.):6183622-6184745	0.5412
1_MACS_peak_4947_lociStitched	chr12(.):6275772-6277934	1.0366
1_MACS_peak_4948_lociStitched	chr12(.):6308628-6311241	1.0999
2_MACS_peak_4949_lociStitched	chr12(.):6318784-6328098	0.4212
1_MACS_peak_4951_lociStitched	chr12(.):6344005-6345638	0.6599
1_MACS_peak_4952_lociStitched	chr12(.):6371076-6372793	0.6135
2_MACS_peak_4953_lociStitched	chr12(.):6381261-6388501	1.2334
1_MACS_peak_4955_lociStitched	chr12(.):6432265-6433354	0.7515
2_MACS_peak_4956_lociStitched	chr12(.):6444381-6451917	0.9661
2_MACS_peak_4958_lociStitched	chr12(.):6468144-6477632	1.4287
1_MACS_peak_4960_lociStitched	chr12(.):6535542-6537395	0.5386
5_MACS_peak_4961_lociStitched	chr12(.):6552080-6580895	0.728
